-0.0023237+0.0020711i,-0.00079769+0.00064334i,-0.00085291+2.6814e-05i,9.5922e-05+4.5707e-05i,0.00072816+0.0016143i,0.00073512+0.0018204i,0.00067962+0.00069589i,0.0013116+0.00012098i,0.0013102+0.0001276i,0.0003934-8.4757e-05i,3.2432e-05-0.00082883i,-0.00018205-0.0017259i,-0.0006855-0.0020021i,-0.00079879-0.0017976i,-0.00014881-0.00091086i,6.4917e-05-0.00017194i,0.00042858-7.7262e-06i,0.00037578-0.00012005i,0.00028055-0.00079306i,0.00026996-0.0010844i,0.00053698-0.00076415i,0.00058993-0.00034261i,0.00023027-4.4839e-05i
-0.0064834-0.0043604i,-0.023841-0.016798i,-0.074572-0.0093467i,-0.15261+0.040325i,-0.19799+0.069754i,-0.15922+0.031649i,-0.079097-0.016292i,-0.030678-0.026785i,-0.012544-0.017804i,-0.0053896-0.014365i,-0.0036451-0.012095i,-0.0020915-0.0062807i,-0.00174+0.0042728i,-0.0040448+0.013051i,-0.0054432+0.013531i,-0.0062354+0.010534i,-0.0061812+0.0074599i,-0.0042298+0.0051658i,-0.0016564+0.0023342i,-0.0010014-0.0028331i,-0.0042218-0.0067614i,-0.008085-0.0064264i,-0.007442-0.0030795i
0.0088655+0.0098246i,0.032013+0.021415i,0.089262+0.025762i,0.17425-0.0022849i,0.2168-0.025794i,0.16402+0.0054687i,0.077961+0.037598i,0.02744+0.027578i,0.006142+0.012812i,-0.0019958+0.013347i,-0.00044803+0.013781i,0.0011403+0.0071219i,0.0008329-0.0025825i,0.0025737-0.0078974i,0.0050099-0.0067237i,0.0069291-0.0048904i,0.006825-0.0049086i,0.0049921-0.0052798i,0.0026923-0.0031899i,0.0013427+0.0021964i,0.0031944+0.0069689i,0.0056026+0.0083206i,0.0054557+0.0066414i
-0.0077872-0.0073789i,-0.026159-0.023084i,-0.078122-0.039159i,-0.16461-0.035531i,-0.21938-0.026417i,-0.16244-0.037739i,-0.067381-0.039734i,-0.020042-0.014507i,0.0012361+0.0018312i,0.0090039-0.0038806i,0.0052772-0.0079128i,0.0016901-0.0017664i,-0.0014756+0.0048086i,-0.0050119+0.0061277i,-0.0083384+0.0037531i,-0.01108+0.001601i,-0.010456+0.0014711i,-0.0064086+0.00098057i,-0.0022251-0.00081989i,4.3973e-05-0.0037837i,-0.00013709-0.0086816i,-0.0024836-0.011499i,-0.0036134-0.0094662i
0.0084925+0.0084498i,0.02765+0.027438i,0.079248+0.052345i,0.1581+0.067536i,0.19984+0.079346i,0.14009+0.073376i,0.043302+0.04054i,-0.0043094+0.0085196i,-0.017731-0.0029846i,-0.018042+0.0028443i,-0.010836+0.0056426i,-0.0067613+0.00069038i,-0.0026788-0.0032516i,0.0049128-0.0024735i,0.01048+0.0011858i,0.012322+0.0033037i,0.010359+0.0025917i,0.0056742+0.0018327i,0.0010125+0.002001i,-0.0016763+0.0035303i,-0.0018666+0.0087317i,0.00028031+0.012882i,0.0025433+0.011058i
-0.0024269-0.0094025i,-0.016666-0.032172i,-0.06235-0.071365i,-0.1357-0.10425i,-0.16526-0.1191i,-0.10721-0.10205i,-0.024746-0.054711i,0.01718-0.017336i,0.023924-0.0034797i,0.020594-0.0030078i,0.017845-0.003455i,0.015077+0.00032674i,0.0065974+0.0032715i,-0.0043697+0.0011894i,-0.0099215-0.0023233i,-0.010236-0.0044346i,-0.0081258-0.005328i,-0.0059892-0.0052212i,-0.0037566-0.0044972i,0.00015445-0.0053454i,0.0031106-0.0089118i,0.002279-0.011934i,-0.00074359-0.010153i
0.0059903+0.010264i,0.020631+0.034372i,0.056536+0.081124i,0.11429+0.12785i,0.13824+0.14349i,0.081144+0.12048i,0.010704+0.073103i,-0.015088+0.0321i,-0.016296+0.013542i,-0.015971+0.0089057i,-0.017278+0.0070908i,-0.014668+0.0029838i,-0.0047814-0.00038463i,0.0052751+0.00037697i,0.0096932+0.0029945i,0.0093537+0.0048788i,0.0071973+0.0060631i,0.0063038+0.0052976i,0.0054536+0.0037368i,0.0020016+0.0035012i,-0.0019596+0.0066561i,-0.0039518+0.0095012i,-0.0025137+0.0075614i
-0.0014294-0.0079453i,-0.0095929-0.036072i,-0.033545-0.087946i,-0.07707-0.14527i,-0.10248-0.17164i,-0.064749-0.13636i,-0.016768-0.072834i,-0.007573-0.03002i,-0.0063969-0.0090019i,0.004177-0.0025577i,0.012415-0.0040109i,0.01047-0.0033032i,0.0011447-0.00037375i,-0.0073326+0.00067906i,-0.0082966-0.00096585i,-0.0060981-0.0036489i,-0.0051437-0.0052925i,-0.0044962-0.0040333i,-0.0034669-0.0014051i,-0.00038202-7.6088e-05i,0.0049503-0.0022787i,0.0076238-0.0050753i,0.0056489-0.0042038i
0.0019187+0.0069214i,0.0082885+0.034529i,0.024777+0.087903i,0.052296+0.14878i,0.060099+0.17765i,0.038714+0.13527i,0.019895+0.059002i,0.017793+0.013129i,0.014451-0.0029952i,0.00333-0.0029715i,-0.0036471+0.0015784i,-0.0028875-1.0755e-05i,0.0016908-0.0040658i,0.0062957-0.0036733i,0.0056528-0.00011424i,0.0033049+0.0034506i,0.0028515+0.0049892i,0.0032443+0.0033221i,0.0032156+0.00022692i,-0.0004264-0.001171i,-0.0065508+2.7133e-05i,-0.010766+0.0021738i,-0.010132+0.0013833i
-0.0026175-0.0041263i,-0.00091904-0.03173i,-0.0041427-0.087482i,-0.016044-0.14971i,-0.018291-0.16718i,-0.0077066-0.12013i,-0.0069786-0.047171i,-0.013303+0.0018887i,-0.012219+0.018328i,-0.0031935+0.015953i,0.0027383+0.0098001i,0.0026073+0.0081693i,-0.00057787+0.0091796i,-0.0036291+0.0067535i,-0.0026686+0.0018054i,-0.00075055-0.0016782i,3.2655e-05-0.0031308i,-0.00018083-0.0033436i,-0.0003763-0.0015544i,0.002995+0.00051577i,0.0086115-0.00013362i,0.012075-0.0011159i,0.010789-0.00020628i
0.0044087+0.012323i,0.0056157+0.036819i,0.0011853+0.085952i,-0.003193+0.14102i,-0.0071393+0.15531i,-0.018651+0.10819i,-0.019773+0.043307i,-0.0078743+0.0027392i,-0.00054479-0.012366i,-0.0025543-0.01296i,-0.0057433-0.010236i,-0.0040319-0.010076i,-0.0022654-0.009308i,-0.0026528-0.005411i,-0.003574-0.00026899i,-0.0029651+0.0033588i,-0.0017448+0.0037961i,-0.00056637+0.0031708i,0.00068788+0.0024832i,-0.0014886+0.00047937i,-0.0070869-0.0014544i,-0.011075-0.001432i,-0.010108-0.0014821i
-0.0043582-0.0043807i,0.0027405-0.027845i,0.016017-0.071687i,0.031497-0.12163i,0.041265-0.14251i,0.041689-0.10659i,0.030346-0.052107i,0.014064-0.016601i,0.0049333+0.0024131i,0.0055205+0.0093881i,0.0066355+0.010346i,0.0040622+0.0097989i,0.002543+0.0061049i,0.0023982+0.00070964i,0.0027928-0.0031388i,0.0032157-0.0053663i,0.0030058-0.0060052i,0.0020539-0.0060017i,0.00039586-0.0051049i,0.00093954-0.0012011i,0.004699+0.0029116i,0.0072358+0.0043284i,0.007074+0.0044825i
9.5193e-05+0.0080735i,-0.0049635+0.028618i,-0.020632+0.068351i,-0.044051+0.11169i,-0.061515+0.12579i,-0.053077+0.098616i,-0.028039+0.057029i,-0.0092458+0.027128i,-0.00022315+0.010851i,0.00068888+0.0032871i,-0.00017077-0.0020245i,4.8603e-05-0.0059782i,-0.00027261-0.004437i,-0.00065749+0.00022528i,-0.00068675+0.0032539i,-0.0014779+0.004964i,-0.0018731+0.0056219i,-2.823e-07+0.0050859i,0.0024778+0.0036167i,0.0024339+0.0009417i,-5.2707e-05-0.0033365i,-0.0030057-0.0074665i,-0.0037469-0.0084507i
0.0013702-0.0080113i,0.012131-0.02439i,0.03726-0.058708i,0.063685-0.094967i,0.071853-0.10301i,0.054612-0.080983i,0.024865-0.050539i,0.0028724-0.026389i,-0.0064219-0.011383i,-0.006454-0.0012221i,-0.0022989+0.006338i,-0.00078178+0.0093514i,-0.0019715+0.0059101i,-0.002763+0.0012097i,-0.0019073-0.0017126i,0.0005355-0.0026256i,0.0022509-0.0031571i,0.0015584-0.0042238i,-0.0011358-0.0041658i,-0.0023749-0.0011316i,-0.001163+0.0035666i,0.00083763+0.0080532i,0.00088964+0.009529i
-0.00018925+0.0064499i,-0.010348+0.022487i,-0.03736+0.047713i,-0.07019+0.071785i,-0.080681+0.077745i,-0.062071+0.059096i,-0.03309+0.033238i,-0.0097096+0.015976i,0.0033773+0.007977i,0.006536+0.00059158i,0.0033477-0.0062051i,0.0010368-0.007292i,0.0036644-0.0042567i,0.0057416-0.0019769i,0.0036064-0.0019351i,-0.00032592-0.00096756i,-0.0022313+0.0010188i,-0.0017065+0.0029237i,7.4057e-05+0.0034812i,0.0021809+0.00064106i,0.0030286-0.0051256i,0.0018588-0.010586i,0.0016503-0.012516i
0.0015939-0.0013232i,0.018063-0.013463i,0.047906-0.031533i,0.080842-0.047449i,0.092698-0.05145i,0.074376-0.03971i,0.044606-0.020616i,0.018496-0.0094729i,0.0020363-0.0042879i,-0.0016914+0.00215i,0.00090048+0.0054491i,0.00016764+0.0038798i,-0.0039748+0.0036294i,-0.0058593+0.0058722i,-0.0029443+0.0062359i,0.0023505+0.0043912i,0.0058627+0.0015561i,0.0053345-0.0012459i,0.0021555-0.0023816i,-0.00032591-0.00086386i,-0.0017976+0.0034831i,-0.0030135+0.0084852i,-0.0038812+0.010046i
-0.003904+0.0036913i,-0.014775+0.014373i,-0.042282+0.027063i,-0.075776+0.03411i,-0.090694+0.03168i,-0.079733+0.025706i,-0.054353+0.017092i,-0.027289+0.010758i,-0.0089174+0.008132i,-0.0033467+0.0046393i,-0.0016656+0.0030451i,0.001948+0.0022047i,0.0050442-0.0018821i,0.0053413-0.0059366i,0.0021675-0.0067283i,-0.0014309-0.0046323i,-0.0033203-0.0026696i,-0.0040299-0.0011375i,-0.0026257+0.0011247i,4.7295e-05+0.0018646i,0.0024595-0.0013681i,0.0042404-0.0057153i,0.005178-0.0070657i
0.0030257-0.0067476i,0.015648-0.012833i,0.042863-0.01822i,0.072093-0.018651i,0.082866-0.015418i,0.074939-0.014419i,0.052403-0.013406i,0.023779-0.010424i,0.0059323-0.0082263i,0.00022483-0.007004i,-0.0023942-0.0060202i,-0.0060324-0.0029476i,-0.0069381+0.002304i,-0.004802+0.0054777i,-0.0023849+0.0059749i,0.00038531+0.0049721i,0.0027285+0.0037599i,0.0032302+0.0025776i,0.0033326-4.5809e-05i,0.0019129-0.002018i,-0.0020647-0.001617i,-0.0059247+0.00076652i,-0.0081941+0.0022205i
0.0017033+0.0045374i,-0.0099279+0.0072179i,-0.033093+0.0061228i,-0.060532-0.00022759i,-0.0741-0.0030195i,-0.06836+0.00061432i,-0.046881+0.0027709i,-0.020575+0.0027231i,-0.0053916+0.0047701i,0.0011992+0.0079341i,0.0072659+0.0072324i,0.010205+0.0029933i,0.0079714-0.0011753i,0.0060681-0.0033667i,0.0053886-0.0041894i,0.0034387-0.0051283i,0.00043739-0.0056045i,-0.0016516-0.0044636i,-0.002026-0.0014128i,0.00028812+0.0012454i,0.0046329+0.0019606i,0.0083752+0.00077236i,0.010439-0.00089332i
0.0032215-0.0037173i,0.015441-0.0037201i,0.035231-0.00046989i,0.054336+0.0080432i,0.061619+0.013628i,0.055096+0.012706i,0.037373+0.012497i,0.01642+0.011479i,0.0027835+0.0058032i,-0.0038647+0.00044233i,-0.0079204+0.00081003i,-0.0087289+0.0027649i,-0.007602+0.003026i,-0.007307+0.0032623i,-0.0075047+0.0042587i,-0.0061856+0.0048443i,-0.0026576+0.0045367i,-0.00027651+0.0033235i,-0.00015601+0.00066i,-0.0010956-0.0012701i,-0.0047505-0.001365i,-0.0092716-0.0006841i,-0.010906-0.00049487i
-0.0041579+0.0037492i,-0.010655+0.004024i,-0.025121-0.0015116i,-0.041609-0.013788i,-0.048978-0.023803i,-0.047388-0.027133i,-0.035887-0.027427i,-0.019769-0.02055i,-0.0082018-0.0084393i,-0.0005287-0.0026967i,0.0036165-0.0043708i,0.0047575-0.0042668i,0.0058746-0.0015222i,0.0082512-0.0012658i,0.0085756-0.0020279i,0.0053908-0.0022815i,0.0013966-0.0027278i,-0.00021901-0.0029026i,-4.6645e-06-0.0019207i,0.0012356-0.00051924i,0.0042672+0.00036275i,0.0071709+0.00072139i,0.0081255+0.0011903i
0.0026394-0.0050826i,0.012046-0.0028351i,0.025361+0.0043572i,0.03522+0.018429i,0.038524+0.028779i,0.039352+0.032696i,0.031638+0.031375i,0.018786+0.020446i,0.010274+0.0086569i,0.0058989+0.0056769i,0.0046441+0.0051715i,0.0026247+0.0013045i,-0.0020277-0.0017124i,-0.0058356-0.00097803i,-0.0062298+0.00090404i,-0.0043254+0.0012385i,-0.0021465+0.00089842i,-0.00087705+0.0012989i,-0.00012281+0.00079675i,0.0001837+0.00051402i,-0.0015669+0.0002396i,-0.0042969-0.0013329i,-0.0055512-0.0032636i
-0.0016253+0.00075733i,-0.0081298-0.00087876i,-0.018618-0.0095352i,-0.026848-0.023614i,-0.030703-0.031046i,-0.030871-0.03227i,-0.024985-0.028053i,-0.01615-0.014989i,-0.011288-0.003466i,-0.010212+0.00086063i,-0.0089265+0.0029761i,-0.0042848+0.0047513i,0.0025022+0.0047367i,0.006081+0.0029721i,0.0069751+0.0020096i,0.0061189+0.001607i,0.0039664+0.00058744i,0.0022524-0.00028371i,0.00094753-0.00041066i,0.00038913+0.00037998i,0.00078059+0.001933i,0.0023876+0.0041167i,0.0038448+0.0054534i
0.0053695-0.0011835i,0.012+0.00041593i,0.019466+0.0076814i,0.020818+0.02i,0.019167+0.028574i,0.01806+0.032034i,0.010579+0.027913i,0.0018947+0.013307i,0.0020354+0.0015776i,0.0059817-0.0028716i,0.0054468-0.0063822i,0.00084022-0.0074669i,-0.0053799-0.0051667i,-0.0096294-0.003274i,-0.0095617-0.0031984i,-0.0066247-0.0029681i,-0.0036628-0.0022615i,-0.003019-0.0012873i,-0.0028155-0.00059297i,-0.0019457-0.00097736i,-0.0018461-0.0032894i,-0.0026679-0.0062644i,-0.0031664-0.0071038i
-0.000169+0.0018471i,-0.0038644-0.00066151i,-0.0079276-0.0081422i,-0.0090358-0.020133i,-0.0097707-0.029514i,-0.0096953-0.033687i,-0.0012474-0.028208i,0.0055622-0.013531i,0.0028915-0.00030521i,-0.00031848+0.006654i,0.00041589+0.0090023i,0.003406+0.0075011i,0.0061211+0.0051816i,0.0087176+0.0044072i,0.009157+0.0053875i,0.006835+0.0048977i,0.0051308+0.0021275i,0.0040804+0.00014189i,0.0032368+0.00013181i,0.0026503+0.00084353i,0.0025585+0.0028297i,0.0035895+0.0053191i,0.0038097+0.0059937i
0.0027088-0.0025556i,0.006327+0.00023834i,0.0091739+0.0073196i,0.0065264+0.01663i,0.0020478+0.0241i,-0.00087679+0.03048i,-0.00745+0.027054i,-0.010819+0.014645i,-0.0073161+0.0048603i,-0.0042406+0.0007347i,-0.0050789-4.3372e-05i,-0.0058643-0.00044939i,-0.0036974-0.0010195i,-0.0039081-0.0024064i,-0.0059948-0.0033766i,-0.0054042-0.0034301i,-0.0032711-0.0023207i,-0.0017379-0.00082036i,-0.0012116-0.00027913i,-0.0021167-0.0004344i,-0.0027409-0.0018991i,-0.0022636-0.0043537i,-0.0015514-0.005527i
0.0004234-0.00093195i,0.00030761-0.0027779i,1.5733e-05-0.0086388i,0.0010058-0.016241i,0.001733-0.02114i,0.0027303-0.024421i,0.006411-0.020985i,0.0072618-0.01078i,0.0046422-0.004333i,0.0026984-0.0022729i,0.0033754-0.0015744i,0.0030436-0.00053022i,0.0023386+0.0018975i,0.003501+0.0042238i,0.004437+0.0046946i,0.0034746+0.004812i,0.0025112+0.0037892i,0.0023467+0.0018677i,0.0019394+0.00082965i,0.0018136+0.0001724i,0.0018527+0.0011084i,0.00079397+0.0019721i,-0.00067266+0.0018286i
0.004896-0.001925i,0.0056958-0.0010145i,0.0048969+0.002071i,0.00049132+0.0068615i,-0.0051193+0.012202i,-0.010828+0.016197i,-0.01415+0.013668i,-0.010531+0.0080046i,-0.0043071+0.0065765i,-0.0010687+0.0071854i,0.00049582+0.0067175i,0.0016812+0.004418i,0.001478-8.4165e-05i,0.00088025-0.0025081i,3.3001e-05-0.002762i,0.00018049-0.0031842i,0.0007578-0.0027624i,0.00026556-0.0029793i,-0.00018728-0.0030441i,-0.00070142-0.0022164i,-0.00024809-0.002115i,0.0014808-0.0029175i,0.0016503-0.0037908i
0.0018823-0.0020841i,0.0014097-0.0033069i,0.0019779-0.0076184i,0.0044251-0.011172i,0.007587-0.012914i,0.012491-0.014117i,0.015712-0.0098272i,0.010378-0.0042189i,0.0020095-0.0039218i,-0.0022952-0.0047601i,-0.0037896-0.0032114i,-0.0038236-0.00045019i,-0.0015393+0.002826i,0.00020652+0.0049753i,-0.00030963+0.0047895i,-0.0014478+0.0044694i,-0.0024218+0.0042743i,-0.0024928+0.0031503i,-0.00098942+0.0024395i,0.0010336+0.0021994i,0.00022213+0.0024328i,-0.0021487+0.003066i,-0.003037+0.0027726i
0.00079825+0.0016465i,0.0025506+0.0030689i,0.0039494+0.0064823i,-0.00018145+0.0081413i,-0.0068371+0.0080428i,-0.013349+0.010441i,-0.016493+0.008693i,-0.0099564+0.0044006i,-0.00043013+0.00347i,0.0036774+0.0022956i,0.0030939+0.0010129i,0.0015696+0.00017104i,-0.00015873-0.0020169i,-0.00078779-0.0046047i,0.00099465-0.0048531i,0.0026797-0.0037339i,0.0034151-0.0029918i,0.003146-0.0027637i,0.0011394-0.0031298i,8.6497e-05-0.0035166i,0.00019608-0.0036413i,0.00068033-0.0032745i,0.0014043-0.0022344i
0.00027403-0.0021673i,-0.00063779-0.0030877i,0.00046121-0.0048364i,0.0037639-0.0056621i,0.007087-0.0064593i,0.011252-0.0079065i,0.011621-0.0057787i,0.00333-0.0013537i,-0.0035932+0.00048639i,-0.0038821+0.0010028i,-0.0016058+0.0012351i,0.00077747+0.00096437i,0.0023491+0.0015731i,0.0011574+0.0029054i,-0.00040204+0.0042088i,-0.0010493+0.0037643i,-0.0022646+0.0021305i,-0.0021174+0.0015742i,-0.00010498+0.0016358i,0.0014119+0.0020119i,0.001063+0.0021598i,4.6491e-05+0.0017798i,-0.00042787+0.0016422i
0.0033877-0.001516i,0.0040102-0.00099824i,0.0032526+0.0011032i,-0.0019415+0.0021659i,-0.0077779+0.0025599i,-0.010488+0.0030668i,-0.0080247-0.00075714i,-0.0013829-0.0045288i,0.0019733-0.0039826i,0.00058071-0.001488i,-0.00068541+0.00067925i,-0.00017603+0.0016982i,0.0001821+0.00085348i,-5.2391e-05-0.0015408i,0.000275-0.0033182i,0.0016124-0.0025208i,0.0029222-0.00076744i,0.0029138-9.2621e-05i,0.0022134-0.001372i,0.0011204-0.0026355i,0.00015205-0.0025202i,0.00055241-0.0021563i,0.0013095-0.0014813i
0.00062397-0.0024491i,0.0012041-0.001854i,0.0022938-0.0020738i,0.0031272-0.0011326i,0.0038876+0.00016104i,0.0058606+0.0023451i,0.0044339+0.0082161i,0.00056209+0.011041i,0.00016397+0.0080783i,0.00078601+0.0035176i,2.8832e-05+0.0004913i,-0.0005927-0.00073907i,-0.00062926-0.00061344i,-0.00012164+0.0016853i,-0.00045039+0.0028604i,-0.00080685+0.0015351i,-0.00089774-0.00030069i,-0.0010669-0.0012432i,-0.00062861+0.00010033i,0.00016179+0.0021794i,0.00048298+0.0020445i,0.00022498+0.00075556i,-4.4707e-05+0.00060344i
0.002018-0.0048565i,0.0016795-0.0028727i,-0.00041053-0.003452i,-0.0027685-0.0037367i,-0.0052591-0.0038719i,-0.0079057-0.0062342i,-0.0078706-0.010939i,-0.0059927-0.011518i,-0.0048672-0.0064683i,-0.0031331-0.001039i,-0.00081604+0.0021266i,0.00078093+0.0027409i,0.0014512+0.0016485i,0.00061476-0.00032003i,0.00091299-0.0011114i,0.0030736+0.00030882i,0.00356+0.0016526i,0.0032327+0.0013042i,0.0023195-0.001072i,0.0006868-0.0032808i,0.00093556-0.0029558i,0.0019006-0.0016225i,0.0011158-0.00095232i
-0.0010245-0.0022003i,3.1284e-05-0.0013268i,-1.2259e-05-0.0018452i,-0.00026779-0.00066562i,0.0013467+0.0023465i,0.0054805+0.0061901i,0.0067513+0.0086382i,0.0051172+0.0057395i,0.0034015+0.0015711i,0.0019939+0.00076326i,0.0021499+0.00043336i,0.0023507-0.00029756i,0.0011165-0.00043652i,-0.00013486-0.00050595i,-0.00046571-0.00039559i,-0.00051887-0.00088041i,-0.0012235-0.0017253i,-0.0013792-0.001277i,-0.001539+0.00084881i,-0.0018304+0.0026898i,-0.001336+0.0022902i,-0.0014085+0.0011256i,-0.0014945+0.00016046i
0.0029102-0.0012704i,0.0032035-0.002406i,0.0027841-0.0047623i,0.00018631-0.0054074i,-0.0039033-0.0046142i,-0.0069329-0.0046236i,-0.0068745-0.0026552i,-0.0052154+0.0029598i,-0.0039438+0.0046849i,-0.0029952+0.0028403i,-0.0033619+0.0029348i,-0.003406+0.0035716i,-0.0017142+0.0022498i,0.00076073+0.00079193i,0.002935+0.0012336i,0.0035136+0.0019371i,0.0033139+0.0017007i,0.0026695+0.00065636i,0.0021237-0.0015668i,0.00163-0.0031733i,0.0012843-0.0026866i,0.00085836-0.0012125i,3.4146e-05-0.00098447i
0.0034404-0.0040567i,0.0014786-0.0041385i,0.00016063-0.0047674i,-0.001753-0.0038664i,-0.0018706-0.000942i,-0.00074582+0.0016816i,-0.001692-0.0010491i,-0.0030712-0.0051742i,-0.0026209-0.0042473i,-4.6707e-06-0.0025748i,0.0018987-0.002766i,0.0016111-0.0034455i,-4.2879e-05-0.0026068i,-0.002234-0.00027618i,-0.0030037+8.8957e-05i,-0.0022764-0.0011127i,-0.0019518-0.0016472i,-0.0026063-0.0015036i,-0.0032222+0.00047892i,-0.0025279+0.0022395i,-0.001285+0.0020858i,-0.0012429+0.0013132i,-0.0014859+0.0011678i
0.0017276-0.002709i,0.0017843-0.0018509i,0.0011219-0.00065257i,5.9554e-05-0.0011827i,-0.001089-0.001876i,-0.0003218-0.0013032i,0.0032386-0.00017008i,0.0060145+0.0017879i,0.0049945+0.0024519i,0.0024911+0.0029954i,0.0011061+0.0047247i,0.00086068+0.0046796i,0.0015402+0.0023072i,0.0032603+0.00069974i,0.0042289+4.4145e-05i,0.0036441+0.00029369i,0.0019607+0.0015603i,0.0010505+0.002174i,0.0018801+0.0011503i,0.0024995-0.00021793i,0.0014635-0.00099549i,0.00016012-0.0011116i,0.00011376-0.0010579i
0.0021415+0.00039273i,0.0029471-0.00047887i,0.005063-0.0024624i,0.0040494-0.0030347i,0.0011784-0.0017561i,-0.0022961+0.0016782i,-0.0065563+0.003908i,-0.008273+0.0038326i,-0.0064256+0.0031072i,-0.0047116+0.0015352i,-0.0037388+0.00011557i,-0.0021354+0.00033412i,-0.00086417+0.0013892i,-0.00094049+0.0027871i,-0.0021211+0.0027592i,-0.001073+0.0014659i,0.001053+8.7534e-05i,0.00058892-0.0012699i,-0.0018113-0.0012355i,-0.003396-0.00026751i,-0.0022586+0.00032619i,5.6448e-05+0.00025043i,0.0004134+0.00048003i
0.0026762-0.0020094i,0.0010835-0.0027085i,-0.00088088-0.0045141i,-0.0024751-0.0036468i,-0.0022397-0.0020833i,-7.1992e-06-0.0029392i,0.001595-0.0053068i,0.0015201-0.005902i,0.0010804-0.0034274i,0.00094987-0.0013127i,-0.00030725-0.0012888i,-0.0028432-0.0008723i,-0.0033851+3.2229e-06i,-0.0011205-0.00025537i,0.0016153-0.00088334i,0.0025123-8.4925e-05i,0.001013+0.0011658i,0.00054755+0.0015369i,0.0018177+0.0011814i,0.0025313+2.9718e-05i,0.0022136-0.00066011i,0.00098729-5.3034e-05i,-0.00034632-0.00024624i
0.00023301-0.0020909i,-8.5775e-05-0.0012644i,-0.00035791-0.0013923i,-0.0016588-0.0015021i,-0.0024479-0.00021629i,-0.00071251+0.002399i,0.00087526+0.0042461i,0.001207+0.0042269i,0.00033925+0.0036649i,0.00027956+0.0037542i,0.0025771+0.0029858i,0.0053988+0.0009654i,0.005444-0.00029006i,0.0027101-0.00064813i,0.0004179-0.00084088i,-0.00065377-0.00099954i,-6.7929e-05-0.0014752i,-0.00022615-0.001946i,-0.001931-0.0022079i,-0.0028623-0.0014324i,-0.0023065-0.0003237i,-0.0010276-0.00041457i,-0.00081467-5.1143e-05i
0.0017589+0.0011761i,0.0033221+0.00015571i,0.0040747-0.0013155i,0.0030389-0.00041933i,0.0020177+0.00024641i,0.00094725-0.00055607i,-0.0014192-0.00063327i,-0.0027716-0.00014943i,-0.0018389-0.00017054i,-0.002361-0.00038724i,-0.0039276+0.0010497i,-0.0047594+0.0028746i,-0.0042381+0.0034827i,-0.0016406+0.0039012i,0.00098663+0.0031171i,0.0016023+0.0020863i,0.0010419+0.0020904i,0.00042488+0.0021389i,0.0010877+0.0025731i,0.0020745+0.0016286i,0.0017483-0.00091635i,0.00084948-0.0015702i,0.0010732-0.00097413i
0.0015542+0.0012477i,0.0021453+0.00179i,0.0030956+0.0018049i,0.0034856+0.00019639i,0.0020445-0.001612i,-0.0011565-0.0024633i,-0.0027066-0.0026147i,-0.0020484-0.0018217i,-0.00020026-0.00034233i,0.0012128+0.00010553i,0.0016379-0.00098946i,0.0014821-0.0017777i,0.00083305-0.0015293i,-0.001759-0.0018896i,-0.003815-0.0024475i,-0.0031835-0.0023808i,-0.0017988-0.0022725i,-0.00078875-0.0024338i,-0.00024659-0.0033193i,-0.00086898-0.0024907i,-0.0013975-0.0003488i,-0.00093968+0.00011039i,-0.00054134-3.2393e-05i
-0.00098158+0.00023182i,-0.0003155-0.00089045i,0.0014241-0.001077i,0.001852-0.00045337i,0.001828+0.00020604i,0.002051+0.00072009i,0.0020426+0.0011485i,0.00090023+0.0017222i,-0.00019946+0.0023334i,-0.00079675+0.0022765i,-0.00083253+0.00059483i,-0.00032299-0.0010519i,0.0007617-0.00088275i,0.00248-0.00043483i,0.0031762-4.7949e-05i,0.002016+3.2365e-05i,0.00099664-0.00082258i,0.00047211+0.00037392i,-0.00022781+0.0025067i,0.00028273+0.0020881i,0.0013068+0.0012048i,0.0011356+0.00070231i,0.00084341+0.00063097i
-0.0012407-0.0012265i,0.00063351+0.00055133i,0.0011642+0.00097631i,0.00042432+0.00097198i,-0.001366+0.00017057i,-0.0014126+0.00010612i,-0.0011572+0.00058113i,-0.00091499-0.00053686i,-0.00011451-0.0014503i,-0.00018959-0.0007203i,0.00060244+0.0015993i,0.0024043+0.0036435i,0.0027126+0.0033115i,0.00056316+0.0018408i,-0.00090379+0.00063022i,-0.00011895+0.00075456i,0.0011315+0.00041248i,0.0019189-0.00098187i,0.0013656-0.0018905i,0.00027031-0.0017384i,-1.3279e-05-0.001727i,-0.00052627-0.0018544i,-0.0011785-0.0010756i
-0.00071746-0.00045249i,-0.0015955-0.0012945i,-0.0025594-0.0013042i,-0.0032355+0.00017519i,-0.0024414+0.001183i,-0.0018769+0.0012915i,-0.00082118+0.00040847i,8.6598e-05+0.0013582i,0.00093394+0.0025625i,0.0011706+0.0018181i,-0.00081568+0.00087298i,-0.0023601-0.00014269i,-0.0027319-0.0015505i,-0.0026484-0.0013011i,-0.0016888-2.4133e-06i,-0.00049426+0.0010923i,-0.00028008+0.0010407i,-0.001508+0.00068813i,-0.0025347+0.001342i,-0.00093296+0.0010412i,0.0003067+0.00097356i,0.00027346+0.0010473i,0.00055735+0.0009689i
