0.002117+0.00045403i,0.003096-0.0012332i,0.0013688-0.0031609i,-0.00077808-0.0029082i,-0.0018645-0.000743i,-0.0032484+0.0018794i,-0.0025025+0.0024387i,-0.00054123+0.0014765i,0.0003932+0.00021741i,0.0013465-0.00091946i,0.0018068-0.00061779i,0.00086211-0.00018558i,-0.00066793+0.00010391i,-0.00080491+0.00042689i,-9.5238e-05+5.2141e-05i,-0.00016333-0.00013343i,-0.00070314-0.0003439i,-0.00069564-0.00051465i,-0.0007239-0.00035398i,-0.001669-0.00032528i,-0.0017657-0.00057146i,-0.00043787-0.00040221i,0.00053146+0.00044843i
0.17269+0.042861i,0.25285+0.055112i,0.20341+0.044143i,0.070539+0.039282i,-0.028385+0.049206i,-0.065797+0.031926i,-0.056656-0.013828i,-0.02867-0.064197i,-0.028502-0.091147i,-0.040342-0.063197i,-0.028114-0.025968i,-0.014181-0.021127i,-0.0075294-0.021695i,-0.0020467-0.016529i,-0.0065499-0.0091879i,-0.010626+0.0045447i,-0.0086017+0.01512i,-0.010326+0.019175i,-0.015395+0.020661i,-0.014256+0.019267i,-0.0068199+0.01311i,-0.0019764+0.0077818i,0.00037303+0.0076827i
-0.14926-0.064997i,-0.22479-0.078103i,-0.17124-0.035215i,-0.018451+0.0093662i,0.10009+0.021622i,0.12751+0.033375i,0.077311+0.042221i,-0.0037035+0.059199i,-0.033596+0.088433i,-0.0039507+0.074162i,0.010811+0.028585i,-0.0019107+0.0091035i,-0.012709+0.0083639i,-0.017175+0.010185i,-0.009197+0.012336i,0.0026215+0.0049659i,0.0070842-0.004724i,0.012995-0.0039584i,0.021615+0.0003282i,0.022809-0.0021534i,0.014044-0.0059809i,0.0053385-0.0066032i,0.0015409-0.0085618i
0.12649+0.087127i,0.19867+0.10804i,0.17135+0.042572i,0.039187-0.051681i,-0.078858-0.10593i,-0.10848-0.12069i,-0.063732-0.080473i,0.02189-0.028891i,0.071082-0.030183i,0.043643-0.040306i,0.0063553-0.015502i,0.0031365+0.0088998i,0.012314+0.013888i,0.017819+0.0087474i,0.013498-0.00010121i,0.002766-0.0016714i,-0.0038561+0.0013605i,-0.0082046-0.0035477i,-0.014134-0.012934i,-0.017656-0.013871i,-0.01402-0.0056299i,-0.0073575+0.0017145i,-0.0051486+0.0067228i
-0.093789-0.093406i,-0.15802-0.11422i,-0.15525-0.045675i,-0.07422+0.071744i,0.0029563+0.15804i,0.024493+0.17512i,0.015992+0.1021i,-0.021966+0.00015843i,-0.059779-0.029408i,-0.043839-0.0039729i,-0.0053005+0.0045537i,0.0066012-0.0086491i,-0.0031962-0.018445i,-0.015098-0.013997i,-0.018494-0.0015957i,-0.010458+0.0024113i,-0.0010974-0.00051679i,0.0029649+0.0037413i,0.0058382+0.014633i,0.0081025+0.018636i,0.0078293+0.011352i,0.0065442+0.0014597i,0.0083913-0.0052865i
0.079773+0.10098i,0.15451+0.12529i,0.18469+0.05446i,0.15109-0.067548i,0.11091-0.15457i,0.08155-0.16266i,0.029615-0.086758i,0.00060099+0.020172i,0.024431+0.062422i,0.036006+0.027331i,0.012886-0.0059184i,-0.0066367-0.001483i,-0.0055728+0.017503i,0.0088116+0.026234i,0.01962+0.017978i,0.014408+0.0062267i,0.0040151+0.0017452i,0.0023586-0.0047656i,0.0067681-0.016833i,0.0051395-0.020678i,-0.0013133-0.011963i,-0.0046758-0.0028934i,-0.0075165+0.0008854i
-0.052508-0.11884i,-0.12801-0.16914i,-0.19078-0.12065i,-0.2007-0.0066043i,-0.1884+0.077068i,-0.14688+0.10197i,-0.049392+0.07374i,0.030118+0.0012657i,0.026994-0.051725i,-0.0071553-0.036854i,-0.0085091+0.00014698i,0.012563+0.0075974i,0.020529-0.010431i,0.0072471-0.026483i,-0.0075844-0.026596i,-0.0074987-0.017197i,-0.0020151-0.0093932i,-0.0077122-0.0032874i,-0.019944+0.0051093i,-0.019841+0.011698i,-0.0082298+0.0093635i,0.00060113+0.0023046i,0.0054959-0.0013168i
0.029752+0.11128i,0.084375+0.18348i,0.14656+0.17079i,0.17526+0.09209i,0.18244+0.037857i,0.16059-0.002546i,0.07095-0.04769i,-0.028947-0.043122i,-0.054111-0.0033552i,-0.020738+0.0075297i,-0.00028873-0.012959i,-0.012779-0.024984i,-0.025138-0.010793i,-0.018172+0.012291i,-0.0068843+0.022687i,-0.0039059+0.017751i,-0.0061909+0.011197i,-0.0023159+0.011156i,0.0093963+0.013049i,0.015107+0.0088795i,0.0097083+0.0023415i,0.0014437+0.00029476i,-0.0053214-0.0013701i
-0.0014569-0.1363i,-0.044779-0.22849i,-0.10456-0.2393i,-0.13237-0.17312i,-0.1273-0.11908i,-0.11706-0.061416i,-0.073058+0.029881i,-0.00088912+0.075429i,0.03062+0.052956i,0.011189+0.022319i,-0.010331+0.01937i,-0.0042087+0.029575i,0.015302+0.021221i,0.023061-0.0030722i,0.018651-0.016116i,0.015213-0.010607i,0.018085-0.0024524i,0.018211-0.0047128i,0.010744-0.011148i,0.0037585-0.010369i,0.0025653-0.0065378i,0.0049381-0.0037308i,0.0073344+0.001808i
-0.021799+0.13174i,-0.0035915+0.2461i,0.038017+0.28025i,0.052527+0.21894i,0.041422+0.15108i,0.057931+0.083765i,0.077221-0.015003i,0.050271-0.078012i,0.015072-0.066129i,0.0061811-0.028506i,0.013156-0.012436i,0.011636-0.021223i,-0.0057226-0.024014i,-0.019596-0.0077941i,-0.020753+0.004268i,-0.018831-0.00013987i,-0.020675-0.0089624i,-0.021313-0.0081505i,-0.015961+0.00029557i,-0.0082578+0.0040703i,-0.0053672+0.00068357i,-0.007195-0.0032036i,-0.0077838-0.0070205i
0.061335-0.13362i,0.079174-0.25824i,0.056979-0.29774i,0.034398-0.21347i,0.027972-0.1202i,-0.018734-0.061291i,-0.086516+0.0032929i,-0.096586+0.049775i,-0.059958+0.046924i,-0.026011+0.019354i,-0.016892+0.0036315i,-0.017307+0.014269i,-0.0043682+0.024993i,0.011908+0.016286i,0.017039+0.0077962i,0.014775+0.010665i,0.013989+0.017067i,0.017385+0.016102i,0.019127+0.0060997i,0.013027-0.0016687i,0.0066892-0.00030758i,0.0059887+0.0053765i,0.0059775+0.0097337i
-0.081831+0.11571i,-0.13135+0.23081i,-0.11709+0.26086i,-0.072197+0.15414i,-0.050002+0.045488i,0.0031828+0.023582i,0.083928+0.0239i,0.11287+0.010549i,0.085896+0.0015047i,0.043889+0.00053793i,0.021622+0.003712i,0.021267-0.0043747i,0.013019-0.016264i,-0.0025541-0.012625i,-0.0075971-0.0081186i,-0.0050536-0.013338i,-0.0034126-0.020943i,-0.0074761-0.026106i,-0.015006-0.02357i,-0.015473-0.01426i,-0.0099247-0.0083083i,-0.0060174-0.010072i,-0.0037624-0.014196i
0.1104-0.10139i,0.18586-0.20461i,0.17402-0.23537i,0.085375-0.12323i,0.024186+0.0020092i,-0.017557+0.0042016i,-0.06867-0.04681i,-0.0801-0.064048i,-0.05559-0.053801i,-0.027936-0.030705i,-0.010654-0.013253i,-0.010887-0.0032087i,-0.0097249+0.0061489i,-0.00018426+0.0075721i,0.0019344+0.005925i,-0.0049625+0.0096363i,-0.012767+0.018148i,-0.01498+0.028195i,-0.011635+0.03132i,-0.0076399+0.023614i,-0.0047395+0.014506i,-0.0028039+0.01234i,-0.0025747+0.014044i
-0.12809+0.059858i,-0.23178+0.14016i,-0.22726+0.17568i,-0.097556+0.096582i,0.010834+0.0028109i,0.040915+0.020138i,0.04572+0.0805i,0.026707+0.090896i,-0.0002291+0.06856i,-0.0063338+0.034195i,-0.0032313+0.0075276i,0.0041819+0.00038327i,0.0073045-0.0023935i,0.001595-0.003022i,0.0010858+0.00010734i,0.0089263+2.9141e-05i,0.020424-0.0045737i,0.029467-0.011535i,0.028135-0.012748i,0.019909-0.0074964i,0.01301-0.0048547i,0.0093495-0.0073148i,0.0084776-0.011043i
0.14698-0.026939i,0.26933-0.078149i,0.26464-0.1266i,0.094875-0.10416i,-0.044827-0.049253i,-0.048195-0.060577i,-0.0062518-0.098238i,0.029241-0.088314i,0.04667-0.058336i,0.02936-0.028486i,0.0086303-0.0047895i,-0.00046989-0.00047414i,-0.0017966-0.0016293i,0.0047266-0.00037413i,0.0068954-0.0020699i,-0.001235-0.0034525i,-0.014415-0.0045588i,-0.026015-0.0038373i,-0.026741+0.00029466i,-0.016996+0.001579i,-0.010243+0.0010585i,-0.010185+0.0021345i,-0.013149+0.0054637i
-0.14306-0.023731i,-0.28015-0.008947i,-0.29666+0.059685i,-0.12469+0.12349i,0.034433+0.12381i,0.032463+0.10966i,-0.028478+0.09878i,-0.063957+0.059579i,-0.070743+0.025066i,-0.040701+0.01084i,-0.0083926-0.0010236i,0.0021479-0.0037337i,0.001093-0.0028151i,-0.0070582-0.0046009i,-0.010319-0.00055517i,-0.0021155+0.0061217i,0.0095104+0.012879i,0.019591+0.018435i,0.024722+0.015989i,0.020702+0.0080425i,0.014544+0.0035101i,0.012492+0.0017713i,0.014818-0.00031775i
0.13295+0.060336i,0.2736+0.089402i,0.32308+0.024184i,0.18795-0.10478i,0.030851-0.16113i,0.014522-0.12696i,0.053399-0.073802i,0.061422-0.017083i,0.053261+0.017295i,0.026356+0.013683i,-0.0025807+0.0063407i,-0.011643+0.0049305i,-0.0068091+0.0058407i,0.0047959+0.0089871i,0.012721+0.0057421i,0.0094515-0.0040783i,0.0020597-0.016736i,-0.0046153-0.028415i,-0.0083972-0.031886i,-0.0069286-0.02407i,-0.0044012-0.013698i,-0.0051197-0.0086403i,-0.010545-0.0067714i
-0.11396-0.10386i,-0.24756-0.17781i,-0.32856-0.13255i,-0.25154+0.040163i,-0.11658+0.14576i,-0.069077+0.1087i,-0.065048+0.044433i,-0.033176-0.0059217i,-0.0060385-0.034973i,0.0069246-0.022226i,0.018004-0.0014397i,0.020415+0.0031119i,0.012934-0.0047513i,-0.0011011-0.015032i,-0.011081-0.015292i,-0.011765-0.0053261i,-0.0108+0.009021i,-0.012095+0.022692i,-0.012907+0.024949i,-0.0099063+0.015948i,-0.0053028+0.0076607i,-0.00036769+0.005959i,0.005755+0.0086864i
0.074872+0.13026i,0.18888+0.24963i,0.30021+0.24421i,0.30115+0.066564i,0.20311-0.067449i,0.12083-0.049262i,0.070189-0.0070203i,0.0086404+0.013462i,-0.029396+0.029188i,-0.028259+0.017536i,-0.02381-0.0048827i,-0.022821-0.0099294i,-0.018693+0.0020718i,-0.010833+0.016131i,-0.0033343+0.019188i,0.001462+0.011594i,0.0078018-0.00033264i,0.014911-0.0099025i,0.015128-0.010203i,0.0082215-0.0044984i,0.0025652-0.0017341i,0.00024475-0.0046725i,-0.0025571-0.010615i
-0.032988-0.1501i,-0.10822-0.31227i,-0.23002-0.36867i,-0.30625-0.21874i,-0.25458-0.048694i,-0.1455-0.012907i,-0.064569-0.016463i,0.005469-0.0054593i,0.046047-0.0085667i,0.036993-0.004188i,0.02279+0.015378i,0.021833+0.021565i,0.022179+0.00815i,0.017649-0.0075045i,0.010266-0.012941i,0.0033209-0.010855i,-0.0050708-0.0064608i,-0.014204-0.0025869i,-0.016658-0.00059134i,-0.010866+0.00017408i,-0.005548+0.00069845i,-0.0033041+0.0029267i,-0.0024533+0.0084623i
-0.010321+0.14777i,0.0075783+0.33104i,0.096603+0.44523i,0.21502+0.35479i,0.22596+0.17721i,0.1334+0.080977i,0.056593+0.037065i,0.0033502-0.0060646i,-0.03333-0.020511i,-0.027518-0.016876i,-0.0094682-0.024384i,-0.0088542-0.029413i,-0.015502-0.018423i,-0.018893-0.0011107i,-0.016524+0.0090112i,-0.0089201+0.010797i,0.00080792+0.010608i,0.0092348+0.01235i,0.011371+0.013879i,0.0072537+0.011594i,0.003326+0.0070728i,0.0025066+0.0018679i,0.0049342-0.0059475i
0.05948-0.13701i,0.10604-0.31709i,0.072238-0.46498i,-0.05679-0.431i,-0.12709-0.26165i,-0.080946-0.12014i,-0.038527-0.0468i,-0.023948+0.0061113i,-0.0030903+0.032445i,0.0022487+0.028675i,-0.0052496+0.026121i,-0.0040573+0.029873i,0.006506+0.025836i,0.017434+0.013628i,0.019886+0.002745i,0.013693-0.0016859i,0.0055504-0.0052479i,0.00053858-0.012386i,0.0011559-0.0166i,0.003716-0.012204i,0.0034226-0.0049713i,0.00020166+0.00027866i,-0.0061557+0.0039959i
-0.093438+0.10385i,-0.20526+0.2594i,-0.24254+0.41656i,-0.13177+0.43369i,-0.01089+0.29255i,0.013511+0.13505i,0.01775+0.056161i,0.034634+0.013116i,0.03224-0.017571i,0.021895-0.022696i,0.020223-0.021278i,0.018208-0.026325i,0.0067814-0.029049i,-0.0080703-0.022758i,-0.013264-0.012996i,-0.0084665-0.0064683i,-0.0030466-0.00071882i,-0.0034287+0.0061302i,-0.0072936+0.0070679i,-0.0068579+0.0018186i,-0.0029294-0.0024801i,0.0011828-0.0035744i,0.0069223-0.0017746i
0.13111-0.069478i,0.29897-0.17268i,0.41206-0.3022i,0.33188-0.35483i,0.16034-0.25876i,0.057165-0.11795i,0.0079179-0.05647i,-0.031371-0.033544i,-0.042001-0.0056681i,-0.029811+0.0076639i,-0.025171+0.0086828i,-0.026735+0.015383i,-0.017259+0.023757i,-0.00076225+0.022306i,0.0060716+0.015524i,0.0044142+0.0089841i,0.0023818+0.0027146i,0.0035905-0.0016982i,0.0057285-0.00092858i,0.0032314+0.0020893i,0.00080626+0.0030131i,-0.00056857+0.0014597i,-0.0046797-0.0029427i
-0.13459+0.012889i,-0.33237+0.040067i,-0.50001+0.10089i,-0.46614+0.16745i,-0.27297+0.15169i,-0.11122+0.078126i,-0.033963+0.05271i,0.013772+0.053066i,0.035966+0.028992i,0.02856+0.0051525i,0.02336+0.00034157i,0.028265-0.0025399i,0.02395-0.012484i,0.010734-0.017458i,0.0025932-0.013428i,0.00020295-0.0088006i,-0.0011075-0.0050009i,-0.0033252-0.0036819i,-0.0042432-0.0058804i,-0.0016577-0.0062079i,0.00054649-0.0040887i,0.0019024-0.0016862i,0.0046309+0.0030205i
0.1365+0.027202i,0.32829+0.073832i,0.50549+0.092445i,0.49803+0.038037i,0.31153-0.016869i,0.13142-0.01913i,0.055244-0.027839i,0.02201-0.048604i,-0.0056873-0.04033i,-0.015754-0.017346i,-0.019716-0.0099306i,-0.027351-0.0086582i,-0.027442+0.00046352i,-0.017407+0.0085691i,-0.0081468+0.0088885i,-0.0042526+0.0068596i,-0.0015732+0.0053592i,0.00029796+0.0069516i,5.2912e-05+0.010223i,-0.0014447+0.0079862i,-0.0022206+0.0027324i,-0.00136-0.0001014i,0.00031921-0.0047152i
-0.11305-0.074341i,-0.27251-0.1926i,-0.42636-0.28962i,-0.43468-0.25012i,-0.28349-0.12447i,-0.12221-0.039209i,-0.061648-0.0019343i,-0.049125+0.021215i,-0.024558+0.024359i,-0.00075373+0.013629i,0.011715+0.011486i,0.021569+0.014206i,0.025112+0.010907i,0.019341+0.0037473i,0.011713+0.00055683i,0.005221-0.00019049i,0.0013659-0.0021848i,0.0021793-0.0049394i,0.0052609-0.0078178i,0.0053848-0.0063586i,0.0029088-0.0021073i,0.00053933+0.0010039i,-0.0031015+0.003484i
0.074066+0.10267i,0.17337+0.26972i,0.26741+0.42693i,0.2772+0.40778i,0.18578+0.23647i,0.082866+0.091155i,0.051181+0.036253i,0.053877+0.015937i,0.037353+0.0019823i,0.011045-0.0021469i,-0.0039353-0.0070901i,-0.012441-0.015449i,-0.018805-0.016895i,-0.016988-0.010452i,-0.0094214-0.0042324i,-0.0043363+0.00015749i,-0.0024492+0.0018644i,-0.0029765+0.0020463i,-0.0058735+0.0010305i,-0.0056103-0.00095144i,-0.0026143-0.002458i,-0.00071291-0.0027863i,0.0023391-0.0024991i
-0.029588-0.11938i,-0.052334-0.3029i,-0.063505-0.48104i,-0.065459-0.472i,-0.047691-0.28101i,-0.019796-0.10922i,-0.019831-0.055522i,-0.036567-0.046955i,-0.033321-0.028348i,-0.01177-0.0092564i,0.0021393+0.0034055i,0.0064748+0.01445i,0.010442+0.019171i,0.011629+0.01182i,0.0095722+0.0033501i,0.0082233-0.00067511i,0.0064984-0.0025334i,0.0046925-0.00090245i,0.0038679+0.0027039i,0.0015378+0.0051887i,-0.00037021+0.0051153i,-0.001937+0.0029746i,-0.0048225+0.00017252i
-0.012611+0.11015i,-0.064351+0.27832i,-0.13484+0.43869i,-0.14505+0.43403i,-0.087743+0.26376i,-0.039512+0.10578i,-0.017071+0.059731i,0.0025404+0.061173i,0.012511+0.044009i,0.0058496+0.014139i,-0.00076245-0.0057836i,0.00013373-0.018274i,-0.0014356-0.022835i,-0.0053206-0.013776i,-0.0056651-0.0037991i,-0.0053508+0.00020279i,-0.0050407+0.00087208i,-0.0038912-0.00081907i,-0.0021419-0.0034954i,0.00036693-0.0034319i,0.0028226-0.0023409i,0.0030319-0.0010744i,0.002776+0.002546i
0.051092-0.095745i,0.16376-0.22158i,0.29571-0.32904i,0.31134-0.31307i,0.19588-0.18696i,0.08983-0.073008i,0.053293-0.043352i,0.037108-0.050718i,0.017479-0.039487i,0.0064635-0.011756i,0.0015516+0.0076525i,-0.0044877+0.016784i,-0.0056596+0.020193i,-0.00054781+0.01291i,0.0025119+0.0028907i,0.0054319-0.0012463i,0.0072464-0.0004703i,0.0039203+0.0024467i,-0.00048218+0.0046967i,-0.0014627+0.0038761i,-0.00044733+0.0015747i,0.00076744-0.00074168i,0.00094541-0.0045721i
-0.076113+0.061529i,-0.2213+0.12442i,-0.38093+0.15926i,-0.39341+0.13322i,-0.24702+0.073981i,-0.11038+0.025555i,-0.066901+0.012712i,-0.056418+0.019313i,-0.034933+0.014866i,-0.014785-0.0028603i,-0.0037837-0.014693i,0.0048828-0.019136i,0.0082188-0.019237i,0.0036016-0.011576i,-0.0027332-0.003063i,-0.0057186-0.0014269i,-0.0058941-0.0040281i,-0.0031941-0.0039792i,0.0016442-0.0018527i,0.0037886-0.00049341i,0.0027659+3.7228e-05i,0.00064385+0.00066613i,-0.0027424+0.0025417i
0.085913-0.028069i,0.23446-0.027107i,0.38417+0.010443i,0.38265+0.048915i,0.23322+0.046308i,0.099492+0.03086i,0.057948+0.026035i,0.054335+0.020649i,0.037841+0.016213i,0.014592+0.018777i,0.00065684+0.019796i,-0.0082197+0.017597i,-0.012535+0.014641i,-0.0082665+0.0089855i,-0.0021643+0.0048865i,0.0011772+0.0052173i,0.002059+0.0064004i,-0.00062377+0.0046051i,-0.0028586+0.00055232i,-0.0023816-0.0031259i,-0.0018434-0.0048753i,-0.00040179-0.0043652i,0.0031256-0.0045799i
-0.085466-0.0058676i,-0.21011-0.061805i,-0.32042-0.15797i,-0.29869-0.19766i,-0.16637-0.13773i,-0.058461-0.072299i,-0.027785-0.055942i,-0.030442-0.053645i,-0.023524-0.040486i,-0.0062504-0.026223i,0.0056173-0.018033i,0.013594-0.012743i,0.016755-0.0091519i,0.010783-0.0072644i,0.0034737-0.0065528i,0.0004551-0.008035i,-0.00010896-0.009333i,0.00024381-0.006107i,-0.00020459-0.00025907i,-0.0014203+0.0028643i,-0.0011077+0.0030585i,-0.0014905+0.0024583i,-0.0043846+0.00095755i
0.067851+0.033812i,0.15145+0.12974i,0.20216+0.25853i,0.16095+0.29212i,0.071981+0.19467i,0.0084019+0.097171i,-0.01266+0.071291i,-0.0086979+0.068577i,-0.0018893+0.05006i,-0.0036939+0.025258i,-0.0095549+0.010835i,-0.015998+0.0042229i,-0.019622+0.00070578i,-0.014718+0.001521i,-0.0069875+0.0045035i,-0.0048363+0.0071116i,-0.0044527+0.008055i,-0.0036237+0.0054369i,-0.0018672+0.001098i,0.00097769-0.00099627i,0.0017114-0.00092511i,0.002055-0.00031946i,0.0041957+0.001176i
-0.042132-0.053136i,-0.073058-0.16139i,-0.061032-0.28744i,-0.0090649-0.30146i,0.025126-0.18901i,0.037664-0.086602i,0.04666-0.057542i,0.041183-0.054178i,0.025625-0.038333i,0.018459-0.015919i,0.020382-0.0029336i,0.023577+0.003515i,0.022516+0.0071097i,0.015321+0.003515i,0.0069856-0.0020838i,0.0050945-0.0038769i,0.0060872-0.0034747i,0.0041457-0.0020149i,-6.9688e-05-0.000489i,-0.0028842+0.0010985i,-0.0022289+0.0019943i,-0.0012129+0.00098259i,-0.001484-0.0019375i
0.022854+0.055354i,0.0071608+0.15389i,-0.053303+0.2516i,-0.10754+0.24352i,-0.09573+0.14232i,-0.066026+0.057992i,-0.06169+0.029972i,-0.055187+0.026296i,-0.035581+0.015649i,-0.023043-0.0012821i,-0.022289-0.010458i,-0.023275-0.013786i,-0.021021-0.014724i,-0.01433-0.0074927i,-0.0073167+0.001394i,-0.0051446+0.0031635i,-0.0057285+0.0004569i,-0.0034435-0.00095451i,0.0018573+0.00036415i,0.005249+0.001072i,0.0046368-0.00010986i,0.0022824-0.00045807i,0.00086101+0.0015269i
0.0091459-0.056183i,0.060141-0.13387i,0.1485-0.19086i,0.18688-0.15745i,0.13418-0.073673i,0.076767-0.013908i,0.062308+0.01084i,0.056888+0.014036i,0.038716+0.012026i,0.021705+0.013349i,0.017246+0.014357i,0.016784+0.017295i,0.014262+0.018332i,0.010332+0.011565i,0.0061201+0.0044398i,0.0041446+0.0025258i,0.0033159+0.0037776i,0.0012127+0.0029759i,-0.00077457-0.001131i,-0.0018408-0.0034831i,-0.0013165-0.0028465i,-0.00022398-0.0026436i,0.00086506-0.0040126i
-0.023965+0.034227i,-0.096589+0.074913i,-0.19449+0.081999i,-0.21658+0.036876i,-0.13986-0.0080484i,-0.067133-0.028563i,-0.042097-0.041775i,-0.033989-0.045089i,-0.02352-0.035235i,-0.015215-0.023967i,-0.01223-0.01894i,-0.00957-0.021432i,-0.0048669-0.022556i,-0.0011965-0.014611i,-4.3812e-06-0.0055258i,0.00079152-0.0027359i,0.0015035-0.0033728i,0.00072485-0.0033112i,-0.00072828-0.00080577i,-0.0007698+0.00094838i,-0.00091573+0.00065184i,-0.001909+0.00088108i,-0.002159+0.0015826i
0.036638-0.02948i,0.10787-0.036404i,0.18491-0.0021015i,0.18103+0.053155i,0.10232+0.06866i,0.038317+0.060685i,0.013913+0.0624i,0.0059729+0.059111i,0.0014605+0.041831i,-0.0012686+0.024552i,-0.0021997+0.018928i,-0.0040061+0.021175i,-0.0060724+0.020402i,-0.0045959+0.011897i,-0.00069958+0.0036049i,0.0014337+0.0013581i,0.00052872+0.0012581i,-0.0010304+0.0017689i,-0.00059905+0.0013919i,5.4568e-05-0.00040406i,-0.00048133-0.0014085i,0.00024068-0.00090091i,0.0014024-0.00017465i
-0.032166+0.0056745i,-0.09315-0.015272i,-0.1456-0.073754i,-0.12546-0.11589i,-0.058254-0.09514i,-0.0072845-0.063579i,0.01766-0.058686i,0.023649-0.053924i,0.017558-0.03562i,0.011858-0.017967i,0.011676-0.013373i,0.014023-0.01563i,0.015185-0.013971i,0.011901-0.0086189i,0.0052893-0.0050664i,0.0010397-0.0024969i,0.00052005+8.7346e-05i,0.0008831+0.00037974i,-0.00040886+4.838e-05i,-0.0013624+0.00075125i,-0.0001227+0.00085567i,0.00045172+0.00039198i,-0.00057823-0.0001956i
0.032557+0.0021733i,0.071928+0.039975i,0.088396+0.10601i,0.05106+0.13492i,0.0042565+0.096619i,-0.022172+0.055145i,-0.041433+0.041831i,-0.044311+0.035028i,-0.03039+0.021198i,-0.018294+0.0089703i,-0.016847+0.0073718i,-0.020278+0.0088385i,-0.019668+0.0063756i,-0.012555+0.0029119i,-0.004233+0.0019306i,0.0008466+0.0012287i,0.0014079-0.0012972i,0.00011618-0.0023682i,0.00074711-0.000304i,0.0017729+0.00081868i,0.0010703-0.0006256i,0.00047104-0.00097994i,0.0010748+0.00028343i
-0.019793-0.017147i,-0.036184-0.061498i,-0.023858-0.11813i,0.015308-0.12193i,0.035578-0.069895i,0.040095-0.028188i,0.049416-0.013077i,0.047362-0.0049907i,0.029779+0.00067629i,0.016627+0.0016628i,0.016508-0.00053215i,0.020832-0.0020099i,0.020317-1.0427e-05i,0.012929+0.0013775i,0.003589-0.00066894i,-0.0022315-0.0020027i,-0.0041151+0.00078777i,-0.0033248+0.0031308i,-0.0018309+0.0013711i,-0.0014096-0.000714i,-0.0010913-1.1622e-05i,0.00044858+0.00041721i,0.00062072-0.00017788i
0.011313+0.015622i,0.0062213+0.054666i,-0.025626+0.092375i,-0.060661+0.081073i,-0.059667+0.03679i,-0.044873+0.006686i,-0.040693-0.0086945i,-0.033148-0.017498i,-0.018688-0.017763i,-0.010739-0.011951i,-0.013692-0.0066109i,-0.01835-0.0059386i,-0.017051-0.0064215i,-0.009583-0.0032618i,-0.0021516+0.0025459i,0.0023074+0.0060535i,0.004461+0.0035526i,0.0038129-0.00057028i,0.0013246-0.00097364i,0.00049042-0.00021201i,0.00059673-0.0011269i,0.00050271-0.0013493i,3.7534e-05-0.00059613i
-0.001318-0.022687i,0.017065-0.051236i,0.057648-0.067584i,0.080027-0.04212i,0.05977-0.0044613i,0.035621+0.016793i,0.024843+0.029547i,0.014921+0.034272i,0.0054121+0.027006i,0.002354+0.015972i,0.0054748+0.011556i,0.010572+0.011694i,0.011452+0.010151i,0.0068131+0.0054702i,0.0032756+0.00012571i,0.0017693-0.0043465i,-0.0011045-0.0050619i,-0.0032255-0.0022602i,-0.0022474+0.00021568i,-0.0010809+0.00085399i,-0.00062464+0.0016597i,-0.00057755+0.002031i,-0.00010432+0.0017285i
-0.0057719+0.014147i,-0.032061+0.03022i,-0.070666+0.027428i,-0.078854+0.0018487i,-0.048087-0.016057i,-0.018975-0.023804i,-0.00393-0.035232i,0.0047343-0.039239i,0.0064972-0.028447i,0.0043571-0.015613i,0.0012858-0.011934i,-0.002543-0.013641i,-0.004001-0.013185i,-0.0015268-0.0082718i,-0.00072782-0.0013893i,-0.0024858+0.0034184i,-0.0017673+0.0047239i,-0.00012399+0.002611i,-0.00015208+0.00072619i,0.00025254+0.00033864i,0.00085619-8.8815e-05i,0.00061301-0.00059766i,0.00035028-0.0010545i
0.0092005-0.014493i,0.03252-0.019121i,0.058125-0.003248i,0.052706+0.023846i,0.022689+0.030905i,-0.00010843+0.030302i,-0.013046+0.035148i,-0.018489+0.032868i,-0.016054+0.020867i,-0.0093559+0.010746i,-0.005084+0.0099126i,-0.0031174+0.012839i,-0.0022386+0.011891i,-0.0019129+0.0056655i,0.0014018+0.00025421i,0.0058551-0.0019509i,0.0053238-0.0023373i,0.0013006-0.00072325i,-0.00027944+0.0012186i,9.4493e-05+0.0017328i,0.00013768+0.0013473i,-0.00031894+0.00064863i,-0.00089435+0.00066304i
-0.013187+0.0041561i,-0.032459+0.00086399i,-0.045952-0.01915i,-0.029234-0.035339i,-0.0024277-0.028593i,0.011794-0.021313i,0.020592-0.021914i,0.022835-0.017244i,0.01642-0.0069833i,0.01041-0.0017528i,0.0093293-0.0050785i,0.0084711-0.0099088i,0.0066353-0.010514i,0.0034011-0.0069576i,-0.0016621-0.0048818i,-0.0064952-0.0045703i,-0.0068465-0.0025611i,-0.0030564-0.00010465i,7.5155e-06+0.0010641i,0.0016362+0.0011894i,0.0027604+0.00063595i,0.0027145-1.9005e-05i,0.0016802-0.00034906i
0.010271-0.0025446i,0.023493+0.0091405i,0.02478+0.031599i,0.006357+0.041374i,-0.0091033+0.029888i,-0.014989+0.018629i,-0.019802+0.011508i,-0.019311+0.002811i,-0.012795-0.0035596i,-0.0083745-0.0038336i,-0.0084671+0.00029895i,-0.0096003+0.0050072i,-0.0095042+0.0071553i,-0.0069015+0.0056889i,-0.0031612+0.0049816i,0.0016161+0.0054662i,0.0046407+0.0035051i,0.0035144+0.00056893i,0.00084844-0.00089718i,-0.00016353-0.0012106i,-0.00010361-0.0016421i,-0.00089817-0.0017175i,-0.0021414-0.0012935i
