-0.0036907+0.0022016i,-0.0023615+0.0024658i,-0.003154+0.0035356i,-0.0017569+0.0027407i,0.00051344+0.0020945i,0.0014958+0.0019679i,0.0013475+0.0012353i,0.00024273+0.00074799i,-0.0001939+0.00038094i,0.00029377-0.00010262i,-9.8135e-06-0.0012065i,-0.00057745-0.002521i,-0.00032542-0.0023557i,-0.00024046-0.0013562i,-1.1395e-05-0.00057664i,-5.6302e-05-0.00013541i,-4.5344e-05-0.00013388i,-0.00054632-0.00030214i,-0.00055553-6.6088e-05i,0.0005816-0.00047187i,0.00061052-0.0010214i,7.1939e-05-0.00060426i,-0.00032903-0.00010013i
0.0022582-0.0026518i,0.022652-0.0011348i,0.078345+0.0056448i,0.16311+0.024796i,0.21336+0.053691i,0.17151+0.065543i,0.087211+0.046131i,0.033983+0.018835i,0.010581+0.00062155i,-0.0027847-0.0059742i,-0.0066963-0.0045664i,-0.0048046-0.003091i,-0.0036122-0.0018671i,-0.0020227+0.0007476i,0.00049104+0.0036867i,0.0033238+0.0065728i,0.004906+0.0070693i,0.0066199+0.0048515i,0.0074782+0.00082219i,0.0026699-0.0026774i,-0.0050187-0.0024694i,-0.0093856-0.00069947i,-0.0093867-0.00071566i
-0.0045953+0.0014311i,-0.023064+0.00070734i,-0.07507-0.012869i,-0.15161-0.046449i,-0.19019-0.087038i,-0.14664-0.094761i,-0.072553-0.062217i,-0.03007-0.0257i,-0.013384-0.0027132i,-0.0036767+0.0060701i,0.0010561+0.0055732i,0.0022949+0.0038343i,0.0025438+0.0027469i,0.0026708+0.00037592i,0.0014965-0.0029407i,-0.0010092-0.0059025i,-0.0033968-0.0068841i,-0.0060822-0.0051398i,-0.0073644-0.0014227i,-0.0036715+0.0028857i,0.0038521+0.0048436i,0.0090975+0.0036352i,0.0096156+0.0023868i
0.0027866+0.0017543i,0.020008+0.0065351i,0.066268+0.027751i,0.12935+0.071493i,0.15524+0.11549i,0.11363+0.11512i,0.05255+0.070201i,0.019903+0.02725i,0.0089571+0.0043876i,0.0028453-0.0041478i,-0.0019213-0.0054645i,-0.0037809-0.0049783i,-0.003997-0.0034423i,-0.0037755-0.0013453i,-0.0026629+0.0015989i,-0.00013563+0.0053175i,0.002719+0.006908i,0.004845+0.0051529i,0.0063319+0.0010832i,0.0033434-0.0031956i,-0.0037026-0.0054845i,-0.0089756-0.0061796i,-0.0097151-0.0057876i
-0.0012732+0.0011469i,-0.01547-0.0045262i,-0.053645-0.031927i,-0.10576-0.086461i,-0.12192-0.13569i,-0.07862-0.12922i,-0.027033-0.076915i,-0.006216-0.030583i,-0.0041626-0.0056862i,-0.0031963+0.0048657i,-0.00063516+0.0061422i,0.0010746+0.0047036i,0.0026748+0.0043488i,0.0035974+0.0027178i,0.0029877-0.0013924i,0.0016952-0.0055992i,-0.00063122-0.0079569i,-0.0034262-0.0067363i,-0.0056687-0.0023706i,-0.0039645+0.0032251i,0.0016201+0.0073467i,0.0061535+0.0084366i,0.0073341+0.0079148i
0.0032177+0.0013907i,0.016036+0.010978i,0.046557+0.041649i,0.082481+0.098281i,0.085847+0.14816i,0.046208+0.13891i,0.0081948+0.084711i,-0.0023084+0.03831i,0.00037784+0.012971i,0.0020752+0.001051i,0.00029652-0.002053i,-0.0013931-0.002443i,-0.0032313-0.0031915i,-0.0046242-0.0019013i,-0.0037552+0.0017883i,-0.0021626+0.0054109i,-0.00040627+0.0079864i,0.0018419+0.0074591i,0.0034567+0.003854i,0.0025527-0.001915i,-0.0013754-0.0077453i,-0.0051006-0.010199i,-0.0053999-0.010087i
-0.0026055+0.0022599i,-0.011003-0.0074521i,-0.031637-0.041547i,-0.05475-0.10247i,-0.049389-0.15114i,-0.015915-0.13844i,0.0050264-0.08399i,0.0016601-0.038272i,-0.0055776-0.012946i,-0.0062574-0.0015191i,-0.0043254+0.0015577i,-0.0025291+0.0022037i,0.00027345+0.0030794i,0.0030694+0.001842i,0.0043139-0.0010464i,0.0041906-0.0049179i,0.0025406-0.0074949i,-0.00039094-0.0074176i,-0.0024856-0.0050446i,-0.0030396-0.00013015i,-0.0014416+0.0063059i,0.0010523+0.010814i,0.0020458+0.011238i
0.0020908+0.0034135i,0.010887+0.014343i,0.026221+0.048216i,0.035034+0.10495i,0.018946+0.14473i,-0.0077214+0.12452i,-0.01458+0.06917i,-0.0049001+0.028114i,0.0055467+0.008801i,0.0087445-7.3067e-05i,0.006495-0.0042746i,0.0031996-0.005696i,-0.0010298-0.0051266i,-0.0041942-0.003216i,-0.0051108+0.00078667i,-0.0046775+0.0052699i,-0.0039037+0.0078486i,-0.0019875+0.0082347i,0.0016239+0.0054992i,0.0035312+0.00013986i,0.0024301-0.0064668i,-0.00052766-0.010187i,-0.0010204-0.010629i
-0.0041874+0.00090118i,-0.0085073-0.0084471i,-0.015282-0.040428i,-0.012786-0.094321i,0.0097332-0.12771i,0.033461-0.10359i,0.031892-0.050406i,0.014495-0.013154i,0.00021619+0.0019185i,-0.0051683+0.0068222i,-0.004812+0.0076833i,-0.0026951+0.0073219i,0.00092922+0.0066503i,0.0043476+0.0047917i,0.0058911+0.0014391i,0.0061733-0.0020692i,0.0057027-0.0047566i,0.004389-0.0060019i,0.00070467-0.0039516i,-0.0033996+0.00075633i,-0.0052365+0.0067219i,-0.0040781+0.011046i,-0.0027995+0.011281i
0.0051213+0.0035112i,0.0083469+0.014905i,0.0091496+0.045439i,-0.0046433+0.091928i,-0.034736+0.11598i,-0.055707+0.08845i,-0.049109+0.039248i,-0.027623+0.0087082i,-0.0092105-0.00036351i,-0.0019364-0.0022532i,-0.0023219-0.0042207i,-0.0029872-0.0052545i,-0.0029034-0.0060069i,-0.0036476-0.005319i,-0.0053054-0.0019664i,-0.0060236+0.0015355i,-0.0052773+0.0038159i,-0.0034632+0.0045287i,-0.00028562+0.0037086i,0.0031847+0.00033209i,0.0048864-0.0050574i,0.0047261-0.0095731i,0.0042762-0.0094108i
-0.0022743-0.0011836i,-0.0030591-0.01181i,0.00068647-0.039789i,0.019601-0.080704i,0.05196-0.099374i,0.068639-0.073053i,0.055616-0.032635i,0.029867-0.010771i,0.010362-0.003564i,0.0022039-0.0011229i,0.00033668+2.9173e-05i,0.00038725+0.0018571i,0.0016217+0.003919i,0.0038731+0.0048067i,0.0056426+0.0032243i,0.0062489+0.00024832i,0.0057381-0.0016541i,0.0044507-0.0021141i,0.0020562-0.002265i,-0.0018495-9.4738e-05i,-0.0053291+0.0046777i,-0.0062889+0.0074678i,-0.0063754+0.0073859i
0.001083+0.0036702i,0.0014333+0.013911i,-0.0054237+0.038001i,-0.030012+0.069948i,-0.062286+0.079853i,-0.069563+0.053276i,-0.047452+0.022808i,-0.022022+0.010683i,-0.0059946+0.0094395i,0.0010019+0.0083927i,0.0027417+0.0043859i,0.0023398+0.00018112i,0.00090831-0.0033679i,-0.0012865-0.0045814i,-0.0038472-0.0036571i,-0.005585-0.0027907i,-0.005879-0.0010285i,-0.0044556+0.0014215i,-0.0012994+0.0022213i,0.00226+0.00047764i,0.0051255-0.0032649i,0.0069533-0.0060844i,0.0073818-0.0061744i
-0.0013908-0.00038944i,0.00054357-0.0080963i,0.010975-0.029223i,0.036314-0.054455i,0.065462-0.057209i,0.067455-0.032642i,0.040514-0.0074473i,0.01277+0.0014565i,-0.0024378+0.000106i,-0.0070371-0.0012308i,-0.007523-0.00039713i,-0.006445+0.0022414i,-0.0039649+0.005414i,-0.00053452+0.0068394i,0.0023735+0.0060601i,0.003812+0.0038564i,0.0040526+0.0025861i,0.0036888+0.0018826i,0.0017935+0.00041401i,-0.0018758+0.00042101i,-0.0061425+0.0034678i,-0.0089179+0.0059932i,-0.0092747+0.0054949i
-0.0013888+0.0043756i,-0.0020996+0.012585i,-0.013893+0.02883i,-0.042744+0.045011i,-0.069595+0.04036i,-0.066184+0.012873i,-0.037776-0.0082897i,-0.011096-0.010086i,0.0012818-0.0039422i,0.0047442-0.00042703i,0.0049615-0.0014466i,0.0037903-0.0047432i,0.0025493-0.006581i,0.00076674-0.0069925i,-0.001629-0.0057897i,-0.0032402-0.0043456i,-0.003177-0.0042761i,-0.0027875-0.0038448i,-0.0017837-0.0013045i,0.0016847+8.8393e-05i,0.006005-0.0010307i,0.0080181-0.0023896i,0.0072524-0.0024152i
0.002602-0.00061582i,0.0056805-0.0066567i,0.018962-0.020078i,0.046585-0.032102i,0.069939-0.024345i,0.064552-0.00031556i,0.038131+0.015548i,0.014481+0.014411i,0.0022685+0.007135i,-0.0013157+0.0034145i,-0.0018271+0.0033969i,-0.0026657+0.0044843i,-0.0025328+0.0064594i,-0.00086095+0.0077488i,0.00096825+0.0071858i,0.0016153+0.006065i,0.0016926+0.0040357i,0.0022842+0.0025031i,0.0015925+0.00091544i,-0.0015066-0.00035592i,-0.0046386+0.0004828i,-0.0070963+0.0014113i,-0.0078287+0.00047581i
-0.002227+0.0024554i,-0.0058822+0.0098513i,-0.01967+0.020293i,-0.046569+0.02401i,-0.066907+0.011357i,-0.058704-0.0071033i,-0.032822-0.013609i,-0.01285-0.0087526i,-0.004256-0.0016542i,-0.0019884+0.0018924i,-0.00071878+0.00089995i,0.0012443-0.0010216i,0.0020345-0.0029914i,0.0015649-0.0051505i,0.00038106-0.0059077i,6.2908e-05-0.0050051i,0.00074127-0.0038177i,0.00041725-0.0028229i,-0.00092999-0.0017599i,0.00023735-0.00060023i,0.0039781-0.00030121i,0.0062093+4.0141e-05i,0.0062147+0.00082406i
0.0014377+0.002354i,0.0069018-0.0019873i,0.022574-0.0075492i,0.046869-0.008704i,0.060565+0.0021162i,0.047474+0.014865i,0.022727+0.015926i,0.0056343+0.0091616i,-0.00028082+0.0022308i,-0.00061097-0.0020239i,-0.0023633-0.0031522i,-0.0043528-0.0012903i,-0.005054+0.0024122i,-0.0040335+0.0047347i,-0.0014973+0.0047372i,-0.00080503+0.0039551i,-0.0016315+0.0029994i,-0.001099+0.0019021i,-0.00047146+0.00036193i,-0.001656-0.0011636i,-0.0049283-0.0015903i,-0.0070845-0.0023331i,-0.0068592-0.0031375i
0.0011055+0.005897i,-0.0014045+0.0081992i,-0.012018+0.0096837i,-0.034533+0.0031938i,-0.047924-0.012461i,-0.036003-0.025269i,-0.014241-0.022982i,-0.0021384-0.010848i,0.0012953-0.0005451i,0.0026576+0.0028418i,0.0026733+0.0016393i,0.0026398-0.00069134i,0.0033352-0.0027328i,0.0036158-0.0043214i,0.0033188-0.0042308i,0.0034739-0.0025312i,0.0034158-0.0012997i,0.0023127-0.0018773i,0.001173-0.0017807i,0.0017695-0.00078953i,0.0043667+0.000422i,0.0056811+0.0019393i,0.004461+0.0024859i
0.0018092-0.001646i,0.0043557-0.0041687i,0.015867-0.0045108i,0.034571+0.0037355i,0.041406+0.019105i,0.02799+0.028058i,0.0095692+0.023042i,-7.9772e-05+0.012436i,-0.0029881+0.004472i,-0.0038722+0.00095753i,-0.0038434+0.00088922i,-0.0040077+0.0019107i,-0.0045551+0.0035999i,-0.0038674+0.005365i,-0.0028639+0.0054749i,-0.0025447+0.0036247i,-0.002612+0.0028763i,-0.0024471+0.0028021i,-0.0021759+0.0022066i,-0.002733+0.00037183i,-0.0047038-0.0013458i,-0.0055433-0.0021219i,-0.0042133-0.0029003i
0.00050048+0.0025936i,-0.0025254+0.0035505i,-0.01223+0.00085371i,-0.027462-0.010188i,-0.031669-0.02569i,-0.01834-0.029495i,-0.0048867-0.019572i,-0.00038266-0.0081584i,-0.00041229-0.0010092i,-0.00040541+0.00024235i,0.00073392-0.0010166i,0.0017323-0.0019458i,0.0027668-0.0027969i,0.0034407-0.0032625i,0.0027358-0.0026031i,0.0021104-0.0012784i,0.0029494-0.00078689i,0.0038674-0.0014813i,0.003386-0.0017521i,0.0030003-0.00039459i,0.0033595+0.0021861i,0.002559+0.0038354i,0.0018797+0.0037158i
0.00195+0.00068947i,0.0055789+0.0010601i,0.014928+0.0040691i,0.024688+0.014291i,0.02438+0.026174i,0.012719+0.026868i,0.0015461+0.016526i,-0.0018477+0.0059465i,-0.00077048+0.0015824i,0.00052638+0.00053724i,0.00020228-0.0013417i,-0.0020898-0.0017852i,-0.0044583+0.00045584i,-0.004448+0.0021937i,-0.0023938+0.0024587i,-0.001266+0.0013729i,-0.0021833+0.00036751i,-0.0030972+0.00031987i,-0.0023551-0.00023349i,-0.0021306-0.0015234i,-0.0031076-0.00287i,-0.0030312-0.0036793i,-0.0017168-0.0035611i
0.00028139+0.003547i,-0.0029894+0.0039668i,-0.010139-0.00099607i,-0.018542-0.0136i,-0.017281-0.026935i,-0.0048054-0.027483i,0.0046687-0.016972i,0.005346-0.0053563i,0.0019278+0.0024993i,2.6507e-05+0.0047829i,0.0006061+0.0037554i,0.0025423+0.0015962i,0.0044279-0.00027195i,0.0048142-0.0014226i,0.0042412-0.0018638i,0.0033317-0.00068426i,0.0027116+0.00014661i,0.0025331+0.00029595i,0.0022251+0.00089986i,0.0021114+0.0020576i,0.0020595+0.0033167i,0.0011607+0.0037325i,0.00033499+0.0032629i
0.0032807+0.0040442i,0.0061487+0.0035224i,0.013133+0.0065547i,0.01744+0.01604i,0.012827+0.025342i,0.001704+0.023858i,-0.0064239+0.014062i,-0.0074881+0.0061207i,-0.0040034+0.0017019i,-0.0022772-0.0011266i,-0.0041369-0.0026843i,-0.0055886-0.0022614i,-0.0067091-0.00049798i,-0.0071631+0.001632i,-0.005696+0.0023808i,-0.003986+0.0010772i,-0.0030303-0.0007515i,-0.0032627-0.0017177i,-0.0028528-0.0016499i,-0.0017711-0.0020412i,-0.0016156-0.002984i,-0.00047085-0.0041353i,0.0008232-0.0039562i
0.0028399+0.001517i,0.0013881+0.00057574i,-0.0036477-0.0051127i,-0.0093868-0.016226i,-0.0072756-0.025472i,0.0004939-0.022227i,0.0041306-0.011609i,0.0033102-0.0040511i,0.0021322-0.00012699i,0.0018614+6.9852e-05i,0.002165-0.0004666i,0.0027084+0.00053536i,0.0040103+0.00055899i,0.0054387-0.0014577i,0.0049276-0.0024653i,0.0038279-0.00050996i,0.0038959+0.0011599i,0.0031113+0.0011169i,0.0019354+0.001122i,0.00066177+0.0015604i,-0.0006216+0.0022278i,-0.00084825+0.0028163i,-0.00087494+0.0026276i
-0.0003916+0.0059336i,0.0026524+0.0074337i,0.0076245+0.011983i,0.010657+0.018813i,0.0060824+0.021658i,-0.0015348+0.015025i,-0.0038585+0.005425i,-0.0018993+0.00092204i,5.8591e-05+0.0019633i,0.00087162+0.003691i,0.00056192+0.0017048i,-0.0014517-0.00051791i,-0.00388-0.00092578i,-0.0053175+0.00087809i,-0.0049005+0.0019447i,-0.0028583+0.00086527i,-0.0011556+7.0471e-06i,-0.00095897-9.904e-05i,-0.00081798-0.00031723i,-0.00026927-0.0016997i,0.00090763-0.0034082i,0.0017535-0.0035014i,0.00077965-0.0021357i
0.00090947+0.00061518i,-0.00086068-0.00081002i,-0.0027736-0.0057066i,-0.0039648-0.015523i,0.00052579-0.021275i,0.0062751-0.014954i,0.005252-0.0041088i,0.00050781+0.0015586i,-0.0023832+0.002193i,-0.0019797+0.0016185i,-0.0010234+0.0024261i,0.00052022+0.00357i,0.0026237+0.0023468i,0.0042337+0.00055461i,0.0042554-0.00095945i,0.0025234-0.00094891i,0.0014279+0.00018253i,0.0017166+0.00075149i,0.0017452+0.0011003i,0.00035113+0.001469i,-0.0010544+0.0015039i,-0.002449+0.00090994i,-0.0028959+0.0013082i
0.001762+0.00054972i,0.0025749+0.00071595i,0.0038198+0.0039871i,0.0016724+0.010912i,-0.0048826+0.01596i,-0.0090325+0.012341i,-0.0074047+0.0043823i,-0.0032489-0.00014616i,3.5483e-05-0.0013402i,0.00049766-0.0019825i,-0.00046416-0.0022717i,-0.0019366-0.00253i,-0.0040344-0.0026764i,-0.0047958-0.0021866i,-0.0043087-0.0013232i,-0.0026346-0.00076042i,-0.0013591-0.00057097i,-0.00072994+0.00010213i,0.0001951+3.7883e-05i,0.00090213-0.00088879i,0.0012931-0.0010103i,0.002139-0.00037032i,0.0029592+0.00076604i
-0.00056139+0.0036706i,0.001072+0.0026758i,0.0030515-0.002021i,0.0053425-0.010983i,0.010043-0.016474i,0.012211-0.012825i,0.0084891-0.00568i,0.0042014-0.00051418i,0.0021625+0.0022246i,0.0014476+0.0026368i,0.0009044+0.0022195i,0.00058271+0.0026866i,0.0018331+0.004044i,0.0039054+0.003527i,0.0041915+0.0015573i,0.0021048+0.0011442i,0.000284+0.0014485i,-8.7257e-05+0.0014198i,-0.00044808+0.00087423i,-0.0011706-0.00063634i,-0.0020058-0.00018289i,-0.0024051+0.0011763i,-0.0023585+0.0010469i
0.0016389+0.0021458i,0.0020952+0.0035506i,0.0024201+0.0070178i,-0.0016966+0.010806i,-0.0083026+0.011308i,-0.010356+0.0070334i,-0.0068515+0.0035291i,-0.0036215+0.0023103i,-0.0030714+0.0016865i,-0.0029566+0.00089772i,-0.0018509-0.00065705i,-0.0014723-0.0021198i,-0.003032-0.002453i,-0.0039125-0.0025087i,-0.0032546-0.0019942i,-0.0013095-0.001143i,-0.00050914-0.0011921i,-0.00057708-0.0013869i,-0.00042217-0.0015169i,0.00049047-0.0017424i,0.0016003-0.0016829i,0.0020781-0.0012659i,0.0022422-0.00094517i
-0.00042275+0.0027422i,-0.00076013+0.0032238i,0.0012112+0.00050927i,0.0051023-0.0050735i,0.0093713-0.007658i,0.0096922-0.0050002i,0.0058314-0.0021949i,0.0013212-0.0016561i,-0.001139-0.0012327i,-0.0012967-0.00076241i,-0.0012383+0.00017699i,-0.0010968+0.0017122i,0.00039657+0.0033086i,0.0021012+0.0044552i,0.0025472+0.0040779i,0.0015023+0.0021847i,0.0013141+0.00096046i,0.0019222+0.00071536i,0.00078793+0.0011466i,-0.00042251+0.0014406i,-0.0012924+0.00055249i,-0.0023316+0.00015391i,-0.0028158+0.00014399i
0.0009468+0.0024637i,0.00078312+0.0039682i,2.0432e-05+0.0055199i,-0.0038402+0.0061108i,-0.0083925+0.0044968i,-0.0078277+0.0001336i,-0.003578-0.0025817i,-0.00018635-0.0017316i,0.001985+3.2371e-05i,0.0033448-0.00032824i,0.0030752-0.0011714i,0.00072728-0.0013498i,-0.001984-0.0024069i,-0.0035154-0.0030703i,-0.0029126-0.0029798i,-0.0014083-0.0023538i,-0.00090071-0.00086102i,-0.00075101-0.00020198i,-0.00040271-0.00036126i,3.2663e-05-0.00028553i,1.9506e-05+0.0004573i,0.00017572+0.00068599i,0.00038513+0.0011638i
0.00098357+0.0030209i,0.0028194+0.0022006i,0.0045582-0.00065914i,0.0066739-0.0043037i,0.0092772-0.0033638i,0.0085768+0.0011342i,0.0048956+0.0029522i,0.001524+0.0030023i,-0.00060703+0.0037247i,-0.0016402+0.003262i,-0.0019765+0.0020309i,-0.0025024+0.0013049i,-0.0015466+0.0020632i,0.0013692+0.0033224i,0.002349+0.0028923i,0.001762+0.0011061i,0.0014174-4.6632e-05i,0.0015575+0.00034197i,0.00068338+0.0010288i,0.00020935+0.00055247i,-0.00018683-8.6932e-05i,-0.0012331-0.00078259i,-0.0013322-0.0014925i
0.0014227+0.0012427i,0.0007219+0.0022244i,-0.00043543+0.0038021i,-0.0045153+0.003881i,-0.0082964+0.0017036i,-0.0075016-0.001751i,-0.004607-0.0030431i,-0.0030773-0.0015803i,-0.0019273-0.00027329i,-0.0011521-0.00047196i,0.00019925-0.00096448i,0.0012334-0.001695i,0.0005511-0.0023101i,-0.00051694-0.0026098i,-0.00068307-0.0025335i,-9.7194e-05-0.00095949i,-5.8473e-05+0.00049102i,0.00010772+0.00026129i,0.00022365-0.0011986i,0.00025412-0.0012966i,-0.00023976+0.00047183i,-0.00021107+0.0020812i,0.00027565+0.0019995i
0.00049264+0.00049223i,0.0016944-0.00010881i,0.0035226-0.0017413i,0.0051185-0.0020281i,0.0056613-0.00031176i,0.0049514+0.001154i,0.00261+0.00079573i,0.0010049+0.0004549i,0.0006241+0.00041512i,-0.00066349+0.00057514i,-0.001705+0.00081983i,-0.0022493+0.0012454i,-0.0017791+0.0021377i,-0.00048961+0.0022366i,0.00041829+0.0017216i,0.00044845+0.001186i,0.00046228+0.00012954i,0.00074047-0.00035209i,-0.00018727+0.00072525i,-0.0006804+0.0011181i,-0.00053483+0.00052204i,-0.00096134-0.0005912i,-0.00057089-0.0014326i
-0.00088974+0.0029283i,-0.00097865+0.004211i,-0.0012986+0.0057487i,-0.0028147+0.0048737i,-0.0034304+0.0012878i,-0.001865-0.0016534i,-0.00056305-0.0011014i,-0.00057426+0.001176i,-0.00021377+0.0027353i,0.00067351+0.0025851i,0.00088316+0.0010405i,0.0010701-0.00061186i,0.0017513-0.0021551i,0.0013476-0.003142i,0.00092116-0.0026171i,0.00057729-0.0015002i,-3.6085e-05-0.00057126i,0.00066012-0.00047674i,0.0011108-0.0011611i,0.00047639-0.0013849i,-0.00032981-0.00060542i,-0.00064672+0.00053261i,-0.00057917+0.00042833i
-4.2406e-05+0.00094969i,0.00065235-0.00050309i,0.0047146-0.0010138i,0.0065054-0.00075839i,0.0059224+0.0011007i,0.0047928+0.0027941i,0.0026543+0.0018349i,0.00025524+0.00026098i,-0.0011123-0.00029466i,-0.0013398-0.00030306i,-0.0022045-0.00016192i,-0.0024689+0.00061401i,-0.0021685+0.0015919i,-0.0014408+0.0027159i,-0.00027291+0.0030167i,0.00044373+0.0017731i,0.00052647+0.00060399i,-0.00030014+0.00020235i,-0.00071431+0.00037193i,-0.00046494+0.00062015i,-0.00041689-0.00012338i,-0.00012089-0.0011727i,0.00036863-0.00032838i
0.002315+0.0049122i,0.0024366+0.0049858i,0.0023396+0.0062248i,8.5194e-05+0.0040148i,-0.0018648+0.00011337i,-0.001138-0.002849i,-0.00071584-0.0035865i,-0.0012465-0.0025419i,-0.0012365-0.0012213i,-0.00083757-1.3181e-05i,-0.00064828+0.00094647i,-8.6219e-05+0.00050453i,0.00063757-0.00090236i,9.7856e-06-0.002421i,-0.001385-0.0030959i,-0.002065-0.0019431i,-0.0020836-0.0004721i,-0.00099944+0.00034828i,0.00086837+0.00036582i,0.0013138+0.00048204i,-0.00044341+0.00079168i,-0.0012068+0.00057149i,-0.00071947-0.00018184i
-0.018045+0.0064695i,-0.01352+0.013377i,-0.007518+0.025592i,0.0016089+0.025205i,0.0092209+0.019322i,0.012511+0.0082534i,0.0074548-0.00042674i,0.0011368-0.00092611i,-0.00089977+0.0017819i,0.00057829+0.0035076i,0.0019574+0.00087256i,0.00089216-0.0031168i,0.00026654-0.0048071i,-0.00075831-0.004274i,-0.0021374-0.0023616i,-0.0017823-0.00078102i,-0.00086473-0.00010244i,0.00020192+0.00032852i,0.00033718+0.00050733i,-0.00027303+0.00071039i,0.00033615+0.00043774i,0.00066784-9.0584e-05i,-0.00036396-0.0001623i
0.0051266-0.00017702i,0.0050926-0.0017783i,0.0024215-0.0052886i,-0.0029563-0.0068849i,-0.0051858-0.0070044i,-0.0032821-0.0035999i,-0.0012725-0.00011735i,-0.0014174+0.00096793i,-0.00037717+0.0014465i,-5.427e-05+0.001444i,-0.00023526+0.0015525i,0.00027752+0.0014219i,0.00085259+0.0010907i,0.001005+0.00071138i,0.0012533+0.00011398i,0.00093237-0.00049377i,-0.00078389-0.00071108i,-0.00093523-5.1313e-05i,0.00058244+0.00074065i,0.0010402+0.00099793i,0.00066417+0.00033557i,0.00049211+6.8249e-05i,0.0002095-0.00035105i
0.0025304+0.001827i,0.0025009+0.003219i,0.0040014+0.0020782i,0.0045137+0.00085138i,0.0026444+0.00093251i,0.00042858+0.0011733i,4.2933e-05+0.0014238i,-0.00047295+0.0015527i,-0.00090005+0.00067848i,-0.001315-0.00011784i,-0.0015451-0.00073121i,-0.0014466-0.00091602i,-0.0010939+1.9694e-05i,-0.00032623+0.0014861i,-0.00032697+0.0015998i,-0.00055156+0.001276i,0.00033197+0.0010559i,0.00036203+0.00032975i,-0.00040729-0.00021402i,-0.001021-0.00075219i,-0.00077779-0.00062223i,-0.00024363-0.00039124i,-0.0011445+0.00046782i
0.00012231+0.00043906i,-5.3003e-05-0.00056403i,-0.0012-0.0018601i,-0.0026933-0.0029956i,-0.0024592-0.0045594i,-0.00097584-0.0038735i,-0.00018537-0.00217i,-0.00029552-0.0011585i,-0.00071966+0.0002787i,-0.00066381+0.00096972i,-0.00077329+0.0012067i,-0.00019896+0.0016191i,0.0006144-2.6676e-05i,0.0011811-0.0015379i,0.0013182-0.0010845i,0.00039663-0.00026032i,-0.00059105+0.00032706i,-0.0001057+0.0012631i,0.00049346+0.0018226i,-0.00013082+0.0013245i,-0.0010595+0.00037444i,-0.00082446-0.00034355i,3.7257e-05-0.00037578i
0.0017599+0.00098828i,0.0032578+0.0023354i,0.0037237+0.001858i,0.0011151+0.0011099i,-0.00066129+0.0012032i,-0.00057852+0.0013938i,-0.0008218+0.0020545i,-0.0013494+0.0025966i,-0.0012926+0.0030361i,-0.0010471+0.0027211i,-0.00077563+0.000707i,-0.00070802-0.00055477i,-0.00096437+0.0011397i,-0.0010707+0.0029018i,-4.5906e-05+0.0023264i,0.00062433+0.00087112i,0.00031405-0.00015581i,0.00053148-0.0012918i,0.00023763-0.0014195i,-0.00034964-0.00057791i,-8.5976e-05+5.3965e-05i,0.0002607+0.00032369i,-1.1553e-05+0.00044245i
0.0028756-0.0012101i,0.00024093-0.00010064i,-0.0028491-0.00010697i,-0.0036105-0.0014897i,-0.0015306-0.0024615i,0.0012731-0.0011059i,0.002704-2.1481e-05i,0.0015028-0.00011657i,-0.00080408+0.00042749i,-0.0020526+0.0011422i,-0.0017936+0.0014996i,-0.0011362+0.0017083i,0.0010372+0.0013737i,0.0027888+0.00070427i,0.0021539-0.00041056i,0.00092791-0.00044524i,0.00031267+0.00034375i,0.00062889+0.00084763i,0.00040737+0.0014827i,-0.00062024+0.0015305i,-0.00088238+0.00069874i,-0.001045-0.00027243i,-0.00096749-0.00052791i
-0.0013532+1.9953e-06i,-0.00029043+7.2238e-05i,0.00036501+0.00022749i,0.00020738+0.0011249i,-0.0015233+0.0011574i,-0.0015138-0.00017732i,-0.00056045-0.0010169i,-0.00093202-0.0013647i,-0.00079937-0.00045123i,9.131e-05+0.00037388i,0.00079539-0.00038236i,0.00060926-0.00052443i,0.00025056+0.00021146i,0.00026828+0.00053372i,0.00014462+0.00071926i,0.000588-1.9418e-05i,0.00065744-0.00036357i,0.00076386-0.0002758i,0.00052635-0.00080095i,0.00039961-0.000437i,0.00062611+0.00018928i,-0.00022599+0.000409i,-0.0012962+0.0005022i
0.0018906+0.003376i,0.0025945+0.0034061i,0.0024683+0.0028077i,4.8154e-05+0.0010949i,-0.0013378-0.0002373i,-0.00029702-0.00029752i,0.00012751+0.00066944i,-0.0011255+0.0030442i,-0.0019357+0.0036897i,-0.0018158+0.001728i,-0.0018463+0.00063565i,-0.0019466+0.00095911i,-0.0019539+0.0004056i,-0.001225-0.00083542i,-1.4768e-05-0.0015051i,8.8251e-05-0.00030539i,-0.00068322+0.00046638i,-0.0013426+0.00017712i,-0.0002227+0.00084669i,0.00055163+0.00033741i,-4.9383e-05-0.00042699i,-0.00013771-0.00039872i,0.00075552-0.00046369i
-0.0014113-0.003337i,-0.0016124-0.0013502i,-0.000917+0.00030954i,-0.00010444+0.0017299i,0.00038176+0.0022179i,0.0014909+0.0017778i,0.0022795+0.0012893i,0.0012234+0.00052798i,-0.00017907+0.00050856i,-0.00046769+0.0012015i,0.0012228+0.00023602i,0.0023653-0.0010631i,0.002045-0.00049827i,0.00083034+0.00086958i,0.00059771+0.0018491i,0.00096686+0.0018239i,0.00078846+0.00061905i,0.0012996-0.00060912i,0.0014282-0.0013696i,0.00074723-0.0012273i,-5.0888e-05+0.00012514i,-0.00059657+0.0012344i,-0.0008007+0.0010438i
