0.00074688+0.00079012i,-0.0003208+0.00012369i,-0.00016178-5.2532e-05i,-0.00041861-0.0016768i,-0.0017355-0.0016868i,-0.0030328-0.00064284i,-0.0024147+0.00023985i,-0.00010199+0.0010372i,0.0010915+0.00076358i,0.0012885+0.00036754i,0.001054-0.00064038i,0.00024652-0.0014612i,-8.2657e-05-0.0010097i,-0.00015888-0.00021284i,-8.0145e-05-0.00042311i,0.00052726-0.00061985i,0.00056696-0.00013016i,-0.00030502+0.00024258i,-0.00043881+7.3588e-05i,-0.00023223-0.00047666i,-1.9534e-05-0.00039592i,-0.00014856-0.00015115i,-0.00053953+0.00059083i
0.013662-0.11307i,0.015074-0.094211i,0.018549-0.055716i,0.014516-0.034541i,0.0048201-0.026585i,-0.0021872-0.017727i,-0.0023363-0.0094683i,1.3091e-05-0.0066918i,-0.0007963-0.0060393i,-0.0020388-0.0027992i,-0.00075821-0.00026578i,0.00091141+0.00031129i,0.0020931+0.0020803i,0.0041059+0.0032i,0.004378+0.002236i,0.0020344+0.0021492i,0.0019935+0.0026527i,0.0025151+0.0013083i,0.0012752-0.00036512i,-0.00037002-0.00055511i,-0.0017397-0.0012477i,-0.00239-0.0015962i,-0.0020651-0.00065666i
-0.10009-0.059269i,-0.084533-0.05385i,-0.047051-0.042272i,-0.028543-0.029227i,-0.024535-0.016649i,-0.01858-0.0051377i,-0.010498-0.00015509i,-0.0060262-0.0011542i,-0.0051568-0.001349i,-0.0028685+0.00015364i,-0.00092634+0.00023472i,-0.00081385-0.00069613i,0.0011185-0.0020176i,0.0032608-0.003394i,0.003125-0.0029967i,0.0033602-0.0011287i,0.0039721-0.0017975i,0.0019795-0.0027012i,-4.2617e-05-0.0019421i,-0.00033747-0.00032954i,-0.00079799+0.0012983i,-0.00115+0.0018206i,-0.00079358+0.0015949i
-0.095825+0.071619i,-0.084835+0.061418i,-0.059544+0.030172i,-0.039599+0.016764i,-0.024683+0.01842i,-0.010648+0.016094i,-0.0035212+0.0083727i,-0.0025595+0.0039989i,-0.001027+0.0044317i,0.0016729+0.0020668i,0.001552-0.0011094i,-3.0027e-05-0.00096842i,-0.00060144-0.0018567i,-0.0015249-0.0041419i,-0.002263-0.0048055i,-0.0010876-0.0042245i,0.00017659-0.0036363i,-0.00033096-0.0021747i,-0.00064304-0.00062528i,-0.0001334+0.00042232i,0.00026239+0.0011652i,0.00062476+0.0016846i,0.0011472+0.0016442i
0.030513+0.11581i,0.024442+0.1024i,0.0066577+0.066588i,0.0034495+0.042129i,0.012157+0.027552i,0.015071+0.013761i,0.009201+0.0050144i,0.0042838+0.0035212i,0.0040403+0.0026062i,0.0034427-0.00088751i,0.00099546-0.0018572i,-0.00024705-0.00023584i,-0.0018774+0.0010158i,-0.0046136+0.0011909i,-0.0045631+0.0012147i,-0.003726+0.00054111i,-0.004361-0.00040905i,-0.002928+1.8701e-05i,0.0001095-0.00034593i,0.0015851-0.00080838i,0.0019243+0.00047334i,0.0020638+0.00093631i,0.0016642+0.00018954i
0.12415+0.013613i,0.11027+0.013517i,0.068083+0.01757i,0.041178+0.010146i,0.030082-0.0051751i,0.017859-0.011783i,0.0075767-0.0087923i,0.0043607-0.0040777i,0.0034298-0.0041367i,0.0013537-0.0054811i,0.00019863-0.0033428i,0.00013053-0.00078507i,-0.0010516+0.0020977i,-0.0018177+0.0050753i,-0.00094282+0.0050942i,-0.0003739+0.0035961i,-0.00016706+0.0033107i,-1.3402e-06+0.0019371i,-0.00055608-0.0003112i,-0.00065334-0.0015954i,0.00033584-0.0022629i,0.0012339-0.0030843i,0.0008197-0.003411i
0.057925-0.11313i,0.051388-0.10241i,0.039461-0.061843i,0.023813-0.036775i,0.0065828-0.030243i,-0.0039816-0.022039i,-0.0047952-0.011844i,-0.0013233-0.0065951i,-0.0011706-0.0047686i,-0.0032089-0.0016334i,-0.0029531+0.00070686i,-0.0012352-0.00020066i,0.00058037+0.00026551i,0.003311+0.0015004i,0.0046566+0.0010693i,0.0028257+0.0010689i,0.0012008+0.0017529i,0.00071903+0.0001497i,-0.00043949-0.00082858i,-0.00097634+0.00019522i,-0.0014418-0.00084174i,-0.0021563-0.0024545i,-0.0026295-0.0028228i
-0.08192-0.095651i,-0.075381-0.086118i,-0.042307-0.060883i,-0.024275-0.037195i,-0.024712-0.018183i,-0.022196-0.004734i,-0.012428+0.00053685i,-0.0050441-0.00039688i,-0.0027765-0.000652i,-0.0014015+0.0010888i,-0.00059639+0.0015418i,-0.0011347+0.00049444i,0.00032193-0.0015107i,0.0020312-0.0031841i,0.0016507-0.0035945i,0.0011229-0.0020852i,0.00089212-0.0015427i,0.00035982-0.001817i,-0.00030395-0.00095128i,-0.00039458+0.00053065i,-0.0016912+0.00096015i,-0.0031024+0.00085742i,-0.0031098+0.001071i
-0.12185+0.042142i,-0.11345+0.040656i,-0.077782+0.018388i,-0.045002+0.01021i,-0.024634+0.017333i,-0.011507+0.018202i,-0.0038043+0.011185i,-0.0011539+0.0057068i,-2.8082e-05+0.003337i,0.0018046+0.0019407i,0.0019206+0.0010302i,0.00013443+0.0011914i,-0.0010042+3.1156e-05i,-0.0016564-0.0023978i,-0.0023464-0.0030382i,-0.0017107-0.0021587i,-0.0015548-0.0016145i,-0.0021668-0.0003992i,-0.0012122+0.00070267i,-9.7525e-05+0.00078359i,-0.00040164+0.0021474i,-0.0011098+0.0030227i,-0.00082417+0.0024428i
-0.0026132+0.12996i,0.0023686+0.12234i,-0.0046636+0.079034i,-0.0024769+0.043928i,0.0085266+0.026099i,0.012757+0.013942i,0.0090854+0.0060161i,0.0040825+0.0026198i,0.0014813-0.00018446i,0.00058514-0.0028735i,0.00071835-0.0019642i,0.0013594+0.00014121i,0.00040735+0.0013829i,-0.0022033+0.0029568i,-0.0031182+0.0033331i,-0.002613+0.0016067i,-0.0024404+0.00045546i,-0.0025526+0.00063775i,-0.0017244+3.5423e-05i,-0.00076031-0.00026228i,0.00028482+0.00083191i,0.001809+0.0015514i,0.0028574+0.0013072i
0.12383+0.05114i,0.11909+0.042339i,0.075204+0.030171i,0.040216+0.014475i,0.026546-0.0024434i,0.018349-0.010358i,0.0095438-0.0085339i,0.0035058-0.0032548i,0.00087338-0.00037641i,-0.00057749-0.00096694i,-0.0011164-0.0027348i,0.00010454-0.0026574i,0.00076412-0.00078222i,0.00059209+0.0014323i,0.00096311+0.0023618i,0.0006734+0.001754i,0.0001681+0.0016663i,0.00045575+0.0016012i,0.00043214+0.00036044i,0.00028087-0.00042441i,0.0016169-0.00041684i,0.0031124-0.0013639i,0.0025165-0.0024432i
0.094754-0.10067i,0.083428-0.1039i,0.055357-0.068046i,0.028098-0.038345i,0.0069617-0.02892i,-0.0029907-0.022073i,-0.0036064-0.013221i,-0.00079191-0.0059246i,0.00097011-0.0015779i,-0.00015792-0.00081919i,-0.0017625-0.0013715i,-0.0018316-0.0027052i,-0.00053552-0.0025962i,0.0017242-0.0011809i,0.0025889-0.00062756i,0.00075015+0.0005402i,-0.00044159+0.0011342i,0.0002096-0.00031132i,0.00040556-0.0018765i,0.00087211-0.0017041i,0.000808-0.0019972i,-0.00062104-0.003236i,-0.0022885-0.0029573i
-0.063915-0.12735i,-0.071201-0.11644i,-0.048014-0.073259i,-0.026593-0.03452i,-0.020445-0.012391i,-0.016947-0.0026538i,-0.011067-0.00018314i,-0.0052857-0.00046125i,-0.0014533-0.0014179i,-0.00031435-1.1646e-05i,-0.00078138+0.0018202i,-0.0026797+0.0008623i,-0.0031246-0.0016406i,-0.0014208-0.0036866i,-0.00041769-0.0044121i,-0.0007457-0.0029001i,-0.00021712-0.0018747i,0.00042884-0.0018834i,-0.00070061-0.0010089i,-0.0023047-0.00051423i,-0.0028341-0.00072571i,-0.002537-0.00054619i,-0.0023969+0.00083628i
-0.14006+0.0094617i,-0.13556+0.021006i,-0.089548+0.013463i,-0.045546+0.0070779i,-0.020733+0.011938i,-0.0091507+0.013293i,-0.0050013+0.0083825i,-0.0032948+0.0034668i,-0.002568-0.00059967i,-0.0017675-0.0016126i,-0.0011206+0.0012219i,-0.0018229+0.003775i,-0.0027661+0.0032277i,-0.0026872+0.0017171i,-0.0025238+0.0014085i,-0.0017972+0.0011897i,-0.001174+0.00028476i,-0.00077365-0.00028515i,0.0001718+0.00036782i,-0.00012334+0.00087408i,-0.001293+0.0015824i,-0.0017595+0.0028043i,-0.0012385+0.0030644i
-0.041101+0.13735i,-0.0246+0.13925i,-0.012879+0.091763i,-0.0044427+0.044611i,0.0064492+0.019799i,0.010604+0.0079203i,0.008094+0.0039767i,0.0033112+0.0027285i,-0.00068655+0.0020568i,-0.0011277+0.0014784i,-0.00016276+0.00020964i,0.00039777+0.0012645i,0.00034136+0.002584i,-7.4858e-05+0.0030423i,-0.00057142+0.0035903i,-0.00078576+0.0027621i,-0.0011136+0.0011204i,-0.0013841+0.00044188i,-0.00085345+0.00048238i,-0.00033271+0.0010222i,0.00052827+0.0021315i,0.0021126+0.0028001i,0.0023311+0.0021446i
0.11653+0.087602i,0.12467+0.071144i,0.085451+0.041898i,0.042415+0.016397i,0.021026-0.0032961i,0.011361-0.01109i,0.0057695-0.0073656i,0.0030675-0.0010186i,0.0017289+0.0021318i,0.00081202+0.0010903i,0.0013559-0.0015266i,0.0030442-0.0029879i,0.0039867-0.0023312i,0.0043641-0.00045736i,0.0029429+0.00015577i,0.0014003-0.00050208i,0.0011345-0.00051375i,0.00095579-0.0003217i,0.00091486-0.00058937i,0.0011776+2.5364e-05i,0.0023132-0.00013517i,0.0034856-0.001293i,0.0028791-0.0018968i
0.12741-0.08235i,0.1136-0.099318i,0.070232-0.073095i,0.030077-0.037851i,0.0043735-0.020313i,-0.0052725-0.012135i,-0.0038381-0.0072878i,0.00095067-0.0036236i,0.0044562-0.0014306i,0.0037219-0.0021928i,0.00031369-0.0032907i,-0.0012151-0.0034925i,-8.6723e-05-0.0033936i,0.0012961-0.0022217i,0.0010924-0.0015835i,-0.00033645-0.001252i,-0.0012278-0.00030032i,-0.0011761-0.00076014i,-0.00046352-0.00087944i,0.0009664-0.00056378i,0.0019252-0.0014823i,0.001533-0.0031864i,0.0005786-0.0036417i
-0.027408-0.14935i,-0.052208-0.14218i,-0.043412-0.094173i,-0.021731-0.045636i,-0.014545-0.015415i,-0.013224-0.0019673i,-0.0093684+0.00018183i,-0.0038416-0.0020473i,0.00066207-0.0043203i,0.00074474-0.0042741i,-0.0020521-0.0019283i,-0.0046176-0.00075833i,-0.005109-0.001332i,-0.0048176-0.0020072i,-0.0043575-0.0023136i,-0.0031964-0.0019051i,-0.001947-0.0017476i,-0.0011281-0.0012661i,-0.0013771-0.00061332i,-0.0018175-0.00079686i,-0.0021919-0.0018569i,-0.0030009-0.0019941i,-0.003293-0.00079889i
-0.14864-0.027382i,-0.15173-5.1161e-05i,-0.10405+0.0090664i,-0.050992+0.0032327i,-0.018438+0.0042827i,-0.0038396+0.0072188i,-0.0014633+0.0043984i,-0.0023514-6.8272e-05i,-0.0024762-0.0039003i,-0.0025655-0.0044083i,-0.0017109-0.001016i,-0.0017302+0.00257i,-0.0023303+0.004171i,-0.0028188+0.003716i,-0.0020186+0.0035138i,-0.00070005+0.0035161i,-0.00017551+0.0020049i,-0.00019309+0.0012128i,-0.00063768+0.00069862i,-0.0011831-0.0001464i,-0.0023211+0.00099023i,-0.0029281+0.0028521i,-0.0028053+0.0029182i
-0.079915+0.12835i,-0.053571+0.14455i,-0.027405+0.10371i,-0.014269+0.04882i,-0.0025576+0.016692i,0.0043681+0.0035033i,0.00425+0.0014045i,-0.00016204+0.0021855i,-0.0044514+0.0017683i,-0.0036483+0.0011954i,-0.00045163+0.00090366i,0.0011888+0.0019309i,0.0018445+0.0039541i,0.0015847+0.005246i,0.0002706+0.0040814i,-0.00057103+0.0017068i,-4.473e-05+0.0011915i,0.00081035+0.0018397i,0.00049684+0.00088041i,-0.0016534-0.00037828i,-0.0013225+0.0010022i,0.0010025+0.0034704i,0.0019657+0.0035655i
0.094976+0.12089i,0.12307+0.098452i,0.095026+0.057647i,0.044115+0.028924i,0.014883+0.008677i,0.0049866-0.0029148i,0.001752-0.0033641i,0.0004797+0.0013943i,3.5853e-05+0.0049701i,0.00077663+0.0043037i,0.0013076+0.0008227i,0.0022703-0.0016195i,0.0036016-0.0018887i,0.0046977-0.0015532i,0.0052279-0.0019702i,0.0044473-0.0026777i,0.0032231-0.0022829i,0.0025034-0.00080745i,0.0018248-0.00023547i,0.00082854+0.00038623i,0.0018181+0.00075599i,0.0035523-0.00032187i,0.0032373-0.001782i
0.14468-0.046247i,0.13189-0.085273i,0.084699-0.073951i,0.042578-0.033522i,0.016218-0.010271i,0.0030393-0.0045112i,0.00024282-0.0023295i,0.0026246+0.00053931i,0.0056633+0.0022962i,0.005524+0.0013012i,0.0018353-0.0013513i,-0.0005182-0.0032321i,-0.00037544-0.0037469i,-0.00025665-0.003672i,-0.0012599-0.0027423i,-0.0026845-0.0015529i,-0.0027905-0.00060644i,-0.0019701-0.00043918i,-0.0016069+0.00023348i,-0.00079935+0.00091728i,0.00044712-0.00021449i,0.00090471-0.001903i,0.0002781-0.0020611i
0.014062-0.15154i,-0.030125-0.15487i,-0.040279-0.10968i,-0.017224-0.057168i,-0.0032621-0.023106i,-0.003304-0.0081969i,-0.0030388-0.0038269i,0.0013691-0.003858i,0.0056869-0.0060242i,0.0044396-0.0065i,-0.00071569-0.0032481i,-0.003971-0.00061869i,-0.005371-0.00075089i,-0.0054031-0.0020068i,-0.003875-0.0023421i,-0.0028294-0.0012331i,-0.0029635-0.00075753i,-0.0030316-0.00035357i,-0.0018272+0.0003567i,4.8298e-05-0.00059495i,0.00056512-0.0025036i,-0.00062832-0.0026559i,-0.0015028-0.00044314i
-0.137-0.067911i,-0.15793-0.023892i,-0.1196+0.0041243i,-0.060665-0.001949i,-0.023225-0.0076057i,-0.0084713-0.0024458i,-0.0039836+0.00067824i,-0.0034316-0.0019974i,-0.0045736-0.005892i,-0.0049112-0.005646i,-0.003503-0.0023321i,-0.0019827+0.001792i,-0.0010918+0.0039328i,5.7544e-05+0.0044809i,0.0010299+0.0052512i,0.0016481+0.005261i,0.0015298+0.0038787i,0.00035815+0.0030907i,0.00087282+0.0022234i,0.00085419+0.00045879i,-0.0011701-0.00036913i,-0.002934+0.00087054i,-0.0024938+0.0022526i
-0.1082+0.09837i,-0.072367+0.13674i,-0.033307+0.11161i,-0.022666+0.054878i,-0.017718+0.018207i,-0.007532+0.0065845i,-0.0024802+0.003559i,-0.0047011+0.0017964i,-0.0074698+0.0014085i,-0.0064801+0.0030665i,-0.0021624+0.0030064i,0.0012098+0.0022967i,0.0025901+0.0026183i,0.0023554+0.0019533i,0.0010493+0.00090331i,0.00023335+0.00041003i,0.00027501+0.00084839i,0.0010513+0.00095989i,0.00096423-0.00033046i,-0.00092194-0.00091698i,-0.0013181+5.3043e-05i,0.00059028+0.0012419i,0.0019786+0.0021828i
0.049118+0.13423i,0.10035+0.11176i,0.095342+0.065802i,0.046928+0.038083i,0.014026+0.0229i,0.0058922+0.0091247i,0.0027971+0.001426i,0.00032499+0.0029519i,-5.8769e-06+0.0078263i,0.0019642+0.0073496i,0.0035986+0.0031594i,0.0041795-0.0006462i,0.0042682-0.00358i,0.0030771-0.0042388i,0.003053-0.0035516i,0.0034702-0.0022378i,0.0030485-0.0018282i,0.0029057-0.0030485i,0.0017522-0.0030792i,0.00067796-0.00060542i,0.0010557+0.0013897i,0.0022326+0.0013838i,0.0027059+0.00060422i
0.14181+0.0035246i,0.13925-0.058343i,0.092901-0.072633i,0.051417-0.036353i,0.029942-0.0083283i,0.015452-0.0049832i,0.0057108-0.0052714i,0.0049124-0.0007702i,0.0086886+0.0023172i,0.0092845-0.00034429i,0.0049989-0.0029194i,0.0010948-0.00376i,-0.0014611-0.0038747i,-0.003308-0.0018369i,-0.0043599-0.00011666i,-0.004539+0.00034036i,-0.0039017+0.00019488i,-0.0031239-0.00091614i,-0.0025003-0.00046564i,-0.0011957+0.00058626i,0.00018625-9.1382e-05i,0.00048142-0.0012942i,-0.00020007-0.0022155i
0.053696-0.12645i,-0.0091814-0.14654i,-0.041798-0.10996i,-0.019589-0.06201i,0.0018903-0.034807i,0.00063517-0.01978i,-0.0022075-0.0095247i,0.0014855-0.006328i,0.0048895-0.0078417i,0.0034418-0.0084668i,-0.00071663-0.006098i,-0.0039581-0.0030516i,-0.0048564-0.0012282i,-0.0034305-0.00073084i,-0.0020311-0.0011875i,-0.0012781-0.0016477i,-0.00062398-0.0010145i,-0.0011764-5.991e-05i,-0.00086374+0.00024904i,0.0013665-0.0011166i,0.0023284-0.0024558i,0.0008348-0.0031751i,-0.00083505-0.0021959i
-0.09604-0.092728i,-0.13898-0.039914i,-0.11664+0.0074454i,-0.063102+0.0033093i,-0.029183-0.013061i,-0.016565-0.0098294i,-0.008368-0.0031305i,-0.0036974-0.0043636i,-0.0042319-0.0071084i,-0.0045873-0.0057767i,-0.0040706-0.0013549i,-0.0040654+0.0026949i,-0.0017262+0.005286i,0.0011592+0.0059001i,0.0016084+0.0046903i,0.0011344+0.0039157i,0.00079488+0.0040781i,0.00075646+0.0037724i,0.0019634+0.0022438i,0.0014349-0.00037827i,-0.0012571-0.0012095i,-0.0028002+7.1846e-05i,-0.0025622+0.0016877i
-0.11568+0.052311i,-0.079778+0.11324i,-0.028844+0.10998i,-0.016535+0.058855i,-0.022321+0.022497i,-0.015874+0.012588i,-0.0069918+0.0072475i,-0.0065332+0.002384i,-0.007966+0.0010253i,-0.0063194+0.0018799i,-0.0033508+0.0027443i,-2.1803e-05+0.0032157i,0.0022166+0.0024217i,0.0024642+3.2375e-05i,0.00090635-0.0020861i,-0.00069727-0.002631i,-0.00093901-0.0021958i,0.00024964-0.0021703i,0.0012538-0.0027498i,-0.00076658-0.0030762i,-0.0025766-0.0016422i,-0.0014152+0.00095672i,0.00023845+0.0021158i
0.0078714+0.12196i,0.079869+0.10684i,0.099753+0.053886i,0.057123+0.026598i,0.018894+0.023337i,0.0098319+0.01525i,0.0066612+0.0054136i,0.0016725+0.0044694i,-0.00058745+0.0074265i,0.00054802+0.0070192i,0.0027493+0.0035727i,0.0046518-0.00049081i,0.004276-0.0032567i,0.0023146-0.0029777i,0.0015524-0.00093324i,0.0018895+9.0529e-05i,0.0017202-0.00048596i,0.00078836-0.0021813i,-0.0012249-0.0022405i,-0.0018759+0.00012359i,-0.00027555+0.0022493i,0.0013785+0.0027956i,0.0022737+0.0016193i
0.11008+0.03886i,0.12232-0.035743i,0.081747-0.074885i,0.044737-0.047234i,0.030533-0.014394i,0.019071-0.0092297i,0.0080916-0.0082266i,0.0056394-0.00157i,0.008385+0.0028567i,0.0090859+0.0017395i,0.0063382-0.0015399i,0.0021345-0.0035342i,-0.0023896-0.0030486i,-0.005307-0.00062067i,-0.0059087+0.00047297i,-0.004553+0.00032879i,-0.0031884-6.8119e-05i,-0.0034612-0.00091376i,-0.0032689-0.00069069i,-0.00096033+0.00076202i,0.0016739+0.001248i,0.0021868-8.4468e-06i,0.00089601-0.0014841i
0.076634-0.087196i,0.0090944-0.12682i,-0.046703-0.10465i,-0.035527-0.059926i,-0.0070776-0.035498i,-0.0026566-0.023259i,-0.0035796-0.011603i,0.0022007-0.0051823i,0.0065808-0.0055653i,0.0052912-0.008204i,0.00035388-0.0081318i,-0.0039072-0.0055452i,-0.0041234-0.0011095i,-0.0013978+0.0022575i,0.0012071+0.001339i,0.001847-0.00072076i,0.00025051-0.00088443i,-0.00084859+0.0010833i,0.0006424+0.0022368i,0.0022696+0.0015763i,0.0026118-0.00032333i,0.0021921-0.0022679i,0.00042438-0.0017453i
-0.048204-0.093146i,-0.10674-0.040872i,-0.10443+0.020772i,-0.06209+0.022475i,-0.032768-0.0017871i,-0.019756-0.0043397i,-0.0090478-0.00028548i,-0.0026362-0.0033593i,-0.0024179-0.0072426i,-0.0045636-0.0071096i,-0.0059142-0.0029425i,-0.0047566+0.0015179i,-0.0013516+0.004918i,0.0019652+0.0053444i,0.0028685+0.0033247i,0.0010199+0.0018995i,-0.00042422+0.0019048i,8.7329e-05+0.0021419i,0.0020176+0.0010356i,0.0023013-0.0017893i,0.00019027-0.0028482i,-0.0013877-0.0016874i,-0.0021356+2.6239e-06i
-0.097297+0.011478i,-0.069394+0.081974i,-0.0076651+0.10082i,0.011604+0.061224i,-0.0033115+0.025206i,-0.0066079+0.014176i,-0.001366+0.0073694i,-0.002697+0.0018696i,-0.0058143+0.00059173i,-0.0060318+0.0013534i,-0.0043358+0.0028595i,-0.00088011+0.0032882i,0.0025803+0.0010487i,0.0023647-0.003952i,0.00020486-0.0064738i,-0.00076178-0.0041159i,-0.00029268-0.0014783i,0.0012107-0.00079757i,0.0015254-0.0023592i,-0.00014411-0.0026999i,-0.0018077-0.0014495i,-0.0023136-0.00088769i,-0.00095456+0.00033218i
-0.025574+0.087772i,0.051423+0.085491i,0.092631+0.034397i,0.064265+0.0056818i,0.026459+0.010507i,0.013417+0.0097284i,0.0068277+0.0029272i,0.00077793+0.0031264i,-0.0019891+0.0060107i,-0.0017834+0.0067927i,0.0024517+0.0049574i,0.0057724+0.0014334i,0.0044291-0.0020102i,0.0014402-0.0020106i,-0.00018214+0.00066462i,0.00096599+0.001985i,0.0013521+0.0013623i,-0.00088867-0.00088271i,-0.002788-0.0023494i,-0.0033409-0.0006276i,-0.0024502+0.0021305i,-0.00054841+0.0032929i,0.0011332+0.0031393i
0.068862+0.054525i,0.088331-0.019816i,0.053863-0.080158i,0.019733-0.066167i,0.01483-0.029099i,0.012592-0.015568i,0.0046033-0.0083256i,0.0023711+0.00047196i,0.0046861+0.0045551i,0.0068888+0.0032171i,0.00581-0.0015826i,0.0011721-0.0046258i,-0.0040844-0.0043694i,-0.006282-0.0017137i,-0.0052151+0.00076942i,-0.0027922+0.001004i,-0.00099861+0.00016364i,-0.0011726-0.00045677i,-0.0011104+0.00054398i,-0.00026108+0.0020866i,0.0015182+0.0022819i,0.0027706+0.0013026i,0.0023052-0.00033806i
0.07075-0.038631i,0.012174-0.080558i,-0.055429-0.069361i,-0.056405-0.034416i,-0.023491-0.019738i,-0.0092177-0.015138i,-0.0055008-0.0060574i,0.00040046-0.0011054i,0.005601-0.0015381i,0.0062421-0.0035606i,0.0015532-0.0054065i,-0.0031459-0.0034974i,-0.0039364+0.0012284i,-0.0002125+0.0042175i,0.0036021+0.0023903i,0.0041069-0.0015174i,0.0018282-0.0019475i,0.00012256-0.00073433i,0.00028403+0.00019207i,0.0013364+4.5767e-05i,0.0020779-0.0010424i,0.0016572-0.0017809i,7.9418e-05-0.0020618i
-0.0092277-0.075015i,-0.068265-0.033323i,-0.079011+0.037496i,-0.044523+0.051i,-0.020433+0.020397i,-0.013993+0.0033293i,-0.0057102+0.00044021i,0.00044845-0.0019579i,0.0021305-0.0047322i,4.5136e-05-0.0069739i,-0.0028278-0.0040926i,-0.0030761+0.0021371i,-0.0017739+0.0057359i,0.00013193+0.0044318i,-0.0007891+0.00071188i,-0.0026641-0.0010895i,-0.0027739-0.00030643i,-0.001533+0.00029045i,0.00075708-0.001048i,0.0012273-0.0029923i,-0.00020356-0.0039966i,-0.0011412-0.0033835i,-0.0019321-0.0012437i
-0.06688-0.016308i,-0.043972+0.047411i,0.021151+0.078638i,0.04476+0.051974i,0.020899+0.02164i,0.0035479+0.01158i,0.00086354+0.0039238i,-0.00059372-0.002372i,-0.0028018-0.0049864i,-0.0045221-0.0035391i,-0.0030324+0.0011582i,0.00093347+0.0029826i,0.0041926+0.0010862i,0.0032079-0.0030828i,7.6747e-05-0.0054122i,-0.0017864-0.0028218i,-0.0015935+0.00089934i,-0.00015617+0.0014705i,3.8285e-05+0.00033645i,-0.0010789-0.00061821i,-0.0023254-0.00026806i,-0.0025479+0.00097591i,-0.0010329+0.0020667i
-0.039619+0.045992i,0.023437+0.046327i,0.071949-0.002873i,0.057948-0.030858i,0.026563-0.015442i,0.013452-0.0014008i,0.0050124-0.00040036i,-0.0022197+6.0721e-05i,-0.0054427+0.0014339i,-0.0039541+0.0028402i,0.00062613+0.0016718i,0.0037223-0.0020518i,0.0024391-0.0032461i,-0.0010991-0.00018569i,-0.00352+0.0036061i,-0.0027245+0.0049693i,-0.00058209+0.0031428i,-0.00016955+0.00019102i,-0.0013305-0.0013858i,-0.0017907-0.00077348i,-0.0015657+0.00034876i,-0.0010831+0.00073987i,0.00011016+0.00028226i
0.030309+0.050417i,0.049511-0.0083563i,0.015776-0.073053i,-0.01867-0.070496i,-0.013476-0.03334i,-0.0010354-0.013625i,-0.0013893-0.0048568i,-0.0025696+0.002143i,-0.0012417+0.0056069i,0.0011673+0.0045321i,0.0017605-0.0013554i,-0.00095843-0.0049003i,-0.0036994-0.0036778i,-0.0036804-0.0010369i,-0.0005357+0.0011317i,0.0024995+0.0011903i,0.0022089-3.014e-05i,0.00098932+2.6538e-05i,0.00098096+0.0013996i,0.0012473+0.0023803i,0.0020251+0.0020496i,0.0032541+0.0010983i,0.003361-0.00039772i
0.04951-0.0091505i,0.0033824-0.041437i,-0.063295-0.028713i,-0.068945+0.0030991i,-0.032652+0.0064327i,-0.010587-0.0016371i,-0.0026183+0.00035669i,0.0019993+0.0038084i,0.0046145+0.004884i,0.0056203+0.0024323i,0.0018696-0.0012146i,-0.0027539-0.00024104i,-0.0024919+0.0030139i,0.0013742+0.0045746i,0.0049244+0.0021031i,0.0044255-0.0016718i,0.0011974-0.0025142i,-0.00059422-0.0015288i,1.6377e-06-8.5153e-05i,0.00094121-0.0003537i,0.00040183-0.00064361i,-0.0002805-0.0001619i,-0.00078468-0.00039236i
0.011231-0.048436i,-0.031786-0.018024i,-0.04097+0.048932i,-0.014149+0.066712i,0.00047049+0.033444i,5.2578e-08+0.0082108i,0.0028526-0.00011717i,0.0061105-0.0028883i,0.0073027-0.0038231i,0.0052967-0.0050958i,0.00072203-0.0025012i,-0.00066321+0.0031292i,0.00063509+0.0050088i,0.001027+0.0011531i,-0.00082763-0.0038766i,-0.0029578-0.0051265i,-0.0028295-0.0025145i,-0.0014939-0.00015307i,-0.00088922-0.00066752i,-0.00041841-0.0021936i,-0.00011292-0.0022672i,-0.00022172-0.0019556i,-0.00074688-0.0014224i
-0.037162-0.023336i,-0.021246+0.02133i,0.038942+0.048219i,0.064189+0.02618i,0.036416+0.0015685i,0.010312-0.0039437i,0.0023404-0.0070739i,0.00099505-0.0086925i,0.00033289-0.0093345i,-0.0019162-0.0078967i,-0.00094758-0.0026739i,0.0033632-0.00047625i,0.0054514-0.0019028i,0.0029912-0.0032713i,-0.0012072-0.0030615i,-0.0029732-0.0002078i,-0.0022261+0.0024962i,-0.00068988+0.0024925i,3.7549e-05+0.00132i,-0.00067012+0.00094434i,-0.0010291+0.00044134i,-0.001077-0.00049433i,-0.0011144+0.00081797i
-0.033267+0.023292i,0.01002+0.022183i,0.050749-0.024845i,0.038747-0.055211i,0.008882-0.037007i,-0.0030068-0.014323i,-0.0078054-0.0063196i,-0.0096825-0.0035468i,-0.0094724-0.0038832i,-0.0075308-0.0025512i,-0.0022855-0.0018001i,-4.1893e-05-0.00354i,-0.0024252-0.0035773i,-0.0042802+4.4401e-05i,-0.0044743+0.0045804i,-0.0019462+0.005065i,0.0012345+0.0024323i,0.0017139+0.0009713i,0.00042552+0.00057778i,-0.00077554+0.00024872i,-0.0011693+0.00015282i,-0.0012068-1.0011e-05i,-4.6719e-05-0.00026269i
