0.00072809+0.00048253i,0.00025616-0.00027824i,0.00024621-0.0010661i,-0.00013643-0.0012435i,-0.001503-0.001671i,-0.0022115-0.00098828i,-0.00082807+0.00061143i,0.0010622+0.0011314i,0.0017314+0.00077495i,0.0017884-0.00038806i,0.00084417-0.00067127i,1.2898e-05-0.00034091i,-1.3164e-05-0.00010145i,0.00039451-0.00029298i,0.00011049-0.00032334i,0.00050066+0.0001223i,0.00039747+0.0005537i,0.00014372+0.00099422i,0.00093494+0.00078892i,0.00063423+0.00057586i,0.00020009-4.6873e-05i,0.00083352+2.1648e-05i,0.00036916+0.000581i
0.0018708+0.002369i,0.001922+0.0019915i,0.0016521+0.00079251i,0.0012716-0.00037326i,0.0005688-0.00069179i,-0.00074322-0.00015504i,-0.00061845-5.1418e-05i,-0.00048582+0.00075206i,-0.00074243+0.001256i,-0.00046345+0.00074711i,-0.00039455+0.0001407i,-0.00050053-9.9966e-05i,-0.0005067-0.00027307i,-0.0001313-0.00030582i,0.00028049-0.0005033i,0.00015701-0.00043405i,-9.5028e-05+7.9702e-05i,0.00013789+0.00032005i,-0.00019656-2.7975e-05i,-0.0003877-0.00045398i,0.00018223-0.00071541i,0.00055168-0.00052617i,0.00064925-0.00025261i
-0.0004333+0.00042582i,-0.00058791+0.00080555i,-0.00023717+0.00040673i,0.00030633+1.038e-05i,-0.00011972-0.00079616i,-0.00030828-0.00098099i,0.00024221-7.3428e-06i,0.00083124+0.00019759i,0.00097258+0.00014628i,0.00034546+0.00061593i,-0.00025777+0.0011002i,3.779e-05+0.0007827i,-4.3155e-05-9.1096e-05i,-1.8671e-05-0.00056661i,8.9917e-05-0.00099228i,-0.00021703-0.00096359i,-0.0003184-0.00042991i,-0.00079474+0.00022425i,9.4198e-06+0.00043655i,0.0015533+0.00072521i,0.00076796+0.00044721i,-0.00011901-0.00049809i,-4.0332e-05-0.00058777i
0.00090788+0.00049713i,0.0009324+0.0014368i,0.00043593+0.0011845i,-7.3238e-05+0.00032846i,-0.00037624+0.0004445i,-0.00071074+4.3751e-05i,-0.00037413+0.00026982i,-0.00051085+0.00068605i,-0.0011546+0.00035985i,-0.00093097-0.00012738i,6.973e-05+0.00013362i,0.00060856+0.00095158i,0.00031248+0.00069544i,2.0142e-05+0.00018688i,-2.2253e-05-5.0302e-05i,-0.00011617+0.00027404i,-6.6034e-05-0.00073174i,9.6238e-05-0.0014732i,-0.00032164-0.00066768i,-0.00078076-0.0006853i,-0.00032358-0.00083047i,0.00067994-0.00054912i,0.00092162-0.0002967i
-0.0016669+0.00080792i,-0.00092014+0.0010399i,0.00022402+0.0013495i,0.00093333+0.00061471i,0.0014932-0.00015824i,0.00080283-0.00096303i,0.00023228-0.0014854i,0.00073631-0.00018047i,0.00015808+0.0008773i,1.3934e-05+0.00083861i,0.0010415+6.6e-05i,0.00043021-0.00032688i,-0.00075672+0.00016057i,-0.00067437+0.00014048i,-4.5994e-05-0.00022538i,0.00013296-0.00025154i,6.4036e-05-0.00019857i,-0.00028114+0.00038671i,-0.00015066+0.00088331i,0.00042273+0.00019315i,0.00058544+0.00026988i,0.00088546+0.00063635i,0.00093899+0.00010527i
0.00010825+0.00023342i,-0.00084592+0.00074042i,-0.00099085+0.00034735i,-0.00066535-0.00068004i,-0.00050606-0.001199i,-0.00049133-0.00083415i,-0.00036628-0.00021609i,-7.9212e-05+0.00057484i,1.172e-05+0.0014552i,-5.1704e-05+0.00098204i,-1.4807e-06+0.00064076i,0.00040876+0.00077601i,0.0011169+0.00059023i,0.00060561+0.00069233i,-0.00019236+0.00095548i,-0.00052734+0.00057547i,-0.00082326+0.00021882i,-0.00045177-0.00066909i,-0.0004772-0.0011263i,-0.00077015-0.00082915i,-0.00086181-0.00050938i,-0.00065846+0.00044585i,-0.0003417+0.0010281i
-0.00072544-0.00058682i,-0.00016104+0.00031982i,0.00026328+0.00083556i,0.0008876+0.00044058i,0.00048925+0.0004758i,-0.00083163+0.00053229i,-0.00033576-0.0004043i,0.00049126-0.00045492i,0.00027754-0.00033277i,9.0374e-05-0.00069899i,9.8683e-05-0.00024699i,0.00019535+0.00052337i,-0.00024764+0.00041857i,-0.0006014+0.00031198i,-0.00012372+0.00077425i,0.00071706+0.00068117i,0.00069941+0.00011213i,6.4108e-05-7.9138e-05i,-0.0006905-2.6634e-05i,-0.00080464-0.00015386i,0.00027062+0.00015165i,0.0011696+0.0005235i,0.00017527+0.00027315i
0.0013953-0.0014726i,0.0008108-0.0018968i,-0.00011883-0.0013706i,-0.0012918-0.00071389i,-0.00088753-0.0002113i,-0.00026435-0.00048892i,6.1866e-05-0.00040127i,0.00040657+0.00074626i,0.00055474+0.00048869i,0.00073109+2.1126e-05i,0.00028499-9.8453e-05i,5.8128e-05-0.00041119i,0.00046886-0.00011663i,0.00085913+0.00017378i,0.00098871-0.00037065i,0.00029958-0.00080558i,1.9648e-05-0.00046077i,-2.9824e-05+0.00057101i,-0.00086345+0.00072161i,-0.00054558-4.9479e-05i,0.00039723-0.00037086i,0.00059207-0.00047947i,0.00034572-0.00037123i
0.00094364+0.00058141i,0.0013404+0.00066357i,0.0021351-4.745e-05i,0.0012552-0.0012013i,-0.00068353-0.001523i,-0.0015922-0.0016932i,-0.0001864-0.00099208i,0.00024345+0.00014514i,7.7399e-05+0.00015374i,0.00048908-7.5314e-05i,0.0002411-0.00021462i,3.4138e-05-0.00021455i,-8.4865e-05+0.0001638i,-1.9665e-05+0.00023475i,0.0002391-0.0002443i,0.00046197-0.00083402i,0.00091792-0.00059052i,0.0013077-0.00028107i,0.00094567-0.00073287i,0.00049427-0.00016651i,0.00023212+0.00059256i,-0.00055762+0.00020541i,-0.0010366-1.3646e-05i
-0.00041568-0.0022505i,-0.00092103-0.0023529i,-0.0019223-0.0015807i,-0.00086381-0.00044966i,-0.00059604+0.00072055i,-0.00031799+0.00025699i,-0.00010868+0.00053836i,-0.00028055+0.00066145i,-0.00017244-0.0008745i,-0.0001429-0.0011923i,-0.00027472-0.00080804i,-0.00045288-0.00016889i,-5.1793e-05+0.0002483i,0.00098239+0.00072106i,0.0010915+0.00064558i,6.214e-05+0.00038767i,-0.00015787-0.00030445i,-0.00027122-0.00089979i,-0.00051575-0.0004882i,-0.00061701-0.00027785i,-0.00064627-2.0633e-05i,-0.00067703+0.00039589i,-0.00048262+0.00045343i
0.00042581+0.00086674i,0.00058075+0.00096559i,8.5824e-05+0.00088596i,0.00049764+0.00050134i,0.00029229+0.00051064i,-0.00016366+0.00035822i,0.00033881-0.00050505i,0.00036515-0.00041792i,-0.00030031+0.00020759i,0.00025835-0.00039839i,0.00099306-0.00080744i,0.00041941-0.00062354i,0.00053694-0.0010798i,0.00021466-0.0013339i,-0.00048241-0.00055216i,-0.00047925+0.00035431i,-0.00028485+0.00034385i,0.00033209-0.00026506i,-0.00023719-0.00077128i,-0.0010305-0.00052089i,-0.00049968-0.00036431i,0.00038543-0.00044072i,5.5928e-05-0.00061249i
0.0013154+0.00077407i,0.0011071+0.00077319i,0.00089367+0.00051359i,0.00068748-0.001166i,-3.605e-05-0.0018983i,-0.00075739-0.0014344i,-0.00038375-0.00089911i,5.2822e-05-0.00018816i,-1.6635e-05-2.5574e-05i,-4.8079e-05-0.00019361i,0.00024014-0.00022737i,0.00035508-0.00016271i,-0.00034529+0.00018261i,-0.0013449+4.92e-05i,-0.00087254-0.00046067i,-0.00012438-0.00018972i,0.00029583-0.00017554i,0.00011963-0.00053342i,-0.00030697-0.00071872i,-6.7341e-05-0.00065006i,-5.1041e-05-0.00044575i,-0.00080458-0.00075385i,-0.00092213-0.00070829i
-0.00068993-0.00060633i,0.00035643-0.00022775i,0.00055396-0.00012241i,-0.00046117-0.00012821i,-0.001319-0.00047832i,-0.00093373-0.00049192i,-7.6304e-05+0.00015669i,-0.00031466+0.00022153i,-0.00039758-0.00015323i,4.4706e-05-0.00034206i,0.00012147-0.00011059i,0.00032884-0.0003478i,0.00079308-0.0002857i,0.00048486-0.00015157i,-0.00010531+0.00017561i,-0.00011489+0.00050881i,-0.00083721+0.00027686i,-0.0008028-0.00025027i,1.4765e-05-0.0010047i,0.00056272-0.0008265i,0.00046943+1.3935e-06i,0.0003531-0.00012789i,0.00060181+0.0003689i
0.0018396-0.0010108i,0.0010996-0.0012895i,0.0011534-0.0013833i,0.0010242-0.001767i,-0.0002431-0.0019329i,-0.0011511-0.0013748i,-0.00071105-6.6768e-05i,0.00033719+2.6954e-05i,0.00084333-0.00078547i,0.00062077-0.00088687i,-0.00028386+0.00015431i,-0.00087545+0.00052011i,-2.0072e-05+0.00022223i,0.00022403+0.00056816i,-1.8438e-05+0.00036271i,0.0003465-7.7111e-06i,0.00034678+7.8809e-05i,-0.00025604+0.00042545i,-5.7089e-05+0.00085936i,0.00050541+0.00014861i,0.00036457-0.00053001i,0.00042202+0.00010285i,0.0003733+0.00033749i
-0.00071428+0.00035681i,-0.00022951+0.00090895i,2.1917e-05+0.0013329i,0.00056205+0.00062873i,0.00025813-2.1292e-05i,-0.00055437+0.00049996i,-0.00059002+0.00099016i,-0.00022042+0.0002228i,-0.00046129-0.0009861i,-0.00038239-0.0003586i,0.00013875+0.0005101i,0.00031625+0.00014296i,-3.7469e-05-0.00025755i,0.00058534-0.00078104i,0.00092087-0.0010794i,0.00077992-0.00034152i,0.00080554+0.00027899i,0.0002977+2.9599e-06i,-0.00032689-0.0002901i,-0.00032793+9.7473e-05i,0.00028371-0.00017481i,0.00041039-0.00093356i,0.00066752-0.0010129i
-0.00083782-1.1671e-05i,-0.00084061-0.0010654i,-7.4621e-05-0.00013692i,-0.00034675+0.00032889i,-0.00019657-2.733e-05i,-3.3338e-05-1.1922e-05i,6.1802e-05-7.4403e-05i,0.00065461-4.462e-05i,0.00037061+0.00033599i,0.00026141+0.0004191i,0.00040786+0.00018808i,0.00039393+0.00020942i,0.00040627-0.00012987i,0.00065363-0.0008323i,0.00035772-0.00063221i,4.6779e-05-0.00037565i,0.00021776-0.00024669i,0.00046607+7.8376e-05i,0.00036617+0.00029009i,2.7807e-06-0.00039707i,-0.00016567-0.00050276i,-0.00036065-0.00021175i,0.00014414-0.00070217i
-0.00027221-0.00054857i,-0.00043798-0.00022498i,-0.00075798+0.00043239i,-0.00051608+0.0010318i,-0.0012363+0.0011071i,-0.0013177+5.7033e-05i,-0.00042006-0.00085337i,-0.00016859-0.00068952i,-0.00071779-0.00081479i,-0.00084241-0.00091314i,0.00059945-0.00094441i,0.0011535-0.00038532i,2.4634e-05+0.0002349i,-0.00073736-1.9281e-05i,3.026e-05-0.0002451i,0.00074805-0.00013532i,0.00067816+0.00039132i,0.00023893+0.00060327i,-0.00031294+0.00061956i,-0.00051293+0.00079041i,-0.00052745+0.00026956i,5.7075e-05+0.00019089i,0.00016819+0.00078616i
0.00050341-0.00059881i,0.00070546-0.001092i,0.0010135-0.0015462i,0.00054651-0.0018439i,-0.00083091-0.0014174i,-0.0013023-0.0005275i,-0.0012656+0.00071821i,-0.001569+0.00044129i,-0.00095636+2.1938e-05i,-0.00052678-0.00057288i,-0.0007096-0.00087044i,-0.00063517-0.00053118i,-0.00045866-0.00016308i,-0.00058595+0.00029284i,-0.00057743+7.4729e-05i,-4.2734e-05-0.00047638i,0.00036128-0.00057559i,-0.00033791+0.00023872i,-0.00034499+0.00059028i,0.00075392-3.0245e-05i,0.00072771-0.00062065i,-9.0157e-05+0.00010605i,-0.0004027+0.00011384i
0.00041793+0.00026642i,0.00022189+0.00036253i,-0.00025561+0.00033273i,0.00039084-0.00052352i,0.0010825-0.00043112i,0.00043417-1.5565e-05i,0.00062016+0.00020302i,0.00091138+0.00057385i,0.00011673+0.00047151i,-0.00022703+0.00055593i,-0.00020971+0.00045149i,-7.9009e-05+0.00030742i,-7.8594e-05+0.00068572i,-0.00040764+0.00037251i,-0.00067993-0.00080661i,-0.00053664-0.00089204i,-0.00032444-0.00049048i,0.00011434-0.00040724i,0.00061493+1.3991e-05i,9.0427e-05-0.00016026i,-0.00053586-0.00030244i,-0.00051117+0.0012177i,-0.00053085+0.0016662i
0.00066274+0.00072707i,-6.6785e-06+0.00061178i,-4.6284e-05-0.0009499i,1.0555e-05-0.0019509i,-0.00087237-0.0011147i,-0.0010974-0.00060448i,-0.00043823-0.00086486i,-0.00032602-0.0010537i,0.00013865-0.001163i,0.00012106-0.0011024i,-0.00030201-0.00069203i,-7.942e-05-0.00021498i,-0.00041095-8.6607e-05i,-0.0009124-0.00015823i,-0.00053421-0.00067287i,-0.00023399-0.0012333i,-0.00027803-0.0011481i,-0.00019702-0.0002264i,5.2269e-05+0.00032106i,0.00028677-0.00014325i,0.00031551-0.00087331i,0.00062004-0.00063396i,0.00032678+0.00024437i
0.00033377-0.00076248i,-0.00031624-0.000841i,-0.00055261+1.1972e-05i,-0.0008532+0.00075924i,-0.0005998-0.00040393i,-0.00011285-0.00096515i,0.00041075-0.0004135i,0.00044203+1.6304e-05i,-5.3042e-05-0.00019832i,-0.00080663+0.00026426i,-0.00084511+0.00068404i,0.00031647+0.00042097i,-0.00022092+1.7549e-05i,-0.00091357-0.00055572i,-0.00052654-0.00034431i,-0.00063385+0.00013614i,2.7039e-05+0.00025823i,0.00067588+0.00022805i,0.00024782-0.00020343i,-0.00029516-9.0613e-05i,-0.00021934+0.00028717i,0.00032386-0.00011107i,0.00070387-0.0002256i
-0.0012345-0.00090402i,-0.00097344-0.0008212i,-0.0012165+0.00047678i,0.00020632+0.0020496i,0.0012702+0.0017993i,0.0011838+0.00049299i,0.00022021+0.00018019i,-0.00012127-7.0114e-05i,0.00047268+0.0001431i,-7.4213e-05+0.00040506i,-0.00049357+0.00022985i,-0.00015919+4.7608e-05i,9.6589e-05+3.5393e-06i,0.0010082-0.00017236i,0.00089023-0.00061822i,6.8834e-05-0.00065839i,0.00038853-0.00065106i,0.00022044-0.00078725i,6.8936e-05-0.00065764i,-6.7525e-05-0.0004892i,0.00035254-0.00039783i,0.0011969-0.00026041i,0.00058982-0.00029377i
-0.00014764-0.00012137i,-0.00090767+0.00024881i,-0.00046422+0.00063578i,0.00045168+0.0005372i,0.00049017-0.00052679i,8.5198e-05-0.0011574i,-0.00015614-0.00028626i,-0.0010292+0.00042798i,-0.00144-0.00011878i,-0.0010892-0.00089782i,-0.00045649-0.00093654i,-0.00045686-0.00057205i,-0.00046729+0.0001613i,-0.00048381+0.0010391i,-0.00020395+0.001185i,-0.00035523+0.0008246i,-0.00091059+0.0004123i,-0.00063474-0.00032265i,0.00015251-0.00041309i,0.00070341-0.0001736i,0.00058522-0.0007133i,-0.00032664-0.00095311i,-0.0008021-0.0011139i
0.0007967+0.0010307i,0.00062173+0.00054122i,0.0014683-0.00024128i,0.0018632-0.0011089i,0.00087742-0.001306i,0.00025164-0.00087813i,9.407e-05-0.00084653i,0.00024597-0.00096887i,0.00015438-0.00049613i,0.00085623-0.00071557i,0.00088047-0.00068121i,0.00017291-0.0001385i,-0.00010725+0.00049753i,-0.00021733+0.00063736i,-0.00016488+0.00056023i,-2.9622e-05+0.00044809i,-0.00020245-0.00023456i,-0.00019026-0.00023271i,-0.00011228+0.00047996i,0.00010389+0.0011272i,-0.00037694+0.0011521i,-0.00089487+0.00048519i,-0.00026602+0.00018374i
0.00062762+0.00085406i,0.0017587+0.0019076i,0.00056384+0.0015468i,-0.00050132-0.00037573i,0.00027077-0.0012418i,1.8635e-05-0.0010639i,-0.0001181-0.00093037i,0.00011808-0.00062408i,0.00042393+6.3358e-06i,0.00059339+4.3715e-05i,0.00033938-0.00047107i,-0.00024654-0.0011554i,-0.00026849-0.0011207i,0.00038408-0.00060074i,-9.8095e-05+6.1998e-05i,-0.00055491+0.00048208i,-0.00037255+0.00015637i,-0.00034963-0.00069524i,-0.0004638-0.00068771i,6.5689e-05-0.00043843i,0.0003528-0.00077325i,0.00023899-0.00051864i,0.00029984-0.00031033i
-9.6808e-05+0.00087582i,-0.00016506+0.0017622i,7.9906e-05+0.00099466i,0.00062428-0.00082988i,0.00085972-0.0022951i,-0.00010296-0.0022649i,-0.00074613-0.0007604i,-0.00014143+0.00017401i,0.00019505+0.00025145i,0.00012022-2.7478e-05i,-6.3679e-05-0.00033076i,-0.00010484-0.00062726i,-0.00045236-0.00053332i,-0.00091576-0.00013469i,-0.0006074-8.0893e-05i,-0.00045358-0.00091932i,0.00019803-0.0013119i,0.00085019-0.00059288i,0.0005334+0.00013616i,0.00040882+0.00055559i,0.00035577+0.0002225i,4.2075e-05-0.00011787i,9.3369e-05-0.00017287i
-0.0024143+0.00067836i,-0.0014822+0.0020682i,0.00038829+0.0031859i,0.0020469+0.0026317i,0.0022725+0.0010149i,0.00073864-0.00051666i,-0.00022243-0.00091457i,0.00019392-2.6706e-05i,0.000925+0.0010549i,0.00091319+0.00085298i,0.00070762+0.00030971i,0.00027419+0.00029267i,3.3894e-05+0.00014173i,-8.5629e-05+3.7102e-05i,-0.00065832+0.00017799i,-0.00092444-5.895e-06i,-0.00057123+3.7827e-05i,0.00010251+3.8292e-05i,0.00055712-0.00015583i,0.00060439+0.00017083i,0.00075767+0.00014873i,0.00098089-0.00017498i,0.00040348-0.00010775i
0.0027998-0.0011185i,0.0014054-0.0011937i,0.0004246-0.0027746i,0.00074708-0.0029868i,0.00022258-0.0021208i,-0.00064461-0.00059541i,-0.00093571+0.00051285i,0.0002664-5.6793e-05i,0.00092349-0.0011748i,5.0673e-05-0.0014499i,-0.00092495-0.0015861i,-0.0014873-0.0017482i,-0.00070859-0.00044265i,0.00021513+0.0006761i,0.00026418+0.00073307i,-0.00013429+0.00035917i,-0.00032704+4.2426e-05i,-0.00014084-0.00052038i,-0.00032808-0.00049185i,-0.0010145-5.4387e-05i,-0.0011597+0.00033281i,-0.0010824+0.00080345i,-0.00056674+0.00062159i
0.00019504-0.0007659i,0.00043518-0.0005516i,-0.0009709-0.00090345i,-0.001706-0.00074363i,-0.001853-0.00021586i,-0.001464-0.00015i,-0.00075744+0.00017682i,-0.00034663+0.00029113i,-0.00028965+0.00019264i,-0.00041807-0.00016524i,0.00029031-0.00032469i,0.00065281-0.00018724i,0.00041943-1.9896e-05i,0.00044516+0.00016538i,-9.9071e-05+2.8656e-05i,-0.0011954-0.00019994i,-0.0013632+9.6061e-05i,-0.00015221+0.00078537i,0.00032055+0.00021868i,-8.7148e-05-0.00040289i,-0.00016218-0.00018067i,-0.0002757+0.00016071i,-7.1594e-05-5.1582e-05i
-0.0013166+0.0015181i,-0.00081449+0.0018699i,0.00027942+0.0024596i,0.00097908+0.0015893i,0.0016577+0.00033721i,0.001812-0.00036704i,0.0013957-0.00042046i,0.0012144-0.00012294i,0.00091303-0.00034003i,0.00050589-0.00059086i,0.00054805-0.00028573i,0.0008394+0.00025548i,0.00052535+0.00022965i,0.00024077-1.5011e-05i,-0.00021561+7.1394e-05i,-0.00060278+5.6594e-05i,0.00021514-0.00033269i,0.00064931+3.3474e-05i,-9.5829e-07+0.0011738i,-0.00021052+0.00092157i,0.0003003-0.00037194i,0.00044885-0.00047478i,0.00047118+0.00018803i
0.0017598+0.00070998i,0.0017529+0.00054695i,0.0029813-0.00077523i,0.002052-0.0013901i,-5.1187e-05-0.0018662i,-0.0011033-0.00097837i,-0.00072429+0.0011475i,-0.00018258+0.00078019i,-0.00051859+0.00014218i,-0.001001+0.00052005i,-0.00064177-5.9372e-06i,-0.00095989+0.0002177i,-0.00084079+0.00079296i,-0.00043223+0.00054353i,-0.00068746+8.4802e-05i,-0.0007682-0.00013971i,-0.00027567+0.00028349i,-0.00029184+0.00066094i,0.00027389+0.00091089i,0.000808+0.001057i,0.00034834+0.0010303i,-0.00012497+0.00015947i,-6.1009e-05-0.00042453i
0.00034562-0.0010871i,0.0014765+0.00027581i,0.00091021-0.00037206i,-0.0001655-0.00076814i,-0.0007477-2.711e-05i,-0.00042303+0.00071256i,0.00053009+0.001064i,0.0006934+0.00078914i,0.00021473+0.00018239i,-0.00038207+0.0004952i,-0.0005133+0.00069217i,-3.1509e-05+0.00053123i,-0.00069432-1.6873e-05i,-0.00063244-0.00053524i,0.00029571-0.00025743i,0.00043967+6.1513e-05i,-0.00039879+0.00049406i,-0.00090338+6.1441e-05i,-0.00051968-0.001169i,1.6803e-05-0.0011057i,0.00043281-0.0003448i,0.00039852-0.00027407i,0.0003948-0.00030302i
-0.00056304-0.0010351i,3.9603e-05-0.00060052i,0.0013691+0.00090677i,0.0013041+0.00018424i,0.00045714-0.0016111i,-0.00011438-0.0015652i,0.00011338-0.00030058i,0.00014597+0.00017392i,-0.00034593+0.00037005i,-0.00094353-3.4566e-05i,-0.00075322-0.00041355i,-0.00025708-0.00018957i,0.00022582+1.1738e-05i,0.00065336+0.00016496i,0.00076518-2.6595e-05i,0.00083014-0.00016712i,0.00039622+0.00052845i,-0.00017346+0.0011239i,-0.0005498+0.00061693i,-0.00055368-9.3211e-05i,-0.00049287-0.00065495i,5.8833e-05-0.0007668i,0.00088406-0.00015318i
0.00056495+5.8619e-05i,0.00068086-0.000208i,0.00083117-0.00068087i,3.9989e-05-0.0014968i,-0.0014628-0.0010817i,-0.002016-0.00066939i,-0.0016239-0.00019913i,-0.00079965+0.00012332i,-0.00070391-0.00035115i,-0.00085418-0.0004451i,-0.00058984-0.00019516i,-0.00036258-0.00037205i,0.00041908-0.00020441i,8.8762e-05+0.00038011i,-0.00025729+0.00064254i,-0.00027116+0.00052735i,-0.0002321+0.00026522i,-0.000118-0.00025314i,9.4725e-05-0.00085906i,6.5273e-05-0.00024422i,-0.00020968+0.00034703i,-0.00022706+0.00040413i,-0.00022361+5.144e-05i
-0.00054866+0.00085378i,-0.00023036+0.001082i,0.0010744+0.0022421i,0.0018802+0.0020222i,0.0019442+0.00038871i,0.0010559-0.0005704i,0.0004775-0.00066907i,0.0002196-0.00026717i,0.00027144-0.00012007i,0.00082375-2.3426e-06i,0.00065984+0.00048016i,0.00051137-2.9835e-06i,0.00019511+0.00014204i,-0.00057603+0.00021572i,-0.00041541-0.00039232i,-2.5319e-05-0.00011608i,-0.00019745+0.00049718i,-0.00043767+0.00044145i,-5.0143e-05+0.00049971i,7.7003e-06+6.6251e-05i,0.00015645-0.00066713i,0.00012848-0.00023605i,4.9164e-05+0.00038839i
-0.001039-0.0011448i,-0.0012019-0.0011432i,-0.00064916-0.00069926i,-0.00049692-0.0003591i,-0.001091-0.00046188i,-0.0015223-0.001074i,-0.0014447-0.0009452i,-0.0011459-0.00079837i,-0.00036545-0.0010856i,0.00043932-0.00046179i,0.00030775-2.8601e-05i,0.00064193-2.745e-05i,0.00080246+0.00019945i,0.0008959-0.00023748i,0.00034967-0.00036972i,-0.00015548+0.00038575i,-0.00021672+0.00081077i,-0.00052494+0.0005486i,-0.00050059+0.00016781i,-0.00047105-0.00015654i,-0.00049955-0.00061498i,-0.00041768-0.00049699i,-0.0007896+0.00043694i
0.00086895-0.0018689i,0.001223-0.0018364i,0.00026236-0.00069874i,-0.0003939-0.00024991i,-0.00053284-4.1388e-05i,-0.00036076+0.00076669i,-0.00073805+0.0011236i,-0.00079177+0.00020493i,-0.00016945-0.00051014i,-0.00077219+2.8906e-05i,-0.0015233+0.00016977i,-0.00060504+0.00038834i,0.00019981+0.0009714i,-2.0458e-05+0.00072905i,-0.0001631+0.00044619i,0.00050477+0.00050573i,0.00074698+0.00089611i,0.00039164+0.00045769i,0.00088986-1.3678e-05i,0.000478+7.7444e-05i,0.00056973-0.0005242i,0.0010896-0.0010936i,0.00081908-0.0013246i
0.0013935+0.00016893i,0.0013172-0.00037363i,0.00072468-0.0021314i,0.00039082-0.0031642i,-0.00042856-0.0032505i,-0.0014857-0.0030181i,-0.0013196-0.0017558i,-0.00043953-0.0001134i,0.00021456+0.00033573i,-0.00024662-1.2435e-05i,-0.00055067-6.4902e-05i,-0.00020355+3.7246e-07i,-5.6016e-05+0.00031741i,-5.7417e-05+0.00048482i,-9.8029e-05+2.3326e-05i,-0.00041452-9.4145e-05i,-0.00049706-0.00040347i,-0.00029815-0.001461i,0.00014788-0.0014326i,0.00057962-0.00065454i,0.00048428-0.00043068i,-6.7639e-05-0.00045041i,-0.00029702-0.00040629i
-0.0010538+0.00039619i,-0.00045657+0.001455i,-0.00014703+0.0026044i,9.949e-05+0.0023388i,0.00019758+0.00048426i,-0.00023803-0.00092388i,-0.00041809-0.00069195i,1.9123e-05-0.00021784i,0.00018391+0.00015089i,-0.00037822+0.00073089i,-0.0001993+0.00053258i,0.00055533+0.00037856i,0.0005861+7.0658e-05i,0.00034235-0.00096304i,0.00019769-0.0013564i,0.00010758-0.0003985i,-6.1867e-05-0.000606i,-0.00019952-0.0010825i,0.00024717-0.00037874i,0.00025648-0.0002481i,-0.00043972+0.00037264i,-0.0011129+0.00091559i,-0.0013156+0.00023503i
0.00021199+0.0009031i,-0.00019352+0.00054697i,0.00083644+0.00059346i,0.0018935-0.00016741i,0.001518-0.0011196i,0.0011779-0.00038426i,0.00044625+6.7263e-05i,-0.00019653-0.00010442i,-3.8467e-05-0.00027142i,0.00012991-0.00057999i,-0.00010588-0.00070585i,-0.00012533-0.00050799i,-0.00081519-0.00012032i,-0.0011335+1.2331e-05i,-0.00051887+0.00038587i,0.00014696+0.00042872i,0.00048507+0.00028874i,0.00036417+0.00037875i,0.00066384+2.5699e-05i,0.0010192-8.1095e-05i,0.0012194+0.00010047i,0.00039776+0.0003576i,-0.00046745+0.00044508i
0.0001311+0.00066311i,0.00044781+0.0011548i,0.0004719+0.00054079i,-0.00010082+0.0001553i,-0.00094125-0.00080587i,-0.0011684-0.0012977i,-0.00062618-0.00045612i,6.649e-05+0.00023563i,-0.00038893+0.0004124i,-0.00045663-0.00015792i,0.00068793-0.00036375i,0.00093751-0.00040408i,0.00039956+1.1913e-05i,-3.9573e-05+0.00017477i,0.00039203-0.00029556i,0.00071621+0.0003482i,0.00021266+0.00016684i,-0.00024147-0.00026513i,-0.00016783+8.3588e-05i,-6.4682e-05+0.00032334i,-9.7985e-05+7.4666e-05i,8.801e-05-0.00035944i,0.00051418-0.00019109i
-0.0001731+0.00074083i,0.00062608+0.00095226i,0.0024612+0.0017522i,0.0023045+0.0013236i,0.001079-0.00069262i,0.0003646-0.0018255i,0.00039938-0.00073179i,1.7031e-05+0.00032765i,4.5403e-05+0.00059748i,0.00053332+0.00031656i,-0.00025907+5.4032e-05i,-0.00081387+0.00024333i,-0.0005312+0.0006908i,-0.000324+0.00068637i,-0.00027268+0.0007544i,-0.00022526+0.0003259i,0.00060126+0.00032536i,0.00076549+0.00084436i,0.00036207+0.00059705i,0.00035369+0.00093846i,0.0003223+0.0014407i,1.3865e-05+0.00091439i,-0.00052032+0.00041615i
-0.0027509-0.00028223i,-0.0021043+0.00012857i,-0.0014827+0.0011275i,-0.00086753+0.00091057i,-0.00013594-0.0005422i,0.00012994-0.0020089i,-0.00040767-0.001676i,-0.0012485-0.00048339i,-0.001011-0.00060385i,-0.00022547-0.00055016i,-0.00018349+9.8189e-05i,-0.00036632+0.0001381i,-0.00046736-0.00065893i,-0.00061999-0.0012007i,-0.0002533-0.0010929i,-0.00025668-0.0004817i,-0.0007379+0.00065519i,-0.00068837+0.0011537i,-0.00043012+0.0010505i,0.00013133+0.00054083i,0.00082518+0.0003258i,0.00024975+0.00042143i,0.00037456+0.00011178i
