-0.0031207+0.00060564i,-0.0017855+0.00018939i,-0.0019758+0.00051032i,-0.0022994+0.0010113i,-0.0026108+0.0011773i,-0.0021505+0.0022409i,-0.001639+0.0014657i,-0.0012323+0.00081139i,0.00014889+0.00098712i,0.00091908+0.00057426i,0.0006059+0.00034839i,0.00079743+0.00040828i,0.00029781+6.2337e-05i,-0.00050147-0.00072696i,-8.2617e-05-0.00045323i,0.00038229+0.00016228i,-0.00016499-2.6888e-05i,-0.00080544-3.3869e-05i,-0.0005721-1.8802e-05i,0.00020365-0.0011152i,0.00045799-0.0011374i,-1.2646e-05-0.0001884i,8.4226e-05-0.00026382i
0.0017138-0.00127i,0.00081409-0.00095761i,0.0010772-0.001257i,0.00056944-0.001997i,-0.0016154-0.0030663i,-0.0028054-0.0044685i,-0.001411-0.0049761i,0.001385-0.0035605i,0.0037687-0.0011802i,0.0040809+0.0003115i,0.002737-9.0076e-05i,0.00060859-0.00054484i,-0.00072882+0.00016375i,-0.00049286+6.067e-05i,-0.0011941-0.0010394i,-0.0014652-0.0010103i,-0.00056833-0.00016932i,-0.00011653-0.00017591i,-0.00010475-0.00068307i,0.00017275-0.00095585i,0.00058935-0.00090256i,0.0011617-0.00043861i,0.001004+6.3163e-05i
-0.00071299+0.0036298i,0.00062788+0.0041077i,0.0015385+0.0033359i,0.001314+5.8909e-05i,-3.921e-05-0.0036945i,-0.0016325-0.0057383i,-0.00054527-0.0070787i,0.0016568-0.010177i,0.0031742-0.010755i,0.0030103-0.0074764i,0.0014965-0.004455i,-0.00025176-0.0013938i,-0.0022163+8.1373e-05i,-0.0044439-2.2924e-05i,-0.0048543+0.00064622i,-0.0035503+0.0020279i,-0.0027365+0.0019198i,-0.0022403+0.00085599i,-0.0019846-0.00025224i,-0.0019424-0.0010912i,-0.0008798-0.0010769i,0.00047488-0.0010935i,0.001228-0.0019155i
0.00027845-0.0017622i,0.00041036-0.0028777i,0.0011994-0.0025806i,0.0020004+0.0011214i,0.001677+0.00437i,0.0010553+0.0058105i,-0.00039879+0.0041598i,-0.0020665+0.00085841i,-0.002667-0.0021201i,-0.0022243-0.0031616i,-0.001725-0.0022295i,-0.00078685-8.3719e-05i,0.00022797+0.00069373i,6.0344e-05+0.00014392i,-0.00061186+0.00043748i,2.2419e-05+0.00085717i,0.0011969+0.00075056i,0.0012421+0.00065103i,0.00028573+0.00069294i,-0.00066933+0.00013563i,-0.0009445-0.0011245i,-0.00053689-0.0014919i,-0.00069571-0.0010607i
-0.00057272-0.0004589i,0.00053313+0.0012444i,0.0021077+0.0023255i,0.0033146+0.0016696i,0.0019118+0.001098i,-0.0027631+0.0019284i,-0.0073126+0.0035403i,-0.010298+0.0046888i,-0.010644+0.0057728i,-0.0077321+0.0058296i,-0.002802+0.0031326i,0.00057998-0.0001067i,0.0023801-0.0016624i,0.0029346-0.0012724i,0.0029344-0.00071292i,0.0027395-0.00072236i,0.0018261-0.0013774i,0.001034-0.00099259i,0.00056947-4.7307e-05i,0.00049207+4.8544e-06i,0.0007732+0.00033831i,0.00034508+0.00022613i,-0.001062-0.00010352i
0.00031413+5.5462e-05i,-0.00036008-0.00066476i,-0.00040183-0.0023928i,-0.0022854-0.004217i,-0.0038798-0.0057597i,-0.0018077-0.0046888i,0.00096678-0.0013901i,0.00068156+0.0017361i,-0.001325+0.0046597i,-0.00083366+0.0058309i,0.0010509+0.0029904i,9.4622e-05-0.00019253i,-0.0016081-0.00025308i,-0.001574+7.0449e-05i,-0.00040342-4.4896e-07i,0.00023541-0.00060132i,0.00033767-0.00085685i,0.00060842+0.00023529i,0.00064233+0.0004498i,0.0010795-0.00070649i,0.0007344-0.0011352i,0.00073271-0.00047209i,0.00058932-0.00025456i
0.0010509-0.00084604i,0.00236+8.776e-05i,0.0043638-3.3104e-05i,0.0059485-0.0010008i,0.0060296-0.0015431i,0.0057672-0.0004508i,0.00798+0.0022729i,0.011711+0.0049727i,0.012945+0.0052027i,0.010268+0.0029312i,0.0048832-0.00047814i,-0.00024635-0.0022251i,-0.0026184-0.0012716i,-0.0033565-0.0010631i,-0.0030538-0.0024049i,-0.0031317-0.002587i,-0.0037827-0.0013491i,-0.0030555-0.00082114i,-0.002569-0.00056408i,-0.001782-0.00048771i,-0.00041666+0.00018814i,0.00068105+0.00095034i,0.0015151+0.00066986i
0.0011938-0.00035678i,0.00018519-0.0010737i,-0.00020267-0.00042214i,-0.0016199+0.0013919i,-0.0039538+0.0030054i,-0.0044735+0.0031891i,-0.0013681+0.0012515i,0.003451-0.00056545i,0.0069099-0.00085107i,0.0073886-0.0012643i,0.0040634-0.0015696i,0.00041952+0.00027475i,-2.9276e-05+0.002107i,0.00090811+0.0021249i,-0.00031049+0.00045373i,-0.0023945-0.0012221i,-0.0021114-0.00096997i,-0.00076538-0.00069737i,-0.0005671-0.0011649i,-0.0010042-0.00097271i,-0.0011458-0.00049925i,-0.00047759+0.00023971i,-0.00030393+0.0006401i
-0.00054913+0.0042376i,0.00098654+0.0040249i,0.0019608+0.0032983i,0.0023197+0.0010381i,0.00075457-0.0027603i,-0.0022554-0.0071104i,-0.0030663-0.010649i,-0.0043846-0.013037i,-0.0057473-0.011703i,-0.0041999-0.0067189i,-0.0015673-0.0017306i,0.00035647+0.0016546i,0.0011311+0.0031322i,0.00057787+0.0025839i,0.00060705+0.0026601i,0.0011057+0.003414i,0.0013954+0.0031187i,0.0014287+0.001481i,0.0006063-0.00052585i,-0.00034976-0.00063595i,-0.00084041+0.00033351i,-0.00095821-0.00014824i,-0.0011738-0.0015348i
0.0012147+0.0015347i,0.0029106+0.0014495i,0.0051585+0.00054602i,0.0054355-0.0025379i,0.0040184-0.005942i,0.0029819-0.0049813i,0.0016152-0.0031076i,0.00026233-0.0037927i,-0.0029913-0.0042303i,-0.0054317-0.0026671i,-0.002958-0.00087447i,0.00031397-0.00081337i,0.00052471-0.0018248i,-0.0010394-0.0016089i,-0.0010897-0.00060338i,-0.00046274+0.00051993i,-0.00037609+0.0017264i,-0.00066867+0.0017379i,-0.00060956+0.0011323i,-0.00011299+0.00092914i,0.0002017+0.00061943i,0.00037999+0.00024448i,-9.1432e-05-0.00013617i
0.0011245+0.0032786i,0.0027635+0.0025053i,0.0044539+0.001571i,0.0052176+0.0017528i,0.0046241+0.0043273i,0.0013185+0.0057401i,-0.0033303+0.0077074i,-0.0073523+0.011567i,-0.0069512+0.013323i,-0.0022047+0.010523i,0.0015358+0.0043155i,0.0016651-0.0011622i,0.0003609-0.0036788i,7.9707e-05-0.0042983i,0.00013431-0.0040351i,0.00036708-0.0033083i,-0.00047923-0.003093i,-0.00098604-0.0022304i,-0.0011293-0.00061176i,-0.00060052+7.9416e-05i,0.00029325-0.00062422i,0.00021807-0.0011115i,0.00038416+6.952e-05i
0.0010778-0.0018225i,9.6562e-05-0.001598i,-0.0011234+6.6305e-05i,-0.0027144+0.0014189i,-0.0053384+0.00056472i,-0.0051606+0.00077957i,-0.002189+0.0015913i,-0.001586+0.0039157i,-0.0013052+0.0073794i,0.0010882+0.0084356i,0.0014881+0.004737i,-0.0009617+0.0010047i,-0.002571+0.00085293i,-0.0016175+0.0021993i,0.00022635+0.0012275i,0.00060633-0.00050697i,0.00028739-0.00056311i,0.00087083-0.00072048i,0.001419-0.0011442i,0.0010361-0.0012452i,-0.00011765-0.00097605i,-0.00037464-0.00090208i,-0.00010079-0.00031992i
-0.0010478+0.001057i,0.0003751+0.00018509i,0.0012352-0.0014657i,0.00087668-0.0050414i,0.0014098-0.0073691i,0.003424-0.0067429i,0.0068114-0.0049607i,0.0098024-0.0030794i,0.0099693-0.0021946i,0.0071659-0.0018902i,0.0031737-0.00085075i,-0.0012377+0.0012455i,-0.003452+0.0031568i,-0.0039239+0.0037957i,-0.0037108+0.0027976i,-0.0031909+0.0016919i,-0.002387+0.0014532i,-0.00085459+0.00066773i,0.00075901-0.00060195i,0.00099793-0.0011803i,0.00078169-0.001434i,0.0011063-0.0022504i,0.0014244-0.0025099i
0.00065817-0.0005392i,-3.4e-06-0.0011737i,0.0011765-0.00091676i,0.0032089+0.0014178i,0.0038206+0.0032129i,0.0041523+0.0043492i,0.0047568+0.0045953i,0.006209+0.0026833i,0.0082272-0.00069483i,0.0072706-0.003948i,0.0033468-0.0035003i,0.00091959+0.00023419i,0.0020604+0.0012423i,0.0022618-0.00065455i,0.00015291-0.0015124i,-0.0019212-0.00035066i,-0.0029629+0.00027881i,-0.0027188-0.00040033i,-0.0016478-0.00030494i,-0.0014966+0.00041984i,-0.00075945+0.00018032i,0.00092944-0.00031315i,0.0013648-0.00077676i
-0.00037321+0.0010301i,-0.00097058+0.00083144i,-1.8592e-05+0.00069925i,-7.8761e-05+0.0018399i,-0.0016451+0.0028303i,-0.0040278+0.00053429i,-0.0056745-0.0041978i,-0.0068558-0.0072704i,-0.0076569-0.0057099i,-0.0059754-0.0027356i,-0.0017747+0.00024987i,0.0021632+0.0021241i,0.0032826+0.0009216i,0.0027808-0.00066445i,0.0026598-0.00017528i,0.0024863+0.00047174i,0.0015964-0.00029129i,0.00017197-0.0014781i,-0.00092058-0.0021166i,-0.0016997-0.0015164i,-0.001689-0.00056738i,-0.0016819-0.00010829i,-0.0019873+0.00012315i
0.0018986-0.00044894i,0.0015663-0.00019044i,0.0011224-0.0015887i,-0.0012698-0.0039256i,-0.0048655-0.0064206i,-0.0048269-0.0074502i,-0.001972-0.0074921i,-0.0027628-0.0090027i,-0.0067176-0.007369i,-0.0075497-0.0013054i,-0.0035587+0.0012674i,0.0004437-0.0010145i,-0.00041369-0.0026283i,-0.0018668-0.0017083i,-0.00095227-0.00017329i,0.00077216+0.00013551i,0.0013697+0.00071751i,0.0011545+0.0017182i,0.0013402+0.0012003i,0.00088762-0.00076235i,0.00029592-0.0018489i,6.6015e-05-0.00093652i,-0.00063382-0.00038838i
-0.00019229-0.00022957i,0.00027772-0.0011103i,0.0020443-0.0012167i,0.0052089-0.0022324i,0.0066788-0.0030151i,0.0039263-0.0010599i,0.00080182+0.0038042i,-0.0011421+0.0076313i,-0.0010602+0.0084531i,0.0014531+0.0067632i,0.0026389+0.0016105i,7.4655e-06-0.0033614i,-0.0024849-0.0046763i,-0.0023122-0.0033338i,-0.00098646-0.0013951i,-0.00075627-0.00057556i,-0.0016138+0.00067882i,-0.0015536+0.0018497i,-0.00047862+0.0020469i,0.00043568+0.0022082i,0.0011587+0.0016471i,0.0017807+0.00069192i,0.0020226+0.0006932i
0.00082453-0.00085373i,0.00083186+9.6675e-05i,0.0020424+0.0022766i,0.0021457+0.004809i,-0.00036754+0.0073316i,-0.0034338+0.0075042i,-0.0045229+0.0064223i,-0.0038283+0.0090612i,-0.00020118+0.01141i,0.0044757+0.0092663i,0.004091+0.0036021i,0.00029439+0.00048883i,-0.0016192+0.002764i,-0.00079202+0.0040407i,0.00061291+0.0021889i,0.00013515+9.3421e-05i,-0.0014344-0.0012239i,-0.0017286-0.001575i,-0.0016585-0.0012966i,-0.0012169-0.0013109i,-0.00094234-0.0003486i,-0.00049975-0.00049506i,0.00048287-0.0016348i
-0.00070343+0.00056125i,-0.00042739+0.00053651i,0.00030597+0.0013393i,-0.00041997+0.00011196i,-0.0030017-0.002483i,-0.0029498-0.003481i,0.0016873-0.0028383i,0.0048203-0.0025637i,0.004864-0.0028251i,0.0038384-0.0023376i,0.00081252-0.0013209i,-0.0019019+0.0018248i,-0.0023055+0.0042523i,-0.0019348+0.0033116i,-0.0014726+0.0012411i,-0.00088208-0.00053293i,0.00025452-0.0021057i,0.0017607-0.0026965i,0.0019102-0.0035384i,0.00065288-0.0044041i,-0.00028917-0.0038533i,-0.00070815-0.0026061i,-0.00084637-0.0022422i
-0.00080609-0.0019169i,-0.00090762-0.0022189i,-0.0011457-0.0037414i,0.00089572-0.0062229i,0.0036241-0.00736i,0.006252-0.0047919i,0.01034-0.0018785i,0.013124-0.001812i,0.010021-0.0040388i,0.0040409-0.0059623i,0.00018682-0.0040243i,0.0011492-0.00080869i,0.0021254-0.00015018i,0.00088721-0.001222i,0.00020687-0.0017382i,0.00015792-0.00016743i,0.00015418+0.0012586i,0.00011589+0.00029705i,0.00033766-0.00035763i,6.7048e-05+0.00022829i,2.7926e-05+0.0012262i,0.00022466+0.00098676i,-0.00022648-0.00013718i
0.0013875-0.00062732i,0.0016353+0.0015477i,0.0034603+0.0036761i,0.0055698+0.0054865i,0.0059904+0.0061608i,0.0028058+0.0042366i,-0.0017182+0.0006183i,-0.0036264-0.0016101i,-0.0029662-0.00085914i,-0.0015646+0.00015141i,0.00086572+0.00075386i,0.0038836+0.00098114i,0.0037766-0.0002721i,0.00084046-0.00093552i,-0.00098532-0.00030975i,-0.0010889-0.00030798i,-0.0017143-0.00031011i,-0.0036605+0.00023475i,-0.0046474+0.0012399i,-0.0038054+0.0017232i,-0.002121+0.0011632i,-0.00096382+0.00075266i,-0.00082556+0.0011211i
0.0010778-0.0011579i,8.6448e-05-0.0013343i,-0.002251-0.0013578i,-0.007165+0.00051407i,-0.011929+0.00088957i,-0.011297-0.0011854i,-0.008018-0.0053419i,-0.0079385-0.0083944i,-0.0089137-0.0050054i,-0.0063693+0.00096938i,-0.0013867+0.0018954i,0.00036471-0.00061219i,-0.0015397-0.001337i,-0.0026768-0.00089784i,-0.0013435-0.0014464i,-0.00092859-0.0019401i,-0.001121-0.00245i,-0.00045128-0.0028276i,-0.00034493-0.0018511i,-0.0011023-0.0012631i,-0.00048691-0.0012604i,0.00019891-0.0005597i,3.514e-05+0.00050594i
0.00048692+0.0020226i,0.00093874+0.0014037i,0.0018199-1.4774e-05i,0.0025358-0.0038609i,0.0020108-0.0079131i,0.0012867-0.0073849i,0.0011224-0.0038607i,0.00016326-0.0025388i,-7.3738e-06-0.0018837i,0.0019299+2.373e-05i,0.002379-0.00046513i,0.00034407-0.004659i,-0.0013011-0.0050115i,-0.00064257-0.0018863i,0.00076841-0.00086004i,0.0010672+0.00013695i,0.00052163+0.0019511i,0.0013717+0.0024817i,0.0031976+0.0015403i,0.0026173-0.00022455i,0.0012791-0.0006553i,0.00093764-0.00088901i,0.0018866-0.0013838i
0.0011795-0.0019335i,0.0027362-0.0017069i,0.0046022-0.0015504i,0.0069393-0.0015631i,0.0082684+0.00047777i,0.0047115+0.0049058i,-0.0017658+0.0093816i,-0.0037579+0.012186i,-0.00027937+0.010397i,0.0038607+0.0041752i,0.0037132-0.0004328i,0.0010875-0.00034305i,7.2191e-05+0.0016119i,-0.00061233+0.0015949i,-0.00099325+0.00072629i,-0.0010388+0.0016786i,-0.0011245+0.0032367i,-0.00041668+0.0024611i,8.8839e-05+0.00072379i,-0.00053517-0.0004901i,-0.00063486-0.00055239i,0.00012558-0.00013022i,0.00043907-0.00054482i
-0.00023736+0.00099492i,0.0003905+0.0023327i,0.00030497+0.0046584i,-0.00028381+0.0080348i,-0.0012594+0.010111i,-0.0017113+0.0078211i,-0.00058548+0.0054441i,-0.00089743+0.0058109i,-0.0027265+0.0060268i,-0.0023346+0.0029936i,-0.0021027+0.00054562i,-0.0035387+0.0020874i,-0.0039483+0.003493i,-0.0032814+0.0017398i,-0.0015194-0.00045125i,-0.00028257-0.0010806i,0.00017076-0.0018805i,-0.00025516-0.003001i,-0.0016835-0.0033131i,-0.0019207-0.0026998i,-0.00061465-0.0011717i,-6.5686e-05-0.00036989i,-0.00079425-0.00031869i
-0.0007103-0.0014548i,-0.0018155-0.0016495i,-0.0041544-0.0033175i,-0.0069383-0.0074929i,-0.0074061-0.0094437i,-0.0020708-0.0068196i,0.0065931-0.0043579i,0.011587-0.0043317i,0.0079308-0.0040969i,0.001163-0.0022639i,-0.00070185-0.00037786i,0.00039637+0.00088158i,0.00064679+0.00049795i,0.00018536-0.00063218i,-0.00019213-0.0010362i,6.07e-05-0.0019009i,0.00081971-0.0026344i,0.0012676-0.0029264i,0.001739-0.0021541i,0.001746-0.0010654i,0.00055099-0.0011402i,-0.00053381-0.00095993i,-0.0011028-0.00074465i
-0.0016918+0.00083898i,-0.00039025+0.0015162i,0.0038874+0.0016523i,0.0091397-0.00081932i,0.01076-0.003373i,0.0081365-0.0047334i,0.0070794-0.0049278i,0.0092481-0.0049882i,0.010032-0.0025209i,0.0063363+0.0022241i,0.0040382+0.003431i,0.0050541+0.0013097i,0.0043813-0.00018216i,0.0016152+0.00044236i,-0.00073687+0.001256i,-0.002062+0.00086479i,-0.002752+0.00061615i,-0.0023783+0.0013822i,-0.00098851+0.0024458i,0.00037476+0.0015226i,0.00033228-9.4656e-05i,-0.00060601+3.2728e-05i,-0.00088378+0.00054382i
8.4707e-05+0.00053276i,0.0002635+0.00090846i,-0.00046395+0.0038458i,-0.00072365+0.0077907i,-0.00091113+0.0089487i,-0.0030685+0.0050327i,-0.0071172-0.0021018i,-0.0096867-0.0063367i,-0.0069232-0.0046522i,-0.0013798-0.00024269i,0.0020161+0.0010663i,0.0022687-0.00078493i,0.0012267-0.0014621i,0.00075415-0.0013635i,-0.0006211-0.0019128i,-0.0028551-0.00089676i,-0.0040865+0.0012659i,-0.003982+0.0017528i,-0.003007+0.00090313i,-0.0022986+0.0001414i,-0.0013999-0.00027109i,0.00013371+0.00047551i,0.00088247+0.00061596i
0.0011622-0.00013142i,0.0011705-0.00034174i,-0.00034779-0.0012839i,-0.0054107-0.001833i,-0.010356-0.0024555i,-0.0099581-0.0026406i,-0.0090619-0.0035207i,-0.0115-0.0073394i,-0.012452-0.0081513i,-0.0068032-0.0051147i,-0.0016665-0.0042466i,-0.0028327-0.0054335i,-0.0041328-0.0047021i,-0.0021221-0.0026315i,-0.00027892-0.00027559i,-0.00025335+0.0020596i,0.00029257+0.0020842i,0.00041233+0.00026861i,0.00028279-0.0018007i,0.00040365-0.0026247i,-1.5541e-05-0.0016408i,0.00010649-0.00073325i,0.00025705-0.00048192i
0.0036172-0.0027606i,0.0035076-0.0042399i,0.004264-0.0085003i,0.0052284-0.012953i,0.0024159-0.013054i,-0.00105-0.0059007i,-0.0019155+0.0042381i,-0.0016716+0.0099711i,-0.00093298+0.0083466i,-0.0012763+0.003137i,-0.0018659-0.00050835i,-0.0022339-0.00079089i,-0.0025005+0.00040038i,-0.0025856+0.0011165i,-0.0022333+0.0013644i,-0.00063758+0.00075627i,0.0012454-0.00076846i,0.0018498-0.0014268i,0.0014711-0.00090736i,0.00073821-0.00099304i,0.0012181-0.00089501i,0.0015016-0.00070167i,6.8863e-05-0.00039094i
-0.0015448+0.00034508i,-0.0010362+0.0016941i,0.0015204+0.0049247i,0.0042648+0.0071894i,0.0061121+0.0071323i,0.0064458+0.0071334i,0.0057174+0.010806i,0.0049483+0.017129i,0.0038335+0.019189i,0.0010736+0.013463i,-0.0011148+0.0080435i,-0.0014809+0.0075264i,-0.0013738+0.0061492i,-0.0017028+0.0028209i,-0.0011276+0.00043996i,0.00028019-0.0014218i,0.00074973-0.0023637i,-4.6523e-05-0.0012453i,-0.0010066+0.00053153i,-0.00027334+0.00055672i,0.00072041-0.00019661i,0.00055033-0.0010875i,-0.00048321-0.00091951i
8.4591e-05-0.00062269i,-0.0012397-3.3145e-05i,-0.0039158+0.0022716i,-0.0070254+0.0049127i,-0.0084558+0.005567i,-0.0052742+0.0035235i,0.0023344-0.00075135i,0.0084084-0.0032202i,0.0098967-0.00044066i,0.0084705+0.0036296i,0.0053709+0.0045366i,0.002478+0.0038065i,0.00070318+0.0042643i,4.067e-05+0.0045259i,-0.00032296+0.0027367i,-0.0016659+0.00023307i,-0.0023303-0.00077023i,-0.0023132-0.0011904i,-0.0025488-0.0014379i,-0.0021095-0.00073223i,-0.0020169+0.00031642i,-0.00092936+0.00069702i,0.00016126+0.0013759i
0.0013104+0.0017388i,0.0026128+0.00035522i,0.003429-0.0021236i,0.0023385-0.0067162i,0.00021156-0.010802i,0.00048858-0.010012i,0.0057812-0.0090694i,0.012606-0.013694i,0.013911-0.015827i,0.011089-0.010558i,0.0085372-0.0052017i,0.0067187-0.0046583i,0.004323-0.0045731i,0.0010617-0.0023689i,-0.0011889-0.00059366i,-0.0030855+0.00035008i,-0.0037043+0.00030338i,-0.0017971-0.00042514i,0.0001117-0.00094699i,0.00014433-0.0019341i,-0.00081192-0.0014226i,-0.00083818-0.00042571i,-0.00058542-0.00069528i
-0.00037615-0.0012379i,0.0010619-0.00071033i,0.0036916+0.00058283i,0.0094574+0.00093306i,0.012853+0.00013821i,0.0088685-0.0023934i,0.0017356-0.0055067i,-0.0039243-0.0072479i,-0.0060291-0.0085072i,-0.0045142-0.008432i,-0.0013964-0.0064318i,0.00038516-0.0045233i,0.0014257-0.004436i,0.0023675-0.0046776i,0.0023071-0.0033941i,0.0022673-0.0018937i,0.0019043-0.00048288i,0.0015637+0.00027094i,0.0012659+0.00029779i,0.00083174+0.00068008i,0.001107+0.0011007i,0.00031524+0.00090279i,-0.0001395-0.00052732i
-4.174e-05-0.00065009i,-0.0005975+0.00064559i,-0.0015085+0.0036102i,-0.0039653+0.0074747i,-0.0059614+0.0090415i,-0.0058065+0.0052765i,-0.010158+0.00053304i,-0.019546-0.00032843i,-0.023592+0.0027276i,-0.017366+0.0026702i,-0.010296-0.0015609i,-0.0081036-0.0028033i,-0.005785-0.00040097i,-0.0027624+0.0011467i,-0.00053836+0.0008554i,0.0021136+0.0008105i,0.0027609+0.0015029i,0.0014813+0.0011946i,0.00045332+0.00017606i,-8.5147e-05-0.00015195i,0.00042241+6.9777e-05i,0.00050618-0.0008414i,-0.0001292-0.0018461i
0.00076399-0.00093557i,-0.00031273-0.0023157i,-0.0034172-0.0052398i,-0.0082732-0.0096233i,-0.012252-0.00939i,-0.012326-0.0032156i,-0.0086084+0.0047511i,-0.0057636+0.0091707i,-0.0042601+0.011096i,-0.0034041+0.012237i,-0.0029927+0.0090344i,-0.0026379+0.0041347i,-0.0041857+0.00062975i,-0.0066143-0.00082437i,-0.0072677-0.0010278i,-0.0057675-0.0020874i,-0.0043406-0.001815i,-0.0036862-0.00081705i,-0.0025776-0.0010388i,-0.0017009-0.0009693i,-0.0012315-0.0011371i,0.0003768-0.00081848i,0.0015441-0.00020829i
-0.00046405-0.00028885i,0.0010999+0.00059795i,0.0052158+0.0010209i,0.0090923-0.0010357i,0.010267-0.0031597i,0.0080087-0.0011585i,0.0088909+0.0051608i,0.015015+0.011097i,0.019463+0.012319i,0.016999+0.010917i,0.011657+0.0094318i,0.0076567+0.0056802i,0.0053076+0.00049015i,0.002661-0.0016524i,-0.00027182-0.0023314i,-0.0025675-0.0036088i,-0.0030601-0.0042197i,-0.0010606-0.0036112i,0.00072366-0.0029145i,0.0007952-0.0029914i,0.00014391-0.0030585i,-0.00062087-0.0017629i,-0.00051273+0.00014019i
0.0027573-0.0011067i,0.0019243+0.00036162i,0.00085681+0.003688i,0.0010711+0.0097104i,0.0030629+0.012323i,0.0058395+0.0082164i,0.0085457+0.0029032i,0.011668-0.00088978i,0.014255-0.0039652i,0.01413-0.0063822i,0.010649-0.0059596i,0.0055497-0.0023276i,0.0031394+0.0013783i,0.0033754+0.0038973i,0.0031733+0.0039552i,0.0024346+0.0038723i,0.0016534+0.0044615i,0.0011753+0.0037652i,5.9594e-05+0.0023472i,-0.00015378+0.0008946i,0.00034877+3.3083e-05i,-0.0001892-0.00096896i,-0.00087465-0.0015272i
-0.0037128+0.0012898i,-0.0036609+0.0024337i,-0.0055285+0.0013302i,-0.0088175-0.0013317i,-0.01015-0.0024356i,-0.0054639-0.0030543i,0.00051873-0.0083143i,-0.0011324-0.017464i,-0.0072183-0.020385i,-0.0068305-0.015131i,-0.0018488-0.010986i,-0.0020731-0.0094371i,-0.0051636-0.0062001i,-0.0049711-0.0028759i,-0.0033351+0.00010652i,-0.0023748+0.0032883i,-0.002203+0.0049501i,-0.0021797+0.0041943i,-0.0017135+0.0020956i,-0.0018222+0.0010726i,-0.0015871+0.0011075i,0.00037206+0.00043947i,0.0017198-0.00096717i
0.0041632-0.0024902i,0.003414-0.0041338i,0.0055353-0.007668i,0.0077417-0.013318i,0.0048788-0.016872i,-0.001667-0.01396i,-0.0058349-0.0092494i,-0.0083695-0.0078731i,-0.012483-0.0058257i,-0.014712-0.0027268i,-0.011425-0.0010384i,-0.0062942+0.00018233i,-0.0025469-0.0003021i,-0.000284-0.0041448i,0.00070535-0.0074651i,0.00021142-0.0080548i,-0.00094692-0.0069386i,-0.0013228-0.0047082i,-0.00019029-0.0029951i,0.00062632-0.001636i,0.00053045-0.00055961i,0.00092451+0.00055036i,0.00090495+0.0012233i
-0.00010174+0.00038318i,0.00040173+0.0027105i,0.0028568+0.0069626i,0.007216+0.010313i,0.0091925+0.0096104i,0.0049517+0.00464i,-0.0024661+0.0041894i,-0.0068137+0.011542i,-0.0052393+0.018561i,-0.0015571+0.018708i,-0.00080316+0.013828i,-0.0011021+0.0098309i,0.00072193+0.007203i,0.0013283+0.0050232i,0.00027437+0.0015301i,0.0016977-0.0023794i,0.0029057-0.0026091i,0.0029721-0.0009269i,0.0037226-0.00079947i,0.0035512-0.0018241i,0.0030586-0.0025057i,0.0023845-0.0025873i,0.00046758-0.0015095i
-0.00075216-6.1193e-05i,-0.0022738+0.00060912i,-0.0068661+0.0021287i,-0.012843+0.0044958i,-0.015243+0.0083825i,-0.01043+0.0096742i,-0.0040757+0.0084404i,0.00050434+0.0086276i,0.0055158+0.012032i,0.010647+0.013026i,0.010988+0.0080113i,0.0065718+0.0023778i,0.00084731+0.00084137i,-0.0032717+0.0022409i,-0.0047429+0.004019i,-0.0046112+0.0050487i,-0.0031854+0.0050817i,-0.0015366+0.0039966i,-0.00060818+0.0025579i,4.3383e-05+0.0016981i,0.001143+0.00042424i,0.0017732-0.00095331i,0.0014567-0.0011885i
0.0014178+0.00024761i,0.0019534-0.00028935i,0.0038498-0.0044809i,0.005276-0.011333i,0.0014892-0.013357i,-0.0013385-0.0073506i,0.0030182-0.0011814i,0.010431-0.0039427i,0.012859-0.01136i,0.010735-0.013532i,0.0085905-0.010828i,0.005986-0.0088192i,0.0028851-0.0078271i,0.00093423-0.0056508i,-0.00057749-0.0028332i,-0.0026579+0.00015041i,-0.0042465+0.00084555i,-0.0041374-0.001762i,-0.0042794-0.0035496i,-0.0044034-0.0034396i,-0.0032485-0.0019058i,-0.0013935+0.00014734i,-0.00026807+0.0012347i
0.0028049-0.00045947i,0.0043075-0.0004371i,0.0079195+0.00082144i,0.012389+0.0021969i,0.014726+0.001201i,0.011905-0.00022032i,0.0083455-0.0013181i,0.0062574-0.004431i,0.0021524-0.010734i,-0.0024842-0.014682i,-0.0052279-0.011627i,-0.0065495-0.0058034i,-0.0053887-0.0014788i,-0.00061183+0.00044691i,0.0038166-0.00058342i,0.0050951-0.0026459i,0.0030121-0.0037675i,0.00020616-0.0032703i,-0.0011986-0.0025596i,-0.0012988-0.0026754i,-0.0014459-0.0030241i,-0.0024818-0.0022618i,-0.0021728-0.00015688i
-0.0032286+0.00075575i,-0.0031084+0.0032715i,-0.0056039+0.0070796i,-0.0081592+0.01106i,-0.0071096+0.012455i,-0.0020047+0.006395i,-3.4127e-05-0.0033997i,-0.0064213-0.0057298i,-0.014081+0.0033433i,-0.014847+0.011259i,-0.012086+0.0085348i,-0.010495+0.0047969i,-0.0077401+0.0046942i,-0.0047525+0.0032037i,-0.0024233+0.0012824i,0.00045022+0.00089447i,0.00169+0.0011051i,0.0013645+0.0026928i,0.0011971+0.003566i,0.0019723+0.0028712i,0.0020624+0.0023047i,0.00094211+0.0019463i,-0.00025994+0.0018763i
