0.0025111+0.00071462i,0.0030935+0.00017743i,0.0032211+0.00077608i,0.0021105+0.00065892i,-2.4442e-05+0.00077486i,-0.0022604+0.0022653i,-0.001019+0.0027038i,0.0012537+0.0019106i,0.0014385+0.00075678i,0.00033124-0.0002972i,-0.00065418-0.00058511i,-0.0010021-0.00069867i,-0.00068694-0.00065749i,-0.0006301-0.00071553i,-0.0002816-0.00069812i,0.00022086-0.00012861i,0.0010365-0.00024845i,0.0012616-0.0011597i,0.00058434-0.0012249i,0.00036884-0.00043316i,0.00043764-5.5756e-05i,2.69e-05-0.00054735i,-0.00067745-0.00014789i
-0.0002786+0.0011016i,-0.00012571+0.0021632i,1.2541e-05+0.0024031i,0.00046828+0.0022605i,0.0013166+0.0012395i,0.0016608+0.00039376i,0.001129+0.00089993i,0.00021881+0.0012157i,-0.00039741+0.0010801i,-0.00044779+0.0014724i,-5.0052e-05+0.0010329i,-0.00014623-0.00017268i,-0.0003651-0.00038214i,-0.00016611-4.5773e-05i,9.711e-06-5.3733e-05i,0.00040107-0.00063615i,0.00045783-0.0010057i,0.00010909-0.00080827i,1.8017e-05-0.00060427i,-0.00010624+0.00011788i,-0.00057443+0.00045954i,-0.00077188-0.00020081i,-0.00068323-0.00090719i
-0.00086486+0.0020436i,0.00036032+0.0022805i,0.0011307+0.0018615i,0.0016059+0.0012829i,0.0011167+0.0016832i,0.00017905+0.0017695i,2.0789e-05+0.0009093i,-8.7095e-06+0.00040132i,-0.00037788+0.0003029i,-0.00080699+0.00029677i,-0.001026+0.00030634i,-0.0010084+0.0009398i,-0.00037888+0.00072079i,0.0002297-0.00026909i,0.00072416-0.0006288i,0.0010564-0.00065746i,0.0010595-0.00051051i,0.001183+0.00017518i,0.00098135+0.00047033i,0.00022658+0.00017272i,0.00035069+1.1498e-05i,0.00097302+0.00037901i,0.00083531+0.00040853i
-0.00030055-0.0012707i,0.00042017+1.5681e-05i,0.00049661+0.0019751i,0.00080206+0.0025917i,0.0016546+0.0028508i,0.0013006+0.0024337i,0.00075569+0.0011761i,0.00043389-4.0391e-05i,-0.00067155-0.00060977i,-0.0014703-0.00063072i,-0.0012629+5.5584e-05i,-0.00033903+0.00073347i,0.0010572+0.0004395i,0.0010026-0.00012908i,0.00028636-0.00080277i,3.1313e-05-0.00088703i,0.00042604-0.00034901i,0.00045979-0.00048329i,-0.00030509-0.0002445i,-0.00030375+0.00095943i,0.00019947+0.0010599i,-7.7917e-06-5.8368e-05i,-0.00030961-0.00052834i
-0.0022444+4.6312e-05i,-0.0012828+0.00078476i,-0.00099561+0.0023111i,0.00054398+0.003532i,0.002161+0.0035651i,0.0023103+0.0028006i,0.0011655+0.0019832i,0.00067717+0.00094558i,0.00064398+0.00018253i,-0.00021275+0.00065607i,-0.0011029+0.001513i,-0.00054478+0.0015714i,-4.2754e-06+0.0011176i,0.00041439+0.00080079i,0.0010922+0.00030606i,0.00090385-3.2441e-06i,0.00026026-0.00022086i,0.00051955-0.00041889i,-2.38e-06+0.00013596i,-0.00049418-0.00011336i,-0.00016953+0.00056675i,-0.0002789+0.00077913i,-0.00021558-4.9593e-05i
-0.00072038-0.0014526i,6.3761e-06-0.00071713i,-0.0001798+0.00057457i,4.5426e-05+0.001495i,0.0010956+0.0018589i,0.00069349+0.0020088i,-0.00041784+0.0014679i,-0.00017284+0.0002392i,0.00068965-0.0002965i,-0.00012337-0.00031249i,-0.00065314-0.00027847i,0.00013296+0.00069328i,0.00081515+0.0010172i,0.00067862+0.00077709i,-0.0003622+0.001146i,-0.00027783+0.0010895i,0.00048575+0.00057821i,0.00041638+0.0006977i,0.00010643+0.00030711i,0.00013454-0.00031311i,0.0003008-0.00035791i,0.00019903-0.0002121i,0.00035626-0.00024321i
0.00050854+0.00046311i,0.00012786+0.0004133i,0.0007706+0.0014927i,0.0010712+0.0027548i,0.001103+0.0030052i,0.0015224+0.0030854i,0.0010142+0.0025373i,0.00051671+0.0010185i,0.00074093+5.7849e-05i,2.0077e-05+0.00021798i,-0.00075107+0.00084181i,-0.00028589+0.0010065i,0.00062327+0.00054388i,0.00092485-0.00028944i,0.00042446-0.00077472i,-1.9843e-05+6.7552e-05i,-0.00063824+0.001134i,-0.00044975+0.0011074i,6.9656e-06+0.00045048i,0.00017309+0.00032163i,0.00019722+0.00022422i,0.00022598-4.8577e-05i,0.00031163+0.00015203i
0.0021855-0.00047296i,0.0018187+0.00010225i,0.00094717+0.00015692i,0.0003931+0.00087628i,-0.00049921+0.0013024i,-0.00018288+0.0016252i,0.00088213+0.0016814i,0.00048278+0.00088961i,-0.00036335-0.00051139i,-0.00099667-0.0013603i,-0.0011181-0.0012217i,-0.00095974-0.00032074i,-0.00087093+0.00011146i,-0.00097682-0.00026717i,-0.00049888+0.00020567i,-7.4945e-06+0.00011529i,-3.3361e-05-0.00034799i,0.0004106+0.0001965i,0.00063277+0.00055119i,-0.00013474+0.00070465i,2.2606e-05+0.00031511i,0.00049033+0.00010013i,0.00019081+0.00077101i
-0.0022496+0.0014309i,-0.0020045+0.0010025i,-0.0017215+0.0017i,0.00064412+0.0027249i,0.0018405+0.0034801i,0.00051873+0.0029629i,-0.00034342+0.0014656i,-0.00036586+0.00074097i,-0.00078803+0.00053475i,-0.00040819+0.00028961i,0.00045528+0.0008342i,0.00031914+0.00085418i,0.00015707-0.00015628i,2.7048e-06+0.00015636i,-7.1542e-05+0.0014205i,-0.00012078+0.0016171i,0.00015336+0.00074329i,0.0002921-0.00029803i,0.00055128-0.00066647i,0.00076163-0.00064618i,5.8971e-05-0.001029i,-0.00050425-0.0010228i,-0.0007783-0.00040697i
0.002633+0.00020077i,0.0017963+0.0011677i,0.0013115+0.0013589i,0.00098443+0.00050134i,0.0001732+0.0011393i,-0.00056887+0.0014648i,0.00041564+0.0012543i,0.00088594+0.0008749i,0.00059448+0.00044248i,0.00069044+0.00084397i,-0.00027639+0.00095231i,-0.0015685+0.00014824i,-0.0011653+0.00049932i,-0.00023302+0.00060963i,-0.00024728+0.00021459i,-0.00014044+0.00068873i,-5.74e-05+0.0011901i,-2.7918e-05+0.0011219i,0.00049418+0.0011847i,0.00057748+0.0015012i,-0.00048518+0.0011732i,-0.00086181+0.00077821i,-0.000314+0.00089537i
0.001426-0.00040824i,0.00078569+5.3382e-05i,0.00041052+0.00022781i,-3.0582e-05+0.0004504i,0.00026612+0.0015681i,-2.9216e-05+0.0026836i,6.0186e-05+0.00166i,0.00076849+0.00084719i,0.00044862+0.00021452i,-0.00031714+0.00020845i,-0.0010079+0.00048408i,-0.00070716+0.00012465i,-0.00032631+0.00035235i,-0.00019493+0.00051841i,-0.00033496-9.5439e-05i,-0.00013179-3.9208e-06i,0.0002369+0.00017317i,0.00042507+0.00042937i,-6.2232e-05+0.00060237i,-0.00055923-1.4586e-05i,3.0694e-05-0.00045865i,0.00061267-0.00038383i,0.00012454+1.7476e-05i
0.00041288+0.0014529i,-0.0003826+0.0011333i,-0.00076922+0.001835i,0.00052736+0.0025374i,0.00048427+0.0022564i,-6.873e-05+0.0018051i,0.00010837+0.0021446i,8.1023e-05+0.0014546i,-0.00071263+0.00024611i,-0.0010049-0.00055697i,-8.2657e-05-0.00032382i,-0.00052601+8.3125e-05i,-0.00027152-0.00034886i,0.00052024+0.00044456i,-0.00038742+0.0012982i,-0.001388+0.00088311i,-0.0015041+0.00040032i,-0.00087419+0.00010883i,0.00014937-0.00039683i,0.00081308-0.0006833i,0.00076905-0.00057277i,4.8972e-05-0.00011905i,-0.00044287+7.0616e-05i
0.00064732+0.00052298i,0.0011632+0.00063987i,0.00099725+0.00072588i,0.00077095+0.0021748i,-3.132e-05+0.0027283i,-0.00080681+0.0022974i,0.00022008+0.0011992i,0.00087065-8.8294e-05i,0.00047771-0.0001759i,-0.00043444-0.00044481i,-0.0003687-0.00046509i,0.00046516+0.0007072i,-0.00048672+0.0010834i,-0.0020079+0.0003841i,-0.0011562-9.549e-05i,-0.00023512+0.0001113i,-0.00036443+0.00048471i,-5.4748e-05+0.00013706i,3.8244e-05+0.000146i,0.00023632+0.00070183i,0.0005508+0.00039381i,-2.2011e-05-0.00027705i,-0.00012321-0.00070838i
0.00064094+0.0011148i,0.00073583+0.0016752i,0.00087427+0.0019293i,0.0010922+0.0025238i,0.00081974+0.0028568i,5.5117e-05+0.0022795i,-0.00018045+0.0018323i,0.00035351+0.00076596i,0.00095679-0.00018687i,0.00012131+0.00019173i,-0.0011431+0.00043387i,-0.0016027+0.0010488i,-0.0010371+0.0010074i,0.00042818+0.00041389i,0.00085741-3.8952e-05i,0.00071748-0.00037001i,0.00028282+4.4539e-05i,0.00033588+0.00091292i,0.00055495+0.0010602i,8.6575e-06+0.0015699i,-0.00012809+0.0015901i,-0.00029373+0.00063548i,-0.00026524+1.7765e-05i
0.00080296-0.00096184i,0.00030229-0.00098848i,1.3481e-05-0.00040892i,-0.000289+0.001202i,-0.00037181+0.00183i,0.00074378+0.0017294i,0.00165+0.0010855i,0.0014066+9.0402e-05i,0.00081691-0.00033654i,-0.00079276+0.00013614i,-0.0021497+0.000868i,-0.0022515+0.001414i,-0.001259+0.001327i,0.00023744+0.00089689i,0.0010147+0.00088476i,0.001155+0.00080468i,0.00040073+0.0003115i,-0.00019944+0.00023406i,3.6304e-05+0.00054742i,0.00044853+0.0002768i,0.00036369+7.7356e-06i,0.00093848-0.0003474i,0.0009962-8.0811e-05i
0.0017197-0.00034691i,0.00080067+0.0014464i,0.00063347+0.001928i,0.00082527+0.0026397i,0.00060172+0.002472i,0.00015019+0.0010425i,0.00019194+0.00048829i,1.6009e-05+0.00065915i,-0.00027086+0.00013304i,-0.0006262-0.00056739i,-0.00094007-0.0010344i,-0.0014022-0.00055878i,-0.0011639+0.00024337i,-0.00073748+9.2805e-05i,-0.00035626-0.00087281i,0.00020611-0.0012929i,0.00027242-0.00097747i,-0.00010315-0.00048062i,-0.00060463-2.5273e-05i,-0.00059463+0.00035522i,-0.00046509+0.00058557i,-0.00060753+0.00061934i,-0.0015411-8.6498e-06i
0.0011405-0.00014316i,0.0015077-0.00028792i,0.0018349+0.00045364i,0.0018424+0.00089797i,0.0012085+0.0013362i,0.0007338+0.0013237i,0.0008317+0.0010978i,0.00047361+0.0010658i,0.00028926+0.00074122i,1.3641e-05+2.5052e-05i,-0.00036344-0.00013469i,-0.00012226+0.00042666i,0.00068128+0.00020176i,0.00062813+6.7007e-05i,0.00026321+0.00022652i,-0.00034594+0.00034204i,-0.0010862+0.0001911i,-0.00090741+2.4993e-05i,-0.0004225-0.00035781i,2.2398e-05-0.00047566i,-0.00017555+0.00016652i,-0.00066778+0.00027078i,-0.00044947-0.00059898i
9.2203e-06+0.00055427i,0.00035272+0.00031649i,0.0008006+0.0012299i,0.00097169+0.0013799i,0.00050447+0.0015281i,0.00037252+0.0017118i,0.00022745+0.00084737i,0.0002175-0.00057879i,-6.6321e-05-0.00068549i,-0.00070635-0.00021815i,-0.001225-0.00046624i,-0.00076101-0.00017574i,0.00076419+0.00039179i,0.0011279+0.00022237i,0.0004501+0.00019012i,0.00012324+5.8914e-05i,2.8446e-05-0.00065002i,-0.00014324-0.00073145i,-0.00028765-0.00023305i,-0.00014117-0.00012471i,-6.304e-05+0.00022374i,0.00022042-0.00013306i,5.9106e-05-0.00068142i
0.0013708+0.0025151i,0.00075063+0.002448i,0.0013102+0.0019356i,0.0013355+0.0021549i,0.00041021+0.0017441i,-0.00010278+0.00079415i,0.00030405+0.00010554i,0.00069929-1.691e-05i,0.0010497+0.00070708i,0.00029605+0.00078869i,-0.00041564+0.00022855i,-0.00087394-0.00080861i,0.00022333-0.0014918i,0.0012965-0.0006973i,0.00070541+0.00033918i,-0.00047259+0.00092649i,-0.00051872+0.00020689i,5.6279e-05-0.00084596i,8.3499e-05-0.00056386i,0.00023079+0.00017216i,0.0003368+0.00055494i,-0.00016863-0.00020881i,-0.00065877-0.00074133i
0.00025251+0.0010454i,-0.00050955+0.00061464i,0.00032323+0.0011886i,0.00082657+0.0021628i,0.001048+0.0013937i,0.00096338+0.00077783i,-0.00029692+0.00076902i,-0.00038443+0.00091835i,0.00027651+0.0009762i,0.0002181+0.00072524i,-0.00051913-0.00019022i,-0.001067-0.0010154i,-0.00040687-0.00033205i,-9.8307e-05+0.00062356i,-0.00012292+0.00078225i,-0.00020909+0.00066956i,-1.1558e-06+0.00033419i,0.0013158-0.00033785i,0.0016388-0.00018897i,0.00062002+0.00021954i,0.00011944+0.00072217i,3.091e-05+0.00081481i,-0.00054436+0.00035442i
0.00061982+0.00248i,0.0010807+0.0018868i,0.0025927+0.0024442i,0.0021851+0.0030978i,0.0016348+0.0018334i,0.0016815+0.0014988i,0.0012332+0.0017056i,0.00073924+0.00045678i,0.00026423-0.00010162i,-0.00025273+0.00010431i,-0.00034875+7.3868e-05i,1.6422e-05+0.00025255i,0.00049004+0.00029635i,-7.751e-05+0.00031609i,-0.00098162+0.00022097i,-0.0012671-0.00043643i,-0.0012844-0.00041429i,-0.00053367-0.0002257i,0.00017164-0.00053883i,-0.0002557-0.00022279i,-0.00060693-7.1839e-05i,-0.00019008-0.00061074i,-0.00015433-0.00034344i
0.00026863+0.0016531i,-6.5366e-05+0.00071208i,0.0021152-0.00093376i,0.0032813-0.00057676i,0.00096623+0.00091911i,-0.00072029+0.0013925i,-0.00090906+0.001031i,-0.0011319+0.00071017i,-0.00040254-3.1471e-05i,0.00033737-0.00082324i,-0.00011449-0.00071661i,-0.00069004+0.00010811i,-0.00067042+0.0011643i,-0.00012481+0.00095715i,-1.3694e-06-0.00012137i,0.00064657-0.00054721i,0.0010749-0.00087545i,0.0012707-0.0013075i,0.0013299-0.0010698i,0.0011345-0.00017809i,0.00085257+8.2695e-05i,0.0008157+0.00020465i,0.00071984+8.5236e-05i
0.0011565+0.0022663i,0.0020347+0.0025341i,0.0038414+0.0022748i,0.0029504+0.0023273i,0.0016401+0.0017819i,0.00088112+0.00098306i,-0.0004711+3.3575e-05i,-0.00052349+5.6407e-05i,-0.00076638+0.00064322i,-0.0016043+0.0011025i,-0.0004432+0.0010102i,0.0010086+0.0004877i,0.0015469+0.00065782i,0.0018988+0.00028471i,0.0014254-0.00012204i,0.0003375-0.00026049i,-0.00011411+0.00033839i,0.00018785+0.00040876i,0.00032927+0.00064047i,0.00063047+0.00049281i,0.00054956-0.00014509i,0.00010986-0.00047532i,0.00043181-0.00049831i
0.00060163-0.001443i,-0.001179-0.0010028i,-0.0019582+0.00086845i,-0.0010355+0.001573i,5.4681e-05+0.0021031i,0.0008201+0.0031238i,0.0011102+0.0025252i,0.00067014+0.00068425i,-8.4516e-05-0.00036164i,-0.00050277-0.00054408i,-0.00071236-0.0010383i,-0.0011071-0.000724i,-0.0010321-0.00020062i,-6.0755e-05+6.4163e-05i,0.00041077+0.00015273i,-0.00045504-0.00019676i,-0.00087073-0.00085181i,3.0488e-05-0.0011224i,-0.00018415-0.00032874i,-0.00051897+0.00049302i,-0.00039008+0.00023874i,-0.00058398-0.00023606i,-0.00058572-0.00021908i
-0.00038545+0.00016516i,-0.0010252+0.00098773i,-0.0024779+0.0013319i,2.3047e-05+0.0027987i,0.0023864+0.0034923i,0.0010842+0.0023169i,-0.00043321+0.0014954i,-0.00037215+0.0010148i,0.0004476+0.00022819i,0.00069843+0.00016823i,0.00040194+0.00047722i,-0.00025091+0.00017927i,-0.00068808-5.6054e-05i,-0.00021333-0.00013148i,0.00035571-0.00020591i,0.001082-0.00015123i,0.00056468+0.00011258i,-0.00015542+0.00012336i,4.2521e-05+0.00039567i,0.00021755+0.00069475i,-4.4653e-05+8.1589e-05i,-0.00026168+0.00021996i,-0.00056179+8.0291e-05i
0.002254+0.00049046i,0.0015261+0.0015344i,0.00038461+0.0019178i,0.00040689+0.00084317i,0.00071381+0.00039819i,0.0005895+0.0011495i,0.00029114+0.0010281i,0.00039323-3.2667e-05i,0.00016656-0.00037029i,-0.00043455-0.00046522i,-0.00089756-0.00023438i,-0.00076915+0.00020021i,-0.00043444-0.00011101i,0.00016004-0.00015303i,0.00064566+0.00047562i,0.00039725+0.00087572i,7.527e-05+0.00070327i,-0.00032506-0.00015625i,-0.00051626-0.00056473i,-0.00047402-0.0002056i,-0.00061313-1.8598e-05i,-0.00095075-1.7702e-05i,-0.00098311-0.00046735i
0.0014552+0.0015317i,0.0010092+0.0013412i,0.00070637+0.0015654i,0.00083329+0.0014406i,0.00085539+0.0013767i,0.00080285+0.0017989i,0.00047979+0.0018171i,-8.4883e-05+0.00040514i,-0.00021043-0.00044305i,-0.00073986+0.00028098i,-0.0013251+0.00020975i,-0.0010615+0.00063782i,-0.0010286+0.0013309i,-0.00040763+0.00012851i,9.7872e-05-0.00055449i,-0.00045311-1.2602e-05i,-0.00091354+0.00030671i,-0.00096919+0.00040845i,-0.00076703+0.00033037i,-0.0004225-3.8267e-05i,-0.00044178-0.00016348i,-0.00045513+4.1991e-07i,-0.00048699+3.549e-05i
0.00083139+0.0015276i,2.7302e-05+0.0014841i,0.00031733+0.0012898i,0.00082722+0.00094594i,0.0011914+0.0011504i,0.0013192+0.0011296i,0.0013255+0.00061389i,0.0015381+0.00021255i,0.001674-0.00010936i,0.0009471-0.00047966i,0.00027627-0.00034221i,7.9744e-05-4.1877e-05i,7.1552e-05+6.4806e-05i,0.00011201-6.2541e-05i,9.2111e-05-5.0774e-05i,-0.00016102+0.00057028i,-0.00048992+0.00026518i,-7.0412e-05+0.00034683i,0.00046538+0.00061133i,0.00057981+0.00074067i,-3.7757e-05+0.00044684i,-0.00045897-0.00039572i,-0.00076351-0.00060612i
0.00019164+0.0011376i,-0.00042644+0.00081034i,-0.00078775+0.001003i,-0.00036023+0.0020283i,0.00032636+0.00309i,0.00052708+0.0033377i,0.00031222+0.0023674i,-0.00021966+0.0011029i,-0.00052043+6.5949e-05i,-0.00043096-0.00047325i,4.5455e-05-0.00033572i,-0.00014631+1.5766e-05i,-0.00046973-0.00013918i,-0.00033972-0.00033464i,-0.00050278-6.2398e-05i,-0.00014401+0.00018376i,-0.00021723+0.0004214i,-0.00096994+0.00079016i,-0.0012245+0.0013887i,-0.00048118+0.0010059i,0.00039295+1.9093e-05i,0.00087677-0.00025202i,0.00035899+0.00012907i
-0.00094038+0.0011596i,-0.00085584+0.0016453i,6.7954e-05+0.0021602i,0.0014939+0.0028987i,0.001273+0.0038463i,0.00092124+0.0029997i,0.00096554+0.0014186i,0.00043798+0.0011022i,0.00034473+0.0015129i,0.0007995+0.00068659i,0.00072834+0.00087466i,2.2219e-06+0.0014364i,-9.3334e-05+0.00097293i,0.00052061+0.00032761i,0.00056977-9.3316e-05i,0.00040647+0.00019551i,0.00039173+0.00029345i,0.00020104+0.00047371i,-0.00035499+0.00056834i,-7.2816e-05+0.00057209i,0.0010532+6.2707e-05i,0.0010871-0.00012344i,9.7361e-06+0.00015562i
0.0006637+0.0013324i,-0.00045685+0.0011225i,-0.00098362+0.00096114i,-0.00047285+0.001765i,4.5339e-05+0.0018438i,0.000786+0.0016232i,0.00055879+0.0010761i,8.3149e-05+0.00031012i,2.4294e-05-6.2052e-05i,-0.0005528+0.0002836i,-0.0005805+0.00078613i,1.35e-05+0.00059336i,0.00055827+0.0001637i,0.00058885+0.00057421i,0.00068947+0.00066395i,0.00030809-0.00023311i,0.00070675-0.0010062i,0.0013681-0.00041875i,0.00020789+0.00064581i,-0.00068664+0.00091412i,-3.4174e-05+0.00098799i,0.00033194+0.0010962i,-0.00038571+0.00070534i
0.0022932+0.001191i,0.0023617+0.0016723i,0.0021624+0.0013482i,0.0022287+0.0017457i,0.0015912+0.0024828i,0.0012663+0.0023254i,0.00061958+0.0021063i,0.00029612+0.00087092i,7.7928e-05-0.00033012i,-0.00033876-0.00060575i,0.00018482-0.00020917i,-0.00012983+0.00092465i,-0.0005408+0.00058766i,0.00019046-0.00046548i,0.00061155-0.00030981i,0.00054219+0.00010776i,0.00067759+0.00041973i,0.00023241+0.00067533i,-7.5996e-05+0.0002804i,0.00020249+0.00017861i,0.00059542+0.00048543i,0.0006722+0.00019091i,0.00035229-9.9234e-05i
-0.00058507-0.00068479i,-0.00070332-0.00020519i,-0.0019192+0.0012991i,-0.00046764+0.0022402i,0.00093505+0.0023535i,0.0013897+0.0023321i,0.0012109+0.002047i,0.00047813+0.0010055i,-0.00031468+0.00014716i,-0.00045688-8.5319e-05i,-0.00029497-0.00042489i,-0.00020288+7.3716e-05i,7.0098e-05+0.00021424i,9.3717e-05-0.00046096i,0.0004982-0.00064533i,0.00082767-0.00023594i,0.00029647+0.00014522i,0.00022514+0.00030302i,0.00022317-0.0002319i,-0.00013781-0.00013731i,0.00024301+0.0003515i,0.00031023-0.00029799i,-0.00014049-0.00056493i
0.00048006+0.002262i,0.0013209+0.0024404i,0.0014559+0.0023041i,0.0014429+0.0025269i,0.0013229+0.0019208i,0.00067062+0.0013814i,0.00051615+0.0013763i,0.00030844+0.00081822i,-7.8116e-05-0.00012466i,-0.00031509-0.0002313i,-0.00059343+7.658e-05i,-0.00071049-7.9064e-05i,-0.00031034-0.00029147i,0.00021927+0.00032057i,0.00071736+0.00049069i,0.00031122-8.1577e-05i,-0.00036112-0.00073604i,0.00012953-0.0005577i,0.00024684-6.2994e-06i,-3.7624e-06-0.00014103i,4.1086e-05-1.3808e-05i,9.8842e-05+0.00042725i,9.9237e-05+0.00078136i
0.0012183+0.0013263i,0.00040581+0.001273i,0.00051645+0.0010586i,0.001333+0.0019144i,0.001952+0.0033994i,0.00092474+0.004033i,0.00033601+0.0029799i,0.00034327+0.0015588i,0.00069036+0.0010694i,0.00017185+0.00072303i,-0.0010859-0.00010495i,-0.0016898-0.00052187i,-0.0012932-0.00018823i,-0.00043843+0.00010756i,-0.00027136+7.6223e-05i,-0.00012515+8.523e-05i,0.00027302+0.00017589i,0.00015386-9.9564e-06i,-0.00037683-7.2811e-05i,-0.0011019+0.0003194i,-0.001352+0.00072976i,-0.0013934+0.00081066i,-0.0015589+0.00047654i
0.0017784+7.669e-06i,0.00039285+0.00076455i,5.4159e-05+0.0010895i,0.00086227+0.00084199i,0.0009131+0.0011085i,0.0010496+0.0019739i,0.0010099+0.0020912i,0.00049345+0.0017884i,-0.00018397+0.00046832i,-0.0003532-0.00075904i,-0.00053726-0.00040608i,-0.00053571-0.00015096i,-0.00033523-0.0007011i,-0.0001604-0.0010515i,-0.00048945-0.0010086i,-0.00072394-0.00074765i,-0.00025713-0.00018768i,-3.2837e-05-0.00047077i,-0.00035611-0.0002317i,0.00046305+0.0004242i,0.00092578+0.00068119i,-0.00039409+0.00015014i,-0.00089799-0.00056712i
0.001597-0.0013036i,0.0013129+0.00022361i,0.00023221+0.00052785i,-2.5197e-05+0.0014934i,-0.00012411+0.003108i,-0.00059257+0.00261i,-0.00041721+0.0010243i,-0.00019072+0.00022861i,-0.00061857-0.00051325i,-0.0014223-0.00099374i,-0.00083946-0.00021808i,-0.00033352+0.00050804i,-0.00054676+0.0011803i,-0.00044274+0.0010492i,-0.00023859+0.0006971i,-0.00042184+0.00022465i,-0.00031468-0.00032505i,0.00011874-0.00026526i,-0.00020466+0.00015854i,-8.4664e-05+0.0002584i,0.00057039+0.00046263i,-0.00029199+0.00052794i,-0.0012113+8.2381e-05i
0.00070913+0.0010401i,-0.00038179+0.0010224i,0.00059037+0.001335i,0.0018329+0.001421i,0.0015558+0.00066442i,1.2078e-05+0.00050931i,-6.5566e-05+0.00060088i,0.00055872+0.00028051i,0.00057446-0.00012751i,0.00032528-0.0005372i,-3.5021e-05-0.0001085i,-0.00079391+0.00045832i,-0.00096371+0.00027528i,0.00027708+4.2413e-05i,0.00058772-0.00014932i,0.00019803+0.00021124i,-3.947e-06+0.00050635i,-8.5267e-05+9.4933e-05i,-0.00050491-9.6514e-05i,-0.00073726+0.00038519i,3.5326e-05+0.00095095i,0.00034705+0.00058998i,-0.00013838-7.1103e-05i
0.0011505+0.0017654i,0.00037998+0.0018632i,0.00062321+0.0017471i,0.0012308+0.0020986i,0.0014097+0.0025525i,0.0010592+0.0017775i,0.00080398+0.00068717i,0.00024158+0.00057862i,0.00015297+0.00012103i,0.0003565-0.00032876i,1.6246e-05-0.00061733i,-0.00016175-0.00077934i,-0.00037378-0.00052982i,-0.00071784+9.7077e-06i,-0.00060518+0.00025053i,-0.00048396+0.00052378i,-0.00030444+0.00032738i,0.00038685-0.00025314i,0.00057494+5.8066e-05i,-4.9557e-05-0.00018249i,-0.00014228-0.00089957i,-6.2204e-05-0.00048212i,8.9456e-05-0.00013203i
0.0013636+0.0014832i,0.0012477+0.0012581i,0.00099204+0.0011248i,0.001002+0.00063734i,0.00083281+0.0012175i,4.5022e-05+0.0018063i,0.00013093+0.0012358i,0.00073144+0.00053434i,8.0046e-05+0.00039322i,-1.3601e-05+0.00030668i,0.00025324-0.00023626i,-0.00023426-0.00061212i,-0.00080825+0.00077085i,-0.00050474+0.0012338i,0.000283+0.00010623i,0.00021112-0.0004934i,0.00010641-0.00045987i,-0.00019064+0.00025376i,-0.00075441+0.00061982i,-0.00081913+8.9027e-05i,0.00023324-0.00012689i,0.00091505+0.00011147i,0.00031602+0.00030724i
-0.0015634-0.0014248i,-0.0015274-5.7603e-05i,-0.0024374+0.0015851i,-0.0016771+0.0028681i,0.00036171+0.0030061i,0.0012119+0.0017741i,0.001158+0.0010467i,0.00099018+0.00077061i,0.0006862+0.00050506i,8.5026e-05+0.0010347i,-0.00048599+0.0015163i,-0.00057269+0.0011909i,-0.00056367+0.00093198i,-0.00020183+0.0011692i,0.00044002+0.0010959i,0.00016522+0.00086261i,-0.00098613+0.00084635i,-0.00070637+0.00063905i,6.3323e-05+0.00053011i,-6.2674e-05+0.0003389i,-0.00029253-0.00033726i,-0.00048362-0.00046353i,-0.00051069-9.8946e-05i
0.0019935+0.00019982i,0.00086956+0.00055355i,0.00059249+0.0016036i,0.0012862+0.0022199i,0.001725+0.0019548i,0.0018042+0.0016222i,0.00078427+0.0018096i,-7.8557e-05+0.00092549i,-0.00020886+9.5803e-05i,-0.00047058+5.8873e-05i,-0.0011418-0.00039428i,-0.0011733-0.00066106i,-0.00028388-9.244e-05i,0.00042062-0.00010341i,0.00015453-0.0006658i,-5.883e-05-0.00011259i,-0.00025485+0.00046533i,-0.00015647+0.0005786i,-0.00061089+0.00072054i,-0.00077835+0.00050846i,-0.00054853-0.00042731i,0.00027673-0.00075441i,0.00035011-0.00032808i
0.0019171+5.9339e-06i,0.0013686-0.0006804i,0.0014115-0.00055014i,0.00065751+3.3361e-05i,0.00019284-0.00025488i,-0.00058411+0.0003948i,-0.00025408+0.0014793i,0.00060859+0.00084797i,0.00092788-0.00017951i,0.00054158-0.00046894i,-0.001061-0.00021154i,-0.0022461-0.00035492i,-0.0016686-0.00075692i,-0.00028559-0.00044146i,-0.00038135+0.00026615i,-0.00055185+0.00032628i,-0.00066778-0.00016802i,-0.0010794-0.0001925i,-0.00094469+7.2612e-05i,-0.0008176-0.0001321i,8.665e-05-0.00049058i,-0.00013869-0.00047286i,-0.00069582-7.223e-05i
-0.00037228+0.00093814i,-0.0010076+0.0010445i,-0.00064873+0.0021755i,-0.00018426+0.0026776i,0.00038053+0.0027646i,0.0011017+0.0024187i,0.0011603+0.001952i,0.00090294+0.001415i,-5.0919e-05+0.00083015i,-0.0009602+0.00044415i,-0.00062999+0.00038112i,-0.00035886+0.00049131i,-0.00025449+0.00028661i,0.00026481+0.00030841i,0.00026636+0.00039387i,-0.00029545+0.00019529i,-0.00019317+0.00017454i,-0.00050646+0.00088465i,-0.00083516+0.00047348i,-0.00036845-0.00029721i,5.1623e-05-0.00058939i,0.00025912-0.00059969i,0.00041216-9.6784e-05i
