-0.00041628+0.0012528i,-0.00012484+0.00094658i,-0.0013319+0.00046817i,-0.0022483+0.00039937i,-0.0016511+0.0010053i,-0.00020731+0.0014705i,0.00050384+0.0019517i,0.00010079+0.0019779i,-4.9533e-05+0.00129i,0.0003562+0.0006155i,0.00092804-2.6915e-05i,0.00045814-0.0013879i,-9.4412e-05-0.0018939i,-2.9415e-05-0.00077029i,0.00016935+0.00029677i,0.00030269+0.00048458i,0.00025063+0.00084655i,8.9864e-05+0.00065016i,0.00013414+0.00066931i,-0.00042166-0.00027753i,-0.00064676-0.001194i,0.00018917-0.0002785i,0.00047666-8.388e-05i
0.012906+0.0086718i,0.016602+0.037687i,0.0027718+0.08628i,-0.030905+0.10677i,-0.038428+0.067086i,-0.0030872+0.026989i,0.034297+0.019719i,0.04844+0.02061i,0.037411+0.014606i,0.016938+0.0056934i,0.0052901+0.0017631i,0.0024719+0.0036932i,0.0024264+0.0091622i,0.0039613+0.012163i,0.0048513+0.011534i,0.0060068+0.010973i,0.0070098+0.010039i,0.0041881+0.006854i,0.0012146+0.0047344i,0.0011932+0.0037035i,0.0020147+0.0007981i,0.0011705-0.001729i,-0.00035698-0.0019219i
-0.009236-0.0020599i,-0.020055-0.026262i,-0.021144-0.069595i,-0.00127-0.091409i,0.010486-0.057022i,-0.0099243-0.015166i,-0.036031-0.0041173i,-0.044063-0.0078961i,-0.03126-0.0121i,-0.01164-0.011454i,-0.002096-0.0063399i,-0.0018326-0.004373i,-0.0056968-0.0065217i,-0.0087839-0.0075826i,-0.010397-0.0080535i,-0.012358-0.0093445i,-0.011226-0.0077997i,-0.0060317-0.003646i,-0.0020098-0.0022599i,-0.002732-0.0018667i,-0.0035255-0.00047127i,-0.0029388-0.0002453i,-0.0031288-0.0005092i
0.0097809+0.0016483i,0.0229+0.0183i,0.032179+0.053749i,0.021161+0.077052i,0.0069821+0.051269i,0.014135+0.012465i,0.029389+9.699e-05i,0.037646+0.0057974i,0.030816+0.012156i,0.013724+0.012076i,0.0031029+0.0070176i,0.0028234+0.0044511i,0.0072167+0.0053055i,0.011382+0.0047901i,0.014658+0.0054363i,0.017145+0.007226i,0.015852+0.0057736i,0.010296+0.0032325i,0.0052616+0.0025032i,0.0033202+0.001675i,0.0031741+0.00030469i,0.0016769+0.00038821i,0.00032974+0.0003105i
-0.0070874-0.0016515i,-0.023529-0.013474i,-0.040744-0.043043i,-0.038981-0.065147i,-0.024502-0.047022i,-0.022968-0.013297i,-0.032276+0.0011335i,-0.038351-0.00058276i,-0.031646-0.0041262i,-0.01417-0.0040925i,-0.0016644-0.0030666i,-0.00018977-0.0034842i,-0.0052628-0.003036i,-0.0109-0.00084928i,-0.016067+7.4227e-05i,-0.019505-0.00045092i,-0.016734-0.00059497i,-0.010129+0.00050674i,-0.0039815+0.0011521i,-0.00098418+0.0012755i,-0.0012261+0.0018475i,-0.00040404+0.0012561i,0.0011703+0.00092089i
0.0094993+0.001512i,0.023667+0.0059022i,0.041904+0.025011i,0.041922+0.043071i,0.024933+0.03055i,0.020469+0.0016793i,0.028652-0.013675i,0.0333-0.012897i,0.025969-0.0050955i,0.010594+0.0021784i,0.00073994+0.0054387i,7.8863e-05+0.0057342i,0.0029322+0.0026481i,0.0056407-0.0028108i,0.0095719-0.0055382i,0.014235-0.0050659i,0.013589-0.0045257i,0.0069441-0.0045903i,0.00070181-0.0032292i,-0.00081981-0.0012854i,0.0003591-0.00037634i,0.0011432-0.0015703i,0.0013194-0.0032979i
-0.0066775+0.00098986i,-0.020859-0.00022072i,-0.042155-0.011036i,-0.049397-0.023925i,-0.032647-0.016037i,-0.016751+0.0045851i,-0.015787+0.015978i,-0.018693+0.014515i,-0.015728+0.0028366i,-0.0077502-0.007769i,-0.0015167-0.010087i,-0.0011789-0.0082017i,-0.0031329-0.0026957i,-0.0046386+0.0038339i,-0.0074482+0.0061728i,-0.011484+0.0062384i,-0.011314+0.0062631i,-0.0055395+0.0061168i,-8.3093e-05+0.0035289i,0.00098336+0.0003926i,-0.00063661-0.00087706i,-0.0021026-0.00011405i,-0.0020029+0.0012731i
0.0029471-0.0042985i,0.013722-0.0055525i,0.03285+0.0010731i,0.043755+0.012446i,0.032607+0.010729i,0.018014-0.0027042i,0.014863-0.010031i,0.017997-0.0079738i,0.016909+0.00054668i,0.010138+0.0088546i,0.0050997+0.01165i,0.0048022+0.0081133i,0.0047328+0.0012311i,0.004063-0.0042542i,0.0063151-0.006329i,0.0098745-0.007033i,0.0095773-0.007451i,0.0053773-0.0058323i,0.0009779-0.0025603i,-0.0010509-0.00014099i,-0.00091041+0.00044418i,-0.00040059+0.00029612i,-0.00066929+0.00044894i
-0.0010637+0.00077224i,-0.012541+0.0026209i,-0.03308+0.00074096i,-0.046775-0.0051844i,-0.038643-0.0030562i,-0.023658+0.0079454i,-0.01845+0.015668i,-0.020875+0.014828i,-0.020677+0.0067447i,-0.015188-0.0024492i,-0.0099208-0.0069724i,-0.006906-0.0053155i,-0.0047771-9.7342e-05i,-0.0036174+0.0051002i,-0.0042045+0.0086132i,-0.0062723+0.0097762i,-0.0064458+0.0090504i,-0.0036504+0.0069632i,-0.00021114+0.0045848i,0.00059626+0.0022124i,-8.6082e-05+0.0010809i,5.2702e-05+0.0019633i,0.00066529+0.0023626i
0.0028244-0.0057049i,0.0083419-0.010682i,0.022853-0.013011i,0.035017-0.0089145i,0.029098-0.0070269i,0.015935-0.014056i,0.0093726-0.021683i,0.010685-0.020428i,0.012873-0.010713i,0.011216-0.001306i,0.0086256+0.0031324i,0.0067649+0.0031686i,0.0043468-0.0012224i,0.0014986-0.0060479i,-0.00024055-0.0075685i,-0.00018743-0.0083165i,0.00018641-0.0080148i,-0.00054988-0.0064921i,-0.0016244-0.0045091i,-0.0016851-0.0018949i,-0.00027725-0.0005522i,-0.00010881-0.0012727i,-0.00081605-0.002074i
0.0012608+0.0038432i,-0.0048229+0.0088589i,-0.020438+0.014605i,-0.033947+0.015866i,-0.029209+0.013043i,-0.012477+0.013144i,-0.00019006+0.015372i,0.0019995+0.014005i,-0.0014873+0.0066217i,-0.0050355-0.0006672i,-0.0068104-0.0030296i,-0.0064878-0.0015411i,-0.0038417+0.0022406i,0.00016739+0.0044142i,0.0017375+0.0045549i,0.0012894+0.0033043i,0.0010508+0.0024257i,0.0011933+0.0028244i,0.0026348+0.0024963i,0.0031441+0.00018628i,0.0011899-0.0015455i,-0.00014396-0.00053934i,0.000852+0.0012062i
-0.0034143+0.001334i,0.0012762-0.0048704i,0.013171-0.014289i,0.025482-0.018215i,0.023178-0.014686i,0.010533-0.010793i,0.001824-0.0096719i,0.0012304-0.0076176i,0.0040115-0.0016131i,0.006698+0.0028881i,0.0083039+0.0021948i,0.0072452-0.00085187i,0.0027939-0.0034445i,-0.0013538-0.0042951i,-0.0027489-0.0028712i,-0.0027542-0.00079892i,-0.0020426+7.382e-05i,-0.00090337-0.00064278i,-0.00081701-0.00066925i,-0.0015826+0.00059295i,-0.0011478+0.0004554i,-0.00089747-0.00099245i,-0.001034-0.0011679i
0.0036122+0.0045704i,0.0021218+0.0074592i,-0.0069283+0.014031i,-0.019244+0.018246i,-0.019562+0.014837i,-0.0094869+0.0091121i,-0.003136+0.0085718i,-0.0044745+0.0097957i,-0.0078071+0.0065066i,-0.0090155+0.0024494i,-0.0088381+0.0028705i,-0.0071668+0.0043205i,-0.0035711+0.0034146i,-0.0012415+0.00079141i,-0.0005726-0.0020584i,0.00028434-0.00396i,0.00042049-0.0040955i,-0.00027822-0.0017531i,-0.00011722+0.00026562i,0.00030323+0.00018421i,-0.00024057-6.1964e-05i,-0.0001446+0.00033577i,0.0003642+0.00028407i
-0.0012252+0.002297i,0.00094412-0.0039944i,0.0078199-0.014247i,0.016326-0.022114i,0.016249-0.020585i,0.0056999-0.015184i,-0.0044178-0.013963i,-0.0051694-0.013638i,0.00087662-0.0093013i,0.0053736-0.0059571i,0.0060161-0.0069102i,0.0044364-0.0075876i,0.001007-0.0056763i,-0.0011027-0.0028753i,-0.00044404+0.0012934i,0.00084703+0.004949i,0.0015206+0.0061764i,0.00090988+0.0040572i,0.00010012+0.00064501i,0.00036245+0.00014087i,0.0005313+0.00046022i,0.00011762+0.00013095i,-0.0002686+5.8272e-06i
-0.00062716+0.00033034i,-0.0026305+0.0052841i,-0.0084702+0.014418i,-0.014649+0.021682i,-0.01387+0.019127i,-0.0048199+0.011236i,0.0045177+0.0056367i,0.0068451+0.0027646i,0.0029239+0.001404i,-0.0010471+0.002436i,-0.0010793+0.005562i,0.00057674+0.0060063i,0.001437+0.0033194i,0.00056129-0.00021509i,-0.0011963-0.0041511i,-0.0036553-0.0074886i,-0.0057418-0.0081756i,-0.005202-0.0050073i,-0.0029458-0.0018383i,-0.0010149-0.00093093i,-0.00037723-0.0002553i,-0.00039926+0.0007682i,8.8342e-05+0.00057725i
-0.00056147-0.00363i,-0.0028361-0.0081539i,-0.001953-0.015843i,0.0022588-0.022016i,0.0044865-0.018283i,0.0021821-0.0094463i,-0.0018043-0.0044411i,-0.002667-0.0029467i,-0.00072771-0.0021498i,0.0011159-0.0029909i,0.00099298-0.0047297i,0.00044111-0.0049909i,0.00018151-0.0032084i,0.0017883-9.8605e-05i,0.0050903+0.003126i,0.0079286+0.0058622i,0.0092055+0.0065654i,0.0076528+0.0031891i,0.0037673-0.00054997i,0.00079478-0.0007296i,0.0004545-0.00069335i,0.00064164-0.0010107i,-0.00065396-5.6499e-05i
-0.0009998+0.0016469i,0.00016734+0.0050176i,-0.0023966+0.01317i,-0.0058207+0.021495i,-0.0048398+0.02112i,0.00052771+0.012109i,0.0052125+0.005114i,0.0059443+0.0028571i,0.0040061+0.0014032i,0.0025304+0.0020727i,0.0031292+0.0054824i,0.0035787+0.0063759i,0.0025395+0.0031176i,-0.00086291+0.00018204i,-0.0065432-0.0016307i,-0.011125-0.0042882i,-0.012017-0.0051628i,-0.0086757-0.0018476i,-0.0045256+0.0010194i,-0.0026103+0.00056671i,-0.0015517+2.6807e-05i,-0.00058536+0.00030702i,-3.0904e-05+0.00010183i
-0.0034228+0.0016788i,-0.0047759-0.0019639i,-0.0042609-0.0082586i,-0.00084091-0.015511i,0.0021141-0.016033i,0.00043629-0.0092265i,-0.004361-0.0033921i,-0.0062867-0.00034574i,-0.0044307+0.0013693i,-0.0029496+0.00019754i,-0.0046204-0.0041551i,-0.0057542-0.0066128i,-0.0035076-0.00422i,0.0013077-0.0015894i,0.0065724-0.00040872i,0.011021+0.00063727i,0.012613+0.0011983i,0.010097+0.00037747i,0.0055104-0.00018342i,0.0022452+0.00014255i,0.00075952+0.00050073i,3.9168e-05+0.00088913i,0.00040381+0.0012843i
0.0013493-0.0002833i,0.0017913+2.0273e-05i,0.0022501+0.0053304i,0.00098817+0.011748i,-0.0012572+0.011146i,-0.00020938+0.0047871i,0.0026949-0.00051515i,0.0037291-0.0020054i,0.0027627-0.0023972i,0.0025147-0.001218i,0.0052535+0.00036767i,0.0074732+0.0011972i,0.0050174+0.00068288i,-0.00062749+0.00086386i,-0.0064717+0.0019027i,-0.011053+0.0010106i,-0.011631+0.00027404i,-0.0090454+0.00025201i,-0.0061864+0.00066311i,-0.0037136+0.00083484i,-0.0017239+0.00059559i,-0.00075583+0.00047899i,-0.00014955-4.8445e-05i
-0.00047511+0.00020799i,-0.0034704-0.0016918i,-0.0071107-0.0068772i,-0.0088418-0.011974i,-0.006668-0.01103i,-0.0026922-0.0054126i,-0.0011453-0.00070217i,-0.0022809+0.00036774i,-0.0030362-0.00047872i,-0.0036811-0.0012253i,-0.0059213-0.00016061i,-0.0065127+0.0017266i,-0.0036504+0.0014873i,0.00055584-0.00082638i,0.0051712-0.002615i,0.0084646-0.0040807i,0.0099391-0.004048i,0.0087343-0.0024748i,0.0056251-0.0026827i,0.002792-0.003193i,0.0011616-0.0021792i,0.00068139-0.00070573i,0.00019693+0.00052341i
-0.00066109-0.002818i,0.00089551-0.0020265i,0.0025715+0.0030398i,0.0035266+0.010461i,0.0023699+0.013018i,0.0024121+0.0085354i,0.0048036+0.0018084i,0.0063068-0.0017532i,0.0061058-0.0023626i,0.0057561-0.0020724i,0.0060074-0.001259i,0.005906-0.00057607i,0.0036065+0.00038424i,6.3557e-08+0.0029912i,-0.0027465+0.0061271i,-0.0051264+0.0071515i,-0.0067789+0.0059124i,-0.0063874+0.0039413i,-0.0040401+0.002055i,-0.0016915+0.00092086i,-0.00057535-1.7382e-05i,-0.0010199-0.00091543i,-0.0013772-0.0010704i
-0.001295+0.00073738i,-0.0045944+0.00019082i,-0.0086511-0.0029168i,-0.010154-0.0073894i,-0.0067209-0.007549i,-0.0025409-0.0028425i,-0.0023381+0.0019667i,-0.0033327+0.0053262i,-0.0031059+0.0070186i,-0.0029068+0.0056636i,-0.0036836+0.0043048i,-0.0049894+0.002857i,-0.0046227-0.0004056i,-0.0025847-0.0042148i,-5.6282e-05-0.0069231i,0.0018944-0.0086593i,0.0029773-0.0074168i,0.0030283-0.0033491i,0.0019129-0.00034804i,0.00043489+0.00030018i,0.00042686-0.0003922i,0.0010575-0.00024922i,0.00063911+0.00059289i
-0.00068953-1.6729e-05i,0.0011735+0.00065946i,0.0038348+0.0037244i,0.0054613+0.0067552i,0.0045343+0.0059724i,0.0029271+0.0017261i,0.0011603-0.0024104i,-0.0007141-0.0055413i,-0.00079752-0.0058033i,0.00040847-0.0048919i,0.0029019-0.0052222i,0.0049773-0.0054176i,0.0047763-0.003456i,0.003182+8.016e-05i,0.0019477+0.0041203i,0.0009037+0.0064803i,-0.00014916+0.0052793i,-0.0014133+0.0024924i,-0.0023433+0.0010289i,-0.0018759+0.00052568i,-0.0015832+0.00060515i,-0.0020663+0.00076178i,-0.0022157-0.00041117i
0.00065921+0.0011901i,-0.0010353-0.00024831i,-0.0052989-0.0026106i,-0.0095679-0.0048859i,-0.0086567-0.0037358i,-0.0051611+0.00012811i,-0.0022693+0.0017198i,-0.00070451+0.00037841i,-0.00075832-0.00056757i,-0.00093976+0.00049965i,-0.002111+0.0035018i,-0.0029885+0.0061084i,-0.0028739+0.0055247i,-0.0035736+0.0022834i,-0.0045202-0.0015052i,-0.0047872-0.0034988i,-0.0038613-0.0028052i,-0.00080149-0.00060418i,0.0022406-0.00047448i,0.0023712-0.0014542i,0.0011534-0.0010282i,0.0011501-0.001014i,0.0017668-0.00095008i
0.0023983+0.00060222i,0.0039586-0.00016974i,0.0067235+0.0012376i,0.0086743+0.0024643i,0.0071455+0.0013015i,0.0038056-0.00036559i,0.0026061-0.0017348i,0.0028637-0.0022551i,0.0029682-0.001529i,0.0027012-0.0025802i,0.0015444-0.004493i,-0.00011839-0.0048291i,-0.00016901-0.0038169i,0.0010364-0.001942i,0.0029502-3.5404e-05i,0.005427+0.00069445i,0.004709+0.00018455i,0.00098243-0.00072051i,-0.0024058-0.00083644i,-0.0030126-9.0357e-05i,-0.0016567-0.00046975i,-0.00045117-0.00084743i,-0.0007583-0.00071613i
-0.0022084+0.00035502i,-0.0046556-0.0004089i,-0.0097787-0.00028528i,-0.011955-0.001176i,-0.0074571-0.00085839i,-0.001848+0.00051483i,0.00047116+0.0026381i,0.0016785+0.005449i,0.0015833+0.0062251i,0.0019142+0.0050325i,0.0029443+0.0046069i,0.001918+0.0045122i,-0.00012891+0.0028825i,-0.00092264+0.00097894i,-0.0013929+0.00053821i,-0.0041151+0.0015633i,-0.0049667+0.0033039i,-0.0019637+0.0047774i,0.00070813+0.0044473i,0.0016295+0.0029565i,0.001617+0.0017288i,0.0013746+0.0007849i,0.0012574+0.00033952i
-0.00081686-0.002667i,-0.00034336-0.0018099i,0.0017055+0.00025934i,0.004087+0.0013957i,0.0032333+0.0014621i,0.0011288+0.00016876i,-0.00097668-0.00218i,-0.0037988-0.0044704i,-0.0054385-0.0053036i,-0.0050663-0.0030002i,-0.003254-0.0023689i,-0.00078831-0.003389i,0.0018198-0.0026188i,0.0025345-0.0019368i,0.002808-0.0027537i,0.004441-0.004656i,0.0050094-0.0064596i,0.0020448-0.0058394i,-0.0011844-0.0034993i,-0.0023246-0.0011159i,-0.0023912-0.00044315i,-0.0022631+5.364e-05i,-0.0017123+0.00073833i
-0.00068362+0.00018639i,-0.0019723+0.00044448i,-0.0040238-0.00044029i,-0.007508-0.0016061i,-0.006335-0.0011994i,-0.0012267-0.00011482i,0.0026453+0.0004836i,0.0037866+0.00071227i,0.0027628+0.00039424i,0.0015917+0.00013891i,0.0011796+0.0019516i,0.0010696+0.0044825i,7.6635e-05+0.0053842i,-0.00093623+0.0054992i,-0.0023581+0.0060934i,-0.0040577+0.0071938i,-0.0034856+0.008043i,-1.7615e-07+0.0070883i,0.0033551+0.0037192i,0.0036522+7.0832e-05i,0.0017452-0.0013493i,0.00092577-0.00075228i,0.0015637-0.00073139i
-0.0030578+0.00058523i,-0.0028322+0.0002425i,-0.0013686+0.00052291i,0.0016131+0.00052849i,0.003083-0.00035109i,0.0018328-0.0022389i,0.00060745-0.0032182i,0.00053669-0.0029592i,0.001168-0.0022653i,0.0011542-0.0023436i,-0.0010211-0.00334i,-0.0026762-0.0042227i,-0.0020482-0.0049653i,-0.0013504-0.0055036i,-0.0015548-0.006817i,-0.0012218-0.008801i,-0.00070313-0.0098627i,-0.0022119-0.008593i,-0.0048976-0.0042423i,-0.0043395-0.0011696i,-0.0025502-0.00029896i,-0.0017165-0.00026551i,-0.0012909-0.0008318i
-0.0033641+0.00047976i,-0.0039397+0.001117i,-0.0059469+0.0037844i,-0.0071592+0.0063854i,-0.0045578+0.0054777i,1.028e-05+0.002646i,0.0013886+0.0019571i,0.0013729+0.0027341i,0.00097384+0.0031358i,0.0010891+0.0024273i,0.002726+0.0014823i,0.003875+0.0014759i,0.0037618+0.0015657i,0.0039459+0.001506i,0.0043787+0.0031858i,0.0037473+0.0066702i,0.0026459+0.0093366i,0.0028447+0.0081825i,0.0032272+0.0038263i,0.0021417+0.0012411i,0.0011544+0.00048502i,0.0012052+0.00024681i,0.0011836+0.00027786i
0.001945-0.00086996i,0.0016316-0.0018256i,0.0017392-0.0038165i,0.0020943-0.0053176i,0.00077936-0.0050846i,-0.0014346-0.0017587i,-0.0023465-0.00029836i,-0.0031118-0.00067259i,-0.0038834+0.00013766i,-0.0032595+0.00045419i,-0.0024785+0.00058323i,-0.0022938-0.00025661i,-0.0023937-0.0014779i,-0.0022795-0.0023745i,-0.0036194-0.0026379i,-0.0053304-0.0049154i,-0.0056707-0.0074487i,-0.0045491-0.0059672i,-0.0033866-0.0021609i,-0.0029435+0.00061602i,-0.0022917+0.00096172i,-0.001758+6.2996e-05i,-0.0012169-0.0001982i
0.00097913+0.00084423i,0.00058998-0.0014102i,-0.0013866-0.0013322i,-0.0037207+0.00047425i,-0.0034172+0.0011573i,-0.0013164+0.00011942i,0.00052561-0.00070844i,0.0018699-0.00033857i,0.0028212-0.00081059i,0.00234-0.001449i,0.0013847-0.00092757i,0.0010139+0.00027305i,0.0011987+0.0022763i,0.0026473+0.0025713i,0.0041246+0.0018326i,0.0061543+0.0023703i,0.0069722+0.0035524i,0.006324+0.0024786i,0.0054842-0.00049748i,0.0039496-0.0019179i,0.0017267-0.0018521i,-0.00018925-0.00067181i,-0.00050131-0.00019467i
-0.0019453-0.0031322i,-0.003338-0.0040517i,-0.0037407-0.0034635i,-0.0030647-0.0016287i,-0.0018564+0.0005049i,-0.00074804+0.0016904i,-0.00096704+0.00056628i,-0.0014427-0.0019915i,-0.0018326-0.0029772i,-0.0020415-0.0016697i,-0.0017881-0.00023388i,-0.002518-0.00048612i,-0.0037251-0.0019883i,-0.0043136-0.0023589i,-0.0049058-0.0018228i,-0.0066653-0.0013918i,-0.007748-0.001929i,-0.0066601-0.002287i,-0.0049593-0.001349i,-0.0036407+0.00082246i,-0.0029708+0.0016159i,-0.0018758+0.0005751i,-0.00074504+0.0004392i
-0.00054725-0.00047861i,-0.00098855+6.6123e-05i,-0.0021245+0.0022422i,-0.0020976+0.004957i,-0.00069023+0.0055028i,0.00081334+0.0034364i,0.0030516+0.0024187i,0.0030361+0.0028217i,0.0012649+0.0030482i,0.0007317+0.0026707i,0.0013573+0.001687i,0.0020336+0.00087398i,0.0035628+0.00059206i,0.005236-0.00014145i,0.006104-0.0016181i,0.0067663-0.0020851i,0.0065666-0.00052183i,0.0047604+0.00042277i,0.0034975+0.00055985i,0.0027311-0.00094819i,0.0013076-0.0015702i,0.00015848-8.2764e-05i,-0.00026721+0.00062575i
-0.0017587-0.0015885i,-0.0025637-0.0022375i,-0.0035238-0.0032023i,-0.0028027-0.0046902i,-0.0013174-0.0041576i,-0.00012169-0.0017477i,-9.1363e-05-0.0010855i,-0.00095217-0.0014961i,-0.0009859-0.0012448i,-0.00035446-0.00012225i,-0.0003855+0.00085277i,-0.0012869+0.001271i,-0.002247+0.0016444i,-0.0033442+0.0020361i,-0.0043878+0.0024421i,-0.0050369+0.0029506i,-0.0048003+0.0036684i,-0.0030513+0.002706i,-0.002616+0.0018956i,-0.0024607+0.0018856i,-0.0021058+0.00095147i,-0.0015753-0.00013094i,-0.00082989-0.00012053i
-0.0024047+0.0018026i,-0.0024922+0.001472i,-0.0029572+0.0033012i,-0.0019556+0.0048948i,0.00038444+0.0045483i,0.0019801+0.0011441i,0.0022207-0.0016705i,0.00069026-0.0021662i,-0.00079347-0.0010793i,-0.0002745-0.00019992i,0.0014138-0.00075326i,0.0027746-0.0017193i,0.0025795-0.0030962i,0.002443-0.0045891i,0.0040751-0.0053227i,0.0047041-0.0056018i,0.0034893-0.0049373i,0.0021233-0.0030373i,0.0018689-0.0024627i,0.0026506-0.0024495i,0.0019339-0.0013882i,0.00021159+0.00021782i,-1.7355e-05+0.00063479i
-0.00082213+0.0022101i,-0.00034323+0.0013178i,-2.8671e-05-0.00073114i,-0.00088342-0.0031325i,-0.0017662-0.0034578i,-0.0011706-0.0020055i,-0.0011719-9.4296e-05i,-0.0011272+0.0003527i,0.00069389-0.00012602i,0.0010108-0.00051616i,-0.00033284-0.00023499i,-0.0016524+0.00093297i,-0.0029368+0.0015097i,-0.0036688+0.0020574i,-0.0034713+0.0032325i,-0.0024521+0.0049946i,-0.0012416+0.0053056i,-0.00068397+0.003066i,-0.0010011+0.0014593i,-0.0018077+0.0015226i,-0.0020389+0.0015709i,-0.0018972+0.00026805i,-0.00064105-0.00026565i
0.00083407-0.0031117i,-0.001095-0.0025261i,-0.0026523-0.0001903i,-0.0018368+0.0013042i,0.0006005+0.0024742i,0.0017318+0.0022388i,0.0026501+0.00025934i,0.0025189-0.00064884i,0.00070195-0.00099121i,-0.00060455-0.0013454i,0.00011915-0.00094415i,0.001972-0.001212i,0.0028955-0.0026462i,0.0020801-0.0034707i,0.00087-0.004839i,-0.00075045-0.0064643i,-0.0025567-0.0055309i,-0.0023475-0.0026477i,-0.0008001-0.00085619i,0.0004575-0.00070138i,4.0809e-05+0.00026858i,5.1515e-05+0.0014895i,0.00044692+0.0015681i
-0.0013421-0.0037311i,-0.0018403-0.0027941i,-0.0045581-0.0024392i,-0.0061242-0.0023758i,-0.0033092-0.0022142i,-5.4025e-06-0.00099638i,0.00056088-0.00043185i,-0.00080748-0.00040634i,-0.0020337-5.9511e-05i,-0.0013313+0.00084561i,-0.00041789+0.0014529i,-0.000743+0.0020853i,-0.0014228+0.0026818i,-0.0004206+0.0030657i,0.0014226+0.004255i,0.0033488+0.0062381i,0.0050424+0.0061694i,0.0042926+0.0037029i,0.0014697+0.0017586i,-0.00066918+0.0011549i,-0.0014177+0.00044879i,-0.0016306+0.00021924i,-0.00097154+1.6612e-05i
0.00071037-0.0012828i,0.00031535-0.00045238i,1.3834e-05-2.4871e-06i,-0.00062724+0.0013939i,-0.00080401+0.0024754i,0.00041615+0.002747i,0.0012517+0.0022089i,0.0017615+0.00088439i,0.0022666-0.00019425i,0.0013775-0.00016284i,0.00016704-0.00025786i,0.00018591-0.001389i,-0.0002764-0.0022227i,-0.0016382-0.0026975i,-0.0020016-0.0039643i,-0.003583-0.0044191i,-0.0069064-0.0032875i,-0.0056817-0.0013627i,-0.0011628-0.00019601i,0.0011236-0.00036072i,0.0012431-0.00059981i,0.00072959-0.0015714i,7.6298e-05-0.0015731i
-0.002978+0.00040377i,-0.0048+0.00010826i,-0.0063376-0.00095562i,-0.0064285-0.0014336i,-0.0051414-0.00038856i,-0.0029438+0.00073139i,-0.0010519+0.00022133i,0.00061543-0.00070755i,0.0013733-0.00037974i,0.00015964+5.3453e-05i,-0.00081842+0.00039731i,-0.00043713+0.0013592i,0.00070436+0.0021386i,0.0019632+0.0017605i,0.002221+0.0015767i,0.0032978+0.0018967i,0.0062436+0.00069974i,0.0056017-0.00045559i,0.0014179-0.0001508i,-0.00016179+0.00014769i,-0.00051947-0.00015173i,-0.0012084-0.00010389i,-0.00085234-0.00017527i
0.00046041-0.0014117i,0.00033019-0.0019349i,-0.000626-0.0014948i,-0.00025578+0.00085494i,0.0009302+0.00089192i,0.00099563-0.00042759i,0.00062454-0.0012706i,0.00070038-0.0011043i,0.0002643-0.00049705i,-2.3607e-05+0.00014963i,0.00039465-0.00039874i,0.00051378-0.0019302i,-0.00046745-0.002272i,-0.0017023-0.0015251i,-0.0018148-0.0011814i,-0.0032584-0.0012618i,-0.0068401-2.201e-05i,-0.0065609+0.001618i,-0.0023809+0.0015265i,0.00022815-0.00015665i,0.0007044-0.0008942i,0.00037976-0.00044565i,0.00012832-0.00012736i
0.0021146+0.00071742i,0.0017297-0.00060535i,-0.00047415-0.0018747i,-0.0023336-0.0025803i,-0.0025746-0.0029158i,-0.0024911-0.0016769i,-0.0023685+0.00030704i,-0.0017648+0.00056653i,-0.00082694-0.00030166i,9.7637e-05+0.00015351i,0.00075623+0.0017811i,0.0015447+0.0026422i,0.0022352+0.0023286i,0.0012419+0.0018374i,-3.0185e-05+0.0012229i,0.0023062-4.0906e-05i,0.0056532-0.0019699i,0.0047111-0.0023499i,0.0014015-0.00071215i,-0.00055948+0.00039066i,-0.00060996+0.00067002i,-0.00075329+0.00057002i,-0.00013141+0.00043283i
0.0012927-0.0019689i,0.0020059-0.0023706i,0.0027143-0.0021136i,0.0019068-0.0011318i,-1.5607e-05+0.00066995i,-0.00061237+0.0016162i,0.0003923+0.0011502i,0.0017616+0.00018687i,0.0015166-0.0005316i,-0.00043566-0.00054651i,-0.0019681-0.00026658i,-0.0026477-0.00080892i,-0.0034674-0.0013836i,-0.002839-0.00097277i,-0.0010392+0.00016321i,-0.0015445+0.0014658i,-0.0044725+0.0036142i,-0.0039536+0.0043522i,-0.00030348+0.0026155i,0.0016018+0.00042694i,0.0019203-0.0012687i,0.0019494-0.0018201i,0.0010832-0.0012694i
-0.0052908-0.0012101i,-0.0063742+0.00015129i,-0.0083903+0.001488i,-0.0080176+0.0027483i,-0.0043761+0.0030467i,-0.00087447+0.0019656i,0.00029019+0.00070388i,0.00052028+0.00049715i,0.00043066+3.666e-06i,0.001077+2.5799e-05i,0.0024642+0.0007604i,0.0032121+0.00084077i,0.0038111-0.00054813i,0.00347-0.0020954i,0.0017749-0.0015487i,0.001491-0.0013364i,0.0028185-0.003432i,0.0019691-0.0044396i,0.00013437-0.0025045i,-0.00096006-0.00060813i,-0.0020144+0.00038438i,-0.0018658+0.00054486i,-0.0013812+0.00063412i
