-0.00041628+0.0012528i,-0.00012484+0.00094658i,-0.0013319+0.00046817i,-0.0022483+0.00039937i,-0.0016511+0.0010053i,-0.00020731+0.0014705i,0.00050384+0.0019517i,0.00010079+0.0019779i,-4.9533e-05+0.00129i,0.0003562+0.0006155i,0.00092804-2.6915e-05i,0.00045814-0.0013879i,-9.4412e-05-0.0018939i,-2.9415e-05-0.00077029i,0.00016935+0.00029677i,0.00030269+0.00048458i,0.00025063+0.00084655i,8.9864e-05+0.00065016i,0.00013414+0.00066931i,-0.00042166-0.00027753i,-0.00064676-0.001194i,0.00018917-0.0002785i,0.00047666-8.388e-05i
0.0011147-0.00044425i,0.0017542-0.00044713i,0.002336-0.0014407i,0.00092629-0.0020803i,-0.00029023-0.0022505i,-0.00027628-0.0015425i,0.00014071-0.00099146i,0.00045824-0.00084149i,0.00034427-0.00029998i,3.3473e-05-0.00084797i,-0.00011202-0.00052859i,-0.00025729+0.0007988i,0.00020572+0.00060526i,0.00057605+0.00019535i,0.00048802+0.00020497i,0.00063137+0.00061622i,-0.0002559+0.00083785i,-0.00051831+0.0004436i,0.00013567-0.00018594i,0.00066424-0.00065035i,0.00042384-0.00036824i,5.6299e-05-7.3289e-05i,-0.0001586-0.00024482i
-0.0013-5.9265e-05i,-0.0019198-0.00017067i,-0.0022264-0.00062195i,-0.0019691-0.00054234i,-0.0010246+0.00044339i,-7.5118e-05+0.00092661i,0.00089291+0.00094317i,0.00058636+0.00019936i,-0.00051548+0.0003816i,-0.00095652+0.00097378i,-0.0012322+5.9019e-05i,-0.001113-0.00066679i,-0.00031338-0.00047919i,-0.0006266+9.8686e-05i,-0.00023494+0.00035371i,-0.00026701+1.4509e-05i,-0.00076612+0.00013226i,-0.00078714-1.3113e-05i,-0.0005995+1.0533e-05i,-0.00081828-5.6598e-06i,-0.00066982-0.00067212i,-0.00010761-0.00069996i,9.7856e-05-0.00065213i
0.0010896-0.00066771i,0.0016033-0.0019311i,0.0016923-0.0023201i,0.00095174-0.0024555i,-0.00030506-0.0015444i,-0.0014861-0.00056843i,-0.00073347+0.00036494i,0.00021387+0.0010228i,0.00041292+0.0007221i,0.00053787-0.00021112i,0.00021154-0.00063254i,-0.00048899-0.00050803i,-0.00040973+5.8542e-05i,0.00011188+0.00070963i,-0.00012951+0.00046902i,0.00010052-0.0001487i,0.00025869-0.00047092i,7.6222e-05-0.00026684i,0.00038122-0.00052839i,0.0010634-0.0014792i,0.0011742-0.0010298i,0.00018473-0.0001236i,-0.00016026-0.00033098i
-0.00027702+3.7481e-05i,-0.00094348-0.00057541i,-0.0020257-0.00092158i,-0.0027269+0.00060976i,-0.0022669+0.00072341i,0.00026111+0.00066844i,0.0012224+0.00088207i,0.00073094-0.00015045i,0.00015122-0.00078235i,-0.00017779-0.00027776i,-8.5765e-05+0.00042987i,0.00035933+0.00041089i,0.00059459-0.00016891i,0.00068453-0.00067892i,0.00039267-0.0008166i,0.00047158-0.00090293i,0.00090329-0.00072544i,0.00067286-0.00058618i,0.00040467-0.0010002i,-0.00018336-0.00082119i,-0.00026702-0.00074059i,0.00058741-0.00059569i,-0.0004306+4.138e-06i
0.00083072+0.0010597i,0.00054038+0.00063252i,-3.1984e-05-0.0009198i,-0.00015144-0.0022205i,-0.0011053-0.0029334i,-0.0012491-0.0028646i,-0.00055187-0.0021336i,-0.00011843-0.00027355i,0.00054721+0.00097201i,0.00032371+0.0005628i,-0.00059762+6.7431e-05i,0.00022054+6.8531e-05i,0.00087984+0.00036476i,0.0003588+0.00070994i,-4.6676e-05+0.00095387i,-0.0006642+0.00085003i,7.7365e-05+0.00053649i,0.00084044+0.00024194i,0.00048561+4.7311e-06i,0.00052332+0.000618i,0.00019658+0.00087891i,7.0754e-05+0.00051883i,0.00051258-5.1102e-05i
0.000174-6.6923e-05i,0.00051383-0.00050296i,0.00057494-0.00106i,-0.00064323-0.00020262i,-0.0017181+0.0010821i,-0.0017213+0.0010515i,-0.00045314+0.00061003i,0.00067251+0.0001251i,0.00092674-0.00050231i,0.00093838-0.00035969i,0.00037863+0.00020337i,-0.00011806+9.4505e-05i,-3.758e-06+0.00017057i,0.00033451-0.00012922i,0.00086862-0.00022853i,0.0010007-6.4041e-05i,0.00030553+0.00019445i,-0.00015874+0.00012995i,-0.0003646-0.00034962i,-0.00080685-0.00092803i,-0.00097541-0.000708i,-0.00019048+0.00025749i,0.00052025+0.00056789i
-0.00038212+0.00048991i,-0.00051183-0.00089122i,-0.00020579-0.0014048i,0.0007114-0.001017i,0.0011941-0.0013355i,0.001452-0.00044619i,0.0012276+2.5481e-05i,0.00089183-0.00013212i,0.00070038+0.00042504i,0.00032315+0.00087884i,-0.00059542+0.00076813i,-0.001345+4.2897e-05i,-0.00079531-7.676e-05i,-0.0001755+5.1312e-05i,6.4277e-05-0.00018578i,0.00012974+0.00041201i,-4.7107e-05+0.00056102i,0.00038087+0.00018483i,0.00059232-0.00013017i,0.00016673-0.00064202i,9.5864e-06+0.00021579i,-0.00032362+0.00074896i,-0.00075435-0.00049502i
-0.00071242+0.00088102i,-5.7306e-05+0.0012405i,0.00031013+0.0012743i,0.0011268+0.00096864i,0.0016001+0.00055439i,0.0010109+0.00039534i,0.00066089-0.00010523i,0.00025276-0.00050933i,-0.00046563-0.00077063i,0.00017514-0.00075042i,0.00017359+0.00016162i,-0.00052342+6.3194e-05i,0.00012904-0.00065733i,0.0013194-0.00082869i,0.00073233-0.00075429i,3.7639e-05-0.00097165i,0.00066641-0.00075338i,0.000652-0.00070142i,-0.00021862-0.00029768i,-0.00052468+0.00070416i,-0.00061938+0.00080635i,-0.00019192+0.00017872i,0.00027469-0.00040703i
-0.0014796-0.0005235i,-0.0013827-0.0011412i,-0.0022346-0.0025307i,-0.0021626-0.0029825i,-0.001285-0.00137i,0.00016883+0.00014712i,0.00078053+5.1776e-05i,0.00065861-0.00019918i,2.0477e-05-0.00010471i,-0.00026075+1.5816e-05i,-6.9552e-05-0.00039191i,0.00055519-0.00022008i,0.00051787+3.4416e-05i,8.8793e-05-0.00016979i,0.00076942-7.8627e-05i,0.0009155-0.00010498i,0.00016841+9.4481e-05i,-0.00036624+0.00058633i,-0.00075535-6.4511e-05i,-8.6292e-05-0.00058024i,0.00018535+3.6834e-06i,-3.5374e-06+0.00030316i,1.0631e-05+0.000232i
-0.00077991-0.0011679i,-0.0010895-0.0014998i,-0.0014018-0.0010644i,-0.001628-0.0010704i,-0.0010137-0.00060115i,9.2212e-05+0.00034827i,0.0011944+0.00011626i,0.0012705-0.00070874i,0.00022647-0.00048566i,-2.774e-05+0.00050849i,0.00041234+0.00090155i,0.00055677+0.00071484i,0.00088258+6.8804e-05i,0.00059452-7.2286e-05i,-3.3798e-05+3.8887e-05i,0.0001851+0.00037771i,0.00064033+0.00016552i,0.00027833+5.4387e-05i,0.0001157+0.00036856i,0.00052673+0.00012503i,-0.00017286+0.00055181i,-0.00065278+0.0010514i,0.00019338+0.00068942i
-0.0014597+9.6587e-05i,-0.0014755+0.0001215i,-0.0013137-0.00030262i,-0.0012079-0.00096472i,-0.001174-0.001435i,-0.00017824-0.0010469i,0.00049674-0.00064061i,0.00033224-0.00014644i,-0.00024128+0.00044437i,-0.00014632+0.00062377i,0.00026643+0.00030287i,2.4856e-05-7.1863e-05i,0.00011373-9.325e-05i,0.00064059-0.00032138i,0.00094204-0.00064363i,0.00040986-0.00037051i,-8.0935e-05+9.53e-05i,0.00034137-0.00061258i,0.0001239-0.0013064i,0.00013444-0.0010062i,0.0005689-0.00023456i,0.00035575+0.00044617i,-0.00024404+0.00028969i
