-0.0042739+0.0011015i,-0.0036556+0.0015259i,-0.0027752+0.0024364i,-0.0021256+0.0017685i,-0.0020702+0.00095839i,-0.00055764+0.00048832i,0.00092559+0.00018103i,0.0013443+0.00048928i,0.00072938+0.00061552i,0.00063829+0.00024648i,0.00046912-0.00015216i,0.00016543-0.00047924i,-2.0836e-05-0.00086227i,-0.00027818-0.0010149i,0.00021176-0.00072526i,0.00016003-0.00057934i,-0.00042207-1.1436e-05i,-0.001154-0.0003028i,-0.0016802-0.00098966i,-0.0013898-0.001161i,-0.00070798-0.00052829i,0.00042291-0.00013336i,0.0015562+8.3734e-05i
0.00013489-0.00093802i,-0.00039231-0.00052702i,-0.0011867-5.5197e-05i,-0.001099-0.00029158i,-9.72e-05+0.00049216i,0.00099304+0.00076703i,0.0012041+0.00031527i,0.00044442-0.00024627i,-0.00019966-0.00014781i,-0.00031825+5.5811e-05i,-0.00057658+4.7963e-05i,-0.0007697-0.00054201i,-0.0003007-0.00088757i,6.9595e-05-0.0004273i,0.00016371-0.00012954i,0.00043879-0.00029029i,0.00040435-0.00010068i,-0.00019198+0.00018766i,-0.00074346+0.00054315i,-0.00075802+7.7452e-05i,-0.00042275-0.00049741i,0.00024359-0.0003477i,-7.7597e-05-0.00010549i
0.00042131+0.0021027i,0.0008669+0.0018121i,-6.2154e-05+0.0010148i,-0.00025732-0.0009772i,-0.00031876-0.0018084i,-0.00056389-0.0013166i,-0.00046413-0.00053662i,-4.3804e-07-0.00058345i,0.00059289-0.0002876i,0.00066854+7.0743e-05i,-0.00022129-0.00032504i,-0.0011161-0.00095814i,-0.0012758-0.00051961i,-0.0012986-4.7061e-05i,-0.00021189-0.00055558i,0.00041626-0.00032003i,-0.00019297-0.00026496i,-0.000378-0.00091605i,0.00041257-0.00093838i,0.00022114-0.00013345i,-0.00032707+0.00079388i,8.0916e-05+0.00061267i,0.00025997+0.0007036i
-0.0014591-0.00086794i,-0.0027181-0.0012066i,-0.0033303-0.0008343i,-0.0011483+0.00032592i,0.00073145+0.00088748i,0.0014491+0.0007332i,0.0013872+0.00038135i,0.00063348-0.00031383i,8.7233e-05-0.00066945i,1.4494e-05+0.00026858i,0.00033742+0.0006682i,0.00048295-0.00053815i,0.00021225-0.0014788i,-0.00013392-0.0010243i,0.00019682-1.7497e-05i,0.00070954+0.00042622i,0.0005322+0.00024462i,-6.2705e-05+0.00017316i,-0.000486-7.9276e-05i,-0.00061438-0.00019023i,0.00027777+5.5355e-06i,0.00032699+4.318e-05i,0.00046834+0.00042028i
-0.0022774-0.00072878i,-0.002445+0.00015457i,-0.0017384-0.00064833i,-0.0014095-0.00084377i,-0.00066583+3.706e-05i,0.00065263+0.00095051i,0.0009426-0.00012548i,0.00062482+2.3405e-05i,-0.00045608+0.0015461i,-0.00075005+0.0012321i,-0.00080323+0.00058819i,-0.00059835+0.00077395i,-0.00075735+0.00048081i,4.0027e-07-0.00034784i,0.00073478+0.00040488i,7.9098e-05+0.00084675i,0.00023803+0.00014312i,0.00034062+0.00047999i,-0.00020644+0.00096603i,-0.00031223+0.00052022i,-0.00022431+0.0001986i,-0.00028195+5.6966e-05i,0.00010893+0.00064732i
0.0016948+0.00092551i,0.00081139+0.00056517i,-6.7093e-05-0.00016742i,0.0010306-0.00096375i,0.0018114-0.001033i,0.0012587-0.00063105i,0.00059356-0.00028005i,0.0004222-0.0005507i,0.001053-0.001022i,0.00081288-0.0015421i,-7.4015e-05-0.00087368i,-0.00063489+0.0004655i,-0.0010589+0.00054277i,-0.0016302-3.5545e-05i,-0.0016875-1.1416e-05i,-0.00074556+0.00023143i,0.00072689+0.00023291i,0.0012271-0.00011701i,0.0005677-9.2539e-05i,-0.00041212-4.3514e-05i,-0.00066922-0.00011549i,0.000195+0.00020295i,0.0014081+0.0010272i
-0.002058+0.0010465i,-0.0015235+0.0010462i,-0.00069956-4.7902e-05i,-0.00021654-0.00041592i,0.00033822+4.9685e-05i,0.00083921+9.9466e-05i,0.00099844+0.00023769i,0.00024503+0.00060624i,-0.00047134+0.00015425i,-0.00021561-0.00018916i,-0.00012628+0.00033994i,-0.00040961+0.00016487i,-0.00021161-0.00048652i,0.0003377-0.001257i,0.00084225-0.001535i,0.00034293-0.00080769i,-0.00047229-0.00031638i,-0.00036058+0.00041713i,-0.00059635+0.00081343i,-0.00093842+2.255e-05i,-0.00022848-0.0012213i,0.00017472-0.001046i,9.0077e-05-0.0011301i
-0.00084486+0.00043617i,-0.00099334+0.00054386i,-0.00035904+0.00027261i,-0.001102+0.00029499i,-0.0011298+0.00030866i,-1.0106e-05+0.00029303i,0.00081941-7.6133e-05i,0.00098009-0.00032831i,0.00066369-0.00031525i,7.8713e-05-0.0007338i,0.00018093-0.00090002i,0.00038313+4.553e-05i,-0.00049708+0.00074483i,-0.0011769+0.00061122i,-0.00076835+0.00025422i,-0.00013924-0.00036917i,0.00059893-0.0010867i,0.00078401-0.00094081i,0.00032157+0.00021389i,0.00025721+0.0011342i,0.00021325+0.00093347i,0.00029701+5.6769e-06i,0.00035906-0.00042385i
0.00096672-0.0001247i,-0.00019484-0.00036425i,-4.3664e-05-0.0011333i,0.00017681-0.0016866i,-0.00041715-0.0011262i,-0.00052552-0.00041842i,0.0001391-0.00076647i,0.00025776-0.0007618i,3.3059e-05-0.00012389i,-0.00011273-0.00012178i,-0.00036921-0.00078017i,7.0698e-05-0.00045775i,0.00065984+8.1145e-05i,1.3802e-05+0.00063588i,-0.0011029+0.00079615i,-0.00090501+0.00047383i,8.7212e-05+0.00025231i,0.00021454+0.00043426i,0.00037069+0.00032864i,0.00095152-0.0002734i,0.0011477-0.00018477i,0.00062535-7.0249e-05i,-0.00012289-0.00068619i
0.0007803+0.00060297i,-9.0931e-05+0.00019563i,-0.0010818-0.00057979i,-0.00072669-0.0011136i,5.292e-05-0.00025946i,0.00063694+0.00075872i,0.00060489+0.00069589i,0.0002916+0.00045818i,5.6595e-05+0.0003477i,-0.00011785-8.2588e-05i,-0.00016892-0.00071547i,-0.00014469-0.00093651i,0.00012421-0.00089017i,-0.00025504-0.00057648i,-0.00053571+2.9679e-05i,-0.00035114+0.00034651i,-0.00036765+0.00069537i,-8.8574e-06+0.0014267i,-2.98e-05+0.0013373i,5.5725e-05+0.00070941i,-0.00024604+0.00042677i,-0.00078886-7.5598e-05i,-0.00049784-0.0007879i
-0.0022624+0.001086i,-0.0019548+0.0002843i,-0.00085836-0.00047548i,0.00016713-0.00040262i,-0.00016674-0.00038673i,-0.00030085-0.00020421i,8.7239e-07+4.0002e-05i,0.00045418-0.00014728i,0.00080445+0.00032468i,0.00063914+0.00031142i,0.00058372-0.00038848i,0.00045454-0.00068067i,0.00010974-0.00044841i,-0.00043676-0.0001643i,-0.0001158-0.00040302i,9.983e-05-0.00016409i,0.00045016-0.00023373i,0.00062034-0.00027224i,-8.251e-05-0.0003975i,-0.00031139+1.2341e-05i,-0.00027043+0.00058725i,-9.5104e-05+0.0012225i,-0.00028255+0.0010125i
0.002411-0.0013852i,0.00088748-0.0017421i,-0.00056529-0.0019224i,-0.001211-0.0014522i,-0.00078242-8.1495e-05i,0.00024036+0.00075915i,0.00074915+0.0014736i,0.00089443+0.0013611i,0.00052915-8.6084e-05i,7.0482e-05-0.0011496i,-4.9403e-05-0.00055863i,0.00029616-0.00036071i,-0.00019444-4.6936e-05i,-0.0012675+0.00034822i,-0.0017571-0.00034672i,-0.00059199-0.00061434i,0.00036197-0.00011695i,0.00038904+0.00055418i,0.00032533+0.00066098i,0.00024702-0.0002716i,-0.00022419-0.0007308i,-0.00063601-0.00064301i,-0.00024414-0.00079621i
-0.00059002-0.00038892i,-0.0015933-0.00092298i,-0.0027293-0.0010023i,-0.0021971-0.00028259i,-0.00056764+0.00021208i,0.00091009+0.0004906i,0.0014901-0.0001313i,0.001693-0.00037015i,0.0010806-0.00015277i,-1.7718e-05-0.00015073i,-0.00045952-0.00015426i,-0.00035197-0.00024202i,-1.8711e-05-0.00028869i,-0.00014144+0.00017498i,-0.00010693+8.0656e-05i,-0.00020291+0.00016761i,-0.00033719+0.00056849i,0.00053628+0.00058688i,0.0010602-0.00018715i,0.0010146-0.001055i,0.00093704-0.0010439i,0.00078355-0.00023511i,0.0011601+0.00090623i
-0.0013741-0.0018536i,-0.0021818-0.0017615i,-0.0021636-0.00096534i,-0.0020475-0.00056972i,-0.0014192+0.00029522i,0.00031356+0.0014549i,0.0015509+0.0008877i,0.00080278-0.00052642i,-9.6021e-05-0.0011428i,-0.00013917-0.00073547i,-0.00013416-0.00058331i,-0.0002278-0.00063163i,0.00039281-0.00011122i,0.00061412+1.0319e-05i,4.3371e-06+0.000158i,-8.0556e-06+0.00024682i,0.00073309+0.00015025i,0.00065229+0.00014357i,0.00025481-0.00024237i,0.00013221-0.00080724i,-0.00020897-0.0008177i,0.0001803-0.00049346i,0.00029988-0.00053934i
0.0017806+0.00071889i,0.00091592-0.00042605i,0.00034302-0.00092724i,-9.6775e-05-0.001189i,-0.0013624-0.00097139i,-0.00052902-0.00014172i,0.00066254+6.476e-05i,0.0003389+0.00017695i,2.9557e-05+0.00033233i,0.00013868+6.7818e-05i,-0.00067777-0.00049337i,-0.00079683-0.00097925i,-0.00022275-0.00060165i,-0.0010441+0.00019532i,-0.0017626+0.0011494i,-0.0014269+0.00076148i,5.2594e-05+0.00048072i,0.00052873+0.00023739i,-0.00078151-0.00080759i,-0.0011632-0.00085938i,0.00033936-0.00013462i,0.001131+0.00066094i,0.00050682+0.00098906i
-0.00031402+0.0013766i,-0.00031975+0.00011558i,0.00031734-0.0011909i,0.00066864-0.00076644i,0.0011951+0.00021215i,0.0013528+0.00032181i,0.0015333-0.00065626i,0.0017834-0.00049569i,0.001083+0.00028458i,-0.00051922-0.00038785i,-0.001248-0.00076297i,-0.00089732-0.00076706i,-0.00055828-0.0009045i,-0.0004437-0.00040099i,-0.00036601+9.2892e-05i,0.00013279+0.00011052i,0.00015099+0.00028177i,0.00033784-0.00020259i,0.00053658-0.00061961i,0.00015305-0.00047181i,0.00013449-0.00017608i,0.00018895+0.00015997i,0.00051431+0.00027213i
-0.0017194-0.00037266i,-0.0023414+7.5476e-05i,-0.0030265+0.00045103i,-0.0021977+0.00059403i,-0.00011168+0.00046276i,0.0014405-0.00022556i,0.0012027-0.0017519i,0.0007483-0.0025386i,0.00052832-0.0018058i,7.8104e-05-0.0011871i,-2.4631e-05-0.00049618i,-0.00059351-8.3831e-05i,-0.0007191-0.0012539i,0.00070301-0.0013427i,0.00090791-0.00035767i,-7.3133e-05-0.00015348i,0.00019922-4.7136e-05i,0.00083082-0.00029201i,0.00021134+0.00017396i,-0.0006392+0.00061669i,-0.00073598+0.00067753i,-0.00030831+0.00073959i,-6.8199e-05+0.0013922i
-0.0003331-0.00037291i,0.00039975-0.0014654i,0.0010137-0.00090022i,0.0011514-0.00039643i,0.00092757-9.0665e-05i,0.00050178+0.00026666i,0.00059836-0.0001011i,0.00063796+0.00015618i,0.00053135+0.00060649i,0.00044057+7.8249e-05i,0.00061731-0.00024937i,0.00064808-0.00021545i,0.00026499+0.00020194i,0.00059096-0.00010846i,0.00058106-0.0009865i,0.00037623-0.00039753i,0.00037625+0.00077702i,7.8552e-05+0.00018638i,3.5353e-05-0.00060349i,8.2324e-05-0.00047897i,0.00056507-0.00027452i,0.00064765-0.0004112i,-0.00016218-0.000271i
-0.00057762-0.0016227i,-0.0013907-0.001602i,-0.0022275-0.0010515i,-0.002304+2.4552e-05i,-0.00080266+0.00049543i,0.0004874+8.0615e-06i,0.00087246-0.00015116i,0.00057571-9.6187e-05i,-1.1507e-05+0.00023026i,-7.7654e-05+0.00022915i,-0.00048678-3.5098e-05i,-0.00050614+0.00012758i,-0.0001627+0.00061855i,6.7804e-05+0.00015027i,8.6773e-05+7.8267e-05i,-0.00025419+0.00043333i,6.98e-05+6.1051e-05i,0.00021193-0.00058864i,-0.00019902-0.00053887i,-0.00054611+0.00013159i,-0.00044678+0.0002372i,8.284e-05+0.00057996i,0.00054333+0.00085928i
-0.001047+0.00079643i,-0.00062807+0.0003052i,7.6278e-05+0.00075883i,-0.00014383+0.0011216i,0.00021005+0.0011242i,0.0013144+0.0016105i,0.0012169+0.0017043i,0.00045837+0.00041125i,0.00039088-0.00034451i,0.0001731-0.00012716i,0.00012085-0.00020795i,1.2959e-05+0.00017991i,-0.00079252+0.00029889i,-0.00094749-0.00020097i,-0.00044132-0.00075708i,-0.00051516-0.00048195i,-0.00052749+9.4385e-05i,-0.00010611+0.00078303i,-0.00036545+0.0007385i,-0.0010631+0.00074493i,-0.00077401+0.00082901i,-2.2489e-05-0.00022329i,0.00048238-0.00039747i
0.00044457+0.00043269i,3.0907e-05-4.6293e-06i,-0.0012838+5.6923e-07i,-0.0015507-0.00072847i,-0.00050937-0.0014942i,0.00035691-0.0012457i,0.00098329-0.00095928i,0.00064508-0.0011124i,-0.00016509-0.0009409i,6.6379e-05+8.3845e-05i,0.00067576+0.00094118i,0.00017802+0.00019001i,-0.00037783-0.00021576i,-0.00025437-0.00042113i,0.0004182-0.00026059i,0.00025585+0.00013228i,-0.00042914+0.00020002i,-0.00014473-4.8921e-05i,0.00018635+0.00018441i,1.6613e-05+0.00033086i,0.0003756-0.00023352i,9.871e-05-0.00061119i,-0.00071672-0.00070138i
0.0019937-0.00086842i,0.00054122-0.00094092i,-0.00027404-0.0018366i,-0.00080911-0.0015703i,-0.00089933-0.00074077i,-0.00010566-0.00022594i,0.0014121+0.00016828i,0.001844+9.7141e-05i,0.00089139-0.0003531i,0.00023509-0.00015581i,-0.00011756+0.00039628i,-0.00062849-0.00034723i,-0.0011406-0.00041966i,-0.00063459+0.0010255i,-0.00035722+0.0016336i,-0.00044795+0.0012066i,0.00045199+0.00046738i,0.00061427-0.00040063i,7.7514e-05-0.00056937i,-2.3369e-06+3.1196e-05i,-0.00023757+0.00020349i,-0.00027502-0.00015254i,-3.7839e-05-0.00017591i
0.001388-0.001047i,-0.00027851-0.00086444i,-0.0010162-0.00081653i,-0.001629-0.00038538i,-0.0023133+6.6393e-05i,-0.00094361-0.00017875i,0.00078673-0.00036729i,0.0010126+4.7327e-05i,0.00043542+2.529e-05i,0.00030182-0.00022039i,-0.0002691+1.068e-05i,-0.00034207+0.00082724i,0.0001636+0.0010688i,0.00026807+0.00087379i,-9.2475e-05+0.00089159i,-0.00042823+0.0010393i,-0.00047071+0.00094697i,-0.00065227+0.00069717i,-0.00051105+0.00014856i,3.4809e-05-0.00046329i,-0.00013154-0.00088411i,-0.00013996-0.0011585i,6.9185e-05-0.0010645i
-0.00026044-0.0014009i,0.0010462-0.001829i,0.0014642-0.00091024i,0.00060582-0.00020955i,0.00068904+0.0013422i,0.0011824+0.0027056i,0.0014866+0.0016485i,0.0013364+0.00052038i,0.00046802+0.00078716i,-0.00033522+0.00033936i,-0.0010543-0.00051955i,-0.0013013-0.0010113i,-0.00032547-0.0010534i,4.5799e-05-0.00035885i,-0.00035926+6.5221e-05i,0.00070182-0.00031132i,0.00086673-0.00031531i,-2.0104e-05+0.00020273i,0.00029725+0.00091924i,0.00040611+0.0010192i,0.0002933-3.9866e-06i,0.000311-0.0003365i,0.00032756+0.0002542i
-0.0025594-0.0008635i,-0.0031816-0.00042887i,-0.0028415-0.00039986i,-0.0018947-0.000423i,-0.00045521-0.0003308i,0.00046325-0.00023497i,0.0007436+7.0523e-05i,-0.00019646-0.00014486i,1.4939e-05-0.00080208i,0.00055993-0.0012477i,0.00047924-0.00089219i,0.00015977+0.00027584i,0.00055566+0.00046406i,7.2528e-05+0.00025863i,-0.00062531-0.00026411i,0.00018354-0.00046101i,0.00022487+9.5606e-05i,-0.00033461+8.8487e-05i,-0.00062082-9.4245e-06i,-0.0009195-0.00030776i,-0.00074965-7.2849e-05i,-6.8386e-05+0.00045638i,0.00014646+0.00021035i
0.00076923+0.00021193i,0.00045318-0.00049819i,-0.00043592-0.0019157i,-0.00035278-0.0015395i,0.0011434-0.00017031i,0.0024439+0.00063836i,0.0013337+0.00050069i,0.00049729-0.00046621i,0.0010233-0.00065508i,0.00061893+0.00016657i,-0.00056368+3.1813e-05i,-0.0015301+6.1638e-05i,-0.0013832+7.4749e-05i,-0.0015012-0.00068443i,-0.0014223-0.00039276i,-0.00018549+6.4132e-06i,0.00065045+8.0379e-05i,0.0002847-1.6194e-05i,7.5711e-05-0.00057237i,-0.00030253-0.0011472i,-0.00018971-0.00085403i,0.00040316-0.00037515i,0.00021876-0.00018958i
-0.00049046+0.00044572i,-0.00072425+0.00013861i,-0.0015805-0.00024826i,-0.001369-0.00047175i,-0.00055283-0.00037257i,0.00010392+0.00089366i,0.00097776+0.00092248i,0.00092874+3.0091e-05i,0.00038559+0.00019998i,0.00012496+0.00041465i,-0.00048076-0.00018893i,-0.00091615-0.00048067i,-0.0002593-0.00011161i,1.8923e-05-0.00070185i,-0.00055359-0.00082364i,-0.00058775-0.00019347i,-0.00011253+0.00035003i,-0.00053468+0.00075573i,-0.00094915+0.00074205i,-9.9751e-05+0.00077194i,0.00010578+0.00058315i,0.00025524+6.3249e-05i,0.00053758+7.5903e-06i
-0.0012877+0.00093065i,-0.0011693-0.00026165i,-0.0010414-0.00075058i,-0.00056263-0.0007475i,0.00013996-0.00016743i,0.0011954+0.00068027i,0.0016922+0.001138i,0.0011652+0.00065431i,0.0003111+4.5109e-05i,0.00020143-0.0003503i,0.0010889-0.00047382i,0.00042258-0.0001063i,-0.00047241-4.592e-05i,-0.00030239-0.00014146i,-0.00039948-0.00050662i,-0.00020793-0.000692i,-0.00031248+4.8493e-05i,-0.00051115+0.00074684i,-0.0006652+0.0005697i,-0.0004884+0.00056849i,-1.3251e-05+0.00076909i,8.099e-05+0.00070454i,3.9003e-05+9.1239e-05i
0.0017958+0.0009195i,0.0016016+0.0010116i,0.001371-0.00051468i,0.00016988-0.0015814i,-0.00037816-0.0012018i,0.00019603+0.00019939i,0.00076149+0.00077617i,-0.00031972-0.00047555i,-0.0012215-0.00086666i,-0.0005419-0.00048213i,-0.00066669-9.1488e-05i,-0.0017154+0.00024579i,-0.0013694+0.00029479i,-0.0003972+0.00047946i,-0.00018609+0.0001221i,0.00011085-0.00022345i,0.00099162+0.00010731i,0.0004414+0.00036335i,-0.00025592+8.1813e-05i,0.00033444-0.00046201i,0.00079665-0.00031689i,0.0008304+7.5794e-05i,0.00065515+0.00028896i
0.00084388+0.00042961i,-0.00024888-0.00062288i,-0.0016533-0.00055563i,-0.0023012+1.0458e-06i,-0.0018411+0.00014812i,-0.00052967+0.00055142i,0.00019616+0.0002461i,-0.00019251+0.00050987i,-0.0003931+0.0010742i,-0.00025226+0.000435i,-0.00025671-0.00043338i,-0.0002252-0.00023044i,5.9439e-05+0.00042267i,-1.4356e-05+0.0007984i,-0.00080748+0.00054858i,-0.0012377+0.00011334i,-0.00063897+0.00015322i,8.5725e-05+0.00041832i,0.00070514+0.00064059i,0.00070752+0.00044955i,3.9958e-05-0.00012747i,-9.1899e-05-6.1175e-05i,6.3224e-05+0.00020364i
-0.0013023-0.00090381i,-0.00234+0.00029757i,-0.0028822+0.00031783i,-0.0017741+6.3339e-05i,0.00062121+1.8796e-05i,0.0020018-0.00021986i,0.0028299-0.00017928i,0.002585+0.00028734i,0.00044644+0.00018314i,-0.0010286-9.2615e-05i,-0.0010207-0.0001128i,-0.00082049-0.0005792i,-0.00042946-0.0009532i,0.00043943-0.0004895i,0.00091306+0.00046212i,0.00052461+0.00051424i,3.7334e-05+0.000195i,0.00052205+0.00040194i,0.0007597+0.00079956i,6.4762e-05+0.00089282i,-0.00065178+0.00030285i,0.00019445+3.6278e-05i,0.00079706+0.0002431i
-0.0015079-5.317e-05i,-0.00035553+0.00033889i,-2.5834e-05+0.0010816i,0.00054144+0.0015444i,0.00075723+0.0016688i,0.00089921+0.0012038i,0.0010641+5.8385e-05i,0.00022021-0.00017018i,-0.00029423+0.00066993i,-0.00063367+0.00075148i,-0.00046022-0.00014744i,0.00013173-0.00071175i,0.00014872-0.0010002i,4.8975e-05-0.00089534i,0.00021942-0.0008745i,0.00035607-0.00083326i,-6.335e-05-0.00089015i,-0.00025467-0.0013106i,0.00027245-0.00092279i,0.00010978-0.00019694i,-0.00056967-0.00038704i,-8.3305e-05-0.00011065i,0.00072871+0.00055435i
0.0011603-0.001858i,0.0012645-0.0031827i,0.001035-0.0020813i,-0.00022127-0.0014422i,-6.4021e-05-0.0013892i,0.00075632-0.00047889i,0.00063728+0.00010287i,0.00075443-0.00038933i,0.00062573-0.00065059i,0.00026367-0.00052199i,-0.00070164+8.4109e-05i,-0.001055+0.00044087i,-0.00074074+0.00018203i,-0.0011151+0.00075024i,-0.0014697+0.0010058i,-0.00062367+0.00071513i,0.0010227-3.1476e-05i,0.00079654-0.00046303i,-0.0003747-0.00022455i,2.8597e-05-1.5876e-05i,0.00066305+6.6472e-05i,0.00047715+0.00015008i,0.00053908+0.00018689i
-0.00018049+0.00065346i,-0.00052014-0.00011844i,-0.00090564-0.00086753i,-0.00082149+0.00020574i,0.00027788+0.0012753i,0.0015105+0.00047396i,0.0016392-0.00013546i,0.0010038+0.0002054i,-8.7297e-05-1.1883e-06i,-0.00084986-0.00025665i,-0.00028791-0.00016571i,0.00066972+0.00043031i,0.00085079+0.00065028i,0.00023291+0.00030949i,-0.00029984-0.00019776i,-0.00083721-0.00045484i,-0.00026659+0.00014231i,0.0009539+0.00043602i,0.00066036+0.0001709i,0.00050621+0.00011596i,0.0005452+0.00046594i,-0.00031435+0.00029503i,0.00014392+0.00029691i
-0.00058861+0.00051495i,-0.00069247+0.00039714i,-0.00097129-0.00070166i,-0.0011689-0.0018271i,-0.0012201-0.0019429i,-0.00037756-0.00076361i,0.00089553-0.00011767i,0.0011261-0.00087584i,0.00073455-0.0013133i,0.00047188-0.0015419i,0.00022603-0.0016002i,-0.00024877-0.00069762i,-0.00012251-5.3505e-05i,0.0001673+9.3796e-05i,-0.0002942+0.0002591i,-0.00014039-4.3033e-05i,0.00031177+0.00010209i,0.00023117+0.00018853i,-1.0405e-05+0.00013637i,-9.9673e-07-2.0609e-05i,0.00055411-0.00051943i,0.00063673-0.00016441i,-0.00029162+0.00019715i
0.0007515+0.00010647i,0.00026528-0.00064865i,0.00021431-0.0011773i,-9.6002e-05-0.00035947i,-0.00050023+0.00039086i,0.00053572+0.00030573i,0.0014103+0.00048896i,0.00080008+0.00047401i,-0.00023323-0.00034304i,0.00014793-0.00088272i,0.0001438-0.00083498i,-0.00038248-0.00096914i,6.5785e-05-0.0004166i,-4.7773e-05+0.00011557i,-0.00031111+0.00050723i,-0.00046918+0.00067401i,-0.00021936+0.00016731i,9.3085e-05+0.00049769i,-2.0134e-05+0.0010171i,0.00038899+0.00031647i,0.00087421-0.00048732i,0.0012249-0.00018163i,0.0016841-0.00017734i
-0.00021099-0.00036785i,-0.00094337-0.00087931i,-0.001994-0.0016484i,-0.001496-0.0018637i,-0.0001879-0.0021348i,0.00054278-0.0014604i,0.00061191-0.00045664i,0.00032589-0.00041108i,-0.00035753-0.00035377i,-0.0011857+1.6262e-06i,-0.0014187+6.287e-05i,-0.0011766+3.2187e-05i,-0.00036836+4.1607e-05i,0.0010412+0.00024709i,0.0016244+0.00059636i,0.001385+0.00010862i,0.00035203-0.00011855i,0.00014306-0.00019717i,0.00057219-0.00081079i,0.00035202-0.0013817i,0.00040975-0.00097446i,3.2196e-05-0.00045003i,-0.00045425-0.00013141i
-0.0007456+0.001275i,0.00010442+0.00040008i,-0.0005038+7.2512e-05i,-0.00064518+0.00016884i,-0.00028943+0.00015045i,0.00033341-9.9807e-05i,0.0008589-0.00035766i,0.00064897-0.00032942i,0.00037466-0.00012063i,0.00019676-0.00040722i,-0.00030278-0.0006346i,-0.00069315+5.3271e-05i,-0.0007984-0.00045545i,-0.00072363-0.0011392i,-0.00043659-0.00080788i,-0.00013822-0.00046297i,-2.2801e-05-0.00036459i,0.00028519-0.00013036i,-5.0736e-05+0.00053205i,-0.0005001+0.00042544i,-0.00042718+0.00029045i,-0.00076253+0.00058083i,-0.00020049+0.00030188i
0.00046557-0.00081028i,-0.00012508-0.00052294i,-0.00096756-0.00011363i,-0.00064272-0.00010332i,0.00049217-0.00064163i,0.00071193-0.00078127i,0.00049908-0.00066082i,0.00056867-0.00068381i,0.00044342-0.00036059i,0.00036884-0.00019599i,0.00075368+0.00013162i,0.00046493+0.00034037i,0.00011693+0.00018941i,-9.6463e-05+0.00023875i,-0.00029997+0.000271i,-0.0004292-7.3372e-05i,-2.2834e-05-0.0010626i,0.00054827-0.00084673i,0.00042656-0.00046659i,-2.1139e-05-0.00087287i,-5.2922e-05-0.0008764i,0.00046677-0.00040746i,0.0007212-0.00012874i
0.00082029+0.00060936i,-0.00010016-0.001269i,-0.00017603-0.00097979i,-0.00011408-0.00049186i,0.00015642-0.00060849i,0.00089794+0.00011537i,0.0015007+0.00067553i,0.0019113+0.00049964i,0.0023846-0.00056679i,0.0018352-0.0013279i,0.00069566-0.0011031i,-0.00030695-0.0001508i,-0.00097551-0.0003321i,-0.0012639-0.001016i,-0.00087457-0.0012521i,-0.0002419-0.00091783i,-0.00044138-0.00012695i,5.9975e-05+0.0005486i,0.00092702+0.000717i,0.00071734+0.00061923i,0.00021654+0.00098033i,0.00083185+0.00096707i,0.0011545+0.00010429i
7.0498e-05-0.00030503i,-0.00035064-0.00094636i,-0.00045527-0.0025089i,-0.00012763-0.0030871i,0.00063588-0.0018723i,0.00090425-0.0010002i,0.00063147-0.00056704i,0.00025111+0.0001714i,0.00013143+0.00027323i,-3.0175e-05+4.6795e-05i,-0.00075816+0.0003421i,-0.000933+8.8764e-05i,-0.0002472-0.00038989i,0.00037141-0.00055893i,0.00011696-0.00027375i,-0.00021548-0.00025898i,-9.4033e-05-0.00066635i,-0.00034182-0.0005926i,-0.0005357+3.3061e-05i,-0.00033637+0.00086584i,-0.00093771+0.00019234i,-0.0010309-0.001192i,-0.00025189-0.00078616i
-0.0015889+0.00082587i,-0.0030924+0.001033i,-0.0020506+0.0016489i,-0.00054683+0.0013911i,-0.00053007+0.00038134i,-0.00075543+0.00034301i,-0.00029051+0.00070803i,0.00022798+0.00042395i,7.6842e-05+0.0005582i,-0.00082182+0.00019777i,-0.0011111-0.00089375i,-0.00066389-0.0012955i,-0.00083597-0.0008398i,-0.0014306-0.00071806i,-0.00099313-0.0011716i,0.00030658-0.0013432i,0.0010603-0.0001409i,0.0013225+0.00078447i,0.0011872+0.00091262i,0.00030189+0.00027065i,-5.1405e-05-0.00069897i,0.00080688-0.00053597i,0.0012854+0.00053124i
0.00046871+0.0004523i,-0.00019712-0.00084549i,5.8193e-05-0.001682i,-7.1391e-05-0.0024885i,-0.00020154-0.0023032i,0.00096348-0.0011817i,0.0014187+0.00013392i,0.0011524+0.0006674i,0.001169+0.00039138i,0.00041745+0.00052307i,-0.0010905-4.267e-05i,-0.001512-0.001232i,-0.0016704-0.0010421i,-0.0015388-0.00064422i,-0.00068125-0.00014251i,-0.00078068+0.00085311i,-0.00092589+0.0005606i,-0.00072813-0.00050665i,-0.00058525-0.00078737i,-0.000501-7.6565e-05i,-0.00022496+0.00042208i,0.00023565-7.4865e-05i,0.00081862-1.8472e-05i
