0.0019432-0.00016545i,0.002631-0.0018042i,0.00023609-0.002814i,-0.0017982-0.0025433i,-0.0022236-0.0016996i,-0.0022755-0.00016644i,-0.00060932+0.0017052i,0.0014074+0.0022422i,0.0027003+0.0010476i,0.00195-7.9439e-05i,0.00024031+7.2591e-05i,-0.00033998-0.00034427i,-0.00071867-0.00056377i,-0.00105-2.5185e-05i,-0.00083809+0.0001421i,-0.00083592-0.00024112i,-0.0009225-0.00024336i,-0.00056376+0.00030869i,-0.00032817+0.00012044i,-0.00023895+0.0003348i,-0.00017459+0.0011071i,-0.00050288+0.00077793i,-0.00065191+9.8893e-05i
-0.0023625+0.00058428i,-0.0020556+0.0012397i,-0.0014966+0.0016581i,-0.00014628-0.0002112i,0.0017305-0.0022774i,0.0029042-0.0019322i,0.0026189-0.00021633i,0.0012886+0.0010321i,0.00040589+0.0010652i,0.0011431+0.0014368i,0.001396+0.0026699i,0.00069596+0.0030045i,5.7377e-05+0.0019865i,0.00019841+0.00073825i,-0.00031284-0.00019833i,-0.0012848-0.00030537i,-0.001345+0.00024826i,-0.00028597+0.00034581i,0.00099129+0.00048618i,0.00093082+0.0012226i,0.00055443+0.0015733i,0.00097302+0.0017511i,0.00085896+0.0018621i
0.0001504-0.00020282i,-5.6218e-05+0.00067304i,1.2248e-05-0.00015994i,0.00061299-0.0012982i,-0.0002192-0.0019072i,-0.0027106-0.0022579i,-0.0042956-0.0016811i,-0.0031773-0.00076219i,-0.001132-0.00025871i,-0.00088524-0.00049128i,-0.0012578-0.00074353i,-0.0010651-0.00066878i,-0.0018135-0.00075748i,-0.0015252-0.0012983i,-9.3134e-05-0.0016246i,0.0010537-0.00082822i,0.0012437+0.00077046i,0.00012002+0.0017114i,-0.0005323+0.0017517i,1.7995e-05+9.1555e-05i,0.0001193-0.00087721i,-0.00024269-0.00044699i,-0.00031074-0.00048161i
-0.0027456+0.0013819i,-0.0023504+0.0029897i,-0.0018133+0.0041356i,-0.00075358+0.0030772i,0.00036906+0.0010656i,0.00093606-0.0017449i,-0.00015767-0.0029781i,-0.00092029-0.0017546i,0.0004744-0.0012792i,0.00189-0.0019463i,0.0020059-0.0020291i,0.0023708-0.0020482i,0.0020172-0.002048i,0.0011532-0.0018651i,0.001268-0.0009704i,0.00040922-0.00070869i,-0.00054043-0.0014839i,-0.00051124-0.002196i,-0.00033399-0.0023229i,-0.00069899-0.0012819i,-0.0010244-0.0007061i,-0.0011289-0.00025795i,-0.00050266+0.00050811i
-0.0012691+0.0010643i,-0.000204+0.0026714i,0.00067379+0.0051072i,0.00091498+0.0044485i,0.0014258+0.001974i,0.0024005-0.00021444i,0.0028371-0.0015159i,0.002592-0.0014794i,0.001674-0.00048907i,0.0015302+0.00073439i,0.0013326+0.0011573i,0.00065136+0.001049i,0.00060864+0.00021046i,0.00049705+0.00032625i,-0.00015913+0.00094206i,-0.00010622+0.0015954i,0.00056344+0.002047i,0.0017107+0.0013959i,0.002407+0.00094801i,0.0022936+0.00070551i,0.0024538-0.00092764i,0.0015262-0.0016039i,0.00042905-0.0010483i
0.0017234-0.00033524i,0.0021303-0.0010164i,0.0024579-0.0018476i,0.0029598-0.0031039i,0.0021939-0.0045245i,0.00082182-0.0039459i,-0.00042034-0.0026196i,-0.0015629-0.0024559i,-0.0027651-0.0021701i,-0.0030369-0.00043952i,-0.002352+0.00081822i,-0.0022821+0.00049224i,-0.0017336-0.00040406i,-0.00093196-0.00053733i,-0.0010338-0.00029111i,-0.00065553-0.00042493i,-0.00019213-0.00031561i,-4.1601e-05+0.00012413i,-0.00043424+0.00046829i,-0.00053909+0.00057339i,-0.00088802+0.0011542i,-0.0010578+0.0013238i,-0.00028345+0.000878i
-0.00037003+0.0012836i,3.2412e-05+0.0013137i,0.00022341+0.0011707i,-0.00054037+0.00044402i,-0.00087338-0.00080195i,-0.00031613-0.0003474i,-0.00016583+0.0013641i,0.00065482+0.0015193i,0.0024208-0.00091576i,0.0026064-0.0037819i,0.0019695-0.0046428i,0.0016295-0.0036768i,0.00026298-0.002586i,-0.00038446-0.0012845i,0.00077164-0.00063034i,0.00037427-0.00032791i,-0.00044518+0.00010938i,-0.00012544+0.00023907i,0.0002495+0.00037743i,0.00080928-0.0012041i,0.0012183-0.0019121i,0.00050174-0.00093643i,-0.00049222-0.00044101i
-0.00279-0.0010238i,-0.0024101+0.0011529i,-0.003452+0.0013949i,-0.0037991+0.00026321i,-0.0029821-0.00050387i,-0.00095159-0.0016025i,0.00029533-0.0017852i,0.00032352+0.00020634i,0.001268+0.001574i,0.0029483+0.0021085i,0.0035652+0.0032053i,0.0027014+0.0038298i,0.0017935+0.0031751i,0.0011018+0.0020237i,0.00061271+0.0018433i,0.00022465+0.001523i,0.00023376+0.00017566i,0.00018977-0.00014223i,-0.00040347+0.00083843i,-0.00017515+0.0010875i,-0.0005453+0.00084664i,-0.00070846+0.0010687i,-0.00038781+0.001003i
-0.00082298+4.1253e-05i,0.00038841-0.00022211i,0.0022698-0.00044988i,0.0043199+0.00028379i,0.003917+0.00095973i,0.0029731-0.00044102i,0.002132-0.0017173i,-0.00094736-0.0018486i,-0.0028397-0.0011264i,-0.0020995+0.00046594i,-0.0020139+0.00037724i,-0.002028-0.00084327i,-0.0020945-0.00074616i,-0.0022261-0.00068786i,-0.0017826-0.00021157i,-0.00076233+0.0005838i,0.00066339+0.00098068i,0.0021015+0.00062069i,0.0017368-0.00071798i,0.00111-0.001326i,0.0018474-0.0014099i,0.0015125-0.0018376i,-3.4375e-05-0.0017018i
0.0019381+0.00058524i,0.0012186+0.0010523i,0.00057669+0.001097i,-0.00076759-0.00083616i,-0.0029624-0.0028054i,-0.0036982-0.0032966i,-0.0015236-0.0034301i,0.00021576-0.0044887i,0.00024493-0.0057082i,-0.00051006-0.0051754i,-0.001014-0.0038294i,-0.00063806-0.0025614i,4.0304e-05-0.0012407i,-0.00011546+0.00047042i,-0.0010789+0.0013453i,-0.00073458+0.0016759i,-0.0006161+0.0019336i,-0.0012831+0.0026016i,-0.0015572+0.0022678i,-0.0012377+0.0011876i,-0.0014622+0.0012867i,-0.00095817+0.0017031i,0.00031019+0.0016646i
-0.018878-0.0061233i,-0.01998+0.0026048i,-0.023967+0.016731i,-0.017925+0.021231i,-0.0084866+0.02073i,0.0025181+0.014982i,0.0051544+0.0049351i,0.0028451-8.64e-05i,0.0020263-0.0014124i,0.0027364-0.00038282i,0.0047841+0.00068908i,0.0058986-0.001159i,0.0046135-0.0042816i,0.0027963-0.0059322i,0.0012823-0.0053812i,0.00070883-0.0032549i,0.00063465-0.0016245i,0.00042948+4.3309e-05i,0.00059664+0.00038685i,0.0009963+1.2001e-05i,0.0026667-0.000215i,0.0034314-0.0008402i,0.00068379-0.0013366i
-0.0011242-0.0017638i,-0.0021613+0.00048137i,-0.0035426+0.0017194i,-0.0032861+0.001608i,-0.0027279+0.00043747i,-0.0015863-3.9283e-05i,0.0008309+3.8384e-05i,0.0016356+0.00055104i,0.00042976+0.0018069i,-0.00024421+0.0032332i,-0.00068316+0.0036689i,0.00015064+0.003354i,0.00074927+0.002535i,0.00024306+0.0018226i,-0.00054148+0.0022894i,-0.00077401+0.0020527i,-0.00055127+0.0008134i,-0.00051005+0.00038219i,0.00012304+0.0012541i,0.0005192+0.0014208i,-0.00017531+0.0012369i,-0.00079698+0.0010007i,-0.00036653+0.00059879i
0.0016018+0.00022244i,0.0020931-0.0017609i,0.0015351-0.0032127i,0.00064279-0.0041791i,-0.00095915-0.0061239i,-0.0019112-0.0062145i,-0.0021514-0.003686i,-0.0028261-0.0022676i,-0.0026076-0.0018407i,-0.0022441-0.0019561i,-0.0021167-0.0025718i,-0.0022473-0.0027795i,-0.0021292-0.0018902i,-0.0016091-0.0014493i,-0.001354-0.0011604i,-0.00099627-0.00025338i,-0.0007586+3.9149e-05i,-0.00035045+0.00013691i,0.00028578-0.00019041i,-7.3875e-05-0.0004999i,0.00056023-0.00072805i,0.002132-0.0011185i,0.0018122-0.0011003i
0.00086543+0.0012951i,0.00065992+0.00094496i,0.0016643-0.00020747i,0.0028941-0.00035751i,0.00080768-0.00041349i,-0.00057853-0.0020815i,0.00010371-0.0035562i,0.0011295-0.0036146i,0.0020878-0.0032852i,0.001622-0.0028186i,0.0011641-0.0015386i,0.0015985-0.00044538i,0.0018214+0.00056347i,0.00067105+0.0019619i,-0.00065214+0.0025394i,-0.0010333+0.0017843i,-0.0013+0.0012888i,-0.0011085+0.0016484i,8.7116e-05+0.0013506i,0.00043875+0.0006777i,7.5195e-05+0.00012584i,-8.4042e-05+0.00013692i,-0.00072274+0.00089469i
0.0018302-0.0032626i,0.00013563-0.0023179i,-0.001924-0.0033586i,-0.0021565-0.0031154i,-0.00061016-0.0019459i,1.5954e-05-0.00076236i,0.0010368+0.001784i,0.0020831+0.0030115i,0.0022323+0.00278i,0.0022927+0.002273i,0.001812+0.0016282i,7.6152e-05+0.00076742i,-0.00084966-0.00024416i,-0.00037497-0.00057011i,0.00032772-0.00045919i,0.0010885-0.00042017i,0.00091836-0.00010518i,0.00054503-0.00023066i,-0.00029186-0.0014842i,-0.00077135-0.0025684i,4.4495e-05-0.0021128i,0.00080145-0.00082081i,0.00036459+0.00021772i
-0.00044026-0.0016006i,0.0003054-0.00069052i,0.00032179-0.0004954i,-0.00056026-0.0026487i,-0.0012762-0.0046653i,-0.00048341-0.0034849i,0.00041977-0.00127i,-2.7664e-05+0.00012712i,-0.00083199+0.00092651i,-0.0012358+0.0012151i,-0.0019202+0.0012391i,-0.0010454+0.00074246i,0.00059618+0.00097663i,0.00030633+0.0019993i,-0.00024828+0.0020115i,-0.00018061+0.00059948i,-0.0001173-0.0008069i,0.00026088-0.00062692i,0.00041822+0.0005333i,0.00013451+0.0013483i,-0.00043247+0.0015793i,-0.0016023+0.0013223i,-0.0015629+0.0011275i
-0.0010736+0.0010861i,-0.0011361+0.00045942i,-0.00087874+0.00026518i,0.00063038-0.00027792i,0.0012515-0.00094114i,4.6055e-05-0.0017843i,-0.001989-0.0022576i,-0.0029284-0.0027878i,-0.0019456-0.0036024i,-0.00053087-0.0034296i,0.00025414-0.0020638i,0.00055587-0.0011456i,-0.00012495-0.0015534i,-0.00066768-0.0022967i,-0.00083034-0.0018511i,-0.00076011-0.0006712i,-0.00051001-7.7771e-05i,-0.00044442+0.00012737i,4.1153e-05-0.00070632i,0.00082635-0.0015427i,0.0016232-0.0015286i,0.0021052-0.0013258i,0.0016806-0.0017043i
0.0016477+0.00099225i,0.0019373+0.0002509i,0.0024755-0.0014055i,0.0014611-0.0027242i,2.3163e-05-0.0035253i,-0.00019609-0.0043508i,0.00054681-0.004379i,0.001896-0.0021964i,0.0031666-0.0003901i,0.0033719-0.00018047i,0.0019577+0.00025747i,-4.2637e-05+0.00059969i,-0.0011608+0.00080516i,-0.00095614+0.0017269i,-0.00020607+0.001926i,0.00013431+0.0013362i,5.1362e-05+0.00099725i,0.00076777+0.00061519i,0.0011427+0.0010151i,0.00024481+0.0013602i,-0.00057707+0.00076933i,-0.00093125+0.00035908i,-0.00048194+0.00068655i
-0.00029292+0.0023592i,0.00065556+0.0029585i,0.0015077+0.0035929i,0.0031665+0.0036306i,0.0037043+0.0012997i,0.0026672-0.0008841i,0.0022163-0.00011309i,0.0020108+0.0011773i,0.0013934+0.0016536i,0.00049847+0.00080592i,0.00030146-0.0005896i,-0.00019041-0.002435i,-5.0134e-05-0.0033009i,0.00052164-0.0026067i,-2.6508e-05-0.0011624i,-0.001366-0.00047096i,-0.0016455-0.00013055i,-0.0014048-0.00044945i,-0.00083335-0.0015052i,0.00041959-0.0018593i,0.0014995-0.0012428i,0.0027787-0.0010018i,0.002703-0.00097363i
-0.00038948-0.0010528i,-0.00054894-0.0013554i,0.00040367-0.0013592i,0.0011277-0.0017203i,0.00021444-0.0024011i,-0.00075371-0.0023504i,-0.0011628-0.00095211i,-0.0019785-0.00034903i,-0.002147-0.00030118i,-0.0011053-0.00031859i,0.00067415-0.00027681i,0.001181+0.00087473i,0.00087709+0.0024507i,0.0002383+0.0022408i,-0.00031472+0.0010331i,-5.8946e-05+0.00073229i,-0.00046098+0.000251i,-0.00057353+9.3056e-05i,-0.00061034+0.00066265i,-0.0005859+0.00079981i,-0.0012418+0.00087121i,-0.0024426+0.00052569i,-0.0016706+0.0001674i
9.8805e-05+0.00027069i,-0.000196+0.00025099i,0.00023426+0.00035947i,0.00058002+0.00065143i,-0.0006667-1.6544e-05i,-0.0017524-0.00074989i,-0.00031145-0.00095942i,0.00054828-0.00038773i,0.0010655+0.00026985i,0.0013579+0.00056574i,8.6449e-05+0.00082737i,-0.00067863+0.00093496i,0.00041212+0.00013293i,0.00096282+0.00015612i,0.00040823+0.00065442i,-0.00014964+0.00045675i,-0.00061752+0.00061793i,-0.00054282+0.00059335i,0.00065903-0.00012553i,0.0016606-0.00038376i,0.0021574-0.00010456i,0.0022278-0.00035323i,0.0014392-0.0011102i
0.0010015+0.0026483i,0.000889+0.0023363i,0.0017912+0.0027937i,0.0033507+0.0013913i,0.0036829-0.0016596i,0.0024052-0.0043932i,0.0022423-0.0049583i,0.0024004-0.0031112i,0.0010482-0.0015436i,-1.8644e-05-0.0011243i,-0.00098047-0.0012275i,-0.0012136-0.0004449i,-0.0012505+0.00069938i,-0.0013186+0.00097174i,-0.00094574+0.00021644i,-0.00017726+0.00032089i,0.00067477+0.00050582i,0.00085048-0.0003938i,-0.00011389-0.0004725i,-0.001063-7.3002e-05i,-0.0020067-0.00016246i,-0.0023896-0.00031363i,-0.0010849+0.0005238i
0.0020196+0.00044672i,0.0013198+0.00029953i,0.00057405-0.00068799i,0.00020479-0.0021297i,0.00095216-0.0027353i,0.0010375-0.0015522i,0.00052639-0.00020687i,0.0002108+3.9154e-05i,0.0001796-5.0386e-05i,0.0010466-0.00038917i,0.0014847-0.0010067i,0.00082293-0.00070227i,0.0007421+0.00034017i,0.00051439+0.00025269i,0.00018432-0.00060107i,-0.00028083-0.0002745i,-0.0010777+0.00026539i,-0.0012543+0.00046304i,4.44e-05+0.00016799i,0.00059227-0.00057865i,0.00040105-0.0009281i,0.0012471-6.4332e-05i,0.001374+0.00052466i
-0.00072773+0.0019381i,0.00037231+0.0015424i,0.0022325+0.0024773i,0.0042746+0.0031493i,0.0048308+0.00061114i,0.0038383-0.0015869i,0.0015428-0.0011666i,0.00015009+0.00017341i,5.2214e-05+0.0012435i,0.0010597+0.0014097i,0.0017506+0.0017728i,0.00067391+0.0015871i,7.4735e-05+0.00029661i,-0.00023193-0.00013005i,-0.00077053+3.7953e-05i,-1.8853e-05-0.00048953i,0.00060332-0.0006139i,0.00038169-6.4347e-05i,0.0002364-0.00033242i,-6.7903e-05-0.00069644i,-0.00049216-0.00073753i,-0.0010444-0.000321i,-0.0010526+0.00011213i
-0.00053361-0.00078395i,-0.00048545+0.0002241i,-0.00032191-0.00027767i,0.00062089-0.00057294i,0.00016493-0.00079912i,-0.00069359-0.00077431i,-0.00027912-0.0012321i,7.8484e-05-0.0013674i,0.00031966-0.00095751i,0.00036501+3.2921e-05i,0.00025561+0.00013264i,0.0001759-0.00082055i,-0.00032577-0.0016196i,-6.6536e-05-0.0013005i,-0.0003295-0.0001282i,-0.00090011+0.00088574i,-0.00077789+0.0018189i,-0.0006906+0.002186i,-5.7056e-05+0.0021882i,0.00075263+0.001464i,0.0011993+0.00026695i,0.0016035+0.00066463i,0.0016118+0.00040329i
-0.0012832+0.0020432i,-0.0001257+0.0019617i,0.0003473+0.0015129i,0.00042322+0.00057536i,0.0013561-0.0004218i,0.0020071-0.0022222i,0.0012839-0.001706i,0.0010129-0.00028579i,0.0013366+0.00031627i,0.0015763-0.00024873i,0.0018294-0.00082682i,0.001373-0.00034899i,0.00044816+0.00028756i,-9.9231e-05+0.00057713i,0.00015712-0.00028288i,-0.00011812-0.00030616i,-0.00031336+0.00027681i,0.00024026-0.00022898i,0.00040841-0.0016737i,-0.00010024-0.0024767i,-0.00038314-0.002138i,-0.00027272-0.0011553i,0.00013999-0.0001318i
-0.00034586+1.9627e-05i,-4.9862e-05-0.0001571i,0.00068926-0.00067408i,0.00013859-0.0014298i,-0.00081273-0.002293i,-6.4562e-06-0.0020221i,0.00089636-0.0014601i,0.00048082-0.0015465i,3.6199e-05-0.00057082i,0.0003165-9.5043e-05i,0.00053457-0.00012786i,7.8524e-05-0.00013219i,1.3115e-05+0.00014232i,0.00013759+0.00068129i,0.0001209+0.0010817i,-0.00064766+0.00050503i,-0.0016115-4.9236e-05i,-0.0016527-0.00025465i,-0.001771+0.00039471i,-0.0018799+0.0013922i,-0.0011625+0.0017188i,3.9243e-05+0.0020891i,0.00013992+0.0016607i
-0.0021079-0.00099099i,-0.0012484-0.00025343i,-0.001861+0.0014912i,-0.0023675+0.0030959i,-0.0018709+0.0024906i,-0.00075768+0.0003909i,1.3401e-05-0.00027494i,-4.3607e-05-0.00026885i,-0.00018678-0.00090703i,-0.0004975-0.00053013i,-0.00095355+4.3212e-05i,-0.0010028+0.00010559i,-0.00064466-0.00025896i,0.00016764-0.00067651i,0.00026416-0.00010733i,0.00035029+0.00068144i,0.001043+0.001309i,0.0014896+0.00058417i,0.0012286-0.0011065i,0.00035775-0.002065i,-0.00031229-0.0021374i,-0.00020428-0.00191i,0.00029037-0.0016996i
-0.0014141-0.00075747i,-0.00051186-0.00031355i,-0.0003427-0.00096665i,-0.00033234-0.0018459i,-0.00059773-0.0020734i,-0.00022237-0.0025115i,0.00047486-0.00335i,0.0013031-0.0025581i,0.0010564-0.0012399i,0.00011211-0.0012344i,0.00041553-0.0017433i,0.0014547-0.0016111i,0.0017417-0.00066859i,0.00080013+0.00060334i,-0.00018414+0.0012588i,-0.001085+0.00040268i,-0.0016487+0.00011756i,-0.0013814+0.0006426i,-0.00056057+0.0013879i,-0.0001195+0.0021142i,-0.00012965+0.0017367i,-0.00014396+0.0011821i,-7.6351e-05+0.00061272i
-0.0007408-0.0011452i,-0.0010986+0.00034508i,-0.0011696+0.0018819i,-0.0012078+0.0014629i,-0.0014877+0.00018314i,-0.0010673-0.00037855i,-0.00020906-0.00038759i,0.00048931+4.1175e-05i,0.00038642+0.0008858i,0.00011734+0.001333i,0.0001939+0.0014583i,0.00028905+0.00089435i,-6.3068e-05+0.00016863i,-0.00050415-0.00019787i,-0.00040936-0.00018472i,-0.00019985+0.00017913i,0.00031338+0.00071091i,0.00063888+0.0012119i,0.00089221+0.00038939i,0.0011676-0.00029789i,0.00090103-0.00034831i,0.0012523-0.00045757i,0.0017739-0.00055035i
0.0010791+0.0013576i,0.0010751+0.00050273i,0.0010346-0.00030093i,0.0011209-0.0021421i,0.00098035-0.0037393i,-7.4952e-05-0.0032192i,-0.00076874-0.0013232i,-0.00013973-0.00071634i,-0.000303-0.00067132i,-0.0007993-2.0953e-05i,0.00010367+2.8386e-06i,0.00047731-0.00012804i,0.0002854+0.00044645i,0.00012449+0.0010372i,-0.00034264+0.00070856i,-0.00080245+0.00051556i,-0.001745+0.00017866i,-0.0024565+2.9587e-05i,-0.0026467+0.0010953i,-0.0025335+0.0016898i,-0.0018832+0.0014249i,-0.00094599+0.00096069i,-0.00069044+0.0010763i
0.00063782-0.0019919i,0.00074468-0.00047815i,0.00085168-0.00051861i,0.00013453-0.00061585i,-0.00064277-0.00030434i,0.0009276-0.00065912i,0.0023119-0.001277i,0.0015058-0.0013552i,0.0011614-0.0015623i,0.00041767-0.001722i,-4.3441e-05-0.0014818i,-0.00041646-0.0013519i,-0.0006687-0.0011428i,-0.00019331-0.0020542i,5.7575e-05-0.0028024i,-1.9328e-05-0.0015254i,0.00099289+2.3474e-05i,0.0016269-0.0001246i,0.0013756-0.0010199i,0.0016768-0.0013954i,0.0017925-0.0016645i,0.00085341-0.0020594i,0.00025572-0.0012295i
0.003432-0.0019291i,0.0024725-0.0010288i,4.2199e-05-0.001233i,-0.0025596-0.0021476i,-0.0037315-0.0028741i,-0.0033519-0.0023471i,-0.0019075-0.0013834i,-0.00054482-0.00084827i,0.00054643-0.00037949i,0.0014617-2.9426e-05i,0.0015503-0.00029408i,0.0012162+0.00014791i,0.00086486+0.001679i,0.0013787+0.0025629i,0.0011083+0.0026981i,-0.00048844+0.0022486i,-0.0017417+0.0010373i,-0.0022752+0.00016752i,-0.0031436+0.00030664i,-0.0033677+0.00051148i,-0.0020715+0.00062151i,-0.0012621+0.0012667i,-0.0011634+0.0013598i
-0.0020451-0.0014637i,-0.0038628-0.0016494i,-0.0040588-0.001438i,-0.002307-0.00090064i,-0.00084864-0.0012471i,-0.00044098-0.0020349i,-0.00015126-0.0012482i,8.4313e-05-6.7786e-05i,0.00010195+0.00081143i,4.5196e-05+0.00093927i,0.00032624+0.00064811i,0.00036959+0.00057374i,-0.00038573-0.00039952i,-0.00057606-0.0018071i,-0.00080172-0.0018516i,-0.00049586-0.0018226i,0.00041664-0.0011761i,0.0012343-0.00082313i,0.0019007-0.00053111i,0.0024292-0.00021627i,0.0019286-0.00070759i,0.0017178-0.0013396i,0.001381-0.000961i
6.3553e-05-0.00076586i,0.00045494+0.00013173i,0.0010266-0.00055205i,0.00062028-0.0008555i,0.00092-0.0011464i,0.0017711-0.0013141i,0.0011373-0.00095311i,-0.00033152-0.0011743i,-0.00089593-0.0022605i,-0.00089477-0.0021491i,-0.0012344-0.0010707i,-0.001103-0.00014956i,-0.00047113+0.00024609i,-0.00051156+0.0007167i,-0.00084803+0.0011504i,-0.00057932+0.0016012i,-0.00094468+0.0016373i,-0.00173+0.00080083i,-0.002436+0.0001564i,-0.0025655+0.00074147i,-0.0015219+0.001149i,-0.00098365+0.00094257i,-0.00065298+0.00022669i
0.0016013+0.00075281i,0.0014324-6.4162e-05i,0.0011829-7.7946e-05i,0.00121-0.00013292i,0.00038251-0.0019996i,-0.00065271-0.0034114i,-0.00064293-0.0018951i,-0.00045644-0.00015585i,0.00038606-0.00043881i,0.00089188-0.0011814i,0.00070373-0.0015781i,0.00064724-0.00096113i,0.00056545-0.00027431i,0.00041645-0.00070074i,0.00021958-0.0012394i,-5.5178e-05-0.0012658i,0.00056384-0.0010308i,0.0018557-0.00077139i,0.0026181+0.00018483i,0.0019714+0.0006557i,0.0011734-0.000189i,0.00078388-0.0010452i,0.00027529-0.0010927i
0.0027588-0.001738i,0.0023763-0.0027659i,0.0017632-0.0053229i,-0.00015517-0.0060835i,-0.0011299-0.005714i,-0.0017875-0.0037858i,-0.0014848-0.0013554i,-0.00032948-8.3776e-05i,0.00055085+0.00046803i,0.001204+0.00030192i,0.0012657-1.9226e-05i,0.00082754+0.00017168i,0.00053899+0.0003869i,-0.00045282+0.0017496i,-0.00084585+0.0024366i,-0.00035695+0.0020444i,-0.00051142+0.0015757i,-0.0012924+0.0004026i,-0.0025426-0.0010702i,-0.0024952-0.0015868i,-0.0016469-0.0010305i,-0.0012421-5.7929e-07i,-0.00034069+5.8678e-05i
-0.0011232-0.0025084i,-0.0026038-0.00030531i,-0.0030466+0.00068288i,-0.003576+0.00034969i,-0.0028527-0.00065496i,-0.00067981-0.0012937i,0.00057699-0.0010387i,0.0011122-0.00015918i,0.00066992-0.00010345i,-0.00012457-0.00034263i,0.00052946+0.0003108i,0.00098453+4.2313e-05i,0.00066926-0.00043641i,0.00049073-0.00055904i,1.6666e-05-0.00054166i,-0.00040221-0.00049546i,-0.0003726-0.00036608i,-0.00026501+0.00018711i,0.00071177+0.0013476i,0.0018917+0.0015152i,0.0016972+0.00029362i,0.0014601-0.0004427i,0.0009888-0.00039289i
-0.00090146+0.0018307i,-0.00013855+0.002031i,0.0018+0.0024527i,0.0030478+0.00217i,0.0032519+0.0010725i,0.0030056-0.0014421i,0.00084043-0.0020446i,-0.0015975-0.00065623i,-0.0011169-1.133e-05i,0.00038867-0.00020326i,0.00098282-0.00084281i,0.00053321-0.0012594i,-0.00068096-0.00086721i,-0.0011354-0.00025286i,-0.00078818-0.00080023i,-0.00013637-0.00048078i,-0.00017343+0.0010362i,-0.00090568+0.0012629i,-0.0011506-0.00015329i,-0.0010172-0.00045395i,-0.0011449-0.00016349i,-0.00090252+5.5699e-05i,-0.00036208+5.4163e-05i
-0.00016106+0.0011994i,-0.00090321+0.00042571i,-0.00067451-6.1148e-05i,0.00031401-0.0012225i,0.00051843-0.0027344i,0.00054246-0.0031337i,0.0011484-0.0021535i,0.0010565-0.0011062i,0.00092623-0.00045431i,0.0012966-0.00043459i,0.0015557-0.00041697i,0.0011979-0.00031649i,0.00011327-0.00045103i,-0.00027583+6.7861e-05i,-0.00030443+0.00016025i,-0.00035564+0.00014012i,-0.00016426+0.0011538i,-0.00031781+0.0019534i,-0.00050045+0.0016906i,0.00082753+0.0010757i,0.0018896+0.00044398i,0.00075588+0.00022795i,-4.8523e-05-3.2283e-05i
-5.4235e-05+0.00044583i,-0.00036751+0.0004326i,6.4583e-05+0.00038924i,0.00068449-0.00015541i,0.00096421-0.0012406i,0.00057223-0.0017056i,0.00029188-0.0013733i,0.00029133-0.00016686i,0.0007342+0.00044627i,0.0012793+0.00078702i,0.0011836+0.0013565i,0.00082731+0.0017512i,0.00051601+0.0018654i,-0.00015531+0.0015235i,-0.00024793+0.0019161i,-4.9451e-06+0.0017152i,-6.5402e-05+0.00078561i,-0.00040076-0.00023251i,-0.0010633-0.0013607i,-0.0022995-0.0010085i,-0.0025005-0.00020343i,-0.0014196-0.00052432i,-0.00032343-0.00044851i
-0.0017775-0.0041206i,-0.00075074-0.0029686i,-0.0015378-0.0021659i,-0.0034994-0.0019096i,-0.0040609-0.0012029i,-0.0024423-0.00023078i,-0.00040169+0.00018031i,-0.00011051-0.00014892i,-0.0004352-0.00036798i,-1.6752e-05+0.00081355i,9.4039e-05+0.0012332i,9.93e-05+0.00038546i,0.00073666-4.1709e-05i,0.00053004-3.2332e-05i,0.00010497-0.00044865i,-0.00068701-0.00079114i,-0.00096786-0.00020478i,0.00032483+0.00029835i,0.0013392+0.00044938i,0.0019099+0.0010845i,0.001674+0.001113i,0.0014458+0.00072105i,0.00090955+0.00037764i
-0.00073059-0.002005i,-0.0032863+5.0776e-05i,-0.0040658+0.0012747i,-0.0021002+0.0020993i,-0.00015594+0.0013375i,0.00086326-0.00029926i,0.0018438-0.0006402i,0.0021639-0.0008956i,0.0016064-0.0018319i,0.00083755-0.0017571i,0.0004968-0.00079433i,0.00043704-0.00048653i,0.0002875-0.00056059i,4.4707e-05-7.9281e-05i,1.8738e-06+0.00015473i,-0.00011348+0.00034685i,-0.00019612+0.00042087i,-0.00013598-1.906e-05i,-0.00016502-0.00088858i,-0.00024507-0.00097472i,-0.00072347-0.00081177i,-0.00062699-0.0011015i,-0.00064639-0.00053089i
-0.00091654+0.00020286i,-0.00061582-0.00035837i,0.00063373-0.00084469i,0.0014802-0.00090794i,0.00064849-0.0019472i,0.00038001-0.0022571i,0.00084157-0.0015035i,0.0006393-0.0014307i,0.00050326-0.0010651i,0.0010853-0.00019171i,0.0010743-0.00025953i,0.00094616-0.000319i,0.0012364+0.00019772i,0.0010575+0.00016428i,0.00011317-8.1565e-05i,-0.00067276-1.4375e-05i,-0.0010246+1.3979e-05i,-0.00033786-1.2928e-05i,0.00096843+0.00046498i,0.001778+0.0014553i,0.0018317+0.0012803i,0.00065818+0.00077637i,0.00066661+0.00036335i
