-0.0030644-0.00090741i,-0.0019065+2.2481e-05i,-0.0023476+0.0024402i,-0.0018798+0.0028551i,-0.00017219+0.0025388i,0.00043522+0.0017198i,-0.00024223+0.0011953i,-0.00066222+0.0011947i,-2.9347e-05+0.00072439i,0.0012324-0.00013219i,0.0017806-0.00027851i,0.0015832-0.0010055i,0.00096336-0.0017929i,-0.00052154-0.0018055i,-0.0015546-0.0016582i,-0.00079483-0.0008602i,-0.00054913-0.00054922i,-0.00059181-0.00076423i,0.00014865-0.00069563i,0.00051918-0.00020514i,0.00025292-0.00056521i,0.00066778-0.00053743i,0.0013732+0.00015469i
-0.00093756+0.0021415i,-0.00080397+0.0026373i,-0.00053671+0.0023884i,0.00086936+0.0021227i,0.0022987+0.0021148i,0.0022842+0.00071771i,0.0011836+0.00011533i,0.00018457+0.0010359i,6.8391e-05+0.0019158i,0.00039512+0.0017523i,0.00073633+0.0014922i,0.0011728+0.00064602i,0.00027484-0.0010228i,-0.00027412-0.0012121i,0.00028522-0.00033742i,0.00033486-0.00048919i,-0.00017164-0.0007057i,0.00010159-0.00024859i,0.00060155+0.00088747i,0.0010988+0.0015329i,0.0015024+0.0010851i,0.0013551+0.00093733i,0.00058272+0.00066264i
-0.00068238-0.00068649i,-0.00099972+0.00029307i,-0.00057414+0.0028004i,-0.00056964+0.00344i,0.00052985+0.0021435i,0.0018979+0.0015466i,0.0015462+0.0016262i,0.0011753+0.0010294i,0.0010184-0.00014165i,0.0010509-0.00068447i,0.0017064-0.00048624i,0.002167-0.00016424i,0.0016079+0.00021566i,0.00039395+0.00024881i,0.00028225-0.00021887i,0.00037916-0.00039453i,0.0002249-8.8883e-05i,1.2696e-05+0.00013293i,-0.00018417+0.00012529i,0.00033976+0.00047335i,0.00082515+0.00068093i,0.00041677+0.00026281i,-8.3056e-05-0.00064843i
-0.00014059+0.001834i,-0.0003826+0.0013307i,0.00096882+0.0013999i,0.0015727+0.0014042i,0.0012722+0.00020279i,0.00043551-0.00091893i,-0.00040087-0.00060528i,-0.0003016-0.00057627i,0.00027324-0.00070541i,0.00055137-0.00040188i,0.00024634-0.00059866i,-0.00017298-0.001139i,-0.0004544-0.00051885i,0.00056044-0.00027119i,0.0008463-0.0012639i,-0.0002586-0.0016965i,-0.0013083-0.00060084i,-0.00057943+0.0002844i,0.00060591+0.00022026i,0.00069993+0.00046239i,0.00084578+0.00080952i,-0.00013421+0.00037217i,-0.00043134-0.000196i
-0.00051454+0.00012873i,0.00069059+0.00055228i,0.00097326+0.0020547i,-5.504e-05+0.0018578i,-0.00013057+0.00098064i,-0.00020382+0.00083876i,-0.0005477+0.00019351i,-2.2753e-05+0.00048267i,0.00029774+0.00031947i,-0.00035073-0.00053113i,-0.00049233-0.00060229i,-0.00013239-0.00046809i,-0.00034496-0.00027755i,0.00015298-0.00051655i,0.00045787-0.0012416i,-0.00013598-0.0012467i,-5.1922e-05-0.00042882i,0.00020028-3.4184e-05i,0.00022585+0.00022634i,0.00031151+0.00085217i,0.00059529+0.00074514i,0.00051191-0.0002055i,0.00016481-0.00053153i
-0.0017529-0.0010848i,-0.0014581-0.00091221i,-0.0015794+0.00099459i,-0.00037476+0.0022559i,0.0016991+0.0019111i,0.0028265+0.00039737i,0.0022298-0.00029972i,0.0012158+0.00092036i,0.00060524+0.0019314i,0.00013293+0.0010498i,-4.1373e-05+0.00051853i,0.00058237+0.00049285i,0.00084683+5.1021e-05i,0.00060408-0.00032242i,-3.3521e-06-0.00052812i,-0.00048722-0.00039667i,-0.00073638-6.7579e-05i,-0.0010439+0.00049578i,-0.00066701+0.001017i,0.00071576+0.0010147i,0.0016348+0.001038i,0.00031484+0.00085187i,-0.00062181+0.00074395i
0.0018534-2.622e-05i,0.00072803-0.00024281i,0.0015858-0.00028026i,0.0018137-0.0017399i,0.0010046-0.0036511i,0.00017584-0.0027446i,-0.00083077-3.1925e-05i,-0.00099762+0.0010658i,0.00031326+0.00098253i,0.0004288+0.0011936i,-0.00038347+0.00092238i,6.2259e-05+0.0007389i,0.00050731+0.00070869i,0.00016101+0.0002377i,-0.00035318+0.00021255i,-0.00026449-0.00026914i,0.00016593-0.00065653i,-0.00020183-0.00023116i,-0.0006987+0.00035797i,0.00064467+0.00079362i,0.0014071+0.00056015i,0.0010089+0.0011953i,0.00092972+0.0013666i
0.0015967-0.0001737i,0.00094778+0.00043815i,-0.00020776+0.00076247i,-0.0017702+0.0011007i,-0.0018413+0.00081172i,-0.00086586+0.00040983i,-0.000248+0.00058122i,0.00018393+0.00029825i,0.0010115-0.0003516i,0.0013314-0.00042071i,0.0013841-0.00028787i,0.0014726-0.00014043i,0.00062293-7.7013e-05i,-0.00016575-0.0002759i,0.00029837+0.00012755i,0.0003516+0.00044873i,-0.00034542+0.00035463i,0.00021285+0.00086947i,0.0011108+0.001411i,0.0018392+0.001244i,0.0016056+0.0013924i,0.00067397+0.00074711i,0.0010579-0.00062191i
-9.4822e-05+0.00012825i,-0.00070144-0.0004801i,-0.00070755+0.00051299i,-0.00024342+0.0010017i,0.00057666+0.0011071i,0.00084849+0.00070065i,0.00060398+8.0935e-06i,0.00074997-0.00072044i,0.00072783-0.00025929i,0.0011642+0.00074006i,0.002134+0.00058569i,0.002123+6.3653e-05i,0.0014474-0.00023962i,0.00071963-0.00044793i,0.00075279-0.00072268i,0.00082105-0.00043658i,0.00038762-0.0004014i,0.00089517-0.00065465i,0.0010214-0.00016319i,0.00050638+0.00013119i,0.00044001-0.00042489i,0.00036833-0.0011498i,0.00041657-0.001298i
0.00021923-1.2114e-05i,0.00082404-0.00013408i,0.00076623+0.0014163i,0.00094333+0.0028612i,0.00056194+0.0018706i,0.00059546-0.000103i,0.0011307-0.00056547i,0.001623-0.00059057i,0.001359-0.00071631i,0.00083185-0.00059211i,0.00062301-0.0015267i,0.00064004-0.001804i,0.0010104-0.0011008i,0.00032276-0.0014873i,0.00011212-0.0017451i,0.00017606-0.0013325i,0.0001483-0.0010623i,0.00031477-0.0011302i,0.00015542-0.00046888i,0.00052139+0.00019208i,0.0005153+0.00025731i,-0.00012409-7.1888e-05i,-0.00012997-0.00063677i
0.00047378+0.0012701i,-0.00027727+0.0023325i,-0.00051002+0.0016098i,-4.7678e-05+0.00055727i,0.00030809+0.00020458i,0.00097019+0.00025825i,0.00079866+0.00022729i,-0.00034395+0.00017042i,-0.0010938+0.00047679i,-0.0011817+0.00064565i,-0.0015372+0.00023427i,-0.0011738-5.761e-05i,-0.00040248-2.5531e-05i,0.00020537-0.00032422i,0.00026324-0.0012086i,-0.00047652-0.0017314i,-0.0002975-0.0016395i,0.00049084-0.0011527i,0.00043005+2.7277e-05i,-0.00069181+0.00042829i,-0.00027784+0.0007358i,0.00089745+0.00072471i,0.00062155+2.4809e-05i
-1.7128e-05+0.0003341i,0.00027999+0.0010324i,-0.0010093+0.0019798i,-0.0008113+0.0016127i,0.00065285+0.00097099i,0.00074836+0.0004191i,0.00013161+0.00022923i,-0.00046854+0.0012136i,-0.00086911+0.0013973i,-0.0012122+0.00094926i,-0.00066535+0.0010209i,7.4683e-05+0.0012571i,-6.07e-05+0.00064551i,-0.00060769-0.00021423i,-0.0012166-0.00070579i,-0.0012202-0.00073603i,-0.00061326-0.00050571i,-0.00063137-0.00027509i,-0.00020577+3.9609e-05i,0.00024057+0.00023925i,0.00023375+4.2821e-05i,0.00066328+0.00028761i,0.00096796+0.00077104i
0.00036672-0.00031843i,0.00030724+0.00067587i,-2.6443e-05+0.002543i,-0.00020075+0.0030416i,-0.00056263+0.0020061i,0.00015915+3.2003e-05i,0.00059014-0.00078289i,0.00063439-0.00032661i,0.00073324+0.0008168i,-0.00042847+0.0016557i,-0.00056078+0.0015002i,0.00031818+0.00079902i,0.00029148-0.00015464i,-0.00034802-0.00035246i,-0.0016188+0.00045156i,-0.0020352+0.00057147i,-0.0015127+7.4887e-07i,-0.0015945-3.3215e-05i,-0.0010729+0.00056934i,0.0006454+0.00048417i,0.00098214+0.00025543i,0.00068668+0.00035281i,0.00090574+0.00021259i
0.0019285+0.00035478i,0.00094897-0.00028113i,0.00041703-0.00017779i,6.9316e-05+0.00028936i,0.00015487+0.00072648i,-0.00051407+0.00055327i,-0.00074369+3.2966e-05i,0.0003105+0.00018599i,0.0013868-0.00041512i,0.0018449+0.00029363i,0.0016152+0.00097062i,0.0010907+0.00016715i,0.001081+3.1156e-05i,0.0010608+0.00084407i,0.00060577+0.0012507i,1.0729e-05+0.00092631i,-0.00028429+0.00077103i,-0.0002426+0.00097244i,0.00022801+0.00068703i,0.00038648+0.00018803i,0.00034766-1.6879e-05i,0.0004603-0.00027738i,0.00064135-8.8071e-05i
0.00020353+0.0012877i,0.00057699+0.0014401i,0.00055589+0.001833i,0.0013138+0.00094394i,0.0021253-0.00066291i,0.0010334-0.0014731i,-0.00048214-0.0012843i,-4.5768e-05-0.00066018i,0.0016116-0.00025522i,0.0026507-1.4976e-05i,0.0026632-0.00021784i,0.0017778-0.0011491i,0.00076348-0.0013253i,-3.0105e-07-7.6796e-05i,-1.5531e-05+0.00023956i,-0.00014755-0.00023768i,-0.00054229-0.00041218i,0.00033636-0.00041388i,0.001323-0.00062873i,0.001411-0.00087385i,0.00072527-0.00023638i,8.8558e-05-0.00013826i,0.00050318-0.00095065i
4.3666e-05+6.4743e-05i,-0.0007817-0.00037396i,-0.0015757-0.00066504i,-0.0013945+3.0532e-05i,-0.00031941+0.00038531i,0.00068538+0.00052612i,0.00071366+0.00066727i,0.00040145+4.1588e-05i,0.0007172-0.0011037i,0.00098709-0.0022867i,0.00065651-0.0023657i,0.00024137-0.0010533i,0.0005367-0.00023499i,0.00089631-0.0011938i,0.00033364-0.0021919i,6.6732e-07-0.0021145i,0.00072674-0.0016435i,0.00078802-0.00074332i,0.00026584+0.0002438i,-0.00046163-3.0347e-05i,-0.00090146-0.00042648i,-0.00011709-0.00029305i,0.00011441-0.0010004i
0.0010826+0.0020404i,0.0012508+0.0018101i,0.0015299+0.0023629i,0.0019455+0.0024958i,0.0021653+0.0013421i,0.0013162+0.00051933i,0.00039863+0.00011219i,-0.00033919+4.2166e-05i,-0.0011708+0.000139i,-0.0010476-0.00017784i,-0.00058747-0.00013843i,-0.00061106-6.5166e-06i,-0.00020126-0.0011271i,-0.00025667-0.0013146i,-0.0013058-0.0011631i,-0.0014043-0.00069578i,-0.00070328+0.00023674i,-0.00017141-3.2174e-05i,2.2705e-06-0.00028495i,0.00016251-0.00035718i,0.00059029-0.00033482i,-8.3848e-06+8.3146e-05i,-0.0010489+0.00013983i
0.00014199+0.00037813i,0.00020284+8.2965e-05i,-0.00014933+0.0011073i,-0.00042637+0.00068615i,0.00086011-0.0009043i,0.0016441-0.0014929i,0.0016218-0.00022658i,0.00080406+0.00034187i,5.4518e-05+0.00076845i,-3.0024e-05+0.0023619i,-0.00053104+0.0021903i,-0.00040212+0.0011504i,-0.00010523+0.00066242i,-0.00013011+0.00074492i,-0.001011+0.00039634i,-0.0018159-0.00014798i,-0.00085656-3.703e-05i,0.00034666-0.00013376i,0.00056677-0.00022161i,0.00051925-7.742e-05i,0.00089144+0.00025578i,0.0013348+0.0008744i,0.00074075+0.0017325i
0.00081919-0.00083546i,-0.00027846+0.00011825i,-0.0016222+0.00052465i,-0.0024406+0.00097488i,-0.0019049+0.00075358i,-0.00063493+0.00044515i,-0.00019829+0.00014373i,-0.00016838-0.00024205i,0.00041911+7.1468e-05i,0.0011741+0.0012974i,0.0014334+0.0030731i,0.001607+0.0027652i,0.0010018+0.0011624i,0.00071726+0.00095277i,0.0008335+0.0010083i,-0.00036361+0.00098894i,-0.00078431+2.9565e-05i,-8.7684e-05-0.0007265i,6.2561e-05-1.857e-05i,-0.00033531+0.00023577i,0.00028373+0.00024123i,0.0015812+0.0010858i,0.0012456+0.00074743i
-0.0011246+0.0010952i,-0.0015969+0.0020323i,-0.0023059+0.0027428i,-0.0027148+0.0028871i,-0.00096399+0.002142i,0.00069475+0.0016116i,0.00090087+0.0006698i,0.0013155+0.00021614i,0.0022274+0.00082886i,0.0024426+0.0013605i,0.0024508+0.0016041i,0.0020893+0.0010357i,0.0018491-0.00012947i,0.0014454-0.00026815i,0.00097057-8.9053e-05i,0.00055453+0.00016341i,0.00013265-0.0001697i,0.00045945-1.0262e-05i,0.0010563+0.00080466i,0.0015808+0.00061494i,0.0013688+2.0248e-06i,0.00054859-0.00013962i,-0.00012111-0.00042196i
-0.0010237+0.0024201i,-0.00070754+0.0024206i,-0.00019189+0.0030275i,0.0012269+0.0030409i,0.0024842+0.0012995i,0.0017218-0.00011129i,0.00035468-0.00013634i,0.00020346+0.00045335i,0.00082901+0.00034211i,0.001223-0.00076192i,0.0016503-0.0017491i,0.0017136-0.0017129i,0.00097196-0.0011546i,0.00081786-0.00085863i,0.0010102-0.00088003i,0.0007901-0.0013851i,0.00091488-0.00059994i,0.0005822+0.00074589i,0.00013502+0.0012884i,0.0007013+0.00077859i,0.00090214-7.0164e-05i,0.00087407-0.00044753i,0.00066262-0.00043518i
-0.0007512-0.00090028i,-0.0010776-4.1861e-05i,-0.0012119+0.00060425i,-0.0015682+0.0012559i,-0.0015329+0.0024073i,-0.00067394+0.0024814i,-0.00035365+0.0011122i,-0.00038578-0.00065489i,-0.00019188-0.0015189i,6.3029e-05-0.001821i,4.8503e-05-0.0015188i,-0.00031181-0.0012792i,0.00027491-0.0021253i,0.0013645-0.0025531i,0.0010332-0.0018173i,-0.00032798-0.0017337i,1.1905e-05-0.0016803i,0.0011427-0.00078827i,0.0012317-0.00071932i,0.00057879-0.00078186i,-0.00048308-0.00056802i,-0.0012725-0.00053935i,-0.0010584-3.7995e-05i
-0.0017899-0.0027835i,-0.0026363-0.0018165i,-0.0036104-0.00022814i,-0.0022489+0.0027802i,-0.00082451+0.0039843i,0.00077043+0.0027387i,0.0017772+0.0015294i,0.00052411+0.00091018i,-0.0012189-0.00050837i,-0.0017228-0.0013383i,-0.0020427-0.00041794i,-0.00065951+0.00010475i,0.00045508+0.00036769i,-0.00055001-0.00049407i,-0.00074433-0.0015546i,-0.00067563-0.0017605i,-0.00097671-0.0020463i,-0.00082034-0.0017567i,-0.00023843-0.0011005i,0.00038969-0.00046019i,0.00044498+0.00042116i,-0.00017135+0.00099731i,-0.00044746+0.00069403i
-0.00018869-0.0019431i,-0.00017252-0.0017475i,0.00012052-0.00029097i,-0.00010503+0.00061721i,-0.00014793+0.00038781i,0.00038406+0.00022062i,0.0003181+0.00056062i,0.00018229+0.00086653i,0.00030507+0.0014006i,-0.0011869+0.0021201i,-0.0018571+0.001522i,-0.00080719+0.00059712i,4.6872e-05+4.1999e-05i,-0.00040913-0.00049756i,-0.00089384-0.00033376i,-0.0010272-9.4646e-05i,-0.00080438+0.00030265i,-0.00042973+0.00037904i,-0.0003607-0.00029856i,0.00028903-0.00017351i,0.00050921+0.00026718i,0.0006482+0.00032927i,0.00043508+0.00067644i
-0.0010934-0.00030283i,-0.0020496+0.0011059i,-0.0021287+0.0023391i,-0.0017754+0.0026022i,-0.00061301+0.0019438i,5.0206e-05+0.00022721i,-0.00020828-0.00035635i,0.00015197+0.00061391i,0.0010875+0.0010746i,0.0014718+0.002336i,0.0017577+0.0029876i,0.0022928+0.0017311i,0.001661+0.00083763i,0.00064926+0.0011308i,-0.00025981+0.0010509i,-0.00069318+0.00039693i,-0.00067687-2.826e-05i,-0.00081312-7.3522e-05i,4.055e-05+0.0010193i,0.00046696+0.0017773i,0.00046471+0.0012485i,0.001035+0.00090407i,0.0010953+0.00079596i
0.0025294+0.00045144i,0.0020101-0.00060511i,0.0021076-0.001471i,0.0012123-0.0017087i,-0.00034355-0.0016084i,-0.0012485+7.0546e-05i,-0.00089721+0.0010895i,0.0010479+0.00081334i,0.0029178+0.00016908i,0.003516-0.00035421i,0.0034849-0.0002914i,0.0034912-0.00012782i,0.0024161+0.00027887i,0.00099247+0.00040306i,0.00034282+0.00037668i,0.00063159-0.00026144i,0.0009256-0.00058334i,0.00080019+0.00028018i,0.001292+0.00060331i,0.0012531+0.00040829i,0.0010819-0.00018451i,0.00085091-0.00038299i,0.00040806-3.462e-05i
-0.00039236+0.00014518i,-0.0001191+0.00050186i,-0.00068119+0.00097042i,-0.0014063+0.0015816i,-0.00082806+0.00097333i,0.00024061-2.7085e-05i,0.00073723-0.0001483i,0.00044239-0.00073214i,0.0007285-0.0018772i,0.0014489-0.0026634i,0.001466-0.0029438i,0.0012845-0.0024766i,0.0007566-0.0016586i,0.00098224-0.0013479i,0.0014598-0.0013552i,0.0012247-0.0012997i,0.00050992-0.0013985i,0.00013658-0.00072623i,0.0005643+0.00038598i,0.00081107+0.0008144i,0.00054622+0.00092551i,0.00052642+0.00035435i,0.00063173-0.00047018i
0.00023697-0.00083385i,9.9363e-05-0.0017017i,-0.00011689-0.0018859i,0.00033917-0.0010616i,0.00067751-0.0012615i,0.00073364-0.001035i,0.00037465+9.642e-06i,4.0241e-05-0.00012737i,-9.6053e-05-0.0011237i,-0.00023078-0.0026649i,-0.00078285-0.0027046i,-0.00072441-0.0012679i,0.0001135-0.00085633i,0.00012945-0.0016611i,-0.00014202-0.002028i,0.0001203-0.0019565i,0.00048294-0.0015364i,0.00041735-0.0012531i,0.00054789-0.00049755i,0.00066416+0.00025817i,0.00011979+0.0004069i,-0.00046628+0.00069936i,-0.00063365+0.00051882i
0.00075034-0.0003071i,-0.00040212+0.0005927i,0.00039141+0.0014184i,5.9746e-05+0.0015136i,-0.00045782+0.0011353i,0.00090364-0.00022264i,0.00070439-0.00032419i,-0.00044062+0.00080176i,-0.0015667+0.00052797i,-0.0021638+0.00021518i,-0.0025289+0.00024409i,-0.0018578+0.00041887i,-0.0014571+0.00020098i,-0.0016149-0.00052087i,-0.0012413-0.00091844i,-0.00087776-0.0013036i,-0.00052508-0.0013485i,-0.00090466-0.00051948i,-0.00047333+0.00028094i,0.00064667+0.00053606i,0.0003837+0.00029454i,-0.0002028+0.00044874i,0.00033596+0.0005686i
-0.0021068-2.1983e-05i,-0.0035205+0.00016387i,-0.0044897+0.0017984i,-0.0033199+0.0032511i,-0.00094577+0.0022516i,0.0011928+0.00073933i,0.0018291-0.00012871i,0.0005125-0.00055572i,-0.00094702+0.00087907i,-0.0014199+0.0028374i,-0.0011158+0.0030305i,-0.00052526+0.0024058i,-7.2643e-05+0.001387i,0.00039441+0.00075925i,0.00024147+0.0010534i,-0.00067003+0.00057122i,-0.0016413+8.4865e-06i,-0.0013038+0.00036476i,-0.00030645+0.00037605i,0.00022864+0.00053254i,0.0001175+0.00036583i,-9.2839e-05+0.00064512i,6.1148e-05+0.00073937i
0.00037248+0.00064534i,0.0010116+0.00019767i,0.0023938+0.00089478i,0.0033285+0.0015203i,0.0022134+0.0011767i,0.00095515+0.00040404i,0.00076566+0.00029727i,0.00077379-3.0985e-05i,0.0017445+0.00040012i,0.0023831+0.002154i,0.0021128+0.0026126i,0.0023408+0.0015885i,0.0024348+0.00091208i,0.0015833+0.00074122i,0.00088217+0.0010653i,-0.00035151+0.00068561i,-0.0011082-0.00019314i,-0.00067316-0.00031087i,-0.00018236-0.00048364i,-1.8584e-05-4.7062e-05i,-0.00024922+0.0013824i,-0.00033968+0.0011574i,6.4131e-05+9.3331e-05i
-0.00079733-1.2332e-05i,-0.00075657+0.00024827i,-0.0019257-4.8207e-05i,-0.002928+0.00032761i,-0.0023296+0.00076313i,-0.0012747+0.0004412i,0.00015035-0.00018047i,0.0016897-0.0010393i,0.0022382-0.0014804i,0.0026165-0.0017703i,0.0036829-0.001448i,0.0039573-0.0007621i,0.0032421-0.000219i,0.0018874-0.0007926i,0.0012993-0.0018818i,0.001447-0.00062298i,0.00049028+0.00022198i,-0.00054971+0.00059183i,-0.00022668+0.00096621i,0.00072877+0.00070306i,0.00030784+0.00073721i,-0.0001324+0.00061101i,0.000434+0.00045305i
-0.00092789+0.00038648i,-0.0004777+0.00052949i,-0.00062728+0.0018513i,-0.00078475+0.0023757i,-0.00090159+0.0025789i,-0.00045157+0.0019217i,-0.00037072+0.0010694i,-0.00020001-0.00013021i,0.0012621-0.0017066i,0.0018998-0.0025879i,0.0020335-0.0027034i,0.0015386-0.0025046i,0.00083627-0.0026825i,0.0010138-0.0026306i,0.0013481-0.002094i,0.0011588-0.0013599i,0.00048423-0.00094094i,6.4687e-05-0.00077482i,-0.00029187-0.00025318i,0.00061844-0.00010609i,0.0013038-0.00053548i,0.00031672-0.00059157i,-0.00043071-7.3101e-05i
0.00092683-0.00076646i,-0.00013153-0.00013991i,-0.0011024+0.00041256i,-0.00091072+0.00047764i,-0.00010209+0.00049616i,-0.00027516+0.0011038i,-0.0013686+0.0015649i,-0.00070631+0.0010426i,-0.00052909-0.00026419i,-0.0019373-0.0017087i,-0.0023602-0.0021181i,-0.0018362-0.0022325i,-0.00076623-0.0026117i,-0.00035633-0.0024866i,-0.00081173-0.0026016i,-0.00018673-0.0026332i,0.0011632-0.0015465i,0.001211-0.00063986i,0.00017861-0.00087199i,5.2376e-05-0.00091892i,0.00076019-0.0002831i,0.0010534+0.00011262i,0.0010902+0.00012015i
0.00023229-0.0018215i,-0.0014562-0.0014348i,-0.003163-0.00089048i,-0.0033602+0.00010757i,-0.0017426+0.00032451i,-1.3521e-05+0.00024539i,0.0011724+0.0008751i,0.00070801+0.0011177i,-0.00075464+0.00052019i,-0.0019109+0.00065734i,-0.0024156+0.001333i,-0.0015465+0.00074265i,-0.0011719-0.00037877i,-0.0011603-0.00052302i,-0.0017506+0.00012315i,-0.0024751-0.00062254i,-0.0017186-0.0012359i,-0.00059698-0.00086575i,0.0004194-0.00032533i,0.0013241+6.0683e-05i,0.00092685+8.4114e-05i,0.00025114+4.5136e-05i,0.00012597+0.00048304i
-0.00021747+0.00034453i,0.00071874+0.0008825i,0.00068561+0.0014736i,0.00067023+0.0012863i,0.0014667+0.00054812i,0.0017531-0.00013808i,0.0018073+0.00011153i,0.0013526+0.00026811i,0.00064+0.00091294i,0.00066255+0.0025607i,0.00027625+0.0035075i,-0.00010805+0.0028157i,-0.00021249+0.0017523i,-8.7453e-05+0.0016053i,6.8306e-05+0.0014197i,-0.00069419+0.00036723i,-0.00084748-0.0004589i,0.00015634-5.6027e-05i,4.5668e-05+0.00082146i,-0.00034731+0.00099313i,-0.00055211+0.00072137i,-0.00041147+0.0010751i,0.00078849+0.0015762i
0.00067658+0.00018022i,-0.00073229+0.00025022i,-0.0014398-9.1641e-05i,-0.0017399+0.00066136i,-0.0011162+0.00099714i,-0.00032038-0.0011932i,-0.00047442-0.0017789i,-0.00043208+1.2005e-05i,0.0014497+0.00063762i,0.0034895+0.00039077i,0.0035574+0.0010252i,0.0030517+0.0013737i,0.0023067+0.00084887i,0.002096+0.00023753i,0.0022249+0.00024281i,0.0010956+0.00014867i,-8.81e-05+1.3217e-05i,-0.00021157+5.8252e-05i,-0.00021145+0.00049161i,0.00049019+0.001208i,0.0012303+0.00077848i,0.0011423+4.6344e-05i,0.0011987-0.00055941i
0.00099209+0.0016302i,0.001035+0.00059045i,0.0019586-0.00059934i,0.0025208-0.00067311i,0.0015781+0.00011948i,-0.0001325+0.00016705i,-0.0014292-0.00049647i,-0.00057201-0.00080478i,0.0012738-0.00037928i,0.003063-0.00056724i,0.0039963-0.00075405i,0.0030813-0.00071282i,0.0021409-0.0011381i,0.002758-0.0018604i,0.0033561-0.001686i,0.0022423-0.0010736i,0.0012491-0.0013047i,0.00081807-0.00099433i,0.00045852-0.00043255i,0.00045301-0.00041602i,9.8138e-06-0.00030833i,0.00025422-7.0929e-05i,0.0010965+0.00038538i
0.0008739-0.0004113i,8.0344e-06+0.00088516i,-0.0012679+0.0010619i,-0.0018758+0.00094446i,-0.0011689+0.00088572i,-0.00070475+0.00060621i,-0.0001626+0.0011992i,0.00025742+0.0017382i,0.0011565+0.00028432i,0.0024149-0.0026765i,0.0016277-0.0036224i,0.0016124-0.002936i,0.0015191-0.0026967i,9.4246e-05-0.002663i,-0.00017659-0.0020156i,0.00035381-0.0017268i,0.00043757-0.0012209i,0.00035838-0.0002802i,0.00076545+0.0005288i,0.0009305+0.0011115i,0.00035171+0.0012969i,-5.7348e-05+0.00061342i,0.00018326-0.00023138i
-0.00087341-0.00020939i,-0.0012177+0.00028208i,-0.00070947+0.00029002i,6.2694e-05+0.0010361i,0.00011548+0.0022272i,0.0012429+0.0023985i,0.0021615+0.0016773i,0.0011568+0.0013498i,9.6448e-05+0.00023335i,-0.0015524-0.0013637i,-0.0027285-0.0016057i,-0.0027026-0.0014527i,-0.0019644-0.0017478i,-0.0018207-0.0019177i,-0.0021093-0.0013807i,-0.0015059-0.00081892i,-0.00068474-0.00086859i,-0.00041489-0.00033548i,-0.00021253+0.00037327i,0.00063027+0.0008258i,0.00060369+0.001399i,0.00041846+0.0011567i,0.00078955+0.00051044i
0.00030974+0.0016551i,0.00084268+0.001187i,0.0014974+0.0012244i,0.0013038+0.0019833i,0.0022311+0.00087449i,0.0028725-0.00064383i,0.002475-0.00090949i,0.0012302-5.619e-05i,-0.0006019+0.00037534i,-0.002133+0.00075936i,-0.0024464+0.00097283i,-0.0014553+0.0005122i,-0.0009241+0.00059155i,-0.0016318+0.00051328i,-0.0020683+0.00029656i,-0.002166+0.00022021i,-0.0017717-0.00013221i,-0.00081451-0.00039298i,0.00015953-3.6295e-05i,0.00080301+0.00070443i,0.00040817+0.00010954i,-0.00071916-0.00081071i,-0.00053493-0.00090172i
-0.00046727+0.0014189i,0.00056474+0.00058285i,0.00027145+0.0010485i,-0.0003493+0.00044312i,-9.9152e-05-0.00012989i,0.00085029-0.00074099i,0.0011996-0.0015644i,0.00046472-0.0007159i,-0.00014012+0.00088361i,-0.00053862+0.0024804i,-0.00066823+0.0036904i,-0.00059228+0.0029888i,-0.0003865+0.0018419i,0.00022756+0.0010849i,-4.5099e-05+0.0001166i,-0.00057872+1.9309e-05i,0.0002448+0.00072791i,0.0011791+0.00094689i,0.0009129+0.00089122i,0.00020182+0.00062872i,3.8774e-05+0.00070301i,0.00026696+5.2727e-05i,0.00041797-0.0004922i
0.00011359-0.00036565i,-0.00013008-1.9263e-05i,-0.00041649+0.0010248i,0.00048704+0.0018068i,0.00068134+0.0017797i,-0.0011697+0.00084026i,-0.0018264-0.0010587i,-0.00063793-0.0014028i,0.00053915-8.496e-05i,0.0015261+0.0010951i,0.002492+0.0015969i,0.0029301+0.0011684i,0.0026198+0.00087359i,0.0017932+0.00041475i,0.00070141+0.00054939i,0.00045823+0.0012057i,0.00019821+0.00016972i,-0.00031854-0.00093504i,-0.00039524-0.0002075i,0.00024421+0.00042229i,0.00063237+0.00027001i,0.00094308+0.00012879i,0.00075516+0.00027252i
0.00010471-0.00039498i,-5.4776e-05+2.1075e-05i,-8.2032e-05+0.0015235i,-6.4362e-05+0.0019648i,-9.1737e-05+0.0012823i,-0.00036235-2.8082e-06i,-0.0014456-0.00061419i,-0.00095095-0.00053537i,0.0013409-0.00069331i,0.0030375-0.00061568i,0.0030242-0.00026166i,0.00223-0.00037543i,0.0016257-0.00087718i,0.0017192-0.0012751i,0.0016827-0.0014389i,0.0013017-0.0014349i,0.0012449-0.00089518i,0.0010044-0.00039211i,0.00014471-0.00014673i,-4.1365e-05+0.00042704i,0.00027136+0.00095695i,0.00078356+0.0012601i,0.00075178+0.0011543i
