-0.0031781-0.00091124i,-0.0028216-0.00047303i,-0.0027395-4.492e-05i,-0.0015074+0.0013136i,-0.00054726+0.0025665i,-0.00018033+0.0026329i,-0.00031855+0.0020913i,-0.00030248+0.00090469i,9.6115e-05-0.00052587i,0.00014477-0.00084831i,-0.00029381-0.00030435i,0.00016666-8.3854e-05i,9.5209e-05-2.0225e-05i,-0.00090238-0.00044412i,-0.0014409-0.0012887i,-0.00069611-0.0014079i,8.5761e-06-0.00087924i,0.00015301-0.0011906i,8.6567e-06-0.0012697i,-0.00018999-9.4252e-05i,-0.00031462+0.00080773i,-0.0010893+0.00051711i,-0.0012276+2.0332e-05i
-0.00079883+0.00069276i,-0.00051065+0.0004994i,0.00058343+0.0015511i,0.0010431+0.0012795i,0.0012156+0.00084937i,0.0012113+0.00097117i,0.00080862+0.0013509i,0.00039423+0.001286i,0.00060049+0.0013537i,0.00031158+0.00059949i,-0.00045354+9.7617e-05i,-0.0004525+0.00072383i,0.00013751+0.00095382i,0.00017195+0.00066143i,-0.00017061+0.00077678i,0.0001533+0.00083944i,0.00053401+0.00023892i,0.00091758+0.00023153i,0.0014304+0.00047843i,0.0011792-8.8229e-05i,8.0573e-05-0.00016547i,6.9584e-05-0.00036744i,-0.00020829-7.2418e-05i
-0.0011219+0.0001958i,-0.0014713+0.00085785i,-0.0016091+0.0011375i,-0.0011067+0.001346i,0.00072901+0.0013983i,0.0026226+0.0017446i,0.0028445+0.0014124i,0.0018848+0.00032268i,0.0006715+0.00013846i,-0.00028105+1.5786e-06i,-0.00077292-0.0010206i,-0.0010091-0.00046247i,-0.00086745+0.00078637i,-0.00024619+0.00056555i,9.4865e-05-3.7164e-05i,0.00034109+0.00051708i,0.00073414+0.00090954i,0.00052928+0.00063672i,-0.00043986+0.00045914i,-0.00082717+0.00039951i,-0.00031268-0.00039311i,-0.00060689-0.0010696i,-0.0010991-0.00067178i
-0.0012949+0.0013576i,-0.00090803+0.0014352i,0.00027185+0.0017413i,0.0011142+0.002342i,0.0012687+0.0021917i,0.00088595+0.0010648i,0.00031598+0.00017089i,0.0002853+0.00024905i,6.0094e-05+0.00045383i,-0.00058694-0.00037016i,-0.00067643-0.00053047i,-0.00035413-0.00010291i,-0.00070471-0.00021969i,-0.00046275-0.00049475i,-0.00022531-5.6131e-05i,-0.00030701+0.00057008i,-9.4043e-05+0.0001621i,0.00079458+0.00022722i,0.00048305+0.00027189i,-0.00024227-0.00094944i,0.00022512-0.0012057i,0.00029361-4.9819e-05i,8.4406e-06+0.00048319i
-0.0011542-0.00026155i,-0.0016676+0.00047356i,-0.0010783+0.00032377i,-0.00073238-0.00063472i,5.9778e-05-0.0003329i,0.001211+0.0011533i,0.0014482+0.00098896i,0.00072971-0.00011911i,0.00020824-0.00031306i,-7.325e-06-0.0011292i,-0.00030452-0.001885i,-0.00086848-0.0013414i,-0.0011367-0.00064094i,-0.0005452+0.00012642i,0.0003313+0.00023345i,0.00051181+0.00057045i,-0.00026844+0.00037062i,-0.00070272+0.00051098i,-0.0007066+0.00019343i,-0.00019374-0.0007097i,0.00025904-0.00057485i,0.00025428-0.00051559i,-0.00033999-0.00065171i
-0.0024294+0.00065242i,-0.0031314+0.0018881i,-0.0030091+0.0026993i,-0.002088+0.0028925i,-0.00039838+0.0020064i,0.001355+0.00098046i,0.0016764+0.00036206i,0.00075941-0.00042091i,0.00023941-1.5113e-05i,-0.0001121+7.8809e-05i,-0.00057084-0.00028782i,-0.00098224+2.4255e-05i,-0.00067311-0.00027372i,0.00023397-0.00059881i,0.00019544-0.00026085i,-0.00094033+0.00070464i,-0.0014335+0.0012024i,-0.00060461+0.00029116i,0.00024358-0.00053466i,0.00079202-0.00021035i,0.00090651+0.00013275i,0.00032604+0.00014643i,-0.00038285+0.00017583i
-0.0011115-0.00046621i,-0.00077752-0.00078727i,-0.00043258-0.00051903i,0.00010494+0.0010268i,0.00092842+0.0014715i,0.0019337+0.0010737i,0.0015921+0.00050074i,-0.00038257+0.00036575i,-0.0011737+0.00086729i,-0.0005783+0.001086i,-5.3502e-05+0.0010978i,0.00038694+0.00012431i,0.00046919-0.00094795i,-0.00032226-0.00094333i,0.00016443-0.00057676i,0.00077755-0.00064548i,0.00084125-0.00041787i,0.00018473+0.00050331i,-0.00029847+6.8759e-05i,-9.3456e-05-0.00034827i,-0.00067052+0.00044807i,-0.00027387+0.00080086i,6.5812e-05+0.00023868i
-0.0014217-0.00035497i,-0.0026781+0.00087721i,-0.0024473+0.00063557i,-0.0014087+0.001019i,-0.00084457+0.0019579i,4.6635e-06+0.0023205i,0.00018063+0.0017027i,-0.00012886+0.00028183i,0.00094781-0.00051255i,0.0018704-0.0006848i,0.0014736-0.00087044i,0.00074595-0.00034969i,0.001241+3.6288e-05i,0.0013032+0.0004004i,0.00013805+0.00083116i,6.8615e-06+0.0007694i,0.00073152-0.00018771i,7.6688e-05-0.0011033i,-0.0010865-0.0011431i,-0.0010157-0.00068138i,-0.00027198-0.00059498i,-7.1839e-05-0.00053031i,7.6885e-05+0.00010647i
0.0013477+0.00013942i,0.0014927+0.00043826i,0.00095263-0.00074056i,0.0011109-0.00057313i,0.0006429+0.00023194i,0.00053912+0.001226i,0.00040001+0.0012945i,-0.00033807+0.00020336i,-0.00059236-0.00069956i,-0.00043076-0.0010153i,-0.00074556-0.0015272i,-0.0011129-0.0013647i,-0.00054172-0.00036721i,-0.00010967+0.00017473i,-0.00030912+0.00013988i,-0.00032661+0.00059162i,0.00046831+0.00095205i,0.0012952+0.00063681i,0.00061442-0.00040264i,-0.00076654-0.00034791i,-0.00084523+0.00044957i,-0.00022228+0.00065214i,1.6366e-05+0.00052129i
-0.0011452+0.0030924i,-0.0015662+0.0030893i,-0.001622+0.0024182i,-9.3886e-05+0.0018635i,0.0012266+0.0017775i,0.0010765+0.002228i,0.00076623+0.0013759i,0.00047474-5.3063e-05i,0.00071805-5.3786e-05i,0.00063061-0.00032537i,-0.00036446-0.0011696i,-0.00046144-0.0010646i,-0.00030289+6.7788e-05i,-0.00030109+0.0005731i,-3.4082e-05+0.0003582i,-0.00031189+6.4837e-05i,-0.0006863-0.00018908i,-0.00049442+0.00018629i,-0.00036206+0.00044658i,-0.0002353+0.00030494i,0.00010439+0.00035549i,-0.00038073-0.0001995i,1.9841e-05-0.00047391i
0.0010923-0.0013902i,0.00092417-0.0009704i,0.00039411-0.00066502i,-0.00049609-0.00029049i,0.00011933+0.0006114i,0.0014105+0.0016486i,0.0018965+0.0014386i,0.00060678+0.00080328i,-0.00060495+0.00030922i,-0.0013087-1.5388e-05i,-0.0014532-6.3754e-05i,-0.00079058+1.7889e-05i,-0.00033034-0.00049937i,3.163e-06-0.00054593i,0.00043378+0.00015029i,0.00072336+8.007e-05i,0.00067076-1.3459e-05i,0.00014856-5.5716e-05i,0.00036649-0.00045423i,0.00034679-0.0006251i,9.9381e-05-0.00070331i,0.00024458-0.00071865i,-5.3354e-05-0.0005515i
-0.0021627+0.0014938i,-0.0012521+0.0022553i,-0.00083366+0.0025489i,-0.00049222+0.0018592i,0.00022359+0.001286i,0.00083836+0.0010006i,0.0005454+0.00059385i,-0.00033336+0.00016381i,-0.00040417-0.00030866i,-0.0002197-5.5966e-05i,8.7915e-05+6.1212e-05i,-0.0002687+0.00021548i,-0.001052+0.00037777i,-0.00092422+0.00060319i,-0.00061984+0.001044i,-0.0001982+0.00062791i,0.00040571-0.00023517i,0.00068242-0.0004582i,0.00062722-0.00036048i,0.00026784-0.00038684i,-0.00050976-0.00057853i,0.00013044-0.00093892i,0.00059057-0.0011568i
0.00072708+0.0011889i,0.00082132-0.00093021i,0.00097452-0.0016128i,0.0012566-0.001303i,0.00047766-0.00083363i,0.00018175-0.00027262i,0.00051546+0.00042352i,0.00066405+0.00032558i,0.00097391-0.00042309i,0.00087844-0.00056857i,0.00094295-0.00046673i,0.0011195-0.0003666i,0.00055823+0.0003909i,0.00033741+0.0010052i,0.00041917+0.0010979i,-7.712e-05+0.0013399i,-0.00013815+0.0011243i,-0.00055046+0.00083306i,-0.00088626+0.00040155i,-0.0005601-7.8739e-05i,-0.00013818-4.3386e-06i,0.00011847+0.00069952i,-0.00015694+0.0011079i
-0.0020036+0.0017008i,-0.0019864+0.0022183i,-0.00030434+0.0013603i,0.00071321+0.00060271i,0.0014302+0.000608i,0.0013858+0.0012771i,0.0011193+0.00043598i,0.00069265-0.00053838i,0.00060068-9.3133e-05i,0.0011605-0.00031559i,0.00065863-0.001399i,-0.00014415-0.0012909i,0.00024954-0.00092605i,0.00013583-0.00040553i,-0.00035282+0.00043156i,-0.00028899+0.00051407i,-0.0006067+0.00027533i,-0.00079186+0.00050528i,-0.00047523+0.00057323i,-8.4176e-05-0.00028631i,-0.00014587-0.00034202i,-0.00080697-0.00048873i,-0.0013727-0.00033224i
0.0014769-0.0022012i,0.00049431-0.0025365i,-0.00042132-0.0020987i,-0.0013046-0.00094873i,-0.0004081-0.0002003i,0.001338+0.00096752i,0.0017275+0.0013604i,0.00117+0.00038295i,7.7574e-05-0.00039709i,-0.00091087-0.00024422i,-0.0005436-0.00074952i,0.00059187-0.001121i,0.00057232-0.00054143i,0.00028757-0.00056574i,0.0006645-0.00058305i,0.001037-0.00032921i,0.00092405-0.00052464i,0.00031823-0.00032896i,0.00015057+9.4928e-05i,-0.00015267+0.00023676i,-0.00037178+0.00068104i,-0.00051211+0.00082163i,0.00016551+0.00035562i
-0.0012545+0.00026031i,-0.0027339+0.0014793i,-0.0018602+0.0014217i,-0.0010993+0.0013598i,-0.0012036+0.0014311i,-0.00048223+0.0018526i,0.00016247+0.0010741i,0.00051627-0.00040072i,0.00015828-0.0010048i,-2.4832e-05-0.0010136i,-0.00024701-0.0008042i,-0.00058047-0.0012164i,-0.00042924-0.00096533i,-4.6978e-05+0.0001336i,0.00076121+0.00065246i,0.0014246+0.00028198i,0.0012073+0.00017142i,0.00093532-3.508e-05i,0.00047659-0.00036737i,-0.00057505+5.1438e-05i,-0.0009755+0.00039066i,0.00025501-0.00032826i,0.00054788-0.00072779i
-0.0016573-0.0019805i,-0.0021961-0.0013461i,-0.0013117-0.00017936i,-0.00012786+0.00076389i,0.00029691+0.0014328i,0.00081114+0.0017009i,0.0011422+0.0013475i,2.4358e-05+0.00056462i,-0.00091984+0.00041635i,-0.00098089+1.7413e-05i,-0.00077681+1.2593e-05i,-0.00055265+0.00014824i,-4.7161e-05-0.00064582i,0.00035388-0.00082546i,0.00052244+6.3708e-05i,0.00097111+0.00093548i,0.00053852+0.0013121i,-7.7067e-05+0.00060378i,0.00050309-0.00017627i,0.0011288-0.00013089i,0.00015876+6.3846e-05i,-0.00046861+0.00069056i,1.3518e-05+0.00097716i
-0.0012498+0.0031i,-0.00076252+0.004483i,0.00035797+0.002764i,0.0012244+0.00023975i,0.00070336+0.00024527i,0.00055073+0.00079672i,0.00072134+0.00082707i,0.00045307+0.00092286i,0.00059109+0.00079232i,0.0008087-0.00018006i,0.00043045-0.0010255i,-0.00039588-0.00076666i,-0.00089339-0.00017132i,-0.0003674+0.00025348i,-0.00026525+0.00023277i,-0.00021967-6.3636e-05i,0.0002952+0.00056584i,0.00028974+0.00096429i,-0.00014995+0.00034499i,-0.00059633+0.00013227i,-0.00068815+0.00022527i,-0.00028749+0.00066818i,0.0003959+0.00055057i
0.00089936-0.0026596i,-0.00054263-0.0026207i,-0.0015022-0.0026247i,-0.00096602-0.0012391i,-0.00044616+0.00053944i,0.00021398+0.0018937i,0.00060227+0.0013243i,0.00069154-1.9121e-05i,0.00087742-0.00070209i,0.00089085-0.0012459i,0.00013031-0.00094133i,-0.00070597-6.8806e-05i,-0.00037067-0.00025911i,0.00034109-0.00011021i,0.00014156+0.00063501i,0.00029871+0.00035444i,0.00071918+0.00037419i,0.00024996+0.00050802i,-0.00037484+0.00034109i,-0.00059051+0.00032553i,-2.8091e-05-0.00012101i,0.00049369-0.00055801i,0.00055599-0.00086113i
-0.0024469+0.00043023i,-0.0023874+0.0018326i,-0.00074689+0.001978i,0.00057238+0.0013318i,0.0012575+0.0014812i,0.0011337+0.0013175i,0.0011091+0.00068095i,0.00041352-0.00026063i,0.00031893-0.0005674i,0.0006472-0.00058202i,4.4543e-05-0.001059i,-0.00078374-0.0005871i,-0.00094396+1.3086e-06i,-0.00043327+0.00034945i,0.00014625+0.00093516i,0.00018786+0.00060551i,0.00017798+7.2745e-05i,-0.00023242-0.0003352i,-0.00095985-0.00045524i,-0.00099119-9.779e-05i,-0.0013036+0.00036841i,-0.0010042+0.0006485i,8.5127e-05+0.00044677i
-0.00063105-0.0026868i,-0.0024483-0.0024087i,-0.0033556-0.0011809i,-0.0020207+0.00018524i,-7.3354e-05+0.0012962i,0.0014484+0.0012823i,0.0014404+4.987e-05i,0.0012857-0.00040497i,0.0002828-0.00090752i,-0.001053-0.0011599i,-0.0010929-0.00056681i,-0.00057226-0.00045373i,-0.00036156-0.00071764i,-0.00039339-0.00097429i,-0.00020368-0.00037974i,0.00010717-0.00019974i,0.00062952-0.00051741i,0.00076191-0.00031841i,0.00036089-7.4481e-05i,-0.00073722-0.00045678i,-0.00081046-0.00092757i,-0.00034991-0.00021776i,-0.00072299+0.00038367i
-0.0016338-0.0011963i,-0.0029749+0.0011333i,-0.0018541+0.00075375i,-0.00076415+0.00081024i,-0.001169+0.0014877i,-0.0013403+0.0014453i,-0.00026696+0.00090033i,-0.0001433+0.00038912i,-0.00090853+0.00060462i,-0.0009172+0.00014664i,-0.00064437-0.00032171i,-0.00013164-0.00067884i,0.00062563-0.00077299i,0.0012416-0.00082378i,0.0011117-0.00027708i,0.00098334+0.00087576i,0.0014157+0.0011806i,0.0012602+0.00029085i,0.00057813-0.00022448i,-0.00025441+7.836e-05i,-0.00049469+0.0005175i,-0.00017344+0.00039628i,2.7082e-05+0.00083585i
-0.0020177-0.0013592i,-0.0021106-0.00030546i,-0.0024311+0.0009692i,-0.0016828+0.0008953i,-0.00040695+0.00077288i,0.00092736+0.0018679i,0.0011252+0.0023477i,0.00047126+0.00053568i,0.00011724-0.00048632i,-0.00088773-0.0004214i,-0.0015262-0.00028857i,-0.00085446-6.461e-05i,-0.00015163-0.00021724i,-0.00057265-0.00092843i,-0.00076231-0.0014694i,-0.00015876-0.00062002i,-4.2808e-05+0.00041794i,-0.00040663+0.00030879i,-0.00016049-7.1986e-05i,-0.00023422-0.00084763i,5.5371e-05-0.00094984i,8.5953e-05+0.00023293i,-0.00049965+0.0010768i
-0.0016522-0.00076377i,-0.0018078-0.00075617i,-0.0018376-0.00099581i,-0.0014124+2.2486e-05i,-0.00080959+0.00072043i,0.00040966+0.00035734i,0.0010205-0.00071696i,0.00039478-0.00098553i,0.00029077-0.00065152i,0.00054092+0.00011436i,0.00015389+0.00064516i,0.00027056+0.00038531i,0.00050964-0.00037911i,0.00056006-0.0013889i,0.0010404-0.00059499i,0.00099555+0.00071698i,0.00057063+0.00092006i,0.0005833+0.0010787i,0.00045143+0.00018722i,0.00019942-0.0005141i,0.00029726-0.0004493i,0.00037608+0.00036905i,-0.00023134+0.00063168i
-0.0017044-0.0011584i,-0.0020533-0.00058803i,-0.0018129+0.0010591i,-0.0015514+0.0020093i,-0.00099085+0.002675i,0.00065238+0.0024497i,0.0015703+0.0015498i,0.0013475+0.0010892i,0.00090021+0.00069571i,0.00064316-0.00020876i,0.00038922-0.0013547i,4.7881e-05-0.0019211i,-0.00026495-0.00098163i,8.609e-05+0.00042523i,6.4785e-05+0.00093478i,-6.8601e-05+0.00037491i,0.00046918-0.00047823i,-1.7197e-05-0.00085319i,-0.00029675-0.00029182i,0.00053255-0.00041882i,0.00045531-0.00032488i,0.00058719+0.00056155i,0.00054807+0.000592i
-0.0035591-0.00057576i,-0.0038623+0.00081246i,-0.0031876+0.0014411i,-0.0013538+0.0010012i,0.00021279+0.0011038i,0.0013717+0.0016292i,0.0017399+0.0014797i,0.00076284+0.0002313i,-0.00016833-0.0007503i,-3.9659e-06-0.00073314i,4.2851e-05-0.00046689i,-0.0003371-0.00053983i,-0.00038653-0.00051842i,-0.00058459-8.8225e-05i,-0.00030639-0.00014803i,0.00048869+1.9118e-06i,0.00044639+0.0001345i,-0.00016236+0.00026039i,-0.00035701+0.00030408i,0.00031887-0.00037385i,0.00072937-0.00077918i,0.00036415-0.00073931i,-0.00033367-0.00021009i
-5.6885e-05+1.3628e-05i,-0.0015715-0.00079545i,-0.0025227-0.00094752i,-0.0018313-0.00015892i,-0.0010642+0.0013861i,-0.00039553+0.0028892i,0.00046746+0.0027434i,-4.5467e-05+0.0013485i,-0.0012931-0.00010712i,-0.0016047-0.00037865i,-0.0015647+0.00013781i,-0.0012662+0.00036207i,0.0001935-0.00035895i,0.0016456-0.00081354i,0.0018906-0.00018558i,0.001123+5.9239e-05i,0.00070462-0.00016895i,0.00034768-0.00047465i,-0.00044451-0.00021293i,-0.00034581+0.00070583i,-0.00018371+0.0008636i,-0.00055142+4.3342e-05i,-2.4018e-05-0.00019065i
-0.00034186-0.001397i,0.00045056-0.0010381i,0.00063858-0.00076345i,-0.00055372-0.00034407i,-0.00021695+0.00023389i,0.0015252+0.00084295i,0.002373+0.00092106i,0.0016043+0.00065444i,0.00062742+0.00086304i,0.00017742+0.00086103i,-0.00036165+0.00018655i,-0.00061286-9.3208e-05i,3.9551e-05+0.00062398i,-1.8275e-05+0.00071181i,-0.00062992+0.00026664i,-2.2292e-05+0.00053877i,0.00080171+0.00065179i,0.00054511+0.00063875i,0.00018399+0.00024655i,-0.00042636-0.00032329i,-0.00063517-0.00012246i,-0.00040337-8.5829e-05i,-0.00086714+0.00022564i
-0.0043151+0.0021844i,-0.0041702+0.0024453i,-0.0027033+0.0026133i,-0.0009788+0.0025703i,-0.00025955+0.0022817i,0.00081889+0.00085275i,0.0018117-0.00046089i,0.0018119-0.00078313i,0.0013173-2.4497e-05i,0.0005014+0.00074325i,7.3256e-07+0.0002088i,-0.00014847-0.00028932i,-0.00017896+0.00032518i,-0.00024475+0.00043508i,-0.00084721+0.00053519i,-0.00080305+0.00057593i,0.00030242+0.00071612i,0.00016872+0.00075822i,2.7145e-05+0.00065188i,0.00017933+0.00041158i,0.00039732+0.000228i,0.00042545+0.00052238i,0.00057366+0.0008063i
-0.0040146-0.0017305i,-0.0049941-0.0016898i,-0.0038668-7.5871e-06i,-0.0012402+0.0025743i,0.00060467+0.004218i,0.0012082+0.0038842i,0.0013093+0.0025246i,0.00016004+0.001281i,-0.00033631+0.0008125i,-0.00034138+0.00048827i,-0.00083126-0.00037672i,-0.00080241-0.00050005i,3.8128e-05+0.00011174i,5.6573e-05+0.00050794i,-0.00010237+0.00036315i,-0.00070126-0.00042606i,-0.0010501-0.0007797i,-0.0008179-0.00058227i,-0.00027495-0.00051865i,-0.00010828-0.00024104i,-0.00035919-0.00042631i,-0.0009654-0.00051738i,-0.0011038+0.00018049i
-0.0056055+0.0025912i,-0.004937+0.0051116i,-0.0030382+0.0057069i,-0.0005077+0.0045091i,0.0010497+0.0022731i,0.0019667+0.0010792i,0.0023908+0.0010658i,0.0012993+0.00014148i,8.3291e-05-0.00016911i,0.00045695+0.0001621i,-0.00031203-0.00018281i,-0.0011835-0.00064997i,-0.00044664-5.6532e-05i,-0.00027958+0.00016233i,-0.00050558-4.8115e-05i,-8.1771e-05-0.00022193i,0.00037645-0.00026679i,0.00043957+0.00028918i,0.00034017-0.00015763i,0.00063101-0.00048643i,0.00020036+0.00030168i,1.6468e-05+0.00016835i,-0.0001402-0.00023921i
0.00096201-0.001616i,0.00017093-0.0021234i,-5.625e-05-0.0022621i,0.00011025-0.00092982i,0.00032287+0.0010243i,0.00033863+0.0022208i,-1.413e-05+0.0018135i,-0.00074343-6.0942e-05i,-0.00055771-0.00068569i,-0.00032997+0.00016198i,-0.0009715-0.00065894i,-0.00085717-0.0015675i,0.00010622-0.00078742i,0.00071054-0.00037891i,0.0008354-0.00051394i,7.1843e-05+0.00041329i,-0.00058908+0.00059814i,-0.00060174+0.00012987i,-0.00023534+0.00023859i,0.00026981+0.00016015i,-0.00037218+0.00037417i,-0.0010023+0.00043239i,-0.00088994-2.3777e-05i
-0.0010589+0.00047006i,-0.0010927+0.0020143i,-5.8936e-05+0.0014809i,-0.00016302+0.00048727i,4.8969e-06+0.00082105i,0.0011527+0.0022472i,0.0012161+0.0022425i,0.0013425+0.00054773i,0.00032091+0.00058315i,-0.00090787+0.0013393i,-0.00027192+0.00050749i,2.7628e-05+0.00027262i,-2.5304e-05+0.00035889i,0.00028309-0.00017903i,0.00027313+0.00021545i,0.00024048+0.00083879i,0.00040832+0.00058996i,0.00040637-5.7157e-06i,0.00072101+2.8264e-05i,0.0005317+0.00064321i,0.00021444+0.00079083i,0.00039665-0.0004349i,9.3077e-06-0.00095611i
-0.0029538-0.0036029i,-0.0041719-0.0034149i,-0.0043619-0.002141i,-0.0024971+0.00026626i,0.00029301+0.001593i,0.0011421+0.0019534i,0.00068719+0.00060842i,-1.7359e-05+5.6839e-06i,4.9874e-05+0.00052953i,0.00090384+3.4628e-05i,0.00063692-0.00034566i,0.00054998-0.00041695i,0.0010696-0.00048016i,0.00018065-0.00038574i,-0.00041138-0.00035323i,9.2723e-05-0.00028273i,-0.0003713+0.00072508i,-0.00082287+0.0017855i,-0.00047392+0.0012476i,0.00027262+0.00052695i,-0.00012301+0.0006979i,-0.00020116+0.00092688i,-3.4102e-05+0.00096988i
-0.003721+0.0018003i,-0.0040606+0.0029484i,-0.0027369+0.0034749i,-0.0022672+0.0025633i,-0.0020764+0.0020462i,-0.00086054+0.002231i,0.00092285+0.0020713i,0.0017754+0.0016783i,0.0016148+0.0009328i,0.0010516-0.00026422i,3.3329e-05-0.0012514i,-0.00043337-0.0010474i,-0.00032524+0.00010563i,-0.00013586+0.00033622i,-0.00020991+0.00040886i,8.1158e-05+0.00060581i,0.00055119+0.00056462i,0.00083746-0.00021273i,0.0010343-0.0012359i,0.00056638-0.0012397i,-3.4241e-05+7.7657e-05i,-0.00051348+0.00046966i,-0.000699+0.00013514i
-0.0029565-0.00028217i,-0.0029189+0.0006292i,-0.0014577+0.0016145i,0.00050492+0.0026769i,0.00167+0.0031845i,0.002645+0.002702i,0.0026771+0.00085894i,0.0013623-0.00090986i,0.00016272-0.0012031i,-0.00018027-0.0014604i,-0.00055466-0.001948i,-0.00064224-0.0021066i,-0.00086555-0.0018143i,-0.0015282-0.0017482i,-0.0007618-0.0011812i,0.00043821-0.00043742i,0.00092061+0.00021864i,0.00060743+0.0011571i,7.8148e-05+0.0012381i,-0.00061673+0.0012274i,-0.0005799+0.00080276i,-0.00018112+0.00069451i,-0.00010442+0.0012287i
-0.00080656+0.005151i,0.0004549+0.0055336i,0.00052256+0.0036812i,-4.9788e-05+0.0014324i,-0.00082198+0.0010072i,4.509e-06+0.0016436i,0.00099037+0.0012986i,0.00024069+0.0009555i,-0.00052892+0.00050033i,-0.00066211-0.00022238i,-0.0003291-0.00069814i,-3.5512e-05-0.0011485i,0.00016779-0.00023483i,0.00060703+0.0010763i,0.00053526+0.00054042i,-4.1648e-05-2.9243e-05i,-0.00012958+4.2949e-05i,0.00020455-0.00032082i,0.00058735-0.00077017i,0.0006712-0.00012946i,0.00066819+0.00017704i,4.5272e-05+0.00019294i,-0.00042115+0.00074564i
-0.00329-0.00045039i,-0.0023842-0.0015597i,-0.0011258-0.0002993i,0.00065269+0.0012732i,0.0029073+0.0016358i,0.0039097+0.0011258i,0.0025295+0.00093599i,0.00037898+0.0012882i,-0.00052655+0.0018807i,-4.1611e-06+0.001853i,0.00032192+0.00074728i,4.951e-05-0.00014141i,-0.0004689+0.00039836i,-0.00094069+0.0012298i,-0.0013955+0.0013529i,-0.001012+0.00091441i,-0.00012608+0.00057143i,0.00020972+0.00068011i,0.0001808+0.0011954i,9.385e-05+0.0007333i,0.00040826-0.00021768i,0.00080893-0.00040859i,-5.4386e-05-0.00027797i
-0.0014025+0.0037483i,-0.001367+0.0034293i,-0.0009777+0.0030118i,-0.00020982+0.001754i,0.00093223+0.00090187i,0.00040897+0.0012289i,0.00028705+0.0010692i,0.00013278+0.00071451i,-0.00030161+0.00083811i,0.00043115+0.00042201i,0.001184-0.0011534i,0.0010802-0.0014391i,0.0005324-0.00052323i,0.00047959-3.343e-05i,-0.00015428+0.0006337i,-0.00035494+0.00056755i,-0.00012208+0.00061723i,-0.00052764+0.0010035i,-0.00031097+0.00079837i,-0.00022355+0.00023867i,-0.0003376+0.00030303i,-0.0004523+0.0011939i,-0.00014935+0.0014352i
-0.00032512-0.0024336i,-0.0014065-0.0013094i,-0.0020753-0.0012909i,-0.0017276-0.00031877i,-0.0010504+0.0020833i,0.00026055+0.0039457i,0.0014587+0.0027347i,0.0015078-0.00052788i,0.00043107-0.0018627i,-0.00070865-0.00098404i,-0.0014556-0.00061796i,-0.0011141-0.00077306i,0.00013817+0.00020948i,0.00072413+0.00078807i,0.00086606+0.00064345i,0.00066314+0.00073608i,0.00083759+0.00015827i,0.00167-0.00079582i,0.0015937-0.00035198i,0.00088407+0.00053734i,0.00034137+0.00092194i,0.00098548+0.00082324i,0.00082988+8.4098e-06i
0.00024543+0.0010821i,0.00023892+0.0012233i,0.00081053-0.00026865i,0.0010311-0.00099171i,0.0010381+0.00042721i,0.0010858+0.0021391i,0.0014287+0.0015154i,0.0013556+6.8998e-05i,0.00034953-0.00046043i,-0.0011569-0.00098167i,-0.002009-0.0012483i,-0.0021409-0.00026989i,-0.0011663-0.00017039i,0.00036882-0.00040729i,0.00057535+0.00071906i,-0.00014898+0.0017433i,-0.0002153+0.001976i,0.00051986+0.0015916i,0.00067771+0.00024709i,-4.2639e-05-7.8968e-05i,-0.00018205+0.00059953i,7.0185e-06+0.00096005i,0.00075676+0.0011026i
-9.7437e-06-0.0011277i,-0.00040933-0.0011385i,-0.00042948-0.0014475i,-0.00027593-0.00039543i,-0.00048769+0.00012945i,-7.7726e-05-0.0002478i,0.00047695-0.00011105i,0.00060863-0.00036444i,0.00026497-0.00083616i,0.00012274-0.00060047i,-0.00063263-5.2502e-05i,-0.0012602+0.00029253i,-0.00043702+0.00012426i,0.00063949+0.00050474i,0.00092853+0.00073584i,0.00036772-0.0002098i,0.00040786-0.00027836i,0.00080739-0.00066627i,0.00088349-0.00093093i,0.00057296-0.00049412i,-0.00075744-0.0003167i,-0.0014687-0.00017946i,-0.00022208-0.00015081i
-0.0026701+0.0031848i,-0.0030724+0.0040825i,-0.0023363+0.0032334i,-0.00061529+0.0012809i,0.0015852+0.00099848i,0.0025258+0.001442i,0.0016268+0.0010232i,0.00047404+0.00031462i,-0.0006352+8.1151e-05i,-0.00092742-0.00064187i,-0.00062347-0.0013468i,-0.00075608-0.0012652i,-0.0014929-0.00053099i,-0.0014216-9.9659e-05i,-0.00063915+0.00061982i,0.00020888+0.0015206i,0.00064972+0.0015098i,0.0005344+0.0010626i,0.0005768+0.00073279i,0.00092742+0.00062697i,0.00074714-0.00024049i,0.00056185-0.00083882i,-4.592e-06-4.0645e-07i
-0.0026505-0.0018057i,-0.0022909-0.0011716i,-0.0017001+0.000309i,-0.00054699+0.0011616i,0.00039064+0.00079332i,0.00091287+0.00075839i,0.00078726+0.0011503i,0.00047771+0.00055155i,0.00048775-0.00029169i,8.6417e-05-0.00063775i,-0.0002462-0.0011493i,0.00024096-0.0012235i,0.0011936-0.00052641i,0.0011655-0.00047364i,0.00055497+0.00010281i,-0.00029093+0.00023748i,-0.00091907-0.00017664i,-0.0010322-0.00025815i,-0.00068146-0.00019195i,-0.00067072+0.00046037i,-0.00089385+0.00091221i,-0.00086057+0.00090359i,-0.00070151+0.0006016i
