0.0003227-0.0012841i,0.00053975-0.0010518i,-0.00011063-0.00047495i,-0.0014448+0.00043989i,-0.0027179+0.0010053i,-0.0023904+0.0011776i,-0.00052352+0.0015691i,0.00058588+0.0016822i,0.00070794+0.00048901i,0.00068606-0.00037008i,0.00059236-0.00013889i,0.00054013-0.00051i,0.00053002-0.0012428i,0.00068602-0.0010708i,0.00076077-0.00025402i,0.00059945+0.0001703i,0.00054357+0.00038816i,0.00063575-1.0359e-05i,0.00026074-0.00066581i,-0.00061696+5.5144e-05i,-0.00031764+0.00074505i,0.00069837+0.0006805i,0.0006997+0.00061128i
-0.11783+0.12426i,-0.14161+0.30176i,-0.019497+0.39804i,0.15342+0.27506i,0.19396+0.067103i,0.09961-0.037028i,0.00071727-0.02515i,0.011261+0.0083718i,0.077812-0.014744i,0.072928-0.051786i,0.032219-0.038258i,0.023753-0.017269i,0.020406-0.016312i,0.0095342-0.011896i,0.0007524-0.0025591i,-0.0021347+0.0079917i,0.0047372+0.012731i,0.010979+0.0065682i,0.0085703-0.00013691i,0.00089091-0.0011409i,-0.0085327-0.002381i,-0.020939-0.0049468i,-0.032085-0.0024593i
0.038492-0.15675i,0.069474-0.24001i,0.087637-0.21433i,0.042038-0.14633i,-0.057018-0.1213i,-0.10304-0.07521i,-0.051338-0.034214i,-0.030612-0.063365i,-0.075906-0.076685i,-0.084746-0.034149i,-0.047623-0.0054505i,-0.021878-0.0083057i,-0.018512-0.010593i,-0.015698-0.00066793i,-0.004232+0.011743i,0.0048499+0.012743i,0.0014453+0.0017713i,-0.0094752-0.0086771i,-0.013531-0.011212i,-0.007428-0.009032i,0.0030238-0.0053057i,0.016559-0.0060423i,0.027489-0.014755i
0.016473+0.11417i,0.09394+0.10337i,0.13911-0.044932i,0.078196-0.14043i,-0.00073649-0.041013i,-0.0058769+0.082537i,-0.00039574+0.11298i,-0.0090246+0.10978i,-0.0095963+0.091053i,-0.0025401+0.058199i,0.00075633+0.021384i,-0.012947-0.0016757i,-0.019532+0.0054837i,-0.0041028+0.0093821i,0.0091948-0.0059054i,0.011908-0.020951i,0.0076814-0.021113i,0.00095828-0.0063923i,-0.0020131+0.0066583i,-0.0040647+0.0091835i,-0.0093197+0.0090358i,-0.01788+0.01512i,-0.024051+0.027475i
-0.10103-0.036243i,-0.24901-0.056168i,-0.35032-0.019072i,-0.28458+0.056876i,-0.11699+0.075638i,0.0036154+0.006066i,0.030652-0.063247i,0.025218-0.053735i,0.051118-0.0039662i,0.067662+0.0034988i,0.037249+0.0027273i,0.019892+0.02945i,0.030614+0.03341i,0.025298+0.013959i,0.0062452+0.0023302i,-0.011496+0.0035467i,-0.018436+0.013421i,-0.0098699+0.018871i,0.0013743+0.014193i,0.0079051+0.006776i,0.01058-0.001576i,0.012366-0.011807i,0.010471-0.022665i
0.098837+0.06036i,0.16209+0.12682i,0.14187+0.18094i,0.095431+0.1406i,0.09609+0.010788i,0.08422-0.073063i,0.058032-0.061283i,0.050152-0.056716i,0.019176-0.087825i,-0.024339-0.080886i,-0.027088-0.048211i,-0.0075545-0.038484i,-0.0030697-0.040056i,-0.0098358-0.030976i,-0.013641-0.014563i,-0.0061636-0.0028906i,0.0092663-0.0047756i,0.019097-0.013909i,0.016055-0.016652i,0.0064727-0.010103i,0.00010028+0.00017807i,0.00011959+0.012191i,0.008938+0.022681i
0.0041013-0.048181i,0.027279-0.031106i,0.10733+0.0057485i,0.11666+0.025606i,-0.026826+0.05367i,-0.16485+0.093009i,-0.1861+0.099945i,-0.15464+0.083902i,-0.11779+0.073663i,-0.075147+0.068534i,-0.027151+0.056044i,0.0010183+0.024107i,-0.006633+0.00017581i,-0.01481+0.0031696i,-0.0052094+0.011621i,0.004498+0.011301i,0.0011651+0.0041726i,-0.011133-0.0033786i,-0.017317-0.0069856i,-0.012848-0.0088461i,-0.0060712-0.012429i,-0.0049175-0.019727i,-0.013717-0.026843i
0.014816-0.041236i,0.062092-0.13921i,0.083187-0.21697i,0.079551-0.19036i,0.11871-0.11674i,0.16345-0.073992i,0.14959-0.050688i,0.11591-0.011811i,0.096336+0.02744i,0.077904+0.029642i,0.036092+0.0030576i,-0.013819+0.0017446i,-0.024862+0.027687i,-0.004016+0.03383i,0.0099968+0.013554i,0.0062607-0.0091634i,-0.0046284-0.017176i,-0.010583-0.0085802i,-0.0086173+0.0039429i,-0.0048123+0.010294i,-0.0027686+0.011366i,-0.00019623+0.013864i,0.0076496+0.01647i
-0.15026+0.035618i,-0.27865+0.10297i,-0.32195+0.11469i,-0.23575+0.061482i,-0.11647+0.031488i,-0.023354+0.038053i,0.037108+0.028662i,0.055789-0.011617i,0.055126-0.043891i,0.054655-0.049106i,0.050306-0.033841i,0.047371-0.016127i,0.043164-0.014491i,0.026237-0.017331i,0.0073301-0.0076826i,0.0024389+0.0094519i,0.0061727+0.024625i,0.011625+0.03142i,0.013987+0.024993i,0.0083669+0.01361i,0.0002527+0.0050744i,-0.007431+0.00039338i,-0.015744+0.0024847i
0.096519+0.011438i,0.15386-0.01522i,0.14568-0.020219i,0.060703-0.031847i,-0.056607-0.09933i,-0.15526-0.15003i,-0.18044-0.12399i,-0.14822-0.085091i,-0.12222-0.073252i,-0.11179-0.056609i,-0.089294-0.027438i,-0.053511-0.008037i,-0.022784-0.0071468i,-0.0053723-0.014829i,-0.0024271-0.020972i,-0.0071378-0.024083i,-0.0068204-0.027001i,-0.0007548-0.031342i,0.0044204-0.029989i,0.0073354-0.017343i,0.010507-0.0019376i,0.017907+0.0055017i,0.026835+0.00039419i
0.064198+0.072253i,0.12736+0.16342i,0.1394+0.19344i,0.085854+0.19073i,0.065001+0.2416i,0.10253+0.2576i,0.095925+0.17971i,0.036487+0.13077i,0.01434+0.12605i,0.023231+0.090257i,0.018772+0.036645i,0.0065785+0.0020767i,-0.010527-0.0079414i,-0.020405+0.0024444i,-0.0076675+0.012051i,0.010949+0.0091752i,0.016534+0.0029986i,0.0087703-0.0021578i,-0.0022294-0.0054751i,-0.0045033-0.0076713i,-0.0025138-0.010511i,-0.0068102-0.010703i,-0.013732-0.0035661i
-0.09056-0.13319i,-0.19704-0.26219i,-0.22491-0.2968i,-0.13397-0.22822i,-0.038494-0.17961i,-0.0070553-0.13768i,0.019387-0.05895i,0.065552-0.022123i,0.073704-0.026601i,0.041199-0.0093661i,0.013221+0.020384i,0.0043707+0.034643i,0.011765+0.031321i,0.014517+0.014209i,-0.0037876+0.0013862i,-0.025088+0.0042926i,-0.034379+0.010826i,-0.035111+0.016634i,-0.028236+0.019345i,-0.017926+0.014505i,-0.0083783+0.0074362i,0.00049925+0.0019173i,0.0046771-0.0047921i
0.062462-0.020432i,0.14667+0.047703i,0.18248+0.12846i,0.15167+0.13465i,0.11612+0.052851i,0.072763-0.051788i,0.021763-0.10304i,-0.0074862-0.098213i,-0.014205-0.086617i,-0.012061-0.068337i,0.0033671-0.044062i,0.013643-0.034011i,0.0040379-0.023698i,0.00045446-0.0021067i,0.013172+0.0082951i,0.02585+0.0032592i,0.031339-0.0014316i,0.031411-0.0010651i,0.026144+0.0015063i,0.013117+0.0025065i,-0.0026989+0.001939i,-0.011037+0.006656i,-0.0081134+0.014692i
-0.054803+0.16489i,-0.10333+0.20635i,-0.087668+0.14199i,-0.064002+0.031044i,-0.12524+0.010159i,-0.17572+0.07665i,-0.14857+0.09974i,-0.11887+0.075492i,-0.099398+0.073287i,-0.054919+0.068931i,-0.01942+0.039964i,-0.0090944+0.018052i,-0.004619+0.0046395i,-0.0048184-0.0083183i,-0.0074683-0.0092002i,-0.007449-0.005236i,-0.0067104-0.005152i,-0.0019992-0.0045879i,0.005924-0.0051619i,0.011147-0.0034521i,0.012985+0.00094051i,0.012749-0.0011929i,0.0081305-0.0087623i
-0.029776-0.13509i,0.023856-0.23215i,0.072018-0.28407i,0.088012-0.22674i,0.13697-0.12282i,0.17883-0.065322i,0.14469-0.025171i,0.10988+0.022125i,0.10966+0.032185i,0.088832+0.0025143i,0.044964-0.021072i,0.0077805-0.018195i,-0.0047214+0.0048907i,0.0056086+0.017922i,0.013736+0.0038683i,0.007029-0.012515i,-0.0022476-0.016595i,-0.0093203-0.018601i,-0.016377-0.020497i,-0.018598-0.017406i,-0.01429-0.0098109i,-0.0069161-0.0012136i,0.00055257+0.005236i
0.1284+0.05522i,0.042894+0.11154i,-0.13393+0.16192i,-0.22645+0.15021i,-0.20544+0.076628i,-0.14095+0.013624i,-0.051732-0.012575i,0.0082987-0.044136i,0.0033666-0.068837i,-0.018718-0.049111i,-0.018035-0.0098398i,0.0022574+0.010991i,0.01786+0.0018864i,0.0080433-0.011378i,-0.011837-0.0018554i,-0.018859+0.017268i,-0.013944+0.025034i,-0.009741+0.023164i,-0.0096108+0.020768i,-0.0058124+0.015021i,-0.00086436+0.0047713i,-0.0019395-0.0020248i,-0.0048903-0.0018376i
-0.12957+0.004319i,-0.10061+0.033919i,0.00086408+0.066188i,0.064801+0.066958i,0.042385+0.03166i,-0.029683-0.0098091i,-0.08465-0.02982i,-0.094479-0.029478i,-0.076529-0.024379i,-0.052346-0.024283i,-0.033578-0.027123i,-0.0208-0.024757i,-0.0086983-0.018766i,0.0056772-0.014205i,0.017185-0.012027i,0.021367-0.013976i,0.017538-0.015143i,0.010423-0.0070723i,0.0075291+0.0059075i,0.0043124+0.013364i,-0.00043316+0.013244i,9.3969e-05+0.008523i,0.0048995+0.0007283i
0.12852-0.05696i,0.22001-0.040644i,0.28948-0.013346i,0.2569+0.0029126i,0.15976+0.059196i,0.12389+0.13652i,0.11701+0.12865i,0.064741+0.094888i,0.029908+0.1001i,0.032112+0.088676i,0.025275+0.055857i,0.0097346+0.023334i,-0.012202+0.00036204i,-0.026018+0.00075962i,-0.015253+0.0088579i,-0.0021692+0.0065522i,0.0020327+0.001763i,0.0069955-0.0030656i,0.012486-0.012215i,0.014318-0.019328i,0.011347-0.018905i,0.0055994-0.012812i,0.00025945-0.006651i
-0.15852+0.040928i,-0.24847-0.062179i,-0.29709-0.19117i,-0.24255-0.21565i,-0.11595-0.20025i,-0.039676-0.21103i,-0.02321-0.15424i,0.016995-0.083201i,0.037858-0.086612i,0.0062943-0.084173i,-0.015173-0.044791i,-0.01778-0.0079807i,-0.010188+0.02i,0.0042046+0.022734i,0.0032613+0.0021371i,-0.0093723-0.0095755i,-0.013712-0.0084203i,-0.010302-0.006208i,-0.0091428-0.006411i,-0.01159-0.0035281i,-0.010341+0.0029095i,-0.0081576+0.0068591i,-0.0089874+0.010528i
0.13175-0.078188i,0.12518-0.063138i,0.031823+0.0025717i,-0.051046+0.071301i,-0.059719+0.10043i,-0.041488+0.06259i,-0.042726-0.0057366i,-0.056683-0.02315i,-0.047784+0.012048i,-0.01313+0.033269i,0.012559+0.024721i,0.020577+0.014693i,0.020843+0.010882i,0.015578+0.010206i,0.0065523+0.013868i,0.0023551+0.017256i,0.0021573+0.01293i,-0.0044819+0.0039724i,-0.014813+0.0017456i,-0.017258+0.0044597i,-0.013091+0.003681i,-0.0079583+0.0028246i,-0.00023723+0.0027814i
-0.085754+0.26369i,-0.068644+0.42986i,0.038469+0.4705i,0.1341+0.31358i,0.085163+0.11854i,-0.034543+0.083724i,-0.0649+0.12746i,-0.034157+0.10757i,-0.023249+0.060287i,-0.02283+0.03133i,-0.015118+0.010048i,0.00047594-0.0064394i,0.015421-0.024855i,0.015545-0.034466i,0.010472-0.025484i,0.0097528-0.018737i,0.0061406-0.016914i,0.0030625-0.0075273i,0.0071998+0.0035215i,0.013999+0.0077378i,0.017231+0.0072524i,0.017179+0.0067461i,0.018619+0.0055564i
0.046859-0.38513i,0.049538-0.52711i,0.037457-0.49106i,0.025503-0.32941i,0.053028-0.18343i,0.11075-0.12173i,0.12186-0.095407i,0.10762-0.056996i,0.11242-0.03658i,0.097343-0.037541i,0.054371-0.02935i,0.012304-0.019929i,-0.02014-0.0095458i,-0.027289+0.0060531i,-0.012493+0.011061i,-0.0027679+0.0084852i,-0.0027037+0.0084571i,-0.0014395+0.010414i,0.0032791+0.0065511i,0.0017241-0.003537i,-0.0054055-0.0063019i,-0.0078992-0.0045246i,-0.0099331-0.0082543i
0.11652+0.30818i,0.21726+0.31303i,0.19957+0.1288i,0.033356-0.021749i,-0.11095-0.0058684i,-0.11904+0.041279i,-0.057964+0.016909i,-0.047176-0.036145i,-0.088505-0.046612i,-0.092653-0.019553i,-0.0545-0.005897i,-0.028367-0.00017324i,-0.014764+0.013874i,-0.0017522+0.015593i,0.0017045+0.0029236i,-0.0055899-0.0056471i,-0.0085372-0.0058541i,-0.0029063-0.0087847i,-0.0031019-0.012823i,-0.0067822-0.0074011i,-0.0055722-0.0027376i,-0.0031646-0.0046779i,-0.0011697-0.0050367i
-0.35235-0.23185i,-0.53165-0.15788i,-0.485+0.055985i,-0.22751+0.18354i,-0.0099652+0.13199i,0.02293+0.038847i,-0.03996+0.0067103i,-0.058687+0.032764i,-0.011466+0.047706i,0.018599+0.020568i,0.0080024+0.0051798i,0.006878+0.013898i,0.024431+0.012074i,0.029588-0.0020358i,0.018006-0.0087049i,0.011105-0.0027895i,0.011083+0.00069843i,0.0051558+0.00030186i,-0.0019695+0.0024965i,-0.0034108+0.0061009i,-0.0015898+0.010401i,0.00026728+0.01413i,-0.00012497+0.018473i
0.41167+0.15045i,0.5288+0.038089i,0.40339-0.13583i,0.17411-0.18219i,0.06447-0.12427i,0.065369-0.073003i,0.071585-0.024023i,0.069832+0.014562i,0.057517+0.02535i,0.0269+0.024002i,0.0021322+0.015388i,-0.0013947-0.0048402i,-0.0038944-0.029536i,-0.014303-0.032025i,-0.014447-0.015978i,-0.0072761-0.0085047i,-0.005974-0.0091658i,-0.0078069-0.0059885i,-0.0047773-0.0010269i,0.0022915-0.0027144i,0.0052946-0.0069329i,0.0067528-0.0066911i,0.011732-0.006273i
-0.36382+0.0060607i,-0.39928+0.13727i,-0.23983+0.21212i,-0.087368+0.12309i,-0.086268-0.00043703i,-0.12237-0.040131i,-0.083108-0.046264i,-0.029371-0.07358i,-0.018182-0.10017i,-0.015598-0.076566i,0.0060343-0.030097i,0.0077696-0.0085795i,-0.019483+0.010232i,-0.027719+0.032083i,-0.01487+0.035138i,-0.0039775+0.023126i,-0.00099831+0.011662i,0.00086263+0.008922i,0.0049337+0.008947i,0.0040295+0.0064022i,0.0026657+0.0032872i,0.0061792-0.0014024i,0.011335-0.0073997i
0.32812-0.11446i,0.26956-0.18187i,0.061312-0.097517i,-0.033635+0.078772i,0.0075975+0.15882i,0.015968+0.12298i,-0.022327+0.069225i,-0.0576+0.052159i,-0.064147+0.077936i,-0.031706+0.079211i,-0.011878+0.036192i,-0.016368+0.016635i,-0.0038313+0.025502i,0.015753+0.021465i,0.018736+0.0016798i,0.0057135-0.013569i,-0.0068901-0.014447i,-0.0049296-0.010249i,0.0014814-0.011583i,0.0027093-0.012023i,-0.001437-0.0095316i,-0.012146-0.011698i,-0.024197-0.015074i
-0.29714+0.18494i,-0.16619+0.28401i,0.12334+0.20344i,0.23585-0.0050457i,0.15074-0.10744i,0.074708-0.059328i,0.032426+0.014027i,0.023878+0.054169i,0.053686+0.034775i,0.053094-0.015356i,0.025533-0.026555i,0.025428-0.013041i,0.039855-0.01468i,0.039938-0.018992i,0.02793-0.011694i,0.018275-0.0007814i,0.015069+0.0034128i,0.0095511-0.0012662i,0.00066616-0.0061058i,-0.0022552-0.0048577i,0.00218-0.0037431i,0.0027929-0.0036815i,-0.0043448+0.0021961i
0.26385-0.27202i,0.20266-0.39644i,0.025309-0.37768i,-0.091483-0.24504i,-0.10452-0.13394i,-0.059-0.093466i,0.022097-0.086438i,0.060877-0.090572i,0.036021-0.0756i,0.0046975-0.033722i,-0.0079686-0.0019313i,-0.014417-0.002466i,-0.023998-0.017792i,-0.028274-0.023489i,-0.024556-0.018698i,-0.019568-0.011938i,-0.016687-0.0067678i,-0.018739-0.0016172i,-0.02011+0.0057761i,-0.017934+0.0074406i,-0.020552+0.0062013i,-0.02486+0.015024i,-0.01604+0.028656i
-0.25093+0.31811i,-0.24929+0.3394i,-0.20273+0.19682i,-0.17759+0.10614i,-0.1174+0.13814i,-0.046703+0.14055i,-0.045916+0.081268i,-0.060673+0.041066i,-0.05935+0.018649i,-0.042552+0.0059674i,-0.010029-0.0001666i,-0.00014122-0.0039754i,-0.010435+0.0097575i,-0.0094519+0.022917i,0.0017683+0.020163i,0.012961+0.0089184i,0.015591-0.0007574i,0.014995+0.0012283i,0.017709+0.0057872i,0.013371+0.004371i,0.0061524+0.0011097i,0.0049341-0.0025371i,0.0082649-0.0090617i
0.15763-0.34517i,0.05303-0.27765i,-0.032219-0.003167i,0.047404+0.13419i,0.13903+0.01953i,0.10579-0.091183i,0.038929-0.071633i,0.012268-0.012685i,0.034116+0.028578i,0.048012+0.017594i,0.010535-0.0080012i,-0.01579-0.00084222i,-0.0064666+0.0049249i,-0.0013282-0.00202i,-0.006786-0.0085505i,-0.017137-0.010665i,-0.02138-0.0042108i,-0.011327-0.0024249i,-0.00084505-0.0083924i,0.0023332-0.0087654i,0.00041787+0.0021295i,0.0012446+0.018446i,0.0092082+0.019635i
-0.053265+0.39087i,0.075261+0.38076i,0.16276+0.15867i,0.083115-0.025723i,-0.056566-0.056624i,-0.11102-0.0282i,-0.077176-0.0031363i,-0.020709-0.0093998i,-0.008588-0.046767i,-0.028471-0.036873i,-0.01298+0.004673i,0.016547+0.0083283i,0.020382+0.00099104i,0.015934+0.0094181i,0.010824+0.017558i,0.0086249+0.01782i,0.0099949+0.0080359i,0.0037735-0.0026812i,-0.0051221-0.006765i,-0.0076867-0.0054597i,-0.0013101-0.0018025i,0.0072462+0.00055225i,0.0062957+0.007084i
-0.029719-0.49794i,-0.083972-0.53391i,-0.062379-0.37774i,-0.0069705-0.21704i,0.010158-0.10961i,0.024569-0.028243i,0.04105-4.1682e-05i,0.01866+0.0065623i,-0.01337+0.022208i,-0.022347+0.028779i,-0.020501+0.02128i,-0.020893+0.011509i,-0.015794+0.0061788i,-0.00038438-0.00028801i,0.012185-0.0035981i,0.010932+0.00021366i,0.0003881+0.0042446i,-0.010583+0.0090719i,-0.016426+0.016564i,-0.01619+0.023494i,-0.012332+0.025463i,-0.0022525+0.02228i,0.016481+0.011176i
0.13738+0.46155i,0.19063+0.49372i,0.1034+0.33536i,-0.011657+0.18905i,-0.018689+0.094867i,0.0023308-0.0086323i,-0.010079-0.062094i,-0.0052583-0.045607i,0.018298-0.012326i,0.035058-0.012085i,0.025064-0.033432i,0.0089695-0.032141i,0.008477-0.02476i,0.0064898-0.023522i,0.0063425-0.018691i,0.012826-0.018942i,0.012529-0.016846i,0.011555-0.0085135i,0.014268-0.0069815i,0.013646-0.012266i,0.0071803-0.019871i,-0.0055829-0.026406i,-0.018895-0.023679i
-0.27342-0.30289i,-0.33656-0.23472i,-0.19204-0.089067i,-0.030645-0.046704i,-0.027371-0.062155i,-0.082419-0.021053i,-0.08944+0.019598i,-0.064225+0.021271i,-0.013136+0.00047167i,0.012238-0.01717i,0.00021561+0.0020998i,-0.0052959+0.022593i,-0.0087958+0.01934i,-0.011481+0.014237i,-0.0085326+0.0054342i,-0.010425-0.0047062i,-0.0086101-0.0093291i,-0.0015137-0.01405i,0.0032-0.016358i,0.0041206-0.013299i,0.0016625-0.0018732i,0.00042015+0.020184i,-0.0006122+0.036155i
0.31201+0.097799i,0.30403-0.025492i,0.096023-0.11798i,-0.11623-0.043133i,-0.21038+0.092204i,-0.21245+0.14492i,-0.13226+0.10673i,-0.053787+0.024081i,-0.068595-0.01328i,-0.070909+0.0199i,-0.0090313+0.0239i,0.019399-0.0099966i,0.0088005-0.0094812i,0.01131+0.0086146i,0.018609+0.0038234i,0.014126-0.012722i,0.00084965-0.022597i,-0.016134-0.019423i,-0.0278-0.0065129i,-0.027028+0.0037668i,-0.021122+0.0066596i,-0.012454+0.0079776i,0.0020965+0.010239i
-0.2305-0.02751i,-0.24622+0.058768i,-0.12256+0.11678i,0.085139+0.086876i,0.31597+0.01553i,0.41201-0.037483i,0.26905-0.016789i,0.10462+0.073996i,0.095784+0.10216i,0.098115+0.016306i,0.028007-0.046161i,-0.015999-0.021852i,-0.0058427+0.011101i,-0.0044629+0.018939i,-0.025775+0.027212i,-0.036026+0.036244i,-0.025002+0.039077i,-0.0026241+0.035119i,0.014615+0.023172i,0.014902+0.013528i,0.011941+0.014337i,0.015636+0.014296i,0.016352+0.0032691i
0.14819+0.02546i,0.15581+0.054772i,0.16402+0.08395i,0.11933-0.018401i,-0.042877-0.21217i,-0.17669-0.28705i,-0.13702-0.20687i,-0.035599-0.1286i,-0.0085253-0.11411i,-0.045074-0.098355i,-0.063509-0.06077i,-0.034547-0.044118i,-0.0010012-0.047698i,0.025266-0.039062i,0.046404-0.031139i,0.038799-0.036979i,0.017619-0.038872i,0.0061121-0.038101i,-0.0012358-0.040107i,-0.0062636-0.0374i,-0.0032792-0.025973i,0.011694-0.010067i,0.032314-0.0043998i
-0.20225-0.05761i,-0.15995-0.05566i,-0.06731-0.10424i,-0.00072626-0.049959i,0.086046+0.15501i,0.20752+0.28959i,0.24406+0.20503i,0.15924+0.068224i,0.073572+0.027689i,0.052335+0.030338i,0.034668+0.028946i,-0.00020299+0.037239i,-0.018553+0.0427i,-0.027405+0.033015i,-0.035282+0.035176i,-0.023403+0.051282i,-0.0059754+0.04951i,-0.0057918+0.036441i,-0.01028+0.02893i,-0.0095678+0.022457i,-0.0029782+0.015095i,0.0029508+0.0040089i,-0.0080062-0.00054544i
0.21749+0.067154i,0.24035+0.0027631i,0.081094-0.132i,-0.15484-0.26759i,-0.37208-0.42444i,-0.51169-0.49497i,-0.45058-0.35129i,-0.23849-0.1657i,-0.10556-0.07825i,-0.073415-0.0008153i,-0.021492+0.039921i,0.0063317+0.0034969i,-0.016345-0.016292i,-0.0047066-0.0063026i,0.042567-0.025783i,0.050564-0.064612i,0.014129-0.070758i,-0.012368-0.039313i,-0.0092739-0.0067593i,0.0027665+0.0093282i,0.0048344+0.0094961i,0.0032482+0.0078012i,0.011304+0.0068134i
-0.14743-0.13797i,-0.2056+0.12669i,-0.053066+0.3802i,0.095321+0.40587i,0.18956+0.32338i,0.19912+0.18705i,0.048869+0.049355i,-0.06849+0.050019i,0.045596+0.031457i,0.13533-0.13525i,0.04791-0.19506i,0.0014279-0.088137i,0.024802-0.012962i,0.0081088+0.0073442i,-0.02314+0.014165i,-0.028417+0.0022707i,-0.018201-0.019164i,-0.012911-0.038574i,-0.015156-0.049439i,-0.014338-0.050119i,-0.0018558-0.049718i,0.0098526-0.069266i,-0.0064828-0.087442i
-1.0247+6.961i,1.2888+6.9051i,4.0277+5.938i,4.8551+2.7504i,3.8783-0.18426i,1.6578-1.3489i,-0.22904-0.58899i,-0.6362+0.58734i,0.25605+1.077i,1.3169+0.53293i,1.3945-0.31102i,0.60863-0.54372i,-0.49283+0.092681i,-1.4258+1.1582i,-1.7526+1.3655i,-1.5361+0.4899i,-1.1755-0.22007i,-0.76254-0.054168i,-0.16888+0.30587i,0.14263+0.25735i,-0.062154+0.14296i,-0.35538+0.23543i,-0.37023+0.39328i
-0.47087-0.18658i,-0.76596+0.020935i,-0.66486+0.30978i,-0.30919+0.40643i,0.0087832+0.42425i,0.20878+0.38475i,0.24171+0.17752i,0.12611+0.010741i,0.097368+0.01841i,0.1901+0.0012948i,0.18849-0.060591i,0.10392-0.043874i,0.047908+0.00028678i,0.015721+0.02144i,0.016332+0.02991i,0.043393+0.0068544i,0.046696-0.030717i,0.03047-0.031808i,0.03599-0.014051i,0.053495-0.019631i,0.063018-0.035884i,0.070044-0.047567i,0.062392-0.046838i
0.16576+0.29996i,0.21791+0.33904i,0.13443+0.32556i,0.10054+0.30406i,0.15297+0.27756i,0.22171+0.23477i,0.2366+0.11388i,0.14074-0.039027i,0.027133-0.080659i,-0.0034433-0.073016i,-0.040173-0.070429i,-0.087982-0.014069i,-0.078582+0.031512i,-0.064381+0.0062585i,-0.070008-0.015128i,-0.050911+0.0099692i,-0.0095654+0.042128i,0.026804+0.039224i,0.038758+0.0018075i,0.02725-0.026923i,0.014209-0.030249i,0.0075972-0.033846i,-0.0040089-0.050008i
-0.29123+0.23019i,-0.10627+0.31254i,0.15137+0.21203i,0.18921+0.028418i,0.038925-0.033898i,-0.099382-0.0017252i,-0.19123+0.034787i,-0.19345+0.087193i,-0.13032+0.085167i,-0.097739+0.073098i,-0.034876+0.10878i,0.062156+0.085567i,0.084812-0.0021646i,0.044563-0.061514i,0.0036519-0.061708i,-0.0093411-0.018954i,0.0023428+0.013178i,0.0039362+0.013604i,-0.01088+0.012301i,-0.016338+0.020674i,-0.001358+0.03118i,0.022206+0.038664i,0.030357+0.041524i
0.45494-0.22599i,0.34441-0.36464i,0.035857-0.33434i,-0.14144-0.14629i,-0.098023-0.011051i,-0.01754+0.021859i,0.045141+0.057746i,0.095571+0.070266i,0.093775+0.052753i,0.065933+0.028151i,0.037167-0.021214i,-0.0035747-0.049176i,-0.021534-0.017727i,0.00036526+0.029562i,0.028764+0.044754i,0.029186+0.017036i,0.0058658-0.012069i,-0.0078859-0.0097106i,-0.0073053+0.0069671i,-0.0089506+0.014218i,-0.017412+0.0039949i,-0.024892-0.012089i,-0.021124-0.024008i
-0.27711+0.13877i,-0.25119+0.21644i,-0.094095+0.23197i,0.038721+0.1708i,0.10444+0.094358i,0.13207+0.032163i,0.11579-0.039554i,0.059003-0.10064i,0.0064642-0.11829i,-0.020078-0.096659i,-0.033417-0.053951i,-0.027803-0.010315i,-0.0032955+0.0063424i,0.0080723+0.0021791i,0.0012999+0.0017194i,-0.0013889+0.0053467i,0.01114+0.0048956i,0.027062-0.0064795i,0.03051-0.019069i,0.02697-0.019167i,0.02107-0.018401i,-0.00091402-0.022562i,-0.033503-0.010901i
0.28307-0.17038i,0.30532-0.22681i,0.24566-0.15872i,0.17863-0.045256i,0.12292+0.04317i,0.088122+0.097905i,0.046517+0.10349i,-0.0069096+0.097608i,-0.026031+0.10059i,-0.012046+0.079118i,0.0072084+0.052434i,0.021519+0.029464i,0.0076746-0.0019853i,-0.026191-0.026398i,-0.045655-0.032161i,-0.039983-0.019235i,-0.025641-0.0060052i,-0.019324-0.0010843i,-0.015888+0.00047638i,-0.012028-0.0047152i,-0.012049-0.0063604i,-0.014032-0.0025495i,-0.016269-0.0027467i
-0.27463+0.10091i,-0.29981+0.030545i,-0.24485-0.11726i,-0.13491-0.20987i,0.0063395-0.24299i,0.086457-0.25592i,0.080502-0.19006i,0.076718-0.096252i,0.064271-0.062038i,0.028559-0.047547i,0.016027-0.037437i,0.0070276-0.038363i,-0.010181-0.016808i,-0.015078+0.01987i,-0.0067589+0.043602i,0.0031567+0.043807i,0.0035213+0.032771i,0.001259+0.02681i,0.0016783+0.021101i,0.0036156+0.016489i,0.011643+0.010596i,0.021798-0.00044847i,0.024609-0.0098152i
0.16962-0.096828i,0.12104-0.038109i,0.017581+0.11163i,-0.06478+0.1775i,-0.1652+0.11823i,-0.23961+0.054463i,-0.17813+0.0029696i,-0.091079-0.064234i,-0.075956-0.066857i,-0.065531-0.0095891i,-0.047527+0.023365i,-0.035106+0.035395i,-0.0084919+0.04272i,0.020512+0.034323i,0.02869+0.0132i,0.019126-0.0013128i,0.01525-0.0024439i,0.01715-0.0037751i,0.01309-0.0040403i,0.0093717+0.00025766i,0.0054672+0.0062236i,0.00052428+0.015236i,0.0044521+0.01821i
