-0.0049482-0.0015119i,-0.004659-0.00046781i,-0.0041745-0.00018813i,-0.0034023+0.001132i,-0.0023726+0.0017543i,-0.00056226+0.00057325i,-0.00080271+0.00053772i,-0.0014162+0.0017786i,-0.00080567+0.0013591i,-0.00020771+0.00052482i,0.00037938+0.00083101i,0.00073432+0.00082366i,0.0010322+0.00039504i,0.001323-5.5876e-05i,0.00061044-0.00045772i,0.00051099-0.00034189i,0.0013498+3.6103e-05i,0.00099284-0.00026667i,6.6612e-06-0.00030218i,0.00013918+0.00067647i,0.00072787+0.00089683i,0.00012146+0.00022802i,-0.00046439-0.0003836i
-0.001051+0.0003126i,-0.00070772+0.00024049i,-6.3924e-05-2.369e-06i,0.00078761+0.001273i,0.002059+0.0018765i,0.0023174+0.00097937i,0.0017168+0.00012156i,0.0010949-0.0006658i,0.00011113-0.00050698i,-0.00029029+0.00049222i,0.00038296+0.00063977i,0.00089689-0.00058651i,0.00014677-0.00074497i,-0.00018868+0.00062888i,0.00010474+0.00066043i,0.00056661-0.00032942i,0.001096-0.00023485i,0.0011415-0.00030191i,0.00067601-0.00046131i,0.0010744-0.00057286i,0.0014151-0.00027562i,0.00047697+0.00016511i,0.0003387-0.00047341i
-0.00031072+1.4406e-05i,-0.0012314-0.00026773i,-0.00054291-3.8749e-05i,-0.00011769-0.00016775i,-2.7093e-05+0.00089358i,0.0013276+0.0014949i,0.0012393+0.00079392i,0.0011578+0.00030301i,0.001155+0.00063488i,0.00020054+0.000585i,-0.00023154-0.00018109i,-0.00073789-0.00084997i,-0.00074415-0.00040218i,-0.00067274+9.5521e-05i,-0.00057602-0.00037465i,1.5824e-06-0.00049151i,0.000486-0.00019792i,0.00040867-0.00038034i,-0.00076944-0.00043486i,-0.0008917-0.00027116i,-1.9951e-05-0.00033392i,-0.00034161-3.1976e-05i,-0.00058853-9.6089e-05i
-0.0002386+0.0014215i,0.00055582+0.00060525i,0.0012836+0.0017568i,0.0022647+0.0021937i,0.0034623+0.00098766i,0.0030364+0.00097253i,0.0011106+0.00081897i,0.00015552+0.00041448i,2.5682e-05+0.00017935i,0.00067032-6.2913e-05i,0.0018026+0.00048208i,0.00099087+0.00096006i,-0.00039867+0.00068253i,-0.0001633+0.00059273i,0.00057278+0.00023491i,0.0013995-7.8431e-05i,0.0013264-2.496e-05i,0.00067341+0.00010023i,0.00044653+5.887e-05i,-8.7146e-05+0.00031734i,-0.00064064+0.0006513i,-0.00046094+0.00018871i,-0.00074255-0.00028105i
-0.0011724+0.0016084i,-0.0011559+0.0017991i,0.0004291+0.00088195i,0.0021571+0.00037113i,0.002934+0.00013334i,0.0035378+0.00015038i,0.002058-0.00022128i,0.00021724-0.00043902i,0.00029724+0.00027801i,0.0010089+0.00055481i,0.0022454+0.00033855i,0.0016955+0.0007694i,-0.00018854+0.00062721i,-5.0659e-05-0.0004367i,0.00060215-0.00057132i,0.00021905-0.00025412i,-0.0003296-0.00060542i,-0.00025255-0.0017509i,-6.6459e-05-0.0027554i,-0.00016239-0.0017751i,-0.00050625-0.00043537i,-5.0679e-05-0.00028411i,0.00070373-7.6526e-05i
-0.00088269-0.00018753i,-0.00023899-0.0005888i,-0.0001791+0.0003193i,0.0007035+0.0013054i,0.0028684+0.0014028i,0.00329+0.00051554i,0.002258+0.00023093i,0.0012335+0.00034868i,0.00046014-0.00037027i,0.00055786-0.0004935i,0.0011442+6.0484e-05i,9.8976e-05+3.7333e-06i,-0.00093989+0.00065928i,-0.00026088+0.00085962i,0.001035+0.0004208i,0.0011345+0.0002848i,0.0011136-0.00012628i,0.001016-0.00049439i,0.00052873-0.00059549i,0.00034742-0.00047781i,0.00010687-0.00059602i,2.8701e-05-2.1767e-05i,4.8347e-05+0.00030013i
-0.0020928+1.1559e-05i,-0.0032908-0.00039797i,-0.0028827+0.00032875i,-0.00075702+0.0016599i,0.00125+0.0021291i,0.0028886+0.0014652i,0.0025417+0.00051593i,0.0015733+0.0004522i,0.00081817+0.0010112i,0.00045284+0.0012377i,0.00067523+0.0012291i,2.2076e-05+0.00032812i,0.00023346-0.0010183i,0.00072981-0.00042478i,-0.00017831+0.00039686i,-0.00017887+0.00011713i,0.00044266-7.7154e-05i,0.00031877-0.00034499i,-0.00019856-8.8306e-05i,-0.00011988+7.1257e-05i,-0.00013531-0.00047889i,-4.8952e-05-0.00038688i,8.6638e-05-0.00030321i
-0.00087715+0.00048301i,-0.00073329+0.00021202i,-0.0011729-0.00021265i,-0.0013692-0.00032278i,0.00025973-0.00011688i,0.0020943+0.00095343i,0.002361+0.0010497i,0.0011137+0.00025539i,0.00061224-0.00056037i,0.00083086-0.0013242i,0.0007759-0.0015661i,0.00021228-0.00087564i,-0.00059499-0.00014814i,-0.00055347-0.00010287i,-0.00033269-0.00033091i,-0.00041441-0.000284i,-0.00034734-0.00034074i,-0.00041418-0.00060497i,-0.00065664-0.00071038i,-0.00074622-5.7482e-05i,-0.00034706-3.2933e-05i,-0.00027251-0.00041472i,-0.00080454-0.00032066i
0.00027464-0.00013808i,0.00035418+8.4228e-05i,0.0021123-0.001002i,0.0031747-0.0013519i,0.0031327-0.0007748i,0.0022342-0.00011454i,0.0010716+0.0009362i,0.0011096+0.00079528i,0.00069007+0.00019341i,0.00023859-0.00011981i,0.00024496+0.0002911i,-0.0003635+0.00047909i,-0.00045832+8.486e-07i,0.00029775-0.00013246i,0.0002852+0.00077652i,0.00026911+0.00085473i,0.0004944-0.00047103i,0.00032791-0.00087044i,6.0326e-05-0.0009558i,0.00014487-0.00084888i,-0.00029595-1.5633e-05i,-0.00061098-3.1842e-05i,-0.0004147-0.00037853i
0.00052317+0.0010149i,0.00017326+0.00081076i,0.0009403-0.00014052i,0.0022836-0.00023464i,0.0030716+0.00010051i,0.0027755+0.00020988i,0.0023999+0.00033715i,0.0020545+0.00074669i,0.0015808+0.00035891i,0.0011879-0.00053562i,0.00057808-0.00069641i,-0.00019099-0.00091748i,-0.00014729-0.001177i,0.00024266-0.00062647i,3.7599e-05-0.00018712i,0.00010845+0.00018383i,0.00013179-0.0003631i,0.00022736-0.00053768i,-0.00012229+0.00023931i,-0.00022017+4.4687e-05i,0.00026079-0.00027304i,-0.00021265-0.00031936i,-4.5743e-05+2.3287e-05i
-0.0019377+0.00082571i,-0.0016312+0.00052007i,-0.00053095+1.7922e-05i,0.001395+8.8951e-05i,0.0029112+0.0014093i,0.0029878+0.0016539i,0.0014332+0.00032802i,0.00080061-6.3114e-05i,0.00097871+0.00057472i,0.00087941+0.00079709i,0.0011087-7.4441e-05i,0.00089038-5.4956e-05i,0.00037504+0.00071341i,-0.00045071+0.00086791i,-0.00096955+0.00043312i,-0.00055671+0.00014507i,0.00059146+0.00016043i,0.00060096+7.7868e-05i,-7.1216e-05+0.00017287i,-3.4237e-05+0.00051042i,-0.00017678+0.0004424i,-0.00031912-6.6289e-05i,0.00020059-0.00096293i
0.0014247-0.0015999i,-0.0003683-0.0021461i,-0.0018296-0.0016004i,-0.0019057-0.0013128i,-0.00042049-0.00063595i,0.00069742+0.00065701i,0.00089089+0.00094863i,0.00067904+0.00091143i,0.00096931+0.00098102i,0.0013419+0.00021277i,0.0011555-9.5956e-05i,-1.404e-06-0.00017351i,-0.00042217-0.00055809i,-0.00011718+0.00017905i,-4.2863e-06+0.00041575i,0.00098223+4.9312e-05i,0.00095985-0.00023531i,-0.00036025-0.0006406i,-0.00033892-0.0008543i,0.00048428-0.00030629i,0.00070763+0.00012986i,0.0003739-7.2297e-05i,-0.00067427-0.00067201i
-0.0026829-3.0136e-05i,-0.0030531+0.0010324i,-0.0030579+0.0013442i,-0.0015745+0.0021449i,0.00049986+0.0029292i,0.0017588+0.0020706i,0.001364+0.00028965i,0.00058658-0.00074559i,7.7106e-05-0.00079925i,0.00022367-0.00040485i,0.00066169-0.00049577i,0.00071498-0.00071959i,0.00031378-0.00047084i,-0.00038924+0.00052326i,0.00012167+0.00053071i,0.0002473-0.00038826i,0.00029025-0.00071279i,0.0010295-0.00082489i,0.00060533-0.00086792i,0.00046991-0.00012365i,0.00044249+0.00024924i,2.3981e-05-0.00022836i,-0.00043303+0.00014373i
-0.0043742+0.00090177i,-0.0033387+0.0007963i,-0.0024715+0.00064632i,5.2686e-05+0.000573i,0.0021193+0.0016252i,0.0020826+0.0014757i,0.0013533+0.00019377i,0.00056499+4.3509e-05i,0.00083613+0.000203i,0.0012378+1.2933e-05i,0.00077378+0.00012884i,2.8621e-05+0.00028792i,1.8671e-06+0.00085506i,0.00075646+0.00096537i,0.00091487+0.00055309i,0.00046047-5.8309e-05i,0.00021775-2.4997e-05i,0.00052529-0.00018301i,0.00025728-0.00032246i,-0.0002676-0.00055794i,0.00044212-0.00068174i,0.00063688-0.00049516i,-0.00032307-0.00027444i
-0.00054388-0.00019068i,0.00032239-0.00021458i,0.0012338-0.00023375i,0.00069589+5.9395e-07i,0.0016376+0.00022987i,0.002834+2.3408e-05i,0.0024418+0.00027873i,0.0012608+0.00041303i,0.00026007+0.00056228i,0.00039179+0.0011472i,-0.00026927+0.0005082i,-0.00011144+0.00014235i,0.00053159+0.0010989i,0.00020392+0.0010552i,0.00028208+0.00029489i,0.00058742-8.594e-06i,0.00041707-0.00048537i,0.00041304-0.00050375i,0.00042993+8.487e-07i,0.00043933+0.00013414i,0.00052993+1.6312e-05i,0.00050737-0.00020634i,0.0010355-0.00046827i
-0.0019391+0.0015498i,-0.00036077+0.0014422i,0.0012207+0.0015669i,0.002317+0.0019897i,0.003429+0.0021865i,0.0037464+0.0013863i,0.0024326+0.0011306i,0.00088865+0.00056948i,0.00053909+0.00012242i,0.00069037+0.0006208i,0.00048942+0.00047251i,-0.00012079+9.2822e-06i,-0.00034909+0.00016285i,0.00047756+0.00030015i,0.0008227-8.0575e-05i,0.0013874-0.00055523i,0.001739-0.0010174i,0.00025736-0.0016757i,-0.00038357-0.0014786i,1.6484e-06-0.0004793i,0.00032461-0.00056178i,0.00038756-0.0010321i,-4.8945e-05-0.00026412i
-3.8878e-05-0.0022469i,0.00022501-0.0014902i,-5.2924e-05-0.0011641i,0.0010407-0.0013899i,0.0027864-0.00067514i,0.0025912-0.00013623i,0.0011713-0.00038798i,0.00027549-0.00040262i,-0.00047266-0.00013168i,-8.437e-06-0.0004057i,0.0013387-1.0601e-06i,0.0013347+8.2212e-05i,0.00059318-0.00014116i,0.00020749+0.0001778i,0.00065764+0.00034208i,0.0012262+0.00021662i,6.1391e-05-0.00049358i,-0.0012407-0.00098159i,-0.00086759-0.00038428i,0.00049186-0.00018024i,0.0006643-0.00024523i,-0.00050579-0.00018504i,-0.0005513+9.2156e-05i
-0.0010333+0.0031303i,-0.00051418+0.0031067i,6.3218e-05+0.0030925i,0.00069408+0.0026335i,0.0015357+0.0012941i,0.0025447+3.0171e-05i,0.0021773-0.00015792i,0.0010402+0.00071045i,0.00020815+0.0007482i,0.00078931+0.00069742i,0.001495+0.00056471i,0.0010533-0.00035564i,0.0011055-0.00033731i,0.0011465+0.00026722i,0.00073764+0.00041191i,0.0010194+0.00035182i,0.0011938+0.00025093i,0.0010106+0.00081731i,0.00097536+0.00095659i,0.00033778+0.00057281i,-4.3495e-05-9.961e-05i,-0.00038356-0.00066211i,-0.00051575-0.00025429i
-0.0016137-1.5229e-05i,-0.0011665+0.00056893i,-0.0010092+0.0014003i,0.00010636+0.0014787i,0.0021035+0.0015937i,0.0029031+0.00111i,0.0015924+0.00018948i,0.00013407-0.00026404i,-9.5182e-05-0.00050207i,3.565e-05+0.0001817i,-4.4231e-05+0.0003915i,-0.00029955-0.00034128i,-0.00033406-0.00070901i,0.00058798-0.00084911i,0.0012435-0.0011115i,0.0010708-0.00098356i,0.0011524-0.00086255i,0.00059907-0.00097693i,-0.00020606-0.00071811i,-8.661e-05-0.00063084i,3.9519e-05-0.00073149i,-2.0953e-05-0.00099279i,0.00010758-0.0015699i
0.0003593+0.0018973i,-4.7759e-05+0.0013226i,0.00058924+0.0011947i,0.0017528+0.0006427i,0.0021617+0.00078154i,0.0020383+0.0013822i,0.0015489+0.0013304i,0.00061832-3.6607e-05i,0.00028591-0.00067711i,-4.8818e-05-0.00051802i,-0.00024258-0.00084217i,-0.00028923-0.00049885i,-0.00061393+0.00027349i,-0.00035092+0.00071341i,0.00025767+0.00054731i,-0.00017101+8.6799e-05i,-0.00054021-0.0003739i,0.00020021-0.00051976i,0.00055644-0.00062234i,1.2489e-05-0.00021914i,-6.2236e-05+0.00035336i,6.7272e-05+5.6826e-05i,0.00017665-0.00083049i
-0.0017013+0.0012004i,-0.0017286+0.00012822i,-0.00085612-0.00048224i,-0.0001589+9.3463e-05i,0.00088171+0.0006997i,0.0018194+0.0010653i,0.0010762+0.0018092i,0.00013592+0.0016333i,-0.00010829+0.00088159i,0.000645+0.00047265i,8.0259e-05-3.6496e-05i,-0.00082664-0.00016823i,-0.00010957+0.00062593i,0.00070583+0.0016616i,0.00096145+0.0015324i,0.000992+0.001057i,0.00053528+0.0006453i,7.1291e-05-0.00013478i,0.00029241-0.00068796i,0.00042215-0.00084168i,0.000317-0.00047457i,0.0001722+4.337e-05i,0.00011967-0.0002978i
-0.0023859+0.0011889i,-0.0024051+0.0019764i,-0.0027134+0.0024694i,-0.00023513+0.0030311i,0.0027386+0.0032646i,0.0021291+0.001734i,0.0012744+0.00015844i,0.0013747-0.0007983i,0.00044948-0.00021814i,-1.8818e-05+0.00085658i,0.00066648+0.00061751i,0.001481+0.00013676i,0.0010238+7.888e-05i,0.001103+0.00021628i,0.0011971+0.00015494i,0.001082-0.00038743i,0.00052103-0.00081367i,-0.00011335-0.0011667i,-0.00040665-0.00083952i,-6.7925e-05+0.00023073i,0.0007463+0.00055315i,0.0007163-0.00019213i,-6.9919e-05-0.00082324i
-0.00099756+0.0011038i,0.00030522+0.00079363i,0.00076614+0.0013393i,0.0016134+0.00097234i,0.003137+0.0010206i,0.0032647+0.0010834i,0.0017019+0.00030392i,0.00031915-0.00064869i,0.00043674-0.0009102i,0.00085128-0.00042816i,0.0018166-0.00059329i,0.0016389-0.0010199i,0.00049719-0.00090873i,0.00027359-0.00011287i,1.6893e-05+0.00073843i,-0.00025065+0.00065124i,7.4407e-05+0.00015487i,1.7616e-05+0.00039894i,-0.00057092+0.00032424i,-0.00085461-0.00013776i,-0.00043428+0.00051128i,0.00048467+0.00065837i,0.00036163+0.00039195i
-0.0019142+0.00076887i,-0.0027465+0.0011315i,-0.0026509+0.0019123i,-0.00031596+0.0021852i,0.0025251+0.0026284i,0.0032807+0.0018954i,0.0016744+0.00049969i,0.00074977+0.00010234i,-0.00038153+2.2181e-05i,-0.001104-0.00014285i,-0.00040832-0.00029649i,-1.7423e-06-0.00070138i,0.00032879-0.0006822i,0.00036302+1.1254e-05i,0.00034482+0.00047786i,0.00041427+0.00045622i,0.0004172-0.00010878i,-0.00033897-0.00055469i,-0.0010511-0.00057051i,-0.00048981-0.00066011i,-0.00051173-0.00057228i,-0.00018635-0.00045262i,0.000117-0.0007825i
-0.00062036-0.0019589i,-0.0010658-0.0014952i,-0.0008779-0.0011759i,-0.00075797-0.00065477i,-0.00017447+0.00052852i,0.0014823+0.000915i,0.0017755+0.00015419i,0.00064027-8.9858e-05i,-0.00022397-0.00011948i,-0.00072616+0.00012605i,0.00022244+2.1399e-05i,0.00026887+0.00022181i,-0.0010098+0.00068461i,-0.0008665+0.0005987i,0.00018641+0.00056728i,0.00044681-2.3522e-05i,0.00020233-0.00081921i,-9.9762e-06-0.00081019i,7.8327e-05-0.00047213i,0.00070738-4.1545e-05i,0.0010271+0.00033887i,0.00037089+0.0011491i,-0.00034545+0.00064443i
-0.0010165+0.0010937i,-0.0013501+0.0014743i,-0.0018024+0.00084269i,-0.00063093+0.00090191i,0.0022426+0.00082825i,0.0032194+8.5317e-05i,0.0018495-0.00027122i,0.00043589-0.00015302i,-0.00021855+0.00062514i,-4.7834e-05+0.00075036i,-0.00012137+0.00054226i,-7.2157e-06+0.0007042i,0.00062864+0.00056999i,0.00026086+0.0005484i,-6.9264e-05+0.00031268i,-4.1281e-05+0.00021399i,0.00031538+0.00075254i,1.3517e-06+0.0001208i,-0.00044107-0.00079091i,-0.00011871-0.00092202i,0.00054148-0.00011771i,0.00085285+0.00021947i,0.00049165-0.000474i
-0.0017984+0.0003852i,-0.00063812+0.00089026i,-0.00036525-0.00022944i,0.0003185-0.0008064i,0.0024294+0.00091805i,0.0032315+0.0019788i,0.0023449+0.0010545i,0.0014031+0.00018101i,0.00025902+0.00021901i,8.3311e-05+0.0010236i,0.00052051+0.00041488i,1.5732e-05-0.00078568i,-0.00068767-0.00032474i,-0.0005136+0.00021427i,4.6096e-05+0.00020752i,0.00041473+9.0601e-05i,0.00099625+0.00043686i,0.00078827+0.00083848i,-0.00011916+0.00023695i,7.9146e-07-0.00019706i,0.0002197+0.00012277i,-0.00010863-0.00037687i,-0.00060319-0.0012986i
-0.00051351-0.00039376i,-0.00087299-0.0016519i,-0.0003481-0.0018111i,0.00031036-0.00062396i,0.0013782+0.00075693i,0.0019+0.0010161i,0.0016081+0.00022057i,0.001486-0.0001676i,0.0016941+0.00031023i,0.0010344+0.00072566i,0.00099975+0.00062027i,0.0010087-3.3583e-05i,0.00093277-9.2095e-05i,0.00075384-0.00016839i,7.9386e-05-0.00035469i,-0.00017661-0.00053729i,0.00010768-0.00080189i,0.00053805-0.0005412i,0.00029759-0.00068851i,-0.00024816-0.00084895i,0.00032939-0.00032419i,0.00055278+0.00035702i,0.00044714+0.00057668i
-0.0001799+0.0023352i,0.0007082+0.0019746i,0.0022842+0.0018445i,0.0031513+0.001756i,0.0031017+0.00071247i,0.0024688-0.00013544i,0.0017316+0.00031327i,0.0013061+0.00063629i,0.00087812+5.4311e-05i,0.00091227-0.00095023i,0.00086334-0.0015053i,0.00024962-0.00072893i,0.00074572+0.00037463i,0.00064311+0.0004303i,-0.0003073+2.1755e-05i,0.00035095+2.3951e-05i,0.00064734-0.00023575i,-0.00016845-0.00042971i,-0.00085841-0.00087732i,-0.00072158-0.00088938i,0.00048036-0.00034347i,0.00047602-0.00050384i,-0.00010498+9.1119e-05i
0.00032219+0.00055219i,4.694e-05-0.00061976i,0.00063374-0.0010468i,0.0017578+0.00010021i,0.0026558+0.00094212i,0.0029238+0.00017815i,0.0021799-0.00067158i,0.0015005-0.0010013i,0.0010386-0.001119i,0.0010552-0.00095429i,0.00086068+0.00028649i,-0.00022572+0.00045343i,-0.00013911+0.00046412i,-0.0003123+0.0012932i,-0.0012308+0.0009635i,-0.00026676+0.00014879i,0.00081329-0.00027007i,0.00017457-0.00030462i,-0.00072065-0.00048544i,-0.00067358+0.00010412i,-1.3503e-05+0.00098857i,0.00054262+0.0014816i,0.00080571+0.0012593i
-0.0011675-0.00024004i,-0.0014016-0.00060249i,-0.00068178-0.0014174i,0.00088103-0.001041i,0.001598+3.4353e-05i,0.001198+0.00082152i,0.00062309+0.00019213i,0.00065443-0.0004772i,0.00017916-0.00050417i,0.00029714-0.00074588i,0.00045295-0.0010868i,-0.0006427-0.0010709i,-0.0010144-0.00063834i,-0.00033131-0.0002393i,0.00034436+9.7182e-05i,0.00025734+0.00010204i,0.00012241-0.00012908i,2.1302e-05-0.00064974i,-0.00067416-0.00065423i,-0.00093862-0.000245i,-0.0003046-0.00036466i,0.00062112-0.0003024i,0.00026375-0.00032776i
0.00086293-9.6641e-05i,0.00056227+2.4497e-05i,0.00071512-0.0013966i,0.0010371-0.0014192i,0.0014944-0.00065025i,0.0013072+1.9393e-05i,0.00051644+0.00046788i,-0.00031266+0.00063738i,-0.00012124+0.00044427i,0.00029825+0.0003806i,0.00041157+0.00012021i,6.7814e-05+0.00010299i,-9.5905e-05-0.00031827i,7.2845e-05-0.00063974i,7.3746e-05+3.872e-05i,0.00042293+0.00040595i,0.00061058-0.00023489i,0.00067282-0.0008706i,-9.1776e-05-0.0005887i,-0.00070161+0.00020497i,-0.00012753+4.997e-05i,0.0006772-0.00018378i,0.00061978-0.00018812i
-0.0022876-0.00095851i,-0.0025007-0.00079769i,-0.0024688-0.0011789i,-0.0013147+8.7587e-05i,0.00045941+0.0022709i,0.00079938+0.0020617i,0.00085867+0.00069375i,0.00033604-0.00016048i,6.7726e-07-0.00044328i,1.306e-05+0.00024028i,0.00013867+0.0012148i,0.00017936+0.0012929i,-0.00051449+0.00068617i,-0.00041322+0.00015722i,0.00064508+7.5407e-06i,0.0008844+0.00054618i,0.0008252+0.00050481i,0.00042472-0.00039055i,-0.00028923-0.00031301i,-0.00064953+0.00076153i,-0.00043546+0.00032238i,0.00032883-0.00035346i,0.00039017-0.00033553i
-0.0011013+0.00066125i,-0.00089648-0.00040254i,0.00013152+0.00016698i,0.00077592+0.0016112i,0.0017662+0.0026765i,0.002533+0.0025818i,0.0021595+0.0016441i,0.0016269+0.00070816i,0.00066997+0.00017892i,0.00047434-0.00069877i,0.00096294-0.0010504i,0.00068166-0.00091704i,0.00038441-0.00078156i,0.00020088-0.00045383i,0.000311-2.0245e-05i,0.00072853+0.00041837i,0.001219-0.00024944i,0.0014379-0.0010194i,0.00074959-0.0010868i,-0.00030316-0.00060386i,-0.00012834-0.00012685i,0.0007287+1.665e-05i,0.00048292-0.00041336i
-0.0012774+0.00057593i,-0.0023492+0.001035i,-0.0030982+1.1461e-05i,-0.0011801-0.00036819i,0.00061723+0.00022266i,0.0018538+0.00027425i,0.0021652-0.00033569i,0.0012352-0.00098688i,0.00058574-0.00045099i,7.5886e-05-0.00027402i,-1.1169e-05-0.00034216i,0.0002651-0.00024844i,0.00011451-0.00033036i,8.929e-05+0.00017762i,0.00021015+0.0010357i,0.00042663+0.00049489i,0.0003986-0.00071361i,-0.00032103-0.00076777i,-0.00074233-3.305e-05i,-0.00069259-9.8469e-05i,-0.00061563-0.00062459i,-0.00046368-0.00073378i,0.00013133-0.00036637i
-0.0026758-0.00042721i,-0.0023848-0.00080641i,-0.0026039-0.00047865i,-0.00012362+0.00014239i,0.0025789+0.0016506i,0.0028635+0.0023046i,0.0026246+0.0014833i,0.0020146+0.00014019i,0.00077398-9.7262e-05i,0.00049907+0.00018345i,0.00083583-0.00032547i,0.00063632-0.00047909i,8.4189e-05+0.00075452i,0.00036666+0.0011518i,0.00034408+0.00053994i,0.0001837+0.00055567i,0.00046058-6.796e-05i,-0.0002918-0.00093274i,-0.0011268-0.0012409i,-0.00079569-0.00075671i,-0.00040903+0.00032265i,-0.00012593+0.00018433i,0.00019281-0.00034201i
-0.00066435+0.0020858i,-0.0006215+0.0023667i,-0.00044498+0.0021425i,0.0010967+0.0013911i,0.0029978+0.00044717i,0.003806+8.7977e-06i,0.0022087-0.00049614i,0.00056755-0.00034291i,0.00055201+0.00086334i,0.00085566+0.00078037i,0.0010414-0.00019391i,0.0004817-0.00036264i,9.3337e-05+0.00024077i,-0.00056058+0.00088208i,-0.00031597+0.0010045i,0.00079277+0.00058786i,0.00073901-0.00082517i,0.00066791-0.0013867i,0.0005821-0.00012621i,0.0003582+4.2783e-05i,0.00064042-0.00087804i,0.00049783-0.0011291i,0.00017035-0.00067266i
-0.0013191-0.00064289i,-0.0018613-0.00090109i,-0.0019702-0.0011969i,-0.0011968+0.00035374i,0.00062045+0.0021189i,0.0021311+0.0023538i,0.0021353+0.0013452i,0.0012258+0.00088335i,0.00023426+0.0012919i,0.00037644+0.0013379i,6.4989e-05+0.0012638i,-0.00067727+0.0017084i,-0.0007951+0.0012311i,3.9502e-05+0.0011529i,0.0012749+0.00097186i,0.0017365+0.00036646i,0.0012905+9.1985e-05i,0.00026894-0.00011199i,-0.00031964-0.00046346i,-0.00014593+0.00018354i,-0.00023343+0.00093454i,-0.00023681+0.00075525i,0.0007712+0.0001901i
-0.0008996-0.001646i,-0.0010834-0.0010133i,-0.00088179-0.0008296i,-0.0009989-0.0002578i,0.0005725+0.0003182i,0.0031198+0.0010217i,0.0031753+0.0015428i,0.0018468+0.0011394i,0.00091895+0.0011524i,0.00050327+0.0010037i,0.00024574+0.00034528i,-0.00060614+0.00024468i,-0.0010096+0.00063294i,5.1173e-05+0.00052061i,0.0010498-0.00036283i,0.00098074-0.00099882i,0.00079599-0.0010939i,0.0011432-0.00045675i,0.00074312+0.00057212i,-6.9234e-05+0.00036166i,-0.00017202-0.00034193i,0.00015983-0.00048157i,0.00049039-0.00021775i
-0.0012315-0.0036339i,-0.0022149-0.0035518i,-0.003335-0.0031803i,-0.0018655-0.00096318i,0.00071784+0.0018782i,0.0021946+0.0026204i,0.0021367+0.0017564i,0.0013202+0.00028534i,0.00048135-0.00074612i,0.0006826-0.00064413i,0.0010406-0.00024833i,0.00076151-0.00092815i,0.00034534-0.001132i,0.00016349-0.00028498i,-0.00047452+0.00022495i,-0.00040188+0.00015988i,-0.00023893-0.00039443i,-0.00061878-0.00053785i,-0.00073982+1.2197e-05i,-0.00026838+0.00023987i,-0.00016735-6.1585e-05i,-0.00028728-0.00052966i,-0.00012534-0.00066995i
0.00069726-0.0024616i,-5.2119e-06-0.0024578i,-0.0014843-0.0032349i,-0.0013589-0.0022323i,-0.00086365+0.00017761i,0.00019098+0.0014829i,0.0016934+0.00061705i,0.0016899-0.00042608i,0.00054895-0.00037029i,-0.00042002-0.00027183i,-0.0011601-0.00069717i,-0.0015304-0.00039617i,-0.001794+0.0003866i,-0.001684+0.0005175i,-0.00079347+0.00077583i,-0.00026492+0.0010786i,0.00035106+0.0010453i,0.00011448+5.0761e-05i,-0.00059361-0.00077218i,-0.0002738-0.00025133i,0.00053773-0.00013133i,0.00040524-0.0007269i,0.00016492-0.00052929i
-0.0014133-0.0011017i,-0.00049875-0.00018554i,-2.3122e-05-0.00038033i,0.0012812+0.00049992i,0.0013398+0.0019276i,0.00091621+0.0018989i,0.0010407+0.00087646i,0.0010498+0.00040457i,0.00085277-9.8926e-05i,0.00073632-0.00015798i,0.00058057+0.00024971i,0.00017327+0.00036164i,-0.00014186+0.00044611i,-9.3521e-05+8.7558e-05i,9.6511e-05-0.00051469i,0.00032219-1.0703e-05i,0.00083824+0.00038168i,0.0011949+0.00044275i,0.0010328+0.00066135i,0.00052867+0.00035146i,0.00071845-0.00039449i,0.00078641+2.8127e-05i,0.00041685+0.00064015i
-0.0019926+0.00061034i,-0.001777+0.00097553i,-0.00078508+0.0015911i,0.0019981+0.0020315i,0.0037012+0.0023284i,0.0035272+0.0019662i,0.0025776+0.00083126i,0.0012287+0.00058623i,0.00075331+0.0010761i,0.00044819+0.0012813i,-4.5909e-05+0.0013416i,-0.0004504+0.00083093i,-0.00068415+0.00058377i,-0.00052917+0.00020392i,0.00026039-0.00033576i,0.00029201-0.00070326i,0.00040437-0.0011052i,0.00090201-0.00071289i,0.00022111-0.00020082i,0.00047287+6.5579e-05i,0.001188+4.328e-05i,0.00094994+2.0486e-05i,0.00017227+0.00018427i
-0.0024053-0.0039336i,-0.0025442-0.0035147i,-0.0035522-0.0022559i,-0.002682-0.00037789i,-0.0010706+0.0014853i,0.00040591+0.002652i,0.0015191+0.0015372i,0.0019298-0.00024722i,0.0015565-0.00019951i,0.00095434+0.00025021i,0.00056219+3.5602e-05i,-0.00029051+0.00044854i,-0.00070975+0.0012697i,-0.00037325+0.0013501i,-1.8484e-05+0.00069494i,0.00098558+0.00035648i,0.00098403-8.0672e-05i,0.00026084-0.00066975i,5.7121e-05-0.0007055i,6.954e-05+0.0004511i,0.00064012+0.00076293i,0.0011223-0.00020755i,0.001088-0.00064862i
