-0.0049482-0.0015119i,-0.004659-0.00046781i,-0.0041745-0.00018813i,-0.0034023+0.001132i,-0.0023726+0.0017543i,-0.00056226+0.00057325i,-0.00080271+0.00053772i,-0.0014162+0.0017786i,-0.00080567+0.0013591i,-0.00020771+0.00052482i,0.00037938+0.00083101i,0.00073432+0.00082366i,0.0010322+0.00039504i,0.001323-5.5876e-05i,0.00061044-0.00045772i,0.00051099-0.00034189i,0.0013498+3.6103e-05i,0.00099284-0.00026667i,6.6612e-06-0.00030218i,0.00013918+0.00067647i,0.00072787+0.00089683i,0.00012146+0.00022802i,-0.00046439-0.0003836i
-0.015253-0.0069794i,-0.025021-0.036719i,-0.025148-0.10821i,-0.023184-0.16019i,-0.033792-0.10797i,-0.041386-0.0091547i,-0.02986+0.017327i,-0.023276-0.0076856i,-0.02331-0.008937i,-0.012747+0.0027292i,-0.0048549+0.00073421i,-0.00821-0.0054643i,-0.015756-0.0076013i,-0.018475-0.0059927i,-0.012004-0.0025116i,-0.0018114-0.0004531i,0.0044329+3.4277e-05i,0.0045755+0.0019108i,0.0012045+0.0072031i,-0.0032276+0.011497i,-0.0082268+0.010865i,-0.012535+0.0086831i,-0.012835+0.0066796i
0.021238-0.0048416i,0.01584+0.024253i,-0.020363+0.088992i,-0.05056+0.13441i,-0.023346+0.09536i,0.033108+0.023666i,0.050401+0.0028653i,0.035472+0.012193i,0.021872+0.0040283i,0.0083941-0.0085824i,-0.0013658-0.0055859i,0.001088+0.0029977i,0.010274+0.0053606i,0.014851+0.0014901i,0.010402-0.0033291i,0.00096881-0.005494i,-0.0070835-0.0050643i,-0.0082319-0.0044666i,-0.0022309-0.0066128i,0.0050444-0.0087327i,0.0089779-0.0056057i,0.011263-0.00088845i,0.010623+0.00050428i
-0.015524+0.016604i,-0.0050697-0.0029854i,0.0411-0.05368i,0.079527-0.090686i,0.036409-0.078784i,-0.047856-0.049197i,-0.07153-0.030853i,-0.041638-0.01729i,-0.017004-0.0036699i,-0.0036545+0.0051694i,0.0057131+0.0044524i,0.0071509+0.00022138i,0.00095239-0.0016518i,-0.0048777-0.0014531i,-0.0042216+0.00092447i,2.7691e-05+0.003544i,0.0040906+0.0042379i,0.0045471+0.0046952i,-0.00039014+0.0060407i,-0.0065994+0.0050141i,-0.0083618-0.00010843i,-0.0082195-0.0049829i,-0.0079301-0.0054762i
-0.00086111-0.023353i,-0.016619-0.014205i,-0.063811+0.011336i,-0.092554+0.029765i,-0.031002+0.038314i,0.059479+0.045526i,0.072128+0.033301i,0.030862+0.0097977i,0.004145-0.00020447i,-0.0039116-0.0017453i,-0.012033+0.00077851i,-0.015493+0.0054913i,-0.010385+0.0075638i,-0.0039596+0.0063144i,-0.00048409+0.002543i,-0.0020579-0.0015258i,-0.0063058-0.004376i,-0.0056682-0.0047061i,0.0011675-0.002501i,0.0077088+0.00040795i,0.0085838+0.0039814i,0.0055623+0.0082641i,0.002566+0.0095193i
0.013121+0.023138i,0.02462+0.027097i,0.053831+0.027063i,0.068838+0.022866i,0.015304-0.0062386i,-0.049747-0.043552i,-0.046064-0.036445i,-0.0087895-0.0085091i,0.0061915-0.0022979i,0.003979-0.0047127i,0.0079711-0.0055463i,0.014765-0.0073635i,0.014377-0.011093i,0.0083988-0.013317i,0.0022736-0.0093284i,-0.00030406-0.002231i,0.00052684+0.0029462i,0.00026125+0.0041558i,-0.0048998+0.00091728i,-0.01074-0.0039647i,-0.0099155-0.0067554i,-0.004012-0.0087876i,-0.0005909-0.0093461i
-0.015597-0.0086289i,-0.022891-0.022309i,-0.038068-0.042888i,-0.041455-0.057009i,-0.0059962-0.026643i,0.019568+0.023922i,0.0015659+0.026376i,-0.018226+0.0052878i,-0.013792+0.0025135i,-0.003176+0.0038728i,-0.0059715+0.0021818i,-0.013359+0.0051637i,-0.013008+0.011054i,-0.0065346+0.013266i,3.5871e-05+0.0093156i,0.0020154+0.0015638i,-0.00021907-0.0048403i,-0.00097697-0.0051914i,0.0043068+0.00087818i,0.0082388+0.0069206i,0.0059427+0.007529i,0.0011698+0.0068723i,-0.0012961+0.0083879i
0.012468-0.0027669i,0.014761+0.013783i,0.017501+0.045661i,0.0151+0.060838i,0.0077677+0.018759i,0.021386-0.037523i,0.040296-0.038179i,0.034063-0.014832i,0.015343-0.006898i,0.0036734-0.0037939i,0.0040998+0.00093262i,0.0094503+0.0012641i,0.010436-0.0050593i,0.0053132-0.010644i,-0.00082247-0.0093603i,-0.0036476-0.0031138i,-0.0029202+0.0029942i,-0.0023013+0.004793i,-0.0034057+4.3881e-05i,-0.0042975-0.0055268i,-0.0030786-0.0058712i,-0.00031576-0.0048031i,0.00097034-0.0050724i
0.0045491+0.013393i,0.0069927-0.0010886i,0.011335-0.033838i,0.011661-0.048914i,-0.010017-0.0098638i,-0.052419+0.037548i,-0.06295+0.037335i,-0.033938+0.016924i,-0.0094166+0.0054088i,-0.0029631-0.00098272i,-0.0065213-0.005983i,-0.0085856-0.0057877i,-0.0048945-0.00049895i,-0.0004483+0.0031841i,0.0013289+0.0018668i,0.0013683-0.0017849i,0.0011595-0.0052546i,0.00037541-0.0043617i,8.9516e-05+0.0018743i,0.00012006+0.0076378i,-0.00074073+0.0078561i,-0.0021845+0.0045393i,-0.0024129+0.002401i
-0.016758-0.0061184i,-0.024116-0.00050496i,-0.031782+0.017617i,-0.027807+0.018091i,0.012218-0.022639i,0.062719-0.054647i,0.058204-0.042438i,0.020135-0.018145i,0.002969-0.0054281i,0.0046179-0.00082466i,0.0070515+0.0060361i,0.0061808+0.011065i,0.0053428+0.0081275i,0.0048042+0.0025062i,0.0033512-0.00085428i,0.00048136-0.0018755i,-0.0029255-0.00033148i,-0.0028857+0.001116i,0.0011004-0.0022851i,0.0039782-0.0073771i,0.0033014-0.0068709i,0.0021758-0.0032685i,0.0023305-0.00050558i
0.021158+0.00039866i,0.03235+0.0037033i,0.037865+0.0024332i,0.031152+0.0093263i,-0.0086155+0.030622i,-0.047149+0.03447i,-0.032702+0.016391i,-0.0023365+0.0018875i,0.0014669-0.002386i,-0.0055842-0.0012563i,-0.006626-0.0050506i,-0.003783-0.011065i,-0.0027172-0.010373i,-0.0051225-0.0046405i,-0.0070777+0.00031116i,-0.0052025+0.0017627i,-0.00096353+0.00034149i,3.1559e-05-0.001036i,-0.0028536+0.0012197i,-0.0057075+0.0054279i,-0.0051646+0.0061218i,-0.0033299+0.0032394i,-0.0038318+3.4101e-05i
-0.017468+0.0020021i,-0.033781-0.0056833i,-0.045782-0.018916i,-0.04085-0.030909i,-0.0070154-0.034271i,0.020065-0.013775i,0.006487+0.0085188i,-0.01012+0.011766i,-0.0058188+0.0049366i,0.0012009-0.0010367i,0.0016375+0.0021809i,-0.00016994+0.0090115i,0.001995+0.0096571i,0.0066337+0.004469i,0.0075148-0.0011547i,0.0034116-0.003724i,-0.0024799-0.0020966i,-0.0043921+0.00094549i,-0.00020307+0.0010527i,0.004841-0.0016416i,0.004953-0.0033009i,0.0030218-0.0018622i,0.0038924+0.0011151i
0.011735-0.0040482i,0.024772+0.0063111i,0.034871+0.021349i,0.02959+0.024116i,0.0051058+0.00088376i,-0.0072056-0.036475i,0.00493-0.045069i,0.011057-0.027001i,0.0056908-0.0099529i,0.0017629-0.0021633i,0.0014364-0.0041793i,0.00073799-0.0083121i,-0.0019904-0.0063983i,-0.0041691-0.0011749i,-0.0041063+0.0020464i,-0.0028164+0.0023809i,-0.00028752+0.0015351i,0.00073722+0.00011812i,-0.0016578-0.00080339i,-0.0052257-0.0013867i,-0.0057049-0.0016703i,-0.0047044-0.0022472i,-0.0055281-0.0027697i
0.0035328+0.0069728i,-0.0034485-0.0038664i,-0.0092946-0.019658i,-0.00264-0.020292i,0.01025+0.0097271i,0.0078456+0.048043i,-0.0036599+0.049149i,-0.0053269+0.023812i,-0.0017678+0.005891i,-0.0018096+0.00057365i,-0.0041461+0.0015996i,-0.0037715+0.0024309i,-0.00014451+0.00024042i,0.0026474-0.0015394i,0.0012787-0.0017545i,-0.00043269-0.0014524i,-0.0016573-0.0010014i,-0.002198+2.0728e-05i,0.00091339+0.002465i,0.004824+0.0034796i,0.0055528+0.002927i,0.0041512+0.0033908i,0.0037199+0.0037971i
-0.0093825+0.0038209i,-0.010002+0.011903i,-0.012253+0.02205i,-0.018289+0.012818i,-0.021395-0.024799i,-0.012562-0.05533i,-0.0044688-0.044655i,-0.0035349-0.017382i,-0.0013381-0.0048517i,0.00053815-0.0050274i,0.0018082-0.0050064i,0.0024281-0.0015776i,0.0017087+0.00082496i,0.0014867-0.00077864i,0.0015114-0.0037655i,0.0003396-0.0045369i,-0.00025481-0.0024312i,-0.00025961-0.0001525i,-0.0019513-0.0017548i,-0.0045107-0.0041895i,-0.0056676-0.0034548i,-0.0046102-0.0029591i,-0.0022785-0.002921i
0.011358-0.0092214i,0.015537-0.015173i,0.021287-0.019532i,0.027197-0.010863i,0.024252+0.012617i,0.012277+0.025923i,0.005975+0.014232i,0.0043104-0.00025132i,0.00082403-0.00055503i,-0.00072179+0.0045218i,-0.00070835+0.004902i,-0.00052958+0.0013858i,0.00013179-0.00083708i,0.00078676+0.0006939i,0.00053132+0.0038231i,0.00056641+0.0038043i,0.0010726+0.00047798i,-1.9586e-05-0.001887i,0.00033307-0.00014125i,0.0026016+0.0026682i,0.0028078+0.0029666i,3.8424e-06+0.0022374i,-0.0031942+0.0015683i
-0.0062155+0.015624i,-0.016948+0.020464i,-0.026544+0.017392i,-0.026769+0.0065542i,-0.015278-0.0059175i,-0.0013754-0.0056013i,0.0008219+0.0053508i,-0.00074928+0.0083245i,-0.00061204+0.00067348i,-0.0028874-0.005619i,-0.0045393-0.0043309i,-0.0036514+3.5604e-05i,-0.0023933+0.00052464i,-0.00211-0.0024153i,-0.0024001-0.004676i,-0.0025877-0.0046876i,-0.0028843-0.0024108i,-0.0027102+0.00090127i,-0.001718+0.0013745i,-0.00064339-0.0013637i,0.000169-0.0018748i,0.0019953+0.00031224i,0.0042819+0.0013661i
0.0048527-0.011076i,0.013946-0.015437i,0.020166-0.011811i,0.01498-0.0070366i,-0.0016871-0.011432i,-0.014141-0.02192i,-0.012408-0.024948i,-0.0062022-0.016515i,-0.00057165-0.0049724i,0.0049682+0.0012655i,0.0068218+0.00096625i,0.0051207-0.00085145i,0.0041093-0.00050963i,0.0032869+0.00010012i,0.0017896+0.00012629i,0.00011816-0.00016191i,-0.001454-0.0011018i,-0.0022814-0.00065885i,-0.0030242+0.00029901i,-0.0040798+0.00047058i,-0.0047877-0.00054096i,-0.0060796-0.0021341i,-0.0074501-0.0026594i
0.0039854+0.0080722i,-0.0043111+0.0083804i,-0.010182-0.00083072i,-0.0022215-0.0080229i,0.013791-0.0010183i,0.023003+0.011365i,0.019958+0.013693i,0.011025+0.007221i,0.0025272+0.0015702i,-0.0041278-0.00023043i,-0.0072121+0.0014068i,-0.0061779+0.0030348i,-0.0040415+0.0016969i,-0.0020608+5.375e-05i,-0.00036077+0.00010582i,0.00019789-0.00016923i,0.0002704+0.00033098i,0.00074878+0.0015125i,0.0026461+0.001684i,0.0046839+0.00084207i,0.0040442+0.00092002i,0.0035229+0.0032068i,0.0038684+0.0040244i
0.00011619-0.00053344i,0.0034102+0.00046225i,0.0060892+0.005397i,-0.0010012+0.005144i,-0.014404-0.0052853i,-0.023443-0.011934i,-0.022036-0.0072542i,-0.012576-0.0012579i,-0.0031789-0.0011293i,0.0015394-0.0040528i,0.0021532-0.0045478i,0.0019713-0.0015084i,0.0024204+0.00028331i,0.0016473-0.00059773i,-0.00083092-0.0030204i,-0.0040073-0.0033743i,-0.0048064-0.00097406i,-0.0040186+0.0013909i,-0.0042943+0.0019675i,-0.0042835+0.0011932i,-0.0025705-0.00017672i,-0.00075542-0.0028741i,-0.00016487-0.0033978i
0.00049229-0.0043229i,-7.7631e-05-0.0074561i,0.0002085-0.011599i,0.005038-0.010687i,0.010451-0.0067794i,0.013688-0.0079294i,0.013089-0.010314i,0.0070599-0.0081057i,0.0017876-0.0026206i,0.0012057+0.0014332i,0.00069689+0.00032493i,-0.00091131-0.0028543i,-0.00037911-0.0036357i,0.0013541-0.0020586i,0.002871+0.00012452i,0.0038452+0.00067516i,0.0023875-0.0010376i,0.0003996-0.0021914i,0.00058857-0.0014097i,0.00096068-0.00031569i,-0.00079967+0.00041874i,-0.0040458+0.0015632i,-0.0056749+0.0017503i
0.0027708+0.0072648i,0.00093427+0.010747i,-0.0022287+0.011921i,-0.0028702+0.0063862i,0.0011418+0.0016972i,0.0024068+0.0050289i,0.00028127+0.0083028i,0.0014119+0.0055746i,0.0018165+0.00017063i,-0.0019601-0.001358i,-0.003921+0.0030316i,-0.0027635+0.0081385i,-0.0012302+0.0076006i,7.8476e-05+0.0032474i,0.00012219-0.00039559i,-0.00092524-0.0023763i,-0.0017178-0.0015925i,-0.0012544+0.0010335i,0.00060775+0.00073898i,0.0024984-0.0018022i,0.0048744-0.0025145i,0.0068398-0.0017406i,0.0069643-0.00064599i
-0.0049318-0.0035845i,-0.0046659-0.0078205i,-0.00088735-0.0095918i,-0.00081734-0.0070935i,-0.0073846-0.0086249i,-0.010761-0.012531i,-0.0099716-0.00987i,-0.0092923-0.0038427i,-0.004821-0.00047272i,0.00065289-0.0027503i,0.0013906-0.0077197i,-0.00024158-0.0098558i,0.00021932-0.0076793i,0.0010191-0.0039082i,0.00073578-0.00087399i,-0.0003542+0.00098054i,-0.0023928+0.0010881i,-0.0032455+0.0010601i,-0.0039343+0.0025018i,-0.0046636+0.0033255i,-0.0064113+0.0018652i,-0.0097807-0.00053355i,-0.010087-0.0016781i
0.007329+0.0048206i,0.0073144+0.0075675i,0.0042609+0.0064732i,0.006137-0.00036748i,0.013912-0.0035175i,0.015749-0.0044392i,0.013351-0.0081021i,0.0099238-0.0090519i,0.0036761-0.0061926i,-0.001356+0.00018611i,-0.0016473+0.007787i,0.00012184+0.0098016i,0.00045631+0.0064081i,0.00043219+0.0023122i,0.0019005-0.00095048i,0.0033718-0.003742i,0.0032244-0.0041328i,0.0021693-0.0032247i,0.0020824-0.0032762i,0.0032558-0.0038845i,0.0048556-0.0017055i,0.0061957+0.0017586i,0.0055896+0.0024132i
-0.0028743+0.0034356i,-0.0043792+0.001405i,-0.0027855+0.0010263i,-0.0033053+0.00053278i,-0.0056254-0.002858i,-0.0057397+0.0010925i,-0.0068572+0.010987i,-0.004203+0.012571i,0.0013541+0.0056626i,0.0026786-0.0032165i,0.00058941-0.0084858i,-0.00087418-0.007571i,-0.00074668-0.0039589i,-0.0004669-0.0014812i,-0.0019169-0.0012903i,-0.0050113-0.0008513i,-0.0057284+0.0010516i,-0.0040936+0.0032987i,-0.0036712+0.0038198i,-0.0041604+0.0019865i,-0.0034365-0.0010337i,-0.0026208-0.0037524i,-0.001927-0.003483i
0.0025158-0.0029571i,0.0032371-0.0032793i,0.001779-0.0039264i,0.0020892-0.0053249i,0.00025539-0.0069772i,-0.0037881-0.014568i,-0.0030288-0.019541i,-0.0035526-0.013897i,-0.0053989-0.0038243i,-0.003292+0.0034815i,-0.00038837+0.0055509i,-0.00042324+0.0052237i,-0.00050087+0.003207i,0.00079659+0.00079589i,0.0026879-0.00032087i,0.0045514-0.001145i,0.0042361-0.0019156i,0.0015813-0.000886i,0.0015551+0.00041154i,0.0030727+0.0020352i,0.0012816+0.0042558i,-0.0018185+0.0052768i,-0.0044114+0.0044079i
0.0044139+0.0031967i,0.0023183+0.0053434i,0.00042505+0.0040687i,0.00080596-0.0021993i,0.0074993-0.0064241i,0.011771+0.0012028i,0.0088803+0.0077445i,0.0079075+0.0028864i,0.005355-0.0043599i,0.00031462-0.0065566i,-0.00086191-0.0043585i,0.0011913-0.002505i,0.0017813-0.0018482i,0.00043422-0.0011339i,-0.0015914-0.00070628i,-0.0040437-0.0012479i,-0.0041523-0.0013739i,-0.0018583-0.00088792i,-0.0011806-0.0014799i,-0.0020775-0.0038968i,0.0001689-0.0054696i,0.0044468-0.0051687i,0.0056976-0.0046703i
-0.0033722+0.0012105i,-0.002608-0.00070647i,-0.00053738-0.00056101i,-0.0010548+0.0025928i,-0.0067485+0.0025802i,-0.0089767-0.0036997i,-0.0057557-0.0032788i,-0.0045414+0.0042247i,-0.0011387+0.0071089i,0.0026404+0.0029884i,7.7197e-05-0.0022175i,-0.0033361-0.0026233i,-0.0023882-0.00084409i,0.00044265-0.00051742i,0.0013941+0.00017727i,0.0010402+0.0010244i,0.00027468+0.00084777i,-0.00029165+0.0015029i,0.00061154+0.003763i,0.0011246+0.0054388i,-0.0020101+0.005118i,-0.0059867+0.0036221i,-0.0064307+0.0028696i
0.005601-0.00069801i,0.0054822+0.00052723i,0.001726-0.00013863i,0.00072063-0.0071709i,0.0047157-0.010389i,0.0042381-0.00822i,-0.00034083-0.011399i,-0.0032719-0.014358i,-0.0063681-0.0097353i,-0.0058351-0.0014406i,0.00084812+0.0034075i,0.0059852+0.0025309i,0.0048944+0.00060966i,0.0026685-0.00046058i,0.00096134-0.0021075i,-0.0012421-0.0043489i,-0.0021509-0.0052196i,-0.001577-0.0047921i,-0.00061759-0.0050738i,0.00046418-0.005969i,0.0027753-0.0050392i,0.0045439-0.0029818i,0.0035425-0.0018135i
-0.0012577+0.0058262i,-0.0023537+0.0047022i,-1.1009e-05+0.0034567i,0.0011253+0.0026125i,0.00012275-0.0018868i,0.0041865-0.0025568i,0.0082609+0.0053666i,0.010041+0.0084636i,0.010036+0.0011509i,0.0038238-0.0069884i,-0.0045229-0.0079758i,-0.0077147-0.004515i,-0.0057522-0.0012816i,-0.0027279+0.00035324i,-0.0016621+0.001271i,-0.0022985+0.0026026i,-0.0024275+0.0038093i,-0.0022631+0.0044555i,-0.0020818+0.0049841i,-0.0029309+0.0039037i,-0.0035361+0.0012196i,-0.0026099+0.00013034i,-0.001631-0.00075163i
0.0062067-0.0015454i,0.0058903-0.0037596i,0.0057411-0.0061655i,0.0053035-0.0082794i,0.0024581-0.0060808i,-0.0058426-0.0063181i,-0.012174-0.010186i,-0.013363-0.0057834i,-0.0089713+0.0033225i,-0.00059706+0.0060924i,0.0050055+0.0036205i,0.0059894+0.0019443i,0.0055406+0.00026991i,0.0040456-0.0026557i,0.0026834-0.0048676i,0.0012439-0.0059168i,-0.00070558-0.0053606i,-0.00081489-0.0035776i,0.0012525-0.0023618i,0.0029855-0.001261i,0.0020854+0.00091885i,-0.00048852+0.0020709i,-0.0020686+0.0011128i
0.0019192+0.00065824i,0.00105+0.0029343i,-0.0018394+0.0028676i,-0.0051394-0.0016465i,-0.0037776-0.0076293i,0.0032357-0.0047402i,0.0080053+0.00070242i,0.0067003-0.0042087i,0.00036301-0.010478i,-0.0064364-0.0082539i,-0.0080061-0.0029387i,-0.0067568-0.00018275i,-0.0052286+0.001882i,-0.0027397+0.0039723i,-0.00078625+0.0042782i,-0.0012699+0.0041333i,-0.0018641+0.0036442i,-0.0021505+0.0029755i,-0.0027262+0.0024135i,-0.0024883+0.0012155i,-0.0016632-0.001237i,-0.00014307-0.0026679i,0.0015351-0.0013462i
-0.0015204-0.0016792i,-0.00166-0.0035841i,-0.00045761-0.0052515i,0.0015661-0.0047493i,0.00064233-0.001979i,-0.0044644-0.002881i,-0.0045099-0.0020069i,0.00018868+0.0042018i,0.0060843+0.0052285i,0.0078159-6.4244e-05i,0.0045938-0.0024127i,0.0031417-0.00012821i,0.0037976-0.00070973i,0.0027656-0.0031109i,0.0011096-0.0038186i,0.001197-0.0036097i,0.00066313-0.0032555i,0.0003432-0.0017956i,0.0022419-1.0014e-05i,0.0030227+0.00078945i,0.00074682+0.0021414i,-0.0014054+0.0023108i,-0.0017711+0.00099858i
0.0017413+0.0024199i,0.0025374+0.00435i,9.819e-05+0.0064171i,-0.0019405+0.0040999i,0.0015652-0.00088569i,0.0039733-0.0028649i,-0.0017217-0.0048194i,-0.0086971-0.006158i,-0.010797-0.00094942i,-0.0067064+0.005924i,-0.00084883+0.0063415i,0.00090294+0.0024234i,0.0002486+0.00086157i,0.00039906+0.0017072i,8.6031e-05+0.00064536i,-0.0015013-0.00067067i,-0.0022021+2.5297e-05i,-0.0026342+0.0005711i,-0.0036817+6.3767e-05i,-0.0032091-0.00099446i,-0.0015277-0.0012876i,-0.00038265-0.00068868i,-0.00022533-0.00053739i
-0.00022724+0.0029736i,-0.00061102+0.0022973i,-0.00044169+0.00080767i,0.00070611+0.00018611i,0.00010137-0.0014544i,0.0015238-0.0036544i,0.0077215-0.00089932i,0.011876-0.0013282i,0.007906-0.0083548i,-0.00068465-0.011294i,-0.0055696-0.0072115i,-0.0049973-0.0013301i,-0.0024837+0.0022358i,-0.00045289+0.0024431i,0.0011758+0.001439i,0.0019482+0.00045314i,0.0013238-0.0012588i,0.0013691-0.00092598i,0.0020779+0.0016232i,0.0023161+0.0018928i,0.0018492+5.4609e-05i,0.00059911-0.00067161i,0.0004052-0.00086917i
2.1331e-05+0.0011572i,-0.0003344+0.00066294i,-0.0019776-0.0014251i,-0.0010917-0.004528i,0.0017261-0.0061905i,-0.0014851-0.0051718i,-0.0085759-0.0027871i,-0.0086396+0.0038587i,-0.00016145+0.010277i,0.0076166+0.0086251i,0.0084612+0.002212i,0.0064859-0.0022837i,0.0028861-0.0041821i,-0.00095285-0.0041955i,-0.0021821-0.0037026i,-0.0024868-0.0034465i,-0.0033497-0.0027667i,-0.0033102-0.0028703i,-0.0019686-0.0025164i,-0.0011215-0.00132i,-0.00089973-0.00011073i,-0.0017204+0.00080975i,-0.0023202+1.9747e-05i
0.0024092+0.00028491i,0.0030941+0.00068463i,0.00248-0.00026008i,0.0023275-0.00088103i,0.0010276-0.0026151i,0.0042945-0.0045295i,0.0078413-0.0057729i,0.0027148-0.0083454i,-0.0066594-0.0079876i,-0.011444-0.0031534i,-0.0094322+0.0020284i,-0.0058978+0.0061756i,-0.0014152+0.0082637i,0.0033973+0.0062292i,0.0047647+0.0024489i,0.0039418+0.00087935i,0.0031998+0.0013528i,0.001942+0.0024714i,0.00079155+0.0034604i,3.9465e-05+0.0018292i,-0.00060645-0.0009584i,8.0789e-05-0.00088089i,0.00094291+0.00077873i
-0.00013006+0.0021681i,-0.0016513+0.00044786i,-0.002269-0.0015982i,-0.0019308-0.0044566i,-0.0019419-0.0058655i,-0.0051639-0.0030424i,-0.0034471+0.00080512i,0.0038724+0.0025011i,0.0083889-0.0020794i,0.007937-0.0075298i,0.003787-0.0080828i,0.00084397-0.007951i,0.00025508-0.0084126i,-0.0019109-0.0069409i,-0.0034893-0.0050421i,-0.003561-0.0039214i,-0.004136-0.002919i,-0.0033294-0.0027922i,-0.0021224-0.0024836i,-0.0016026-0.0011654i,-0.0012436-0.00020466i,-0.0011456-0.00052109i,-0.0017521-0.0010811i
0.0030383+0.0011551i,0.0048545+0.0022226i,0.0052144+0.0023727i,0.0053485+0.00054877i,0.0069468-0.0046105i,0.0056634-0.0076592i,-0.0013779-0.0051499i,-0.0063043-0.00050878i,-0.0045393+0.0054297i,0.0011572+0.009475i,0.0051164+0.0085363i,0.004652+0.0067181i,0.0032985+0.0057746i,0.0036388+0.0028667i,0.0036929+0.00060531i,0.0025937-3.3352e-06i,0.0024454+0.00080496i,0.0022071+0.0020042i,0.0011355+0.0021035i,0.00059397+0.0015124i,0.00057049+0.00098332i,-0.00028615+0.0013884i,-0.00087707+0.0019793i
-0.0017187+0.0019451i,-0.0038022+0.002053i,-0.0060711+0.0017802i,-0.0053069+0.00069762i,-0.0030916+0.00039082i,0.00050166-0.0005388i,0.0048041-0.0016588i,0.0046203-0.003711i,-0.0021327-0.0077509i,-0.008708-0.0083221i,-0.0099536-0.0046513i,-0.0070433-0.0014888i,-0.0025737-0.00087951i,0.00041517-0.0010872i,0.00090139-0.0010896i,-0.00050926-0.0017541i,-0.0019582-0.0021389i,-0.0014871-0.00083383i,0.00036164+0.00053417i,0.00090956+0.00083659i,0.00048986-0.00022953i,0.00013573-0.0014598i,0.00010777-0.001227i
0.0015851+0.0017348i,0.002908+0.0020666i,0.0013411+0.0031605i,0.0005507+0.00078581i,0.0010356-0.0040781i,-0.00088771-0.0044274i,-0.00316-0.00019406i,-0.00070898+0.002644i,0.0062204+0.0015922i,0.01048-0.0016718i,0.0080527-0.0036729i,0.0036532-0.0033145i,-2.7482e-05-0.0016384i,-0.0023159-0.00029565i,-0.0022584+0.00015881i,-0.001571+0.00015439i,-0.0010413-0.00032111i,-0.0017162-0.00078169i,-0.0022845+5.4463e-05i,-0.0014523+0.0011986i,-0.00084668+0.00083083i,-0.0019683+0.00028387i,-0.0035986-0.00074344i
-0.00060297+0.0040871i,-0.00034657+0.0053767i,0.00051957+0.0040111i,0.0024909+9.1674e-06i,0.0033722-0.003764i,0.0037377-0.0070252i,0.0025944-0.0078419i,-0.001762-0.0046728i,-0.0053229+0.0019111i,-0.0052743+0.0070944i,-0.0012807+0.0070537i,0.0033559+0.0054161i,0.006144+0.0035419i,0.0059412+0.00075201i,0.0042102-0.001502i,0.0027745-0.001875i,0.0015805-0.00068761i,0.00050291+0.0012228i,0.00021187+0.0010228i,0.00084669-0.0011025i,0.0012084-0.0016846i,0.0023414-0.00016759i,0.0035656+0.0012562i
-9.9171e-05-0.00060357i,-0.0015769-0.00093315i,-0.0040462-3.0312e-05i,-0.0035136-0.00026028i,-0.0015006-0.0017925i,-0.0011473-0.00094351i,-0.00012696+0.00018532i,0.0017881-0.00095231i,0.00063748-0.0053627i,-0.0038536-0.0094682i,-0.0085102-0.0085279i,-0.011074-0.0045173i,-0.010201-0.0010609i,-0.0068144+0.0012902i,-0.0045531+0.00254i,-0.004023+0.0020048i,-0.0027891+0.0011232i,-0.0017429+0.0015238i,-0.0015151+0.001774i,-0.0017698+0.0012456i,-0.0020569+0.00016056i,-0.0023487-0.001602i,-0.0029607-0.0022596i
0.0012726+0.0017956i,0.0022252+0.00079062i,0.0020619-0.0011583i,0.001843-0.0036616i,0.00068926-0.0062147i,0.00019782-0.006123i,-0.00071858-0.0029649i,-0.0015777+1.7949e-05i,0.0030041+0.0024571i,0.0099056+0.0032109i,0.01346+0.00099071i,0.013349-0.00069379i,0.010577-0.00083632i,0.0077697-0.0019801i,0.0053003-0.0034918i,0.0025002-0.0044959i,0.00076258-0.0052503i,0.00029752-0.0038554i,0.00066731-0.0019903i,0.0014169-0.00085342i,0.0010572+0.00032614i,-0.00027546+0.0015462i,-0.00098335+0.0015495i
-0.00090867-0.00096691i,-0.0026079-0.00038787i,-0.0051148-0.00020832i,-0.0039972-0.00055187i,-0.00057701-0.00038866i,0.001983-0.00024474i,0.0035257-0.00085676i,0.0021012-0.0019589i,-0.0042425-0.0011969i,-0.010529+0.0014224i,-0.012183+0.0032804i,-0.0097182+0.002967i,-0.0061678+0.0017632i,-0.0039131+0.0006447i,-0.0027505+0.00076541i,-0.0015004+0.0011168i,-0.00079446+0.0015479i,-0.00093998+0.0021468i,-0.0010603+0.0025825i,-0.001319+0.0016328i,-0.0016629-0.00056444i,0.00025436-0.0020404i,0.0016494-0.001662i
-0.0025941+0.0027978i,-0.0022997+0.0028947i,-0.0020394+0.0046181i,-0.0006987+0.0029746i,0.00074997-0.0014715i,-1.5613e-05-0.003378i,-0.0028398-0.0013716i,-0.0027736+0.00025808i,0.00056856-0.0019314i,0.003661-0.005116i,0.0044422-0.0052879i,0.0042489-0.0024984i,0.0048353+0.00015207i,0.004256+0.00069246i,0.0018822+0.00019162i,5.0789e-06-0.00080645i,-0.0016879-0.0020826i,-0.0026492-0.0026662i,-0.0015354-0.0016555i,0.0001752-0.00042032i,0.0005353+0.00043051i,-0.0012548+0.00076674i,-0.0027315+0.00070756i
