-0.002191+0.00035167i,-0.001628+0.0002616i,-0.0023562+0.00051405i,-0.0023469-5.8021e-05i,-0.0019343+0.00055744i,-0.0014017+0.0017102i,-0.0017936+0.0019829i,-0.0013642+0.0022492i,-3.9347e-05+0.0019496i,-8.5892e-06+0.0010101i,1.0106e-06-5.2445e-05i,0.00042409-0.00067345i,-0.00022455-0.0010474i,-0.0013977-0.0011892i,-0.001727-0.0011209i,-0.0012171-0.00070427i,-0.00032052+0.00066216i,0.00040445+0.00092819i,0.00033684+0.00015265i,6.0078e-05+0.00023207i,0.00022046+0.00033474i,5.456e-05-5.3456e-05i,-0.00092585-0.00041827i
-0.00023526-0.001965i,-0.00093168-0.0010706i,-0.0029537+0.00078343i,-0.0044953+0.0019043i,-0.0033549+0.0014155i,-0.0016525-7.778e-05i,-0.0014113-0.0017732i,-0.002126-0.00096021i,-0.0016104+0.0011415i,-0.0015131+0.001162i,-0.0031599-0.001445i,-0.0046556-0.0033267i,-0.0050039-0.0019576i,-0.0024036-1.7067e-05i,-0.00024998-0.00049775i,-0.00062857-0.0015306i,-0.00069242-0.0013568i,9.0899e-05-0.00056226i,0.00030349-0.00027227i,-0.00033853-0.00041088i,-0.00092957-0.00023267i,-0.0019405-5.0878e-05i,-0.0024828-0.00067798i
0.00049155-0.0016009i,0.0014017-0.0013861i,0.0017515-0.0017051i,0.0013978-0.0020231i,0.0010279-0.0022301i,-0.00093131-0.0014752i,-0.0034667-0.00065539i,-0.0027543+5.8084e-05i,-0.0011003+0.0015422i,-0.0022797+0.0019468i,-0.005103+0.0020076i,-0.0063567+0.0030801i,-0.0033424+0.0037463i,-0.00030329+0.0018169i,-0.0012777-0.00051995i,-0.0020459-0.0003314i,-0.0015822+0.00086383i,-0.0020456+0.0018197i,-0.0018832+0.0019089i,-0.00074641+0.00055423i,-0.0003446-0.00015814i,-0.00036776+0.0004592i,0.00048927+0.00022099i
-0.00041396-0.0019471i,-0.00090494-0.0018367i,-0.0033611-0.0010211i,-0.0046128-0.00014092i,-0.0032837+0.0016366i,-0.0026666+0.0021312i,-0.0032641+0.0016595i,-0.002094+0.0021393i,8.2555e-05+0.0020351i,0.0011373+0.0023176i,0.0011843+0.0036929i,0.0019641+0.0044061i,0.0030491+0.0024109i,0.0020409-0.00019931i,-0.00017012-0.00014095i,7.9053e-06+0.0013406i,0.0010382+0.0029002i,0.00083405+0.0035746i,0.0006539+0.00238i,0.00087909+0.00030692i,0.00093513-0.00048174i,0.00082996-0.00021999i,0.0011519-0.00014579i
-0.00061393+0.0016293i,-1.3744e-05+0.00048244i,-0.00053362+0.00067408i,-0.00041204+0.0019111i,0.0011424+0.0019562i,0.002699+0.0018744i,0.0024206+0.0024318i,0.0010537+0.0026467i,0.00044257+0.0013455i,0.0017987-0.00016443i,0.003896-0.00016208i,0.0051714-0.0011044i,0.0043227-0.0025031i,0.0013158-0.0018691i,0.00059868+7.7108e-05i,0.002813+0.00029806i,0.0037565+0.00014453i,0.0036024+6.0319e-05i,0.0028016-0.0006268i,0.0012141-0.0011553i,0.00019988-0.0011534i,-0.0003728-0.0013386i,-0.0011872-0.0016191i
0.0021725-0.0022102i,0.0014738-0.0020676i,0.00085927-0.0019734i,-8.4176e-05-0.0020385i,0.00033663-0.0022488i,0.0025019-0.002131i,0.004162-0.001894i,0.0032177-0.0017562i,0.00077421-0.0016672i,-0.00084326-0.0018803i,-0.00053597-0.0032711i,-0.00075234-0.0050967i,-0.0026232-0.0043832i,-0.0021499-0.0010575i,0.00040046+0.00015015i,0.0019609-0.0011708i,0.0016881-0.0019361i,0.0010624-0.0020744i,0.00043388-0.0019932i,-8.5918e-05-0.0012048i,0.00034132-2.3941e-05i,0.00018537+0.00056674i,-4.6064e-05-0.00066119i
-0.0005378-0.0010152i,-4.3571e-05+6.2911e-05i,-0.00013291+0.00095639i,0.00026592+0.00085278i,0.00054187-0.00075737i,0.00069351-0.0037086i,0.00060542-0.0053726i,7.0707e-05-0.0047273i,-0.0012883-0.002081i,-0.0037829-0.00022431i,-0.0049596-0.0011563i,-0.0060466-0.0024052i,-0.0055371-0.001099i,-0.00281+0.0001177i,-0.0011482-0.001185i,-0.0013445-0.0021593i,-0.0017626-0.0020944i,-0.0018877-0.0016673i,-0.0014151-0.0010361i,-0.00048895-0.00016442i,-0.00036674+0.00080556i,-0.00043417+0.0012425i,-0.00013742+0.00096791i
0.0010087-0.001781i,2.3591e-05-0.0025319i,-0.0020484-0.0028502i,-0.0041122-0.0023047i,-0.0048638-0.0022738i,-0.0048145-0.0020207i,-0.0054296-0.0026447i,-0.0048783-0.0028919i,-0.0031697-0.00051379i,-0.0017421+0.0021098i,-0.0016684+0.0037167i,-0.0013427+0.0047162i,0.00047353+0.0044154i,0.0012303+0.0018058i,0.00026784-0.00087144i,-0.00046756-0.00055122i,-0.00068935+0.00054598i,-0.0012152+0.00064037i,-0.0013217+0.0010688i,-0.00030207+0.00077215i,0.00095773-0.00037254i,0.0016481-0.00072696i,0.00080923+0.00026604i
0.00087438+0.00071263i,0.001045-6.5305e-05i,0.0013286+0.00048802i,4.3059e-05+0.00051419i,-0.0014024-0.00036445i,-0.0022874+0.00076717i,-0.0040482+0.0022871i,-0.0052974+0.0028264i,-0.0034305+0.0025849i,6.8891e-05+0.0025883i,0.0025644+0.0039786i,0.0038199+0.0045498i,0.00393+0.0023671i,0.0022814+0.00038971i,6.3175e-06+0.00086374i,-0.00020473+0.0018054i,0.00044838+0.0022789i,0.00113+0.0031387i,0.002024+0.0033436i,0.0020008+0.0016714i,0.0010527-0.00041814i,0.0011004-0.0015525i,0.0019865-0.0014687i
-0.0025257+0.00092756i,-0.001332+0.00096604i,-7.8936e-05+0.0021945i,0.0016381+0.0034597i,0.0018043+0.0035623i,0.0013941+0.0032321i,0.00032791+0.0044141i,-0.00071359+0.0052952i,-0.0002948+0.0033483i,0.00081152-3.7647e-05i,0.0024094-0.0026495i,0.0030846-0.0040647i,0.0019312-0.0052033i,0.00044882-0.0037656i,-3.2521e-05-0.00086339i,0.00054687-0.00091256i,0.00070403-0.00106i,0.00062993+0.00030103i,0.00082553+0.0003586i,0.00036979-6.3404e-05i,-0.00030352-0.00070072i,-0.00022739-0.00054521i,-6.1378e-05-0.0010721i
0.0011241-0.00040553i,0.00083692-0.00044028i,0.0014022-0.00058924i,0.0024517-0.00031737i,0.0029051-0.00068129i,0.003114-0.00077827i,0.0035863+0.00044224i,0.003614+0.001756i,0.0019924+0.0013941i,-0.00041171-0.00091014i,-0.0018752-0.0033045i,-0.0026815-0.0044039i,-0.0025696-0.0036913i,-0.00080919-0.00093777i,0.00080317-0.00041077i,0.0008477-0.0016294i,0.00031327-0.0015142i,0.00017529-0.0014015i,0.00012851-0.0010624i,-1.2814e-05-8.4075e-05i,-0.00061203+0.0006806i,-0.0011381+0.00061683i,-0.0020767+0.00091401i
0.0018037+0.00044957i,0.0018054-0.0011523i,0.0012922-0.0030044i,0.00093523-0.0042658i,0.0014136-0.004794i,0.0013383-0.0053146i,0.0012537-0.0055601i,0.0016174-0.0043124i,0.00072839-0.0015283i,-0.0012567+0.0005484i,-0.003603+0.0016414i,-0.005085+0.0024201i,-0.0034034+0.0033459i,-0.00035851+0.0023564i,0.0010061+4.3714e-05i,0.00061989-0.00027826i,-0.000229+0.00015066i,-0.0012595+0.00014105i,-0.0016186+0.00059583i,-0.0012885+0.0012313i,-0.00071602+0.0010166i,0.00023496+0.00059747i,0.00084718+0.00049692i
0.0013739-0.00091797i,0.0008685-0.0012488i,-0.00049967-0.0018548i,-0.0015843-0.0015095i,-0.0017361-0.0020921i,-0.0019165-0.0035669i,-0.002111-0.0050157i,-0.0026089-0.0058245i,-0.0022806-0.0034533i,-0.001041+0.0010873i,-0.0003257+0.0045107i,0.00044061+0.0052506i,0.0013591+0.003634i,0.0012338+0.0006373i,-0.00088884-0.00041249i,-0.0012782+0.0008855i,-0.00011699+0.0015821i,0.00016165+0.0024077i,-3.619e-05+0.0029196i,0.0002318+0.0021984i,0.00079577+0.00080192i,0.0014558-0.00029227i,0.002257-0.00072676i
-0.00091447-0.00043572i,-0.00073041+0.00056699i,-0.0015835+0.00332i,-0.0016106+0.0058749i,-0.0017288+0.0042238i,-0.0020698+0.0016296i,-0.0039571+0.00086229i,-0.0056011+6.2012e-05i,-0.0035022+0.0002044i,0.00072527+0.00010795i,0.0047964-0.00057335i,0.0058873-0.0015524i,0.0038266-0.0030703i,0.00061514-0.0032195i,-0.00088062-0.0014629i,-0.00019148-0.0008587i,0.00019945-0.00083291i,0.00050932+0.00022678i,0.0013739+0.00055165i,0.0012479+0.00014355i,0.0010769-0.00069808i,0.00066932-0.0012012i,0.00022006-0.00078142i
-0.0015458-0.0017774i,-0.0013935-0.00065391i,-0.0001614-0.00029527i,0.0013209+0.00058397i,0.00080975+0.0020367i,-0.00073922+0.0023367i,-0.0015443+0.0035356i,-0.0022022+0.0045714i,-0.002407+0.0034901i,-0.0013257+0.00033798i,0.00046662-0.0032595i,0.0012574-0.0043743i,0.0004002-0.002814i,-0.00032064-0.00015504i,0.00013096+0.00064768i,0.00069115-0.00099711i,0.00020545-0.0018219i,0.00036569-0.0013533i,0.001484-0.0015473i,0.00080226-0.001467i,-0.00017039-0.00068638i,-0.00072621-0.00056689i,-0.0017125-0.0015871i
-0.0002416+0.0015312i,0.0011458-0.0010358i,0.0017282-0.0026684i,0.002559-0.0035939i,0.003221-0.0037567i,0.0031668-0.0029965i,0.0030186-0.00091161i,0.0029693+0.0012603i,0.0013486+0.0021662i,-0.0021009+0.00021297i,-0.0045633-0.0026034i,-0.0048003-0.0029334i,-0.0039006-8.7133e-05i,-0.0018692+0.0020336i,-0.0010177+0.0016617i,-0.0016595+0.00073764i,-0.0015445+0.00084968i,-0.00095386+0.00034209i,-0.0012452-0.0010256i,-0.0015941-0.001086i,-0.00039391-0.00049052i,0.0010761+0.0002822i,0.00068336+0.00075935i
-0.00029019-0.0011457i,-0.00079816-0.00018687i,-0.0027907+0.00046069i,-0.0042968+0.00037796i,-0.0025633-0.00094994i,0.00012445-0.0015201i,0.0020427-0.0038679i,0.0028725-0.0049555i,0.00094908-0.0026773i,-0.0011546+0.00044758i,-0.0024073+0.002679i,-0.0017904+0.0028354i,8.9921e-05+0.0017318i,0.00093898-0.00031777i,0.00014146-0.001269i,-0.00013604-6.4176e-06i,0.00061473+0.00092374i,-9.7416e-05+0.0010792i,-0.0009684+0.0015642i,-0.00086781+0.0015127i,-2.8194e-05+0.00052718i,0.0016131+0.00022476i,0.0022178+0.00071343i
7.1849e-05+0.00020811i,0.00026682+0.00065315i,-0.001002+0.00040167i,-0.0033313+0.00077381i,-0.0040758-0.00034303i,-0.0030381-0.0026615i,-0.0036833-0.0045043i,-0.0048747-0.004199i,-0.0035874-0.00083836i,-0.00083629+0.0019971i,0.0016186+0.0032376i,0.0026476+0.0027869i,0.0024543-3.095e-05i,0.0013846-0.0021647i,-3.9414e-05-0.0018244i,7.8895e-05-0.00088496i,0.0010687+0.00010999i,0.0010929+0.00078218i,0.00073258+0.0013809i,0.0004643+0.0014813i,0.00028374-0.00015246i,0.000418-0.0014118i,0.000468-0.0019795i
-0.00020536-0.00098851i,0.00072768-0.00097234i,0.002774+0.00038573i,0.0035503+0.0029922i,0.0016813+0.0030037i,-0.00059609+0.0013706i,-0.0031907+0.00021406i,-0.0051817+0.0010593i,-0.0040929+0.0032253i,-0.00021905+0.0025291i,0.0024837-0.00027128i,0.0017529-0.0023616i,-0.0009104-0.0027297i,-0.0021609-0.0018979i,-0.0016116-0.00059514i,-0.00095217+0.00051805i,-0.00036859+0.00015i,0.00016234-0.0009745i,0.0008813-0.0010505i,0.00062076-0.00034909i,-0.0010008-0.0001013i,-0.0019704-0.00047711i,-0.0020574-0.00087386i
-0.00068076-0.0007342i,-0.00025006-0.0015875i,-0.00014983-0.0021371i,0.0018624-0.0016799i,0.0028516+1.3945e-06i,0.0012693-0.00010023i,-9.7371e-05+0.00088738i,0.00011579+0.0036675i,0.0015039+0.0037309i,0.0012969+0.00076046i,-0.00041866-0.002489i,-0.0021023-0.0032946i,-0.0039298-0.0011252i,-0.0032359+0.0020369i,-0.00036668+0.0021951i,0.00035127+0.0010995i,-0.00055238+0.0010775i,-0.00069197+0.00077481i,-0.0011508-0.00034884i,-0.0015725-0.00068572i,-0.0010558+0.00038825i,-0.00030739+0.0018704i,-6.296e-06+0.0020572i
0.00080324+0.0010488i,0.00041357+0.00074413i,-0.00052684-0.00029746i,-0.00063903-0.0020768i,0.001341-0.0027386i,0.0013155-0.0024714i,0.0016028-0.0013421i,0.0029526+6.261e-05i,0.002667+0.00011516i,0.00069066+2.7469e-07i,-0.0020497+0.0009581i,-0.003009+0.0022113i,-0.0011676+0.0033472i,0.00081857+0.0027689i,0.00092093+0.00066354i,2.7173e-05+0.00051055i,0.00010095+0.0017584i,0.00073047+0.0014662i,0.00075644+0.00041432i,0.00078461+0.00044223i,0.0014934+0.00083359i,0.0025112+0.0010504i,0.003029+0.00098337i
0.001177-0.00048354i,8.6672e-05-0.00039837i,-0.0028699-0.00047857i,-0.0061189-0.0016964i,-0.0058721-0.0047227i,-0.0041395-0.0052276i,-0.0029578-0.0036198i,-0.0019356-0.0031327i,-0.0019427-0.002452i,-0.0025023-0.00027145i,-0.0016334+0.0021136i,0.0010223+0.0030875i,0.0042913+0.0016251i,0.0050929-0.00076541i,0.0026696-0.0019601i,0.0010119-0.0017166i,0.0015305-0.0008943i,0.0020671-0.0009237i,0.0017359-0.00031444i,0.0013155+0.00036519i,0.0013446-0.00071877i,0.0021494-0.002656i,0.0017897-0.0033773i
9.3911e-05+0.0024081i,0.00097316+0.0020149i,0.0013469+0.0037369i,-0.0001768+0.0069888i,-0.0021718+0.0073387i,-0.0014051+0.0037739i,-0.0010254+0.00034963i,-0.0040226-0.0010388i,-0.0049567-0.00052574i,-0.0026108+0.00076825i,0.00072073+0.00063918i,0.0026159-0.0020353i,0.0009151-0.0057641i,-0.0020006-0.0062207i,-0.0030248-0.0035131i,-0.0011799-0.0017908i,-1.3555e-05-0.0010527i,-0.0010145-0.00074487i,-0.0013683-0.00072112i,-0.00082617-0.00097209i,-0.0011299-0.0022785i,-0.0021076-0.0035078i,-0.0029022-0.0033574i
-0.0013291+0.00080026i,0.00050923+0.0015222i,0.0029127+0.0031757i,0.0062742+0.0051976i,0.006913+0.0063461i,0.0045092+0.004147i,0.0010005+0.0021971i,-0.0018927+0.0024754i,-0.002306+0.0039994i,-0.000121+0.0032885i,0.0009831-0.0010558i,-0.0012219-0.0046384i,-0.0039011-0.0041441i,-0.004775-0.0013246i,-0.0031383+0.00064677i,-0.0010453+0.00057239i,-0.0007091+0.00019149i,-0.00066811-4.1632e-05i,-0.00079388-0.00042684i,-0.0019972-0.00065643i,-0.0031255-0.00067011i,-0.0038972+0.00031046i,-0.0034199+0.0017353i
0.00025416+0.0024851i,3.3314e-07+0.00083938i,0.0017248-0.0024331i,0.0058051-0.0052713i,0.01047-0.0045674i,0.0086761-0.003552i,0.0031596-0.0028285i,0.0011943-2.0302e-05i,0.0025947+0.0021084i,0.0021868+0.0010515i,-0.001169-0.00089703i,-0.0036377-0.00055308i,-0.0042013+0.0034121i,-0.0030796+0.006153i,-0.0011748+0.0048352i,-0.00017793+0.0031105i,1.7867e-05+0.0031531i,0.00041058+0.0030204i,-0.00034139+0.0021069i,-0.00072879+0.0021182i,8.175e-05+0.0031217i,0.0013351+0.0041672i,0.0022748+0.0042939i
-0.0025934+0.00098193i,-0.0016829+2.2192e-05i,-0.0033961-0.0014823i,-0.0049743-0.006382i,-0.0022659-0.01067i,0.00072918-0.0097478i,0.00044082-0.0067577i,0.00049689-0.0055677i,0.00088461-0.0043779i,-7.2797e-05-0.0013158i,-0.0011021+0.0015067i,-0.00055122+0.0030894i,0.0020541+0.0035252i,0.0038744+0.0029541i,0.0026107+0.0015188i,0.0014352+0.00098822i,0.0012199+0.00097325i,0.00106+7.7891e-05i,0.00048661+0.00014092i,0.00084679+0.00080916i,0.0029165+0.001376i,0.0042731+0.0014486i,0.0046723+0.00035455i
-0.0010521-0.0021075i,-0.0016213+0.00025731i,-0.0041179+0.0045135i,-0.010177+0.0082212i,-0.015093+0.0054558i,-0.012323+0.00058681i,-0.0081289-0.0016391i,-0.0065316-0.0028695i,-0.0052603-0.0032535i,-0.0031358-0.0013485i,0.00032269+0.0012516i,0.0032474+0.001138i,0.0056135-0.0021689i,0.0063061-0.0045095i,0.0042683-0.0039255i,0.0022927-0.0024596i,0.0020931-0.0020292i,0.0016042-0.0018923i,0.00086242-0.0013543i,0.0012277-0.00087573i,0.0024182-0.0020757i,0.0021252-0.0044116i,0.00019133-0.0055496i
-0.00037875-0.00047794i,0.00055761+0.0002418i,0.002747+0.0037394i,0.0037166+0.011148i,0.00088757+0.015787i,-0.0027941+0.012555i,-0.0047162+0.0081603i,-0.0057574+0.006914i,-0.0054617+0.0057409i,-0.0029593+0.0030542i,-7.6393e-05-2.7753e-05i,0.00073656-0.0031782i,-0.00030454-0.0052176i,-0.0024409-0.0053639i,-0.0034736-0.0038168i,-0.0028626-0.0017325i,-0.0022458-0.00038174i,-0.0020795+0.00088139i,-0.0014228+0.0008619i,-0.00071246-0.00077078i,-0.0019825-0.0021648i,-0.0040724-0.0028275i,-0.0049953-0.00086851i
-0.00059798-0.0022478i,0.00092202-0.0041526i,0.0047188-0.0071181i,0.011436-0.0066959i,0.014451+0.00067601i,0.011453+0.0063521i,0.0077994+0.0063577i,0.0052601+0.0069246i,0.003507+0.0072571i,0.00099501+0.0043455i,-0.001649+0.00030067i,-0.0029338-0.0015607i,-0.0037381-0.0010869i,-0.004038+0.00044054i,-0.0033856+0.00049359i,-0.0023392+2.5492e-05i,-0.00095102+0.0010339i,-3.3435e-05+0.0014828i,2.8914e-05+0.001104i,-0.0011329+0.0008304i,-0.0027417+0.0015629i,-0.0030219+0.0039374i,-0.0019501+0.0049019i
0.00048258-0.00023462i,-0.00073969-0.00013808i,-0.0016357-0.0037984i,-0.0010553-0.011114i,0.0053766-0.014757i,0.0089278-0.011957i,0.0084951-0.0081518i,0.0084897-0.0050429i,0.0066894-0.0026038i,0.0034071-0.00054243i,-0.00017843+0.0012494i,-0.002132+0.0023248i,-0.00091807+0.0041631i,0.0011688+0.0057615i,0.0018002+0.0044302i,0.0019431+0.0020916i,0.0025976+0.00053747i,0.00243+0.0001455i,0.00083992+0.0010675i,-0.00026589+0.0017602i,0.00066966+0.0024805i,0.0024536+0.0037017i,0.0043125+0.0024163i
-7.6337e-05+9.6137e-05i,-0.0032174+0.00086535i,-0.0099843+0.0025182i,-0.017439-5.3669e-05i,-0.016381-0.0086855i,-0.0085065-0.014137i,-0.0035708-0.013225i,-0.0017993-0.01127i,-0.00073632-0.0090222i,-0.00049693-0.0045789i,0.00031429+0.00061876i,0.0022735+0.002892i,0.0046263+0.0013895i,0.0053056-8.5623e-05i,0.0030015-2.2718e-05i,0.0013329-8.5704e-05i,0.00062533-0.00087543i,-0.00023341-0.00090318i,0.00040807-0.00052601i,0.0023862+0.00016011i,0.0043807+0.00041683i,0.0048475-0.00050881i,0.0030853-0.002246i
0.0034459-0.0018444i,0.0053061-0.00064373i,0.0075361+0.003446i,0.0024357+0.0092645i,-0.0095742+0.0085264i,-0.015532+0.0014303i,-0.013257-0.0034377i,-0.012216-0.0042244i,-0.011004-0.0028013i,-0.0067113-0.00029262i,-0.0014953+2.4071e-05i,0.0016751-0.0018285i,0.0016056-0.0032462i,0.00097283-0.0034758i,0.0010122-0.0025243i,0.00024902-0.00069833i,-0.0015612+0.00046904i,-0.0018689+0.00037566i,-0.00081712+0.00061405i,-0.00073974-0.0001857i,-0.0016108-0.0026967i,-0.0023009-0.0041683i,-0.00339-0.0038382i
0.0018614-0.0009898i,0.0020306-0.0014363i,0.0056117-1.8173e-05i,0.0108+0.0069324i,0.0069172+0.014832i,-0.0034471+0.014553i,-0.0085228+0.010555i,-0.0086973+0.0098348i,-0.0063253+0.0098701i,-0.0025438+0.0061501i,-0.00086557+0.00010483i,-0.0016073-0.0034108i,-0.0034125-0.0030463i,-0.0036821-0.0015446i,-0.0016007-0.0013755i,-0.00029166-0.0016542i,-0.00010747-0.00042663i,0.00031401+0.00062078i,-0.00010566+0.00042784i,-0.0016448-0.00033812i,-0.002994-0.00055655i,-0.0026625-1.8394e-05i,-0.0014158+0.0015159i
0.0015845+0.0001641i,0.00014458-0.0060363i,0.0022026-0.01411i,0.0088498-0.017721i,0.017953-0.0093748i,0.016787+0.0038494i,0.0093842+0.0095972i,0.0061505+0.011098i,0.0056445+0.0089589i,0.0033678+0.0021608i,-0.00079318-0.0013206i,-0.0036873+0.00061076i,-0.003777+0.0035191i,-0.0026733+0.004653i,-0.0022083+0.0032227i,-0.00082724+0.0021443i,0.0011532+0.0023145i,0.0018283+0.0013044i,0.0012271+0.00069395i,0.00089955+0.0014288i,0.0011757+0.0025518i,0.0011258+0.0031714i,0.0014745+0.0035466i
0.0012008+0.000459i,-0.00048543+0.00061044i,-0.0038526-0.0026042i,-0.0067889-0.013429i,-0.0013502-0.023431i,0.0073733-0.019078i,0.01067-0.008386i,0.009898-0.0030453i,0.0063948-0.0024899i,0.00046275-0.0015079i,-0.0035848+0.0015838i,-0.0020641+0.003671i,0.0022672+0.0032648i,0.0046327+0.0023659i,0.003868+0.001791i,0.0023249+0.0016235i,0.0018087+0.00087169i,0.0014572-0.00046337i,0.00090297-0.0002554i,0.00036392+0.00014331i,0.0016056-0.00073901i,0.0032838-0.0012619i,0.0029235-0.0030225i
0.0018044+0.001012i,0.0010944+0.0033884i,-0.0043533+0.0077633i,-0.015921+0.0092745i,-0.022124-0.00064293i,-0.014557-0.012191i,-0.0050578-0.014248i,-0.0019357-0.012274i,-0.0018697-0.0083016i,-0.0014155-0.0026816i,0.0004868+0.00029446i,0.0025395-0.00084521i,0.0026291-0.0034727i,0.0007166-0.0035752i,-0.00017817-0.0014303i,0.0002724-6.8692e-05i,-4.6006e-05+0.00019218i,-0.0011252-0.0002628i,-0.0013842-0.00097372i,-0.0010699-0.00072902i,-0.00017957-0.0013472i,-0.00022026-0.0031667i,-0.0014903-0.0048144i
0.005222-0.00018468i,0.0095918-0.00012592i,0.016309+0.0033311i,0.014937+0.013961i,0.00035767+0.020215i,-0.012586+0.010745i,-0.013598+3.7289e-06i,-0.010674-0.0021312i,-0.0072821-0.00021552i,-0.0026916+0.0019121i,0.001322+0.001262i,0.0010838-0.0018031i,-0.001514-0.0036517i,-0.001967-0.0021489i,0.00012369-0.0010036i,0.0018383-0.0022135i,0.00085525-0.0011621i,-0.00087547+0.00057895i,-0.0016861+0.00067381i,-0.0020252+0.00050142i,-0.0023907-0.00043445i,-0.0027341-0.0008534i,-0.0034333+0.00096272i
0.0038717+0.0015493i,0.0049015-0.0025439i,0.012635-0.0099341i,0.023733-0.011367i,0.025636-0.0021491i,0.0097343+0.0073652i,-0.0037165+0.0079903i,-0.0061887+0.0061145i,-0.0026934+0.0051212i,0.0017853+0.0011153i,0.0015997-0.0029568i,-0.0014387-0.0031702i,-0.0035138+0.0003365i,-0.0029308+0.0036787i,-0.0007282+0.0035896i,-2.7983e-05+0.0020094i,0.00016673+0.0009778i,0.0011408+0.00092149i,0.00052496+0.00068282i,-0.00050546+0.0013812i,-0.00054137+0.0035478i,-0.00029442+0.0049745i,0.00084102+0.0049911i
-0.014984-0.0013264i,-0.016617-0.0016151i,-0.026807+0.00061259i,-0.020738-0.0052572i,0.0026837-0.0038715i,0.020495+0.0041408i,0.014866+0.0041594i,0.0038954+0.0028917i,0.00039254+0.0023078i,0.00050289+0.00074081i,0.00039621-0.00077809i,0.00031616-0.00081666i,0.00083965-0.00076522i,0.00059149-0.0022087i,-0.0015604-0.0023762i,-0.0029976-0.0001126i,-0.0017333+0.0016926i,0.00053729+0.0013847i,0.0018154+0.0011768i,0.0012434+0.0012144i,0.00069121+0.0010451i,0.0020972-0.00038854i,0.0033405-0.0015489i
-0.001939+0.0013068i,-0.0035281+0.0047441i,-0.01174+0.010721i,-0.022053+0.0071544i,-0.021057-0.0077747i,-0.005284-0.014163i,0.0053234-0.0073791i,0.0049012-0.0027619i,0.00016277-0.002914i,-0.0048796-0.001176i,-0.0055305+0.0022559i,-0.0015693+0.0030681i,0.0027983+0.00049845i,0.0042024-0.0018671i,0.0025093-0.0013135i,0.00091031+0.00025041i,0.00068371-0.0001647i,0.00035266-0.0013572i,-0.0001375-0.0018618i,0.00028943-0.0030454i,0.0013947-0.0040925i,0.0012183-0.0041543i,0.00089014-0.004528i
-0.00058032+0.0012283i,0.00034444+0.0035987i,3.3273e-05+0.014074i,-0.0050831+0.026118i,-0.015893+0.022105i,-0.017643+0.0032669i,-0.0082846-0.0077746i,-0.0026876-0.0064208i,-0.0042581-0.001691i,-0.0055426+0.0032419i,-0.0028838+0.004821i,0.0002058+0.0012273i,0.00074282-0.0034447i,2.9436e-06-0.0043788i,0.00028639-0.0021446i,0.0011529+7.6552e-05i,-0.00064569+0.00071084i,-0.002282+0.00037316i,-0.0012854-0.00049293i,-0.0012956-0.0010537i,-0.0020654-0.00044528i,-0.0026229+0.00048783i,-0.0039001+0.00054789i
-0.0030666-0.0033898i,0.0030518-0.0065013i,0.013133-0.0051994i,0.022528+0.0062797i,0.017855+0.023007i,0.0026842+0.022904i,-0.0052612+0.0085698i,-0.0049428+0.0017649i,-0.0019608+0.0038552i,0.0030665+0.0055115i,0.0056138+0.0031628i,0.002747-0.00032146i,-0.0022986-0.0023273i,-0.0048317-0.0012587i,-0.0041193+0.00043818i,-0.0027596+0.0001417i,-0.0020194+0.0011073i,-0.0014902+0.0023734i,-0.0015653+0.0018397i,-0.0017425+0.00072123i,-0.0017584-0.00024576i,-0.0017832+0.00055911i,-0.0017853+0.002341i
-0.0026107-0.00094674i,-0.0038037-0.0050178i,0.00016734-0.013742i,0.013671-0.023301i,0.028029-0.017908i,0.023493-0.0017406i,0.0080656+0.0040745i,0.0018005+0.0016126i,0.0034109-0.00085637i,0.0059142-0.0034005i,0.0051937-0.0039137i,0.0012478-0.0012484i,-0.0018858+0.0016213i,-0.0020458+0.0025953i,-0.001854+0.0014967i,-0.0023257-2.1734e-05i,-0.0010161+0.00014259i,0.0001494+0.00077007i,0.00062519+0.0013033i,0.00062752+0.0010285i,0.00084068+0.00020307i,0.0019732+0.00049414i,0.0034677+0.0022667i
-0.002745-0.00027064i,-0.0093749+0.00014012i,-0.024111-0.0036996i,-0.033296-0.016172i,-0.02026-0.027795i,0.0007813-0.022381i,0.0053034-0.0089057i,-0.00057476-0.0040002i,-0.0046845-0.0052033i,-0.0057688-0.0071701i,-0.0049695-0.00617i,-0.0023258-0.0023928i,0.00091979-0.0003705i,0.0027083-0.0011071i,0.0014962-0.0011712i,-0.00025172+0.00042462i,0.00033282+0.0016006i,0.0020771+0.00069823i,0.0025672-5.9062e-05i,0.0016425+0.0001532i,0.00047805+0.00051414i,0.00024207+0.00015157i,0.0013951-0.00065509i
-0.00022189+0.0007737i,0.00097266+0.0069083i,-0.0044437+0.019047i,-0.01956+0.025216i,-0.031868+0.013858i,-0.023429-0.0024087i,-0.0074783-0.0049054i,-0.003507-0.00066339i,-0.0076394+0.0018424i,-0.0099959+0.0034049i,-0.006915+0.0029615i,-0.0014037+0.00050658i,0.0025523-0.0027688i,0.002966-0.0044272i,0.0023327-0.0026879i,0.0032073-0.00056164i,0.0028432-0.00080259i,0.0015079-0.0014477i,0.00079311-0.00063939i,0.00036786-2.5008e-05i,0.00018045-0.00040106i,-0.00070423-0.00062153i,-0.002-0.0023755i
