-0.002191+0.00035167i,-0.001628+0.0002616i,-0.0023562+0.00051405i,-0.0023469-5.8021e-05i,-0.0019343+0.00055744i,-0.0014017+0.0017102i,-0.0017936+0.0019829i,-0.0013642+0.0022492i,-3.9347e-05+0.0019496i,-8.5892e-06+0.0010101i,1.0106e-06-5.2445e-05i,0.00042409-0.00067345i,-0.00022455-0.0010474i,-0.0013977-0.0011892i,-0.001727-0.0011209i,-0.0012171-0.00070427i,-0.00032052+0.00066216i,0.00040445+0.00092819i,0.00033684+0.00015265i,6.0078e-05+0.00023207i,0.00022046+0.00033474i,5.456e-05-5.3456e-05i,-0.00092585-0.00041827i
-0.036094+0.0034915i,-0.05655-0.021561i,-0.078882-0.1219i,-0.11601-0.24296i,-0.15823-0.23646i,-0.17662-0.10057i,-0.14056+0.040007i,-0.073257+0.10234i,-0.033219+0.061818i,-0.038497-0.010213i,-0.046707-0.038482i,-0.038307-0.03594i,-0.023391-0.012928i,0.012518+0.014165i,0.051997+0.017014i,0.053436+0.016737i,0.025656+0.035925i,0.0019735+0.052647i,-0.0008932+0.046866i,0.0031134+0.026924i,-0.0050168+0.0094709i,-0.014476+0.0019494i,-0.013624-0.00038482i
-0.040516-0.0083604i,-0.063421+0.052586i,-0.012491+0.20566i,0.12356+0.33709i,0.237+0.28506i,0.26874+0.097442i,0.22998-0.075505i,0.14064-0.14663i,0.064013-0.096922i,0.050877-0.023317i,0.055136-0.0044731i,0.042538-0.0023933i,0.029937+0.0012303i,0.01015+0.0017761i,-0.0087732+0.0071317i,-0.0055536-0.0021727i,0.0062881-0.033622i,0.0067407-0.051221i,-0.00018419-0.039596i,0.00041322-0.02306i,0.0083159-0.016952i,0.013622-0.01531i,0.014173-0.010748i
-0.0001138-0.03973i,-0.021517-0.14766i,-0.10672-0.30137i,-0.24198-0.363i,-0.31857-0.23848i,-0.2981-0.037193i,-0.22558+0.088424i,-0.12449+0.10063i,-0.04792+0.035642i,-0.035418-0.012991i,-0.037043-0.0062698i,-0.020645+0.0050657i,-0.0056462+0.0041286i,0.007326+0.00293i,0.01872+0.001521i,0.01459+0.0055146i,-0.002898+0.014092i,-0.014798+0.015745i,-0.013232+0.011358i,-0.0089348+0.011293i,-0.0099566+0.011688i,-0.015154+0.0052497i,-0.016558-0.0031138i
0.041367+0.070171i,0.13958+0.1745i,0.29008+0.27037i,0.39563+0.24482i,0.37097+0.09603i,0.2891-0.038055i,0.22806-0.076104i,0.14472-0.052357i,0.050355+0.0034331i,0.0097758+0.047548i,0.004655+0.047083i,-0.0022506+0.035505i,-0.0022733+0.028717i,-0.0042824+0.01381i,-0.014453+0.0050924i,-0.009492+0.0084879i,0.016843+0.009788i,0.039871+0.0027534i,0.037048-0.010934i,0.017006-0.019223i,0.0029211-0.01108i,0.00026762+0.0066786i,-0.0018394+0.01947i
-0.061526+0.0086754i,-0.18255-0.015676i,-0.34989-0.061802i,-0.42681-0.058539i,-0.34995+0.003352i,-0.26592+0.038132i,-0.24929+0.032396i,-0.18726+0.028043i,-0.070908+0.010201i,-0.01121-0.021171i,-0.015947-0.03392i,-0.02573-0.037011i,-0.028192-0.040457i,-0.024449-0.035325i,-0.012895-0.032582i,-0.014021-0.034807i,-0.03145-0.02482i,-0.037015-0.0023634i,-0.017564+0.015637i,0.0046595+0.015907i,0.012129+0.00090133i,0.011102-0.015224i,0.011818-0.021677i
0.038712-0.036726i,0.13508-0.059946i,0.27703-0.070585i,0.34195-0.078826i,0.2686-0.092691i,0.19291-0.081201i,0.17293-0.049243i,0.1156-0.024557i,0.032306-0.0098345i,0.0099144+0.0025056i,0.04134+0.013825i,0.068246+0.018942i,0.067038+0.014113i,0.049142+0.0084749i,0.031638+0.0080533i,0.026587+0.0062061i,0.02784-0.0015638i,0.017883-0.011013i,-0.0029768-0.012512i,-0.016684-0.0041082i,-0.016805+0.0083835i,-0.009931+0.018907i,-0.0059127+0.019428i
-0.0042781+0.014806i,-0.075602+0.048273i,-0.19728+0.11945i,-0.25191+0.1887i,-0.18268+0.20052i,-0.097588+0.16299i,-0.03506+0.10216i,0.044664+0.031282i,0.089694-0.012411i,0.061959-0.021298i,0.0037828-0.020615i,-0.040696-0.011416i,-0.049834+0.0052916i,-0.036397+0.012519i,-0.023142+0.011115i,-0.012935+0.0057487i,-0.0039284-0.0041548i,0.00063255-0.011869i,0.0013226-0.010527i,0.0022333-0.0062941i,0.0015016-0.010225i,-0.0046712-0.019497i,-0.0078252-0.021141i
0.010639-0.016767i,0.073195-0.069949i,0.1566-0.17547i,0.15671-0.25522i,0.046727-0.22151i,-0.06457-0.12064i,-0.12828-0.015322i,-0.15343+0.059731i,-0.12674+0.064059i,-0.081424+0.029845i,-0.040142+0.016349i,-0.0030237+0.018412i,0.011767+0.018559i,0.0085241+0.01907i,-0.001584+0.021276i,-0.016234+0.027122i,-0.020809+0.033381i,-0.010613+0.027523i,0.00065012+0.0085338i,0.0025597-0.0053751i,-2.2645e-05-0.001285i,-9.8701e-05+0.0093698i,-0.0033048+0.013955i
-0.030547+0.033987i,-0.070035+0.12421i,-0.076937+0.25453i,-0.00013979+0.30737i,0.11323+0.22456i,0.18782+0.098949i,0.22623-0.011097i,0.20686-0.087315i,0.12174-0.078622i,0.056899-0.023292i,0.029113-0.010707i,0.00013526-0.030041i,-0.019365-0.036566i,-0.02191-0.026557i,-0.010035-0.014184i,0.0074915-0.016342i,0.0089175-0.026791i,-0.0018483-0.017591i,-0.0049042+0.0079393i,0.0012193+0.022298i,0.0078502+0.016738i,0.012251+0.0073656i,0.016422+0.005067i
-0.019046-0.038562i,-0.043553-0.13932i,-0.099167-0.26065i,-0.17347-0.27679i,-0.20424-0.17477i,-0.19286-0.079826i,-0.20043-0.01741i,-0.17734+0.043673i,-0.090846+0.0494i,-0.034197+0.014583i,-0.021978+0.024689i,0.0065473+0.056141i,0.041804+0.048432i,0.05286+0.012138i,0.038464-0.017375i,0.016847-0.022211i,0.0059529-0.015661i,0.0015299-0.019096i,-0.0034286-0.029363i,-0.0081376-0.03126i,-0.01435-0.020039i,-0.018034-0.0058812i,-0.016793-0.0011447i
0.03192+0.031275i,0.10822+0.1052i,0.21754+0.17962i,0.28723+0.16182i,0.26329+0.086513i,0.22212+0.067813i,0.22489+0.05814i,0.18286-0.0036342i,0.083978-0.029552i,0.037645-0.011264i,0.034854-0.031215i,0.0026037-0.05992i,-0.034988-0.039136i,-0.034969+0.0020398i,-0.0091203+0.024162i,0.016158+0.028224i,0.030531+0.030669i,0.032632+0.032885i,0.026287+0.034825i,0.020493+0.033681i,0.02043+0.019512i,0.019491-0.00011032i,0.014422-0.0071925i
-0.032873+0.0098808i,-0.12406-0.0066871i,-0.26656-0.026712i,-0.35388-0.0049184i,-0.32527+0.0094436i,-0.28416-0.05209i,-0.26907-0.082385i,-0.17555-0.022494i,-0.038993+0.011346i,0.0065886+0.00026811i,-0.0057143+0.020763i,0.0082112+0.049113i,0.023955+0.033237i,0.0074969-0.00089267i,-0.0226-0.015357i,-0.044793-0.014885i,-0.052932-0.013182i,-0.04296-0.012269i,-0.022534-0.017127i,-0.011509-0.02311i,-0.011025-0.015299i,-0.010019-0.002871i,-0.0085903+0.0013964i
0.022287-0.011899i,0.11165-0.029274i,0.2597-0.062476i,0.34731-0.11543i,0.30381-0.11987i,0.2335-0.031817i,0.18479+0.046003i,0.090358+0.043306i,-0.0093221+0.016709i,-0.032067+0.0052804i,-0.016497-0.012645i,-0.0142-0.031189i,-0.017763-0.024523i,-0.012746-0.0017606i,0.0013158+0.012096i,0.018248+0.01064i,0.027259+0.00039683i,0.022004-0.0033152i,0.010448+0.0057635i,0.0058192+0.01341i,0.0050195+0.0098407i,0.0018871+0.004211i,0.0021497+0.004735i
-0.022222+0.0066979i,-0.10077+0.052232i,-0.21976+0.15635i,-0.26288+0.26838i,-0.18881+0.26795i,-0.10694+0.14649i,-0.056795+0.023508i,0.0084119-0.028175i,0.05186-0.027272i,0.038324-0.013207i,0.0084621-0.00015433i,-0.0027872+0.015126i,0.009356+0.018056i,0.02481-0.0011227i,0.022092-0.021493i,0.0087712-0.029133i,-0.00060454-0.029162i,-0.0058003-0.02855i,-0.0070614-0.029745i,-0.0050622-0.027959i,-0.0034869-0.021507i,-0.0059896-0.015822i,-0.0098859-0.012832i
0.016558-0.024738i,0.074087-0.10191i,0.1536-0.25509i,0.14923-0.37804i,0.047572-0.31524i,-0.020854-0.11991i,-0.028184+0.019104i,-0.048565+0.03895i,-0.067097+0.017655i,-0.0422+0.012103i,0.00075214+0.0079179i,0.021091-0.0089573i,0.0079514-0.011907i,-0.0077277+0.012833i,-0.004861+0.037559i,0.0033962+0.04591i,0.010037+0.042761i,0.014465+0.031903i,0.010651+0.022079i,0.00043734+0.022358i,-0.0034358+0.025656i,0.0018396+0.024977i,0.0072496+0.019957i
-0.014884+0.039169i,-0.040822+0.14052i,-0.054537+0.30576i,-0.0016112+0.39932i,0.077384+0.29579i,0.090448+0.10301i,0.080314+0.0058386i,0.10364+0.0072521i,0.10413+0.015655i,0.059049+0.013231i,0.010602+0.017497i,-0.015712+0.026663i,-0.016618+0.020179i,-0.01304-0.0075131i,-0.018771-0.028752i,-0.024135-0.031898i,-0.028498-0.025794i,-0.028785-0.010928i,-0.018821-9.4304e-05i,-0.0092494-0.005864i,-0.0084854-0.014601i,-0.010498-0.01393i,-0.010576-0.0091419i
-0.019353-0.031148i,-0.039254-0.13199i,-0.092616-0.29505i,-0.16431-0.37495i,-0.17249-0.28301i,-0.11261-0.15452i,-0.10494-0.10575i,-0.14646-0.070008i,-0.1178-0.023624i,-0.047812-0.017588i,-0.014423-0.027687i,-0.0015059-0.02766i,0.004794-0.021917i,0.0040185-0.0074938i,0.007261+0.0034338i,0.010527+0.0045191i,0.012652+0.0024009i,0.016042-0.0027138i,0.014952-0.0039523i,0.013236+0.0032061i,0.014418+0.0091391i,0.015333+0.0079002i,0.014257+0.0057947i
0.023092+0.024268i,0.078966+0.11186i,0.18473+0.25432i,0.27882+0.32315i,0.25975+0.25907i,0.17891+0.19384i,0.17527+0.16788i,0.19698+0.088591i,0.13151+0.0094369i,0.055541+0.0019908i,0.032099+0.0058837i,0.016864+0.0042063i,0.0072954+0.014798i,0.011638+0.017569i,0.014039+0.012452i,0.015528+0.0092912i,0.012575+0.0066427i,0.0012653+0.0070957i,-0.0065954+0.0098713i,-0.0052647+0.0083448i,-0.0005003+0.0030636i,0.00051002-0.0021603i,-0.0034667-0.005878i
-0.024351-0.0056713i,-0.10568-0.058096i,-0.25173-0.14416i,-0.37029-0.18144i,-0.35408-0.14682i,-0.268-0.13849i,-0.23291-0.13565i,-0.18745-0.060553i,-0.083856-0.0020439i,-0.025204-0.0082265i,-0.026916-0.0043975i,-0.018329+0.0097328i,-0.0054728+0.0042787i,-0.0091763-0.0022496i,-0.019298-0.0026109i,-0.02811-0.0008733i,-0.022565-0.001799i,-0.004621-0.01043i,0.0064337-0.020333i,0.0030234-0.019551i,-0.0046425-0.0087134i,-0.0086162+0.00022582i,-0.0073548+0.0032984i
0.025923+0.0034916i,0.12246+0.02413i,0.29781+0.054125i,0.42966+0.043688i,0.38363+0.013538i,0.24257+0.049331i,0.15632+0.094989i,0.090303+0.056977i,0.0070528+0.0098607i,-0.022838+0.014628i,-0.0027485+0.017352i,0.0056171+0.0067796i,0.0040366+0.0085946i,0.012164+0.012848i,0.025178+0.011765i,0.034298+0.0063107i,0.027775+0.0018402i,0.010169+0.0075464i,0.00073164+0.015535i,0.0016673+0.010732i,0.0029112-0.0048586i,0.00087828-0.012678i,0.00021208-0.0092665i
-0.027807+0.004721i,-0.11945+0.014352i,-0.28502+0.042431i,-0.39182+0.099821i,-0.30341+0.1168i,-0.12978+0.02296i,-0.034371-0.084168i,0.010104-0.082797i,0.048161-0.036263i,0.043944-0.027532i,0.0089458-0.024209i,-0.0051052-0.01419i,-0.0063672-0.021588i,-0.01789-0.031688i,-0.029171-0.029471i,-0.03228-0.022704i,-0.024824-0.01738i,-0.0084497-0.016745i,0.00074933-0.019206i,-0.0021924-0.01549i,-0.0046503-0.0027742i,-0.0030071+0.0079776i,-0.0033565+0.01036i
0.019233-0.014161i,0.097674-0.060821i,0.24207-0.15292i,0.31595-0.24713i,0.19733-0.21482i,0.030292-0.021162i,-0.02336+0.14706i,-0.027654+0.14166i,-0.047985+0.071423i,-0.035491+0.050375i,0.0090236+0.036972i,0.029046+0.014493i,0.027444+0.013399i,0.031224+0.021643i,0.035928+0.023047i,0.037188+0.022912i,0.031148+0.021266i,0.01126+0.018717i,-0.0051276+0.020294i,-0.0057006+0.018899i,-0.0024335+0.012009i,-0.00028962+0.0075193i,0.004325+0.0038156i
-0.013703+0.028583i,-0.072167+0.094996i,-0.17552+0.22399i,-0.21133+0.32721i,-0.10605+0.24916i,0.0028192+0.018754i,0.011605-0.13178i,0.015696-0.1009i,0.055404-0.038202i,0.05122-0.037463i,0.0039999-0.037517i,-0.026182-0.01786i,-0.034351-0.0068301i,-0.039677-0.0085766i,-0.047592-0.01565i,-0.05477-0.020993i,-0.05055-0.020838i,-0.029699-0.019932i,-0.011086-0.021648i,-0.0080383-0.017212i,-0.0080522-0.0065542i,-0.006597-0.00059083i,-0.0073538+0.0019704i
-0.003997-0.019969i,0.023279-0.094387i,0.069857-0.24229i,0.072091-0.35086i,0.011905-0.26896i,-0.026581-0.075298i,-0.018065+0.019885i,-0.036773-0.0058013i,-0.071329-0.01931i,-0.055792+0.011266i,-0.011839+0.025203i,0.011553+0.016124i,0.016189+0.013518i,0.022387+0.023489i,0.036731+0.034964i,0.051474+0.033266i,0.0499+0.020003i,0.031471+0.013612i,0.016542+0.016953i,0.015529+0.015122i,0.016225+0.0051658i,0.014282-0.0019459i,0.012817-0.003586i
0.0077324+0.020183i,0.0057178+0.099833i,0.010749+0.25941i,0.04254+0.38192i,0.088895+0.32241i,0.10635+0.16381i,0.10735+0.080904i,0.12965+0.067053i,0.1288+0.031041i,0.0745-0.018003i,0.012544-0.031733i,-0.014712-0.016412i,-0.012427-0.008978i,-0.014074-0.018726i,-0.028815-0.026888i,-0.04013-0.024231i,-0.033165-0.013586i,-0.014997-0.0069133i,-0.0043627-0.0090245i,-0.0037059-0.0096148i,-0.0063678-0.0067404i,-0.0093498-0.0049438i,-0.013217-0.0042933i
-0.011815-0.00953i,-0.03218-0.078796i,-0.072367-0.22061i,-0.13561-0.33842i,-0.19366-0.30057i,-0.20714-0.16187i,-0.19064-0.076792i,-0.17658-0.051653i,-0.14247-0.015427i,-0.076034+0.024325i,-0.015257+0.035808i,0.015118+0.025228i,0.023161+0.016514i,0.032413+0.017202i,0.04744+0.018659i,0.052416+0.01773i,0.039796+0.013118i,0.01932+0.0093217i,0.0070495+0.0092164i,0.0057779+0.005531i,0.006292+0.00051653i,0.0065102-1.6577e-05i,0.009744+0.0023527i
0.0058191+0.0098714i,0.050852+0.064048i,0.14204+0.17543i,0.24614+0.26098i,0.28263+0.21235i,0.22557+0.096867i,0.15298+0.049094i,0.12382+0.039545i,0.099817+0.0040493i,0.054013-0.024737i,0.018851-0.021891i,0.0041851-0.011899i,-0.0062527-0.011023i,-0.021235-0.017426i,-0.039785-0.023268i,-0.049034-0.023629i,-0.04181-0.021322i,-0.024275-0.019671i,-0.013318-0.018729i,-0.014582-0.012997i,-0.017162-0.0036235i,-0.016026+0.0025674i,-0.016615+0.0040895i
-0.012242-0.00055276i,-0.063161-0.036939i,-0.17504-0.11927i,-0.29125-0.17533i,-0.29007-0.12612i,-0.17102-0.061856i,-0.067443-0.067717i,-0.045069-0.06207i,-0.0418-0.011041i,-0.023005+0.022042i,-0.0097748+0.019183i,-0.008225+0.0063275i,-0.010264+0.001025i,-0.0038997+0.00583i,0.014805+0.011165i,0.029568+0.010527i,0.026698+0.0078225i,0.014867+0.0071524i,0.008948+0.0082275i,0.0099785+0.0063302i,0.009861+0.0031756i,0.0091359+0.0025973i,0.011885+0.0029094i
0.0066549+0.0032944i,0.056553+0.016427i,0.17061+0.060111i,0.28573+0.089664i,0.26571+0.071582i,0.12399+0.085001i,0.019921+0.14441i,0.0095987+0.13513i,0.019736+0.05661i,0.018635-0.00071558i,0.019588-0.021411i,0.020269-0.020201i,0.017811-0.010434i,0.0056919-0.0063349i,-0.016057-0.0070666i,-0.029167-0.0076491i,-0.023624-0.0066577i,-0.011775-0.006628i,-0.0084137-0.0058614i,-0.010435-0.0010731i,-0.0095655+0.0023782i,-0.0079392+0.00035297i,-0.0092805-0.001811i
-0.0099174+0.0061221i,-0.058866+0.0073765i,-0.1709+0.0042675i,-0.27628+0.0045849i,-0.2423-0.0039798i,-0.094871-0.067464i,0.0059328-0.15853i,0.013984-0.15845i,-0.0010651-0.075066i,-0.0065923-0.011722i,-0.017745+0.011502i,-0.028793+0.018515i,-0.027355+0.021781i,-0.0096321+0.024758i,0.014768+0.024119i,0.026953+0.021854i,0.021777+0.018631i,0.010992+0.016134i,0.0074177+0.013192i,0.0097704+0.0054404i,0.011872-0.0021512i,0.012658-0.0051285i,0.01238-0.0048705i
-0.0025775+0.00013295i,0.035368-0.0055488i,0.13919-0.025622i,0.23967-0.056341i,0.19894-0.051036i,0.05234+0.032515i,-0.032261+0.13789i,-0.018658+0.13678i,0.0044158+0.050394i,0.0041922-0.0031086i,0.010409-0.0066635i,0.021754-0.0036528i,0.023385-0.0096652i,0.011461-0.016312i,-0.0077452-0.01584i,-0.017086-0.013518i,-0.012107-0.014386i,-0.0043501-0.015589i,-0.0020517-0.014162i,-0.0050327-0.0069863i,-0.0088512+0.00015852i,-0.010881+0.0025208i,-0.012325+0.0011437i
-0.0040388+0.0016777i,-0.031502+0.018057i,-0.11296+0.058539i,-0.18839+0.11034i,-0.13338+0.10618i,0.016643+0.0022877i,0.088764-0.11015i,0.056939-0.10089i,0.022684-0.020863i,0.0080891+0.013121i,-0.012656+0.0095432i,-0.026135+0.0078743i,-0.021623+0.0094155i,-0.005132+0.008144i,0.013688+0.0047045i,0.020461+0.0029932i,0.010799+0.0058299i,0.0021467+0.0098413i,0.0038454+0.0092342i,0.0077112+0.0027103i,0.0077779-0.0047065i,0.0058306-0.0063311i,0.0071161-0.002707i
0.00086188+0.0040949i,0.026381-0.014679i,0.090271-0.066748i,0.14568-0.13355i,0.0852-0.13499i,-0.072791-0.029411i,-0.15574+0.078516i,-0.12275+0.070638i,-0.069768+0.0059356i,-0.024597-0.013422i,0.020263-0.004121i,0.044702-0.0006535i,0.039395-0.0033671i,0.01645-0.0067266i,-0.0049162-0.0080441i,-0.01129-0.012152i,-0.0053172-0.019291i,-0.0017617-0.022435i,-0.006194-0.016224i,-0.011851-0.0042987i,-0.013654+0.0052959i,-0.013506+0.0095709i,-0.013526+0.0098101i
-0.0081751-0.00074815i,-0.02542+0.015157i,-0.069126+0.074682i,-0.096794+0.15632i,-0.024759+0.16407i,0.12539+0.062244i,0.20199-0.047389i,0.16561-0.054991i,0.10019-0.0067136i,0.041155+0.01042i,-0.0096417+0.0044943i,-0.037773+1.42e-05i,-0.040722+0.0010406i,-0.026696+0.0057229i,-0.0092905+0.0066427i,-0.0025012+0.010088i,-0.0027107+0.017012i,-0.00081773+0.018359i,0.0036442+0.012453i,0.0072988+0.0021379i,0.0090294-0.0065318i,0.0087667-0.0091685i,0.0087797-0.0075794i
0.0031287+0.0025019i,0.01274-0.010476i,0.041901-0.068882i,0.047285-0.15712i,-0.042619-0.16788i,-0.18336-0.054677i,-0.22831+0.069939i,-0.16079+0.082153i,-0.080598+0.023832i,-0.028913-0.0080959i,0.0079856-0.010434i,0.029087-0.0097131i,0.029652-0.011366i,0.016377-0.0098798i,0.0015329-0.0054114i,-0.003222-0.0061667i,-0.00084334-0.011004i,0.0021466-0.012548i,0.0018859-0.0080582i,-0.00096229-6.4608e-06i,-0.0025266+0.0064512i,-0.0032247+0.0072742i,-0.0051042+0.0039735i
-0.009661+0.0017133i,-0.020103+0.015736i,-0.036028+0.068953i,-0.023188+0.14515i,0.068543+0.15459i,0.1919+0.053221i,0.21649-0.051711i,0.14135-0.058784i,0.06603-0.012994i,0.019494+0.0068584i,-0.014906+0.0030081i,-0.034883+0.0054525i,-0.032456+0.014895i,-0.015717+0.017429i,-0.002225+0.015492i,0.0017017+0.017013i,-0.0002656+0.018461i,-0.0025946+0.01696i,0.00043172+0.012713i,0.0070903+0.0049976i,0.010706-0.0028667i,0.010603-0.006043i,0.011317-0.006094i
0.0036254-0.00035063i,0.017497-0.0095815i,0.030286-0.05543i,0.014932-0.12706i,-0.057917-0.14627i,-0.15379-0.077799i,-0.17121-0.0066336i,-0.10723-0.0015776i,-0.046292-0.023907i,-0.0087682-0.018459i,0.019426+0.00032055i,0.032564+0.006896i,0.02726+0.0031527i,0.014933-0.0019642i,0.0076401-0.005792i,0.0069733-0.01127i,0.0081643-0.016748i,0.0052532-0.01893i,-0.0035647-0.015818i,-0.011884-0.0071072i,-0.01545+0.0026149i,-0.015426+0.0068645i,-0.014883+0.0057814i
-0.0099221+0.002834i,-0.023262+0.016498i,-0.033234+0.066323i,-0.011032+0.14461i,0.062873+0.17644i,0.15098+0.12593i,0.16903+0.05975i,0.11516+0.040077i,0.058324+0.045749i,0.01791+0.034294i,-0.012128+0.015301i,-0.023549+0.0047344i,-0.018575-0.00067489i,-0.011527-0.0005099i,-0.006025+0.0031294i,-0.0035203+0.0058815i,-0.0048389+0.0072903i,-0.0038283+0.0054938i,0.001345+6.023e-06i,0.0052969-0.0065184i,0.0051377-0.010103i,0.0030409-0.0099263i,0.0035243-0.0061402i
0.0083019-0.0031197i,0.021631-0.019797i,0.033274-0.068892i,0.0067013-0.1475i,-0.078232-0.18641i,-0.17173-0.14069i,-0.19016-0.067897i,-0.13362-0.034841i,-0.071187-0.034047i,-0.024826-0.028103i,0.010304-0.014406i,0.027709-0.0052225i,0.027728-0.0035683i,0.01909-0.0063765i,0.010311-0.0088995i,0.0062985-0.010792i,0.0062773-0.010692i,0.0066453-0.0072551i,0.0047638-0.0017296i,0.001357+0.0037502i,-0.00032076+0.0061718i,-0.0010978+0.004799i,-0.0037513+0.0030242i
-0.010682+0.0070382i,-0.023914+0.028151i,-0.031411+0.077881i,-0.0023418+0.14624i,0.067791+0.17745i,0.13653+0.13602i,0.14793+0.06857i,0.10708+0.028309i,0.05958+0.016498i,0.021393+0.0096937i,-0.0063706-0.00067073i,-0.022868-0.0058437i,-0.026017-0.00062119i,-0.018252+0.0065863i,-0.011465+0.0095015i,-0.011456+0.011388i,-0.012634+0.012045i,-0.011859+0.011876i,-0.0076123+0.011991i,-0.00053976+0.010824i,0.0049971+0.0076797i,0.0062094+0.0052609i,0.0059522+0.004119i
0.0042522-0.0089695i,0.014755-0.03328i,0.021999-0.084953i,0.004204-0.14838i,-0.03817-0.17455i,-0.076686-0.13493i,-0.079248-0.067099i,-0.049316-0.020469i,-0.018437-0.0091722i,0.00015234-0.0088525i,0.01032-0.0030295i,0.015099-0.00019207i,0.013081-0.0029688i,0.0086311-0.0068827i,0.0085096-0.0089311i,0.010227-0.0080874i,0.010687-0.007389i,0.0081042-0.0086132i,0.0021391-0.01065i,-0.0035638-0.010258i,-0.0066007-0.007287i,-0.0052953-0.0047516i,-0.003205-0.0044031i
-0.0048471+0.011198i,-0.014175+0.040556i,-0.019612+0.099352i,-0.0060133+0.16922i,0.020259+0.20548i,0.041427+0.18129i,0.046003+0.11478i,0.031479+0.053278i,0.0099057+0.02935i,-0.0047891+0.022786i,-0.013178+0.013436i,-0.016185+0.010585i,-0.013046+0.01342i,-0.0095801+0.013039i,-0.009483+0.011396i,-0.0092345+0.0093573i,-0.0078187+0.0061906i,-0.0036466+0.0036105i,0.0033761+0.00096258i,0.0077416-0.0015594i,0.0069403-0.0018162i,0.0027718+0.0011333i,0.00034208+0.0038816i
-0.0013694-0.011156i,0.0018262-0.042408i,0.0027678-0.10667i,-0.0093031-0.1841i,-0.02268-0.22602i,-0.024459-0.20667i,-0.024761-0.14209i,-0.022707-0.078161i,-0.01476-0.044397i,-0.0053746-0.024531i,0.0039559-0.0053253i,0.0080753+0.0034101i,0.0068133-0.00017787i,0.0071945-0.0078903i,0.0099491-0.012931i,0.012514-0.012298i,0.01341-0.0090135i,0.010564-0.0066736i,0.0041461-0.006367i,-0.0014713-0.006117i,-0.0038426-0.0055542i,-0.0032276-0.0058517i,-0.0014227-0.0062526i
9.1331e-05+0.011844i,0.0046864+0.048546i,0.014339+0.11637i,0.027967+0.19138i,0.026712+0.22834i,0.010206+0.20376i,0.01115+0.13515i,0.025235+0.067998i,0.026803+0.031701i,0.016027+0.013991i,0.0046555-0.00011819i,0.0018898-0.0049847i,0.0046422-0.00028636i,0.0036295+0.0069924i,-0.002143+0.011441i,-0.0082782+0.0099i,-0.011198+0.0067571i,-0.010343+0.0052831i,-0.0070457+0.0061142i,-0.0025613+0.0085058i,0.00019276+0.0099026i,-0.0007507+0.0090812i,-0.0042118+0.0081085i
-0.0069919-0.011638i,-0.020298-0.049647i,-0.041429-0.11475i,-0.053284-0.18258i,-0.028658-0.21605i,0.0090706-0.19064i,0.0081649-0.11628i,-0.014415-0.042376i,-0.014489-0.011464i,-0.00098294-0.008037i,0.0084538-0.0030973i,0.010831+3.8348e-05i,0.005684-0.0039892i,0.00091349-0.0083158i,0.00098641-0.0073445i,0.004607-0.0049221i,0.006889-0.0062085i,0.0045351-0.0064668i,-0.00011262-0.0048221i,-0.0043775-0.0053127i,-0.0048233-0.00506i,-0.00019813-0.004025i,0.0040768-0.0051357i
0.0068223+0.010609i,0.027316+0.044314i,0.06117+0.11011i,0.075565+0.17843i,0.027254+0.2133i,-0.040365+0.19744i,-0.048916+0.12932i,-0.01593+0.051644i,-0.0019537+0.015142i,-0.0046914+0.0087518i,-0.0069054+0.0021148i,-0.0081857-0.00015275i,-0.0053289+0.0040441i,-0.0023888+0.0070609i,-0.0046144+0.0067891i,-0.00894+0.0046265i,-0.010432+0.0046715i,-0.0057705+0.0061168i,0.0015278+0.0069345i,0.0062661+0.0075047i,0.0065678+0.0075076i,0.0020765+0.0085262i,-0.0015511+0.0097443i
-0.014578-0.0060363i,-0.044161-0.030054i,-0.084883-0.08879i,-0.097031-0.16064i,-0.035926-0.20256i,0.051598-0.19116i,0.071942-0.12575i,0.038953-0.053464i,0.01495-0.022149i,0.0020307-0.012964i,-0.0067103-0.0022871i,-0.010034-0.0010231i,-0.011358-0.0074937i,-0.0068646-0.010161i,0.0028838-0.0085149i,0.0095061-0.0059061i,0.0096868-0.0048623i,0.0070501-0.0059317i,0.0030765-0.0073563i,-0.0014716-0.0078844i,-0.0038747-0.0073311i,-0.002343-0.0076362i,0.0011944-0.0080157i
0.012989+0.0066869i,0.050498+0.026907i,0.10518+0.070658i,0.12361+0.12965i,0.058594+0.17882i,-0.037667+0.18045i,-0.059799+0.12503i,-0.025177+0.060734i,-0.0046049+0.028753i,0.00071285+0.014422i,0.0044821+0.0015617i,0.0090096+0.002284i,0.013849+0.011118i,0.011141+0.01251i,0.0017339+0.00878i,-0.0047423+0.0052221i,-0.0031203+0.0039595i,0.0012433+0.002942i,0.0048595+0.0012448i,0.0082583+0.0019517i,0.0082209+0.0030167i,0.0039027+0.0029067i,-0.0012663+0.003126i
