-0.0026688-0.0014871i,-0.0026499-0.00040079i,-0.0030008+0.0013321i,-0.0031378+0.0020562i,-0.0033346+0.0015091i,-0.0028215+0.001113i,-0.0016905+0.0010747i,-0.00018945+0.0014378i,5.5264e-05+0.0012142i,0.00012369+0.0010625i,0.00043312+0.00077103i,0.00052293+0.00065587i,0.00029459+0.00082528i,-0.00016969+0.0006869i,-9.0303e-05+0.00062179i,-6.1274e-05+0.0015i,0.00066254+0.0018783i,0.00093727+0.00086041i,8.9638e-05+0.00030186i,-0.00042723+7.4679e-05i,0.00017309+0.0006111i,0.00033077+0.0003425i,0.00051414-0.00029694i
-0.078322+0.0022697i,-0.14325+0.042793i,-0.14157+0.13455i,-0.01191+0.19962i,0.12603+0.11966i,0.11723-0.0074297i,0.057006-0.0096352i,0.058488+0.033449i,0.055811+0.030366i,0.031837+0.021651i,0.02915+0.011024i,0.036037-0.0030828i,0.037851+0.00024791i,0.031463+0.0098302i,0.013132+0.018324i,-0.0084078+0.023527i,-0.02067+0.014905i,-0.022416+0.0035548i,-0.013849+0.003287i,-0.0023373+0.0050167i,-0.0025115+0.0008715i,-0.0091194-0.0055066i,-0.010449-0.0089969i
0.051231+0.00087046i,0.10099+0.034158i,0.14722+0.091143i,0.14525+0.10393i,0.071765+0.082778i,0.0064524+0.096409i,0.011646+0.088958i,0.041565+0.032771i,0.049395-0.0012952i,0.046186+0.0028244i,0.042666+0.0021847i,0.028656-0.018536i,0.0014789-0.034675i,-0.025993-0.023328i,-0.034727+0.0092924i,-0.024541+0.040764i,-0.016955+0.055636i,-0.013263+0.048362i,-0.0039644+0.023846i,0.0018704-0.0013085i,9.3683e-05-0.011273i,-0.0061825-0.0070801i,-0.012227-0.00032621i
-0.025157+0.066961i,-0.017989+0.1062i,0.038186+0.044792i,0.071559-0.096118i,0.017897-0.15474i,-0.050299-0.11639i,-0.055994-0.084876i,-0.05337-0.080485i,-0.056343-0.064252i,-0.037643-0.051363i,-0.030852-0.049943i,-0.036211-0.03529i,-0.023051-0.018717i,0.0069364-0.014991i,0.039556-0.019358i,0.059787-0.022917i,0.058028-0.015139i,0.041684-0.0015926i,0.02032+0.0057018i,0.0029266+0.010729i,-0.0023342+0.016847i,0.0010126+0.020176i,0.0028571+0.01867i
0.046174-0.066907i,0.089827-0.14316i,0.066822-0.16867i,-0.012149-0.1011i,-0.0036488-0.011285i,0.10177+0.043469i,0.1276+0.051384i,0.061807+0.050792i,0.026113+0.042578i,0.015927+0.014815i,-0.000869+0.0015355i,-0.010066+0.0089809i,-0.012497+0.02414i,-0.0065077+0.033418i,0.0075896+0.014879i,0.016364-0.019152i,0.025595-0.037333i,0.032431-0.034284i,0.025056-0.020803i,0.011437-0.010022i,0.0027187-0.0078355i,0.0021128-0.0076698i,0.0056921-0.0027644i
0.016208+0.073861i,0.010547+0.15012i,-0.0098983+0.19277i,-0.032726+0.19225i,-0.035714+0.18181i,-0.023923+0.12375i,-0.0081383+0.05465i,0.01626+0.038559i,0.020694+0.039919i,-0.0030862+0.042607i,-0.010734+0.051991i,0.0064124+0.041278i,0.016797+0.0051762i,0.0033946-0.032782i,-0.034773-0.050589i,-0.073652-0.04257i,-0.085254-0.030192i,-0.069093-0.021464i,-0.038098-0.010211i,-0.0072253-0.0025639i,0.0082943-0.0033197i,0.0079021-0.0062897i,0.0048291-0.0075545i
-0.030996-0.09921i,-0.055424-0.20709i,-0.057906-0.22336i,-0.0063287-0.14392i,0.042515-0.15996i,0.02035-0.24944i,-0.014417-0.24336i,-0.0010519-0.16614i,0.018846-0.10297i,0.026378-0.054412i,0.038439-0.028116i,0.04122-0.022842i,0.034257-0.013003i,0.025717+0.0031796i,0.016922+0.025358i,0.010126+0.047288i,0.0012343+0.050841i,-0.0046923+0.033771i,-0.0028509+0.01199i,-0.0045348-0.0014628i,-0.011699-0.0016915i,-0.014546+0.002624i,-0.011746-0.00016944i
0.067089+0.05105i,0.14749+0.11655i,0.24292+0.11376i,0.28208+0.02744i,0.21617+0.0070533i,0.099828+0.076774i,0.0062832+0.10081i,-0.033722+0.061527i,-0.025653+0.033164i,0.0032226+0.017036i,0.018019-0.0036516i,0.0086234-0.019028i,-0.01641-0.022633i,-0.03201-0.0040189i,-0.014844+0.02604i,0.022299+0.044656i,0.046375+0.054402i,0.043221+0.055367i,0.024587+0.040492i,0.0074626+0.02177i,0.0012506+0.011783i,0.0011389+0.0089308i,-0.0005282+0.0085888i
-0.14497-0.019676i,-0.32965-0.047161i,-0.49114-0.061168i,-0.51763-0.031165i,-0.44971+0.029243i,-0.35593+0.10395i,-0.21347+0.15204i,-0.08523+0.12066i,-0.034444+0.052632i,-0.022258+0.0069633i,-0.014986-0.020579i,-0.0094086-0.032088i,0.0038689-0.026891i,0.024586-0.029073i,0.042174-0.052244i,0.044796-0.082115i,0.03411-0.09588i,0.021413-0.082542i,0.010526-0.052844i,0.0046966-0.023174i,0.0059013-0.0051818i,0.0063132+0.0004076i,0.0024595+0.0024622i
0.14161-0.010775i,0.27901-0.028411i,0.33418-0.055526i,0.26573-0.089638i,0.24192-0.10884i,0.30585-0.11407i,0.29116-0.11418i,0.1878-0.084541i,0.1019-0.046001i,0.048395-0.022245i,0.010072+0.00040821i,-0.0090457+0.014005i,-0.015076+0.015123i,-0.013821+0.010933i,-0.019716-0.0069613i,-0.037743-0.025698i,-0.045772-0.027518i,-0.033561-0.019869i,-0.011508-0.009158i,0.0085495-0.0033101i,0.012803-0.0055512i,0.0066569-0.0067307i,0.0060794-0.0042287i
-0.085878+0.1543i,-0.15078+0.37796i,-0.13116+0.61133i,-0.016299+0.67864i,0.064497+0.54103i,0.06949+0.30944i,0.051511+0.095786i,0.0094205-0.017627i,-0.022007-0.023865i,-0.013736-0.013774i,-0.0083163-0.020003i,-0.017173-0.015614i,-0.0199-0.015372i,-0.026784-0.024005i,-0.050754-0.011884i,-0.073301+0.022665i,-0.078751+0.049193i,-0.070881+0.046835i,-0.054825+0.023676i,-0.041238+0.0027992i,-0.030056-0.0038209i,-0.017975-0.00039632i,-0.010875+0.0018961i
0.083101-0.17487i,0.16581-0.40266i,0.2005-0.5916i,0.12652-0.6165i,-0.016629-0.53979i,-0.16943-0.42295i,-0.24764-0.23491i,-0.18699-0.061086i,-0.084004+0.0025393i,-0.029139+0.016389i,0.0089097+0.029474i,0.037516+0.029751i,0.035323+0.026064i,0.020405+0.031663i,0.02291+0.04434i,0.043821+0.052727i,0.06084+0.048543i,0.058819+0.03794i,0.042065+0.024379i,0.023199+0.011508i,0.0098516+0.0061847i,0.0043026+0.0021341i,0.0020864-0.0033757i
0.063792+0.12731i,0.20135+0.22253i,0.3734+0.22308i,0.43789+0.12607i,0.34781+0.093498i,0.2312+0.14797i,0.15687+0.15576i,0.10547+0.11504i,0.073256+0.066534i,0.03321+0.020139i,-0.0020582+0.002916i,-0.00056069-0.0017716i,0.0076041-0.011305i,0.010322-0.011855i,0.024411-0.013136i,0.040449-0.024405i,0.04017-0.032388i,0.02642-0.021744i,0.0090098+0.0053085i,0.0012488+0.026409i,0.0036195+0.027654i,0.0039381+0.018802i,0.0017469+0.011899i
-0.13525-0.12847i,-0.37872-0.2491i,-0.67291-0.29062i,-0.79681-0.17135i,-0.64732+0.015216i,-0.35443+0.12407i,-0.084327+0.12163i,0.045452+0.04249i,0.045764-0.013933i,0.045957-0.010968i,0.062765-0.024495i,0.04499-0.052495i,0.022447-0.047999i,0.018982-0.031709i,0.013667-0.031733i,-0.0046577-0.040222i,-0.023681-0.040459i,-0.022969-0.036647i,-0.0034347-0.036338i,0.012069-0.034736i,0.012477-0.028672i,0.005365-0.018332i,-0.0017653-0.0094065i
0.074391+0.054916i,0.16581+0.083714i,0.24203+0.079495i,0.29509+0.050406i,0.3416-0.023841i,0.30338-0.13011i,0.15139-0.18588i,0.025477-0.14414i,-0.017516-0.07662i,-0.036505-0.034595i,-0.042541-0.0071837i,-0.036995+5.7001e-05i,-0.034249-0.0071958i,-0.038074-0.013299i,-0.047458-0.01326i,-0.055098+0.0014576i,-0.05035+0.028892i,-0.030508+0.048967i,-0.007248+0.041663i,0.0033205+0.015879i,0.00068602+0.0016737i,0.00094461+0.0019591i,0.0055751+0.0035481i
-0.091343+0.0093688i,-0.18542+0.14534i,-0.19672+0.38002i,-0.10694+0.50559i,-0.050413+0.40758i,-0.053181+0.21908i,-0.057681+0.090688i,-0.055356+0.050288i,-0.025569+0.048751i,0.0069261+0.015464i,-0.0049932-0.018004i,-0.024363-0.0027648i,-0.017565+0.01534i,0.0012445+0.015919i,0.019293+0.017098i,0.037578+0.017718i,0.055153+0.010261i,0.051734-0.0064606i,0.015996-0.018358i,-0.020737-0.013204i,-0.027128-0.0044273i,-0.017523-0.0045067i,-0.010354-0.0042247i
0.12741+0.059787i,0.26297+0.044129i,0.33501-0.11375i,0.27864-0.33691i,0.14764-0.41438i,0.017233-0.27967i,-0.022058-0.080656i,0.017319+0.013961i,0.035601+0.014922i,0.019725+0.031917i,0.020704+0.060486i,0.031969+0.052041i,0.02625+0.029212i,0.011859+0.017806i,0.0048557+0.014934i,0.0047305+0.010241i,0.0076116-0.0057171i,0.010479-0.021754i,0.011688-0.013868i,0.013713+0.009049i,0.012552+0.018951i,0.0037309+0.013945i,-0.0032475+0.0040958i
-0.10991-0.034914i,-0.16087-0.040738i,-0.10315+0.0076913i,-0.013971+0.095395i,0.011386+0.16965i,0.040204+0.17932i,0.077442+0.096509i,0.074979+0.0023507i,0.051622-0.045424i,0.032991-0.062354i,0.031197-0.05585i,0.042096-0.04716i,0.041077-0.048992i,0.026238-0.053365i,0.0068512-0.063057i,-0.019218-0.071537i,-0.051607-0.064235i,-0.069846-0.033421i,-0.051556+3.4017e-05i,-0.019134+0.0073611i,-0.0049397+0.0041358i,-0.0049569+0.01024i,-0.0043403+0.012076i
0.20274-0.058161i,0.33003-0.1373i,0.23051-0.19609i,-0.046391-0.16897i,-0.18144-0.10071i,-0.12417-0.090749i,-0.065767-0.10485i,-0.061793-0.074243i,-0.050829-0.020476i,-0.010206+0.010371i,0.0249+0.002952i,0.020655-0.016146i,-0.0051256-0.01888i,-0.017763-0.0066621i,-0.01145+0.013373i,0.0037363+0.035895i,0.013974+0.05956i,0.018668+0.064882i,0.025806+0.038672i,0.030165+0.005053i,0.029863-0.010971i,0.026403-0.0099736i,0.014839-0.0025872i
-0.19264+0.13338i,-0.31949+0.26432i,-0.2443+0.33681i,0.037604+0.30903i,0.23516+0.21402i,0.21273+0.10573i,0.099681+0.041263i,0.024132+0.024819i,-0.0066584+0.012735i,-0.035918-0.0094846i,-0.061174-0.026268i,-0.061874-0.033422i,-0.04758-0.028314i,-0.037016-0.0098465i,-0.033227+0.0053346i,-0.029517+0.01172i,-0.0076047+0.017483i,0.022513+0.016057i,0.023607+0.0063719i,-0.0008797+0.0042765i,-0.014743+0.0075888i,-0.0095067+0.0013097i,-0.002506-0.0046328i
0.065455-0.2603i,0.09656-0.47566i,0.05841-0.51491i,-0.021766-0.34893i,-0.089367-0.18169i,-0.13907-0.068942i,-0.12075+0.0257i,-0.03847+0.059884i,0.018898+0.044356i,0.046787+0.035236i,0.060884+0.026874i,0.046345+0.019517i,0.026167+0.021816i,0.022166+0.015124i,0.02722-0.0051177i,0.029408-0.029742i,0.02709-0.05873i,0.015699-0.073955i,0.00098929-0.06235i,-0.0048355-0.043383i,-0.0097411-0.031197i,-0.017639-0.019433i,-0.012952-0.0048459i
0.037738+0.27823i,0.062838+0.48946i,0.075685+0.43885i,0.063848+0.12718i,0.060558-0.078437i,0.093217-0.085899i,0.10062-0.061631i,0.058096-0.046852i,0.023072-0.026786i,0.0023437-0.0094983i,-0.01454+0.012303i,-0.014856+0.02423i,-0.0052621+0.014681i,0.0034633+0.0029157i,0.003729+0.0040289i,-0.008061+0.018974i,-0.034876+0.032005i,-0.054262+0.032142i,-0.043847+0.028917i,-0.018344+0.025747i,-0.0019386+0.021897i,-0.00058307+0.020596i,-0.0044481+0.012915i
-0.16203-0.15473i,-0.31266-0.24107i,-0.41418-0.14216i,-0.39003+0.09086i,-0.2654+0.19931i,-0.13018+0.155i,-0.028237+0.079386i,0.023481+0.030171i,0.040078+0.0082581i,0.045085-0.030621i,0.031991-0.068423i,0.020501-0.067137i,0.019231-0.047459i,0.006182-0.0288i,-0.0070586-0.015913i,-0.0053044-0.005306i,-0.00010265+0.016861i,-0.0012007+0.03748i,-0.0073644+0.035331i,-0.01498+0.021077i,-0.012322+0.015837i,0.0051689+0.016598i,0.016203+0.010769i
0.23257+0.13459i,0.43666+0.2789i,0.5183+0.36198i,0.40159+0.29776i,0.2159+0.15179i,0.093045+0.032925i,0.027245-0.016458i,0.0034406-0.026566i,-0.0046271-0.025945i,-0.016618+0.012597i,-0.0049707+0.051383i,0.006939+0.03987i,-0.00020138+0.010226i,0.0017627-0.0053684i,0.014471-0.011992i,0.028172-0.016895i,0.046323-0.013054i,0.059574-0.0018871i,0.054293+0.0034641i,0.035673+0.0011237i,0.020163-0.0075677i,0.0081579-0.017466i,-0.0028418-0.014587i
-0.16049-0.053408i,-0.24157-0.10572i,-0.15962-0.12345i,0.039471-0.073418i,0.12881+0.0019239i,0.070047+0.029757i,0.0067242+0.0066512i,-0.010005-0.023815i,-0.0092259-0.038439i,-0.011982-0.04294i,-0.01746-0.033411i,-0.010445-0.01784i,-0.0044131-0.012002i,-0.0033217-0.0096267i,-0.0025639-0.013758i,-0.012841-0.032801i,-0.025685-0.056194i,-0.02969-0.061939i,-0.022323-0.040035i,-0.0073288-0.013769i,-0.00043357-0.0063191i,-0.0048149-0.0081402i,-0.00611-0.0084452i
0.21957-0.01916i,0.42339-0.089599i,0.48112-0.2127i,0.30612-0.30863i,0.11726-0.26297i,0.060682-0.11489i,0.044238-0.0032693i,0.0014637+0.051636i,-0.015444+0.079731i,0.0195+0.072676i,0.056486+0.039367i,0.060816+0.0092159i,0.038427-0.0070807i,0.0075536-0.01633i,-0.018211-0.01466i,-0.035249+0.0082151i,-0.04319+0.032127i,-0.040703+0.031119i,-0.028005+0.012523i,-0.016066-0.00033643i,-0.016871+0.0043242i,-0.018851+0.018501i,-0.012303+0.024144i
-0.25481+0.00062329i,-0.51997+0.034039i,-0.65947+0.090925i,-0.51217+0.1623i,-0.22341+0.18544i,-0.0013082+0.1294i,0.09354+0.05347i,0.11657+0.015523i,0.10625-0.0011986i,0.064505-0.019614i,0.024266-0.031835i,0.0027465-0.034295i,-0.0045917-0.018588i,0.001949+0.004714i,0.0072658+0.015016i,0.0052526+0.021131i,-0.001289+0.041611i,-0.0050774+0.066742i,-0.0035949+0.066198i,-0.0059065+0.043068i,-0.0022086+0.026771i,0.010344+0.014109i,0.013376-0.003803i
0.21234-0.10189i,0.35981-0.21628i,0.33448-0.23885i,0.1433-0.11631i,0.017728-0.031861i,-0.010052-0.10781i,-0.042054-0.17663i,-0.044242-0.14121i,-0.015564-0.09254i,-0.0099629-0.0631i,-0.011403-0.043389i,-0.0024278-0.042787i,-0.0010277-0.050014i,-0.0056111-0.046267i,0.0037235-0.034191i,0.028652-0.032083i,0.056621-0.041503i,0.066961-0.043479i,0.057705-0.023098i,0.051683+0.0022392i,0.050865+0.0050842i,0.037765-0.0046391i,0.013929-0.0042119i
-0.20615+0.23508i,-0.31249+0.5043i,-0.20176+0.6192i,0.086184+0.41242i,0.2167+0.11947i,0.10507+0.032694i,-0.0067465+0.062413i,-0.040932+0.039564i,-0.044807+0.0072783i,-0.024096+0.015636i,-0.0005513+0.034166i,0.0046904+0.036049i,0.0035386+0.024195i,0.0068695+0.0097112i,0.000753-0.004176i,-0.019251-0.0075797i,-0.029228-0.0029785i,-0.015121-0.0031292i,0.0063016-0.015998i,0.011957-0.035172i,-0.0028315-0.044669i,-0.02466-0.038198i,-0.034763-0.019849i
0.11914-0.25095i,0.14086-0.4763i,0.049846-0.53171i,-0.070406-0.39092i,-0.10597-0.24974i,-0.082144-0.1649i,-0.046253-0.059602i,-0.0029773+0.033249i,0.012357+0.049796i,0.0066355+0.020304i,0.0094458-0.016387i,0.0045813-0.039504i,-0.016089-0.037514i,-0.033801-0.020707i,-0.036681-0.0064247i,-0.033115-0.0012726i,-0.039128-0.0022579i,-0.043111-0.0067081i,-0.036096-0.014977i,-0.031863-0.020678i,-0.033076-0.0070806i,-0.021953+0.021031i,0.0046031+0.036543i
0.015778+0.35098i,0.077189+0.62391i,0.11136+0.64792i,0.0079729+0.42635i,-0.11796+0.27615i,-0.077034+0.25713i,0.045779+0.18727i,0.091037+0.087003i,0.081868+0.055526i,0.076303+0.060772i,0.076611+0.048271i,0.069481+0.022631i,0.056356+0.0044693i,0.048872-0.010406i,0.040781-0.014168i,0.036725+0.002803i,0.0451+0.021492i,0.043568+0.017469i,0.015347+0.0049647i,-0.014894+0.010276i,-0.017537+0.019059i,-0.0074906+0.012394i,-0.0074422+0.0014875i
-0.054992-0.33437i,-0.1011-0.52243i,-0.10147-0.37236i,-0.024072-0.0030026i,0.054723+0.13105i,0.059172-0.013806i,0.028146-0.15147i,0.019176-0.17036i,0.038174-0.13265i,0.060074-0.11563i,0.044304-0.11759i,0.0043659-0.10221i,-0.023232-0.069653i,-0.030534-0.032418i,-0.020431-0.016551i,-0.019888-0.031913i,-0.043388-0.045403i,-0.066117-0.021026i,-0.053162+0.028091i,-0.0088152+0.055499i,0.024115+0.05122i,0.034169+0.034692i,0.035683+0.012127i
0.29111+0.35575i,0.58897+0.5693i,0.79124+0.47118i,0.72284+0.11649i,0.44957-0.089215i,0.17914-0.054955i,0.0098218-0.00017749i,-0.066356-0.0047635i,-0.07947-0.029882i,-0.085496-0.031804i,-0.08283-0.0030996i,-0.053417+0.0099077i,-0.024829-0.01225i,-0.014446-0.034971i,-0.014153-0.036827i,-0.0088604-0.027329i,0.004754-0.014917i,0.024845-0.010782i,0.039927-0.019774i,0.038159-0.034759i,0.020704-0.046328i,-0.0040983-0.042266i,-0.021826-0.026331i
-0.41237-0.27217i,-0.71154-0.45002i,-0.71872-0.46119i,-0.43021-0.29268i,-0.17407-0.066019i,-0.036889+0.14017i,0.094462+0.23402i,0.15979+0.19046i,0.12795+0.13205i,0.10727+0.098907i,0.10092+0.044007i,0.059706+0.00082197i,0.011603+0.004762i,-0.0035298+0.018638i,0.0018492+0.016426i,0.0011399+0.032388i,-0.0046588+0.074038i,-0.0097348+0.087839i,-0.013105+0.052394i,-0.020419+0.0088908i,-0.027273-0.0025366i,-0.022135+0.009136i,-0.013732+0.020885i
0.521+0.022774i,0.80888-0.076134i,0.61255-0.21558i,0.094161-0.19825i,-0.054606-0.070848i,0.12939-0.12094i,0.13078-0.26373i,0.013438-0.22621i,0.0067613-0.12133i,0.02151-0.089685i,0.017013-0.057529i,0.04028-0.026059i,0.056944-0.028668i,0.044478-0.031644i,0.023643-0.027406i,0.0057299-0.046069i,-0.0096993-0.08496i,-0.022297-0.091487i,-0.02492-0.050376i,-0.019416-0.0044504i,-0.012274+0.016534i,-0.0016802+0.0135i,0.010932-0.0020086i
-0.53956+0.20217i,-0.89261+0.47667i,-0.84583+0.70159i,-0.45965+0.70169i,-0.2344+0.50397i,-0.21406+0.31397i,-0.15611+0.19375i,-0.090491+0.098439i,-0.072454+0.0643i,-0.041185+0.080802i,0.01046+0.077023i,0.040905+0.043104i,0.043439+0.011608i,0.039768-0.0033975i,0.038982-0.014219i,0.03714-0.013435i,0.031605+0.0087115i,0.020043+0.027606i,0.0024889+0.029255i,-0.0042849+0.027255i,0.0030218+0.023953i,0.0024933+0.010916i,-0.0093937-0.0018105i
0.43326-0.38256i,0.6907-0.72294i,0.7204-0.78647i,0.6936-0.56555i,0.78902-0.42717i,0.68493-0.43852i,0.34317-0.33012i,0.14535-0.15531i,0.10659-0.12846i,0.042298-0.17237i,-0.023206-0.17929i,-0.049749-0.17804i,-0.076246-0.16492i,-0.10236-0.12451i,-0.1118-0.092953i,-0.12042-0.07038i,-0.12029-0.022869i,-0.082884+0.0333i,-0.016594+0.054077i,0.029298+0.034283i,0.028418+0.012873i,0.010974+0.016086i,0.0031817+0.025448i
-0.27148+0.55377i,-0.37832+0.98644i,-0.32241+1.0177i,-0.23458+0.56156i,-0.28225+0.15479i,-0.25751+0.1097i,-0.046673+0.16461i,0.098748+0.14903i,0.097851+0.1492i,0.10109+0.16849i,0.13559+0.13566i,0.12581+0.078742i,0.094811+0.04956i,0.096834+0.028066i,0.10624+0.012992i,0.10852+0.029467i,0.11367+0.049802i,0.10893+0.038343i,0.076552+0.0052434i,0.02775-0.020725i,-0.0049379-0.02261i,-0.017367-0.018508i,-0.031433-0.01803i
0.0010937-0.47723i,-0.17016-0.70027i,-0.44431-0.45399i,-0.63272+0.072947i,-0.61539+0.26272i,-0.50655+0.069059i,-0.38347-0.10338i,-0.22066-0.10055i,-0.06266-0.020571i,0.022012+0.043155i,0.064137+0.06245i,0.10551+0.0092811i,0.10357-0.070065i,0.061934-0.083009i,0.025539-0.070802i,-0.015025-0.094402i,-0.05347-0.12901i,-0.07031-0.12042i,-0.052852-0.054027i,-0.010707+0.0047025i,0.012489+0.018807i,0.013521+0.019234i,0.023363+0.018295i
0.23017+0.51596i,0.497+0.8286i,0.74195+0.76984i,0.76483+0.37236i,0.53274+0.11629i,0.27994+0.12567i,0.12498+0.151i,0.0036812+0.10502i,-0.08827+0.059715i,-0.10547+0.043841i,-0.080577+0.0079882i,-0.10396-0.022087i,-0.15141+0.0065948i,-0.17182+0.019692i,-0.18498+0.010391i,-0.1597+0.047284i,-0.079936+0.095159i,0.0016802+0.076947i,0.029081+0.0048324i,0.0042765-0.037543i,-0.014566-0.025261i,-0.017327+0.0059053i,-0.019101+0.03569i
-0.22956-0.37638i,-0.31512-0.39366i,-0.077808-0.14472i,0.42695+0.15394i,0.78196+0.21831i,0.69865+0.14227i,0.51758+0.10349i,0.52781-0.0088898i,0.5303-0.21605i,0.42516-0.31285i,0.32046-0.30103i,0.23342-0.3146i,0.13002-0.32315i,0.069533-0.26012i,0.090782-0.19573i,0.11336-0.17396i,0.094424-0.13466i,0.087168-0.067522i,0.10572-0.03473i,0.077123-0.038201i,-7.4707e-05-0.0088391i,-0.03305+0.030912i,-0.03232+0.0081688i
-1.5175+8.8321i,1.2243+9.0437i,4.9225+9.9613i,6.4911+7.4829i,5.8699+3.8876i,3.6842+0.55086i,1.2691-0.62259i,0.37297-0.0030385i,0.66937+0.85449i,1.4662+1.2716i,2.1109+0.84035i,2.2344-0.091834i,1.9626-0.81281i,1.4263-0.93369i,1.0522-0.73524i,0.84023-0.64837i,0.46378-0.60747i,0.14296-0.29553i,0.19164+0.14142i,0.42363+0.26823i,0.54184+0.062512i,0.47797-0.13814i,0.33126-0.17432i
-0.31252+0.022393i,-0.47296+0.30902i,-0.42398+0.69641i,-0.24227+0.9577i,-0.066464+0.93725i,0.053169+0.63435i,0.029518+0.28541i,-0.060166+0.17096i,-0.012442+0.20009i,0.10631+0.15693i,0.14773+0.046302i,0.12166-0.037811i,0.081349-0.056791i,0.06859-0.038833i,0.0928-0.009618i,0.10569+0.018466i,0.061292+0.022464i,0.0007381+0.011639i,-0.013374+0.011986i,-0.0069053+0.011466i,-0.03582+0.011652i,-0.071851+0.030865i,-0.071056+0.031084i
0.19957+0.024888i,0.32673-0.003986i,0.35865+0.030467i,0.36741+0.09955i,0.32476+0.04531i,0.122-0.10623i,-0.067909-0.070193i,-0.049113+0.079014i,0.021127+0.10477i,0.023242+0.073044i,0.041872+0.053334i,0.0759+0.023947i,0.085143+0.0090952i,0.09384+0.017573i,0.1192+0.022355i,0.13151+0.002615i,0.088787-0.019789i,0.0052499-0.0068473i,-0.037093+0.036234i,-0.0073735+0.053501i,0.03244+0.026781i,0.037344+0.0041433i,0.024484+0.008647i
-0.19737-0.034885i,-0.26325-0.10189i,-0.20641-0.27926i,-0.16799-0.48505i,-0.28083-0.4942i,-0.36373-0.24963i,-0.24837-0.055024i,-0.14466-0.044968i,-0.17845-0.0054718i,-0.17978+0.079331i,-0.13907+0.062095i,-0.13687+0.007067i,-0.13024+0.010948i,-0.10796+0.03314i,-0.10209+0.04015i,-0.089329+0.048172i,-0.039134+0.047427i,0.020309+0.021454i,0.040402-0.018555i,0.025226-0.04441i,0.01385-0.048801i,0.017436-0.044322i,0.024705-0.025922i
0.071644-0.14553i,0.01645-0.33187i,-0.19901-0.46995i,-0.4042-0.39213i,-0.38343-0.18691i,-0.25257-0.063904i,-0.19527-0.028366i,-0.1748-0.0029361i,-0.12341+0.038797i,-0.064949+0.058569i,-0.061461+0.058955i,-0.10259+0.096109i,-0.089626+0.15805i,-0.025953+0.17127i,0.010908+0.13827i,0.026681+0.084785i,0.042193+0.0035674i,0.034466-0.06697i,-0.00027186-0.072685i,-0.02907-0.03048i,-0.034175+0.0058116i,-0.025699+0.012586i,-0.013072-0.0035751i
-0.14549-0.009175i,-0.2422+0.0076072i,-0.21763+0.076636i,-0.092456+0.14336i,-0.048105+0.088098i,-0.077329-0.0049621i,-0.097899+0.011745i,-0.081749+0.061585i,-0.039887+0.034578i,-0.029953-0.019427i,-0.051059-0.025016i,-0.03349+0.013664i,0.027317+0.025828i,0.057314+0.010264i,0.056752+0.027589i,0.056024+0.047789i,0.029825+0.022181i,-0.016675-0.018775i,-0.039166-0.029949i,-0.018714-0.011635i,0.021246-0.0024795i,0.042094-0.011513i,0.031065-0.01512i
-0.013528-0.012802i,-0.051294-0.031678i,-0.066519-0.083898i,0.010088-0.1247i,0.081422-0.067926i,0.055971+0.059311i,0.079852+0.1277i,0.13337+0.063422i,0.085332-0.014583i,0.012432-0.001757i,-0.0057849+0.04151i,0.003103+0.055686i,0.015183+0.042199i,0.031325+0.020386i,0.059456-0.010545i,0.078141-0.056403i,0.055164-0.083521i,0.0095367-0.064356i,-0.013466-0.03101i,-0.0146-0.023262i,-0.025544-0.03115i,-0.036756-0.027861i,-0.023569-0.012169i
-0.091865-0.054936i,-0.21213-0.13697i,-0.3367-0.1948i,-0.42345-0.15207i,-0.37835-0.029329i,-0.20453+0.046997i,-0.088517+0.0094269i,-0.088047-0.027681i,-0.078296+0.002754i,-0.030836+0.011233i,-0.01759-0.014823i,-0.035842-0.029969i,-0.055261-0.034312i,-0.075437-0.035425i,-0.10528-0.04665i,-0.14243-0.059744i,-0.14151-0.049129i,-0.07871-0.017177i,-0.013717+0.0038009i,-7.4542e-06+0.0092211i,-0.01039+0.020673i,-0.0042177+0.028416i,0.013893+0.01644i
0.083143+0.10357i,0.14777+0.23189i,0.16884+0.35378i,0.1929+0.35053i,0.20901+0.18591i,0.14064+0.020814i,0.029654-0.033276i,-0.033608-0.040432i,-0.057595-0.055891i,-0.071529-0.046373i,-0.076129-0.01411i,-0.089659+0.032739i,-0.090145+0.099432i,-0.059349+0.14452i,-0.030438+0.16227i,-0.0081812+0.17522i,0.012461+0.15365i,0.015159+0.082034i,0.0059577+0.016295i,0.011934+0.0027337i,0.036596+0.013867i,0.057921+0.0065088i,0.051531-0.016957i
-0.13221-0.021364i,-0.15312-0.014144i,0.023671-0.048242i,0.22198-0.18287i,0.1651-0.28496i,0.0053863-0.18585i,-0.018653+0.017531i,-0.0034357+0.11165i,-0.038989+0.10451i,-0.061133+0.075722i,-0.064846+0.061222i,-0.036724+0.09192i,0.050814+0.10379i,0.12383+0.055782i,0.13628-0.0010096i,0.11961-0.043545i,0.087453-0.064506i,0.039555-0.05403i,-0.0048605-0.032882i,-0.020596-0.022669i,-0.019166-0.028534i,-0.025958-0.041654i,-0.03691-0.044161i
