-0.00088343-0.00051911i,0.00024282-0.0010806i,-3.2404e-05-0.0016799i,-0.0012562-0.0011491i,-0.0023213-8.2605e-05i,-0.0019251-0.0001772i,-0.00035237+0.00055215i,0.00065635+0.0015906i,0.0012328+0.0007864i,0.0010745+5.0982e-05i,0.00070291+5.565e-05i,0.0010731+1.7167e-05i,0.00048772-6.7752e-05i,-0.00022449-0.00032018i,0.0002537-0.00029738i,0.00056689+5.1514e-05i,0.00014002-0.00011631i,6.3562e-05-0.00015682i,-0.00015099+0.0002591i,-0.00024264+0.00039372i,-0.00017614+0.00017139i,0.00024531+0.00024992i,0.00021358+0.00068846i
0.00052283+0.00038562i,0.00042804-0.00082958i,7.1314e-05-0.001533i,-0.00011769-0.0014543i,0.00025669-0.0022815i,0.00019853-0.002392i,-0.00056866-0.001587i,-0.00068704-0.00081097i,0.00037564-0.00043023i,0.0010953-0.00052231i,0.0013166-0.00034728i,0.0014512-0.00033327i,0.0010405-0.00078524i,0.00029686-0.00045695i,2.6861e-05+0.00032267i,8.6226e-05+0.0007689i,4.3261e-05-3.7728e-05i,5.4898e-05-0.00070685i,0.0001765-0.000119i,0.00048219+0.00022655i,5.3194e-05-7.4871e-05i,-0.00035066-3.6668e-05i,-0.00048885-0.00012953i
0.00038996-0.001075i,0.0001752-0.00065803i,-0.0010362-0.00059371i,-0.0014387-0.0015218i,-0.0014404-0.002486i,-0.0013215-0.0023189i,-0.00056625-0.0011614i,-0.00031187-0.00061601i,0.00034229-0.00078961i,0.00085218-0.00071862i,0.00042393-0.00033804i,0.00031322-0.00084837i,0.00027203-0.0013106i,0.00054217-0.00014064i,0.0010084+0.00031606i,0.001044-0.00019001i,0.0016474-0.00052518i,0.0021048-0.0013365i,0.0012664-0.00157i,0.00051288-0.00046773i,0.00038853+0.00050612i,-9.3644e-05+0.00034968i,-0.00029637+0.00036468i
-0.00051954+0.00046713i,-0.00022178-3.2763e-05i,-0.00053206-0.00070606i,-0.00037409-0.0013258i,-0.0011547-0.0012633i,-0.0015761-0.0013079i,-0.00099937-0.0015671i,-0.00062039-0.0016119i,-0.00028534-0.00093306i,-0.00026208+0.00048544i,-0.00015457+0.00071242i,0.0004068-0.00014195i,0.001328-0.00078148i,0.001025-0.00080258i,0.00019416-0.00069888i,-6.0628e-05-0.001076i,3.7017e-05-0.00076151i,0.00030965-0.00059364i,4.0144e-05-0.00010164i,4.3419e-05-8.6623e-05i,7.0068e-05-0.00036835i,-0.0002581-0.00021045i,0.0005369+0.00037899i
-0.00051263+0.0013456i,0.00027087+0.0022686i,-0.00010749+0.001807i,-0.00036827+0.00059521i,6.4947e-05-0.00039015i,0.00025164-0.0010375i,-0.00044718-0.00089303i,-0.00077499+0.00020804i,-0.00032669+0.00040915i,0.00026236-0.00021156i,0.0010086-1.8912e-05i,0.0014343+0.00032078i,0.0012608+0.00020082i,0.00022123-0.00052575i,0.00012122-0.000529i,0.00040878-4.7929e-05i,-0.00045424-0.00019145i,-0.00044321-0.00088685i,0.00073808-0.00090942i,0.0014693-0.0010264i,0.00098337-0.00040451i,-9.139e-05-0.0001422i,-0.00077655-0.00061023i
-0.00072782+0.00090828i,-0.00083882+0.001219i,0.00044383+0.00089115i,0.0018151-0.00033221i,0.0013024-0.0011201i,0.00063949-0.0011774i,0.00087725-0.00084624i,0.0013273+0.00021257i,0.0011768+0.00056161i,0.0006011-0.00011633i,0.0001551-0.00057913i,-2.0113e-05-0.00072911i,-0.00014929-0.00092344i,-0.0001189-0.0010139i,0.00027995-0.0010006i,0.00026029-0.00029535i,-0.00018719+0.00047476i,0.00026396+0.00054204i,0.00066214+0.00010019i,0.00040749+0.00024876i,6.6001e-05+0.00015497i,0.00017553-0.00021681i,0.00040852-0.0003172i
0.00026267+0.00065667i,-0.00033534+0.0011404i,-0.00026513+0.00068238i,-0.00046298-0.00085439i,-6.3418e-06-0.0020358i,-0.00022448-0.0019283i,-0.0011451-0.0010723i,1.4705e-05-0.00077906i,0.0004564-0.00030286i,-0.00056993+4.5619e-05i,-0.00085118-5.3065e-05i,-0.00045333-7.9902e-05i,0.0001164-3.9374e-05i,0.00032424-0.00023253i,0.00065698-0.0009267i,0.00062806-0.0011901i,-0.00027936-0.00056486i,-0.00090735-0.0003307i,-0.00061383-0.00039259i,-0.00051881-0.00071719i,-0.00052154-0.00056611i,-4.4657e-05+0.00010512i,1.3374e-05+0.00034286i
-0.00065989+0.00064988i,6.9468e-05-6.1943e-06i,0.0010268+0.0010035i,0.0020704+0.0013356i,0.0021142+8.8595e-05i,0.0010112-0.001237i,-1.1563e-05-0.0009709i,0.00057941-0.0001757i,0.0014081+0.00051123i,0.0010531+0.00081464i,0.00080938+0.00045747i,0.00069032+0.00018895i,5.3535e-05-0.00038935i,-9.5323e-05-0.0010178i,0.00017071-0.00097466i,0.00016122-0.00055235i,-0.00031524-0.00061617i,-9.8477e-05-2.8914e-05i,0.00074342+5.4574e-05i,0.0016117-0.00028161i,0.00134-0.00022721i,0.00023998-0.00068666i,2.2827e-05-0.00061081i
-0.00078395+0.0016932i,-0.0019916+0.001951i,-0.0017127+0.0014001i,-0.00049375-0.00040298i,-0.0001147-0.0016258i,-0.00029324-0.001264i,-0.00088201-0.00083867i,-0.00083512-0.00010396i,-0.00030617+0.00074349i,0.0001197+0.00075134i,0.00079433+0.00010702i,0.0016735-0.00056341i,0.0011184-0.0010775i,0.00020289-0.0010414i,0.00029407-0.0013252i,-0.00017424-0.0010855i,-0.00037427+0.00056907i,7.0418e-05+0.0012408i,-0.00012616+0.00053412i,-0.00077442+0.00016863i,-0.0010222+0.00053001i,-0.00025278+0.00034624i,3.0843e-05-0.00023351i
0.0013732-0.0010623i,0.00089563-0.0014841i,0.00099233-0.0014936i,0.00057423-0.001214i,-0.00081846-0.0016583i,-0.00094421-0.0017642i,-0.0004884-0.0010706i,-0.00018784-0.00050083i,0.00012892-0.00019955i,-0.00015033+0.00010262i,0.0001977-0.00019045i,0.00044189-0.00070296i,0.0007126-0.00078569i,0.00063974-0.00078253i,0.00051638-0.0012249i,0.0013016-0.0011221i,0.0011152-0.00061948i,0.00043235-0.00027979i,0.00037465+0.00010444i,0.00061474+0.00016201i,0.0008492-2.2218e-05i,0.00045093-0.00036258i,-0.00079751+0.00022847i
3.5546e-05-0.00026875i,0.00022903-0.0001041i,-0.0003146-0.00028909i,-0.0012253-0.0013419i,-0.0013693-0.0014517i,-0.0014848-0.00070937i,-0.001736-0.00020098i,-0.00089872-0.00012253i,0.00064666-0.00062621i,0.00072808-0.00076319i,0.00060312-0.00021813i,0.00060513-0.00015781i,-0.00020771-0.00018032i,-0.00023734+0.00024665i,0.00049321+6.6519e-05i,0.00064176-0.000195i,8.5748e-05-0.00067831i,0.00018765-0.00081418i,0.00057353-0.0003175i,0.00061693-0.00051229i,-7.4804e-05-0.00067033i,-0.0008032-0.00067307i,-0.00047884-5.0665e-05i
-0.0026311-0.00087412i,-0.0034702-0.0016196i,-0.0031971+0.0002654i,-0.0028504+0.0016218i,-0.0013734+0.00078123i,7.5467e-05-0.00021584i,4.3499e-05-0.00037214i,0.00019098+9.1953e-05i,0.00053036+0.0002329i,0.00060037-5.4471e-05i,0.0012151-0.00043385i,0.001475-0.0014207i,0.001463-0.0021661i,0.00080087-0.0013694i,-7.844e-05-0.0011198i,-4.6527e-05-0.0013411i,-0.00020075-0.00085498i,0.00011807-0.0010817i,0.00038974-0.00068245i,0.00024123-3.8726e-05i,0.00025423-5.0716e-05i,9.0692e-06-7.8233e-05i,-0.0001953-0.00021765i
-0.0011113-0.0018851i,-0.00077156-0.0021233i,-0.00054528-0.0016294i,-0.0008184-0.00054718i,-0.00037585-0.00035132i,-5.0861e-05-0.00044136i,0.00045228-3.422e-05i,0.00058008-0.00041639i,0.00035143-0.00053751i,0.00072783-0.00044063i,0.00087866-0.00031476i,0.00044133+3.6874e-05i,0.00089382-0.00029312i,0.0018194+0.00016669i,0.0017783+0.00024735i,0.00082367-0.00026528i,7.0502e-05-0.00010949i,4.0587e-06+3.321e-05i,0.00043171+0.00033017i,8.9957e-05+0.00055999i,-0.00036489+0.00014821i,-0.0013886+0.00015453i,-0.0019341+0.00039787i
0.0011983+0.00093922i,0.00036102-0.00017934i,0.0012609-0.0021984i,0.00052892-0.0034976i,-0.0015133-0.0050341i,-0.001131-0.0038036i,-0.00066368-0.0014024i,-0.00080521-0.00030539i,-0.0004293+0.00015372i,0.00011471-0.00038591i,5.64e-05-0.0011023i,-3.4486e-05-0.00085327i,0.00024559+0.00019628i,-6.6474e-06+0.00061076i,0.00032954-0.00033954i,0.00050825-0.00092406i,-0.00025599-0.00067387i,-5.2341e-05+7.5439e-05i,0.00077463+5.1698e-06i,-0.00019281-0.00020182i,-0.0011833-5.8555e-05i,-0.0003565-0.00035889i,0.00044324-9.2714e-05i
0.0018673-0.00054082i,0.00076494-0.0016415i,-0.0007792-0.0035317i,-0.0016514-0.0034804i,-0.0017594-0.0018908i,-0.0013299-0.00079453i,-0.00099371-0.00065376i,-0.00015543-8.6512e-05i,0.0005923+0.00014409i,0.00021133-5.3609e-05i,0.00011686+8.7915e-05i,0.00021755-0.00024528i,-0.00068109-0.00096181i,-0.00045733-2.2804e-05i,3.2317e-05+0.00092461i,0.00017245+0.00016889i,0.00029191-0.00035208i,-0.00010652-0.00012438i,-0.00055473-0.00038658i,-0.00058243-0.0010843i,4.1417e-05-0.0013951i,-0.0002117-0.0016878i,-0.00088964-0.0011305i
0.0022342+0.0017617i,0.0015489+0.0011484i,0.00068303-0.00026197i,0.00032438-0.0005049i,-5.816e-06-0.00091113i,-0.0013877-0.0016258i,-0.0017125-0.00099298i,-0.00099123-0.00012281i,-0.00022631+0.00051098i,0.00071141+0.00056989i,0.0010397+0.00033438i,0.00094392+0.00041977i,1.349e-05+0.00065149i,-0.00059983+0.00017475i,0.00064148-0.00033222i,0.0012491-8.4244e-05i,0.00091651-0.0002429i,0.0011017-1.356e-05i,0.0008703-0.0002464i,0.0010308-0.00064635i,0.00045752-0.00061891i,-0.00046051-0.00065015i,-0.00013646+0.00032219i
0.00019015-0.0009335i,-0.00058995-0.0012445i,-0.0012475-0.0029603i,-0.00054356-0.002671i,2.4423e-05-0.00091931i,-0.00050804+0.00014816i,-0.00015063+0.00015705i,0.00033409-0.00062579i,0.00032974-0.0010634i,8.5272e-05-0.00079982i,-0.00013896-0.00047291i,3.1271e-05+9.6392e-06i,0.00020656+0.00036149i,0.00034667-2.9263e-05i,0.00079698-9.9352e-05i,0.0012395+0.00025618i,0.00025811+0.0002571i,-0.00093208+7.4049e-05i,-0.0010518-0.0002406i,-0.00078326-5.696e-05i,-0.00088651+0.0012416i,-0.0011323+0.0018194i,-0.00050897+0.00090392i
0.00015688+0.0014203i,-0.00049635+0.0012051i,-0.00010381+0.00063892i,-0.00010039-0.00088128i,-0.00011329-0.0014261i,0.00013191-0.00081814i,-0.00033946+6.8924e-05i,-5.715e-05+0.00076061i,0.0002426+0.00054036i,0.00038536+7.7129e-05i,0.00027577-0.00018111i,-0.00026591-0.00039439i,-0.00045606-0.00011687i,-0.00041065+0.0002957i,-5.1349e-05+0.00021028i,0.00030066-0.00015i,0.00061969-0.00035892i,0.00079697-0.00087756i,0.00061996-0.00040979i,0.00044976+0.00015361i,0.00042827+5.2444e-05i,0.00028927-0.00016861i,0.0002906-0.00063539i
-0.0017195-4.7254e-05i,-0.00063459+0.00074666i,0.00012514+0.0014345i,0.00031442+0.001298i,0.00084118-0.00015647i,0.00057705-0.0013933i,-0.00052304-0.0012573i,-0.0012129-0.00023653i,-0.00062983+0.00036292i,0.00055873-0.00012772i,0.00060319-0.0005721i,0.00049294-0.00028949i,0.0012175-0.00069007i,0.0012682-0.00040994i,0.0003864+0.00015402i,0.00035645-0.00039711i,0.00037805-0.00075338i,-0.00040849-0.0010626i,-0.00042101-0.00048675i,0.00026928+0.00043644i,0.00044247+0.00070085i,0.00034244+0.0013497i,0.00012784+0.0018828i
0.0019306+0.0017369i,0.0014009+0.0011131i,0.0022315+0.00028979i,0.0014735-0.00096921i,3.3231e-05-0.001931i,-0.0001212-0.0017453i,0.0001376-0.00082026i,-0.00030882-0.0001296i,-0.00065367-0.00042603i,-0.0002886-0.00064285i,-0.00024172-0.00030272i,-0.000288-0.00061265i,-7.821e-05-0.00072147i,0.00054073+1.1431e-05i,0.00071053+0.00080373i,0.00091113+0.00075398i,0.00034476+0.00031554i,-0.00010243+0.00067492i,0.00011098+0.00051931i,0.00015808-2.0566e-05i,-0.0001211+2.5024e-05i,-0.00041523+0.0002313i,-0.00022067-9.9651e-05i
0.0009775+0.00089662i,0.00051893+0.00064588i,0.00041893-0.00083102i,-0.00038767-0.0018022i,-0.0006313-0.0022539i,-0.00091493-0.0014073i,-0.00031933-0.00032257i,0.00074224-0.00090594i,0.00041597-0.00059619i,0.00039441+0.00058149i,0.00018194+0.0008449i,-0.00054549+0.00028491i,-4.1725e-05+0.00049071i,0.00039854+0.00041728i,0.00036417-0.00063946i,0.00016453-0.00027924i,-0.00011876+0.00010169i,3.4204e-05+1.5756e-05i,0.00031416+0.00067972i,0.00042989+0.0015424i,0.00053137+0.001453i,-8.4972e-05+0.00049246i,-0.00042358+0.0002014i
-0.00085024+0.00082995i,-0.00087427+0.0009231i,-0.0004895+0.00030538i,0.00020708-0.00094427i,0.00019351-0.0016952i,-0.00039533-0.0012127i,-0.00022962-0.0012582i,4.0618e-05-0.0010872i,-0.00027861-0.00045674i,-0.0006857-0.00035987i,0.00015038+4.6648e-05i,0.0011419+0.00016269i,0.00070256-0.0011361i,0.00023924-0.0016896i,-9.4846e-05-0.00056997i,6.5036e-05+0.00022334i,0.00063007+0.00085001i,0.00029624+0.00065183i,-0.00065876+0.0001632i,-0.00074015+0.00021288i,-0.0009348+9.3367e-05i,-0.00087471+8.3628e-05i,-0.00063657+0.0002659i
-0.00080876-0.00058079i,-0.00014957-0.00042336i,-0.00044957-0.00070283i,-0.0016822-0.00087512i,-0.0018764-0.0016484i,-0.00039358-0.0020586i,0.00074708-0.0015094i,0.0001071-0.00014271i,-0.00030522-8.3842e-05i,-0.00025134-2.2342e-05i,0.00043983+0.00042208i,0.0013834+0.00017422i,0.0010302+0.00038257i,0.00017251+0.00088415i,0.00053249+0.00037414i,0.00092693-0.0004525i,0.00040197-0.00088962i,0.00036055-0.00039205i,0.00067699-0.00011908i,0.00016452-2.6365e-06i,-0.0004136+0.00015623i,-0.00044652+0.00045826i,-0.0001977+0.00026184i
-4.4048e-05-6.9175e-05i,0.00099438-0.00043181i,0.00048333+0.00061896i,0.00053343+0.0008886i,0.00084233+0.00020504i,-0.00040717-0.0010417i,-0.00052586-0.0012218i,0.00027372+7.2856e-07i,0.00024027+0.00075581i,4.3023e-05+0.00036173i,0.00059066-1.5543e-05i,0.00052062-2.5368e-05i,7.3025e-05-0.00050441i,3.2555e-05-0.00086393i,0.0008723-0.0006733i,0.0010893-0.00044329i,0.00039515-0.00067419i,0.00023163-0.00079179i,0.00013767-0.00032522i,0.00039294-0.00014899i,0.00089087-0.00044319i,0.00050198-0.00043008i,-8.3241e-05-0.00010017i
0.0013354-8.7627e-05i,0.00067005-0.0013789i,-0.0002445-0.0012582i,-0.00058914-0.0020451i,2.1916e-05-0.0027161i,6.3047e-05-0.0018239i,-0.00019322-0.00024848i,0.00032469+0.00023723i,0.00089838-0.00053842i,0.00089653-0.00064151i,0.00038932-0.00044283i,0.00053851-2.5634e-05i,0.00052381-7.4169e-05i,-0.00016393-0.00021879i,-0.0001385-1.2847e-05i,0.00048418-0.00024129i,0.0006181-1.9318e-05i,0.00070079-0.00016102i,0.00087441-0.00093152i,-0.00014711-0.00036753i,-0.0011791-7.5802e-05i,-0.0010154-0.00059726i,-0.00015905-0.00026229i
-0.00087094+0.0028179i,0.00026336+0.0030922i,0.0020193+0.0022782i,0.001417+0.00095485i,0.0001946-0.0012398i,7.5816e-05-0.0025515i,-0.00022969-0.0018073i,-0.00070017-0.00041045i,-0.00085478+0.00038111i,-8.518e-05+0.00035753i,0.00097835-0.0001834i,0.0011873-0.00074677i,0.00025197-0.00095384i,-0.00055098-0.00071879i,-0.00055321-2.4524e-05i,-0.00024936+0.00063467i,-0.00020317+0.00084745i,-0.00016665+0.00086797i,0.00022759+0.00057271i,0.00044017-0.00011375i,4.7407e-05-7.4122e-05i,-0.00053477+1.3399e-05i,-0.00064932+0.00030022i
0.0016595+0.00041661i,0.0020017-0.00020245i,0.0021171+0.0001514i,0.0018056-0.00074467i,0.00060724-0.0020187i,-0.00061225-0.0017518i,-0.0010569-0.0010257i,-0.00047784-0.00017211i,0.0003722+0.00030624i,0.00077675-0.00098035i,0.00064302-0.0015046i,0.00041432-0.00033848i,0.00023464-9.9965e-05i,9.0962e-05-0.0011937i,0.0005254-0.00067016i,0.00032836+0.00021415i,2.9862e-05+0.00073977i,-0.00029427+0.00023086i,0.00037496-0.00034757i,0.00095258-0.00057133i,-0.00046704-0.0012814i,-0.00083232-0.00068328i,0.00022101+0.00043855i
-5.4555e-05+0.00011571i,-0.00033436+5.8787e-05i,-0.00039919-0.0005755i,-0.00055695-0.0012089i,0.00019953-0.0015008i,0.0007424-0.0010446i,0.00021446-0.00050672i,2.5422e-05-0.00061618i,-0.00036478-0.00070468i,-0.0001948-0.00064792i,0.0002871-0.00025308i,-6.3322e-05+0.00011109i,3.2865e-05+7.0008e-05i,0.00070996+0.0003015i,0.00053977+9.3117e-05i,0.00031761-0.00027243i,-0.00054191-0.00044966i,-0.0014352-0.00051336i,-0.00013047-0.00010025i,0.00057574+0.00085519i,0.00025912+0.0015582i,0.00022694+0.00076784i,9.2718e-05-0.00049153i
0.0001993-0.00083584i,0.00053307-0.0018739i,0.00055472-0.0021703i,0.00056889-0.0021467i,-0.00061957-0.0022064i,-0.00068549-0.0015262i,3.4525e-05-0.00068039i,8.7688e-05-0.00011855i,0.00035386-0.00017778i,0.00085212+5.1665e-05i,0.0011073+0.00023799i,0.0010096+0.00025585i,0.001089+0.00066953i,0.0011412+0.00054719i,0.00093424-4.9678e-05i,0.00021237-0.00049486i,0.00021336+6.9931e-05i,0.00051965+0.00052207i,0.0005936+0.00027005i,0.00022519+0.0003832i,0.00014743+0.00019435i,0.00022111+0.00014426i,0.0002721-0.00028873i
0.00010274+0.0017164i,0.0013523+0.00092925i,0.0015513+0.00076129i,0.00014713+0.00094812i,-0.00077156+0.00027151i,-0.00020896-0.00015963i,0.00049436-0.00055614i,0.00047195-3.5524e-05i,0.00029106+0.00039432i,4.6774e-06-0.00052229i,-0.00048702-0.00076448i,-0.00064513-0.00094086i,0.00053924-0.0011345i,0.00081567-0.00060498i,7.9477e-05-0.00067409i,0.00056106-0.0016349i,0.0013616-0.0016226i,0.0013903-0.00069401i,0.00089821-3.455e-05i,0.00016398+0.00019158i,-0.00049299+0.0006153i,-0.00047098+0.0010262i,-4.3229e-05+0.0010497i
-4.1744e-05+0.0010472i,3.7313e-05+0.00056918i,0.00016636+5.918e-06i,0.0014051-0.0010813i,0.0020848-0.0015127i,0.000786-0.0014856i,-7.888e-05-0.0017108i,-0.00025269-0.0010599i,0.00033629-0.0010086i,0.00028929-0.00058718i,-4.7532e-05+9.5201e-06i,0.0006114-0.00028851i,0.00085149-0.00051303i,0.00061436-0.0010684i,0.000795-0.0012307i,0.00099929-0.00068834i,0.0005736-0.00030942i,0.00013469-5.8808e-05i,-0.00065225-0.00041017i,-0.00085933-0.00030477i,-0.00076659+0.00037814i,-0.00095709+0.00019962i,-0.00049263+0.00021793i
0.001482-0.0011213i,0.00078628-0.0014409i,-0.00014621-0.0018137i,-0.0012461-0.0018771i,-0.001522-0.001409i,-0.00091768-0.00081849i,-5.8933e-05-0.00041729i,0.00037607-0.00035472i,0.00081089-0.00043858i,0.00031685-0.0002838i,-0.00039599-4.5292e-05i,-0.00026363-0.00023479i,0.00014339-0.0002417i,0.00067191+0.00023088i,0.00074505-0.00026458i,0.00021296-0.00066866i,0.00018922+0.00027966i,0.00046099+0.00056438i,-0.00033172+2.1343e-05i,-0.00059478-0.00035309i,8.9989e-05-3.7391e-05i,0.00040349+0.00060763i,0.00083299+0.00066349i
0.00040472+0.0010476i,0.00092082+0.00037042i,0.0011957-0.00053973i,0.0012447-0.0018817i,0.0011283-0.0032206i,0.00018816-0.0034459i,0.00023914-0.0023528i,0.00017345-0.00078162i,-0.00025582-2.9777e-05i,0.00015478-0.00038674i,0.00053543-0.00070217i,0.00032321-0.0001912i,-6.6078e-05+0.00048395i,-0.0002328+0.00062273i,-2.4788e-05+0.00071169i,0.00077473+0.00069107i,0.00089251+0.00018804i,0.00020819-0.00043032i,-9.5504e-05-0.00082606i,0.0002952-0.00044158i,0.00056743+0.00026487i,0.00012741+0.00046538i,0.00056437+0.00012513i
3.047e-06-0.0018329i,-0.0019491-0.0013745i,-0.002317-0.00037838i,-0.0012134-0.00050471i,-0.0003779-0.0010029i,-0.00070582+0.00053649i,-0.00082723+0.00054441i,-0.00040675-0.0004127i,0.00016893-0.00011785i,0.00025686-0.00025325i,0.00039961-0.00059015i,0.00074758-0.00011389i,0.00043079-6.9021e-05i,-3.6208e-05-0.0007866i,0.00012529-0.0010798i,-4.5741e-05-0.00076327i,-0.00018792+0.00016296i,0.00033883+0.00092855i,0.0010638+0.00051707i,0.00064848-7.3502e-05i,-8.7338e-05+0.00012296i,-0.00062147+0.00063032i,-0.0004083+0.00070781i
-0.00017184+0.0014318i,0.00017846+0.0016692i,0.0008295+0.0011289i,0.0017647-0.000579i,0.001672-0.0013666i,0.00074971-0.00088918i,0.00012748+0.0001642i,8.5864e-06+0.00044994i,0.00021036-0.00045228i,0.00049354-0.0013269i,0.00051168-0.0013857i,0.0002288-0.0010199i,-0.00020998-0.00067904i,-0.00090485-0.00045789i,-0.00078133-0.00019286i,0.00054427+0.00049636i,0.0011822+0.00086025i,0.0014525+0.00045667i,0.0016709+0.00032763i,0.0009293-0.00018945i,-0.00019607-0.00057379i,-0.00059834+0.00018007i,-0.00089692+0.00077719i
-0.0011821+0.00061784i,-0.0015124+0.00052332i,-0.0018747-0.0002719i,-0.0010645-0.0002635i,0.00040342-0.00038648i,0.00018024-0.0015298i,-0.00082771-0.0015573i,-0.0012004-0.00073636i,-0.00050924-8.2646e-05i,0.00022068-0.00033022i,0.00028945-0.00079108i,5.3686e-05-0.00047338i,-0.00036535+0.00013737i,-8.1519e-05-0.00033615i,-7.1165e-05-0.00024717i,-0.0004138+0.0002834i,-0.00040227+0.00066007i,0.00034346+0.00056242i,0.00014951-1.5025e-05i,-0.00056947+5.0991e-05i,-9.4269e-05+0.00050447i,-0.00016391+0.00082425i,4.4176e-05+0.0001795i
-0.00052425-9.5742e-05i,0.00013937-0.00082014i,0.00028883-0.0012471i,-0.00019451-0.0010142i,-0.00011292-0.0012379i,0.00027827-0.0010358i,-0.00052431-0.00053637i,-0.00049365-0.00035331i,-0.00023917-0.00054986i,0.00030583-0.001087i,0.00092227-0.00092209i,0.0003628-0.00034704i,0.00037313-0.00017782i,0.0003407-0.0002254i,-4.8158e-05-0.00027691i,-0.00025374+0.00034284i,-0.00021865+0.00079918i,5.575e-05+0.00066707i,0.00016902+0.0008094i,0.00018494+0.00043444i,-0.00016731+0.00036417i,-0.00062804+0.0010434i,-0.00036253+0.0012277i
0.00012399+0.0020841i,3.2904e-05+0.00092179i,0.0015848+8.6331e-05i,0.0016683-0.0017115i,0.0012148-0.0035313i,0.00046172-0.0035483i,-0.00095469-0.0022438i,-0.0012297-0.00033486i,-0.0001099+0.0003361i,0.00069978-0.00046715i,0.00045218-0.00048498i,-0.00019879-0.00065055i,-0.00026376-0.0010183i,-0.00017803-0.00092014i,-0.00016914-0.00032476i,-0.00040847-0.00010311i,-0.00077282-0.00042288i,-0.00043599-0.00029127i,-0.00017895-0.00063499i,1.7436e-05-0.001113i,0.00027257-0.00078153i,-2.0078e-05-1.9457e-05i,-0.00039738+0.00084855i
0.00050752-0.001828i,-0.00026965-0.0015517i,-0.0012156-0.0014081i,-0.00093139-0.0015723i,-0.00099147-0.0012072i,-0.0019357-0.00043784i,-0.0017065+9.1725e-05i,-0.0006119-0.00014689i,0.00031424-0.0010861i,0.00046062-0.0016407i,0.00042219-0.0016809i,0.00054404-0.0014753i,0.00040745-0.00058729i,-0.00027495-0.00050877i,-0.00045132-0.00077744i,-0.00029848-0.00016916i,4.3919e-06+0.00060002i,0.00045084+0.00052782i,0.00024134-0.0001198i,-7.2021e-06-0.00019092i,-0.00030774-0.00013223i,-0.00010114-0.00022462i,-0.00023974+0.00043654i
0.00076485+0.00080971i,-0.00049809-2.5582e-05i,-0.00046179+0.00035609i,3.9741e-05+0.00062743i,0.0010913-0.00064301i,0.0018639-0.0014998i,0.00052454-0.00029462i,-0.00045731+0.00059046i,-0.00094867+0.00022796i,-0.00069025-0.00028354i,-0.00025846-0.00033786i,-6.1754e-05-0.0004484i,7.0067e-05+2.6604e-05i,0.00024736+0.00052383i,0.00023916+0.00027936i,-9.0763e-06+0.00018436i,0.00036116-7.7232e-05i,0.0010173-0.0003747i,0.00075936-0.00088237i,5.6286e-06-0.00080662i,-0.0004815+6.5027e-05i,-0.00014584+0.00016432i,-0.00060728+0.00034941i
-0.00044482-0.00276i,-0.0017674-0.002919i,-0.0027977-0.0028677i,-0.0018209-0.0014654i,-0.00099084-0.00028645i,-0.00049715-0.0012143i,-7.5057e-05-0.0010407i,0.00023407-8.3391e-05i,0.00046676-0.0005792i,0.00028177-0.0012915i,-0.00034232-0.0013343i,8.2633e-05-0.0010541i,0.0011615-0.00028341i,0.0015441-0.00019009i,0.0019192-8.8676e-05i,0.0016492+0.00039774i,0.00032453+0.00021282i,-0.00038799+7.8616e-05i,-0.00032709+0.00020196i,3.204e-05-0.00013553i,0.00012395+0.00015792i,-0.00035187+0.00052346i,-0.00066468+0.00072883i
-0.00080407-0.00028263i,-0.0012692-0.00061926i,-0.0017093-0.00097907i,-0.0011777-2.7414e-05i,-0.00059846+0.00036305i,-0.00016626-0.0002494i,-0.00014618-0.00029312i,-0.00021475-0.00024714i,0.00077281-0.00050679i,0.00093225-0.00025823i,-0.00032864-0.0002525i,-0.00077152-0.00040833i,-0.00022362-0.00011766i,0.00044933+2.4148e-05i,0.00094726+6.3269e-05i,0.00080722-0.00043456i,0.0013058-0.00056029i,0.0014654-0.00019642i,0.00062213-0.0001667i,-0.00011831-0.00029965i,-0.00046446+4.6598e-05i,-0.00045205+0.000819i,-0.00023351+0.0011155i
0.00075892+0.00031755i,0.0010569+2.1728e-05i,0.00096839-0.00088332i,0.0016495-0.0018749i,0.0013587-0.0017222i,0.00016765-0.0011618i,-0.00066291-0.001091i,-0.00014799-0.00077366i,0.00040798-9.9744e-05i,0.00018922-6.6027e-05i,0.00023269-8.4547e-05i,0.0002432+0.00024291i,4.3913e-05+0.00014236i,0.00069661+0.00030509i,0.00040332+0.00059993i,-0.00035331+0.00025926i,-0.00074253+0.00038457i,-0.00039531+0.0006544i,-0.0003242-2.1887e-05i,-0.0002871-0.00050766i,0.00042446-0.00018312i,0.00037656+0.00057405i,6.4018e-05+0.00077048i
