-0.0018774-0.00065522i,-0.00054731-0.0010347i,-0.00077641-0.00042382i,0.00010548-0.00059768i,0.00053947-6.1234e-05i,0.00050317+3.0065e-05i,0.00094404+0.00054433i,0.0014409+0.00060019i,0.001302+9.5636e-05i,0.0011814+0.00079959i,0.0010166+0.00022587i,0.00068297-0.00094723i,0.0010209+0.00020761i,0.00088974+0.00088738i,0.00057922+0.00072223i,0.00034294+0.00036324i,0.00046142-0.00073322i,0.00055309-0.00067362i,0.00024168-0.00038133i,-0.00013843-0.0010199i,4.4041e-05-0.00040922i,0.00053239+0.00035286i,0.00094203+0.00015809i
0.0034763-0.00013525i,0.0044434-0.0020009i,0.0034869-0.002099i,0.0020074-0.00098491i,0.0010807-0.0010486i,0.00051218-0.0020199i,0.00046855-0.0015587i,0.00108+2.8694e-05i,0.0018374+7.0423e-05i,0.0026326-0.0017321i,0.003446-0.0034991i,0.0037283-0.0042479i,0.0027427-0.003535i,0.0009544-0.0017669i,0.00020345-0.0013562i,0.00030744-0.0013813i,2.9063e-05-0.00083581i,-0.000639-0.0005348i,-0.00061263-0.00026074i,-0.00021663-1.1425e-05i,5.772e-05-0.00081491i,0.0004321-0.001434i,0.00081949-0.00097893i
-0.00088089+0.0022611i,0.00017422+0.00053428i,-1.6374e-05-0.0028151i,-0.0023113-0.0047348i,-0.0031776-0.0043781i,-0.0032039-0.0026908i,-0.0032762-0.0012882i,-0.0025965-0.0011994i,-0.0025255-0.00093525i,-0.0028932+0.00055608i,-0.0032899+0.0029945i,-0.0034388+0.0043155i,-0.0026705+0.0032452i,-0.0023428+0.0014073i,-0.0022734+0.0011017i,-0.00098595+0.0020012i,0.00035136+0.0017526i,0.0011846+0.00052045i,0.0019588-5.9129e-05i,0.0020516+6.7474e-05i,0.00076129+0.00075206i,-0.00021524+0.00078566i,-2.8752e-05+0.00058364i
0.0012151-0.002399i,0.00037383-0.001961i,-0.00029029-0.0014527i,5.6723e-05-0.00082637i,0.00010573-0.0011663i,0.00076554-0.0021499i,0.00091058-0.0028834i,0.00058715-0.0030673i,0.00091982-0.0023687i,0.0015072-0.0031193i,0.0024745-0.0046303i,0.0023318-0.0048116i,0.0013014-0.0031233i,0.00074894-0.00089552i,0.0010667-0.0003787i,0.00014744-0.0019015i,-0.0011625-0.0022785i,-0.0011042-0.0009893i,-0.00041175-0.00040721i,-0.00020265-0.00027445i,0.00030756-0.00096758i,0.0013206-0.0013734i,0.0017095-0.00062313i
-0.0009721+0.0025273i,-0.00059528+0.0023627i,-0.0014698+0.0007051i,-0.0025699-0.00094699i,-0.0028949-0.0010934i,-0.0026637-0.0013396i,-0.00087687-0.00075962i,0.0011877+0.00063338i,0.001275+0.001407i,-0.00013261+0.0024216i,-0.0020863+0.0035705i,-0.0032877+0.0040732i,-0.0037074+0.00276i,-0.0032608+0.0004915i,-0.0021765-9.1415e-07i,-0.0014789+0.00046931i,-4.8705e-05+0.00020627i,0.00086566+0.00021293i,0.0007089-4.7122e-05i,0.00072658-0.00051013i,0.00043105-0.00026092i,0.00044548+0.00050277i,0.00076775+0.00055672i
-0.00096688+0.00219i,0.0012354+0.00039141i,0.0043122-0.0013575i,0.0045987-0.0036546i,0.0026852-0.0050294i,0.00063923-0.0050657i,-0.00065908-0.003694i,-0.0017896-0.0021087i,-0.0017135-0.0022791i,0.00011718-0.0035521i,0.0010958-0.0052035i,0.00076892-0.006358i,0.00056194-0.005345i,0.00037121-0.0035429i,0.00051831-0.0031068i,0.000677-0.0028241i,0.00021689-0.0020612i,-0.00053315-0.00098342i,-0.00089456-0.00011406i,-0.00045182-0.00016367i,-8.2776e-05-0.00026425i,8.9956e-05-0.00038607i,-0.00013429-0.00085126i
0.0034327+0.0025662i,0.0038192+0.00077374i,0.0016402+0.0010895i,-0.0004744+0.00036724i,-0.00084381-0.0012757i,-0.0015064-0.0023927i,-0.0026169-0.0021176i,-0.0022332-0.0015208i,-0.00022766-0.00092491i,0.0020353-9.1334e-05i,0.0019112+0.0021491i,-9.1275e-05+0.0043325i,-0.0014444+0.0035247i,-0.0025443+0.00057404i,-0.0032364+7.2717e-05i,-0.0030399+0.0016845i,-0.0014194+0.0025196i,-5.4096e-05+0.0027033i,-0.00013274+0.0024023i,-0.00054398+0.0020174i,-0.00041965+0.001849i,-0.00042177+0.00083698i,-0.0002594-0.00041671i
-0.0036586+0.0039341i,-0.0021946+0.0023537i,0.00021278-0.00095362i,0.00070137-0.0033343i,0.0001091-0.0041426i,-0.00054754-0.0039255i,5.9597e-05-0.0016411i,0.00060512-1.6145e-06i,0.00099084-0.00055148i,0.00047772-0.0026348i,-0.0012457-0.0054967i,-0.0017326-0.007124i,-0.0010564-0.0053386i,-0.00057064-0.0038858i,0.00032329-0.0032605i,0.00049195-0.002427i,0.00018697-0.0021277i,-0.00012331-0.0016403i,-0.0011017-0.00089153i,-0.001829-0.00091741i,-0.0013534-0.00072789i,-0.00039197-0.00014272i,-6.4516e-05+2.2097e-05i
0.0015851-0.0029019i,0.0022576-0.0040713i,0.0022145-0.0036151i,0.00071683-0.0025451i,0.00083797-0.00063434i,0.0017376-0.00042328i,0.0013456+0.00010224i,-2.466e-05+0.00093014i,-4.2842e-05+0.0015538i,0.0013318+0.0021997i,0.0015389+0.0025858i,0.0002847+0.0032974i,-0.00033107+0.0031118i,-0.0010852+0.0022903i,-0.0010335+0.0011198i,-4.1607e-05+0.0015861i,0.0002095+0.0026031i,-5.1423e-05+0.001596i,0.00053933+0.00092779i,0.00069858+0.0011205i,7.6636e-05+0.0011867i,-0.00014598+0.00089767i,-0.00038976+0.00037729i
0.0069179+0.028153i,0.014139+0.024603i,0.024422+0.015145i,0.020203+0.0011747i,0.011068-0.010316i,-0.00059402-0.013316i,-0.0072891-0.006565i,-0.0062085-0.0019587i,-0.0028094-0.00078306i,0.00040709-0.0030503i,-0.00029156-0.0078819i,-0.0042035-0.0093704i,-0.0081242-0.0089668i,-0.010375-0.0088577i,-0.0098012-0.0094536i,-0.0057166-0.0079067i,-0.0012007-0.0044684i,-0.00054817-0.0024305i,-0.0025243-0.00054456i,-0.0026076+0.0012245i,-0.00012881+0.0009214i,0.0019335-0.00023202i,0.0018071-0.0015925i
-0.0076908-0.0086697i,-0.01057-0.0083476i,-0.01176-0.0068563i,-0.0096587-0.0029022i,-0.0071072+0.00043248i,-0.0031047+0.0011201i,0.00032547-0.00081106i,0.0020025-0.0021447i,0.0013553-0.0020763i,0.00034635-1.5511e-05i,0.0010008+0.0035928i,0.0021367+0.0055284i,0.0033225+0.0048053i,0.0029066+0.0033567i,0.0010185+0.0031163i,0.00036323+0.0032329i,0.00060101+0.0022925i,0.0011619+0.0010328i,0.0017189+0.00026586i,0.0010303-0.0001024i,4.6746e-05+0.00036381i,-0.00046892+0.00020861i,-0.00061254-0.00044656i
0.002915-0.0057737i,0.00048113-0.0062703i,-0.0040354-0.0054914i,-0.0056505-0.0025857i,-0.005038-0.0015052i,-0.0036156-0.0024414i,-0.0024828-0.0024149i,-0.0015866-0.00072249i,-0.00052519-0.00026073i,-0.0014031-0.0008048i,-0.0034993-0.0017517i,-0.0035253-0.0032563i,-0.0022363-0.0030697i,-0.00074999-0.0012904i,0.00067216-0.00030054i,0.0017507-0.0010054i,0.0013002-0.0018316i,0.00028145-0.00161i,0.00010503-0.0010951i,-0.00012967-0.0010764i,-0.0007136-0.0015503i,-0.00077351-0.0012359i,-0.0005986-0.0008308i
-0.0013937+0.0010299i,-0.0023188+0.0023524i,-0.0034431+0.00060903i,-0.0040046-0.0012813i,-0.0040113-0.00044253i,-0.0030192+0.00027941i,-0.0011831-0.001285i,-0.00084101-0.0019988i,-0.0010729-0.0011687i,-0.00019156+0.00042005i,0.0014045+0.0027218i,0.002619+0.0032829i,0.0028406+0.0028678i,0.0019632+0.0031279i,0.00096706+0.0034599i,0.00025066+0.003232i,3.6321e-06+0.0022621i,-0.00051085+0.0017705i,-0.0016154+0.0014299i,-0.00090807+0.0012495i,-0.00029834+0.00085152i,-0.00066306+0.00026928i,-0.00028454+3.9824e-05i
-0.0045479-0.0031996i,-0.0053266-0.0064836i,-0.0048948-0.004448i,-0.0020592-0.0016237i,-6.6518e-05-0.0012479i,0.00019479-0.0022756i,-0.00051654-0.0031016i,-0.00084788-0.0023424i,-0.00027059-0.0012225i,-0.00084362-0.00074241i,-0.0025692-0.00048331i,-0.0042926-0.0016921i,-0.004223-0.0032135i,-0.0023917-0.0035507i,-0.0008923-0.004032i,-0.0003411-0.0037433i,-0.00033047-0.0026749i,-0.00088444-0.0021552i,-0.0012894-0.00090963i,-0.00059041-0.00090643i,0.00064937-0.0015321i,0.00090387-0.0014636i,0.00045395-0.0011287i
0.0054405+0.0020463i,0.0060701+0.00085144i,0.0032078-0.0013094i,-0.001357-0.0026935i,-0.0030935-0.0029179i,-0.0029478-0.0032618i,-0.0026679-0.0030906i,-0.00092543-0.0018347i,-5.5598e-05-0.00073404i,0.00039762-0.00089945i,0.0021246-0.0011022i,0.0037591-1.1434e-05i,0.0033944+0.0012219i,0.001757+0.0015486i,0.00021365+0.0012378i,-5.1139e-05+0.00061908i,0.00033713+0.0012569i,0.0011214+0.0020001i,0.0015746+0.0017014i,0.00128+0.00082161i,0.00046753+0.00093413i,0.00014066+0.0013149i,0.00034915+0.001059i
-0.0052492+0.00089659i,-0.0062847+0.0018732i,-0.0040313+0.0019973i,-0.00087551+0.00050226i,-0.0004023-0.00093037i,-0.001139-0.0015414i,-0.0013614-0.0016258i,-0.0013064-0.0013177i,-0.00081468+5.245e-05i,-0.0014614+0.0011663i,-0.0033697+0.0012681i,-0.0041987+0.00071636i,-0.0033063-0.00044017i,-0.0015654-0.0014609i,0.00035356-0.0017897i,0.00019203-0.0012926i,-0.00023019-0.00091775i,-0.00018051-0.0010429i,-0.00045996-0.0010144i,-0.00031113-0.0011207i,-0.00041332-0.0010201i,-0.00051685-0.00058602i,-0.00047427+0.0004332i
0.0018966-0.0037663i,0.00071264-0.0059512i,-0.0018739-0.0057338i,-0.0031078-0.0031007i,-0.0027818-0.0012526i,-0.0023564-0.00050124i,-0.0014375-0.0011452i,-0.00071927-0.0016707i,-0.00056888-0.001072i,-7.4074e-05+4.7589e-05i,0.0017917+0.00057218i,0.0040454+0.0008895i,0.0036721+0.00080955i,0.0017886+0.001059i,9.2491e-05+0.0018288i,0.00025259+0.0018944i,0.0015353+0.0019968i,0.001238+0.0018147i,0.0008098+0.0012998i,0.00063026+0.00094184i,0.00067408+0.00039506i,7.9625e-05+0.00022174i,-0.0012545+0.00041661i
0.00026263+0.0027586i,0.0011477+0.0019665i,0.0023675+0.0003504i,0.0018532-0.0013199i,0.00138-0.0019617i,0.002086-0.0033366i,0.001507-0.0035172i,0.00033589-0.0023729i,-0.00030228-0.0018084i,-0.0011438-0.0017922i,-0.0028465-0.00036816i,-0.004167+0.0010139i,-0.0039472-2.5436e-05i,-0.0024391-0.0013495i,-0.0013831-0.0014126i,-0.0012126-0.0012507i,-0.00077849-0.0011833i,-9.4796e-06-0.00079057i,-0.00018108+5.2374e-05i,-0.00038087-0.00058548i,6.5308e-06-0.0019027i,0.00076771-0.0019217i,0.0010247-0.00073143i
0.00022369-0.0013192i,-0.0010677-0.0016921i,-0.0025974-0.0034451i,-0.0035724-0.0031659i,-0.0033124-0.001566i,-0.0028245-0.0013013i,-0.0020716-0.0024158i,-0.00052846-0.0024121i,0.00089126-0.0019641i,0.00080374-0.0016292i,0.0012137-0.0011816i,0.0031527-0.00097544i,0.0039456-0.00065185i,0.0025356-5.2406e-05i,0.0013899+0.0012075i,0.0011318+0.0021203i,0.0013605+0.001823i,0.001448+0.0014078i,0.0011474+0.00085783i,0.00052185+0.00076312i,0.0004338+0.00071544i,2.9616e-05+0.0001895i,-0.00082394-0.00033422i
-0.0022948-0.000102i,-0.003804-0.0022204i,-0.0042914-0.003079i,-0.0033382-0.0017375i,-0.0024666-0.0016232i,-0.0021453-0.0029051i,-0.0016829-0.0032147i,-0.00093623-0.0028296i,-0.00070096-0.0016141i,-0.00063309+0.00096083i,-0.001687+0.0028638i,-0.0034955+0.0025286i,-0.0031198-7.8234e-06i,-0.0018894-0.0010414i,-0.0014279-0.00014072i,-0.0016478-0.0006349i,-0.0020647-0.0017758i,-0.0015337-0.0021175i,-0.00030717-0.0015803i,0.00039082-0.0015962i,0.00026332-0.0014884i,-0.00031418-0.00036368i,-0.00049864+0.00079578i
0.00064417-0.0011947i,0.0022497-0.0024056i,0.0029078-0.0028218i,0.0012589-0.0019381i,-0.00030527-0.0013144i,-0.00020685-0.0010041i,-0.00072298-0.0012112i,-0.0013509-0.00088023i,-0.00096827-0.00039094i,-0.00081424-0.00073307i,-9.1837e-05-0.0017271i,0.0014143-0.0021205i,0.0016853-0.0021447i,0.0012399-0.0016978i,0.00040912-0.00038463i,0.00054066+0.00050586i,0.0019435+0.00072724i,0.0022735+0.0010081i,0.0012393+0.00091698i,0.00047106+0.0005686i,0.00022777+0.00028697i,-0.00033752+0.00029785i,-3.0416e-05+0.00051957i
-0.00081839+0.0011929i,-0.00081614-8.2342e-05i,-0.0011655+9.4441e-06i,-0.0015595-0.00040631i,-0.0014923-0.0020588i,-0.00066378-0.00372i,0.00026758-0.0037399i,-0.00026721-0.0027212i,-0.0010043-0.0016886i,-0.00099248-0.00013197i,-0.00089682+0.0010624i,-0.0020486+0.0016798i,-0.0023592+0.0017496i,-0.00094294+0.00032015i,-0.00041363-0.00092453i,-0.00067934-0.00052569i,-0.0012713-0.00086346i,-0.00064528-0.0012339i,-0.00037444-0.0011913i,-0.00089584-0.00074653i,-0.00061483-0.00013092i,-0.00023502+9.3838e-05i,4.1593e-05-0.000296i
-0.0025787-0.0038404i,-0.0025335-0.0038853i,-0.002336-0.0030312i,-0.0022125-0.0021842i,-0.0019327-0.0013881i,-0.0018439-0.0015i,-0.0019236-0.0021414i,-0.0013563-0.0015041i,-0.0004905-0.00092317i,2.3125e-05-0.00086227i,0.00015907-0.00034872i,0.00084945-0.00045425i,0.002042-0.00036898i,0.0017663+0.00020011i,0.0014587+0.00093259i,0.0019944+0.0013925i,0.0021767+0.0013602i,0.0018946+0.0011063i,0.00117+0.0012404i,0.0011832+0.00092446i,0.00089299+2.3938e-05i,0.00014679-0.00020619i,0.00025046-0.00041242i
0.0020605-0.0033711i,0.0020724-0.0043375i,-0.00058552-0.0043185i,-0.0024772-0.0031783i,-0.0022906-0.0015003i,-0.0018483-0.0014436i,-0.00069379-0.0021549i,0.00036716-0.0016078i,0.00022655-8.7157e-05i,-0.00027182+0.0012386i,-0.0016882+0.0019376i,-0.0031009+0.002356i,-0.0032376+0.001654i,-0.0022232+0.00030699i,-0.0016464+0.00021966i,-0.0014562+0.0002773i,-0.0010466+0.00010244i,-0.00093328+0.0002046i,-0.00052051+5.6062e-06i,-0.00038792-0.00013647i,-0.00041453-0.00035146i,-2.9619e-05-0.00034118i,-0.00014808-0.00052265i
0.0012436+0.0015479i,-0.00042919+0.00053866i,-0.0011329-0.0010106i,-0.0013627-0.0025325i,-0.001862-0.0028959i,-0.0014851-0.0023866i,-0.00037592-0.0018216i,-0.00045075-0.0011533i,-0.0013029-0.00043728i,-0.001691-0.0005196i,-0.0012925-0.00085306i,0.00011754-0.0015399i,0.00082003-0.0016356i,0.00066024-0.00058334i,0.00046558+0.0002698i,5.437e-05+0.0001485i,7.3117e-05+0.00033002i,0.00082466+0.00082031i,0.0011112+3.354e-05i,0.00053541-0.00084262i,0.00037106-0.00087495i,0.00082479-0.00075947i,0.00052644-5.2568e-05i
-0.002211-0.0017591i,-0.0019549-0.0026079i,-0.0013239-0.0025221i,-0.00026325-0.0020484i,-4.1226e-05-0.0025315i,-0.00045084-0.0023364i,-0.00060881-0.0019782i,-0.00066518-0.0014146i,-0.00020398-7.3964e-05i,-8.4117e-06+0.00051937i,-9.0144e-05+0.001342i,-0.00051055+0.0025714i,-0.0016676+0.0021053i,-0.0023196+0.00050265i,-0.0023094-0.00059036i,-0.0014871-0.00056875i,-0.0011596-1.1904e-05i,-0.0011058+0.0002564i,-0.00048993+0.00031935i,-0.00016905+0.00072016i,-0.00053239+0.00040078i,-0.00093759-0.00022907i,-0.00014835-0.00060111i
0.0010084+0.00078265i,0.00049383+0.00021753i,-0.00082776-0.00068495i,-0.00208-0.0013109i,-0.0026801-0.002491i,-0.0027821-0.0036187i,-0.0019256-0.0032131i,-0.0017327-0.0027099i,-0.0016152-0.0019505i,-0.0011952-0.001202i,-0.00073786-0.0014443i,-0.00070105-0.0019062i,0.0001875-0.0018011i,0.00096103-0.0013388i,0.00026412-0.00082564i,9.1001e-05-0.00013185i,0.00066511+0.00023452i,0.00049438+0.00030997i,0.0005443+0.00031924i,0.00085248+0.00052081i,0.00013729+0.00053941i,-0.00043531+0.0002188i,-0.00020343+0.00041605i
-0.0017588-0.00050815i,-0.0014611-0.00087415i,8.3548e-05-0.00083733i,0.00048625-0.0018891i,-1.2615e-05-0.0023848i,-0.00010174-0.0020207i,-0.00045091-0.00091861i,-0.00091577-0.00020774i,3.5535e-06-0.00083081i,0.00049642-0.00075641i,-0.00015522+0.00029801i,-0.0014605+0.00087474i,-0.0019984+0.0011068i,-0.0016997+0.0010702i,-0.0016096+0.0011069i,-0.0018069+0.0010029i,-0.0013063+0.00033149i,-0.00079046-0.00010776i,-0.00054153+0.00022883i,0.00025136+0.0010633i,0.00044172+0.001074i,0.00025069+0.00081428i,0.0002946+0.0006547i
0.0011867-0.0017506i,0.0019007-0.0027294i,0.00074372-0.0032028i,-0.0021445-0.0030243i,-0.002794-0.0018405i,-0.0012151-0.0026151i,-0.00096556-0.0031774i,-0.0016144-0.002526i,-0.0012775-0.001828i,-0.00050895-0.00054429i,-0.00046278-0.00038266i,-0.00018927-0.0014078i,0.00082753-0.0022389i,0.0014827-0.0013221i,0.0011239+0.00020302i,0.00080697+0.00071157i,0.0014121+0.00058481i,0.0013688+8.9857e-05i,0.00042403-0.00040978i,0.00027357-0.00033898i,0.00068812+5.0757e-05i,0.00028143+0.0004861i,-2.1656e-05+0.00059753i
-0.0017412+0.0014492i,-0.0025293+0.0020633i,-0.0017994+0.001236i,-0.00025021-0.00082709i,7.0226e-05-0.0018712i,-0.0012547-0.0021942i,-0.0025739-0.0018911i,-0.0020584-0.0010935i,-0.00044469-1.4087e-05i,0.00059616+0.00011853i,0.00034552+0.00075434i,0.0001222+0.0019357i,-0.00022245+0.0013858i,-0.00064909-0.00027823i,-0.0010946-0.00044023i,-0.0014025+1.653e-05i,-0.0011949+0.00025841i,-0.0006191-5.7623e-05i,-3.5683e-05+1.9648e-05i,0.00051683+5.1393e-06i,0.00048274-0.00022348i,0.00029978-0.00050171i,2.3422e-05-0.00041171i
0.001239-0.0038697i,0.0012303-0.0046893i,0.0002206-0.0046136i,-0.00037843-0.0030783i,-0.00081062-0.00086821i,-0.00093093-0.0006539i,-0.00082464-0.00087869i,-0.00070861-0.001259i,-0.00085371-0.0018948i,-0.0011774-0.0014737i,-0.0011264+5.5309e-05i,-0.0010198+0.00067834i,0.00022201+4.509e-05i,0.0011956-0.0002637i,1.0087e-05-0.00034541i,-0.00039636+1.6381e-05i,8.7884e-06+0.00039218i,0.00041781+0.00061532i,0.0010346+0.00022002i,0.0015747-0.00035718i,0.0014763+0.00023257i,0.00084956+0.00070659i,0.00023606-4.4603e-05i
-0.0021475-0.00061505i,-0.0030484+0.0010481i,-0.0035734+0.0013504i,-0.0029389+0.00025693i,-0.0020005-0.00091937i,-0.0015304-0.0020575i,-0.0012622-0.0019578i,-0.00087783-0.0016666i,0.00063017-0.0019427i,0.0013498-0.00081591i,0.0010482+0.00038725i,0.00041759+0.00062573i,-0.00042127+0.001226i,-0.00025472+0.00095082i,-0.00012192+0.00035094i,-0.00032094+0.0010717i,-0.00066121+0.0013574i,-0.00036783+0.00049085i,6.7764e-05-0.00041619i,-0.00088162-0.00045677i,-0.0013942-0.00013806i,-0.00054403-5.3026e-05i,-9.4822e-05+0.00074273i
-0.00023509-0.0024822i,0.001087-0.0038901i,0.0013714-0.0051101i,4.101e-05-0.004789i,-0.0016648-0.0029293i,-0.0010375-0.0020233i,-0.00028284-0.0021042i,-0.00039403-0.0015152i,-4.7056e-05-0.00081835i,-0.00016963-0.00069737i,-0.00010942-0.00066522i,-0.00012292-0.00087966i,-0.00077722-0.0013496i,-0.0013147-0.0006634i,-0.001026-4.6927e-05i,-0.00016329-0.00024268i,0.00082265-0.00043873i,0.00060571-5.0151e-05i,-0.00038672+0.0005495i,-0.00024678+0.00060738i,0.00019483+0.00013494i,4.8726e-05+0.00046135i,-0.00049372+0.00076038i
0.0010271+0.00077963i,0.00037584+0.0006831i,-0.001274-0.00060397i,-0.001903-0.00092891i,-0.0017822-0.0014771i,-0.0020981-0.0025669i,-0.0014263-0.0024424i,-0.00083005-0.0018945i,-0.0012306-0.0010301i,-0.00068921-0.00058175i,-0.00063688-0.00011842i,-0.0013222+0.00018809i,-0.00093483+0.00011861i,-0.00041267+0.00036926i,-0.00036439-2.1178e-05i,-0.00050425-0.00018669i,-0.00095798-0.00033018i,-0.0011546-0.00073392i,-0.0013793-0.00075408i,-0.001117-0.00061681i,-0.00055755-7.4796e-05i,4.2564e-05-0.00011215i,-0.0001386-0.00045573i
-0.00076208-0.0040414i,-0.0011309-0.0051363i,-0.0016012-0.0053868i,-0.001656-0.0041404i,-0.0016157-0.0018292i,-0.0010264-0.00056957i,-0.00023403-0.0010625i,-0.00012173-0.0016084i,-0.00034974-0.0019194i,-0.0016569-0.0014405i,-0.0025049-0.00078215i,-0.0015906-0.00073689i,0.00026644-9.7256e-05i,0.00061268+0.00089439i,-0.00015346+0.0012926i,-0.00065498+0.00053541i,-0.00040089-0.00061814i,-0.00051031-0.00067537i,-0.00028799-0.00013983i,0.0006807+0.00011805i,0.00011132-3.6683e-05i,-0.0013115-0.00020404i,-0.001469-0.00041288i
0.00055853-0.00080331i,-0.00050766-0.0014335i,-0.0021425-0.0016392i,-0.0022828-0.0007166i,-0.0010182-0.0012118i,4.1264e-05-0.0021795i,-0.00022731-0.0017542i,-0.00036426-0.00060668i,-0.00018679+0.00050075i,0.0001911+0.00041028i,0.00053509-0.00023999i,0.00010317+0.00011394i,-0.00041877+0.00054623i,0.00014909+0.00063066i,0.00051079+0.00072468i,0.00016408+0.00011765i,-0.00023083-0.00014425i,-0.00046777-0.00029116i,0.00017916-0.00096011i,0.00073268-0.00063249i,0.00033394-0.00023636i,-0.00014859-0.00016398i,-0.00040218-9.3161e-05i
-0.00347+0.0013259i,-0.0018928+0.001765i,-0.00049534+0.00018135i,0.0001365-0.0013447i,-0.00023316-0.0016636i,-0.00048445-0.0014168i,-0.00085105-0.0015659i,-0.0019629-0.0013571i,-0.0014432-0.00046716i,-0.00012029+7.4935e-05i,-6.0928e-05+0.0007347i,0.00068921+0.0005504i,0.00079643+4.9065e-05i,-0.00013117+0.00038902i,6.1054e-05+0.00022789i,0.00030311-0.00057764i,0.0005817-0.0007641i,0.00073086-0.00068462i,0.00035045-0.00018368i,-9.1099e-05+0.00020838i,-0.00046315-0.00033064i,-0.00013282-0.00040157i,0.00029686+0.00052685i
-0.00024371-0.0056454i,-0.0022742-0.0055587i,-0.0050177-0.0035446i,-0.0040781-0.00062392i,-0.0016513+0.00092782i,0.00021552+0.00030426i,0.00072718-0.0017639i,0.00064555-0.0026728i,0.0010102-0.0014643i,0.00091014-0.00036943i,0.00027859+9.0295e-05i,0.00066169+0.00015043i,0.0012692-0.00028854i,0.00078082+0.00024007i,0.00045504+0.0010824i,0.00037227+0.00081826i,3.5203e-05-0.00010571i,-0.00012355-8.0724e-06i,0.00051126-4.1047e-05i,0.00082964-0.001155i,0.00032461-0.0013321i,-0.00019671-0.00090231i,-0.00044414-0.00036145i
0.00021643+0.0021116i,0.0017046+0.0024756i,0.0032639+0.00062768i,0.0010563-0.0025337i,-0.0014199-0.003496i,-0.0010345-0.00245i,2.1827e-05-0.0016009i,-2.7336e-05-0.00068547i,-0.00060173-0.00027729i,-0.00085632-0.00065422i,-0.00038251-0.0009304i,0.0004746-0.00089297i,0.0011726-0.00082473i,0.00085555-0.00028222i,0.00010695+0.00014245i,-8.5024e-06+5.2958e-05i,0.00043554+0.00064408i,0.00049041+0.00073856i,0.00042174-0.00030845i,0.0007059-0.00023772i,0.00076097-0.00012586i,0.00013972-0.00029682i,-0.00048404-0.00060289i
-0.0026692-0.0013141i,-0.0030568-0.0033367i,-0.0023676-0.0029465i,-0.0011721-0.001094i,-0.0003212-0.00084915i,0.0005909-0.00092381i,-9.0557e-05-0.0011158i,-0.00035837-0.0015026i,0.00053362-0.00069515i,0.00054961-1.2282e-05i,0.00012252-0.0014529i,9.4379e-06-0.0022634i,6.0585e-05-0.0006989i,-0.000269-0.00048059i,-0.0006181-0.001335i,-3.9272e-05-0.0008509i,0.00039435+0.00049008i,-0.00044798+0.00098968i,-0.0017053+0.00062551i,-0.0016674+0.00030757i,-0.00079973-0.0001706i,-7.4963e-06-0.00024399i,0.00033108-0.00021948i
0.0011699+0.0016045i,0.001857+0.0012639i,0.0012567+0.00019598i,-0.00011331-0.0015584i,-0.0013967-0.0027412i,-0.0019359-0.0025428i,-0.0016465-0.0020921i,-0.00099027-0.0015839i,-0.00065515-0.00127i,-0.0012555-0.00074083i,-0.0013576-0.00027271i,-0.000533-0.00015659i,0.00033384-0.00034941i,0.00017707-0.00012358i,-0.00056291+8.4427e-05i,-0.00076632-0.00038072i,0.00034187-0.0011008i,0.0015307-0.00013593i,0.0013712+0.00095595i,0.00070556+0.00059683i,-0.00043128+0.00012703i,-0.00080042-0.00023182i,-0.00014899-0.00031738i
-0.002009-0.0033517i,-0.0039482-0.004116i,-0.0044262-0.0029252i,-0.0026274-0.0012456i,-0.00024438-0.0010885i,0.00043628-0.0023751i,0.00026639-0.0022376i,-0.00054956-0.00090174i,-0.0012344-8.3346e-05i,-0.00047724+5.8221e-05i,0.00041609-0.00041023i,0.00056998-0.00031521i,0.0006773-8.3521e-05i,0.00030497-0.00039798i,-0.00033607-0.00023712i,-0.00011522+0.0002996i,0.00034246+0.00084434i,0.00018193+0.00068849i,0.0002858-0.00012317i,-0.00018449-0.00047126i,-0.00099549-0.00033797i,-0.00063835-5.4332e-05i,-8.7792e-05-2.1679e-05i
0.00070567+0.00043106i,0.00052539+0.0010791i,-0.00024699+0.00015978i,-0.00096786-0.00078305i,-0.0014385-0.0010013i,-0.0011124-0.0010107i,-0.0011508-0.0011612i,-0.0014575-0.0013919i,-0.001407-0.0011329i,-0.0011809-0.000524i,-0.00093813+0.00024505i,-0.00096212+0.00055516i,-0.00088217+0.0005435i,-0.00075026+0.00049744i,0.00010462+0.00055699i,0.00042024+0.00043124i,0.00025608-0.00018824i,1.0102e-06-0.00066197i,3.1692e-06-0.00094125i,0.00035398-0.00092527i,0.00042584-0.00027875i,0.00028974+0.00029114i,-6.7079e-06+0.0003647i
-0.0032224+0.00043466i,-0.003382-0.0003982i,-0.0033957-0.00066631i,-0.002319-0.00058694i,-0.0010365-0.0012543i,-0.00013252-0.002133i,-0.00025501-0.001808i,-0.00081611-0.001198i,-0.0010725-0.00098822i,-0.00086043-0.001149i,-7.9114e-05-0.0007768i,0.00016053-3.4335e-06i,-0.00053052+2.0753e-05i,-0.00097589-0.00020744i,-0.00021063+7.7486e-05i,0.00040581+0.00018669i,-6.1043e-06-0.00021418i,-0.00039552+4.1214e-05i,-0.00059067-5.1501e-05i,-0.0010205+0.00032547i,-0.0014142+0.00083619i,-0.0013119+0.00091442i,-0.00038607+0.00042423i
