-0.001106-0.0010055i,2.4042e-05-0.00052126i,-0.00069181+0.00025777i,-0.00086908+0.0016394i,-8.6928e-05+0.0031418i,0.0008938+0.002523i,0.0019878+0.0019386i,0.002339+0.001983i,0.0016456+0.0010576i,0.000814+0.00043185i,0.0010681-0.0007546i,0.0014467-0.0021404i,0.001114-0.0015705i,0.0010838-0.00029726i,0.0010536-0.0002216i,0.00074164-0.00030486i,0.0001576-0.00015913i,-8.5569e-05-0.00073036i,0.00018207-0.0011924i,-0.00015361-0.00083354i,-0.00036844-0.00045154i,-0.00021201-0.00031621i,0.00012223-0.00027818i
-0.057061-0.02919i,-0.15238-0.068579i,-0.23325-0.10284i,-0.20588-0.099698i,-0.12683-0.076558i,-0.12807-0.052783i,-0.14701-0.010132i,-0.10206+0.016572i,-0.051117+0.01443i,-0.022005+0.012623i,-0.0033834+0.0055406i,-0.00070276-0.0048078i,-0.005244-0.007644i,-0.0091299-0.0048276i,-0.0077009+0.0011818i,-0.0024101+0.00065316i,-0.0012797-0.0052708i,-0.0015663-0.0083139i,0.00064289-0.010095i,0.0025242-0.0086216i,0.0031387-0.0029834i,0.0032067-0.0011348i,0.0017992-0.0044239i
0.02949+0.003758i,0.083084-0.0025291i,0.14042-0.034017i,0.13246-0.069024i,0.081222-0.013601i,0.090762+0.11204i,0.12047+0.14104i,0.079722+0.079607i,0.023329+0.047551i,0.0093924+0.033697i,0.0047355+0.015823i,0.0039713+0.011854i,0.011787+0.0095528i,0.0092647+0.0040608i,0.00056094+0.0030429i,-0.0027659+0.004876i,0.0008488+0.0053723i,0.0049066+0.0033611i,0.0060018+0.0015457i,0.0070376+0.00064484i,0.0071345-0.0017392i,0.0058335-0.0045894i,0.0067482-0.0047253i
0.041545+0.029312i,0.11826+0.064636i,0.17087+0.069587i,0.13198+0.021736i,0.038237-0.0517i,-0.020417-0.11744i,-0.027812-0.13061i,-0.012952-0.081601i,0.0088136-0.046276i,0.010775-0.037306i,0.0067945-0.02028i,0.012546-0.0061173i,0.012524-0.0029501i,0.0088961-0.0054732i,0.0044364-0.0094116i,-0.00030001-0.0065176i,-0.00048701+0.0011836i,0.0014037+0.004708i,0.0030695+0.0057787i,0.0028018+0.0061183i,-0.00087274+0.0060502i,-0.003824+0.0086329i,-0.0035058+0.011832i
-0.062964-0.023734i,-0.17059-0.033543i,-0.26005+0.012389i,-0.2173+0.11197i,-0.10037+0.15422i,-0.061793+0.10904i,-0.08078+0.07266i,-0.057454+0.048454i,-0.028024+0.019999i,-0.019527+0.0098607i,-0.011982-0.0023302i,-0.018243-0.020718i,-0.02644-0.020999i,-0.015302-0.011514i,0.0024812-0.0056594i,0.0084131-0.0067255i,0.0012186-0.0093695i,-0.0052944-0.0068125i,-0.0057829-0.0031019i,-0.0044963+0.00067574i,-0.00066483+0.0024562i,0.00067234+0.00018085i,-0.0022813-0.0021604i
-0.0013105-0.012219i,0.0025935-0.03093i,0.0068029-0.025571i,0.02605+0.0071396i,0.077519+0.040573i,0.13765+0.057367i,0.14122+0.038041i,0.076225+0.014052i,0.029537+0.017334i,0.02603+0.021348i,0.017213+0.01908i,0.01+0.023907i,0.014286+0.023013i,0.011865+0.014485i,0.0058184+0.0075613i,0.0038134+0.0030779i,0.0031911-0.00047694i,0.00067895-0.0031039i,-0.0032104-0.0030425i,-0.0041456-0.0039212i,-0.002697-0.006396i,0.00015971-0.0074517i,0.00425-0.0072429i
0.066284+0.04366i,0.16799+0.068134i,0.23389-0.0023465i,0.13315-0.14718i,-0.071535-0.19761i,-0.17699-0.13293i,-0.13748-0.072027i,-0.06526-0.045409i,-0.030919-0.033954i,-0.021239-0.025341i,0.0019305-0.0074308i,0.029641+0.004096i,0.031801+0.0038131i,0.017291+0.0018946i,0.0023165+0.0008384i,-0.0040157+0.0023486i,-0.00094286+0.0047539i,0.0024002+0.0026383i,0.0030593-0.0031059i,0.00082084-0.005516i,-0.0020016-0.0014627i,-0.00024446+0.0060505i,0.0029066+0.010557i
-0.039038-0.0019844i,-0.11727-0.006441i,-0.1925+0.012657i,-0.18244+0.06076i,-0.10463+0.097483i,-0.044859+0.10509i,-0.024975+0.094417i,-0.012193+0.070458i,-0.0027898+0.050129i,-0.0016992+0.034732i,-0.012105+0.0058021i,-0.032946-0.01993i,-0.044689-0.024284i,-0.034195-0.017257i,-0.014036-0.0093602i,-0.0037604-0.0055408i,-0.0037215-0.0046888i,-0.0040471-0.0037821i,-0.001941-0.0023594i,0.0026288-0.00088299i,0.0056971-0.00060631i,0.0011756-0.0010766i,-0.0079192+0.00039582i
-0.029424-0.047214i,-0.064324-0.072173i,-0.060641-0.02385i,0.039095+0.071631i,0.17378+0.075533i,0.2077-0.011347i,0.13753-0.050594i,0.068145-0.02811i,0.047587-0.016052i,0.040423-0.021056i,0.018001-0.012326i,0.00017871+0.006664i,0.0013926+0.014687i,0.0038084+0.011185i,0.0016113+0.0073831i,0.0029242+0.0054315i,0.0058727+0.0015604i,0.0083136-0.00063964i,0.009876+0.0010518i,0.0092636+0.0019149i,0.0050483-0.00052363i,-0.00035566-0.0041728i,-0.0027089-0.0072921i
0.06399+0.03026i,0.16746+0.040985i,0.25154-0.013258i,0.18676-0.11598i,-0.0032819-0.13486i,-0.13206-0.051464i,-0.12308+0.0044484i,-0.072687-0.0057908i,-0.059819-0.025555i,-0.057019-0.019898i,-0.020912-0.0027328i,0.026848+0.0035909i,0.046492+0.0022172i,0.038729+0.0014236i,0.02085+8.6885e-05i,0.0073336-0.0011618i,0.003944+0.00072677i,0.0050801+0.0032472i,0.0048057+0.001251i,0.000357-0.000599i,-0.0025237+0.0032176i,0.004099+0.0061617i,0.014048+0.0031892i
-0.013053+0.045073i,-0.045219+0.077637i,-0.11291+0.07281i,-0.17383+0.051113i,-0.14931+0.067732i,-0.054186+0.085693i,0.0079006+0.059182i,0.0058748+0.039024i,0.0035125+0.057458i,0.019288+0.066082i,0.017838+0.03718i,-0.0091916+0.0033172i,-0.032656-0.0068705i,-0.028585-0.0082014i,-0.011353-0.013254i,-0.0053985-0.014421i,-0.011156-0.0074671i,-0.016466-0.00012837i,-0.015307+0.003379i,-0.0091213+0.0030706i,-0.0035074-0.00068287i,-0.0034337-0.00081358i,-0.0054073+0.0049053i
-0.042844-0.052113i,-0.11492-0.077228i,-0.15616-0.0088562i,-0.085416+0.11658i,0.038065+0.12367i,0.084168+0.0099712i,0.042243-0.053834i,0.020169-0.038796i,0.045151-0.038177i,0.050923-0.057542i,0.022938-0.046795i,0.00056862-0.018642i,-0.0044605-0.0041823i,-0.0045816+0.0030266i,-0.0017329+0.0096659i,0.005233+0.0084551i,0.0075828-3.4445e-05i,0.0044628-0.0051638i,0.0022322-0.0036306i,0.0015719-0.0021997i,-0.0011772-0.0022048i,-0.0075667-0.0019145i,-0.011517-0.00031018i
0.037904-0.0096327i,0.11274-0.033659i,0.17629-0.082351i,0.14905-0.12381i,0.033119-0.09115i,-0.068564+0.0177i,-0.064243+0.085009i,-0.032159+0.048293i,-0.061668-0.0033264i,-0.089654-0.00056693i,-0.054869+0.01747i,0.0030281+0.013106i,0.0314+0.00065898i,0.026648-0.0029383i,0.01296+0.0022269i,0.0065441+0.0076136i,0.0096515+0.0051221i,0.015314-0.0035375i,0.013806-0.011756i,0.0068089-0.011324i,0.0050305-0.0044766i,0.0099869-0.0035611i,0.011041-0.0078775i
-0.00013247+0.053614i,-0.00088351+0.091139i,-0.01314+0.041627i,-0.055306-0.069219i,-0.080184-0.096205i,-0.030592-0.053548i,0.02224-0.031918i,0.021984-0.00099709i,0.030116+0.061738i,0.06148+0.083879i,0.055599+0.050499i,0.01137+0.024316i,-0.018055+0.020769i,-0.017692+0.01284i,-0.011445+0.0011292i,-0.010929-0.0012421i,-0.012791+0.0045602i,-0.012319+0.009199i,-0.0072768+0.0082024i,-0.0015235+0.0031443i,-0.0002632-0.00076715i,-0.00093622+0.0015959i,0.00020164+0.0050003i
-0.017948-0.012992i,-0.04675-0.029825i,-0.065707+0.018018i,-0.028818+0.097284i,0.029479+0.080259i,0.017645-0.0071898i,-0.041076-0.044111i,-0.037053-0.027699i,0.02276-0.053757i,0.036979-0.10515i,0.0045337-0.096383i,-0.0088061-0.054346i,-0.0024441-0.032557i,0.001569-0.020929i,0.0037821-0.013128i,0.0042094-0.013323i,0.0015805-0.012814i,-0.0017539-0.0068567i,-0.0014563+0.0017366i,0.0023704+0.0049537i,0.002238+0.0031621i,-0.0029153+0.0041994i,-0.0043826+0.006603i
0.031733-0.03126i,0.070989-0.046402i,0.1006-0.040567i,0.093313+0.0033256i,0.063768+0.069934i,0.040033+0.11748i,0.040867+0.11307i,0.013895+0.045154i,-0.074014+0.0034i,-0.12356+0.036584i,-0.074663+0.056294i,-0.0079945+0.024887i,0.015292-0.0051974i,0.014417-0.015704i,0.0082181-0.016488i,0.0040127-0.010717i,0.0067501-0.0089613i,0.0099057-0.013628i,0.0063765-0.015517i,-6.0895e-05-0.0091047i,-0.0014098-0.0023115i,0.00032321-0.0037528i,-0.0005982-0.0088765i
-0.010169+0.053182i,-0.044972+0.10029i,-0.079437+0.11462i,-0.090488+0.065691i,-0.086434-0.0057824i,-0.056138-0.054013i,-0.022433-0.063953i,-0.00017117-0.0075731i,0.046374+0.072511i,0.10466+0.092536i,0.10264+0.056478i,0.043552+0.038491i,0.0023127+0.05273i,-0.0047582+0.052566i,-0.0038647+0.03363i,-0.0027296+0.020632i,-0.0030259+0.016939i,-0.0030975+0.017244i,-0.00050371+0.014645i,-0.0012498+0.0083518i,-0.0033367+0.0046709i,-0.0013825+0.0060576i,0.0014177+0.0089127i
-0.023358-0.0083689i,-0.033114-0.028945i,-0.042604-0.060323i,-0.04987-0.058199i,-0.049365-0.022768i,-0.065948+0.013781i,-0.079718+0.035399i,-0.04138+0.020433i,0.021649-0.050668i,0.019628-0.12722i,-0.026956-0.12267i,-0.035511-0.067428i,-0.016291-0.037501i,-0.0035142-0.019009i,0.0072094+0.00039606i,0.010173-0.00011524i,0.0018997-0.0055126i,-0.0044825-0.0025843i,-0.0019869+0.0014151i,0.0042309-0.00041492i,0.0042243-0.0063375i,-0.00049142-0.0044562i,7.4068e-05+0.0017582i
0.049426-0.054626i,0.10461-0.12106i,0.13058-0.18365i,0.076338-0.18356i,0.016337-0.080859i,0.048092+0.029342i,0.086628+0.033995i,0.027857-0.016037i,-0.082167-0.013576i,-0.12851+0.047593i,-0.076951+0.079704i,-0.0047397+0.031151i,0.010399-0.027726i,-0.00565-0.038003i,-0.010188-0.025679i,-0.0043055-0.012446i,0.0034578-0.01094i,0.0018274-0.019423i,-0.0071-0.019246i,-0.0099755-0.011668i,-0.0068834-0.007054i,-0.0052405-0.0075703i,-0.0074328-0.007509i
-0.0046484+0.052459i,-0.033227+0.12701i,-0.075238+0.20359i,-0.077065+0.19732i,-0.05182+0.085376i,-0.056842-0.025915i,-0.054949-0.049822i,-0.012609-0.0088191i,0.051395+0.044259i,0.11356+0.060853i,0.12314+0.032509i,0.073523+0.031422i,0.042606+0.059565i,0.035852+0.048572i,0.015618+0.019229i,0.00053311+0.0093468i,0.0026287+0.0096779i,0.0088877+0.0099895i,0.010791+0.004574i,0.0084402+0.00064592i,0.006787+0.0048301i,0.0086554+0.00792i,0.0081719+0.0046542i
-0.051905+0.023549i,-0.08362+0.052047i,-0.034085+0.085481i,0.08765+0.099059i,0.13194+0.068992i,0.053693+0.045603i,-0.013634+0.073388i,0.0049955+0.072278i,0.037029-0.0085597i,0.0033608-0.096769i,-0.063247-0.098221i,-0.079767-0.041359i,-0.048998-0.014572i,-0.019231-0.012033i,-0.0018422-0.0095472i,-0.0030041-0.011755i,-0.011991-0.0058478i,-0.0071675+0.0024337i,0.0047834+0.00075675i,0.010112-0.004159i,0.0076399-0.006586i,0.0022302-0.0040955i,0.0014882-0.0021815i
0.061054-0.05533i,0.13102-0.15864i,0.14404-0.27272i,0.045475-0.27686i,-0.034985-0.13635i,-0.0033245-0.011333i,0.027799-0.0088308i,-0.016436-0.025286i,-0.075582+0.018213i,-0.082543+0.081896i,-0.030023+0.088358i,0.0087497+0.018013i,-0.011942-0.037154i,-0.031355-0.029596i,-0.019356-0.0094653i,-0.0021479-0.0039815i,0.0049043-0.0079504i,-0.0032689-0.010346i,-0.011961-0.0034966i,-0.010274+0.0036691i,-0.0084073+0.0049461i,-0.0092423+0.0050528i,-0.0052855+0.0070001i
0.024636+0.043124i,0.015268+0.095733i,-0.071221+0.13435i,-0.1913+0.12229i,-0.23382+0.08598i,-0.1826+0.050201i,-0.11893+0.0099169i,-0.069697-0.00887i,0.00071284-0.0020841i,0.078339-0.0081344i,0.10598-0.031178i,0.08373-0.021446i,0.067507+0.012733i,0.055972+0.018171i,0.031823+0.0092349i,0.019892+0.0066979i,0.018906+0.0008234i,0.015287-0.0020637i,0.010632-0.0007406i,0.006881+0.0011723i,0.0069026+0.0039163i,0.0087115+0.0018559i,0.00591-0.00035941i
-0.082705+0.019993i,-0.15271+0.080454i,-0.12527+0.16137i,0.02926+0.18182i,0.14707+0.097455i,0.12637+0.015523i,0.07478+0.021881i,0.05616+0.030452i,0.024012-0.014756i,-0.042242-0.056874i,-0.091968-0.031181i,-0.074937+0.020012i,-0.029987+0.024973i,-0.0050576+0.0077494i,0.0043077-0.0015492i,-0.0023412-0.0027925i,-0.012451+0.0053131i,-0.0089645+0.0083347i,-0.0013288+0.0028157i,0.0013764-0.0025373i,-0.001324-0.0062372i,-0.006333-0.0058501i,-0.011422-0.0042625i
0.030555-0.055894i,0.07539-0.16004i,0.1208-0.26013i,0.11574-0.27069i,0.067784-0.17568i,0.041522-0.079658i,0.034437-0.052183i,0.022182-0.034356i,0.009326+0.014854i,0.01438+0.068091i,0.032164+0.067239i,0.021228+0.011752i,-0.017564-0.019347i,-0.032939-0.007049i,-0.02087+0.0015669i,-0.0081959+0.00060043i,0.00025931-0.0012486i,0.00012053-0.0034979i,-0.0047663+0.000241i,-0.0041421+0.0040817i,-0.0010931+0.0036522i,0.0016828+0.0043519i,0.0074313+0.0029009i
0.077578+0.044684i,0.1359+0.075649i,0.087827+0.06386i,-0.065884+0.037141i,-0.16434+0.060283i,-0.14758+0.10774i,-0.088258+0.094916i,-0.047485+0.031543i,-0.013838-0.012749i,0.026538-0.036609i,0.044829-0.055705i,0.038598-0.042827i,0.037053-0.016121i,0.025533-0.012492i,0.0042219-0.0098855i,0.0021907-0.0044399i,0.0060317-0.010563i,0.0029345-0.016684i,-0.0025587-0.016877i,-0.0067835-0.013086i,-0.0041108-0.0089467i,0.00081071-0.0062763i,0.003667-0.00061609i
-0.054551+0.027567i,-0.1118+0.078141i,-0.092631+0.1175i,0.0027131+0.099337i,0.045071+0.033432i,0.015199-0.0082399i,-0.013424+0.021954i,-0.015131+0.070794i,-0.018354+0.072709i,-0.046448+0.048367i,-0.063532+0.051583i,-0.040532+0.062801i,-0.012418+0.044765i,0.0012615+0.020562i,0.007825+0.0062271i,0.00058274+0.0011383i,-0.0095167+0.009143i,-0.006293+0.014723i,0.0012596+0.0092909i,0.0035707+0.0018445i,0.0029117+0.0021032i,-0.00040494+0.0076212i,-0.007616+0.010549i
-0.04024-0.063937i,-0.059954-0.13384i,-0.067551-0.14458i,-0.051211-0.074802i,-0.021165-0.010905i,-0.0168-0.00043086i,-0.029127-0.01205i,-0.014156-0.0094728i,0.02336-0.0032847i,0.052118-0.0068109i,0.054751-0.020793i,0.025207-0.03754i,-0.0031893-0.029463i,0.0044154-0.0097706i,0.016413-0.0076245i,0.013167-0.009515i,0.013585-0.0077307i,0.017602-0.005802i,0.020501-0.0028942i,0.02321-0.0044653i,0.020639-0.0079117i,0.013369-0.0096651i,0.007244-0.013219i
0.059567+0.037624i,0.1119+0.096648i,0.11218+0.15163i,0.055984+0.1636i,0.01848+0.13301i,0.028703+0.067416i,0.026934-0.018713i,-0.02246-0.084483i,-0.068425-0.094909i,-0.071817-0.070345i,-0.047048-0.049401i,-0.015028-0.038146i,-0.00091063-0.032099i,-0.01395-0.019345i,-0.017449-0.00088644i,-0.0035466+0.00065241i,-0.0001017-0.0097671i,-0.0074778-0.014065i,-0.014256-0.012577i,-0.017641-0.008006i,-0.018407-0.0033466i,-0.016837+0.0011631i,-0.009341+0.0051177i
0.001822+0.029572i,-0.0078142+0.029592i,0.00078337-0.025407i,0.026161-0.10468i,0.03121-0.1304i,0.010713-0.093681i,0.0040479-0.030568i,0.017752+0.030724i,0.028676+0.075583i,0.033557+0.099252i,0.036259+0.099087i,0.03034+0.079724i,0.017463+0.057693i,0.013415+0.035953i,0.010507+0.0163i,0.00067871+0.011103i,-0.007048+0.018022i,-0.007828+0.022956i,-0.0036397+0.022868i,0.0020588+0.022584i,0.0073331+0.020994i,0.0077826+0.01815i,0.0043252+0.016535i
-0.0027527-0.064385i,-0.031076-0.17312i,-0.10681-0.25283i,-0.20739-0.20187i,-0.22613-0.034266i,-0.12342+0.12061i,-0.014606+0.1561i,0.038783+0.10425i,0.065619+0.03006i,0.068107-0.038693i,0.041404-0.072249i,0.012709-0.060592i,0.011082-0.043292i,0.016218-0.043055i,0.0077731-0.03549i,0.0051988-0.019574i,0.011609-0.017799i,0.013769-0.022679i,0.013048-0.02056i,0.013221-0.017429i,0.011883-0.017438i,0.0072492-0.019363i,0.0011814-0.022062i
0.019226+0.055732i,0.071169+0.15899i,0.10587+0.25905i,0.085777+0.26957i,0.025183+0.18661i,-0.047951+0.091255i,-0.079694+0.032819i,-0.078223-0.0016473i,-0.084934-0.018622i,-0.093767-0.0059107i,-0.072306+0.02094i,-0.025544+0.016979i,-0.010154-0.0024574i,-0.021971+0.0077715i,-0.01641+0.018868i,-0.0044564+0.0057113i,-0.0028973-0.0048301i,-0.0066602-0.0069253i,-0.01488-0.0074063i,-0.022023-0.0016647i,-0.021674+0.0060909i,-0.012889+0.010063i,-7.6222e-05+0.010142i
-0.050682+0.041256i,-0.072326+0.082532i,0.03177+0.069479i,0.20423-0.040881i,0.21423-0.14875i,0.066666-0.16325i,-0.041077-0.098927i,-0.036223-0.026454i,0.016832+0.011613i,0.054423+0.025083i,0.056637+0.02779i,0.032125+0.03591i,0.021455+0.051692i,0.036522+0.041547i,0.034174+0.011748i,0.00923+0.0062587i,-0.0018014+0.021464i,0.0073279+0.027519i,0.016445+0.018624i,0.01446+0.0053631i,0.0077382-0.0020386i,0.0011156+0.00073208i,-0.004364+0.0092637i
0.022857-0.10156i,-0.0012743-0.22843i,-0.1024-0.27596i,-0.18959-0.14756i,-0.11135+0.021471i,0.045566+0.069667i,0.088631+0.02023i,0.0249-0.0096003i,-0.024368-0.0041353i,-0.034855-0.020669i,-0.046933-0.051533i,-0.053906-0.055848i,-0.037278-0.05099i,-0.025191-0.053474i,-0.022245-0.03953i,-0.0072479-0.022495i,0.0041289-0.025966i,-0.00066048-0.030784i,-0.0052208-0.02435i,-0.0031166-0.019056i,-0.0048877-0.017122i,-0.0091131-0.012482i,-0.010125-0.0099312i
0.094886+0.023187i,0.15623+0.075228i,0.11158+0.16073i,-0.042904+0.24565i,-0.1557+0.26924i,-0.14753+0.20625i,-0.087749+0.11818i,-0.038386+0.069672i,-0.011085+0.06577i,0.013935+0.079764i,0.04811+0.069243i,0.05466+0.026269i,0.020989+0.0078268i,-0.0040872+0.029003i,0.00090938+0.032965i,0.0047456+0.0064327i,-0.0020501-0.0092054i,-0.0052809-0.0045672i,-0.0064525+0.0017103i,-0.005152+0.0061966i,0.0043108+0.0091212i,0.015641+0.0053492i,0.022692-0.0022021i
-0.044243+0.063913i,-0.079343+0.10274i,-0.076843+0.038011i,-0.054761-0.11318i,-0.081343-0.17374i,-0.1198-0.083225i,-0.074691+0.013194i,0.015348+0.0024532i,0.061097-0.068995i,0.051887-0.10275i,0.037895-0.068291i,0.047235-0.013501i,0.058019+0.010148i,0.052968+0.0037013i,0.034705-0.0037064i,0.014097+0.0052383i,0.0054229+0.019217i,0.0093111+0.017829i,0.015588+0.0021586i,0.017025-0.012646i,0.010983-0.016004i,0.00072914-0.0052036i,-0.0080154+0.013305i
-0.0030053-0.022857i,0.00049971-0.097366i,-0.0070521-0.17719i,-0.02011-0.18599i,0.0013532-0.12201i,0.066035-0.072428i,0.05867-0.063625i,-0.026529-0.016084i,-0.07134+0.052916i,-0.07926+0.073057i,-0.085997+0.0598i,-0.079308+0.028773i,-0.067722-0.0091581i,-0.054501-0.025076i,-0.031277-0.020299i,-0.005223-0.015726i,0.0045263-0.018569i,-0.0028156-0.016922i,-0.0057597-0.0050468i,-0.00058603+0.0016339i,-0.00015014+0.00079463i,-0.0080978+0.0016913i,-0.017529+0.0011053i
0.062789+0.088539i,0.18627+0.179i,0.29115+0.22705i,0.27437+0.20964i,0.14968+0.19168i,0.012558+0.18514i,-0.048038+0.15166i,-0.044712+0.10194i,-0.015809+0.079615i,0.043503+0.0586i,0.080101+0.011482i,0.060518-0.011774i,0.037542+0.0042616i,0.032525+0.013776i,0.022738+0.0043113i,0.0081693-0.0056622i,0.0044558-0.010528i,0.0068951-0.012853i,0.0055909-0.010073i,0.0078581-0.0023216i,0.014556+0.0012927i,0.017281-0.0044478i,0.015544-0.016106i
-0.14182+0.005426i,-0.27874+0.032117i,-0.32322+0.050172i,-0.24358+0.0013228i,-0.18489-0.067088i,-0.1769-0.061385i,-0.13284-0.026247i,-0.05959-0.047585i,-0.034097-0.10127i,-0.066354-0.10298i,-0.071645-0.041706i,-0.015192+0.00329i,0.026279-0.006967i,0.018163-0.021109i,0.0046151-0.011038i,0.0039024+0.0037897i,0.0051345+0.012906i,0.0063593+0.0077363i,0.0019072-0.0089987i,-0.0081879-0.014526i,-0.011262-0.0030415i,-0.0067119+0.01242i,0.0003142+0.021686i
0.025576-0.17704i,-0.035786-0.30288i,-0.1781-0.25004i,-0.25116-0.013582i,-0.14274+0.12028i,-0.024755+0.026969i,-0.039495-0.055921i,-0.060146+0.00073005i,-7.0888e-05+0.066967i,0.054057+0.06656i,0.044888+0.039443i,-0.0080943+0.021303i,-0.045579+0.021914i,-0.037506+0.02299i,-0.014695+0.0077436i,-0.0049519-0.011584i,-0.0091437-0.017328i,-0.012673-0.0062698i,-0.0033308+0.0097887i,0.012598+0.016169i,0.018608+0.013003i,0.012178+0.0065575i,0.00065809-0.0010603i
0.26231+0.15609i,0.51712+0.21298i,0.62465+0.1352i,0.46143+0.018719i,0.20317+0.048376i,0.0973+0.1458i,0.10377+0.11098i,0.061703+0.014875i,0.017771-0.01316i,0.029093-0.047247i,0.019918-0.096279i,0.0073355-0.082417i,0.03412-0.048441i,0.043157-0.04311i,0.021105-0.034749i,0.0088142-0.017167i,0.011678-0.0075022i,0.014711-0.0079789i,0.013226-0.012639i,0.010014-0.013862i,0.0049823-0.010826i,-0.002156-0.0083627i,-0.0050319-0.012341i
-0.19642+0.30024i,-0.29363+0.44672i,-0.2919+0.29237i,-0.30837-0.08217i,-0.38484-0.23821i,-0.31291-0.12627i,-0.11671-0.0523i,-0.036985-0.063026i,-0.069278-0.034871i,-0.077973+0.032821i,-0.024624+0.063578i,0.024485+0.031823i,0.018386-0.0015684i,0.0082066-0.0021331i,0.016195+0.00023309i,0.019684-0.00079335i,0.018539+0.0016799i,0.012117-0.0009789i,0.00088346-0.0058616i,-0.003829-0.0037787i,0.0011068+0.0031892i,0.0099626+0.0092799i,0.020064+0.013935i
-0.28133-0.28901i,-0.50807-0.39819i,-0.57395-0.23359i,-0.39594+0.058251i,-0.1675+0.15427i,-0.10092+0.12469i,-0.12259+0.13805i,-0.061827+0.13669i,0.055375+0.070551i,0.12136-0.0032812i,0.11221-0.026195i,0.066106-0.0020417i,0.031509+0.02711i,0.022966+0.028398i,0.016907+0.010153i,0.00024773-0.0029667i,-0.016805-0.0076919i,-0.016659-0.0043049i,-0.00034178+0.0017303i,0.0070509+0.0037422i,-0.005053+0.012729i,-0.018057+0.027221i,-0.013883+0.029012i
0.34702-0.17788i,0.5239-0.3134i,0.52797-0.34013i,0.40398-0.25399i,0.24883-0.11687i,0.12559+0.0030239i,0.092546+0.023277i,0.065072-0.032007i,-0.010814-0.02343i,-0.037102+0.025786i,-0.017796+0.0169i,-0.0040155-0.02068i,0.0107-0.041302i,0.023819-0.03855i,0.03689-0.028444i,0.042351-0.028146i,0.03298-0.027748i,0.020057-0.02567i,0.0056126-0.024726i,-0.0043229-0.017468i,-0.0066437-0.0072791i,-0.0066425-0.0021789i,-0.0050911-0.0067897i
0.030743+0.40457i,0.082121+0.56482i,0.047182+0.42115i,-0.081165+0.12459i,-0.17212+0.026016i,-0.12305+0.12556i,0.0056485+0.19833i,0.073046+0.16262i,0.058701+0.11373i,0.06341+0.11758i,0.10036+0.10386i,0.084109+0.06872i,0.03364+0.057209i,-0.00043454+0.032752i,-0.030845-0.00073557i,-0.043763-0.0075905i,-0.02631-0.0030288i,-0.0081653-0.0019129i,-0.0011257+0.003003i,0.0062673+0.0095932i,0.0080576+0.0093125i,0.0011647+0.01306i,0.0024916+0.028291i
-0.31867-0.0054755i,-0.43079+0.013503i,-0.28942+0.058037i,-0.083343+0.08009i,-0.16652+0.029404i,-0.48364+0.0017179i,-0.66182+0.064984i,-0.52008+0.1322i,-0.25654+0.093087i,-0.11702+0.010044i,-0.076778+0.0089684i,-0.026625+0.036672i,0.013159+0.024869i,0.029318+0.01985i,0.050526+0.016587i,0.054701-0.012371i,0.029067-0.030035i,0.013088-0.023848i,0.017513-0.023196i,0.012591-0.030409i,-0.01115-0.034764i,-0.044478-0.035982i,-0.063912-0.027757i
0.17462-0.27855i,0.29974-0.48174i,0.25394-0.56796i,0.017568-0.50871i,-0.20163-0.38713i,-0.27916-0.31589i,-0.2218-0.27738i,-0.12655-0.19255i,-0.068258-0.083302i,-0.049708+0.01417i,-0.022607+0.06503i,-9.692e-05+0.036255i,-0.0082862+0.0013879i,0.016146+0.014358i,0.073863+0.036487i,0.11461+0.043798i,0.12456+0.022566i,0.091533-0.015476i,0.039276-0.028337i,0.016829-0.022473i,0.019668-0.018733i,0.02622-0.0023396i,0.035027+0.018167i
0.19244+0.1818i,0.19709+0.25333i,-0.064243+0.30721i,-0.31041+0.44111i,-0.20382+0.60471i,0.081911+0.60884i,0.19053+0.44778i,0.13346+0.26431i,0.091522+0.11391i,0.098442-0.0036077i,0.10817-0.080314i,0.092682-0.099615i,0.069214-0.081971i,0.022376-0.076273i,-0.048516-0.063166i,-0.086572-0.024178i,-0.071671+0.0096067i,-0.031175+0.016887i,0.0055015-0.0012436i,0.022332-0.018712i,0.018446-0.012143i,0.0023016+0.0078564i,-0.010531+0.022007i
-1.9698+6.9804i,0.31827+6.6473i,3.1966+5.5361i,4.3581+2.3556i,3.7699-0.9906i,1.692-2.8926i,-0.35569-2.3532i,-1.0542-0.78217i,-0.36096+0.24227i,0.61318+0.034245i,0.68052-0.6748i,0.15675-1.0979i,-0.52275-1.6291i,-1.3271-2.3282i,-1.6018-2.4359i,-1.0596-1.558i,-0.39195-0.54566i,-0.31005-0.051365i,-0.6608+0.21437i,-0.67406+0.46761i,-0.17391+0.55317i,0.37369+0.31385i,0.49106-0.13239i
-0.10415-0.32377i,-0.17185-0.37433i,-0.22026-0.31544i,-0.20645-0.18469i,0.0094239-0.0021787i,0.31466+0.13517i,0.3889+0.10186i,0.2258+0.024213i,0.10826+0.01748i,0.10504-0.018472i,0.06916-0.08831i,0.01148-0.10246i,-0.0039508-0.081442i,-0.015069-0.058282i,-0.022183-0.026065i,-0.0097194-0.0049885i,-0.0059105-0.0010947i,-0.021284+0.017042i,-0.028503+0.041665i,-0.023873+0.041833i,-0.01667+0.027948i,0.00057276+0.0071183i,0.010814-0.020683i
