0.0024131-9.0355e-05i,0.0017754-0.00094902i,0.0011008-0.0025453i,-1.8056e-05-0.0031287i,-0.0014745-0.0024759i,-0.0025221-0.00070934i,-0.0012725+0.00071275i,0.00021216+0.0011023i,0.0015688+0.00045475i,0.0013236-0.00089583i,0.00028014-0.0015786i,-0.00013416-0.00033805i,-0.00035561+0.00030331i,0.00040687-0.0003685i,0.001303-0.00040136i,0.0015711+0.00035505i,0.00069079+0.00071137i,9.1301e-05+0.00043312i,0.00044412-0.00032012i,-3.5145e-05-0.0010025i,-0.0003517-0.00068734i,-0.00048964+5.3576e-05i,7.8082e-05+0.00034561i
-0.00012207+0.0023396i,0.00054104+0.0029248i,0.0022424+0.0024957i,0.0023599+0.00059583i,0.0020224-0.00057566i,0.0021884-0.00056281i,0.0015208-0.00040873i,0.00072565-0.00031622i,0.00053918+2.2154e-05i,0.00017412-0.00011822i,-0.0004238-0.00034804i,-0.00049039-0.00035279i,0.00027688+0.00013861i,0.00057846+0.00035046i,-0.00038178+0.00031109i,-0.00050509+0.00010596i,-0.00023201+0.00022305i,-0.000689+0.00022358i,-0.00027114+0.00049267i,0.00031753+0.00068319i,0.0002186-0.00014638i,-0.00075841-0.00042395i,-0.00090593+0.00017103i
-0.0025151-0.00037274i,-0.002869-0.00013339i,-0.002399-0.00014155i,-0.0012031-0.00028718i,0.00085236+0.00038753i,0.0022584+0.00057435i,0.0016169-5.1646e-05i,0.00043796+0.00016956i,-1.1776e-05+1.3952e-06i,-0.00027399-0.0011715i,-0.00048151-0.0010403i,-0.00035846-0.0005967i,-0.00041229-0.00086667i,-0.00044596-0.00027112i,-0.00030689+0.0002059i,0.00019772-0.00025426i,0.00050152-0.00063323i,0.00038777-0.00042658i,0.00038074-0.00035178i,0.00045813-0.00029979i,2.1187e-05+6.7605e-06i,-0.00099422+8.3528e-05i,-0.0012377-0.00052053i
0.00092799-0.00024232i,0.00053599+0.00038552i,0.00097454+0.00057319i,0.0011223+0.00054737i,0.0011161+8.906e-05i,0.0021905-0.00055807i,0.0015993-0.00052806i,0.00024398-0.0012096i,7.8072e-05-0.0011245i,0.00037521-0.0010097i,7.6728e-05-0.0014547i,-0.00019239-0.00038262i,6.5846e-05+0.00032594i,0.0002437-5.166e-05i,0.00021141-0.00034714i,0.00056803+0.0002192i,0.0003865+0.00018214i,0.00032381-0.00074919i,0.00041046-0.00069022i,0.00047148-0.00084036i,0.00079737-0.00048941i,0.00056765-0.0001615i,-0.00019152-0.0007219i
0.00026928+0.0002719i,-0.0014002-0.00074402i,-0.00084294-0.00091669i,-5.0918e-05-0.00073902i,0.00083414-0.00053491i,0.0014544-7.2606e-05i,0.00079148+9.9137e-05i,-3.8093e-05-1.6118e-05i,5.8928e-05-0.00016194i,-0.0003296-0.00065581i,-0.00059306-0.0010818i,-0.0002592-0.00040734i,-9.9226e-05+0.0004598i,0.00017728+0.00085854i,0.00065966+0.0010069i,0.00026162+0.0007505i,-0.0004674+0.00020879i,0.0002701+0.0010157i,0.0010852+0.0015479i,0.00097618+0.00018712i,0.00062874-0.00057188i,0.00019795-0.00057046i,7.7262e-05-0.00047052i
-0.0019337-0.0004812i,-0.0014495+7.7993e-05i,-0.0005342+0.0013313i,0.00029061+0.002005i,0.001251+0.0012791i,0.0012043-1.4091e-05i,0.00051719-0.0014347i,0.00064573-0.0023517i,0.00063009-0.0012768i,0.00084794+0.00016995i,0.0012988+0.00029304i,0.00062663+0.00040166i,6.121e-05+3.7016e-05i,-0.0003564-0.00082733i,-0.00030685-0.0012072i,0.00032399-0.00054443i,0.00029095+0.00032647i,0.00031721+0.0010602i,0.00071429+0.00087286i,0.00042814+0.00020482i,0.00014189-0.00041217i,0.00036403-0.00072314i,4.5737e-05-0.00012346i
-0.00020043+0.0020071i,-0.001112+0.0031503i,-0.0015371+0.0022572i,-0.00038057-4.0261e-05i,0.0015838-0.0011644i,0.0024205-0.00060911i,0.0014435+0.0002739i,2.1702e-05+0.00057837i,0.00010476+0.00016673i,0.00043876-0.000386i,5.6152e-05-0.0008653i,0.00019971-0.00018121i,-7.7463e-06+0.00087007i,0.00015001+0.00077403i,0.00046959+0.00025027i,-0.000276-0.00028617i,-0.00037769-0.00032544i,0.0004328-0.00095206i,0.00066701-0.00098488i,0.00046315+6.7853e-05i,-6.5934e-05+3.7215e-05i,-0.00026154+0.00024053i,-0.00036697+0.00078744i
-0.00010066-0.0010462i,4.9722e-05-0.00030456i,-0.00015769+0.00070235i,-2.009e-05+0.0013449i,0.00083743+0.0012384i,0.001822-0.00010531i,0.0017947-0.0012612i,0.00050151-0.001345i,-0.00035398-0.00054891i,-0.00068284-0.00050233i,-0.00067689-0.00023883i,-0.0004068+0.00042616i,3.1645e-05-0.00043766i,2.728e-05-0.00080713i,-4.1896e-05-0.00054172i,0.00047405-0.00074303i,0.00034799-0.0004352i,0.00010917+0.00028479i,1.2946e-05+0.00039231i,-0.00022843+0.00025795i,-0.00015592+0.00054162i,0.00055118+0.0004205i,0.00097959+0.00010152i
-0.00084748+0.00085304i,-0.0011571+0.0018033i,0.00089344+0.0015972i,0.0021887+0.00048008i,0.0018695-0.00064183i,0.0017475-0.0010143i,0.0011001-0.00051234i,0.00031531+9.3818e-05i,0.00069897-0.00013057i,0.00043273-0.0010981i,-0.00099477-0.00071774i,-0.00099007-0.00042753i,0.00029432-0.0009605i,0.00049602-0.0012646i,0.000319-0.0013213i,4.0533e-05-2.0138e-05i,-0.0012473+0.00076199i,-0.0012341-0.00044707i,-0.00010766-0.0011288i,0.00011617-0.00048171i,-0.00023008-0.00024689i,0.00012658-0.00016131i,0.00045079+8.5617e-05i
-0.0013703-0.0006624i,-0.00071806+0.00081918i,-0.0009186+0.0016615i,0.00024867+0.001669i,0.0022127+0.00053854i,0.0032613-0.00062231i,0.0025279-0.0012376i,0.00078302-0.00089476i,-0.00022742-0.00063778i,-0.00026546-0.00012842i,-0.00025323+5.7104e-05i,-0.00037039-0.00027276i,0.00011125-0.00044024i,-8.2328e-05-0.00094182i,-0.00012289-0.0010491i,0.00023331-0.00019637i,0.0004393+0.00014179i,0.00069939+0.00083456i,0.00015794+0.0010164i,-0.00039917-2.5806e-06i,-0.0004427-0.0004576i,-0.00028955-0.0009272i,-0.00063048-0.00076294i
-0.00076899+0.0022246i,-0.00094822+0.0029337i,0.00011212+0.0015712i,0.00012243-0.00077326i,0.0006384-0.0015366i,0.00056816-0.0013685i,0.00016966-0.0016718i,0.00053061-0.0013714i,1.815e-05-0.00041126i,-0.00039697-0.0007577i,-0.0010836-0.0012914i,-0.0013556-0.00037481i,-0.00035436+0.00025596i,0.00079147+0.00094094i,0.00057139+0.0010394i,0.00067234+0.00059241i,0.00016062+0.00051665i,-0.00094214+0.00020132i,-0.00091311+8.057e-05i,-0.00067517-0.00030283i,-0.00057279-0.00017917i,-0.0001243+0.00029369i,0.00051291+0.00027269i
0.00044445-0.0033027i,-0.00068137-0.0020196i,-0.0013562+0.00046877i,-0.00051087+0.0016067i,0.0015762+0.0012546i,0.0021627+0.00062765i,0.0018473+0.00010162i,0.00084402-0.00046854i,-0.00017738-0.00075936i,-0.00047289-0.00081437i,-0.00058782-0.00080843i,-0.00031569-0.00053552i,-0.00043091-0.00049378i,-0.00054407-0.00064179i,0.00019588-0.00064897i,0.00042985+1.0635e-05i,0.00036765+0.00019891i,3.5659e-05+4.8824e-05i,-0.00026915+9.8049e-05i,0.00011501+0.00013533i,0.00017256-1.9752e-05i,-0.00016917-0.00080535i,-6.4243e-05-0.0013409i
-0.0021759+0.0027187i,-0.0017713+0.0033343i,7.1076e-05+0.0019371i,0.00065787+0.00056279i,0.001145+0.00019279i,0.0017606-0.00067272i,0.00080813-0.0011802i,-0.00011349-0.00035486i,-4.8431e-05+0.0001713i,-3.5408e-05-0.00011782i,0.00017928-0.00047068i,0.00036048-0.00046464i,-0.00045396-0.00019172i,-0.0013102+0.00013585i,-0.00025113+0.00048811i,0.00042868+0.00078732i,5.5746e-05+0.00082246i,-0.0004444+0.00017913i,-0.00028907-7.2006e-05i,0.00018876+0.00034265i,-0.00023706+6.1512e-05i,-0.00076775-0.00062478i,-0.00057998-0.00058534i
-0.00027742-0.0032436i,-0.001445-0.0022616i,-0.0016922-0.0015431i,-0.00078731-0.001187i,0.00023088-0.00078111i,0.0011791-0.0010252i,0.0017538-0.00078523i,0.00045756+0.00011228i,-0.00058213+4.6547e-05i,-0.00058644-0.00046612i,-0.00039804-8.6834e-05i,-0.00080997-0.00052003i,-0.00033641-0.0010767i,0.00080531-0.00065001i,0.00086407+5.2981e-05i,-0.00013331+6.1783e-05i,-0.0002523+9.5117e-05i,0.00036589+0.0004593i,0.00036335+0.00064518i,-9.7594e-05+0.00041697i,0.00033163-0.00022664i,0.00068-0.00082186i,0.00019189-0.00087578i
-0.00015208+0.0025088i,0.0011294+0.0040304i,0.0021762+0.0036168i,0.0016392+0.0018285i,0.0012858+0.00094346i,0.0020625+0.00036125i,0.0020402-0.00061256i,0.00060906-0.00029822i,0.00033356+0.00030613i,1.9913e-05-0.00015685i,-0.0010083-0.0010604i,-0.0007008-0.00095586i,-0.00026873-0.00065325i,-3.8887e-05-0.00052455i,1.8467e-05+0.000107i,6.2319e-05+0.00054485i,-0.0002094+0.00019178i,0.00016912+0.0005305i,0.0010374+0.00079972i,0.00086797+0.00024688i,9.8851e-05-0.00019192i,-3.7937e-05-0.00059389i,0.00041659-0.0006522i
-0.00081591-0.0022275i,-0.0021899-0.0020991i,-0.0020757-0.0013637i,-0.00093107-0.0003947i,0.00060111-0.00015865i,0.001059-0.00038707i,0.00060226-0.00050426i,0.00040482-0.00087166i,0.00018926-0.0011107i,-0.0002424-0.00064997i,-0.00050051-0.00026211i,-0.00064647-0.00041994i,0.00022613+7.0152e-05i,0.00042456+0.00052606i,0.00029208+0.00053749i,0.00079777+0.00046437i,0.000584+0.00019833i,0.00037467+0.00017954i,3.2652e-05-0.00037735i,-4.7769e-05-0.00085976i,-0.00014944-0.00022889i,-0.00081772-0.0003651i,-0.0010219-0.00061547i
-0.0012383+0.0033411i,-6.5647e-05+0.0045694i,0.0019569+0.0042717i,0.0028079+0.0024018i,0.0031778+0.00068059i,0.0030379-0.00027469i,0.001853-0.0012381i,0.0002812-0.00068974i,-0.000381+2.8269e-05i,-0.00013264+0.0001391i,0.00045988-0.00013072i,0.00089908-0.0001228i,0.00042814-0.00014774i,-0.00020072-0.00025367i,-0.00078148+0.00050339i,-0.00080552+0.00093222i,-0.00014946+0.00036675i,-0.00016989-5.5328e-05i,7.7085e-05+0.00030276i,0.00032559+0.00022942i,0.00018127-0.00069056i,0.00021796-0.00025051i,-6.7915e-05+0.0003201i
-0.0020425-0.0030662i,-0.0034706-0.0020097i,-0.0028807-0.00046141i,-0.00028473+0.00083121i,0.0013871+0.0010755i,0.0012688+0.00042066i,0.00047265-0.00061108i,-0.00042549-0.00044331i,-0.00055211-0.00012866i,-0.00020829-0.00040848i,-0.00023612-0.00054853i,-0.00012761-0.00012017i,-0.00010131-0.00082389i,-0.00069033-0.0017967i,-0.00091615-0.001517i,-0.00024971-0.00085865i,0.00046409-0.00036217i,0.00030787-0.0005341i,-3.2682e-05-0.0013077i,-0.00046316-0.0009622i,-0.00021991-0.00034877i,0.00073164-0.00053627i,0.00060034-0.00049441i
0.00037493+0.0029443i,0.0011605+0.0035502i,0.0012844+0.0037986i,0.0009673+0.0026095i,0.0019047+0.0011927i,0.0022143+0.00047408i,0.0016932-0.00026409i,0.0016057-0.00075533i,0.0010503-0.00027034i,0.00097459-0.00073025i,0.0011112-0.0011114i,0.00080316-0.0010023i,0.00082279-0.00049874i,0.00048021+0.00027745i,-0.00052376+0.0008287i,-0.00028137+0.00073108i,0.00058717+0.00039447i,2.1428e-05+0.00083135i,-0.00041542+0.00043044i,0.00032606-0.00024848i,0.0012958-0.00020516i,0.00068973+0.00029151i,0.00021654+0.00046802i
-0.0015537+0.00049572i,-0.0021864+0.0013051i,-0.0022748+0.00097122i,-0.00034288+0.00106i,0.0017546+0.0011776i,0.0020094+0.00060648i,0.00055253-0.00022538i,-2.9867e-05-0.0002463i,1.9051e-05+0.00023717i,-0.00037211+6.1204e-05i,-0.00048625+0.00013977i,-0.00014972+0.00087237i,-0.00014608+0.00056549i,-0.00086936+0.00020489i,-0.00084834+0.00019587i,-0.00021519+0.00069689i,-0.00014298+0.00088927i,-0.00028661+0.00035343i,7.0939e-05-0.00016511i,0.00035113-0.00070334i,-0.00025501-0.00023405i,-0.00042021+0.00054577i,-0.00022964-6.6512e-05i
0.0002531-0.00038678i,9.5234e-05+8.5652e-05i,0.00069636-0.00017361i,0.0012696+0.00015911i,0.0012529+0.00043439i,0.0015036+0.00021005i,0.0013228-0.00014071i,0.00060213-0.00097413i,0.00048987-0.0011122i,0.00011028-0.00051641i,-0.0001961-0.00016395i,-0.00049508+3.0668e-05i,-0.00062862+0.00010325i,-7.9703e-05-2.9043e-05i,0.00023346+0.00017097i,3.7122e-05+1.3286e-05i,-0.00014874-0.00031344i,4.5033e-05-0.00060749i,0.00020038-0.0007311i,7.4271e-05-0.00037034i,-0.00034906-7.4021e-05i,-0.00055242-0.0003264i,2.0817e-05-0.00026911i
-0.0025317+0.0014406i,-0.0019763+0.0023287i,-0.00058093+0.0021501i,0.00084711+0.00072615i,0.0027397+5.1473e-05i,0.0030917-0.00050963i,0.0010367-0.0011507i,3.7364e-05-0.0013119i,0.00042267-0.00044906i,0.00045367-0.00056388i,0.00065892-0.00094774i,0.00033683-0.00053192i,-0.00048516+0.00042564i,-0.00062313+0.00091352i,-0.00050021+0.00087614i,-0.00038542+0.00060251i,-0.00057015-0.00012335i,-0.00044415+0.00014722i,-3.9216e-05+0.00011212i,0.00021072-0.00057236i,-1.4092e-05-0.00065451i,-0.00057912-0.00052952i,-0.00038972-0.00020398i
-0.0006127-3.891e-05i,-0.0018002+0.00026305i,-0.0021581+0.00040448i,-0.00092308+0.00041466i,0.00093082+9.0771e-05i,0.0021798-0.00040375i,0.0015458-0.00056421i,0.00046306-0.00026092i,0.00028047+0.00015201i,0.00014341-0.0008572i,-0.00024637-0.002149i,-0.00052023-0.0014862i,-0.00055107-0.00042241i,-0.00072161+6.1916e-05i,-0.00082984+0.00019796i,-0.0010649-2.2603e-05i,-0.00053742-0.00013896i,0.00071805-0.00025721i,0.0011749-2.7198e-05i,0.00023171+0.00043606i,-0.00074353+0.00040391i,-0.0009946+0.00015875i,-0.00067815+6.2794e-05i
-0.00055806+0.0019693i,0.000522+0.0031518i,0.0013668+0.0031138i,0.0015404+0.0017532i,0.0016448+0.00061761i,0.0012222-0.00049618i,0.00029922-0.0010868i,-0.00057014-0.0011956i,0.00079387-0.00098908i,0.0018276-0.00036432i,0.00082093+1.1785e-05i,0.00026717+0.00038029i,0.00042018+5.4014e-06i,0.00065096-0.00061198i,0.00058943-0.00041685i,0.00075044-7.7811e-05i,0.00055021+0.00040854i,0.00016974+1.1821e-05i,0.00031709-0.00012827i,0.00053961+0.00019648i,0.00067067+0.00038138i,0.0009014+0.0007684i,-8.3749e-05+0.00051413i
-0.0016824-0.00023929i,-0.0017064+0.00059606i,-0.0011907+0.00040598i,0.00042739+0.00066167i,0.0014334+0.0016461i,0.0014656+0.00129i,0.0009355+0.0006647i,0.00030621+7.8726e-05i,-0.00025475-0.001038i,-0.00064117-0.0013312i,-0.00062152-0.00066459i,0.00020183-0.00070401i,0.00096712-0.0011699i,0.00064821-0.001199i,0.00025434-0.0010959i,0.00060125-0.0010534i,0.00074305-0.00016609i,-0.00020261+0.00025019i,-0.00028517-0.00014178i,-4.9604e-05+9.5208e-05i,0.00028847+0.0002225i,0.0007067-0.00049234i,0.00021107-0.00099673i
-0.0019702+7.5679e-05i,-0.0010295+0.00073944i,-0.00042911+0.001159i,0.00052746+0.00085089i,0.0025841+0.00060566i,0.0032772-0.00030953i,0.0016862-0.0014391i,-0.00056392-0.0017373i,-0.0010938-0.0018256i,-0.00071538-0.0015413i,-0.00013546-0.00069341i,0.00062807-5.3783e-05i,0.00028364-0.00055818i,-0.00061789-0.00087609i,-0.00012547-0.00096961i,0.00036574-0.00075077i,0.00044615+6.5672e-05i,0.00092366+2.7654e-05i,0.00085859-2.1388e-05i,0.00078578+0.00025859i,0.00089373-0.00010927i,0.00047673-0.00019945i,-0.00047474-0.00014403i
-0.0015873+0.0017957i,-0.001663+0.0023452i,-0.00069967+0.0024223i,0.00029775+0.0016736i,0.0012477+0.00079824i,0.0017038+0.00013508i,0.001554-0.00010456i,0.0011795-4.0242e-05i,0.00067088-0.00028623i,7.1549e-06+7.0309e-06i,-0.00043847+0.00025261i,-0.00031938+6.6646e-05i,-2.0513e-05-0.00028885i,0.00033873-0.00019i,0.00084597+0.00029748i,0.00045045-0.00029239i,0.00023966-0.0009596i,0.00033739-0.00012243i,-0.00028511+0.0011028i,-0.00075198+0.0011966i,-0.00087061+0.00028581i,-0.00084908-0.0004566i,-0.00057139-0.0004625i
-0.0015339+0.0019303i,-0.0017333+0.0024461i,-0.0007208+0.0026746i,0.0014515+0.001423i,0.0031744-0.00021291i,0.0033124-0.0014977i,0.0014004-0.0014115i,-0.00035996-0.00086156i,-0.0005656-0.0001684i,-2.6936e-05+0.00071978i,0.00021318+0.00082774i,-3.936e-05+0.00019203i,-0.0003057+0.00012258i,-0.00071142+0.00070847i,-0.0014605+0.00049995i,-0.0016238+0.00010895i,-0.0013675+3.2617e-05i,-0.00090895+0.00061809i,-0.00054734+0.0011367i,-0.00036863+0.00092713i,-0.00068074+0.00028213i,-0.00090387-0.00087567i,-0.00067649-0.00099895i
0.00027125+8.9371e-05i,-0.001122+0.0016378i,-0.001019+0.0019502i,-0.00046045+0.00083111i,0.00026188+0.00098386i,0.00030078+0.00079695i,0.00051178-0.00033115i,0.00062147-0.00089465i,0.00023365-0.00037221i,4.8836e-05+0.0004731i,-0.00046038+0.00015623i,-0.0013423-0.0004371i,-0.0013393-0.00036522i,-1.7417e-05-0.00042055i,0.00089779-0.00065951i,0.0012042-0.00055062i,0.00084561+0.00041001i,0.00061491+0.00083565i,0.00050819+0.00017449i,0.00036749-2.697e-05i,0.00029507-0.00032717i,-1.76e-05-0.00077004i,-0.00075852-0.00031214i
-0.0036933+7.1808e-05i,-0.003373+0.00085054i,-0.0019983+0.0013336i,0.00068457+0.0010833i,0.0034725+0.00017008i,0.0041141-0.0013152i,0.0023599-0.0019008i,0.00039293-0.0006623i,-0.00045102+0.00019387i,-0.0006508-0.00026176i,0.00011539-0.00091864i,0.00091784-0.00028532i,0.00050454-0.00032201i,3.3698e-05-1.5713e-05i,-0.0006462+1.2457e-05i,-0.00078514-0.00072982i,-0.00020145-0.00067642i,8.7779e-05-0.00015544i,0.00036878-7.315e-05i,0.00086729+2.8349e-05i,0.00037058+0.00032696i,-0.00058745-0.00024068i,-2.4657e-06-0.0004235i
-0.00017853-0.0012523i,-0.001385+0.00054368i,-0.002431+0.0021559i,-0.0019912+0.0015141i,-0.00060306-0.00057522i,0.00064066-0.0007383i,0.00064194-0.00029069i,-2.4132e-05-0.00074705i,-0.00023785-0.0014171i,-0.00039045-0.0014531i,-0.00054938-0.00048518i,-0.00054595+0.00038719i,-0.00013623-0.0002169i,2.1298e-05-0.0014988i,-0.00029153-0.0013961i,-0.00017187-0.00063411i,-0.00029254-0.00028916i,-0.00058309-0.00047627i,-7.4758e-05-0.00015891i,0.0006065-8.1849e-05i,0.0001191-0.00012142i,-8.6668e-06+0.00042133i,-0.00016002+0.00067539i
-0.0012658+0.00017308i,-0.00087552+0.0014701i,-0.00035976+0.0023392i,0.00038908+0.0019192i,0.0020637+0.00077295i,0.0030741-0.00071629i,0.0021061-0.0011822i,0.00046777-0.00047399i,-0.00030954+0.00030925i,0.0001405-0.00026777i,0.00048159-0.00085614i,-0.00034945-0.00076287i,-0.0012485-0.0010028i,-0.0014306-0.0006622i,-0.00063751-3.0435e-05i,6.6267e-05+0.00030832i,0.00031885+0.00044078i,0.00049474-5.1332e-05i,0.00034877+0.00010692i,0.00019145+0.00094272i,0.00010489+0.00030225i,-4.257e-05-0.00043978i,0.00011798-0.00030006i
-0.00073092-2.2455e-05i,-0.0011281+0.0016813i,-0.00015716+0.002943i,0.00073586+0.0021146i,0.00087+0.00024982i,0.00094464+8.9013e-05i,0.0013968+0.00027675i,0.0020186-0.00021966i,0.0014767-0.00054209i,0.0004311-0.00054536i,0.0001483-0.00057125i,-0.00016345-0.00047533i,-0.00028333-0.00035629i,0.00024392+0.0001584i,0.00019067+0.00070618i,0.00052764+0.00082603i,0.00079137+0.00063192i,0.00028209+7.2157e-05i,-0.00056213-0.00026596i,-0.0010657-0.00044062i,-0.00095739-0.00070567i,6.7363e-05-0.0006912i,0.00057499-0.0008174i
-0.0017515-0.00099765i,-0.00066185+0.00079627i,3.4345e-05+0.0012696i,0.00028877+0.00106i,0.0010539+0.00023074i,0.0016476-0.00080206i,0.00079278-0.0015346i,0.00031828-0.0012916i,0.0011037-0.00081132i,0.0012362-0.0010532i,0.0006794-0.00081165i,-2.6772e-05-0.0010869i,-0.00038372-0.0018642i,-0.00048754-0.0012766i,-0.00074898-0.00038404i,-0.00034063+7.3871e-05i,-0.00028097+0.00032403i,-0.0003593+0.00028116i,-0.00032781+0.00033201i,-0.00074311-0.00053855i,-0.00060198-0.00091284i,-0.00055152-8.0968e-05i,-0.00093059-7.9251e-05i
-0.00052011+0.00023644i,-0.0010207+0.0012839i,-0.0024198+0.0015764i,-0.0011513+0.0012303i,0.0012738+0.0002068i,0.0011398-0.00076085i,0.00049579-0.00021955i,0.00054812+0.00039628i,0.00037333-0.00015062i,-0.00047121-0.00081975i,-0.0009375-0.00037221i,-0.00031907+0.00011346i,0.00020451-0.00014515i,9.6097e-05-2.0324e-05i,5.9079e-05+0.00034759i,0.00053954+0.00078029i,0.00013777+0.00057566i,-0.0006136-5.226e-05i,-0.00041737+0.00010908i,0.00040213-0.00020861i,0.00046671-0.00063047i,-6.6792e-05-0.00052951i,-8.9435e-05-0.00079645i
0.0014349-0.0012211i,5.6489e-05-0.0004244i,-0.00032343-0.00013904i,-0.00045092-0.00065215i,0.00071715-0.0016029i,0.0007522-0.0015012i,0.00047263-0.0013839i,0.00034811-0.0010118i,0.00033357-0.00047996i,-0.00012326-0.00013563i,-0.0014219-5.8061e-05i,-0.0011491+0.00019256i,-7.4227e-06-0.00016649i,0.00061912-0.0014102i,0.00049928-0.001083i,0.00014639-0.00032187i,0.00065098+7.7176e-05i,0.00059567+0.00092269i,8.4927e-05+0.00096309i,0.00050955+0.00022434i,0.00058021+0.00029833i,0.00023026+1.2969e-05i,-0.00055468-0.0004614i
-0.0022718-0.00015248i,-0.0019283+0.0013455i,-0.0017657+0.0026232i,-0.00077333+0.0016725i,0.0021533-0.00017272i,0.0032687-0.00068496i,0.0020557-0.00082074i,0.0013035-0.00067769i,0.00091598+0.00011091i,-0.00041837-0.00024508i,-0.0008735-0.00063628i,-0.00030713-0.00031355i,0.00018172-0.00025318i,0.00035369-0.00061889i,0.00036553-0.0004191i,-0.00031847-0.00067062i,-0.00072457-0.0012342i,-0.00082882-0.00091452i,-0.00035983-0.00048087i,0.00054647+0.00014935i,0.00074852+0.00019487i,0.00015241-0.00043352i,-6.2038e-06-0.00081445i
-0.001145+0.002061i,0.00046369+0.0030966i,0.0021093+0.0030097i,0.0011357+0.0013589i,0.00090285+0.00048361i,0.0019799+0.00047334i,0.00098854-0.00028262i,0.0002262-0.00055322i,0.00073108-0.00068403i,0.00057112-0.00071352i,-0.00019012-0.00017031i,-0.00036929+0.00021142i,-0.00063649+0.00028099i,-0.00055005-1.5014e-05i,0.00045095-0.00013297i,0.00092118+0.00032561i,0.00056717+0.00075642i,0.00042032+0.00034503i,-5.0733e-05+0.00037439i,-0.00060429+0.00089594i,-0.00087371+0.0014077i,-0.00096757+0.0011387i,-0.0010871+0.0010036i
-0.0014403-0.00060168i,-0.0025206+0.00063074i,-0.0023225+0.0023173i,-0.0010576+0.0029799i,0.00034857+0.0021853i,0.0012037+0.00063254i,0.0005099-0.00059753i,-0.00055243-0.00080942i,-0.00032218-0.00040173i,-0.00014802+7.708e-05i,4.1088e-06+0.00014513i,-0.00017248-0.0004115i,-0.001203-0.00077091i,-0.0012192-0.0002454i,-0.0010284+0.00019364i,-0.00098336+0.0002197i,-0.0008781-0.00073864i,-0.00041984-0.0019568i,-9.0556e-05-0.0012479i,9.426e-05-0.000821i,0.00012879-0.00090562i,-0.00061709-0.0005787i,-0.00073471-0.00019871i
-0.002011+0.00076298i,-0.0015635+0.0029944i,0.00068753+0.004253i,0.0022923+0.0031088i,0.0022511+0.00075158i,0.0018546-0.00028973i,0.00080524-6.4468e-06i,0.00010276-0.00050476i,0.00070985-0.00065104i,0.0010089-0.0004279i,0.00074856-0.00026915i,0.00034298+0.00066267i,-0.00032046+0.00045731i,-0.000442-0.00067448i,-9.009e-05-0.00046262i,0.00022863-0.00045893i,0.00018071-0.00067536i,-2.8486e-06-0.00021035i,0.00012054+1.937e-05i,9.1453e-06+7.5914e-05i,-0.00072414+0.00020703i,-0.0011901+0.00026165i,-0.0015065-3.06e-05i
-0.00062272+7.415e-05i,-0.00056932+0.00070087i,0.00045309+0.00012485i,0.0014139-6.681e-05i,0.0030333-0.00024913i,0.0027784-8.0921e-05i,0.0012211-0.00054657i,0.0004981-0.0011329i,0.00080427-0.00072435i,0.00036761-0.00085081i,-0.00034493-0.00072344i,-0.00010878-4.5857e-05i,-0.00030342-0.00022351i,-0.00062045-0.00089169i,-0.00079478-0.00073755i,-0.00053875-3.5838e-05i,-0.00025781+0.00033834i,-0.00072639+0.00027419i,-0.0007594+0.00016792i,-0.0003904-0.00010589i,-0.00018024-7.5256e-05i,0.00011341-0.00047802i,-0.00010308-0.00067525i
0.00055389+0.0026151i,0.00032808+0.0019823i,0.0010114+0.001605i,0.0012586+0.00099364i,0.0011055+0.0010257i,0.0017448+0.0014428i,0.0017687+0.00044279i,0.00089535-0.00031675i,0.00093152-0.00018579i,0.00037223-0.00052243i,-0.00021192-0.00056957i,-0.00027287-0.00079038i,-9.9386e-05-0.00071253i,0.00019281+0.00029021i,0.00031294+0.00061162i,0.00082144+0.0006526i,0.00021717+0.00067349i,-0.0002912+5.7269e-06i,0.00047038+8.2676e-05i,0.00060808-5.0278e-07i,-6.6339e-05-0.00037226i,-0.00038135-0.0004609i,0.00016734-0.0012241i
0.00051404-0.0024571i,-9.3731e-05-0.001971i,-0.0013984-0.00039537i,-0.0015473+0.0004329i,0.0005922+0.00016795i,0.0020133-0.00082525i,0.0013863-0.0011354i,0.00060176-0.00066109i,0.00028509-0.00039743i,0.00054469-0.00025819i,-8.9936e-05-0.00060701i,-0.0003684-0.00038322i,-0.00019996+0.00034357i,-0.00025019-0.00062754i,0.00046447-0.0012943i,0.00082435-0.000483i,0.00054769+0.0001938i,6.5794e-06+6.6235e-05i,5.7069e-05+0.00043849i,0.00053628+0.00054479i,7.4142e-05+0.00036321i,0.00016231+7.2584e-05i,-0.00016778+0.0003928i
-0.0018105+0.0010269i,-0.002249+0.0027394i,-0.00099062+0.003382i,0.00079959+0.00090928i,0.001755-0.0006217i,0.0015444-0.00088632i,0.0014174-0.0013171i,0.0015582-0.00073771i,0.0012582+0.0003496i,0.00037481+0.00010165i,-0.00096669-0.00044511i,-0.0018964-0.00035685i,-0.0017285-0.0006195i,-0.00092609-0.00048142i,-0.00069539-0.00040032i,-0.00081245-0.00020251i,-0.0002794-0.00039437i,-0.00020093-0.00064213i,-0.00011648-0.00055804i,-0.00029254-9.9407e-05i,-0.00087895+0.00046969i,-0.0009138+9.5637e-05i,-0.0002765+6.1816e-05i
