0.0012477+0.00060848i,0.0018051-0.00047007i,0.0034861-0.0030065i,0.0029424-0.005692i,-7.9609e-05-0.0052785i,-0.0024845-0.002038i,-0.0020496+0.00043011i,-0.00015658+0.0019215i,0.0012305+0.0015336i,0.0016858-0.00046836i,0.0010027-0.0013453i,0.00047083-0.0012632i,0.00015424-0.00021131i,0.00029402+0.0013358i,0.00088743+0.0013116i,0.00095672+0.0006839i,0.00062084-0.00019619i,0.00025856-0.00062987i,5.787e-05-0.00094231i,1.2379e-05-0.0011552i,-0.00014922-0.00085189i,-0.0002214-0.00055188i,-0.00019622-0.00023219i
-0.0018927-0.00097196i,-0.0029866-0.002151i,-0.0040536-0.0050289i,-0.0054756-0.006682i,-0.0048016-0.0043824i,-0.00062897-0.0033488i,0.0032662-0.0048528i,0.0036265-0.0058462i,0.00013787-0.0060446i,-0.0023526-0.0046953i,-0.0028986-0.0011402i,-0.0030321+0.0025226i,-0.0013673+0.0054588i,0.00022887+0.0055556i,0.00060337+0.0036071i,0.0012659+0.002796i,0.0015661+0.0025553i,0.0011278+0.0010037i,0.00021056-0.00064122i,-0.00028576-0.0010659i,-0.00051337-0.0013875i,-0.00061294-0.00052402i,-0.00080743-5.5259e-05i
-0.0011339-0.0013981i,-0.002807-0.0025197i,-0.0059994-0.0077659i,-0.0094233-0.010742i,-0.010198-0.0071352i,-0.0077265-0.0003174i,-0.0034667+0.0028956i,0.00099927+0.0013315i,0.0043324-0.0007537i,0.0045245-0.001264i,0.0027889-0.00063666i,0.0016227-0.00085788i,0.001766-0.0019622i,0.0022769-0.0025866i,0.0021466-0.0030567i,1.0155e-05-0.0031728i,-0.0014721-0.0031758i,-0.0015835-0.0015198i,-0.001548+0.00028138i,-0.0014885+0.0013788i,-0.0012247+0.0013342i,0.00079563+0.00077408i,0.0019857+0.0006338i
0.00010646-0.00054827i,0.0003445-0.0028071i,0.00086226-0.0058278i,0.00085254-0.0069857i,-0.0014699-0.0054777i,-0.0010407-0.0032026i,0.0010102-0.0011986i,-0.00050349-0.00018184i,-0.0028693+0.00069783i,-0.0035531+0.0019831i,-0.0031923+0.0024358i,-0.0023849+0.001202i,-0.001002+5.293e-05i,0.00010034+0.00056697i,0.00082329+0.0011443i,0.0014272+0.00072036i,0.0018064-0.00017978i,0.0017416-0.00055327i,0.0017706-0.00058547i,0.0015037-0.00098592i,0.00089127-0.0013716i,0.00042478-0.0016097i,-0.00079259-0.0015782i
-0.0013371-0.00049667i,-0.0028936-0.0011436i,-0.004435-0.0053567i,-0.0063466-0.0095099i,-0.007618-0.0072413i,-0.005967-0.0021476i,-0.0030188-0.0015981i,-0.00091378-0.00407i,-8.0872e-05-0.0052077i,-0.0009184-0.0040971i,-0.0012431-0.0015669i,0.00052146+0.00064256i,0.0027307+0.001573i,0.0042786+0.0007622i,0.0035567-0.00095481i,0.00123-0.0019777i,-0.00056569-0.002646i,-0.0022084-0.0024388i,-0.0035108-0.0010103i,-0.0032923+7.7776e-05i,-0.0025179+0.00042175i,-0.0015266+0.00090251i,-0.0001223+0.0018006i
-0.0017466+0.00061558i,-0.002122-0.0019891i,-0.003211-0.0049178i,-0.0047455-0.0059862i,-0.0050423-0.0032252i,-0.0020678+0.00091367i,0.001603+0.0039188i,0.0027619+0.0043175i,0.0036068+0.0015947i,0.0034096-0.00045706i,0.00079711-0.000686i,-0.0027561-0.00097817i,-0.0042595-0.00086702i,-0.0030158-0.00021066i,-0.0014451+0.00010999i,-0.000858+0.00056208i,-0.00040587+0.00064554i,0.00055915-0.00013103i,0.001017-0.00084925i,0.00095512-0.00051678i,0.00078881-0.00027682i,0.00061103-0.0012298i,8.0828e-07-0.0025646i
-0.0018125-0.002142i,-0.0021784-0.0035702i,-0.0023675-0.0079824i,-0.0043106-0.010823i,-0.0061995-0.0077974i,-0.0059609-0.003492i,-0.0044023-0.0023234i,-0.0024193-0.0018924i,-0.0024825-0.00050388i,-0.0026427+0.0013066i,0.00024394+0.0029344i,0.0034394+0.0033652i,0.0054352+0.0022101i,0.0057599+0.00042315i,0.0046378-0.0011374i,0.0023141-0.002205i,-0.00052941-0.0026597i,-0.0017334-0.0024262i,-0.001613-0.00099477i,-0.0022501+0.00047748i,-0.0019759+0.00065543i,-0.00079121+0.00064406i,-0.00047605+0.001086i
-0.00057146-0.0016731i,-0.00053772-0.0022062i,-0.0010676-0.0059847i,-0.0031989-0.0080036i,-0.0043137-0.0058487i,-0.0016964-0.0020586i,0.0015735-0.0007257i,0.0028021-0.0032756i,0.0011308-0.0059018i,-0.00082663-0.0057893i,-0.0021063-0.0027637i,-0.003412+1.2474e-05i,-0.002876+0.00061152i,-0.0013779-9.7154e-05i,-0.00083899-0.0012322i,-0.0004931-0.00089131i,-0.00055609-1.7475e-05i,-0.00029553+0.00010924i,0.00072461+0.00026209i,0.00097569+0.00052762i,0.0013929+0.00029388i,0.0015019-2.6734e-05i,0.00074473-0.001008i
-0.0016301-0.00058627i,-0.0020415-0.0022628i,-0.0015985-0.0052845i,-0.003244-0.0074291i,-0.0057201-0.0065162i,-0.0054928-0.0027181i,-0.0023216-0.00057551i,0.00065846-0.00015103i,0.0022122+0.0010528i,0.0026397+0.001263i,0.0023453+0.00093044i,0.0010293+0.0012044i,0.00081123+0.0011139i,0.0016394+0.000956i,0.0021068+0.00016176i,0.0017231-0.0010648i,0.00048916-0.00086491i,-0.00045711-0.0011982i,-0.001262-0.0014365i,-0.0020634-0.00042878i,-0.0019372+0.00056818i,-0.00082251+0.0013908i,-0.00055698+0.0021017i
-0.0017045-0.0005596i,-0.0030747-0.0023378i,-0.0056166-0.0046765i,-0.0068484-0.0070635i,-0.0061903-0.0064325i,-0.003487-0.0031281i,-0.0018672-0.0014908i,-0.0019687-0.0021744i,-0.001955-0.0022963i,-0.0021393-0.00032159i,-0.00089413+0.0010375i,0.0012826+0.00078789i,0.00067204-0.00041867i,0.0002449-0.0016271i,0.00050471-0.001121i,-0.00027472+0.00013461i,-0.0010779+0.00028309i,-0.0013527+0.00057363i,-0.00080742+0.00074836i,0.00094059+0.00060081i,0.0019478+0.0012003i,0.0018647+0.0010688i,0.0014673-0.00042755i
-0.002767+0.0016927i,-0.0040015-0.00025895i,-0.0033167-0.0041063i,-0.0032795-0.0072087i,-0.0035437-0.0056929i,-0.0015045-0.0027555i,0.0019344-0.0028924i,0.0039987-0.0039369i,0.003159-0.0037812i,0.0008516-0.0030905i,-0.00058265-0.0011504i,-0.0013304+0.001854i,-0.00067548+0.0038872i,0.00058223+0.0040253i,0.001612+0.0027041i,0.0022539+0.00065029i,0.0017638-0.0014728i,-7.7572e-05-0.0021511i,-0.001983-0.0019035i,-0.002012-0.0019997i,-0.0014082-0.0019626i,-0.0011704-0.00060507i,-0.0021983+0.00019479i
-0.0011052-0.00069606i,-0.0018497-0.0011028i,-0.004262-0.0037506i,-0.0058144-0.0056219i,-0.0060225-0.0036976i,-0.0047568-0.00057161i,-0.0021625+0.0010222i,0.00036373+0.0016173i,0.0018927+0.00097193i,0.0028171-0.00071282i,0.0028705-0.0018407i,0.0017341-0.0024053i,0.00044464-0.002729i,0.00018238-0.0030968i,-6.5895e-05-0.0027796i,-0.00048198-0.0019131i,-0.0006918-0.00091223i,-0.00040437-0.00055236i,1.0366e-05+0.00014991i,0.00018903+0.0013329i,0.00074858+0.0011765i,0.0015446+0.00085218i,0.0020287+0.00078135i
-0.002299+0.00082084i,-0.0029294-0.00062036i,-0.0030985-0.0035417i,-0.0038598-0.0058823i,-0.0044216-0.0054218i,-0.0026438-0.0038578i,-0.00071593-0.0029344i,-0.00087355-0.0031399i,-0.0025617-0.0024167i,-0.003603+0.00043249i,-0.0024528+0.0030501i,-0.00027753+0.0040937i,0.0021678+0.0041195i,0.0029732+0.0032695i,0.0018569+0.0016847i,0.00081869-0.00079569i,0.00025154-0.0017926i,-0.00045059-0.0012593i,-0.00096927-0.0010552i,-0.0011242-0.00063712i,-0.00078596-0.0008732i,-0.00043757-0.0019372i,-0.00065126-0.0023307i
-0.0013221-0.00022522i,-0.0020962-0.0031018i,-0.003564-0.007698i,-0.0055524-0.010853i,-0.0066401-0.0088061i,-0.0044757-0.0033526i,-0.00026389-0.00037694i,0.002653-0.0014287i,0.0028348-0.0039993i,0.0015772-0.0041699i,-4.2313e-05-0.0027078i,-0.00073354-0.00094377i,-0.00034878+0.00020556i,0.00056533+0.00052591i,0.00057589+0.00030599i,-6.1177e-05-0.0003463i,-0.00026076-0.0010776i,-0.00077303-0.0017473i,-0.00079634-0.0013984i,-8.0389e-05+0.00070127i,0.00028401+0.0028978i,0.00048691+0.0025782i,0.00024313+0.0014999i
-2.684e-05-0.000969i,0.00025246-0.0021703i,-0.00087466-0.0075809i,-0.0033232-0.011089i,-0.0059197-0.0083192i,-0.0048776-0.0025157i,-0.0012275+0.00085059i,0.0016531+0.0015063i,0.0016783+0.0012792i,0.00014733+0.00078319i,-0.00046446+0.00083226i,-0.00071444+0.0013999i,-0.00088404+0.0016397i,0.00028508+0.0010504i,0.00033385+5.5179e-05i,-0.00096705-0.00060707i,-0.00048655-0.0010995i,-3.1228e-05-0.0014915i,-0.00079889-0.00048696i,-0.0014003+0.00090808i,-0.00096363+0.00012656i,0.00022053-0.0014617i,0.00053906-0.0011283i
0.003248-0.003364i,0.0032496+7.9049e-06i,6.6588e-05-0.010581i,-0.004644-0.01501i,-0.0085546-0.0099294i,-0.0091784-0.00059338i,-0.0041945+0.0023536i,-0.00010433-0.0010413i,0.00029221-0.0043723i,-0.002071-0.0037423i,-0.0026102+0.0012052i,-2.436e-05+0.0046955i,0.0021488+0.0038929i,0.0039855+0.0012107i,0.0043147-0.00089462i,0.002564-0.0018929i,0.0011211-0.0015428i,0.00033901-0.00084051i,-0.00022623-0.00033471i,-0.0012484+0.0010349i,-0.0020679+0.0020586i,-0.0016604+0.0014663i,-0.0013585+0.00073673i
-0.0011037-8.0858e-05i,0.00012053-0.0017618i,0.001021-0.0034436i,0.0010513-0.0049871i,0.00097171-0.0035994i,0.0007506-0.00070864i,0.0013071+0.00022568i,0.0027367-0.0004206i,0.0023197-0.002246i,0.0015263-0.0034451i,-0.00086717-0.0032846i,-0.0031383-0.0019202i,-0.0025581-0.00018809i,-0.0015836+0.00041837i,-0.001523+0.00044567i,-0.0017136-8.257e-05i,-0.0011098-0.00096011i,0.00046526-0.0013238i,0.00024575-0.00094616i,-6.0747e-05-0.00087809i,0.0013964-0.0014698i,0.0016297-0.0019104i,0.00074921-0.0014222i
-0.0015937-0.00015777i,-0.0018629-0.0019733i,-0.0032797-0.0043639i,-0.0059382-0.006042i,-0.0064901-0.0039269i,-0.00443-0.00069113i,-0.0017786+0.00054102i,-6.0224e-05+0.00058253i,0.00080929+0.0010225i,0.0019551+0.0018848i,0.0030639+0.0018141i,0.0033679+0.0013021i,0.0021576+0.00093066i,0.0011673-0.00045241i,0.00097133-0.0011943i,0.00060966-0.00050898i,-0.00017996-0.00015146i,-0.00058759-0.00056283i,-2.1861e-05+6.0195e-05i,-0.00045279+0.00091915i,-0.0015255+0.00046743i,-0.0015728+0.00012116i,-0.0010393-9.3606e-05i
-0.0015445-0.0024165i,-0.0021684-0.0042287i,-0.0035874-0.0068159i,-0.0035495-0.007195i,-0.0023813-0.0043163i,-0.00086718-0.0018546i,0.00014889-0.0017698i,-3.6158e-05-0.0031592i,-0.0015725-0.0040599i,-0.0029984-0.0027286i,-0.0033225+0.00023248i,-0.002167+0.0018483i,0.0005697+0.002251i,0.0018737+0.0016304i,0.001525+0.00017891i,0.0014272-0.00099254i,0.0010736-0.0013834i,-2.711e-05-0.00081589i,-0.00041574-0.00059604i,-7.3603e-05-0.0001791i,0.00091785+0.00034778i,0.001212-0.00016202i,0.00016373+4.4677e-05i
0.00041523-0.00051957i,0.00023858-0.00084388i,-0.00028118-0.0044647i,-0.0016867-0.0082048i,-0.0029378-0.0064207i,-0.0023776-0.0015211i,-0.00066404+0.00070953i,0.0019265-0.00037563i,0.0039486-0.0019336i,0.0027242-0.0020051i,0.00084077-0.00076431i,-0.0009032+0.00028661i,-0.0013929+0.00026861i,-0.0009371-1.3341e-05i,-0.00060669+0.00018067i,-9.239e-05+9.8666e-05i,-0.0003467-0.00011843i,-0.00039764+9.9421e-05i,-0.00038123+0.00033506i,-0.00038168-0.00027209i,-0.00020803-0.00069312i,-0.00051402+0.0002275i,-0.00075276+0.00032673i
0.00030213-0.001438i,-0.00041093-0.0032862i,-0.00096736-0.0064397i,-0.0020625-0.0080281i,-0.0030503-0.0059341i,-0.0020649-0.0019894i,-0.0010086-0.00046723i,-0.00029078-0.00029593i,0.00066371+0.0003081i,0.00019368+0.00067208i,0.00015983+0.00056036i,0.0014357+3.9486e-05i,0.0019706+0.00013799i,0.001415+0.00035261i,0.00081356+0.00050109i,0.00042166+0.00055176i,0.00092138-5.7247e-05i,0.0010186-0.00026728i,0.00015781+0.00015079i,-5.4851e-05+0.00048594i,0.0006418+0.0014362i,0.0011752+0.0017339i,0.00071065+0.00052333i
-0.00027211+0.00074985i,-0.0013249-0.00094784i,-0.0015072-0.0033706i,-0.002678-0.0055078i,-0.0037439-0.0055731i,-0.003382-0.0043127i,-0.0016276-0.0030292i,-0.00073104-0.003076i,-0.0013022-0.0036007i,-0.0023081-0.0022891i,-0.002333+0.00083862i,-0.0017863+0.0032478i,-0.0012634+0.0027323i,-0.00047222+0.0012544i,5.3627e-05+0.00058386i,0.00032974-7.8928e-05i,-0.00023548-0.00088308i,-0.00053759-0.00088584i,1.2506e-05-0.00025174i,0.00011845+0.00010081i,-0.00041402-0.0011751i,-0.0014241-0.0020874i,-0.0020308-0.00087943i
-0.00044338+0.00011778i,-0.0017591-0.0007769i,-0.001954-0.0027653i,-0.0029647-0.0039896i,-0.0041436-0.0031437i,-0.0034256-0.0013902i,-0.0007327+4.2604e-05i,0.0021749-0.00016075i,0.0038321-0.0008976i,0.0036942-0.0018283i,0.001219-0.0025854i,-0.00089357-0.0024387i,-0.0013036-0.00033416i,-0.00056664+0.0010562i,0.00051306+0.00042035i,0.0011712+8.612e-05i,0.0010251+2.8522e-05i,0.00036646+6.9892e-06i,-0.00024319-0.00024968i,-0.0007646+8.346e-05i,-0.00037262+0.00089364i,0.00088451+0.00092558i,0.0008478-0.00025362i
-0.00055452-0.00084542i,-0.001056-0.0027341i,-0.0016696-0.0050383i,-0.0027099-0.0072483i,-0.0046962-0.0060648i,-0.0035956-0.0027837i,-0.0012251-0.0006441i,-0.0010164+4.0414e-05i,-0.0014762+0.00040069i,-0.0013984+0.0013553i,-0.00028919+0.0025135i,0.001156+0.0025403i,0.0019383+0.00075071i,0.0018846-0.00063534i,0.0011467-0.0011258i,8.2443e-05-0.0015736i,-0.00053547-0.0020551i,-0.00077712-0.001501i,-0.0014301+0.00032824i,-0.0017728+0.00018624i,-0.0012295-0.00063314i,-0.00080867+9.0768e-05i,-0.00019619+0.00070983i
-0.0020992+0.0012907i,-0.002055-0.0023992i,-0.0030625-0.0051575i,-0.0045266-0.0060878i,-0.0044269-0.0046676i,-0.0028505-0.0026171i,-0.00059415-0.0017064i,0.0008405-0.001886i,-0.00013666-0.0022282i,-0.0013353-0.0014051i,-0.0014948-4.7963e-05i,-0.00093954+0.0018036i,0.00030137+0.0036021i,0.00080655+0.0035065i,0.00049896+0.0020503i,0.00087369+0.00069579i,0.001085-2.1784e-05i,0.00039393+6.6833e-05i,-0.00062753+0.00035893i,-0.0014504+1.8546e-05i,-0.0017007-0.00019835i,-0.0014174+0.00039282i,-0.00089577+0.00016941i
0.00013143+6.9484e-05i,-0.0005263-0.0013585i,-0.00089415-0.0057841i,-0.0023263-0.0092719i,-0.0039004-0.0073892i,-0.0029294-0.0029749i,-0.00030747-0.00015941i,0.0015664+4.911e-05i,0.0025271-0.0011047i,0.0019506-0.0022818i,0.00073676-0.0025981i,-0.00024414-0.002524i,-0.00065251-0.0016483i,-4.2174e-05-0.001058i,0.00053128-0.0015492i,0.00069935-0.0019842i,6.825e-05-0.0017625i,-0.00037888-0.00094881i,-0.00033848+0.00033023i,5.3764e-05+0.00038379i,0.00051955-0.0005277i,0.00038579-0.00062347i,-3.8108e-05-0.00016115i
-0.0015694+0.00061918i,-0.00265-0.00070923i,-0.0027812-0.0033759i,-0.0033464-0.005579i,-0.0041973-0.0041637i,-0.0031345-0.002017i,-0.0025606-0.001011i,-0.0022441-0.00010136i,-0.0010352+0.00028436i,-0.00049507+3.9865e-05i,0.00021226+0.00025252i,0.0014994+0.0014785i,0.0016383+0.0028506i,0.0011967+0.0026897i,0.001419+0.0012499i,0.0016353+0.00034463i,0.00077832-0.00033416i,0.00016424-0.00063929i,2.6958e-06-0.0009478i,-0.00087681-0.00069904i,-0.0017634+0.00013019i,-0.00062235+2.273e-05i,0.00077012-4.6459e-05i
0.00039308-0.00071745i,0.00047047-0.0016954i,-0.001059-0.0042159i,-0.0031916-0.0070728i,-0.003715-0.0063389i,-0.0024229-0.0027359i,-0.00049551-0.0008408i,0.0011567-0.0012319i,0.00073842-0.0027898i,-0.00063341-0.0038257i,-0.0014552-0.0019293i,-0.0020816+7.7194e-05i,-0.0011719+0.0013719i,0.00062248+0.00069831i,0.0011459-0.00095095i,-9.5846e-06-0.0010163i,-0.00017884-0.00098631i,-0.00014634-0.00096218i,-0.00014165-0.00015748i,0.00053531+0.00043919i,0.0012265-1.977e-05i,0.0014335-0.00082758i,-0.0002093-0.00068393i
-0.00022469-0.00069876i,-0.0015612-0.0024725i,-0.0025234-0.0057082i,-0.0043057-0.0073762i,-0.0055145-0.0058979i,-0.0045082-0.0025035i,-0.0014311-0.00059974i,0.0014792-0.00056208i,0.0025731-0.0010954i,0.0022864-0.0016482i,0.0011852-0.001478i,0.00017574-0.0008707i,-0.00027328+3.6688e-05i,-3.378e-05+0.0011575i,0.00012621+0.0012751i,-0.00024629+0.00081533i,-0.00049641+0.00019344i,-0.001009-0.00053437i,-0.0014824-0.00056099i,-0.0010245-0.00057214i,-0.00094986+0.00058546i,-0.0013198+0.0014656i,-0.00030187+0.00063678i
-0.0007824-0.0015178i,-0.00019672-0.0032471i,-0.00025159-0.0047918i,-0.001895-0.0045075i,-0.0029625-0.0032918i,-0.0019303-0.0012317i,-0.00033368-0.00058986i,0.00026323-0.00071999i,-0.0001587-0.00082501i,-0.00030816-0.00064221i,4.7425e-06+0.00072789i,0.00018373+0.00054486i,0.0014489-0.00029374i,0.0022575-0.00014869i,0.0020622-0.001141i,0.0010846-0.0021506i,0.00036906-0.0017615i,0.00021371-0.0012616i,5.366e-05-0.00047738i,-0.0001847+0.00014744i,-1.6464e-05-0.00015872i,0.00028538-0.001117i,-0.00015697-0.0016778i
-0.00058862-0.00011391i,-0.0013679-0.0011416i,-0.002132-0.0044236i,-0.0022539-0.0076323i,-0.0031382-0.0069774i,-0.0028905-0.0038275i,-0.0012968-0.0015712i,-0.0007658-0.0014065i,-0.0015184-0.0016327i,-0.0019624-0.0010737i,-0.0023832+2.9851e-05i,-0.0032385+0.0012254i,-0.0029118+0.0018514i,-0.0016581+0.0020598i,-0.00089438+0.0018885i,-0.00047312+0.0010898i,-0.0002658+0.00012525i,0.00047938-0.00035598i,0.00058454-0.00053526i,-0.0001996-0.00075802i,-0.0014191-0.00085872i,-0.0021092-0.00031075i,-0.0014417+0.00065001i
-0.0012153+0.0012148i,-0.0015757-0.0018143i,-0.0011759-0.0048189i,-0.0028432-0.0057002i,-0.0038537-0.0040151i,-0.0019662-0.0025431i,0.00090861-0.0016287i,0.0016687-0.00056231i,0.0014967-7.3746e-05i,0.0011193-0.00089443i,0.00062508-0.0015661i,0.00067132-0.0016316i,0.0015061-0.0017699i,0.0020251-0.0011903i,0.0016673-0.00064775i,0.0009193-0.00050602i,-0.00038087-0.00085028i,-0.00026823-0.0016315i,0.00027321-0.0010127i,-0.00049117+0.00083427i,-0.00040638+0.0020324i,0.00068376+0.0016371i,0.00050816+0.00022225i
-0.0012967+0.0010732i,-0.0027638-0.0010473i,-0.0026124-0.0020068i,-0.0018831-0.0042963i,-0.0020688-0.0050044i,-0.0022876-0.0033856i,-0.00083134-0.0018716i,0.00014466-0.00057723i,0.00053976+0.00026756i,0.00086951+0.00092716i,0.00070396+0.0016421i,0.0004004+0.0022651i,0.00050601+0.0021335i,0.00016859+0.0015612i,0.00027173+0.0007948i,-0.00024884+0.00033601i,-0.00043659+0.0003269i,-0.00066944-2.8071e-05i,-0.00064824-0.00067774i,-0.00025389-0.0010794i,-0.00066627-0.0014378i,-0.0011263-0.0009618i,-0.00087947+0.00051678i
-0.00041502+0.00016198i,-0.0018343-0.0014764i,-0.0021468-0.0049674i,-0.0030047-0.0068315i,-0.0045574-0.0048361i,-0.0030141-0.0021369i,-0.00020572-0.0012417i,0.0012889-0.0017352i,0.00073634-0.0025743i,-0.00035588-0.0015706i,-0.00073384+0.00034661i,-0.00031589+0.0012775i,-0.00021714+0.0016742i,2.3209e-05+0.0015634i,0.00096099+0.00040588i,0.00072308-0.0006361i,-0.00015486-0.001448i,-0.00052163-0.0018014i,-0.0013748-0.00099211i,-0.00098241+0.00042469i,0.00019207+0.0011917i,0.0010627+0.00060536i,0.001224-8.2187e-05i
-0.0021536+2.3734e-05i,-0.0028499-0.0020615i,-0.0038839-0.0054291i,-0.0042312-0.0069893i,-0.0038289-0.0059854i,-0.003338-0.0027873i,-0.0018272+2.4454e-05i,0.00033244-0.0001595i,0.001587-0.0014175i,0.0011578-0.0012647i,0.00054831-0.0013129i,-0.00040147-0.0012029i,-0.00075701-0.0010718i,1.8174e-06-0.00028695i,-0.00019412+0.00073013i,-0.00083059+0.00077582i,-0.00046677+0.00019528i,-8.4423e-05-0.00065226i,-9.1412e-05-0.00033697i,0.00022033-0.00040337i,4.9318e-05-0.0013721i,-0.00031297-0.0010686i,-0.00046312-0.00037229i
-0.00033111-0.00055869i,-0.00033435-0.0019568i,-0.00081424-0.0041521i,-0.0025827-0.0065057i,-0.0029457-0.0055225i,-0.0016756-0.0022883i,-0.00045672-0.0004717i,0.00065735-0.00095461i,0.00033165-0.0014041i,-0.00031727-0.00028088i,-5.0286e-05+0.0011346i,0.00092814+0.0022554i,0.0013843+0.0025273i,0.0021298+0.0018212i,0.0024958+0.0013211i,0.0020354-4.7189e-05i,0.0012173-0.0010024i,1.0368e-06-0.00079865i,-0.00062225+5.8423e-05i,-0.00063553+0.0013926i,-0.0011347+0.0016481i,-6.0966e-05+0.0015492i,0.0012226+0.00097843i
-0.0014559-0.00074962i,-0.0029315-0.0016548i,-0.0042775-0.0036665i,-0.0050017-0.0048343i,-0.0046046-0.0031224i,-0.002403-0.0015729i,0.000132-0.0014623i,0.0010218-0.0019476i,0.0016921-0.002221i,0.0013785-0.0013958i,-1.0826e-05-0.0015048i,-0.000875-0.0014471i,-0.00059396-0.00033324i,8.0017e-05-0.00012728i,-0.00027773-0.00047257i,-0.00065669-0.00060878i,-0.00024425+0.00040736i,0.00025591+0.00032073i,0.00020086-0.00018539i,0.00065052-0.00030307i,0.0015501-0.0013091i,0.0012502-0.0014887i,-0.00048051-0.0012418i
-0.00059866-0.00045573i,-0.00025213-0.0014907i,-0.00026994-0.0031615i,-0.00064028-0.0052782i,-0.0014185-0.0043831i,-0.00099035-0.0019497i,-0.00038913-0.0012202i,-0.0004311-0.00089911i,-7.8176e-05-0.00061919i,0.00031089+0.0001683i,0.0003502+0.0012466i,0.00081761+0.00073574i,0.0016347+0.00018841i,0.0016162+0.00027806i,0.001869+0.00015438i,0.0020551-0.00049982i,0.0011183-0.0013732i,-0.00028672-0.001354i,-0.00099711-0.00098879i,-0.0019228-0.00077601i,-0.003197-0.00050886i,-0.0023609-0.0003582i,-0.00022284+0.00012208i
0.00025614-0.00081552i,-0.0015862-0.0012672i,-0.0039522-0.0046983i,-0.0052574-0.0075195i,-0.0050787-0.0059084i,-0.0041248-0.0026288i,-0.0027606-0.0010042i,-0.0016234-0.0011024i,-0.00017591-0.0011782i,0.00025195-0.00015892i,-0.00074076+0.00038262i,-0.00096416+0.00019567i,-0.00033523+0.00047003i,0.00032564+0.00055329i,-5.2991e-05-0.00023707i,-0.00085214-0.0010525i,-0.0011852-0.0010351i,-0.0014209-0.00078871i,-0.0011852-0.00040199i,7.3555e-05-0.00022226i,0.001121-0.00043417i,0.00134-0.001i,0.00052081-0.00084943i
-0.00074626-0.0010769i,-0.0013901-0.0023849i,-0.0022972-0.0047664i,-0.0028751-0.0067809i,-0.0024271-0.0055134i,-0.0006855-0.0023558i,0.0003849-0.0012688i,0.00040776-0.0016902i,0.0010522-0.001613i,0.0010548-0.00099166i,-8.6117e-05-0.00021676i,-0.00055153+0.00063342i,-0.00011174+0.0015029i,0.00099465+0.0019748i,0.0022064+0.0020431i,0.0025413+0.0017432i,0.00188+0.00030913i,0.00085245-0.0011605i,-0.00015373-0.0015144i,-0.00096689-0.0014861i,-0.0014758-0.0013941i,-0.0015144-0.00078593i,-0.0012543+0.00055151i
-0.00085025-0.0011218i,0.00046161-0.0013129i,-0.0012731-0.0035419i,-0.0031934-0.0056783i,-0.0041986-0.004141i,-0.0031018-0.0005215i,-0.00066782+0.00092365i,0.00018491-0.00064321i,0.00039196-0.0020693i,0.0009603-0.00081173i,0.0013864+0.00060255i,0.0017473+0.00050582i,0.0012625-0.00018209i,0.00021338-0.00072496i,-0.0010058-0.0011534i,-0.0021337-0.00142i,-0.0024201-0.0012886i,-0.0016771-0.0010294i,-0.00063285-0.00055131i,0.00035538+0.00081722i,0.001376+0.00154i,0.0018687+0.0010381i,0.0010726-0.0002002i
-0.00046421-0.00072738i,-0.00085063-0.0024537i,-0.0012001-0.0062959i,-0.0025559-0.0081619i,-0.0031706-0.0064695i,-0.0023732-0.0027589i,-0.0011382-0.00065033i,5.2937e-06-0.0011419i,-0.00069573-0.002062i,-0.0018755-0.00086482i,-0.0022909+0.0013265i,-0.00204+0.0020857i,-0.00040474+0.0020397i,0.0017869+0.0020441i,0.0021643+0.0011064i,0.0017204+0.00041474i,0.0011648+0.00040899i,0.00035995+0.00031491i,-0.0006228-0.00038489i,-0.0014667-0.0012798i,-0.001215-0.0019651i,-0.00086397-0.0011961i,-0.00051582+0.00035852i
-0.0030973-0.00035662i,-0.0027295-0.0015739i,-0.0019582-0.0035946i,-0.0023852-0.0058954i,-0.0029865-0.0054896i,-0.0020446-0.0033894i,0.00010838-0.0013038i,0.001419-0.00065613i,0.0017946-0.00091727i,0.0014186-0.00030161i,0.0010803-0.0001587i,0.0011017-0.001238i,0.0010901-0.0012583i,0.0011829-0.00079005i,0.00054994-0.0014043i,-0.00052318-0.0020372i,-0.00046158-0.0021723i,0.00025863-0.0015743i,-0.00040601-0.0010613i,-0.001141-0.00041771i,-0.00023813+0.00085726i,0.00042279+0.0010978i,0.00039106-5.644e-05i
-0.0017017+0.0011865i,-0.0032536-0.001205i,-0.0032082-0.0048249i,-0.0029126-0.0068164i,-0.0025848-0.0053601i,-0.0021709-0.0023437i,-0.0014181-0.00090202i,-0.00028951-0.00087594i,1.6594e-05-0.00076433i,-0.00049059-0.00092888i,-0.00045785-0.00063157i,7.0761e-06+0.00012753i,0.0001762+0.00069128i,-0.00014361+0.0012957i,-6.0096e-05+0.0021373i,0.00074237+0.0018243i,0.00075671+0.00064115i,0.0001113-0.00028667i,-0.00061852-0.00095366i,-0.00050677-0.0012371i,0.00011357-0.00090437i,3.066e-05-0.00082908i,-0.00063508-0.0008189i
