-0.0012784-0.0001096i,-0.0010397-0.00061997i,-0.002339-1.0654e-05i,-0.0026867+0.00032764i,-0.0019768+0.0011206i,-0.0016601+0.0010975i,-0.00093442+0.00039398i,0.00015264+0.00041653i,0.0011227+0.00048225i,0.0011053+0.00059997i,0.00079331+0.00032521i,0.00095102-0.00052377i,0.00087635-0.0010605i,0.00051986-0.00082085i,1.9334e-05-0.00063723i,0.0004398-0.0001174i,0.0011019-0.00036152i,0.00082453-0.0010011i,0.0002695-0.0005228i,-1.8111e-05+0.00035769i,7.7485e-05+0.00088236i,0.00023357+3.7313e-05i,-8.3349e-05-0.00063915i
-0.0014934-0.0011724i,-0.0015485-0.00014563i,-0.0018356+0.001322i,-0.0017151+0.0012533i,-0.0009542+0.0007805i,5.2347e-05+0.00052472i,0.00036775-0.00059565i,0.00058751-0.00042142i,0.00078275+0.0010343i,0.00040683+0.0017311i,7.3898e-05+0.0011761i,7.526e-05+0.00028551i,0.00025283+8.089e-05i,0.00050051+0.00035196i,0.00021846+0.00031098i,0.00029629-0.0002215i,0.00053817-0.00047664i,-5.2134e-05-0.00061333i,0.00034467-0.00055954i,0.00090598-0.00014453i,0.00080952+2.7286e-05i,0.00027865-6.6071e-05i,-0.00029336-0.00020694i
0.0007324+0.0028459i,0.0007741+0.0020992i,0.0016213+0.00034525i,0.0008494-0.00050316i,0.00087639-0.00036382i,0.00052926-2.0988e-05i,-0.00043448-0.00016686i,-0.00069377+8.7674e-05i,-0.00014013-0.00013444i,0.00034477-0.0011604i,0.00019191-0.00077305i,0.00017853-1.6275e-05i,-0.00013632-5.5272e-05i,-0.00015729-0.00057748i,-6.9219e-05-0.00075627i,-0.00020143-0.00047603i,-0.00044191-0.0004956i,-0.00031841-0.00059096i,0.00028325-0.00013697i,0.0011382-0.00020202i,0.00073957-0.00030542i,-6.4739e-05-0.00030153i,-0.00016144-3.2598e-05i
-0.0016497+0.00099818i,-0.0014159+0.0023164i,-0.00066793+0.0031263i,-0.00015922+0.0023992i,-5.6714e-05+0.0014954i,0.00025899+0.00058679i,0.0001756-0.00030606i,0.00012517-0.00040496i,0.00051243+0.00074224i,0.00077206+0.0010448i,0.0014218+0.00030997i,0.0010334+0.00014341i,-0.00034732-0.00051335i,-0.0001373-0.0010582i,0.00060509-0.00086804i,0.0004756-0.00043766i,7.7661e-05-0.00053904i,-3.1904e-05-0.0009199i,0.00018927-0.0010036i,-0.00011467-0.0003995i,-0.00043531+0.00020818i,-0.00055076+0.0002312i,-0.00088752-0.00014885i
-0.0015877-0.00072662i,-0.0020484-0.0012211i,-0.0012889-0.00066418i,-5.9213e-05-0.00049732i,-0.00030285-0.00075301i,-0.0015334-0.00084426i,-0.0011444-0.00071373i,-0.00047152-4.8886e-05i,-4.3142e-05-2.211e-05i,0.00024543-6.4749e-05i,0.00011927+0.0001026i,0.00056176+0.00039363i,0.00026892+0.00056842i,-0.00073901-2.7303e-05i,-0.00044896-8.3193e-05i,0.00051995+0.00049801i,2.6096e-05+0.00040511i,-0.00047673-0.00035416i,-4.1973e-05-0.00037119i,-0.00013301-0.00021704i,-0.00022551-9.04e-06i,0.00043311+0.00015571i,0.0006117+7.4788e-05i
-0.00046169-0.00017379i,-0.00025785+0.00070036i,-0.00085066+0.0016233i,-0.0013399+0.0010974i,-0.0015212+0.00051474i,-0.00059151-0.00042401i,0.00034718-0.00063919i,0.00047608+3.5422e-05i,0.00068682+0.00095256i,0.00075111+0.00062511i,0.00042341-6.702e-05i,-2.5317e-05+0.00084737i,-0.00048563+0.00080803i,-0.00023752-0.00042363i,0.00012014-0.00068259i,-1.301e-05-0.00026716i,-0.00055247+0.00045109i,-0.00064068+0.0013623i,-0.00046137+0.00077109i,-0.00041867+0.00026771i,-0.00077158+0.00077106i,-0.0005808+0.00029172i,-0.00029272-0.00065112i
0.0010837-0.00089759i,-0.00079865-0.0021401i,-0.0007555-0.0044993i,-0.00078122-0.0035319i,-0.0012798-0.0019673i,-0.00072359-0.0015146i,2.1746e-05-0.00055612i,0.00021809+0.00032339i,0.00030401+0.00054462i,0.00048956+0.0008517i,0.0004084+0.00079433i,-1.3171e-05+0.00039747i,0.00010572-0.00017909i,-1.5055e-05+0.00043546i,-0.00034211+0.0010271i,-0.00055888+0.00055389i,-0.0010531+4.6145e-05i,-0.00097373+0.0005471i,-0.00052674+0.0012371i,-0.00027225+0.0013537i,-9.2213e-05+0.0012549i,-0.00033694+0.00077634i,-0.00044378+0.00022861i
0.00041969+0.0011437i,0.0013186+0.0010854i,0.0030644+0.00072i,0.0022242+0.00073447i,7.3969e-05+0.0004608i,-0.00067234+0.00033073i,-0.00026903+0.00071028i,-3.1629e-05+0.00057122i,-9.1753e-06+0.00049007i,-0.00066554+0.00054012i,-0.00070031+3.3649e-06i,0.00014587+0.00016985i,0.00055409+0.00041889i,0.00010184+0.00034077i,-0.00070525+0.00017897i,-0.0008801-0.00031264i,-0.00057728-0.00081789i,-0.00060108-0.00084634i,-0.00043516-0.00083521i,9.0166e-05-0.0011633i,0.00050366-0.0014531i,0.00055335-0.00065334i,0.00038846+0.00044234i
-0.0015382-0.00074024i,-0.0021882-0.00049505i,-0.0022381-0.000184i,-0.0017972+0.00035382i,-0.00071995+0.00023293i,0.00030056+0.0005346i,0.00043268+0.0014077i,9.4598e-05+0.0012267i,9.2511e-06+0.00038145i,9.7568e-05-7.0856e-05i,6.1313e-06+0.0002464i,0.00021527+0.0005754i,-0.0004274+0.00014526i,-0.00052039-0.00042206i,-0.00012797-0.00057616i,-0.00013821-0.00031847i,2.5617e-05-0.00039665i,0.00054361-0.00045258i,0.00095579-0.00044548i,0.0013183+2.3823e-05i,0.0011426+0.00046241i,0.00055634+0.00031471i,0.00025174-0.00015649i
-8.1771e-05-0.00077413i,0.0012159-0.0009064i,0.0023391-0.00093915i,0.0012965-0.00065626i,-0.00035595-0.00031384i,-0.001383-6.568e-05i,-0.00057128+0.00050701i,0.00035874+0.00015362i,0.00050159-0.00035719i,0.00083912-0.00064523i,0.00081774-0.00056953i,-6.4582e-05-4.1559e-05i,-0.00026368+0.00027848i,-3.2191e-05+0.00028026i,-0.00015642-0.00025613i,-0.00020209-0.00081247i,0.00041522-0.00079598i,0.0010522-0.00083435i,0.00046135-0.0013345i,0.00021739-0.0016401i,0.00029631-0.001359i,0.00056721-0.00044947i,0.00037094-0.00046743i
-0.00055496+0.00041638i,-0.0013496+0.0013883i,-0.0024231+0.0023277i,-0.0020428+0.0021199i,-0.00081669+0.0013941i,-0.00093093+0.00040608i,-0.00070869-0.00032376i,-0.00022437+3.9501e-05i,-0.00013538+0.00073367i,-0.00021+0.0007992i,-0.00029405+0.00048151i,-0.00019302+0.00038492i,-0.00012498+9.5647e-05i,0.00039722-0.0004233i,0.00055664-0.00044057i,0.00047959-0.00016636i,0.00038492+0.00051979i,0.00066932+0.00076767i,0.00075336+2.4989e-05i,0.0002727-0.00016131i,0.00017947+0.00017884i,0.00041198+0.00038238i,0.00082031+0.00070306i
0.0030852-0.00094441i,0.001415-0.0015036i,0.0011621-0.0024201i,0.00085484-0.0022769i,-0.00029318-0.0019718i,-0.00093603-0.0013422i,-0.00072199-8.8587e-05i,-0.00065258+0.00029726i,-0.00015287+0.0005499i,-0.00016775-0.00019813i,-7.6538e-05-0.0013145i,0.00016553-0.0013127i,0.00049425-0.00062437i,0.00077704+0.00050564i,0.00039206+0.00090696i,0.00021593+0.0005058i,0.00053112+0.00044408i,0.000468+0.00075336i,0.00027691+0.00057143i,-0.00025079+0.00025144i,-0.00028663-1.6341e-05i,6.5232e-05-0.00036791i,0.00013666+0.00033794i
0.00093121+0.0020639i,0.0014363+0.0018049i,0.0016423+0.0020938i,0.0015267+0.0012964i,0.00067488-0.00046614i,-0.00028674-0.00029709i,4.4851e-05+0.00019579i,-2.9531e-05+0.00024117i,6.6414e-05+7.6008e-05i,0.00072359-0.00023541i,0.00044729+0.00014801i,-0.00060104+0.00048831i,-0.0010098-0.00042009i,-0.00067096-0.00067032i,-0.00066344-0.00010249i,-0.00098032-3.5585e-05i,-0.00021469+0.00069128i,0.00026954+0.0010602i,-0.00010325+0.0003799i,-6.8558e-05-0.00025456i,-0.00033731-0.0011471i,-0.0001488-0.0010555i,-8.4644e-05-0.00015718i
-0.00095933-0.00065355i,-0.0010046-0.0017933i,-0.001204-0.0013252i,-0.001311+2.8877e-05i,-0.00095776+0.0012209i,-0.00037863+0.0015571i,-0.00029272+0.00071263i,-0.00027721+0.00010885i,0.0002418+0.00015581i,4.9848e-05+0.00012105i,-0.00072311-7.2478e-05i,-0.0010781-0.00012858i,-0.00030668-0.00029357i,0.00019168-0.00038418i,-0.00014274-0.00040792i,-0.00063627-0.00012522i,-0.00079069+0.00055124i,-0.00031226+0.00013194i,0.00030592-0.0002422i,0.00084731+5.4361e-05i,0.00036704-0.00028827i,-0.00071495-0.00035513i,-0.00054947-0.00031178i
-1.1706e-05-0.00037808i,0.0010968-0.00064358i,0.0022708-4.4457e-05i,0.0015866+0.001197i,0.00022397+0.00084266i,-0.00028331+0.00042901i,-0.00032409+0.00047658i,-0.00029504+0.00074335i,0.00022901+0.00035547i,-1.4644e-05+0.00012219i,-0.00088606+0.00020903i,-0.00078761+0.00038978i,-0.00019333+0.00052518i,-0.00040005+0.0002993i,-0.0009269+0.00011814i,-0.0013432-0.00037295i,-0.0010463-0.00032155i,0.00054416+6.2112e-05i,0.001627+8.5356e-05i,0.00079752+0.00012632i,-0.00042072+0.00046684i,-0.00060346+3.9152e-05i,-0.00075503-0.00015909i
-0.00037835+0.00084028i,-0.0012689+0.00070626i,-0.0016584+0.00083374i,-0.0013958+9.5807e-05i,-0.00062091-0.00059813i,-0.00073876-0.00046071i,-0.00062298-0.00010011i,-0.00032795+0.0005389i,3.7358e-05+0.00041692i,0.00036717+5.1638e-05i,0.00064607+0.00013853i,0.00034777+4.7791e-05i,-0.0005393-0.00056571i,-0.0008968-0.00029285i,-0.00079919+0.00010602i,-0.0010947-0.00033257i,-0.0014647+0.00015339i,-0.0015893+0.0012589i,-0.0012583+0.00065198i,-0.00035587-0.00015766i,-0.00011612-0.0008555i,0.00017624-0.0011165i,0.0006556-0.00070867i
-0.00012514-0.00032983i,0.0014994+0.00021369i,0.0015412-0.000526i,0.00030825-0.00094659i,-0.0012178-0.00040512i,-0.0013144+7.0995e-06i,-0.00077741-0.00050042i,-0.00026477-0.00073995i,0.00025493+1.0428e-05i,0.00050295+0.00012511i,0.00024199-0.00034208i,-0.00059655+6.3121e-05i,-0.00024145+0.00044609i,0.00056537+0.00045186i,0.00020933+6.0148e-05i,-0.00055634-0.00039601i,-0.00063939-0.00045071i,-0.00029739-0.00015115i,-0.00023415+3.0834e-05i,-0.00021875+0.00012436i,-0.00031867+3.0341e-05i,-0.00058028-5.5448e-05i,-0.0009592-0.00049652i
0.00041203+0.0015218i,-7.7354e-05+0.00096129i,-0.00027884+0.00040407i,4.7488e-05-0.00041941i,-9.481e-05-0.00085508i,-0.00078307-0.00055689i,-0.00034237+0.00013805i,7.3469e-05+0.00026219i,-0.00015977-4.6613e-05i,0.0001037+1.8988e-05i,0.00022148+3.1398e-06i,0.00029963-4.7126e-05i,-7.5343e-06-0.00010913i,-2.0781e-05-0.0003521i,7.0404e-05-0.00059301i,-0.00031729-0.00053563i,-1.5858e-05-0.00014568i,0.0006864-0.00015902i,-6.6217e-05-0.00027185i,-0.00043512+0.00013803i,-0.00025992+0.00046635i,0.0002433+0.00019527i,0.00098477+0.00099954i
0.0011155+0.0012237i,0.0018922+0.0011439i,0.0025816-0.00010156i,0.001552-0.00096377i,0.000199-0.00073189i,-0.00043887-0.0003683i,-0.00085519-0.00049146i,-0.00081617-0.00047762i,-1.4384e-05+6.1298e-05i,0.00054237+1.5161e-05i,0.00058271-0.0011761i,0.0002181-0.0018429i,0.00017999-0.0012871i,0.00032479-0.00017293i,0.00048004+0.00027354i,0.00044757-0.00031784i,5.596e-06-0.00021556i,-0.00014402+0.00027924i,0.00021091+7.3563e-05i,0.00046667-0.00016867i,0.00051239-0.00020611i,0.0006384-0.00043989i,-6.2716e-05-0.00074756i
0.0010333-0.00094288i,0.00055784-8.0566e-05i,-0.00056942-0.00098878i,-0.00085715-0.0009007i,-0.0010844-0.0001835i,-0.00098855+0.00032908i,4.3151e-06+0.0011151i,-0.00012181+0.00096835i,-0.00054742-4.6839e-05i,-1.7856e-05-0.00086936i,0.00032077-0.00060563i,0.00028324+4.8903e-05i,0.00057817+0.00025156i,0.00090357+0.00051889i,0.00036278+0.00036683i,0.0003046-0.00028204i,0.00063219+0.00014738i,0.00020616+0.0002737i,0.00066576-0.0002148i,0.00083472-0.00026767i,0.00028163-0.00053978i,0.0002708-0.00051578i,-4.1167e-07-0.00066464i
-0.001367+0.0011613i,-0.00097397+0.000955i,-0.00025515+0.0014345i,0.00045591+0.0013682i,0.00056459+0.00025434i,0.00061571-0.00098395i,0.00051125-0.0006312i,0.00024225+0.00016178i,0.0006321+0.00022893i,0.00084728-5.4518e-05i,0.00087649-0.00024659i,0.00054295-0.00044297i,-0.00014363-0.00026142i,-0.00021369+0.00055041i,-5.6524e-05+0.00073661i,-0.00033894+0.00026084i,-0.00079671-2.6023e-05i,0.00023904+8.38e-05i,0.00030516+0.00060902i,-0.00055128+0.00064459i,1.6354e-05-0.00010326i,0.00050736-0.00019437i,0.00068617+0.00032766i
-0.0007454-0.00065255i,-0.0013287-8.9193e-05i,-0.0017276+0.00014025i,-0.0016744-0.00033382i,-0.0025256-0.0007282i,-0.002022-0.0008635i,-0.00052199-0.00046005i,-0.00041535+9.1515e-05i,-0.0006229-0.00019713i,-0.00041687-0.00033193i,-0.00044983-0.00023487i,-0.00046833-0.00052607i,-0.00013979-0.0012731i,-0.00019476-0.00093193i,-0.00030913+0.00041865i,0.000271+0.00059841i,-2.597e-05-0.00015717i,-0.00020798-6.9112e-05i,0.00061524+0.00014443i,0.00068034+0.00042151i,0.00037351+0.00023824i,5.8663e-06+0.00040164i,0.00032106+0.00050118i
-0.00050664-0.0013533i,0.00064-0.0018602i,-0.00053202-0.0008137i,-0.0010501-6.3871e-05i,-0.0010156+0.00078267i,-0.0011879+0.00063558i,-3.7183e-06-0.000155i,0.00051759-3.7142e-05i,0.0002579+2.5363e-05i,0.00048999+8.9071e-05i,0.00066158-0.00012508i,0.00027974-0.00050485i,-3.3947e-06-0.00019363i,-0.00027686+0.00021341i,-3.1925e-05+0.00052908i,-0.00029532+0.0011545i,-0.00036933+0.00047641i,-5.7531e-05-0.00021505i,-0.00055687-0.00025577i,-0.00044258-0.00059256i,0.00034858-3.8325e-05i,0.00042036+0.00068584i,0.00019317+0.00061412i
-0.0011746+0.0010044i,-0.001677+0.0012568i,-0.00088123+0.0024684i,-7.8818e-05+0.0025876i,-0.00058648+0.0015033i,-0.0010182+0.00092024i,-0.00027561+0.0015737i,0.00061397+0.0014904i,0.00045736+0.00016107i,0.00062039-0.00040602i,0.001149+0.00018492i,0.0006722+0.00036842i,0.00092087-0.00012797i,0.0010951+9.6412e-05i,0.00011137-4.8254e-05i,5.0754e-05-0.00034815i,0.00064137-0.00059474i,0.00033093-0.00030489i,-5.8649e-05+0.000472i,-2.4544e-05+0.0004093i,-0.00017445-3.8127e-05i,0.00023909-0.0003725i,0.00063292-0.00052131i
0.00075246-6.2797e-05i,0.0012481-0.00089494i,0.0016273-0.001481i,0.00096509-0.0021342i,-0.00027206-0.0014506i,-0.00082979-0.00023335i,-0.00049107+0.00050786i,0.00023662+0.0004139i,0.00049664+3.2387e-05i,0.00083919-7.8137e-05i,0.0011194-0.00016397i,0.00067061-0.00017253i,-0.00015663+0.0006512i,-0.00044986+0.00080741i,-0.00030368+0.00064103i,-0.00016659+0.00067252i,-0.00031275+0.00096085i,-0.0005114+0.0012879i,-0.00023505+0.00038493i,-0.00030163-0.00058642i,-0.00037454-2.5584e-05i,-0.00026802-0.00013827i,-0.00021791-0.0011332i
-0.00067604+0.0013554i,-0.00017965+0.0016964i,-8.379e-05+0.0025543i,0.00055123+0.0020015i,0.001017+0.00044711i,0.00046181-0.00097292i,-0.00021208-0.00080033i,0.00027616-0.00025643i,0.00078409-2.1421e-05i,0.00040422-0.00034216i,0.00045836-0.00031495i,0.0010919-0.000197i,0.00046127-0.00027466i,0.00034522+0.00030046i,0.00021009+0.00052447i,-0.00033546+0.0002791i,0.00020278-0.00017531i,0.00018488-0.00051178i,-5.8142e-05-0.00048841i,0.00041931-0.00052159i,0.00015884-0.00068592i,-0.00018684-0.00011814i,0.0006064-0.00034964i
-0.00063071+0.0013979i,-0.0011665+0.0016281i,-0.00047972+7.1718e-05i,0.00085868-0.00026185i,-4.9117e-05-0.00019518i,-0.0011805-0.00076817i,-0.00093024-0.0002517i,-0.000295+7.6399e-05i,-0.00027895+0.00040828i,5.4555e-05+0.00096764i,0.00047427+0.0012626i,-0.00065882+0.00048196i,-0.0015088-0.00019554i,-0.0011609-4.8368e-05i,5.869e-05+0.0001618i,0.00038505-0.0004216i,0.00040926-7.2141e-05i,0.00074693+0.00085634i,0.00049587+0.0010962i,0.00053934+0.001279i,0.00043888+0.00092333i,0.00046653-0.00018715i,0.0011517-0.00059141i
-0.00046546+0.00020984i,-0.0012244-0.00042677i,-0.0012562-0.0001249i,-0.0010193-6.2888e-05i,6.1878e-05-0.00037928i,0.00024037-0.0005676i,-7.5487e-05+0.0001565i,6.4624e-05+0.00089796i,0.0002383+0.00062998i,0.00057064+0.00041279i,0.0004778-0.00010365i,0.00014911-0.00027302i,0.00022443-0.00027933i,-0.00014929-0.00063613i,0.0003659-0.00095736i,0.00058352-0.00028231i,0.000337+0.00043805i,0.00049443+0.00082416i,4.5063e-05+0.00093294i,-0.00026249+0.00048597i,-0.00037097+0.00048556i,0.00050145+0.00080696i,0.00095965+0.00075364i
-0.00089284-0.00025178i,-0.00029523-0.0014146i,-2.0522e-05-0.00086885i,-0.00046094+0.00012234i,-0.00011783+0.00025027i,-0.00035353-0.00015131i,-0.00011078+0.00060336i,0.00032823+0.001369i,9.6011e-05+0.00027i,0.00058431-0.00031077i,0.00085882+1.018e-05i,0.00036011+0.0001742i,0.0004497+1.7207e-05i,0.00030413+0.00078941i,0.00010361+0.00095098i,0.00015206+0.0006466i,-0.00022+8.2006e-05i,7.3637e-06-0.00050005i,0.00073167-0.00037767i,0.00056606-0.00029227i,0.00021619+1.6045e-05i,0.00069551+7.0166e-05i,0.00069562+0.00030724i
0.0009966-0.00019823i,0.0016506+0.00065783i,0.00091415+0.00015693i,-7.5768e-05-0.00043774i,-0.00077175-0.00042804i,-0.0011578-0.00042149i,-0.0011386-0.00032929i,-0.00073341+0.00010383i,4.3312e-05-0.00024946i,-4.4864e-05-0.00027405i,-0.00032884-0.00041954i,0.00021967-0.00047103i,0.00046999+0.00068469i,0.00050271+0.00098629i,0.00064477+0.00083439i,0.00079037+0.0013409i,0.00047975+0.00073457i,0.00066595-0.00011799i,0.00087613-0.00012494i,0.0008169-0.00014842i,0.00011856-0.00013434i,-0.00044034-9.0448e-05i,-3.47e-07+3.723e-05i
0.00013656-0.0014822i,0.00039741-0.0013532i,0.00074835-0.0009021i,0.00026093-0.0010487i,0.00013171-0.00077522i,0.00023755-0.00025935i,-0.00032426-5.339e-05i,-0.000635+6.3366e-06i,0.00075949+0.00011093i,0.0013645-0.00014431i,-0.00018775-1.0279e-06i,-0.00073351+0.00020437i,4.6789e-05+0.00016064i,-0.00011815-6.1269e-05i,0.00017518+7.7635e-05i,0.00067876+0.00041419i,0.00028843-0.00041619i,-0.0001287-0.00056264i,-0.00017767-0.00046129i,0.00048175-0.00023308i,0.00070392+0.00031404i,0.00055089-6.5302e-05i,0.00025436-0.00036437i
-0.00011662-9.0987e-05i,-0.00011706+0.00032653i,0.00018915-0.0004435i,0.00046646-0.00038748i,-0.0006771+0.00057883i,-0.0010438+0.0003959i,-0.0003165+2.2929e-05i,-1.5849e-05-0.00036717i,-0.00031549-0.00020903i,-0.00024721+0.00052053i,-0.00021221+0.00061224i,0.00069117+0.00062681i,0.0013939+0.00082231i,0.00031902+0.00019042i,-4.4367e-06-0.00045717i,0.0003671-0.0003196i,0.00045926+0.00041533i,0.00073777+0.00052889i,0.00038579-0.00011454i,-0.0001031+0.00022032i,0.00049769+0.0005235i,0.0010081-3.7212e-05i,0.00041909-0.00016766i
-0.00084065-0.00034002i,-0.0017017-0.00060947i,-0.0017716-0.00097381i,-0.00070258-0.00011437i,-0.00081357+0.00039115i,-0.00065906+5.1812e-05i,0.00012099-0.00046451i,0.00056149-0.00051041i,0.00051498-0.00069158i,0.0001686-0.00040643i,-0.00058856-9.7216e-05i,-0.00013656-0.00040628i,0.0003995-0.00011282i,-0.00016039-2.5712e-05i,-0.00055805+0.00020521i,-0.00090288+0.00027299i,-8.0668e-05-0.00027662i,0.00050376-0.00069918i,0.00021642-0.00074657i,0.00064866-0.00021251i,0.00051391-3.737e-05i,-0.00013+3.6137e-05i,-0.00050239-0.00019199i
-0.00051436-0.0011188i,-0.00037443-0.00075904i,-0.00027649-2.1217e-05i,-0.0009707+0.00037426i,-0.0013834+0.0011172i,-0.00099671+0.00086536i,-0.00014968-0.00041525i,0.00038213-0.00029111i,0.00025745+0.00026272i,-0.00011117+0.0001805i,-0.00027889+6.6444e-06i,-0.00017622-0.00029948i,6.7158e-05+0.001165i,1.7561e-05+0.0016881i,0.00022133+0.00013617i,0.0014714-0.00030592i,0.0010258+8.7266e-05i,-0.00032414+0.00054677i,-0.00020033+0.00047435i,0.0003825-9.7545e-05i,-8.9583e-05+6.4817e-05i,-0.00076056+0.00025414i,-0.00049293-0.00012138i
0.0010439-0.0033387i,0.00062669-0.0038258i,-0.00098536-0.0040216i,-0.002181-0.0035695i,-0.0018596-0.0027296i,-0.0014991-0.0011599i,-0.00085611-0.0001073i,-0.00030463-0.00051408i,0.00014044-0.0015946i,-5.1466e-05-0.0010838i,-0.00068583+0.00016089i,-0.0011256+0.0006315i,-0.00079652+0.00049698i,0.0003305+0.00030208i,-0.0003513+0.00022097i,-0.000929+0.0001495i,-0.0011714+0.00042271i,-0.00078081+0.00020382i,-0.00028709+0.00030709i,-0.0008415+0.00048188i,-0.00023162+0.0002923i,0.00033951+3.1113e-05i,5.7317e-05-0.00080004i
-0.0011066-0.0012844i,-0.0012008-0.00095356i,-0.0011694+0.00013053i,-0.0011344+0.00068685i,-0.00064468+0.00052915i,0.00015826+0.001756i,0.00018806+0.0015909i,0.00015147+0.00026425i,0.00053133-0.00021897i,0.00021698-0.00073684i,-0.0001381-0.00037384i,0.00011144+0.00045943i,-0.00030983+0.00042841i,-0.00041271-0.00023146i,7.3052e-05-6.645e-05i,0.00060291+0.00020364i,0.00050649-2.3753e-05i,0.00015938+0.00028472i,-0.001007+0.00092371i,-0.0012674+0.00069798i,-0.00018819+0.00066623i,0.0001944+0.00063295i,4.8819e-05+0.00011765i
-1.8857e-05-0.0031171i,-0.0013017-0.0025358i,-0.0033889-0.0022243i,-0.0036594-0.0023045i,-0.0026159-0.0015103i,-0.0017073-0.00056874i,-0.00081585-0.00066812i,0.00046138-0.00052683i,0.0013934-0.0005051i,0.00074467-0.00092715i,0.00014321-9.6855e-05i,0.00016606+0.00057208i,0.00017475+0.00020347i,-0.00021347+0.00029743i,-0.00037941+0.00046046i,-8.3358e-05-0.00014936i,-0.000243-0.00048995i,0.00016491-0.00072887i,0.0005183-0.0010269i,0.00042856-0.0010345i,0.00067506-0.00028716i,0.00044046+0.001111i,0.00029664+0.0008581i
0.0010972-0.00047574i,0.0015893-0.00064238i,0.0017065-0.00073166i,0.00057922+2.7344e-05i,-0.0013278+0.00081432i,-0.0027647+0.00097278i,-0.0024437+0.00080134i,-0.0011041+0.00053563i,-0.00057993+8.7229e-08i,-0.00053914-0.00011276i,-0.00076116-8.3164e-05i,-0.0011093-0.00014794i,-0.00066231-0.00016872i,-0.0001989+0.00014951i,-0.00010003+0.0007363i,-2.6286e-05+0.00040496i,-0.00016267+0.00024525i,0.00050201+0.0004512i,0.00096519+0.00056037i,0.00034641+0.00038289i,0.00025341-0.0001147i,0.0007345-0.00020232i,0.00082107+0.00033337i
0.0015129-0.0010118i,0.00028139-0.000533i,-0.0010711-0.0010519i,-0.0013722-0.0016865i,-0.00068507-0.0012011i,-0.00032806-0.00066006i,-0.00037416-0.0002652i,3.0258e-05+0.00041775i,0.00030125+0.000202i,0.0004547-0.00052814i,0.00088625-0.00098259i,0.00068908-0.00039433i,0.00013371+6.7719e-05i,0.00029371+0.00084338i,-0.00018845+0.001121i,-0.0006231+0.00082354i,-0.00041804+0.00099476i,-0.00021288+0.00085016i,0.00017592+0.00024448i,0.0004929-0.00030949i,0.00019145-0.0004935i,9.451e-05-0.00023962i,0.00037324+0.00030612i
0.001606+0.00015421i,0.0016879-0.00031407i,0.0017781-0.0016489i,0.00089138-0.0027335i,-0.0010214-0.0022004i,-0.0016025-0.0015713i,-0.00090719-0.00099723i,-0.00064372-0.00042853i,-0.0005406-0.00010558i,-0.00019224-8.5197e-05i,1.348e-05-0.00073641i,0.00034428-0.0011543i,-6.8353e-05-0.00042913i,-0.00029823+9.3788e-05i,0.00025548+0.00083696i,0.00081263+0.0009488i,0.00097322+4.8981e-05i,0.00085767-0.00082083i,0.00078937-0.0013486i,0.0004462-0.00089049i,8.0255e-05-0.00013055i,-4.6295e-07-0.000223i,-0.00048662+4.1951e-05i
-0.00091089+0.00019884i,-0.001928+0.00085045i,-0.0022108+0.0012848i,-0.0015998+0.0015849i,-0.00082853+0.00083788i,-0.00029527+0.00089142i,-0.00027039+0.00077923i,-0.00033688+8.4681e-06i,6.0999e-06-0.0004118i,3.2165e-05+7.3034e-05i,-0.00058182+0.00026968i,-0.00051489-0.00044172i,0.00024497-0.00066888i,0.00049533-0.00025863i,0.00019241+0.0010251i,-0.00025137+0.0013984i,-0.00042957+0.00051879i,-0.00011694+8.3043e-05i,0.00038927-0.0001297i,0.0007056+7.2503e-05i,0.00041518+0.00098103i,-0.00043285+0.0010369i,-0.00039726+0.00099938i
0.001146+0.00026828i,0.0015588-0.00065729i,0.0023304-0.0018896i,0.0019198-0.0010022i,0.00063752-0.00035916i,-0.0001172-0.00055663i,2.8921e-05-7.7854e-05i,0.00034496+0.00011468i,0.00050469+0.00043885i,0.0010967+0.00058118i,0.00029411+0.0003215i,-0.00059533-0.00014181i,-0.00033218-0.00038773i,-0.00025831-0.00032032i,-0.00067335-0.00015204i,-0.00032258-0.00043513i,0.00033177-0.00054859i,0.00022006-0.00018936i,-7.4157e-05-9.753e-05i,9.016e-05+0.00053514i,0.00086776+0.001019i,0.00031856+0.0013588i,-0.00092671+0.00057732i
-0.0016716-0.00076753i,-0.0012168-0.00098405i,-0.001492-0.00028346i,-0.002112+0.00081206i,-0.0020557+0.0010923i,-0.0011379+0.0011634i,0.00055693+0.00033055i,0.00052306-0.00014155i,-0.00059303-0.00026643i,-0.001318-0.00026917i,-0.00090943+0.00022764i,-1.5889e-07+8.9196e-05i,0.00044181-0.00011794i,-0.00016605-8.5867e-05i,-0.00047974-0.00052864i,9.788e-05-0.00065156i,0.00020819+0.0003727i,0.00024324+0.0010328i,-6.9059e-06+0.00065272i,2.4762e-05+0.0004852i,-2.023e-05+0.0010643i,-0.00041988+0.0011878i,9.9694e-05+0.00090431i
