-0.00017557+0.0001487i,-0.00032494-0.0010562i,-0.0015723-0.0021074i,-0.002876-0.0023702i,-0.0034692-0.00046572i,-0.0024476+0.00085932i,-0.00052855+0.00044239i,0.00019295+0.0010342i,0.0012187+0.0011841i,0.0019411+0.00010579i,0.00081621-0.0006252i,-2.0372e-05-0.00090299i,-0.00053062-0.00053268i,-0.00059712-0.00021753i,-0.00023741+0.00049625i,-0.00031728+0.0013819i,-0.00034593+0.00012578i,-0.00030565-0.00038601i,-0.00039812+6.396e-05i,-1.367e-05-0.0005213i,0.00030402-0.00046868i,-3.5465e-05+0.00019398i,-0.00027384+0.00071269i
0.001815+0.0014349i,0.0021978-0.0002056i,0.0017309-0.0016966i,0.00055561-0.0025335i,9.3514e-06-0.0033289i,-0.00020842-0.002472i,3.0037e-05-0.0011407i,0.0010049-0.00011127i,0.0015006+0.00016287i,0.0008639+0.00023651i,0.0005442+0.00028524i,0.00021367+0.00020437i,-0.0013724-8.0337e-05i,-0.0012974-0.00091595i,0.00012246-0.00048419i,0.00083183+0.00023756i,0.0010383+5.971e-05i,0.00074395-0.00026824i,0.00039181-0.00047004i,-8.8602e-05-0.00027063i,-0.00056123+0.0005687i,-0.00027005+0.00078667i,0.00016602+0.00015124i
-0.00041165+0.0016203i,-0.00074362+0.0018157i,-0.0014222+0.0015284i,-0.0017375+0.00078044i,-0.0017934+0.00020952i,-0.0011717-2.4017e-05i,2.0161e-05+0.00058244i,0.00075181+0.00045839i,0.00051257-0.00034132i,0.00044585-0.00014947i,0.00051563+0.00031085i,0.00019068-5.0084e-05i,0.00029354-0.00029755i,0.00032211+0.00032971i,0.00045582+0.00045056i,0.00087072-0.00021991i,0.00029736-4.1304e-05i,-0.0001531+0.001069i,5.4972e-05+0.0014918i,-0.00019966+0.0007937i,-0.00069561+7.3954e-05i,-0.00087718-7.7789e-05i,-0.00063054+0.00027623i
0.0013336+0.0026545i,0.0020219+0.0013422i,0.0025912-6.5075e-05i,0.0021432-0.0012293i,0.00088875-0.0022813i,9.7022e-05-0.0017627i,0.00046575-0.00091539i,0.00044584-0.00091721i,0.00014165+0.00012754i,-0.00028461+0.0004438i,-0.0012687-0.00027093i,-0.0014186-0.00043002i,-0.00027246-0.00040136i,0.00053559+1.7237e-05i,6.3252e-05+0.00064647i,0.00016725+0.00045345i,3.2548e-05-0.00055545i,-0.00081248-0.00085319i,-0.00056644+0.000258i,-5.1487e-05+0.0011045i,0.00068838+0.00027993i,0.0013876-7.8404e-05i,0.0015123+3.9803e-05i
0.00041123-0.00044474i,5.9311e-05-0.00081551i,-1.2415e-05-0.00086263i,-0.00068666-0.00011438i,-0.0012903-0.00040642i,-0.00050427-0.00084537i,0.0004558+0.00079873i,0.00041587+0.0013476i,2.9381e-05+0.0011422i,-0.0006233+0.001393i,-0.001122+0.0012062i,-0.00091539+0.00072154i,-0.00075037+0.00098604i,-0.00061763+0.00096349i,-0.00014131+0.00010326i,-0.00015187+0.00062715i,-0.00080854+0.00044579i,-0.00054491-0.00030778i,0.00014251-0.00083803i,0.00054318-0.0006569i,0.00062383-0.00037707i,0.00079538-0.00078303i,0.00056023-0.00065024i
0.0011478+0.00072709i,0.00013422+0.00093035i,-0.00063249-0.00035809i,-0.00055725-0.0011432i,-0.00041949-0.00026746i,-0.00090411+0.00048631i,-0.00037325+0.00022202i,0.00020637-0.00048341i,-0.00036183-0.00092296i,-0.00029417-0.00094685i,0.00066781-0.00078303i,0.00045497-0.00076886i,-0.00058974-0.00036311i,-0.00097836-0.0001145i,-0.00053908-0.00015129i,-0.00024431-0.00029886i,-1.2189e-05+0.00022614i,5.9536e-05+0.00072378i,-8.2835e-05+0.00021464i,-0.00037537+0.00031118i,0.00023967+0.00051469i,0.00053898+0.00039109i,-0.00038042+0.00045191i
-0.0017885-0.00066756i,-0.0023142+5.2651e-05i,-0.0020193-0.00073176i,-0.0021115-0.0014646i,-0.0017591-0.00077945i,-0.0011149+0.00035238i,-0.00074151+0.00050179i,-0.0001209-0.00035125i,0.00018188-0.00014908i,-0.00048243+0.00045628i,-0.0013842+2.5729e-05i,-0.0010019-0.00030789i,-0.00016967-0.00019695i,-0.00017529-5.44e-05i,0.00015222+0.00017499i,0.00013131+0.00031512i,-0.00069989-5.5072e-05i,-0.00061366-0.00025376i,0.00018264+0.0001182i,0.0012141-0.00026303i,0.0017662+0.00014717i,0.001017+0.0010728i,0.0002144+0.00087625i
0.0017832-0.0026883i,0.0010328-0.0012525i,-0.00037216-0.0013122i,-0.0025403-0.00058688i,-0.0032489+0.00088724i,-0.0018245+0.0013681i,9.3107e-05+0.00072469i,0.00064426+0.00017014i,0.00045334-0.00033374i,-0.00011881-0.00091013i,-0.00043343-0.00052454i,-0.00014617+0.00051674i,-0.00032191+0.00085331i,-0.00070521+0.0010564i,-0.00087827+0.00087172i,0.00015018+0.00020167i,0.00039131+2.167e-06i,-0.000159-0.000246i,-5.6782e-05-0.00027903i,0.0004829-0.00073472i,0.00035428-0.00091873i,-0.00031828-0.00077973i,-1.2644e-05-0.00077402i
-0.0015507+0.0032089i,-0.00062085+0.0012867i,-1.5075e-05-0.00088786i,0.00072729-0.0015288i,0.00093439-0.0014973i,0.00083672-0.0011292i,0.0013293-0.00054397i,0.00062064-0.00049754i,-7.0298e-05-2.659e-05i,0.00034121-6.649e-05i,7.104e-05-0.00012465i,-0.00033303+0.00010496i,-0.0002085-5.5742e-05i,0.0001586-3.3009e-05i,0.00036814-6.079e-05i,1.7327e-05-0.0004983i,-0.00020418-0.00032481i,-3.415e-05-2.4685e-05i,0.00016479+0.00048893i,-0.00011563+0.0010814i,-9.484e-05+0.00059616i,0.00077549-0.00017148i,0.0010482+0.00014319i
0.00044431+0.00057903i,0.00031864+0.00048331i,-0.00049388-0.00011156i,-0.0017168-1.473e-05i,-0.0020507+0.00042771i,-0.00058743-0.00020851i,0.00066801-0.00031058i,0.00071124-0.00065922i,0.0006025-0.0007912i,5.9019e-05-0.0012398i,-0.00046666-0.0018062i,-0.00065987-0.0010393i,-0.00049983-0.0002168i,-0.00012432+0.0002325i,-0.00044508+0.00033462i,-0.00060997+1.0637e-05i,0.0001155-0.00016564i,0.00071668-0.0002755i,0.00082762+0.00043672i,0.00038682+0.00073172i,-0.00017107-0.00021747i,-0.00030383-0.00096571i,-0.00032957-0.00064004i
-0.001645-0.00039497i,9.3827e-05+0.00062457i,0.00067005+0.00099822i,0.00026482+0.00094846i,-6.6385e-05+0.00051928i,0.00036489-0.00061085i,0.00031532-0.0012783i,-7.7931e-05-0.00090645i,-0.00040326-0.00013779i,2.6847e-05-0.00015279i,-8.7227e-05-2.8862e-05i,-0.00079322-2.7991e-05i,-0.0011976-0.00046931i,-0.00028688-0.00045313i,0.00042043-0.00017199i,-5.0111e-05-0.00047089i,-0.00040313+9.3791e-06i,-0.0013611+0.00035108i,-0.0012598+0.00034956i,-0.00035419+0.00014932i,-0.00057752-0.00045785i,-0.0007966-0.00025053i,-0.00042484+0.00026619i
-0.00069201+0.0015451i,-0.00079581+0.00058995i,-0.0012829+0.00042707i,-0.00096477-0.00073431i,0.00072602-0.0011144i,0.00089635-4.2083e-05i,0.00017065-0.00025976i,8.7007e-05-0.00065657i,0.00045655-7.3264e-05i,0.0007875+0.00059492i,0.0010527+0.0012164i,0.0013234+0.0011941i,0.00035184+0.0011035i,-0.00078645+0.00029619i,-0.000951-0.0004551i,-0.0010036-0.00046249i,-0.00035414+0.00013113i,0.00021954-0.00022167i,0.00030109-0.001i,0.00037139-0.00031692i,7.1537e-05+0.0011291i,7.2902e-05+0.00157i,0.00023903+0.00098925i
0.0018339-2.7955e-05i,0.0012513-0.00082231i,0.00057888-0.001961i,-0.0010704-0.002251i,-0.0014176-0.0015083i,-0.00027477+0.00017006i,0.00057686+0.0013318i,0.00044365+0.0012221i,8.5004e-05+0.00034291i,0.00020126+0.00011719i,-0.00084014+0.0003071i,-0.001298+0.00058488i,-0.00034806+0.00057423i,0.00014457+0.00067739i,4.736e-05+0.00073536i,0.00027625-7.5469e-05i,0.00030165-0.00026607i,0.00038072-0.00063048i,0.00055713-0.00076491i,0.00052641-0.00021141i,0.00066351+0.00021989i,0.00062251+0.0001063i,0.00072296+0.00017268i
0.0026632+0.0015937i,0.0024917+0.00074302i,0.0012923-0.0017658i,0.001214-0.0026787i,0.0010979-0.0016952i,0.00059032+2.0988e-05i,0.00027965+0.00028794i,0.00020351-0.00032161i,-1.9182e-05-6.5911e-05i,-0.00028136+0.00037802i,-0.0005324+0.00092091i,-0.0006539+0.00074208i,-0.00025435-0.0001577i,0.00055887-0.00025449i,0.00045315+0.00016598i,-0.0002806+0.00038507i,-0.0010385+0.00018339i,-0.00093327+0.00014934i,-0.00041185+4.8972e-05i,-0.00040526+7.0984e-05i,3.8034e-05-0.00022805i,0.00071017-0.00095993i,0.00064282-0.0008198i
0.0011968-0.0027538i,0.00042338-0.0033656i,-0.0013367-0.0036659i,-0.0029848-0.0026499i,-0.0026959-0.00087197i,-0.0015749+0.00083937i,-0.0002056+0.00059162i,-6.3684e-05-7.7681e-05i,-0.00022933-3.1533e-06i,-0.00015437+0.00023597i,-0.00033914+0.00075643i,0.00010539+0.0012991i,7.5177e-05+0.0010497i,-0.00010748+0.00051237i,0.00035581+0.00068103i,0.00074884+0.00097776i,0.00065272+0.00045575i,-0.0001281-0.00059699i,-0.00064814-0.001162i,-0.00050772+8.9763e-05i,-0.00020684+0.00061887i,-7.0668e-05-0.0006137i,0.00014759-0.00088494i
0.0021692+0.0013714i,0.0026347-0.00023596i,0.0022223-0.0013875i,0.00091932-0.00090856i,-0.00042964-0.00074222i,-0.00021287-0.0014748i,0.00025918-0.0012799i,-5.3314e-05-0.00096533i,-0.00019918-0.00033444i,2.621e-05-0.00033937i,1.2498e-05-0.00044369i,-5.581e-05-4.9846e-05i,0.00014971+6.1077e-05i,0.00051815+0.00033829i,-0.00013955+0.00089755i,-0.00068207+0.00027396i,-0.0003148-0.00041975i,0.00018617-0.00014792i,9.2874e-05-0.00017003i,-0.00014287+0.00067623i,-4.6184e-05+0.0012269i,-0.00010687+0.00068465i,-0.00025864+0.00085602i
-0.0012528-0.00045085i,-0.00040265-0.00038262i,-0.00060738-0.0005701i,-0.00062038-0.00033812i,-3.2813e-05+6.9326e-05i,0.00048261+0.001013i,0.00062943+0.00030116i,0.00054532-0.00072246i,-8.1445e-05-0.00060552i,-0.0006512-0.00014028i,-0.00062361+0.00019587i,-0.00038607+0.00014242i,-0.00051196-0.00054196i,6.644e-05-0.00074374i,0.00028346-0.00025991i,0.00010149-0.00018824i,-9.4251e-05-0.00071744i,-0.00010944-0.0006637i,6.4529e-05-0.00018477i,-0.00028308+0.00022388i,-0.00028094+0.00048557i,0.00025493+0.00045817i,0.00028169+2.7122e-05i
-0.0011711+0.0014553i,-0.00071743+0.001814i,-0.0002154+0.0018811i,-0.00037437+0.0019011i,-0.00075856+0.0023882i,-0.00036228+0.001154i,0.00047829-0.00060859i,0.00066701-0.0010379i,0.00079994-0.0010558i,0.0013165-7.7698e-05i,0.0012846+0.0013751i,0.00060817+0.0014955i,-0.00041012+0.00062467i,-0.00023631-0.00025005i,0.00010818-0.00039932i,-0.00036962-0.00027112i,-0.0006119+0.00013286i,-0.00040175+0.00032075i,3.6979e-06+0.00019217i,0.00045977+0.00045873i,-0.00021148+9.411e-05i,-0.00086592-0.00042754i,-0.00019459-0.00025453i
0.00027021-0.0010768i,-0.00055316-0.0010397i,-0.00012373-0.0023443i,-0.00049032-0.0028961i,-0.0017835-0.0016397i,-0.0016848-0.00027578i,-0.00097331-0.00015571i,-2.7162e-05-0.00068627i,0.00057984-0.0002575i,0.0007655+4.1562e-05i,0.00029883-0.00017213i,0.00015435-0.00042739i,0.00014752+0.00013131i,-2.9523e-07+0.00053177i,0.00030038-6.1833e-05i,0.00029136-0.00088969i,-0.00028077-0.00064804i,-0.00064193-0.00014436i,-9.0273e-05-0.00013014i,0.00047413-0.0005177i,0.00077881-0.00034624i,0.00054637-0.0003515i,0.00036882-0.00069307i
0.00089457+0.0017827i,0.00096734+0.00081567i,0.00093557+0.0001354i,0.00079501-3.4206e-05i,0.00064766-0.00029945i,0.00020142-0.00083602i,0.00069555-0.00076751i,0.0013315-0.00073558i,0.00083456-0.00086301i,0.00066319-0.00076611i,0.00048296-0.00031391i,3.3897e-05+0.00022877i,-0.00028778+0.00044866i,-0.00034124+0.00043286i,-0.00038178+0.0011539i,-0.00018255+0.0015783i,-0.00033294+0.000546i,-0.00037467-0.0008075i,-0.00033744-0.0013736i,-0.00086479-0.0016996i,-0.00053674-0.0017409i,0.00059418-0.001088i,0.0016716+4.5436e-05i
-0.0026909-0.00032935i,-0.0018269-0.00056085i,-0.0020266-0.00078054i,-0.0023233-1.8017e-05i,-0.0013905+0.00082047i,2.3225e-05+0.00069919i,0.00048998-0.00051712i,3.3794e-05-0.0012184i,0.00011444-0.0017i,0.00014522-0.0009632i,-0.00021796+0.00070439i,-4.7124e-05+0.0010143i,-0.00010888+0.00057449i,-1.0553e-05-0.0001954i,0.00053605-0.00089259i,8.8208e-05-0.00044846i,-0.00029346-0.00019817i,0.00020955+0.00027694i,6.711e-05+0.00080255i,-0.00027307+0.00082909i,-0.00053473+0.00084029i,-0.00080975+0.00070573i,-0.00096735+0.00031026i
0.0020214+0.00099976i,0.0015101+0.00034644i,0.00079892-0.0010631i,9.7933e-05-0.0015224i,-0.00097596-0.0013486i,-0.00074342-0.0011941i,0.00046743-0.00019715i,0.00081123+7.9348e-05i,0.00097763-0.00024401i,0.0014397-2.6357e-05i,0.0014784+0.00018758i,0.00077672-0.00020388i,0.000592-0.00062785i,0.00055911-0.00023826i,-0.00027665+0.00042437i,-0.00074573+0.00031035i,-0.00015063-4.4501e-05i,0.00036221+2.6336e-06i,0.00013751-0.00016276i,-0.00032962-0.00044262i,9.4596e-05-0.00084156i,0.00095242-0.00086237i,0.00081881-0.00022763i
-0.0018385-0.0008528i,-0.001277-0.00045895i,-0.0015782-0.0013247i,-0.0015626-0.00065431i,-0.0011745+0.00054872i,-0.00044559-0.0001778i,0.00014511-0.00067501i,-0.00024576-0.00037021i,-0.0010377-1.1732e-05i,-0.00085271+0.0003391i,-0.00074359-0.00028854i,-0.00078222-0.00089771i,-0.00025995-0.00044996i,0.00076881+0.00061851i,0.00064378+0.0012469i,-1.0654e-05+0.00051824i,0.0001381-0.00059325i,0.0008867-0.00092745i,0.00046265-0.00098269i,1.441e-05-0.00056826i,8.8046e-05+6.4291e-05i,0.00023717+0.00014156i,9.0374e-05-0.00010888i
0.00052011+0.0011682i,0.00056+0.00078944i,0.0006293+0.00016125i,0.00028734-0.00023105i,-0.0007994+0.00060138i,-0.00076222+0.00097576i,0.00081124+0.00072301i,0.0012544+0.00056655i,0.00058747+0.00068671i,0.00019102+0.001004i,-0.00037181+0.00013232i,-0.00077797-0.00084426i,-0.00076077-0.00047189i,-0.0010508-0.00014503i,-0.0018342-9.9436e-05i,-0.0012091-7.516e-05i,0.00044906-2.2617e-05i,0.00089731+0.00052684i,0.00040141+0.00086603i,5.3278e-05+0.00040233i,-0.00018057+1.1732e-05i,-0.00059886+0.00021833i,-1.6507e-05+2.7805e-05i
0.0017708-0.0036051i,0.00033845-0.0034724i,-0.0015761-0.0022029i,-0.0024394-0.0018111i,-0.0017283-0.0016222i,-0.0010612-0.00071062i,-0.0008511-0.00077513i,-0.00027748-0.0013515i,0.0001653-0.00095262i,-7.0563e-05-0.00034295i,0.00017848-0.00022067i,0.00073036-0.00029953i,0.00058671+0.00036902i,0.00043581+0.00085828i,0.00063209+0.00019065i,0.00023022+0.00026641i,6.636e-05+0.00027002i,0.00073059+0.00048481i,0.0013841+0.00094387i,0.0013214+0.00026352i,0.00069979-0.00042933i,0.00028322-0.00055462i,-0.00020785-3.8597e-05i
0.00088957+0.0014967i,0.00084082+0.00073247i,0.0011229-0.00072743i,0.00078708-0.001749i,0.00041662-0.0013936i,0.0003423-4.8367e-05i,0.00046684+0.00038878i,0.0012573-0.00025177i,0.0011833-0.00099019i,-0.00031138-0.00035847i,-0.0012731+0.0006752i,-0.00096577+0.00060536i,0.00019599+0.00049917i,0.0010361+0.00057575i,0.00083549+0.00039187i,0.00088759+0.00060805i,0.0013878+8.005e-05i,0.00066264-0.00095971i,0.00051888-0.0015106i,0.0012504-0.00062403i,0.0009082+0.00055378i,-0.00033297+0.0005406i,-0.00065227+8.7984e-06i
0.0010023+0.00081345i,0.0022542-0.000597i,0.0023306-0.0011931i,0.0015134-0.00085166i,0.00066485-0.00048512i,-0.00040434-0.00022523i,-0.00017222-0.00068432i,0.00066943-0.0010947i,0.00011364-0.00071368i,-0.00078037+8.793e-05i,-0.00091876+0.0012711i,-0.00065976+0.0015932i,5.6588e-05+0.00067743i,0.00012148+0.00091469i,2.3569e-07+0.0010546i,-9.6738e-05+0.00064861i,-0.00033643+0.0002668i,-0.00032309-2.0571e-05i,-0.0005786-3.2952e-05i,-0.0005559+7.6027e-05i,-0.00010532-0.0010719i,0.00039006-0.0012351i,0.00040236-0.00023409i
-0.0009951+0.00074427i,-0.0012511-0.00076361i,-0.0011387-0.0013117i,-0.0020205-0.00090019i,-0.0019141-0.00050027i,-1.525e-06-1.1028e-05i,0.00095337+0.00013567i,0.00012661-0.00021864i,-0.00062541-0.00086314i,-0.00037221-0.00056799i,-0.00041385+0.00020715i,-0.00043221+0.00017206i,0.00017563-0.00012502i,0.00021921-4.0343e-05i,2.8987e-05+0.00031308i,-8.3607e-05+0.00046855i,-0.00032732-0.00012197i,0.00014066-0.00030587i,0.00029263+9.795e-05i,2.2888e-06+0.00032331i,-0.00048776+0.00015918i,-0.00070279-0.00028425i,-0.00046304-0.00050574i
0.0002109-0.00027624i,0.00048011-0.00058763i,0.00055913-0.0013082i,-0.00026058-0.0016798i,-0.0013309-0.00157i,-0.00037299-0.0013895i,0.00078979-0.00037956i,0.00046545-0.00010278i,0.00093595-0.00050017i,0.00090892-0.00054563i,-0.00024006-0.00046499i,-0.00078137+7.1739e-05i,-0.00097903+0.00060092i,-0.0012097+0.00022621i,-0.00084256-0.000133i,-0.00037749+0.00034053i,0.00013246-5.5933e-06i,0.00044194-0.00023291i,9.9563e-05-0.00010675i,-0.00031837-0.00010148i,-0.00023292-0.00014199i,-0.00020583-0.00035802i,-9.9236e-05-0.00073655i
0.00053779+0.00075884i,0.00015899+0.00042819i,-0.00067528-0.00019414i,-0.0012544-0.00067242i,-0.0012458-0.00080602i,-0.0009041-0.00034029i,-0.000482-0.00020409i,0.00035481-0.0007074i,0.0011648-0.00051595i,0.00025691-0.00028052i,-0.0005234-0.0001924i,-0.00049781+0.00054659i,0.00010188+0.00065275i,0.00035466+0.00042505i,7.255e-05+0.00065218i,0.00051769+0.00049346i,0.00038223+0.0002459i,-0.00025966-0.00029284i,-8.5644e-05-0.00020559i,-0.00049466-0.00043184i,-0.00065554-0.00070741i,-1.4429e-05-0.00044677i,0.00022787+2.5397e-05i
-0.00092312+0.0012845i,-0.001131+0.001341i,-0.00046843+0.0010108i,-0.00075616-0.00011618i,-0.00076728-0.0006752i,-4.0978e-05+0.0001255i,6.2176e-05+0.00011735i,8.3447e-05-0.00036474i,-0.00032635-0.00049813i,-0.00035571-0.00010735i,-0.00027728+0.00024851i,-0.00030313+0.00017623i,-0.00028682+0.00026968i,-0.0005523+8.0295e-05i,-0.00056677-0.0001904i,-0.00040234-0.00018444i,-0.00067127+0.0004783i,-0.0012086+0.00084689i,-0.0006843+0.00047904i,0.00032731+0.00037252i,-4.8185e-06+0.00045334i,-0.0002899+3.9198e-05i,-0.0009539-0.00070488i
-0.00033313+0.0015818i,0.00039176+0.0011413i,0.0015165+0.00083166i,0.0015551+2.5471e-05i,0.00039551-0.00069012i,-4.275e-05-0.00062386i,7.0954e-06+9.7523e-05i,-0.00050176+0.00013679i,0.00027223+0.00020552i,0.00068936+0.00076548i,-0.00011522-0.00019965i,-0.00016419-0.00091049i,2.5513e-05-0.00058112i,0.00015407-0.00053314i,2.2931e-05-0.00085473i,0.0002297-0.00055696i,7.5392e-05-2.7736e-06i,-0.00056079-0.00024164i,-0.0003637-0.00031616i,0.00034424-0.00052669i,0.00040783-4.0571e-05i,-7.2109e-05+0.0014118i,-0.00031283+0.0016488i
0.0027901-0.0004621i,0.0025305-0.0012915i,0.0006529-0.0022123i,-0.00060073-0.0019734i,-0.00095062-0.0016589i,-0.00073961-0.00087553i,0.00016382+1.2374e-05i,-3.0175e-05+9.0136e-06i,6.405e-05-0.00016084i,0.0010819+0.00031995i,0.00080365+0.00025151i,0.00022287-0.00043848i,0.00021258+5.7085e-05i,-0.00048859+0.0005813i,-0.00088788+0.00010177i,0.00023915-7.5327e-05i,0.00072582-0.00033186i,0.00066119+0.00014076i,0.00044727+0.00036327i,4.1777e-05+4.5112e-05i,0.00017648+0.00037115i,0.00019684-0.00025163i,-0.00032501-0.0014926i
-0.00068499+0.0049173i,0.0012973+0.0040168i,0.0018179+0.0033543i,0.0018759+0.0010947i,0.0023265-0.00066554i,0.0016614-0.00060164i,-0.00013599+0.00028521i,-4.7798e-05-0.00017735i,0.00077439-0.00071536i,0.00069101-0.00054352i,0.0004158+0.00034993i,8.6765e-05+0.00063803i,0.00018225+0.00029541i,0.00024819+0.00021363i,0.0002099+0.00018266i,0.00054217-5.3032e-05i,0.00023512+0.00047828i,0.00045922+0.00098978i,0.00081082+0.00075563i,0.00041746-2.3609e-05i,0.00050273-0.00080843i,0.00019818-0.00065386i,-0.00030549-0.00049687i
-0.00020818-0.0013759i,0.00032669-0.00051047i,0.00051064-0.00054399i,-0.00024204-0.0017626i,-0.00066264-0.0017358i,-9.0546e-05-0.00041192i,7.2284e-05-0.00043862i,0.00024658-0.0011527i,0.00030628-0.00030441i,-0.00023925+0.00071902i,-0.00039955+0.00077567i,-0.00030294-9.154e-05i,-0.00026559-0.00060728i,-0.00040462-0.00052682i,-0.00041844-2.9862e-05i,-0.00014936+1.6886e-08i,-0.00020195-0.00038443i,-1.0662e-05-7.4829e-05i,0.00068612-0.00028956i,0.00053054-0.0008426i,0.00018098-0.001084i,0.00095203-0.00052749i,0.0014354+0.00044679i
-0.0012226+0.00013031i,-0.0016878-0.00057391i,-0.0028759-0.00056835i,-0.0031383+0.00032693i,-0.0022889+0.00139i,-0.0012918+0.00060347i,-0.00020714-0.00045435i,0.00053212-0.00019566i,0.00074347+9.2437e-05i,0.00024412+0.00023936i,-0.00047586-8.4038e-06i,-0.0010742-0.00019662i,-0.00069824-0.00031397i,7.3225e-05-0.00027514i,-1.8661e-05-0.00031094i,-5.9713e-05-0.00039761i,-0.00018873+0.00010714i,-0.00042475+0.00037141i,-0.00012309+0.00048732i,0.00017672+0.000818i,0.00018159+0.00039479i,-0.00032551-0.00051986i,-0.00057475-0.00081246i
0.00049301+6.7791e-05i,0.00036742-0.0010608i,0.0006755-0.00083372i,0.00014169-0.00049162i,-0.00069014-0.00032622i,-0.00039435+0.00027044i,6.42e-05-0.00017144i,0.00038132-0.00045754i,0.0009719-0.00026164i,0.00058023+0.00069215i,-9.5576e-05+0.0010698i,0.00040221+0.00047937i,0.00037097-3.9282e-06i,-0.00053175+0.00036387i,-0.00089269+0.0010206i,-0.0010465+0.00090469i,-0.00052109+0.00013175i,1.1344e-05-0.00044758i,0.00049794-0.00079879i,0.0012848-0.00017821i,0.0010566+0.00053743i,0.00023078+0.00076029i,0.0002715+0.00049426i
0.0016657-0.00045931i,0.00087036+7.5098e-05i,-0.00025629-0.00061693i,-0.0017067-0.0009488i,-0.0022878-0.00039687i,-0.00073377-0.00013685i,0.00030277-0.00010327i,0.0011926-0.00027622i,0.00028474-0.00041667i,-0.0010026-0.00019101i,-0.00073258+2.2129e-05i,-3.8098e-05+0.00010487i,0.00018694+1.4343e-05i,0.00044793-0.00013579i,0.00060517+0.00025126i,-4.0837e-05-0.00031212i,5.815e-05-0.00085888i,0.00028353-2.9632e-05i,0.00035869+0.0011577i,0.00019218+0.0014275i,-0.0001589+0.00031532i,-0.00021957-0.00081513i,-0.0002364-0.0011319i
-0.0017714+0.0019489i,-0.00044646+0.0010202i,0.00016966-0.00020526i,-0.00034884-0.00026547i,-0.00018457+5.7902e-05i,-7.9855e-05+0.00057622i,-0.00013058+0.00038546i,9.3846e-06-0.00080521i,-0.00045361-0.0005134i,-0.00066604-9.5334e-05i,-0.00022116+0.00022383i,-0.00020611+0.00015455i,-0.00021796-0.00090015i,-0.00064247-0.00064436i,-0.00064341+0.00055015i,-0.00033254+0.00057553i,-0.00047614+9.3153e-05i,-0.0001961-0.00015255i,-2.6021e-05-0.00038646i,7.9965e-05-0.00038914i,0.00045617-0.00012929i,0.00022514+0.00018166i,-4.5319e-05+8.7054e-05i
-0.0020836-0.0030799i,-0.0025778-0.0022608i,-0.002974-0.0011379i,-0.0032313-0.00052295i,-0.0031782+0.00025773i,-0.0014056+0.0007775i,0.00061985+0.00039621i,0.001136-0.00042012i,0.0003894-0.0010521i,-0.00057715-0.00018304i,-0.00079345+0.00064915i,-0.00070015+0.0001791i,-0.00031554-5.3181e-05i,-0.00013102-8.7064e-05i,0.00017018+0.00046393i,0.00012065+0.00069595i,-0.00052407+0.00022511i,-4.661e-05+0.00074249i,0.0003745+0.00089368i,-0.00012947+0.00042256i,-0.00018857-0.00025974i,0.00010915-0.00019512i,0.00063803+0.00039605i
0.0023098+0.0010854i,0.0021931+0.00082931i,0.001662-0.001052i,0.00070576-0.0022651i,-0.00018862-0.0019802i,0.00041068-0.0018064i,0.0010241-0.00056071i,0.00038533+6.6727e-05i,-1.1615e-05-0.00078544i,0.00064122-0.0012776i,0.00059987-0.00075553i,0.00012903-0.00028654i,0.00036316-9.9589e-05i,0.0009891-0.0003576i,0.0012294-0.00097084i,0.00061354-0.00040757i,-0.00021403+0.00045397i,-7.8239e-05+1.6334e-05i,0.00022317-0.00085567i,0.00043979-0.00034019i,0.00081749+0.00029818i,0.0015077-0.00035294i,0.0011863-0.00068599i
0.0015216-0.002415i,0.00077798-0.0024159i,-0.0010037-0.0019474i,-0.0024176-0.0017443i,-0.0019698-0.0014744i,-0.0010349-0.0001437i,0.00049351+9.3566e-05i,0.0014024-0.0009409i,0.0013762+0.00029038i,0.0011779+0.0013491i,-0.00012746+0.00096464i,-0.00039045+0.00036717i,0.00020185-0.00028787i,0.00020685-0.00081413i,0.00014736-0.00044981i,0.00019457+0.00047742i,0.00050834+0.00049316i,0.00055945-0.00010413i,-0.00019523-0.00042389i,-0.00022483-0.00013425i,-7.5445e-05+0.00021459i,-5.522e-05+0.00025364i,-0.000687-0.00016765i
-0.0037584+0.001338i,-0.0022117+0.00060131i,-0.0023038-0.00080783i,-0.0028457-0.00057699i,-0.0020504+0.0010171i,-0.0002774+0.0013304i,0.0007284+0.0005524i,0.00050652-0.00036611i,5.865e-05-0.00083065i,-0.00032276-0.00058313i,-0.00048977-0.00020309i,0.00039436+0.0003227i,0.001195+0.00057295i,0.0005137+0.00028806i,-3.9177e-05+0.00042111i,-0.00051682+0.00083172i,-0.00011431+0.00043487i,0.00023902+0.00053224i,-6.9632e-06+0.00065464i,-0.000191+7.5667e-05i,-0.00036448-0.000894i,4.8388e-05-0.0010463i,1.6553e-05-0.00024312i
