-0.0050834-0.00078338i,-0.0038163-0.000284i,-0.0029369-0.00042742i,-0.0013411-0.00094202i,-0.00066024+0.001147i,-0.000667+0.0025195i,5.0068e-05+0.00181i,0.00097131+0.00154i,0.0014104+0.00062987i,0.0016555+0.00024336i,0.0015088+0.00044177i,0.0009461-0.00034874i,0.00044806-0.00085993i,0.00044295-0.0011853i,6.2285e-05-0.00072874i,-0.0011453-0.00033759i,-0.0014981-0.00053625i,-0.0010225-0.00023574i,-0.00066542+0.00028653i,7.3854e-05-0.00011631i,0.00063067-0.00064219i,0.00010482+0.00011791i,-0.00042768+0.00073569i
-0.00034262+0.00079404i,-0.00017199+0.00090978i,5.0617e-05-0.00014075i,-0.00050299-0.001316i,-0.00019571-0.0015964i,0.00047897-0.0011395i,0.00069646-0.0009247i,0.00021856-0.00039374i,-0.00085312-0.00044708i,-0.00095571-0.00063637i,-8.0121e-05+0.00024386i,-0.00018995+0.00093875i,-0.0010938+0.00052214i,-0.00086628+4.3312e-05i,-0.00030007-0.00024665i,-0.00014939-0.00010933i,-0.00025835+0.00031433i,2.0397e-05+0.00043871i,0.00066083+0.00017402i,1.4149e-06-0.00013702i,-0.0007539-0.00027425i,-0.00089795-0.00050547i,-0.00057256-0.00033697i
0.0041141-0.00059125i,0.0024037-0.002173i,0.0016715-0.0028655i,0.0016991-0.0033508i,0.0018324-0.0036465i,0.0015485-0.0020677i,0.00081607-0.00043304i,0.00062775-1.6211e-05i,0.00049027-0.00011934i,-0.00013289+0.00022357i,-0.00066521+0.00076467i,-0.00031472+0.00078582i,0.00019625-8.4231e-05i,-0.00022299-1.7375e-05i,-0.00057214+0.00032525i,-0.00061859-0.00024383i,-0.00064685-2.2072e-06i,-0.00028396+0.00043183i,0.00046319+0.00051198i,-0.00012052+0.00032106i,-0.00056406-7.7459e-05i,-0.00063671-0.00031935i,-0.0014712+0.00017282i
-0.0027507-0.0014391i,-0.0022145+9.3999e-05i,-0.0018562+0.00025686i,-0.0013745-0.00028749i,-0.0011638-0.0001506i,0.00011401+0.00068356i,0.0012782+0.00069349i,0.0012636-0.00048119i,0.00071408-0.00032993i,-6.5194e-05-0.0001953i,0.0004504-0.00049551i,0.00066469-0.00026224i,0.00065306+0.00037504i,0.00078355+0.00023167i,0.00020919-0.00031788i,0.00053317-0.00065293i,0.00055221-0.00044092i,-0.00058221-0.0001629i,-0.00095549-0.00033282i,-0.00031789+0.00044894i,0.00053419+0.0016116i,0.0006653+0.0016326i,0.00042517+0.00077523i
0.0019407-0.00075198i,0.00063919-0.0016451i,-0.00016614-0.002298i,-0.00023823-0.001899i,0.00035593-0.00090884i,0.00091016+0.0003677i,0.0010848+0.0004595i,0.00086047-0.00054525i,0.00020305-0.00051552i,-0.00023844-0.00017211i,-0.00025166+8.8294e-05i,-0.00042225+0.00081445i,0.00012166+0.00079998i,5.443e-05+0.0008823i,-0.00055267+0.001217i,-0.00047309+0.00066527i,-0.00010056+4.8324e-05i,0.00013347-0.00026471i,-0.0002818-0.0003482i,-6.3522e-05+0.0004057i,-0.00012788+0.0008865i,-0.00021216+0.00055665i,-0.00011082+0.00034126i
-0.0038146-0.00066758i,-0.0028528-0.00044546i,-0.0024711-0.0005393i,-0.001343-2.9296e-05i,-0.00038202+0.00033047i,0.00048993+0.0002483i,0.0010323+0.00036355i,0.00017951+0.00057872i,0.00043082+0.00027514i,0.00078929+7.9297e-05i,0.00031776-0.00029558i,0.00060712-0.0007019i,0.00044554-0.00072508i,1.8114e-05+5.9034e-06i,0.00050235+0.0005651i,0.00077118+0.00061055i,0.00047592+0.00061191i,0.00028074+0.00030301i,0.00016719-4.5823e-05i,-9.1246e-05-0.00062939i,-0.00056011-0.00053033i,-0.00075977+9.6993e-05i,-0.00028221+0.00059436i
0.00095369+0.00021814i,-6.1237e-05-0.00092312i,-0.00039679-0.0013353i,-7.9981e-05-0.0016451i,-2.2712e-05-0.00072269i,0.00066057+3.5605e-05i,0.0013452-0.00038332i,0.0011827-0.0005817i,0.0008391+0.00063519i,5.1028e-05+0.0012151i,-0.00050554+0.00072892i,0.00035308+0.00054821i,0.00089911+0.00028493i,0.00091964+0.00047583i,0.00043876+0.00094692i,-6.6906e-05+0.00072638i,5.0294e-05+0.00044118i,3.9919e-05-8.894e-05i,-0.00013283+1.1138e-05i,-0.00048293+0.00099674i,-0.0012675+0.00093517i,-0.0010365+0.00062824i,-0.00060452+0.0013155i
-0.00033679+0.00053598i,-8.8012e-05-0.00024285i,-0.00026603-0.0020567i,-0.00011536-0.0026408i,0.0010379-0.001748i,0.0013696-0.00088308i,0.00046062+0.00012399i,0.00043018+0.00063372i,0.00021629+0.00010922i,-0.00012084-0.00061387i,0.00058227-0.00022921i,0.00068165+0.00062596i,-3.8115e-05+0.00069629i,-0.00033896+0.00029361i,-0.00089708-0.00048294i,-0.0013028-0.00084973i,-0.00087216-0.00032781i,7.1027e-05+7.1073e-05i,0.00038381+0.00047128i,0.00011774-8.9821e-05i,-0.00025223-0.0014083i,-0.00080065-0.0010302i,-0.00063115-0.00019051i
0.002795+0.001016i,0.0016867+3.1235e-07i,0.00097075-0.00028564i,0.00083879-0.00083509i,0.0010219-0.0012435i,0.0010456-0.0008891i,0.0012722-0.00047538i,0.00096744-0.00010271i,0.00052929+0.00036878i,0.00053069+0.00018793i,0.00074785+0.00048072i,0.0013999+0.00055975i,0.00094073+0.00058304i,0.00025692+0.00039863i,-4.5731e-05-0.00064777i,-0.00013505-0.0014854i,-6.9255e-05-0.001136i,-0.00039143-0.00011822i,-0.00045053+0.00044976i,-0.00049567+0.0004368i,-0.00029506+2.6639e-05i,0.0002172+0.00032626i,-0.00012768+0.00071865i
-0.0010531-0.0036433i,-0.00095555-0.0027227i,-0.00012646-0.0020993i,-0.00019244-0.0018448i,-0.00011421-0.0014726i,0.00035914-0.00063792i,0.00061389-9.9635e-05i,0.00047193+4.2271e-05i,0.00037118+0.00037673i,0.00016728+0.00060028i,6.1794e-05+0.00035815i,0.00040308+0.00037555i,0.00034188+0.00038155i,-0.00013641-0.00059406i,-1.0811e-05-0.0010894i,0.00011879-0.00074473i,0.00030604+0.00030543i,0.00018301+0.00031736i,1.1078e-05-0.00039554i,0.00045616-2.7533e-05i,0.0002829+9.9296e-05i,-9.2194e-05+0.00029072i,-0.00056049+0.00065121i
0.00067864+0.002474i,0.00020567+0.00050054i,-0.0004388-0.00071372i,0.00028766-0.00137i,0.0010404-0.00098878i,0.00070388-0.00066309i,0.00056245-0.00082149i,0.0010874-0.0011381i,0.00061055-0.0009281i,-0.00019985-0.00022929i,0.00067187-0.00015129i,0.0010001-9.3129e-05i,0.0001173-1.0079e-05i,0.0003067-5.3488e-05i,0.0006881+0.00049285i,0.00045046+0.00021346i,0.00051651-0.00047273i,0.00052457-0.0002132i,0.001007+0.00010455i,0.00089105+0.00072757i,-0.00016451+0.00098269i,-3.6539e-05+0.0011074i,0.00045231+0.00059991i
-0.0029184-0.002724i,-0.001652-0.0013752i,-0.00099108-0.0005477i,-0.00069871-0.00041628i,6.0156e-05-0.00031513i,0.001364-0.00023732i,0.0017746+0.00017434i,0.0006327+0.00013898i,-0.00013456-0.00010333i,-0.00026603+0.00023447i,0.00022132+3.3817e-05i,0.00062093-0.00013311i,0.00020629+5.7251e-05i,9.9932e-06-6.6855e-05i,-0.00050206-0.00082588i,-0.00097889-0.00055473i,-0.0010132+0.00025968i,-0.00052182+9.189e-05i,0.0002759-5.6094e-05i,0.0002667+0.00027918i,-7.9826e-05-2.5828e-05i,-0.00026137+3.3003e-05i,-0.00036146+0.00048582i
-0.00047248+0.00096045i,-0.00040597-0.00076631i,-0.000569-0.00096586i,1.6136e-05-0.00074432i,0.00042671-0.00050561i,0.00030499-0.00084911i,0.00056169-0.00052633i,0.00037268-1.2256e-05i,0.00033543+0.0004033i,0.0005072+0.0004174i,0.00079613+0.00023913i,0.00082818+0.00019161i,5.2535e-05-0.00053475i,-0.00013072-0.0011228i,0.00074724-0.00055681i,0.0011613-0.00011408i,0.00063544+3.5623e-05i,2.8655e-05+0.00017192i,-0.00075587-1.3342e-05i,-0.0011342+7.437e-05i,-0.00059139+0.00013949i,-0.00053991+0.00062999i,-0.00014369+0.00067316i
-0.00037772-0.0013761i,-0.00052781-0.00092265i,-0.00046155-0.0011614i,0.0002875-0.00079065i,0.00069504+0.00019859i,0.0010244+0.00014303i,0.00086469-0.0012331i,0.00052028-0.0020628i,-8.7582e-06-0.0012423i,-0.00046376-3.3811e-05i,-0.00025863+0.00084323i,0.00029599+0.00040161i,0.00042801-0.00042747i,0.00075763+0.00013734i,0.00031036+0.00091913i,-0.00052171+0.00060675i,-0.00029036-0.00012872i,0.00012543-0.0005454i,1.6154e-06-0.00057445i,-0.00026145-0.00070372i,-0.00016671-0.00065593i,0.00013693-0.00056849i,0.00015267-0.00051172i
-0.00013282-0.00028418i,-0.0016792-0.00078138i,-0.0019789-0.0017654i,-0.001765-0.00094614i,-0.0014865+1.0817e-05i,0.00015293+0.00025616i,0.0014232+0.00026117i,0.00087482+0.00042086i,-0.00016016+0.00021613i,-0.00039927+0.00067321i,-8.7782e-05+0.0010858i,-0.00013567+0.000357i,-0.00063425+0.00014458i,-0.00038824+8.422e-05i,0.00012617-2.4802e-06i,0.00047652-0.00010594i,0.00030568-0.00022076i,-0.00046565+0.00040117i,-0.00064557+0.00068012i,0.00037744+6.785e-05i,0.00077282-9.8587e-05i,-4.5976e-05-0.00030589i,-0.00034786-0.00044759i
-0.00015107-0.0024378i,-0.00028506-0.0014929i,-0.0003947-0.0011837i,-0.00028282-0.0015309i,-0.00044819-0.00086711i,-0.00018097+0.00013934i,-0.00022793+4.5478e-05i,0.00037333-0.00054616i,0.00041042-0.00084292i,-0.00054518-0.00067207i,-0.00012028-0.00038557i,0.00079186+0.00025359i,0.00069591+0.00096023i,0.00017815+0.00054245i,-0.00017676+0.00019695i,0.00012515+0.0007347i,0.0002966+0.00030387i,-0.00022424-0.00041696i,-0.00040401-0.00044295i,0.00020306+0.00022982i,-1.6739e-05+0.00075646i,-0.00029083+0.00038789i,0.0001673+0.00031166i
0.0025458+0.0025008i,0.001412+0.00015383i,0.0010384-0.0014471i,-3.1254e-06-0.0027952i,-0.00033637-0.0027664i,-4.1301e-05-0.0017132i,0.00071526-0.00010107i,0.001065+0.0004198i,0.0011724+5.1897e-06i,0.00094191+0.00021734i,0.00085368+0.00094643i,0.00065018+0.00093245i,0.00055294+0.00018823i,0.00081205-0.00043415i,0.00058164-0.0007225i,-0.00032407-0.00015175i,-0.00080114+7.8255e-05i,-3.5977e-05+0.00054781i,0.00063349+0.00073947i,0.0005505+0.001015i,0.00021012+0.0010037i,0.00017033+0.00020395i,-0.00015065-0.00020538i
-0.0014741-0.000588i,-0.0016225-0.00075009i,-0.00021855-0.0008703i,0.0008293-0.0003597i,0.00066501-0.00078749i,0.00070917-0.0010384i,0.001287-0.00080826i,0.001119-0.0002172i,0.00064862+0.00022492i,0.00065888-0.00032045i,0.00083809-0.00056907i,0.00063887-0.00051151i,0.00035547-0.0007539i,-0.00093486-0.00068584i,-0.00097355-0.00015708i,-6.3994e-05+0.00055848i,0.00017206+0.0010553i,4.5328e-05+0.0010193i,-0.00035719+0.00034256i,-0.00048636-5.7657e-05i,-3.2604e-05+0.00015782i,0.00015988+0.00018755i,0.00023424-0.00027043i
0.00082223+0.0028394i,0.00096582+0.0018817i,0.00058458+0.00032073i,0.00066583-0.00099906i,0.00095076-0.00051128i,0.0016975-0.00057317i,0.001487-0.00085476i,0.0010051-0.00015607i,0.00073535+0.00061119i,0.00081511+0.0010431i,0.00088235+0.000753i,0.00047686-0.00024536i,-0.00015732-0.00087959i,-0.0003246-0.00047891i,-8.2424e-05+6.4682e-05i,5.5311e-05+0.0006891i,0.00018097+0.001042i,0.00040553+0.00090604i,0.0001669+0.00023389i,9.8957e-05-4.272e-05i,-0.00040262+0.00025696i,4.922e-06+0.00012527i,0.00073556+0.00017427i
-0.0011023+0.00039491i,-0.0016377-0.00010601i,-0.0010587-0.0010848i,-0.00043434-0.00083446i,0.00023578+0.00042267i,0.00066752+0.00050489i,0.00067005+0.00010081i,0.00033483-0.00040919i,0.00014032-0.00073959i,0.00055632-0.00071186i,0.00097112-0.00053311i,0.0010703-0.00027622i,0.00079444+7.3078e-05i,0.00048445-0.00045264i,0.00035241-0.0013236i,0.0002641-0.0016215i,0.00035758-0.0010098i,-2.0698e-05-0.00044085i,-0.00076801-9.8422e-05i,-0.00049728-0.00031455i,-0.00068285-0.00056352i,-0.00090488-0.00073669i,-0.00024397-0.00039041i
0.0022795-0.0021132i,0.0017067-0.0023422i,0.00103-0.0030839i,0.0011936-0.0038665i,0.0012062-0.0033128i,0.00064975-0.0018872i,0.00050918-0.00092931i,0.00042335-0.00093452i,0.00043737-0.00063861i,0.0007184-6.9943e-05i,0.00053295-0.00011925i,0.00040209-0.00048987i,0.00038677-0.00023802i,-8.9099e-05+0.00028389i,-0.00022283+0.00010286i,7.6693e-05-1.7203e-05i,0.00010561+0.00072914i,9.5989e-05+0.00083896i,-0.00073223-6.589e-05i,-0.00080354+0.00010729i,3.3482e-05+0.00049631i,-2.711e-06+0.00042529i,2.5613e-05+4.645e-05i
0.0012382+0.00045561i,-0.00023745-0.00030429i,-0.00063554-0.0015366i,-0.00050129-0.0028146i,-0.00020602-0.0030408i,-0.00045515-0.0014568i,4.0412e-05+4.0794e-05i,0.0006253-0.00041816i,0.00023935-0.00037194i,0.00054503+0.00051044i,0.0019952+0.00096477i,0.0017265+0.00033715i,0.00013433-0.00077949i,-0.00060673-0.00073103i,-0.00061936-0.00014132i,-0.00047383-0.00053695i,-0.00015509-0.00086525i,-0.00017421-0.00063599i,-0.00051671-0.00041061i,-0.00019825-0.00042834i,0.00017551+4.3577e-05i,-8.7063e-06+0.00015104i,-0.00058645+0.00010475i
0.00040378-0.00035543i,5.5816e-05+0.00061034i,-0.0010014+0.00047669i,-0.00092333+0.0004957i,-2.9292e-05+0.00066355i,0.00094897+0.0011292i,0.0010663+0.00050303i,0.00062731-0.00061063i,-0.00039685-0.00058895i,-0.00062199-0.00076082i,0.00049488-0.00081336i,0.0014378-0.00033963i,0.00099776-0.00036449i,0.0011298-0.00055771i,0.00097057-0.00064072i,0.00017657-0.00052796i,-8.2792e-05-0.00023538i,-0.00038235-0.00087808i,-0.0006825-0.00043927i,-0.00069931+0.00025455i,-0.00032122-0.00022739i,-0.00044093-0.00039793i,-0.0007396+0.00035511i
-0.00050305-0.0012902i,-0.00061814-0.0015039i,-0.0013318-0.0019649i,-0.0015929-0.0010442i,-0.00010764+0.00057091i,0.0011493+0.00049856i,0.0014105-7.9398e-05i,0.00090102-0.0004797i,0.00041826-0.00070884i,3.5769e-05-0.00028932i,-0.00023986+0.00016927i,-0.00019694-7.7191e-05i,-0.00042939-0.00051258i,-0.00087057+2.0541e-05i,-0.00021116+0.00060117i,0.00043959+0.00056028i,0.0001469+0.00063641i,-0.0008868+0.0011509i,-0.0010485+0.0013557i,-0.00055913+0.00081029i,-0.00061626+0.00049774i,-0.00096447+0.00081997i,-0.00079881+0.00025072i
-0.00081836-0.00016667i,-0.00083665+0.00038585i,-0.00061859-5.0187e-05i,-7.8175e-05-0.00036287i,-0.00017685-0.0002379i,0.00016958-0.00026978i,0.0010967-0.00047864i,0.00063122-0.00020113i,-0.00021673+4.6355e-05i,0.00022418+0.00012893i,0.001032+0.00080123i,0.00088305+0.00097735i,0.00066602+0.00029992i,0.00057962+0.00039756i,0.00015253+0.00039899i,-0.00052223-0.00085306i,-0.000429-0.00094981i,-0.00065766+0.00013871i,-0.0011088+0.00025677i,-0.0002446-0.00012199i,0.00060588-0.00050635i,-2.238e-06-0.0007643i,-0.00064786-0.00057283i
0.0022464-0.0016789i,0.0016916-0.0023421i,-0.00036219-0.0027544i,-0.0013204-0.0025567i,-0.00077024-0.001284i,-0.00038591+0.00012639i,-0.0005748+0.00029218i,-0.00015609-8.1984e-05i,-0.00026349+0.00011601i,-1.4984e-06+0.00032373i,0.00052215+0.00040418i,0.00014001+0.00049947i,-0.00033564+0.00073915i,3.9207e-05+0.00039452i,-0.00052484-0.00039486i,-0.00089713-0.00046944i,-0.00051797-0.0005897i,-0.00036803-0.00067907i,0.00032636-0.00018735i,-0.00015331+0.00085321i,-0.00050323+0.00062659i,-0.00025089+0.00032629i,-0.00067525+0.0005028i
-0.00017072+0.0021575i,-0.00090401+0.00054482i,-0.00025517-0.0002026i,5.8034e-05-6.6091e-05i,0.00027258+0.00027341i,0.000441-0.00037043i,0.00038058-0.0001207i,-3.5724e-05+5.7641e-05i,-0.00022059-0.00064306i,0.00018149-0.00081762i,0.00061055-0.00050387i,0.00015378-0.00063562i,-0.00042897+6.2515e-05i,-0.00055846+0.00056566i,-0.00058185-0.00010028i,-0.00073728-0.00038031i,-0.0001967+0.00026844i,0.00018174+0.00059736i,0.00062861+0.0007464i,2.2063e-05+0.00066962i,-0.00096237+0.00061083i,-0.00084571+0.00089933i,-0.00049864+0.00066801i
2.389e-05-0.0007984i,2.7708e-05+0.00018687i,-0.00049873-0.00013781i,0.00042822-0.0001566i,0.0011031+0.00046812i,0.00178+0.00043989i,0.001666+0.00030838i,0.00024899-0.00010832i,-0.00064471-0.0010034i,-0.00064027-0.0011269i,0.00014492+5.6632e-05i,2.8554e-05+0.00033986i,-0.00073547-0.00063812i,-0.00037312-0.00094221i,-1.8834e-06-0.00063839i,0.00015688-0.0004809i,-1.7945e-05-0.00080208i,-0.0007432-0.00048916i,-0.00066769-0.00023062i,0.00026629-0.00098754i,-3.6358e-05-0.0013617i,-0.00030648-0.00067106i,7.2876e-05-0.00087701i
-0.0005274+0.0013543i,-0.001645+0.00067938i,-0.0018702-0.00074444i,-0.0014741-0.00095619i,-0.0010742-0.0011976i,-0.00015113-0.00080488i,0.00075897+1.6477e-05i,0.000581-6.0184e-05i,3.4828e-05-0.00043948i,-0.00062074+9.9573e-05i,-0.00029134+0.00083544i,0.00091442+0.00052759i,0.001327+0.00069309i,0.00092637+0.0013061i,0.00016362+0.00033346i,-0.00030719-0.00034589i,0.00020456-6.5303e-05i,0.00072829+0.00014659i,0.00030614+0.0012484i,-0.00025328+0.00087058i,-0.00084731-0.00083231i,-0.00073542-0.0011807i,-0.00022518-0.00088213i
0.00064786-0.0032746i,0.00087139-0.0023575i,0.00024272-0.00084463i,-0.00052556-0.00032964i,-0.0010089-0.0006643i,-0.00093926-0.00025383i,-0.00019545-1.5349e-05i,0.00039316+0.00056397i,-9.8326e-05+0.00094808i,-0.00014797+0.00061305i,0.0010096+0.00051537i,0.00096308+0.00072219i,0.00024698+0.0005475i,0.00040577+7.6992e-05i,0.00019489-0.00015216i,-0.00016163-0.00040157i,-0.00023461-0.00055858i,-0.00026591-0.00038485i,2.1894e-05-0.000228i,1.7722e-05-0.00030695i,-0.00031475+0.00038806i,-0.00060725+0.00064411i,-0.0012407+0.00029134i
-0.0016193-8.8813e-05i,-0.0025606-0.00043822i,-0.0028628-0.0010633i,-0.0014886-0.0014433i,-0.00017727-0.00097558i,0.00078049-9.2477e-05i,0.0012579+8.6235e-05i,0.00095866+5.6622e-06i,0.00055931+0.00026174i,0.00033642+0.00080167i,-5.272e-07+0.00056393i,4.5486e-05+1.4126e-05i,-0.00030665-0.00012158i,-0.00027518+3.2506e-05i,3.214e-06+0.00048605i,-0.00057729+0.00025398i,-0.00069326-0.00041163i,-0.00046071-0.00025999i,-0.00058194+0.00042065i,-0.00068854+0.00046993i,-0.00045707+0.00013912i,-0.00020906+0.00065407i,-0.00039561+0.0013499i
3.6523e-05-0.00050879i,-8.4944e-05-0.00015494i,0.0012554-0.00033027i,0.0014599-0.00070462i,0.00086991-0.00056844i,0.00054899-0.00034538i,0.00057357-0.00020345i,0.00080018-0.00049529i,0.00078374-0.00042075i,0.00048664-0.00025449i,0.00011813-0.00068609i,0.00089834-0.00032004i,0.00087069+0.00032389i,8.5896e-05+0.00025642i,0.00023231+0.00021919i,0.00010473-0.00066867i,-0.00011171-0.00078735i,-0.0003769-0.0007015i,-0.00081245-0.0010886i,-0.00073224-0.00059843i,-0.0007373-0.00055012i,-0.0010596-0.00076821i,-0.00092384-0.0006873i
0.0011607+7.6651e-05i,-0.00071332-0.00081877i,-0.0013156-0.0012745i,0.00053303-0.00082614i,0.0019189+0.00047262i,0.0015661+0.00038888i,0.0012964-0.00025699i,0.0006343-0.00050039i,-0.0005612-0.00010249i,-0.00037185+0.00082732i,0.00039119+0.0010122i,0.00042639+0.00059303i,-8.7932e-05+0.00038127i,-0.00031654+0.00031873i,8.0324e-06-0.00012712i,-3.7786e-05-0.00016931i,-0.00022782+0.00074429i,-0.00036665+0.00018871i,-0.00048303-0.00057417i,-0.00029923-0.00017584i,1.5408e-05-0.00046354i,0.00023973-0.00015995i,-0.0006049+8.1782e-05i
-0.00063506+0.0011295i,-0.0011895-3.6578e-05i,-0.0012143-0.00032241i,-0.00079682+0.00017066i,-0.00026047-3.0917e-05i,0.00047584-0.00065214i,0.00081285-0.00044144i,0.00035987+0.00034082i,-0.0001408+0.00064473i,0.00024343+0.00082583i,0.00034739+0.00070173i,2.797e-05+0.0003829i,7.9232e-05+0.00072964i,0.00066906+0.00075275i,0.00063552-0.00022648i,-2.5468e-05-0.00063058i,-0.00014782-0.00055456i,-0.000125-0.00061144i,-0.0011884-0.00055211i,-0.0018569-0.00017412i,-0.00049239-0.00010991i,0.00014263-0.00063121i,-0.00055971-0.0010112i
0.0014026+0.00056529i,0.001211-0.0010793i,0.0010932-0.0013016i,0.0006099-0.00098646i,0.0010787-0.00066458i,0.00055534+0.00035771i,-8.7189e-05+0.00073389i,0.00019672+0.00072789i,0.00029812+0.0006415i,0.0010503+0.00074635i,0.0014907+0.00075886i,0.00038806+0.00013299i,-0.00052366-0.00045332i,-0.00054392-0.00015903i,-0.00054365+0.00032676i,-4.6638e-05-9.5518e-06i,-6.2255e-06-0.000529i,-0.00082559-0.00096319i,-0.0012696-0.00032083i,-0.00082057+1.9076e-05i,-0.00082963-0.00055674i,-0.0014118-9.9376e-05i,-0.00030399+0.00011604i
0.001448+0.00081862i,0.00094103-0.00013i,0.00067562-0.0012235i,6.5209e-05-0.0021859i,1.4803e-06-0.0015741i,0.0003475-0.00071973i,0.00072059+0.00021761i,0.00088738+0.00015803i,0.00057171-0.00090766i,0.0001609-0.00029917i,0.00019073+0.0001332i,-7.9641e-05-0.00016459i,0.0001457+0.00013253i,0.00038142-0.00019712i,-0.00028605-0.00093008i,0.00021669-0.00066455i,0.00074808+0.00011385i,0.00045655+0.0010368i,0.00044603+0.00098114i,0.00026888+0.00045089i,0.00011202+0.00019448i,0.00029459+0.00026464i,-0.00076867+0.00066748i
0.0038845-0.00043549i,0.0025001-0.0029257i,0.0018266-0.0034178i,0.00032636-0.0029048i,-0.00053579-0.0030333i,-0.001194-0.0032667i,-0.00079559-0.0021034i,0.00025554-0.0012936i,0.00081721-0.00074297i,0.00076096-0.00019899i,0.00056734+0.00032594i,0.00012537+0.0012158i,-0.00020209+0.00083038i,0.00011683-0.00052344i,0.00050705-0.0011332i,-2.3627e-05-0.00071338i,8.6419e-05-0.00016441i,0.0007018+0.00022994i,0.0001359+0.00023019i,-0.00040686-0.00018606i,-0.00033773-0.00040223i,-0.00049869+8.9528e-05i,-0.00076579+0.00043548i
-0.0035364+0.00088284i,-0.0022243+0.00073512i,-0.0013387+0.0020527i,-7.2336e-05+0.0024958i,0.0015542+0.0023312i,0.0016976+0.0017517i,0.0010326+3.4026e-05i,-1.2899e-05-6.6296e-05i,-0.0007473+0.00057213i,-0.00012471+0.001073i,0.00060621+0.00076476i,0.00082735+8.9521e-05i,-0.00029766-0.00076412i,-0.00047105-0.00090197i,8.0191e-05+4.8503e-05i,-0.00066217+5.1118e-05i,-0.0014338+0.00013118i,-0.001101+0.00078391i,-0.00077663+0.0010545i,-0.00079808+0.00025445i,-0.00032136-0.00075304i,0.0003729-0.00041888i,0.00050741+0.00071011i
0.00061756-0.00037764i,1.7549e-05-0.0015802i,-0.00060219-0.0019482i,-0.00025327-0.0017376i,-9.2652e-05-0.00031711i,0.0002924+0.00088007i,0.00078793+0.0006651i,0.00032383-1.9315e-05i,-0.00014207-0.00024244i,-0.00012772-4.9272e-05i,0.00013264-0.00020339i,0.00020556+0.00021506i,0.00033094+0.00055389i,0.00085652-3.8364e-05i,0.0010971+0.00034191i,0.00066556+0.00076285i,0.00010676+0.00055563i,-1.33e-05+0.0004471i,1.8751e-05+0.00018786i,-0.00019871+0.0001497i,-0.00016614+0.00024004i,0.00011455+0.00041753i,-8.9523e-05+0.0003472i
0.00025044-0.0013161i,0.00049119-0.00077145i,0.00039689-0.00050541i,-9.9817e-05-0.0013848i,0.00050864-0.0013741i,0.00035354-0.0011355i,1.997e-05-0.0009219i,0.00050939-0.00057325i,0.00012091-0.00040945i,-0.00014231-5.5997e-05i,0.00080867-0.00013386i,0.0008338-0.00019969i,0.00030199+0.00041193i,5.2511e-05+0.0003091i,-0.00048801+0.00035554i,-0.00055737+0.00031933i,0.00017455-0.00015403i,0.00010281+6.1607e-05i,-0.00065363-0.00031558i,-0.00067365-0.00057922i,-0.00051636-0.00017865i,-0.00045484+0.00021024i,-0.00018712+4.3676e-05i
0.0017865+0.0010225i,0.0015428-5.7049e-05i,0.0013762-0.00091165i,0.0012225-0.0012412i,0.0008853-0.0013514i,0.0011663-0.0011204i,0.001237-0.00029592i,0.0010346+3.2365e-05i,0.00085533-0.0006608i,0.00059085-0.00066606i,0.00059107-0.00053374i,0.00092688-0.00032091i,0.00067306+0.0002927i,-0.00040573+0.0003807i,-0.00087229+0.00033244i,-0.00045598+0.00022464i,-0.00033154+9.1241e-05i,-0.00061703-1.6803e-05i,-0.00075532-4.4962e-05i,-0.0010621-0.00029734i,-0.00080144-0.00043953i,-8.8674e-05-0.0002306i,1.0709e-05+1.0318e-05i
-0.002731-0.0015645i,-0.0031308+0.00031679i,-0.0022145+0.001867i,-0.001805+0.001831i,-0.00037725+0.00080771i,0.0013091+0.0011444i,0.0011365+0.0015323i,8.4526e-05+0.00086432i,-0.00070081+0.000899i,0.00051308+0.0013281i,0.0016578+0.00078534i,0.00095323+0.00064221i,0.00053433+0.00042854i,0.0013097-3.8183e-05i,0.0014038-0.00013722i,-4.938e-05-0.00018238i,-0.00079765+1.4585e-05i,-0.00079868-0.00022692i,-0.0010058+0.00012125i,-0.00098752+0.00057624i,-0.00050207+0.00072168i,-0.00045471+0.00060063i,-0.00099799+0.00016481i
0.0027375+0.00021868i,0.00096204-0.00037669i,0.00019847-0.0019788i,-0.00013928-0.002836i,-0.00029638-0.0019898i,6.6355e-05-0.00030071i,0.00018528+0.00019629i,0.00070277-3.8607e-05i,0.00082951-7.4044e-06i,4.9429e-05+2.3898e-05i,0.00013497+0.0008174i,0.00019184+0.0013794i,-0.00012971+0.00048022i,-0.0004076-0.00055271i,-0.00019368-0.00055401i,-0.00014171-1.5537e-05i,-0.00031187-0.0004836i,0.00014011-0.0012884i,0.00056522-0.00082155i,0.00056695-0.0004878i,-1.5643e-05-0.0007838i,0.00022577-0.00069882i,0.00056369-0.000314i
