-0.0012239+0.0005808i,-0.00071091-3.4475e-06i,-0.00013809-0.00013503i,8.6432e-05+0.00079092i,-0.00058405+0.0016466i,-0.00031479+0.00071016i,0.00010012+0.00022292i,-8.9667e-05+0.0011413i,-4.1395e-05+0.00073501i,0.00093908-0.00026729i,0.0014977-0.00026974i,0.0010375-0.0007669i,-0.00016989-0.00093522i,-0.00097874-0.00043976i,-0.00064692+6.485e-05i,-8.489e-05+8.0981e-05i,7.3137e-06-5.2751e-05i,-0.00019019-9.2576e-05i,-0.00016743+0.00037805i,-0.00063001+0.00026911i,-0.0012176-0.00028117i,-0.00071729-0.00022816i,-0.00022287-0.00034422i
-0.0015993-0.0002089i,-0.00082928+0.00045103i,-0.00077602+0.0025854i,-0.00069364+0.0025075i,-0.00023514+0.00094383i,0.00057872-0.00065276i,0.00073611-0.0014281i,0.00040475-0.00083604i,0.00020723+0.00010199i,-0.00027284-9.6104e-05i,-0.00038977-0.00042486i,-0.00083564-8.0691e-05i,-0.0010799-2.8435e-05i,-0.0011518-0.00046852i,-0.0010975-0.00078003i,-0.00057924-0.00062678i,-0.00033629-0.00027243i,0.00051745+0.00013784i,0.0010168+0.00010191i,0.00065985-0.00043307i,0.00038789+0.00051195i,0.00042994+0.0009065i,6.5167e-05+6.8416e-05i
0.0017365+0.0016914i,0.0025133+0.0014037i,0.0035276+0.0009834i,0.0041627+0.00065119i,0.002904-0.00051422i,0.00070392-0.0016532i,-5.2923e-05-0.0014209i,-0.00042755-0.00092379i,-0.00034148-0.00056826i,0.00050088-0.00031133i,0.00082323-0.00029682i,0.00020473-0.00096379i,-5.8044e-05-0.0016201i,7.2795e-05-0.001341i,3.4264e-06-0.000743i,-0.00026014-0.00016748i,-0.0006501+0.00028768i,-0.00037312+0.00026759i,-0.00039223+0.00036261i,-0.00059355+0.00040593i,-9.121e-05+0.00074607i,0.0001015+0.0011859i,1.4321e-05+0.0006854i
-0.0012016+0.00027211i,-0.0018861-0.00065721i,-0.0010287-0.00061528i,-0.00014785-0.00098432i,-9.565e-06-0.0010431i,0.00059088-0.0011226i,0.00059306-0.00097919i,-0.00081887-0.00090028i,-0.0015085-0.00068792i,-0.00081078+1.0122e-05i,-0.0005069+1.5702e-05i,-0.00069446-0.00023959i,-0.00079915-4.2234e-05i,-0.00031836+0.00015569i,-4.9641e-06-0.00026655i,0.00021485-0.00048271i,0.00027676-8.4584e-05i,-0.00066915-0.00024302i,-0.0016175-0.00025982i,-0.00066636-0.00025077i,0.00034416-0.00015504i,0.00062855-9.445e-05i,0.00052554-0.00035691i
-0.0014025-0.00083535i,-0.0012255-0.00032977i,0.00041205-0.00043958i,0.00091096+0.00040845i,0.0004101+0.00071256i,0.000853-0.00058498i,0.0015936-0.0019271i,0.0016167-0.0016658i,0.00036341-0.00030397i,-0.00097506+1.6264e-05i,-0.0010058+1.4163e-05i,-0.0010972+0.00014816i,-0.00088028-0.00056877i,-0.00028691-0.00022829i,0.00013306+5.5865e-05i,0.00037995-0.00020505i,-0.00018376+0.00054591i,-0.00099808+0.00048384i,-0.00067423-0.00030589i,-0.00026558-0.00030291i,-0.00063706+0.00078369i,-0.00071729+0.0014724i,-0.00036921+0.00090357i
-0.0018657-0.00096146i,-0.0014632-0.00057977i,-0.0013318-0.00013782i,-0.001597+0.00047414i,-0.00080635+0.00016055i,0.00023631-0.00079237i,-3.4286e-05-0.00089254i,-0.00046257-0.00027718i,-0.00017108+0.00046185i,0.00080553+0.00079259i,0.00074857+0.00064671i,9.5811e-05+0.00032186i,0.00024181+0.00018406i,0.00056753+0.00065346i,-0.00025083+0.00084076i,-0.0007857+0.00068231i,-0.00045418+0.00045332i,-0.00043697+0.00016561i,-0.00058734+0.00038586i,-0.00045975+0.00063908i,0.00017892+0.00050547i,0.00029068+0.00029794i,0.00015056+0.0003678i
0.0017145-0.00064515i,0.0009272-0.00015629i,0.00075425-0.00026529i,0.0012378-0.00034501i,0.0013039+8.9332e-05i,0.0013673+0.0007643i,0.0010213+0.00069448i,0.00066192-0.0001513i,0.00054126-0.00047833i,0.0003556-0.00047491i,0.00065003-0.00031244i,-7.9882e-05-7.6201e-05i,-0.0013123+7.715e-06i,-0.00063694+0.00064541i,-0.0004053+0.0010939i,-0.00078851+0.00029342i,-0.00042695-0.00054419i,-0.00024804-0.00055316i,-0.00033529-5.3442e-05i,-0.0006267+0.00054848i,-0.00093376+0.00058495i,-0.00051919+0.00078348i,0.00013153+0.0010961i
0.0022066+0.00041585i,0.0030903+0.00030532i,0.0027638-0.00028013i,0.0015274-0.00066065i,0.00058096-0.00086321i,-0.00020149-0.001128i,-0.00019509-0.001052i,-0.00039822-0.0011158i,-0.00093541-0.0010557i,-0.0011965-3.3713e-05i,-0.0010234+0.0012309i,-0.0005878+0.0012369i,0.00032451+0.00013585i,-9.5749e-05-0.00060015i,-0.00083494+7.9669e-05i,0.00013123+2.8766e-05i,0.00037294-0.00012203i,-0.00041238-0.00051998i,-0.00038813-0.00073861i,0.00043612+0.00046356i,0.00055767+0.0010482i,-0.00089588+0.00079273i,-0.0012304+6.9273e-05i
0.00049296+0.0013422i,0.00085263+0.001712i,0.0006307+0.00042652i,0.00080503-0.00091899i,0.00075597-0.00080757i,-0.00012972-0.00062601i,-0.00078653-0.00032452i,-0.00055228-0.00050526i,0.00018482-0.00032236i,0.00068377-0.00021893i,-0.00030792-0.00052454i,-0.00030037-9.8104e-05i,-0.0001091+0.000368i,-0.00034227+0.00051994i,9.5278e-05+0.00048742i,0.00046253+0.00016712i,4.1376e-05-4.9872e-05i,-0.0003732-0.00027389i,-9.3414e-05-0.00019353i,-5.7173e-05+0.00062955i,-0.00031445+0.00095799i,-0.0001145+0.0003441i,4.7372e-05-0.00029483i
0.0025616-0.0011724i,0.0026489-0.0012015i,0.0031936-0.00074361i,0.0024503-0.00078935i,0.00044249-0.0011052i,-0.00066315-0.00083178i,-0.00060643-0.00050385i,-0.00049528+0.00021223i,-0.0010944+0.00020154i,-0.0010835-1.5432e-05i,-0.00054575+0.00020339i,-0.00021509+0.00010187i,0.00044642+2.106e-05i,0.00040738-0.00029159i,-3.9454e-05+0.00020849i,-0.00038741+0.00055811i,-0.00044789-0.00018406i,-0.00073386-5.9706e-05i,-0.0010614-0.00024544i,-0.00062861-0.00035166i,6.7898e-05+0.00043704i,-0.00024606+0.00046448i,-0.00019433+0.00010205i
0.00028598+0.0004641i,0.0010133+0.0001945i,8.7042e-05+0.00023389i,-0.00067168-0.00023244i,-0.0005421-0.00053494i,-0.00053532-0.00087227i,-0.00018967-0.0012488i,-9.0172e-05-0.00092913i,-0.00045308-0.00024415i,-2.8436e-05+0.00019559i,0.00073925+0.00039711i,2.5582e-06+0.0005731i,-0.00023828+0.00036291i,0.00010314+9.7692e-05i,0.00016067-0.00010811i,-7.2462e-05-0.00015998i,-0.00041363-0.00038942i,-0.00046808-0.00090702i,0.00023216-0.00056656i,0.00041511-0.00044651i,0.00015617-0.00077343i,-0.00014893-0.00068663i,-0.00043641+3.2101e-05i
0.00067209+0.0024747i,0.0021102+0.0015127i,0.0031653+0.0013649i,0.0029508-0.00017546i,0.0019335-0.0030044i,0.000371-0.0029843i,-0.00070616-0.0018188i,-0.0011079-0.00091032i,-0.0011846+0.00037967i,-0.00066427+0.00014302i,-9.4241e-05-0.00070293i,-0.00077497-0.00052236i,-0.0014971-0.00036995i,-0.0013396-0.00071243i,-0.0010805-0.00090606i,-0.00068921-0.00052547i,-0.00013955-0.00020602i,0.00015805-0.0001592i,-0.00014413-0.00044445i,-0.0007921-0.00021022i,-0.00039917+0.00041617i,2.5711e-05+0.0001989i,0.0001977-0.00047948i
0.0016258+0.00077258i,0.0013787+0.0019544i,0.0013281+0.002045i,0.0010918+0.00083153i,0.00029657+0.00010519i,-0.0004119-0.00066013i,-0.00045916-0.0010756i,-0.00020576-0.00074742i,-3.5941e-05-0.00045356i,0.00020811+2.7282e-05i,0.00015838+0.00038374i,-0.00016969+0.00060263i,-0.00075011+0.00055003i,-0.0012422+0.0002569i,-0.00090227+0.00051695i,-0.00018744+0.0011386i,-0.00049851+0.00079109i,-0.0012115+9.69e-05i,-0.0015233+7.4082e-05i,-0.00083337+0.00055539i,-0.00054358+0.0003993i,-0.00038946-0.00018063i,-0.00019674+0.00034081i
-0.00063849+0.0020182i,-0.00029979+0.0019182i,0.00073647+0.0013665i,0.0024127-0.00035152i,0.0025043-0.0019874i,0.0017697-0.002557i,0.0011418-0.0020265i,-9.4894e-05-0.0012326i,-0.00085686-0.0010476i,-0.00082214-0.00044565i,-0.0011429+0.00064918i,-0.001105+0.00021666i,-0.00072016-0.00033996i,-0.00052008-2.4859e-06i,-0.00057856-0.00023087i,-0.00060588-0.00051002i,-0.00089364+2.4612e-05i,-0.00083543+0.00093398i,-0.0007308+0.0010386i,-0.00093369-0.00012224i,-0.0006333-0.00077868i,-0.00083448-0.00058225i,-0.001065-1.9884e-05i
0.00071654-0.00013065i,0.00066198-0.00057621i,0.00098383-0.00047081i,1.578e-05-0.00054328i,-0.0010802-0.0013658i,-0.0017336-0.0012433i,-0.0012118-0.00031772i,-0.00030759+4.0744e-05i,-0.00010295+0.00053723i,-0.00092848+0.00033208i,-0.0015106+0.00044132i,-0.0011943+0.0010761i,-0.00069238+0.00061965i,-0.00081687+0.0010085i,-0.00086499+0.0016618i,-0.00021943+0.00083756i,0.00059958-0.00017947i,0.00058826+0.00057093i,0.0006978+0.0008823i,0.00074634+8.7254e-05i,0.00018065-0.00079413i,-0.0004565-0.001421i,-0.00029561-0.0012463i
0.00097899-0.00072177i,0.00056874-0.00084465i,0.00027367-0.0014025i,0.00038242-0.0010324i,6.7897e-05-7.9368e-05i,0.00025701-1.4065e-05i,0.00060032-0.00053994i,0.00061505-0.00035713i,1.4527e-05-0.00079841i,-0.00053583-0.00097077i,-0.00060833-0.00028732i,-0.00027742+0.00033205i,1.8843e-05+0.00051706i,0.00034677+0.00038295i,7.6905e-05+0.00014542i,-7.6013e-05-0.00045445i,0.000531-0.00026143i,0.00055986-0.00054303i,0.00023976-0.0007161i,-2.3649e-05-0.00025828i,-0.00010368-0.00049555i,-0.00014569-0.00056272i,-0.00014207-3.3166e-06i
0.0011762+0.00060891i,0.0010362+0.00088408i,0.00062112+0.0012843i,0.0011907+0.00097414i,0.0019341-0.0003944i,0.0012525-0.0010501i,-0.00026195-0.00083465i,-0.00097295-0.00027229i,-0.00071322+0.00097395i,-0.0004301+0.0012342i,-0.0011385+0.00051473i,-0.0017774+0.00026719i,-0.0017403+0.00058891i,-0.0010073+0.00071616i,-0.00048789+0.00037261i,4.9328e-05+0.00013353i,0.0008016+1.2092e-05i,0.00088748-0.00023627i,6.597e-05+0.00036143i,-0.00041893+0.00025512i,0.0004334-0.00049919i,0.00082606-0.00067715i,1.0235e-05-0.00052486i
-0.00011543-0.0018147i,-0.00050878-0.0017093i,-0.0011753-0.0014671i,-0.001301-0.0010772i,-0.0010466-0.00066218i,0.00033892-0.0006138i,0.00097862-0.00075947i,0.00037199-0.0011789i,0.0002426-0.0011862i,0.00045763-0.00077917i,0.00025888-0.0010067i,-0.00030941-0.0006485i,-0.00073459+0.00013832i,-0.00036054+0.00089259i,-0.00012586+0.00092244i,-0.00022497+0.00062601i,-6.7968e-05+2.6283e-05i,0.00019327-0.00067586i,0.00036744-0.00077211i,6.7356e-05-0.00041458i,-0.00032414-0.00045037i,-0.00041186-0.00070029i,0.00012423+9.7601e-05i
-0.0011168+0.00092113i,-0.0012355+0.00053621i,-0.00045431-1.3925e-06i,-1.9766e-05+6.5608e-05i,0.00061837+7.6603e-05i,0.00061956-0.00032722i,0.00026751-9.0883e-05i,0.00029206+0.00040731i,-0.00081188+4.0525e-05i,-0.00079828+1.3357e-05i,0.00037102-0.00013231i,0.0010085-0.00050117i,0.00054146-0.000384i,-0.00011942-0.0004674i,9.5347e-05+0.00027789i,0.00049245+0.00080917i,0.00053286+0.00088126i,0.00030831+0.00023964i,-2.0717e-05-0.00042418i,-0.00032464+0.00013839i,-0.00017955+0.00096256i,0.00034046+0.00095383i,0.0006002+0.00063562i
0.00018097-0.0001429i,0.00036763+0.00018093i,0.001307-0.00011698i,0.0022595-0.00049348i,0.0020163-0.00075216i,0.0011274-0.00081692i,0.0009384-0.00027036i,0.00074305-9.7081e-05i,0.00036519+0.00018557i,0.000287+0.00042889i,-0.00038136-0.00018554i,-0.00065133-0.00034478i,9.3286e-05+0.00024795i,0.00080076-0.00013797i,0.00051978-0.00043941i,0.00016282+0.00058987i,0.00016029+0.0010443i,-0.00019455+0.00084804i,-0.00041495+0.0005116i,-2.4973e-05-0.00021738i,0.00044584-0.0006806i,0.00093422-0.00023065i,0.0008141+6.3614e-05i
0.00030927+0.0014224i,0.0013322+0.00097579i,0.0022216+0.0011193i,0.0018042-0.00037689i,0.0016678-0.0019378i,0.0014556-0.0013029i,0.0005155-0.00049653i,-0.00054846-0.00019175i,-0.00078216+0.00035808i,-0.00039204+0.00067585i,0.0003928+0.00052468i,0.00078113+0.00040237i,0.00051388-0.00046553i,0.00032932-0.00062715i,0.00023534-0.00052265i,2.5635e-05-0.00085515i,-0.00040409-0.00071214i,-0.00037891-0.00034567i,0.00023353-3.1822e-05i,0.00049853+0.00016138i,0.0006977+0.00027513i,0.00053294+0.00049907i,0.00037033+0.00035744i
0.0016425-0.0010439i,0.0022672-0.0010609i,0.0022889-0.0013781i,0.00034013-0.0020425i,-0.0016795-0.0025113i,-0.0015066-0.0017098i,-0.00053881-0.00063166i,-0.00079153-0.00042239i,-0.00098632-0.00025296i,-0.00079929-0.00049092i,-3.5803e-05-9.6668e-05i,0.0005521+0.00027717i,-0.00022419+0.00025118i,-0.00039906+0.000534i,0.00050603+0.00044315i,0.0007492-0.00017833i,0.00036553-0.00047951i,-0.00017438-0.0002695i,-0.00028629+2.5051e-05i,-0.00023676-0.00037646i,6.9121e-05+0.00032017i,0.00032484+0.00091493i,-0.00018509+0.00026423i
-0.0020076+0.00052288i,-0.0010517+0.00036283i,0.00091098+0.00075102i,0.0019367+0.00043105i,0.0020925-0.00055187i,0.0012975-0.0011966i,0.00051091-0.00061815i,0.00055389+0.00058769i,0.00019611+0.00071377i,-0.00011702+8.2238e-06i,-0.0003408-9.3202e-05i,-0.0006819-0.0001115i,-0.00043413-0.00016916i,-0.00011936+1.694e-05i,-0.00011358-0.00041255i,0.00036058-0.0004025i,0.00081019+0.00014111i,0.00046558+0.00014795i,-0.00049181-0.00014991i,-0.00053482-0.00022196i,0.00012887+0.00021196i,0.00047572+0.00033426i,0.00018517+0.00012995i
0.000975+0.00081256i,0.0012486+0.0011506i,0.0010667+0.00074122i,0.0011436-0.00023502i,0.0011547-0.00083595i,0.00092623-0.0014453i,0.00068825-0.0010324i,0.0006206-0.00026594i,0.00026-0.00045633i,7.4567e-05-0.00043755i,5.9058e-05+0.00011189i,0.00012929+0.00010923i,-0.00029458-0.00031348i,-0.00087135-0.0002089i,-0.00035276-0.0001945i,-0.00051167-0.00074767i,3.0603e-05-0.00058985i,0.00088004+0.00059978i,0.00027323+0.0012412i,-0.00076802+0.00085817i,-0.0010217+0.00027281i,-0.00021968-0.0001434i,0.00074353+0.00026199i
-0.002219+0.0020026i,-0.0013646+0.0029089i,0.00061363+0.0026358i,0.001307+0.00089602i,0.001079-0.0013701i,0.0005308-0.0021714i,0.00020657-0.0021893i,0.00089563-0.0016145i,0.00021003-0.0013532i,-0.00068417-0.0012092i,-0.00023634-0.00089858i,8.5007e-05-0.00074069i,-1.197e-05-0.0015743i,6.9217e-06-0.0022276i,-0.00019995-0.001368i,-0.00058157-0.00095145i,-0.00038193-0.00039902i,-0.00062735-0.00041579i,-0.00013144-0.00023519i,-0.00017392+0.00044065i,-0.00068887+0.00014647i,0.00014389-0.0005884i,0.00046515-0.0010266i
0.00056213-0.00028576i,0.0015127-0.00048486i,0.0017499-0.00010795i,0.0011882+0.0004039i,0.0002373-0.00015059i,0.0002934-0.00095485i,1.6839e-06-0.0011436i,-0.00073117-0.0012312i,-0.00025053-0.00040243i,0.00082103-0.00030875i,0.00017497-0.00078275i,-0.00081304-0.0002122i,-0.00085656+0.00038632i,-0.0011907+0.00034674i,-0.0014568+0.00013555i,-0.0012978+4.2401e-05i,-0.00058026-0.0003116i,-0.00037127+0.0001803i,-0.00068475+0.00073426i,-0.0007212+0.0013858i,-0.00046443+0.001391i,-0.00036103+0.00053529i,0.00027778+0.00051558i
0.0014469+0.0008217i,0.0011453+0.00056319i,0.0018513-0.00097719i,0.0015792-0.0018625i,0.00046359-0.0020912i,0.00018901-0.0018898i,1.7185e-05-0.001374i,-0.00038326-0.00060108i,-0.00016939-0.00013731i,0.00015645-0.00029485i,0.00010539-0.00012838i,4.2946e-05-0.00090715i,-0.00051886-0.0011215i,-0.00084539-0.00043104i,-0.00025181+0.00035027i,5.2603e-06+0.0006196i,-0.00061083+0.00062008i,-0.00047253+0.00040159i,0.00010661-8.3322e-05i,-1.0232e-05-0.00037607i,-0.00090485+0.00016658i,-0.001378+0.0002114i,-0.001113-0.00070981i
0.0016856-0.0014172i,0.0004704-0.00054279i,0.00033811-3.4024e-05i,0.00099067-0.00015509i,0.00079745-0.0007056i,0.00082109-0.00040792i,0.00018465-8.1222e-05i,-0.00092589+0.00020443i,-0.0010211+0.00017201i,-0.00050328-2.0818e-05i,-0.00051824+0.0001091i,-0.00023568+0.00046899i,-0.00034587+0.00089322i,-0.00062267+0.00066439i,0.00021347+0.00073443i,0.00079903+0.00053262i,0.00076373+0.00011882i,0.0003793-0.00024426i,-0.00019009+0.00047785i,-0.0005233+0.00074709i,-0.00065966+0.00060508i,-0.00047809+0.00054748i,0.00015625+0.00079503i
-0.00063495-0.0010537i,0.00012056-0.00078364i,0.00038792-0.0011316i,0.0013129-0.00054711i,0.0008485+0.00048055i,0.00028556+0.00070898i,-2.518e-05+0.00079108i,-0.00047713+0.00032492i,-0.00066275+0.0001605i,-0.00070934+0.00074888i,-0.00015077+0.00097735i,0.00033195+0.0005047i,-3.9694e-05+0.00021724i,0.00034466+0.00045227i,0.0014022+0.00089291i,0.0015801+0.00084417i,0.0007246+0.00021683i,0.00015403-0.00016492i,0.00070862+7.8836e-05i,0.00055062+0.00048457i,5.8621e-05+0.00062252i,0.00039181+0.00022027i,0.00042199+0.00038522i
0.0011599+0.00036199i,0.0010134+0.00035005i,0.0012112-2.3092e-05i,0.00072352-0.00076031i,9.1946e-05-0.0011182i,0.00062077-0.0013874i,0.00074858-0.001627i,0.00083918-0.0010121i,0.00097741-0.00013537i,-0.00016103+0.00039271i,-0.00034258+0.00029092i,0.00016532+0.00044146i,6.2439e-05+0.0008329i,-0.00019569+0.0010666i,7.0125e-05+0.00050325i,0.00053257-5.4978e-05i,0.00027551-3.5711e-05i,-0.00018862+0.00039171i,-0.00049145+0.00056777i,-0.00011488+0.0012488i,1.2592e-05+0.0015143i,-0.00050258+0.00042257i,-0.00066665-0.00024426i
0.0012884-0.00089502i,0.0004717-0.00033058i,-0.0010509-0.00044232i,-0.0015922-0.00081946i,-0.00084432-0.00021113i,0.00024237-0.00035871i,0.00059299-0.00066918i,-4.3336e-05-0.00035896i,-0.00029619-0.00058281i,-0.00038073-0.00041779i,-0.00044653-0.00020194i,-0.0003237-0.00060508i,3.4814e-05-0.00092041i,0.00060732-0.00049649i,9.9773e-05+0.00016866i,-0.00076829-0.00017827i,-0.00044555-0.0012346i,-3.3519e-05-0.0009861i,-8.7897e-05+0.00025686i,-0.00044698+0.00054124i,-0.0011501+0.00027216i,-0.0011046+0.00011147i,-0.00060548-3.3024e-05i
0.0015577-0.00096103i,0.0022739-0.00066916i,0.0026041-2.1726e-05i,0.0022852+0.00016795i,0.0012357+0.00018301i,0.00053554+0.00079457i,0.00046518+0.00064034i,-0.00035006+0.00030646i,-0.00085392+7.2148e-05i,-0.00047123-0.00059188i,-0.001139-0.0011116i,-0.0011278-0.0006281i,0.00029301-6.1389e-05i,0.00099879-1.2444e-06i,0.00041146+0.00068074i,0.00024293+0.00081729i,-0.0001346-0.00039264i,-0.00094861-0.0011862i,-0.00098154-0.00052047i,-0.00021646+0.00064351i,0.00013649+0.0009413i,0.00063381+0.00093225i,0.00083164+0.00078149i
-0.00097183-0.00076468i,-0.00022796-0.00047423i,-0.00013491+0.00044203i,0.00027382+0.00014187i,0.00056352-0.0002511i,0.00119-0.00039117i,0.0016646-0.0011274i,0.00050612-0.0014105i,9.0136e-05-0.0008364i,0.00011149-0.00013491i,4.5106e-05-0.00024381i,0.00050217-0.00051249i,0.00043527-0.0004136i,-0.00052154+0.00029711i,1.6998e-05+3.9686e-05i,0.0012608-0.00053645i,0.0015777-0.0001123i,0.0014977+8.3546e-05i,0.0012397+0.00028168i,0.0008115+0.00025339i,0.00010399-0.00021913i,-3.2739e-05-0.00054968i,-5.8664e-05-0.00054607i
0.0018692-0.00017683i,0.0012384+6.6663e-05i,0.00039461+0.00023875i,-0.00040951+0.00018442i,-4.2848e-05+0.0003175i,0.00074911+0.00021019i,0.00041552-0.00032361i,-0.00040662-0.00045863i,-0.0011653-0.0003772i,-0.0013399-0.0002102i,-0.0007925-0.00036855i,7.0781e-06+0.00017141i,0.00045291+0.00071733i,0.00016737+0.00029364i,-7.4837e-05-0.00015185i,-0.00034434-4.3957e-05i,-0.00036911-0.00021711i,-0.00013699-0.00053721i,9.4609e-05-0.00021564i,0.00045437-0.00014428i,0.0001457-0.00038484i,-0.00010643+0.0001019i,-0.00038446+0.00083111i
0.0005386-0.0004287i,0.00038465-0.00082835i,0.00015001-0.0013286i,0.00016069-0.00059084i,-0.000422-5.4785e-05i,-0.0013222+0.0001748i,-0.00077347+0.00010454i,0.00017725-0.00027827i,3.3115e-05-0.00040708i,-0.00032981-0.00023808i,-0.00023591+0.00042418i,-0.00041891+0.00039364i,-0.00066086-0.00013027i,-0.0003888+0.00064173i,-0.00035717+0.0013266i,-0.00069905+0.00094323i,-0.0010367+0.00090684i,-0.00079557+0.0012005i,-0.00054747+0.00084275i,-0.00031568-0.00051001i,0.00011403-0.0013077i,0.00033479-0.00027774i,-5.6107e-05+0.0012561i
-9.3459e-05-0.00091502i,0.0010959-0.0011676i,0.0015922-0.0013168i,0.0010142-0.0014633i,0.0010115-0.00040578i,0.0015333+0.0010399i,0.0013269+0.00086024i,0.00069378-0.00065221i,0.00064332-0.00085488i,0.0002763-0.00039176i,-0.00050631-0.00019952i,-0.00063755-1.7518e-05i,3.6799e-05+0.00013032i,-0.00012197+0.00018083i,-0.0003774+0.00038011i,-0.00031825+0.00076848i,-0.00044614+0.00033021i,-0.0004147+0.00052566i,0.00043246+0.00094132i,0.0010252+0.00064864i,0.00079034+0.0010446i,0.00053029+0.00079397i,0.00063672-0.00070541i
0.0013174+0.00058219i,0.0008918+0.00057636i,-1.7302e-05-0.00031256i,-0.00091393-0.0015919i,-0.0015566-0.0019978i,-0.0016625-0.001057i,-0.001247-0.00044283i,-0.0010019-0.00131i,-0.00067593-0.0015745i,8.9123e-07-0.00064293i,0.00064083+5.995e-05i,1.3066e-05+0.00042844i,-0.00085783+0.00072632i,-0.00046009+0.00048335i,-0.00013282+0.0006387i,0.00032264+0.0013518i,0.00062681+0.0014392i,0.00061408+0.00094149i,0.00029465+0.00038922i,0.00016612-0.00028581i,0.00073834-0.00059845i,0.00086341+0.00037762i,0.00052024+0.00036326i
0.00034613+0.00089108i,0.00088172+0.00056775i,0.0021355+0.00097849i,0.0020331+0.00062375i,0.0010783-0.0010351i,0.00085019-0.001721i,0.00038735-0.00085973i,-0.00082679+8.359e-05i,-0.00043421+0.00036146i,0.00012375+0.00039967i,-0.00056+0.00030446i,-0.00096259+0.00022409i,-0.00067446+0.0002118i,-0.00029525+9.523e-05i,0.00045552+0.00020867i,0.00034112-6.5051e-05i,-7.3378e-05-0.00053663i,-0.00049857-0.00027908i,-0.00068888-0.00047107i,-0.00029962-0.00010497i,8.8171e-05-0.0002405i,0.00070117-0.00077906i,0.00066382+0.00021264i
-0.00028171-4.4659e-05i,-0.0013604-0.00013168i,-0.0015425-9.9495e-05i,-0.0003446-0.0002977i,9.1433e-05-3.3709e-05i,4.3229e-05+0.00029358i,0.00071108-0.00040445i,0.00059522-0.00092422i,0.00048623+5.2888e-05i,0.00053807+0.00075519i,-0.00011831+0.00080968i,-0.00046362+0.0013608i,-1.7321e-05+0.0013946i,0.00017154+0.0012024i,-8.0824e-05+0.00078099i,0.00027125+0.00033804i,3.7437e-05+9.9214e-05i,-0.00046211-0.0002391i,-0.00036041-0.00098004i,-8.8759e-05-0.0015106i,2.0868e-05-0.0012535i,-0.00017238-0.001465i,-0.00032096-0.0010906i
-0.00065138+0.001783i,-0.00042308+0.0025061i,0.00061945+0.00054882i,0.0014036-0.00087518i,0.0010926-0.00061092i,0.00073002-0.00049913i,0.00042776-0.00022954i,-0.00047874-1.8272e-06i,-0.00054998+0.00013314i,5.5844e-05-0.0004416i,0.00089137-0.0014573i,0.0013643-0.00049997i,0.00092508+0.0010562i,0.00014645+0.0012913i,-0.00015849+0.00049273i,8.1769e-05-0.00065535i,0.00028241-0.00072968i,0.00071366+4.0566e-05i,0.00067276+0.00032451i,-0.00032001+0.00016134i,-0.00028376+0.00078032i,-0.00017839+0.001016i,-0.00016934+0.0003145i
0.0023013-0.0036278i,0.00039944-0.0032043i,-0.0010488-0.0026551i,-0.0015445-0.0018584i,-0.0019914-0.0014387i,-0.00114-0.00038803i,0.00030476+0.00024003i,0.00065963-4.8963e-05i,-0.00055599+0.00032436i,-0.0017889+0.00056389i,-0.0014036+0.0004528i,-0.0012427+0.0011419i,-0.00075835+0.0014524i,3.5975e-05+0.001043i,-4.7791e-05+0.00044973i,-4.1778e-05+0.001237i,-0.00024005+0.00073889i,-0.00021702-0.00072921i,0.00079186-0.00057621i,0.00079237-0.00019856i,-0.00066228+0.00017004i,-0.0014476+0.00063025i,-0.00096711+0.00095975i
-0.00021588-0.00027798i,-0.00014396+0.00013762i,-0.00038235-7.9831e-05i,0.00014389+0.00034657i,0.00064935+0.00038737i,0.00043427-0.00042817i,0.00033507-0.00062557i,0.00016831-0.00080486i,0.00030175-0.00071899i,0.00036091-9.034e-05i,-0.00020758-0.00013819i,-0.0011276-0.0003173i,-0.00058859+0.00040695i,0.00046868+0.00086365i,0.00070421+0.00041185i,0.00078634-0.00031317i,0.00044758-0.00025581i,-7.9025e-06+0.00037391i,0.00023952+0.00030169i,0.00034543-0.00014153i,-0.00061247+0.00012069i,-0.00059285+0.00033745i,2.4773e-05+0.00054851i
0.0010651+0.0011655i,0.0016444+0.0014971i,0.0028419+0.0012833i,0.0030712+0.00031968i,0.0026873-0.00012992i,0.001798-0.000127i,0.00030633-0.00049423i,-0.00063845-0.0011352i,-0.0012116-0.00091134i,-0.00089002-0.00011981i,-0.00034674+5.78e-05i,-0.0002443-0.00047495i,-0.00048219-0.0011933i,-0.00068585-0.00084084i,-0.0011965-0.00066239i,-0.0011433-0.00085536i,-0.00016394-0.00063447i,0.00030224-0.0002887i,9.1131e-05+0.00046392i,8.4048e-05+0.00042593i,0.00050673-0.00013594i,0.00087699-1.7368e-05i,0.0004208+3.9069e-05i
