0.00028317+0.0004603i,0.0011026-0.00061877i,0.001247-0.0019735i,0.00012993-0.0018586i,-0.0013124-0.00057321i,-0.0023171+0.001419i,-0.0013582+0.0018692i,0.00060806+0.00072748i,0.0014385+0.00024581i,0.0017503+0.000245i,0.0015203-6.9493e-05i,0.0004876+0.00011032i,-3.7539e-05+0.0004823i,0.00024848+0.00040214i,0.00016885-8.0623e-05i,0.00020662-0.00032291i,0.00010324+0.00010162i,0.00015245-0.0001818i,0.00021437-0.00061169i,-0.00051089-0.00075831i,-0.00016079-0.00071968i,0.00046923-0.00011776i,0.00027479+5.4879e-05i
-0.00072187-0.0010816i,-0.00025106-0.00049858i,-0.00083642-0.00084501i,-0.0010917-0.0011451i,-0.001113-0.00088281i,-0.00099149-0.00022168i,-0.0012079+0.00043331i,-0.00073153-7.4509e-05i,-0.00077781+0.00023345i,-0.0010745+0.000368i,-0.00012598+0.00012326i,-1.628e-05+0.00015702i,-0.00015264-1.9769e-05i,-0.00024498-0.00021384i,-0.00052843-0.0005803i,-0.0005197-0.0012175i,-0.00029683-0.00083611i,0.00032592+6.4841e-05i,0.00017031-0.00011331i,-0.00030953-0.00022924i,-0.00029929-0.00078841i,0.00024544-0.0012733i,0.00039868-0.00072577i
0.00012991-0.00084856i,-0.00072915-0.0013577i,-0.0017308+6.2362e-05i,-0.0017538+0.0013974i,-0.0019847+0.0015997i,-0.00093327+0.0014833i,-0.00061323+0.0020138i,-0.0012787+0.0015931i,-0.00087793-3.7098e-06i,-9.2382e-05-0.00039616i,0.0001091-4.0125e-05i,0.00055323+0.0004093i,0.00021467+0.00011409i,-0.00053631-0.00072516i,0.00037771-0.00081688i,0.0010527-0.00016466i,0.0013313+2.2291e-06i,0.0011436-0.00055836i,0.00017667-0.0005685i,1.9286e-05-0.00027465i,0.00093618-6.4025e-05i,0.00025338+0.0005463i,-0.00041311+0.00061527i
0.0013704-0.0012245i,0.0010239-0.0015972i,0.00065766-0.0013997i,0.00051062-0.0016281i,0.00022839-0.00090793i,-0.0010124+0.00012615i,-0.0013639-0.00019678i,-0.00070477-0.0009627i,-0.00042927-0.001033i,-0.00028102-0.00089067i,-0.00032438-0.0011105i,0.00040281-0.0011061i,0.00053676-0.00097403i,0.0001451-0.00014015i,0.00012656+0.00044751i,8.9044e-05-0.00025714i,9.5893e-05-0.00013497i,-5.3383e-05+7.3656e-05i,0.00036178+0.00043509i,0.00046578+0.00073669i,6.5565e-05+0.00026792i,-0.00050495-0.00032094i,-0.00053355-0.0005729i
0.0011835+0.00031973i,0.00026094-0.00054415i,-0.0009928-0.00057425i,-0.0019166-0.0003356i,-0.0024566-8.07e-05i,-0.0029514+0.000497i,-0.0028552+0.00081444i,-0.0019085+0.00062761i,-0.00093665+0.00055445i,-0.00075303+0.00024991i,-0.00073513-0.00028471i,-0.0010331-0.00023777i,-0.00064637-6.4689e-05i,-0.00020813-8.7014e-05i,-0.00054941+3.6874e-06i,-0.00037052+0.00025045i,4.2429e-05-9.6975e-05i,-0.00010022-0.00065545i,0.0003532-0.00040575i,0.00059981-0.00010337i,3.502e-05-3.0684e-05i,-0.00050759+0.00035821i,-0.00030082+0.00033361i
0.0018285+0.00042697i,0.0015008-0.00061074i,-0.00019571-0.00045089i,-0.00061643+0.0008721i,-0.00041426+0.0014869i,-0.0002155+0.00070327i,-0.0011281+0.00095308i,-0.0014117+0.0010616i,-0.00065151+0.00063662i,-0.00086551+0.00030697i,-0.00030517-0.00026614i,0.00067548+0.00021736i,0.00051935+0.00026181i,0.00040403-0.00025217i,2.4268e-05-0.00019024i,-0.00059553+0.00057364i,-0.00027008+0.00019091i,0.00029299-0.00064294i,-3.9036e-05-0.00012573i,-0.00088136+0.00045622i,-0.0014775+0.00044996i,-0.0014682-7.5128e-05i,-0.00063249-0.00059479i
-0.00046041+0.00016507i,1.3964e-05-0.001167i,-0.00053102-0.001404i,-0.0011351-0.0016003i,-0.0015291-0.001605i,-0.0013795-0.0010382i,-0.00050843-6.7358e-05i,-0.00031743+0.00042589i,-0.00080856+0.00023728i,-0.00082233-0.00034031i,-0.00081721-0.00024838i,-0.00091026+0.00030923i,-0.00027168+0.00026201i,0.0002729+0.00018907i,5.3335e-05+0.00064042i,-0.0003613+0.00020407i,0.00022074-0.0002535i,0.00065603+5.6102e-05i,0.00059208+7.0574e-05i,0.00089791-0.00012855i,0.00076798-0.00045427i,0.00094139-0.00036373i,0.0013558+0.00038048i
0.00031881-0.00075002i,0.00010652-0.00017886i,-0.00032992+0.00056732i,-0.0012852+0.0012951i,-0.0017014+0.0021595i,-0.00185+0.0027623i,-0.001943+0.0015267i,-0.0012131+0.0007915i,-0.00017834+0.0010703i,0.00022474+0.0010758i,0.00022153+0.00065825i,-0.00035794+0.00019745i,-0.00087419+0.0004309i,-0.0007761+0.00010624i,-0.00036405-0.00085687i,-0.00065982-0.00075505i,-0.001102-0.00015295i,-0.00025856-0.00022319i,0.00023584+2.6727e-05i,-0.00046209+0.00068913i,-0.00075028+0.00035293i,-0.00059416-0.00028167i,-0.00040106-0.0002921i
0.0015025+0.0015972i,0.0012566-6.7774e-05i,0.0013933-0.0022414i,0.0012577-0.0030355i,0.00039673-0.0020782i,-0.00068214-0.00034698i,-0.00059143+0.00023284i,0.00020507+2.1975e-05i,0.00081202-0.00091901i,0.0013474-0.00088072i,0.0012701-0.00085666i,0.00089539-0.0010425i,0.00059864-0.00022534i,0.00031709+0.00035697i,-0.00010725+0.00038696i,-0.00086886+5.6975e-05i,-0.00062432+0.0003825i,-0.00055982+0.0012795i,-0.00070513+0.0011659i,-0.00074641+0.00078199i,-0.0009856+0.00096223i,-0.00099052+0.00088537i,-0.0010704+0.00071986i
0.0012732-0.00093726i,0.00029017-0.0013512i,-0.0014082-0.0014289i,-0.0024973-0.00084151i,-0.0030568-5.3243e-05i,-0.0030698+0.00033564i,-0.0018869+4.112e-05i,-0.00059488-0.00052251i,0.00012079-0.00041473i,0.00039634+0.00042894i,0.00012182+0.00076656i,-2.1914e-05+0.00047496i,0.00015185+0.00030725i,-0.00054844-5.6279e-05i,-0.00090397-0.00040603i,-0.00087826+0.00010133i,-0.00076233+0.00045639i,0.00012239+0.00061456i,0.00039524+0.0010726i,0.0002503+0.0006901i,0.0001627+8.3072e-05i,-0.00032002+0.00025156i,-0.0005133+0.00029326i
-0.00052764-0.0013802i,-0.00025356-0.0021299i,0.00028727-0.00155i,-0.00037634+1.849e-05i,-0.0010683+0.0010932i,-0.0017256+0.00078548i,-0.0011401+1.2892e-05i,-0.0005584+4.1041e-05i,-0.00040692+0.00033432i,0.0002728+0.00080568i,0.00013115+0.0012084i,-0.00023887+0.0008501i,9.5331e-05-0.00017719i,0.00016447-0.00057985i,0.00011987-0.00016552i,0.00025109-0.00048089i,0.0011258-0.00066946i,0.0011978-0.00022283i,0.0005102+7.0346e-05i,-0.00036494-6.0321e-05i,-0.0013736+0.00023704i,-0.0013604+0.00011525i,-0.00028182-0.00031882i
-0.001526-0.00085999i,-0.0016324-9.8668e-05i,-0.0020247-0.00039669i,-0.0025696-0.00024063i,-0.0020799+0.00028662i,-0.00056416+0.00020039i,0.00091459-6.7791e-05i,0.00043987+0.00064077i,-0.00024519+0.00081999i,0.00022098+0.00064284i,0.00058161-6.118e-05i,0.00033712-0.00033151i,0.00044925-0.00017568i,0.00038163-0.00038621i,-0.00060641-0.00061169i,-0.00066913-0.00039794i,0.00016642-0.00043838i,-0.0002001-0.0010621i,-0.00066434-0.00070785i,8.5462e-05+0.00034843i,0.00043513+0.00054854i,7.6093e-05+0.00041197i,-0.00060283+0.00011558i
0.001063-0.0013111i,0.00078428-0.0015461i,0.00035349-0.00016917i,-0.00068593+0.0010601i,-0.0018368+0.0013228i,-0.002587+0.0014448i,-0.0016227+0.00041192i,-0.00060179-0.00034238i,-0.00056262-0.00051774i,0.00010445-7.1255e-05i,0.00033198+0.00029651i,-3.0241e-05-0.00031823i,8.5104e-05-0.00041097i,0.0003718-0.00025309i,0.00018446-0.000648i,-9.5396e-05-0.0011226i,-0.00023-0.00070547i,-0.00029413+0.00027258i,0.00045864+7.5795e-05i,0.00064014-0.00055293i,0.00044145-0.00080725i,0.00019536-0.00033003i,0.0003879+0.00019572i
-0.00068687-0.0017119i,-0.00028763-0.0017496i,-0.00031238-0.0013522i,-0.00070045-0.00074709i,-0.00084685+0.00013666i,-0.00039088+0.00027006i,4.8022e-06+0.0003549i,0.00016824+0.00037326i,0.00033367-0.00014071i,0.00021154-0.0004787i,0.00064413-0.00013582i,0.00069587+0.00037216i,-2.9789e-05-0.00013535i,0.00025604-0.00041589i,0.00083457-0.00032892i,0.00031498-9.3139e-05i,-7.3559e-05+0.00012041i,-0.00021842-0.00046569i,-0.00076136-0.00078083i,-0.0012978-0.0002365i,-0.00047153+0.00033855i,0.00021371-2.0635e-05i,0.00047023-0.00024873i
-0.0019617+0.00083716i,-0.0020589+0.00017741i,-0.0030552+0.00020033i,-0.0021067+0.000282i,-0.00013839+0.00059599i,-0.00046086+0.00089077i,-0.00064702+0.00070404i,8.7247e-05+0.00017997i,0.00041267+0.00031533i,0.00068937+0.00060564i,0.00091164+0.00041771i,0.00042573-0.00036599i,-0.00021702-0.00063868i,-3.7062e-05+3.6178e-05i,-8.7725e-05+8.0556e-05i,-0.00035515-0.00026616i,-0.00014437+4.0955e-06i,0.00024512+0.00040974i,0.00030616+0.0001294i,-0.00014796-0.00052862i,9.0287e-05+0.00031959i,9.3559e-05+0.00098017i,-0.00014795+0.00069164i
0.0013115+0.0011055i,0.0018722+0.0016675i,0.0010271+0.0010011i,0.00074473+0.00022886i,0.00031471-0.000134i,-0.00070029-0.00040628i,-0.001158-0.00021812i,-0.0011631+0.0004119i,-0.00044836+0.0010361i,0.00043857+0.00042702i,0.00070791-0.00029079i,0.00068422-0.00072731i,0.0001167-0.00037978i,-0.00031988+8.8268e-05i,-0.00019454+0.00019038i,-0.00030347+0.00031584i,9.7781e-05+0.00011221i,-8.1615e-05+0.00011365i,-0.00069923+6.2489e-05i,-0.00031304-0.00017636i,0.00027909+0.00042017i,-0.000396+0.00065385i,-0.00019884+0.00054822i
0.0014446-0.00018122i,0.00042761-0.0012326i,-0.0011067-0.0020109i,-0.002639-0.0015355i,-0.0032445-0.0004075i,-0.0024144+0.00050916i,-0.0010913+0.00085151i,-0.00046203+0.00088355i,-3.8653e-05+0.001093i,0.00037138+0.00092635i,0.00037293+0.00014206i,-0.00029406-0.00014965i,-0.00057753-0.00035629i,-0.00039265-0.00055828i,-0.00012951-3.6761e-05i,0.00050051+0.00033059i,0.0006078+5.5507e-05i,-0.0001155+0.00074011i,-0.00030386+0.0010186i,4.5088e-05-0.00014213i,-9.8099e-05-0.0013506i,-8.9552e-05-0.00085115i,3.8684e-05+0.00038673i
0.0009481-0.0014986i,0.00097921-0.0017745i,0.00063182-0.00067802i,-0.0002088+0.00058144i,-0.0015468+0.00089132i,-0.0022522+0.00071146i,-0.0016632+0.00017641i,-0.00042504-0.00034431i,0.00066042-0.0003373i,2.4667e-05-0.00036911i,-0.00063043-0.00095261i,-0.0013001-0.00054453i,-0.0011044+0.00044238i,0.00050347+0.00038945i,0.0014407+7.4349e-05i,0.0014239+0.0003988i,0.00075759+4.1786e-05i,-0.0004085-0.00030556i,-0.00075773-0.00019096i,0.00019727-0.00054819i,0.0011526-0.00053418i,0.00086549+0.00028348i,-0.00018023+0.00088395i
-0.00060791+0.0003988i,-0.0017072-0.00038821i,-0.0011319-0.00020441i,-0.0019412+0.00033178i,-0.0018917+0.0012495i,-0.0010782+0.0014502i,-0.001181+0.0004327i,-0.00066317-0.0010007i,-2.5273e-05-0.001566i,0.00064929-0.00030282i,0.00010805+0.00028443i,-0.00054498-0.00025922i,-0.00014822-0.00022343i,0.00099826+0.00017903i,0.0016422+0.00023978i,0.00050313+5.4563e-05i,-0.00019077+0.00049287i,-0.00011587+0.00045974i,-0.00033532+5.2705e-05i,-0.00052159+0.00020422i,-0.00044428+5.1747e-05i,0.00020675-0.0001504i,-0.00033998-0.00012704i
0.0013083-0.002551i,0.0013256-0.0034956i,0.00034422-0.0023618i,-0.0015446-0.00059885i,-0.0022746-0.00072664i,-0.0025142-9.5594e-06i,-0.0022302+0.0011596i,-0.0017385+0.00039136i,-0.0011167+0.00029571i,-0.00065942+0.00081759i,-0.00053524-4.5016e-05i,-8.7283e-06-0.00057532i,-0.0001395-0.0003728i,9.9673e-06-0.00024188i,0.00054666-3.1991e-05i,0.00059576+0.00028051i,0.00014314+0.00040838i,0.00031607+0.00021167i,0.00049297-0.00037277i,0.00016035-0.00047744i,0.00029615-0.00035041i,0.00018178-0.00057903i,0.0002553-0.00037541i
-0.00060304+0.0008752i,-0.00073158+0.00056744i,-0.00069697+0.0005714i,-0.00015385+0.0011944i,-0.00039316+0.0014395i,-0.0011805+0.0012423i,-0.0014896+0.00097599i,-0.00030508+0.00067905i,0.00069022+0.00053707i,0.00066822+0.00014444i,0.00042318-0.0002011i,0.00021032-0.00036906i,0.00063187-0.00048036i,0.00058364-0.00064474i,-0.00029341-0.00022059i,-0.00058928+4.9743e-05i,-0.00035747+0.00010178i,0.00019488+0.00015417i,0.00038646-0.00023074i,-4.483e-05-0.00022435i,-0.00018099-0.00036346i,9.0204e-05-0.00069685i,0.0003912-0.00094022i
-0.0013747-0.0016325i,-0.00036018-0.0025098i,0.00088797-0.002547i,0.0002748-0.0016178i,-0.00086799-0.00086345i,-0.00084005-0.00027587i,-0.00065707-1.53e-05i,-0.00061436-0.00042215i,-0.00032595-0.00077631i,0.00011461-0.00088223i,0.00035399-0.00061337i,-5.3567e-05+9.9772e-05i,-0.00064233+0.00076847i,-0.00054123+0.00060699i,-0.00017455+5.1894e-05i,4.8678e-05+0.00042887i,-0.00028777+0.00027179i,-0.00071271-0.00036993i,-0.0006831-0.00011589i,5.8161e-05+0.00012138i,0.00058813-0.0003126i,0.00018898-2.174e-05i,6.5157e-05+0.00036376i
0.0024732+0.00098631i,0.0019658+0.0010713i,0.0017035+0.00042942i,0.00085413-0.00094344i,-0.00094438-0.0016474i,-0.0014699-0.00028355i,-0.00043271+5.6146e-05i,0.00027678-0.00094362i,0.00015263-0.00090382i,-3.2894e-05-0.0010754i,0.00063147-0.00053655i,0.00089345+0.00069984i,0.00060505+0.0012733i,0.00047435+0.0013086i,0.00080447+0.001162i,0.00065823+0.0007074i,-0.00041051+0.00035715i,-0.00067283+0.00014794i,-0.00051769+0.00020215i,-0.00096289+1.863e-05i,-0.0011313-0.00032585i,-0.00033087+0.00049121i,-8.8411e-05+0.00050766i
0.00054463-0.00022417i,-0.0003445-6.6825e-05i,0.00022743-0.00037391i,5.0686e-05-0.00066991i,-0.00061061-3.74e-05i,-0.00077681+0.000294i,-0.00062633-2.1689e-05i,-0.00011575-0.00034067i,-3.7861e-05+5.8277e-05i,5.6882e-05-0.00010494i,0.00021729-0.00050419i,0.00056933-0.000206i,0.00049731+0.00066932i,-0.00021156+0.0010901i,-0.00045476+0.00050636i,-0.00011356+0.00025559i,4.9888e-05+0.00037552i,-0.00022749+0.00051774i,-0.00041154+0.00029197i,-0.0002905+0.00056692i,2.5696e-06+0.00067946i,-0.00061636+9.6022e-05i,-0.00049535+0.00016132i
0.0002017+0.00072689i,0.00047168-0.0001507i,0.0014309-0.00086818i,0.00069969+8.3134e-05i,-0.00080743+0.00073615i,-0.00070897+0.00038851i,-0.00031349+0.00059352i,-0.00038639+0.00090898i,5.3419e-05+0.00069849i,0.00059974+0.00070185i,0.00027809+0.00039847i,0.00024241-0.0002922i,0.00049738-0.00034271i,0.00010265+0.0003641i,-0.00016264+0.00041657i,-0.00025718+0.0004677i,-0.00099544+5.7666e-05i,-0.00093705-0.0013244i,4.0938e-05-0.0011207i,-9.5954e-05-0.00041441i,-0.00056807-0.00090449i,-0.00071079-0.0010968i,-0.00074956-0.00050802i
-0.0035253+0.002103i,-0.0036513+0.0016957i,-0.0015403+0.0025922i,0.00035141+0.0032676i,0.0010306+0.0020069i,0.00036135+0.00095161i,-0.00035409+0.0005264i,-0.00065407+0.00065504i,-0.001399+0.0016618i,-0.0010804+0.00118i,-8.0785e-05+0.00052523i,4.4102e-05+0.00037209i,-0.00030721-0.0002786i,-0.0006221-0.00074417i,-0.00050097-0.00035236i,-0.00055583-1.0425e-05i,-0.0006368-1.6751e-05i,-0.00054364+0.00062541i,-0.00068732+0.0010398i,-0.00038235+0.00056263i,-0.0004055+0.0001252i,-0.00042762+0.00036838i,-0.00073629+0.00078526i
-7.6816e-05+0.001059i,0.00059781+0.00095347i,0.00074547+0.0001566i,-3.6456e-05-0.00023544i,-0.0013205+7.5739e-06i,-0.0017097+0.0005033i,-0.0011453+0.00088163i,-0.0003764+0.0008656i,-0.00029729+0.0010317i,5.9786e-05+0.00070733i,0.00014098+5.1388e-06i,-0.00046596+0.00028389i,-0.0002942-0.0001496i,0.00030269-0.00057496i,3.829e-05+9.1476e-05i,5.23e-05-0.00013338i,0.00031013-9.0928e-05i,-7.3377e-05+0.0001778i,-0.00030607+0.00023048i,-0.00015884-1.4033e-05i,4.4765e-05-0.00031214i,-0.00062052+0.00033859i,-0.00062732+0.00063715i
-0.001181+0.0010827i,-0.0010175+0.00048614i,-0.00044649-0.00030996i,-0.00023848-0.00051831i,-0.00079235-0.00052547i,-0.0011262+0.00046989i,-0.00027915+0.00065234i,0.000397-0.00032919i,0.00045869-0.00036584i,-7.9677e-05+0.000298i,-0.00015258+0.00073997i,0.000217+0.0008408i,-0.00021149+0.00057293i,-0.0002611+0.00033025i,2.696e-05-0.00010663i,0.00028959-0.00036011i,0.00065707+1.0534e-05i,0.00061435+9.4735e-05i,0.00038947+9.1973e-06i,0.0002325-0.00028852i,0.00078414-0.00064038i,0.0010501-0.00052648i,0.00080421-0.00049109i
0.0015248+0.00031119i,0.0022886-0.00088422i,0.002301-0.0015671i,0.00013817-0.00064977i,-0.00098928-7.1823e-06i,-0.0012851+2.2949e-05i,-0.0013019+0.00027727i,-0.00028683+0.0010716i,-0.00039894+0.0011688i,-0.00091022+0.00046925i,-0.0006222+0.00038671i,-0.00050295-5.1043e-05i,-0.00012818-0.00029469i,0.00047722+0.00062044i,0.00056554+0.00038585i,0.00068758-0.00032091i,8.5086e-05-2.6428e-05i,-0.0011389+0.00018988i,-0.0009957+0.00028624i,-0.00029757-0.00010736i,-0.0001574-8.0442e-05i,0.00016751+0.00060878i,0.000478+0.00064453i
0.0002403-3.4693e-05i,6.6978e-05+0.00019888i,-0.0014189-0.00034413i,-0.0015716-0.00022257i,-0.0017648+0.00064953i,-0.0014636+0.0017518i,-0.00070374+0.0017769i,-0.00067857+0.00059846i,-0.00010072-0.00037488i,-0.00040014-0.00069561i,-0.00098185-0.00040263i,-0.00070288+0.00030815i,-0.00064886+0.00041374i,0.00011117+0.00039484i,0.00037542+0.00037144i,-0.00019076+0.00048557i,6.6129e-05-0.00018615i,0.00033318-0.00064589i,8.9844e-05-0.00015439i,-0.00017287+0.00012799i,-0.00052061-0.0001474i,-0.00053327-0.00040776i,-8.5973e-06-0.0001801i
-0.0010587-0.0016069i,-0.00034227-0.0019522i,-0.0011364-0.0019505i,-0.0013703-0.00068646i,-0.0014495+0.00025088i,-0.0014617+0.00017411i,-0.00068095+0.00034608i,0.00046493+0.00033088i,-8.0615e-05+0.00012023i,-0.00078125+0.00024235i,-0.00039821+0.00035777i,0.00037417+1.4765e-05i,0.00055189-0.00034778i,0.00092253-0.00037809i,0.00053316-9.1074e-05i,-0.00046112-0.00024948i,-0.00069941+7.7406e-05i,-0.0013763+0.00017696i,-0.00158-4.6447e-05i,-0.00072955+0.00053763i,-0.00032519-3.4755e-05i,-0.00012631-0.00048504i,-0.00055373-9.6688e-05i
4.3193e-05+0.00022975i,0.00050809+0.00078871i,-3.8961e-05+0.0016928i,-0.00086723+0.00076916i,-0.0011471+0.00043652i,-0.0015359+0.00018715i,-0.0014709-0.00035835i,-0.00098032-9.2979e-05i,-0.00072155+0.00018105i,-1.2652e-05+0.00039992i,0.00058512+7.1501e-06i,0.00059193-0.00060475i,-1.5781e-05-0.00060107i,-0.00038544-0.00062226i,-0.00048333+0.00067436i,-0.00054339+0.0011003i,-0.00034063+0.00019306i,-2.6138e-05-0.00041248i,0.00015357-0.00048852i,0.00062116-0.00042706i,0.00053183-0.00056352i,0.00022463-0.00039731i,0.00018617+0.00019705i
-0.0024685+0.00066102i,-0.0028866+0.00048441i,-0.0032864+0.00068466i,-0.0029768+0.0014461i,-0.0019273+0.0021581i,-0.0012793+0.0022721i,-0.00064721+0.0017783i,-0.00074422+0.0010185i,-0.00070848+0.00069258i,-4.2422e-05+0.00093137i,0.00060678+0.00031825i,-0.00031301-0.00048233i,-0.00065409-0.00032464i,0.00012367-7.5178e-05i,0.00055965-0.00026414i,0.00065048-0.00037212i,0.00089003-0.00013753i,0.00090017-0.00017752i,0.00022561-0.00064854i,-3.0844e-05-0.00086589i,-0.00018829-0.00074838i,3.3959e-05-0.00086682i,0.00063225-0.00017694i
-0.00015921+0.00091761i,0.00063231+0.00058305i,0.0012866+0.0006373i,0.0010075-0.00024881i,8.1868e-05-0.0013742i,-0.00043565-0.00038198i,-0.00054337+0.00042813i,-0.00041073-2.4704e-05i,2.3846e-05-0.00015722i,0.00087651+0.0005345i,0.0013113+0.00048675i,0.00074989-0.00048806i,0.00025516-0.00084352i,-0.00025178-0.00051709i,-0.00099112-0.00042321i,-0.0010594-0.00029033i,-0.00065087-1.1915e-05i,-0.0001636-2.5513e-05i,0.00016098+1.8417e-05i,-0.00020366-5.7991e-05i,-0.00041876-0.0002168i,-0.00087008+0.0003922i,-0.0012636+0.00070744i
-0.0029734+0.00028027i,-0.0021518+0.0011197i,-0.0012111+0.0010896i,-0.0012271+0.00036554i,-0.0022252+0.0010842i,-0.0024174+0.0014206i,-0.0012809+0.00061573i,-0.00049125-4.888e-05i,8.9818e-05+5.5564e-05i,1.3087e-05-0.00022563i,-0.00078474-0.00052918i,-0.0011313-0.00057537i,-0.00075628-7.3513e-05i,-2.4742e-05+4.9153e-05i,0.00068503-0.00069369i,0.00081959-0.00064298i,0.0007205-0.00050952i,0.00098261-0.0004534i,0.0010916+0.00065334i,-5.6944e-05+0.00062492i,-0.00085019-0.00035469i,-0.00022542-0.00032518i,0.00030929+0.00022669i
-0.00031692+0.0025793i,0.0010413+0.0021228i,0.0020052+0.0011473i,0.0014927+0.00063556i,0.00038038+0.00031122i,-0.00095078+0.00066796i,-0.001408+0.00083476i,-0.00057646+0.00035697i,0.00010969-0.00025026i,0.0009382-4.718e-05i,0.0014198+0.00055223i,0.00067728+0.00030472i,3.0492e-05+0.00049418i,-8.0066e-05+0.0010418i,0.0001576+0.00055948i,0.0002314-0.00049403i,8.0013e-06-0.00067228i,-0.00012044-0.00037602i,9.313e-05-7.9135e-05i,0.00020323-0.00017292i,0.0006045+0.00028794i,0.0013093+0.00054993i,0.00064967-2.6524e-05i
-0.00026565-0.0014659i,-0.0019674-0.0011495i,-0.0020498-0.0013031i,-0.0018388-0.00026495i,-0.0018859+0.00044507i,-0.0011635+0.00037148i,-0.00049003+0.00028781i,-0.00044195+3.013e-05i,-0.00039649-0.00044451i,0.00026808-0.00031544i,-2.9388e-05+0.00015015i,-0.00048929+0.00050806i,0.00018033+0.00034625i,0.00041642+0.00035406i,-0.00010756+0.00021285i,-0.00017349-0.0001673i,0.00061328-0.00043374i,0.00055769-0.00024636i,7.6965e-05+6.581e-05i,-2.1739e-05-4.4225e-05i,6.837e-05+6.7588e-05i,0.00049572+0.00037419i,0.00053689+0.00041246i
0.0018555+0.0012596i,0.0020975+0.00077559i,0.00097021+0.00054521i,0.00014938-0.00045083i,-0.00094896-0.00096942i,-0.0018824-0.00092899i,-0.001563-0.00015099i,-0.0012938+0.00057026i,-0.00087304+0.00047061i,-0.00057287+0.00035566i,-0.00087852+0.0006287i,-0.00096832+0.0002228i,-0.00046703-0.00012529i,-0.00037844+0.00040591i,-0.00056198+0.00062947i,-0.00041775-2.9483e-05i,-0.00040069-0.00062806i,-0.00053852-0.00029115i,1.288e-06+0.00029286i,-1.1326e-06+0.00062805i,-0.00030033+0.00039493i,0.00021458+0.00015584i,0.00013355+0.00035123i
-0.0016421+0.0022431i,-0.0013292+0.0026589i,-0.00064136+0.0018155i,0.00026415+0.00082113i,-0.00036344-0.000112i,-0.0011015-0.0005498i,-0.0010607-0.00036534i,-0.0013062-3.9658e-06i,-0.00067937-0.00017588i,0.00082026+0.00041538i,0.0017044+0.00036875i,0.0014617-0.00049805i,0.00080557-0.00027064i,-0.00011318+0.00058617i,-0.00071527+0.00071409i,0.00023972+0.00055597i,0.00018855+0.00050909i,-0.00021571+0.00071717i,0.00037919+0.00068765i,0.00052245+3.1141e-06i,0.00030745-0.00049713i,0.00040243-0.00059423i,0.00052166-0.00029188i
-0.00068557-0.00031674i,-0.00063146-0.00053628i,-0.0002831-0.0010827i,-0.0011525-0.0011138i,-0.0012929-0.00021815i,-0.00092517+0.0010504i,-0.00057154+0.0012176i,-1.2331e-05+0.00065784i,-6.8399e-06+0.0010605i,-0.00012524+0.00052788i,-7.9666e-05-0.00014479i,-0.00016828+0.00020425i,-0.00029926-0.00043192i,-0.0006986-1.0777e-05i,-0.00094653+0.00096805i,6.4555e-05-8.6527e-05i,0.00045567-0.00091594i,7.4964e-05-0.00060636i,0.00047602-0.00029346i,0.00049708+0.00029656i,0.00054042+0.00066577i,0.00024319+0.00027411i,-0.0006937+0.00028151i
-0.00025583-0.0017064i,-0.0020341-0.0012974i,-0.0026375-0.00094108i,-0.0025685+1.7993e-05i,-0.0019233+0.0010193i,-0.0017313+0.00093874i,-0.0014529+0.00024138i,-0.00056499-0.00084428i,4.1019e-05-0.00080927i,0.00054168-0.00039184i,0.00020744-0.00038084i,0.00032328-0.00056942i,0.0011502-0.00086414i,0.0011199-0.0014746i,0.00060413-0.0017141i,0.0005123-0.0010547i,0.0011561-0.00059125i,0.00078267-0.00038192i,-0.00029228-0.00012016i,-0.00059744+0.00011008i,-0.00047609-0.00043388i,-0.00033352-0.00055249i,0.00048948-6.293e-05i
0.0031106-0.001149i,0.0023369-0.0021483i,0.0016649-0.0032466i,0.0003845-0.003376i,-0.0015436-0.0022112i,-0.0026596+8.2922e-05i,-0.0023634+0.0018797i,-0.0016203+0.0011674i,-0.0011971-1.7091e-05i,-0.00095723+0.00042918i,-0.00016406-0.00011939i,0.00038526-0.000698i,0.00047428+0.00025649i,0.00051635+0.0004636i,0.0004307+0.00021332i,-0.00034354+0.00071618i,-0.00046571+0.0011669i,0.00010292+0.0010072i,-0.00045188+0.00037682i,-0.00053241-0.00037372i,0.00028874-0.0002336i,0.0006155+0.00088541i,0.00015248+0.00052859i
0.0010531+0.00029118i,0.00089678-0.0012133i,-0.00026149-0.00040608i,-0.00061444+0.00023555i,0.00018099+0.00059461i,-0.00061553+0.00057894i,-0.0015277+0.00047099i,-0.0010767+0.00036264i,-0.00012281-0.00011867i,0.00066328+0.0004718i,0.00086822+0.00044887i,0.00051958-0.00034391i,-0.00038948+0.00011229i,-0.0010929+0.00041028i,-0.00024737+5.3147e-05i,0.00041975-0.00024806i,0.00037177+4.4178e-05i,0.00012181+0.00015763i,-0.00015628-0.00025419i,3.9317e-05-0.00024392i,0.00045986+0.00010396i,0.00034437+0.00027351i,7.756e-05-0.00056508i
