0.0022015+0.00032959i,0.0015885-0.00070073i,0.00093984-0.0024926i,-0.00044257-0.0030637i,-0.0015377-0.0021802i,-0.0018611+0.0003096i,-0.00065476+0.0021682i,8.6289e-05+0.0024607i,0.00044802+0.001364i,0.00073487-0.00056276i,0.00048041-0.0011559i,0.0001471-0.00010008i,0.00019333+0.00024636i,0.00050327+0.00011069i,0.00029167-0.00041086i,0.00024326-0.0011084i,-4.9865e-05-0.00042381i,-0.00049642+0.00016026i,-0.00032092-3.6408e-05i,-0.00034814-0.00030863i,-0.00054985-7.271e-05i,-0.00043383+0.0009159i,0.00030097+0.00084167i
-0.001461+0.00041377i,-0.001664+0.0011438i,-0.0021076+0.0016309i,-0.00069578+0.00087117i,0.0006742+9.6353e-05i,0.0013935-4.1268e-05i,0.0015121+2.9925e-05i,0.00050085+0.00041565i,-0.00060354+0.00059475i,-0.00037085+0.00091492i,0.00076245+0.0010976i,0.0017538+0.00013353i,0.0012262-0.00061903i,0.00031332-0.00063411i,0.00020676-0.00018949i,0.00013508+0.00037658i,7.748e-05+0.00011959i,-3.8329e-05+1.9215e-05i,0.00022498-0.00015837i,0.00016981+1.1608e-05i,0.00014649-0.00032769i,0.00022581-0.0012065i,0.00055127-0.00089061i
-0.00042018-0.0010236i,-0.00035453-0.0014377i,0.00093488-0.00073592i,0.0014575+0.00042935i,0.0015883+0.0015393i,0.00081077+0.001305i,-0.00021115-0.00038564i,-0.000134-0.001373i,0.00011255-0.0013905i,-0.00030362-0.00066353i,-0.00051115+0.00032671i,0.0007245+7.2905e-05i,0.0012861-0.00060468i,0.00068335-5.7461e-05i,0.001289+0.00095296i,0.0014282+0.00090328i,0.00051178+0.00066871i,-0.00017278+0.00049493i,0.00027349+0.00011013i,0.00037094+0.00029024i,0.00014762+0.00033626i,0.0012411+0.00033847i,0.0014662+0.00067221i
-0.00075781-0.001888i,-0.0010819-0.00099271i,-0.0020234+0.00034886i,-0.0015098+0.00098489i,-0.00082101+0.00064944i,0.00033843+0.00034686i,0.0013722+0.0010014i,0.0013368+0.0010588i,0.00069848+1.6002e-05i,-2.9218e-05-4.7721e-06i,-0.00043633+0.00093848i,-0.00062342+0.00098939i,-0.0007178+0.00096646i,0.00019341+0.0011396i,0.00082891+0.00065498i,0.00075702+0.00075375i,0.00077767+0.00079705i,0.0008647+0.00055318i,0.00016955+3.1353e-05i,-0.00023167-0.00033513i,4.7852e-05-0.00043177i,-0.00052427-0.00049831i,-0.0012819-0.00054898i
-0.00075905+0.0020278i,9.4021e-05+0.0019897i,0.0014796+0.0016592i,0.0022818+0.00079474i,0.0019562+0.00072625i,0.00092854+0.00028964i,-0.0001467+8.8287e-05i,-0.00064617+0.00035274i,-2.4434e-05-0.00036102i,0.00085608-0.00051459i,0.00056808-8.4645e-05i,0.00020883-0.0001858i,0.00036301-0.00051437i,0.00034239-0.00078494i,-0.0002956-0.00012731i,-0.00059394-2.6204e-05i,-0.00020314-0.00031171i,0.00050376-9.6094e-05i,0.00016707-3.9499e-05i,-0.00056028+0.00026537i,-0.00062284+0.00052213i,-0.00047705-8.4338e-05i,0.00048019-0.00044575i
2.7053e-05-0.00032307i,7.3412e-06+6.1505e-05i,-0.00051102-8.2349e-05i,-0.00060942-0.00067354i,-0.00027614-0.0011661i,-0.00034427-0.0013125i,-0.00027159-0.00060427i,0.00040534+0.00014756i,0.00095972+0.00075671i,0.001068+0.0010147i,0.00044403+0.00034282i,0.00012653-4.5869e-05i,-0.00026924+0.00025403i,-0.00020232-2.3994e-05i,-4.6618e-05+0.00023913i,0.00041005+0.00033478i,0.00094438+0.00036745i,0.00048101+8.7739e-05i,-0.00062586-0.00062788i,-0.001163-0.00030912i,-0.00093245+0.00037358i,-0.00027808-0.00030463i,-0.00020413-0.00040615i
-0.0017592-0.0015481i,-0.0019027-0.001304i,-0.0017753-0.00066236i,-0.00080118+0.00036312i,0.0007056+0.00047616i,0.0014214-4.9267e-05i,0.00092947+4.9645e-05i,0.00087427-0.00043084i,0.0008655-0.0010634i,0.00025966-0.0012028i,0.00013565-0.00077292i,4.019e-05-0.00028458i,0.00025338+0.00022476i,0.00038497+0.00018343i,0.00041712-0.00081255i,0.00056708-0.0005645i,0.00011265-0.00048777i,-0.00022694-0.00064787i,-4.2266e-06+4.8251e-05i,0.00068066+2.088e-05i,0.00054851-0.00052473i,-0.00023672-0.00052766i,-0.00046931+1.6512e-05i
-0.00042994-0.00093187i,-0.00030361+0.00022418i,9.8743e-05+0.00071278i,0.0013174+0.00014176i,0.0020504-6.9083e-05i,0.0013794-0.00027753i,0.00093779+4.1582e-05i,0.00069294+0.00053226i,-2.7338e-05+0.0006293i,-0.00027486+0.00041371i,0.00034982-0.00014736i,0.00096453+0.00033992i,0.00092138+0.00034894i,0.00079639-0.0002742i,0.00040615-6.0063e-06i,0.0004571+3.4414e-06i,0.00029862-0.00057555i,0.00042813-0.00089585i,0.00047855-0.00051268i,-0.00010077+0.00035211i,0.0002824+0.00031897i,0.00090379+8.1743e-06i,0.00048389+0.00036747i
1.9536e-05-0.0015463i,-0.00052807-0.0021181i,-0.00068963-0.0019i,-0.00056395-0.00083301i,-0.00037792+0.00013572i,-0.00018779+0.00045895i,0.00036703+0.000309i,0.00079232+0.0010495i,0.00057647-0.00028013i,0.00023824-0.0013943i,-0.00016262-0.00093299i,-0.00077065-0.00067966i,-0.00091116-5.299e-05i,-0.00060337+0.0007329i,-0.00023389+0.00064309i,0.00042196-1.8674e-05i,0.00018757+0.0001357i,0.00018005+0.00027342i,0.00073572-0.00033093i,0.00079527-0.00028449i,0.00070607-2.4657e-05i,0.00030661-0.00046739i,0.00036129-0.0010796i
-0.00038857-0.00021999i,0.00037579+0.0006087i,0.00020307+0.00083799i,0.00056591+0.00074177i,0.0011257+0.00088264i,0.0005687+0.00072719i,0.00037012+0.00037506i,0.00020107+6.2231e-05i,-0.00042431-0.00020811i,-0.00022279-0.00014092i,0.00032271-8.9304e-05i,1.2345e-05-0.00030905i,0.00011625-5.3341e-05i,0.00087364+0.00054639i,0.00061392+0.0003048i,0.0004207-0.00050139i,0.00067731+0.00014912i,-0.00018969+0.0004769i,-0.00043624-0.00020746i,-1.72e-05-0.00031923i,-0.00025616-0.00050435i,-0.00025252-0.00045116i,9.9393e-05+0.00040681i
0.0019237+0.0012561i,0.00055316+0.00061824i,0.0011788-0.00027757i,0.0017564-0.00075025i,0.0011419-0.0015193i,0.00024225-0.0011911i,-0.00016707+0.00045968i,-0.00010341+0.0013779i,-0.00013708+0.00069842i,7.1418e-05+0.00066732i,0.00013499+0.0010071i,-0.00036605+0.00028918i,-0.00035062+7.5018e-05i,-0.00075726+0.0010521i,-0.00069468+0.00097485i,-0.0001454+0.00014419i,-0.0002267-0.00018618i,-0.00055441-0.00070571i,-0.00071789-0.00012695i,-0.00037416+0.00038002i,-0.00027235+0.00015529i,-0.00033825+0.0004127i,-0.00045264+0.00087281i
-0.0013114+0.00037772i,-0.0014934+0.001302i,-0.00064591+0.001623i,0.00071345+0.0010528i,0.00078021-0.00023306i,0.00084485-0.00055795i,0.001727-0.00021424i,0.0018022+0.00036943i,0.00096681+0.00084141i,0.00078062+0.00047372i,0.00034746-5.0141e-05i,-5.4464e-06+0.00034609i,0.0004668+0.0007558i,0.0003757+0.00055837i,0.00020654+0.00024105i,0.00012562-0.00018586i,-0.00032694-0.00049296i,-0.0003672-0.00027667i,8.4456e-05+0.000594i,-6.0172e-05+0.00093554i,-0.00065124+0.00045844i,-0.0008911+0.00049491i,-0.00012475+0.00022895i
0.0036968-0.00048137i,0.0029074-0.0012386i,0.0014153-0.0030594i,8.9986e-05-0.0030804i,-0.0010451-0.0023251i,-0.0013018-0.0013097i,-0.00075875-0.00022689i,0.00019541-0.00057184i,0.00067953-0.0010649i,0.00010793-0.0012222i,-0.00025314-0.0012128i,-0.00041242-0.00018176i,-0.00086698+0.00087893i,-0.00051658+0.0013511i,-0.00034628+0.00062271i,-0.00034677-6.2191e-05i,0.00017331-3.6209e-05i,0.00054949-0.00091485i,0.00080734-0.00076375i,0.00078539+0.00021759i,-2.4695e-05+0.00049259i,-0.00050366+0.00015086i,-0.00031993-0.00065357i
-0.0010736+0.00048426i,0.00035245+0.00096891i,0.0011984+0.00071279i,0.00041774+0.00078163i,3.998e-05+0.0009176i,0.00014045+0.0006081i,-0.00053732+0.00049476i,-0.00084499+0.00070675i,-0.00045004+0.0012177i,0.00030813+0.0011672i,0.00056581+0.00056216i,0.00012087+0.00011975i,-0.00010317-0.00027756i,-1.9704e-05+5.0158e-05i,0.00061145+0.00038187i,0.00013548+0.00043958i,-7.5026e-05+0.00030509i,0.00026013+0.00024729i,0.00019902+6.3025e-05i,0.00031769-0.00016026i,0.0010518+0.00062396i,0.0014524+0.0012306i,0.00038788+0.0012016i
-0.0023594+0.00032302i,-0.0021331+0.00096327i,-0.0011349+0.001406i,0.00041694+0.0017391i,0.0017049+0.0010235i,0.0022541-0.00026189i,0.0010504-0.00058621i,-0.000241+0.00032152i,-5.5555e-05+0.00010942i,0.00089173-0.00040783i,0.00064776+0.00011923i,0.000682+0.00033771i,-0.0001632-0.00037714i,-0.00059344-0.001023i,7.0229e-05-0.00096566i,0.00019967-0.000113i,0.00026903+0.00030036i,8.1984e-05+0.00063975i,0.00049075+0.00016575i,0.0005814-0.00040614i,-0.00013227-2.7369e-05i,-0.00071637+6.2215e-05i,-0.0010788+0.00018655i
0.00014003-0.00075333i,0.00081196-0.00055i,0.0016854+0.00012431i,0.0014243+7.111e-05i,0.00084101-0.00046785i,-0.00042898-9.2941e-05i,-0.000646+0.0001635i,0.00018148+6.3507e-05i,0.00027934-0.00013621i,0.00023334-3.7925e-05i,0.00019916-7.9182e-05i,0.00025505-0.00037183i,0.00047545-0.00057148i,0.00027745-0.0009161i,-0.00018593-0.00043819i,-8.7074e-05+0.0003875i,0.00010889+6.4626e-05i,1.1121e-05+9.0098e-05i,-0.00030013+0.00023275i,1.567e-05-3.3186e-06i,0.00010303-0.00051878i,-0.00029527-0.001039i,-0.00075844-0.00077144i
-0.00082725-0.00025494i,-0.0013842-0.00033302i,-0.0017124+0.0013516i,0.00018083+0.0016174i,0.0016248+0.00069002i,0.0015144+0.00025442i,0.00046756+0.00036957i,0.0004259-7.4876e-05i,0.00045863-0.0003683i,-0.00018946-0.00068467i,-0.00032918-0.00075412i,-0.00020875+6.2905e-05i,-0.00037574+0.00018529i,-0.00044307-0.00023655i,2.2992e-05-0.00052624i,2.4756e-05-0.00037304i,-0.00053747-0.000252i,-0.0010424+0.00017043i,-0.00019914+0.001007i,0.00020176+0.00090255i,3.7165e-05+0.00054977i,0.00062363+0.00035286i,0.0012001-0.00068722i
-0.00065801-0.00047024i,-0.00076429-0.00025253i,-0.00095834-0.00045523i,-0.001203-0.00058522i,-0.0011741-0.0003152i,-0.0010012+0.00037225i,-0.00088448+0.00093953i,-0.00021265+0.00077962i,-6.0363e-05+0.00059632i,-0.00072425-0.00023711i,-0.001342-0.00029076i,-0.00078142+0.00026191i,0.00039681+8.5317e-05i,0.00052171-0.00017414i,0.00013344-0.00031154i,-0.0002721-5.2209e-06i,-0.00037036-7.14e-05i,-0.00053249+0.00056843i,-0.0008007+0.0012883i,-0.00049736+0.0010198i,-0.00056823-4.5073e-05i,-0.0003255-0.0007891i,-0.0002159-0.00037482i
0.00012018-0.00039981i,-0.00078863-0.00012124i,-0.0001799+0.00074066i,0.0007144-1.2593e-05i,0.00089266-0.0017982i,0.00024021-0.0012195i,0.00025496+0.00034298i,0.00041288+0.00062481i,8.13e-05+0.0003155i,-0.00021788-0.00016573i,-0.00039194-0.00053049i,-0.00061978-0.00082158i,-0.00048668+5.475e-06i,-0.00022108+0.00050893i,0.00016418+0.00039745i,0.0002519+0.00069444i,0.00032866+0.00026939i,0.00047362-0.00024539i,0.00017015-0.00052425i,0.00017513-0.00012571i,0.00056465+0.00025485i,6.2814e-05+0.00021234i,-0.00093127+0.00055374i
0.00050106+0.0017974i,0.00095607+0.00074065i,0.00088291+0.00014209i,0.00056097-0.00057098i,0.00076324-0.00040493i,0.00013126-0.00025431i,-0.00045396-0.00016161i,-1.1376e-05+0.00026253i,0.00031066+0.00031941i,-6.9315e-05-0.00028737i,-0.00048354-0.00092394i,-0.0002429-0.0010402i,-5.4623e-05-0.00082347i,-0.00029276-0.00041248i,-5.8112e-05+0.0001097i,-0.00037045+4.9077e-05i,-0.00080523-0.00066827i,-0.00072419-0.00053252i,-0.00096616-0.00027353i,-0.00096336-0.00034708i,-0.00019516-0.00028271i,0.00024332-0.00016833i,5.0998e-05+8.6419e-05i
-0.0013384-0.00055949i,-0.0015649-0.00091271i,-0.0015223-0.00053434i,-0.00067658-0.00018168i,0.00038958+0.0002932i,0.00056071-0.00019496i,-5.4546e-06-0.00024155i,-0.00092078-0.00030962i,-0.0019506-0.00090958i,-0.0017285-0.00086895i,0.00012197-0.0001479i,0.0010746+0.00013374i,0.00027261+8.4863e-05i,0.00040968-0.00013078i,0.00051037+0.00013425i,8.3339e-05+0.00048924i,6.8683e-05+0.00056187i,0.00011928+0.00039836i,0.0013182+0.00030363i,0.0019654+0.0002713i,0.0011522+6.668e-05i,0.00046862-7.4484e-05i,0.0002863-0.00010069i
0.00030648+0.0021948i,0.00027075+0.0025365i,0.0010801+0.0018892i,0.0015381+0.00074198i,0.0013797-0.00037898i,0.001295-0.00062185i,0.00012372+0.00042886i,-0.0002281+0.001177i,0.00047192+0.0012199i,0.0003828-0.00017623i,0.00029792-0.0012811i,-0.00030812-0.00054989i,-0.001068+9.9849e-05i,-0.00086498-0.00039799i,-0.00037875-0.00017755i,-0.00059973+0.0003399i,-0.00031195-1.8824e-07i,0.00044188-0.00042581i,0.0010858-0.00039128i,0.00089272-0.00017878i,0.00041886+0.00010622i,8.6412e-05+0.00018728i,-0.00030023+0.0001311i
-0.00080557-0.00078414i,-0.0017607-0.00074587i,-0.0019528+2.0618e-06i,-2.8762e-05+0.00090801i,0.00035505+0.001071i,-0.00045619+6.511e-05i,-0.00052617-0.00055765i,-0.00040716-0.000779i,-0.00025087-0.00028508i,-0.00019548+7.9546e-06i,-0.00023454-9.8223e-05i,0.00014673-0.00024513i,0.0010038-0.0004007i,0.00091629-0.00048312i,0.00031544-0.00046415i,-0.00037842-3.6241e-05i,-0.00066006+0.00096235i,-0.00077806+0.001535i,-0.0006694+0.0012429i,-0.00055561+0.00042236i,-0.00048936-0.00065161i,0.00010934-0.00084119i,0.00072817+4.0716e-05i
-0.00072135-0.0020197i,-0.0010212-0.0015416i,-0.00092906-0.00051295i,-0.00043769+0.00080239i,-1.1433e-05+0.00092007i,0.00015835+0.00069946i,0.00031203+0.0012969i,0.00060768+0.00091723i,0.00041017+0.00027839i,-2.4337e-05+4.876e-05i,-0.00023375-0.00025823i,-0.0003498-0.00031002i,-0.00048551-8.397e-05i,-5.2727e-05+0.00066134i,0.00013173+0.00060041i,-0.00047054+0.00030433i,-0.00071964+0.00044803i,-0.00031365+0.00040803i,-0.00016585+0.00018527i,6.3273e-05-0.00032537i,-0.00018296-0.0008659i,-5.2153e-05-0.00036118i,0.00049731+0.00065927i
-0.0018539-0.00098321i,-0.0016082-0.00034508i,-0.00092576-0.00050697i,-0.00017534-0.0010338i,0.0011946-0.00088099i,0.0013578-9.1009e-05i,0.00014775+0.00014785i,-0.00037069+0.00041427i,0.00053601+0.00077523i,0.001513+0.00055201i,0.0013574+0.00041528i,0.00043325-0.00045792i,-0.00010578-0.0011098i,7.5182e-05-0.00083426i,0.00037927-0.00061747i,0.0010004+0.00027745i,0.0007496+0.00091936i,-6.2035e-06+0.0003811i,0.00016698-9.5741e-06i,0.00068168+5.8701e-05i,0.00091241+0.00028818i,7.0049e-05-0.00012992i,-0.00024836-0.0008488i
0.0018241-0.00037978i,0.0012203+0.00030048i,0.00068364+0.00064908i,0.00085025+0.00028379i,0.0012306+0.00027142i,0.00040711+0.00074095i,-0.00016787+0.00091404i,0.00077384+0.0005805i,0.0016185+0.00073427i,0.0014296+0.0001563i,0.00056183-0.00069265i,0.00038163-0.00064736i,0.00031244-0.00023712i,-6.2535e-05+0.00010879i,-0.00066101+0.00010561i,-0.00080292+0.00019755i,-0.00033481-6.5322e-05i,0.00060005-0.0003115i,0.00076834-2.1671e-05i,2.2797e-05+0.00048739i,0.00011785+0.00086212i,0.00035248+0.00054576i,0.00045922+0.00045055i
-0.0012633+0.00033696i,-0.001165+0.0013146i,-0.0004986+0.002472i,6.9589e-05+0.00064332i,0.00078265-0.00035006i,0.00089023+0.0001915i,1.8452e-05+0.00026261i,0.00025648-0.00031097i,0.0010849-0.00019576i,0.00082475-0.00011043i,0.00024575-0.00054096i,0.00058812-0.0013888i,0.00072867-0.0011582i,-6.4701e-05-0.00040322i,-1.2999e-05+0.00076433i,-5.2907e-05+0.0013257i,-0.0011781+0.00038335i,-0.0019174-0.00045284i,-0.0009759-0.00011924i,-0.00059612+0.00054478i,-0.00041853+0.00075434i,0.00030513+0.00045564i,0.00029701+0.00081407i
-0.00019417-0.00031952i,0.00010617-0.00017325i,-0.00089349+0.00058335i,-7.9953e-06+0.00086424i,0.0014447+0.00025959i,0.0015227-0.0008326i,0.00087035-0.00091125i,0.00053736-0.00017848i,-0.0005591+0.00086581i,-0.0008716+0.001225i,-0.00011235+0.00046458i,-0.00027312-9.8813e-06i,-0.00074121-0.00048375i,-0.00043299-0.0008569i,-0.00019372-0.00064036i,-0.00013-0.00032484i,0.00030147-0.0004507i,0.00017254-0.00052034i,0.00066674-3.5621e-05i,0.0011716+0.00017968i,0.00082372-0.00030092i,-2.7456e-06-0.00032522i,-0.00073514-0.00026778i
0.0036204-0.0018947i,0.0018515-0.0018895i,-0.0002328-0.0036169i,-0.0010981-0.0029558i,-0.0015293-0.00090685i,-0.0012872+0.00025119i,-0.00015068-4.9197e-05i,0.0007245-0.00039898i,0.00088023-0.00030296i,0.0007894-0.00028519i,0.00029596+0.00015288i,-0.00021361+0.0013529i,-0.00018976+0.0014691i,0.00017098+0.00074255i,-3.3539e-05+0.00024139i,-9.087e-05+0.00040748i,0.00069327+0.00012382i,4.5146e-05-0.00023897i,-0.00066318-0.00039907i,7.889e-05-0.0006686i,0.00042259-0.00047957i,0.0003127+1.1237e-05i,0.00018847+0.00031471i
-0.00076952-0.00040706i,-0.00049328-0.00037266i,-0.00043059-8.8365e-05i,-0.00037811+0.00081924i,-7.9053e-05-0.00011493i,0.00028483-8.4888e-05i,-0.00013698+0.00083159i,-0.00089282+0.00011002i,-0.00014959-0.00018657i,0.00017572-0.0001823i,0.00016274-0.00097396i,0.00074119-0.0010536i,0.00066194-0.00020203i,0.00024014+9.4624e-05i,0.00018813+5.479e-05i,0.00015333-3.8363e-05i,0.00016226-0.00048779i,0.00032258+0.00011572i,-0.00021032+0.00020531i,-0.00017561-0.00070032i,0.00063023-0.00049905i,0.00036827-0.00020001i,-0.0005748-0.00053081i
-0.0013489+0.0012858i,-0.0011239+0.0014842i,-0.00059077+0.0015311i,0.0010611+0.0011491i,0.001949+0.00052609i,0.0016899-0.00046587i,0.00012913-0.00041848i,-0.0010907+0.00020224i,-0.00085216+0.00034234i,-5.9405e-05+0.00052173i,0.00051784+0.00047623i,-4.0412e-05-0.00014592i,-3.9147e-05-0.00019501i,0.00049927-0.00044856i,0.00092634-0.00037003i,0.0012131+0.0007538i,0.00037702+0.0011816i,-0.00073785+0.00072348i,-0.0010198+0.00063653i,-0.0010479+0.0005747i,-0.00054211+0.00014469i,5.8559e-05+0.00019871i,0.00016602+0.00060743i
0.00059247-0.00088317i,0.00053574-0.00070468i,7.3228e-05-0.00074213i,0.0008557-0.00070128i,0.001589-0.00090894i,0.0008867-0.00093276i,6.4332e-05-0.00026938i,9.0213e-05+0.0003573i,-2.7254e-05+0.00057622i,-0.00078123+0.00061942i,-0.00080054+0.00016461i,-0.00035646+0.00041644i,-4.11e-05+0.00055278i,0.00088252+0.00046282i,0.0012302+0.00059199i,0.0012906+1.8602e-05i,0.00063386-0.00058597i,-0.00016793-0.00044428i,0.00054986-0.00038719i,0.00095211-0.00031715i,0.00065764-9.1726e-05i,0.00057705+0.00016735i,0.00093649-7.9159e-05i
-0.00035782+0.0011292i,-0.00093012+0.0011219i,-0.0013429+0.0015882i,-0.00019138+0.0017424i,0.0010526+0.00096594i,0.00048204+0.00045902i,-0.00040279+0.0011263i,9.2155e-05+0.0015107i,0.00042838+0.00062271i,-4.8929e-05+0.00040141i,-0.00028664+0.00061177i,-0.00015071+0.00019459i,-0.0001545+0.00027259i,-0.00052102+0.0004596i,-0.00070925-0.00023558i,-6.7724e-05-0.00051951i,0.00029999-0.00024821i,0.0004058+8.1822e-06i,5.2655e-05-0.00041708i,7.9399e-06-0.00055057i,-7.2071e-05-0.00056452i,-0.00027756-0.00083611i,-0.00043391-0.000319i
0.0010442+2.0667e-05i,0.0013027+0.00036157i,0.0011184+0.00036303i,0.0011218-0.00035821i,0.0014858-0.00022404i,0.00080579+0.00023736i,-0.00042564+0.00090079i,-0.00071925+0.00019231i,-6.9621e-05-0.0010047i,0.00075692-0.0010695i,0.00093857-0.00034243i,0.00050658+0.00060477i,-1.2696e-05+0.00064483i,-0.00025067+5.6982e-05i,0.00020998+0.0003208i,-3.3573e-05+0.00055573i,-0.00061292-0.00050506i,-0.000542-0.00091625i,-0.00082397+5.0713e-05i,-0.00065189+0.0002257i,0.00031211+0.0001933i,-0.0004706+0.00068911i,-0.00085101+0.00038033i
-0.00028015-0.00027571i,-0.00018354+0.00016083i,-0.00070063-5.5243e-05i,-0.00045416-0.00081351i,7.6036e-05-0.00093597i,0.00015935-0.00015497i,0.00080693+0.00039056i,0.0012004+0.00019793i,0.00056325-0.00044528i,-0.00034924+0.00015526i,-0.0002915+0.0012249i,8.0686e-05+0.00043326i,0.00039067-0.00033226i,0.0007483+0.00013625i,0.00035606+0.00043323i,0.00061999+0.00081844i,0.00046748+0.00062289i,0.00030815+0.00023129i,0.00058096+0.00077777i,5.1137e-05+0.00087411i,-4.3144e-05+0.00042931i,0.00059911+9.3137e-05i,0.00040777-0.00029834i
0.0010103-0.0012985i,1.2539e-06-0.0011639i,-0.00015706-0.0010886i,0.00027025-0.0009979i,0.00089551-0.00071863i,0.00071045+0.00034388i,0.00081304+0.0014628i,0.0011791+0.0014929i,0.00069344+0.00071696i,0.00015266+1.2035e-05i,0.00031738-0.00015228i,0.00035649+0.00057688i,2.5785e-05+0.00091578i,-0.00014793+0.00029529i,0.00027884-0.00044012i,0.0010763-0.0006042i,0.0012359-0.00012045i,0.00079938+0.00044004i,0.00062358-3.0243e-05i,3.0726e-05-0.00016448i,-0.0001057+3.6772e-05i,0.00047762+0.00038604i,0.00038945+0.00052909i
0.00070847-0.0018962i,-8.0404e-05-0.00071053i,-0.00067562-0.00013341i,-0.00083446+0.00011664i,-0.00046593+0.00080891i,0.00033893+0.0013302i,0.00035935+0.00064018i,0.00066472-3.1093e-05i,0.00030064-0.00022867i,-0.0010023-0.00015651i,-0.00041831+0.00024505i,0.00063264-0.00010536i,0.00078612+0.00042949i,0.00019181+0.0012604i,-0.00070228+0.00053303i,-0.0007886-0.00081206i,-0.0003486-0.0010716i,-0.00052677-0.00040821i,-0.00023534-0.00064258i,0.00025054-0.00020459i,-0.00010088+6.5815e-05i,-0.00037671-0.00095531i,-8.2458e-05-0.0012237i
-0.00014788-0.00059343i,-0.0013343+0.00063532i,-0.0015507+0.00030414i,-0.0003148-0.00075364i,0.00055886+0.00031919i,0.0012124+0.0011546i,0.001117+0.0007211i,0.00031674+0.00031185i,-4.4452e-05+0.00046548i,-0.0001443+0.00031033i,-0.00044402-4.744e-06i,-2.1756e-06+0.00020262i,0.00043768+1.2529e-05i,0.00063995-0.00021659i,0.00042153-6.171e-05i,-0.00012697+0.00013006i,-0.00088282+0.00025299i,-0.0012746+0.00031334i,-0.0006615+0.00014948i,0.00047761+8.3937e-06i,0.00066469+0.00010764i,0.00022447+0.00022108i,-0.00013667+0.00040278i
0.0017073+0.00019158i,0.00071196+4.9021e-06i,0.00067125-0.00038231i,0.00079799-0.00046533i,0.00027076-0.00083777i,-0.00038685-0.00039698i,0.00013131+0.00088682i,0.00054756+0.000786i,0.00082125-0.00010338i,0.00092045-0.0002583i,0.00034592-0.00041422i,-0.00091192-0.00066849i,-0.0017868-0.0015146i,-0.0011133-0.0014248i,-0.00049856-0.00071207i,-0.0005144+0.00035935i,-0.00048565+0.00079955i,0.00016527+6.0768e-05i,0.00079567-0.00035626i,0.00042726-0.00040452i,-0.00026169-0.00052456i,4.5905e-05-0.0010837i,0.0009698-0.00063135i
0.00075646-0.0013443i,0.00036364-0.0013034i,0.00015844-0.00087588i,-0.00055173-0.00031559i,-0.0016327-9.4294e-05i,-0.00066292-0.00074811i,0.00035065-0.00044029i,6.1632e-05+0.00020721i,-0.00034309-0.00062167i,-0.00056948-0.0017036i,-9.7352e-05-0.0014406i,1.608e-05-0.00046052i,-0.00078344+4.9716e-05i,-0.0005952+0.00056803i,-0.00016167+0.00089148i,-0.00048793+0.00059494i,-0.00073731-0.00020537i,-0.0005248-0.00031332i,7.3073e-05-0.00016647i,4.762e-05-0.00023856i,-0.0010954-0.00048353i,-0.001237-0.00022073i,-0.00053035+0.00012721i
0.00071278-0.00091636i,0.00031922-0.00052142i,-0.00043433-0.00129i,-2.7401e-05-0.0012712i,0.00021658-0.0008251i,0.00016124-0.00055156i,0.00028126+0.00027077i,0.00043003+0.00016011i,0.00089654+0.00012263i,0.00027398-0.00027523i,-0.00051923-0.00028173i,-0.00033431+4.7022e-05i,-4.0343e-05-0.00039488i,9.2863e-05-0.00058019i,-0.00011542+0.00022486i,0.00032296+0.00051346i,0.00084307+0.00013565i,0.00071124-8.5338e-05i,3.158e-05+0.00039018i,-0.00032231+0.00065854i,4.1696e-05+0.00016062i,0.00026926+0.00018858i,0.00056323+0.00012199i
-0.00083112+0.0021201i,-0.00061819+0.00073538i,0.00013868+0.0002312i,0.0010299-5.9529e-05i,0.0014453-0.00077724i,0.001325-0.0007392i,0.00091659+0.00026342i,7.1776e-05+0.00031838i,0.00045975-3.6719e-05i,0.00052763+0.00058959i,0.00036829+0.0010061i,0.00046955+0.00061893i,-0.00034728-0.00015157i,-0.000194-0.00042592i,0.00017396-0.0004043i,-6.5674e-05-0.00034143i,-7.9867e-06-0.00042764i,0.00010576-0.00091683i,0.00028561-0.00096759i,0.00027065-0.00097491i,0.00063114-0.00066066i,0.00065481-0.00053742i,0.0002514-0.00087494i
3.4417e-05-0.00025928i,-0.0007409+0.00043981i,-0.00093841+2.3054e-05i,-0.00098149+0.00010965i,-0.0011801+2.119e-05i,-0.00067885+0.00015096i,0.00016001+0.0009706i,0.00039782+0.0010272i,0.00027505+1.3184e-05i,0.00026174-9.9319e-05i,-0.00012984+0.00029561i,-0.00017019+0.0002001i,-0.00051571+0.00014226i,-0.00082787+0.00043564i,-0.00055897+0.0010703i,-8.3021e-05+0.0013302i,-0.0001869+0.00094437i,2.0055e-05-4.8442e-05i,0.00049256-0.00071068i,0.00030917+0.0001446i,-0.00021423+0.00048692i,-0.00036528+4.4997e-05i,0.00018754-0.00059757i
