1.6606e-06+0.0013371i,0.00091744-0.00012175i,0.00074143-0.001524i,0.0010055-0.0025559i,9.373e-05-0.0019917i,-0.0013359-0.00016809i,-0.0011556+0.00061459i,7.1353e-05+0.00085286i,0.00060025+0.00025463i,0.00036391-0.00050864i,0.00061618-0.00042481i,0.001134-0.00055755i,0.00096118+0.00029443i,0.00031954+0.001168i,0.00029823+0.0013224i,0.00024421+0.0015757i,-0.00025518+0.0009024i,3.3829e-05+0.00057535i,0.00040346+0.0006691i,2.0917e-05+0.00042544i,-3.0643e-07+0.00059408i,0.0010736+0.00049141i,0.0012222-0.00028298i
-0.052815+0.10119i,-0.12777+0.18822i,-0.14269+0.16937i,-0.064013-0.0014681i,-0.034344-0.13389i,-0.052408-0.10416i,-0.012912-0.023488i,0.020741+0.023402i,0.0098232+0.04799i,0.0093335+0.043394i,0.024334+0.018906i,0.041623+0.0022283i,0.05945-0.0096343i,0.076339-0.019214i,0.10029-0.031392i,0.11333-0.06242i,0.097073-0.089627i,0.059958-0.071044i,0.022301-0.025825i,0.00092535-0.0094688i,-0.015155-0.028798i,-0.033167-0.036585i,-0.032861-0.019456i
0.042303-0.061241i,0.08876-0.13945i,0.053085-0.17616i,-0.060876-0.075342i,-0.069967+0.034671i,0.0026922+0.0025081i,-0.01256-0.069892i,-0.044047-0.066749i,-0.0095522-0.036834i,0.0092211-0.032139i,-0.018034-0.032446i,-0.051064-0.019573i,-0.065063-0.0026547i,-0.065248-0.0058227i,-0.081097-0.023113i,-0.10598-0.022701i,-0.10644-0.0095019i,-0.070159-0.010384i,-0.028828-0.021849i,-0.023865-0.011968i,-0.036079+0.034189i,-0.024502+0.071707i,-0.0076365+0.06393i
-0.066717+0.033164i,-0.1133+0.12821i,-0.043575+0.21052i,0.10717+0.15333i,0.125+0.04925i,0.037161+0.061318i,0.038281+0.10945i,0.063514+0.070683i,0.026275+0.011925i,0.0052191+0.013802i,0.035323+0.035112i,0.071726+0.027759i,0.071132+0.0091022i,0.047368+0.023833i,0.046214+0.066737i,0.065411+0.094298i,0.07085+0.093007i,0.046662+0.070279i,0.012273+0.049558i,0.017139+0.042698i,0.060095+0.021093i,0.079678-0.013054i,0.061419-0.021904i
0.10468-0.055223i,0.15943-0.18947i,0.05319-0.32506i,-0.16024-0.29603i,-0.20288-0.17241i,-0.089456-0.1513i,-0.061645-0.17957i,-0.096353-0.11186i,-0.080122-0.024411i,-0.045229-0.020953i,-0.041918-0.057003i,-0.059482-0.061068i,-0.049199-0.035015i,-0.011146-0.038567i,0.0075863-0.084063i,-0.003579-0.12479i,-0.013617-0.1284i,-0.0052956-0.089646i,0.016774-0.043682i,0.020459-0.037713i,-0.014325-0.05313i,-0.047321-0.053375i,-0.044599-0.04253i
-0.12437+0.089585i,-0.19267+0.26207i,-0.078433+0.4334i,0.16376+0.40054i,0.22166+0.20768i,0.086879+0.11175i,0.01821+0.12569i,0.036941+0.09532i,0.033159+0.051928i,0.0056144+0.057478i,-0.0067778+0.077964i,0.0064611+0.079039i,0.011895+0.057038i,-0.009413+0.049941i,-0.029328+0.076451i,-0.032833+0.10401i,-0.036963+0.10013i,-0.045723+0.06169i,-0.054792+0.022294i,-0.053531+0.019833i,-0.03129+0.0479i,-0.011049+0.069607i,-0.0071121+0.062521i
0.11929-0.12721i,0.18952-0.33721i,0.089504-0.53744i,-0.14553-0.5094i,-0.22305-0.28184i,-0.10974-0.12832i,-0.051-0.10779i,-0.068533-0.08292i,-0.04969-0.051688i,-0.0071212-0.046957i,0.020837-0.048952i,0.027014-0.052673i,0.026895-0.04247i,0.053923-0.026788i,0.092097-0.034912i,0.10797-0.049271i,0.10538-0.039546i,0.09052-0.0087869i,0.070891+0.017465i,0.058297+0.015413i,0.053667-0.0093611i,0.054772-0.026812i,0.04567-0.023958i
-0.10941+0.15119i,-0.18597+0.38448i,-0.12562+0.58997i,0.061388+0.55027i,0.1346+0.31421i,0.058168+0.15592i,0.029344+0.14709i,0.046687+0.14479i,0.022285+0.11411i,-0.0072809+0.084839i,-0.016655+0.056314i,-0.019033+0.038713i,-0.018727+0.013766i,-0.044336-0.025548i,-0.094708-0.044393i,-0.12684-0.040282i,-0.12245-0.037831i,-0.087114-0.037163i,-0.044626-0.031136i,-0.025341-0.021306i,-0.029739-0.012937i,-0.036517-0.016554i,-0.028127-0.020427i
0.08523-0.15949i,0.17162-0.38545i,0.16282-0.58484i,0.036694-0.55454i,-0.025739-0.34584i,0.013208-0.20848i,0.012811-0.19145i,-0.0046106-0.15537i,0.019758-0.090506i,0.038938-0.052334i,0.037875-0.03586i,0.034033-0.030432i,0.027138-0.01307i,0.041404+0.027686i,0.081819+0.060767i,0.1045+0.068793i,0.0862+0.066032i,0.045653+0.056097i,0.015039+0.036632i,0.010049+0.017144i,0.014862+0.0090197i,0.0085003+0.01544i,-0.0038204+0.017664i
-0.077635+0.14795i,-0.17739+0.35792i,-0.23+0.53244i,-0.17301+0.49613i,-0.1114+0.30807i,-0.097743+0.18746i,-0.059348+0.15639i,-0.029778+0.091842i,-0.049311+0.019416i,-0.059055+0.0033096i,-0.043144+0.01506i,-0.030928+0.020605i,-0.023237+0.0059347i,-0.028575-0.03175i,-0.050866-0.065078i,-0.054361-0.072781i,-0.019307-0.069076i,0.0149-0.062786i,0.013958-0.04814i,-0.00806-0.025758i,-0.020742-0.0073979i,-0.014739-0.00069953i,-0.0075236+0.0014723i
0.067773-0.12421i,0.18164-0.30547i,0.27895-0.45689i,0.26588-0.42817i,0.20051-0.269i,0.16581-0.16367i,0.10801-0.12432i,0.03453-0.043435i,0.017742+0.039561i,0.03596+0.03683i,0.038897-0.014393i,0.025612-0.044734i,0.008443-0.032188i,0.0001688+0.013163i,0.004871+0.055669i,-0.0041275+0.06505i,-0.036806+0.053313i,-0.054741+0.045241i,-0.036497+0.042177i,-0.0018332+0.034129i,0.0224+0.025626i,0.028878+0.020745i,0.02837+0.015401i
-0.07015+0.10836i,-0.18902+0.26047i,-0.30825+0.37369i,-0.32071+0.32319i,-0.26441+0.16596i,-0.23784+0.054151i,-0.18998+0.017409i,-0.086668-0.015267i,-0.02115-0.048285i,-0.030152-0.028562i,-0.046062+0.026953i,-0.03154+0.058566i,-0.0010048+0.047941i,0.026226+0.0097817i,0.040139-0.027293i,0.050819-0.035436i,0.061514-0.019463i,0.054472-0.0053277i,0.031344-0.0042479i,0.010075-0.010456i,-0.0028834-0.022177i,-0.0111-0.032504i,-0.016238-0.031532i
0.069452-0.094672i,0.18582-0.22077i,0.29932-0.29871i,0.31014-0.22542i,0.26762-0.073992i,0.25117+0.022542i,0.19007+0.046554i,0.056139+0.051372i,-0.029893+0.058311i,-0.0088866+0.037003i,0.034159-0.013437i,0.035745-0.043082i,0.012183-0.033114i,-0.011419-0.005431i,-0.023232+0.018664i,-0.024983+0.015252i,-0.022664-0.012276i,-0.015999-0.028346i,-0.0090717-0.02227i,-0.0068274-0.0087392i,-0.010119+0.0076916i,-0.011053+0.024309i,-0.0057189+0.028526i
-0.066844+0.085209i,-0.17431+0.1832i,-0.26893+0.22052i,-0.27428+0.11366i,-0.24387-0.035312i,-0.22743-0.090283i,-0.1525-0.066529i,-0.022662-0.03009i,0.047347-0.01153i,0.020611-0.0022867i,-0.028339+0.011869i,-0.039269+0.016122i,-0.019933+0.0035812i,0.0062355-0.012182i,0.021985-0.024958i,0.014486-0.018612i,-0.0030455+0.013526i,-0.0060655+0.039176i,0.0030696+0.036344i,0.007566+0.022856i,0.012564+0.014591i,0.023434+0.0039928i,0.025824-0.0087884i
0.056583-0.077775i,0.1424-0.15661i,0.21845-0.16144i,0.22037-0.045408i,0.18943+0.068167i,0.16442+0.077505i,0.09033+0.035584i,-0.0014466+0.0046863i,-0.029563-0.0085829i,-0.0031214-0.0030869i,0.03209+0.012001i,0.049307+0.020101i,0.041862+0.017617i,0.018538+0.012556i,-0.00046621+0.0090439i,0.0034525-0.0026543i,0.018782-0.025616i,0.016191-0.041114i,0.0035317-0.033092i,0.0043546-0.01631i,0.0060454-0.011898i,-0.0066-0.014649i,-0.020518-0.010516i
-0.045641+0.074938i,-0.10723+0.14105i,-0.15045+0.11316i,-0.14492-0.024547i,-0.12666-0.10849i,-0.10181-0.078707i,-0.041774-0.023837i,-0.0041595+0.00056743i,-0.020502+0.0061547i,-0.029959+0.00085283i,-0.020753-0.02646i,-0.025398-0.052205i,-0.033183-0.047006i,-0.022288-0.026355i,-0.0068461-0.0089712i,-0.0079054+0.0061278i,-0.01945+0.016698i,-0.019483+0.020989i,-0.010209+0.015836i,-0.0075548+0.0055023i,-0.006863+0.00108i,-0.0016847+0.0029234i,0.0038043+0.0058696i
0.02494-0.068146i,0.057234-0.11861i,0.065861-0.077439i,0.047662+0.054906i,0.055433+0.11121i,0.059831+0.045599i,0.0173-0.027537i,-0.0070966-0.033392i,0.013829+0.00072731i,0.018233+0.020994i,-0.0053756+0.037145i,-0.0096099+0.058806i,0.0056079+0.056213i,0.010302+0.031265i,0.0039312+0.0089225i,0.0011363-0.0035158i,0.0049272-0.0032412i,0.005983+0.0037413i,0.0036882+0.0071109i,0.0023928+0.0072788i,-0.000423+0.0083624i,-0.0028141+0.010852i,-0.00079724+0.0098639i
-0.01037+0.059785i,-0.014782+0.098989i,-0.0051069+0.047426i,0.0041983-0.083011i,-0.030388-0.13808i,-0.069447-0.067994i,-0.053362+0.016837i,-0.029873+0.030366i,-0.028428-0.0021021i,-0.012992-0.018871i,0.024682-0.02926i,0.042959-0.054178i,0.027009-0.060956i,0.010372-0.039319i,0.010955-0.012125i,0.016652+0.0029414i,0.015922+0.0011223i,0.0092311-0.0042836i,0.0039977-0.00078078i,0.0054934+0.0055112i,0.0097428+0.0054722i,0.011844+0.00043052i,0.009861-0.0031843i
-0.0067478-0.050334i,-0.024058-0.079809i,-0.048975-0.023222i,-0.049136+0.098841i,0.0057965+0.14812i,0.067536+0.099572i,0.054831+0.037063i,0.0029992+0.02481i,-0.018985+0.047332i,-0.018785+0.045579i,-0.034928+0.031434i,-0.051557+0.040715i,-0.036008+0.051166i,-0.010578+0.03954i,-0.0016089+0.017148i,-0.0065725+0.0023469i,-0.010153+0.001799i,-0.0024611+0.006624i,0.0087024+0.0048456i,0.010615-0.0022857i,0.0053489-0.0079949i,-0.0020511-0.012316i,-0.0070971-0.013857i
0.015991+0.043185i,0.045416+0.063336i,0.0812+0.0086659i,0.074037-0.10606i,-0.0011121-0.17053i,-0.073148-0.16317i,-0.06068-0.11472i,0.012384-0.063586i,0.053141-0.045112i,0.034161-0.028785i,0.026044-0.0055566i,0.043686-0.011108i,0.040159-0.033378i,0.02099-0.036224i,0.010056-0.024539i,0.0088987-0.015288i,0.00981-0.012877i,0.0030214-0.012537i,-0.0083526-0.011543i,-0.014038-0.0065192i,-0.011195+0.0045781i,-0.0032143+0.01768i,0.0036522+0.023297i
-0.021522-0.034056i,-0.061188-0.0499i,-0.10285-0.0097528i,-0.096403+0.084079i,-0.019932+0.16403i,0.059597+0.19765i,0.05895+0.16577i,-0.016887+0.086246i,-0.065545+0.034869i,-0.034298+0.015147i,-0.0025849-0.010208i,-0.014799-0.016499i,-0.025205+0.0059876i,-0.012919+0.021106i,0.0046291+0.021642i,0.015336+0.015113i,0.014167+0.0051365i,0.010722-0.00078987i,0.0092987-0.0014176i,0.0074788-0.0018315i,0.0062556-0.0076587i,0.0046348-0.016766i,-0.00038282-0.019288i
0.022281+0.0289i,0.066034+0.044112i,0.1086+0.0072308i,0.10056-0.081463i,0.037326-0.17196i,-0.025833-0.22611i,-0.03183-0.20159i,0.012305-0.10116i,0.037406-0.020984i,0.010962+0.0045415i,-0.012529+0.020936i,0.00052856+0.027115i,0.018014+0.0067982i,0.015804-0.016396i,-0.0025117-0.025784i,-0.026169-0.021557i,-0.035909-0.0080313i,-0.027641+0.0040778i,-0.01595+0.011779i,-0.0080612+0.017043i,-0.0031176+0.018344i,0.00022682+0.014267i,0.0036201+0.0087136i
-0.027742-0.028896i,-0.07482-0.040443i,-0.11848-0.0090546i,-0.11197+0.066226i,-0.060402+0.1384i,-0.025043+0.17386i,-0.030006+0.14804i,-0.038521+0.072614i,-0.02963+0.015841i,-0.0072726+0.00033377i,0.0081454-0.012624i,0.0029146-0.02562i,-0.0099209-0.01617i,-0.010788+0.0057523i,0.0067627+0.017403i,0.028052+0.01239i,0.034276+0.0017924i,0.022307-0.0057563i,0.0060218-0.010016i,-0.0014379-0.012181i,-0.0017829-0.012548i,-0.0030719-0.0082395i,-0.0062969-0.0033142i
0.025436+0.026227i,0.071881+0.039726i,0.11349+0.0080499i,0.10168-0.065683i,0.053698-0.1234i,0.040684-0.13228i,0.045926-0.10212i,0.017207-0.054673i,-0.013412-0.018814i,-0.016215-0.0096564i,-0.0095236-0.0022636i,-0.0009658+0.011053i,0.010451+0.010232i,0.016268-0.0045862i,0.0078346-0.015423i,-0.0061026-0.01129i,-0.01236-0.002213i,-0.0078941+0.004524i,0.00167+0.010966i,0.0058288+0.014145i,0.0026248+0.011751i,-0.0013577+0.0077957i,-0.0028604+0.0081651i
-0.029671-0.024475i,-0.075606-0.039747i,-0.11555-0.016431i,-0.10274+0.045344i,-0.059266+0.090326i,-0.051788+0.087924i,-0.052911+0.068821i,-0.018851+0.061167i,0.013171+0.060142i,0.012793+0.051276i,-0.0005079+0.029871i,-0.0074851+0.0071361i,-0.012062-0.0032525i,-0.017998-0.000117i,-0.017358+0.0078359i,-0.011808+0.014423i,-0.0060898+0.017436i,-0.0010066+0.014949i,0.0018417+0.0084944i,0.0048841+0.0037795i,0.0091087+0.0018892i,0.013812+0.00026392i,0.017662-0.0058891i
0.033801+0.026641i,0.082948+0.038846i,0.11419+0.010268i,0.081557-0.054464i,0.024126-0.0953i,0.0099149-0.085719i,0.015509-0.060035i,0.0060691-0.052467i,-0.0050578-0.063327i,-0.0036212-0.054042i,0.011932-0.021593i,0.02305-0.0010961i,0.024699+0.0041602i,0.028966+0.0028335i,0.033345-0.0070225i,0.033217-0.022324i,0.024532-0.032354i,0.009703-0.027976i,-0.00043576-0.01458i,-0.0041484-0.006492i,-0.0067726-0.0043043i,-0.011016-0.0043116i,-0.01675-0.0026351i
-0.037903-0.029357i,-0.095392-0.041443i,-0.12655-0.0023705i,-0.07947+0.072957i,-0.0027641+0.10919i,0.029436+0.091432i,0.016976+0.057876i,-0.01177+0.047845i,-0.029139+0.064116i,-0.021176+0.052439i,-0.018689+0.011795i,-0.022627-0.007422i,-0.017353-0.007739i,-0.017994-0.0053578i,-0.023774+0.0043421i,-0.022808+0.017856i,-0.014217+0.025228i,-0.00045201+0.020977i,0.010145+0.0085189i,0.013016-0.0015385i,0.011219-0.0039573i,0.006246-0.00023841i,0.0044039+0.0052869i
0.04353+0.024367i,0.10293+0.028837i,0.13515-0.020837i,0.077977-0.10825i,-0.013454-0.15263i,-0.043883-0.13958i,-0.016478-0.099263i,0.030934-0.059934i,0.059899-0.043782i,0.046659-0.024201i,0.030462+0.0061225i,0.026581+0.011277i,0.018207+0.0023624i,0.016778+0.0029788i,0.022008+0.00032212i,0.022107-0.0083588i,0.015222-0.012712i,0.00083018-0.011882i,-0.015021-0.0088046i,-0.022753-0.0035393i,-0.017613+0.0040225i,-0.0050121+0.0076569i,0.0014889+0.003373i
-0.053436-0.015578i,-0.11863-0.0099415i,-0.14577+0.042764i,-0.084841+0.11892i,-0.010234+0.15816i,-0.0040334+0.15288i,-0.041336+0.11743i,-0.083496+0.059738i,-0.10124+0.0219i,-0.072325+0.0034392i,-0.035912-0.016653i,-0.019105-0.018636i,-0.0062838-0.0098361i,-0.0015943-0.011581i,-0.006704-0.014382i,-0.013415-0.01419i,-0.018196-0.011091i,-0.012914-0.0014008i,0.0013355+0.0097007i,0.012767+0.011154i,0.014232+0.0017668i,0.0068929-0.0073852i,0.0029896-0.0063709i
0.052883+0.011562i,0.12396-0.00049718i,0.15049-0.064392i,0.088827-0.14261i,0.039767-0.17847i,0.062054-0.18657i,0.084473-0.15564i,0.087649-0.063108i,0.087752+0.010279i,0.05872+0.021334i,0.019033+0.016526i,-0.0014754+0.0095493i,-0.011394+0.0033519i,-0.0087446+0.0088218i,0.0043357+0.015839i,0.014729+0.019599i,0.021022+0.016683i,0.017335+0.0046301i,0.0027214-0.0046471i,-0.0093206-0.0021289i,-0.011293+0.00709i,-0.0073296+0.01179i,-0.0044666+0.0058625i
-0.055946-0.003904i,-0.1296+0.018743i,-0.16456+0.086653i,-0.11607+0.15836i,-0.087241+0.17991i,-0.12994+0.18686i,-0.13788+0.16356i,-0.098857+0.065144i,-0.074605-0.012578i,-0.044819-0.011704i,-0.0053378+0.0025719i,0.015074+0.0069587i,0.021666+0.0049582i,0.018005-0.0084957i,0.0050437-0.019018i,-0.0063352-0.01975i,-0.014825-0.012426i,-0.015019+0.0038569i,-0.0035068+0.014287i,0.0074009+0.0079882i,0.0096667-0.0026638i,0.0051318-0.0077715i,-0.0016324-0.0048973i
0.055788-0.00589i,0.12894-0.037709i,0.16566-0.11193i,0.12163-0.179i,0.096766-0.18477i,0.14954-0.16473i,0.15369-0.13165i,0.07813-0.046504i,0.030555+0.022578i,0.012509+0.018656i,-0.0098898-0.0032904i,-0.019995-0.011809i,-0.0208-0.0088401i,-0.015134+0.0020141i,-0.0048445+0.0083447i,0.00099047+0.0090155i,0.0060648+0.005545i,0.01048-0.0048032i,0.0091151-0.011458i,0.0048228-0.0055941i,0.0019791+0.0017982i,0.0031153+0.0047097i,0.0091369+0.0048821i
-0.058008+0.0053095i,-0.13612+0.044876i,-0.17799+0.12238i,-0.13085+0.17788i,-0.096205+0.15278i,-0.13469+0.093112i,-0.13304+0.056798i,-0.057352+0.023698i,-0.0065763-0.0052016i,0.0070384+0.00050293i,0.019974+0.017424i,0.024741+0.02151i,0.022727+0.016801i,0.018181+0.0065843i,0.015364+0.00108i,0.017622-0.0010502i,0.015579-0.0039202i,0.0061345-0.00058834i,-0.0034243+0.0053205i,-0.0057388+0.0067566i,-0.0017009+0.004865i,-0.00039645+0.00077117i,-0.005459-0.0028592i
0.051279-0.01049i,0.1278-0.053376i,0.16814-0.13951i,0.11171-0.19147i,0.056812-0.13436i,0.079149-0.042172i,0.081997-0.0096838i,0.027782-0.009706i,-0.011887-0.0045571i,-0.017827-0.0084178i,-0.012884-0.018132i,-0.0039509-0.022885i,0.00091851-0.022466i,-4.2967e-05-0.017189i,-0.0062882-0.014236i,-0.014314-0.011988i,-0.013264-0.0058231i,-0.0047333-0.0044026i,0.004651-0.0093215i,0.0072646-0.01342i,0.0021143-0.013087i,-0.0016448-0.0085763i,0.00034672-0.002395i
-0.052589+0.0083711i,-0.13392+0.054178i,-0.17921+0.14266i,-0.11521+0.19108i,-0.03193+0.11381i,-0.032854-0.0013396i,-0.048188-0.030648i,-0.025379-0.0055229i,-0.0056112+0.01587i,0.0009217+0.02406i,0.001305+0.017604i,-0.0069242+0.012559i,-0.010483+0.01602i,-0.0041622+0.018176i,0.006127+0.01888i,0.013422+0.015803i,0.010258+0.0065457i,-0.002981+0.0031757i,-0.013587+0.010068i,-0.010859+0.017445i,-0.0019263+0.017355i,0.0022841+0.011117i,0.00080972+0.0035005i
0.056898-0.0082805i,0.14036-0.056397i,0.18861-0.15114i,0.11842-0.20926i,0.013183-0.1427i,-0.0051653-0.024883i,0.014857+0.014418i,0.0091788-0.0053351i,0.006728-0.022051i,0.0092747-0.025208i,0.010388-0.014146i,0.020397-0.0073135i,0.024065-0.014963i,0.01622-0.021764i,0.0070509-0.024796i,-0.00037972-0.025366i,-0.0021108-0.018401i,0.005074-0.010191i,0.010802-0.010355i,0.0067726-0.014315i,-0.00057314-0.01219i,-0.0026004-0.005958i,-0.0023915+0.001445i
-0.060156+0.0099865i,-0.14741+0.05833i,-0.19786+0.15221i,-0.12884+0.21149i,-0.024111+0.15795i,-0.0023985+0.057605i,-0.029563+0.020004i,-0.042566+0.030282i,-0.042591+0.034111i,-0.034751+0.0269i,-0.029019+0.0098309i,-0.034372-0.0014247i,-0.033254+0.0042203i,-0.022367+0.013833i,-0.013403+0.0225i,-0.0091876+0.028717i,-0.0084016+0.027493i,-0.0099455+0.021441i,-0.010724+0.018313i,-0.0069015+0.016733i,-0.0014918+0.012807i,0.0016091+0.0063035i,0.0049684-0.0022063i
0.059498-0.0094944i,0.15544-0.058126i,0.21288-0.15994i,0.14347-0.23605i,0.040393-0.20377i,0.025712-0.12789i,0.051253-0.083462i,0.060496-0.046259i,0.058782-0.016247i,0.047624-0.0069204i,0.037813+0.0020453i,0.036277+0.0089327i,0.031427+0.0048915i,0.02547-0.0025525i,0.02596-0.012898i,0.025686-0.022731i,0.020776-0.022185i,0.017478-0.015822i,0.015272-0.011221i,0.012023-0.0067728i,0.0090321-0.0024871i,0.0045719+0.0007488i,-0.0045901+0.0034889i
-0.066167+0.012476i,-0.16689+0.063435i,-0.23812+0.16681i,-0.18451+0.25093i,-0.089139+0.23524i,-0.079609+0.17685i,-0.094536+0.13104i,-0.080723+0.060067i,-0.073558+0.0036018i,-0.063268+0.00032898i,-0.041569+0.0029469i,-0.02847-0.0045741i,-0.02233-0.0095885i,-0.020444-0.0093437i,-0.026337-0.00063934i,-0.027631+0.011179i,-0.019384+0.013178i,-0.01386+0.0060465i,-0.012552+6.979e-05i,-0.011457-0.0037818i,-0.0099831-0.0061011i,-0.0058904-0.0061149i,0.0018888-0.003662i
0.068737-0.015961i,0.17304-0.071047i,0.25186-0.17535i,0.20692-0.25954i,0.12588-0.24925i,0.13064-0.19226i,0.13799-0.14201i,0.091101-0.059019i,0.067058+0.015256i,0.062563+0.020554i,0.041112+0.0047478i,0.022762+0.0062819i,0.017384+0.014584i,0.022771+0.018104i,0.034996+0.011966i,0.038442+0.00073i,0.029416-0.0045191i,0.018845-0.00095982i,0.013918+0.0068927i,0.014253+0.012269i,0.014288+0.012849i,0.010286+0.0099663i,0.0026166+0.0038142i
-0.069866+0.017719i,-0.18135+0.072948i,-0.26231+0.17606i,-0.21736+0.24548i,-0.14465+0.20174i,-0.15946+0.11441i,-0.16781+0.064759i,-0.11094+0.013758i,-0.071246-0.035024i,-0.057269-0.031201i,-0.03053-0.010503i,-0.0061781-0.010787i,2.7909e-05-0.019185i,-0.0093579-0.025028i,-0.025109-0.023233i,-0.031481-0.016118i,-0.028262-0.013667i,-0.022155-0.01407i,-0.016256-0.014423i,-0.013314-0.015484i,-0.013036-0.015943i,-0.013017-0.012125i,-0.0089762-0.0024006i
0.066033-0.017925i,0.18004-0.069715i,0.27231-0.17234i,0.23183-0.23537i,0.14995-0.15782i,0.16173-0.027998i,0.16754+0.025012i,0.09743+0.045233i,0.044779+0.068754i,0.034712+0.054388i,0.020784+0.022785i,0.0022796+0.010117i,-0.0067658+0.013303i,-0.00019639+0.022016i,0.017596+0.025778i,0.026975+0.021937i,0.023569+0.018107i,0.017007+0.016684i,0.012292+0.017504i,0.010107+0.019265i,0.011313+0.019991i,0.012561+0.016187i,0.0096837+0.0055109i
-0.069044+0.020381i,-0.18495+0.073281i,-0.28643+0.16546i,-0.25224+0.20514i,-0.15899+0.091503i,-0.15665-0.078201i,-0.16531-0.12832i,-0.093517-0.10098i,-0.030205-0.087855i,-0.021053-0.065739i,-0.015446-0.033145i,-0.0021098-0.015128i,0.0079479-0.012729i,0.008387-0.021745i,-0.0038834-0.029184i,-0.016798-0.025961i,-0.01931-0.017206i,-0.014327-0.01103i,-0.0083359-0.01029i,-0.0037165-0.01224i,-0.0022052-0.014433i,-0.0028967-0.011859i,-0.0035674-0.0039976i
0.07214-0.016456i,0.19425-0.071058i,0.29853-0.16642i,0.25392-0.20433i,0.13473-0.073978i,0.10866+0.12511i,0.11919+0.18286i,0.056717+0.13112i,-0.0042557+0.099756i,-0.0039384+0.076163i,0.0044086+0.038809i,0.00028219+0.013391i,-0.0060294+0.0071255i,-0.0079048+0.014545i,0.000568+0.024655i,0.010064+0.02354i,0.01213+0.015049i,0.0077045+0.0090899i,0.0014072+0.0074088i,-0.003469+0.0091896i,-0.0051841+0.012402i,-0.00314+0.012351i,-0.00010278+0.0060456i
-0.068886+0.013911i,-0.19591+0.061495i,-0.30984+0.15609i,-0.25871+0.20755i,-0.097629+0.088492i,-0.024778-0.11963i,-0.035991-0.19175i,-0.010396-0.13133i,0.026122-0.086205i,0.01782-0.064566i,0.0019286-0.032973i,0.0012314-0.0072825i,0.0084447+0.003463i,0.016742-0.00018022i,0.01499-0.011517i,0.0082993-0.013407i,0.0060474-0.0065797i,0.0064832-0.0015959i,0.0082379+7.4875e-05i,0.012134-0.001756i,0.015627-0.0074645i,0.014007-0.012573i,0.0071092-0.010152i
0.069697-0.016664i,0.19299-0.060891i,0.31022-0.1535i,0.25365-0.22467i,0.04689-0.14571i,-0.083543+0.04692i,-0.078276+0.14169i,-0.062484+0.10681i,-0.068414+0.070936i,-0.046986+0.056869i,-0.014556+0.03326i,-0.00046242+0.0071482i,-0.0017374-0.0093609i,-0.0083089-0.010413i,-0.011267-0.00058377i,-0.0078027+0.0044254i,-0.0055512+0.0012274i,-0.0074821-0.0015977i,-0.01128-0.0016815i,-0.015952+0.00043163i,-0.02048+0.0048205i,-0.019825+0.0073826i,-0.011847+0.0048071i
-0.072836+0.012756i,-0.20346+0.055933i,-0.32428+0.14315i,-0.26224+0.22446i,-0.024541+0.18469i,0.15682+0.023264i,0.16248-0.081488i,0.11289-0.06912i,0.091683-0.040028i,0.062752-0.034085i,0.027006-0.024074i,0.0072834-0.0075964i,0.0037561+0.0061304i,0.011936+0.008286i,0.018749-0.00068463i,0.015469-0.0080936i,0.0087797-0.0080726i,0.0073639-0.0048514i,0.010701-0.00022981i,0.014933+0.0025482i,0.01913+0.00070122i,0.018021+0.00024209i,0.0098247+0.0033222i
0.072291-0.0070283i,0.20479-0.040544i,0.33719-0.12554i,0.28764-0.22973i,0.043179-0.23917i,-0.16602-0.12159i,-0.19412-0.0080658i,-0.14257+0.017628i,-0.10818+0.012682i,-0.071999+0.020185i,-0.029177+0.019144i,-0.002583+0.0066857i,0.0039323-0.005762i,-0.0027102-0.010389i,-0.010859-0.0041678i,-0.011382+0.0019356i,-0.0073437+0.0017617i,-0.005622+0.00019965i,-0.0078144+0.00035602i,-0.011656+0.00086679i,-0.015253-0.00038374i,-0.014781-0.0019003i,-0.0083216-0.003883i
-0.068919+0.0081086i,-0.20073+0.03256i,-0.34914+0.10247i,-0.33743+0.21292i,-0.12167+0.27127i,0.096001+0.20313i,0.15505+0.088316i,0.1179+0.034055i,0.085971+0.022629i,0.058853+0.0043839i,0.023091-0.0094314i,-0.0020913-0.0073352i,-0.0094605+0.00080374i,-0.0049589+0.0059649i,0.0028203+0.0027854i,0.003054-0.0011837i,-0.0020786-0.00076867i,-0.0032255+0.0019756i,0.00020297+0.0034202i,0.0051552+0.0039191i,0.010578+0.0054144i,0.012294+0.006013i,0.0066484+0.0051266i
0.065832-0.0059336i,0.20009-0.02408i,0.35703-0.080763i,0.37994-0.19249i,0.21525-0.29217i,0.0095448-0.27654i,-0.088161-0.17165i,-0.087064-0.087919i,-0.068694-0.053719i,-0.050985-0.025938i,-0.021453-0.0023845i,0.005196+0.0029428i,0.016112-0.00068784i,0.014507-0.0032916i,0.0078658-0.0013027i,0.0044571+0.0018164i,0.0055243+0.0020071i,0.0055361+0.0004726i,0.0034691-0.0018952i,0.00099895-0.0043219i,-0.0012198-0.0058801i,-0.00026342-0.0056315i,0.0041884-0.0037571i
