-0.0010836-0.00040206i,-0.001451-0.001207i,-0.0016427-0.0015112i,-0.0021446-0.0010477i,-0.0027289+5.0663e-06i,-0.0024347+0.0013044i,-0.0016239+0.0017838i,-0.00043774+0.001835i,0.00062665+0.0012894i,0.00037648-7.63e-05i,-0.00010574-0.00085135i,0.00035262-0.0009032i,0.00035027-0.00089452i,-1.0319e-05-0.0010347i,-0.00033238-0.00073892i,-0.00057138+8.5341e-05i,-0.00040057+3.4999e-05i,-0.00026022-0.00011077i,0.00042703+0.00047564i,0.001015+0.0004201i,0.00044525+0.00050474i,-0.00024688+0.00026697i,-0.00025765+0.00012392i
-0.024233+0.022565i,-0.043259+0.057543i,-0.031553+0.095583i,0.044452+0.059387i,0.12866-0.051833i,0.14629-0.1151i,0.12242-0.086675i,0.10869-0.024309i,0.09579+0.027505i,0.071262+0.05554i,0.051445+0.047393i,0.033739+0.01943i,0.020103-0.00084264i,0.016249-0.010308i,0.01497-0.0060974i,0.019232+0.011405i,0.031472+0.023822i,0.038168+0.022077i,0.03037+0.0077162i,0.017598-0.008629i,0.010806-0.013798i,0.0077267-0.0088754i,0.0012584-0.00072275i
0.012612-0.03551i,0.0171-0.076675i,0.027642-0.12936i,0.038991-0.1504i,0.015581-0.15244i,-0.053881-0.16412i,-0.095488-0.13477i,-0.062673-0.093988i,-0.002301-0.085532i,0.039556-0.08069i,0.04622-0.065681i,0.021189-0.035395i,5.2715e-05-0.0043442i,-0.0064524-0.0024304i,-0.011918-0.013457i,-0.012436-0.019022i,-0.0024051-0.024757i,0.010081-0.027747i,0.0067841-0.024433i,-0.011064-0.016055i,-0.020768-0.0072981i,-0.017863-0.0027278i,-0.010499+0.0032226i
0.015377+0.033342i,0.04081+0.067544i,0.062379+0.11208i,0.017022+0.12403i,-0.091958+0.10338i,-0.14997+0.10116i,-0.11884+0.093967i,-0.074216+0.064254i,-0.056649+0.028673i,-0.054396+0.001483i,-0.049588-0.004958i,-0.027828-0.00065193i,-0.012549-0.0022592i,-0.020969+0.0010966i,-0.025596+0.00271i,-0.026146-0.013661i,-0.044477-0.031697i,-0.062715-0.035536i,-0.059514-0.02254i,-0.041302-0.0010076i,-0.020548+0.010474i,-0.0052434+0.0081377i,0.0043703+0.00085194i
-0.030416-0.021641i,-0.089917-0.032734i,-0.1795-0.048084i,-0.21544-0.032491i,-0.1169+0.046894i,0.025928+0.11576i,0.089904+0.099246i,0.077825+0.047847i,0.043756+0.027018i,0.013678+0.026415i,0.003421+0.025565i,0.01842+0.012183i,0.035145-0.003786i,0.040444+0.000817i,0.030659+0.017184i,0.0087553+0.035654i,-0.0084678+0.057025i,-0.016164+0.066662i,-0.011319+0.05858i,0.0070722+0.039463i,0.018466+0.017673i,0.014615+0.004643i,0.0089701-0.0015512i
0.036396-0.007623i,0.083313-0.049969i,0.15582-0.11443i,0.20628-0.15101i,0.18538-0.13789i,0.13101-0.10537i,0.069946-0.084171i,0.011073-0.067732i,-0.007452-0.039636i,0.021156-0.013529i,0.040334-0.011193i,0.014896-0.011579i,-0.010393+0.0015199i,-0.0044723+0.0081946i,0.0026873+0.011992i,0.010826+0.025915i,0.035263+0.036965i,0.055931+0.039967i,0.05495+0.029887i,0.03863+0.0054768i,0.019991-0.010122i,0.006502-0.010326i,-0.0033376-0.0043331i
-0.020175+0.023739i,-0.013163+0.10003i,0.019179+0.21994i,0.053581+0.26951i,0.043963+0.1512i,-0.027553-0.01238i,-0.081338-0.028139i,-0.064584+0.045042i,-0.03445+0.053569i,-0.043537+0.010556i,-0.062842-0.010694i,-0.063212-0.0017334i,-0.053305+0.0046009i,-0.045035-0.0068657i,-0.023446-0.015893i,0.010611-0.025865i,0.031208-0.050128i,0.033134-0.071475i,0.017702-0.06988i,-0.0050759-0.044799i,-0.0149-0.017101i,-0.011276-0.0026952i,-0.0046858+0.0031366i
9.2863e-05-0.026546i,-0.062615-0.06121i,-0.19455-0.096009i,-0.29471-0.082637i,-0.26349+0.001749i,-0.13655+0.082318i,-0.0084246+0.079595i,0.08052+0.033286i,0.10213+0.0027253i,0.059452-0.00028376i,0.020215+0.019237i,0.029705+0.033238i,0.048324+0.032638i,0.04691+0.033787i,0.038562+0.02033i,0.015576-0.0075103i,-0.026185-0.022603i,-0.058823-0.018514i,-0.059799-0.0033064i,-0.038068+0.0091657i,-0.019806+0.012804i,-0.0097705+0.011125i,0.00087976+0.0070395i
0.0042039+0.0090434i,0.063102-0.034632i,0.18067-0.15427i,0.24649-0.25979i,0.19254-0.22651i,0.11853-0.10237i,0.095147-0.070635i,0.055461-0.13949i,0.0083105-0.14252i,0.02381-0.05266i,0.066205+0.013996i,0.072566+0.015929i,0.055854+0.0023903i,0.039612-0.0031321i,0.012814-0.0067511i,-0.016819+0.0021198i,-0.028129+0.027228i,-0.022549+0.050465i,-0.0045105+0.052866i,0.014095+0.030383i,0.019805+0.0039109i,0.01566-0.0083676i,0.0060257-0.010934i
0.010364-0.016445i,0.025472+0.04811i,0.0561+0.20432i,0.1114+0.29198i,0.14717+0.17054i,0.090604-0.02074i,-0.048763-0.071105i,-0.16224-0.006033i,-0.1838+0.029741i,-0.12902-0.0020487i,-0.068814-0.048684i,-0.048652-0.059181i,-0.03606-0.051907i,-0.023959-0.056812i,-0.023681-0.043636i,-0.0088604-0.0075647i,0.028859+0.013541i,0.061993+0.006888i,0.06244-0.012679i,0.035434-0.020182i,0.013597-0.009924i,0.0066031+5.2175e-05i,0.002807+0.0038892i
-0.01677+0.043344i,-0.099181+0.043907i,-0.26871-0.0066606i,-0.40672-0.019813i,-0.38757+0.04265i,-0.26467+0.082438i,-0.14958+0.10454i,-0.058155+0.16264i,0.013124+0.18076i,0.021605+0.10833i,-0.0078168+0.034095i,-0.020663+0.010431i,-0.02836+0.012935i,-0.035784+0.029697i,-0.018196+0.045334i,0.0076983+0.033054i,0.010605-0.0061585i,-0.0080109-0.043384i,-0.02927-0.051775i,-0.037095-0.030439i,-0.031698-0.0063417i,-0.022086+0.0040569i,-0.011128+0.0090633i
-0.016009-0.073237i,0.0313-0.15959i,0.15659-0.24317i,0.21227-0.25497i,0.11428-0.15281i,0.038141+0.0033558i,0.095342+0.063512i,0.18772+0.0072251i,0.20376-0.032541i,0.14021+0.0055015i,0.069338+0.055979i,0.038392+0.062598i,0.023352+0.04694i,0.01394+0.042984i,0.017901+0.02792i,0.010373-0.0041944i,-0.019676-0.01908i,-0.047581-0.0063971i,-0.046915+0.016735i,-0.020243+0.022777i,0.0018651+0.0090208i,0.0065911-0.0037386i,0.0055596-0.0093619i
0.077398+0.059291i,0.14446+0.17443i,0.17509+0.31696i,0.21364+0.33058i,0.28038+0.17774i,0.26023+0.017327i,0.14844-0.060486i,0.040199-0.11112i,-0.01299-0.15007i,-0.0036246-0.14204i,0.020154-0.10665i,0.022313-0.064625i,0.034642-0.028539i,0.055485-0.029517i,0.042407-0.048819i,0.0074793-0.038573i,-0.01029+0.0013239i,-0.0022776+0.036171i,0.013334+0.042194i,0.018684+0.025668i,0.01559+0.0081533i,0.012537+0.0015078i,0.010827-0.00011892i
-0.11689+0.0065057i,-0.27109-0.032532i,-0.38178-0.11788i,-0.34378-0.15192i,-0.2113-0.11924i,-0.10951-0.11371i,-0.097569-0.096814i,-0.12564-0.024668i,-0.12919+0.022131i,-0.10016+0.012455i,-0.059345-0.0012247i,-0.034032-0.0030886i,-0.029403-0.0056188i,-0.036198-0.0056586i,-0.049189+0.01239i,-0.042573+0.038414i,-0.011549+0.039272i,0.011053+0.012722i,0.0088441-0.015322i,-0.005358-0.024057i,-0.011145-0.012911i,-0.0080713-0.0013955i,-0.0085054+0.0030091i
0.09386-0.10881i,0.24472-0.21363i,0.34279-0.26222i,0.22799-0.21125i,-0.013437-0.10514i,-0.13971+0.0018732i,-0.093326+0.047916i,-0.012255+0.049485i,-0.00034616+0.061323i,-0.039168+0.082447i,-0.057472+0.085466i,-0.035527+0.057352i,-0.02146+0.02006i,-0.029114+0.01576i,-0.01864+0.037158i,0.01133+0.041878i,0.027804+0.026262i,0.021029+0.015001i,0.0059615+0.016081i,-0.00025238+0.021068i,0.0012681+0.01805i,0.0022661+0.0073318i,0.003188-0.00072774i
-0.0052462+0.16869i,-0.054148+0.37918i,-0.10844+0.51065i,-0.10031+0.42769i,-0.042527+0.25917i,0.0063111+0.17002i,0.0372+0.11767i,0.042869+0.038207i,0.046838-0.0062572i,0.079678-0.013625i,0.093316-0.025858i,0.068912-0.015348i,0.055899+0.018195i,0.071286+0.030067i,0.090978+0.0085479i,0.085508-0.024194i,0.054922-0.035777i,0.031528-0.016344i,0.027133+0.0087242i,0.024357+0.014761i,0.014242+0.0058065i,0.0029046-0.00093076i,-0.00064498-0.0012655i
-0.124-0.15518i,-0.2438-0.3542i,-0.2992-0.47173i,-0.18235-0.36779i,0.029267-0.20461i,0.14336-0.15432i,0.096643-0.12499i,0.034053-0.040439i,0.042133+0.009956i,0.053789-0.00052978i,0.039243-0.006994i,0.023771+0.0034689i,0.020028+0.0067859i,0.016622-0.010362i,-0.0016455-0.040508i,-0.025958-0.058695i,-0.034503-0.063366i,-0.020941-0.070631i,-0.0012839-0.07497i,0.0067172-0.063466i,0.0035726-0.039096i,-0.0033946-0.017271i,-0.010435-0.0042778i
0.21377+0.045713i,0.46823+0.11824i,0.63673+0.15167i,0.52205+0.092587i,0.24256+0.012555i,0.045745-0.034983i,-0.0071647-0.054637i,0.0068333-0.051958i,0.0020762-0.050369i,-0.048051-0.037936i,-0.074972-0.0078483i,-0.046181-0.0059516i,-0.022278-0.036791i,-0.035626-0.052023i,-0.063314-0.032359i,-0.076711+0.0046269i,-0.070121+0.030825i,-0.06113+0.025222i,-0.057758+0.0031572i,-0.04589-0.005165i,-0.023735+0.00030086i,-0.0045598+0.0075361i,0.0075398+0.010711i
-0.20691+0.10754i,-0.45452+0.23163i,-0.60677+0.33169i,-0.50764+0.30693i,-0.33537+0.19843i,-0.24993+0.14398i,-0.17594+0.11984i,-0.11846+0.035329i,-0.10534-0.026159i,-0.053375-0.0098951i,0.01827-0.002569i,0.028171-0.019084i,0.0043927-0.014014i,-0.0022804+0.01585i,0.0076058+0.052262i,0.023008+0.075064i,0.02799+0.077984i,0.010373+0.077495i,-0.013912+0.074141i,-0.02104+0.056404i,-0.010556+0.034082i,0.0036848+0.018558i,0.011688+0.0092207i
0.09142-0.22983i,0.18861-0.50635i,0.19852-0.70223i,0.088219-0.5917i,0.036691-0.28635i,0.089355-0.075518i,0.081698+0.0028607i,0.012743+0.069764i,-0.0070093+0.11358i,0.017575+0.078196i,0.018635+0.025135i,-0.0031582+0.020112i,-0.01033+0.040511i,0.0032605+0.042687i,0.028712+0.021574i,0.04975-0.011941i,0.053979-0.040644i,0.050766-0.04603i,0.044945-0.030251i,0.02943-0.01159i,0.011534-0.004076i,-0.00064169-0.0092824i,-0.0083573-0.016446i
0.069622+0.2474i,0.18009+0.52243i,0.31108+0.66061i,0.34948+0.46058i,0.25648+0.13044i,0.15071-0.031733i,0.12744-0.035672i,0.15523+0.0087414i,0.16184+0.024381i,0.088633-0.0070255i,-0.0069977-0.011367i,-0.024353+0.023382i,0.0058578+0.035281i,0.01884+0.017402i,0.014297-0.0096265i,-0.0029153-0.03105i,-0.023988-0.033996i,-0.030655-0.029225i,-0.02066-0.025141i,-0.0047229-0.018611i,0.0061166-0.018891i,0.0061513-0.019245i,0.0034853-0.011775i
-0.21142-0.15319i,-0.47869-0.28466i,-0.66611-0.27529i,-0.55429-0.089955i,-0.29118+0.031816i,-0.16576-0.0066335i,-0.12788-0.051081i,-0.05239-0.089731i,-0.0043882-0.12278i,0.0051996-0.070759i,0.032782-0.0066942i,0.045037-0.01338i,0.029411-0.03286i,0.015361-0.024174i,-0.0092638-0.0037354i,-0.036534+0.027239i,-0.042911+0.061266i,-0.038728+0.083149i,-0.028031+0.07981i,-0.0091053+0.049775i,0.0019153+0.023202i,0.0040512+0.01704i,0.003475+0.01729i
0.26795-0.0094566i,0.55873-0.075633i,0.69181-0.18827i,0.46885-0.21114i,0.15015-0.058033i,0.044575+0.093064i,0.029991+0.070476i,-0.050752-0.0060162i,-0.11798-0.016458i,-0.090027+0.003884i,-0.023799+0.0059784i,0.0092543-0.009257i,0.01289-0.023975i,0.010611-0.032063i,0.013182-0.023859i,0.032481-0.011239i,0.061115-0.014696i,0.084073-0.02663i,0.079504-0.034553i,0.038496-0.028625i,-0.0023656-0.010889i,-0.015261-0.0023262i,-0.014005-0.0055719i
-0.21559+0.16494i,-0.39228+0.39709i,-0.39619+0.5614i,-0.17127+0.43539i,0.02855+0.14285i,0.072156-0.0045415i,0.077043+0.0091053i,0.073982+0.040971i,0.056728+0.052029i,0.030711+0.019638i,-0.017024-0.0069676i,-0.03919+0.025694i,-0.023098+0.056069i,-0.011977+0.053179i,0.0029028+0.040048i,0.021636+0.01226i,0.019377-0.030803i,0.0011072-0.072456i,-0.014154-0.081036i,-0.012527-0.048607i,0.0027487-0.01631i,0.010793-0.0028731i,0.010338+0.0051498i
0.071769-0.26052i,0.063988-0.55557i,-0.042543-0.71041i,-0.13992-0.5405i,-0.1096-0.28902i,-0.059325-0.21186i,-0.088472-0.17507i,-0.076492-0.089889i,-0.007917-0.040509i,0.03065-0.011862i,0.044245+0.012415i,0.038586+0.008869i,0.016501+0.013247i,0.0060424+0.032397i,-0.00297+0.0279i,-0.03283+0.014411i,-0.078238+0.024419i,-0.11712+0.047039i,-0.11735+0.056563i,-0.07006+0.043456i,-0.02214+0.021126i,-0.0044304+0.012215i,0.0020072+0.015136i
0.082066+0.2597i,0.25981+0.47777i,0.42432+0.51831i,0.35233+0.31002i,0.092772+0.13686i,-0.075947+0.13735i,-0.078236+0.13786i,-0.060443+0.095096i,-0.060828+0.069264i,-0.032796+0.046448i,0.0078688+0.013231i,0.034818-0.019854i,0.050143-0.046197i,0.054016-0.060538i,0.038892-0.054296i,0.025788-0.028184i,0.040835+0.0072223i,0.071385+0.03805i,0.082043+0.037989i,0.053294+0.0042826i,0.013379-0.024293i,0.00099256-0.031016i,0.0047297-0.030898i
-0.20435-0.15748i,-0.47061-0.21452i,-0.62657-0.11375i,-0.45552+0.070456i,-0.14358+0.13394i,0.021088+0.10087i,0.068125+0.10045i,0.096778+0.0992i,0.083126+0.06764i,0.028596+0.021517i,-0.026281-0.011549i,-0.044286-0.011572i,-0.025596-0.01445i,-0.016357-0.030114i,-0.020239-0.02825i,-0.0049256-0.017727i,0.030369-0.0308i,0.05705-0.062508i,0.050549-0.072019i,0.024989-0.0378i,0.013583+0.0044899i,0.013428+0.0144i,0.0068595+0.0053069i
0.2396+0.025888i,0.48005-0.074794i,0.55448-0.23659i,0.36247-0.28181i,0.17353-0.18612i,0.14283-0.14073i,0.11135-0.17873i,0.053222-0.1844i,0.03592-0.15035i,0.024203-0.075155i,0.020903+0.013904i,0.020834+0.044278i,-0.012341+0.046893i,-0.038419+0.065353i,-0.028607+0.068216i,-0.02549+0.041745i,-0.067785+0.006472i,-0.13344-0.016717i,-0.15329-0.010007i,-0.10265+0.010056i,-0.043297+0.015791i,-0.024744+0.014896i,-0.022078+0.022996i
-0.19813+0.10867i,-0.31965+0.31071i,-0.26231+0.46017i,-0.077033+0.33636i,-0.032045+0.076838i,-0.12351-0.020057i,-0.14155+0.017613i,-0.1115+0.021447i,-0.099407-0.002098i,-0.054944-0.015059i,-0.0038504-0.023972i,0.0066196-0.014351i,0.0056772+0.015752i,0.015868+0.040955i,0.022881+0.052093i,0.01961+0.062659i,0.012766+0.093415i,0.01728+0.13604i,0.036469+0.13856i,0.049878+0.077596i,0.044035+0.0093295i,0.03475-0.013591i,0.032671-0.012741i
0.09847-0.18679i,0.084582-0.41034i,-0.054042-0.50248i,-0.16715-0.30665i,-0.1276-0.032602i,-0.046411+0.093026i,-0.0091037+0.12493i,0.035434+0.14957i,0.077127+0.14427i,0.08196+0.079058i,0.046676-0.00023748i,0.011474-0.025779i,0.026718-0.029419i,0.048618-0.057859i,0.033916-0.077827i,0.020095-0.067059i,0.046775-0.043333i,0.096065-0.028934i,0.10495-0.028617i,0.051472-0.023286i,-0.0028267-0.0055823i,-0.012745+0.0002621i,-0.0064428-0.012119i
0.01716+0.19883i,0.13702+0.35813i,0.29277+0.34972i,0.28918+0.16035i,0.17625+0.028404i,0.15723-0.00038649i,0.18403-0.066719i,0.15125-0.12625i,0.099398-0.10327i,0.039844-0.028693i,0.00057651+0.047063i,0.013922+0.068542i,0.026422+0.037272i,0.016895+0.009043i,0.012816-0.0024154i,0.016634-0.02344i,0.0093133-0.075045i,-0.020889-0.13403i,-0.054831-0.14344i,-0.059945-0.088679i,-0.037689-0.029347i,-0.02348-0.0075457i,-0.026422+0.0026289i
-0.10196-0.15507i,-0.27573-0.21702i,-0.40162-0.12328i,-0.29535+0.0094137i,-0.10222-0.025491i,-0.061641-0.13486i,-0.11646-0.13581i,-0.1431-0.10476i,-0.14288-0.12055i,-0.10856-0.11629i,-0.042396-0.070881i,0.0074061-0.026865i,0.012831+0.0077279i,-0.0027059+0.039705i,-0.0087287+0.056213i,-0.0074891+0.06047i,-0.018855+0.066998i,-0.042709+0.078494i,-0.041539+0.083377i,0.0016928+0.064285i,0.036942+0.031811i,0.033077+0.018655i,0.022498+0.023652i
0.14552+0.083519i,0.30766+0.054603i,0.36035-0.070168i,0.20702-0.12469i,0.021573-0.027936i,-0.055107+0.0691i,-0.073289+0.098899i,-0.0598+0.13251i,-0.010856+0.15524i,0.038681+0.11325i,0.05114+0.031772i,0.025532-0.0172i,0.011119-0.01108i,0.020824+0.0026393i,0.021247-0.0021188i,0.0078228-0.0053104i,0.0025287+0.014229i,0.020262+0.037614i,0.036794+0.031225i,0.018059+0.00056193i,-0.015385-0.019318i,-0.018206-0.017249i,0.0029459-0.012824i
-0.15024-0.0065576i,-0.25972+0.085836i,-0.23246+0.20859i,-0.093618+0.19669i,-0.022778+0.096889i,-0.016469+0.084205i,0.028181+0.098432i,0.055034+0.051848i,0.013191+0.024013i,-0.043045+0.041385i,-0.067918+0.050213i,-0.05674+0.026094i,-0.035437-0.018407i,-0.030284-0.043604i,-0.038367-0.032402i,-0.041255-0.018409i,-0.037162-0.035181i,-0.034679-0.068196i,-0.031019-0.082666i,-0.017613-0.06308i,0.012971-0.033323i,0.030836-0.027874i,0.014042-0.032259i
0.13191-0.041797i,0.18428-0.165i,0.11931-0.26685i,0.035223-0.22901i,0.053095-0.14882i,0.082516-0.14311i,0.040676-0.1345i,0.0077799-0.10046i,0.041766-0.095967i,0.09599-0.09562i,0.10604-0.066359i,0.070687-0.022112i,0.030789+0.0070166i,0.0060131+0.012801i,-0.0026785+0.011628i,-0.0052826+0.013817i,-0.021514+0.024329i,-0.059108+0.047384i,-0.080919+0.074045i,-0.054301+0.083495i,-0.02133+0.068566i,-0.0099906+0.054926i,0.00094414+0.046932i
-0.090454+0.086064i,-0.085582+0.19275i,0.0046538+0.2159i,0.035357+0.09456i,-0.058878-0.026911i,-0.11852-0.045499i,-0.070499-0.011841i,-0.0053454+0.040927i,0.0098026+0.071923i,-0.02072+0.054872i,-0.036669+0.029745i,-0.014953+0.018045i,0.017528+0.015403i,0.050209+0.018316i,0.074635+0.019892i,0.092837+0.020261i,0.10294+0.025897i,0.10105+0.041898i,0.086853+0.050768i,0.04846+0.025357i,-0.00065767-0.0073375i,-0.025469-0.011548i,-0.021055-0.0005097i
0.055836-0.11809i,0.0045336-0.19673i,-0.10087-0.1513i,-0.10756+0.039615i,0.013492+0.21592i,0.10534+0.25731i,0.11846+0.17116i,0.092732+0.031943i,0.036985-0.050064i,-0.012324-0.035713i,-0.026409+0.012649i,-0.010036+0.041072i,0.0084065+0.045015i,-8.3374e-05+0.032494i,-0.025078+0.013959i,-0.046937-0.002823i,-0.041886-0.019994i,-0.0063765-0.052844i,0.019323-0.085808i,0.012967-0.076171i,0.0011268-0.038765i,-0.00087383-0.022399i,-0.0036337-0.026038i
-0.0033394+0.12564i,0.067313+0.17715i,0.14419+0.10369i,0.12561-0.033565i,0.06637-0.11951i,0.067444-0.15917i,0.070067-0.16974i,0.086289-0.1307i,0.18362-0.098257i,0.24949-0.11951i,0.19259-0.12672i,0.10184-0.085166i,0.064769-0.049919i,0.058701-0.036021i,0.037497-0.016827i,0.003043+0.0034206i,-0.037037+0.010187i,-0.085387+0.014705i,-0.11141+0.028189i,-0.084299+0.039362i,-0.030069+0.034642i,0.0039651+0.02353i,0.0090665+0.01767i
-0.042858-0.11931i,-0.1235-0.1371i,-0.17768-0.050977i,-0.16661+0.025658i,-0.18628+0.011982i,-0.25463+0.015276i,-0.26413+0.081481i,-0.28947+0.13581i,-0.37833+0.17383i,-0.34342+0.20567i,-0.16564+0.17012i,-0.026616+0.097439i,0.012073+0.070742i,0.0035851+0.064715i,0.0017824+0.04627i,0.027807+0.027799i,0.059743+0.010811i,0.073132+0.0023577i,0.065813-0.0061605i,0.050308-0.029649i,0.035967-0.044662i,0.023678-0.032578i,0.014556-0.006788i
0.091153+0.074597i,0.1749+0.058386i,0.19903-0.072582i,0.12994-0.19638i,0.047788-0.20669i,0.0016038-0.14208i,0.032882-0.067746i,0.1878-0.040071i,0.32315-0.077025i,0.26635-0.11594i,0.10513-0.084661i,0.013188-0.0093332i,0.0094143+0.033013i,0.03306+0.034631i,0.055848+0.018064i,0.056952-0.014445i,0.020656-0.038473i,-0.018068-0.042308i,-0.025224-0.038836i,-0.0218-0.020562i,-0.018356+0.0057309i,-0.006973+0.010039i,0.00099574-0.0066546i
-0.12877-0.048153i,-0.2056-0.013208i,-0.18597+0.079216i,-0.087699+0.11575i,-0.019935+0.07759i,0.0045468+0.071073i,-0.022552+0.059914i,-0.18169-0.0031373i,-0.36666+0.012372i,-0.33434+0.13848i,-0.13258+0.18684i,-0.0026021+0.09452i,0.0052247+0.016522i,-0.021995+0.017927i,-0.037149+0.04531i,-0.035839+0.069993i,-0.022041+0.080096i,-0.0040324+0.067569i,0.012831+0.056297i,0.029489+0.054175i,0.029072+0.034625i,-0.0017088+0.0093948i,-0.022994+0.0074015i
0.14152-0.0092142i,0.20108-0.06232i,0.15044-0.11316i,0.081529-0.066089i,0.1083-0.004198i,0.13568-0.063379i,0.087046-0.10855i,0.12904-0.03937i,0.29034-0.072602i,0.30126-0.22828i,0.14723-0.23942i,0.057246-0.11851i,0.066207-0.062399i,0.069683-0.082717i,0.023789-0.088174i,-0.026956-0.037355i,-0.025186+0.035275i,0.0045517+0.076875i,0.0080821+0.062479i,-0.017582+0.017365i,-0.032178-0.002239i,-0.00091192-0.0013993i,0.028163-0.022658i
-0.12126+0.054603i,-0.16793+0.13008i,-0.10681+0.16367i,-0.059267+0.089112i,-0.12871-0.0090679i,-0.19524-0.023524i,-0.12836+0.00042653i,0.012761+0.0060263i,0.060845+0.05671i,-0.0079024+0.13292i,-0.076446+0.10716i,-0.1014+0.025483i,-0.081738+0.0031763i,-0.027644+0.03615i,0.021243+0.060242i,0.030181+0.020419i,-0.0066241-0.064432i,-0.047705-0.12244i,-0.058796-0.11896i,-0.035304-0.07827i,-0.0013127-0.056457i,-0.00092472-0.050059i,-0.0091617-0.012527i
0.092687-0.10358i,0.10303-0.18189i,0.025328-0.18322i,-0.038963-0.067001i,0.019133+0.058209i,0.14332+0.086255i,0.1408+0.042451i,-0.052334+0.042422i,-0.17459+0.064556i,-0.073666-0.016399i,0.081863-0.089823i,0.19009-0.061791i,0.23372-0.044805i,0.17902-0.066779i,0.098147-0.086703i,0.0627-0.11144i,0.015988-0.11224i,-0.090515-0.054163i,-0.17823+0.014902i,-0.15928+0.034712i,-0.073919+0.023229i,-0.0082664+0.021171i,0.012941+0.023195i
-0.015435+0.13511i,0.027064+0.17701i,0.088717+0.03592i,0.057839-0.26872i,-0.081551-0.50185i,-0.15906-0.484i,-0.097698-0.32845i,-0.021154-0.21515i,-0.0025859-0.12072i,0.047837+0.012876i,0.10627+0.11964i,0.093549+0.19541i,0.1018+0.25331i,0.13978+0.25683i,0.13661+0.238i,0.16134+0.24815i,0.23592+0.25919i,0.25104+0.21511i,0.18769+0.11686i,0.11521+0.017975i,0.058141-0.026165i,0.02818-0.022125i,0.034007-0.019744i
-0.8749+8.8816i,0.18309+8.9327i,4.0705+8.9403i,6.2371+5.0697i,5.2455+0.73534i,2.5248-1.3748i,0.3997-1.0046i,-0.1921-0.038157i,0.34478+0.5462i,1.3753+0.35027i,1.7261-0.67722i,1.1469-1.6764i,0.25676-2.0298i,-0.52989-1.6916i,-0.87617-1.0985i,-0.84902-0.67671i,-0.71377-0.43863i,-0.46601-0.26075i,-0.07347-0.20847i,0.29234-0.31695i,0.53278-0.48922i,0.58014-0.62701i,0.41503-0.60754i
0.10509+0.15206i,0.21227+0.17131i,0.27218+0.081682i,0.26984-0.0097866i,0.307-0.014548i,0.36097-3.7709e-05i,0.28098-0.012493i,0.1031+0.033778i,0.010536+0.16339i,0.066498+0.24534i,0.14256+0.19716i,0.11136+0.092323i,0.030603+0.064696i,-0.0026378+0.10236i,-0.0099032+0.10041i,-0.02301+0.062496i,-0.049016+0.045806i,-0.088914+0.040858i,-0.10592+0.018165i,-0.080149-0.0032624i,-0.042092-0.00036127i,-0.024887+0.0087717i,-0.024063+0.016907i
-0.12659-0.09774i,-0.23318-0.099722i,-0.2251-0.02376i,-0.043523-0.019768i,0.14651-0.18084i,0.17176-0.33406i,0.094895-0.37298i,0.020919-0.42629i,-0.05616-0.52026i,-0.094146-0.47256i,-0.037864-0.26087i,0.0499-0.080181i,0.096597-0.023988i,0.10245-0.0052523i,0.10298+0.03622i,0.12037+0.09474i,0.13579+0.14037i,0.10625+0.13856i,0.056433+0.094285i,0.043251+0.036842i,0.046542+0.0060686i,0.042258+0.019715i,0.044321+0.037964i
0.15537+0.044782i,0.25423+0.01996i,0.2534-0.055158i,0.15524-0.066089i,0.070556+0.010103i,0.01142+0.081704i,-0.068602+0.08341i,-0.21293+0.034609i,-0.38876+0.04939i,-0.40549+0.13952i,-0.22081+0.15646i,-0.049398+0.062861i,-0.01043-0.036168i,-0.021947-0.085205i,-0.0021194-0.084022i,0.048045-0.068068i,0.088421-0.059884i,0.097779-0.040082i,0.074664-0.013067i,0.031872+0.0058263i,0.015617+0.019746i,0.044326+0.02236i,0.070723+0.011156i
-0.14565+0.027431i,-0.20176+0.10047i,-0.083982+0.17564i,0.16861+0.13485i,0.37541+0.0022834i,0.41083-0.099321i,0.26585-0.11549i,0.096681-0.030855i,0.05505+0.063424i,0.062003+0.048624i,0.01631-0.0082867i,-0.06301-0.013734i,-0.13849+0.043325i,-0.15023+0.11231i,-0.095034+0.10846i,-0.06307+0.042594i,-0.086305-0.0013388i,-0.11514+0.010367i,-0.10159+0.046979i,-0.041493+0.051935i,0.011091+0.0016808i,0.011807-0.065616i,-0.011076-0.090437i
0.1314-0.08065i,0.17749-0.19231i,0.12047-0.29559i,0.050166-0.36839i,0.01916-0.46233i,-0.08554-0.48212i,-0.22173-0.27593i,-0.21061-0.037625i,-0.13605-0.00032265i,-0.13183-0.042106i,-0.10386-0.034989i,-0.016967-0.019613i,0.063643-0.022196i,0.10811-0.036901i,0.097862-0.040399i,0.049803+0.011549i,0.039544+0.10968i,0.098243+0.17309i,0.15367+0.14495i,0.12406+0.064591i,0.0387+0.022633i,-0.010587+0.037495i,-0.0062213+0.035375i
