0.00033398+0.00021691i,0.0010652+0.00045578i,0.00089494+0.0009559i,0.00011398-0.00014329i,-0.00098375-0.00017382i,-0.00086553+0.0011317i,-0.00014546+0.0012126i,0.001042+0.0015598i,0.0016893+0.0013927i,0.0015599+0.00062785i,0.0017391+0.00038485i,0.0011038+0.00011352i,-0.0001042-5.4705e-05i,-0.00068322-0.00030311i,-0.0006528-0.00057051i,-0.00052706-0.0002091i,-0.00078001+0.00039788i,-0.00065082+0.00072472i,1.395e-05+0.00080472i,6.5743e-05+0.00054941i,-0.00054019+0.00018139i,-0.00079314-0.00041488i,-0.00071886-0.00038637i
-0.0014224-0.0020121i,-0.00057244-0.0014469i,-0.00024496-0.0015607i,0.0012205-0.0026736i,0.0014009-0.0037455i,0.0012089-0.0048052i,0.0030525-0.0041172i,0.0043757-0.0025843i,0.0030872-0.0025397i,0.0013398-0.0030063i,0.00062317-0.0023909i,0.0012556-0.0013752i,0.0020998-0.00098319i,0.0012734-0.00047985i,-0.00036581-0.00060042i,-0.0011272-0.00020105i,-0.00074557+0.00036396i,0.00021279+1.1922e-05i,-7.4654e-05-0.00027561i,-0.00054079+2.958e-05i,-0.0003253+0.00030033i,7.6997e-05-1.6888e-06i,4.7268e-05-0.00043145i
-0.0010256-0.00037096i,0.00041143-0.0018264i,0.0016811-0.0013431i,0.00085155-0.00082954i,-0.00078603-0.0021725i,-0.0014511-0.0043324i,-0.0014634-0.0057994i,-0.00079691-0.0059009i,-0.00092138-0.0041468i,-0.001532-0.0024922i,-0.0011657-0.0018642i,0.0001103-0.0018728i,0.0010882-0.0021763i,0.00060456-0.0021226i,-0.00060989-0.0011403i,-0.001081+0.0008824i,-0.00091683+0.0019174i,-0.00074479+0.001291i,-0.00071622+0.0011507i,-0.00030878+0.00168i,0.00069334+0.00077383i,0.00055596-0.00042314i,-0.00050859-0.00040905i
-0.001038+0.0022513i,0.00053455+0.003229i,0.0021371+0.0023496i,0.0022541+0.0017188i,-0.00023577+0.0011567i,-0.0028009-0.00017347i,-0.0042894-0.0022016i,-0.0051572-0.0039271i,-0.005069-0.0025487i,-0.0040708+0.00014791i,-0.0023002+0.00076688i,-0.00052975-0.0012677i,-0.00041962-0.0025037i,-0.00067336-0.0010929i,-0.00059353+0.0013946i,-0.00062143+0.0012688i,-0.00048405+1.7686e-05i,0.00017546+0.00056891i,0.00073595+0.0020479i,0.00065322+0.0019504i,0.00040858+0.00031788i,0.00021224-0.00034506i,-0.00058578-0.0001729i
0.0010616-0.001101i,0.0010217-0.001976i,0.0012785-0.0023833i,0.001521-0.0015482i,0.00084518-0.00042844i,-0.0014033+0.0015622i,-0.0038395+0.0027588i,-0.0051876+0.0025873i,-0.0046688+0.002446i,-0.0026306+0.0028199i,-0.0012507+0.0023001i,-0.0015219+0.0017218i,-0.0015463+0.0016042i,-0.00045011+0.0016976i,0.00048463+0.0016954i,0.0007772+0.00097359i,0.00096101+0.00079849i,0.0013986+0.0010834i,0.0021269+0.0005517i,0.0021266-3.6224e-05i,0.0006214-0.00012799i,-0.0008636+0.00029281i,-0.0013089+0.00057006i
0.001312-0.00040043i,0.0018138-0.00029615i,0.0026483-0.00047056i,0.0028411-0.0010586i,0.0033589-0.0003525i,0.003339+0.0024915i,0.00062123+0.0050756i,-0.0013784+0.0055295i,-0.00042813+0.0046066i,0.00093396+0.0028189i,0.0016876+0.0022176i,0.00099555+0.0025163i,-0.00042502+0.002035i,-0.00035673+0.0016049i,0.0006585+0.00042249i,0.00072024-0.00062176i,-0.00025211-0.00077144i,-0.00069684-0.0002852i,-0.0003915-0.00070848i,-0.00011786-0.0015546i,-0.00037402-0.0011442i,1.1508e-05-0.00059474i,0.00031939+6.2269e-05i
-0.0026185-0.001477i,-0.0021849-0.0013279i,-0.0015144-0.0014181i,0.00023397-0.0022461i,0.0039168-0.002963i,0.0060281-0.0017092i,0.0050873+0.0011758i,0.0029274+0.0027334i,0.002173+0.0020988i,0.0027329+0.00088077i,0.0026077+0.0003367i,0.0017314+0.001549i,0.0010477+0.0030741i,0.0013716+0.0017388i,0.00059477-0.00052929i,-0.00085309-0.0012532i,-0.0015374-0.00043011i,-0.0016324+8.9894e-05i,-0.00079826-0.00011995i,-0.00082247-0.00025204i,-0.0012348+0.00010585i,-0.00046592+0.00091132i,0.00037427+0.00036701i
0.0027278-0.0012628i,0.0013202-0.0015144i,0.00083669-0.0029706i,0.00050351-0.0049629i,-0.00041279-0.0069637i,0.00041775-0.0067793i,0.0024226-0.0047006i,0.0034246-0.0019102i,0.0030712-0.00045835i,0.0015588-0.0020737i,0.00090226-0.0021726i,0.0017895-0.00047584i,0.002025+0.0010302i,0.0012645+0.0014814i,0.00029534+0.00067248i,-0.00097856+0.00072075i,-0.0015055+0.0011801i,-0.0011343+0.00090766i,-0.001455+0.00091654i,-0.0019068+0.0014119i,-0.0012619+0.0014571i,-0.00056054+0.00050884i,-0.0010933-0.00010903i
0.0025262+6.8461e-05i,0.0034141-0.00078311i,0.002999-0.0027342i,-7.8807e-05-0.0034947i,-0.0027046-0.0051488i,-0.0033968-0.0076939i,-0.0016405-0.0078355i,-0.00036497-0.0056798i,-0.00080698-0.0030821i,-0.001989-0.0010822i,-0.0017376-1.1116e-05i,0.00054428+0.0001054i,0.0014057-0.00076286i,0.00026245-0.00054458i,-0.00067042+0.00097399i,-0.00044551+0.0017966i,0.00056334+0.0013872i,0.00093517+0.0013861i,0.0012424+0.0018338i,0.001334+0.0019813i,0.00050448+0.0017517i,0.00015106+0.00057696i,-0.00035791-0.00044292i
0.001129+0.0014338i,0.0011516+0.0012098i,0.0011609+0.0015411i,0.00046097+0.00043891i,-0.0023596-0.0012038i,-0.0056066-0.0025707i,-0.0067174-0.0035185i,-0.0058308-0.0036139i,-0.003994-0.001891i,-0.0022102+0.001057i,-0.0011471+0.0016904i,-0.00092262+0.00026371i,-0.00074398-0.0014078i,-0.00080285-0.00072822i,6.4602e-06+0.0011876i,0.0015277+0.0012447i,0.0012759+0.0012205i,-0.00027208+0.0019867i,-0.00016067+0.0014665i,0.00062923+0.00053045i,0.00036579-6.9623e-05i,-0.00030078+0.0002333i,-0.0003084+0.00072107i
-0.0010094+0.00073276i,0.00029449+5.3732e-05i,0.0033501-0.00039181i,0.0051594+0.00066543i,0.0040901+0.0025149i,-0.00030208+0.0027216i,-0.004904+0.0027881i,-0.0060972+0.0025606i,-0.0040934+0.0026524i,-0.0012192+0.0033449i,0.0001786+0.0030854i,-0.00029341+0.0015306i,-0.0011177+8.6748e-05i,-0.00033743+0.00045861i,0.0010328+0.00064456i,0.00029772-0.00084554i,-0.00034936-0.0014785i,0.00043769-0.0010101i,0.00033488-0.00094993i,-0.00020278-0.0012953i,0.00019481-0.0011892i,0.00010233-0.00045776i,-0.00067413-0.00037488i
-0.00054949+0.00059625i,0.0012812-0.00066934i,0.0026614-0.001825i,0.0047151-0.0024794i,0.0059804-0.0012242i,0.0044742+0.0022294i,0.0009217+0.0046352i,-0.0013714+0.0045223i,-0.00094826+0.002581i,0.0010661+0.0016061i,0.0018153+0.0017758i,0.00070525+0.00090257i,-0.00043349-0.00024868i,-0.00059272-2.6449e-05i,-0.00021814+0.00027311i,-0.00098307-0.00049226i,-0.0014244-0.00057967i,-0.00080203-0.00011631i,-0.00014448-5.2469e-05i,5.4086e-05-0.00063513i,0.00013517-0.0014447i,7.4605e-05-0.00052475i,0.00030147+0.00067689i
-0.00053646+0.00074574i,-0.00066472+2.9941e-05i,0.0004401-0.0026174i,0.001692-0.0049494i,0.0034348-0.0044856i,0.0052101-0.0014827i,0.0048322+0.0018818i,0.003146+0.0028037i,0.002008+0.0014015i,0.0014891-0.0003068i,0.0011215-0.00072883i,1.1663e-05+0.00024978i,-0.00041839+0.0012926i,8.9547e-05+0.0008239i,0.00015302+0.00012354i,-0.00058696+0.000168i,-0.0013708+0.00057288i,-0.0010037+0.00067673i,-0.00053899+0.00081853i,-0.00030129+0.001183i,-0.00029881+0.00087556i,-0.00072237+0.0004164i,-0.001264+0.00067064i
0.0010883-0.0017616i,0.00042915-0.002072i,0.00028917-0.0019424i,-3.0679e-05-0.0040197i,-0.00031006-0.0074891i,0.0017238-0.0077103i,0.0043554-0.0045428i,0.0039979-0.0024004i,0.00081809-0.0015533i,-0.0013802-0.0010378i,-0.0018035-0.00097423i,-0.0010387+0.00012606i,-0.0003572+0.0010868i,-0.00049334+0.000984i,-0.00035585+0.00036537i,-0.00023462+0.00071224i,-0.00050276+0.0019765i,-0.00025614+0.0023455i,0.00080345+0.0015591i,0.0013235+0.000775i,0.000438+0.000763i,-0.00082649+0.00091745i,-0.0013136+0.00082956i
0.00019223+0.0023782i,0.0014335+0.002094i,0.0022989+0.0019601i,0.00057578+0.0012226i,-0.0021873-0.0013113i,-0.0019651-0.0053332i,-0.00063639-0.007019i,-0.0010108-0.0046122i,-0.0015564-0.00092737i,-0.0021234+0.0002726i,-0.0019876+0.00032376i,-0.00042902+0.0013944i,0.00040031+0.0012938i,-0.00010177+8.7627e-05i,0.00025044+0.00041734i,0.00066276+0.001204i,0.0010356+0.0015438i,0.0012389+0.0012156i,0.0014336+0.00020198i,0.0018574-0.00056807i,0.0016456-0.00022352i,0.00099781+0.00097279i,-9.559e-05+0.0014592i
-0.0024236-0.00067127i,-0.001626+0.00088258i,-0.00052384+0.0020474i,0.0010985+0.0034922i,3.3577e-05+0.0037134i,-0.0033433+0.00076316i,-0.0051998-0.0024859i,-0.0043636-0.0030885i,-0.0017329-0.00034074i,-0.00040644+0.002785i,8.6137e-05+0.0028278i,0.00074887+0.0018803i,0.00062089+0.0010099i,-6.1727e-05-0.00012788i,-0.00030805+1.2082e-05i,0.00017494+0.00051429i,0.00079941+0.0010401i,0.00061273+0.0005582i,0.00035592-0.00030939i,0.00012223-0.00034844i,0.00049691-0.0003221i,0.0012167-0.00070008i,0.00078905-0.0005983i
8.517e-05-0.0023011i,0.00093453-0.0022668i,0.0029639-0.0020077i,0.0049977-0.00014255i,0.0045494+0.0032371i,0.00065094+0.003687i,-0.0033662+0.0011957i,-0.0035015-2.5418e-05i,-0.001162-0.0002465i,0.00070399+0.00014883i,0.0012051+0.00049715i,0.00078197-0.00011673i,0.00061403-0.001249i,0.00056934-0.00141i,0.0005523-0.00065033i,0.00033007-0.0007575i,-0.00049872-0.0011746i,-0.00090779-0.0013168i,-0.00058867-0.0001912i,-0.00075035+0.0006811i,-0.00038192-6.6738e-05i,-0.00032949-0.00051545i,-0.00092594-0.00010957i
-1.3665e-05+0.0010593i,0.0010458+0.00056816i,0.0032082-0.0015518i,0.0056699-0.0039147i,0.0070456-0.0028478i,0.004448+0.0012984i,-0.00013518+0.0040741i,-0.0019917+0.002232i,-0.0017615-0.0011405i,-0.00025322-0.0022914i,0.0011005-0.0014228i,0.00070824-0.00059665i,9.9508e-05-0.00050266i,0.00026258-0.00055413i,0.00071339-0.00026457i,0.00036417+0.00022067i,-0.00054906+0.00068429i,-0.00060301+0.0013386i,-0.00043438+0.0015009i,-0.00071956+0.00066236i,-0.0011997+0.0001589i,-0.001128+0.0012815i,-0.0011196+0.0014549i
-0.0027974+0.00092898i,-0.0028719+0.00020993i,-0.0012016-0.00012403i,0.0011103-0.0032029i,0.003328-0.0067753i,0.0042784-0.0046716i,0.0030471+0.00013325i,0.00017132+0.0018851i,-0.0025797+0.00060275i,-0.0028444-0.0011862i,-0.0012279-0.001732i,-0.00023826-0.0010069i,-0.00046832+0.00011569i,-0.00027783+0.0009002i,0.00040961+0.0006614i,0.00025041+0.00039747i,-0.0006258+0.0016218i,-0.00090563+0.0019332i,-0.0001883+0.0015799i,0.00026675+0.0012501i,0.00029887+0.00046535i,0.00020164+0.00038907i,-0.00039336+0.00032199i
0.0018856-0.0013024i,0.00011584-0.0023462i,-0.0019323-0.0022493i,-0.004281-0.0026281i,-0.0046999-0.005073i,-0.0011901-0.0054291i,0.0020724-0.0018729i,0.0021103+0.0011897i,-0.00062292+0.0024983i,-0.0030227+0.0019859i,-0.0031743+0.00057793i,-0.002029+0.00013047i,-0.00072542+0.00060269i,-8.1709e-05+0.00056017i,-1.9921e-05-6.0039e-05i,-0.00036067+0.00016986i,-0.00037479+0.0009936i,0.00032399+0.0018841i,0.00024891+0.0015204i,0.00020973+0.0005612i,0.0011835+0.00081464i,0.0018212+0.00070085i,0.0015749-0.00013856i
0.0011025+0.0017853i,0.0020142+0.0034309i,0.0025691+0.0051108i,0.0019654+0.0055935i,-0.00058169+0.0035614i,-0.0012061-0.0007084i,0.00068534-0.0038188i,0.00077306-0.0016391i,7.6116e-05+0.0019783i,-0.00016788+0.0033908i,-0.00086398+0.0026395i,-0.0012457+0.0018664i,-0.0002018+0.001844i,-1.8478e-05+0.0013024i,-0.0016455+0.00043568i,-0.0021593+0.0002968i,-0.00096424+0.00061605i,-0.00027236+0.00097585i,0.0005292+0.00091344i,0.00071721+0.00056283i,0.00083274+0.00064589i,0.00090605+0.00049529i,0.00036042+9.017e-05i
0.00084011-0.0039183i,0.00082663-0.0033869i,0.0013979-0.0011193i,0.0028477+0.0018025i,0.0020901+0.0035269i,-0.0010667+0.0009351i,-0.0017685-0.0032369i,-5.1118e-05-0.0030829i,0.0017045-0.00096561i,0.0019736+0.00099157i,0.0014623+0.0022857i,0.0019311+0.0020173i,0.0017138+0.0014856i,0.00027944+0.0011386i,-0.00044896+0.00097978i,9.3344e-05+0.001167i,-0.00017591+0.0015662i,-0.00044204+0.0018172i,0.00091585+0.0012433i,0.0014104+0.00054561i,0.00062145+0.00053583i,-0.0004543-0.00025274i,-0.00087795-0.00044513i
0.0029476+0.00086307i,0.0037686-0.0014037i,0.0066093-0.0033285i,0.0091943-0.0046872i,0.0096404-0.0042111i,0.0032113-0.0022958i,-0.0037515-0.0019882i,-0.0030148-0.0017184i,0.0012657-0.00074373i,0.0031721-0.00073533i,0.0022661-0.00029418i,0.00097054+0.00073109i,0.00052249+0.0010974i,0.00039231+0.0021639i,0.00036499+0.00305i,0.00050951+0.0029165i,0.0001384+0.0025512i,-0.00012377+0.0011659i,0.00062438+0.00010565i,0.0003632+0.000151i,-0.0010836-0.00027331i,-0.0013987-0.00052629i,-0.0003189-0.00019339i
0.0018171+0.0025917i,0.0018268+0.00062104i,0.0018542-0.0032598i,0.00304-0.0090687i,0.0041869-0.011219i,0.0017722-0.0050643i,-0.0023752+0.00069159i,-0.0036652+0.00074199i,-0.002354-0.0019949i,-0.00096405-0.0039094i,-0.0005773-0.0034953i,-5.0476e-05-0.0010023i,0.00060006+0.0005856i,0.0007194+0.00053584i,0.002025+0.00079978i,0.0028846+0.0010894i,0.0023616+0.001047i,0.001098+0.0011729i,0.00010378+0.00084253i,7.1259e-05+0.0004064i,-0.00089661+0.00050507i,-0.001667+0.00058418i,-0.00082473+0.00077877i
-0.00079174+0.00049901i,-0.00096381+0.0012482i,-0.0020585-0.0008089i,-0.0045856-0.0056613i,-0.0051529-0.008931i,-0.0035177-0.0055155i,-0.0024154+0.00077338i,-0.0035533+0.0023315i,-0.0050323+0.00012756i,-0.0044794-0.0014926i,-0.0025145-0.0010873i,-0.0010573-0.00049889i,-0.00088617-0.00020828i,0.00048139-0.0012368i,0.0021319-0.0023586i,0.0019218-0.0021777i,0.0011983-0.0015507i,0.00044907-0.00073772i,4.3646e-05+8.9461e-05i,-0.00015121+0.0005345i,-0.00038205+0.00013097i,8.5275e-05-0.00024488i,0.00042625-3.012e-05i
0.00017686+0.0021897i,0.00075806+0.002827i,0.00045744+0.0039489i,-0.0020803+0.0040856i,-0.0044021+0.0015463i,-0.0018806-0.00086271i,0.0014299-0.00046753i,-5.0353e-05+0.0013396i,-0.0027621+0.0029951i,-0.0034757+0.0034485i,-0.0033852+0.0023778i,-0.0026846+0.00077813i,-0.0018545-8.948e-05i,-0.0020771-0.00049627i,-0.0024181-0.0017396i,-0.0023095-0.0026352i,-0.0021091-0.0017781i,-0.0024929-9.6345e-07i,-0.0011633+0.00083607i,0.00063089+0.0010189i,0.00085094+2.0133e-05i,0.00095913-0.00079712i,0.0010587-0.0007456i
1.9321e-05+0.0020582i,0.00076054+0.0030123i,0.0030203+0.0054692i,0.0044974+0.0091051i,0.0029896+0.0086645i,0.0022434+0.0027997i,0.0026353-0.0013054i,0.0021221+0.00055633i,0.0011311+0.0039088i,0.00095834+0.0047178i,0.00037575+0.0041868i,-0.0012754+0.0018883i,-0.0023728+0.00023431i,-0.0023505-0.00014476i,-0.0025325-1.617e-05i,-0.0036583+0.00026987i,-0.0035307+0.00030246i,-0.0013216+0.00061265i,-0.0006397+0.00073641i,-0.00082456+0.00023099i,0.0004204-0.00034983i,0.00067363-0.00052075i,-0.00047246-0.00012326i
-0.00020785-0.0021618i,0.00026829-0.0013693i,0.0045972+0.00043616i,0.010129+0.0014882i,0.010719+0.0019508i,0.0062012-0.00035533i,0.0014959-0.003241i,0.00034193-0.0031394i,0.0017133-0.0013531i,0.0029702+3.1117e-05i,0.0020485+0.0013781i,0.00012592+0.0018182i,-0.00050827+0.0017306i,-0.00077032+0.0025605i,-0.0022025+0.0032133i,-0.0030082+0.0032817i,-0.0024255+0.0029397i,-0.0007832+0.0020601i,0.00042833+0.0015128i,0.0002883+0.0016441i,-0.00051515+0.001127i,-0.00059745+0.00055287i,-0.00023488+0.00051876i
-0.00076165+0.0014404i,0.0016955-0.0001107i,0.0065164-0.0034629i,0.011932-0.0082651i,0.013083-0.0098164i,0.0065948-0.0076256i,-0.0019921-0.0048372i,-0.0039205-0.0035394i,-0.001292-0.0032093i,0.0013047-0.0026078i,0.0020928-0.001088i,0.0014729+0.00053219i,0.00043736+0.00068573i,0.00064037+0.0011017i,0.001624+0.0031693i,0.002257+0.0042025i,0.0023327+0.0036413i,0.0021714+0.0027788i,0.0023298+0.0019289i,0.001768+0.0011566i,0.00032092+0.00031521i,4.1995e-05-0.00012126i,-1.5595e-05-0.00039538i
-0.0016649+0.0014002i,-0.0022937+0.00045452i,-0.0024978-0.0025732i,-0.0027985-0.0097901i,-0.0018219-0.014338i,-0.0024521-0.0095474i,-0.005197-0.002451i,-0.0055106-0.0010083i,-0.0044616-0.0019391i,-0.0031582-0.0025571i,-0.00053449-0.0024156i,0.0013157-0.00081714i,0.0023789-0.00011021i,0.0033279-0.00041082i,0.0040532-0.00062256i,0.0037884-0.00043884i,0.0021685-0.00058479i,0.00087009-0.001115i,0.00096-0.0014563i,0.00062843-0.0013187i,-0.00017588-0.00023783i,-0.00017559+2.8645e-05i,0.00013647-0.00046067i
0.00045412-0.0017978i,-0.00089652-0.00018091i,-0.0047586-2.5092e-05i,-0.01007-0.00077932i,-0.011221-0.0018595i,-0.0075321-7.4655e-06i,-0.0037722+0.004364i,-0.0032514+0.0051228i,-0.0038197+0.0031496i,-0.004263+0.0014468i,-0.0036179+0.00027884i,-0.0014071-0.00063545i,0.00021927-0.00076949i,0.00042407-0.0013631i,0.00061568-0.0034167i,0.00053193-0.003783i,-0.0002135-0.0030416i,0.00014937-0.0019359i,0.00031627-0.0010581i,-0.00037901-0.0010996i,-0.00017837-0.00025141i,0.00015472+0.0004581i,0.00040995-0.00020833i
0.00043675+0.0018298i,0.0021772+0.0026465i,0.0021157+0.0051684i,-0.0010548+0.010394i,-0.0041362+0.011703i,-0.0021836+0.0068932i,0.0019008+0.004446i,0.0020675+0.0044179i,0.00021227+0.0035441i,-0.0013396+0.0027056i,-0.0014371+0.0024633i,-0.0012412+0.0012315i,-0.001363-0.0010014i,-0.0016845-0.0017919i,-0.002616-0.0017832i,-0.0036348-0.0023349i,-0.0040811-0.0021306i,-0.0033817-0.0010562i,-0.0018052-0.00015887i,-0.00082761+0.00095403i,-0.00014115+0.0017422i,0.00027295+0.001351i,9.6811e-05+0.0007827i
0.00024374+0.0032393i,0.0039848+0.0048959i,0.0087642+0.008155i,0.012344+0.011286i,0.012522+0.011396i,0.0094142+0.0058159i,0.0070433+0.00052522i,0.0053084-0.0005463i,0.0037292+0.0007776i,0.0026522+0.0016382i,0.00070905+0.0017391i,-0.00098607+0.0023597i,-0.0016383+0.0024314i,-0.0031041+0.0016791i,-0.0042195+0.0017912i,-0.0042584+0.0027653i,-0.0036907+0.0026101i,-0.0027646+0.001833i,-0.0020131+0.0021282i,-0.00096735+0.0026924i,0.00035017+0.0018147i,0.00069443-6.5491e-05i,-0.00030319-0.0010127i
-0.0013458+0.00034025i,0.0012573-0.00046632i,0.0080185-0.00114i,0.017629-0.0038209i,0.02139-0.0057262i,0.015212-0.0070736i,0.0072842-0.0083537i,0.0038805-0.0067899i,0.0028617-0.004457i,0.0023259-0.0017712i,0.0018724+0.00089336i,0.0006797+0.0020629i,-0.00050092+0.0022508i,-0.00062811+0.0026165i,-0.0004214+0.0035687i,0.00017262+0.0044635i,0.00082324+0.0048433i,0.0012387+0.0039626i,0.0018101+0.0027287i,0.002224+0.0018198i,0.001887+0.00054374i,0.0015217-0.00018275i,0.0014304-4.5861e-05i
0.00041952-0.0023917i,9.2812e-05-0.0030214i,0.00030918-0.0079364i,0.0034224-0.014421i,0.0064064-0.017824i,0.0040606-0.01554i,-0.0023783-0.01241i,-0.0050152-0.0099052i,-0.0035622-0.0065461i,-0.0015965-0.0038076i,5.3084e-05-0.0018487i,0.0015024-0.00043627i,0.0027456+0.00033615i,0.0037342+0.0013524i,0.0039713+0.0018578i,0.0042449+0.0013117i,0.0033945+0.00082354i,0.0024253+0.00047812i,0.0026233-0.00038441i,0.0021602-0.00021208i,0.00098598+0.00013144i,0.00056452-9.2247e-05i,0.00070786+2.3073e-05i
-0.00070232+0.00036228i,-0.0028741+0.0016115i,-0.0068886-0.0022108i,-0.012009-0.010003i,-0.013311-0.014928i,-0.012646-0.011616i,-0.013114-0.0047825i,-0.011606-0.0018445i,-0.0081182-0.001627i,-0.0046335-0.0010689i,-0.0014909-0.00087223i,0.00061132-0.0010041i,0.001479-0.0011471i,0.0022778-0.002095i,0.0027768-0.0032726i,0.0024882-0.0034908i,0.0021018-0.0026328i,0.0024541-0.0022126i,0.0021445-0.0020548i,0.00063724-0.0023708i,0.00013257-0.0019244i,0.00013075-0.0011155i,-6.1479e-05-0.00045692i
0.0029715-0.00016277i,0.00044696-0.00012i,-0.004632+0.0012502i,-0.013427+0.003213i,-0.018974+0.0030499i,-0.016936+0.0036353i,-0.012219+0.0073316i,-0.0088272+0.0082828i,-0.0063553+0.0053078i,-0.0042961+0.0020104i,-0.0031471-0.00042207i,-0.0026752-0.0010448i,-0.0018621-0.0014214i,-0.0008632-0.0029463i,-0.00092401-0.0035969i,-0.0013742-0.002387i,-0.0011774-0.0013674i,-0.0014229-0.0010656i,-0.0021781-0.0006512i,-0.0031599-9.0019e-05i,-0.0025508+6.2735e-05i,-0.0010234+0.00058344i,-0.00095689+0.00036552i
-0.00096191+0.0016406i,0.0011631+0.0039834i,0.003538+0.010492i,0.0035957+0.01938i,0.0007672+0.022588i,0.0012784+0.01852i,0.0034297+0.014033i,0.0020108+0.011113i,-0.0011644+0.0072213i,-0.002341+0.0036669i,-0.0028166+0.0021077i,-0.0032243+0.00083172i,-0.0028378-0.00049047i,-0.002861-0.00084496i,-0.0044227+0.00050014i,-0.0056473+0.0017483i,-0.0050382+0.0013024i,-0.0031048+0.00067544i,-0.0012177+0.0013026i,-0.00039641+0.0020988i,-1.0987e-05+0.0014713i,0.00021887+0.00023579i,-0.00052932-0.00031969i
-0.0011126-0.00034252i,0.0021997-0.0005023i,0.0097773+0.0022378i,0.019151+0.0071397i,0.022797+0.010835i,0.02022+0.0091924i,0.015797+0.0040968i,0.010269+0.002383i,0.0050537+0.0024153i,0.0014879+0.0019583i,-0.00089088+0.0029084i,-0.0011876+0.0033923i,-0.00091954+0.0024019i,-0.0024954+0.0032073i,-0.0038303+0.0045906i,-0.0031875+0.0037963i,-0.0016455+0.0032423i,-0.00052584+0.0033294i,0.00046162+0.0025228i,0.0010192+0.001908i,0.00072799+0.001491i,0.00062172+0.00084353i,0.00050155+0.00086646i
-0.0011064-0.0042187i,-0.0013117-0.0062085i,0.004208-0.010088i,0.015548-0.013892i,0.022864-0.014465i,0.019978-0.012523i,0.012856-0.012332i,0.0075808-0.0093262i,0.0031458-0.0045924i,0.00070285-0.00097794i,0.00049952+0.0024769i,0.00071773+0.0037146i,0.00064888+0.0040811i,0.0010883+0.0042445i,0.0030948+0.003117i,0.0039331+0.0018149i,0.0030791+0.0017975i,0.0031857+0.0028098i,0.0031733+0.0021294i,0.0018266+6.2042e-05i,0.0014397-0.00080769i,0.001891-0.00090727i,0.0017014-0.00084627i
0.0010331-4.7603e-05i,-0.00033383-0.0021485i,-0.0023343-0.0093391i,-0.00299-0.022125i,-0.00088611-0.030654i,-0.0010817-0.027191i,-0.0037394-0.019504i,-0.0031858-0.012749i,-0.0012512-0.0058987i,-0.00013062-0.0011067i,0.0012524+0.00018314i,0.0029172+0.00073159i,0.0033596+0.0017424i,0.0038317+0.0019483i,0.0042513+0.00035772i,0.0029509-0.0015419i,0.0019666-0.0011546i,0.001848-0.0001296i,0.0010117-0.00023348i,0.00054865-0.0015489i,0.00085261-0.0010092i,0.00051184+0.00020007i,0.00034358-0.00052353i
-0.00098261+0.0031257i,-0.0030531+0.0036433i,-0.0099467+0.00079968i,-0.019529-0.0067759i,-0.024571-0.013693i,-0.022771-0.012681i,-0.018855-0.007427i,-0.012458-0.0042246i,-0.0049726-0.0015919i,1.3446e-05-0.0007083i,0.0020849-0.0019301i,0.0027437-0.0018381i,0.0034713-0.0007515i,0.0033836-0.0014372i,0.0023837-0.0027907i,0.0010028-0.0026869i,-0.00020071-0.0021667i,-0.00051655-0.0014192i,-0.00099988-0.00089106i,-0.0018984-0.00080196i,-0.002454-0.00071721i,-0.0012173-0.00066099i,0.00016946-0.00044061i
0.0011987+0.0016721i,0.00092284+0.0032287i,-0.002744+0.010749i,-0.011955+0.018661i,-0.019313+0.019088i,-0.018867+0.014787i,-0.014268+0.010612i,-0.0101+0.0064112i,-0.0055691+0.0023769i,-0.0025113-0.00096121i,-0.001683-0.0027611i,-0.00092857-0.0032889i,-0.00030482-0.00343i,-0.00088559-0.0027318i,-0.0024955-0.0022668i,-0.0035079-0.00093768i,-0.0029826+4.2415e-05i,-0.0024609-0.00010385i,-0.0017397+0.00015835i,-0.00047765+0.00084294i,-0.00071142+0.00065596i,-0.0015361+0.00044182i,-0.0015637+0.00062074i
0.0002858+0.0016186i,0.0039997+0.0057026i,0.0095925+0.013756i,0.01315+0.024583i,0.010752+0.030565i,0.0069857+0.025764i,0.0049904+0.017087i,0.0015124+0.0095511i,-0.0014633+0.0020711i,-0.0020765-0.0016212i,-0.0026396-0.0014084i,-0.0025602-0.0011377i,-0.002842-0.0015023i,-0.0039567-0.001703i,-0.0040205-0.00019579i,-0.0030366+0.0024159i,-0.0026983+0.0032739i,-0.0013321+0.0030765i,0.00054271+0.0035211i,0.00063158+0.0028703i,0.00031593+0.0015917i,0.001039+0.0012034i,0.00052631+0.0016544i
-9.9417e-05+0.00075937i,0.00547-0.0013948i,0.017557-0.0012759i,0.033038+0.00036601i,0.039511+0.0036414i,0.030793+0.0044206i,0.01881+0.002691i,0.0093752+0.001341i,0.0010418+0.0010896i,-0.0032441+0.0012141i,-0.0044621+0.0018423i,-0.0044653+0.0018634i,-0.0042231+0.0016333i,-0.0033609+0.0023876i,-0.0012599+0.0028515i,0.00092168+0.0019645i,0.0011977+0.0014155i,0.00037206+0.0027538i,0.00052405+0.0030016i,0.0015429+0.0016376i,0.0012533+0.00060724i,0.00014899+6.1143e-05i,0.00042376+0.00045014i
