-0.0048625-0.0020999i,-0.0046156-0.0017384i,-0.0049811-0.00025904i,-0.0050029+0.0014274i,-0.0048207+0.0022615i,-0.0025482+0.0013837i,-0.00060045+0.00059275i,-0.00054973+0.00097961i,-0.00065985+0.00054292i,-0.00069117+8.2564e-05i,-0.00030184+0.00046792i,-0.00020751+0.0012009i,-0.00057372+0.00078694i,-0.00057551+0.00064252i,-0.0011647+0.0013829i,-0.00046283+0.0015011i,0.00066494+0.0010731i,0.00030607+0.00051178i,0.00041045+0.00053774i,0.00063055+0.0011682i,3.7591e-05+0.00063116i,-4.9453e-05-0.00058554i,0.00029599-0.00080303i
-0.043523-0.017368i,0.014815+0.053338i,0.075273+0.13123i,0.087043+0.16598i,0.065455+0.1443i,0.041008+0.085999i,0.023372+0.028915i,0.013188+0.0010376i,0.0085214-0.0078081i,0.0051772-0.0084921i,0.0035158-0.0020259i,0.00308+0.0024618i,0.0014633+0.0017025i,-0.00067283-0.00035994i,-0.0030265-0.0033298i,-0.0045735-0.0052947i,-0.0036576-0.0050007i,-0.0023539-0.0045977i,-0.002616-0.0046143i,-0.0037249-0.0029794i,-0.0039488-0.00074904i,-0.0025976+0.00056996i,-0.00086526+0.00068782i
-0.039291+0.021079i,0.047295-0.013124i,0.14415-0.051777i,0.1857-0.063389i,0.16268-0.053314i,0.10088-0.03955i,0.03961-0.027246i,0.0076116-0.016865i,-0.0047875-0.010785i,-0.0079112-0.0053438i,-0.0023877-0.0017537i,0.0022433-0.0015187i,0.0017782-0.0011796i,-0.0019475+0.0011109i,-0.0063316+0.0022655i,-0.0075177+0.0021601i,-0.0063942+0.0023579i,-0.0052227+0.0011343i,-0.0049117+0.00067504i,-0.0041309+0.0022665i,-0.0019339+0.0031966i,1.7119e-05+0.0022402i,0.00053436+0.0011796i
-0.0092844+0.043694i,-0.014062-0.049804i,-0.023712-0.16066i,-0.02864-0.20677i,-0.028797-0.18226i,-0.028337-0.11839i,-0.024493-0.052522i,-0.017349-0.016526i,-0.012844-0.002461i,-0.0072847+0.0033852i,-0.0020342+0.00030766i,-0.00099296-0.0035312i,-0.0017092-0.0022264i,-0.0024127+0.002067i,-0.0020245+0.0073988i,-0.00048071+0.010134i,0.00040284+0.0086736i,-0.0003943+0.0053965i,-0.0013961+0.0043807i,-0.00055712+0.0043817i,0.0017255+0.0030811i,0.0026767+0.0020461i,0.0019067+0.0018752i
0.034752+0.039089i,-0.054585+0.014321i,-0.16271-0.010536i,-0.21201-0.016075i,-0.19253-0.006222i,-0.13142+0.0065892i,-0.064304+0.01369i,-0.023979+0.011694i,-0.0073691+0.0089357i,0.00051668+0.0047899i,0.00033758-0.0011496i,-0.004145-0.0026845i,-0.0040367-0.00097579i,0.00035128+0.0018117i,0.00476+0.0037587i,0.0064392+0.0028115i,0.0063708+0.0019347i,0.0051454+0.0022735i,0.0048599+0.0024344i,0.0048515+0.0021136i,0.0037436-0.00029666i,0.0029868-0.0027782i,0.0019001-0.0025726i
0.060555-0.0039311i,0.011644+0.071459i,-0.038301+0.16659i,-0.048256+0.21218i,-0.029225+0.19397i,-0.0075674+0.13544i,0.0048905+0.069406i,0.0065473+0.028294i,0.0064496+0.010425i,0.0037446-0.00045447i,-0.0028946-0.002986i,-0.0055864+0.00098215i,-0.0034502+0.0033976i,-0.00042908+0.0010254i,0.0026356-0.0033394i,0.0033361-0.0061724i,0.0024713-0.0068215i,0.0033663-0.0050443i,0.0040676-0.0038834i,0.0031123-0.003741i,0.0013989-0.0039156i,4.2567e-05-0.0037873i,-0.00021771-0.0034953i
0.030129-0.060485i,0.086687+0.0058116i,0.16534+0.077181i,0.21208+0.089677i,0.20134+0.058081i,0.14563+0.024539i,0.078751+0.0048628i,0.033818-0.0012183i,0.011653-0.0020589i,-0.00071412-0.00071372i,-0.0038835+0.0028495i,-0.00089073+0.0042329i,0.0014301+0.0016118i,0.00013018-0.0023533i,-0.0028077-0.0042869i,-0.0044978-0.0043607i,-0.0037184-0.0041191i,-0.0020592-0.0046568i,-0.0021876-0.0051236i,-0.0023147-0.0041355i,-0.0022116-0.0025515i,-0.0028848-0.0014941i,-0.0019968-0.0005647i
-0.043369-0.063341i,0.033492-0.094637i,0.1205-0.14761i,0.14007-0.19378i,0.10196-0.19822i,0.056189-0.1524i,0.024181-0.085975i,0.0097936-0.037595i,0.0035513-0.013168i,0.0012801+0.00099698i,0.0041857+0.0061585i,0.0057699+0.0026282i,0.0032515-0.0015018i,-0.0011915-0.00057563i,-0.0049793+0.002514i,-0.0061313+0.0039i,-0.0051442+0.0032626i,-0.0054313+0.0012027i,-0.0061494-0.00024386i,-0.0052568-8.7304e-05i,-0.0035542+0.0012581i,-0.0019975+0.0021084i,-0.0011031+0.0022265i
-0.090812+0.014266i,-0.096885-0.061709i,-0.11919-0.15152i,-0.15985-0.17506i,-0.17649-0.13731i,-0.14363-0.085681i,-0.084454-0.043007i,-0.036188-0.019756i,-0.011581-0.0090388i,0.0020992-0.002686i,0.0088761-0.0035115i,0.0059687-0.0064129i,0.0010686-0.0049753i,-0.00028302-0.00016413i,0.000676+0.0040924i,0.0023325+0.0060344i,0.0025909+0.0059504i,0.00047594+0.0053124i,-0.0014024+0.0050011i,-0.0011343+0.0042172i,0.00033663+0.0034038i,0.0023283+0.0024747i,0.00356+0.0016756i
-0.033669+0.094812i,-0.10187+0.083418i,-0.18634+0.084859i,-0.20967+0.12169i,-0.16779+0.14991i,-0.11025+0.12857i,-0.061337+0.076357i,-0.029324+0.031468i,-0.013191+0.0075562i,-0.0042515-0.0047755i,-0.0020373-0.010284i,-0.0049098-0.0075992i,-0.0055824-0.0024893i,-0.0022117-0.00025283i,0.002295-0.00064787i,0.0047878-0.0016869i,0.0041471-0.002205i,0.0037239-0.00058171i,0.0037641+0.0018699i,0.0036114+0.001882i,0.0042417+0.00077555i,0.0045861-0.00029417i,0.0035877-0.0017295i
0.079275+0.078044i,0.055996+0.13457i,0.041434+0.20354i,0.07922+0.22522i,0.12079+0.1859i,0.10985+0.12504i,0.066144+0.071642i,0.026654+0.034703i,0.0036225+0.013925i,-0.0070279+0.003145i,-0.010984+0.00023021i,-0.010011+0.0027327i,-0.0055803+0.0041812i,-0.0018337+0.0015933i,-0.0014047-0.0025383i,-0.0019681-0.0050286i,-0.0023147-0.0049028i,-0.00073094-0.0035456i,0.0017081-0.0026397i,0.0021056-0.0017931i,0.0017973-0.0013973i,0.0011092-0.0022547i,-0.00056899-0.0022833i
0.11348-0.039148i,0.15831-0.0054175i,0.21493+0.019266i,0.2403-0.024476i,0.20883-0.085547i,0.1458-0.09021i,0.085245-0.053763i,0.041561-0.020887i,0.014972-0.0014391i,0.0015688+0.0096499i,-0.0018558+0.01253i,0.00030184+0.0099907i,0.0023778+0.0062768i,0.00027292+0.0033079i,-0.00374+0.0021055i,-0.0055082+0.0017508i,-0.0055001+0.0016414i,-0.0036319+0.00012038i,-0.00093065-0.0023149i,-0.0004128-0.0032406i,-0.0012255-0.0017578i,-0.0025283+0.00012214i,-0.0031419+0.0017026i
0.010906-0.12748i,0.048123-0.16369i,0.076525-0.2072i,0.031974-0.23669i,-0.040528-0.2187i,-0.060206-0.16005i,-0.035641-0.095168i,-0.011202-0.045317i,0.0018893-0.015459i,0.0087547-0.0012235i,0.011559+0.0025376i,0.010818+0.00020136i,0.0072573-0.0021032i,0.0035447-0.00062091i,0.0018452+0.0027627i,0.0015119+0.0050512i,0.0010656+0.0046083i,-0.00035245+0.0023786i,-0.0019104+0.0011714i,-0.0017516+0.00082133i,-0.001518+0.0013023i,-0.0012359+0.0022753i,0.00026573+0.0024474i
-0.12897-0.061314i,-0.15733-0.097813i,-0.19223-0.11261i,-0.22262-0.064828i,-0.21187+0.010729i,-0.15413+0.034654i,-0.091269+0.014566i,-0.043594-0.0010066i,-0.014236-0.0071928i,-0.000172-0.0086697i,0.0063874-0.0076827i,0.0065515-0.0072382i,0.004071-0.0049952i,0.0040344-0.0012739i,0.005631+0.0011751i,0.0072218+0.0022491i,0.0074978+0.0018359i,0.0049108+0.00075611i,0.0014332+0.0012665i,0.00043732+0.0022148i,0.0010738+0.0026541i,0.0025305+0.0026603i,0.004278+0.0013714i
-0.11107+0.083425i,-0.15162+0.10539i,-0.17305+0.13258i,-0.12514+0.17541i,-0.040403+0.18823i,0.00084562+0.14525i,-0.0034734+0.086077i,-0.0092306+0.040387i,-0.0095675+0.0098409i,-0.011773-0.0054011i,-0.012683-0.00842i,-0.011199-0.0049802i,-0.0080559-0.0015521i,-0.0042816-0.0019343i,-0.0020223-0.0039613i,-0.0011859-0.0055983i,0.00011591-0.006067i,0.00097384-0.0036216i,0.00072627-0.00061054i,0.00011692-0.00029703i,0.00077303-0.0012205i,0.0013113-0.0019118i,0.0004321-0.0025734i
0.027203+0.1373i,0.044154+0.18216i,0.070865+0.20072i,0.12951+0.15304i,0.16329+0.066238i,0.13107+0.017584i,0.076639+0.015359i,0.035202+0.014757i,0.0055424+0.0093758i,-0.0099929+0.010011i,-0.011477+0.01099i,-0.0071786+0.010045i,-0.0038142+0.0085006i,-0.003712+0.0045787i,-0.0059369+0.0017239i,-0.0069101+0.00088419i,-0.0055403-0.0004939i,-0.0029623-0.0020039i,-0.0014875-0.0021768i,-0.00098157-0.00081159i,-1.4925e-05-4.1753e-05i,0.00033598-0.00033658i,-0.00070415-0.00031869i
0.13679+0.032076i,0.18913+0.023344i,0.20953-0.0083947i,0.16893-0.083264i,0.086881-0.13759i,0.032955-0.11523i,0.025178-0.063669i,0.019569-0.029572i,0.0082382-0.0056922i,0.0067296+0.010224i,0.0085403+0.012608i,0.0076597+0.0083592i,0.0059186+0.0056139i,0.0021329+0.0066341i,-0.00076427+0.0091104i,-0.001021+0.0091268i,-0.001196+0.0065058i,-0.001663+0.0031108i,-0.0015564+0.00085746i,-0.0011258+0.00021643i,-0.00013352+0.0004065i,0.00036242+0.00032739i,-0.00012132+0.00027113i
0.088052-0.11247i,0.090512-0.16914i,0.057356-0.19632i,-0.029172-0.17106i,-0.10054-0.10066i,-0.091349-0.045137i,-0.046793-0.032651i,-0.020152-0.023231i,-0.0028059-0.0066107i,0.011028-0.0032368i,0.011736-0.0065865i,0.0068272-0.006446i,0.0040724-0.0035604i,0.0038347+0.00077947i,0.0058302+0.0032997i,0.0069091+0.0036455i,0.0058498+0.003775i,0.0034069+0.0034667i,0.0012041+0.0029554i,0.0011349+0.0017476i,0.0013687+0.00073749i,0.0011057+0.00027609i,0.0013415-0.00032881i
-0.066249-0.12355i,-0.1235-0.14334i,-0.15882-0.11182i,-0.15134-0.017726i,-0.095884+0.064996i,-0.042832+0.066049i,-0.030875+0.028858i,-0.024317+0.010309i,-0.0074998-0.00086551i,-0.0018852-0.013046i,-0.0047851-0.014668i,-0.0062935-0.010395i,-0.0052951-0.0064645i,-0.0012632-0.0046093i,0.0030502-0.0060252i,0.0045522-0.0064685i,0.0046026-0.0044022i,0.003772-0.0020327i,0.0029168-0.0017021i,0.0024495-0.0025211i,0.001112-0.0027404i,-0.00030935-0.0019945i,-0.0013654-0.00076852i
-0.13872+0.012503i,-0.1769+0.065946i,-0.14949+0.1101i,-0.048546+0.1197i,0.043471+0.078992i,0.050269+0.029317i,0.015641+0.018095i,0.0035591+0.01693i,-0.00044291+0.0029201i,-0.010462-0.001932i,-0.012207+0.0037703i,-0.0080235+0.0056065i,-0.0048463+0.0025083i,-0.0045164-0.0030983i,-0.0067206-0.0066269i,-0.0067802-0.0055478i,-0.0031961-0.0039349i,-0.00073068-0.0032839i,-0.0012089-0.0027483i,-0.0017869-0.0026476i,-0.0016126-0.0017909i,-0.0015768-0.00036103i,-0.0011217+0.0011378i
-0.046899+0.12514i,-0.0041657+0.18393i,0.051342+0.17028i,0.085458+0.072789i,0.062741-0.025566i,0.01668-0.041077i,0.0054352-0.0082849i,0.01007+0.0015031i,0.00050253+0.00038236i,-0.0049111+0.0099981i,-0.0005238+0.013289i,0.0017571+0.0098566i,-0.00053861+0.006254i,-0.0052419+0.0036819i,-0.0089812+0.0047673i,-0.0081166+0.0060064i,-0.0055344+0.0043267i,-0.0043875+0.0015676i,-0.0040943+0.00023665i,-0.0042511+0.00061417i,-0.0031693+0.0013245i,0.00013376+0.0017332i,0.002455+0.0026636i
0.094475+0.08783i,0.16649+0.067054i,0.16999+0.0068802i,0.085506-0.053775i,-0.013362-0.052435i,-0.036525-0.0072298i,-0.0046016+0.0068853i,0.0053663-0.0035269i,-0.0017607+0.00023456i,0.0046248+0.0042766i,0.0099775-0.0016225i,0.0061845-0.0042645i,0.002379-0.0012681i,0.0010992+0.0046168i,0.0028847+0.0098595i,0.004581+0.010241i,0.0030357+0.0079854i,-0.00020948+0.0058058i,-0.0012427+0.0042274i,-0.00015695+0.0034623i,0.0014149+0.002464i,0.0032884+0.0011292i,0.0040152-0.00092045i
0.11551-0.053073i,0.12217-0.13217i,0.065155-0.15824i,-0.013781-0.093263i,-0.03068+9.5035e-05i,0.009456+0.027974i,0.023435+0.0011238i,0.0060268-0.0075039i,0.0018982+0.0007194i,0.0052025-0.0036119i,0.00057681-0.0086459i,-0.0025111-0.0060312i,-0.00061744-0.0017947i,0.0035619+0.00062572i,0.0085444+0.00041921i,0.010216-0.00056628i,0.0083306+6.1005e-05i,0.0059949+0.0011098i,0.0045894+0.0012315i,0.0043254+0.0010951i,0.0038225-0.00023338i,0.0024556-0.0024603i,0.00077288-0.0037438i
0.00012971-0.11774i,-0.072963-0.15108i,-0.11528-0.10688i,-0.076976-0.020827i,0.0034952+0.0075731i,0.033528-0.029532i,0.0070353-0.043109i,-0.0053121-0.019027i,0.001449-0.0064426i,-0.0030041-0.0056576i,-0.0095677-4.1267e-05i,-0.0087667+0.0027384i,-0.0042321+0.00083911i,0.0009234-0.0033058i,0.0017835-0.0080589i,0.00040449-0.0090656i,0.0015419-0.007768i,0.0025498-0.0068012i,0.0023506-0.0060469i,0.0025759-0.0047161i,0.0014214-0.0036881i,-0.0015353-0.0026417i,-0.0040472+8.0843e-05i
-0.099152-0.044746i,-0.15918+0.00974i,-0.13176+0.061698i,-0.041209+0.046645i,-0.0028695-0.02273i,-0.038764-0.054672i,-0.054699-0.025254i,-0.026398-0.0036651i,-0.008104-0.0053665i,-0.0060937-4.4057e-05i,-0.00045842+0.0063253i,0.0018552+0.0049403i,-0.00060833+0.0008873i,-0.0039526-0.0032235i,-0.0092944-0.0048959i,-0.012037-0.0032677i,-0.0099074-0.0032297i,-0.0064064-0.0047921i,-0.0041613-0.0048467i,-0.0035749-0.0041669i,-0.0035248-0.0018959i,-0.003506+0.0011947i,-0.0017424+0.0035647i
-0.070402+0.068599i,-0.040412+0.14726i,0.019794+0.14097i,0.031321+0.055216i,-0.026154+0.0083018i,-0.064574+0.041141i,-0.039017+0.061566i,-0.011553+0.032096i,-0.0086136+0.0081269i,-0.0017459+0.0046093i,0.0059623+0.00014015i,0.004855-0.0034987i,-0.00039922-0.0019554i,-0.0062357+0.0013073i,-0.0087729+0.0061804i,-0.0079683+0.009549i,-0.0075456+0.0088533i,-0.0073507+0.0065854i,-0.0060277+0.0052639i,-0.0044259+0.0050638i,-0.0024543+0.004726i,0.00090467+0.004341i,0.0047654+0.0031226i
0.032413+0.08653i,0.11559+0.088968i,0.1357+0.032119i,0.070842-0.0080051i,0.02322+0.027805i,0.047905+0.070303i,0.066554+0.050959i,0.036703+0.018514i,0.0090277+0.0098925i,0.00193+0.0023571i,-0.0038081-0.005966i,-0.0066524-0.0046878i,-0.0051723+0.0014944i,-0.0024249+0.0068055i,0.0022236+0.0095601i,0.0060318+0.010083i,0.0069161+0.010168i,0.005163+0.009717i,0.0033124+0.0077294i,0.0024686+0.0056726i,0.003731+0.0041261i,0.0053657+0.0020101i,0.005414-0.0014624i
0.088021+0.0029691i,0.12514-0.074131i,0.082971-0.11678i,0.026494-0.079732i,0.044118-0.037701i,0.085301-0.054781i,0.068295-0.070559i,0.029487-0.040827i,0.013681-0.012477i,0.0031943-0.0057939i,-0.0071859-0.0011589i,-0.0089987+0.0024853i,-0.0046452+0.0033003i,0.0023846+0.0027357i,0.0077543+0.00025266i,0.0097077-0.0027288i,0.011055-0.004464i,0.011642-0.0039088i,0.010003-0.00294i,0.0084257-0.0024926i,0.0069567-0.0027271i,0.0039335-0.0040433i,-0.000882-0.0045289i
0.033985-0.069298i,-0.019948-0.13175i,-0.072431-0.11012i,-0.059877-0.054039i,-0.028458-0.066745i,-0.0469-0.10966i,-0.065403-0.091102i,-0.037389-0.043975i,-0.0094733-0.019826i,-0.0032232-0.0049855i,0.00096409+0.0065096i,0.004483+0.0065912i,0.0053835+0.0014398i,0.0045563-0.0031853i,0.0010664-0.0081316i,-0.0011346-0.010955i,-0.0011759-0.012032i,-0.00028498-0.012894i,-0.00057617-0.011841i,-0.00066269-0.0093288i,-0.00067291-0.007315i,-0.0020761-0.0053416i,-0.0032494-0.0014473i
-0.047709-0.047104i,-0.12255-0.02228i,-0.12149+0.032988i,-0.067056+0.044405i,-0.071025+0.020335i,-0.118+0.032555i,-0.10471+0.053412i,-0.053058+0.031789i,-0.024409+0.0067215i,-0.0074293+0.0029017i,0.0060259-0.00084776i,0.008-0.0040473i,0.0043172-0.0048427i,-0.0012466-0.0056292i,-0.0065182-0.0035848i,-0.010364-0.0012901i,-0.013433-0.0019211i,-0.015006-0.0027362i,-0.012902-0.0019467i,-0.0094921-0.00065119i,-0.0072001+2.5082e-05i,-0.0052224+0.0014184i,-0.0019488+0.003847i
-0.054658+0.029416i,-0.060844+0.10666i,-0.0078003+0.12851i,0.029632+0.085885i,0.021553+0.081401i,0.0269+0.12281i,0.042797+0.11355i,0.025606+0.058857i,0.0035503+0.024238i,0.001493+0.0062954i,0.00034366-0.0073175i,-0.0035054-0.0095343i,-0.0061952-0.0057073i,-0.00673-0.0010182i,-0.0041653+0.0045614i,-0.0030603+0.0088145i,-0.0045144+0.011363i,-0.0062485+0.012799i,-0.005817+0.011619i,-0.0034914+0.0088724i,-0.0014307+0.007177i,0.00088583+0.006269i,0.0025917+0.0042356i
0.0050061+0.054755i,0.071973+0.089969i,0.11431+0.05227i,0.095105-0.0013727i,0.094106-0.0092206i,0.13357-0.013363i,0.12475-0.029474i,0.066663-0.018467i,0.027963-0.0010078i,0.0093606-0.00019924i,-0.0043381-8.2796e-05i,-0.008865+0.0019942i,-0.0073662+0.0033883i,-0.0029618+0.0049236i,0.0013063+0.005464i,0.0054255+0.0059775i,0.0095856+0.0076448i,0.011849+0.0091818i,0.011095+0.0082018i,0.0091247+0.0063976i,0.0076827+0.0051866i,0.0061372+0.0031928i,0.0040051+0.00077098i
0.044286+0.0089819i,0.09954-0.033292i,0.079818-0.083999i,0.021535-0.092047i,0.0035289-0.10195i,0.0020181-0.14072i,-0.012131-0.13233i,-0.0081884-0.072269i,0.0028293-0.030511i,4.799e-05-0.0098954i,-0.00078417+0.0055209i,0.0011455+0.010061i,0.0015771+0.0084431i,0.0030143+0.0052295i,0.0031926+0.0011613i,0.0039709-0.0028057i,0.0080373-0.0061458i,0.011684-0.0080085i,0.011269-0.0081518i,0.008519-0.0071026i,0.0067358-0.0051334i,0.0053354-0.0036799i,0.0032145-0.0025371i
0.01796-0.039123i,0.0027359-0.10268i,-0.050144-0.1032i,-0.080412-0.048224i,-0.098937-0.023463i,-0.13432-0.023859i,-0.12888-0.0086841i,-0.072185-0.0038492i,-0.030041-0.0089301i,-0.010749-0.0028913i,0.0040957+0.00077088i,0.0077498-0.0003444i,0.0053908+0.00095184i,0.0037103+0.0011097i,0.00093676+0.00050647i,-0.0023583-0.0020068i,-0.0043932-0.0069676i,-0.0040691-0.011484i,-0.0031568-0.012058i,-0.0023665-0.009542i,-0.002219-0.0072917i,-0.0021784-0.0054692i,-0.0010576-0.0029053i
-0.031533-0.026267i,-0.090563-0.034022i,-0.10725+0.013306i,-0.064637+0.060296i,-0.039378+0.0885i,-0.041273+0.12336i,-0.026465+0.12195i,-0.014136+0.068442i,-0.012916+0.027678i,-0.0040867+0.011206i,0.00086339-0.0016592i,-0.00076786-0.0067599i,-0.00025001-0.0065837i,-7.8393e-05-0.0045789i,-0.00043414-0.0010048i,-0.0020407+0.002622i,-0.0066321+0.0040386i,-0.010872+0.0019958i,-0.011664+0.00040231i,-0.0095436+0.00018726i,-0.0065162+0.00058152i,-0.0042814+0.00074447i,-0.0027814+0.00036111i
-0.035382+0.021877i,-0.063396+0.06949i,-0.026094+0.10172i,0.037492+0.076487i,0.081685+0.049358i,0.11496+0.048767i,0.11404+0.037696i,0.066389+0.023334i,0.026021+0.018268i,0.0091972+0.0087733i,-0.0023423+0.00089683i,-0.0056615-0.00065291i,-0.0040249-0.0015953i,-0.0030051-0.0019798i,-0.0012724-0.00088318i,0.00046429+0.0020334i,0.0010674+0.0067018i,-0.0004782+0.010148i,-0.0027705+0.0096661i,-0.0027818+0.0083419i,-0.001639+0.0075266i,-0.00095049+0.0061704i,-0.0009503+0.0033543i
0.0097426+0.036567i,0.040838+0.076968i,0.081339+0.055041i,0.078582-0.014386i,0.059668-0.068435i,0.059736-0.1012i,0.04995-0.10165i,0.030233-0.060305i,0.01932-0.02413i,0.0087743-0.0098981i,0.0017635+0.0003195i,-0.00020359+0.0043975i,-0.0021509+0.0040252i,-0.0030486+0.0032746i,-0.0026035+0.00058867i,0.00016029-0.0010371i,0.0041306+0.00024001i,0.0059725+0.0020591i,0.0062053+0.0035192i,0.0064215+0.0042588i,0.00618+0.004185i,0.0051633+0.0031603i,0.0029776+0.0018766i
0.039832-0.0017158i,0.083241-0.013457i,0.076603-0.057553i,0.012271-0.077085i,-0.047606-0.071159i,-0.081416-0.071208i,-0.084615-0.06177i,-0.050729-0.040291i,-0.019777-0.025956i,-0.0079817-0.013112i,-3.577e-05-0.0035854i,0.0010017-0.0003698i,-0.0024204+0.0030848i,-0.0036581+0.0044857i,-0.0046379+0.0043469i,-0.0038773+0.0018864i,-0.0008153-0.0021764i,0.0035662-0.0032825i,0.0063531-0.0025683i,0.0058639-0.0020584i,0.005141-0.0020782i,0.0048672-0.0021105i,0.0037624-0.00054905i
0.017241-0.041944i,0.021868-0.082057i,-0.017507-0.093523i,-0.054746-0.04309i,-0.063592+0.01687i,-0.068127+0.051805i,-0.064763+0.05997i,-0.045208+0.036801i,-0.027765+0.012609i,-0.015421+0.0035367i,-0.0071879-0.0022443i,-0.0040694-0.0026906i,-0.00095562+0.00071661i,0.0015995+0.0024325i,0.0014386+0.0047076i,-0.00065905+0.0054079i,-0.0025482+0.0024647i,-0.0025373-0.0018878i,-0.00036526-0.0047828i,0.0010192-0.0062333i,0.00017235-0.006235i,-0.0003389-0.0049848i,-0.00030439-0.0031754i
-0.032304-0.028436i,-0.063071-0.045122i,-0.084742-0.016507i,-0.050924+0.026518i,0.0048392+0.043825i,0.036761+0.052922i,0.04235+0.05806i,0.025392+0.04371i,0.007525+0.025072i,0.0021423+0.011668i,-0.001206+0.0036392i,-0.0026017+0.0022369i,0.00014581+0.00113i,0.003125-0.00092231i,0.0053831-0.0016411i,0.0047189+0.0002481i,0.0017909+0.0017677i,-0.001017+0.00044063i,-0.0031534-0.0014908i,-0.0046875-0.0027915i,-0.0051764-0.0019924i,-0.003957-0.0010248i,-0.0015948-0.0012473i
-0.036665+0.02421i,-0.056699+0.046379i,-0.036316+0.075516i,0.011245+0.054427i,0.035432+0.0012606i,0.042457-0.029199i,0.050181-0.03005i,0.041991-0.016231i,0.024618-0.0028877i,0.01247+0.0027033i,0.0055325+0.0043584i,0.0015114+0.0027895i,-0.0019263-6.475e-05i,-0.0033089-0.0031164i,-0.0016462-0.0055072i,0.0010242-0.0047124i,0.0029365-0.0025719i,0.0017989-0.0018458i,-0.0019208-0.00072657i,-0.0040851+0.0022583i,-0.00374+0.0038092i,-0.0024557+0.0027753i,-0.001226+0.00093089i
0.005097+0.046093i,0.018018+0.067548i,0.050617+0.057823i,0.049836+0.011129i,0.011072-0.021937i,-0.015759-0.032711i,-0.013754-0.042471i,-0.0025261-0.0403i,0.0024732-0.024874i,0.0012699-0.012599i,0.00074396-0.0067524i,-0.00021961-0.0044768i,-0.0035518-0.0030913i,-0.0074969-0.0013826i,-0.0093556-0.0001318i,-0.0063029-0.00093587i,-0.0026419-0.0016471i,-0.0021653-0.00020668i,-0.0019324+0.0026901i,-0.00054237+0.004949i,0.0013794+0.0051319i,0.002199+0.0032889i,0.0013636+0.0016521i
0.046119+0.013754i,0.069885+0.0064121i,0.078061-0.027022i,0.044094-0.041464i,0.0079773-0.015741i,-0.0095958+0.0074591i,-0.026783+0.0018797i,-0.033247-0.0082758i,-0.022189-0.0079465i,-0.010447-0.0052252i,-0.0054986-0.0045976i,-0.0029016-0.0029686i,2.8e-05+0.00079091i,0.00049723+0.0053302i,-0.0012169+0.008035i,-0.0031165+0.006165i,-0.0039392+0.0038143i,-0.0026524+0.0034798i,0.0010564+0.0031868i,0.0047763+0.00224i,0.0055153+0.00027473i,0.0046689-0.00025572i,0.002798+0.00060092i
0.029491-0.035519i,0.028202-0.058311i,0.0030494-0.079063i,-0.017102-0.059536i,-0.0025199-0.028594i,0.010653-0.012298i,-0.0038471+0.0066852i,-0.015573+0.020416i,-0.011958+0.016306i,-0.0072984+0.0095155i,-0.0056732+0.007486i,-0.0035077+0.0057528i,0.00012106+0.003964i,0.0050129+0.0040336i,0.0081313+0.0050561i,0.0064543+0.0057345i,0.0030773+0.0048922i,0.0030699+0.002999i,0.0046848-9.3966e-05i,0.0043261-0.0024802i,0.0025576-0.0030063i,0.0022462-0.0033402i,0.0026162-0.0026947i
-0.018702-0.042304i,-0.040971-0.04412i,-0.068389-0.030196i,-0.061487-0.013221i,-0.036198-0.020538i,-0.021053-0.024581i,-0.0036862+0.0012647i,0.011868+0.019583i,0.010274+0.013829i,0.0040961+0.0060315i,0.0028585+0.0024736i,0.00090574-0.0015535i,-0.0017563-0.0042368i,-0.0012478-0.005923i,0.00084312-0.0072706i,0.0028431-0.0056365i,0.0046409-0.0023224i,0.0040142-0.00084144i,0.0012085-0.0017875i,-0.0014392-0.0034266i,-0.0021033-0.0037103i,-0.0011429-0.0034101i,-0.00014012-0.0028513i
-0.042328-0.00082943i,-0.048916+0.022296i,-0.045872+0.052956i,-0.031965+0.052343i,-0.03266+0.030538i,-0.032111+0.019312i,-0.0013878+0.0098669i,0.021443-0.0049946i,0.014701-0.008641i,0.0066055-0.0056164i,0.0035938-0.0075931i,-0.0010272-0.0062726i,-0.0038944-0.0022627i,-0.0061805-0.0032514i,-0.0092501-0.00534i,-0.0080597-0.0049682i,-0.0036614-0.0035988i,-0.0011236-0.0023223i,-0.0014996-0.001139i,-0.0025904+0.00042452i,-0.0029318+0.0016863i,-0.0033019+0.0015975i,-0.0025525+0.00068226i
-0.01765+0.039307i,0.006426+0.053363i,0.039786+0.062453i,0.048969+0.050232i,0.032785+0.041179i,0.021865+0.03266i,0.017068-2.786e-07i,0.0043013-0.024473i,-0.003281-0.016207i,-0.0031375-0.0041415i,-0.0063121-0.00051579i,-0.0071275+0.0031639i,-0.0036693+0.0061716i,-0.0039481+0.0073147i,-0.0068927+0.0080744i,-0.0066686+0.0069123i,-0.0039251+0.0033424i,-0.0020405-0.00017734i,-0.00096433-6.1975e-05i,0.00015096+0.00232i,0.00057757+0.0040336i,0.00042961+0.0044486i,0.00064016+0.0032036i
