-0.0027187+0.0021444i,-0.0025669+0.0011315i,-0.0025505+0.00093864i,-0.0010177+0.0014895i,0.00015957+0.0027646i,-0.00020078+0.0034191i,0.00024951+0.0027037i,0.0009403+0.0015105i,0.00045875+0.00063112i,1.149e-05+1.6263e-05i,1.0463e-05-0.00073867i,-0.00054029-0.00082098i,-0.00037875-0.00085564i,0.00025908-0.0014293i,0.00011404-0.0010703i,-0.00010391+3.3244e-05i,-0.00066324+0.00050774i,-0.00079854+0.00063957i,-0.00072487+0.00034834i,-0.00060638+7.2874e-06i,0.00010227+0.00027383i,0.00048142+0.00053412i,0.00026761+0.00042879i
-0.0017826+0.00047633i,-0.0022366+0.00037412i,-0.0028339+0.00068734i,-0.0013709+0.0015811i,0.00067423+0.0018011i,0.00078285+0.0012147i,0.00055445+0.00026656i,0.00030786+0.00071588i,-0.00026777+0.00058101i,-7.6633e-05-0.00038637i,-0.00031013-0.00030761i,-0.00017806-0.00023203i,0.00031062-0.00020357i,0.00058243+0.00037811i,0.00023951+0.00021776i,-0.0010139-0.00054773i,-0.0012816-0.00028467i,-0.00046847+0.00032944i,0.00036981+0.00023898i,0.00043924+0.00013355i,0.00013126+0.00035922i,0.00026605+0.00050002i,0.00016562+0.0012556i
-0.00017169-0.0014946i,-0.00065416-0.00037525i,-0.0012556+0.00066937i,-0.00025922+0.00048675i,0.00073584+0.00054482i,0.00094807+0.0011166i,0.000161+0.00081726i,-0.00038532+7.4592e-05i,6.1513e-05+0.00042369i,-0.00027414+0.00091876i,-0.00053257+0.0011393i,-0.00020184+0.0010016i,-3.4923e-05+0.00012876i,-1.5926e-05-0.00019248i,-0.00017889+0.00018325i,0.00032861+0.00030629i,0.00085644-0.00078202i,0.00050188-0.00071067i,-0.00019048+0.0005409i,-0.00043353+0.00093741i,-0.00053731+0.00066233i,-0.00040718+0.00084106i,-0.00041576+6.7377e-05i
-0.001683+0.00042306i,-0.0010153-0.00052453i,-0.00088711-0.00030566i,-0.00050185+0.0004919i,0.00022392+0.00020282i,0.00026067+0.00035722i,-0.00024014+0.0011726i,-0.00039187+0.0008316i,0.00028921+0.00014977i,0.00082528+0.00031188i,0.0003567+0.00025752i,0.00022124-0.00056246i,0.0010704-0.00025283i,0.0011538-0.00032179i,0.00093766-0.0010825i,0.0005995-0.00097083i,-0.00032994-0.00027229i,-0.00092858+0.00012033i,-0.00074092+6.1783e-05i,-0.00016208+2.5697e-05i,-0.00047839-0.00049122i,-0.00071049-0.00066986i,-6.4052e-05+5.0583e-05i
-0.0020419-0.00082787i,-0.0019181-0.00020452i,-0.001645+0.0014772i,-0.00072162+0.0022943i,0.00033087+0.0020937i,0.0010812+0.0012218i,0.00095869+0.00047178i,0.0006438-0.00019202i,0.00010003-0.00031944i,-0.00097345-2.7269e-05i,-0.0007708-9.7813e-05i,-6.6921e-05-0.00029494i,6.0518e-05-0.00059932i,0.00048794-0.0010092i,0.0011047-0.00035901i,0.00025315+0.00035983i,-0.00079528-0.00035884i,-0.0011036-0.0012582i,-0.0011771-0.00091714i,-0.0007027-0.00011013i,0.00035517-6.4425e-05i,0.0012393+0.00013351i,0.00036181+9.8096e-06i
-0.00039983-0.00010961i,0.00054097+0.0022145i,0.00077562+0.0010995i,-0.00037691-0.00057912i,-0.0015755+0.00051854i,-0.0014232+0.0013027i,-0.00021434+0.0006972i,0.00037126+0.00048564i,0.00029234-0.00042171i,0.00014484-0.00097059i,0.00030724-6.462e-05i,0.00046177-9.5641e-05i,0.00047544-0.00021021i,0.00053732-1.4803e-05i,-0.00016126-1.2714e-05i,-0.00027343-0.0002064i,2.8098e-05-0.00011273i,0.00018826+0.00017607i,0.00029822-0.00036049i,-0.00031267-0.00050928i,-0.00032789+0.00020392i,-0.00041674+0.00063124i,-0.0010639+0.00017711i
-0.0012298+0.0002401i,-0.0013614+0.00079062i,-0.0013989+0.0022495i,-0.0022212+0.0037255i,-0.0014359+0.0032567i,0.00045878+0.0020388i,0.00080664+0.00055285i,0.00040512+0.00023824i,-0.00051731+0.0011706i,-0.00053043+0.0012238i,0.00010263+0.00058701i,0.00026434-0.00021794i,0.00061959-0.0004014i,0.00054916-0.00026261i,0.00023407-0.000152i,0.00049024+0.00021967i,0.00024526+0.00029112i,-8.2487e-05+0.00058229i,-8.6886e-05+0.00073785i,-0.00037777+0.0004825i,-0.00020181+0.00035395i,-3.4939e-05-0.00019379i,-0.00015916-0.00045342i
-0.00093375+0.00062086i,0.0006606+0.0012183i,0.0015131+0.0014433i,0.002105+0.0018733i,0.0019443+0.0012918i,0.0011777+0.00045562i,0.00036992+0.00040964i,1.2989e-05+0.00023838i,-0.00034814+9.1543e-05i,-0.00045927+4.0677e-06i,3.8118e-05+0.00046672i,-0.00012517+0.0010067i,-0.0010874+0.00021727i,-0.0013485-0.00060895i,3.6066e-05-0.00015739i,0.0011687+0.00055821i,0.00040963+0.00054661i,-0.0006081+0.00032404i,-0.00047957+0.00067391i,-0.00060097+0.0005222i,-0.00090486+0.00025038i,-0.00073212+0.00039055i,-0.00067106-3.0198e-05i
-0.00084373-0.00012596i,-0.00105-0.00081014i,-0.00064262-0.00026661i,-0.00052658+0.00090362i,-4.8959e-05+0.0011393i,0.00079464+0.00037619i,0.0013045+3.8329e-06i,0.00072816+0.00012056i,0.00032891+0.00040306i,0.00045699+0.00043106i,0.00038982+0.00016873i,0.00067289+6.0859e-05i,-4.06e-05-4.8746e-05i,-0.00038021-0.00073923i,0.00019337-0.0010319i,0.00026881-0.00050899i,-0.00079399-5.2069e-05i,-0.0012376-9.9022e-05i,-0.00033168-0.00046019i,0.00020988-0.00080939i,0.00010008-0.00096225i,-0.00041768-0.00018574i,-0.00039885+0.00011765i
-0.0012581+0.0025761i,-0.00095057+0.0026112i,-0.00010484+0.0027062i,0.00074474+0.001911i,0.00063512+0.0016271i,-0.00051671+0.00084793i,-0.00064062+0.00011883i,-0.00026335-0.00011863i,-0.00017076+0.00023988i,-0.0001359+0.00023946i,-0.0002171-0.00043536i,0.00012455-0.00059276i,-0.00012904+1.7311e-05i,-0.00040941-7.2425e-05i,-0.00049967-0.0010931i,-0.00050583-0.0016264i,-0.00012021-0.00097599i,0.00046293-0.00037638i,0.00069506-0.00015922i,0.00066729+0.0002929i,0.0002753+0.00016072i,-8.303e-05-0.00013419i,-0.00011111-0.00057562i
-0.0011838-0.0014914i,-0.00039711-0.00085008i,-0.00028247+0.00038848i,-9.2599e-05+0.0018166i,0.00056501+0.002381i,0.0012767+0.0014942i,0.0011818+0.00072323i,0.0010732+0.00047156i,7.5508e-06+0.00051058i,-0.00034247+0.00075281i,0.00015761-1.1786e-05i,0.00034617-0.00025692i,0.00017767+4.35e-05i,-0.00049683-0.00090407i,-0.00042638-0.00068257i,-0.00014799-0.0003599i,0.00010546-0.00011581i,0.00056173+0.00027123i,0.00037884+7.5707e-05i,-0.00027915+0.00018647i,-0.0010073-0.00012402i,-0.0011649-0.00077148i,-0.00025215-0.00028577i
0.00042116+0.0013254i,0.00094114+0.00011066i,0.00091475+0.00033703i,0.00073458+0.00044004i,0.00015529+0.00050585i,-0.00031078+0.00079499i,-0.0003113+0.00041598i,-0.0001136+3.441e-05i,-0.00018429-0.0001937i,-0.00033039-0.0010698i,-0.00022989-0.00089988i,-0.00017871-0.00015807i,0.00028361+0.0005081i,0.00019363+0.00040117i,0.00015249-0.00033981i,0.00029087-0.00052196i,-0.00050661-0.0010377i,-0.00083584-0.00032789i,-0.00092951+0.0006161i,-0.00049848+0.00060224i,-0.00020389+0.00073455i,0.00018807+0.00012823i,0.00088958-4.8834e-05i
0.00042786-0.0006859i,7.4256e-05-0.00082637i,-0.00038098-0.00065082i,-0.0003628-9.0281e-05i,7.9459e-05+0.00038209i,0.00041787+5.3752e-05i,-0.0004712+0.00019557i,-0.0010678+0.00064609i,-0.00087378+0.00019704i,-0.00019766-0.00064061i,0.00042406-0.0015545i,0.0011096-0.0014564i,0.00094567-0.00084353i,0.00068545+0.00036281i,0.00090133+0.0012354i,0.0008492+0.00090591i,0.00033954+0.00011592i,-0.00030882+0.00063069i,-0.00075325+0.0015189i,-0.00018266+0.00054586i,0.00099032-0.00078548i,0.0016347-0.00035863i,0.00034342-8.9315e-05i
0.00015173+0.00031447i,-0.0002172+4.2014e-05i,-4.5064e-05-0.00034692i,0.00046628+0.00083728i,0.0015344+0.0019388i,0.00084214+0.0016354i,-2.9608e-05+0.00070652i,0.00019741+0.00029249i,0.00023423+0.00040991i,0.0001944+9.1927e-05i,3.2264e-05-0.00017498i,-0.00040673-0.00034401i,3.4804e-05-0.00065925i,0.00083551-0.00028422i,0.00024927+0.00036185i,0.0002291+0.00045649i,0.00049032+0.00020149i,0.00090502-7.3734e-05i,0.0016659+0.00013227i,0.0014644+0.00075541i,0.00065909+0.00095078i,0.00013493+0.00036373i,0.00041613-0.00021931i
0.00043661-0.0012935i,0.00034748-0.00057884i,0.00077352+0.00037352i,0.00025329+0.00019995i,-0.00019086+0.00040495i,0.00037956+0.00063339i,0.00067074-0.00012288i,0.00040426-0.00068594i,0.00095504-0.00091524i,0.0009566-0.00046946i,7.4558e-05+0.00032568i,-0.00010418+0.00041894i,9.7263e-05-3.9039e-06i,-0.00016828+3.0841e-05i,-0.00045013-1.752e-05i,0.00037875-0.00042993i,0.0011653-0.00055387i,0.0005062-0.00057315i,-0.00049053-8.5878e-05i,-0.00063012+0.00065256i,-0.00026931+0.00033246i,-0.00071655-6.5647e-05i,-0.00052639-0.0003043i
-0.0015674+0.00078922i,-0.0017342+0.001172i,-0.0012534+0.0013433i,0.00025845+0.0020542i,0.0010495+0.0020032i,0.00015528+0.0016027i,-0.00036749+0.0012378i,-0.00048341+0.00071996i,-0.00055863-0.00045534i,-0.00046249-0.0014625i,0.00010446-0.00096087i,0.00068655-0.0003196i,0.00039348-7.925e-05i,2.723e-05+0.00037677i,0.00047753-3.9903e-05i,0.0011027-0.00083114i,0.0010482-0.00034813i,0.00023431+0.00035422i,0.00018887+0.00037547i,0.00071512+0.00014865i,0.00089922+3.427e-05i,0.0012724-0.00022075i,0.0010399-0.00022692i
0.00037538+2.1549e-05i,1.1935e-06+0.0003084i,-0.00027124+0.00039994i,-0.00015293+0.00087085i,0.00088137+0.0016412i,0.00046226+0.0011817i,-0.0004558+0.0004911i,-0.00038373+0.00065593i,-0.00081553+0.00097598i,-0.00087527+0.00085036i,-0.0005547+0.00038313i,-0.00084301+7.3469e-05i,-0.00072016-0.00059492i,-0.00054844-0.00038921i,-0.0011186-1.654e-05i,-0.0008948+8.8446e-05i,4.664e-05-4.4475e-05i,0.00042085-0.00036744i,-0.00054609-1.2845e-05i,-0.00087944-0.00049265i,-0.00041525-0.00080907i,-0.00053979-0.00018701i,-0.00015976+2.7461e-05i
0.00083823+0.00079898i,-0.00019172+0.00056845i,-0.0009087+0.00020758i,-0.0009413+0.0013597i,-0.00041204+0.0014181i,0.0011439+0.0013436i,0.0017465+0.0011457i,0.00027584+0.00047641i,-0.00038172+0.00018979i,-0.0001805+0.00011199i,-0.00055587+0.00048656i,-0.00031628+0.00074023i,0.00092076+0.00017516i,0.0012391+0.00030415i,0.00068444+0.00053256i,-0.00026427-7.5245e-05i,-0.00051555+0.00026612i,7.872e-05+0.0011967i,0.00030267+0.001133i,4.7493e-05+7.8109e-05i,0.00031771-0.00070444i,0.00072235-0.00058505i,1.3543e-05-3.9612e-05i
-0.00033071-0.0011451i,-4.9923e-05-0.00034003i,7.6392e-05+0.00037234i,4.7165e-05+0.00078131i,-0.00013878+0.00076257i,-0.00043466+0.00041806i,-0.00054811-5.6507e-05i,-0.00066553-0.00044894i,-0.00026373-0.0002246i,0.00015779-0.00045998i,-0.00015961-0.0004557i,1.4246e-05-0.0001998i,0.0002156-0.00030776i,-0.0005904-0.00019784i,-5.9794e-06-0.00028317i,0.00098819-0.00016668i,0.00058359+0.00082996i,-0.00067054+0.0004444i,-0.0013531-0.0012023i,-0.00087739-0.0016187i,-0.00023443-0.001079i,-0.00027798-0.00032106i,-0.00015751+0.00032681i
0.00083544+0.00058185i,0.00054439+0.00065273i,-0.00040997+0.00085864i,-0.00046491+0.0015435i,0.00029232+0.0015653i,0.0010711+0.0013971i,0.00079091+0.0012262i,0.00021398+0.00039874i,0.00035182-0.00026381i,0.00077647-0.00024978i,0.00059517-0.00010038i,0.00037513+8.9968e-05i,0.00034941-6.5579e-05i,0.00037844-4.1451e-05i,0.0002046+0.00014958i,0.00041742+0.00025746i,0.00037472+0.00013297i,0.00035592+0.00010832i,0.00054963+0.00074444i,0.00023748+0.0011114i,-3.402e-05+0.0014341i,0.00022638+0.00088136i,0.00017169-0.00010809i
9.3681e-05+0.00022555i,0.00026932-0.00010303i,-7.576e-05-0.00036945i,-0.00024712+0.00068456i,-1.0015e-05+0.0011291i,0.0005794+0.00055798i,0.00084769+0.00038996i,0.00065186+0.00065188i,0.00032404+0.0010985i,-0.00059302+0.00082982i,-0.00087138-0.00033658i,-9.8597e-05-0.00061338i,0.00030159+0.00010344i,0.0005908+0.00079167i,0.0010174+0.00045201i,0.0015503-1.8165e-06i,0.00076359+0.00028497i,-0.00031373+0.00043013i,-0.00066622+9.1984e-05i,-0.00075211-0.00074994i,-0.00070579-0.00091467i,-0.00061929-0.00038368i,-0.0002963-0.000126i
-0.0022423-0.0015871i,-0.0029906-0.00059286i,-0.0034314+3.2633e-05i,-0.0023827+0.00103i,-0.0010242+0.0020416i,-0.00027098+0.0016121i,-0.0004197+0.00046297i,-0.00069777-0.00021263i,-0.00041614-7.0209e-05i,-0.00069674+0.00072797i,-0.00074843+0.00088107i,0.00057682+0.00044477i,0.00091286-0.00063751i,0.00022383-0.0014854i,1.9467e-05-0.0015505i,0.00018223-0.00097062i,-0.00030576-0.00055843i,-0.00018746-0.00013329i,0.00020146+8.5926e-05i,-0.0001308+0.0002654i,0.00010978+0.00024359i,0.00024865-0.00016128i,-0.00037962-0.0011349i
-8.8166e-05-1.6383e-05i,0.0010092-0.00019093i,0.0006692-0.00029135i,0.00051889+9.4599e-05i,0.0010994+0.00086721i,0.00040199+0.0015776i,-0.00028414+0.00057067i,0.00045731-0.00062812i,0.00074576-0.00079354i,0.00011453-0.00070389i,-0.00022345-0.00035859i,0.00024879-7.3939e-05i,0.00021301-0.00023269i,7.3614e-06-0.00035967i,-0.00074639-0.0003661i,-0.0014308-0.00080728i,-0.00026337-0.00038741i,0.00019461+0.00031028i,-0.00065593+4.8701e-05i,-0.00034681+5.9644e-05i,-0.00018413+0.00014146i,7.9431e-05+0.00020831i,0.00032405+0.00049117i
0.00050506+0.00035605i,0.00042451+7.9622e-05i,0.00026772+0.00058999i,0.00081684+0.0010113i,0.00042007+0.0012734i,-0.00031209+0.00095132i,0.00053469+0.00060972i,0.0013367+0.00028212i,0.00071767-0.00047462i,0.00032519-0.00071364i,-0.00035937+0.00022517i,-0.0013442+0.00044266i,-0.0013467-7.9271e-05i,-0.00019095-0.00018894i,0.00027145+0.00059935i,-1.6467e-05+0.00072955i,-0.00063251+9.9656e-05i,-0.00049377-0.00010403i,-0.00015629-0.00011002i,2.0933e-05+0.00037498i,0.00013235+0.00070927i,0.00044626+0.00035774i,0.0005393+0.00034518i
-0.0002279-0.0011034i,-0.0014922-0.0011318i,-0.0017479-0.0011827i,-0.0015469-0.00022223i,-0.00094692+0.00081652i,-3.1349e-05+0.0011493i,8.9835e-05+0.00018806i,6.396e-05-0.00056586i,-0.00043423-0.0011521i,-0.00036773-0.0009485i,8.8763e-05+0.00032676i,-5.2078e-05+0.00078639i,0.00042223+0.00073522i,0.00062282+0.00054783i,0.00045202+0.00059089i,0.00039668+0.00074045i,0.00049204+0.00054444i,-5.443e-06+0.00019348i,-0.0005532+0.00033648i,-0.00077864+0.00089691i,-0.00058329+0.00059312i,2.5655e-05+0.00032231i,0.00026478+0.00015802i
-0.00061112+0.00027826i,0.00054111+0.00050829i,0.0003006+0.0018203i,-0.00099535+0.0019701i,-0.0010992+0.00080468i,-0.00027742-0.00041438i,-4.3907e-05+2.3542e-05i,-0.00012339+0.00053773i,-0.00013297-0.00016201i,0.00016091-0.00053186i,0.00078059+0.00060446i,0.00014344+0.00089801i,-0.00067216-0.00015814i,-0.00084962-0.00072249i,-0.00069787-0.00022676i,-0.0002588+0.00048796i,-0.00057292-0.00022392i,-0.0007866-0.00056651i,-0.00058015-0.00042063i,-0.00086752-0.00062809i,-0.0002054-7.3381e-05i,0.00013672+0.00032271i,0.00051545+1.3247e-06i
-0.0015055-0.00053093i,-0.0011364-0.0017401i,-0.0012009-0.0011652i,-0.0015716+0.00061759i,-0.0011112+0.0017641i,-0.00063857+0.0017859i,-5.9875e-05+0.00086594i,0.00043658+0.00022083i,0.00056009+0.00055676i,-0.00011753+0.00082446i,-0.00069655-0.00021581i,-0.00077521-0.00045007i,-5.919e-05-0.00082443i,0.0010507-0.00044099i,0.0010256+0.00034069i,0.00063823+0.00029416i,0.00018208-0.00014101i,-0.00031367-0.00099748i,0.00020063-0.00044273i,0.00023484+0.00090779i,6.3176e-05+0.0011582i,0.00075176+0.00089124i,0.00066271-0.00021512i
0.00059376+0.0016532i,0.0014866+0.0019644i,0.0026039+0.0014269i,0.002257+0.00033469i,0.00047226+0.00024832i,-0.00049326-0.00017595i,-0.00023908-0.001129i,0.00021342-0.001265i,0.00045662-0.00070491i,0.0011906-0.00061106i,0.0010533-0.00041241i,0.00029298+0.00017253i,-0.00011396+0.000931i,4.208e-05+0.00084733i,0.00034074+2.3035e-05i,0.00054752-0.00029489i,0.00031503-0.00069532i,-9.125e-05-0.00073568i,-3.5521e-06+0.0001392i,-5.693e-07+0.00056124i,-9.2467e-05+0.00037436i,7.4012e-05+0.00014941i,0.00082657+0.00015793i
-0.00059169-0.0015194i,-0.0015177-0.0012701i,-0.0025256-0.00053845i,-0.0014424+0.0011345i,0.00013294+0.0019636i,6.4015e-05+0.0018859i,-3.1597e-05+0.0012329i,-2.0319e-05+0.00076019i,-0.00010565+8.7734e-05i,-9.7982e-05-1.2095e-05i,-5.034e-06+0.00072651i,0.00057307+0.00085871i,0.00096623+0.00083252i,0.00019818+0.00053648i,-0.00022284-0.00041355i,-2.6891e-05-0.00063156i,0.00013987-8.3667e-05i,0.00028137-4.5301e-05i,-0.00022699-0.00040824i,-0.001005-0.00066896i,-0.00055979-0.00050956i,0.00058275+0.00025809i,0.00045878+0.0007914i
-9.2372e-05+0.00013853i,-0.000407+0.00050517i,-0.00017548+0.0010559i,0.00077149+0.001514i,0.0016647+0.002377i,0.0013701+0.0027206i,0.0010967+0.0014205i,0.00017397+0.00018037i,-0.00034799-0.00039925i,8.1819e-05-0.00036507i,0.00018119-2.7665e-05i,0.00064926-0.00015953i,0.0016615-0.00029986i,0.001118+0.00048993i,-0.00041105+0.00013348i,-0.00059721-0.00028201i,-1.8166e-05-0.00017591i,0.00029256-0.00015138i,0.00033636+0.00043148i,0.0004463+0.00027958i,0.00037821-0.0002271i,-9.9543e-05+1.4551e-05i,-0.00055429+0.00044621i
0.00092257+0.0013976i,0.0003445+0.0010141i,0.00021814+0.00099165i,0.00023546+0.00039823i,0.00093054-0.00064168i,0.00087062-0.00077581i,2.3066e-06-0.0003569i,-0.00047801-0.00038969i,7.6791e-05-0.00054393i,0.0006612-0.00071291i,0.00010974-0.00072288i,-0.00052307-0.00038309i,-0.00056204-0.00058149i,-1.5593e-05-0.0004474i,0.00020069-5.9653e-05i,-0.000532+0.0005476i,-0.00043123+0.00039778i,-4.1306e-05-4.9961e-05i,5.9665e-05+9.4395e-05i,3.2369e-05+0.00046848i,-4.5485e-05+0.00030304i,7.9734e-05-7.3363e-05i,0.000578+9.1637e-05i
0.00062255+0.0014556i,0.00044341+0.0018665i,-4.9165e-05+0.0017387i,-0.00058721+0.0012133i,-0.00084556+0.00093526i,-0.00019304+0.00079351i,5.9583e-05+0.00043041i,6.0122e-05+0.00018146i,0.00014143-1.1712e-05i,7.4004e-05-8.6337e-05i,-0.00025841+0.00022209i,-0.00063508-9.2498e-05i,-9.8004e-05-0.0001057i,0.00069499+0.00027149i,0.00032605+0.00024047i,-0.00050828+0.00030527i,-0.00059564+0.00051548i,-0.00041594+0.00026491i,-0.00013482-0.00038013i,8.9204e-05-0.00014191i,0.001158+0.00036229i,0.0015161+0.00018662i,0.00054992+5.7272e-05i
0.0013367-0.00031443i,0.00027755-0.00030231i,-0.00013168-0.00034564i,-0.00073728+0.00067124i,-0.00083443+0.0012124i,-0.00063822+0.0011122i,-0.00095473+0.0014498i,-0.00094795+0.00099024i,-0.0010308+8.3004e-06i,-0.00092712-8.7043e-06i,-0.00069096+0.000198i,-0.00053994+5.5415e-05i,-0.00015135-0.00018961i,0.00013575-0.00059598i,-0.00012501-0.00034115i,-0.00056247+0.00045763i,-0.00028377+0.0011633i,0.0003606+0.0013349i,-0.00040895+0.0012917i,-0.0012352+0.00054847i,-0.00086172+0.00022551i,-0.00040423-0.00034218i,-0.00025515-0.0012851i
0.0009431-0.00098806i,0.0013896-0.0013486i,0.00086772-0.00070978i,0.0011117+0.00058655i,0.0013417+0.0013207i,0.00018366+0.0014341i,-0.00046862+0.0007983i,-0.00076204-0.0006439i,-0.00079959-0.0010344i,-0.0004712-0.00092099i,-0.00065701-0.00076925i,-0.00087032-0.00047366i,0.00020391+0.0001521i,0.00011133+0.00017727i,-1.7518e-05-0.00012152i,0.00014329+0.00072224i,-0.00064333+0.00049759i,-0.0012574+0.00018531i,-0.00055111+0.00050128i,0.00025187+9.0065e-05i,0.00045621-3.6135e-05i,0.00014531+3.3175e-06i,-0.00018089+0.0001074i
0.00083266+0.00088693i,0.0024126+0.00037227i,0.0022194+5.6653e-05i,0.0018167-5.5237e-05i,0.0018299+0.00020921i,0.0011658+0.0001339i,0.00049323-0.00056581i,-0.00048151-0.00086072i,-0.00069981-0.00035025i,-0.00037818+0.00031536i,-0.00017994+0.00018418i,-0.00020645+6.7441e-05i,-0.00060101+0.00016766i,3.5572e-05+0.00041393i,0.00058402+0.00057646i,0.0013159+2.9787e-05i,0.0020964-0.00025803i,0.0019355+0.00014346i,0.0008237+0.00024832i,-0.00039547+0.00058115i,-0.00032299+0.00063366i,0.00021917+8.1698e-05i,0.00053037-3.9259e-05i
0.0015376+0.0011299i,0.0018536-1.0682e-05i,0.0010863-0.00080978i,0.00052221-0.0011709i,-0.00031269-0.00063543i,-0.00070482+0.00077438i,-0.00063996+0.00079294i,-0.00055899+0.0002958i,0.00013674-0.00030588i,9.7878e-05-0.00048171i,-0.00029847-0.0004592i,0.00040621-9.0862e-05i,0.00092363+0.00055735i,0.00058971+7.2692e-05i,0.00026086-0.000351i,0.00074361-0.00045936i,0.0010952-0.00077727i,0.0008002-7.8755e-05i,0.00017897+0.00041166i,-0.00028243-0.00023313i,-0.00080783-0.00031772i,-0.0013304+7.0259e-05i,-0.00011379-0.00030596i
0.00096817-0.0018827i,0.00020418-0.0030202i,-0.001021-0.0029037i,-0.0016245-0.0014752i,-0.001314-0.0001867i,-0.00074076+0.0014011i,-0.00021883+0.0022887i,-0.00023955+0.00080671i,0.00028814-0.00070187i,0.00073768-0.00077272i,0.00039825+0.00016545i,-0.00025075+0.00097118i,-0.0005126+0.0007866i,0.00046829+0.00017111i,0.0011495-0.00074519i,0.00062862-0.00051807i,0.00017457+0.00015554i,4.2331e-05+0.00011641i,0.00024124+0.00047239i,0.00021089+0.00022907i,0.00015097-0.000729i,0.00068389-0.00043644i,0.00095417+0.00051796i
0.0014158-4.4027e-05i,0.00089386+3.2044e-05i,0.00077553-0.00012071i,0.00091976-0.00033838i,0.00035027+0.00061493i,-2.5595e-05+0.0011864i,0.00051387+0.00089246i,0.00047629+0.0004628i,-0.00036083-0.00017867i,-0.0010445-0.00085125i,-0.0010292-0.0008613i,-0.00089345-7.0386e-05i,-0.00083295+0.00080169i,-0.0010138+0.0003948i,-0.00038455-0.00025328i,0.00012918-0.00012164i,0.0001016+0.00018236i,-0.00023974+0.00063844i,-0.00050635+0.00060273i,-0.00033285+0.00064147i,-0.00020212+0.0006221i,-1.0765e-05-0.0001637i,0.00020696-0.00067782i
6.6399e-05-0.00094025i,-0.00020749-0.00083363i,-0.00035578-0.000522i,1.8335e-05-0.00023877i,0.00065578+0.00070996i,0.00054157+0.0017502i,7.2478e-05+0.00063403i,-0.00017861-0.00041867i,-0.00045346+7.813e-05i,9.6123e-05-0.00031512i,0.00051642-0.00044411i,0.00023373+0.0003346i,-0.00032071+0.00060816i,-0.00074365+0.00044029i,-0.00049411+0.00027509i,-8.1344e-05+0.00043271i,3.2809e-05+0.0004449i,-9.0852e-05-0.00016501i,-0.00020218-0.0011465i,-3.2881e-05-0.0012673i,-0.00025053-0.00104i,-0.00024158-0.00075727i,-0.00036009-0.00064717i
0.0013836-0.0006478i,0.00027276-0.0011149i,-0.0002943-0.00055047i,-0.00034134+0.00023192i,-0.00046194+0.0014887i,-0.00030237+0.0023079i,-0.00035602+0.0014791i,-0.00017508+0.00024112i,0.00016353-0.00021041i,-8.703e-05+0.00046586i,-0.00060649+0.00081279i,-0.00049165+0.0006303i,4.2179e-05+6.0334e-05i,0.00059397-0.00030801i,0.00069264-7.8914e-07i,0.00038895+0.00032616i,7.3539e-05+0.0007142i,-0.00053809+0.00071313i,-0.0010997+0.00019542i,-0.00084052-0.00083126i,-0.00070115-0.0013815i,-0.00082874-0.00088579i,-0.00052877-0.00023889i
-0.0024808+0.000409i,-0.0022642+0.00072644i,-0.002136+0.0018145i,-0.0004664+0.0025929i,0.0012908+0.0026647i,0.00066018+0.0017553i,0.00059365+0.00043589i,0.00045752+0.0005414i,-0.00032693-9.2446e-05i,-0.00015925-0.00061872i,0.00046184+0.00052643i,0.0006042+0.00044682i,0.00052816-0.00066363i,0.00061092-0.001262i,0.00032522-0.0004163i,0.00027451+0.00077624i,0.00028305+0.00040926i,9.0322e-05-0.00016757i,-0.00061712+0.00040036i,-0.00086618+0.0001958i,-0.00019533-0.00051594i,-0.00017385-0.00053233i,-0.00064059-0.0010027i
-0.0015893-0.00035532i,-0.0012012+0.00036378i,-0.001519+0.00045412i,-0.0014227+0.00096278i,-0.00054144+0.0016316i,0.00034437+0.0011112i,0.00041022+0.00031863i,-3.9642e-05-0.00015203i,-0.00029479-0.00021377i,0.00032536+0.0004334i,0.00063487+0.0011978i,0.0001364+0.00095918i,0.00014284+0.00034912i,0.00035251-8.2238e-05i,0.00024891+0.00017507i,0.00021452+0.00048758i,-0.00010973+0.00043138i,-0.00065417+0.00037874i,-0.00071573+0.00058451i,-0.0010866+0.00061812i,-0.001455+0.00062673i,-0.00095878+0.00056045i,-0.00070436-0.00049839i
-0.0010003+0.0018879i,0.00022036+0.0026025i,0.0010004+0.0028065i,0.00098326+0.0026752i,0.0015619+0.0020483i,0.0022106+0.00086982i,0.0013111+0.00021521i,0.00027879-0.00022176i,5.5841e-05-0.0011841i,0.00036928-0.00081762i,-6.7773e-05+0.00050878i,0.00015027+0.0012808i,0.00076663+0.00078006i,0.0001313+0.00048829i,-0.00031651+8.3432e-05i,0.0001603-8.6834e-05i,0.00025956+0.00033739i,0.00022405+0.00050763i,7.2065e-05-0.0003011i,5.4239e-06-0.00032514i,-0.0002168-0.00066284i,-0.00035351-0.00093827i,0.00037867-0.00070122i
