-0.0043175+0.0006355i,-0.0015691+0.00034335i,-0.0007279+0.0014642i,-0.00064256+0.0021328i,-0.00018489+0.0030056i,0.00068669+0.0033396i,0.0012596+0.0027448i,0.0011017+0.00171i,0.0005022+0.00048435i,0.00069172+1.1569e-05i,0.0014247-0.00026474i,0.00075743-0.00090965i,-0.00036318-0.0012094i,-0.00057546-0.00089017i,-0.00034825-0.00059166i,-0.00029963+0.00035895i,-0.00025326+0.0012317i,0.00025587+0.00056608i,0.00032838-0.00055442i,-6.8682e-05-0.00011996i,2.2686e-05+0.00065102i,0.00035253+0.0004358i,-0.00043597+0.00036525i
-0.0026323+0.002032i,-0.00057623+0.0039306i,0.0005662+0.0051279i,0.00055618+0.0036461i,0.00062396+0.00013958i,0.00013272-0.0013992i,-0.001144-0.0023184i,-0.0022728-0.0046613i,-0.0026508-0.0063215i,-0.0023703-0.0058734i,-0.0015443-0.0043965i,-0.00076881-0.0021928i,-0.00054793+0.00011719i,-0.000551+0.0012835i,-1.038e-05+0.001593i,6.8443e-06+0.0014081i,0.00024399+0.00082771i,0.00061827+7.8205e-05i,0.00015647+0.00073781i,-0.00026458+0.00077488i,0.00011771-3.2159e-05i,0.00062031-0.00044673i,0.00034815-0.00073453i
0.0016068-0.0028367i,4.5435e-05-0.0020896i,-0.00059285-0.00036472i,-0.00052887+0.00097502i,-0.0024655+0.00085138i,-0.0046469+0.00046949i,-0.0052388+0.0010958i,-0.0050977+0.0016075i,-0.0054891+0.00043737i,-0.0050574-0.00075849i,-0.0025671-0.0011222i,0.00041523-0.0012758i,0.0025298-0.00091258i,0.0033637-0.00058177i,0.0029213-0.00038029i,0.0020797-0.00045221i,0.0016468-0.00046009i,0.0007046-9.7034e-05i,0.00030286-0.00026346i,0.00072912-0.00020856i,0.00073344-6.2936e-05i,0.00023043-0.00011827i,-0.00035091-0.00032704i
-0.0023017-0.0010924i,-0.0023417-0.00070974i,-0.0017847+0.001034i,-0.0010458+0.0031428i,-0.0020797+0.0043015i,-0.0020468+0.0041639i,-0.0013653+0.0044032i,-0.0010817+0.0054016i,-0.0011264+0.0049395i,-0.0010962+0.0037269i,-0.00045117+0.0019762i,0.00079053-0.00030182i,0.0017465-0.0016989i,0.0014443-0.0025811i,0.00071886-0.0028383i,0.00029058-0.0026124i,-0.00013884-0.0022162i,-0.00056982-0.0019888i,-0.00068234-0.0013501i,1.4965e-05-0.00058265i,0.00058806-0.00021606i,0.00076551+8.0996e-05i,0.00056999+0.00081467i
0.0016492+0.00095334i,0.0012852+0.001443i,0.0028761+0.0016931i,0.004759+0.00095627i,0.0041651+0.0016732i,0.0022383+0.0037626i,0.0022631+0.0050955i,0.0040718+0.0048776i,0.0055069+0.0033474i,0.0045958+0.0021234i,0.0020153+0.0012009i,0.00048329-0.00063847i,-0.0014451-0.0015491i,-0.0028514-0.0010559i,-0.0026528-0.0010938i,-0.0024691-0.00113i,-0.001984-0.00068263i,-0.0010482-0.0006033i,0.00011198-0.0013566i,0.00024017-0.0010162i,-0.000254-0.00012217i,-0.0002346+0.00029974i,-0.00024663+0.00028924i
-0.0017514+0.0024338i,-0.00084914+0.0036093i,0.00060669+0.0041828i,0.0020394+0.0028357i,0.0035601+0.0016993i,0.0040888+0.00081499i,0.0046712-0.00073166i,0.0066582-0.0032042i,0.0059606-0.0050729i,0.0038898-0.0047433i,0.0029008-0.0025637i,0.0010691-0.00075315i,-0.0019298-0.00047367i,-0.0029989+0.00094964i,-0.0021538+0.0019783i,-0.002013+0.00063628i,-0.0017628+2.3416e-05i,-0.0010392-0.0005443i,-0.00081031-0.00022486i,-0.00082079+0.00070682i,-0.00073287+0.00082615i,0.00028791+0.00058268i,0.00083033-0.00027706i
0.00098273-8.634e-06i,0.0017259+0.00037488i,0.0019355+0.00049287i,0.0014759+0.00023965i,0.00094381-0.00042894i,0.0010093-0.0020647i,8.9536e-05-0.0043018i,-0.0020748-0.0071557i,-0.0031273-0.008364i,-0.0030592-0.0065908i,-0.0022217-0.002933i,-0.00037855-4.2377e-07i,-0.00023887+0.0024335i,-0.00088488+0.0037716i,8.2809e-05+0.0026334i,0.00098276+0.0012548i,0.00095546+0.00058809i,0.0010217+0.00067088i,0.00093882+0.0012144i,0.00088381+0.00088489i,0.0011477+0.00034421i,0.00068027-9.2229e-05i,-0.00018113-0.00051636i
0.0047293+0.00040536i,0.0040854+1.5211e-05i,0.0026687-0.00086989i,-0.00061803-0.0009596i,-0.0042828-0.00087483i,-0.0060835-0.00056841i,-0.0056704+0.00058748i,-0.0058744+0.0010786i,-0.0066895+0.0011149i,-0.0062546+0.0014798i,-0.0039198+0.0011681i,-0.0011091+0.00055885i,0.0017546+0.00052187i,0.0035565+0.00085556i,0.0035499+0.00042007i,0.0030158+0.00034858i,0.0016771-0.00020586i,0.00052089-0.0011619i,0.00042772-0.00043515i,0.00021106-0.00049676i,0.00019196-0.00096678i,0.00021535-0.0011023i,-0.0001532-0.0015671i
-0.0012659+0.00017497i,0.00030957+0.0019648i,0.00083456+0.0037501i,0.00091863+0.0052264i,-0.00033114+0.005463i,-0.0016349+0.0046209i,-0.0015947+0.0053893i,-0.00069283+0.0062108i,0.00025266+0.0061448i,0.00043221+0.0051851i,0.00028844+0.0026854i,0.00044801-8.0614e-05i,0.0017108-0.0015345i,0.0026978-0.0028898i,0.0012341-0.0044259i,-0.00021404-0.0041872i,-0.00024409-0.0023046i,-7.1258e-05-0.00051724i,-0.00078288-0.00015479i,-0.0010175-0.00088261i,-9.6989e-05-0.00058077i,0.00090823+0.00037463i,0.00038009+0.00029948i
0.0016591+0.0011684i,0.0030452+0.0015917i,0.0041814+0.001612i,0.0047028+0.0016443i,0.0032189+0.0027351i,0.0006178+0.0041263i,0.0013472+0.0049599i,0.0040518+0.0050196i,0.0065217+0.0031968i,0.0063957+0.00099865i,0.0033362-0.00075241i,0.0011715-0.0021211i,-0.00028793-0.0026412i,-0.0019737-0.0033767i,-0.0027621-0.0023527i,-0.0023597-0.00066582i,-0.0015808+9.2954e-06i,-0.0016238+0.00086876i,-0.0018652+0.00064851i,-0.0010058+0.00011493i,-0.00028044+0.00059585i,-0.00040665+0.0005337i,-0.00024727-0.00032942i
0.00040155+0.00044263i,-0.0002253+0.001096i,0.00054375-0.0003141i,0.0010862-0.0021486i,0.0011048-0.0018535i,0.0016841+0.00089641i,0.0028822+0.001341i,0.0047419-0.0018908i,0.0054957-0.0058764i,0.0038679-0.0065405i,0.0011214-0.0036136i,-0.00089331-0.0013608i,-0.0017042-0.00041878i,-0.0023013+0.00059241i,-0.0018511+0.0020255i,-0.00012961+0.0022864i,0.0010286+0.0019588i,0.00026376+0.0013525i,-0.00093881+0.00073042i,-0.00062003+0.0007127i,-4.3653e-05+0.00042276i,-0.00011059+0.00045182i,0.00013494+0.00096587i
0.00036656+0.00088864i,0.00074121+0.0018104i,0.0012558+0.0026105i,0.0013389+0.0019781i,0.00089101-0.0002472i,0.0010614-0.0021162i,0.0010376-0.0029104i,-6.2291e-05-0.0051186i,-0.0024293-0.0072138i,-0.0047448-0.0060047i,-0.0039812-0.0026413i,-0.0022375+3.7609e-05i,-0.0012355+0.0024417i,-0.00033751+0.0036551i,0.00028102+0.0034675i,0.0012247+0.0024114i,0.0015519+0.0013509i,0.00073851+0.00088612i,0.00035635+0.00072199i,0.00022141+0.00097646i,-0.000225+0.00090355i,-0.00043758+0.001058i,0.00012953+0.00088495i
-0.0010698-0.00051526i,-0.0015378+0.0024947i,-0.0023107+0.003789i,-0.002838+0.0042092i,-0.0036482+0.0033164i,-0.0028575+0.0009848i,-0.0016997-0.00086309i,-0.0028045-0.0011364i,-0.0058393-0.0002061i,-0.0063653+0.0015331i,-0.003278+0.0021072i,0.00042134+0.0010349i,0.0026771+0.00043128i,0.0036096+0.001193i,0.0037358+4.187e-05i,0.0032651-0.0017736i,0.0025777-0.0018404i,0.0017238-0.00057854i,0.00073911+0.00034059i,0.00050715+6.8378e-05i,0.00085942-0.00026253i,0.00080489-0.00018366i,0.00025633-0.00023289i
0.0018921+0.00069899i,0.0014082+0.0012508i,0.0016444+0.0016756i,0.001631+0.0018401i,-0.00073482+0.0026628i,-0.0039654+0.0021399i,-0.0047457+0.0014653i,-0.0035654+0.0031404i,-0.0012086+0.0052426i,0.00038594+0.0051154i,0.0002326+0.0022397i,0.0010842-0.00067294i,0.0024592-0.0022336i,0.0021734-0.0034509i,0.00086977-0.0038994i,-0.00040712-0.0032363i,-0.00079428-0.0022307i,-0.00035901-0.0011504i,-5.8692e-05-1.7324e-05i,-0.00014828+0.00041885i,-0.00025232-0.00039229i,-0.00020681-0.0010254i,-8.0076e-05-0.00095659i
1.9994e-05+0.0012865i,-0.0005437+0.0023999i,0.00030369+0.0021689i,0.0006673+0.0024412i,0.00052022+0.0043902i,-0.00011295+0.006368i,-0.00012534+0.0063262i,0.0025989+0.0051769i,0.0058947+0.0037885i,0.0065908+0.0010274i,0.0038565-0.0013263i,0.00092909-0.0015939i,-3.4361e-05-0.0020904i,-0.001019-0.002736i,-0.0025923-0.0022111i,-0.0030222-0.0013184i,-0.0020727-0.00062031i,-0.0013923-0.00010418i,-0.00096565-0.00015142i,-0.00044704-0.00086352i,8.7641e-05-0.00091797i,0.00069608-0.00016652i,0.00055651+0.00045958i
0.0014486+0.0013375i,0.00029154+0.0022499i,0.00030756+0.001175i,0.0019611-0.00079822i,0.0042737-0.00096163i,0.0040498+0.0023681i,0.0043175+0.0040567i,0.0061987+0.00034092i,0.0058331-0.0053449i,0.0031444-0.007182i,0.00060368-0.0045989i,-0.00097833-0.0012441i,-0.0025523+0.00068889i,-0.0031586+0.0013868i,-0.0022966+0.0020133i,-0.00076752+0.0032507i,-0.00030065+0.003212i,-0.00080846+0.0010277i,-0.00088066-0.00067673i,-0.0011543-0.00092721i,-0.00093966-0.00036453i,-0.0003306+0.00011009i,0.00023369+0.00059796i
-0.001229+0.00011771i,-0.0014769+0.0012748i,-0.0012468+0.0019744i,-0.0014922+0.0011258i,-0.0016797-0.0010145i,-7.4088e-05-0.0022459i,0.00096366-0.0021385i,-6.8824e-05-0.0048489i,-0.0022064-0.0075607i,-0.0045503-0.0056646i,-0.004323-0.0015185i,-0.0026652+0.00060086i,-0.0016584+0.0012692i,-0.00050984+0.0020955i,0.0012674+0.0020842i,0.0022734+0.0014282i,0.0022059+0.0011392i,0.0007982+0.00032768i,-8.2144e-05+9.8314e-05i,0.00046589+0.0012825i,0.00050407+0.0010588i,0.00038516+0.0001845i,0.00038103-8.7887e-05i
-0.000731+0.0024881i,-0.00023645+0.0032567i,-0.00026364+0.0030798i,-0.00044932+0.0032059i,-0.0019519+0.0026089i,-0.0026379-0.00073921i,-0.0027315-0.0017985i,-0.0043861-0.00087856i,-0.0065307+0.00033073i,-0.0063501+0.0020478i,-0.0029266+0.0017662i,-6.1107e-06+0.00067744i,0.0011316+0.00022822i,0.0021831+0.00042079i,0.0033857-0.00014063i,0.0033039-0.0016433i,0.0019125-0.0017315i,0.00081727-0.00070356i,0.00081848+0.00024257i,0.00076693+0.00034455i,0.00036746+0.00067377i,0.00011402+0.00093036i,-5.0479e-05+0.00020893i
-0.0014338-0.00053233i,-0.0020093+0.00051927i,-0.00097906+0.0019616i,-0.0002437+0.0041181i,-0.002058+0.00636i,-0.0045951+0.0066057i,-0.0045046+0.004609i,-0.0026634+0.0042758i,-0.0013138+0.0064477i,-0.00054283+0.0065395i,0.00021386+0.0042341i,0.00092684+0.0030441i,0.001378+0.0015582i,0.001484-0.000994i,0.0011271-0.0031803i,-0.00021234-0.0038931i,-0.0013105-0.0027895i,-0.0014031-0.0012234i,-0.00056673-0.00027592i,0.00018008+0.00016642i,-0.0001161+0.00049415i,-0.00078736+3.1858e-05i,-0.00083174+0.00026816i
0.000264-0.00030605i,0.0006413+0.0011267i,0.0006944+0.0011409i,0.00068223+0.00175i,0.00032247+0.0035833i,0.0002523+0.0058902i,0.00038732+0.005774i,0.0026581+0.0039476i,0.0053941+0.001948i,0.00561+0.00029965i,0.0031757-0.0006112i,0.00084753-0.0011148i,0.00017562-0.0017875i,-0.00078592-0.002151i,-0.0020815-0.0014727i,-0.0021721+4.9645e-05i,-0.0019769+0.00058995i,-0.0020146-0.0006977i,-0.0012515-0.001444i,-0.0010018-0.0010205i,-0.00013447-0.0008857i,0.0010374-0.00071158i,0.0015972-0.0011354i
-8.3119e-05-0.0021089i,-0.001549-0.00086458i,-0.0025951+0.00011921i,-0.0016695-0.00030272i,0.0015169-0.00034437i,0.0044346+0.0030331i,0.0048752+0.0045439i,0.0054071+0.00069306i,0.0055388-0.0042297i,0.0032493-0.0059661i,0.0010858-0.0041297i,0.00080753-0.0020333i,0.00086576-0.00096582i,-0.00011691+0.00018715i,-0.0011096+0.0014162i,-0.00052088+0.0016281i,-6.7689e-05+0.0017096i,-0.00065797+0.0016315i,-0.00054909+0.001543i,-0.00032849+0.0012095i,-0.00027175+0.00021584i,0.00040462+0.00012715i,0.00083021+0.0002969i
-0.0017545-0.0019847i,-0.0012635+0.00046945i,-0.0013248+0.0021311i,-0.0022842+0.001418i,-0.0024314-0.00067981i,0.00012284-0.0030438i,0.002286-0.0040009i,0.0008412-0.0053095i,-0.0014383-0.0068699i,-0.0026109-0.0054071i,-0.002193-0.0019477i,-0.001311-0.00078228i,-0.00087057-0.0010643i,-0.00023553+0.00043694i,0.0010806+0.001836i,0.0022467+0.0017288i,0.0022916+0.00097953i,0.001563+0.00049711i,0.00073038+0.00168i,0.00017181+0.0026503i,0.00015185+0.0015288i,0.00024375+0.00038931i,-0.00012176+5.3243e-05i
-0.0014972+0.0038111i,-0.00022183+0.005599i,0.0012437+0.0078596i,0.00072022+0.0066132i,-0.002441+0.0031321i,-0.0046434-0.00095588i,-0.0032483-0.0034841i,-0.0031138-0.0031943i,-0.0050045-0.001585i,-0.0052314+0.00016019i,-0.0032714+2.1998e-05i,-0.0017238-0.0012681i,-0.0011118-0.0013401i,-7.5472e-05-0.0011947i,0.0012499-0.0018579i,0.0012274-0.0021247i,0.0005969-0.0023171i,0.00068017-0.0019302i,0.00097743-0.00064881i,0.0010131-0.00029103i,0.0011305+0.00011004i,0.0010733+0.00061911i,0.00053945+0.00015726i
-0.00028256+0.0012283i,-0.0008068+0.0022556i,0.00029339+0.0035046i,0.0012487+0.004778i,-0.0010639+0.0072043i,-0.0046535+0.0075418i,-0.0047846+0.0033916i,-0.0029+0.0010672i,-0.0020208+0.0018538i,-0.0010534+0.0022846i,-0.00039772+0.001638i,-0.00065063+0.0009429i,-0.0010889+0.00037538i,-0.00040982-0.00074839i,-0.00020478-0.0018814i,-0.0013407-0.0023475i,-0.0017408-0.0012693i,-0.0011632-2.5201e-05i,-0.00073728-0.00027936i,-0.00097448-0.000936i,-0.00075915-0.00042889i,0.0002626+0.00074081i,0.0006259+0.00096164i
0.001064+0.0017381i,0.0019342+0.0030329i,0.002963+0.0037131i,0.0043341+0.0032119i,0.0050181+0.0043223i,0.0031001+0.0071845i,4.726e-05+0.0068745i,-0.00051434+0.0046184i,0.0010121+0.0035427i,0.002123+0.0021203i,0.0015396+0.0014439i,0.00050846+0.0016918i,6.0859e-05+0.0011172i,-0.0010635-0.00028174i,-0.0023208-0.00036523i,-0.0028865+0.0010814i,-0.0028172+0.0020709i,-0.0016936+0.0015835i,-0.0011616-0.000121i,-0.0011262-0.00066666i,-0.00061492-0.00015432i,-6.8342e-05+0.00057589i,-4.1343e-05+0.00085225i
-0.00052701-0.0022147i,-0.0010301-0.00047948i,-0.0023944-0.00030785i,-0.00082431-0.0013717i,0.0030725-0.0009029i,0.0063838+0.0013099i,0.0057173+0.0029308i,0.0042352+0.0020328i,0.0035901-0.00052687i,0.0023129-0.0021003i,0.0013939-0.0015017i,0.0018801-9.2321e-05i,0.0021812+0.0006453i,0.00098983+0.00038026i,-0.00010649+0.00085586i,8.9877e-05+0.0018001i,0.00044842+0.0020041i,0.00097111+0.0019721i,0.00088366+0.0019064i,0.00034359+0.0015913i,0.0004162+0.00076241i,0.00020487+0.00085276i,-8.671e-05+0.00087107i
0.0015327+0.0026785i,0.0035691+0.0041253i,0.0042835+0.0046573i,0.0016617+0.0026129i,-0.00093133-0.0021226i,-0.00082846-0.0053081i,0.00093234-0.0033917i,0.0026102-0.0017856i,0.0022812-0.0026373i,0.0001497-0.0027938i,-0.00043828-0.001729i,0.0012407-0.0011546i,0.0013958-0.00072567i,0.0008722+0.00014473i,0.0016509+0.0010259i,0.0026689+0.00087429i,0.0029776-5.2152e-05i,0.0030591-0.0009078i,0.0024329-0.00035552i,0.0010194+0.0011415i,6.7481e-05+0.001211i,-0.0009658+0.00023699i,-0.0010919+6.8735e-05i
-0.00047085+0.001665i,-0.0007512+0.0012039i,-0.00038781+0.0014565i,-0.0021026+0.0020114i,-0.0071002+0.0014662i,-0.0087335-0.00059767i,-0.004104-0.0021512i,-4.4436e-05-0.0030092i,0.00065188-0.003543i,0.00029296-0.0030557i,-0.00071466-0.0027656i,-0.00084773-0.0028668i,-0.00031378-0.0019791i,0.00020971-0.0010216i,0.0012463-0.0010417i,0.00083984-0.0013504i,-0.00054978-0.0021668i,-0.00027041-0.002129i,-0.00039352-0.0015128i,-0.0015894-0.001766i,-0.0015562-0.0017445i,-0.00063041-0.0010983i,0.00028132-0.00028851i
0.00099969+0.002144i,0.002941+0.0034852i,0.0054185+0.0054123i,0.0053824+0.0091429i,0.0013094+0.012798i,-0.0041476+0.011929i,-0.0043529+0.0062261i,-0.0014771+0.00076472i,-0.00089461-0.0018723i,-0.0012081-0.0013092i,-0.0014619-0.00052891i,-0.00082275-0.00098963i,-3.8388e-05-0.0013974i,-6.4746e-05-0.0018139i,-0.0011218-0.0016304i,-0.0019516-0.0015408i,-0.0020996-0.0019879i,-0.0022782-0.0024701i,-0.002042-0.0020388i,-0.0021669-0.00078318i,-0.0014974-0.00044588i,-0.00013853-0.0002016i,0.00041653+0.0002547i
-0.0020134-0.0022464i,-0.001947-0.0027761i,-0.0021361-0.0022701i,0.0005112-0.00046429i,0.0049837+0.003417i,0.0076883+0.0071406i,0.0059625+0.0057576i,0.0021261+0.00056068i,-0.0016988-0.0020663i,-0.0036972-0.001163i,-0.0036848+0.0001923i,-0.0027741+0.00050321i,-0.00062005+0.00080146i,0.00019358+0.001078i,-0.000701+0.00049469i,-0.00079508+0.00087298i,-0.00073653+0.0010816i,-0.0009021+0.0010212i,-0.00096125+0.0011861i,-0.00056455+0.0013628i,7.0918e-05+0.0011319i,0.00049086+0.00086516i,0.00031209+2.1772e-05i
-0.0024171+0.0015166i,0.00019241+0.0030006i,0.0015401+0.0038327i,0.0036977+0.00089018i,0.0066059-0.0048284i,0.008938-0.006555i,0.0066422-0.00413i,0.001183-0.0017383i,-0.001465+0.00075626i,-0.00080032+0.0018439i,0.00052484+0.0019542i,0.0006104+0.0020617i,-0.00042528+0.0012058i,-0.00065434+0.0005809i,-0.00012342+0.00071818i,0.00054315+0.00042921i,0.0012552+0.0005307i,0.0017472+0.0009865i,0.0014472+0.0012925i,0.0015485+0.0009992i,0.0020558+0.00028045i,0.0012868+0.00068657i,0.00027151+0.00012626i
-0.00036039-0.00065936i,-0.0010808+0.00088572i,-0.0015067+0.0012593i,-0.0032007-0.00030289i,-0.0072591-0.0043633i,-0.0094065-0.0078878i,-0.0070013-0.0066372i,-0.0039076-0.0017861i,-0.0007947+0.0022012i,0.00092644+0.002922i,0.0011001+0.001002i,0.0021099-0.00011303i,0.0019281-0.00056365i,0.001168-0.00015407i,0.0011769+0.0004663i,0.0010222-0.00043086i,0.00060906-0.0012314i,0.00093792-0.0013258i,0.001609-0.0010742i,0.0010402-0.00077323i,0.00021933-0.00096263i,-0.00016429-0.00031023i,-2.8309e-05+0.00045153i
0.0031616+0.0016313i,0.0047073+0.00078264i,0.0044022+0.0020973i,-0.00061499+0.0028618i,-0.0089272+0.0029061i,-0.014454+0.0035725i,-0.011306+0.0044732i,-0.0027361+0.004565i,0.003533+0.0019385i,0.0045192-0.0015581i,0.0029858-0.0029038i,0.0013427-0.0023159i,0.00021282-0.001057i,-0.00023316+0.00038786i,-0.00015376+0.00044254i,-0.00071078-0.00076725i,-0.00085876-0.0013013i,-0.00059691-0.0013952i,-0.00057885-0.0019522i,-0.0007313-0.0019095i,-0.0013788-0.001313i,-0.0016195+0.00011532i,-0.0011465+0.00035616i
0.000709+0.0017698i,6.9758e-05+0.0027585i,0.0020447+0.004651i,0.0043377+0.0088015i,0.0044168+0.014406i,0.0020005+0.016994i,0.0014073+0.012489i,0.0035766+0.0047049i,0.0040549-0.0020078i,0.0018119-0.0050186i,-0.00075183-0.0046128i,-0.0021201-0.0029959i,-0.0013395-0.00060143i,-0.00010439+0.00036118i,-0.0004449-0.00052786i,-0.0013181-0.0006852i,-0.0014802-2.3127e-05i,-0.0012355+0.00071528i,-0.001714+0.0011105i,-0.0015962+0.0011038i,-0.0014648+0.00075144i,-0.0014851+0.00067302i,-0.00054874+0.00080852i
-0.0011625-0.0015458i,6.5462e-05+0.00061805i,0.00085838+0.00055578i,0.0045795+0.00035403i,0.011619+0.0024484i,0.016509+0.0050995i,0.01509+0.0033862i,0.0082086-0.0015743i,-0.00051427-0.0046922i,-0.0051012-0.0047024i,-0.0042054-0.00074629i,-0.0022083+0.0017872i,-0.00098614+0.00040964i,0.00023147-0.00094936i,0.0011632-0.0011109i,0.00075122-0.00023542i,-0.00032979+0.00058983i,-0.00025438+0.00088864i,0.00024282+0.00052799i,0.0012796+0.00042789i,0.0019837+0.00045866i,0.001456+0.00019094i,0.00079365-0.00032894i
-0.0025131-0.0025173i,-0.004449-0.00076274i,-0.0051114+0.00010327i,-0.0035637-0.0031825i,0.0016059-0.01093i,0.0079077-0.015628i,0.0077163-0.013765i,0.0021731-0.0091692i,-0.003622-0.0027715i,-0.0053194+0.0025916i,-0.0023216+0.0042224i,0.0011923+0.0031428i,0.002331+0.00098329i,0.00090308-0.0007121i,6.2557e-07-0.0010274i,0.00071179-0.0010392i,0.0018479-0.00068494i,0.0013304-0.00014525i,0.00065281-8.9418e-05i,0.00080669-9.9749e-05i,0.00088821+0.00012578i,0.00091261+0.00014695i,0.00080602-0.00021979i
0.0010926+0.00011569i,0.002226+0.00038323i,0.00098318+0.00052703i,-0.0054848-0.0015747i,-0.013903-0.0068669i,-0.01762-0.01184i,-0.014245-0.010307i,-0.0079871-0.004313i,-0.0019464+0.0023366i,0.0019954+0.0062402i,0.0038117+0.0042227i,0.0041443+0.00050167i,0.0017603-0.00051096i,-0.00083623-0.00013578i,-0.0013072-0.00028102i,-0.00065551-0.00019786i,0.0001755-0.00081792i,0.00065164-0.0013544i,0.00052767-0.00091062i,9.5686e-05-0.001089i,-0.0003701-0.00129i,-0.00012656-0.0013597i,-0.00013927-0.000918i
-0.001396+0.00083224i,-0.0029236+0.0031608i,-0.0045688+0.005525i,-0.0066974+0.0084199i,-0.012834+0.013313i,-0.019605+0.015717i,-0.017076+0.012421i,-0.0078351+0.0076587i,0.0015743+0.0027754i,0.006505-0.00083757i,0.0060871-0.00288i,0.00282-0.0036388i,-0.00025929-0.0019316i,-0.00076515+0.00011775i,-0.00053118+0.00044611i,-0.00041835-4.7068e-06i,-0.00038516-0.00086748i,-0.00081113-0.0010089i,-0.00089167-0.00049999i,-0.0012693-0.00018459i,-0.0014313-0.00040843i,-0.00060671-0.00059495i,-0.00013403-0.00057152i
0.0015411-0.00046917i,0.0022818-0.00068845i,0.0043042+0.0015378i,0.0076407+0.0074789i,0.010148+0.016292i,0.0084542+0.023512i,0.0058697+0.022215i,0.0057101+0.01228i,0.005852-0.00043199i,0.0033532-0.0079098i,-0.0014988-0.0080212i,-0.0042479-0.0053226i,-0.003544-0.0029046i,-0.0012444-0.00082182i,0.00039155+0.0004156i,-0.0002373+1.671e-06i,-0.0012195-0.00077851i,-0.0012113-0.00087405i,0.00010158+0.00016802i,0.00085155+0.0010844i,0.00032069+0.0010955i,0.00026644+0.00088109i,3.8727e-05+5.9285e-05i
-0.0053603+0.00057668i,-0.0047544+0.0045556i,-0.0020146+0.0062537i,0.0061378+0.0039391i,0.017893+0.00097794i,0.026015-0.00013929i,0.023821-0.00069936i,0.014744-0.0027732i,0.0031373-0.0063205i,-0.0062421-0.0071306i,-0.0085746-0.0036263i,-0.0061684-0.00030403i,-0.0029683-0.00078926i,-0.00056595-0.002087i,-0.00019891-0.0024623i,-0.00041614-0.002232i,-0.00067806-0.0019945i,-0.00034367-0.0012694i,0.00074511+0.00015399i,0.0011751+0.00072203i,0.0006559+0.00046909i,0.00088417+0.00050896i,0.00081747+0.0011571i
-0.0013448-0.0009989i,-0.0014315+0.00021443i,-0.0018581+0.00031176i,-0.0014958-0.0058008i,1.8717e-05-0.017674i,0.0028584-0.025836i,0.0046802-0.023764i,0.0017851-0.014707i,-0.0044372-0.0051691i,-0.0083986+0.0023623i,-0.0058744+0.0065687i,-0.0013926+0.0064107i,-0.00059203+0.0028983i,-0.0017443-0.00041589i,-0.0022057-0.00095628i,-0.0012325-0.00034008i,1.8441e-05-0.00016098i,3.8418e-05-0.00040003i,8.9169e-05-0.0010273i,0.00025237-0.0010282i,0.00033901-0.00051625i,0.00049484-9.1015e-05i,5.2675e-05+4.44e-05i
-0.0023225-8.9182e-05i,-0.0039057+0.0018941i,-0.0069001+0.0036785i,-0.012262+0.0026953i,-0.020831-0.0015143i,-0.026893-0.0072439i,-0.024287-0.0092628i,-0.015798-0.0054829i,-0.006976+0.002541i,-0.00012809+0.0087427i,0.0040319+0.0081829i,0.0050438+0.0037742i,0.0034146+0.0010782i,0.00099122+0.0008118i,-0.00025351+0.0008397i,-0.00018791+0.00050134i,-0.00022354+0.00067069i,-0.00051377+0.00088411i,-0.00048533-8.3655e-05i,7.8113e-05+4.1931e-05i,-1.2376e-06+0.00047199i,1.1679e-05+0.0003716i,0.00036796+0.00089502i
0.0012385+0.00078648i,0.0015166+0.0020159i,0.0021367+0.0048098i,-0.0014333+0.011039i,-0.0097382+0.020226i,-0.017783+0.026203i,-0.017516+0.023375i,-0.0091973+0.015938i,0.00078737+0.0089642i,0.0082216+0.0036231i,0.0092174-0.00098444i,0.0060436-0.0034726i,0.0027452-0.0023414i,0.0018501-0.00015371i,0.0017663+0.0011588i,0.0010906+0.0012347i,0.0010392+0.00102i,0.00091777+0.00064556i,0.00070424+0.00035916i,0.0012354+0.0010697i,0.0008976+0.0017398i,0.0001711+0.00082609i,0.00037072-0.00042782i
-0.0018931+0.0040661i,-6.3145e-05+0.0067137i,0.0046623+0.0088918i,0.012609+0.012394i,0.02059+0.01966i,0.022728+0.025569i,0.018567+0.02454i,0.013194+0.016477i,0.0098855+0.0049147i,0.007228-0.0053141i,0.003345-0.0094325i,-0.00015213-0.0074712i,-0.0011686-0.004547i,0.00047451-0.003132i,0.0018632-0.0022553i,0.0017174-0.0016001i,0.0013185-0.00093644i,0.00069625-0.00072576i,-0.00014921-0.00047986i,-1.3213e-05-4.3101e-07i,0.00029001+0.00028344i,0.00040274+0.00014208i,0.00022266-0.00016592i
-0.0002403-0.0021539i,3.2403e-05-0.0019254i,0.0028072-0.0012887i,0.008862-0.0047011i,0.019563-0.011734i,0.028357-0.014245i,0.028629-0.011484i,0.020628-0.0084508i,0.00777-0.008065i,-0.0032404-0.0088194i,-0.0078192-0.0062509i,-0.0062855-0.0019101i,-0.0030146-0.00042433i,-0.0014173-0.0017564i,-0.00099198-0.0029743i,-0.00016557-0.0033349i,0.00032545-0.0032716i,0.00025333-0.0023331i,0.00011816-0.0013109i,6.5238e-05-0.0013468i,0.00066805-0.0015307i,0.0012307-0.00085594i,0.0010114-0.00031334i
