-0.0017925+0.00026148i,-0.00031376-0.00023577i,-0.0016528+0.00083173i,-0.0012872+0.0012897i,0.00015986+0.0015955i,0.00085247+0.00091505i,0.00071902+0.00010795i,-0.00033657+0.00079376i,-0.00024862+0.0011155i,0.0007473+0.00063208i,0.00085234-0.00031093i,0.00071455-0.00069619i,0.00085905-0.00016642i,0.00038888-0.00030595i,-0.0005314-0.00058413i,-0.00062659-0.00010424i,-0.00059119+0.00042234i,-0.00066523+0.00052117i,-0.00082392+0.00012863i,-0.00044044+2.972e-05i,0.00014123+0.00080883i,-8.3508e-05+0.0011759i,-0.00035162+0.00060614i
-0.0013277-0.0009609i,-0.0016774-4.5899e-05i,-0.0019494+0.0014189i,-0.00051302+0.0020503i,0.0010742+0.0027978i,0.0010955+0.0020713i,0.00050418-1.1475e-05i,0.00019602-0.00097538i,0.00012443-0.00018428i,0.00011997+0.0006509i,-7.2066e-06+0.00036i,0.0002225-0.00024216i,0.00027653-0.00027773i,-0.00078299+0.00020384i,-7.9807e-05+0.00051938i,0.0006936+0.0010044i,0.00014776+0.0010148i,1.1586e-05+0.00046665i,-0.00038014+0.00038097i,-0.00079999+0.0004831i,-0.00024336+0.00030733i,0.00043457+8.6465e-05i,6.5665e-05-0.00058348i
-0.00034281+0.00019421i,-0.00013432-0.00058762i,0.0001636-0.00099551i,-0.00055076-0.00011305i,-0.00061966+0.0018294i,0.00025729+0.0024379i,0.00059107+0.0021452i,-0.0001551+0.0015714i,-0.00067895+0.00058925i,-0.0004837+5.5139e-05i,-0.00012267-6.3426e-05i,0.0001734-0.0001299i,0.00078323-0.00026388i,0.0014405-0.00020692i,0.0012129-0.00021354i,0.00034455-0.00021508i,0.00016242-0.00017106i,-0.00016968-0.00030788i,0.0002681-0.00052145i,0.00064647-0.00083757i,0.00039447-0.00067192i,0.00061645-0.00018467i,0.00024543-0.00014477i
-0.00074164-0.00062391i,-0.00042837-0.00022314i,-0.00044855+0.00058233i,-0.00010926+0.0024693i,0.00035014+0.0031364i,0.00044172+0.0026008i,0.00029266+0.0014719i,0.00021898+0.00022927i,0.00017866-4.2921e-05i,-2.686e-05+3.4435e-05i,0.00011384-8.1187e-05i,0.00055863+0.00048526i,0.00060216+0.00053053i,0.00035695+0.00027037i,0.00034715+0.00057617i,0.00036172+0.00038781i,-0.00016941+0.00037757i,-0.00042808+0.00048028i,-0.00046141+0.00023581i,-0.00071366-0.0003741i,-0.00014123-9.167e-05i,-0.00030683+0.0011235i,-0.00038947+0.0011133i
0.00021746-0.0015214i,-0.00028466-4.3304e-05i,-0.00037906+0.00027158i,-3.2559e-05+0.0010611i,0.00056482+0.0026389i,0.00073635+0.0020184i,0.00029606+0.00044871i,0.00047581+7.8483e-05i,0.00079578-5.4061e-05i,0.00053837+5.2969e-05i,-0.00012253+0.00040383i,-0.00038965+0.00024807i,-2.6913e-05+2.3103e-05i,0.00031317-3.8121e-05i,7.3784e-05+0.00012318i,-0.00050455-4.8364e-05i,-0.00059265+2.1741e-05i,-9.6945e-07+0.00084985i,0.00039702+0.0009129i,-0.00025173+0.00021608i,-0.0010715-1.9455e-05i,-0.00057697+8.1211e-05i,-0.00037918-0.00036614i
0.00011984+0.0013968i,-0.00013034+0.00071732i,-0.00059772+0.00048762i,0.0002268+0.00069897i,0.0020912+0.00091274i,0.0026418+0.0011733i,0.0012704+0.0012708i,-0.0002+0.00039962i,-0.00076857-0.00059645i,-0.00070446-0.00069882i,1.5794e-05-0.00064748i,0.00062356-0.0005861i,0.00025044+0.0002481i,-0.00040803+0.00092978i,-0.00054815+0.0010262i,-0.00054265+0.00081874i,-0.00036987+0.00036612i,-0.00049519+0.0005727i,-0.0008111+0.00029839i,-0.00083002-0.00049551i,-8.231e-05-0.00091755i,0.00035988-0.00034742i,0.0001672-1.3124e-05i
-0.00072553-0.00036394i,-0.00084134-0.00098425i,2.2246e-05-0.0018545i,0.0010318-0.00093674i,0.00096478+0.00085426i,0.00074919+0.0010456i,0.00014461+5.9584e-05i,-0.00047459-7.9458e-05i,-0.0003238+6.9186e-05i,5.5394e-05+0.00038771i,0.00074194+0.00012099i,0.0013813-0.00044501i,0.0017888-0.00078984i,0.001037-0.0012251i,8.2434e-05-0.00070526i,0.00010018+0.00049857i,6.7397e-05+0.00093721i,0.00064905+0.0011118i,0.00055375+0.0004047i,0.00017614-0.0001945i,0.00040019-8.0067e-05i,3.9765e-05+0.00011954i,-0.00026074+0.00029758i
0.0014318-0.0013658i,0.00041231-0.0013111i,6.2848e-05-2.4707e-05i,-0.00013185+0.0011234i,5.8849e-05+0.0019383i,0.00035602+0.0015959i,0.00017571+0.00055172i,0.0001126+0.00084493i,0.00070331+0.001058i,0.00092534+0.0002329i,0.00058504-0.00036354i,1.5472e-05-7.2379e-05i,0.00029334-0.00071864i,0.00047563-0.00041197i,1.0473e-05+0.00031904i,0.00021809-0.00041361i,0.00055031-0.00037816i,-0.00010986-0.00024864i,-0.00074103-0.00057641i,-0.00056075-0.00038255i,0.00055037-0.00077881i,0.00042156-0.0010484i,-4.0129e-05-0.00047207i
0.0010562-0.00044249i,0.0011633-0.00056777i,0.0022962-0.00033035i,0.0019963+0.00050364i,0.0015129+0.00083291i,0.0013162+0.00010368i,-0.00014728-2.0506e-05i,-0.0011446+0.00092448i,-0.00078196+0.00060069i,-0.00016645-0.00020666i,0.00092015-0.0004969i,0.00082611-0.00042949i,-0.00039159+0.00011175i,-0.00057253+0.00021819i,0.00043956+0.00032163i,0.00059927+0.00035715i,-0.00055566-4.7381e-07i,-0.00033863+9.9762e-05i,0.00013219+0.00053947i,0.00054292+0.00065406i,0.00067567-0.00036122i,0.00056745-0.0009667i,0.00040507+2.6839e-05i
-9.1192e-06-0.00078635i,-2.1052e-05+0.00010256i,-0.0013361+0.00077812i,-0.0012416+0.00061584i,0.00011843+0.0012279i,0.0011007+0.0012456i,0.0010969+0.00053118i,0.00075254+0.00078658i,0.00064695+0.00030067i,-3.7257e-05-0.00066453i,-0.00030688-0.00042968i,0.00077515+4.2498e-05i,0.00074378-0.00052973i,0.00023514+0.00011286i,-8.0049e-05+0.00079747i,-8.9057e-05+0.00023787i,0.00047439+0.00063832i,0.00037178+0.0011206i,-0.00018242+0.00044751i,-0.0002045+6.8343e-05i,-0.00021392-2.5044e-06i,-0.00034774+0.00011616i,-0.00068209+0.00030342i
0.001033+0.0002435i,0.0015443-0.00040547i,0.0017704-0.0018679i,0.0014279-0.0012043i,0.0005261+0.00011044i,-0.000839+0.00036006i,-0.0013272+0.00056981i,-0.00078947-6.0116e-05i,-0.00010205-0.0008739i,0.00083946-0.0013974i,0.00096195-0.0004252i,0.00022941+0.00041866i,-0.00010024+0.00042017i,0.00018139+0.00050485i,0.00060907+0.00061827i,0.00064721+0.00044031i,-2.0715e-05-0.00025723i,-0.00041997-0.00033226i,-0.0007618-0.00055612i,-0.00073095-7.0333e-05i,-0.0002286+0.00074792i,-0.00034678+0.00043239i,-0.00060253-6.987e-05i
0.00018707+0.00068717i,-0.00019225+0.0011257i,0.0008801+0.00097239i,0.0015886+0.000627i,0.00084554+0.00071242i,-0.00027127+0.0002746i,-0.00086212+0.00013333i,-0.00024596+0.00080079i,0.00061669+0.00095954i,0.00074526+6.1671e-05i,0.0012555-0.00087829i,0.0011731-0.0011272i,-9.9302e-05-0.00058102i,-0.00032911-0.00023116i,0.00025628+7.9529e-05i,7.9714e-05+0.00030437i,-0.00048811+0.00049968i,-0.00089539+0.00026901i,-0.00048244-0.00031578i,0.00056468-0.0004211i,0.00086161+0.00016167i,6.3608e-05-0.00048042i,-0.00010648-0.0014777i
0.00025803-0.00016717i,7.5211e-05-0.00052383i,0.0016996+0.00035423i,0.0021387+0.0018909i,0.0018095+0.0022536i,0.0017008+0.0013886i,0.00052748+0.00049428i,0.00051925-3.6805e-06i,0.00071296+0.00012375i,0.00068098+0.00030442i,0.00054518+0.00059166i,0.00084703+5.1581e-05i,0.0008163-0.00043381i,0.00073572+4.437e-05i,0.00058715-0.00028902i,-0.00011804-0.00090857i,-0.00057712+4.5006e-05i,-0.00069218+0.00093006i,-0.00075101+0.00087449i,-0.00040923+0.00077842i,-0.00017506+0.00054281i,-0.00040424+0.00066278i,-0.0003458+0.00021239i
0.00071066-0.0011909i,0.00048-1.0952e-05i,-0.0014464+0.00044174i,-0.0020288+0.00068708i,-0.0012491+0.0021419i,-0.00021438+0.0027523i,2.7551e-05+0.00081129i,-0.00015996-0.0002906i,-7.1335e-05-0.0008324i,0.00021387-0.0014679i,0.00048772-0.00098838i,0.00010463-0.00049189i,7.9612e-05-0.00063379i,0.00044276-0.00047424i,-0.00027274+0.00012176i,-0.00058667+0.00046507i,-0.00015635+0.00049485i,0.0002308+0.00049548i,0.00022803-2.9262e-05i,0.00032632-0.00035604i,2.9723e-05-8.8874e-06i,-0.00038074-3.4782e-05i,-6.3423e-05-0.00012277i
-0.00080532-0.0017635i,0.00036049-0.0014184i,0.00038528-0.0011355i,0.00044441+0.00058687i,0.0010775+0.0017633i,0.0017895+0.0013668i,0.0015094+0.0012499i,0.00078011+0.0005185i,0.00071754-0.00075606i,0.00071498-0.00049822i,0.0001407-0.00039675i,-9.3474e-05-0.0010006i,0.0006144-0.00034766i,0.00044691+0.00042141i,0.00016664-1.3938e-05i,0.0010157-0.00070815i,0.00063059-0.00056618i,-0.00081-0.00077131i,-0.00065916-0.00091391i,9.7051e-05-0.00041375i,0.0005246+0.00010543i,0.00043071+0.00058577i,0.00015936+0.0010327i
-0.0018475-0.0002731i,-0.00069236+0.00044763i,-0.00088578+0.0014624i,0.00014302+0.0025467i,0.0010473+0.0024239i,0.00096425+0.00061303i,0.0010204-0.00066616i,-0.00033569-0.00018323i,-0.0010288+0.00044424i,0.00043169+0.00073353i,0.0007125+0.00093904i,-0.00039258+0.00065622i,-0.00064996+0.00066868i,-0.0007745+0.00088942i,-0.00094625+0.00028576i,-0.0004479-0.00032893i,-0.00035046-0.00018519i,-0.00071324+0.00039537i,-0.00098304+0.00064455i,-0.00041509+0.00036385i,0.00023173+0.00078242i,0.00060847+0.0010605i,0.00032308+0.00049365i
-0.00010846+8.1722e-05i,-0.00056393+1.2243e-05i,-0.00014359-0.0006358i,0.00037606-0.00042482i,0.00060585+0.0010844i,0.00058431+0.0014808i,0.00030795+0.00095587i,0.00086415+0.00013754i,0.00075344-0.00056559i,0.000287-0.00075144i,0.00023376-0.0007532i,0.00032283-0.00063496i,0.00012584-0.00083211i,-0.00064926-0.0005495i,-0.0013143-0.00024338i,-0.00081304-0.00075447i,0.00035317-0.00040213i,0.00090391+0.00025419i,0.00076217+0.00014942i,-2.8674e-05+0.00021344i,-0.00069614+0.00038069i,-0.0003621+0.00025314i,0.0001916+0.00014045i
0.00090427-0.00016398i,0.00026705-9.3288e-05i,-0.00066014+0.00030669i,-0.0008653+0.0008241i,-5.0668e-05+0.0011889i,0.00022694+0.0014952i,-0.00021099+0.0011233i,-0.00017739+0.0013337i,0.00057566+0.0011983i,0.00082811-0.00011581i,7.65e-05-0.00075693i,1.0238e-05-0.00027015i,-0.00023007-7.0794e-05i,-0.00012765-0.00011174i,0.00051324+0.00017559i,0.00070092+0.00046094i,0.00048911+0.00066656i,0.00038597+0.00056661i,0.00058653+0.00044095i,0.00072312+0.00032307i,0.00065523+0.00029623i,0.00022607-0.00014044i,0.00023961-0.00022272i
-0.00013462+0.00059066i,-0.00050194+0.0014186i,-0.00075252+0.0013495i,-0.00054883+0.0013272i,0.00017362+0.0023947i,0.00071133+0.0018687i,-0.00047407+0.00036544i,-0.0012501+0.00023075i,-0.00041212-0.00012067i,-9.7551e-05-0.00039704i,0.00019787+0.00060975i,0.00051986+0.00097073i,-0.00069442+0.0003599i,-0.0012634+0.00053153i,-0.00081226+0.00041922i,-0.00051727+0.00021011i,-0.0001507-0.00015509i,2.2128e-05-0.00067176i,0.00011001-0.00038082i,-0.00019154+0.0001614i,-0.00030944+0.00032301i,-0.00067158+0.00019766i,-0.0012467+0.00021624i
-0.0012455+0.00010781i,-0.00099204+0.000699i,-0.00077482+0.0014059i,0.000123+0.0025749i,0.0013066+0.0025047i,0.0016568+0.00091157i,0.001382+0.00011259i,0.00095374-0.00010936i,0.0008603+0.00056924i,0.00080459+0.00086774i,0.00032996-8.0192e-05i,0.00048706-0.00061399i,0.00089594-0.00042539i,0.00093122+3.9191e-06i,-0.00017279-0.00017286i,-0.0011166-0.00042819i,-0.00042588-0.00031874i,0.00084813+0.00022351i,0.00014478+0.001054i,-0.0007918+0.0010334i,-0.00022077+0.00053827i,-0.00020899-0.00010191i,-0.00055163-0.00031919i
0.0013663+0.00019333i,0.0010063+0.00071498i,1.0346e-05+0.00045422i,-0.00031343+0.0009839i,-0.00012871+0.0017096i,-5.8834e-05+0.0017223i,-0.00014614+0.00089616i,-0.00012922+0.000233i,-0.00015189-0.00030694i,0.00041844-9.2289e-05i,0.0006911+0.00074963i,0.00078309+0.00067274i,0.00056405+0.00058238i,0.00029094+0.00069356i,0.00060701+0.00036935i,0.00012114-0.00029973i,-0.0002961-0.0010955i,0.00018136-0.0011933i,0.00036154-0.00053098i,-0.00015252+7.2241e-05i,-0.00022512+0.00037683i,-0.00033601+0.00053962i,3.393e-05+0.00063725i
0.00045554+3.9147e-06i,0.00019224+0.00016729i,-0.00047681-7.8441e-05i,-0.00018673+0.00029881i,0.00024215+0.0011003i,-0.0003504+0.00099447i,-0.00064664+4.0859e-05i,-0.00025173-8.7934e-05i,-0.0001819-2.483e-05i,0.00015209-0.00022081i,0.00085646-0.00030258i,0.0010041-0.00032198i,0.00036944-0.00047168i,-0.00011801-0.00025257i,0.00022435+0.00016805i,0.00024689-0.000124i,-0.00026401-0.0007028i,-0.00010499-0.00042142i,-0.00030621-0.00012564i,-0.001006-0.00040361i,-0.00086431-0.00044859i,-0.00066635+0.00020058i,-0.0010217+0.00035292i
-0.00072088+0.0003074i,-0.0006638+0.00047278i,0.00082758+0.0010715i,0.0015636+0.0020314i,0.0011119+0.0022863i,3.256e-05+0.0011871i,-0.00091553+0.00075793i,-0.00084819+0.00056959i,-0.00026255+8.3622e-05i,0.00029571-0.00057508i,-2.4259e-05-0.0010314i,0.0001061-0.00086655i,0.00040257-0.00035115i,0.00025483-0.00019629i,-0.00015732-0.00050093i,-0.00055672+0.00022497i,-0.00027836+0.0010836i,0.0001524+0.00055188i,-9.215e-05-0.00014754i,-0.00078135+0.00011936i,-0.00085328+0.00037062i,-0.00017275+0.00049257i,0.00056499+0.00025743i
0.00069993+0.0006913i,0.00033388+0.00095817i,0.00016845+0.00042671i,-0.00013038+0.00029836i,0.00013536+0.0013632i,0.00045481+0.0018662i,0.00020298+0.0017394i,-0.00074855+0.00089516i,-0.00052007-0.00011987i,6.3622e-05-0.00071345i,0.00020636-0.00076344i,0.00038291-0.00062671i,-0.00017486-0.00060103i,-0.00024818-0.00044878i,0.00036749-0.00050927i,-8.8618e-05-7.8689e-06i,-0.00065748-0.00048611i,-0.0004075-0.00049701i,-0.00027754+0.00074869i,-0.0010936+0.0015216i,-0.001053+0.0011784i,-0.00047532+0.0005649i,-0.00035723+0.00042138i
0.00033157+0.0004919i,-0.00023554+0.00031502i,-5.4014e-05+0.00047096i,9.4544e-05+0.0015848i,-0.00024175+0.0027714i,-0.0004975+0.0027725i,-0.0006958+0.0013525i,-0.00025946-0.00010908i,-4.6137e-05+3.6592e-05i,-0.00055974+0.00047429i,-0.00065659+0.00013405i,7.4392e-05-0.00018867i,0.00051821-0.00033874i,-5.2253e-05-0.00031157i,-0.00050561-5.106e-05i,-0.00082919-7.9336e-05i,-0.00084898+8.9478e-05i,-0.00070285+0.00024511i,3.6065e-05-5.3088e-05i,0.00030693+0.00023491i,0.00016759-0.00018889i,0.00023998-0.0011098i,-1.8142e-05-0.000407i
0.00071457-0.00032224i,0.00064152-7.0251e-05i,-0.00060951-0.00061563i,-2.3525e-05-0.00084195i,0.00066592+0.0010063i,0.00096482+0.0019091i,0.0006394+0.0013372i,-0.00035562+0.0012019i,-0.00067356+0.00060367i,-0.00011204-0.00011998i,0.00017382-0.00026118i,-9.0744e-05-0.00032294i,0.00029201-0.00048676i,-9.2207e-05+4.9764e-05i,-9.4249e-05+0.00054058i,0.00036637+0.00041195i,-0.00026912-0.00014739i,-0.00052278-0.00018912i,0.00028882+0.00075082i,0.00019945+0.00096453i,-4.2007e-05+0.00036365i,-0.00023866+0.0004443i,-0.00063982+0.0010306i
-0.0016704-0.00061344i,-0.00083339+0.00036117i,-0.00044076+0.0017025i,3.6162e-05+0.0025347i,0.0013016+0.0022793i,0.0020845+0.00085919i,0.00070803-3.8319e-05i,-0.00033461+0.00014047i,-0.00015576-9.4335e-05i,-0.0003979-0.00024093i,-0.0002861+0.00044366i,9.8129e-05+0.0011197i,0.00012615+0.0010816i,0.000117+0.00063377i,-0.00023314+6.1074e-05i,-0.00052596+1.7677e-05i,-0.00037983+1.5677e-05i,3.5576e-05-0.00024032i,-0.0001916-0.00055231i,-0.00056268-0.0002983i,-9.0191e-05-0.00012497i,-0.00024674-0.00081446i,-0.0007983-0.0010189i
0.00035107-0.00058002i,-0.00017527-0.00044531i,-0.0010728-0.00073676i,-0.0020756-0.00043315i,-0.0021039+0.00073565i,-0.00077432+0.0013154i,-9.204e-05+0.00093212i,-0.00043089+0.0010138i,0.00021246+0.00026081i,0.00087197-0.0012748i,0.00049745-0.0011061i,0.00020767-0.00036524i,0.00031687-0.00014023i,0.00016974-0.00023213i,0.00012706-0.00019796i,0.00012742+0.00092814i,-0.0002143+0.0012338i,-0.00045191+0.00048266i,-0.00041045+0.0011586i,-0.00011477+0.0013126i,0.00027805+0.00061963i,0.00012163+0.00025809i,-0.0007394+0.00040821i
-0.00049388-0.00040883i,-0.0008233+0.00087236i,-0.0001022+0.0011812i,0.00071552+0.0012953i,0.00027622+0.0015813i,-0.00039343+0.0012731i,-0.00070226+0.0012233i,-0.0010819+0.0013399i,-0.0009109+0.00091693i,-6.0834e-05+0.00072128i,0.00057361+0.00016665i,0.00087868-0.00040199i,0.00098682-7.9607e-05i,0.00062901+0.00056408i,-0.0001603+0.00030143i,-0.00036024-0.00018098i,2.7781e-05+3.6728e-05i,-0.00040836+0.00044541i,-0.00038569+0.00016942i,-0.00037725+0.00016268i,-0.00066793-0.00028096i,-0.0005721-0.00098545i,-0.00016019-0.00099793i
0.00020395+6.3231e-05i,8.6643e-05+0.00053163i,0.00031836+0.00029151i,0.00062798+0.00083977i,0.00059911+0.0017619i,0.00093842+0.0014572i,0.0012915+0.00022711i,0.00067192-0.00012452i,2.5029e-05-0.00057934i,0.00024257-0.00148i,0.00029538-0.001429i,0.00052509-0.00051272i,0.00082149-4.1819e-05i,0.00064312+0.0005707i,0.00041663+0.0012541i,-0.00062169+0.0014016i,-0.00062388+0.00065181i,0.00018692+0.00023265i,0.00022901-0.00018756i,0.00065449-0.00084544i,0.00020967-0.0010086i,-0.00027258-0.00029168i,-0.00032471-4.8679e-05i
0.0004139-0.00052964i,0.00081065-0.00081406i,7.4761e-05-0.0010427i,-0.00066216-0.0004176i,-0.00035878+0.00069487i,4.8388e-06+0.00095333i,-0.00038344+0.00071687i,-0.0001826+0.00061039i,0.00042112+0.00048113i,0.00049101-0.0010096i,0.00043644-0.0014932i,0.00082532-0.00030549i,0.0011849+0.00075953i,0.0011557+0.00065844i,0.00087518+0.00036416i,-3.3394e-05+0.00045469i,0.0001335+0.00016581i,0.00038128+4.6342e-05i,-0.00032362+0.00023318i,-0.00032469-0.00054116i,0.00012661-0.00077648i,0.00062449+4.47e-05i,0.00037843+0.0005038i
-0.0015581-0.00037019i,-0.00065753+0.00016924i,0.00053619+0.0014015i,0.0015973+0.0014478i,0.0026511+0.00094488i,0.0015991+0.00093974i,0.00057252+0.0010278i,0.00058871+0.00082709i,0.00095355+0.00051859i,0.0010325+0.00038507i,0.0006165+0.0002107i,0.0011568-0.00028279i,0.0013115-0.00035714i,0.00067684+0.00028797i,0.00039891+0.00071012i,0.0008268+0.0007578i,0.0008777+0.00057738i,0.00025412+2.1516e-05i,5.1494e-05+0.00024299i,-9.2577e-05+0.00062818i,-0.00018045+0.00060508i,0.0003177+0.00068437i,0.00037159+0.00067323i
-0.0018354+0.00034451i,-0.0019835-0.00054273i,-0.0025783-0.00078189i,-0.0031743+0.00025996i,-0.0022394+0.001275i,-0.00063438+0.0016117i,0.00058288+0.0012743i,0.00029542+0.0014837i,4.2143e-05+0.0013506i,0.00047345+0.0002188i,0.0012642+0.00049419i,0.0011672+0.00102i,0.00027977+0.00031017i,0.00035035+0.00011115i,0.00094697+0.00030518i,0.00047082-0.00023133i,-0.00076217-0.00048842i,-0.00099578+4.1039e-05i,-0.00039346+0.00014582i,-0.00010508+8.1165e-05i,-0.00015595+0.00022119i,-0.00031961-0.00020472i,-0.00012405-0.00040715i
0.00033403+0.00033054i,0.00066976+0.00041236i,0.001554+0.0010963i,0.001767+0.0022282i,0.0013424+0.0024311i,0.00089381+0.0013888i,0.0003065+0.00097242i,-0.00019748+0.00098481i,4.8047e-05+0.00017067i,0.00052572-0.00065657i,0.0014485-0.00036795i,0.0020183-0.00039497i,0.0020427-0.00027963i,0.0015592+0.00068274i,0.00091142+0.0010222i,0.00079019+0.00025648i,0.0010779-0.00012822i,0.00062183-0.00063948i,-0.0001742-0.00067186i,-0.00090215+0.00027854i,-0.0013658+0.00023474i,-0.00096346-0.00082422i,-0.00067985-0.00078965i
0.00013243-0.00043558i,-0.000685-0.00046903i,-0.00087249+8.6015e-05i,-0.00021981+0.0013942i,-0.00017628+0.0018289i,-0.0010799+0.0015482i,-0.0014524+0.00084866i,-0.00059202-0.00013927i,0.00027981-0.00084627i,0.00074171-0.00073699i,0.0003115-0.00047467i,-0.00062583-0.00065188i,-0.00035044-0.00083922i,0.00027448-0.0009324i,-0.00057864-0.00093006i,-0.0016277-0.0006112i,-0.0014806-0.00044827i,-0.0010696-0.00019405i,-0.00024101+7.3915e-05i,0.00071098+0.00083026i,0.00026062+0.00081597i,0.00019823+0.00061046i,0.00042481+8.3254e-05i
0.0010669-0.00080315i,0.00085725-0.00064434i,0.0016199-0.00057741i,0.0018682-0.0002762i,0.0015333+0.0013268i,0.0018471+0.0028273i,0.0014893+0.001698i,0.0013273+0.00046949i,0.0011684+0.00022761i,0.00025822-0.00046515i,-2.8791e-05-0.0004369i,0.00029391-8.1352e-05i,0.00026756+0.00062148i,0.00024223+0.00075543i,0.00032039+5.9303e-05i,0.00072311-0.00055622i,0.00048741-0.00085521i,-7.4239e-05+0.00025603i,9.5464e-05+0.00087078i,0.00051821+0.00045271i,0.00056467+0.00030387i,0.00033266-8.5418e-05i,-0.00010102-7.5318e-05i
0.00067001-0.0017574i,0.00038083-0.0017259i,-0.00070251-0.0017471i,-0.00046416-0.00038226i,0.00058222+0.00078491i,0.00052404+0.0013956i,0.0011016+0.0011969i,0.0015185+0.00061426i,0.0011741+0.00018131i,0.0011063-3.1919e-05i,0.00079659-0.00027417i,0.00087219-0.00028935i,0.001052+8.3346e-05i,0.00043572-0.00032849i,0.0001053-0.00051357i,0.00090759+0.00028764i,0.0010181+0.00029631i,0.00044752+0.00023041i,7.6218e-05+0.00084968i,-6.8181e-05+0.0006936i,0.00063345+0.00044571i,0.00046281+0.00091381i,-0.0002123+0.0011358i
-0.0006793-0.000467i,0.00011673-0.00068867i,0.0016599-0.00025269i,0.0019451+0.00011426i,0.0014272+0.00021785i,0.00063415-2.7632e-05i,-0.00082276-0.00053984i,-0.0014161-0.00075869i,-0.0011012-7.2473e-05i,-4.4957e-05+0.00046103i,0.00046461+0.00032738i,0.00052111+9.9746e-05i,0.00044515-5.1935e-05i,3.0097e-05-0.00032514i,-0.00011459-0.00012028i,-0.00038494-0.00019486i,-0.00057679-0.0001726i,-0.00024117+0.00029544i,0.00065169+0.00050982i,0.00064811+0.00052086i,-0.00085529+0.00066015i,-0.00069254+0.00079944i,0.0004114+0.000821i
0.00020521+0.00093633i,-5.4178e-05+0.00072448i,-0.00042711+0.0017331i,0.00059958+0.0028252i,0.001855+0.0021142i,0.0016577+0.00087209i,0.00023894+7.9889e-05i,-0.00064166-0.000311i,-0.00036007+0.0001756i,8.7448e-05+6.4961e-05i,-0.00072641-0.00037117i,-0.0013367-0.00013588i,-0.0006486+0.00015267i,-0.00066206+0.00017283i,-0.00060853-9.4959e-05i,0.00040751-0.00047288i,0.00070012-0.00031279i,-4.8841e-05-0.00036908i,-5.0103e-05-0.00043626i,-0.00063588-0.00010541i,-0.0010287+0.00014974i,-0.00020087+5.0995e-06i,0.00033271-0.0011196i
-0.00035287+0.0010189i,-0.00018893+0.00072743i,5.3237e-05+0.00095299i,0.00046701+0.0016258i,0.00078895+0.0017125i,0.00044958+0.00087003i,-5.1041e-05+0.000529i,-0.00022192+0.00040962i,1.4564e-05+0.00024216i,0.00043329+0.00065319i,0.00015982+0.00041092i,4.7129e-05-0.00024347i,-2.5558e-06-0.00088724i,-0.00024968-0.00087122i,-0.0004549-0.00020194i,-0.00056981+0.00011199i,-0.00055451-2.347e-05i,-0.00056949+0.00035889i,-0.00030555+0.00033352i,0.0002084+0.00030477i,0.00051+0.00056601i,0.0004964+0.00071859i,0.00010673+0.00042441i
0.00026226-0.00059718i,6.12e-05-0.00067358i,0.00076273+0.00054651i,0.0010793+0.0015352i,0.0012155+0.0017849i,0.001117+0.0014596i,0.00022133+0.00092968i,-7.9287e-05+0.0011763i,0.0005229+0.00078358i,0.0007667-0.00087473i,0.0004264-0.0012813i,0.00093901-0.00038535i,0.0012102+0.00038929i,0.00040408+0.00065605i,0.00040124+0.00023138i,0.00059424-8.1163e-05i,-0.00014075-0.00012147i,-0.00024918-0.00065696i,0.00066892-0.00098606i,0.00047371+0.00015984i,-0.0002411+0.00066815i,-0.00028806-0.00032905i,0.00045496-0.00059712i
-0.0010826-5.0665e-06i,-0.00021188-0.00010605i,-0.00055787-0.00050161i,-0.00078398+0.00015333i,0.00041052+0.0013058i,0.0013215+0.0013322i,0.00071096+0.0011735i,-0.00023341+0.00059698i,-0.00021673-0.00028533i,-4.5616e-05-0.00085951i,0.00019251-0.00080365i,0.00079443+0.0001425i,0.00074582+0.0007153i,0.00086317+0.0010186i,0.00077261+0.00050687i,7.9509e-05-1.9538e-05i,-0.00059889+0.00012978i,-0.00082049+0.00049536i,-0.00042519+0.00055659i,-0.00034085-0.00038787i,-0.00088186-0.00051726i,-0.00062545-0.0005165i,-3.8474e-05-0.0006261i
-0.00064048-0.00051557i,-0.00069521-5.8955e-05i,-0.00073844+5.1318e-06i,-0.00043242+0.0006656i,0.00067502+0.0024051i,0.0014095+0.0016377i,0.001451+0.00041026i,0.00025647+0.00027947i,-0.00030545-0.00010104i,-0.0003417-0.00059628i,-0.00063874-0.0013411i,-0.00029016-0.0009029i,-0.00017272+0.00036553i,-0.00032888+0.00082244i,0.00012581+0.00065879i,0.00025542+0.00012662i,0.00014001-0.00062355i,0.00013736-0.00064677i,-8.979e-05-0.00038944i,-0.00021353-0.000263i,-0.00039848-0.0001204i,-1.9761e-05-1.7231e-05i,0.00031154+0.0005003i
