-0.0037504+0.00023054i,-0.0028908-0.00014582i,-0.0033192+0.0008307i,-0.0020149+0.0024141i,-0.00049193+0.0029356i,-0.0004308+0.0026391i,-0.0014547+0.002249i,-0.0012037+0.00061423i,0.00019333-0.00092511i,0.00048651-0.00082635i,0.00046797-7.001e-05i,0.0011387+0.00023905i,0.0019313+6.1581e-05i,0.0013244+4.5876e-05i,0.00054491+0.00012591i,0.000293-0.00022164i,-0.00016767-0.0004596i,-0.00026177-0.00010974i,4.4002e-05-0.00029183i,1.8683e-05-0.00022784i,-0.00026293-9.3483e-06i,0.0002452-0.00021801i,0.00037137+1.2021e-05i
-0.00071325-0.001256i,-0.0010661-0.0015627i,-0.00076214-0.00149i,-0.00018476-0.00047739i,-0.00012365+0.00010496i,0.00058712-0.00024773i,0.00080814+0.00023937i,0.00021455+0.00088953i,-0.00039092+0.00070435i,-0.00065613+0.00052178i,-0.00019324+0.0014106i,0.0002395+0.0013382i,0.00012291+0.00038679i,0.00040855+0.00049744i,0.0012236+0.00087277i,0.00079402+0.0010545i,-0.00012807+0.00032576i,4.0816e-05-0.00033944i,0.0001204+1.4976e-05i,0.00030386+0.000307i,0.00069337+0.00036952i,0.00094937+0.0003872i,0.00062726+0.0004723i
-0.00057178+0.00087122i,-0.00045927+0.00099566i,-0.00057103+0.0013739i,-0.00025456+0.0011494i,0.00036685+0.00086906i,-6.1115e-05+0.00022799i,7.1825e-06+0.00018134i,0.00068593+0.00066366i,5.8066e-05+0.00048683i,-0.00073264+0.0002478i,-0.00051856+7.3028e-05i,0.00014424+0.00018154i,0.00062202+0.00057408i,0.00089041+0.00017764i,0.00084955+0.00054282i,0.00087261+0.00083345i,0.00018564+0.00037257i,-0.00067799-0.00011471i,-0.00060461-5.4951e-05i,-0.00047386-7.9655e-05i,-0.00023906-0.00029157i,0.00070885-0.00038547i,0.00099271-0.00011884i
0.00075342-0.00061516i,0.0012901-0.0011016i,0.0010123-0.0012516i,0.00025761-0.0013993i,0.00037135-0.0016675i,0.00011229-0.0019458i,-0.00036521-0.0017723i,-0.00042626-0.0017609i,-0.000711-0.0010286i,-0.0013467-0.00029881i,-0.001445-0.00026888i,-0.0012188-0.00015789i,-0.0010443+5.9574e-05i,-0.0011226+0.00060408i,-0.00053762+0.00045282i,0.00071403+0.00010554i,0.00059828+0.00027199i,0.00077119+0.00012282i,0.00074157-0.00014644i,7.1761e-05+0.00012376i,-0.00022378+0.00079632i,3.1368e-05+0.0004694i,0.00038061+0.00017277i
-0.0017058-0.0004884i,-0.0019681+0.00051004i,-0.0018054+0.0010042i,-0.00049349+0.00084744i,0.00045945-0.00053901i,0.00030149-0.0011773i,-0.00037077-0.00028378i,-0.00037034+0.00034631i,-0.00095809+0.00045029i,-0.0012653+9.7341e-05i,9.0542e-05+0.00023318i,0.0010822+0.00058676i,0.0012866+0.00019502i,0.00075065-0.0002421i,0.00086675+1.1847e-06i,0.0014332+0.00023539i,0.00057515+0.00046191i,-0.00069387+0.0010106i,-0.00027515+0.00079147i,0.00010683+7.8542e-06i,0.00022748+0.00012196i,4.4106e-05+0.00027038i,-0.00075491+0.00013959i
-0.00019771-0.00011663i,0.00058234-0.00098262i,0.00099423+0.00042368i,0.00099975+0.00094035i,0.0014918+0.00015287i,0.0020249-0.00064867i,0.0017138-0.00069527i,0.0005012-0.0010944i,0.00031077-0.00080546i,0.00033806+0.00013033i,4.5533e-05+0.00038046i,0.00023744+0.0002719i,0.0001535+0.0002555i,-0.00050408+0.00043629i,-0.00052812-7.9385e-05i,-8.3359e-05+7.9473e-06i,-0.000172+0.00036473i,-0.00012125-4.1066e-05i,0.00012294-0.00030451i,0.00033575+0.00037516i,0.00030463+0.0013129i,-0.00055998+0.00096126i,-0.00090503-7.6771e-05i
0.0017833+0.0014951i,0.00079636+0.0012304i,0.0016732+0.00057008i,0.002144-0.00084829i,0.0019425-0.0024396i,0.00159-0.0025418i,0.00080693-0.0011041i,7.8433e-05+0.00023212i,-0.0001882+0.00039796i,7.8806e-05-0.00045877i,0.00015101-0.00042913i,-0.00037801-0.00035443i,-0.00081067-0.00010723i,-0.00054758+5.2051e-05i,-0.00093696-0.00046024i,-0.0011112-0.00037938i,-0.00048147+0.00051706i,-0.00056508+0.0011898i,-0.00041298+0.0010164i,-0.00035938+0.00045118i,-0.00054084-0.00029975i,-3.2481e-05-0.00049129i,0.0002385+0.00044668i
-0.00087597-0.00073865i,0.00088645-0.0010416i,0.00046707-0.00042231i,-0.00010398+0.00019279i,0.00039044+1.7742e-05i,0.00093956+0.0001774i,0.0005541+0.00052633i,-7.7809e-05+0.0003162i,-0.00094006-0.00011441i,-0.00075667-3.7063e-05i,0.00049974+0.00016276i,0.00098638+0.00036518i,0.0007947+0.00038058i,0.00061737+0.00079652i,0.00043989+0.001269i,-0.00014064+0.00053141i,-0.00051782+9.692e-05i,-0.00067163+0.00035141i,-0.00030517+0.00022197i,0.00036548+0.00069135i,0.00097691+0.00034029i,0.0010643-0.00022383i,0.00037166+0.00032939i
-0.00090761-0.00060563i,-4.2611e-05-0.00099862i,-0.00058741-0.00088563i,-0.00049053-0.00042656i,0.00094985-0.00034947i,0.0013255-0.00092783i,0.0011502-0.00058079i,0.00096941+0.00023811i,0.0009071+0.00029485i,0.0011312+0.00034031i,0.00033461+0.00040387i,-0.00019729+0.00028327i,0.00031044+0.00023635i,0.00089801+0.00086537i,0.00089659+0.0013435i,0.00051938+0.00062796i,0.00045316-0.00013447i,0.00060926+0.00015076i,-0.00012399+0.00031012i,-0.00045534+0.0004704i,-0.0002877+0.00052211i,-0.00016368+7.6461e-05i,0.00045328+6.5226e-05i
0.00056232+0.0011288i,0.001076-4.3391e-05i,0.0016318+0.0003056i,0.0019479+0.00045369i,0.00087351-0.00022887i,-0.00052108-0.0008444i,-0.00094727-0.0002438i,-0.0010619+0.00052997i,-0.00084766-0.00070376i,-0.0006355-0.0008401i,-0.00047813+0.00045962i,-9.5957e-05+0.0010962i,0.00015093+0.0011601i,0.00038626+0.00077258i,0.00057083+0.00053509i,0.00090467+0.00044486i,0.00037379+0.00040468i,-0.00039657+0.00033093i,-0.0002229-0.00032233i,-0.00019316-0.00025529i,-0.00035455+0.00019563i,-0.00054804-0.00017221i,-7.9628e-05+0.00015475i
-0.0012945+0.0011476i,-0.0010979+4.8545e-05i,-0.00083493+0.00028165i,0.00018603+0.00018326i,0.0016525-0.00070378i,0.0012871-0.0011116i,0.00078605-0.00077345i,0.00065502+0.00025768i,0.0004619+0.0007743i,0.00037686+0.00084913i,0.00031466+0.0010398i,-0.00066657+0.0010356i,-0.0012771+0.0004842i,-0.0004339+9.9866e-05i,1.9114e-05+0.00052714i,-0.00011873+0.0004033i,0.00041442-6.9607e-05i,0.00068614+1.9471e-06i,0.00011521+0.00033367i,0.00037184+0.00011373i,0.00040583+0.00011475i,-0.00048042+0.00018167i,-0.00030678-0.0002911i
0.0012823-0.0011264i,0.0011491-0.00081347i,0.0011708-0.0010954i,0.00090904-0.0012623i,-0.00011416-0.0019975i,-0.00046367-0.0019894i,-0.00034567-0.00137i,0.00029048-0.00032918i,-5.0054e-05+0.00032098i,-0.00065842+0.00069816i,-0.00051975+0.0012986i,0.00027961+0.0013972i,0.00080255+0.0013433i,0.00091162+0.0012477i,0.00055035+0.00099747i,1.805e-05+0.00033251i,-3.6677e-05-0.00026667i,0.00014922-0.00013246i,-0.00012326-0.00043487i,-0.00032541-0.00038917i,0.00017556+0.00045782i,0.00072954+0.00029791i,0.00067173-0.00036607i
-0.00026425-0.0017081i,-0.00052315-0.0015428i,-0.0015263-0.00099697i,-0.0013659-0.0012016i,0.00016519-0.00085708i,0.00049117-0.00021405i,1.4789e-05+5.5611e-05i,-0.00018727+0.00037507i,-0.00037505-9.5125e-05i,-0.00039102-0.0010483i,-0.00032013-0.00055014i,0.00012173+0.00062239i,0.00060079+0.00075343i,0.00050023-3.2534e-05i,0.00062934+0.00037807i,0.00036411+0.00084509i,3.4239e-06+5.9296e-05i,0.00026293-0.00092686i,0.00010383-0.0007687i,-0.00015868+0.00017477i,4.0669e-05+0.00096757i,-1.6367e-05+0.00046062i,-0.00028663-0.00015843i
0.00020891-6.9956e-05i,0.00022468-4.2766e-06i,0.0015907-0.001044i,0.0016823-0.0019603i,0.00041028-0.00255i,-0.00020332-0.0028285i,0.00083061-0.0018553i,0.0014933-0.00048476i,0.00087276+0.00019403i,-0.00031756-0.00067758i,-0.00080655-0.0010151i,-0.00056393-0.00025432i,-0.00012708+0.00025964i,-0.00020214+0.00063101i,0.00038157+0.0007639i,0.00043959-9.9458e-05i,-0.00056938-0.00052474i,-0.00058223+0.00031161i,-0.00046252+0.00055128i,-0.00055425+0.00042156i,0.00031504-0.00021652i,0.00085866-0.00017698i,0.00065586+0.00052379i
0.0011907+0.00048883i,0.0015711-0.00061748i,0.0013841-0.00085479i,0.00053632-0.00058259i,-0.00024053-0.00088773i,-0.0005352-0.0014388i,-8.8158e-05-0.00061349i,0.00026508+0.00025498i,-0.00039788-0.0003362i,-0.00065789-0.00080241i,-1.9258e-06+0.00036393i,0.00023828+0.0011317i,9.6871e-05+0.00115i,-1.9975e-05+0.0010267i,-0.0005076+0.00059394i,-0.00024051+0.00049971i,-6.7381e-05+0.0005331i,-0.00041895+0.00054021i,-0.0010593+8.3663e-05i,-0.00068791+0.0002681i,-0.00035605+0.00066264i,-0.001409+0.00077329i,-0.0010202+0.00040277i
-0.00085827+0.00010158i,-0.0005315+0.0005029i,4.6104e-05+0.00085302i,0.0007916+0.0011089i,0.0011521+0.0010594i,0.00087298+0.00040141i,0.00042676-0.00015023i,0.00010236-0.00074716i,8.4431e-05-0.00091024i,-0.00016915-0.00033062i,-0.00026707+0.00015456i,6.7324e-05+0.0010521i,-0.00058144+0.0014845i,-0.0012109+0.00049349i,-0.00067042-7.683e-05i,-1.7244e-05+0.00010418i,-1.0273e-05+0.00060521i,-0.00040071+0.00025084i,-0.00021345-7.0891e-05i,0.0001883+0.00044075i,2.0447e-05+0.00081917i,-0.00019355-0.00016441i,0.00020213-0.00064294i
0.001239-0.00066736i,0.0013514-0.0016341i,0.001592-0.0028765i,0.0013713-0.0019603i,0.00074692-0.0011639i,0.00050146-0.0014007i,0.00059176-0.00078339i,7.1612e-05+0.00031441i,-0.00016043-0.00045709i,-0.00047728-0.00088814i,-0.00099933-0.00010506i,-0.00074047+0.00040219i,-0.00038424+0.00091996i,-0.00048025+0.00062398i,-0.00041475-6.4275e-05i,-6.4282e-05+2.8922e-05i,0.00025162+0.00034381i,0.00022238+0.00058593i,-2.257e-05+0.00077262i,0.00028559+0.00032014i,0.00061403-0.00056658i,0.00032642-0.00043127i,-0.00011441-0.00035571i
0.0015387-0.0003882i,0.00022275-0.00060846i,-0.0017694-0.00062198i,-0.0023875+0.000301i,-0.001695+0.0001181i,-0.00091168-0.00054728i,-0.00053246-9.2874e-05i,-0.0004999+0.00069425i,-9.3374e-05-0.00025417i,0.000298-8.072e-05i,-0.00021471+0.00095248i,-0.0003918+0.00026215i,8.8407e-05+0.00027192i,-6.2825e-05+0.0005712i,2.4342e-05+0.00032197i,1.8854e-05+0.00019854i,-0.00064273+0.00013776i,-0.00048873+9.851e-05i,-0.00068538+0.00025095i,-0.00072329+0.0004771i,-0.00016012+0.001002i,6.5705e-05+0.00087242i,0.00014382+1.4117e-05i
-0.0010577-0.0026077i,-0.00074619-0.00271i,-0.00057558-0.0026374i,-0.0004787-0.0015419i,0.00030215-0.00058005i,0.0016801-0.00022982i,0.0017688-0.00060004i,0.00096316-0.0011534i,0.00019959-0.00078575i,-0.0006257-2.083e-07i,-0.00055244+0.00041688i,0.00043848+0.00059048i,0.00050679+0.00072462i,0.00045903+0.00054722i,0.00059227+0.00022403i,0.00085719+0.00026457i,0.0010784+0.00046483i,0.00037047+0.00054928i,0.00034593-0.00011581i,0.00089069-7.9927e-05i,0.00065537+0.00054699i,0.00087715+7.707e-06i,0.00086913+0.00016299i
-0.0013078+0.0012916i,-0.0016725+0.00066595i,-0.0010874+0.00070707i,0.00017664+0.0013349i,0.00070412+0.0010502i,1.5577e-05+0.00027638i,-0.00089472-0.00020704i,-0.00057243-0.00022816i,-0.00052486-0.00047959i,-0.00048268-0.00067882i,-0.00072143-0.00026588i,-0.00052642+0.00014221i,-0.00021111-0.00034366i,-0.00016822-0.00124i,-8.0512e-05-0.00093414i,-4.9997e-05-0.00032436i,-0.00014347+4.4159e-05i,-0.00061188-0.00010405i,-0.0003404-0.0008025i,-0.00023247-0.00084111i,-0.00071918-0.00012892i,-0.00084322+0.00032159i,-0.00020827+0.00088585i
0.00041912-0.00018752i,0.00064285-0.00068185i,0.0012196-0.0012932i,0.0016937-0.00105i,0.0013212-0.0005141i,0.0008222+0.00030465i,0.00050328+0.0003682i,0.00034687-0.00034688i,-4.4257e-05-0.0010031i,-0.00041318-0.0010882i,-0.00055957-0.00025609i,0.0003326+0.00080038i,0.0012691+0.00094391i,0.0013704+0.00065565i,0.00070318+0.0010037i,0.00015564+0.00078491i,4.3445e-05+0.00071545i,-5.7093e-05+0.00085644i,0.00040247+0.0004521i,0.00067882-7.1343e-06i,0.00016025+0.0010313i,-0.00021467+0.0017049i,-0.00020596+0.00090031i
0.00063885-0.00039348i,-0.0014119+0.00011611i,-0.0019655-0.0010441i,-0.0011234-0.001792i,-0.0010402-0.0024165i,-0.00078418-0.0021607i,-0.00053295-0.00017983i,-0.00078685+0.00062462i,-0.00066966-0.00042084i,-7.2055e-05-0.0006181i,2.1553e-05+0.00032487i,0.00014153+0.00060273i,-4.812e-05+0.00039764i,-0.00017014+0.00086998i,0.00036328+0.00097852i,0.0005871+0.00044353i,4.1779e-05-0.00048395i,-0.00017684-0.0011494i,-0.00073874-0.00083001i,-6.4626e-05-1.1327e-05i,0.0011204+0.00056701i,0.00075003+0.0003643i,0.00025269-1.1166e-05i
0.0011305-0.00056961i,0.00061872+0.00041061i,0.00022979-1.7131e-05i,4.9307e-05-0.00027714i,-0.00035297+0.00052008i,-0.0001286+0.00063453i,-0.0003762+0.00043093i,-0.00057524+0.00053804i,-0.00060142+0.00019679i,-0.00046322-0.00053451i,0.00010783-0.00063556i,-9.5338e-05-3.3846e-05i,-1.2937e-05+0.00026195i,0.00015781+0.00023113i,-0.00058321+0.00031134i,-0.00068539+0.00010036i,1.6907e-05-9.7993e-05i,0.00014821+7.729e-05i,-0.00044408+0.00025348i,-0.00041525+0.00034498i,-0.00037827+0.00048077i,-0.00030028-0.00039706i,-0.0002138-0.0014778i
-0.0020612+7.0835e-05i,-0.0028562-0.00086861i,-0.0027332-0.0004488i,-0.0010036-0.00051916i,0.00070181-0.001509i,0.0014803-0.0020507i,0.0015733-0.00092614i,0.00083701+0.00017573i,-0.00025896-0.0001729i,-0.00046057-0.00021709i,0.00015091-0.00029318i,0.0002906-0.00065339i,0.00016175-0.00036882i,0.00023636-0.00016601i,0.00048706+1.0354e-05i,0.00041078+0.0002637i,0.00011427+0.00037941i,-0.00052895+0.000666i,-0.00083901+0.00055797i,4.2682e-05-7.8179e-05i,0.00080405-0.00020036i,0.00031005+0.00021067i,-0.00073576+0.00031583i
0.0015011+0.0027805i,0.0009178+0.0026839i,0.0029542+0.0016528i,0.0025074+0.00027664i,0.0011096-0.00049561i,0.0003367-0.00024745i,-0.0001329+0.000286i,1.2175e-05+0.00069835i,-0.00049134-6.061e-05i,-0.00034365-0.0013647i,2.5466e-06-0.0016447i,-0.0003368-0.00053433i,-0.00036377+0.00025707i,8.824e-06+0.00066331i,2.3616e-05+0.00088148i,-3.7538e-05+0.00046165i,0.00054634-0.00045366i,0.00094524-0.00099657i,0.00037653-9.2673e-05i,0.00031808+0.00052373i,0.00013539+0.00041138i,-0.00081288+3.0309e-05i,-0.00055706-0.00027024i
-0.00058644+0.00096941i,-0.00070738+0.00023934i,9.2201e-05+0.00032483i,0.0013775+5.5775e-05i,0.0018439-0.00014905i,0.00078412-0.00083561i,0.00033348-0.00068273i,7.2595e-05-0.00022055i,-0.00035549-0.0002196i,-0.00070294-0.00059162i,-0.00084471-0.00010805i,-0.00031422+0.0005694i,-0.0001171+0.00070204i,-0.00041851+0.00058441i,0.00032942+0.00038707i,0.00086637+0.00050294i,0.00024449+0.00098402i,-0.0006219+0.00071057i,-0.0005486+0.00044563i,-0.00033029+0.0003754i,-7.1714e-05+0.00019444i,0.00013672+0.00051352i,-0.00035466+0.00013188i
-0.00095727+0.0003073i,-0.00032098+9.5956e-06i,-0.00054967+3.8373e-05i,2.3681e-05-0.00031025i,0.00057237-0.0015351i,0.0003245-0.001759i,0.00040386+4.726e-05i,-7.0518e-05+0.00048454i,-0.00030223-0.00056122i,-0.00032398-0.00061658i,-0.00047652-9.3384e-05i,-0.00011779+3.4923e-05i,7.5034e-05+0.0008007i,-0.00014698+0.00068479i,0.00016586-7.1218e-05i,0.00038673+4.4309e-05i,0.00010957+0.00029951i,-0.00038126+0.00038349i,-0.00073631+5.5125e-05i,-0.00031184-3.7807e-05i,0.00014718+0.0005759i,-3.2973e-05+0.00082007i,0.00027776-6.9637e-05i
0.00039266-0.0016328i,0.000643-0.001674i,0.00068435-0.0018424i,0.00037456-0.0010347i,0.00016774-0.00056245i,-0.00049438-0.00059722i,-0.00051239-0.00063089i,-0.00012699-6.1368e-05i,-0.00063649+0.00017725i,-0.00031119+0.00019545i,-9.8368e-05+0.00096398i,-0.00023197+0.00027198i,-0.00035273-0.00039871i,6.8789e-05-4.2602e-06i,0.0011476+0.00019292i,0.00070812-0.00018723i,0.0002471-0.00012021i,0.00084404+0.00018587i,0.00032978+0.00054644i,-0.0010708+0.00081167i,-0.0007449+0.00030141i,0.00038084-1.4537e-06i,0.00042046+0.00021786i
-0.0021873-0.00047303i,-0.0016001+0.00033531i,-0.001444+0.00055128i,-0.0011948+0.0011919i,4.7847e-05+0.0011478i,0.00063294+3.0306e-05i,0.00026694-0.0007246i,-0.00050016-0.0006193i,-0.0011747-4.9655e-05i,-0.0017994+0.00059016i,-0.0013274+0.00061966i,-0.00053858+0.00018811i,-9.7775e-05-0.00037891i,0.00023681-0.00039967i,0.00034829+8.3429e-05i,0.00063596+2.3312e-05i,0.00047708+0.00025468i,0.00036305+7.1631e-05i,0.0001194-0.0006895i,-0.00047256-0.00074692i,-0.00033157-0.00051021i,-0.00010646-0.00042103i,0.00023215-0.00046783i
-0.00021689+0.002678i,0.0011551+0.0017129i,0.0019078+0.0012721i,0.0015311+0.00072966i,0.0014969-0.00054672i,0.00063693-0.0012174i,-0.0007879-0.00066405i,-0.0007997-0.00034111i,-0.00014979-0.00013096i,-0.0009083-0.00018801i,-0.00055897-0.0001064i,-6.3285e-05+0.00026166i,3.2559e-05+0.00041617i,0.00016339+0.00031537i,-0.00030132+0.00035441i,-0.00013982+0.00048795i,-0.00031583+3.7027e-05i,-0.00074561-0.00055855i,-0.00071343-0.0003649i,-7.2452e-05+9.3846e-05i,0.0002601+0.00015033i,0.00016113-0.00059329i,-0.0004724-0.00056299i
0.00022612+0.0022261i,-0.00035036+0.0027392i,0.00079915+0.0019175i,0.0019153+0.001285i,0.0012708-0.00071669i,-2.3079e-05-0.0018621i,-0.00081387-0.0011874i,-0.00064996-0.00017054i,0.00062429+0.00098466i,0.0016123+0.0010007i,0.00092213+2.5417e-05i,-0.001112-0.00039028i,-0.001032-4.2663e-05i,0.00039609-0.00010659i,0.00031351-0.00052362i,-3.5412e-05+1.97e-05i,-5.43e-05+0.00069421i,0.00050891+0.00038474i,0.0012385+0.00049829i,0.00074058+0.00049639i,-0.00032775+0.00059736i,8.0428e-05+0.00052546i,0.00042386+8.7403e-05i
4.4984e-05-0.0019586i,3.3789e-05-0.0023157i,0.00075593-0.0029372i,0.00043391-0.001813i,-0.00061676-0.00031875i,-0.00044666-0.00013414i,7.1215e-05+9.3704e-05i,-6.9871e-05+9.3617e-05i,-0.00039426-0.00077593i,-0.00090379-0.00037959i,-0.0011174+0.00094891i,-0.00059539+0.0012076i,-0.00032447+0.0014692i,-0.00054497+0.0012494i,-0.00021023+0.00023956i,-8.6974e-05+0.00027022i,-0.00027743+0.00015673i,7.4418e-05+0.00042878i,-0.00019023+0.0007468i,-0.00038707+1.4324e-05i,-0.0001912-7.7815e-05i,7.547e-05+0.00011354i,-0.00023226-0.00083872i
-0.0025412+0.0023255i,-0.0018664+0.0026361i,-0.0015601+0.0034153i,-0.00049627+0.0025668i,0.00084711+0.0011438i,0.00094383-0.00094184i,-7.64e-05-0.0016567i,-0.00027002-0.00016934i,0.00010199+0.00042205i,-0.00051754-9.6829e-05i,-0.00055816+5.3109e-05i,0.00036068+0.00016684i,0.00063658-0.00050072i,0.00054855-0.00059084i,-6.3217e-05-0.00014981i,-2.102e-05-0.00027469i,0.00072066-0.00074817i,0.00095521-4.8733e-05i,0.0009498+0.00077909i,0.00096363+0.00058277i,0.0008458-0.00013761i,0.00051046-0.00045998i,0.00036027-0.00071086i
-0.00021739-0.0014493i,-0.0002138-0.0009033i,-5.3801e-05-0.0014934i,0.00054793-0.0020776i,0.0011796-0.001765i,0.00067933-0.00067791i,2.2217e-05+0.00071872i,-0.00053486+0.00058798i,-0.00073019-0.00042724i,-0.00081648-0.00074944i,-0.00077848-0.00024562i,-0.00019612+0.0010085i,-5.9356e-05+0.0010209i,-0.00022624+0.0012225i,-0.00038786+0.0016623i,0.00044336+0.00076821i,0.00082417+0.00036152i,0.00019931+8.8851e-05i,-0.00040091-0.00065353i,-0.00061937-0.00020824i,-4.3826e-05+0.00042599i,0.0004242+0.00032346i,0.00016422+0.00028214i
0.0013311-0.00023407i,1.901e-05-0.00039732i,-0.00063746-0.00051182i,-0.00010578-0.00079485i,0.0004703-0.001187i,0.0003247-0.00099131i,-4.944e-06-0.00050032i,2.3678e-05-0.00065903i,0.0001158-0.0005039i,-0.00021483-5.9957e-05i,-0.00050019+0.00022695i,0.00081619+0.00027918i,0.00092581+0.00060616i,-4.7218e-07+0.00062828i,0.00038404+0.00036446i,0.0010593+0.0001118i,0.00087625+0.00092442i,-1.9522e-05+0.0017816i,-0.00061003+0.0015725i,-0.00019054+0.0010504i,0.00027295+0.00012855i,9.1272e-05-0.00013894i,-0.00070853+4.6508e-05i
-0.00010634+0.00010249i,-2.4805e-06-0.00035163i,0.00091814-0.00094659i,0.0011913-0.0012012i,0.0011097-0.0012374i,0.00070976-0.0013554i,-0.0002942-0.0010973i,-0.0008757-0.00073757i,-0.00033087-0.00057219i,2.4123e-05-0.00039264i,-0.00051418-6.9911e-05i,-0.00078279+0.00056421i,-0.00036047+0.00088639i,9.1894e-05+0.00043515i,0.00053273+0.0003228i,0.00045678+0.00016649i,-6.2779e-05+0.00041149i,2.2356e-05+0.00060555i,0.00026242+0.00024066i,0.00011985+0.0001217i,-0.00037005+0.00029668i,-0.00045978+0.00043718i,-0.00040426-3.9897e-05i
0.00046993+0.0013663i,5.1121e-06+0.0021322i,0.00052547+0.0016565i,0.0019945+0.00045416i,0.0021736-5.5616e-05i,0.0015017-0.0007642i,0.00042532-0.00069209i,-0.00022196+0.00023088i,-0.00013406+0.00043032i,8.1396e-05+9.0148e-05i,0.00040867-0.00027139i,6.024e-05-0.00090422i,-0.00016436-0.00088148i,1.4989e-05-0.00033074i,-0.00049673+3.2711e-05i,-0.00086283-2.5072e-05i,-0.00031843-4.0918e-05i,1.7181e-05-0.00010075i,-0.00052937+3.0711e-05i,-0.00083495+0.00060082i,-0.00091667+0.00021692i,-0.0005727-0.00036377i,-0.00026108-0.00064723i
0.00011829+0.0011566i,0.00095569+0.00074176i,0.0012238+0.0010142i,0.0010933+0.00064377i,0.00076534+0.00012098i,0.00034859-0.00052335i,-0.00037037-0.00053919i,-0.00033604+0.00011531i,0.00012518-0.00053834i,0.0003399-0.00052517i,0.00022757+0.0003291i,0.00035664-0.0001157i,0.00035692-0.00031218i,0.0007748+8.4591e-05i,0.00088681+0.00045068i,0.00019387+0.00021744i,-0.0001605-0.00042579i,0.00067734-0.00066197i,0.00052564-0.00035565i,-0.00047658+0.0003601i,-0.0004183+0.00013751i,0.00022164-0.00014998i,0.00014113+0.00012638i
-0.001355-0.00043384i,-0.0015011-0.00048477i,-0.001274-0.00099159i,1.5308e-05-0.00037961i,0.00056643+0.00050521i,0.00042948+0.00043413i,9.0775e-05-0.00040208i,-0.00044929-0.00043938i,-0.00036903+0.00032264i,-0.0005984+0.00067438i,-0.00079013+2.2917e-05i,-7.9094e-05-0.00065149i,6.6727e-05-0.00045302i,4.262e-05+7.6351e-05i,0.00018042+0.00056298i,-0.00038079+0.00018747i,-0.00082721-1.5429e-05i,-0.00023358-9.71e-05i,-0.00011553-0.00039998i,-0.00030434+0.00020371i,-0.00015216+0.00053606i,-0.00078229+0.00039659i,-0.00048343+0.00025382i
1.6729e-06+0.00020463i,0.00051112+0.00042934i,0.00010737+0.0010323i,0.00041501+0.0011659i,0.0016826+0.00093834i,0.001564+0.00053517i,0.00088514-3.7079e-05i,0.0010262-0.00038447i,0.00095212-0.00035529i,-0.00042582+0.00029376i,-0.00048468+0.00082473i,0.00026665+0.0018412i,1.6438e-05+0.0013272i,0.00010672+0.00051783i,0.00029797+0.00039803i,0.00032013+0.0001317i,0.00057119+0.00025515i,0.0010492+0.00092647i,0.00048212+0.0010345i,-0.00064001+0.00044548i,-0.00067328+0.00010901i,-0.00049109-0.0005817i,0.00043157-0.0010454i
-0.00033791-0.0002333i,0.00022724-0.00096664i,0.00033867-0.0015874i,-0.00012084-0.0017641i,-0.00021631-0.0011941i,-2.9912e-05-0.00081323i,0.00018415-0.00089688i,0.00081894-0.0010575i,0.00025007-0.00087977i,-4.561e-05-0.0003947i,0.00033168+3.7926e-05i,-0.00026609+8.3771e-05i,-0.00041915-0.00035275i,-0.00031061-0.00074945i,3.8389e-05-0.000117i,0.00068899+0.0003716i,0.00011631-1.8417e-05i,-1.3127e-05-0.00017976i,0.00060701+0.00038174i,0.00012654+0.00036624i,-0.00042171-1.9186e-06i,-0.00057911-2.722e-05i,-9.5228e-05-0.00045101i
-0.00046796+0.00028761i,-0.00091007+0.0012212i,-0.00075276+0.002396i,-0.00011623+0.0027576i,-1.4021e-05+0.0014145i,0.00020204-0.00039821i,2.1048e-05-0.000512i,-0.00044312+0.00028418i,-0.0014949+0.00095073i,-0.0013243+0.00079974i,-0.00028172+5.3208e-05i,-0.00033077-0.0002097i,0.00014337+0.00034202i,0.00085549+0.00070037i,0.00033508+0.00042039i,-0.00039401+0.00017946i,0.00010822+8.2489e-05i,0.00052474+0.00021783i,0.00061119+0.00035195i,0.00037168-0.00027621i,0.00055177-0.00074965i,0.00021897-0.00064221i,-0.00028568-0.00033446i
-0.0006793+0.00050836i,-0.00075085+0.00060881i,0.00025253+0.0011524i,0.0011005+0.0018192i,0.00206+0.0010567i,0.0017629-0.00026671i,0.00041608-0.00066867i,-5.1703e-05-0.00086779i,0.00029387-0.00084727i,0.00069893-0.0002914i,0.00074576+0.00024575i,0.0008584+0.00050189i,0.00045403+0.00035785i,0.00024154+0.0005947i,8.198e-05+0.0010265i,0.00040312+0.00043499i,0.0010002+4.4802e-05i,0.00069296+0.00020117i,0.00062062+0.00037389i,0.00082326+0.00056289i,0.00042053+0.00064613i,-0.00046835+0.00069402i,-0.00052876+0.00050291i
