-0.0037504+0.00023054i,-0.0028908-0.00014582i,-0.0033192+0.0008307i,-0.0020149+0.0024141i,-0.00049193+0.0029356i,-0.0004308+0.0026391i,-0.0014547+0.002249i,-0.0012037+0.00061423i,0.00019333-0.00092511i,0.00048651-0.00082635i,0.00046797-7.001e-05i,0.0011387+0.00023905i,0.0019313+6.1581e-05i,0.0013244+4.5876e-05i,0.00054491+0.00012591i,0.000293-0.00022164i,-0.00016767-0.0004596i,-0.00026177-0.00010974i,4.4002e-05-0.00029183i,1.8683e-05-0.00022784i,-0.00026293-9.3483e-06i,0.0002452-0.00021801i,0.00037137+1.2021e-05i
-0.066376+0.0055975i,-0.15088-0.027906i,-0.18215-0.10108i,-0.086174-0.16925i,0.045916-0.19082i,0.092005-0.20158i,0.050546-0.22756i,-0.015736-0.20106i,-0.038155-0.10928i,-0.021567-0.047254i,-0.021985-0.031654i,-0.029512-0.01495i,-0.018045-0.004145i,-0.0057513-0.0051661i,0.0017188-0.0039789i,0.0050475-0.0037308i,0.0029429-0.0026674i,0.0063131+0.0011651i,0.013266+0.0014198i,0.01365-0.0013456i,0.010195-0.00082489i,0.0088619+0.0012531i,0.0073048-0.00036525i
0.071589-0.02601i,0.16793-0.04068i,0.22675-0.029915i,0.14438-0.016509i,-0.00013759-0.044263i,-0.088577-0.084727i,-0.14665-0.070345i,-0.16086-0.015425i,-0.10538+0.013508i,-0.046918+0.0073248i,-0.02025-0.00070745i,-0.0068502-0.001414i,-0.0042698+0.0039396i,-0.0038129+0.01316i,0.0011109+0.013907i,0.0014501+0.0068991i,-0.00047644-0.0021382i,-0.002158-0.012867i,-0.0038379-0.015i,-0.0027755-0.004944i,0.00030688+0.001894i,0.0041896-0.00058742i,0.0074215-0.0050533i
-0.066308+0.058362i,-0.17823+0.125i,-0.30428+0.16816i,-0.33649+0.15126i,-0.28276+0.10718i,-0.23275+0.10424i,-0.17352+0.14873i,-0.080816+0.16245i,-0.009148+0.10545i,0.0013723+0.046339i,-0.005816+0.035693i,0.0015754+0.031521i,0.004994+0.012641i,-0.00028732-0.0041717i,-0.0052349-0.013822i,-0.0071555-0.013766i,-0.0071352-0.0061079i,-0.0080309-0.00076691i,-0.0089897-0.0011363i,-0.0078035-0.0035864i,-0.0055339-0.0041331i,-0.0041805-0.0031554i,-0.0054722-0.000406i
0.036682-0.082484i,0.12381-0.17768i,0.23537-0.22057i,0.27804-0.12592i,0.22626+0.035483i,0.17991+0.11388i,0.18199+0.098384i,0.16723+0.056408i,0.10227+0.020064i,0.044811+0.0040306i,0.021455-0.011178i,0.0042265-0.025218i,-0.0027341-0.018675i,0.005539-0.0061003i,0.0088137-0.00038029i,0.0046216+0.0023988i,-0.0014166+0.0052427i,-0.0071066+0.0081591i,-0.0094939+0.0066177i,-0.0078303+0.00031934i,-0.0044651-0.0052631i,-0.0043532-0.0070025i,-0.0061649-0.00778i
-0.0069297+0.097738i,-0.031244+0.23264i,-0.050487+0.33911i,-0.01178+0.30559i,0.065911+0.18082i,0.096508+0.086214i,0.082891+0.010369i,0.054556-0.061775i,0.019216-0.069238i,0.0040579-0.03124i,0.010102-0.0072152i,0.0093781+0.0014559i,-0.0020943+0.0066123i,-0.015462+0.0087853i,-0.023771+0.012848i,-0.019384+0.013442i,-0.0050955+0.0071594i,0.0066857+0.0045255i,0.0099666+0.008527i,0.0084142+0.011178i,0.006161+0.0089133i,0.004847+0.0074573i,0.0042298+0.0090886i
-0.028537-0.1016i,-0.048773-0.26406i,-0.054361-0.43382i,-0.040078-0.49116i,-0.010157-0.42615i,0.011804-0.32738i,-0.018644-0.23368i,-0.061205-0.12996i,-0.053781-0.045666i,-0.026817-0.01646i,-0.028162-0.010917i,-0.032894+0.0048666i,-0.019018+0.011345i,-0.0032905+0.002529i,0.0060558-0.0062996i,0.0068971-0.010712i,0.00088377-0.010099i,-0.0014189-0.0066197i,-0.00099348-0.0033915i,-0.0062621-0.0020625i,-0.012672+0.0023891i,-0.01181+0.0082037i,-0.0061191+0.0083985i
0.056883+0.082948i,0.11953+0.22161i,0.14192+0.33706i,0.071916+0.32511i,-0.029502+0.22247i,-0.0618+0.14795i,-0.0349+0.12455i,-0.017103+0.10139i,-0.0046696+0.061523i,0.0068233+0.02479i,0.011575+0.0083771i,0.018402+0.00040712i,0.019265-0.0025484i,0.014181+0.007633i,0.011975+0.019836i,0.0084657+0.020958i,0.0009616+0.012277i,-0.003063+0.00078193i,0.0023311-0.0070131i,0.008938-0.00757i,0.010894-0.0062576i,0.0096746-0.0057913i,0.0087816-0.0064948i
-0.086242-0.070337i,-0.21534-0.16468i,-0.35045-0.20747i,-0.38715-0.12165i,-0.31463-0.011355i,-0.21197-0.0035969i,-0.12495-0.040062i,-0.039596-0.032502i,0.0078999-0.01426i,0.0049643-0.0082127i,-0.00036149+0.0014699i,0.0048929+0.0065365i,0.0042533+0.0021315i,-0.0049927-0.005537i,-0.013308-0.011598i,-0.013316-0.0098901i,-0.0063985+2.37e-05i,-0.0025173+0.0078087i,-0.0047042+0.010418i,-0.0040761+0.011654i,0.0011592+0.011113i,0.0046053+0.005956i,0.0020066+0.0015689i
0.10427+0.038135i,0.27247+0.10579i,0.46219+0.15425i,0.5503+0.15408i,0.48945+0.13943i,0.33339+0.10877i,0.17547+0.048548i,0.062541-0.010304i,0.0057937-0.028391i,-0.0051947-0.016944i,-0.0034152-0.011404i,-0.011346-0.015119i,-0.015551-0.016035i,-0.0042403-0.013415i,0.0088618-0.010418i,0.014115-0.0091015i,0.013022-0.010156i,0.012515-0.010394i,0.012377-0.011739i,0.0078831-0.014755i,0.0026268-0.01448i,-0.00046862-0.0092357i,-0.0016414-0.002525i
-0.11873-0.0041959i,-0.27155-0.0061977i,-0.38863+0.028977i,-0.34914+0.05342i,-0.22749+0.013748i,-0.16433+0.0015516i,-0.15293+0.057721i,-0.10992+0.084541i,-0.044404+0.055969i,-0.0088204+0.024999i,-0.0035088+0.0075729i,-0.0054293+0.0023182i,-0.0080157+0.0057217i,-0.014734+0.012678i,-0.01913+0.019315i,-0.015956+0.017585i,-0.011488+0.006258i,-0.0078874-0.0062223i,-0.0061008-0.0081687i,-0.0045809-0.0031752i,-0.0032968-0.0011689i,-0.0033414+0.00079143i,-0.00042399+0.0046317i
0.10414-0.030287i,0.24124-0.11357i,0.32464-0.29409i,0.24912-0.47081i,0.13543-0.45409i,0.12523-0.27985i,0.16637-0.12077i,0.14385-0.029367i,0.076897+0.0074941i,0.037157+0.0052331i,0.02066-0.000145i,0.012202+0.0081803i,0.0036942+0.013925i,-0.0037045+0.0071898i,-0.0045018-0.0035481i,-0.0084178-0.0078774i,-0.015823-0.0037948i,-0.019503-0.00088399i,-0.017319-0.002645i,-0.011907-0.0054446i,-0.0082786-0.0052694i,-0.0027331-0.0044217i,0.0027298-0.0066981i
-0.07646+0.062246i,-0.17552+0.17063i,-0.22558+0.34873i,-0.19018+0.4988i,-0.15793+0.48091i,-0.11776+0.32576i,-0.023147+0.14561i,0.042752+0.0065883i,0.03207-0.051699i,0.0015942-0.044611i,-0.0095021-0.021135i,-0.0090174-0.010545i,0.0014235-0.0043469i,0.017269+0.0074209i,0.025132+0.013238i,0.025524+0.013521i,0.021723+0.016954i,0.011986+0.025148i,0.0026573+0.028018i,-0.0015067+0.022297i,-0.00085067+0.016907i,0.0017168+0.01156i,0.0026544+0.0029236i
0.056987-0.074782i,0.073506-0.16682i,-0.024711-0.2417i,-0.18663-0.2123i,-0.19041-0.12895i,-0.086865-0.15317i,-0.092383-0.2317i,-0.1344-0.1913i,-0.095108-0.082941i,-0.040465-0.031782i,-0.01688-0.027708i,-0.0053281-0.024163i,-0.0010997-0.01483i,-0.004119-0.010406i,-0.010355-0.0095281i,-0.011812-0.0067902i,0.00013962-0.0045594i,0.01764-0.0054776i,0.022212-0.0079456i,0.013191-0.0087101i,0.0046072-0.0084733i,-0.00030255-0.0097725i,-0.0059229-0.0092612i
-0.036375+0.072528i,-0.0068209+0.14735i,0.16668+0.1728i,0.43201+0.1042i,0.50087+0.035785i,0.30075+0.078019i,0.083989+0.16092i,-0.014803+0.16769i,-0.037072+0.11878i,-0.029007+0.080174i,-0.016872+0.057867i,-0.010202+0.036249i,-0.0060574+0.0061768i,-0.0058345-0.019263i,-0.0087323-0.026705i,-0.009022-0.028191i,-0.0059932-0.034646i,-0.0018085-0.034651i,0.0049275-0.020004i,0.012057-0.0030104i,0.012787+0.0046337i,0.0080911+0.0084836i,0.0037058+0.011102i
0.021421-0.076078i,0.020647-0.10999i,-0.02747-0.047284i,-0.11371+0.051012i,-0.16617+0.030786i,-0.16523-0.035579i,-0.11594+0.020183i,-0.011865+0.0996i,0.0584+0.076397i,0.049341+0.022383i,0.017843-0.0034891i,-0.0064411-0.0090764i,-0.01885+0.0043438i,-0.019064+0.020634i,-0.013882+0.02811i,-0.012082+0.030217i,-0.022716+0.023083i,-0.034481+0.0052131i,-0.03307-0.011107i,-0.025942-0.017283i,-0.020609-0.015793i,-0.017509-0.011336i,-0.010745-0.0036479i
-0.0080374+0.078227i,-0.040754+0.083525i,-0.11435-0.062554i,-0.20658-0.26096i,-0.21183-0.25451i,-0.044557-0.093619i,0.15646-0.061411i,0.18464-0.1275i,0.11071-0.11683i,0.071541-0.064168i,0.055693-0.031863i,0.038624-0.012012i,0.017426-0.0014018i,-0.0047999+0.007858i,-0.012522+0.016409i,-0.013721+0.01915i,-0.015632+0.027035i,-0.013166+0.038076i,-0.0034152+0.033376i,0.0085864+0.018578i,0.015609+0.0095371i,0.01958+0.0065491i,0.019497+0.0015012i
0.00096776-0.091839i,0.045471-0.14805i,0.15072-0.096633i,0.22396+0.048366i,0.16258+0.13105i,0.022651+0.086179i,-0.077218+0.0018513i,-0.098007-0.051735i,-0.081809-0.066265i,-0.066027-0.053435i,-0.05923-0.026306i,-0.043116+0.0029895i,-0.0066205+0.012084i,0.026649+0.0016944i,0.037866-0.01129i,0.04119-0.015882i,0.049775-0.0089672i,0.048782+0.00066161i,0.025847+0.0047702i,-0.0048425+0.0048036i,-0.023497+0.0078353i,-0.027298+0.013297i,-0.021418+0.012444i
0.020496+0.10558i,-0.023313+0.23212i,-0.14732+0.34054i,-0.19904+0.37001i,-0.05549+0.28531i,0.072903+0.10628i,0.0029697-0.0019645i,-0.10566+0.043426i,-0.098991+0.083981i,-0.055148+0.043939i,-0.026586+0.0017738i,-0.011374-0.021628i,-0.01978-0.025915i,-0.02633-0.010789i,-0.019973+0.0031723i,-0.013384+0.0064311i,-0.0013407-0.0052051i,0.01669-0.020761i,0.028782-0.025025i,0.030998-0.021945i,0.029965-0.019355i,0.02794-0.019209i,0.019049-0.015939i
-0.049221-0.11184i,-0.06215-0.26164i,0.00065598-0.40294i,0.053887-0.43029i,-0.0096282-0.31412i,-0.074203-0.11114i,-0.016577+0.054267i,0.076297+0.092598i,0.077021+0.068385i,0.033527+0.070478i,0.024125+0.076187i,0.029735+0.055265i,0.017953+0.019718i,-0.0067269-0.0081519i,-0.025124-0.016568i,-0.033787-0.021143i,-0.043551-0.031949i,-0.053048-0.036805i,-0.050171-0.022739i,-0.03596+0.0048742i,-0.02015+0.026736i,-0.0066531+0.032864i,0.0023494+0.02704i
0.090735+0.097434i,0.19367+0.24651i,0.25936+0.36929i,0.25872+0.31442i,0.20288+0.11842i,0.10582-0.019058i,0.068705-0.04971i,0.10323-0.065601i,0.11691-0.075892i,0.089107-0.063952i,0.036414-0.053354i,-0.016351-0.02681i,-0.025218+0.022938i,0.0022508+0.052622i,0.028392+0.049172i,0.036582+0.038033i,0.025413+0.035406i,0.007613+0.031661i,-0.0002608+0.014488i,0.00068224-0.012906i,-0.0003725-0.035921i,-0.003197-0.045441i,-0.0035693-0.041235i
-0.12337-0.069578i,-0.27477-0.18402i,-0.38936-0.26542i,-0.37643-0.18071i,-0.24685+0.024241i,-0.077416+0.12397i,-0.016799+0.043783i,-0.075003-0.046084i,-0.091658-0.047915i,-0.028373-0.033221i,0.025129-0.03607i,0.040992-0.040743i,0.032788-0.045323i,0.010799-0.037128i,-0.0073858-0.016776i,-0.015651+0.00039199i,-0.013962+0.016504i,-0.0036767+0.036133i,0.0079609+0.045913i,0.015377+0.041687i,0.017761+0.034521i,0.014662+0.027173i,0.0083254+0.018859i
0.13554+0.027674i,0.31006+0.067392i,0.42804+0.064528i,0.37265-0.019259i,0.22831-0.11072i,0.10926-0.13076i,0.022112-0.082873i,-0.048459-0.020771i,-0.090789-0.007008i,-0.11301-0.020781i,-0.10781-0.0012859i,-0.060087+0.026178i,-0.0033848+0.014529i,0.025228-0.023574i,0.021971-0.055917i,0.0097605-0.067323i,0.011708-0.064533i,0.021523-0.06061i,0.017774-0.052066i,-0.003833-0.038187i,-0.027369-0.026851i,-0.041201-0.017374i,-0.041401-0.009479i
-0.13644+0.014189i,-0.3197+0.033125i,-0.4411+0.088775i,-0.3661+0.13795i,-0.1884+0.091039i,-0.070895+0.0041833i,-0.018283+0.0014954i,0.040251+0.058256i,0.079111+0.085343i,0.068672+0.063343i,0.035471+0.012225i,-0.01114-0.031503i,-0.058498-0.027453i,-0.073161+0.010872i,-0.05265+0.044727i,-0.027566+0.060239i,-0.016118+0.053192i,-0.013503+0.031419i,-0.005082+0.011322i,0.011253+0.0021976i,0.026109+0.0074777i,0.038344+0.017858i,0.041336+0.020426i
0.12401-0.049855i,0.26588-0.10874i,0.32157-0.1787i,0.18581-0.19445i,-0.015862-0.11629i,-0.11807-0.027986i,-0.10525-0.0050555i,-0.047505-0.0086095i,0.0015346+0.016152i,0.02687+0.05468i,0.032728+0.068485i,0.028229+0.060654i,0.020646+0.04146i,-0.0015205+0.016458i,-0.028068+0.0087303i,-0.038331+0.012998i,-0.039683+0.013864i,-0.036696+0.015493i,-0.029885+0.01062i,-0.029205+0.0032728i,-0.033845+0.0050642i,-0.033474+0.010596i,-0.025151+0.012085i
-0.10366+0.075998i,-0.19748+0.17816i,-0.18716+0.29624i,-0.03162+0.34841i,0.089473+0.30861i,0.084636+0.23065i,0.034585+0.14076i,0.0022006+0.037483i,0.00081389-0.056397i,0.0049972-0.1076i,-0.013528-0.091346i,-0.025924-0.030768i,-0.0025431+0.017464i,0.040598+0.030251i,0.076504+0.0085935i,0.092336-0.01953i,0.093611-0.023437i,0.081861-0.013886i,0.053349-0.0070774i,0.028495-0.0042129i,0.027905-0.010383i,0.038307-0.027067i,0.037194-0.038317i
0.080905-0.089668i,0.1514-0.19016i,0.1492-0.26703i,0.071703-0.23922i,0.066884-0.13372i,0.12792-0.052429i,0.13519-0.010457i,0.08911+0.013197i,0.028477+0.0078009i,-0.016938+0.001863i,-0.0067371+0.0099142i,0.028306-0.0063633i,0.022009-0.033548i,-0.010358-0.028702i,-0.029402-0.0039606i,-0.034747+0.0065399i,-0.032121-0.0081073i,-0.024049-0.030352i,-0.020262-0.027901i,-0.02096-0.00031083i,-0.022404+0.025023i,-0.025437+0.037227i,-0.0248+0.036118i
-0.050515+0.094516i,-0.087968+0.16763i,-0.058732+0.1544i,0.027307+0.0071819i,0.057605-0.14525i,0.041044-0.16611i,0.041422-0.11449i,0.029261-0.067017i,-0.0069175-0.0078479i,-0.028776+0.039197i,-0.026511+0.037436i,-0.019986+0.017299i,-0.013583+0.0018016i,-0.017543-0.022895i,-0.042328-0.042776i,-0.067649-0.045278i,-0.079942-0.044624i,-0.078445-0.035745i,-0.050269-0.017142i,-0.0071982-0.014318i,0.01547-0.030545i,0.011813-0.042323i,0.0011983-0.037848i
0.027946-0.096539i,0.045802-0.17906i,0.010829-0.18861i,-0.076616-0.10005i,-0.13118-0.032336i,-0.14019-0.059677i,-0.13734-0.087092i,-0.10865-0.050218i,-0.036025+0.016984i,0.051197+0.045334i,0.071315+0.012704i,0.018452-0.01187i,-0.018916+0.010853i,-0.0075203+0.047284i,0.023983+0.06854i,0.039933+0.078837i,0.023466+0.091835i,-0.00080206+0.097034i,-0.005725+0.07892i,0.0024085+0.049044i,0.0084003+0.034077i,0.012823+0.03919i,0.017764+0.041323i
-0.013602+0.10754i,-0.037881+0.19796i,-0.068644+0.24493i,-0.091103+0.236i,-0.088974+0.2273i,-0.053746+0.21035i,-0.018438+0.15256i,0.0036068+0.085031i,0.032159-0.0050905i,0.018727-0.089947i,-0.021615-0.082121i,-0.013178-0.03379i,0.0058366-0.024152i,-0.002682-0.018456i,-0.0061424+0.004015i,0.007702+0.021291i,0.033848+0.033192i,0.06059+0.036979i,0.058471+0.016687i,0.020318-0.018471i,-0.021865-0.040723i,-0.037573-0.046246i,-0.031946-0.041309i
-0.0088513-0.10365i,-0.011402-0.18355i,0.0067692-0.19669i,0.045376-0.12729i,0.076475-0.062662i,0.070109-0.035218i,0.063302-0.014768i,0.080593-0.015477i,0.060158-0.039695i,0.0064173-0.0457i,-0.013764-0.019602i,0.0025718+0.0082929i,0.021967+0.010879i,0.040072-0.01819i,0.051089-0.061669i,0.0507-0.08965i,0.057252-0.096321i,0.067557-0.090327i,0.058031-0.06819i,0.034771-0.029879i,0.02649+0.0088563i,0.036069+0.027532i,0.038852+0.02221i
0.042986+0.10058i,0.086888+0.18291i,0.14054+0.21293i,0.18352+0.15176i,0.18124+0.056198i,0.12844-0.0063755i,0.053254-0.041586i,-0.027772-0.063164i,-0.10157-0.023997i,-0.11199+0.060571i,-0.064159+0.074208i,-0.051698+0.022591i,-0.073018+0.0099274i,-0.072262+0.027672i,-0.059325+0.028628i,-0.055243+0.015208i,-0.059243-0.013226i,-0.06698-0.04577i,-0.068677-0.04836i,-0.05653-0.0184i,-0.045127+0.0080113i,-0.047864+0.016295i,-0.045531+0.01599i
-0.068167-0.08406i,-0.12462-0.14502i,-0.17261-0.16817i,-0.18815-0.13499i,-0.1792-0.072623i,-0.15889-0.019451i,-0.14574+0.0089188i,-0.13367+0.035451i,-0.063261+0.063667i,0.038948+0.039139i,0.06844-0.012201i,0.052868-0.02458i,0.048994-0.027315i,0.017974-0.040468i,-0.036697-0.031852i,-0.068274-0.00592i,-0.077195+0.014988i,-0.076572+0.027437i,-0.05721+0.026133i,-0.018586+0.010622i,0.02223-0.0054346i,0.046408-0.017524i,0.041236-0.020871i
0.062512+0.059568i,0.13128+0.070843i,0.18148+0.033536i,0.18283-0.01662i,0.16825-0.01709i,0.17048+0.017576i,0.1573+0.055547i,0.12576+0.095948i,0.11029+0.080734i,0.071549+0.007265i,0.0082516-0.012709i,-0.0090552+0.02754i,0.016124+0.046862i,0.034948+0.044954i,0.04415+0.045791i,0.047794+0.043824i,0.038021+0.043916i,0.025099+0.055054i,0.01761+0.062159i,0.0092461+0.045182i,-0.0022907+0.022667i,-0.010043+0.015632i,-0.0069581+0.012352i
-0.048581-0.022301i,-0.11033-0.00011044i,-0.15149+0.063429i,-0.14724+0.10792i,-0.099887+0.07756i,-0.043331+0.011023i,0.017156-0.024407i,0.088719-0.046691i,0.09682-0.085211i,0.019696-0.088277i,-0.035503-0.049851i,-0.045385-0.043634i,-0.072086-0.055672i,-0.086541-0.025527i,-0.055343+0.018565i,-0.012894+0.033454i,0.020297+0.02446i,0.041774+0.0015533i,0.039348-0.017736i,0.01896-0.01955i,0.0056531-0.022089i,0.0013182-0.026813i,0.0017246-0.01891i
0.03216-0.00082211i,0.036485-0.048208i,0.00025794-0.12949i,-0.04463-0.1762i,-0.067269-0.17046i,-0.077862-0.1534i,-0.084165-0.13929i,-0.09147-0.1189i,-0.093042-0.053508i,-0.051654+0.039614i,0.0074124+0.063047i,0.01569+0.028402i,0.0018294+0.018294i,0.01343+0.013878i,0.022553-0.0075909i,0.010524-0.016833i,-0.0032539-0.0059467i,-0.0052379+0.010735i,0.00963+0.017959i,0.0219+0.013546i,0.0079632+0.013345i,-0.010211+0.022008i,-0.014431+0.019465i
-0.0038344+0.0094847i,0.044179+0.069025i,0.12798+0.16159i,0.14308+0.205i,0.04858+0.18551i,-0.050533+0.16248i,-0.07942+0.13031i,-0.086184+0.074451i,-0.083059+0.017668i,-0.041069-0.022431i,-0.00038303-0.024545i,0.013044+0.019189i,0.026464+0.063427i,0.040997+0.059769i,0.044821+0.024221i,0.040387-0.011566i,0.031569-0.036807i,0.0165-0.042105i,-0.00066767-0.034455i,-0.0094555-0.027967i,-0.0072752-0.021512i,0.0017039-0.017196i,0.0076841-0.014864i
-0.024469-0.0074732i,-0.11515-0.018698i,-0.22045-0.027029i,-0.18343+0.027475i,-0.0050073+0.10881i,0.13659+0.10954i,0.15557+0.060378i,0.13285+0.051355i,0.12381+0.050532i,0.083365+0.0041149i,0.014126-0.026085i,-0.0067949-0.003463i,0.022965+0.00049251i,0.03168-0.027641i,0.012641-0.044177i,0.006752-0.042704i,0.026753-0.043269i,0.055968-0.054173i,0.055212-0.059795i,0.021952-0.04263i,-0.0015206-0.0072441i,-0.0034475+0.01808i,-0.004794+0.022298i
0.0473-0.020953i,0.18105-0.07001i,0.32839-0.12187i,0.31353-0.14833i,0.17523-0.1193i,0.079093-0.058908i,0.032956-0.043978i,-0.011044-0.05059i,-0.042039-0.013163i,-0.03833+0.032592i,-5.1982e-05+0.018064i,0.034757-0.05499i,0.01756-0.11152i,-0.030729-0.099076i,-0.070467-0.053651i,-0.10506-0.020966i,-0.14383-0.009453i,-0.16267-0.012992i,-0.13766-0.0090892i,-0.082167+1.8077e-06i,-0.030845-0.0080174i,-0.0039421-0.020023i,0.010203-0.017751i
-0.052407+0.067917i,-0.18266+0.16754i,-0.29948+0.22808i,-0.23811+0.13842i,-0.094445-0.065081i,-0.065186-0.19506i,-0.10299-0.15873i,-0.094306-0.087172i,-0.036226-0.073372i,0.0056917-0.060673i,-0.0040131-0.020553i,-0.03188+0.0078258i,-0.050197+0.01072i,-0.057334+0.013594i,-0.053209+0.03812i,-0.042229+0.065412i,-0.041644+0.078656i,-0.05636+0.084313i,-0.050662+0.077366i,-0.018264+0.056925i,0.0066793+0.042143i,0.013717+0.037922i,0.010315+0.029222i
0.040239-0.11265i,0.12883-0.28166i,0.18185-0.39969i,0.082293-0.29198i,-0.039575-0.048001i,-0.030377+0.1015i,0.018615+0.12611i,0.035514+0.13331i,0.035633+0.1036i,0.021714+0.013384i,-0.0096978-0.052902i,-0.066072-0.048114i,-0.11093+0.011516i,-0.086725+0.076774i,-0.0055827+0.10492i,0.070509+0.11355i,0.11824+0.13831i,0.13819+0.16003i,0.1171+0.13212i,0.060229+0.065564i,0.0052839+0.0086453i,-0.016698-0.020713i,-0.016523-0.030544i
-0.00029915+0.1473i,-0.051265+0.37394i,-0.084097+0.54266i,-0.035369+0.45795i,0.015578+0.22918i,-0.00020877+0.08255i,0.0025942+0.02524i,0.018414-0.028611i,-0.016932-0.05172i,-0.066333-0.014773i,-0.064165+0.046293i,-0.0096223+0.086446i,0.041263+0.079549i,0.060313+0.034398i,0.068176-0.025684i,0.083057-0.08766i,0.11553-0.14162i,0.14563-0.16921i,0.12642-0.15273i,0.073386-0.095788i,0.038759-0.037573i,0.023266-0.0073331i,0.0092601+0.0053651i
-0.029928-0.17445i,-0.046988-0.41204i,-0.066602-0.55716i,-0.083802-0.40434i,-0.051829-0.14898i,0.0087487-0.041494i,0.01778-0.039989i,0.020258-0.022956i,0.061314+0.033332i,0.087598+0.064634i,0.065222+0.031219i,0.032566+0.0029931i,0.042987+0.017588i,0.06999+0.0044843i,0.049934-0.055564i,-0.0055602-0.10909i,-0.053596-0.14483i,-0.078852-0.15652i,-0.072979-0.11682i,-0.043426-0.055679i,-0.02155-0.018021i,-0.013165-0.004i,-0.00077477-0.00067856i
0.05841+0.17743i,0.15505+0.41991i,0.24927+0.54728i,0.26158+0.34415i,0.1483+0.056792i,0.010063-0.017952i,-0.047693+0.030301i,-0.080674+0.040934i,-0.091408+0.0097955i,-0.0323-0.0045257i,0.048731+0.017582i,0.10376+0.016841i,0.10802-0.027081i,0.045639-0.049019i,-0.04151-0.018853i,-0.11528+0.020673i,-0.18767+0.040303i,-0.23425+0.054652i,-0.20035+0.059753i,-0.11358+0.040897i,-0.04134+0.019693i,-0.0001672+0.018448i,0.017034+0.020655i
-0.11793-0.15403i,-0.25662-0.37197i,-0.34534-0.45427i,-0.27101-0.20466i,-0.067211+0.11306i,0.10647+0.17125i,0.16769+0.064698i,0.19124-0.01644i,0.18487-0.077783i,0.087932-0.14456i,-0.051032-0.15863i,-0.13994-0.1128i,-0.15819-0.067019i,-0.13881-0.023644i,-0.10358+0.04183i,-0.057817+0.11509i,-0.002606+0.17459i,0.056606+0.19056i,0.083476+0.13969i,0.053708+0.064362i,0.0082005+0.018985i,-0.013087-0.0059404i,-0.024632-0.027201i
0.15629+0.14452i,0.33324+0.32058i,0.42258+0.37649i,0.29239+0.18537i,0.081196-0.023219i,-0.0097805-0.070364i,-0.018587-0.066667i,-0.067146-0.053298i,-0.11922+0.0066677i,-0.095795+0.059981i,-0.0092017+0.053543i,0.051963-0.014164i,0.025419-0.080489i,-0.028045-0.079846i,-0.028191-0.036992i,0.012615-0.0061069i,0.060937+0.0036412i,0.1047-0.0015552i,0.11209-0.013186i,0.075077-0.013752i,0.03751-0.0065687i,0.018858-0.00099409i,0.01243+0.01125i
-0.16778-0.11075i,-0.37926-0.25813i,-0.47705-0.32734i,-0.31226-0.23933i,-0.071554-0.18031i,-0.0051124-0.21183i,-0.077229-0.20107i,-0.10933-0.15883i,-0.056364-0.11675i,-0.012573-0.04689i,-0.034034+0.026897i,-0.069544+0.10041i,-0.043888+0.1635i,0.03144+0.15391i,0.085497+0.072183i,0.099359-0.013101i,0.087141-0.076566i,0.037243-0.12102i,-0.025967-0.11812i,-0.041464-0.074089i,-0.023541-0.037443i,-0.017196-0.016501i,-0.011274-0.00028999i
0.18262+0.071428i,0.40162+0.17996i,0.49527+0.21907i,0.3214+0.11025i,0.065616+0.0018557i,-0.043881+0.0095499i,-0.031964+0.10041i,-0.012806+0.22149i,-0.02302+0.25477i,-0.011358+0.15741i,0.04729+0.027082i,0.069904-0.057773i,0.022325-0.063072i,-0.024225-0.0093381i,-0.023407+0.032029i,-0.010165+0.023041i,-0.032315-0.0016404i,-0.069-0.0031293i,-0.07108+0.002747i,-0.043223+0.0031363i,-0.014339+0.0087358i,0.011457+0.01976i,0.025861+0.013324i
-0.20202-0.048118i,-0.42437-0.10231i,-0.51217-0.072367i,-0.32054+0.10106i,-0.056994+0.2584i,0.039003+0.24518i,0.0057572+0.10256i,-0.021969-0.05833i,-0.003815-0.14126i,-0.0062349-0.122i,-0.057332-0.026429i,-0.057783+0.078547i,0.018832+0.088248i,0.070791+0.0067103i,0.05965-0.062568i,0.037754-0.072446i,0.040182-0.054295i,0.054813-0.027692i,0.048771+0.007227i,0.010073+0.02809i,-0.026213+0.026884i,-0.026482+0.0062967i,-0.021321-0.015828i
0.2059+0.022499i,0.42995+0.053348i,0.5284+0.037647i,0.34837-0.049897i,0.094241-0.088258i,0.0060678-0.02324i,0.047479+0.054211i,0.1017+0.10683i,0.14049+0.1306i,0.1533+0.086725i,0.12219-0.01732i,0.054566-0.10742i,-0.015194-0.1147i,-0.054269-0.056824i,-0.070508-0.019139i,-0.10674-0.016906i,-0.14121-0.0045248i,-0.11987+0.017912i,-0.058134+0.018888i,-0.0079993+0.0026568i,0.0081426+0.00124i,0.0047267+0.023269i,0.0023185+0.036059i
