-0.0049911-0.00084005i,-0.0035469-0.00025139i,-0.0039634+0.00053548i,-0.0039631+0.0015103i,-0.0034779+0.0020221i,-0.0019526+0.001989i,-0.00067824+0.001445i,-0.00040109+0.0014059i,-0.00011109+0.0020759i,-1.4587e-05+0.002341i,-0.00050159+0.0019344i,-0.00017345+0.00054808i,0.00060574-0.00031479i,0.0005186+0.00045864i,0.00034907+0.00083815i,0.00036607+0.0006718i,0.001147+0.00044674i,0.0012642+0.0006802i,0.00041685+0.00048383i,-6.1448e-05-0.00013323i,-0.00069482+0.00011381i,-0.0010368+0.00052184i,-0.00052809+0.00074041i
-0.012692+0.22651i,-0.023156+0.47936i,-0.035479+0.62722i,-0.066609+0.53414i,-0.12545+0.37698i,-0.12093+0.32667i,-0.013943+0.25763i,0.04263+0.097824i,0.008932-0.0097251i,-0.0037957-0.016904i,0.012586-0.013976i,0.0032927-0.016364i,-0.011678+0.012152i,0.011052+0.058311i,0.057451+0.089697i,0.089037+0.094217i,0.082601+0.078301i,0.043704+0.047184i,0.0059228+0.016317i,-0.0092529-0.0021751i,-0.012676-0.006686i,-0.017031+0.010046i,-0.013057+0.031127i
0.058013-0.21407i,0.13214-0.43708i,0.1971-0.56714i,0.2211-0.46439i,0.25682-0.2942i,0.26227-0.2503i,0.15408-0.23408i,0.033738-0.12537i,0.0038423-0.016161i,0.0099439+0.0055685i,-0.0027074-0.00096578i,-0.0033343+0.0070254i,0.013834-0.0035198i,0.011578-0.046639i,-0.0089458-0.092195i,-0.023246-0.11191i,-0.015421-0.096115i,0.0032059-0.055001i,0.011355-0.0149i,0.0075894+0.012253i,0.0089113+0.028877i,0.026861+0.028737i,0.037161+0.012906i
-0.081025+0.17035i,-0.21437+0.33515i,-0.33854+0.40945i,-0.37968+0.30837i,-0.39664+0.16887i,-0.39727+0.12766i,-0.29579+0.12633i,-0.14011+0.077265i,-0.045763+0.016387i,-0.020435+0.0024293i,-0.005566+0.010006i,0.0036525+0.0016026i,-0.012369-0.00064002i,-0.034803+0.032268i,-0.042009+0.078755i,-0.037287+0.099501i,-0.034571+0.077802i,-0.030222+0.032609i,-0.017811-0.0027409i,-0.00066697-0.01881i,0.012318-0.030739i,0.0073526-0.043646i,-0.0022081-0.038911i
0.10509-0.14359i,0.26018-0.25794i,0.39676-0.26463i,0.42389-0.13059i,0.41036+0.011023i,0.40638+0.074802i,0.33461+0.069674i,0.19405+0.040828i,0.080852+0.015928i,0.032757-0.0034277i,0.0093254-0.015672i,-0.0088926-0.01234i,-0.00060142-0.00027695i,0.035099-0.012636i,0.065881-0.04639i,0.07326-0.063243i,0.060406-0.043351i,0.035194-0.0066175i,0.012733+0.014734i,-0.0034778+0.013758i,-0.020251+0.0088814i,-0.030575+0.013549i,-0.026631+0.010472i
-0.1125+0.10766i,-0.27188+0.1643i,-0.3982+0.11222i,-0.40469-0.026708i,-0.36192-0.13894i,-0.31775-0.20642i,-0.24792-0.21931i,-0.16217-0.15774i,-0.09112-0.067613i,-0.045437-0.010594i,-0.016363+0.012437i,0.0062635+0.019254i,0.0090297+0.010973i,-0.020558+0.0068958i,-0.057839+0.015314i,-0.071058+0.015075i,-0.054915-0.0010582i,-0.025159-0.017838i,-0.0070405-0.022025i,-0.0040683-0.0092747i,0.0033279+0.0116i,0.01386+0.024255i,0.012614+0.029333i
0.10576-0.070683i,0.24547-0.08155i,0.34733+0.016126i,0.33443+0.16746i,0.2664+0.26122i,0.18366+0.2892i,0.096012+0.2722i,0.056626+0.20374i,0.052058+0.10674i,0.035701+0.03605i,0.017102+0.001796i,0.0046679-0.015755i,3.5087e-05-0.019432i,0.016405-0.013567i,0.043207-0.0048123i,0.051652+0.0081797i,0.032618+0.020741i,0.0060204+0.025879i,-0.0044416+0.025699i,0.005145+0.019651i,0.018258+0.002285i,0.023449-0.015316i,0.025925-0.020134i
-0.087755+0.042911i,-0.18677+0.013886i,-0.24414-0.12271i,-0.21851-0.26781i,-0.15273-0.30238i,-0.057378-0.25466i,0.042179-0.20158i,0.050263-0.16514i,-0.0062046-0.11101i,-0.029182-0.043515i,-0.020011-0.0032949i,-0.011217+0.012183i,-0.0087471+0.015309i,-0.01922+0.0028702i,-0.036134-0.015475i,-0.036961-0.026073i,-0.014576-0.02234i,0.011712-0.011346i,0.022701-0.010048i,0.014044-0.019727i,-0.0057733-0.023803i,-0.018532-0.020852i,-0.020092-0.020248i
0.066925-0.034813i,0.11832+0.0058224i,0.11472+0.14764i,0.071987+0.29063i,0.051978+0.29637i,-0.0015823+0.18307i,-0.096437+0.080079i,-0.11136+0.075687i,-0.034546+0.094617i,0.024757+0.05635i,0.028151+0.01173i,0.019287-0.0037717i,0.015883-0.0055958i,0.01339+0.0073084i,0.017126+0.027147i,0.01714+0.030987i,0.0038023+0.014602i,-0.012462-0.0062176i,-0.023987-0.011721i,-0.025964+0.0042894i,-0.01728+0.023741i,-0.010757+0.032766i,-0.010892+0.032353i
-0.045892+0.01766i,-0.058305-0.03229i,-0.012255-0.16323i,0.035523-0.28376i,0.0040697-0.27533i,-0.01035-0.12924i,0.051618+0.0092716i,0.091454+0.0090275i,0.049852-0.054721i,-0.011251-0.053531i,-0.026649-0.014814i,-0.019782-0.0018624i,-0.019812-0.0050905i,-0.017142-0.013729i,-0.012088-0.026418i,-0.004977-0.024855i,0.0048264-0.0042312i,0.010578+0.016764i,0.0165+0.022044i,0.022505+0.0071998i,0.023782-0.010464i,0.025507-0.013826i,0.026936-0.0058981i
0.019147-0.018133i,-0.0079314+0.014348i,-0.095488+0.11808i,-0.15267+0.23304i,-0.083819+0.26168i,0.018173+0.15594i,0.027837+0.010365i,-0.024322-0.028382i,-0.037524+0.023945i,0.0063408+0.044587i,0.034225+0.016581i,0.02559+0.0046847i,0.016872+0.016345i,0.012418+0.02757i,0.0068357+0.032151i,0.003316+0.020654i,0.0035609-0.001299i,0.0070104-0.017607i,0.0024731-0.021719i,-0.011485-0.010384i,-0.018217+0.0044651i,-0.015423+0.0033046i,-0.010192-0.008798i
-0.0047821+0.024571i,0.042476+0.011542i,0.15153-0.05808i,0.20959-0.16499i,0.11969-0.23267i,-0.017821-0.20037i,-0.073036-0.095161i,-0.031523-0.020697i,0.015987-0.024554i,-0.0044978-0.042292i,-0.037264-0.023826i,-0.027973-0.0072037i,-0.0085434-0.01699i,-0.0010185-0.028427i,0.0018544-0.029257i,-0.0016743-0.019566i,-0.012283-0.004432i,-0.021852+0.0080355i,-0.016326+0.015668i,0.0053608+0.011926i,0.0209+5.1671e-05i,0.015838-0.002549i,0.0041398+0.0060929i
-0.0033611-0.032275i,-0.057215-0.052491i,-0.17768-0.028315i,-0.25656+0.080206i,-0.18691+0.21956i,-0.050532+0.26917i,0.034109+0.19862i,0.026543+0.093022i,-0.014575+0.043951i,-0.0052207+0.045286i,0.027479+0.032669i,0.022723+0.0098868i,-7.6866e-05+0.0097939i,-0.0082302+0.015642i,-0.006984+0.012725i,0.0023591+0.0075631i,0.017519+0.0027387i,0.027921-0.002259i,0.022582-0.010036i,-0.00068215-0.014264i,-0.022099-0.0089054i,-0.021914-0.0017285i,-0.0083944-0.0020785i
0.0029192+0.043649i,0.052288+0.090748i,0.16001+0.10762i,0.24799+0.028337i,0.23698-0.12493i,0.15898-0.22966i,0.073141-0.21984i,0.022638-0.13361i,0.019196-0.061605i,0.011929-0.046413i,-0.014953-0.035586i,-0.013652-0.0097494i,0.0084367-0.00087713i,0.014407-0.0051226i,0.0079251-0.0053875i,-0.0033036-0.0043672i,-0.016359-0.0049791i,-0.023981-0.0040184i,-0.020082+0.0049544i,-0.0018226+0.018723i,0.017932+0.023408i,0.021932+0.01836i,0.011824+0.014376i
-0.0015425-0.054086i,-0.03411-0.13208i,-0.11936-0.18013i,-0.21003-0.1109i,-0.24961+0.039004i,-0.23906+0.14297i,-0.18376+0.15883i,-0.1012+0.12212i,-0.048773+0.07561i,-0.028538+0.057441i,-0.0037045+0.048774i,0.0048327+0.01966i,-0.012049-0.004909i,-0.021807-0.0099899i,-0.017904-0.0071327i,-0.00589+0.00063434i,0.007072+0.0096363i,0.01243+0.013347i,0.013152+0.0060955i,0.0090738-0.011461i,0.0015426-0.023749i,0.00013775-0.024657i,0.0083262-0.021712i
-0.0098129+0.061275i,0.0023339+0.15114i,0.063447+0.21863i,0.15692+0.17183i,0.23026+0.055929i,0.26265-0.0086134i,0.23835-0.026535i,0.15509-0.047352i,0.078734-0.051262i,0.047856-0.04535i,0.026364-0.043093i,0.0080221-0.021261i,0.0091403+0.0075375i,0.014471+0.018064i,0.012693+0.014407i,0.0082858+0.0011304i,0.005061-0.012473i,0.0038377-0.01668i,-0.00088902-0.010916i,-0.0077378+0.0020156i,-0.010823+0.012818i,-0.015521+0.016406i,-0.023525+0.014161i
0.019499-0.067196i,0.030055-0.16781i,-0.0011109-0.24971i,-0.089432-0.21855i,-0.17686-0.12108i,-0.20979-0.093054i,-0.20071-0.09685i,-0.15696-0.043148i,-0.097647+0.012202i,-0.058093+0.028868i,-0.032917+0.031926i,-0.010868+0.016648i,-0.0036587-0.0099103i,-0.0055997-0.018553i,-0.0043775-0.011184i,-0.0045942-2.8477e-05i,-0.0065993+0.0096651i,-0.0058463+0.012191i,-0.0019579+0.0067207i,0.002223-0.0014192i,0.0063515-0.0047087i,0.014184-0.0018337i,0.021629+0.0038i
-0.03127+0.068979i,-0.062418+0.16203i,-0.059522+0.23563i,0.01117+0.20788i,0.087934+0.13557i,0.10259+0.13455i,0.10031+0.15591i,0.10942+0.1049i,0.096543+0.031262i,0.065944-0.0053191i,0.039339-0.01644i,0.016112-0.007735i,0.0024275+0.010435i,-0.00047469+0.014534i,-0.0014649+0.0071351i,0.0027162-0.00151i,0.0098925-0.0070254i,0.011965-0.0054563i,0.0090971+0.0021035i,0.0058753+0.0089597i,0.0046242+0.0081577i,0.001163-0.001383i,-0.0042814-0.010557i
0.037692-0.064319i,0.089067-0.15112i,0.10126-0.21635i,0.029289-0.18065i,-0.036791-0.097385i,-0.015625-0.087163i,0.0044646-0.12761i,-0.03853-0.12083i,-0.072414-0.068275i,-0.059828-0.022998i,-0.035804-0.0042942i,-0.013531-0.006652i,0.0038856-0.013516i,0.01111-0.011654i,0.011193-0.0055219i,0.0025669-0.001881i,-0.008702-0.0030227i,-0.012241-0.0096065i,-0.008991-0.015806i,-0.0058034-0.016664i,-0.007154-0.011708i,-0.0086196-0.0015355i,-0.005331+0.0081392i
-0.046408+0.05864i,-0.11206+0.12691i,-0.13994+0.17977i,-0.070798+0.1481i,0.002273+0.062772i,-0.021434+0.021082i,-0.059348+0.046809i,-0.02338+0.08243i,0.029998+0.074914i,0.039639+0.037677i,0.024862+0.016479i,0.0078357+0.015299i,-0.0070528+0.012582i,-0.015726+0.0036439i,-0.015619-0.0028142i,-0.0065182-0.00048907i,0.0029579+0.0073101i,0.0050493+0.015252i,0.0012908+0.020699i,0.0008266+0.021442i,0.0073863+0.017159i,0.010761+0.0084379i,0.0062634+7.8851e-05i
0.052004-0.046506i,0.12774-0.10213i,0.15973-0.14211i,0.074978-0.10805i,-0.024177-0.015308i,-0.015795+0.053907i,0.037976+0.039976i,0.039639-0.026235i,0.0011625-0.057436i,-0.02221-0.035654i,-0.017013-0.016125i,-0.00047793-0.015978i,0.010862-0.013769i,0.013083-0.0043834i,0.0094125+0.0020376i,0.0040436-0.0012476i,0.0012504-0.0088116i,0.0034332-0.013761i,0.0089642-0.017221i,0.0091226-0.019835i,0.0021432-0.018651i,-0.0010652-0.011033i,0.0029325-0.0020428i
-0.057086+0.031897i,-0.1406+0.069024i,-0.17628+0.098365i,-0.078403+0.087479i,0.05665+0.028693i,0.089682-0.04376i,0.030808-0.064023i,-0.025562-0.015525i,-0.02477+0.031313i,0.0043484+0.030322i,0.01164+0.016965i,-0.001441+0.014133i,-0.012446+0.0087801i,-0.014311+0.00073488i,-0.008095-0.0023395i,-0.002718+0.0016976i,-0.0037667+0.00825i,-0.010249+0.012779i,-0.018384+0.016132i,-0.019724+0.02116i,-0.011203+0.02394i,-0.0046525+0.015732i,-0.0057533+0.004076i
0.06065-0.026693i,0.1462-0.054823i,0.17896-0.08397i,0.069892-0.0925i,-0.089758-0.063742i,-0.15456-0.0037539i,-0.10306+0.039177i,-0.014447+0.03498i,0.021225+0.0037973i,0.00143-0.013693i,-0.008847-0.010968i,0.0025827-0.0070434i,0.0097191-0.0021252i,0.0065842+0.0049442i,-0.00069165+0.0060833i,-0.00057395+0.00051281i,0.0087429-0.0053488i,0.020566-0.0069221i,0.031007-0.0094601i,0.033182-0.017968i,0.025444-0.024452i,0.01541-0.017863i,0.010182-0.0048231i
-0.060913+0.012378i,-0.14703+0.026232i,-0.18309+0.053695i,-0.080282+0.096726i,0.078189+0.12502i,0.15968+0.10416i,0.13389+0.043122i,0.050344-0.013121i,-0.0031533-0.01602i,0.0033211+0.0075506i,0.013502+0.0093453i,0.0012563+0.0003033i,-0.0090151-0.0055593i,-0.0043059-0.007373i,0.0052853-0.0049822i,0.0049792-0.0027187i,-0.0059436-0.0014091i,-0.018037-0.0022079i,-0.029307-0.0022024i,-0.036984+0.0063264i,-0.034692+0.017463i,-0.023875+0.016706i,-0.014284+0.0063334i
0.061383-0.005524i,0.14633-0.016073i,0.18513-0.048262i,0.095318-0.1125i,-0.038627-0.16932i,-0.10233-0.17804i,-0.099943-0.12176i,-0.063286-0.02779i,-0.021045+0.010788i,-0.010656-0.0093934i,-0.014288-0.01542i,-0.0031055-0.0007783i,0.0071254+0.0079567i,0.0034184+0.0064168i,-0.005844+0.0014534i,-0.007178-0.00010977i,0.0012691+0.002014i,0.010389+0.0044365i,0.019588+0.0078439i,0.032272+0.0062292i,0.038446-0.0013412i,0.030474-0.0039654i,0.019801+0.0012663i
-0.05909-0.0050058i,-0.14146-0.0081351i,-0.19326+0.021596i,-0.13755+0.10696i,-0.042879+0.19252i,-0.00076873+0.21768i,0.025838+0.16686i,0.050989+0.069027i,0.035145+0.013302i,0.011515+0.020516i,0.0083348+0.023767i,0.0023089+0.0076141i,-0.0054166-0.0025168i,-0.0031315-0.0035271i,0.0031966-0.00059136i,0.0053683-0.00014653i,0.0019093-0.0035018i,-0.0030201-0.0084837i,-0.0097942-0.015807i,-0.022046-0.017816i,-0.030065-0.012682i,-0.025154-0.0088505i,-0.015007-0.011187i
0.05028+0.0066761i,0.13051+0.018088i,0.1871-0.0078764i,0.15595-0.088242i,0.10219-0.15795i,0.090802-0.17347i,0.051845-0.15i,-0.022846-0.091532i,-0.039501-0.040348i,-0.0118-0.031522i,-0.000972-0.029126i,0.0014206-0.015735i,0.0020142-0.0064516i,-0.0022243-0.0035974i,-0.0049182-0.0053198i,-0.005239-0.0045761i,-0.0046377+0.0012824i,-0.003807+0.0085972i,0.00055663+0.019705i,0.011912+0.02824i,0.021919+0.026744i,0.018972+0.021501i,0.0083301+0.019463i
-0.049718-0.022232i,-0.13099-0.045955i,-0.20347-0.030152i,-0.19899+0.05092i,-0.16306+0.10989i,-0.15463+0.10516i,-0.1111+0.097142i,-0.018891+0.088811i,0.019726+0.059093i,-0.00013278+0.038674i,-0.0080594+0.033261i,-0.0020484+0.023915i,0.0021537+0.012346i,0.0038612+0.0058204i,0.0022934+0.0070344i,0.0035772+0.0079782i,0.0065622+0.0044381i,0.0076388-0.00090454i,0.0058892-0.012126i,-0.0028346-0.026753i,-0.011084-0.033348i,-0.0078715-0.029675i,0.0019916-0.022047i
0.043585+0.024077i,0.12231+0.056888i,0.20188+0.053525i,0.20694-0.010408i,0.16355-0.039119i,0.14821-0.0078408i,0.12195-0.021677i,0.047036-0.066492i,0.0021582-0.058258i,0.0096095-0.029603i,0.014668-0.022962i,0.0056044-0.020465i,-0.0031589-0.011843i,-0.0058373-0.0045206i,-0.0040181-0.0065048i,-0.0044611-0.0098046i,-0.0049009-0.0062997i,-0.0033051-0.0014442i,-0.0031237+0.0069641i,-0.0011687+0.022356i,0.0023018+0.033843i,0.0016512+0.031205i,-0.0029826+0.021057i
-0.040386-0.031272i,-0.11474-0.079435i,-0.19788-0.092283i,-0.20957-0.031946i,-0.14915+0.0024884i,-0.10756-0.036274i,-0.099857-0.02478i,-0.067467+0.038857i,-0.028824+0.043972i,-0.018555+0.013378i,-0.016763+0.0073131i,-0.011114+0.010188i,-0.006178+0.0060426i,-0.0022774+0.0032577i,-0.0004465+0.0066991i,0.0018811+0.0096229i,0.0034645+0.008221i,0.0032999+0.0055082i,0.0065763-0.0013145i,0.0096492-0.015016i,0.0087572-0.025532i,0.0076253-0.022833i,0.0075198-0.014223i
0.03409+0.038919i,0.1039+0.095462i,0.19016+0.12083i,0.20459+0.062411i,0.12212+0.01868i,0.048122+0.051854i,0.053074+0.047491i,0.064125-0.0089782i,0.040564-0.015845i,0.023429+0.0098228i,0.018457+0.011103i,0.015459+0.0020815i,0.014634-0.0023523i,0.010074-0.0066249i,0.0046675-0.010278i,0.0015739-0.012056i,0.0015472-0.010805i,0.0015312-0.0083555i,-0.0043885-0.0043616i,-0.013263+0.0059545i,-0.017076+0.014372i,-0.01446+0.01403i,-0.010559+0.0095996i
-0.027682-0.039772i,-0.086085-0.11097i,-0.17098-0.15381i,-0.19745-0.089541i,-0.10767-0.0062466i,-0.0058788-0.013093i,-0.0097553-0.032346i,-0.048746-0.011111i,-0.037674-0.0061514i,-0.016219-0.019724i,-0.012988-0.018385i,-0.016597-0.0089482i,-0.018527-0.00038661i,-0.013317+0.0068857i,-0.0069711+0.011254i,-0.0034424+0.012521i,-0.002756+0.010413i,-0.0023767+0.00773i,0.0046001+0.0054846i,0.017476+0.0013202i,0.025674-0.0019144i,0.023862-0.0025739i,0.016825-0.0013486i
0.019573+0.040607i,0.067342+0.11852i,0.14547+0.17696i,0.18652+0.1171i,0.11308+0.0037227i,0.0055323-0.020577i,-0.0017569+0.011966i,0.034768+0.020048i,0.024605+0.017491i,0.0027265+0.020887i,0.0017146+0.01871i,0.010476+0.012372i,0.016406+0.002675i,0.012505-0.0076687i,0.0068351-0.013801i,0.0043716-0.015499i,0.0027292-0.01184i,0.0018284-0.0071025i,-0.0035125-0.0053765i,-0.015641-0.004531i,-0.025207-0.0035041i,-0.023814-0.0025233i,-0.016627-0.0025182i
-0.012437-0.043977i,-0.046436-0.13374i,-0.11804-0.21149i,-0.18221-0.15306i,-0.14627-0.0028333i,-0.043363+0.05534i,-0.012185+0.0076904i,-0.028554-0.021222i,-0.010717-0.011412i,0.012292-0.0062429i,0.01242-0.0069502i,0.0030165-0.0095774i,-0.0065686-0.0089969i,-0.01021-0.00017087i,-0.0093394+0.0073275i,-0.0067001+0.0087125i,-0.0043331+0.0059592i,-0.0036862+0.0033635i,0.0002913+0.0045283i,0.010731+0.0075411i,0.019662+0.0096338i,0.020522+0.0086733i,0.015449+0.0068917i
-0.00067918+0.04324i,0.014978+0.13629i,0.073514+0.23216i,0.15989+0.19723i,0.17318+0.043278i,0.09414-0.044475i,0.036249-0.013976i,0.021892+0.0099639i,-0.0017887-0.0062268i,-0.021786-0.011096i,-0.020705-0.0038297i,-0.012458+0.0060647i,-0.0020008+0.011936i,0.0070559+0.0074159i,0.010516-8.5438e-05i,0.0089961-0.0038999i,0.0059349-0.003024i,0.0058891-0.0024328i,0.0046044-0.0051746i,-0.0016085-0.010673i,-0.006819-0.015077i,-0.0075113-0.013486i,-0.0059487-0.0097995i
0.0065461-0.042274i,0.010631-0.14086i,-0.030888-0.25731i,-0.13885-0.24973i,-0.20338-0.098172i,-0.14429+0.015379i,-0.058627+0.009812i,-0.020076-0.0013755i,0.0033758+0.021888i,0.021962+0.026762i,0.025312+0.014772i,0.020531+0.00033731i,0.0069494-0.012277i,-0.0084692-0.012979i,-0.013449-0.0066163i,-0.011116-0.0021782i,-0.007267-0.00052684i,-0.005072+0.00061815i,-0.0044597+0.0045564i,-0.0035857+0.012242i,-0.0026382+0.018288i,-0.0018732+0.017024i,-0.00058953+0.01289i
-0.012975+0.042494i,-0.035444+0.1351i,-0.02206+0.26329i,0.084054+0.2993i,0.18899+0.18629i,0.15984+0.058371i,0.064824+0.019907i,0.018716+0.0023681i,0.0046636-0.027602i,-0.010576-0.031441i,-0.017641-0.019562i,-0.016302-0.0071651i,-0.0063022+0.0066657i,0.0076059+0.011052i,0.013541+0.0059654i,0.011689+0.0012273i,0.0078479-0.00055184i,0.0057123-0.0011428i,0.0057428-0.0046571i,0.0076583-0.011117i,0.0094884-0.015362i,0.0079677-0.013923i,0.0053672-0.010068i
0.02192-0.037708i,0.06525-0.12693i,0.081466-0.26305i,-0.012125-0.33342i,-0.13824-0.25565i,-0.1352-0.12065i,-0.052528-0.050134i,-0.024824-0.014805i,-0.025982+0.020351i,-0.008423+0.029199i,0.0061955+0.021116i,0.010533+0.012163i,0.0057997+0.00025719i,-0.0053649-0.0069952i,-0.011512-0.0045794i,-0.0091065-0.0004442i,-0.0038852+0.00048211i,-0.0022118-0.00021593i,-0.0043354+0.0015734i,-0.0082586+0.0071547i,-0.010914+0.011316i,-0.0094691+0.011509i,-0.0066885+0.0091485i
-0.028277+0.027742i,-0.091431+0.1024i,-0.14492+0.23525i,-0.082839+0.34186i,0.049942+0.31287i,0.084449+0.18039i,0.034953+0.076i,0.028613+0.028925i,0.041018-0.002205i,0.021641-0.01571i,0.003295-0.01492i,-0.0036998-0.013362i,-0.0046115-0.0057292i,0.0016036+0.0015526i,0.0062464+0.00098043i,0.0039455-0.0014253i,0.0001407-0.0015777i,0.0002305+5.038e-05i,0.0036437-0.00027146i,0.0085417-0.0030646i,0.012582-0.0040946i,0.012881-0.0034658i,0.011813-0.0016485i
0.027478-0.024021i,0.10467-0.083255i,0.19351-0.20253i,0.17312-0.3224i,0.04494-0.32386i,-0.023416-0.19624i,-0.01237-0.078452i,-0.027278-0.036986i,-0.047848-0.015505i,-0.031411+0.0049105i,-0.011713+0.013489i,-0.0025129+0.016749i,0.0028531+0.01069i,0.0020189+0.00081226i,-0.0012741-0.0015256i,-0.00028208-7.4103e-05i,0.0031711-0.00059249i,0.0028356-0.0025424i,-0.0026382-0.0021336i,-0.0090901-6.3915e-05i,-0.011472-0.00048309i,-0.0099269-0.0019089i,-0.0079059-0.0030045i
-0.037911+0.012184i,-0.12566+0.04999i,-0.2487+0.13993i,-0.27721+0.26373i,-0.16348+0.3073i,-0.048342+0.20063i,-0.0089524+0.07664i,0.016606+0.045391i,0.038752+0.039062i,0.031545+0.014676i,0.016239-0.0032196i,0.0072832-0.010677i,1.0685e-06-0.0081634i,-0.001706+0.00017849i,-0.00016229+0.0021948i,-0.00041514+0.00023432i,-0.0016237-0.00026652i,-0.0015317+0.00012015i,0.0023956+0.00083497i,0.0088285+0.0021523i,0.012674+0.004246i,0.01106+0.0064062i,0.0075838+0.0073337i
0.035185-0.0025606i,0.12796-0.018806i,0.27133-0.07357i,0.33827-0.17453i,0.24882-0.23015i,0.10851-0.15877i,0.03286-0.064982i,0.002804-0.052378i,-0.020918-0.052761i,-0.024024-0.022413i,-0.013337+0.00023235i,-0.0058078+0.0068069i,-0.00035866+0.0049041i,0.00010678-0.002183i,-0.0027263-0.004835i,-0.0026235-0.0014427i,0.00044128+0.0020687i,0.0021172+0.0023662i,-0.0012686-0.0003139i,-0.0075939-0.0039912i,-0.010169-0.0070047i,-0.0069634-0.007867i,-0.0025223-0.0072126i
-0.031913-0.0060489i,-0.12161-0.018776i,-0.27562-0.0089217i,-0.37635+0.066384i,-0.30946+0.1439i,-0.15109+0.12019i,-0.051368+0.058447i,-0.02248+0.054188i,-0.0012334+0.056363i,0.012072+0.024605i,0.0079108+0.0017079i,0.0044458-0.002578i,0.0035606-0.0010979i,0.0024724+0.0042067i,0.0033959+0.0055224i,0.0030322+0.0010984i,0.00062568-0.0033932i,-0.00098753-0.003701i,0.0022602+2.3226e-06i,0.0074441+0.0045612i,0.0085553+0.0082264i,0.0058784+0.0094928i,0.0021364+0.0080954i
0.02832+0.0093616i,0.10958+0.041525i,0.25774+0.075951i,0.37361+0.044628i,0.32896-0.04087i,0.16836-0.066793i,0.057705-0.041749i,0.033557-0.043159i,0.017346-0.044494i,-0.0012185-0.020254i,-0.0028537-0.0035843i,-0.0026218-0.0026885i,-0.0048544-0.0044866i,-0.0052632-0.0067913i,-0.0060256-0.0065644i,-0.0053811-0.00087005i,-0.0011335+0.0047067i,0.0012328+0.0045538i,-0.0021946-0.0004675i,-0.0065328-0.0068744i,-0.0066621-0.010425i,-0.0036127-0.0096723i,0.00015907-0.0059815i
-0.023223-0.017954i,-0.091162-0.074501i,-0.2205-0.15264i,-0.33943-0.16003i,-0.32597-0.063313i,-0.18069+0.02177i,-0.063907+0.031002i,-0.044587+0.023813i,-0.036133+0.024741i,-0.012961+0.015587i,-0.0035289+0.0063047i,0.00047643+0.004394i,0.0043384+0.0042441i,0.0051287+0.0058815i,0.0061593+0.0053413i,0.0055077+0.0003086i,0.002657-0.0048566i,0.00067411-0.0054799i,0.0013791-2.562e-05i,0.003255+0.0086936i,0.0031378+0.013445i,0.0021147+0.010825i,0.0010963+0.0057061i
0.012204+0.021499i,0.061234+0.090175i,0.15753+0.19953i,0.25986+0.24777i,0.27324+0.16478i,0.17412+0.040425i,0.077636-0.0095731i,0.055355-0.0030192i,0.046144-0.0041836i,0.021205-0.0085277i,0.0068076-0.0055391i,0.00098371-0.0022552i,-0.0038569-0.0016819i,-0.0046346-0.0040456i,-0.0031683-0.0047512i,-0.0021573-0.00056105i,-0.00063003+0.0055244i,0.00088907+0.0061449i,0.0010377-0.00033443i,0.0021889-0.0083332i,0.0041764-0.011847i,0.0041619-0.0086545i,0.0022557-0.003564i
-0.0086634-0.027301i,-0.035547-0.10315i,-0.095008-0.23263i,-0.17509-0.30428i,-0.20803-0.22085i,-0.15618-0.075309i,-0.087637-0.010035i,-0.061449-0.011399i,-0.048154-0.0024475i,-0.022603+0.011772i,-0.0058817+0.0083342i,-0.00087763+0.00022998i,0.0014733-0.00084347i,0.0011355+0.0019062i,0.0016752+0.0028616i,0.0033732-8.6963e-05i,0.0032952-0.0046075i,0.00076311-0.0050788i,-0.0027817+0.0017145i,-0.0064533+0.010405i,-0.0092428+0.012822i,-0.0086199+0.0097825i,-0.0044235+0.0050891i
0.0040378+0.023962i,0.0056437+0.09609i,0.018665+0.22868i,0.06443+0.32407i,0.12112+0.26504i,0.12502+0.11901i,0.080914+0.03586i,0.049377+0.023084i,0.03507+0.0088104i,0.016455-0.0085853i,0.0055741-0.0054266i,0.0049245+0.0024422i,0.0038114+0.001631i,0.002191-0.0025027i,0.0013554-0.0039126i,-0.00032158-0.00059715i,-0.0020443+0.0047112i,-0.0011833+0.0054258i,0.0032443-0.0011686i,0.0088557-0.0086115i,0.012717-0.0092584i,0.012859-0.0066061i,0.0083715-0.0046408i
0.0054264-0.024796i,0.02372-0.094183i,0.051984-0.2189i,0.038982-0.31762i,-0.034301-0.28179i,-0.086251-0.14761i,-0.06525-0.056436i,-0.029608-0.034356i,-0.017094-0.014696i,-0.011094+0.0047638i,-0.0073595+0.0028147i,-0.0077851-0.0032447i,-0.0073862-0.0010959i,-0.0062393+0.0030196i,-0.0045266+0.0035369i,-0.00103+0.00026698i,0.0036606-0.004369i,0.0052522-0.0057767i,0.00025778-0.0012562i,-0.0075385+0.0033482i,-0.012492+0.0040327i,-0.013054+0.0045866i,-0.0094185+0.0053006i
