-0.00027559+0.00070859i,0.0014586-2.23e-05i,0.00134-0.00097528i,-0.00063324-0.0020728i,-0.0010983-0.0015307i,-0.0015866+0.0004926i,-0.0023929+0.0021925i,-0.00168+0.0027834i,-0.00046125+0.0028077i,-0.00024809+0.0018524i,0.00011808+0.00029718i,0.0010717+0.0003273i,0.00056671+0.00058436i,-0.00083481-0.00014323i,-0.00043687-0.00056062i,-0.00041355-0.00045612i,-0.00099107-0.00090315i,-0.00080879-0.00078977i,-0.00016388-0.00035069i,0.00025772-8.9119e-05i,0.00014284+0.00027211i,-1.5904e-05+0.00018001i,-0.00043685+0.00013663i
-0.00018605-0.0002281i,-0.0011569+0.00055346i,-0.00043918-0.00010804i,-0.00023447-0.00096504i,-0.0013077-0.0010489i,-0.0026667+0.00030489i,-0.0030127+0.0010241i,-0.0017282-1.235e-05i,-0.00073091-0.00079597i,-0.00089135-0.0014283i,-0.00082972-0.0011652i,-0.00080073-0.00055772i,-0.00067516-0.000394i,-0.00035078+0.00047078i,-0.00077484+0.00036918i,-0.00066295-0.00020582i,-0.00019153+0.00023489i,-0.00012005-0.00015268i,-0.00053876-0.00083269i,-2.5873e-05-0.00054218i,0.00052274-0.00076489i,0.00014547-0.0014345i,-0.00010208-0.0012291i
0.0013323+0.00016794i,0.0019023+0.001803i,0.0016223+0.001044i,0.0019525+0.00047306i,0.0010209+0.000917i,-0.00091593+0.0016676i,-0.0023692+0.0012632i,-0.0031457-0.00049801i,-0.0022801-0.0014431i,-0.0021278-0.00093791i,-0.0019742-0.00077133i,-0.0006971-0.00062378i,-0.00016827-0.00063318i,-0.00023128-0.00069011i,6.841e-05+0.00032061i,0.00013238+0.00037002i,-0.00036032+0.00021918i,-0.00086738+0.00065776i,-0.0010958+0.00049774i,-0.0014415-0.00015619i,-0.0010128-0.00033524i,-0.00020264+0.00031124i,-0.00025971+0.00062141i
-0.0022603-5.6269e-05i,-0.0019328+0.00032804i,-0.00094056+0.0014813i,0.00084154+0.0017085i,0.0010542+0.0013743i,0.00016823+0.00082581i,-0.001604+0.00056326i,-0.00272+0.00041868i,-0.0026108-0.00016853i,-0.0025943+0.00038755i,-0.0017701+0.00053792i,-0.00078375+5.1509e-06i,-2.6522e-05-0.00044719i,0.00029597-0.00086895i,-0.00016625-2.5242e-05i,-0.00038031+0.00012164i,-1.9359e-05-0.00090243i,-9.1604e-05-0.00038103i,-0.00064785-2.5096e-05i,-0.00082627-0.00033361i,-0.00013137-0.0001732i,0.00036847-4.8069e-05i,0.00026924-0.00017539i
0.0015045+0.0021968i,0.0032931+0.0028109i,0.0043001+0.0021882i,0.0031139+0.00077582i,0.0016923-0.00077424i,-0.0002954-0.00048651i,-0.0017054+0.00077981i,-0.0025+0.0019188i,-0.003005+0.0016395i,-0.0021951+0.00074316i,-0.0011624+5.8297e-05i,-9.3496e-05-0.00071334i,0.00059626-0.00043412i,0.00086297-4.3733e-05i,0.00077565-0.00043241i,0.00036891+1.361e-05i,0.00017774+0.00034113i,0.00014178+0.0002841i,-0.00053362+0.00074496i,-0.00086433+0.00074555i,-0.00057219+0.00053093i,-0.00033574-0.00046601i,0.00011874-0.00083902i
3.3553e-05+0.00046838i,-0.00099601-0.0013597i,-0.00042869-0.0024514i,2.4882e-05-0.001979i,-0.00050856-0.0011286i,-0.0016356+0.00033077i,-0.0015533+0.001652i,-0.0011245+0.0032536i,-0.001619+0.0036447i,-0.0012168+0.0022257i,0.0007566+0.0014747i,0.0010651+0.00094618i,0.00027394+9.9518e-05i,0.00031204+0.0003608i,0.00054005+8.118e-05i,0.00062379-0.00046302i,0.00015138-0.00021398i,-0.0003147+0.00012316i,0.00016102+0.00092742i,0.0001634+0.0012603i,-0.00023629+0.00072858i,-3.1409e-05+0.00064797i,-0.00039645+0.00076025i
-0.00014059+0.00020469i,0.0012064+0.0021886i,0.0016853+0.0025832i,0.0014154+0.0024812i,0.0016158+0.0026312i,0.0012873+0.0019i,0.00056578+0.0023988i,0.00035857+0.0029582i,0.00044942+0.0029991i,0.00042064+0.0026175i,0.00062311+0.0011513i,0.00077927+0.00051359i,0.00048129+0.00085455i,-0.00040482+0.0011334i,-0.00080041+0.00084992i,-0.00052934+0.00035704i,9.8359e-06+0.00024409i,0.00066015-0.00085646i,0.00048431-0.0011764i,0.00072657-0.00011691i,0.0012962+0.00018232i,0.0010319-0.00091362i,0.0010313-0.0014855i
0.00040025-0.0010957i,-0.0011054-0.0015467i,-0.0029049-0.0016375i,-0.0018468-0.0010593i,-0.00025353-0.00023012i,-0.001241+0.00049666i,-0.0027991+0.00059131i,-0.0018654+0.00054476i,0.00022847+0.00056175i,0.00096141-7.7294e-05i,0.0012454-0.00089344i,0.0013354-0.0016192i,0.0012163-0.0011722i,0.00092253-0.00086198i,0.00030875-0.00073337i,0.00012984-0.0008007i,0.00041828-0.0010592i,0.00065067-0.0009883i,-0.00026472-0.0008904i,1.2128e-05-0.00045876i,0.0010189-0.0004525i,0.00092252-0.0011869i,0.00061523-0.00060031i
-0.00025564+0.0024878i,0.00026267+0.0036282i,0.0018789+0.0034374i,0.0022092+0.0026958i,0.0012687+0.0017964i,-0.00018745+0.00074122i,-0.00096825+0.0012231i,-0.00039998+0.0012159i,0.00085143-0.00055301i,0.00065716-0.0017884i,-2.9124e-05-0.0010474i,0.00051996+2.2431e-05i,0.0006329+0.00022521i,0.00022116+0.00042561i,0.0001735+0.00074465i,0.00043116-6.7586e-05i,1.4179e-05-0.00052185i,-0.00088473-0.00048201i,-0.0011916-0.00058737i,-0.001222-0.00066737i,-0.00056954-0.0011394i,-0.00032966-0.00080569i,-0.00077109-0.00050073i
-0.0019513-0.0012381i,-0.0018015-0.00015188i,-0.00098125+0.0015043i,0.0011317+0.0017581i,0.0013208+0.00081283i,-0.00015389+0.00028747i,-0.0013423-0.00044405i,-0.0016442-0.00053173i,-0.00055639-0.00050352i,0.00038023-0.00057333i,-0.00048802-0.00018394i,-0.00067356-7.5314e-05i,0.00034962-0.00033434i,0.00039572-0.00043123i,0.00031644+0.00022576i,-0.00024159-4.2757e-05i,-0.0015397-0.00036095i,-0.0013942+8.3689e-05i,-0.0014185-0.00015816i,-0.0021623-0.00035708i,-0.0015406-0.00022839i,-1.3772e-05+0.00015509i,0.0005889+0.00032937i
0.0023201+0.00028805i,0.0027707+2.7356e-05i,0.0030585-0.00050152i,0.0023459-0.0012428i,0.00030791-0.0011497i,-0.0021369-0.0011976i,-0.0037565-0.00048137i,-0.0037834+0.00068166i,-0.0032621+0.000665i,-0.0031263+0.00037566i,-0.0020732+0.00015322i,-0.00090434+0.00022302i,-0.0008221+0.00031909i,-0.00025576+2.4343e-05i,0.00080658-0.0001242i,0.0009291-0.00095949i,0.0011645-0.0011134i,0.00036609-0.00016191i,-0.0012618+0.00025858i,-0.0007411+0.00043267i,-0.00014722+0.00052888i,-0.0004679+0.00056932i,-0.00027917-0.00032686i
-0.00089231+0.00094321i,-0.0011782-0.00024367i,-0.00029872-0.00054913i,0.00060177-0.00040894i,0.00034184-0.00053992i,-0.0010989+0.00083153i,-0.0019739+0.0029691i,-0.0032182+0.0037934i,-0.0038858+0.0021032i,-0.0027371+0.00047127i,-0.0006479+0.00078721i,0.0004664+0.00064952i,-0.00037759-0.00049222i,-0.00078803-0.00133i,-0.00030798-0.0011367i,-6.5707e-05-0.00098167i,-0.00011601-0.00040264i,-0.0005236+0.00066294i,-0.0007626+0.0010631i,-0.00082244+0.0012208i,-0.0010728+0.0008659i,-0.00065013+0.00074767i,-0.00015795+0.00066168i
0.0013295+0.00095261i,0.0014486+0.00089583i,0.00089155+0.00061134i,0.0013417+0.00085901i,0.00097828+0.0013182i,-0.00059375+0.0019176i,-0.0020898+0.0025584i,-0.0026288+0.0029794i,-0.0024849+0.0029802i,-0.0010106+0.0021494i,0.00063007+0.00086467i,-1.1511e-05+0.00011886i,-0.0010093+0.00032124i,-0.00055222+0.00025345i,-0.00027824-0.00017834i,-0.00025323-0.00067212i,-0.00065331-0.00059743i,-0.00098629-0.00019677i,-0.00038064-0.00055862i,0.00037319-0.00040558i,0.00091105+0.00057164i,0.00066007+0.00077936i,-0.00028556+0.00017159i
0.0010517-0.0010503i,0.00066252+0.00056098i,-0.00050093+0.00067842i,-0.00042841+0.00090889i,-1.7099e-05+0.0014556i,-0.00081413+0.0020958i,-0.0014955+0.0022972i,-0.00094162+0.0024373i,-0.00062391+0.0027313i,-0.00072234+0.0017478i,0.00025949+0.00037547i,0.00078535+0.00034688i,0.00040192+0.0011053i,-0.00044371+0.001158i,-0.00099599+0.00048135i,-0.00089015-0.00020112i,-0.00010324-0.00010196i,0.00079108+0.0003045i,0.00027958+0.00017589i,4.3936e-05+8.9661e-05i,0.00043655-9.3651e-05i,0.00065559-0.00040656i,0.0003966-0.00059347i
0.0013072+0.00034906i,0.0013185+0.00045334i,0.0022138+0.00037571i,0.0024214-5.1083e-06i,0.001104-0.00035189i,-0.00033899+7.0944e-05i,-0.00043952+0.00082613i,0.00028506+0.001649i,0.0010844+0.002445i,0.00066194+0.0011595i,-9.0484e-05-0.001545i,0.00025989-0.0015055i,0.00065819+0.00030652i,0.00032268+0.00036966i,-0.00060646-0.0011216i,-0.00029115-0.0014582i,0.00017606-0.0010415i,-0.00041873-0.0012984i,-0.00041574-0.00070511i,0.00063146-0.00040722i,0.0012578+4.305e-05i,0.00049459+0.00032105i,4.6384e-05-0.00055193i
-0.0018489-0.00032695i,-0.0016167+0.001991i,-0.00069155+0.0037068i,0.00087344+0.0034361i,0.0020161+0.0027135i,0.00050045+0.0024147i,-0.0011672+0.00147i,-0.0012582+0.00042261i,-0.00044997-7.8794e-05i,-0.00073202-0.00037104i,-0.0010577-0.00060361i,-0.00028426+0.00022921i,0.00024239+0.0010241i,0.00021697+0.00057179i,0.00036037-0.00026615i,0.00032654-0.00051494i,0.00021832-6.8775e-06i,0.00040996+0.00041885i,-1.1658e-05+0.00054219i,-0.00034277+0.00059569i,0.00011649-0.00022362i,0.0008317-0.00078109i,0.00075294-0.00015689i
0.0024531+0.00046365i,0.0027279-0.00031478i,0.0027937-0.0019049i,0.0015677-0.0031945i,-0.00011626-0.0027693i,-0.0017775-0.0014975i,-0.0024131-0.00064086i,-0.0010698-5.3977e-05i,7.6656e-05-6.2745e-05i,-0.00043682-0.00036234i,-0.0017161-0.00060512i,-0.0011336-0.00067706i,0.00050855-0.00055547i,0.00076559-0.00010044i,0.00013334+7.4545e-05i,-0.00015931+0.00056823i,-0.00015292+0.00044004i,-0.00056846-0.00055351i,-0.0014092-0.00093207i,-0.00094086-0.00096813i,-7.5163e-05-0.00086966i,-0.00011664-0.00072842i,-0.0002551-0.00024086i
0.00029364-0.00060923i,-0.00029364+3.1553e-05i,-0.0017725+0.00039405i,-0.002164+0.00083536i,-0.0023116+0.00081565i,-0.0033854+0.0012186i,-0.0032571+0.0015623i,-0.0027638+0.0011535i,-0.0018125+3.3112e-05i,-0.0012787-0.00047628i,-0.00085727+0.00011083i,-0.00039485+0.00088416i,9.9528e-05+0.00029702i,0.00056594+0.00079234i,0.00051012+0.0013159i,0.00087206+0.00011983i,0.00068053-0.00027548i,-0.00068647-1.223e-05i,-0.0013207-0.00019097i,-0.00094259-0.00055659i,-0.00070548-0.00077712i,-0.00079334-0.0010816i,-0.00033735-0.00061154i
0.00095819-0.0014088i,0.00099426-0.0014263i,0.0016934-0.001276i,0.0012965-0.0003465i,-0.0008219+0.00084286i,-0.0019657+0.00013781i,-0.0027116-4.7671e-05i,-0.0038866+0.0007474i,-0.0037599+0.00080781i,-0.0026023+0.00075539i,-0.0011675+0.00077108i,-0.0002328+0.00023041i,-1.9322e-05-0.00045747i,0.00024449-0.00090719i,0.00070011-0.00062691i,0.00061371-0.00073256i,5.288e-05-0.0005752i,-0.00051552+0.00037596i,-0.00072302+0.00063855i,-0.00029658+0.00038718i,0.00055183+0.00073904i,-1.5861e-05+0.0008579i,-0.00025694+0.000152i
-0.00066133+0.0016663i,-0.0010712+0.0015987i,0.00052885+0.0018568i,0.0015115+0.0010809i,0.0013723-0.00056214i,-0.00030255-0.0010446i,-0.0016665-8.809e-05i,-0.002974+0.0019853i,-0.003299+0.0031887i,-0.001098+0.0026747i,0.00050495+0.0012874i,0.00061565-8.5971e-05i,-0.00022281+3.5813e-05i,-0.00070301+0.00023479i,0.00010114-0.0010572i,0.00064811-0.0017701i,7.3319e-05-0.0010377i,-0.00055047-0.00015427i,-0.00055087+9.2012e-05i,-0.00039868+7.1895e-05i,0.00027324+0.0005934i,0.0011448+0.00075546i,0.0014735+0.00050603i
-3.3044e-05-0.0012699i,0.00076326-0.0014753i,0.0017844-0.00090088i,0.0019147-9.8148e-05i,0.0014239+0.00083138i,1.4155e-05+0.0020182i,-0.00098765+0.0027668i,-0.0014267+0.0030912i,-0.0014487+0.0027115i,-0.00074629+0.0008815i,-0.00029256-0.00032756i,4.2473e-05-0.00011218i,-3.7904e-05+5.5014e-05i,-0.0002138-0.00043347i,0.00012165-0.00066041i,0.000227-0.00061424i,0.00041065-0.0002711i,0.00062135-0.00037941i,0.00037223-0.00046789i,0.00063987-0.00033862i,0.0013268-0.0004804i,0.0016018-0.00050438i,0.0015315-8.448e-05i
-0.0023716+0.0015197i,-0.0026222+0.0020249i,-0.0015781+0.0021923i,-0.00023281+0.0014174i,0.00085741-7.7653e-05i,0.00054878-0.0012425i,-0.0012285-0.00036321i,-0.0015251+0.0016098i,-0.00097677+0.001882i,-0.00018995+0.0010512i,9.9647e-05-7.6848e-05i,-0.0010076-0.00034264i,-0.00099214-6.1248e-05i,-0.00050078-0.00064996i,-0.00089042-0.0012945i,-0.0015342-0.0014966i,-0.0012665-0.0011669i,-0.00098529-0.00072487i,-0.00088846-0.00037611i,-0.00019066-0.00035084i,0.00070162+3.0645e-05i,0.00076482+0.00019275i,9.4893e-05+0.00013667i
0.0030968+0.00041799i,0.0044894-2.6343e-05i,0.0049493-0.00046534i,0.0034199-0.0017234i,0.00065724-0.0028297i,-0.00056878-0.0022546i,-0.00054077-0.0010517i,3.8509e-05+0.00080614i,0.0010699+0.0015063i,0.00032379+0.00053197i,-0.00054355-0.00075633i,0.00010467+0.00010836i,0.00049442+0.0017619i,0.00051354+0.0018706i,0.00017072+0.00078957i,-0.00028302-0.00074979i,-0.00034692-0.0012824i,-0.00075858-0.0016392i,-0.00088259-0.0014859i,-0.00083333-0.0013379i,-0.00027507-0.00057437i,0.00044943+0.00052221i,0.00045453+3.3507e-05i
-0.00019025+0.0013792i,-0.00026767+0.0023681i,-0.00061252+0.0021456i,-0.0010053+0.0021945i,-0.0010012+0.0017731i,-0.0017289+0.00091007i,-0.0025331+0.00065907i,-0.0015731-0.0001014i,-5.531e-05-0.00057166i,-0.00037696+0.00013024i,-0.0017657+2.7535e-05i,-0.0013231-0.00059663i,0.000183-0.0011412i,1.9983e-05-0.00072444i,-0.00094717+0.00074789i,-0.00098146+0.00087968i,-0.0010353-9.8212e-05i,-0.00074917-0.00054126i,-1.8684e-05-0.00032561i,0.00021428+0.00013765i,-9.2758e-05-0.00026133i,8.1373e-05-0.00079942i,0.00121-0.00013994i
0.00099853-0.00094334i,0.00072254+0.0012739i,0.00068886+0.0019018i,0.0013235+0.0016543i,0.00046348+0.00065688i,-0.00054151+0.00039102i,-0.00074467+0.00020638i,-0.0010043-0.00074439i,-0.0014592-0.00096685i,-0.0010115+0.00049284i,0.00034685+0.0016611i,0.0011185+0.0010725i,0.0011534+0.00044931i,0.001013+0.00053921i,0.0011627+0.00089596i,0.00048327+0.00078749i,-0.0006893-3.4845e-05i,-0.0013544-0.00014611i,-0.0018231-0.00029069i,-0.0018206-0.00016617i,-0.0009227+0.00018004i,-0.00031141+0.00021256i,-0.00060383-0.00031809i
-0.0013949+4.5627e-05i,-0.0012432+0.00032312i,-0.00034951+0.0014576i,0.00029474+0.0019871i,6.9696e-05+0.0010925i,-0.0010043-0.0002401i,-0.0017126-0.00056458i,-0.002741-0.00038434i,-0.0030838-1.3528e-05i,-0.0022861+0.0016728i,-0.00071401+0.0030679i,0.00061563+0.0017135i,-0.00011167+0.00023761i,-0.0012176+0.00022135i,-0.00077557+0.00072506i,2.2241e-05+0.00082095i,-0.00056313+0.00036069i,-0.00073676-0.00027554i,0.00072524+0.00017975i,0.0010954+0.00069997i,0.00052721-6.2094e-05i,0.00018823-0.00015278i,-0.00058072+0.00048057i
-0.0024915+0.0017186i,-7.3272e-05+0.0020125i,0.00063358+0.0028157i,0.00087128+0.0035529i,0.00070583+0.0036688i,-0.00060776+0.0020469i,-0.0028709+0.00089337i,-0.0042926+0.0012418i,-0.0033953+0.0013236i,-0.00084697+0.00067821i,0.0012253+0.00046742i,0.0012745+0.00036556i,0.00091674+0.00033178i,0.00070929+0.00023873i,0.00075084+0.00028651i,0.00080141+7.3115e-05i,0.00054956+0.00037448i,-0.0001371+0.00036316i,-0.0003246+0.0001712i,0.00022809+0.00062711i,0.00036644+0.00053183i,-0.00023944+0.00039146i,-0.00065441+0.0003489i
5.8673e-05+0.001494i,0.0001643+0.0023223i,0.0021278+0.0027273i,0.0024685+0.0017157i,0.0020281+0.00023663i,0.00086439+0.00043392i,-0.0020159+0.0016215i,-0.00315+0.0028013i,-0.0029248+0.0026218i,-0.0016279+0.00087431i,0.00018144-0.00010004i,0.00046624-0.00024703i,0.00026962-0.00030058i,0.00040018-0.00023667i,0.00077056-0.00034691i,0.00098424-0.00092044i,0.00077125-0.001535i,0.00054394-0.0016552i,0.00042357-9.05e-05i,0.00020283+0.00071603i,0.00038143-5.5238e-05i,0.00068276-0.0003501i,0.00064245-0.00039223i
0.0010125-0.00032352i,0.00080684-0.00032503i,-8.9185e-05-0.00091004i,0.00046323-0.00016212i,0.00060058+0.0011132i,-0.00029936+0.0018941i,-0.0009493+0.0033609i,-0.0012237+0.0038621i,-0.0014211+0.0027717i,-0.00082921+0.00042243i,0.00026555-0.0011669i,0.00076819-0.0012787i,0.00024256-0.0005662i,0.00022688-5.481e-06i,0.00028927-0.00041332i,0.00034184-0.0013846i,0.00047501-0.0017586i,0.00034999-0.0010789i,0.00095117-0.00065232i,0.0012097-0.00031914i,0.00075493+0.00057112i,0.00052879-0.00015111i,0.00024004-0.0007755i
-0.00081676+0.00087791i,-0.00030895+0.0016037i,-0.000757+0.0030656i,-0.00090611+0.0028691i,-0.0010998+0.0011379i,-0.0016094+0.00039215i,-0.0012307+0.00075525i,-0.00045213+0.0010592i,-0.00025392+0.0013523i,0.00018976+0.0016592i,0.0006878+0.00060702i,0.00073369-2.4294e-05i,0.00073213+0.00010591i,0.0001464-0.00028903i,-0.00098703-0.00086828i,-0.0019208-0.0017826i,-0.0018705-0.0016803i,-0.00073416-0.00095333i,-0.00017889-0.0010872i,-0.00033886-0.0014622i,-0.00081188-0.001125i,-0.00093136-0.00088795i,-0.00056358-0.0013351i
-0.0011267-0.00069221i,-0.0019032+0.00042768i,-0.0023029-0.0005841i,-0.00082088-0.00044631i,0.00029243+0.00076227i,0.00066836+0.00098336i,0.00093012+0.00042536i,0.00083617+0.0004753i,0.00032787+0.00034928i,-0.00056112+2.7976e-05i,-0.0014218+0.00043333i,-0.0011196+0.00026452i,0.00041189-0.00059282i,0.00094137-0.0016354i,0.00017245-0.0015048i,-0.00066579-0.00065042i,-0.0010701-0.00080739i,-0.0014142-0.0012993i,-0.0017522-0.00080451i,-0.0017258-0.00039693i,-0.00059156+0.00013599i,5.8034e-05+0.0012983i,0.0002877+0.0015618i
0.00018343-0.00057682i,-6.3637e-05+0.00078552i,0.00025708+0.0023537i,0.00035793+0.0020005i,-0.0010804+0.001001i,-0.0036638+8.3042e-05i,-0.0046368-0.0015681i,-0.003027-0.0025214i,-0.0015016-0.0016436i,-0.0013482+0.00058221i,-0.0010635+0.0015657i,-0.00041657+0.0010777i,-0.00022651+0.0004529i,-0.00076731-3.2854e-05i,-0.0017755+0.00022555i,-0.0024004-0.00010678i,-0.0019107-0.00050492i,-0.0011133-0.00012684i,-0.0008953+0.00041199i,-0.0010611+0.00051414i,-6.6821e-05-0.00016106i,0.0012239-0.00040918i,0.0011101-0.00078592i
-0.0002417+0.00051995i,-0.00022626+0.00093821i,-0.00074568+0.00014457i,-0.0017566+0.00036281i,-0.0021947+0.0011168i,-0.0020983+0.0009082i,-0.0032839-0.00020102i,-0.0036201-0.00086011i,-0.002819-0.00089972i,-0.0018892+0.00050826i,0.00017311+0.0019407i,0.0014138+0.0006364i,0.0011638-0.00066143i,0.0011519-0.0006935i,0.0004222-0.0001306i,-0.00066756+0.00088958i,-0.0015814-3.2958e-05i,-0.0024633-0.0011348i,-0.0019621+0.00012019i,-0.0011648+0.0014102i,-0.00050397+0.0010619i,0.00018261+0.00021437i,8.624e-05-0.00013585i
-0.0013615+0.0019984i,-0.00013916+0.0023126i,0.0013569+0.0027064i,0.003257+0.0025443i,0.0029659+0.0023738i,6.9666e-05+0.0019041i,-0.0027519+0.0010131i,-0.0046428+0.000438i,-0.0044064+0.00027743i,-0.00213+0.00011585i,4.7078e-05+0.00013007i,0.00037191+6.149e-05i,-0.00051564+0.00024918i,-0.00066668+0.0013806i,0.00029071+0.0016764i,0.0011486+0.0013207i,0.0012514+0.0013518i,0.0014616+0.0010659i,0.0010754+0.00064331i,-0.000123+0.00057131i,5.4308e-05+0.00064205i,0.00063083+0.00049792i,0.00064399+6.3768e-05i
0.0014946+0.0014518i,0.0015409+0.00083058i,0.001821-2.4109e-05i,0.0013506-0.0013017i,0.00036692-0.0018494i,-0.0019398-0.00086916i,-0.0036988+0.00075281i,-0.0040711+0.0016042i,-0.0034855+0.0014719i,-0.0014343+0.00087854i,-0.00015063+0.00066697i,0.00010402-0.00021386i,0.00040431-0.0013811i,0.0012583-0.0013601i,0.0019772-0.00047711i,0.0014946-0.00020759i,0.00071153+0.00027623i,-0.0002581+0.00091511i,9.8892e-05+0.00088544i,0.00084345+0.00080254i,0.0010279+0.00051082i,0.0005516+0.00071594i,7.7612e-05+0.00079266i
0.0019508-0.00017805i,0.0017783+0.00011281i,0.00036598+0.00073601i,-1.3506e-05+0.00019102i,-0.00060322-0.00047711i,-0.0014768+0.00072135i,-0.0018281+0.0028899i,-0.0024042+0.0045267i,-0.0021005+0.0038085i,-0.00044832+0.00095357i,0.00055072-0.0014344i,0.00053172-0.0012947i,0.00076132+0.00030378i,0.0012731+0.0006802i,0.0015393-0.00034865i,0.002075-0.0011477i,0.0016953-0.0017449i,0.00074729-0.0017089i,-5.5302e-05-0.001045i,-0.00037699-0.00073878i,-0.000262-0.00083231i,-0.00064749-0.00090366i,-0.00054324-0.00038538i
-0.00093825+0.00092186i,-0.00057533+0.00087236i,0.00059942+0.0017897i,0.0025025+0.00091586i,0.0036211-0.00031739i,0.0011222+0.00011282i,-0.00081577+0.0016993i,0.00010645+0.0028064i,0.001029+0.0024344i,0.00097236+0.0011075i,-6.8567e-05-0.00042889i,-0.00065746-0.0006745i,-0.00033052-0.00059835i,0.00081788-0.0011171i,0.0014504-0.0019329i,0.00073313-0.0025598i,0.00061483-0.0019974i,0.0008937-0.0011684i,-5.7215e-05-0.00042434i,-0.00056747+0.00032723i,0.00034519-0.0004305i,0.00075988-0.0010755i,0.0010714-0.00071137i
0.003261+0.00076423i,0.0044807+0.0014757i,0.0045203+0.00089615i,0.0022321-0.00050604i,-0.00056037-0.0018059i,-0.0018028-0.0023626i,-0.0014794-0.00052667i,0.00010366+0.0018591i,0.0010585+0.0016609i,0.00048213+0.00014906i,-0.00016482-0.00077644i,0.00038001-0.001548i,0.0011023-0.0017064i,0.0015701-0.0022091i,0.0013031-0.0025922i,-0.00083618-0.0026019i,-0.0025799-0.0028852i,-0.0023779-0.0018689i,-0.0017491-0.0012762i,-0.0013838-0.00044872i,-0.00060597+0.00040926i,-7.4067e-06-5.5557e-05i,1.6413e-05-0.00038982i
-0.0012144+0.00055511i,-0.0015473+0.00079314i,0.00044138+0.0004273i,0.0022892-0.00039607i,0.0017731-0.0013125i,-0.00025279-0.0009739i,-0.00083987-0.00079706i,-0.00019697-0.0013129i,0.00027908-0.00096205i,0.00019816+1.3854e-05i,-0.0003607+0.00044991i,-0.00051372+0.00068793i,-0.00048691+0.0011129i,-0.00086515+0.00074076i,-0.0018016-7.5849e-05i,-0.002601-0.00022307i,-0.0024962-0.00052408i,-0.0011308-0.0012705i,-0.00023865-0.00074984i,-0.00020876+0.00060458i,-0.00049721+0.00049153i,-0.00083856-0.00010345i,-0.0007792-0.00056631i
0.0016629+0.002592i,0.0047309+0.0020072i,0.0054905+0.0029097i,0.0034232+0.003109i,0.00179+0.0018885i,0.00013031+0.0004088i,-0.0017759-0.0007802i,-0.0015569-0.0017885i,-0.0003725-0.0025462i,3.0836e-05-0.0021423i,-0.00025138-0.00090081i,-3.6487e-05-0.00076871i,5.6381e-05-0.0016874i,-0.00067223-0.0013162i,-0.0014807+0.00020444i,-0.002599+0.0015162i,-0.0030579+0.0017927i,-0.0018945+0.0014846i,-0.00072625+0.0017573i,0.00025611+0.0020451i,0.00075+0.0012424i,0.0011295+0.00038085i,0.00086988+0.00011i
-0.00050855-0.00056024i,-0.00081735-0.001656i,-0.00013483-0.0020439i,-0.00030139-0.002117i,-0.0018528-0.0026746i,-0.0028595-0.0016778i,-0.0033497-0.0007586i,-0.0038274-0.0016445i,-0.0035125-0.0024397i,-0.002634-0.0015438i,-0.0012125-1.3299e-05i,-6.7151e-05+0.00074941i,0.0001764+0.0012022i,0.00054091+0.0019162i,0.00097976+0.002086i,0.0014109+0.0016475i,-1.4554e-05+0.001162i,-0.0014798+0.0006254i,-0.00093621+0.00036361i,3.6102e-05+0.00018637i,-8.7595e-05+0.00053853i,-0.00058471+0.00092878i,-0.00063891+0.0010725i
0.0026877-0.0010518i,0.0030151+0.00049973i,0.0031184+0.00088588i,0.0032579+0.0022476i,0.0021922+0.0038508i,-1.3288e-05+0.0037061i,-0.0026501+0.0026953i,-0.0048646+0.0012135i,-0.0048587-4.0749e-05i,-0.00337-0.00064891i,-0.001835-0.00035298i,-0.0012664-0.00095108i,-0.00082729-0.0014112i,0.00033702-0.00043174i,0.0016855+0.00095855i,0.0022985+0.0011841i,0.0022148+0.0010765i,0.0013797+0.0016246i,0.00023273+0.0015152i,3.6932e-05+0.0011628i,0.00068051+0.00084477i,0.0013289+0.00046229i,0.0011901+2.2885e-05i
-0.0021482-0.00044115i,-0.003709-6.8281e-05i,-0.004219+2.2808e-05i,-0.00225-0.00055533i,-0.0001217+0.00013086i,-0.0011047+0.001926i,-0.0035398+0.0033051i,-0.0050128+0.0037516i,-0.0045291+0.0027065i,-0.0022137+0.0010245i,-0.0004574+0.00019107i,0.0008983-2.0661e-05i,0.0021063-0.00010161i,0.0014252-7.2914e-05i,0.0006825-0.00090258i,0.0011201-0.0019974i,0.0012331-0.0014884i,0.00057071-0.00031983i,-1.4762e-05-0.00027112i,-0.0011017-0.0011818i,-0.0011423-0.00051178i,-0.00027596+0.00056345i,-0.00039132+0.00096026i
0.0015575+0.0021447i,0.0047786+0.002998i,0.0053272+0.0038353i,0.0042927+0.0013216i,0.0042837-0.0010245i,0.0030216-0.0016767i,-0.00048761-0.00021465i,-0.0034806+0.002984i,-0.0044377+0.0051034i,-0.0029487+0.0043801i,-0.0011586+0.002365i,-3.1083e-05+0.00099661i,0.00099583+0.00056661i,0.0012251+0.00025388i,0.00081583-0.00097799i,0.0012329-0.00256i,0.0012336-0.0032173i,0.0010002-0.0035305i,0.00057941-0.0031264i,5.08e-05-0.002032i,0.00021842-0.00075511i,9.4053e-05-0.00018565i,-0.00046506-0.00068873i
