-0.0030616-0.000619i,-0.0018123-0.00056056i,-0.0022444+0.0013704i,-0.0024372+0.0021501i,-0.001081+0.0019789i,0.00029801+0.0017768i,0.0008415+0.0018789i,8.0355e-05+0.0018609i,-0.00036099+0.0010284i,0.00092537+0.00013911i,0.0023502-0.0003668i,0.001962-0.00034301i,0.0010256-0.00026349i,0.00038767-0.00029769i,-0.00025689+1.2514e-05i,-0.00037623+0.00026164i,-0.00014571-0.0004849i,1.7312e-05-0.001164i,0.00010879-0.00045022i,0.00037698-0.00033297i,0.00044215-0.00075537i,0.00063108-0.00023548i,0.00040324-0.00022021i
-0.0012762-0.0016805i,-0.00043005-0.0017544i,0.0010335-0.0018742i,0.0011437-0.00078165i,0.0003017+0.0007706i,0.00060466+0.0009832i,0.0010572+7.7589e-05i,0.00064237-4.019e-05i,-0.00060833-4.661e-05i,-0.00084945+0.00022732i,-0.00041161+0.0010027i,-5.6985e-05+0.0011918i,0.00052561+0.00085995i,0.0005731+0.00053457i,0.00012256-0.00015797i,-0.00068408+8.5161e-05i,-0.00072729-5.7932e-05i,-0.00038377-0.00088249i,-0.00023054-0.00083267i,7.612e-05-0.00042727i,0.00068992-3.4363e-05i,0.00065956+0.00050358i,-0.00031731+0.0005128i
-0.0006111-0.00074304i,-4.041e-05+0.0012849i,-0.0002822+0.0028034i,-0.00079537+0.0025764i,0.00025906+0.0029994i,0.0017175+0.0026336i,0.0018766+0.00074671i,0.00080754-0.00021466i,-8.1512e-05-5.5401e-05i,9.1261e-05-0.00011993i,0.00077707+0.00037875i,0.0011691+0.00024767i,0.0018236-3.8496e-05i,0.0017886-0.00012315i,0.00092755+1.9424e-06i,0.00055419+2.728e-05i,0.00038834-0.00047036i,0.00019112-0.00010632i,0.00020824+0.0002309i,0.00018777+0.00025493i,0.00043611+0.00018464i,0.00097136-0.00060728i,0.0013272-0.00078295i
-0.0006037+0.0027907i,0.00078055+0.0022841i,0.0017695+0.001716i,0.0016935+0.0017531i,0.0018099+0.001554i,0.0020753+0.0006014i,0.0017833-0.00054673i,0.00081287-0.00033581i,-7.0131e-05+0.00013928i,-0.00052043-0.0001479i,-0.00034727-0.00057832i,-0.00030562-0.0010541i,0.00030576-0.001332i,0.00023822-0.00097794i,-0.00084084-0.00027691i,-0.0015636+0.00031433i,-0.0015102+0.00022081i,-0.00060359-0.00026583i,0.00017477-0.00042974i,0.00015321-0.00067217i,-0.0004517-4.7699e-05i,-0.00023676+0.00044363i,9.0466e-05-0.00040471i
0.00098961-0.0013507i,0.0004158-0.0012472i,0.00034838-0.00063376i,0.00017706+0.0007532i,0.00078701+0.0016215i,0.0018997+0.0015402i,0.0017578+0.00075138i,0.0013111-0.00012222i,0.00049112+0.00033423i,5.6392e-07+0.00067721i,0.00068396+0.0003493i,0.00071705+0.00034689i,-0.00013438+0.00018608i,-0.00066514+0.00034807i,-0.00093205+0.000658i,-0.00091783+0.00029329i,-0.00064791-0.00039468i,-0.00096725-0.00081225i,-0.00081303-0.00071157i,-0.00010592-0.00042965i,0.00014866-0.00033683i,-2.6906e-05-0.00040081i,-0.00028622-7.3213e-05i
-0.00070769-0.0003949i,-0.0012194-0.00018137i,-0.0024779+0.00010087i,-0.0019103+0.0010628i,-0.0007899+0.0025418i,0.00087934+0.0022554i,0.0013637+0.00082962i,0.00082882+6.8507e-05i,0.00094231+0.00018653i,0.00096379+0.00086293i,0.00087237+0.0011093i,0.0014318+0.00093319i,0.0016293+0.00053221i,0.00087131+0.00042502i,0.00080188+0.00011327i,0.0016449-0.00094081i,0.0013898-0.0012843i,0.00023183-0.0011667i,0.00012603-0.00067778i,0.00032869-7.6146e-07i,0.00010045+0.00020379i,0.00020804+0.00064249i,0.00010649+0.00017292i
0.00017928+0.00079644i,-0.00017297+0.0014063i,0.0009524+0.0016008i,0.001169+0.0015187i,0.00088882+0.0013982i,0.0013616+0.00054573i,0.0018076-0.00047294i,0.00072389-0.00079124i,2.7811e-05-0.00080729i,-9.1763e-06-0.00098537i,-1.9848e-05-0.0012401i,0.00055542-0.00073275i,0.00019419-0.00049907i,0.00051615-0.00082844i,0.0013398-0.0002441i,0.0012003+0.00046029i,0.00046534+0.00062754i,-0.00075133+0.00010465i,-0.00055369-0.00031958i,-0.00035754-6.8538e-05i,-0.00053166+0.00052142i,3.9121e-05+0.00065995i,0.0002002+0.00053722i
0.0012303+0.0012236i,0.00098596+0.00084508i,0.00019689+0.00044072i,-0.0001327+0.00051325i,-9.68e-05+0.0010919i,0.0012699+0.0020096i,0.0020214+0.0017329i,0.0011291+0.00094875i,-0.00025407+0.00045351i,-0.0010953-0.00021026i,-0.00033511-0.00059792i,0.00047014-0.00044096i,0.00058921-7.6965e-05i,0.00056445-0.00011404i,0.00031512-0.000106i,2.1653e-05+0.00067006i,0.00019091+0.00047064i,-8.6258e-05+0.00034125i,-0.001118+0.00039203i,-0.0008182-0.00011334i,-0.00019004+0.00020857i,-0.00049462+0.00068917i,-0.00033285+0.00059656i
-0.0019798-0.0017836i,-0.0011195-0.0016624i,-0.0013063-0.00030706i,-0.00093969+0.00065002i,0.00037969+0.0012123i,0.0013859+0.0015416i,0.0014934+0.00057505i,0.00064892-0.00056278i,-0.00060486-0.00015527i,-0.001336+0.0002574i,-0.00082199+0.00029814i,0.00017634-0.00025257i,0.0011568-0.00071962i,0.00088546-0.0006461i,4.4169e-05-0.00069965i,0.00031854-0.00062192i,0.00047035-0.00016072i,0.00066315+0.00028096i,0.00021202+0.0011775i,-2.7758e-07+0.0014547i,-3.2443e-05+0.00049035i,-0.00024448+0.00014315i,-5.6571e-05+2.9993e-05i
0.0024497-0.00047146i,0.00157-0.00082198i,0.00028167-5.6807e-05i,7.9199e-05+0.00066743i,0.00062947+0.0012103i,0.00060658+0.0015819i,0.00028966+0.0013444i,0.00018434+0.00061745i,-0.0005343+0.00098774i,-0.00075274+0.00090148i,-4.6224e-05+0.00014162i,0.00087074-0.00011918i,0.0005469+0.0002056i,-0.00025375+1.1421e-05i,-0.00018111-2.7026e-05i,0.00083434+0.00020952i,0.0010251-0.00019672i,0.00066605+0.00022169i,-9.0801e-05+0.00030106i,-0.0012269-0.00019845i,-0.00083286+0.00043073i,4.4235e-05+0.00067629i,0.00061281-0.0004071i
-0.0011227-0.00025216i,-0.00062258-0.00036567i,-2.7893e-05-0.0013797i,-8.4475e-05-0.0012405i,0.0002677+0.00032625i,0.0010256+0.0012043i,0.0017605+0.00085021i,0.0012242+0.00082199i,-8.4119e-05+0.00071163i,-0.00028681-0.00010377i,-0.00040367-9.0526e-07i,-0.00023709+0.00042522i,8.9188e-05-0.00012235i,0.00023913+6.2738e-05i,0.00030833+0.0012865i,7.9924e-07+0.0011638i,-0.00069012+0.00028429i,-0.00097554+3.3669e-05i,-0.00019626+2.9175e-05i,0.00028452+0.00043952i,-0.00057268+0.00068452i,-0.00064385+0.00040271i,-0.00020495+7.8668e-05i
0.0045651-0.00045617i,0.0053378-0.0014658i,0.0060298-0.0021901i,0.0035137-0.0017269i,0.00097916-0.001401i,0.0010594-0.00046713i,0.0013951+0.00025311i,0.00084678+9.6656e-05i,0.00049657-0.00027313i,0.00027267-0.0013317i,-0.00061377-0.0019697i,-0.00038214-0.0015665i,0.00027631-0.00050845i,-0.00035889-0.00013868i,-0.00086587-0.00022021i,-0.00037269+0.00020307i,-0.00011006+2.7437e-05i,-0.00015032-0.00043154i,7.4945e-05-0.00036066i,-2.4852e-05-9.0873e-05i,-0.00090321-6.1606e-05i,-0.00061663+9.0462e-05i,-0.00042629+0.00022103i
0.0008238-0.0012467i,-0.00028293-0.00027167i,-0.0016888-0.00012833i,-0.0014606+0.00038831i,-0.0004797+0.0011327i,0.00094209+0.0019669i,0.0013545+0.001603i,0.0002599+0.00020767i,-0.0010086-0.00078724i,-0.0013782-0.00096446i,-0.00065314-0.00020929i,7.7055e-05+0.00044694i,0.00083204+0.00076061i,0.0016005+0.0010654i,0.0014333+0.00084039i,0.00069577+0.00045329i,-0.00028215-0.00010228i,-0.00030437-0.00036665i,-0.00091674-0.00024137i,-0.00099325+0.00033144i,-1.6614e-06+0.00084941i,0.00093923+0.00014993i,0.00071705-0.00037813i
0.00094033-0.00049176i,0.00086244-0.001273i,0.00064073-0.0017631i,0.00029557-0.0010602i,-3.5543e-05-0.00040794i,0.0012802+0.00017058i,0.0020023+0.00027893i,0.00076348+0.00013642i,-0.0010977-0.00019571i,-0.001663-0.00036047i,-0.0012285-3.4195e-05i,-0.00025787+0.00032923i,0.00084054+7.2641e-05i,0.00075998+0.0001472i,0.00020213+0.00076627i,7.0582e-05+0.00072394i,7.8183e-05+0.00026101i,-0.00024821+0.00019205i,-0.00026245+0.00030578i,0.00025464-0.00055146i,2.0713e-05-0.00078851i,-0.00048476-0.00087862i,-0.00044309-0.0008498i
-0.0014637-0.0032054i,-0.0019955-0.0028258i,-0.0033052-0.0019203i,-0.0027307+0.00047712i,-0.0011506+0.0028277i,0.0010212+0.0028486i,0.0019315+0.0014887i,0.00094985+8.5401e-05i,-0.00063314+0.00037265i,-0.0013641+0.0017716i,-0.0011501+0.001761i,-0.00035684+0.00033885i,0.00070828+0.00030983i,0.0010222+0.0011045i,0.00086908+0.0012905i,0.00072136+0.0010761i,0.00071788+0.00065027i,0.00058582+0.00029643i,0.00025262-0.00015532i,-0.00017733-0.00013879i,-0.00044538-1.2739e-05i,-0.0010812+0.00044967i,-0.0011982+0.00066475i
0.001435-0.00051031i,0.0014351+0.0005841i,0.00070458+0.0014209i,-0.00016473+0.0014966i,-3.2514e-05+0.0013153i,0.00047705+0.0014425i,0.00053424+0.0010514i,-0.00054452-0.00068852i,-0.00093906-0.0015855i,-0.00059012-0.00048025i,-0.00011632-0.00012658i,0.000839-0.00060985i,0.00086275-0.00051951i,-0.0003106+0.00038023i,-0.00047011+0.00076616i,0.0003222-5.4764e-07i,0.00048743+7.8553e-05i,0.00070513+0.00050249i,0.00082379+6.7152e-05i,0.00025833+0.00041182i,-4.3222e-05+0.00034462i,-0.0002786-7.8385e-05i,-0.00053379-0.00026947i
0.0021176+0.00030258i,0.0013793-0.00075788i,0.0012082-0.00061284i,0.00068813-0.00047812i,0.00043163+0.00032613i,0.00041467+0.00079711i,0.00078688+0.00032469i,0.00037815+0.0002827i,-0.0010944+0.00049516i,-0.0013562-5.9912e-05i,-0.00044782-0.00067134i,-0.00042787-0.00040181i,-0.00089121+0.0008461i,-0.00097701+0.00070334i,-0.00094888-0.00056613i,-0.00024094-0.00037397i,0.0001502-0.00035553i,0.00017489-0.001168i,0.00066311-0.00095519i,0.00095602-0.00013685i,0.00026508+0.00047379i,-0.0013329+0.0002557i,-0.0016395-0.00031169i
0.00050988-0.0012463i,0.0018949-0.0015599i,0.00094655-0.00054054i,-8.7037e-06+0.0005386i,0.00074863+0.0009548i,0.0019267+0.00097346i,0.0017573-7.4833e-05i,0.00080146-0.00020232i,0.00013944+0.00044758i,2.8356e-05+0.00015658i,0.00056072-0.00032106i,0.0012842-0.00032106i,0.00099728+0.00032654i,0.00064997+0.00039702i,0.00057285-0.00018736i,-0.00039103-0.0004155i,-0.00052839-0.00020879i,0.00012911+8.3063e-05i,-0.00014727+0.00073914i,-0.00020967+0.00078911i,0.00078412+0.00036188i,0.0011382-4.6295e-05i,0.00077719-0.00064738i
0.00080582+5.7278e-05i,0.00067904+0.00029117i,0.00057829+0.0012379i,0.00031407+0.0016299i,-0.00072902+0.0010354i,-0.0006089+0.00080158i,0.00038221+0.00031867i,0.0007704+0.00036942i,-0.00011538+0.00042124i,-0.00090114+0.00042808i,-0.00013972+0.00063153i,0.00041937-2.7757e-05i,0.00080762-0.00055236i,0.00043667-0.0006898i,-0.00038304+0.00027854i,-0.00083072+0.0012764i,-0.00084712+0.0011675i,-0.00014394+0.00073733i,0.00022137+9.3502e-05i,-2.48e-05+0.00031853i,-5.2947e-06+0.00032955i,0.00061748+0.00017654i,0.00033731-5.7893e-05i
-3.0207e-06-0.0038298i,-0.00049101-0.0028644i,-0.0020648-0.0010794i,-0.0019696+0.00011215i,-0.00099252+0.00083408i,-0.00045945+0.0018971i,-0.00014396+0.0008788i,-7.9053e-07-0.00042564i,-9.9477e-05-2.4307e-05i,-0.000411+0.00011883i,-0.00097737+0.00039165i,-0.00087915+0.00097435i,-0.00022383+0.00022099i,-1.3812e-05-0.00070532i,-0.00021899-0.00051068i,0.00019159-0.00090377i,0.00019196-0.0015077i,-0.00023566-0.001233i,1.4563e-05-7.8668e-06i,-5.6021e-05+0.00037179i,-3.5036e-05-0.00019856i,-0.00029832-0.00018073i,-0.0002002-6.4838e-05i
0.00039562+0.00066078i,0.00022151-0.00020038i,-0.00019763-0.00034427i,6.9491e-05-0.00024829i,0.0005127+0.00067524i,0.0012349+0.0011425i,0.0013498-0.00014466i,0.00036771-0.0010206i,-0.00061659-0.00024821i,-0.00076143+0.00023234i,-0.000269+0.00036796i,0.00045268-9.6588e-05i,0.00079485-7.8258e-06i,9.6238e-05-0.00051046i,-0.0001525-0.00035754i,-0.00043559+0.00061035i,-0.00041881+0.00011086i,0.00027854-0.00055751i,0.00071711-0.00045316i,0.0011547-0.00039667i,0.00076909+0.00029475i,-0.00010219+0.00062712i,-0.00017785-0.00015524i
0.00098476-0.0017246i,0.00069917-0.0013652i,-0.00044218-0.0011539i,-0.00076341+0.00018i,-0.00088863+0.001947i,1.9263e-05+0.0031995i,0.0016793+0.0022402i,0.0018075+0.00075408i,0.00069916+0.00013716i,-0.00012138+7.351e-05i,-0.00014549+0.00021029i,0.0001146+0.0002292i,0.00011475-0.00044149i,0.00017711-0.00077374i,-0.00016245-0.00035909i,-0.00025182-0.0001128i,-0.00034339+0.00025902i,9.3892e-05-3.2925e-05i,0.00070892-0.00036481i,0.00040882+7.7423e-05i,0.00024875+3.6802e-05i,0.00060739-0.0002251i,0.0010722-0.00023844i
3.5917e-06-0.0016347i,-0.0002459-0.0012614i,-0.0013118-0.00048969i,-0.0010952+0.00073631i,-0.00054634+0.0022537i,0.00053355+0.0022442i,0.001656+0.00039265i,0.0010756-0.00051793i,-0.00023793-0.00039431i,-0.00080967+0.00041367i,-0.00086814+0.0013471i,-0.00049554+0.001431i,9.9379e-05+0.00035426i,0.00020937-0.00064658i,7.0468e-05-0.00011424i,0.00044469+0.00028929i,0.00064113+0.00019654i,-0.00036126+0.0004642i,-0.00050885+0.0004388i,-0.00010353-0.00014946i,0.0008802-0.00048591i,0.0009039-0.00025842i,0.00014533-0.00015048i
0.0003835+4.1121e-05i,0.00010105-0.00066631i,0.00017605-0.00053079i,-6.2308e-05+0.00040327i,-0.00066206+0.0016963i,0.0002758+0.0019607i,0.0010887+0.00041047i,0.00020631-0.00058714i,-0.00068322-0.00029725i,-0.00061476-0.00015553i,-0.00011434-0.00017598i,0.00012969-0.00034346i,0.00012497-0.00026677i,0.00022435+0.00032164i,0.00022047+0.00047379i,0.00036492+0.00015412i,4.8704e-05+4.2335e-05i,4.3195e-05-0.00020205i,0.00083844-0.00070009i,0.0010907-0.00063712i,0.00044781-0.00043496i,0.00024044+8.4823e-06i,0.00084444+0.00016626i
0.00086188-0.0019748i,0.00077263-0.00121i,0.00092223-0.0011784i,0.0010537-0.00042514i,0.00065964+0.00093027i,0.0013222+0.0019191i,0.0023552+0.0012553i,0.0014156-0.00038119i,2.1801e-05-0.001001i,0.00020333-0.00051388i,0.00069502-0.00047477i,0.00099497-0.00027888i,0.0012614+3.2424e-05i,0.00087631+0.00010775i,0.00050006+0.00021508i,0.0001224-6.8765e-05i,-0.00079067-0.00010449i,-0.0010799+0.00075967i,-0.00077514+0.0004396i,-0.0011287+0.00022406i,-0.00053999+0.00031192i,0.00029966-0.00012642i,0.00040198+0.00042415i
-0.00051033+0.0015895i,-0.00020161+0.0029037i,0.00068928+0.0034424i,0.00057838+0.0027944i,0.00038618+0.0025121i,0.00063514+0.001814i,0.0010952+0.0011056i,0.0010157+0.0003366i,0.00032069-0.00015766i,4.6626e-05-3.5265e-05i,0.00020018+0.00017617i,0.00043055-0.00014348i,-0.00019129-0.00051616i,-2.5354e-05-0.00051441i,0.00021989+8.8746e-05i,-7.9579e-06+0.00073345i,-0.00041569+0.00065527i,-0.00035859+8.2456e-05i,0.0003161+0.00019245i,0.00054034+0.0005308i,0.00056803-6.017e-06i,3.0867e-05-5.1514e-05i,-0.0006389-0.00026615i
-0.0019722+0.00050844i,-0.0019802-0.00012672i,-0.0017305+0.00046402i,-0.0012156+0.0019522i,0.00023678+0.0016456i,0.0023027+0.00047715i,0.0025306-0.00024959i,0.0010786-0.00040871i,-0.0002331-0.00019305i,-0.00038409-0.00055947i,0.00050958-0.0007885i,0.0015861-0.00066452i,0.0020346-0.0011102i,0.00093327-0.00098493i,0.00023097-0.00041077i,0.00065051+0.00039919i,0.00044144+0.000495i,4.783e-05-0.00034743i,0.00040153-0.0011006i,0.00059022-0.0012886i,-0.0001881-0.00067157i,-0.00092087-6.208e-05i,-0.00066303-0.00037937i
-0.00070862+0.00081027i,-0.00067291-0.00029174i,0.00078683-0.00073779i,0.00065699+0.00033683i,-4.2973e-05+0.0015818i,0.0006438+0.0016045i,0.0017007-0.00012434i,0.0017796-0.00090517i,0.0007492-0.00079246i,0.00042744-0.0010397i,0.001266-0.0010103i,0.0014651-0.00036119i,0.0014354-0.0001925i,0.0016558-0.00026303i,0.0011319+0.00067386i,0.00023867+0.001033i,-0.00014666+0.00027309i,-0.00015056-9.7088e-05i,-0.00037675+0.00046905i,4.9116e-05+0.00086149i,0.00045163+0.00049017i,0.00041728+0.00016691i,0.00038775+0.00017753i
-0.0010502-0.0015816i,-0.00048939-0.00043459i,-0.0016046+0.00074076i,-0.00193+0.0021533i,-0.00070166+0.0036464i,0.0011645+0.0039535i,0.0017326+0.0022826i,0.0002091+0.00016344i,-0.0010896-0.00088059i,-0.0012426-0.00024186i,-0.0010582+0.00047738i,0.00030382+0.00052301i,0.0016009+0.00045987i,0.00048884+0.00028915i,-0.0010447-2.2067e-05i,-0.00020448+4.7445e-05i,0.00030458+0.00056207i,-0.00088561+0.00056458i,-0.00094887+0.00041598i,-0.00079815+0.00046066i,-0.0011603+0.00011529i,-0.00087359-0.00047049i,-0.00025063-0.00019954i
-0.00076999-0.00091589i,-0.0020613-0.0020696i,-0.0033234-0.001501i,-0.00285+0.0003178i,-0.0012337+0.0010703i,0.00041007+0.00016919i,0.00081936-0.0018864i,0.00058526-0.002621i,-0.00038887-0.001199i,-0.001205-0.00024969i,-0.00045395-0.00010301i,0.00042227-0.00022371i,0.00034114-0.00080882i,-7.117e-05-0.00091879i,-0.00060525-0.00065094i,-0.00053038-0.00054869i,-0.00033895-0.00075544i,-0.00072539-0.0012537i,-0.00061226-0.00040819i,0.00019357+0.00048392i,-0.00046697-0.00028957i,-0.00062528-0.0005584i,7.7537e-05-0.00015747i
-0.00092409-0.00012204i,-0.00055594+0.00020037i,-0.00066216+0.0014715i,-0.00096979+0.0028647i,-0.00028721+0.0045331i,0.0016625+0.0050483i,0.0021031+0.0033615i,0.00019966+0.00099854i,-0.0010103+7.2575e-05i,-0.00020562-5.7083e-05i,0.0011818-0.00014797i,0.0020235-0.00013469i,0.0017701-0.00056181i,0.00049063-0.00077309i,0.00015309-0.00056021i,0.00039602-0.00027696i,0.00049554-0.00089823i,0.00051764-0.0013329i,-1.9802e-05-0.0010448i,-0.00077762-0.00044913i,-0.001081+0.00028021i,-0.00082021+0.00054045i,-0.00021379+0.00083042i
-0.00026887+0.0018211i,0.00085362+0.0019953i,0.0017076+0.0022422i,0.0022127+0.0011591i,0.0022812+0.00069226i,0.0019574+0.00014831i,0.0016033-0.00018534i,0.00081232+0.00048508i,-0.00018868+0.00093911i,6.1961e-05+0.00020485i,0.00074797-0.00058399i,0.0012892-0.0011713i,0.0011499-0.00024625i,0.00039061+0.0014642i,0.00057456+0.0017253i,0.00012429+0.00092256i,-0.0007342+0.00045786i,-0.0007052+0.00030231i,-0.00027639+0.00056823i,-0.00012655-0.00014796i,-3.1237e-05-0.00094273i,-0.0006526-0.0007325i,-0.0012166-0.0007001i
-0.00087176+0.00061999i,-0.00052129+0.00039459i,9.072e-05-0.00018648i,0.00046824+0.00059483i,0.00044083+0.0012786i,0.00053001+0.0012669i,0.00079982+5.4499e-05i,0.00030298-0.00058467i,-0.00079231-0.0002612i,-0.00064539-0.00089707i,-3.4828e-05-0.0011913i,0.0012874-0.00028897i,0.0012918+5.3008e-05i,-1.0776e-05-0.00028865i,-0.00090676+9.9252e-05i,-0.0010741+0.00078965i,-0.00026621+0.00052874i,-0.00020012-0.00053316i,-0.00047444-0.00067856i,-2.1668e-06-0.00058259i,3.1081e-05-0.00060025i,-0.00082502-3.2839e-05i,-0.00084256-0.0001831i
0.00085502-0.00073648i,0.0003985-0.0010446i,0.0010113-0.0009606i,0.0010591-4.8686e-05i,0.00072324+0.00078398i,0.0011852+0.00086298i,0.00092993-5.8075e-05i,1.4963e-05-0.00040439i,-0.00085188-0.00087488i,-0.0006731-0.0017589i,-0.0004311-0.0014493i,5.7465e-05-0.00055839i,0.00089596-0.00044181i,0.00037423-0.0012734i,-2.7977e-05-0.00098588i,0.0006885-0.00037853i,0.00094561-0.00049062i,0.00069252-0.00026549i,0.00041482-0.00042673i,0.00022217-0.00059314i,-0.00020888-0.00014166i,-0.00040839+0.00027238i,-0.00022235-0.00011014i
0.0024754+0.0019925i,0.0024626+0.0018644i,0.0018597+0.0014354i,0.0013223+0.0004025i,0.0012524+0.00049135i,0.0014499+0.0010677i,0.001148+0.00036291i,0.0002817-0.00066333i,0.00012588-0.00038189i,-0.0002013-0.00024681i,-0.00012733-0.00070774i,0.0003055-0.00034913i,0.00066172+0.00056206i,0.00091162+0.0011004i,0.00113+0.0018739i,0.00079735+0.0017238i,0.00037982+0.0013104i,0.00076655+0.00031747i,0.0010206-0.00082976i,0.00051154-0.00065528i,-0.00055742-0.00041787i,-0.00068816-0.00064729i,-0.00058982-0.00090075i
0.00061291-0.0041954i,-0.0008667-0.0047203i,-0.0029097-0.0041626i,-0.0027624-0.0013065i,-0.0011192+0.0006818i,0.00059491+0.0011288i,0.0014286+0.00087359i,0.00036371+0.00046137i,-0.00088629-2.3388e-05i,-0.001267+0.00043543i,-0.0015814+0.001031i,-0.0012779+0.001205i,-0.00062327+0.00089212i,-0.00063855+0.0012507i,-0.00066689+0.0012587i,-0.00025365+0.00044554i,-0.00017806+7.3039e-05i,-0.00022896+3.6642e-06i,-0.00028334-7.5134e-05i,-0.0010372+6.8823e-05i,-0.00062882-0.00041444i,0.00052362-0.0010843i,0.00063985-0.00063708i
0.0014825+0.0016259i,0.0016368+0.0019758i,0.0034625+0.0012265i,0.0038498+0.00041045i,0.0026484+0.00051895i,0.0016269+0.00019249i,0.0015365+0.00041116i,0.0013898+0.00039352i,0.00040382+5.1263e-05i,-0.00040948-0.0004637i,-3.5637e-05-0.00099899i,0.0015896-0.0014565i,0.001664-0.0015844i,-0.00036473-0.001328i,-0.00078596-0.00067659i,-0.00010034-0.00093905i,0.00017972-0.0020189i,0.00063336-0.0017216i,0.00055735-0.0011807i,0.00026875-0.00095207i,0.00044781-0.0015201i,0.00040724-0.0017002i,-0.0004178-0.00084616i
-0.0013803-0.0035333i,-0.0026323-0.0024824i,-0.0045281-0.00077683i,-0.0047367+0.0018418i,-0.0030032+0.0036106i,0.00075054+0.0036757i,0.002731+0.0025332i,0.001339+0.001301i,-0.0015147+0.00137i,-0.0026761+0.0016685i,-0.001445+0.001145i,0.001115+0.00067857i,0.00254+0.00042224i,0.0022352+0.00096285i,0.0017862+0.0014831i,0.00095981+0.00064699i,0.00060247+0.00021169i,0.0003743-6.5188e-07i,0.00048338+6.2059e-05i,0.00059574+0.00060688i,0.00037917+0.00088406i,-0.00064223+0.0015844i,-0.00070997+0.0015207i
0.0007835+0.0036734i,0.0003232+0.0019304i,0.0012781+0.0013423i,0.0015975+0.00082319i,0.0019645+0.00090376i,0.0017282+0.00071164i,0.0015489-7.498e-05i,0.001407+0.00016986i,0.00022617+0.00064484i,-0.0008258+0.00041214i,-0.00063105+0.00024788i,-0.0007197+0.0002897i,-0.0010537-5.7257e-05i,-0.0008883+0.00014268i,-0.00077268+0.00074473i,-0.00076253+0.0008108i,-0.00064272+0.00053106i,-0.00079068-7.1621e-05i,-0.00082419-0.00020744i,-0.00083374-0.00025391i,-0.0010298-0.00029288i,-0.00035326-0.00034705i,-0.00030649-0.00032214i
-8.0728e-05+0.0002339i,0.00027744+0.00064636i,0.00016521+0.001246i,0.00029997+0.0012307i,0.00040054+0.0014612i,0.0010144+0.0017677i,0.0013016+0.00067412i,8.7413e-06-0.000156i,-0.00051573-5.8828e-05i,-0.00012891-0.0001332i,0.00035321+0.00022712i,0.0014457+0.00028015i,0.0016043-0.00074827i,0.00093691-0.00078978i,0.00053699+0.00033258i,0.00042742+0.0001377i,-9.2459e-06-0.00060181i,-0.00057856-0.00028661i,-0.00048241+0.00062828i,-0.00022677+0.00021918i,-0.00019914-0.00064015i,-0.00049876+0.00029236i,-0.00054325+0.00010854i
0.0016732+0.0042807i,0.001876+0.0045032i,0.0020386+0.0040795i,0.0020799+0.0026355i,0.00096465+0.0015401i,0.0010084+0.0007813i,0.0019626+0.00025564i,0.0014181+0.00049993i,0.00097925+0.00036064i,0.001836-0.0005015i,0.0011054-0.00084394i,0.00022869-0.00034405i,0.00080774-4.2091e-05i,0.001229-0.00048973i,0.00035639+2.6099e-05i,-0.00089318+0.0003879i,-0.0011784-0.0004298i,-0.00058521-0.00031909i,0.00013416+0.0004586i,0.00061916+0.00049262i,0.00087968+0.00021708i,0.00066909-0.00037968i,0.00024329-0.0004807i
-0.0028845-0.00025549i,-0.0032963-0.00035903i,-0.0018894-0.00042751i,-0.00051102+0.00023314i,-0.00017231+0.0014997i,-0.00063956+0.001643i,-0.0010172+0.0010629i,-0.00090572+0.00043996i,-4.2918e-05-3.967e-05i,0.00070987-0.00016812i,0.00070637-0.000189i,0.00060517-0.00059703i,0.00033762-0.00024507i,-0.00024664+0.00065741i,-0.00067228+0.00014099i,-0.00065334-0.00089646i,-0.00057996-0.00088541i,-0.00044374-0.00087271i,-0.00054259-0.0005849i,-2.0575e-05-0.00015015i,0.0006554-0.00018572i,0.00045749-0.00022507i,-0.00031977-0.00087604i
0.0025124+0.00015152i,0.0039482+0.00082129i,0.0027493+0.0013402i,0.0010199+0.0011527i,0.00012519+0.0016323i,0.00038955+0.0012914i,0.0015045+0.00097244i,0.00060013+0.0011376i,-0.00031973+0.00061587i,-0.00025796-0.00067206i,-0.00023562-0.0015601i,0.00025698-0.0014387i,0.00096528-0.0017678i,0.00087191-0.002029i,-0.0002429-0.0010016i,-0.0013502-6.5676e-05i,-0.0011573+2.4008e-05i,-0.00021536-0.00029106i,0.00055015-0.00086142i,0.00073655-0.00085316i,-4.673e-05-0.00047063i,-0.00091385-0.00041722i,-0.00098174-0.00060071i
-0.0018754-7.184e-05i,-0.0035293+0.00058305i,-0.0037634-2.1473e-05i,-0.0019179-6.2221e-05i,-0.00050464+0.00099306i,0.00079532+0.0020976i,0.0012501+0.0012894i,0.00068972-0.00033057i,-0.00052832-0.0010912i,-0.00083032-0.00065072i,0.00022429+0.00058153i,0.0011945+0.00081635i,0.0016184+3.8333e-05i,0.0018977+0.00022991i,0.0016531+0.00065858i,0.0013051+0.00086031i,0.00086795+0.00066644i,-0.00013596+4.7109e-05i,-0.00088427-6.3294e-05i,-0.00025596+0.00011081i,0.00031339+0.00074344i,-0.00041945+0.00080081i,-0.0015535+0.00035939i
