-0.0011689+4.0816e-05i,-0.00089441-0.00059176i,-0.0017306-0.00063891i,-0.0017006-0.00026198i,-0.0017898+0.00066375i,-0.001654+0.0014642i,-0.00078842+0.0017712i,0.00025788+0.0014911i,0.0011312+0.00066214i,0.0013704+0.00054772i,0.0012839+0.0010435i,0.0011922+0.0004635i,0.00098319+0.00038749i,0.00016154+0.00037271i,-0.00019257+0.0003002i,-0.00035996+0.00028826i,9.9865e-05-2.5545e-05i,0.00096674+0.00060466i,0.00050153+0.0013646i,-0.00038731+0.001247i,-0.00058791+0.00066971i,0.00017644+0.0006129i,0.00026667+0.00040773i
0.002361+0.0014577i,0.0022877+0.00012712i,0.0034546-0.001047i,0.0034802-0.0015086i,0.0017855-0.0022841i,0.00068976-0.0020326i,0.00037671-0.00065479i,-9.6677e-05-7.5148e-05i,0.00014775-0.00032285i,0.00052128-0.0004765i,0.00036578-0.00056443i,-0.00044863-0.00055533i,-0.0006301-0.00044696i,0.00021597-0.00019469i,0.00034882+0.00013881i,-4.8084e-05+0.0011368i,-0.00027653+0.0018721i,-3.362e-05+0.0014013i,0.00027274+0.00087977i,0.00024706+0.00014066i,2.2678e-05-0.00033299i,0.00038315+0.00072546i,0.0004049+0.00097027i
0.00023068-0.0015351i,0.00076645-0.00077282i,0.00066642-0.0011608i,-0.00014774-0.001251i,-0.00092773-0.00043271i,-0.00014225+0.00023472i,0.001473-8.7036e-05i,0.00090797-4.4129e-05i,-0.00011483-0.00025384i,-0.00082024-0.00076121i,-0.0010117-0.00026229i,-0.00057787+0.0012095i,-0.00010828+0.0015675i,0.0001371+0.0011736i,0.0002212+0.00068155i,6.0481e-05-3.5608e-05i,0.00014493-0.00034162i,0.00041248-0.00021798i,9.8059e-05-0.00041595i,-0.00041319-0.00064674i,-0.0011037-0.00079143i,-0.0011557-0.00093125i,-0.00086962-0.00044224i
-0.00040112-0.00019948i,-0.00016213-0.00070763i,0.00050651-0.00038783i,0.00081524-9.3548e-06i,0.0011746-0.00020447i,0.00073289-0.00099124i,-0.00045935-0.0010434i,-0.00025762-0.00060202i,0.00021229+0.0002003i,0.00053145+0.00057637i,0.00099985-0.00040323i,0.00068383-0.0006148i,0.00048775+2.3658e-05i,0.00055282-0.00017391i,-0.00012409-8.1359e-05i,-0.00079356+0.00011183i,-0.00034077+0.00037852i,0.00039248+0.0007739i,0.00082294+0.00044254i,0.0012674-2.0881e-05i,0.0011285+0.00010406i,0.00078983-0.00018902i,0.00012682-0.0005507i
0.0011105+0.00056569i,0.0011245+0.0015428i,0.0014384+0.0012168i,0.0015719-0.00081187i,0.00094917-0.0014949i,-0.0001687-0.00014739i,-0.0010161+0.00036004i,-0.0007681-0.00017027i,-0.0005438-0.00076334i,-0.00063782-0.00094347i,1.5377e-05-0.00071686i,0.00097492-0.00014366i,0.0011673+0.00056621i,0.00112+0.00056241i,0.00089098+0.0010113i,0.0011783+0.0014093i,0.001513+0.0014129i,0.0010894+0.00096873i,0.0013569+0.0008592i,0.0012099+0.0006852i,0.00048794-0.00010652i,0.00012996-0.0011913i,-0.00030009-0.00081823i
0.00015446-0.00054448i,0.00029786-0.0012948i,0.0004887-0.0022053i,0.00052023-0.0011864i,0.00029359-0.0006816i,0.00034501-0.00073995i,-0.00026356-0.00030952i,-0.00090879-0.00010696i,-0.00046394+0.00020203i,0.00037947+0.00012377i,0.00076878+0.0001478i,0.00013875+0.00048963i,-0.00027039+0.00030309i,-0.00020443+0.00056961i,-0.00021304+0.00097336i,-0.00028193+0.00052388i,-0.00025064+0.0005151i,-0.00062882+0.00039439i,-0.00036626-0.00055502i,0.00055815-0.00099834i,0.00059566-0.00075518i,0.00017273-0.00020685i,0.00067183+0.00015063i
0.00053555+0.00030315i,0.00013578+0.0011906i,0.00013405+0.0019586i,-0.00012084+0.0012601i,4.4222e-05-0.00027229i,0.0001712-0.00081596i,-0.00047908-0.00076667i,-0.00076447-0.00047037i,-0.00077424+4.6831e-05i,-0.00070622+8.9897e-05i,0.00022072+0.00054018i,0.00085473+0.0011288i,0.00088333+0.000532i,0.00057582+0.00018563i,-0.00017639+0.00010886i,-0.00024104+0.00023358i,0.00042013+0.00034279i,0.00031514-8.2735e-05i,-4.4037e-05+9.741e-05i,-0.00038755+0.00067306i,-0.00049687+0.0010698i,-0.00011398+0.00079219i,6.5494e-05+0.00014168i
0.00061375-0.00071756i,0.00056581-0.001178i,0.00048171-0.00068996i,0.00031296-0.00025639i,0.00019384-0.00044221i,-0.00054637-0.00085721i,-0.00077972-0.00074172i,-0.00068776-0.00031353i,-0.00062586-7.2233e-05i,0.00013158+0.00013583i,-3.0152e-05+0.00055331i,-0.00069252+0.00079252i,-0.00048817+0.00078094i,-0.00039944+0.00058746i,-0.00060336-9.1178e-05i,3.2969e-05-6.6883e-05i,0.00070587+0.0012824i,0.00045095+0.0012082i,-0.00033842+9.257e-05i,-0.0001667-0.00022037i,0.00035864-0.00046904i,0.00083989-0.00058391i,0.0009414-0.00038268i
0.0007206-0.0011241i,0.0003258-0.0014033i,-0.00080196-0.0013883i,-0.00081622-0.0015476i,-0.00038133-0.00099345i,-0.0005011-0.00047875i,-0.00058087-0.00043242i,-0.00024578-0.00085846i,0.00030304-0.0006711i,0.00066974-0.00056361i,0.00034967-3.3095e-05i,-0.00014068+0.00060601i,9.0979e-06+0.00063989i,9.2724e-05+0.00093306i,-3.6225e-05+0.00083539i,-0.00064356+3.9105e-05i,-0.0011934+0.00017875i,-0.00080286+0.00014305i,-0.00036041-0.00052613i,-0.00058142+9.5056e-05i,-0.0005541+0.0011376i,-0.00076807+0.0010942i,-0.00085183+3.8459e-05i
-0.00037482-0.0007706i,-0.0010102-0.00044636i,-0.00089409-3.7841e-05i,8.0405e-05-0.00017625i,-2.0814e-05-0.00061796i,-0.00028688-0.0011048i,0.00023905-0.0012709i,-5.1072e-05-0.00064319i,-0.00047701+3.3495e-05i,-0.00060224+0.00016047i,-0.0012697+0.00023845i,-0.00081635+0.00033186i,8.4473e-05+0.00046702i,-0.00029782+0.00069173i,-0.0004982-0.00031564i,-0.00041532-0.00076495i,0.00011294+0.00015346i,-0.00027739+0.00071656i,-0.0010616+0.00045778i,-0.00010536+0.00075613i,0.00052271+0.00092584i,0.00045074+0.00055036i,0.00059205+0.0002989i
0.00038931+0.00051807i,0.001351+0.001036i,0.0010951+0.0013782i,0.0010177+0.00062191i,0.00088956-0.00059514i,0.00053137-0.00082933i,-8.8165e-05-0.0002747i,-0.00066167-0.0001382i,-0.0011019-6.3064e-06i,-0.0012799+0.0007909i,-0.00057457+0.0013782i,7.0664e-05+0.00072489i,0.00029241+0.00029502i,0.00035218+0.00039257i,-0.00053885+0.00052609i,-0.00068591+0.00061922i,0.00022946+0.00079919i,0.00055342+0.00044344i,0.00015225+0.00037583i,-0.00038423+0.00035334i,-0.00063832-0.00037544i,-0.00034231-0.0008994i,0.00015552-0.00072456i
0.00083008+0.00043847i,-0.00027644+0.00058849i,-0.0005872-0.00057521i,-0.00057516-0.00090033i,-0.00080024-0.0013665i,-0.00070808-0.0019888i,-0.00035532-0.0014427i,0.00014125-0.00063771i,0.0003813-0.000598i,0.00084788-0.00041647i,0.0011159-3.3304e-05i,0.00062166+0.00024588i,-0.00034073+0.00058048i,-0.00050022+0.0010171i,-0.00035421+0.000457i,-0.00043831+0.00040836i,-0.00058169+0.00044519i,-0.00072887+2.5348e-05i,-6.771e-05-0.00032868i,0.00046782-0.00023705i,-9.3729e-06+0.0004845i,-0.00048928+0.00016927i,-0.00011899-4.3449e-05i
-0.00069845+0.00043298i,-0.00038748+0.00037237i,-8.6551e-05+0.0011612i,0.00029827+0.0011756i,0.00055078+0.0010206i,0.00085587-0.00034617i,0.00022271-0.0015647i,-0.00051086-0.0005644i,-0.00074524-0.00019007i,-0.00051695-0.00036084i,7.6995e-05+0.00054707i,0.00094008+0.00083896i,0.00090809+0.00047163i,-0.00018368+0.00048566i,-0.00030477+0.00024127i,0.00011812+0.00037884i,6.5734e-05+0.00089858i,-0.00019+0.00024758i,-5.3246e-05-0.00050589i,0.00045058-0.00074196i,0.00061723-0.00057002i,0.00040636+3.6088e-05i,0.0001864+0.00050011i
0.00022269+0.0010532i,-0.00069853+0.0011597i,0.00068547-4.3356e-05i,0.0010713-0.00097757i,0.00015418-0.0017217i,-0.00084034-0.00090826i,-0.00056474+0.0004683i,0.00034066+0.00016773i,0.00014083-0.00068326i,0.00050078-0.00086416i,0.00033479-0.0005739i,-0.00021054-0.00045366i,-0.00027403-0.00047005i,-0.00044396-0.00069973i,-0.00058088-0.00068869i,-0.0005288-0.00034303i,0.00016491-0.00035822i,-5.7761e-05-0.00025767i,-0.00093686+9.1371e-05i,-0.00030155-5.9474e-05i,0.00048064-0.00013526i,0.00028372-0.00013309i,3.9942e-05-0.00069618i
4.1233e-06+0.0011404i,-0.0012143+0.000612i,-0.00043912-0.00058281i,-7.5205e-05-0.0017609i,3.3662e-06-0.0020853i,0.00014531-0.0015012i,-0.00066988-0.0011159i,-0.0016201-0.00010337i,-0.00087901+0.00079783i,-3.0796e-05+0.00021649i,0.00039166-0.00031873i,0.00077565-0.00014469i,8.2018e-05-0.00038739i,-0.0001975-0.00056089i,3.9426e-05+1.2815e-05i,0.00047071+0.00046879i,0.00065626+0.00042565i,0.00059669+0.00071275i,5.8473e-05+0.0011124i,-0.00032317+0.0011499i,-0.00018036+0.00025665i,9.4033e-05+0.00018311i,-0.00050552+0.0003202i
0.0014519+0.00018581i,0.0019495-0.0011439i,0.0021831-0.0023995i,0.0016318-0.0022585i,0.00067253-0.0017475i,0.0001714-0.0011141i,0.00016583-0.00015627i,0.00033675+2.1344e-05i,0.00062996-0.00097124i,0.00059965-0.0012627i,0.00044657-0.00098816i,-0.00021631-0.0003731i,-0.00046391+0.00048923i,0.00034528+0.00032815i,0.00053877+0.00033737i,-9.2323e-05+0.0011683i,-1.2758e-05+0.00035092i,0.00012293-0.0010641i,-0.00013419-0.0016796i,-5.6717e-05-0.0015478i,1.2978e-06-0.00097429i,-0.00012723-0.00060286i,6.0432e-05-0.00011876i
-0.0011455+0.00064393i,-0.0017225+0.00092077i,-0.0020775+0.001198i,-0.00097832+0.001632i,0.00061406+0.0018545i,-0.00011117+0.00074255i,-0.00080015+0.00036285i,-2.3664e-05+0.00064456i,0.00017767+0.0010032i,0.00069185+0.00081826i,0.0017312+0.00057246i,0.0016813+0.00075732i,0.00043231+0.00019385i,2.9058e-05-0.00060357i,0.00028393-0.00038812i,-0.00029093+0.00046203i,-0.00042562+9.0676e-05i,0.00063162-0.00047291i,0.00075684-4.0023e-05i,0.00056874+0.00097514i,0.00097714+0.0010256i,0.00041909+0.00045746i,-0.00032356+0.00027035i
0.00017842-0.0019608i,0.00091574-0.0002634i,0.00055575-0.00075593i,-0.00084764-0.0016414i,-0.00092362-0.0014658i,0.00046126-0.0011716i,-9.6529e-05-0.00031767i,-0.0012811+0.00077349i,-0.0010556+0.00072793i,0.00016616+0.00029495i,0.00060727+4.9635e-05i,0.0008294+0.00013863i,0.00060687+0.00028848i,0.00039077+0.00082971i,0.00087731+0.0010191i,0.00069944+0.0005037i,0.00051366+0.00042472i,7.8263e-05+0.00032621i,6.453e-05-0.00060942i,0.00019651-0.0011322i,-0.00017056-0.00023749i,-0.00051295+0.00068331i,-0.00056279+0.00079708i
-0.00067593+0.0011428i,-0.00013458+0.0020642i,-0.00014764+0.0019678i,0.00070129+0.00094168i,0.0014103-0.00030105i,0.00046648-0.0011299i,-0.00012202-0.00011794i,-0.00017767+3.9656e-05i,0.00020673-0.00050231i,0.00059434-0.00070832i,0.00052332-2.7032e-06i,0.00029792+0.00046037i,0.00077645-0.00052953i,0.0010984-0.00054735i,0.0011393+0.00034263i,0.00056139+0.00044958i,0.00030458-0.00022313i,0.00015712-0.00068929i,-0.00050239-0.00034921i,-0.00056638-7.613e-05i,-1.8146e-05-0.00029306i,0.00063259-0.00017583i,0.00049288-6.3532e-05i
0.00033186+0.0010495i,-4.843e-05+0.0014268i,0.00095945+0.0013151i,0.0012538+0.00068586i,0.00055153+0.0001402i,-0.00032669+0.00033121i,-0.00053725+0.0004494i,-0.00075093+0.00039482i,-0.00031923-0.00014086i,-0.00034064-0.00034838i,-0.00021539+0.00031293i,0.00014692+0.0003628i,-0.00014038-5.8712e-05i,0.00099861-0.0004431i,0.0018647+0.00018596i,0.00088674+0.0010747i,-1.1319e-05+0.00065543i,-0.00052703+0.00021962i,-0.00027673-0.00016115i,-0.00021248-0.00040826i,-0.00010824+2.5574e-05i,-0.00018599+0.0011959i,-0.0010134+0.00093387i
-0.0028981-0.00068994i,-0.0031119-0.00014307i,-0.002978+0.00065735i,-0.0019607+0.0012099i,-0.00067674+0.0016577i,-0.00020062+0.0012195i,-0.00037581+0.00084063i,0.00048038+0.00081142i,0.00077708+0.00071778i,0.00034759+0.00071185i,-0.00026467+0.00085211i,-0.00029379+0.00036666i,0.0011142-0.00012774i,0.0016977+1.3184e-05i,0.0010606+0.00055908i,0.00082172+0.00055887i,0.00054466+0.00062062i,0.00013693+0.0014219i,0.00018497+0.0012853i,0.00092678+8.0223e-05i,0.0010513-8.8036e-05i,-0.00026027+0.00051408i,-0.00079012+0.00082567i
-0.0019542-0.0027668i,-0.0019921-0.0023601i,-0.0018128-0.00082042i,-0.0005844-0.00047823i,0.000782-0.00034236i,0.0012783-0.00083204i,0.00063851-0.0012107i,0.00058113-0.0010969i,-0.00012518-0.00034681i,-0.0011198+0.00020711i,-3.1946e-05+0.000599i,0.00093029+0.0002669i,0.0011057-0.00036562i,0.0010028+2.0051e-05i,0.00096476-0.00014858i,0.00043772-0.00044756i,0.00025624-0.00098992i,0.00068719-0.00096312i,0.0011407-9.9474e-05i,0.0010461+0.00017917i,0.00071354+0.00054924i,0.00095954+0.00045842i,0.0013171+0.00036846i
-2.3415e-05-0.0018219i,-7.4228e-05-0.0014314i,0.00027405-0.0015641i,-3.7761e-05-0.00077781i,-0.00017561-0.0004988i,-0.00016474-0.00030952i,-0.00065948-0.00012048i,-0.00085398+0.00034087i,-0.00038622+0.0006756i,-0.00014672+0.0006419i,-0.00085858+0.00087939i,-0.0010647+0.00046821i,7.3063e-05-0.0002396i,0.00064021-0.00021077i,0.00064196+2.3737e-05i,0.00026054+0.00012727i,-0.0007104+0.00038937i,-0.0007859-0.00013018i,2.2444e-05-0.00030074i,-0.00026834+7.7706e-05i,-0.00038966+0.0002642i,0.00011154+0.00027096i,0.00027306+0.00025248i
-4.0615e-05-0.0018655i,0.00020362-0.0016362i,-0.00060207-0.002055i,-0.0010891-0.0011475i,-0.00081773-0.00048944i,-0.00054127-0.00027153i,0.00026744+0.00015803i,0.0009742+0.00042249i,0.00084432+0.00023514i,0.00076854-0.00025361i,0.00031901-4.6443e-05i,6.69e-05+0.00076135i,0.00012005+0.0016612i,-8.5084e-05+0.0012518i,-8.0422e-05+0.0010318i,0.00012299+0.0014136i,-0.0001363+0.0010723i,-0.00012117-6.9571e-05i,-0.00013727-0.00065844i,0.00018082-2.4272e-06i,0.00056712+0.00052086i,0.00045343+0.00073928i,-6.8068e-05+0.0011207i
0.0005389+0.00034374i,-0.00080745+0.00047589i,-0.0010018+0.00023173i,0.00034731-0.00034826i,0.0010106-0.000396i,0.00072493-0.00017652i,9.419e-05-0.0006833i,-0.0010893-0.00060098i,-0.00060283+0.00012573i,0.00048012+0.00040937i,0.00067713+0.00054554i,-2.3812e-05+0.0010359i,-2.7972e-05+0.0013757i,0.00018107+0.00087984i,-0.00022562+0.00060297i,0.00023172+0.00096408i,0.00017555+0.00082028i,0.00012774+0.00023078i,0.0003889-0.00022719i,0.00010046-0.00040013i,0.00024723-0.00053211i,0.00022198-0.00026983i,0.00010379-1.7728e-05i
-0.00096601+0.00091283i,5.0595e-05+0.00046626i,0.0015516+0.0010984i,0.0021223+0.0015329i,0.0010901-0.00020429i,-0.0001273-0.0012751i,-0.00028614-0.00036263i,-0.00013329+0.00049376i,-0.00016349-6.71e-05i,0.00021623-0.00063606i,0.00040688-0.00021324i,-0.00047549-3.7304e-05i,-7.0362e-05-0.00046736i,0.00090766-0.00041197i,0.00078391+0.00015704i,0.00055087+9.0832e-05i,0.00059495-1.9623e-05i,0.00032414+0.00021961i,-0.00024638+0.00047166i,-0.00057167+0.00027605i,6.3178e-05-6.8088e-05i,0.00033852-0.00022787i,3.9725e-05+2.4174e-05i
-0.00057046+0.0011012i,-0.0012412+0.001749i,-0.0012563+0.0016025i,-0.00055413+0.00054315i,9.4974e-05-7.5317e-05i,0.00054599+0.00018978i,0.00041219+0.00023146i,0.00041146+0.00011924i,0.00025696+0.00026427i,2.7041e-05-0.00020875i,-0.00012074-0.00042443i,-0.00074219+0.00050945i,-0.00081717+0.0013928i,-0.00010394+0.0012246i,0.00037438+0.00057653i,5.705e-05-9.9327e-06i,-0.00056687-0.00033693i,-0.00067558-0.00024644i,-0.0001249+0.00010188i,0.00043047+0.00048661i,0.00040903-0.00026545i,0.00027811-0.0011587i,0.00051233-0.0012596i
2.1396e-05-0.0023872i,-0.00027194-0.0020045i,-0.00067111-0.00205i,1.2049e-05-0.0015775i,0.00017833-0.0006332i,-0.00011627-0.00057171i,-0.00019059-0.00047755i,-0.00061131+0.00045701i,-0.00055739-0.00046853i,9.1213e-05-0.00053129i,-0.00024263+0.00037359i,-0.00058315+0.00087701i,0.00021019+0.0017387i,0.00068193+0.0016075i,0.00043553+0.00075791i,0.000467+0.00040381i,0.00059657+0.00083617i,0.00035463+0.00096883i,-0.00045683+0.00016062i,-8.3744e-05-0.00055405i,0.00037708-0.0003401i,0.00013743-0.00030467i,0.00029467-0.00032896i
-0.0022132-0.0013667i,-0.0028048-0.00036531i,-0.001833+0.00016685i,-0.0013179+0.00040412i,-0.0010762+0.00060721i,8.8022e-06+0.000685i,0.00058765+0.00070693i,0.00022555+0.00014281i,-4.4873e-05-0.00020369i,-0.00017328+0.00041049i,5.797e-05+0.0014535i,0.00071604+0.0011672i,0.00074504-4.2699e-05i,0.00078315-0.00037246i,0.0012231-5.1628e-05i,0.00081774+0.00028196i,-1.9708e-05+0.00036931i,3.8387e-05+6.7814e-05i,0.0004433-2.7793e-05i,0.00036238+0.00037127i,0.00047707+0.00032449i,0.00016233-0.00019101i,-0.00037597+0.00033308i
-0.0018068-0.0011379i,-0.0020738-0.0007555i,-0.0022334-0.00095264i,-0.0010932+0.00052918i,8.4417e-05+0.0012792i,0.00078061+0.00040223i,0.0008533+0.00013102i,0.00062051+0.00062093i,9.3845e-05+0.0003831i,-0.00028981+0.0005201i,-0.00027228+0.00073369i,0.00040108+0.00026607i,0.0007581+0.00051401i,6.0664e-05-5.6521e-05i,0.00020926-0.00074828i,0.0011681-0.00016127i,0.0013339+0.00055751i,0.0004546+0.00091856i,-0.00022944+0.0013783i,-0.000181+0.0014165i,0.0002142+0.0012558i,0.00025017+0.00068666i,-0.00035829-9.5249e-05i
0.00070791-0.0018395i,0.00012033-0.0012261i,-0.00013973-0.001248i,-4.2253e-05-0.00027806i,-7.7905e-05+0.00042417i,0.00026113+0.00058065i,0.00018749+0.00080161i,-0.00036069+0.00059644i,-0.00011286-0.00037056i,0.00062774-0.00043567i,0.00045563+0.00027191i,0.00050783+0.00047341i,0.0011467+0.00067626i,0.00076462+0.00017239i,0.00029514+0.00015614i,-4.6814e-05+0.00034435i,-0.00034398+0.00031483i,-0.00040434+0.00080554i,-6.6626e-05+0.0010385i,-0.00016881+0.000516i,-0.00018124-7.7984e-05i,0.00076407+1.4259e-05i,0.0012607+0.00042706i
0.00050366+0.00060898i,0.00056907+0.0012623i,0.0010817+0.0019247i,0.00075839+0.0013457i,0.00068157-0.00070417i,0.0010928-0.0010431i,0.00050003-0.00058286i,-0.00061762-0.00052215i,-0.00054934-0.00033035i,-0.00028022-0.00014569i,-0.00032355-0.00030985i,-0.00012738+0.00017777i,0.00029047+0.00087739i,0.00025543+0.00049324i,-0.00020671-6.0333e-06i,-0.00045353+0.00030312i,-0.00018881+1.8909e-05i,0.00018918-0.00043226i,0.00078125-0.00070012i,0.0010431-0.00094642i,0.00082463-0.00068352i,0.00085951-7.1731e-05i,0.00078436+0.00026175i
0.00038382+0.00025065i,0.00055698-0.00080836i,-0.00082015-0.0014501i,-9.5335e-05-0.0010822i,0.0010646-0.0005812i,0.00046786+0.00022605i,-0.00034381+0.00042433i,2.2237e-05+0.00014648i,-0.00034503-0.00051702i,-0.00048735-0.0003291i,0.00031386-6.5004e-06i,0.00057781-6.4354e-05i,0.00018733+0.00026031i,-0.00015679+8.1213e-05i,0.00048874+0.00049051i,0.00096852+0.0011i,0.00011634+0.00075964i,-0.00074906+0.00098817i,-0.00038382+0.00085211i,0.00026829+0.0008117i,0.00062958+0.00040624i,0.00089952-4.884e-05i,0.0011762+0.00061835i
0.001051+0.00052797i,0.00098765+0.0011549i,0.0012193+0.00033422i,0.0010716-0.00057249i,0.00040594-0.00095096i,0.00013923-0.00024903i,-0.00026133-0.00056879i,-0.00044322-0.00099499i,-0.00012915-7.4433e-05i,-0.00070078+0.00032675i,-0.0014638-8.5937e-05i,-0.00067097+5.7728e-05i,-0.00021068+0.00049854i,-0.00064315+0.00091891i,0.00017017+0.0007932i,0.0004587+0.00087994i,-0.00018513+0.00072013i,0.00033596+0.00020745i,0.0007668+3.9545e-06i,0.0001223-0.00015763i,-0.00036314+4.7131e-05i,-5.7508e-06+0.00037511i,0.00060733+0.00047605i
-0.0007228+0.00062671i,-0.0015055+0.00078302i,-0.0013863+0.00031524i,-0.00049537+0.00065578i,0.00027535+0.00035262i,0.00058396-0.00081391i,-1.3611e-05-0.00088355i,0.00026634+0.0001593i,0.00038597+0.00064552i,0.00014695+0.00050245i,0.00035858+0.00095171i,0.00044761+0.00060157i,0.00037326-0.00038244i,0.00059946-0.00037705i,0.001004+0.00013642i,0.0013439-4.8342e-05i,0.00060865-0.00031712i,-0.00079842-0.00022217i,-0.00091902-0.00044679i,-7.5286e-05+0.00038414i,0.00058865+0.00067069i,0.00045429+0.00028526i,-8.5224e-05+0.00032217i
-0.00027692+0.00050022i,-0.00018632-0.00034233i,-0.00028483+0.00021182i,-0.00024442+0.00072822i,-0.0002472+0.00060953i,-0.00037422+0.00035724i,0.00010671+0.00067412i,0.00034609+0.0013896i,-0.00023815+0.0011764i,-4.6562e-05+0.00052885i,0.00021977-9.3544e-05i,0.00064094+0.00042575i,0.0010938+0.0012103i,0.0011278+0.0012218i,0.00039789+0.0010007i,-0.00057122+0.00094547i,1.7312e-05+0.00025332i,0.00031261-0.00016596i,-0.00018137-0.00069312i,8.9658e-05-0.0011891i,0.00067378-0.00085227i,0.00094224-0.00052738i,0.00014948-0.00051547i
6.9724e-05-0.00042169i,-0.00039444+0.00080981i,-0.00014651+0.0010956i,0.00086472+0.00072206i,0.0012726-0.00046108i,0.00117-0.0012318i,0.0003062-0.00093713i,-0.0004584-0.00030384i,-0.00037142-0.00055664i,1.8161e-05-0.00043884i,-8.1964e-08+0.00045699i,-0.00013091+0.00083592i,-0.00022558+0.00077055i,-0.00021764+0.00081033i,-0.00013512+0.0011213i,-0.00035509+0.001235i,0.00013818-9.2044e-06i,0.00036648-0.00014006i,0.00016861-0.00015972i,0.0002433+0.00011576i,0.00040091+0.0010228i,0.00040975+0.00092124i,0.00065086+0.000633i
0.0011515+0.00031011i,0.00098341-0.0001694i,0.0011656-0.00020833i,0.00097347-0.00016107i,0.00041035+0.00027094i,-7.6781e-05+0.00065653i,-0.0006782+0.00064703i,-0.00071447-4.2512e-05i,-0.00010238-5.8484e-05i,0.00018838+0.00013477i,8.1825e-06-0.00011962i,-0.00029658+0.00020115i,0.00032425+0.00073238i,0.00068236+0.0011833i,0.00035586+0.0011011i,0.00058472+0.0006406i,0.00018908+0.00033167i,-0.00061823+0.00011956i,-0.0007106-0.00029862i,-0.00067865+0.00049525i,-0.00081994+0.00087189i,-0.00037971+0.00055462i,0.00021259+0.00024462i
0.0013469+0.00056666i,0.0011999-0.00035835i,0.0015534-0.001287i,0.0011879-0.0018559i,0.00060461-0.0015914i,-8.9178e-05+8.095e-05i,-0.00016623+0.00080531i,0.00025569+0.00062286i,0.00099305+0.00052704i,0.00048291-6.0086e-05i,-3.1129e-05-9.3297e-05i,-5.7789e-05+0.00080004i,-0.00010451+0.00089451i,0.00072519+0.00048898i,0.0010213+0.00050609i,0.00036949+0.00041351i,0.0001495+0.00047726i,0.00015704+0.00027885i,0.00025112+7.287e-05i,-3.636e-05+0.00066252i,-0.00040626+0.00080568i,-0.00026104+0.00078612i,-0.00028244+0.00036397i
-0.00096849+8.7886e-05i,-0.00087967+0.00024799i,-0.00092144+0.00035998i,-0.00039334-1.5753e-05i,0.00019537-0.00044396i,-0.00024592-0.00090613i,-0.00062039-0.0017314i,-0.00015135-0.0012376i,7.7529e-05-9.4728e-05i,0.00038236+0.00023337i,0.00058264+0.00048128i,-0.00010813+0.00010913i,0.00021079+0.00012661i,0.0009231+0.00015162i,0.00031369+0.0001318i,0.00024379+0.00031632i,0.00057736+0.00038152i,0.00014472+0.00013493i,-2.195e-05-0.00011272i,0.00035607-7.8539e-05i,0.00060945-0.00013959i,0.00054018-3.1876e-05i,0.0002929-2.999e-05i
0.00025417+0.00082769i,-0.0002019+0.00030932i,0.00097593+0.00041273i,0.0018573+0.00054652i,0.0020176+0.00015294i,0.0015309+0.00015403i,0.00074766+0.00068863i,0.00031624+0.00030266i,0.0004363-0.00010295i,0.00089714+0.00029807i,0.0012996+0.00040742i,0.001213+2.0986e-05i,0.00082518+3.7064e-07i,0.0013418-8.5287e-05i,0.0015434-0.00036286i,0.0010007-0.00035644i,0.00063912+5.6459e-05i,-0.00018667+0.0002227i,-0.00025836-6.9952e-05i,0.00036096-0.00037149i,-0.00010774-0.0002038i,-0.00059806-0.00016213i,1.9382e-05-0.00025128i
0.00044953+0.0011108i,0.00036255+0.00094426i,0.00013422+0.0013682i,0.00044757+0.00078146i,0.00079238-0.00090703i,0.0011438-0.0018395i,0.0012537-0.0015328i,-1.428e-05-0.00077983i,-0.00030339+5.4518e-05i,-0.00045301+0.00022291i,-0.00024343-0.00064014i,0.00054677-0.00074824i,0.00083781-0.00012331i,0.0012269+0.00037832i,0.00074846+6.4366e-05i,-0.00013922-0.00024607i,-2.1109e-05+0.00046158i,0.00039916+0.00042865i,-3.3146e-05-4.4365e-05i,-0.00093079+0.00030884i,-0.00084524+0.00090012i,0.00020978-0.00027072i,0.00025653-0.0013785i
-0.0025966-0.0010419i,-0.001609+0.00060642i,-0.001092+0.0017159i,-0.00051108+0.0019024i,0.00073383+0.0013351i,0.00096976+6.4749e-05i,0.00025793-7.6657e-05i,-2.7954e-05+9.0134e-05i,-0.00066814+9.7144e-05i,-0.0011222-0.0001119i,0.00023048+7.2999e-05i,0.0012749+0.00039709i,0.001474+4.723e-05i,0.00085089-0.00030747i,-0.00031926-0.00039204i,-1.1147e-05+0.00018418i,0.00037792+0.00065247i,0.00028694+0.00058658i,9.4774e-05+0.00082539i,-0.00027958+0.00076597i,-0.00021851+6.9593e-05i,0.00070398+0.00027151i,0.00057583+0.00015773i
-0.00069661+0.00023384i,0.00025016+0.00023017i,0.00068353+0.001243i,0.00015058+0.00080411i,0.00022819-0.0006425i,6.5487e-05-0.00060791i,-0.00013616+9.5322e-05i,0.00075432+0.00016641i,0.0007687+4.1258e-05i,0.00089941+0.00028096i,0.00045899+0.00032125i,0.00035819-0.00017779i,0.00058444+0.00032399i,8.9662e-05+0.0013968i,-0.00048374+0.0014233i,-0.00058969+0.00060843i,-0.00035904-0.00010031i,-0.00048942-0.00052671i,-0.00085372-0.00053519i,-0.00087214+0.00013599i,-0.00092216-0.00025146i,-0.00022881-0.00026698i,0.0008972+0.0010673i
