-0.00022369+0.0020454i,0.00061002+0.00086312i,-0.00032542-0.00063119i,-0.0010058-0.00077186i,-0.0012375+0.00012188i,-0.00095931+0.00082544i,-0.00073094+0.00082131i,-0.00047715+0.00066159i,0.00055199+0.0011882i,0.0017621+0.0010843i,0.0017002-0.00058905i,0.00091447-0.00071779i,-0.00023997-0.00024394i,-0.00019225-0.0005474i,-6.9968e-06+0.00013855i,-0.00039013+0.00069915i,0.0001603-2.9334e-05i,0.00011262-0.00011062i,-0.00068764-0.00057611i,-0.00087714-0.001386i,-0.00044969-0.00062446i,0.00047315+0.00014101i,0.00075177+0.00032621i
1.5642e-05+0.0013857i,0.0008329+0.00042872i,0.0011937+0.0012636i,0.00011181+0.0016739i,-0.00012275+0.00060203i,0.00068037-0.00041462i,0.000493-0.00080796i,-1.0695e-05-0.00044246i,0.00030827+0.00032443i,0.00011355+0.00034554i,0.00036031+0.00032543i,0.00056218+0.00040857i,0.00019764-0.00022442i,2.4924e-05-0.00064484i,-0.00014921-0.00053472i,-0.00032457-0.00032273i,-0.00080759-4.6281e-05i,-0.00049229+0.00034433i,-0.00038264+0.0001161i,-0.00067275-0.000485i,-0.00080488-0.00043214i,-0.0003883+3.7244e-05i,4.8483e-05+0.00077456i
-0.00041852+0.0039595i,0.00075971+0.0030541i,0.0017821+0.003008i,0.0024141+0.0013451i,0.0023558+6.0711e-05i,0.0016139-0.00057847i,0.00069453-0.00068041i,0.0006563+0.00050952i,0.00070286+0.001488i,0.0017678+0.0011807i,0.0019575+0.00050165i,0.00094492-0.00024384i,6.9927e-05-0.00083188i,-0.00013484-0.00091688i,6.264e-06-0.00055716i,-9.6633e-05-0.0004967i,0.00030587-0.00011537i,1.7382e-05+2.2419e-05i,-0.00014503-0.00035634i,-0.00024004-0.00073137i,-0.00064752-0.00070838i,-0.00023815-0.00058123i,-0.000231-0.0003408i
-0.0013805+0.001576i,-0.00095661+0.0025233i,-0.00076788+0.0028526i,0.00022388+0.0023833i,0.00077585+0.0017039i,0.00047547+0.00019157i,0.00016394-0.00046681i,0.0003578-0.00044168i,0.0010228+0.00048168i,0.0010327+0.0010958i,0.00039773+0.00082203i,0.00037529+0.00059052i,0.00048785+5.2545e-06i,0.00090227-0.00087432i,0.0011889-0.00045413i,0.00063484+9.5987e-05i,-0.00015516-0.00014251i,-0.00079252+0.00010314i,-0.00059301-0.00033327i,-3.0345e-05-0.00050785i,0.00038983-0.00017075i,0.00035828+0.00023875i,0.00042473+0.00024611i
0.00036479-0.00045836i,0.00034362-6.2099e-05i,0.0005545+0.00051792i,-2.4094e-05-0.00028395i,-0.0004765-0.0012137i,-0.0001467-0.0013685i,0.00039747-0.0014472i,-4.9709e-05-0.00066316i,-8.706e-06+0.00057432i,0.00054079+0.00026909i,-0.00035816-0.00046075i,-0.00054692-0.00063689i,0.00012819-0.00046458i,7.068e-06-0.00070564i,-0.00027366-0.00043736i,0.0005546+6.1487e-05i,0.0013462-0.00018901i,0.00099425-0.00038357i,0.00079195-0.00053033i,0.00051654-0.00030858i,0.00036921+0.00020472i,0.00023718+0.00053762i,-0.00075832+0.00026249i
6.0789e-05+0.0012527i,0.00088652+0.00098128i,0.0013962+0.0017001i,0.001164+0.0013091i,0.0013926+3.7844e-05i,0.00082877-0.00053411i,-0.00073304-1.8142e-05i,-0.00068377-0.00065335i,0.00029056-0.00061849i,0.00087591-0.00013745i,0.0012233-0.00055948i,0.00077325-0.00052226i,-0.00080135-0.00063438i,-3.011e-05-0.00099255i,0.00063428-0.00094454i,-0.00023165-0.0010392i,-0.00035118-0.00028503i,-0.00024892+0.00011838i,-0.00014936-7.0363e-05i,-0.00061289+0.00025618i,-0.00096532+0.00034454i,-0.00055021-8.5675e-05i,-0.00092627-0.00057109i
0.0014079-0.0011179i,0.00077729-0.0009578i,-0.00028208-0.00060819i,-0.0010358-0.0003283i,-0.0011133-0.00010097i,-0.00047794-0.00054088i,-0.00023995-0.00070221i,-0.00037455+7.8734e-05i,2.2106e-05+0.0002704i,0.00045977-2.3835e-05i,0.0006638-0.00033133i,0.00068882-0.00083173i,-2.6096e-05-0.00065758i,-0.0004124-0.00013249i,-0.00042093-1.5296e-05i,-0.0008563+0.00063764i,-0.00067361+0.00067683i,0.00015533+0.0002127i,-0.00012842+2.5037e-05i,8.9491e-05-0.00041426i,0.00075353-0.00087337i,0.00025123-0.00066402i,-0.00047516+0.00022986i
0.00084878+0.00034324i,0.0010011+8.2413e-05i,0.00058581+2.5127e-05i,-0.00016606+0.00018696i,-0.00089644-0.00042076i,-0.00072733-0.00076402i,0.00036555-0.00087094i,0.00029105-0.0007563i,-0.00039367-1.588e-05i,-9.8038e-05+0.00018624i,0.00053484-0.00054425i,0.00062348-0.0010871i,-5.4898e-05-0.00097261i,0.00025705+6.928e-05i,0.00077419+0.0009245i,0.00034251+0.00066228i,0.00047592+0.00031056i,0.00072119-0.00032742i,0.00044663+0.0001245i,-0.0002025+0.0007322i,-0.00014779+3.4918e-05i,0.0010437-0.00021797i,0.0016373+0.00048199i
0.0017834+0.00022588i,0.0016008+0.00071735i,0.0013918+0.00094955i,0.0012386+0.00045961i,0.00076534+0.00013666i,-0.000187-0.0011363i,-0.00029724-0.0015048i,0.00015006-0.00090007i,0.00011757-8.2779e-05i,0.00033095+3.9034e-05i,0.00018458-0.00033687i,-0.00036608-0.00025361i,-0.0005194-0.00017983i,-0.00089054-0.00071724i,-0.00081509-0.00083038i,-0.00011426-0.00082739i,2.245e-05-0.00059555i,-1.1476e-05-0.0003035i,3.2383e-05+0.00011011i,0.00021338+0.00029372i,0.00030897-8.6985e-05i,3.9123e-05-0.00058812i,0.00013477-0.0002996i
0.0011472+0.0023533i,0.0010123+0.0016839i,0.0016503+0.00086688i,0.00076198-0.00027276i,-0.00096162-0.00047924i,-0.00023315-0.00010214i,0.00024763+0.0006962i,-0.00037053+0.00064485i,-0.00022739-0.00017576i,0.00064629-0.00024967i,0.0009259+0.00049647i,7.0311e-05+0.00013945i,-0.00060298-0.00036437i,-0.00034093-0.00045107i,-0.00043915-0.00049711i,-0.00029973-0.00014771i,0.00061347+6.8829e-05i,0.00033563+0.00011676i,0.00017089-0.00020538i,0.00041565-0.00029044i,0.00080963-0.00085162i,0.0011982-0.0010816i,0.0015253-0.00060339i
0.0026254+0.0001288i,0.0019967-0.0010967i,0.00049918-0.0020046i,-0.001104-0.0013551i,-0.0011107-0.0006193i,-0.0012868-0.00031935i,-0.0012237-0.00034725i,-9.3056e-05-0.00063246i,0.001238-0.00048809i,0.0012673-0.00043528i,9.9152e-05-0.0010353i,-0.0010788-0.0010677i,-0.00097633-0.00054658i,-0.00015763-0.00033775i,-0.0004979-0.00022969i,-0.00081033-0.0010107i,0.0001333-0.00092628i,0.00032628-0.0006569i,-0.0003844-0.00077541i,-0.0003348-0.00067737i,4.691e-05-0.00040472i,0.00025465+0.00014248i,0.00061938+9.5115e-05i
0.00053808+0.00032034i,-0.00095043-0.0011912i,-0.00040736-0.0015867i,0.0007594-0.0013363i,0.000672-0.0015183i,0.00027767-0.0016556i,-0.00012648-0.0009476i,-0.0004151+0.00026424i,-7.7069e-05+0.00037319i,0.00027073-2.8416e-05i,0.00044521+0.00045885i,0.0005797+0.0005404i,0.00012655-2.9688e-05i,-0.00024461-0.0007303i,-0.0004126-0.00064461i,0.00015414+1.6383e-05i,0.00047278+0.00028565i,0.00014787-8.8712e-05i,-0.00023831-0.00043418i,3.3546e-05-0.00053706i,0.00016685-0.00049285i,0.00013403-0.00010854i,-3.9062e-05+0.00021775i
-3.427e-05+0.00072657i,-0.00083136+0.0010239i,0.00024957+0.0018108i,0.00088332+0.0012702i,0.00038628+0.0006425i,-0.00053737+0.00042971i,-0.00082928-3.7926e-05i,-0.00034001-0.00071132i,0.00091792-0.00087748i,0.0018817-0.0002735i,0.0020185+0.00017837i,0.0010839+0.00030948i,0.000328-0.00034476i,0.00086281-0.00074331i,0.0007344-0.00043075i,2.012e-05+0.00034585i,-0.00039121+0.00056898i,-0.00036069+0.00021267i,-5.9583e-05+1.2389e-05i,0.0005232+0.00035479i,0.00088782+0.00076036i,0.00028677+0.00083203i,-0.00042114+0.00095832i
0.00068496-0.00048154i,0.00015284-4.058e-05i,-0.00021794+0.00022359i,-0.0009377+0.00069358i,-0.0012228+0.00052928i,-0.00038843-0.00034893i,0.00030108-0.00084013i,0.00051705+3.8789e-05i,0.0005189+0.00094486i,0.0003838+0.00032553i,4.0432e-05-0.00033478i,-9.0112e-05-0.00038465i,0.00057086-0.00028807i,0.00028483-0.00014637i,-0.00030886+0.00023072i,-0.00010186+0.00085881i,-3.1672e-05+0.00067044i,0.00034605+0.000266i,0.00063194-0.00017764i,0.00081124-0.00055545i,0.0013496+0.00012308i,0.0011063+7.8973e-05i,0.0010581-0.00046825i
0.0010106-0.00084448i,0.00027632-0.00083972i,-0.0001926-0.0014156i,-0.00045065-0.0012388i,-0.0010524-0.001386i,-0.00032402-0.0020928i,0.00092563-0.0014775i,0.0013714-0.00036594i,0.00080577+0.00044859i,-9.2363e-05+0.0004537i,-0.00015427-2.9093e-05i,6.0926e-05-0.00092619i,0.00049506-0.0014156i,0.00055394-0.00088907i,-0.00016028-0.0003673i,-0.00072313-0.00037954i,-0.001024-0.00075613i,-0.00012237-0.00073433i,0.00091566-0.00016936i,0.00089096-0.00040137i,0.0010096-0.00077923i,0.0007241-0.00032848i,-0.00015384+0.0002626i
0.00080382-0.00098893i,0.00085198-0.00064438i,0.00052405-0.00089232i,-0.0010051-0.00050287i,-0.0021844+0.00037821i,-0.0015761-2.5274e-05i,-0.00026474-0.00059561i,-0.00011507-0.00011941i,-0.00043128-8.1725e-07i,-2.3769e-05-0.00092555i,0.00095575-0.00079575i,0.00090773+0.00014716i,-0.00040968-4.9863e-05i,-0.00095185+0.00027668i,-0.0010714+0.00064365i,-0.00077473+0.00032181i,-0.00023785+0.00040828i,-0.0005122+6.5034e-05i,-0.00028513-0.00044023i,0.00051927-0.00045992i,0.00034186-0.00023755i,-1.7278e-05-0.00014772i,-0.00028894+0.00026253i
0.00087914-0.0010348i,0.00028559-0.00084011i,-0.0010192-0.00098542i,-0.0014825+0.00069412i,-0.001074+0.0019099i,-0.00035986+0.001315i,2.5389e-05+0.00034554i,0.00052798+0.00027904i,0.0005773+0.00025914i,0.00015484+4.385e-05i,-0.00042565+0.0003202i,-0.00048919+0.00036387i,-4.565e-06+0.00015423i,-0.00021569+0.00011685i,-0.00078751-0.00020717i,-0.00066889-0.00042599i,-0.00011875-0.00031732i,3.1229e-05-0.00071094i,-0.00057694-0.00079546i,-0.00076068-0.00064956i,-0.00010767-0.00030313i,-0.00042629+0.0003232i,-0.00050293+0.00072061i
-0.00028055+0.00030236i,0.0002578+0.00040289i,-9.6773e-05+0.0015529i,0.00023434+0.00092905i,0.0010813-8.5264e-05i,0.00117+0.00035995i,0.00011943+0.00022902i,-0.00025385+0.0002956i,0.00026526+0.0016329i,7.8531e-05+0.0010671i,-1.8056e-05-0.0001985i,0.00035217-0.00046227i,0.00023482-9.9184e-05i,0.00017765+0.00017071i,0.00030113+6.0327e-05i,0.00035861+2.8862e-05i,0.00087424+0.00032811i,0.0005902+0.00057145i,-0.00036115+0.00028846i,-0.00069133-7.6916e-05i,-0.00050148+0.00024437i,-9.0247e-05+0.00010342i,-1.5134e-06-0.00023699i
-0.0006835-0.0004522i,-0.00090291+0.00039987i,-0.0021735+0.00067088i,-0.0024339+0.0017046i,-0.0019726+0.0025781i,-0.0013066+0.0012986i,-0.00067988-5.6401e-05i,-0.00041978-7.4113e-05i,-0.00027461-0.0005073i,-0.00034212-0.00052086i,-5.6972e-06+0.00056572i,0.000544+0.0013235i,-5.3649e-05+0.00090159i,-0.00073285+0.00026389i,-0.0005823-0.00016144i,-1.4436e-05-0.00027334i,0.00047986-0.00015681i,6.8789e-05-0.00034004i,-1.8865e-05+0.00018542i,0.0001287+0.00048603i,-0.00024221-6.3135e-05i,0.00023705-0.0003766i,0.00063343-0.00014903i
0.0014764-0.0001612i,0.0006609+0.00020642i,0.00093435+0.00016725i,-0.00036748+0.0006158i,-0.0013994+0.00061753i,-0.0010221-2.5106e-05i,-4.9737e-06-0.00047675i,0.00096689-0.0004318i,0.00064508-0.00028605i,-0.00020281-0.0001525i,-0.0007925-0.00018928i,-0.00058625+0.00017707i,-0.00023342+0.00041304i,-0.00011356+0.00059062i,4.1138e-05+0.00049313i,2.3882e-05-0.00016305i,0.00054344-0.00048581i,0.00080109-0.00030891i,2.5813e-05+0.00023858i,-2.9756e-05+0.0002852i,9.6675e-05+0.00010792i,-0.0003416+0.00036876i,-0.00094716+0.00032118i
0.0016601-0.00086194i,-1.8622e-05-0.0006264i,-0.00086083-0.00061078i,-0.0012087+1.1346e-05i,-0.0012709+0.00078649i,-0.00086281+0.00071876i,-0.00039366-0.00020165i,6.3412e-05+0.00014248i,-0.00012945+0.00097499i,-0.00088368-1.4102e-05i,-0.00083986-0.0006515i,-5.385e-06+0.00029893i,-0.00013928+0.00037588i,-0.00068285+0.00025867i,-0.00062292+0.00043285i,-0.00010872-3.2698e-06i,0.00030095-0.00057471i,0.0010838-0.00045689i,0.0010589+0.00047411i,-0.00016875+0.0006322i,-0.00073113+0.0006782i,-0.0011615+0.00080374i,-0.0011118+0.000128i
6.9996e-06-0.0013746i,-0.00074078-0.00030763i,-0.00069565+0.00016201i,0.00027372+0.00049548i,-3.6849e-06+0.00045445i,0.00018686+0.00019674i,0.0011416-0.00023597i,0.0010563-0.00082416i,0.0001898-0.0012356i,-0.00026193-0.0015807i,7.0574e-05-0.00066291i,0.00032826+0.00054125i,-4.9705e-05+0.00021428i,-4.2073e-05-0.00027523i,-0.00028431-8.2376e-07i,-0.00057282+0.00036982i,-0.00038288-0.0001673i,4.6239e-05-0.0005911i,-4.266e-05+0.0002147i,-0.00055589+0.00040696i,2.6541e-05-0.0002093i,0.00069503-0.00030894i,0.00010996-0.00026564i
0.00027261+4.019e-06i,-4.5229e-05+0.00049924i,-0.000831+0.0006269i,-0.0014593+0.0002183i,-0.001263+0.00019237i,-0.00042917+0.00050823i,-0.00038384-0.00016637i,-0.00058611-0.00041751i,-0.00070155+0.00029107i,-0.00065392-0.00060427i,1.3531e-05-0.0011228i,0.0007056-0.00053941i,3.696e-05+0.00028383i,-0.00096025+0.00044342i,-0.00086588+0.00031207i,-0.00025953+7.1494e-05i,0.00017264+0.00028139i,0.00022622+0.00029246i,5.3265e-05+2.823e-05i,0.00045365-0.00038903i,0.00024479-0.00043431i,0.00017647+3.1703e-05i,0.00012081+0.0007875i
0.00019758+0.00020306i,-0.00012295+0.00090856i,0.00016279+0.0012755i,0.00042724+0.0017548i,0.001069+0.0019982i,0.0016466+0.0018331i,0.00092275+0.00091722i,0.00047943-0.00058684i,0.00063799-0.0012729i,0.00054568-0.00059658i,-4.9392e-05-0.00025779i,-0.00056366+1.0238e-05i,-0.00029125+7.7193e-05i,-0.00049124-0.00050421i,-0.00052664-0.00068043i,-0.00039446-0.00033105i,-0.00033392-0.00024055i,0.00030827-0.00041958i,-0.00015394+0.00061248i,-0.00079779+0.00072564i,-0.00031207-0.00036359i,0.0005968-0.00073519i,0.00086394-0.00035397i
-0.0018857-0.00085458i,-0.0026413-0.00011485i,-0.0027062+0.00078725i,-0.0021626+0.0010584i,-0.0006845+0.0012993i,0.00033658+0.00083949i,6.3533e-07+0.00084697i,-0.00062642+0.00090051i,-0.00045576+0.0001501i,-1.6633e-05+0.00030017i,-0.00037606+0.00055445i,-0.00017583-0.00049063i,0.00052789-0.0007093i,0.00052179-0.00040265i,0.00074779-0.00048855i,0.00064653+0.00024712i,0.00032847+0.00047318i,0.00037024-0.00044018i,0.00033502-0.00051706i,0.00033957-0.00027868i,0.0012023-0.00012134i,0.001458+0.00066819i,0.00018418+0.00040543i
-0.0011067-0.00019478i,-0.00087798+0.00040323i,-0.000563+0.0024309i,0.00071694+0.0025595i,0.0016737+0.0020809i,0.00093076+0.0010842i,-0.00033449+0.00017781i,-0.00081518+0.00012409i,1.0472e-06-3.7417e-05i,0.00074466+9.7803e-05i,0.00077306+0.00029165i,0.0012236-2.3899e-05i,0.0011288+0.00038124i,0.00046372+0.00021191i,0.00078056-0.00050881i,0.0010796-6.7754e-05i,0.00025206+0.00039459i,9.3257e-05+0.00049089i,0.00051367+2.787e-05i,0.0009565-0.0002851i,0.0012499+4.3048e-05i,0.00066295-0.00013267i,7.0293e-05+6.0238e-05i
0.0012784+0.0009232i,0.0010334+0.00051675i,0.0010677-0.001047i,0.00061912-0.0011419i,-0.00038996-0.00032824i,-0.00020915-0.00066283i,0.00024289-0.00042764i,-7.5456e-06-0.00023558i,-0.00056611-0.00027334i,-0.00030027+0.00073107i,-0.00023613+0.0007321i,-0.0008603-0.00016197i,-0.00024397-0.00096461i,0.0003588-0.00071791i,0.00048274-6.5374e-06i,0.00064234+0.00043776i,0.00023179-0.0002162i,5.0799e-05-0.00048401i,-0.0001244+0.00023353i,-0.00046439-4.0159e-05i,-0.00041356-0.00025372i,-0.00026278+0.00019602i,7.3178e-05+9.7099e-05i
-0.0016989+0.0021286i,-0.00071173+0.0016818i,-0.0010722+0.0014588i,-0.0012151+0.001035i,-0.00043428+2.2526e-05i,6.6682e-05-0.00074281i,-0.00047764-0.00053597i,-0.00028437+4.7738e-05i,-8.6028e-06+0.00039698i,-0.00030567-2.0869e-05i,0.00021753-0.0006001i,0.00095748-0.001029i,0.00094739-0.0010156i,7.2481e-06-0.0010518i,0.00015033-0.00090213i,0.00048448+0.00026124i,0.00034374+0.00080335i,-4.6965e-05+0.00054069i,-0.00042284-0.00058228i,0.0001135-0.0012597i,0.00035068-0.00093911i,5.1212e-06-0.00064733i,-0.0007822-0.00015413i
-0.00042851-0.0016219i,0.00038426-0.0001002i,-0.00023229+0.0010057i,-0.0011421+0.001683i,-0.0013183+0.001759i,-0.00042692+0.00098214i,0.00072871-0.0007231i,0.00060039-0.0012911i,-0.00078523-5.7001e-05i,-0.0011225-8.6799e-05i,-0.00063718+0.00044309i,-0.00011073+0.00067409i,-0.0001517+0.00068209i,-0.0008367+0.0010847i,-0.00065705+0.0011212i,0.00028833+0.00086813i,0.00034269+0.00052289i,-0.00018757-0.00038987i,-0.00016266-0.0013423i,0.00028221-0.0012163i,0.0006257-0.00028122i,-0.00020503+0.00033553i,-0.00049339+2.8272e-05i
0.00016615+0.00078656i,3.9882e-05-0.00052255i,2.093e-05-0.00080143i,-0.00067819-0.00080261i,-0.00089399-0.00084109i,-0.00051776-0.00045963i,-0.00045237+4.5135e-05i,-0.00076527+0.00042704i,-0.00084274+0.00077744i,7.7844e-05+7.7495e-06i,0.0010128-0.00068205i,0.00046719-0.00052523i,-0.00021338-9.2219e-05i,-0.00022935-8.2304e-05i,-0.00014212-0.00025229i,-0.00036883-0.00052783i,-0.00029553-0.00077761i,0.00018764-0.00041514i,0.0007288+0.00023154i,0.00085212+0.00087322i,0.0010636+0.00036187i,0.001295-0.00077849i,0.00084372-0.00062629i
-0.0015581-0.0010033i,-0.0013962-0.00042867i,-0.0019425+0.00089241i,-0.0012503+0.0021791i,-0.00019863+0.001791i,-3.5269e-05+4.0084e-05i,-0.00034359-0.00081194i,-0.00064342-0.00076109i,-0.0006651+0.00024661i,-0.00046754+0.00094984i,-0.00031062+0.00058741i,-0.00014632+0.00040443i,0.00081039+0.00036397i,0.001295+9.9018e-05i,0.00011599-0.00031498i,-0.00050015-0.00023539i,-0.0002178-0.00021475i,-0.00023714-6.2875e-06i,-0.00022053+0.00036556i,0.00026732+0.00056702i,0.00039441+0.00050076i,0.00059755+0.00014471i,0.00074549-2.63e-06i
-0.00046023+0.0011515i,-0.0013469+0.0010106i,-0.00065523+0.001889i,0.0007613+0.0022552i,0.0010069+0.0013545i,0.0015252+0.00058817i,0.0010668+0.00084387i,-0.00046268+0.00065553i,-0.00065638+0.00056792i,0.00042222+0.0012081i,0.00029362+0.001165i,-0.00057616+0.00010093i,-0.0005831+6.1582e-05i,-0.00084096+0.00066548i,-0.0006255-0.00054844i,5.0876e-05-0.00062972i,-2.8334e-05+0.00032604i,-0.0002835+0.00023946i,-0.00017364+0.0004902i,0.00041631-0.00024915i,0.00045316-0.00097039i,0.00068575-0.00043865i,0.00059477+0.00016332i
0.00011424+0.0031171i,-0.00064889+0.0020721i,-0.00018996+0.00034294i,0.00125-0.00077057i,0.0015853-0.00059472i,0.00088387-0.00064112i,0.00038805-0.00058944i,0.00021318-0.00027906i,0.00050844-0.00034478i,0.0005073-0.00075268i,-2.9884e-05-0.0010149i,-1.574e-06-0.00069989i,-9.0113e-05-0.00053617i,8.1788e-05-0.0004598i,0.00035038+0.00052688i,2.6168e-05+0.00034582i,0.00025801-0.00083592i,0.00096129-0.00038612i,0.00072942+0.00011689i,0.00032719-0.0001977i,0.00025107-0.00011354i,0.00042886+0.00026672i,0.0012244+0.00093557i
-0.0012957+0.0015325i,-0.00097219+0.0014151i,0.00031451+0.00037038i,0.0012854-0.00043079i,0.0016642-0.00011054i,0.002006-0.00037231i,0.001247-0.00055282i,0.0002727+0.00036467i,0.00052403+0.0011227i,0.00074594+0.00094385i,-4.6541e-05-0.00012542i,-0.00017826-0.00051787i,-3.1761e-05-0.00016341i,-8.4528e-05-0.00013764i,0.00010811-0.00037567i,0.0003446-0.00042914i,0.00051236-0.0001673i,0.0007061+0.00025578i,0.00066291+0.0012732i,0.00025296+0.0013111i,-0.00028219+0.00052282i,-0.00023234+0.00020156i,0.00013766+0.00034797i
0.00063257+0.0020298i,0.0010176+0.0012604i,0.00198+0.00099038i,0.0017535+0.00011195i,0.0010383-0.00089524i,-0.00018533-0.00089484i,-0.00088981+0.00023163i,-0.00063605+0.00089615i,0.00015623+0.0012512i,0.0004423+0.0010976i,0.00024835-6.7211e-05i,-0.00010122-0.00062091i,-0.00046332-0.0004243i,-0.000283-0.00032357i,0.00010174-8.9609e-05i,0.00052871+0.00049762i,0.00017761+0.00034893i,-0.00035565-0.00083734i,8.3663e-05-0.00053232i,0.00022333+0.00031125i,0.00070226-2.0983e-05i,0.0014768+0.00017682i,0.00055873+0.00045716i
0.0025652+0.0025455i,0.0015842+0.0012656i,0.000936+0.00042341i,0.00089508-0.001026i,0.00075238-0.001887i,0.00012364-0.00083809i,0.00046236-8.8332e-05i,0.00070555+7.0893e-05i,0.00021824-0.00011462i,0.00031339-0.00070322i,-6.0825e-05-0.00090084i,-0.00080404-0.0013493i,-0.0011047-0.0012338i,-0.00065921-0.0004164i,5.415e-06-0.00010967i,0.00016785+0.00024012i,-3.5274e-05+0.00047252i,-0.00024999+0.00011923i,-0.00032339-0.00041711i,-0.00016457-0.00048466i,0.00042802-0.00046008i,0.00043421-0.001275i,0.00024922-0.0012864i
0.00046918+0.00025168i,0.0004404+0.00031672i,0.00026057+0.00030976i,-0.00053822+0.00035339i,-0.0003043+0.00080764i,0.00091596+0.001115i,0.00091036+0.00036012i,0.00029257-9.6645e-05i,0.00040493+0.00053291i,0.00055231+0.0012526i,-0.00031075+0.0009485i,-0.00044507-0.00037116i,-0.00054485-0.00064625i,-0.0011955+0.00017162i,-0.00061218-8.8808e-05i,0.00011426-0.000256i,0.00049845-0.00012787i,0.00040239+5.5853e-05i,-0.00024214+0.00018175i,-0.00015318-0.00015806i,-0.00027233-1.6934e-05i,-1.0583e-05+0.0004735i,-0.00010821+0.001098i
0.00075496+0.00031661i,0.00049609+0.00045699i,0.00022772+0.00017026i,0.00014445+7.8141e-05i,-0.00024695+0.00038528i,-0.000558-0.00012292i,-0.00064575-0.0008595i,-0.0012226-0.0010465i,-0.0010884-0.00043925i,0.0003165+0.00025521i,0.0013031-5.2409e-05i,0.0012849-0.00040876i,0.00054303+0.00018184i,7.4705e-05-0.00011382i,-2.9833e-05-0.00074335i,0.00018799-0.00080047i,0.00017879+0.0001008i,-0.00044316+0.00074966i,-0.000872+0.0004516i,-0.00057833+0.0004625i,-0.00030816+1.193e-06i,0.00016819-0.00061537i,0.00052377+0.00016447i
0.0023235-0.00011201i,0.0023096-0.00027465i,0.00085077-0.0012345i,-0.00036628-0.0013565i,-0.00051499-0.00063675i,6.6226e-05-0.00028087i,4.9114e-05-0.00045909i,-0.0002643-0.00017515i,-0.00054606-0.00032468i,-5.8207e-06-0.00094309i,0.00036615-0.00087923i,0.00015591-4.5149e-05i,4.5988e-06-4.3211e-05i,0.00022036-0.00052476i,0.00019998+0.00019264i,-0.0003572+0.00077213i,-5.4699e-05-4.7246e-05i,0.00037906-0.00042672i,-0.00039201-0.00023577i,-0.00078917-0.00034408i,-0.0002333-0.00016188i,5.2679e-05-0.00019547i,0.00011629-0.00036458i
0.00044123-0.00020146i,0.00012961-0.00088677i,-0.00043827-0.0002305i,-0.0013672+0.00011276i,-0.0013142-0.00080129i,1.6851e-05-0.00099457i,0.00021919-0.00041775i,0.00013358+9.5541e-05i,0.0001561+0.00016374i,-0.00035101-0.00035827i,-0.00021484-0.00037589i,-0.00013404+0.0001881i,-0.0010472-9.5401e-05i,-0.0010736+0.00010446i,-0.00093933+0.00050569i,-0.00091534-0.00030278i,-0.00073958-1.7802e-05i,-0.00057165+0.00054937i,-2.1081e-05+0.00044051i,-0.00020465+0.00067495i,-0.00041551+0.0011416i,-0.00051287+0.00070682i,-0.00013163+0.00077882i
-0.0010838-0.00097081i,-0.0012548-0.00082174i,-0.0014535+2.4566e-05i,-0.0012624+0.0010899i,-0.00063466+0.0016279i,0.00043101+0.00067495i,0.00075856-0.00033593i,0.00021234-0.00016408i,-0.00020831+0.00047137i,-3.7617e-05+0.00027688i,0.00077457+0.00020534i,0.0004779+0.00030975i,-0.00030392-3.4222e-05i,-0.00030952+2.7454e-05i,-0.0002794+0.00017499i,4.8846e-05+0.00032212i,-8.2932e-05+0.00021639i,-0.00046294-0.00050546i,-0.0005253-0.00082987i,-4.7335e-05-0.00025399i,0.00036862+0.00023328i,0.0011274+0.00010283i,0.00098595-0.00067271i
0.00058573-0.00085436i,0.00044944-0.00059832i,0.00010796+0.00053268i,0.00043747+0.001493i,0.00012421+0.00094438i,0.00051763-0.00023106i,0.0004046-0.00083244i,0.00042199-0.00043604i,0.00074964-0.00025642i,0.00065153+0.00033029i,0.00018572+0.0008661i,-0.00053228+0.00025365i,-0.0006454+0.0003398i,-0.00027149+0.00046113i,0.00050437-4.3223e-05i,0.00050968-0.00032897i,-0.00090425-0.00052954i,-0.0011761-0.00032619i,-0.00028956-0.00026877i,4.7239e-05+5.8003e-05i,-0.00017752+0.0003034i,-0.00036302-0.00018085i,-0.00016659-0.0005221i
-0.00097067+0.0025295i,-0.0011943+0.0013144i,-0.00041023+7.9637e-05i,-0.00034265+9.6877e-05i,-8.8701e-05-0.00024307i,0.00039298-0.00046794i,0.00024322+0.00054112i,0.00037424+0.00066592i,0.00074833+0.00014673i,0.00086538+0.00059225i,0.0010804+0.00039898i,0.00074132+0.00013559i,2.9218e-05+0.00051138i,-0.00045304+0.00010293i,-0.00059017-0.00055415i,-2.1553e-05-0.0002389i,-0.00015619+3.1436e-05i,0.00011417-0.00012995i,0.00048191+0.00047764i,0.00029873+0.00032576i,0.00015228-0.00037817i,-9.5304e-05+2.3373e-05i,-0.00024504+0.00036803i
