-0.0021134+0.00069986i,-0.001303+0.00012516i,-0.0002866+0.00021929i,-0.00016883-2.1596e-05i,-0.00142+0.00013718i,-0.0019512+0.00087373i,-0.0019443+0.0019005i,-0.00098676+0.0029135i,0.00072091+0.002829i,0.0013479+0.0015552i,0.0016051+0.00011803i,0.0016698-0.0010429i,0.0015401-0.00085807i,0.0012596-1.1834e-06i,0.000934+0.00060862i,0.0010459+0.00058592i,0.00068124+0.00024969i,-0.0005038+0.00025582i,5.7046e-05+0.00045304i,0.0010696+0.00020671i,4.8349e-05-0.00026676i,0.00022289+2.8271e-05i,0.00072172+0.00057422i
-0.0016327-0.00068942i,-0.0012323-0.00021536i,-0.00062897+0.00079424i,-0.00015997+0.00091496i,-0.00063178+0.00034807i,-0.00089166+3.3159e-05i,-0.0010929+0.00054695i,-0.0015277+0.00058116i,-0.001202+0.00010528i,-0.0011659-0.00051291i,-0.0012034-0.0009997i,-0.00054532-0.0010462i,-0.00037034-0.00083754i,-0.000474-0.0010235i,-0.0002582-0.0014832i,-0.00051599-0.00096289i,-0.00055138-0.00042354i,-0.00040964-0.00042276i,-7.6772e-06-0.00021013i,0.00032838+0.00055039i,0.00016316+0.00063989i,0.00020477+0.00067304i,0.0003328+0.000701i
9.5132e-05-0.0008294i,-0.00030482-0.00098323i,-0.00043574-0.00029812i,-0.00054027-0.00047307i,-0.0001842-0.00086326i,-8.7442e-05-9.8303e-05i,-0.00079616+0.0010087i,-0.00059265+0.0011545i,-0.00016873+0.00080567i,-0.0009605+0.00036118i,-0.0018574+0.00017648i,-0.0019002+0.00045361i,-0.0014064+0.00037602i,-0.00076311-0.00031304i,-0.00018389-0.00034999i,-9.621e-06+0.00032942i,-0.00019129+0.00082963i,-0.00027144+0.00071476i,-0.0004162+0.00067271i,-0.0002204+0.00090424i,3.8352e-05+0.00062871i,0.00024381-0.00018392i,-0.00014987-8.8496e-05i
-0.0011718+0.00016347i,-0.0015393+0.00024013i,6.7661e-06+0.00061699i,0.00059045-0.00029492i,0.00022377-0.00095878i,-0.00068956-0.00091021i,-0.0004717-0.00062205i,0.00021523+0.00061527i,0.00057753+0.0016901i,-0.00036066+0.001398i,-0.0014651+0.0010474i,-0.0014946+0.0014343i,-0.0011959+0.00094711i,-0.00019759+0.00081288i,0.00047943+0.0012617i,0.00037045+0.0010039i,6.3361e-05+0.0004765i,-9.9926e-06-3.2557e-05i,0.00067212-8.4154e-05i,0.0010432+0.00063246i,0.00011646-0.00021098i,-0.00048214-0.0018282i,-0.00050753-0.001706i
0.0008589+0.0010438i,-4.238e-06+0.00051056i,-4.5869e-05-0.00090217i,9.6958e-05-0.0013822i,-8.5287e-05-0.001218i,0.00039918-0.0010449i,0.00028-0.00031963i,0.00044121-0.00027117i,0.00084412-0.00016197i,0.00087681+0.00028707i,0.00073004+0.00096705i,0.00029654+0.0014173i,-0.00010542+0.0011365i,-0.00060106+0.00022898i,-0.00071144+0.00023192i,-0.00053632+0.00096133i,-0.00049734+0.00085217i,0.00038169+0.00015715i,0.00061281-0.00022844i,0.00011375-0.00016985i,0.00014793-0.00036218i,0.00014989-0.00059844i,0.00058517-0.00062782i
0.00084543-0.00034771i,-9.0578e-05-0.0004615i,-0.0012449-0.00041334i,-0.0018509-0.00060385i,-0.0014382-0.0015271i,-0.00056865-0.0021293i,1.2796e-05-0.0020027i,-2.9134e-05-0.0011699i,-3.7857e-05-0.0007846i,0.0007507-0.00070273i,0.001023+0.00025515i,0.00021126+0.0003701i,-0.00030586+0.00028711i,-0.00031829+0.00025764i,-0.00028726+0.00031805i,0.00028664+0.00014278i,0.00095785-0.00021375i,0.0012101-0.00038829i,0.00072899-8.098e-05i,0.00019734+0.00048762i,-0.00027464+0.00056843i,-0.00063069-0.0004933i,-0.0002258-0.0014627i
0.00068888-0.0014927i,0.00056593-0.00053452i,-2.0894e-05-0.00084703i,-0.00013005-0.001157i,-0.00072156-0.0011676i,-0.0011302-0.00095706i,-0.00069636-0.0021912i,-0.00043254-0.0029662i,0.00016842-0.0023921i,0.00011429-0.0020841i,-0.00020982-0.0013577i,-0.00018935-0.00093843i,-0.00031641-0.0010572i,-1.6863e-05-0.00081252i,6.5852e-06+3.5989e-05i,-0.00019381+0.0010454i,-6.7552e-05+0.0013429i,-0.00013287+0.00064295i,-0.00046802+0.00097407i,-0.0009695+0.0016609i,-0.00059186+0.0010716i,-0.00020209-0.00015787i,-0.00041005-0.00084016i
-0.00091942-0.0022195i,-0.00092353-0.001461i,-0.0017612-0.0012465i,-0.0021157+6.3849e-05i,-0.0030202+0.001243i,-0.0034443+0.00069572i,-0.0028883+7.8491e-05i,-0.0025165+4.4639e-06i,-0.0015072-3.8904e-05i,-0.00083677-0.00047681i,-0.00071484-0.00053364i,-0.00039081-0.00019683i,-0.00013816-0.0010154i,0.00014444-0.0010013i,0.0006133-0.00021996i,0.00030262-0.0005901i,0.00065074-0.00080225i,0.00087663-0.00074087i,-0.00020875-0.0010025i,-0.00055571-0.0013628i,-0.0003214-0.00099313i,3.9664e-05-0.00048335i,0.00036041-0.00065788i
-0.0011979+0.00045108i,-0.00097783-0.00035039i,-0.0004213+0.00014832i,0.00066828+0.00059238i,0.00014116+0.0001307i,-0.00074031-0.00037526i,-0.0010131+0.00026121i,-0.00095544+0.0010374i,-0.0014747+0.00077855i,-0.001817-0.0002882i,-0.0014102-0.00066599i,-0.0013311-8.5684e-05i,-0.0012941+5.2468e-05i,-0.0006553+0.00010539i,-0.00050867+0.00083959i,-0.0004661+0.00062206i,0.00017038-0.00081002i,0.00073692-0.0015027i,-0.00022704-0.00025757i,-0.00052923+0.0004809i,0.00043471-0.00027015i,0.00026263-0.00086943i,-0.00053222-0.00045864i
0.00019611-0.00064519i,0.00020708+0.00012952i,0.00071253+0.00084563i,0.0012501+0.00014173i,0.0015658+0.00020883i,0.00064975+0.00092852i,-0.00028208+0.0010801i,7.1438e-05+0.0012784i,-0.00011625+0.00098258i,-0.00070037+0.00071541i,-0.0011952+0.00060487i,-0.0013863+0.00072662i,-0.00091811+0.0007613i,3.1038e-05+0.00061013i,0.0005669+0.00037251i,0.00039428+5.801e-05i,-0.00010056+1.2143e-05i,-0.00039214+0.00021142i,-0.0001652+0.00042671i,0.00011989+0.00061836i,-0.00010391+0.00029178i,-0.00042651-0.00039519i,-0.00014002+0.00014582i
-0.00064276-0.0010046i,-0.00071709-0.0010807i,-0.00066881-0.0017101i,-0.00040677-0.0015716i,2.0818e-05-0.00068888i,0.00041497+0.00072053i,0.0010154+0.0011163i,0.0014133+0.00071039i,0.00052782+5.8225e-05i,-0.00051762+0.00054147i,-0.00018823+0.00081729i,0.00048177+0.00088856i,-0.00015015+0.0011429i,-0.00067398+0.00071875i,0.00012907+0.00089216i,0.00022359+0.0010452i,-0.00040342+0.00065066i,-0.00046678-0.00029234i,-0.00061686-0.00079749i,-0.00036638-0.00065658i,-0.0001435-0.00044137i,-0.0002744-7.7509e-05i,-0.00016241+0.00059925i
0.0014336-0.00096056i,0.00071893+0.00028134i,0.00014872+0.0005799i,-0.00040617-0.0007475i,-0.00014637-0.0016191i,8.1751e-06-0.00084966i,4.3434e-05-0.00020123i,0.00038774-0.00048927i,0.00031441-0.0011733i,0.00026752-0.0012602i,0.0016062-0.00076239i,0.0014707-0.00024631i,0.00012057+0.000203i,-5.7654e-05-4.9675e-05i,-7.1638e-05+2.3941e-05i,-0.00058333+0.00060855i,-0.00090775+0.00039245i,-0.00085869+0.0001681i,-0.00089883-0.00023711i,-0.00030139-0.00067193i,0.00026319-0.00038949i,0.00011816-0.00037189i,-0.00061717-0.00014041i
0.0021673-0.00022282i,0.0014206-0.00011246i,0.00053644-0.0017866i,-0.00043758-0.0034615i,-0.0016315-0.0036746i,-0.0019571-0.002498i,-0.00082513-0.0019118i,-1.4075e-06-0.0022344i,-0.00017078-0.0023099i,-0.00016458-0.0019616i,-0.00036333-0.0019296i,-1.5377e-05-0.0019409i,0.00037661-0.0016592i,9.9069e-05-0.00087265i,0.00041061-0.00085553i,0.0011163-0.0017024i,0.0015809-0.0017829i,0.0014984-0.00071346i,0.0011597-0.00038147i,0.00028046-0.0012489i,-0.00023438-0.001118i,-0.00027099-0.00057898i,-0.00015866-0.00016839i
-0.0006701-0.0026361i,-0.00093458-0.0029763i,-0.001082-0.0013388i,-0.00046211-0.0012648i,-0.00080638-0.0017825i,-0.0020362-0.0022616i,-0.0025108-0.0027471i,-0.002153-0.0027611i,-0.0018339-0.0015946i,-0.0017309-0.00031359i,-0.00068991-0.00018361i,0.00032106-0.00015791i,-0.0004239-7.4055e-05i,-0.00069997+0.00044469i,-8.0116e-05+0.00048846i,0.00027565-0.00022797i,0.00022418-0.00069763i,-6.1449e-05+0.0002615i,-0.0003028+0.00097582i,-0.00018036+0.00058604i,0.00016237-0.00023729i,3.9774e-05-0.00079428i,-4.6259e-05-0.00068534i
9.3843e-05+0.0003223i,-4.6318e-05-9.6827e-05i,0.00023004+0.00028362i,0.00029503+0.00030335i,-0.00053855-0.00012616i,-0.0024723-0.00035865i,-0.0032614+0.00012595i,-0.0025796+0.00089067i,-0.0015933+0.0010789i,-0.00094846+0.00035363i,-0.00069776-0.0001387i,-0.00089112+0.00023515i,-0.00090354+0.00058494i,-0.00097596+0.00013993i,-0.00088089-0.00079407i,-0.0008601-0.00038639i,-0.00044631-0.00027804i,0.00045219-0.00082415i,0.00066377-0.00057114i,-0.00012179-0.00086444i,-0.0008635-0.0010365i,-0.00032858-0.00075957i,0.00061328-0.00037943i
-0.0014957-0.00094683i,-0.00079846-0.00074027i,-0.00043166+0.0010469i,-0.0003679+0.0016182i,5.1085e-05+0.0019399i,-0.000829+0.0027024i,-0.0019612+0.002305i,-0.0014071+0.0019527i,-0.00046488+0.0011978i,-0.00067707+0.00041809i,-0.0010388+0.00047339i,-0.00021294+0.00015899i,0.00024201-2.4074e-05i,0.0008361+0.00048631i,0.00092067+0.001031i,0.00035186+0.00067347i,0.0001244-0.00014571i,-6.4944e-05-0.00023074i,-0.00091838-0.00024591i,-0.0013413-0.00054273i,-0.0010111-9.8514e-05i,-0.0012022+0.00012514i,-0.00075048-7.2577e-05i
0.00040502-0.001472i,-0.00056325-0.00046588i,-0.0011846-8.9349e-05i,-0.00040702-0.00015524i,0.00077074+0.00038276i,0.0010552+0.0010271i,0.00092572+0.0014556i,0.0011797+0.0018779i,0.00095597+0.0012183i,7.329e-05+0.00065862i,-0.00092638+0.00088807i,-0.000747+0.00047444i,3.3643e-05-0.00049887i,-0.00017931-0.00068671i,-0.00069414-0.00018237i,-0.00086434+0.00019266i,-0.00067509-0.00012339i,-0.00055675-0.00049304i,-8.6928e-06-0.00074631i,5.7541e-05-0.0012817i,-0.0001658-0.0013589i,-0.00054596-0.00022639i,-0.00024098+0.00024915i
0.00072578+0.0011505i,0.00011785+0.00095836i,-0.00010774+0.00022852i,0.00022141-0.00090734i,0.00061777-0.0022169i,0.000652-0.0011871i,0.00070532+0.0001067i,0.0015125-0.00017662i,0.0014223-0.00038046i,9.328e-05-0.0012992i,-0.00037948-0.0017576i,-0.00026763-0.0015068i,-4.2372e-05-0.00073589i,-9.3979e-05+0.00055395i,-0.00011224+0.0003591i,-0.00035642-7.6688e-05i,1.9085e-05-7.0889e-05i,0.00061734-0.00070849i,0.00067163-0.0013036i,0.000138-0.00043077i,0.00016456+8.2502e-05i,0.00053764-0.00054937i,0.00061931-0.00074777i
0.0010166+0.0010389i,0.0025698+0.00065703i,0.0027996+0.00012149i,0.0014229-0.00099685i,0.0010469-0.0021324i,0.0012671-0.0019187i,0.0016196-0.0016796i,0.001816-0.0018333i,0.001924-0.001918i,0.0011418-0.0013509i,0.0004706-0.0006535i,-0.0001583-0.00079505i,-0.0014432-0.00050226i,-0.0015795-0.0010425i,-0.0012016-0.0011663i,-0.00069032-0.00028312i,0.00049451-6.1106e-05i,0.00071253-0.00048522i,-0.00045611-0.00069679i,-0.0011106-0.00044096i,-0.00058563-0.00014841i,-0.00014951+0.0002934i,-0.00017511+0.00060807i
-4.9359e-05-0.0019307i,-0.00096886-0.0021353i,-0.0013708-0.00097359i,-0.0012504-0.00084094i,-0.0011293-0.001555i,-0.0022678-0.0021644i,-0.0025203-0.0021595i,-0.0019989-0.00169i,-0.0018665-0.0011619i,-0.0015627-0.00038691i,-0.00084324-0.00071705i,3.5067e-05-8.6326e-05i,0.00011929+0.001242i,-0.00011561+0.0011875i,0.0003996+0.00022063i,0.0015954+5.8332e-05i,0.0018215+0.00014911i,0.00078642-4.2229e-05i,0.00066068-0.00013164i,0.00029185-0.00022437i,-0.00054649-9.0094e-05i,-0.00021176-0.00033212i,0.00074124-0.00056611i
-0.00083863+8.9832e-05i,0.00014444+0.00074026i,0.00018539+0.00056498i,-0.00015946+4.3825e-06i,-0.00071734-0.00018966i,-0.0020603-0.0013392i,-0.0025784-0.0015709i,-0.0018045-0.00065876i,-0.0015822-0.00023001i,-0.0014961-0.00056732i,-0.0004195-0.00059506i,7.6058e-05+6.4855e-05i,0.00053484-6.7755e-05i,0.0013507+9.804e-05i,0.0013413+0.00092259i,0.00068614+0.00070685i,0.00031372+0.00024783i,0.00074369-0.00037506i,0.00063769-0.0010408i,0.00047904-0.00090078i,0.00097589-0.00041363i,0.00075631-0.00049755i,-0.00029629-0.00073705i
-0.0014655-0.0017302i,-0.0012199-0.0018739i,-0.0015147-0.0018741i,-0.00096703-0.00024743i,-0.00035848+0.0011155i,-0.0007551+0.00085117i,-0.0019233+0.00075528i,-0.0026591+0.0016267i,-0.0012782+0.0019174i,-8.5004e-05+0.00095813i,9.4389e-05+2.9917e-05i,0.00097496+0.00036619i,0.0012967+0.00043615i,0.00041844+0.00048189i,2.3808e-05+0.00086969i,0.00036035+0.00054654i,-7.757e-05+0.00019105i,-0.00034256+0.00035989i,-0.00039952+0.00040631i,0.00036315+8.7281e-05i,0.001212+0.00031246i,0.00065356+0.00028554i,0.00014108+0.00060049i
-0.0015931+0.0010514i,-0.0014581+0.0013237i,-0.0015177+0.0013937i,-0.00015065+4.8351e-05i,0.001304+0.00082705i,0.00068538+0.00256i,-0.00029805+0.002421i,8.8122e-06+0.0026473i,0.00061147+0.0021378i,0.0003967+0.00048601i,-0.0002452-0.0004965i,-0.00025364-0.0013074i,0.00014193-0.0018386i,0.00069189-0.0010796i,0.00099269-0.00084124i,0.00074819-0.00078915i,-4.2139e-05-5.6013e-05i,-0.00095962+0.00029756i,-0.0011283+0.00012979i,-0.00014983-0.00014088i,0.00027746-0.00093494i,-7.5105e-05-0.0010623i,0.00024212-0.00053563i
0.0031812+0.0001925i,0.0021959+6.2855e-05i,0.00038385-0.00064835i,0.0012594-0.00066622i,0.0015826+0.00029048i,-0.00011373+0.0010475i,0.00025216+0.0022302i,0.0013965+0.0027109i,0.0021464+0.00077128i,0.0015568-0.0005545i,0.00015803-0.0010519i,-0.0010075-0.0012872i,-0.0017376-0.00074088i,-0.0014443-0.00056612i,-0.0011914-0.00090024i,-0.0013772-0.00057694i,-0.0013445-0.00072614i,-0.000522-0.00082864i,0.00028503-0.00088726i,-0.00030002-0.0012696i,-0.00071033-0.00049754i,-0.00045724+0.00011321i,-0.00039341-0.00026655i
4.766e-05-0.00056325i,-0.0015922-0.00091657i,-0.0012201-0.0019059i,0.00079983-0.0014928i,0.00091065-0.00042549i,0.00031568-0.0011761i,0.0018396-0.0018039i,0.0026378-0.0012989i,0.00087654-0.0012401i,-0.00081118-0.0013345i,-0.00094269-0.00054676i,-0.00024787+0.00055351i,0.000206+0.0016602i,0.00042689+0.001915i,-5.1237e-05+0.00053801i,-0.00020699+0.00025587i,0.0008191+0.00017438i,0.00061267+1.0592e-05i,-0.00011599-9.4429e-05i,-0.00022493-0.00027135i,-0.00019496-0.00010372i,-0.00025845-0.00015792i,-0.00023233-8.3702e-05i
0.00073058+0.0016265i,0.00044889+0.001018i,0.00018901+0.00088858i,-0.00033373-0.000737i,1.8252e-05-0.0023426i,0.00076536-0.0029221i,0.0013074-0.0030699i,0.0016534-0.0029241i,0.00096334-0.0022004i,-0.0002618-0.00025096i,-0.00068262+0.0012894i,-0.00050336+0.0016007i,-0.00057167+0.0015512i,-0.00023109+0.0014439i,0.00091254+0.0011629i,0.0012405+0.00072719i,0.00070504-0.00015418i,0.00020189-0.0010742i,0.00023776-0.0014018i,-0.00048625-0.0011361i,-0.00044625-0.00033717i,0.00038983+0.00017392i,0.00034753-0.00026365i
-0.0011465-0.0026904i,-0.00043742-0.0013258i,-0.00043595+0.0010078i,-0.0019774+0.0011806i,-0.0026767-0.0002664i,-0.0023792-0.0010118i,-0.0015616-0.001363i,-0.0013178-0.0015977i,-0.0013769-0.0011237i,-0.00096403-0.00067729i,-0.0004979+0.00025042i,-0.00063699+0.00048616i,-0.00053455+0.00099757i,0.00034055+0.0007269i,0.00071403+0.0002613i,0.00025044+0.00010295i,0.00032911-0.00078045i,0.0001824-0.0012817i,-0.0007043-0.00086759i,-0.00064359-0.00054014i,-0.00038758-0.0006954i,-0.00045716-0.00030486i,-0.00014943+0.00019558i
-0.0012393-3.5524e-05i,0.00036144-0.00061677i,0.0016959-0.00030118i,-9.3943e-05+0.00017752i,-0.002011-0.00076559i,-0.0016724-0.00070391i,-0.0024065-0.00023069i,-0.0029362+0.00013181i,-0.0016284+0.0006114i,-0.00020529+0.00070493i,0.00055712+0.00089399i,0.00037893+0.00057575i,8.6114e-05+0.00035244i,0.00051769+1.9764e-05i,-0.00011269-0.00084771i,-0.00052929-0.001329i,-0.0003132-0.00054847i,-0.00033875+0.0003802i,-0.00024321-1.5299e-05i,0.00023134-0.00013902i,0.00059037+1.4548e-05i,9.9548e-05-0.00055321i,-0.00071267-0.00076575i
-0.00058755-0.0010101i,-0.00021486-0.0010604i,0.00073537-0.0020283i,0.00028699-0.00091136i,-0.0011684+0.00014104i,-0.0018344+0.00090048i,-0.0019343+0.0016451i,-0.001935+0.0015445i,-0.0013452+0.0011335i,-0.00059684+0.0011557i,-0.00050877+0.00097888i,-0.00072837+0.00015703i,-0.00070159-0.00028723i,-0.00019527-0.00010524i,0.00037977-0.00039118i,0.00059187-0.001177i,0.00047043-0.0010603i,-0.00024764-6.9495e-05i,-0.00042887+2.3698e-05i,-0.00018686-0.00044415i,0.00017324-6.5206e-06i,0.00071134+0.00033899i,0.00076548+0.00037908i
-0.0023401+0.00047516i,-0.001734+0.0007982i,-0.00023771+0.00076616i,0.0015507+0.00059386i,0.0017287+0.00096621i,0.00051098+0.0013052i,0.00020656+0.0010529i,0.00073893+0.0020772i,0.00089414+0.0023263i,0.00048803+0.00087687i,-0.00037684+0.00010484i,-0.00014728-0.00014815i,3.1857e-05-0.0005627i,-0.00019246-0.00048784i,-0.00031991+4.5863e-05i,-0.00023008+0.0007053i,0.00016926+0.00083544i,0.00021377-8.5493e-05i,0.00015515-0.0003036i,0.00063899+4.0534e-05i,0.001075+0.00035099i,0.00060922+0.00062805i,0.00020501+0.00015251i
0.00058803+0.00046265i,0.00027886-0.00068892i,-3.8329e-05-0.00022448i,0.00068157-0.00020083i,0.0020121-0.00041872i,0.0012965-0.00053718i,0.0010914-0.00026413i,0.0022939+0.00015879i,0.0017881-0.00018659i,0.00061555-0.00052427i,2.5606e-05-6.943e-05i,0.00054568-0.00061997i,0.00067344+0.00012907i,-0.0007848+0.0013084i,-0.00095122+0.00059213i,2.6868e-05+2.0721e-05i,0.00042348-0.00072618i,0.00024488-0.0012104i,-0.00049928-0.00043041i,-0.00063108-0.00043844i,-0.00018197-0.0011197i,-0.00043222-0.0011483i,0.00023771-0.0011757i
0.00056225-0.001141i,-0.0012376+0.00044495i,-0.0025412+0.0012419i,-0.0020588+0.00024194i,-0.00083874-0.00090151i,0.00011263-0.000431i,0.0013257-0.00039283i,0.0022066-0.0011847i,0.0012606-0.0015399i,-0.00077632-0.0015382i,-0.0011685-0.00053947i,-0.00065196+0.00056982i,-0.00058411+0.0002998i,-0.00015421-0.00038482i,0.00056306-0.00017709i,0.00017148-0.00018604i,0.0003009-0.00061865i,0.00049776-0.00067297i,0.00048583-0.00021731i,0.00071033-0.00028869i,0.00037486-0.000435i,-0.00016658+9.8796e-05i,-0.00092052+0.00039874i
0.00061452-0.00093386i,0.0008476-0.0011753i,0.0007903-0.00064096i,3.0108e-05-0.00080744i,-0.00079811-0.0027164i,-0.00089061-0.0037161i,-0.00043572-0.0030491i,-0.00043221-0.0020748i,-0.00030738-0.0012566i,0.00019837-0.00063096i,0.00018512-0.00045261i,0.00050583-0.00078884i,0.0011514-0.00042621i,0.0012492-0.00064049i,0.0010332-0.0012389i,0.0012981-0.00093014i,0.00028915-0.0003186i,-0.00065214+9.0592e-05i,-7.9139e-05+5.6316e-05i,0.00053234-0.00029513i,0.00059623+4.9233e-05i,0.00034544+0.00027889i,-0.00025372+0.00017129i
-0.00093071+0.00013972i,2.4118e-05-0.0001687i,0.0013376-0.00011498i,0.0011046-0.00039977i,-0.00019859-0.00095488i,-0.0014814-0.0012794i,-0.0024733-0.001711i,-0.002468-0.0021224i,-0.0015061-0.0013891i,-0.00082704-0.00051988i,-0.00013337-0.0010943i,1.9339e-05-0.0015438i,-0.00062029-0.00099932i,-0.0010083-0.0010104i,-0.00045622-0.0011709i,-7.9762e-05-0.00038364i,-0.00051191+0.00012708i,-0.00067181-0.00066175i,0.00031249-0.00062407i,0.00072432-0.00019476i,0.00019516+0.00058566i,1.1349e-05+0.0010684i,-9.7005e-05+0.00042558i
-0.0028103+0.0012527i,-0.0016219+0.00058506i,0.0010899+0.00028792i,0.0017639+0.0014737i,-3.6842e-05+0.001986i,-0.0019894+0.0014669i,-0.0031058+0.001067i,-0.0032213+0.00089491i,-0.0024773+0.00075333i,-0.0010864+0.00086513i,-0.00060209+0.00044603i,-0.00073374-0.00011277i,-0.00024669-0.00017783i,-2.7573e-05-0.00040062i,-0.00030131-0.00070833i,-0.00046536-0.00029575i,-0.00085663+3.8298e-05i,-0.00071089+2.6417e-05i,0.00012621+0.00012047i,2.9506e-05+0.00036412i,2.4127e-05+6.4427e-05i,0.00057553+0.00037287i,0.00027898+0.00045869i
-0.001354-0.00036496i,-0.0014745+0.00021898i,-0.0010822+0.0005341i,0.00035388+0.00084067i,0.00068108+0.0015653i,-0.00016132+0.0014457i,-0.00055989+0.001365i,-0.00066765+0.0020911i,-0.00060493+0.0019865i,-0.00062473+0.00071155i,-0.00060109-4.1377e-05i,0.00017306+0.00083518i,0.00046666+0.0016006i,0.00030859+0.00080045i,0.00086434+0.00015434i,0.0014578+0.00029449i,0.0013339+0.00017897i,0.00043172-0.0004463i,-0.00056873-0.00065484i,-0.00048184-9.4226e-05i,-0.00034543+0.00011245i,-0.00020179+2.0324e-05i,0.00037436+0.00041924i
0.00012394+0.0027471i,-0.00014795+0.0025514i,0.0004878+0.0018065i,0.0022936+0.0010927i,0.0030968+0.0005194i,0.0023547+0.0010088i,0.0015446+0.0020832i,0.0018333+0.0031292i,0.0017519+0.0028255i,0.00078802+0.0014574i,0.0004543+0.00057476i,0.00035038+0.00048649i,7.2061e-05+0.0005342i,9.6133e-05+0.00031201i,0.00020373+0.00013171i,0.00013682+0.00037601i,0.00047157+0.00053219i,0.00059297+0.00042074i,1.6531e-05+0.00024899i,-0.00028049+0.00035751i,0.00044902-0.00028073i,0.00059344-0.00080478i,0.0004134-0.000364i
-0.00070915+0.00070374i,-0.00053449+0.00044737i,-0.0016746+0.00037351i,-0.001126-0.00072853i,0.0010784-0.0010538i,0.0019384+3.5044e-05i,0.0021358+0.00051877i,0.0026988+0.0011611i,0.0022409+0.00099712i,0.00088817+0.00031366i,0.00025279-0.00010059i,0.00084863-0.00052609i,0.00082854-0.00043433i,0.00070812-0.00018226i,0.00088954+7.8415e-05i,0.00034417-6.1532e-05i,0.00085507+4.7684e-05i,0.001266+0.00057498i,0.00071916+0.0009354i,-1.9906e-05+0.00099883i,-7.2193e-05+6.6087e-05i,0.00041765-0.00032301i,0.00064977+2.8706e-05i
0.00068088-0.0017153i,0.00048365-0.00081369i,0.0010418-5.7035e-05i,0.00043639-0.00068398i,-0.0001115-0.001484i,0.00055499-0.0020335i,0.0015389-0.0022129i,0.002652-0.0030304i,0.00098383-0.0029894i,-0.0011425-0.0012734i,-0.00069953+0.00010902i,8.8158e-06+6.4535e-05i,-0.00020148+3.0238e-05i,0.00045313-0.00056317i,0.00081306-0.00094575i,-0.00049156-8.8852e-05i,-0.00080143+0.0001327i,-1.5547e-05+0.00013434i,-6.5868e-06+0.00047475i,-0.00021088-5.9906e-05i,0.00022179-0.00053563i,0.0002015-0.00032997i,-0.00028555-0.00014798i
0.00061993-0.0013469i,-0.00019402-0.0020469i,0.00037035-0.0021887i,7.509e-05-0.0023542i,-0.001338-0.0028988i,-0.0015826-0.0032991i,-0.0011125-0.003604i,-0.00094296-0.0032296i,-0.00091648-0.0017027i,-0.0014249-3.0009e-05i,-0.0014531-0.00062443i,-0.00095032-0.0014268i,-0.0012426-0.0013812i,-0.0011545-0.00071093i,-0.00090347-0.00082253i,-0.00039709-0.00054221i,-5.5202e-05+0.00028814i,0.0002249-0.00020129i,0.00076135-0.0011071i,0.00057487-0.0007533i,0.00026456+6.0493e-06i,0.00039443+0.00044045i,0.0010149+0.00047414i
0.00070759-0.0016509i,-0.00061525-0.0021648i,-0.00086544-0.0020671i,-0.0015185-0.0010502i,-0.0032241-0.0011264i,-0.0038231-0.00101i,-0.0031799-0.00081549i,-0.0020841-0.00083402i,-0.0014119-0.00078978i,-0.0016893-0.00075946i,-0.0016416+0.00013785i,-0.0020691+0.0011868i,-0.0020731+0.0014564i,-0.0017586+0.0010732i,-0.0016011+6.0238e-05i,-0.0016544-0.0003952i,-0.0013644-0.00072541i,3.2545e-06-0.0012177i,0.000479-0.0006427i,-0.00026774-0.00011995i,-0.00013433+1.3511e-06i,1.8868e-05+0.00026912i,-0.00079856+0.00093267i
-0.0016583+0.0019481i,-0.0021348+0.0018475i,-0.0010038+0.0012977i,-0.00016825+0.00058753i,-0.00039529+3.3888e-05i,-0.0018446+0.00073503i,-0.0031877+0.0013118i,-0.0028628+0.0016209i,-0.0021032+0.0022834i,-0.00082061+0.0018508i,2.328e-05+0.0011374i,-0.00021044+0.000837i,-0.0001782+0.00026067i,-9.5054e-06-0.00013499i,-0.0006635-0.00079893i,-0.00053363-0.0012118i,-2.8252e-05-0.00060206i,-0.00015224-0.00010143i,-0.00043421+0.00010552i,-0.00019638+0.00022045i,0.00045193-0.00030763i,0.00089118-0.00072484i,0.00025322-0.00039429i
0.00060858+0.0012576i,0.0004842+0.00099114i,0.00079478+0.00056363i,0.0011118+0.00021392i,0.0015796+0.0005202i,0.0010606+0.0016192i,-0.00021103+0.002792i,0.00013186+0.003249i,0.00067654+0.0029033i,0.0013186+0.0010112i,0.0012705-0.00016031i,0.00055491-0.00011301i,0.00095017+0.00015564i,0.00079753+7.2043e-05i,-0.00013884+0.00012144i,0.00040808+0.00036683i,0.0011097+0.00089034i,0.00082161+0.00097384i,0.00059158+0.00014794i,0.00060925-0.0004478i,0.00017528-0.00041257i,2.1444e-06+1.7078e-05i,-1.6857e-05+0.00038099i
0.0012962-0.00067651i,0.00072143+0.00063218i,0.00042519+0.0010967i,-0.0006041+0.0013796i,0.00023713+0.0011225i,0.0016877+0.00097921i,0.0017623+0.001171i,0.0024611+0.0014228i,0.0022512+0.0014144i,0.0007234+0.00021411i,-0.00019904-0.00040832i,-7.9498e-05+1.177e-05i,0.00014121-5.4109e-05i,0.00097435-0.00059232i,0.0010549-0.00032843i,0.0004704+0.00074984i,5.6831e-05+0.0016786i,-0.00099823+0.001667i,-0.00085076+0.001212i,0.00046519+0.0011104i,0.0010825+0.00026729i,0.00062599-0.0007879i,6.1423e-05-0.00068025i
