0.00083291-8.3223e-05i,0.00078356-0.00022918i,-0.00014868-0.00014458i,-0.0011921-0.00019439i,-0.0022122-7.4346e-05i,-0.0024305+0.00031999i,-0.0012835+0.001206i,0.00015933+0.0014454i,0.0010142+0.00041606i,0.0013206-2.3842e-05i,0.00087496+0.00036045i,0.000614+0.00057489i,0.00031608+0.00040555i,-0.0003798-5.678e-05i,-0.0010821-0.00019494i,-0.00068314+0.00026452i,0.00020675+0.00026748i,0.00054974-0.00021794i,0.00048557-0.00021717i,-0.00029837+5.537e-05i,6.1833e-05-5.7113e-05i,0.00091883-7.9319e-05i,0.00061684+0.00034091i
0.00075841-0.00066613i,0.00055837-0.00094915i,0.0020697-0.0010795i,0.0028022-0.0018041i,0.0010808-0.0021694i,-0.00075482-0.001115i,-0.0005602+9.8037e-06i,0.00027732+0.00066561i,0.00041385+0.00044595i,0.00025848-0.00063844i,-0.00047485-0.00032417i,-0.00047972+0.00053812i,0.00022307+0.0010209i,0.00018463+0.0011002i,0.0001598+0.00042354i,7.0466e-05+0.00046722i,-0.00065859+0.00015607i,-0.00086336-0.00048544i,-0.00052503-0.00030074i,-0.00016885+0.00044148i,0.00030034+0.00080924i,0.00086245+0.00086157i,0.00066158+7.959e-05i
-0.0010355+0.0013066i,-0.0019284+0.0011318i,-0.0014512-0.0007577i,-0.0016626-0.0013532i,-0.0019813-0.00088014i,-0.0015715-0.00098905i,-0.00072436+0.00045861i,-0.00043742+0.001201i,-0.00042273+0.00081254i,0.00017531+0.00047661i,0.00049356-8.9217e-05i,0.0011348-0.00060956i,0.0010408-5.5306e-06i,0.0003069+0.00030167i,0.0001113-0.00029508i,-0.00019496-0.00050348i,-7.957e-05+0.00010156i,0.00063969-0.00017429i,0.0010047-0.0011723i,0.0011027-0.00072643i,0.00071023+0.00027062i,-6.318e-05+0.00054521i,0.00051369+0.00078241i
-0.00066605-0.00017157i,0.00013321+0.001439i,0.0015884+0.0026286i,0.0014069+0.0017242i,0.00075921-0.00020979i,0.00085474-0.001333i,0.00047328-0.0014144i,-0.00036058-0.0007353i,-0.00062658-0.0001784i,-0.00044248+0.00021796i,-0.00016685+0.00050473i,-0.00013938-0.00049819i,-0.00033708-0.00085009i,8.9945e-05-0.00028209i,-7.9502e-05+0.00066325i,-0.00076803+0.00061224i,-0.00033154-9.9472e-05i,0.00047248+0.00025437i,0.00016451+0.00020444i,-0.00029091-0.00042067i,-0.0006756-0.0003287i,-0.0013776-0.0005321i,-0.00057634-0.00076354i
-0.00039018+0.00072844i,-0.00031475+0.0012715i,0.00019397+2.6982e-05i,0.00060199+0.00074099i,0.0003141+0.00093927i,3.2364e-05+0.00017431i,-0.00026001+0.00053295i,-0.00011503+0.0010641i,-1.4517e-05+0.00075803i,-0.00016506+0.00025109i,-2.4768e-05+0.00078211i,-0.00030402+0.00072777i,0.0003469+0.00058217i,0.0012766+0.00087978i,0.00031553+0.00031551i,-0.00051809-0.00010471i,-0.00086569-9.7012e-05i,-0.00082148-0.0006978i,6.5463e-05-0.00099956i,0.00077594-6.2141e-06i,0.00035872+0.00061908i,-0.00054067-0.00032765i,-0.00094881-0.00062708i
-0.00040963-0.00033792i,-1.0456e-05+0.00021448i,0.00012343+0.00065816i,0.00035988+0.00082113i,0.00018327+7.4926e-05i,1.4311e-05-0.00081619i,-0.00026759-0.00095293i,-0.0001493-0.00074036i,0.00070864-0.00045573i,0.00075591+2.612e-05i,0.00040767-0.00022903i,0.00072449-0.00038289i,0.00028014-0.00033293i,-0.00055206-0.00065248i,-0.00056626-0.00011113i,-0.00045033+0.00039471i,-0.00053438-0.00050292i,-0.00080253-0.0014759i,-0.0011879-0.0012009i,-0.00056467-0.00091408i,0.000196-0.00071022i,0.00013299-0.00015158i,-0.00035489-0.00041446i
-0.00089251+0.0010845i,-0.00080879+0.00085988i,-0.00010877+0.00013645i,-0.00029067-0.00046592i,-0.00075834-0.0014825i,-0.00063772-0.0010411i,-0.00072067-0.00068339i,-0.00030055-0.00051441i,0.00022748+0.00012396i,0.00010425+0.00010871i,-0.00030656+7.0651e-05i,3.1915e-05+0.00016137i,0.00025209-0.00027042i,0.00025625-0.00014652i,-0.00010132+0.00042189i,-0.00018872+0.0011546i,0.00034168+0.00088174i,0.0010905+0.00038867i,0.00047182+0.00060957i,-0.00026643+0.00032979i,0.00057139-0.00018984i,0.00098589-0.00014793i,0.0005828+0.00031001i
-0.0013986+0.00073694i,-0.0020282+0.0017993i,-0.0015646+0.0014592i,-0.00044855+0.00046553i,-6.588e-05+4.4217e-05i,-0.00046157+0.00043282i,-0.0013089+0.00011795i,-0.0012433+0.00016321i,-0.00039459+0.00069873i,0.00029559+0.00017046i,-0.00020114-0.00029794i,-9.0734e-05-9.1493e-05i,0.00046971+9.0502e-05i,-0.00017352+0.00026939i,-0.00036941+0.00027159i,0.00019299+0.00023572i,0.0008201+0.00019835i,0.0014798+0.00022669i,0.0016577+0.00024641i,0.0011438-4.7545e-05i,0.0006548-8.4382e-05i,0.0004122+8.9262e-05i,0.00023476-0.00084391i
0.00082112-0.0015584i,-6.9014e-05-0.00050648i,0.00054151-0.00032404i,0.0018965-0.00030229i,0.0011108-0.00095002i,-0.0007399-0.0017869i,-0.0011838-0.0010751i,-0.00016452-0.00044915i,0.00057535-0.00029795i,0.00062543-0.00023016i,0.00043891-0.0002313i,-5.479e-05-0.00068621i,0.00017632-0.00075069i,-0.00012342-0.00016767i,-0.00078822+2.8872e-05i,-0.00076992-0.00044939i,-0.00024368-0.00036316i,0.0010012-6.8103e-06i,0.0014861-3.162e-05i,0.00034792+5.9004e-05i,2.4463e-05-0.00017865i,-8.7494e-05-0.00068703i,-0.00040946-0.00093256i
-0.0009132+0.001567i,-0.00061603+0.0016695i,-0.0010046+0.001567i,9.706e-06+0.00079366i,0.0012866+0.00016746i,0.0011953+6.2699e-05i,0.00035548+0.00038804i,-0.00011737+0.00039039i,-9.4299e-06+4.0665e-05i,-4.7303e-05+0.00025228i,-0.000232-0.00018786i,0.00013766-0.00014931i,1.5125e-05+0.00044367i,-0.00026934+0.00025954i,0.00016371+0.00022788i,0.00017151+2.3098e-05i,-9.7761e-05-0.00055582i,0.00024187-0.00075585i,0.00066824-0.0011414i,0.00035851-0.00039363i,0.00028497-5.1718e-05i,0.00076345-0.00062428i,0.00041316-0.00030685i
-0.0021708+0.0017139i,-0.0020552+0.002106i,-0.00081992+0.0027003i,0.0011961+0.0027438i,0.0011702+0.0014159i,0.0011052+0.00048146i,0.00083631+0.00024174i,-0.00020238+3.8251e-05i,-4.2542e-05+0.00014966i,0.0003267+0.00061865i,0.00061724+0.00021141i,0.00029559-0.00071885i,-0.00045009-0.0006645i,-0.00051083-0.00050775i,8.8305e-05-0.00089786i,0.00039107-0.0010144i,0.00043481-0.00080307i,0.00049188-0.00050345i,0.00052763-1.4171e-05i,7.6607e-05+2.41e-05i,-0.00031197-0.00018871i,-0.00034872+1.6421e-06i,-0.00019319+0.00025211i
0.0010697+0.0010705i,-0.0009205+0.0018809i,-0.00045479+0.0010569i,2.1915e-05-0.00085116i,-0.00082789-0.0011215i,-0.0010815+0.00021166i,-0.00076883+0.00070324i,-0.00080649+0.0012738i,-0.00093918+0.0017907i,2.0151e-05+0.00094996i,0.0007673-3.8335e-05i,0.0004508+0.00040665i,-0.00068608+0.00090274i,-0.00081396+0.00093115i,-0.00015376+0.0005327i,-4.7193e-05+8.0264e-05i,1.8579e-05-0.00025626i,-0.00024515-0.00037778i,-0.00019545-0.00020148i,0.00027025+8.9191e-05i,0.00064302+0.000736i,0.0012054+0.0011767i,0.00070979-5.5989e-06i
0.0013077+0.00023664i,0.0012327+0.00089283i,0.0020904+0.0010692i,0.0016165-0.00020564i,-0.00032725-0.0012313i,-0.0015965-0.00051756i,-0.0011041+0.00024179i,-0.00067266+0.00057713i,-0.0005222+0.00044075i,-0.00023628+0.00023751i,-0.0002721-0.00012894i,0.00020707-0.00042736i,0.00030065+0.00042911i,-0.0005733+0.0010272i,-0.00067385+0.00050823i,-0.00034337-0.00012259i,-0.00041986+0.00038716i,-0.00059275+2.6923e-05i,-0.00069355-0.0008963i,-0.00017043-0.0013754i,-6.8266e-05-0.00033542i,-0.00091605+0.00096231i,-0.00062551+0.00058909i
-9.6237e-05+0.0017132i,0.0011527+0.0024896i,0.0014679+0.0020297i,0.00032832+8.2719e-06i,-6.0494e-05-0.0013345i,-0.00028902-0.0012932i,-0.00060064-0.00024649i,-0.00037303+0.0004569i,-0.00042726+0.00043232i,-0.00080928-5.6604e-05i,-0.00062275-0.00016152i,-0.0005566+0.00012455i,0.0001396+0.0007474i,0.00041104+0.00078441i,-0.00060159+0.00048175i,-0.0015192+0.00047844i,-0.00059687+3.9418e-05i,0.00094453-0.0003709i,0.00089358-0.0001891i,-0.00014522+0.00016067i,-0.00074531+0.00074476i,-0.00036186+0.0010229i,0.00040053+0.00049893i
0.0015616-0.0014665i,0.00068289-0.00074841i,-0.00079303-0.0013178i,-0.0019396-0.0014575i,-0.0021845-0.0022503i,-0.001892-0.0010972i,-0.0010528+0.00084449i,-1.7839e-05+0.0015106i,0.0003472+0.00096556i,-0.00024883+0.00052515i,-0.00042394+0.00088361i,0.00037913+0.00071697i,0.00042984+0.00077883i,0.00036036+0.00095428i,0.0006695+0.00068358i,0.00089851+0.0001415i,0.0013457-0.00072581i,0.0014184-0.00088185i,0.0009667-0.00059436i,0.00087947+0.00057801i,0.00059592+0.0014345i,0.00028536+0.00026646i,-0.00047645-0.00018197i
-0.00011773-0.0014727i,0.00052037-0.00079613i,0.00064856+0.00018165i,0.00065846+0.00038166i,0.00059283-5.3487e-05i,0.00051135-0.00040632i,-0.00014137-0.00049897i,-0.00080053-0.00029132i,-0.00015816+0.00012478i,0.00025732+0.00049495i,-0.00015433+0.00048365i,-0.00029244+0.00018057i,3.3039e-05-0.0003603i,0.00019237-0.00024631i,0.00042456-0.00011492i,0.00040651-0.00070029i,-7.5341e-06-0.0004084i,9.0404e-05+0.0010077i,-0.0001551+0.0011982i,-9.0045e-05+0.00021641i,-0.00014508-0.00035144i,-0.00062882-0.00024481i,-0.00056137-0.00010264i
0.0014787+0.00047683i,0.0013079+0.0013244i,0.0015217+0.00065104i,0.0017332-0.00095885i,0.00064071-0.0025814i,-0.00027476-0.0019995i,-0.00028552+0.00028077i,-0.00015816+0.00097928i,-0.00035112-6.8475e-05i,-0.00058756-0.00032726i,8.9489e-06-0.00030218i,0.0004607-0.00037503i,2.411e-05-3.8723e-05i,-0.00086122-4.053e-05i,-0.0011101-0.00024195i,-0.00069229+0.00010113i,-0.00026509+0.00038896i,0.00017842+7.846e-05i,2.1565e-06+0.00017908i,-0.00026765+0.00038212i,-0.00017712+0.00038686i,0.00010219+0.00017603i,0.00024757+0.00033127i
0.00042755-0.00083773i,7.2237e-05-0.0012784i,-0.00012425-0.0010415i,-0.00088649-0.00056249i,-0.0013908-0.00073045i,-0.00083677-0.00086619i,-0.00034617-0.001062i,-0.0005946-0.00037481i,-9.8489e-06+0.00077797i,0.00014222+0.0004488i,0.00052469-4.7407e-05i,0.0010403+0.000253i,0.00036963+0.00071087i,0.00072161+0.0011054i,0.00049909+0.00081075i,-0.00020788+0.00035111i,-0.0002197+1.9325e-06i,-7.5114e-05+0.00013509i,4.9217e-05-1.5454e-05i,0.00011564-0.00023377i,-3.0685e-05+3.5676e-05i,-0.00014877+1.5689e-06i,0.00082268+0.00049194i
0.0011306+0.0019472i,0.00032432+0.0024031i,-0.00012627+0.0017638i,0.00061261+0.00020299i,0.00076482-0.0004832i,0.00040124+0.00013669i,-0.00018849+0.00081137i,-0.001038+0.0011585i,-0.00045881+0.0010656i,0.00054065+0.00089859i,0.00033866+0.00063757i,-0.00016247-0.00016214i,-0.00011504-0.00018202i,-0.00021866+0.00086962i,-0.00073206+0.00063229i,-0.00031587-0.00021633i,0.00011384-0.00027562i,-0.00010428-0.00013178i,0.0004977-0.0002811i,0.00035831-0.00016196i,0.00010175-0.00036459i,-6.9944e-05-0.00063521i,-0.00032127-0.00066843i
0.0021675-0.00045512i,0.002293+0.00026302i,0.0021043+1.9988e-05i,0.0020077-0.00093039i,0.0012043-0.0023632i,-0.0004313-0.0021011i,-0.00084669+0.00014822i,-0.00029596+0.0010271i,1.0413e-05+0.00088691i,9.9615e-06+7.9338e-05i,-0.00057038-0.0005878i,-0.00066148-0.00063229i,-0.00074804-0.00046356i,-0.00016579-0.00010657i,-0.00028496+0.00029189i,-0.00081879-0.00011936i,-0.00069833-0.0003558i,-0.00090143+5.7813e-06i,-0.00096935+0.00087685i,-0.00040117+0.00071696i,0.00038156+0.00033728i,0.00052549+0.00050572i,0.00010779+0.00097875i
-0.0019128+0.00075125i,-0.0019571+0.00067145i,-0.00030154+0.0016001i,0.0013881+0.0016366i,0.0016029+0.00016084i,0.0020371-0.001427i,0.0015548-0.001634i,0.00058895-0.0005611i,0.000174+0.00028951i,0.00054076+2.7256e-05i,0.00015552-0.00039507i,-0.00047044-0.00031174i,-0.00045225-0.00048604i,-0.00047062-0.00015581i,-4.5855e-05-6.4171e-05i,0.00018848-0.00025663i,0.00027263+0.00026326i,0.00048699+0.00069802i,8.6063e-05+0.00068316i,-0.00035831-0.00012759i,-0.00012036-0.00095127i,0.00092981-0.00052101i,0.00084009+0.0007159i
-0.0015652-0.00077375i,-0.0011581+0.001802i,-0.0013947+0.0019918i,-0.0011023+0.0010527i,-0.00083618+0.00075948i,-0.00032835+0.00098942i,-0.00026893+0.0012216i,-0.00023901+0.00082362i,0.00017195+0.00043701i,4.7632e-05+0.00018342i,-0.00031894+0.00066248i,-6.3415e-05+0.00052056i,-0.00010905+0.00013051i,-0.00039011+5.3644e-06i,-0.00010308-0.00067162i,0.0010345-0.00074279i,0.0017049-0.00059374i,0.0013184-0.00055254i,0.00012001-0.00051145i,-0.00058878-0.00014979i,3.4507e-05+1.2748e-05i,0.00070816+0.00014342i,0.00043301+0.00055021i
-0.00079747-0.00014409i,-0.00017132-0.00010273i,0.00041152-0.00021846i,0.00052349-8.5633e-05i,-0.00011599+7.3944e-05i,-0.00084952+9.7303e-06i,-0.00093695+3.4562e-05i,-0.00097308-0.00042226i,0.00019381-0.00011321i,0.0011597+0.00050073i,0.00042546+0.00043071i,-0.00021937+0.00064951i,-0.00036456-0.00019289i,-0.00082159-0.0011473i,-0.00045398-0.00067775i,0.0001289-0.00056274i,0.00014312-0.00038976i,1.1817e-05+0.00012257i,0.00018192-0.00010505i,0.0001858-0.00043811i,3.1815e-06+0.0002284i,-4.0807e-05+0.0010019i,2.1204e-05+0.00085082i
0.00052243+0.0032865i,0.0019481+0.0038275i,0.0018834+0.0029251i,0.0020221+0.0018201i,0.0025061+0.00050466i,0.0012954-0.00066062i,0.00077299-0.0009104i,0.00098812-0.00046188i,0.00047847-0.0003737i,0.00035188-0.00084664i,-0.00063075-0.00042394i,-0.0013727-0.00014437i,-0.00045683+1.832e-05i,-0.00037787-5.6242e-07i,-0.00048947+3.1503e-05i,-0.00053402+0.00061789i,0.00021263+0.00047581i,0.00045194+0.00012699i,-0.00045464+5.4364e-05i,0.00014863+0.00023139i,8.3221e-05+0.00032342i,-0.00084612-2.3646e-05i,-0.00025531-0.00043422i
-0.0010125-0.0019555i,-0.0016459-0.0012048i,-0.001992-4.7838e-05i,-0.0015351+0.00079024i,-0.0010054+0.00073198i,-0.00070496+0.00064909i,-0.00073451+0.00062351i,-0.00043093+0.00035997i,0.00021238-0.00019905i,0.00082004-0.000424i,0.00094292-0.00018796i,0.00040741-0.00030694i,0.00027278-0.00062087i,8.4381e-05-0.000109i,0.0003972-0.00015373i,0.0011314-0.00046606i,0.00075153-4.3952e-05i,-0.00011007+0.00025292i,-0.00052345+5.1166e-05i,-2.9539e-05+0.00039647i,0.00053378-7.7283e-05i,0.00021123-0.00054532i,9.1389e-05-0.00055495i
0.00089892+0.00020342i,0.00027743+0.0015998i,-0.00059838+0.002088i,-0.00068074+0.0008204i,-0.00090036-0.0013042i,-0.0013242-0.0009961i,-0.0010376+0.00025768i,-0.00050856+0.00026981i,-0.00043094+0.00064075i,-0.00082798+0.00013643i,-0.00058274-0.00064547i,0.00031159-0.00038668i,0.00087115+5.73e-05i,0.00052791-7.6138e-05i,0.00023833-0.00065234i,0.00036744-0.00070821i,2.2253e-06+0.00031195i,0.00038293+0.00083787i,0.0005797+9.6795e-05i,8.6013e-05-0.00018663i,-0.00043129-0.00059337i,-8.1679e-05-0.001166i,-9.7636e-05-0.00087018i
0.00043149-0.00031219i,0.00063885-0.00019485i,0.0013942-0.00058542i,0.0017216-0.0021481i,0.0013171-0.0028166i,0.00017479-0.0020276i,-0.00053445-0.00069921i,-0.00020032+0.00052723i,1.2159e-05+0.00050182i,0.00016882-0.00012358i,9.5194e-05+0.00016933i,-0.00021737+0.00040455i,6.8903e-05-0.00031142i,-0.00028952-0.00041486i,-0.00097896-0.00045591i,8.9719e-05-0.00059492i,0.0012783+0.00036836i,0.0010999+0.00071662i,0.00041612-0.00013717i,0.00041291-0.00044827i,0.00037471+0.00024882i,-0.0004054+0.00058201i,-0.0006027+0.00055253i
-0.00085608+0.0001462i,-0.0013795+0.00021393i,-0.0013617+0.00056277i,-0.0010216+0.001188i,-0.00090821+0.00029234i,-0.00041207-0.00053764i,-0.00028997-5.2959e-05i,5.4999e-05+0.0006724i,0.0003389+0.00035319i,0.00030758+6.8718e-05i,0.00087937+0.00026419i,0.0013956-0.00063473i,0.0013361-0.00096324i,0.0010247-0.00049739i,0.00070974-0.00051996i,0.00051073+0.00015103i,0.00015124+0.00028444i,-0.00016863-0.00038653i,-0.00041872-0.00074093i,-0.00012177-0.00040318i,0.00018468+0.000113i,-0.00014357-0.00053509i,-0.00063346-0.0009858i
-0.0015759-0.00084395i,-0.00093181-0.00088455i,0.00022814-0.0011884i,0.00040005-0.00073623i,-0.00032586-0.00073853i,-0.00088412-0.00044995i,-0.0008584-0.00061222i,-0.00070857-0.00041006i,-0.00072352+0.0003264i,-0.00069884+0.00059272i,-0.00061422+0.00058692i,-1.2757e-05+0.00025178i,0.0009129+8.0969e-05i,0.00102-0.00047468i,0.00032789-0.00084239i,-0.00022628-4.8556e-05i,-0.00064627-0.0001633i,-0.00073098-0.0009626i,8.0194e-05-0.0010471i,0.00078883+1.3955e-05i,0.0005084+0.0010335i,0.00033543+0.0010199i,0.00024523+0.00072557i
-0.0009142+0.0018494i,-0.000953+0.0020788i,-0.0010552+0.002069i,-0.00011829+0.0007591i,0.00075115+0.00011357i,0.0011509-0.00061227i,0.00036597-0.00036248i,-0.00084672+0.0010431i,-0.00040865+0.0011497i,0.00055778+0.00023531i,0.00038503+0.00014274i,0.00018246-0.00033652i,0.00043428-0.00033375i,0.00068594-0.00036251i,0.0007789+0.00016706i,0.00025946+0.00047195i,-9.4878e-05-0.00041337i,0.00087444-0.00058541i,0.0013881+0.00015559i,0.00081314+0.00039094i,0.00028424+0.00051669i,0.00012999+0.00067512i,-3.7503e-05+6.7404e-05i
-0.0033888+0.0019776i,-0.002197+0.0033821i,-0.0017138+0.0043148i,-0.0005226+0.0038417i,0.00076044+0.0026249i,0.00061455+0.00097774i,-0.00010276+0.0007742i,-0.00068333+0.0010783i,-0.00045638+0.00020099i,-0.00020919-0.00029788i,-0.00078882+0.00034419i,-0.00063975+0.000538i,-0.00016834+0.0006433i,-3.4569e-06+0.00045792i,-0.00036916+0.00023648i,-0.0010301+0.00030364i,-0.00085787+0.00022312i,-0.00024309+3.9795e-05i,0.00034361+0.00026203i,0.00060165+0.00040959i,0.00077594+1.2716e-05i,0.00087177-0.00043562i,0.00081712-0.00030895i
0.00039205+0.0015581i,0.0012503+0.0018671i,0.0022167+0.0016771i,0.0025133+0.0018879i,0.0017952+0.00047283i,0.00059645-0.00082094i,-0.00090806-0.00063556i,-0.0016176-1.9608e-05i,-0.00085224-7.5864e-05i,-0.00076247-0.00046652i,-0.00082488-5.1277e-05i,-0.00035777+0.00016961i,-0.00069844-0.00068956i,-0.0014615-0.00016223i,-0.0011621+0.00091179i,-0.00067771+0.00087732i,-0.00072768+0.00071924i,-0.00072113-0.00026583i,-0.00012868-0.00068118i,0.00050809+0.00050237i,0.00053565+0.00055721i,0.00017714+0.00053636i,0.000225+0.00064124i
-0.00060765+0.0013617i,-0.00091292+0.0016887i,-0.0015268+0.0019276i,-0.0004845+0.0011307i,0.00067472+0.00011192i,0.00094479+0.00013819i,0.00037608+9.4194e-05i,5.8049e-06-0.00016094i,-0.00014569+0.00035465i,-0.00066118+0.00090793i,-0.00031552+0.00084628i,0.00051398+0.00064939i,0.00039674+8.916e-05i,-7.6313e-05-0.00064346i,-0.00023627-0.00083403i,-0.00083613-0.0008119i,-0.00040284-0.00046318i,0.0004912-0.00016732i,0.00011474-0.00042284i,0.00016485-0.0002531i,0.00048899+2.0803e-05i,0.00092477-0.00019753i,0.00016256+0.00022587i
-0.0003804+0.0014939i,0.00025327+0.00079515i,0.00091899+6.2298e-05i,0.0011989-0.0008899i,0.0014384-0.0015484i,0.00068698-0.0006709i,0.00026156+0.0012055i,0.0007528+0.0010572i,0.0013258-0.00022925i,0.0012255-0.00049917i,0.00034265-0.00062291i,-0.00041766-0.00028192i,-0.00029053+0.000207i,0.00023153+0.00057112i,0.00040721+9.4081e-05i,-4.8829e-05-0.00019751i,-0.00034632+0.00026848i,0.00023177+0.00066986i,0.00046601+0.0011356i,0.00056965+0.00067276i,0.00091346-0.00010843i,0.00077882+0.00065937i,0.0003402+0.0013888i
-0.00048955+0.00067279i,-0.00059977+0.0010026i,0.00018756+0.0018053i,0.00055924+0.00084198i,0.00014472+0.00012465i,0.00039622-0.00058144i,-6.294e-05-0.00080394i,-0.00083312-0.00055013i,-0.00087454-0.00022674i,-0.00064975+0.00070561i,-3.9315e-05+0.0013105i,0.0002039+0.00082868i,-0.00028415+0.00015513i,-0.00058726+2.3595e-06i,-0.00068783-0.00056691i,-0.00074105-0.0010591i,-2.539e-05-0.00062602i,0.00045405-0.00026383i,0.00023362-0.00013225i,0.0004786+0.00019905i,0.0008168+0.00034447i,0.0010597+0.00031521i,0.00078692+0.00024021i
0.0011646+0.00081486i,0.0010989+0.001342i,-0.0001689+0.0011575i,-0.00038608-0.00044106i,0.00071311-0.0020429i,0.00054173-0.0017899i,-0.0006076-0.00057275i,-0.00069843+0.00032663i,7.6099e-05+0.00010522i,0.00044531-0.00055468i,0.00010979+0.00023215i,-5.6176e-05+0.00050298i,3.5581e-05+0.00056616i,0.0001265+0.001011i,-5.8261e-05+0.00010442i,-0.00050532-0.00036551i,-0.00017597+0.00018342i,0.00048552+0.00010301i,0.00014376-0.00046464i,0.00016181-0.0011783i,0.00024085-0.00099199i,-6.209e-05-0.00084569i,0.00022992-0.00074415i
0.00021998+0.0015204i,-0.00029981+0.0010237i,0.00011209+0.00075293i,0.0019952+0.00022884i,0.0020249-0.00016262i,0.00073994-0.00090206i,0.00021029-0.00035285i,-0.00025828+0.00069215i,0.00020734+0.00078904i,0.00012984-7.44e-05i,0.00040573-0.00067677i,0.00058538-0.00075652i,0.0001036-0.00049126i,0.00012222-0.00035654i,0.00023264-0.00085245i,0.00036971-0.00079143i,-8.9874e-05-4.5816e-05i,-0.00024987+0.00023559i,3.1571e-05-0.00046458i,0.00021727-0.00067885i,0.00021131-0.00058497i,0.00025845-0.00046149i,2.0001e-05-0.00015073i
0.00022968+0.0015803i,0.00022801+0.0021642i,0.0013678+0.0015992i,0.002521-0.00014271i,0.0023395-0.0020589i,0.00072507-0.0016814i,-0.00093606-1.7587e-05i,-0.0011398+0.0012489i,-0.00080396+0.0014094i,-0.00022914+0.00039601i,0.00046663+0.00040687i,0.00034088+0.00023236i,-0.00021128-0.00079001i,-0.00043912-0.00047964i,-0.00055817-0.00037947i,-0.0009959-0.00040167i,-0.00054857-0.00019107i,-6.0064e-06-0.00031311i,0.00013199-0.00086578i,0.0011275-0.0010404i,0.001115-0.0004089i,-5.5072e-05-2.7705e-05i,-0.00026574+4.8593e-05i
-0.00075106-0.0019588i,0.00043389-0.0013693i,0.00035665-0.00014844i,0.00070459-1.4377e-05i,0.0015975-0.00091991i,0.00097804-0.0012663i,-2.8918e-06-0.00072486i,0.00017771+3.6577e-05i,0.00034873+0.00016295i,-0.00021369+0.00028957i,0.00012991-0.0001476i,0.00092888-0.00045286i,0.0011233-0.00044394i,0.00091131+0.00020579i,0.00036099+0.00096084i,0.00011554+0.00043049i,-0.0001289+0.00018171i,-2.3574e-05+5.7812e-05i,-0.00033501-0.00044439i,-0.00084274-0.00072081i,-0.00069226-5.4667e-05i,-0.00091692+0.00024174i,-0.0009737-0.00070881i
0.00069984+0.0011026i,-9.1002e-06+0.0018396i,0.00045811+0.00062748i,0.00097026-0.0017174i,9.8916e-05-0.0023891i,-0.0010141-0.0011773i,-0.0012455-0.00011487i,-0.00092315-0.0001007i,-2.4568e-05-0.00021329i,0.00021354-0.0002918i,-0.00020373+0.00026413i,-0.00083123+0.00078076i,-0.0010091+0.00058965i,-0.00027674+0.0011958i,0.0002664+0.001358i,-2.7562e-05+0.00052269i,0.00016219+0.00040267i,0.00079077+0.00057487i,0.00065127+0.00039059i,0.00037502+0.00071222i,0.00036339+0.00053394i,0.00062091+7.5074e-05i,0.0003256+0.00044758i
0.00013071-0.0001042i,8.8852e-05+2.2708e-06i,0.00012062-0.00014878i,7.5981e-05-0.00024376i,0.00026346-0.0014507i,-2.6734e-05-0.0022747i,6.6228e-05-0.0015609i,0.00083255-4.4328e-05i,0.00053398+0.00070026i,-0.00044711+0.00021838i,-0.00070074-0.00022732i,-0.00016806+0.0001875i,-0.00025787+0.00046884i,-8.6931e-05-0.00031354i,-0.00022375-0.00043909i,-0.00049559-0.00031878i,-3.883e-05+0.00012433i,-0.00020222+0.00047536i,0.0001978+6.9958e-05i,0.00048645+0.00029246i,-0.00015516+0.00065709i,-0.00086369+0.00021484i,-0.00076036-0.00017297i
0.0004407-0.0013156i,-0.00091418-0.00082768i,-0.0016807-0.00023102i,-0.0014697+0.00017224i,-0.0020777-0.00027298i,-0.0020301-0.00022114i,-0.0014309-0.00010035i,-0.00097362+0.00024168i,-0.00028339+0.0004998i,-0.00020656-0.00029786i,-0.00061441-0.0010529i,-0.00056386-0.00029739i,1.9578e-05+0.00075185i,0.00010317+0.00095284i,0.00042245+0.0010068i,0.00040991+0.00042869i,5.6465e-05-0.00063657i,-8.1056e-05-0.00099345i,-0.00052625-0.00030649i,-0.00091924+0.00043578i,-0.00064955+0.0003082i,-4.8235e-06+0.00029484i,0.00025083-3.0909e-05i
-0.00078729-0.00012084i,-0.0012159+0.0010572i,-0.0016558+0.0018327i,-0.0011969+0.0016355i,-0.00039878+0.00098756i,-1.6595e-05+0.0006171i,-0.00012413+0.00067438i,-4.1502e-05+0.00034767i,5.1095e-05-1.1189e-05i,-0.00078314-0.00012417i,-0.00013137+8.8795e-05i,0.00050362+0.00047747i,-0.00039196+0.00035432i,-0.00057091+8.8709e-05i,-0.00029186-0.00038578i,0.00042777+0.00054133i,0.0011292+0.00048771i,0.00087425-0.00016818i,0.00047894-8.3584e-05i,0.00056339+0.00013338i,0.0012332+0.00046113i,0.0014035+0.00062951i,0.00096822-0.00023447i
