-0.00017659+0.00018952i,0.00046868-0.0016088i,-0.00050044-0.0034963i,-0.0016557-0.00097051i,-0.0026914+0.0017057i,-0.0019139+0.001651i,-0.00081951+0.0017153i,0.00063663+0.0021073i,0.0018+0.0014415i,0.001024+0.00018631i,0.00027096-0.00018817i,0.00035052+0.00023257i,-3.9827e-05+0.00014768i,0.00012711+0.00021523i,0.00012319+0.00074333i,-6.2325e-05+0.00060832i,-0.00022926+4.2791e-05i,-0.0005497-0.00010018i,-9.0236e-05+0.00013022i,0.00029934+0.00015884i,0.00025068+7.8109e-05i,0.0005455-0.00066268i,0.0005818-0.00055896i
-0.014455+0.0029455i,-0.022399+0.0094388i,-0.021044+0.025485i,0.0023532+0.012918i,0.039506-0.044415i,0.077142-0.096663i,0.10662-0.1279i,0.10585-0.14045i,0.072279-0.117i,0.034136-0.071391i,0.0077122-0.034731i,-0.0045405-0.014836i,-0.007507-0.0090308i,-0.0082287-0.0082267i,-0.0082803-0.0091444i,-0.007717-0.0099642i,-0.0054195-0.0047733i,-0.0026423+0.0032674i,-0.00089811+0.0066352i,0.00022453+0.001679i,-0.0012351-0.0065871i,-0.0042909-0.006734i,-0.0051746-0.0016151i
0.041121-0.0018869i,0.094695+0.010853i,0.14223+0.025703i,0.12413+0.027871i,0.044089-0.002965i,-0.046756-0.072779i,-0.12154-0.11892i,-0.14871-0.095629i,-0.11377-0.052708i,-0.063087-0.031551i,-0.032604-0.016877i,-0.013219+0.00067293i,0.0014367+0.01031i,0.0062298+0.0071541i,0.0023842+0.00021282i,-0.0034113-0.0027639i,-0.00698-0.0035396i,-0.0082869-0.0031774i,-0.0066931-0.0024314i,-0.0016197-0.0037777i,0.0020067-0.007401i,-0.0030878-0.01076i,-0.012618-0.0096057i
0.0047208+0.013661i,0.017277-0.010255i,0.02703-0.05433i,0.0091257-0.077506i,-0.042218-0.030635i,-0.08789+0.082652i,-0.093464+0.17337i,-0.069638+0.17812i,-0.045401+0.12893i,-0.027487+0.078686i,-0.0071875+0.044847i,0.0068991+0.01732i,0.0050778-0.00075742i,0.0015985-0.0021783i,0.0021453+0.0024067i,0.0037788+0.0059104i,0.010107+0.0046739i,0.016767-0.0025207i,0.016093-0.0068049i,0.0087676-0.0023923i,0.0015862+0.0072844i,0.0027907+0.014111i,0.010449+0.012606i
-0.026854-0.030847i,-0.077861-0.074296i,-0.11572-0.11819i,-0.099156-0.10464i,-0.024668-0.021048i,0.072104+0.053303i,0.15075+0.074792i,0.16956+0.052209i,0.12208+0.023726i,0.060645+0.019142i,0.02653+0.017104i,0.010618+0.0066095i,0.00071414-0.0022225i,-0.0038893-0.006316i,-0.0028795-0.0027294i,0.0023758+0.0033927i,0.0049804+0.0055206i,0.0025667+0.0075813i,0.00055498+0.0068463i,0.00031951+0.0011939i,-0.00020175-0.0031195i,-0.0020821-2.6998e-05i,-0.00068984+0.0072498i
0.0089073+0.0041005i,-0.01522+0.02198i,-0.081619+0.074805i,-0.12219+0.11301i,-0.068198+0.051598i,0.013941-0.08879i,0.033641-0.19557i,0.0083986-0.18865i,0.00014029-0.11256i,0.014533-0.054162i,0.014781-0.030008i,0.00014493-0.01423i,-0.0090222+0.0020618i,-0.010996+0.0087349i,-0.0084637+0.0015215i,-0.0061053-0.0094369i,-0.012-0.015635i,-0.021448-0.016247i,-0.020894-0.012902i,-0.010057-0.0095104i,0.00099075-0.010652i,0.0044602-0.016181i,0.0016529-0.020013i
0.0019334+0.046414i,0.025117+0.12414i,0.078291+0.17654i,0.11503+0.1366i,0.078133+0.047617i,-0.02257-0.0038425i,-0.11912+0.0019481i,-0.14568+0.024495i,-0.098875+0.032024i,-0.038264+0.01533i,-0.0064659-0.0037913i,0.0031185-0.004357i,0.0085693+0.0026365i,0.012661+0.0027586i,0.012789-0.00012659i,0.010019-0.0021027i,0.008428-0.0044267i,0.010071-0.0050421i,0.010314-0.0039628i,0.0039684+0.00028724i,-0.0046212+0.008267i,-0.0044145+0.01262i,0.0018263+0.0078972i
0.008491-0.016476i,0.05576-0.041479i,0.13751-0.047516i,0.1831-0.02717i,0.12309+0.013647i,0.022174+0.099449i,-0.0013595+0.18218i,0.039641+0.17707i,0.053601+0.10207i,0.0253+0.036463i,-0.00027298+0.012962i,0.0025729+0.0091311i,0.016174+0.0019588i,0.018046-0.0015709i,0.010763+0.0038312i,0.0043268+0.0141i,0.0017392+0.025231i,0.0040973+0.029967i,0.0057701+0.02463i,0.0017445+0.015507i,-0.0014892+0.0085906i,-0.0044989+0.0056834i,-0.010344+0.0071377i
0.018086-0.041126i,0.023098-0.1233i,-0.015244-0.24674i,-0.095874-0.30186i,-0.11922-0.23005i,-0.019738-0.15158i,0.094632-0.13153i,0.11779-0.11541i,0.075404-0.084332i,0.022368-0.046435i,-0.0048726-0.013723i,-0.0096468-0.0053542i,-0.015868-0.011536i,-0.022451-0.015456i,-0.020944-0.014i,-0.014083-0.01039i,-0.007182-0.011407i,-0.0058756-0.016235i,-0.0062207-0.015571i,0.0015858-0.0094928i,0.01235-0.0070918i,0.015293-0.0091809i,0.010671-0.0088011i
-0.020333+0.010645i,-0.07398+0.0069728i,-0.15425+0.0035653i,-0.17106+0.0098675i,-0.085955+0.0072361i,-0.012703-0.023617i,-0.027988-0.07495i,-0.074476-0.094271i,-0.085013-0.058985i,-0.05166-0.013438i,-0.011783+0.0011125i,0.0020378-0.0052976i,-0.0041497-0.0068727i,-0.0041111-0.0043313i,0.0066344-0.0086593i,0.015501-0.017304i,0.017255-0.024706i,0.014671-0.025912i,0.0092924-0.018708i,0.0023041-0.0099278i,-0.0038791-0.0043669i,-0.0062172+0.0015414i,-0.00077482+0.0077169i
-0.036117+0.02303i,-0.1031+0.11274i,-0.14953+0.25868i,-0.12737+0.3639i,-0.084192+0.34328i,-0.085731+0.24984i,-0.10457+0.18905i,-0.085955+0.15951i,-0.041099+0.12205i,-0.0012348+0.076655i,0.015862+0.036682i,0.0089716+0.020692i,0.0048834+0.026904i,0.011756+0.029784i,0.010894+0.024224i,0.0017088+0.020186i,-0.0056742+0.020025i,-0.010604+0.020833i,-0.012794+0.017412i,-0.012509+0.0078829i,-0.012715+0.0011037i,-0.012041-0.00094374i,-0.0075602-0.0039494i
0.032273-0.0020901i,0.10527+0.0010984i,0.19507+0.0055232i,0.22571-0.038274i,0.1609-0.12505i,0.085068-0.14099i,0.082396-0.071921i,0.10886-0.012676i,0.099912+0.0007711i,0.059237-0.0063163i,0.016891-0.0092847i,-0.00074759-0.0021015i,0.0019473-0.0017314i,-0.0018686-0.0087975i,-0.01221-0.0086994i,-0.016394-0.0018771i,-0.017444+0.0039477i,-0.014802+0.0070913i,-0.0062289+0.0073462i,0.0028574+0.0067656i,0.011821+0.00789i,0.017984+0.005303i,0.014145-0.002482i
0.048251+0.0084034i,0.14275-0.017687i,0.2648-0.10828i,0.30473-0.20192i,0.23565-0.18602i,0.15397-0.11992i,0.091416-0.10552i,0.03271-0.11123i,0.0034254-0.093939i,-0.0032161-0.066355i,-0.0042036-0.035091i,0.0041238-0.013649i,0.008359-0.013358i,0.0071749-0.017228i,0.0086991-0.015352i,0.012113-0.013613i,0.018581-0.013176i,0.023494-0.012372i,0.021072-0.0076777i,0.015103-0.00095639i,0.0076393-0.0011342i,-0.00070109-0.002895i,-0.0069663+0.0010997i
-0.041524-0.025284i,-0.12045-0.085589i,-0.25576-0.14024i,-0.36362-0.089596i,-0.33707+0.059304i,-0.22224+0.16059i,-0.14279+0.14208i,-0.11635+0.088672i,-0.091515+0.062786i,-0.049124+0.048731i,-0.010925+0.031021i,0.0050269+0.012167i,0.0022951+0.0062773i,-0.00036669+0.013482i,0.0067053+0.016147i,0.011777+0.0086515i,0.0090739-0.00033643i,0.0055043-0.004664i,0.0034032-0.0092199i,-0.00063966-0.014537i,-0.0072643-0.01458i,-0.011724-0.010933i,-0.010169-0.0051228i
-0.025285-0.02677i,-0.097878-0.034858i,-0.19224-0.0098513i,-0.2145+0.013599i,-0.13484-0.034296i,-0.040416-0.097116i,0.016575-0.061083i,0.050609+0.020519i,0.05318+0.049484i,0.030295+0.037575i,0.012864+0.016446i,0.00037126+0.0019634i,-0.0056865+0.00095278i,-0.0040399+0.00025829i,-0.0067445-0.0023451i,-0.012861+0.0011028i,-0.017376+0.0061328i,-0.018561+0.0026087i,-0.016134-0.003713i,-0.010589-0.0013001i,-0.0037544+0.0071669i,0.0029378+0.013198i,0.0089225+0.010894i
0.013245+0.046347i,0.039492+0.1415i,0.10999+0.26733i,0.22288+0.29925i,0.28665+0.15999i,0.21622-0.025911i,0.1004-0.10609i,0.061169-0.097686i,0.066701-0.080826i,0.047428-0.067436i,0.015716-0.041161i,0.0042324-0.015887i,0.0064583-0.0085112i,0.0074388-0.012872i,0.0041196-0.015369i,0.0018063-0.010549i,0.0041333-0.0046039i,0.0010454+0.00056144i,-0.0072854+0.0074539i,-0.0081229+0.012922i,-0.0011929+0.012703i,0.0048115+0.0074207i,0.0041924+0.001296i
0.012425+0.02373i,0.070666+0.03472i,0.15887+0.0041435i,0.14539-0.050946i,-0.022834-0.0041963i,-0.15209+0.13313i,-0.13903+0.16654i,-0.10452+0.078339i,-0.091469+0.019388i,-0.054946+0.014256i,-0.017901+0.010906i,-0.005212+0.0039266i,-0.0053584+0.00098739i,-0.0032792+0.003529i,0.005704+0.003399i,0.013873-0.0051144i,0.015799-0.010807i,0.014784-0.0067828i,0.01432+0.00089021i,0.013222+0.0022996i,0.0089598-0.004592i,0.0027532-0.009965i,-0.00053566-0.0079677i
0.0097937-0.022358i,0.039086-0.082316i,0.034302-0.1897i,-0.034011-0.26632i,-0.089455-0.22084i,-0.054323-0.084517i,0.021101+0.030632i,0.035604+0.070994i,-0.0033702+0.069531i,-0.01989+0.059178i,-0.0072711+0.036977i,-0.00019569+0.016992i,0.00035186+0.011916i,-0.0021292+0.0089675i,-0.0066229+0.0083618i,-0.0081724+0.0087303i,-0.0099573+0.0035246i,-0.0073217-0.0016095i,0.0028952-0.0039881i,0.0072123-0.0055336i,0.0015378-0.00523i,-0.0039845-0.0020656i,-0.0055322+0.00022775i
-0.013815-0.035049i,-0.078381-0.073789i,-0.18563-0.064852i,-0.19672+0.032748i,-0.011525+0.079456i,0.18507-0.050387i,0.18346-0.18352i,0.11061-0.14272i,0.095862-0.053974i,0.073211-0.029776i,0.030604-0.015576i,0.011809-0.00012739i,0.007641-0.00029991i,0.0037843-0.0050566i,-0.0036179-0.0091198i,-0.013119-0.0053033i,-0.016002+0.0046565i,-0.013183+0.0059845i,-0.011641-0.0026471i,-0.010648-0.0054922i,-0.0048179+0.0019956i,0.0025985+0.0055177i,0.0060421+0.0032375i
-0.0019254+0.015284i,-0.0037504+0.039898i,-0.0051669+0.099653i,0.0006145+0.1615i,-0.018629+0.15666i,-0.083699+0.09232i,-0.13012+0.029364i,-0.11283-0.011648i,-0.059178-0.023491i,-0.014513-0.018391i,0.0052063-0.016667i,0.011648-0.017265i,0.012229-0.017528i,0.011503-0.01355i,0.017018-0.0061663i,0.022568-0.0037152i,0.021242-0.002531i,0.012717+0.00038727i,0.002063+0.003879i,-0.0011649+0.0059305i,0.0018087+0.0025981i,0.0018878-0.001199i,-0.0019435+0.00056002i
-0.023587+0.035139i,-0.018173+0.10022i,0.05618+0.1383i,0.14449+0.044326i,0.08262-0.091185i,-0.083156-0.050705i,-0.13035+0.11397i,-0.070041+0.15762i,-0.048142+0.087336i,-0.040114+0.047789i,-0.010962+0.028182i,-0.0024023+0.0098945i,-0.0042214+0.010132i,-0.0017193+0.013582i,-6.4385e-05+0.011441i,0.0040769+0.0059921i,0.0092612-0.0010904i,0.012568-0.0028136i,0.012919+0.0010388i,0.010673-0.00092599i,0.0037283-0.0090227i,-0.0059092-0.011823i,-0.0080511-0.0085028i
0.0079267-0.023616i,0.0052142-0.070009i,0.00040661-0.13912i,-0.0079798-0.1669i,0.031145-0.11911i,0.12194-0.069289i,0.17232-0.067395i,0.14533-0.050502i,0.098482-0.015149i,0.050227-0.010397i,0.0027941-0.0071336i,-0.018154+0.0048801i,-0.02065+0.0078166i,-0.018933+0.0019013i,-0.017752-0.0056996i,-0.019383-0.0059566i,-0.01768-0.003346i,-0.0094688-0.0047712i,-0.00027996-0.0094306i,0.0021922-0.0095148i,-2.7858e-05-0.00030258i,0.0022417+0.010587i,0.0083315+0.013231i
0.036121+0.0013439i,0.080442-0.0053242i,0.035943-0.014852i,-0.10783+0.015064i,-0.17917+0.087167i,-0.0879+0.087938i,0.0059035-0.024165i,0.0029185-0.093367i,-0.006549-0.066557i,0.0066372-0.034819i,0.011266-0.019906i,0.0206-0.010956i,0.027775-0.01731i,0.020995-0.021725i,0.015385-0.013269i,0.015047-0.0048261i,0.012207-0.0043957i,0.0011081-0.0091071i,-0.011427-0.0097175i,-0.016343-0.0018624i,-0.011366+0.0073776i,-0.00055782+0.0086015i,0.00084649+0.004284i
-0.0086998+0.029982i,-0.030005+0.06163i,-0.030588+0.088752i,0.0097699+0.078351i,0.021946+0.019397i,-0.04622-0.0068682i,-0.11377+0.054643i,-0.10349+0.087685i,-0.072245+0.058545i,-0.042811+0.045449i,-0.00076766+0.03745i,0.015545+0.018358i,0.0094102+0.017084i,0.0096022+0.020518i,0.01085+0.013792i,0.011148+0.0047379i,0.010173-0.0020041i,0.0038667-0.0016572i,-0.002385+0.0019687i,-0.00067476+0.0026859i,0.0068253-0.0030112i,0.0083107-0.011812i,0.0069294-0.016263i
-0.044108-0.016688i,-0.042197-0.055753i,0.022347-0.049267i,0.13843+0.0062669i,0.2088+0.022148i,0.164-0.024444i,0.080824-0.040219i,0.04923+0.0067287i,0.049878+0.034829i,0.035137+0.020208i,0.0061219+0.00098782i,-0.019562-0.0047869i,-0.032065-0.0011454i,-0.030225-0.00011154i,-0.022265-0.003883i,-0.021865-0.0095998i,-0.028137-0.0084921i,-0.023545+0.0021888i,-0.0060668+0.011442i,0.0092044+0.012118i,0.010471+0.004554i,-0.00093868-0.0004392i,-0.0095315+0.0042557i
0.029393-0.06201i,0.021654-0.093363i,-0.039967-0.11355i,-0.142-0.11704i,-0.1901-0.067678i,-0.11825-0.0050214i,-0.012036-0.013397i,0.025705-0.055492i,0.027022-0.057367i,0.026223-0.042351i,0.012712-0.028714i,0.011348-0.015102i,0.02426-0.018946i,0.021773-0.023132i,0.0076688-0.012292i,0.0010323+0.0052114i,0.0076679+0.016118i,0.013805+0.012635i,0.0096596+0.0014024i,0.0017251-0.0069923i,-0.0063429-0.006201i,-0.0093092-0.00038398i,-0.0086025+0.002714i
0.049481+0.099516i,0.056117+0.14041i,0.017115+0.090294i,-0.0308-0.019253i,-0.034115-0.070936i,-0.024643-0.020992i,-0.02893+0.049788i,-0.037348+0.055252i,-0.050487+0.023822i,-0.04466+0.016379i,-0.013197+0.020062i,0.0089685+0.015796i,0.013271+0.015472i,0.015603+0.013754i,0.01737+0.0084957i,0.018928+0.0089559i,0.022628+0.01195i,0.023956+0.0077028i,0.018543-0.0019216i,0.0086878-0.0066918i,0.0054813-0.0014785i,0.012291+0.0069107i,0.02056+0.005874i
-0.13972+0.038004i,-0.18596+0.11054i,-0.10143+0.22481i,0.057692+0.29209i,0.1389+0.21754i,0.12406+0.056978i,0.071457-0.036086i,0.029373-0.0082417i,0.018564+0.042363i,0.017634+0.042141i,0.0084391+0.016604i,-0.012019+0.00036979i,-0.033029-0.0034587i,-0.033823-0.0010057i,-0.014304-0.0046658i,0.0034453-0.022656i,0.0030509-0.041244i,-0.007377-0.04158i,-0.012975-0.023136i,-0.0097539-0.0038798i,-0.0050978+0.00094517i,-0.0070854-0.0037574i,-0.010177-0.0039877i
0.087679-0.17866i,0.12531-0.29379i,0.093952-0.30755i,0.0020307-0.22263i,-0.075081-0.14161i,-0.11174-0.099572i,-0.094763-0.065001i,-0.031974-0.040101i,0.023706-0.025269i,0.034506-0.017411i,0.013188-0.0090843i,0.0065784+0.0046153i,0.01568+0.007838i,0.0088841+0.0021689i,-0.0076374+0.0030828i,-0.014821+0.0090109i,-0.013079+0.010007i,-0.011026+0.0054707i,-0.0077588+0.00047906i,-0.0011237-0.0033016i,0.0012039-0.0065763i,-0.00073246-0.010033i,-0.0046201-0.013076i
0.16795+0.17296i,0.30157+0.19004i,0.33401+0.040301i,0.22112-0.15373i,0.07646-0.1606i,0.006924-0.0042436i,-0.0073801+0.10323i,-0.012487+0.085252i,-0.019966+0.017358i,-0.023277-0.0092813i,-0.0069317+0.0011706i,0.014041+0.0054404i,0.021893+0.0081926i,0.023914+0.012148i,0.014078+0.0091456i,-0.00569+0.012273i,-0.014396+0.026654i,-0.0065444+0.032206i,0.003796+0.020522i,0.0066027+0.010154i,0.0071187+0.010591i,0.0076805+0.015441i,0.0067798+0.014898i
-0.28773+0.056429i,-0.48327+0.14902i,-0.51785+0.22843i,-0.37122+0.25381i,-0.1706+0.22048i,0.0093762+0.12487i,0.11635+0.020466i,0.10336-0.013563i,0.045807+0.016938i,0.030707+0.030701i,0.033409+0.0071718i,0.018475-0.01683i,0.0012524-0.029942i,0.00054175-0.031935i,0.0151-0.024337i,0.033942-0.024727i,0.040374-0.037316i,0.02654-0.038208i,0.0065558-0.022617i,-0.0056453-0.010428i,-0.0089823-0.0049782i,-0.0066517-0.0015754i,-0.0037825+0.00025523i
0.085778-0.28792i,0.071287-0.47908i,-0.0080885-0.42383i,-0.052902-0.18626i,-0.018152-0.098174i,-0.014135-0.16911i,-0.061393-0.19321i,-0.057546-0.13245i,-0.012158-0.062033i,0.0070107-0.028433i,-0.0074811-0.019538i,-0.022558-0.0074225i,-0.02321-0.00050588i,-0.023371-0.00091569i,-0.019529+0.0030556i,-0.011184+0.0071833i,-0.0099105+0.0053108i,-0.011608-0.001221i,-0.0076595-0.005316i,0.0014294-0.0046209i,0.0090121-0.0066685i,0.010276-0.010258i,0.0059766-0.0082612i
0.23632+0.24459i,0.47369+0.37778i,0.58654+0.3258i,0.48283+0.1469i,0.27288+0.066537i,0.061146+0.090911i,-0.085556+0.12369i,-0.11041+0.10755i,-0.067747+0.035627i,-0.045834-0.0087284i,-0.031331-0.00093718i,-0.014205+0.01104i,-0.012724+0.023001i,-0.015477+0.030251i,-0.02176+0.019167i,-0.036324+0.007929i,-0.045394+0.013904i,-0.038729+0.022634i,-0.022084+0.022609i,-0.0068469+0.019773i,-0.0019461+0.01494i,-0.004137+0.0091834i,-0.0049269+0.0062397i
-0.31208+0.081846i,-0.50958+0.15626i,-0.49014+0.13254i,-0.32131+0.0011641i,-0.22069-0.062959i,-0.10754+0.028454i,0.05968+0.11248i,0.10113+0.10993i,0.037297+0.10209i,0.011823+0.093502i,0.020106+0.061903i,0.024684+0.032005i,0.033995+0.014023i,0.04548+0.0025447i,0.04822-0.0027683i,0.050725+0.00085085i,0.060301+0.0046212i,0.062024+0.00372i,0.046844-0.0038368i,0.021887-0.015445i,0.0029185-0.015487i,-0.0014586-0.0063084i,0.0016763-0.0020106i
0.05192-0.30902i,0.026639-0.5273i,-0.079916-0.5277i,-0.13566-0.32i,-0.037137-0.17337i,0.069729-0.1758i,0.083287-0.19485i,0.072724-0.14943i,0.070608-0.074508i,0.060805-0.035898i,0.032906-0.031835i,0.008841-0.026451i,0.0046694-0.027112i,0.0028414-0.031016i,-0.00038127-0.021736i,0.0022929-0.013508i,0.0030013-0.019002i,-0.0015556-0.028073i,-0.0064618-0.024205i,-0.0055612-0.0091496i,0.00030055+0.00037615i,0.0034128+0.0026598i,0.0030395+0.0039783i
0.22555+0.2184i,0.35487+0.34481i,0.3155+0.37877i,0.14592+0.35457i,0.038453+0.30462i,-0.01682+0.1635i,-0.09894+0.027782i,-0.11138-0.013907i,-0.037447-0.036063i,0.0011742-0.048864i,0.0028979-0.028803i,0.002633-0.013764i,-0.017017-0.012595i,-0.039316-0.010751i,-0.039666-0.010921i,-0.030732-0.021012i,-0.032252-0.031777i,-0.038363-0.028026i,-0.03622-0.010743i,-0.024649+0.0083574i,-0.0096495+0.01576i,0.00065342+0.0089275i,0.002593-0.00088693i
-0.21146+0.092545i,-0.27183+0.16512i,-0.13939+0.17405i,0.030901+0.049921i,0.022669-0.087879i,-0.041758-0.043332i,-0.014107+0.083197i,0.0084454+0.11898i,-0.023276+0.08892i,-0.036894+0.06522i,-0.019717+0.049461i,-0.0067386+0.035938i,0.00029267+0.037531i,0.01174+0.042288i,0.019309+0.035584i,0.014511+0.037072i,0.010321+0.050737i,0.015829+0.052493i,0.022541+0.029859i,0.020548+0.0015216i,0.010921-0.01077i,-0.00019568-0.010031i,-0.0060935-0.0025203i
0.071753-0.22672i,0.10428-0.33149i,0.14109-0.33889i,0.17529-0.26825i,0.1676-0.17345i,0.111-0.097074i,0.07906-0.056277i,0.071097-0.038195i,0.045455-0.010759i,0.027386+0.0028703i,0.018034-0.010266i,0.011196-0.012483i,0.019142-0.0045522i,0.027719-0.0014096i,0.020804-0.00074207i,0.0082698-0.0023752i,0.0045286-0.0069083i,0.0085885-0.012454i,0.015018-0.010815i,0.020717-0.0058283i,0.01792-0.006359i,0.007535-0.0060069i,0.0029526-0.006242i
0.091844+0.074997i,0.07944+0.013817i,-0.080122-0.091891i,-0.28416-0.074756i,-0.32704+0.043603i,-0.20731+0.085642i,-0.10987+0.024287i,-0.061689-0.025586i,-0.0058191-0.037824i,0.022346-0.03936i,0.020945-0.028128i,0.019875-0.026179i,0.01222-0.044074i,-0.0026932-0.057934i,-0.0038816-0.053i,0.016388-0.044429i,0.03078-0.048487i,0.014873-0.05108i,-0.016806-0.036913i,-0.033396-0.016412i,-0.026574-0.0012858i,-0.0096099+0.0062546i,0.0016541+0.0055506i
-0.12086+0.025257i,-0.14082+0.060752i,-0.10599+0.051409i,-0.048479-0.018431i,0.033179-0.076722i,0.095934-0.086439i,0.075355-0.047924i,0.0075037+0.0093711i,-0.041551+0.039778i,-0.053537+0.048766i,-0.042601+0.044593i,-0.035666+0.032562i,-0.037259+0.033507i,-0.028898+0.041782i,-0.014993+0.041696i,-0.016469+0.034007i,-0.030695+0.031935i,-0.031584+0.036932i,-0.013178+0.030074i,-0.00035886+0.012977i,-0.00046527+0.0054436i,-0.0028727+0.0070346i,-0.0066716+0.010603i
0.0063655-0.0023367i,-0.057844+0.10093i,-0.066759+0.29228i,0.049493+0.40133i,0.13689+0.30597i,0.099854+0.13542i,0.052371+0.034936i,0.049238-9.3467e-05i,0.055547-5.885e-05i,0.053672-0.00084715i,0.033482-0.011222i,0.0079255-0.0045768i,0.0004+0.011407i,0.00061626+0.012611i,-0.0052425+0.001101i,-0.015551-0.0069055i,-0.017818-0.0028152i,-0.0064274+0.004066i,0.0056398+0.0066709i,0.010941+0.0073325i,0.010243+0.00015226i,0.0038935-0.0091475i,0.0012393-0.0085352i
0.021157-0.0067625i,0.043436-0.089311i,0.032461-0.21327i,-0.047269-0.28666i,-0.15114-0.25392i,-0.1958-0.13764i,-0.15523-0.016965i,-0.083007+0.036276i,-0.028643+0.02905i,0.0019511+0.013819i,0.024047+0.014356i,0.04658+0.015551i,0.060974-0.0011851i,0.05825-0.020822i,0.047268-0.020674i,0.044963-0.0038977i,0.051773+0.006749i,0.043927-0.0012128i,0.016821-0.010043i,0.0015721-0.0063351i,0.0049346+0.0031407i,0.010753+0.010187i,0.013179+0.009401i
0.071952+0.0015531i,0.19425+0.024591i,0.29521+0.008932i,0.27677-0.033591i,0.20254-0.0231i,0.15843+0.016969i,0.11867+0.020656i,0.074671+0.017555i,0.039232+0.012731i,0.011591+0.0032726i,-0.00073566-0.0027098i,-0.004955-0.010231i,-0.011087-0.010784i,-0.011113-0.0027857i,-0.0042186+0.0024318i,0.0043382-0.0049208i,0.0075961-0.020679i,0.0072241-0.023669i,0.014038-0.016734i,0.01342-0.015319i,0.0035117-0.011939i,-0.0005354-0.0082712i,-0.0023414-0.013664i
-0.03599+0.026786i,-0.11307+0.052953i,-0.22429+0.10257i,-0.28324+0.15955i,-0.23279+0.15977i,-0.1106+0.085734i,-0.02405+0.004128i,-0.01181-0.0034372i,-0.0065043+0.051164i,0.0084003+0.067183i,0.0028697+0.037668i,-0.014138+0.018653i,-0.028808+0.017027i,-0.035102+0.018442i,-0.023619+0.010849i,-0.012037-0.0090054i,-0.018212-0.02487i,-0.028654-0.025643i,-0.029272-0.013775i,-0.017009+0.0012983i,-0.0011176+0.0024216i,0.0046054-0.0046125i,0.0046431-0.0029767i
-0.028308-0.077275i,-0.039982-0.18263i,-0.015276-0.28237i,0.027224-0.29682i,0.024596-0.22735i,-0.020861-0.13221i,-0.049384-0.04522i,-0.016371-0.029661i,0.022821-0.073676i,0.02248-0.071851i,0.014575-0.028857i,0.019666-0.0079393i,0.033199-0.013942i,0.043577-0.027112i,0.030566-0.028916i,-0.00046376-0.0076679i,-0.017609+0.023703i,-0.014681+0.033054i,-0.010744+0.020934i,-0.011033+0.0093624i,-0.014204+0.0054725i,-0.017874+0.010257i,-0.017226+0.01768i
0.026129+0.0080084i,0.074207+0.033729i,0.1248+0.07601i,0.16825+0.095505i,0.18598+0.062631i,0.13863+0.029162i,0.074302+0.025358i,0.0095448+0.025387i,-0.056965+0.023584i,-0.063017+0.019777i,-0.019648+0.0044396i,0.0038534-0.0067446i,-0.00069015-0.002739i,-0.015699+0.0023404i,-0.024913+0.010893i,-0.008272+0.024956i,0.023425+0.03107i,0.037383+0.029398i,0.030496+0.022968i,0.018759+0.012545i,0.011018+0.0060631i,0.0094947-0.00022001i,0.0059753-0.01117i
-0.030324+0.045017i,-0.15465+0.085518i,-0.32729+0.084451i,-0.43153+0.021862i,-0.3834-0.026394i,-0.20629-0.053985i,-0.042592-0.085542i,0.049902-0.068066i,0.11772-0.0089835i,0.13113-0.005576i,0.084095-0.029754i,0.044217-0.032984i,0.027654-0.039649i,0.025157-0.043315i,0.034947-0.045376i,0.038575-0.065552i,0.02716-0.092398i,0.017489-0.098271i,0.019548-0.076429i,0.025076-0.046947i,0.02369-0.025737i,0.01703-0.016399i,0.0094571-0.013419i
-0.076778+0.08293i,-0.039551+0.11584i,0.08866+0.1385i,0.23229+0.14685i,0.26071+0.10784i,0.12036+0.040902i,-0.089207+0.047298i,-0.20547+0.11445i,-0.19497+0.13372i,-0.14159+0.1213i,-0.094991+0.10591i,-0.067413+0.088055i,-0.05642+0.081258i,-0.048359+0.076744i,-0.037864+0.068733i,-0.030216+0.062694i,-0.0358+0.060991i,-0.044862+0.052852i,-0.046989+0.030455i,-0.043504+0.013258i,-0.031021+0.011959i,-0.019415+0.017905i,-0.011877+0.025193i
0.061691-0.17806i,0.096323-0.17921i,0.046386-0.042333i,-0.071611+0.13334i,-0.08321+0.23772i,0.076727+0.25139i,0.28047+0.15538i,0.34434-0.0043683i,0.2488-0.097228i,0.14032-0.095843i,0.087858-0.066539i,0.062285-0.044046i,0.044166-0.027508i,0.030424-0.019896i,0.014483-0.017651i,-0.0026336-0.0039082i,-0.0091119+0.015025i,-0.010785+0.032976i,-0.0010436+0.047832i,0.020093+0.038035i,0.023625+0.010068i,0.017414-0.0020304i,0.020076-0.0019909i
0.17757+0.20743i,0.30609+0.14047i,0.38034-0.16184i,0.33539-0.48359i,0.14557-0.55972i,-0.060337-0.41637i,-0.18438-0.22405i,-0.22787-0.04452i,-0.18794+0.099516i,-0.091863+0.14388i,-0.029349+0.10009i,-0.020228+0.057287i,-0.0085329+0.033973i,0.010513+0.005517i,0.032141-0.020351i,0.067848-0.047621i,0.093254-0.07532i,0.0886-0.095065i,0.043001-0.092837i,-0.012028-0.049976i,-0.024854+0.00024861i,-0.013202+0.015981i,-0.011328+0.0099277i
