-0.00017659+0.00018952i,0.00046868-0.0016088i,-0.00050044-0.0034963i,-0.0016557-0.00097051i,-0.0026914+0.0017057i,-0.0019139+0.001651i,-0.00081951+0.0017153i,0.00063663+0.0021073i,0.0018+0.0014415i,0.001024+0.00018631i,0.00027096-0.00018817i,0.00035052+0.00023257i,-3.9827e-05+0.00014768i,0.00012711+0.00021523i,0.00012319+0.00074333i,-6.2325e-05+0.00060832i,-0.00022926+4.2791e-05i,-0.0005497-0.00010018i,-9.0236e-05+0.00013022i,0.00029934+0.00015884i,0.00025068+7.8109e-05i,0.0005455-0.00066268i,0.0005818-0.00055896i
-0.2935-0.072607i,-0.37548-0.080838i,-0.33428-0.0060409i,-0.27782+0.099379i,-0.20419+0.13988i,-0.10581+0.092675i,-0.044908+0.038801i,0.050708+0.022194i,0.17009-0.046302i,0.15163-0.13528i,0.071735-0.13122i,0.063055-0.095336i,0.064149-0.088798i,0.047519-0.069778i,0.026693-0.038923i,-0.010645-0.012933i,-0.038803+0.0018323i,-0.041225+0.00031312i,-0.0090645-0.0077892i,0.036101-0.028391i,0.042702-0.053399i,0.017481-0.060287i,-0.0013565-0.050829i
0.30943-0.14574i,0.27998-0.16671i,0.037109-0.075542i,-0.12244-0.00075058i,-0.073484-0.048405i,-0.027979-0.10513i,-0.063856-0.028272i,-0.1075+0.091269i,-0.12893+0.16645i,-0.075262+0.19784i,0.0049538+0.1602i,0.01358+0.092589i,-0.010856+0.050049i,-0.011798+0.021064i,-0.0025451-0.0010586i,-0.0067404-0.00058953i,-0.026988+0.029582i,-0.042749+0.066644i,-0.054911+0.079766i,-0.065303+0.074786i,-0.057501+0.071734i,-0.034673+0.067652i,-0.013403+0.059956i
-0.22034+0.4338i,-0.26971+0.53099i,-0.11004+0.42766i,0.16285+0.31911i,0.32935+0.27197i,0.36036+0.17271i,0.32487+0.0054776i,0.23865-0.10137i,0.14468-0.087881i,0.082403-0.047652i,0.031724-0.033777i,-0.0036205-0.0035942i,-0.011787+0.046213i,-0.025229+0.086637i,-0.04258+0.11333i,-0.024973+0.11388i,0.024212+0.079193i,0.078017+0.036975i,0.11707+0.0020732i,0.11638-0.029518i,0.079477-0.045633i,0.042087-0.045879i,0.020503-0.049275i
-0.11178-0.62273i,-0.18574-0.78562i,-0.29353-0.58795i,-0.47121-0.22194i,-0.59126+0.067334i,-0.50829+0.19066i,-0.31576+0.15857i,-0.17112+0.062494i,-0.080442-0.0079912i,-0.025794-0.030262i,-0.0091956-0.022633i,-0.003668-0.010844i,4.8104e-05-0.031593i,-0.0033362-0.089074i,0.00073556-0.14935i,0.011252-0.19228i,-0.0080645-0.21278i,-0.078333-0.20222i,-0.14017-0.13069i,-0.1111-0.022152i,-0.023288+0.035939i,0.029879+0.028875i,0.031344+0.012159i
0.53012+0.37235i,0.7742+0.41945i,0.66641+0.16586i,0.28405-0.092274i,0.0013328-0.088859i,-0.023877+0.072848i,0.061643+0.20718i,0.11607+0.23749i,0.10776+0.1578i,0.046253+0.056994i,-0.0063561+0.017013i,-0.015776-0.0051736i,-0.023087-0.031067i,-0.027402-0.03521i,-0.0059153-0.011976i,0.017102+0.021208i,0.026862+0.048572i,0.036491+0.054804i,0.034732+0.017658i,0.004989-0.026545i,-0.02307-0.023851i,-0.019072+0.010418i,0.004788+0.028877i
-0.44361+0.19594i,-0.44726+0.24274i,-0.20343+0.13012i,-0.052634-0.23683i,-0.14296-0.61665i,-0.22238-0.65257i,-0.14142-0.37948i,0.034456-0.075166i,0.16044+0.10902i,0.18419+0.14586i,0.17566+0.084985i,0.13681+0.011624i,0.081702-0.0076715i,0.076408+0.0087356i,0.10629+0.017834i,0.12727+0.019701i,0.13016+0.02221i,0.11804+0.013875i,0.11493+0.00043776i,0.11264-0.0253i,0.066751-0.057307i,-0.011162-0.044532i,-0.043097+0.013796i
0.76942+7.6978i,3.7694+6.4652i,7.6329+5.064i,8.5049+1.442i,6.7015-2.2332i,3.3034-3.8874i,0.19972-2.5481i,-0.89709-0.31858i,-0.23315+0.84472i,0.73587+0.58847i,0.67692-0.26033i,-0.16617-0.76942i,-1.0029-0.79386i,-1.4786-0.42132i,-1.3715+0.083406i,-0.90083+0.37095i,-0.4302+0.32137i,-0.085264+0.05496i,0.12412-0.18101i,0.20468-0.25051i,0.21989-0.26463i,0.14831-0.23089i,0.065449-0.065689i
-0.17525+0.75568i,-0.1329+0.91947i,-0.0035427+0.62196i,0.075349+0.069622i,0.052933-0.35375i,-0.018972-0.44843i,-0.12276-0.25072i,-0.17604+0.028057i,-0.12719+0.165i,-0.042476+0.13767i,0.038185+0.05963i,0.073628-0.026823i,0.044346-0.059744i,0.021822-0.014456i,0.036793+0.060422i,0.058134+0.12254i,0.060256+0.14719i,0.048743+0.12992i,0.048726+0.077203i,0.056371+0.014186i,0.047974-0.027488i,0.015603-0.036896i,-0.011381-0.015357i
-0.039603-0.59414i,-0.10458-0.68574i,-0.17284-0.50151i,-0.235-0.38198i,-0.28189-0.45673i,-0.28744-0.43432i,-0.19699-0.22082i,-0.011006-0.035042i,0.13222+0.016874i,0.14821+0.00036768i,0.11656-0.023966i,0.086523-0.034945i,0.056137-0.025993i,0.054374-0.021731i,0.072431-0.046387i,0.079241-0.067911i,0.084961-0.045579i,0.094957-0.0034471i,0.087577+0.02187i,0.054969+0.024386i,0.012894+0.024546i,-0.018216+0.041713i,-0.025309+0.067753i
0.34685+0.44833i,0.48848+0.6105i,0.54446+0.58232i,0.58289+0.46994i,0.55021+0.35887i,0.33308+0.27686i,0.12377+0.28121i,0.12382+0.24963i,0.16906+0.092274i,0.10758-0.035195i,0.012774-0.047359i,-0.016298-0.012478i,0.0018922+0.0034835i,-0.0052649-0.0087177i,-0.044587-0.020153i,-0.083561-0.012306i,-0.10019+0.0010469i,-0.087363+0.0039688i,-0.057599+0.0017107i,-0.020063+0.0027577i,0.019914-0.0025354i,0.039901-0.024577i,0.033598-0.048818i
-0.45953-0.19406i,-0.52835-0.23411i,-0.30391-0.20608i,-0.088354-0.23229i,-0.095796-0.28357i,-0.10931-0.26886i,-0.0021465-0.28642i,0.020854-0.34422i,-0.062084-0.3115i,-0.083213-0.20887i,-0.044722-0.14798i,-0.02965-0.13073i,-0.042187-0.099919i,-0.043106-0.044137i,-0.021373+0.014439i,0.022059+0.058235i,0.080146+0.070303i,0.10696+0.042566i,0.082144-0.006431i,0.031111-0.045361i,-0.017388-0.057082i,-0.04841-0.035837i,-0.053861+0.0022405i
0.49337-0.050652i,0.57883-0.10314i,0.30468-0.16078i,-0.069715-0.11339i,-0.23264+0.022114i,-0.23325+0.073321i,-0.22816+0.01798i,-0.20443-0.022758i,-0.1369-0.014881i,-0.092195+0.007493i,-0.077385+0.024925i,-0.063249+0.025867i,-0.044338+0.027252i,-0.024616+0.018447i,-0.018941-0.025381i,-0.029759-0.086881i,-0.05308-0.13547i,-0.080807-0.12016i,-0.08382-0.04063i,-0.054478+0.021772i,-0.02129+0.038806i,0.0099041+0.038336i,0.031767+0.030647i
-0.46978+0.23704i,-0.59033+0.40174i,-0.40019+0.53742i,-0.070113+0.61397i,0.11938+0.5578i,0.12613+0.4428i,0.096826+0.37194i,0.083474+0.2616i,0.029075+0.092415i,-0.033139+0.00069481i,-0.050571-0.0057524i,-0.042162-0.0044327i,-0.041305-0.0056587i,-0.068636+0.021616i,-0.093767+0.079859i,-0.088149+0.12463i,-0.071764+0.14008i,-0.034188+0.12676i,0.017082+0.072233i,0.032325+0.0097076i,0.013925-0.021677i,-0.0077201-0.030542i,-0.014743-0.030904i
0.37129-0.42727i,0.55128-0.63024i,0.60783-0.67859i,0.56903-0.67889i,0.42756-0.62299i,0.2643-0.43715i,0.21985-0.28349i,0.19769-0.22689i,0.12125-0.13949i,0.071621-0.057918i,0.03255-0.018523i,-0.0087581+0.035176i,0.0064315+0.075217i,0.076861+0.065589i,0.14003+0.012328i,0.13311-0.045185i,0.077729-0.059629i,0.028288-0.046345i,-0.017038-0.031768i,-0.056019-0.010441i,-0.064589+0.024615i,-0.034059+0.059805i,-0.00029307+0.061572i
-0.090345+0.44917i,-0.17281+0.51981i,-0.32813+0.28973i,-0.56072+0.083003i,-0.66013+0.11151i,-0.54855+0.12837i,-0.45363+0.048671i,-0.36959+0.03731i,-0.20132+0.055499i,-0.084565+0.035266i,-0.031307+0.018361i,0.033326-0.010847i,0.055173-0.048115i,0.0077967-0.070731i,-0.07236-0.065577i,-0.11433-0.0085805i,-0.084362+0.058315i,-0.03319+0.090763i,0.0051008+0.095367i,0.031986+0.079834i,0.049144+0.040573i,0.046827-0.016365i,0.023354-0.047089i
-0.20904-0.45607i,-0.33233-0.48784i,-0.31382-0.11649i,-0.089044+0.33267i,0.17457+0.45998i,0.29927+0.3797i,0.32421+0.30495i,0.27723+0.15327i,0.1267-0.037305i,-0.00094077-0.084067i,-0.030525-0.0631i,-0.063056-0.077053i,-0.097607-0.069156i,-0.076077-0.0097297i,-0.016804+0.051492i,0.046699+0.044i,0.080544-0.025885i,0.072918-0.084033i,0.047854-0.10026i,0.02651-0.088464i,0.0067095-0.062288i,-0.015599-0.026887i,-0.025975+0.0067781i
0.32796+0.32274i,0.53178+0.40019i,0.64321+0.22251i,0.65191-0.041581i,0.52744-0.16489i,0.3324-0.21454i,0.19233-0.28623i,0.068982-0.26008i,-0.016953-0.097575i,-0.0057651+0.011479i,0.0058521+0.043298i,0.007611+0.097642i,0.034679+0.11671i,0.042772+0.059511i,0.028911-0.0097181i,-0.0061076-0.037886i,-0.05115-0.019872i,-0.067184+0.013481i,-0.059058+0.036965i,-0.048292+0.040462i,-0.035833+0.031875i,-0.012202+0.02452i,0.011949+0.013667i
-0.44231-0.13911i,-0.70396-0.19289i,-0.81479-0.21062i,-0.79246-0.22481i,-0.66365-0.21582i,-0.51602-0.14602i,-0.45094-0.043853i,-0.33637+0.04126i,-0.13533+0.037507i,-0.032604-0.020964i,-0.013301-0.046018i,0.015872-0.065196i,0.01626-0.075288i,-0.01396-0.039124i,-0.038086+0.0034204i,-0.033736+0.028113i,-0.00048919+0.039242i,0.033704+0.028387i,0.053426+0.0035574i,0.051318-0.0095538i,0.035139-0.0061309i,0.016212-0.0069476i,0.00099267-0.011143i
0.38958+0.033178i,0.57692+0.15018i,0.61042+0.36582i,0.57271+0.50397i,0.49738+0.42739i,0.37867+0.30666i,0.31945+0.27435i,0.27375+0.18489i,0.13554+0.042692i,0.014356+0.0040307i,-0.019543+0.018894i,-0.041262+0.019439i,-0.047455+0.028741i,-0.011623+0.034631i,0.018501+0.026033i,0.0078491+0.0036269i,-0.030222-0.025017i,-0.070862-0.03908i,-0.092861-0.031801i,-0.079193-0.019309i,-0.045555-0.016797i,-0.022727-0.014389i,-0.01638-0.0088938i
-0.23417+0.11063i,-0.24939+0.0883i,-0.12987-0.082748i,-0.058952-0.24077i,-0.1029-0.2446i,-0.11402-0.23696i,-0.088578-0.30018i,-0.092134-0.25844i,-0.067289-0.10483i,-0.015175-0.028385i,0.007009-0.023785i,0.026394-0.0066265i,0.050095-0.0015895i,0.042409-0.024545i,0.018625-0.039397i,0.006715-0.0204i,0.0071139+0.033445i,0.016168+0.098405i,0.030775+0.12773i,0.036244+0.10091i,0.027654+0.053747i,0.022228+0.020342i,0.022227+0.0065693i
0.14468-0.20271i,0.14836-0.28735i,0.048499-0.2307i,-0.023703-0.096481i,-0.027527+0.02321i,-0.080901+0.13185i,-0.14176+0.201i,-0.094404+0.14394i,-0.021857+0.022287i,-0.018114-0.021238i,-0.033651-0.010326i,-0.04199-0.028664i,-0.058284-0.048i,-0.071678-0.024092i,-0.077255+0.019249i,-0.058175+0.046205i,-7.0379e-05+0.026825i,0.065146-0.0365i,0.087533-0.090192i,0.057463-0.092867i,0.011476-0.05692i,-0.020164-0.017008i,-0.02981+0.0040043i
-0.087213+0.19043i,-0.0771+0.2762i,0.033318+0.25707i,0.11299+0.16682i,0.10754+0.10655i,0.15674+0.11911i,0.24212+0.12177i,0.18976+0.063734i,0.047039+0.011794i,-0.010959+0.0087467i,0.0097973+0.020155i,0.018857+0.031525i,0.011405+0.051016i,0.022233+0.062654i,0.060238+0.053987i,0.092658+0.019166i,0.068247-0.024948i,-0.0023107-0.047491i,-0.055965-0.039353i,-0.059631-0.01628i,-0.025896-0.0040498i,0.012591-0.012714i,0.028009-0.022421i
0.051396-0.18523i,0.0048747-0.30823i,-0.13266-0.33991i,-0.20921-0.25894i,-0.12679-0.19306i,-0.058105-0.25144i,-0.094772-0.29384i,-0.099205-0.18489i,-0.029863-0.042846i,0.015829-0.0060082i,0.0026312-0.025519i,-0.013867-0.020462i,0.001296-0.012928i,0.014863-0.036039i,-0.0030485-0.074895i,-0.050587-0.094655i,-0.089164-0.063856i,-0.080856+0.0063669i,-0.042979+0.058593i,-0.014574+0.060152i,-0.017442+0.03596i,-0.0427+0.024075i,-0.055374+0.028838i
-0.051892+0.20666i,-0.030058+0.37325i,0.086139+0.45451i,0.19118+0.39994i,0.14493+0.28836i,0.032535+0.23018i,-0.0078185+0.19264i,0.0015552+0.097585i,0.0032666-0.0059963i,-0.016058-0.039437i,-0.028834-0.018758i,-0.016362+0.00081231i,-0.005915+0.0039127i,-0.019169+0.0080644i,-0.04583+0.031392i,-0.05307+0.074057i,-0.026448+0.09524i,0.0073325+0.062485i,0.024373+0.011315i,0.02494-0.012583i,0.029829-0.0023669i,0.05389+0.02045i,0.076252+0.022883i
0.0031826-0.244i,-0.027974-0.43043i,-0.12978-0.51644i,-0.22159-0.44974i,-0.17174-0.2902i,-0.036492-0.15719i,0.037573-0.10087i,0.01561-0.066747i,-0.0257-0.02247i,-0.01894+0.0055825i,0.010747+0.0017953i,0.0194-0.027819i,0.0022044-0.048705i,-0.0059013-0.025034i,0.023949+0.016578i,0.067694+0.024324i,0.079095+0.0075693i,0.046517+0.0029732i,0.0041364+0.0085962i,-0.012156+0.0081126i,-0.0061049-0.010256i,-0.0024678-0.051683i,-0.018026-0.079516i
0.052911+0.28901i,0.08461+0.51712i,0.15078+0.66842i,0.23111+0.61507i,0.18503+0.35904i,0.00097329+0.10506i,-0.11396+0.021171i,-0.059059+0.024833i,0.011849+0.0055883i,-0.0030179-0.010149i,-0.042118+0.0059057i,-0.064041+0.045315i,-0.056027+0.08098i,-0.023413+0.06529i,-0.0041784+0.0031273i,-0.011941-0.051871i,-0.012964-0.072242i,0.015693-0.060208i,0.042999-0.038497i,0.031637-0.032192i,-0.012026-0.025924i,-0.0605+0.0081916i,-0.074422+0.052271i
-0.088634-0.21769i,-0.07198-0.3938i,0.021276-0.51973i,0.050226-0.51053i,0.0095482-0.3128i,0.039959-0.034501i,0.098154+0.092305i,0.066442+0.054962i,0.023547+0.0068249i,0.039608-0.0041873i,0.074712-0.0049019i,0.10722-0.021417i,0.11046-0.047262i,0.067584-0.050646i,0.0092831-0.031785i,-0.036781-0.0048713i,-0.066472+0.014638i,-0.081031+0.0086044i,-0.073972+1.9163e-05i,-0.044126+0.015957i,0.0011013+0.037611i,0.057651+0.039462i,0.097443+0.019596i
0.16601+0.092656i,0.15236+0.1597i,-0.015324+0.18631i,-0.1486+0.20591i,-0.10413+0.1909i,-0.030951+0.061928i,-0.02742-0.060798i,-0.034093-0.070016i,-0.050211-0.032867i,-0.070036-0.016971i,-0.081289-0.029323i,-0.10103-0.036707i,-0.10404-0.021754i,-0.075608-0.00058924i,-0.044936+0.028187i,-0.021168+0.059136i,0.00019826+0.079471i,0.012201+0.087379i,0.016366+0.069255i,0.016352+0.030706i,0.0051066-0.0042894i,-0.022475-0.034422i,-0.051517-0.05935i
-0.1668-0.018443i,-0.17906-0.017113i,-0.030216+0.0013075i,0.09863-0.021588i,0.046921-0.071857i,-0.02933-0.03568i,-0.01454+0.028183i,0.017614+0.030406i,0.036783+0.012748i,0.038817+0.0046135i,0.020872+0.010486i,0.013792+0.029415i,0.017408+0.040106i,0.022624+0.034498i,0.044075+0.020415i,0.0786-0.0013941i,0.10148-0.031186i,0.093644-0.049933i,0.05623-0.041757i,0.018946-0.019731i,0.0090513+0.00072556i,0.012884+0.023791i,0.0044861+0.054373i
0.1158-0.072854i,0.11868-0.148i,-0.0054594-0.19058i,-0.073061-0.12794i,0.035878-0.029148i,0.11771-0.013547i,0.072467-0.033248i,0.016954-0.031319i,-0.00049796-0.039127i,-0.0081002-0.035379i,-0.00077808-0.0081227i,0.017863+0.00018321i,0.02661-0.0077854i,0.016689-0.012882i,-0.008285-0.032951i,-0.049403-0.067706i,-0.094351-0.08204i,-0.10205-0.066456i,-0.062471-0.041937i,-0.0175-0.031524i,-0.0033854-0.040059i,-0.005048-0.04812i,0.013894-0.044718i
-0.080805+0.10914i,-0.10234+0.24271i,-0.026183+0.34749i,0.027661+0.31499i,-0.047426+0.18283i,-0.11262+0.082279i,-0.071778+0.030665i,-0.020108-0.0015115i,-0.020687+0.0016453i,-0.023871+0.012193i,-0.015463+0.0016587i,-0.017583-0.0067626i,-0.022473-0.010316i,-0.027665-0.01169i,-0.038158+0.014546i,-0.035246+0.072052i,-0.010902+0.1188i,0.0083127+0.12103i,0.0077026+0.085725i,-0.0073108+0.048992i,-0.022009+0.040635i,-0.023608+0.044379i,-0.021417+0.024958i
0.05907-0.092691i,0.10477-0.22012i,0.099115-0.35548i,0.065656-0.37886i,0.065341-0.25498i,0.069632-0.11367i,0.025284-0.036177i,-0.012067+0.0014563i,0.0021311+0.0096298i,0.018167+0.0026002i,0.016363-0.0021171i,0.015081-0.0072441i,0.012009-0.0025602i,0.019009+0.01605i,0.046689+0.017707i,0.073367-0.017846i,0.080915-0.057734i,0.07123-0.067895i,0.044131-0.05385i,0.016762-0.029175i,0.012676-0.013184i,0.017901-0.011249i,0.0087125-0.00018301i
-0.069331+0.060983i,-0.15417+0.19359i,-0.19554+0.37149i,-0.14711+0.4439i,-0.088764+0.31887i,-0.079319+0.15043i,-0.053201+0.06615i,-0.019447+0.017218i,-0.022888-0.023672i,-0.038336-0.032085i,-0.046351-0.015603i,-0.047275+0.0031965i,-0.037109+0.0088688i,-0.02961-0.0090781i,-0.044365-0.029939i,-0.074971-0.025238i,-0.097868-0.0089145i,-0.099166+0.0014546i,-0.075013+0.010669i,-0.037283+0.014496i,-0.014594+0.014648i,-0.006978+0.016823i,0.0073979+0.010318i
0.11239-0.064117i,0.25237-0.20034i,0.34058-0.39697i,0.27404-0.4776i,0.15562-0.33393i,0.11635-0.13648i,0.10889-0.056671i,0.072814-0.033789i,0.03508+0.0059173i,0.029985+0.031808i,0.04204+0.023934i,0.04853+0.010383i,0.047528+0.010253i,0.038964+0.022029i,0.035218+0.037622i,0.046657+0.045518i,0.060903+0.044615i,0.069245+0.039699i,0.064812+0.031431i,0.048847+0.021935i,0.04146+0.0061046i,0.037703-0.017881i,0.015275-0.029848i
-0.12804+0.048981i,-0.30766+0.17693i,-0.42931+0.35116i,-0.36241+0.42652i,-0.22027+0.31735i,-0.16032+0.14966i,-0.14982+0.069581i,-0.089932+0.043601i,-0.0043025-0.0050649i,0.016779-0.049824i,-0.0093686-0.04757i,-0.022383-0.032625i,-0.026049-0.03501i,-0.025829-0.036433i,-0.021863-0.037831i,-0.022134-0.045113i,-0.024033-0.052247i,-0.027194-0.058874i,-0.027116-0.059751i,-0.024257-0.055207i,-0.036609-0.045273i,-0.054641-0.018868i,-0.044447+0.010035i
0.1077-0.058468i,0.2555-0.16304i,0.36792-0.27661i,0.32968-0.30955i,0.21811-0.22573i,0.17429-0.10179i,0.17295-0.052697i,0.10356-0.069216i,-0.010254-0.056309i,-0.052074-0.0043246i,-0.0262+0.022432i,-0.0055967+0.025532i,0.0018902+0.03169i,0.0035168+0.030775i,-0.0010816+0.032948i,-0.0048963+0.046807i,-0.010309+0.062352i,-0.015805+0.075953i,-0.01675+0.074095i,-0.014157+0.058512i,0.0014002+0.050822i,0.031205+0.043251i,0.042849+0.024602i
-0.076589+0.039004i,-0.18922+0.11199i,-0.2872+0.18631i,-0.26392+0.22743i,-0.15837+0.20243i,-0.10546+0.10371i,-0.10873+0.036301i,-0.077401+0.054403i,-0.011417+0.067344i,0.012891+0.02666i,-0.0060493-0.013564i,-0.020318-0.028004i,-0.020239-0.028821i,-0.012601-0.02173i,-0.0026248-0.023232i,0.0053338-0.039198i,0.018309-0.05455i,0.03663-0.05792i,0.045166-0.047241i,0.039121-0.035227i,0.021371-0.040078i,-0.0098329-0.05257i,-0.029671-0.046841i
0.06135+0.0095671i,0.1482-0.0003232i,0.24522-0.023754i,0.23961-0.090021i,0.11067-0.14965i,-0.014254-0.10277i,-0.044659-0.030764i,-0.027164-0.04533i,-0.023224-0.074978i,-0.023062-0.041571i,-0.0076932+0.014753i,0.015135+0.039142i,0.025235+0.032474i,0.019732+0.024366i,0.0078218+0.026506i,-0.008503+0.034562i,-0.028679+0.039392i,-0.043843+0.028641i,-0.04617+0.009608i,-0.043701+0.004879i,-0.038167+0.026253i,-0.014696+0.059166i,0.013977+0.064193i
-0.06067-0.067102i,-0.13861-0.11833i,-0.21933-0.13316i,-0.19563-0.037997i,-0.04415+0.092636i,0.1126+0.10393i,0.1552+0.04478i,0.099122+0.042032i,0.04154+0.061729i,0.030055+0.035241i,0.026131-0.018014i,-0.0027189-0.042627i,-0.024816-0.02884i,-0.020709-0.015229i,-0.004889-0.013142i,0.015835-0.011752i,0.037497-0.0064029i,0.043086+0.0064432i,0.029179+0.01715i,0.019703+0.015549i,0.026773-0.0054946i,0.029684-0.046057i,0.012448-0.071134i
0.073573+0.072497i,0.14243+0.16209i,0.19525+0.21245i,0.16084+0.12189i,0.023895-0.035698i,-0.11541-0.089156i,-0.14989-0.053156i,-0.0831-0.029212i,-0.013631-0.024771i,-0.0060174-0.0090736i,-0.016943+0.02486i,0.0014617+0.044865i,0.021841+0.031763i,0.019501+0.014112i,0.0026312+0.0028352i,-0.019948-0.0063909i,-0.034178-0.015867i,-0.028784-0.025076i,-0.012456-0.02271i,-0.0025829-0.012725i,-0.012644+0.0012505i,-0.036726+0.029329i,-0.046125+0.057825i
-0.10576-0.068774i,-0.16375-0.15339i,-0.17871-0.21037i,-0.12361-0.12475i,-0.016357+0.059596i,0.078631+0.15162i,0.10433+0.108i,0.06299+0.015941i,0.0033435-0.0509i,-0.020048-0.060429i,-0.0083659-0.05133i,-0.00096841-0.050703i,-0.0056571-0.042251i,-0.0069906-0.026578i,-0.00059644-0.0099561i,0.0095022+0.0056043i,0.0091217+0.015935i,-0.0044305+0.023246i,-0.014415+0.02422i,-0.010718+0.015506i,0.0093246+0.0060114i,0.045174-0.0038687i,0.071916-0.01558i
0.105+0.036041i,0.13088+0.10447i,0.10382+0.17907i,0.04443+0.1258i,-0.016834-0.059152i,-0.055225-0.18225i,-0.059008-0.15879i,-0.049499-0.053707i,-0.023783+0.041433i,0.0055065+0.057311i,0.0034487+0.028916i,-0.014245+0.018366i,-0.016721+0.021097i,-0.011028+0.017121i,-0.0093416+0.0065717i,-0.0096901-0.0030056i,-0.00036203-0.0052118i,0.020545+9.7202e-05i,0.035381+0.005266i,0.030219+0.0036242i,0.0048817-0.0072635i,-0.031017-0.025505i,-0.056538-0.03877i
-0.07576+0.0032855i,-0.056763-0.052008i,0.01626-0.14459i,0.06871-0.12652i,0.069796+0.039583i,0.040198+0.16783i,-0.0014254+0.16013i,-0.0032736+0.071543i,0.0098687-0.023643i,-0.0096441-0.045683i,-0.01392-0.010928i,0.0074281+0.0035306i,0.012107-0.0027137i,0.0031154-0.00050205i,-4.1107e-05+0.0085908i,0.00076867+0.011189i,-0.0074843+0.0001532i,-0.022739-0.020061i,-0.032181-0.035871i,-0.031774-0.035755i,-0.021064-0.01396i,-0.0042695+0.023815i,0.0051152+0.054568i
0.035745-0.036795i,-0.031894+0.015057i,-0.13042+0.12742i,-0.14336+0.15025i,-0.07121+0.028725i,0.01495-0.086055i,0.077857-0.10572i,0.056814-0.07328i,-0.006684-0.017266i,-0.011542+0.010141i,-0.0030737-0.010288i,-0.022323-0.020398i,-0.025464-0.0084983i,-0.010233-0.0027671i,-0.0039713-0.009417i,-0.0096486-0.010072i,-0.0071655+0.0082341i,0.0063679+0.031613i,0.013014+0.041728i,0.0086959+0.036225i,0.0043321+0.019932i,0.0084053-0.0065135i,0.020621-0.027757i
-0.010358+0.047467i,0.084448-0.0066573i,0.18811-0.12411i,0.17588-0.1541i,0.074933-0.053027i,-0.029681+0.033202i,-0.095971+0.058461i,-0.065032+0.074337i,0.011659+0.056829i,0.020141+0.027559i,0.004027+0.035829i,0.02169+0.047268i,0.032376+0.036697i,0.019083+0.02805i,0.010467+0.031451i,0.017624+0.029954i,0.022186+0.0098201i,0.012037-0.01342i,-0.00073151-0.016895i,-0.00094978-0.0042007i,0.0068502+0.0063623i,0.0070546+0.011284i,-0.0048596+0.0073971i
-0.017433-0.052592i,-0.12538+0.0096777i,-0.2358+0.1482i,-0.20875+0.19668i,-0.099411+0.10069i,-0.013139+0.015219i,0.042446-0.023899i,0.030528-0.074422i,-0.015824-0.08404i,-0.013279-0.05184i,0.0060044-0.045348i,-0.0025187-0.059386i,-0.012472-0.062836i,-0.0065795-0.059072i,-0.0041373-0.05881i,-0.015737-0.050931i,-0.025967-0.02593i,-0.022262-0.0021035i,-0.0046802+0.0017862i,0.0086489-0.0095688i,0.0029762-0.019985i,-0.0070872-0.02275i,-0.010998-0.015815i
0.0096952+0.070051i,0.12127+0.035288i,0.25739-0.077903i,0.27543-0.14237i,0.19206-0.098548i,0.11054-0.04685i,0.046114-0.016652i,0.023542+0.029837i,0.021555+0.03995i,-2.4932e-05+0.016291i,-0.018243+0.01653i,-0.016639+0.038561i,-0.0088212+0.05477i,-0.007165+0.056769i,-0.0063049+0.056814i,0.0087128+0.052661i,0.028024+0.029379i,0.031521+0.0025569i,0.014216-0.0067833i,-0.003597-0.00089147i,-0.0036962+0.0099443i,0.0014435+0.020944i,0.0025206+0.03033i
-0.010176-0.11069i,-0.11286-0.11021i,-0.24298-0.02125i,-0.27841+0.062832i,-0.23486+0.087591i,-0.18757+0.08591i,-0.12904+0.065594i,-0.071971+0.016583i,-0.030011-0.0060138i,0.0049315+0.0022404i,0.026126-0.0059902i,0.031556-0.032774i,0.020934-0.053407i,0.0067781-0.051267i,0.0025036-0.045935i,-0.0098076-0.047911i,-0.03539-0.034i,-0.047194-0.0090539i,-0.030449+0.0053463i,-0.0073257+0.0036427i,0.0016505-0.0078568i,0.0093303-0.020114i,0.020765-0.032395i
0.029103+0.15432i,0.13871+0.19304i,0.27227+0.10968i,0.30664-0.013266i,0.26701-0.068683i,0.23423-0.075207i,0.17844-0.073655i,0.088901-0.058782i,0.016039-0.050172i,-0.025006-0.043412i,-0.047016-0.014604i,-0.054539+0.02342i,-0.043531+0.048889i,-0.027009+0.049057i,-0.019967+0.047086i,-0.0051612+0.055228i,0.020942+0.050117i,0.030998+0.030083i,0.013983+0.012582i,-0.0078296+0.007388i,-0.016761+0.01265i,-0.022753+0.018368i,-0.033405+0.018969i
-0.059816-0.19462i,-0.18795-0.28286i,-0.33918-0.21813i,-0.37391-0.052251i,-0.30067+0.051849i,-0.23705+0.071789i,-0.17028+0.075482i,-0.079772+0.077619i,-0.017203+0.074364i,0.014157+0.052623i,0.033453+0.010351i,0.042102-0.024841i,0.042072-0.037604i,0.040467-0.035287i,0.039725-0.042484i,0.022181-0.059315i,-0.0044257-0.059762i,-0.0090762-0.039506i,0.0096552-0.016465i,0.024968-0.008532i,0.022385-0.013809i,0.015804-0.014016i,0.01401-0.0010831i
