-0.0032716+0.00019657i,-0.0027645-3.968e-05i,-0.0024879+0.00071044i,-0.0016713+0.001519i,-0.00055024+0.0022394i,-0.00049606+0.0022832i,-0.0010258+0.0018278i,-0.00070143+0.0011324i,-0.00098483+0.00077384i,-0.00045762+0.00091101i,0.00095987+0.00044012i,7.5622e-05+4.5929e-05i,-0.0014535+0.0002603i,-0.0021621-0.00018532i,-0.0019978-0.00063653i,-0.00041082-0.00088349i,0.00064632-0.00080068i,0.00072902-0.0010808i,0.00031762-0.0009482i,-6.4439e-05-0.00058481i,0.00031435-0.0010955i,0.00011682-0.0011708i,-0.00057309-0.00025509i
0.0027909+0.0018866i,0.0027115+0.0010416i,0.0035475-3.1777e-05i,0.00315-0.00076749i,0.00076363-0.0014487i,-0.0017636-0.0015008i,-0.002202-0.0015101i,-0.0010583-0.0017916i,7.0655e-05-0.00075761i,0.00013027+0.00066349i,-0.00010811+0.00094232i,-0.00029592+0.0010677i,-0.00051416+0.00092969i,-0.0001209+0.00056225i,-6.6547e-06+0.00088988i,-0.00024037+0.0010291i,2.7057e-05+0.00081947i,0.00010947+0.00022498i,-1.0334e-05-0.00015026i,0.00013491-0.0005829i,0.00061264-0.00030511i,0.00057068+0.00069161i,0.00056243+0.00048412i
-0.00046237-0.0010284i,-0.0014215-0.00033024i,-0.0023874-0.00092741i,-0.0022605-0.00093745i,-0.0016848-0.00048663i,-0.0006396-0.00049724i,-0.00087162-0.00011145i,-0.00068233-0.00077706i,-0.00013772-0.0016173i,-0.00070919-0.0011328i,-0.00095528-6.4852e-06i,-0.00063537+0.00054678i,-0.00024336+0.0010419i,-0.000737+0.0008799i,-0.0012968+0.00020279i,-0.00097552+0.00030007i,-0.00041755+0.00010148i,-0.00031559-0.00031554i,-0.00096754-6.0392e-05i,-0.00076301-0.00021443i,-0.00015076-0.00061795i,-0.00038238-0.0003869i,-0.00085365-0.00012842i
-7.7772e-05-0.00069647i,-0.00011213-0.00084901i,-0.0001741-0.00019817i,-0.00063967+0.0010075i,-0.0010903+0.00054337i,-0.0010375-0.00092249i,-0.0010031-0.0019105i,-0.00065833-0.001128i,-0.00011562-0.00017487i,0.00018993+0.0004801i,0.00022608+0.00062139i,0.0003181+0.00024721i,0.000158-3.6341e-05i,-0.00012889+0.00033057i,-0.00015973+0.00094843i,0.00018646+0.00016043i,0.00058977-9.0237e-05i,0.00099373-0.00025027i,0.00076555-0.00025899i,0.00064739+0.00022447i,0.0007381+1.2888e-05i,0.00075327-0.00014759i,0.00016627-0.00028281i
-0.0013682-0.00036611i,-0.0014393+0.00040069i,-0.00077693+0.0012496i,-8.36e-05+0.00081197i,-0.00014019-0.00066112i,-0.00068132-0.0010805i,-0.0014247-0.0008203i,-0.00097853-0.00072623i,-0.00050743-0.00030251i,-0.0010589-0.00034502i,-0.0010736-0.00058739i,-0.00014948-0.00045881i,-0.000241-0.00061135i,-0.0010364-0.0007337i,-0.0013967-0.00048649i,-0.00078482-0.00010471i,-0.00022686+0.00025333i,0.0005513+0.00034306i,0.00061433+0.0006476i,-0.00061872+0.0001417i,-0.00087858-0.0009881i,-0.00058191-0.00045582i,-0.00026147+7.1677e-05i
0.00087867+0.00013642i,0.00085035+0.00010562i,0.0006796-0.00069278i,0.00076921-0.0012703i,-1.7572e-05-0.0012345i,-0.0010894-0.0016528i,-0.0011539-0.0014065i,-0.00081276-0.00039773i,-0.00018087-0.00012332i,0.00023434+0.00025127i,-0.00018647+0.00083258i,-0.00024519+0.00045395i,0.00023862-0.00011171i,1.7263e-05-0.00026214i,0.00047852-0.00024111i,0.00054094+0.00028107i,-0.00026681+0.00070277i,-0.00010547+0.00046628i,0.00023085+0.00067878i,0.00035534+0.00032175i,0.00042627-0.00027647i,0.00047819+0.00022348i,0.00056561+0.00015243i
-0.0019083-0.00057717i,-0.0015857+0.00061486i,-0.0020728+0.0006668i,-0.0022699+0.00063764i,-0.0014466-0.00025257i,-6.0358e-06-0.0016185i,0.00022229-0.0018504i,-0.00011116-0.0013377i,4.6244e-05-0.00093213i,-6.8301e-05+0.00011832i,2.1634e-05+0.0011501i,0.00021621+0.00080931i,3.4779e-05+0.00027281i,2.1097e-05-5.9388e-05i,0.00025609-0.00024745i,3.9126e-05-0.00069654i,-0.00012924-0.00057493i,0.00055876+6.4403e-05i,0.00097981-5.2893e-05i,0.00033543-0.00015276i,0.0001901+0.00044137i,-0.00016858+0.00025242i,5.2956e-05-9.7385e-05i
-0.0010117-0.0006773i,-0.00045651-0.0010591i,-0.0010926-0.00023205i,-0.0015399+0.00058716i,-0.00095785+0.00047013i,-0.00040065+0.00060597i,0.00028224-0.00012836i,0.00091657-0.0008517i,0.00086894-0.0010821i,-6.9002e-05-0.00062846i,-0.00011966+0.00057141i,0.00041088+0.00056954i,-6.981e-05-7.8438e-05i,-0.00017542-0.00042847i,0.00045421+4.1332e-05i,0.00029898+0.00051316i,-0.0004765-0.00013954i,-0.00017283-0.00094262i,-0.00038424-0.00047679i,-0.0007374+0.00070971i,-0.00072399+0.00080037i,-0.00010974+0.00029959i,0.0001613+0.000221i
0.001423+0.00082813i,0.0020768+0.00061008i,0.0022444-0.0012341i,0.0011788-0.0025792i,-0.00036549-0.0015365i,-0.001355-0.00081i,-0.001452-0.00065583i,-0.00098644+0.00018209i,-0.00017166+0.00058648i,-0.0003682+0.00024174i,-0.00067109+0.00018873i,-0.00044789+5.249e-06i,-0.00028828-0.00036887i,-0.0001438-0.00025441i,-0.00073306+0.00055376i,-0.00062654+0.00065368i,0.00021679+0.00025231i,5.9486e-05-0.00029722i,-0.00024042-0.00069958i,0.00013254-0.00077149i,0.00065907-4.3035e-05i,0.00035476+0.00049379i,-0.00017063-0.00043481i
-0.0017602+0.0010958i,-0.0014361+0.0015275i,-0.0016157+0.00074893i,-0.0010158-8.4987e-05i,-0.00039611-0.00095819i,-0.00061923-0.0017293i,-0.0010038-0.0020654i,-0.00093634-0.0015543i,-0.00055145-0.00092224i,-0.00024266-0.00066315i,-0.00036336+0.00026273i,-0.00076519+0.00089326i,-0.0004247+0.00028828i,-0.00011982+0.00047704i,-0.00011316+0.0014519i,-0.00012842+0.0017989i,6.4058e-05+0.00073646i,-0.00029968+0.0003187i,-9.2472e-05+0.00052366i,0.00063145+0.0004999i,0.00028483+0.00015805i,-0.00096171-0.00052759i,-0.00073911-0.0002679i
-7.112e-05+0.00082266i,-0.00087415+0.00030004i,-0.00035455+0.00021561i,0.00071597+0.00040286i,0.00024873-0.0014398i,-0.00079473-0.0029657i,-0.00076934-0.0021358i,-0.00062611-0.0010149i,-0.00084012+0.00014527i,-0.00082266+0.00036783i,-0.0006574-0.00026189i,-0.00056226-0.00048807i,-1.5041e-05-0.00033556i,0.00024982+7.9504e-05i,0.00063714+0.00024281i,0.0010244+0.00036772i,0.00094662+0.0011354i,0.00029941+0.0013656i,-0.00067409+0.00031685i,-0.0007366-0.00086778i,0.00020496-0.00087798i,0.000218-0.00071437i,-7.0916e-05-0.0007612i
8.2513e-05+8.4502e-05i,0.00018105-0.00093985i,0.00072258-0.0013549i,0.00075222-0.00095055i,-0.00077121-0.0013373i,-0.0014932-0.0019235i,-0.0016606-0.0015903i,-0.0011085-0.0012633i,9.5613e-05-0.0009392i,-0.00052936-5.0996e-05i,-0.00074427+0.00092161i,2.3962e-05+0.001324i,-2.8873e-06+0.00093534i,-0.00058119+0.0004419i,-0.00084802+0.00025052i,-0.0011033+0.0001411i,-0.00059037-0.00028021i,1.3156e-05-3.7102e-05i,0.00016932+0.00029506i,0.00044429+0.00026021i,0.00033061-0.0003391i,0.00033001-0.00028436i,0.00022223+8.5679e-05i
-0.00018358-0.0014412i,-0.00077036-0.00093179i,-0.0012191-0.00049917i,-0.00085556-0.00062454i,-0.00020326-0.0014314i,-0.00090729-0.0017585i,-0.0010758-0.0013764i,-3.1464e-05-0.0012368i,0.0007296-0.00034415i,0.00071005+0.00060488i,0.00069649+0.0010679i,0.00052102+0.00090938i,0.00038674-0.00012875i,-0.00029829-0.00048031i,-0.0003507-0.00096477i,0.00023756-0.0017703i,0.00066347-0.00090591i,0.00013401-0.00059337i,0.00012078-0.00091918i,-5.634e-05-0.00012714i,-0.00059125+0.00026254i,-0.00030663-9.777e-05i,6.548e-05-0.0003352i
-0.0012613+0.0030874i,-0.0004191+0.0016459i,0.00031467+0.00046374i,0.00016572-0.00013537i,-0.00013046-0.00061047i,-0.00085927-0.0017077i,-0.0014347-0.0021522i,-0.0012017-0.0016798i,-0.00033989-0.0014634i,0.00064595-0.0011693i,0.00069198-0.00057655i,0.00067736-0.00065509i,0.00081099-0.00080625i,0.0004065+9.3665e-05i,-0.0006532+0.0007394i,-0.0011079+0.00065977i,-0.00013656+0.00037963i,0.00079787-5.3953e-05i,0.00050967-0.00048798i,-0.00026831-0.00061701i,-0.0006078-5.7495e-05i,-0.00059503+1.6392e-05i,-0.00095555+0.00056682i
-0.00050364-7.3596e-05i,-0.0013929-0.00043267i,-0.00072029-0.00024848i,-2.2503e-05+0.00041583i,0.0002128-0.00033839i,-2.9171e-05-0.0010836i,-0.00059319-0.0012506i,-0.0003843-0.00050842i,-0.00020468+0.00022063i,-0.00014351+0.00040472i,-5.8856e-05+0.00062458i,0.00041272+0.00092544i,0.00056127+0.00067563i,-0.00023577-0.0001694i,-0.000786-0.0004519i,-0.00032971+0.00034266i,-0.00025571+0.00010172i,-0.00093855+0.00025146i,-0.00068775+0.00087592i,-0.00015185+0.0005328i,-5.1694e-05+0.00017319i,-0.00024953+0.00062149i,-0.00065306+0.0012194i
0.0018443-0.00083357i,0.0012745-0.0011613i,0.00040444-0.0008146i,-0.00067065-0.0010602i,-0.00089521-0.0017983i,-0.00056441-0.0017626i,-0.00022023-0.0010394i,4.1371e-05-0.00053371i,8.3823e-06-0.00028597i,0.00024175-0.00020227i,-0.00026627+0.0002355i,-0.00044574+0.00065752i,9.5649e-05+0.00055473i,-5.8018e-05+0.00018577i,-0.00031706-0.00020405i,0.00022008+0.00011682i,0.00041211+0.00057168i,-0.00065335+0.00052254i,-0.0011039+0.00030776i,-0.00036984+0.00036025i,-0.00012022+0.00083427i,0.00027049+0.00053787i,0.00041356+0.00017545i
-0.00035555-0.0010953i,-0.0011749-1.5498e-05i,-0.0012105+0.00062553i,-0.00077898+0.00030414i,-0.00063924-0.00076509i,-0.00022579-0.0021353i,-0.00022291-0.0027439i,-0.00031334-0.001441i,-1.0715e-05+0.00030586i,-0.00038364+0.0008332i,-0.0009377+0.00077546i,-0.00043532+0.00046538i,0.0001819+0.00043573i,0.00014047+0.0002587i,0.00046007-0.00028141i,0.00056843+0.00020798i,0.00061035+0.00070414i,0.0011529+0.00044766i,0.0014566-0.0002179i,0.0010051-4.7641e-05i,-4.2173e-05+0.00045024i,-0.00024573+0.00043964i,0.00067357+0.00041405i
0.00094912-0.0014765i,0.00052759-0.0006221i,0.00064805-0.00085577i,0.00026308-0.0013083i,-0.00059442-6.853e-05i,-0.0014173+0.00063342i,-0.0011658-0.00028671i,-8.6678e-05-0.00042391i,0.00015111+8.9712e-05i,0.00026021-0.00024502i,-0.00011673+0.00024563i,0.00067512+0.00067004i,0.0011052+0.00062083i,-0.00036108+0.00029921i,-0.00031002-0.00028731i,0.00019929-0.00071304i,-5.2266e-05-0.0008529i,-0.00021161-3.6804e-06i,-0.00033249+0.00095324i,8.6288e-05+0.00053711i,0.0005126+9.5237e-05i,-0.000127+0.00026249i,-0.00068514-0.00015756i
0.00091595+0.00030685i,0.0008631-0.00036746i,0.00054784-0.0008186i,2.9532e-05-0.0013502i,-0.0008591-0.0017742i,-0.0010189-0.0017607i,-0.00022759-0.0013359i,0.00026285-0.00058288i,-0.00011692-0.0001679i,-0.0006837+0.00062258i,-0.00083769+0.0012135i,3.6782e-05+0.00057599i,0.00013338-0.00028136i,-5.3533e-05-0.0012489i,-0.00052932-0.00070689i,-0.0013388+0.00023593i,-0.00070259+0.00040915i,-2.2724e-06+0.0006037i,0.0009128+0.00094216i,0.0012795+0.0010037i,0.00079021+0.0006437i,0.00074882+0.00053919i,0.0013459+0.00074204i
-0.0018619-0.0036487i,-0.0019061-0.0032546i,-0.0024747-0.0022685i,-0.0026319-0.0011052i,-0.0020025-0.00061362i,-0.0008865-0.00016819i,-2.6649e-05-0.00075403i,0.00066385-0.0012578i,0.00050768-0.00099593i,-0.00070836-0.00037986i,-0.00069778+0.00090916i,0.00017825+0.0013707i,0.00029046+0.00060064i,0.00023483-0.00022652i,-7.4694e-05-0.0010358i,0.00052498-0.00085838i,0.0016796-0.00058179i,0.00099609-0.00094322i,5.1034e-05-0.00069169i,-0.00044234-2.9289e-05i,-0.00065731+0.00041804i,-0.00070105+0.00029249i,-0.00031684-0.00043823i
-0.00040912+0.001612i,-0.00036866+0.0019658i,-0.0004207+0.00093875i,-0.00019273-9.0041e-05i,0.0002782-0.00099449i,-0.00032704-0.0016291i,-0.00098165-0.0012069i,-0.00068914-0.00064541i,-0.00060001-0.0008811i,-0.00090969-0.00036582i,-0.00085515+0.00088544i,-0.00039543+0.00073277i,-0.00056056-1.9903e-05i,-0.00091021+0.00036695i,-0.0012503+0.00023649i,-0.00070258+0.00020954i,-5.6997e-05+0.0005452i,-0.00037898+0.00044744i,-0.00078465-0.0004332i,-0.00054224-0.00032719i,-4.7503e-07+0.00047148i,-6.8056e-05+0.00036049i,-0.00012969-0.00019179i
0.00044212-0.0017822i,0.00054175-0.0017953i,0.00069502-0.0022487i,1.5654e-05-0.0022153i,-0.00088485-0.0016919i,-0.00085944-0.0015533i,-0.00043333-0.0014148i,0.00031382-0.0013276i,0.00049683-0.00087937i,0.00022975-0.00034733i,-0.00023853-0.00029608i,-0.00079428-0.00070818i,-0.00072207-0.00055906i,-0.00035218-0.00066749i,-2.6931e-05-0.0004501i,-0.00023296+9.2357e-05i,0.00011747-0.00010797i,0.00023959-3.5699e-05i,-0.00017424+0.00015773i,0.00021076-0.0006318i,0.00030253-0.00079333i,0.00018627-5.0174e-06i,9.7645e-05+0.00034628i
-6.2484e-05-1.2247e-05i,-0.00049937+0.00083901i,-0.0012791+0.00053934i,-0.0013644-0.00091149i,-0.0011502-0.00112i,-0.0012704-0.0017581i,-0.0012653-0.0023622i,-0.00080943-0.0016675i,-0.00038072-0.00072217i,-0.00079871+0.00089917i,-0.00095534+0.0012491i,3.3177e-05+0.00011898i,0.00011961-5.0194e-05i,-9.4836e-05-9.4596e-05i,-0.00037542-0.00021125i,0.00016481-0.00027155i,0.00048618-0.00034159i,0.00053263-0.00022088i,0.00038542-0.00022026i,-0.00010416-0.00059115i,5.8071e-05-0.00041612i,0.00030611+0.00030755i,0.00019576+0.00061141i
0.0001188-0.00088671i,-0.0012508-0.00073501i,-0.0017305+6.545e-05i,-0.00046438+1.8645e-05i,0.00017223-0.00075266i,8.3625e-05-0.0014168i,0.00019166-0.0015251i,-0.0002629-0.0012123i,-0.0011313-0.001063i,-0.00079294-0.00074814i,-0.00048044-0.00018101i,-0.00032113+0.00021652i,3.2154e-05+0.0001874i,5.5783e-05-0.00014333i,0.00025543-6.5816e-05i,0.00049943-0.00029055i,0.00066893+0.00013575i,0.00054315+0.00057689i,0.00021944+0.00048914i,0.00023174+0.00018485i,0.00052081+0.00096507i,0.00026443+0.0011367i,-6.2598e-05+4.3698e-05i
-0.0037454+0.00059942i,-0.0033681+0.00059306i,-0.0024525+0.00051009i,-0.0008674+0.00024926i,0.00020218-0.00055677i,0.00064353-0.0015467i,0.00013883-0.0018998i,-2.9924e-05-0.0014552i,-0.00041092-0.00031363i,-0.0006808+0.00032566i,-0.00052956+0.00080017i,-0.00023327+0.00094824i,-3.8536e-05+0.00063832i,-0.0010481+0.00060769i,-0.0013567+0.00036607i,-0.00088061+0.00013435i,3.5576e-05+0.00033853i,0.00061801+0.00022558i,1.3162e-05+0.00019159i,-0.00035645-0.00023314i,-0.00010334-0.0012548i,-0.00041957-0.00086828i,-0.0009049-2.0424e-05i
0.0012284-0.00048349i,0.00069495-0.00048223i,0.00029552-0.0007151i,7.295e-05-0.00092318i,0.00052156-0.00067358i,0.00031858-0.00058821i,0.00079325-0.00028983i,0.00059683+0.00047365i,4.644e-06+0.0003717i,-0.00019542-0.00024871i,-5.1817e-05-0.00077969i,-1.7938e-05-8.6999e-05i,0.00019034+0.00075721i,0.00048675+0.00036085i,-0.00018056-6.6317e-05i,-0.00025487-0.00018926i,-0.00019911-4.6048e-05i,0.00031105-0.0001876i,0.00077466-0.00019384i,2.6382e-09+6.8038e-06i,-0.00061685+0.00071713i,-0.00068041+0.00098534i,-0.00042795-0.00018931i
-0.00091454+0.00063968i,-0.001017+0.00022253i,-0.0010117+0.0008327i,-0.00081663+0.00087344i,-0.00029793-0.00062083i,-0.0001964-0.0021736i,-0.00042081-0.0029022i,-0.00035549-0.0025893i,-0.00025689-0.0014961i,2.6508e-05+0.00051577i,0.00014773+0.0018382i,8.378e-05+0.0014302i,0.00026815+0.00051534i,9.0069e-05-0.00069559i,-1.5985e-06-0.00084016i,0.00029352-6.896e-05i,-7.7177e-05+0.00051987i,-0.00063206-2.2906e-07i,-0.00032054-0.00040796i,4.706e-05-0.00084251i,0.00031674-0.00022113i,0.00013769+0.00080195i,-7.2816e-05+0.00059748i
0.0004816+0.001102i,0.0015539+0.0010161i,0.00097118+0.001114i,-8.5176e-05+0.00054901i,-2.6052e-05-0.00010522i,-0.00027406-0.0014297i,-0.00087064-0.001648i,-0.0010442+1.2389e-05i,-0.00067714+0.00040512i,-0.00050403+0.00019459i,-0.00017101-0.00018032i,0.00058605+0.00012739i,0.0011218+0.00067025i,0.00094391-1.7446e-05i,0.00043044+2.5567e-05i,0.00045041-2.3381e-05i,0.00033708-0.00038793i,3.9007e-05-0.00012504i,-0.0001058-9.1895e-05i,2.2301e-05+0.00014868i,0.00025872+0.00016924i,0.00025366+0.00049196i,-0.00022582+0.00080481i
-0.00090898-0.0018136i,-0.00043273-0.0017917i,-0.0015147-0.0016799i,-0.0018569-0.00073901i,-0.0013351-0.00045021i,-0.00075997-0.00074783i,-0.00082451-0.0010227i,-0.00084229-0.0013566i,-0.00078306-0.00077567i,-0.00024309-0.00041815i,-0.00028114+0.00035944i,-0.00044048+0.00086535i,0.00032724+0.00090661i,0.00065611-3.8838e-05i,0.00061685-0.00053796i,0.00056726+0.00018031i,0.00043002+0.00030871i,0.0001146-0.00010684i,-0.00029638+0.00036758i,-7.6342e-05+0.00054397i,0.00038128-5.6876e-05i,0.00023821-7.4485e-05i,0.00038365+1.9341e-05i
0.00012141+0.0001045i,0.00064433+0.00067272i,0.00034574+0.00066889i,-0.00072602+0.00033842i,-0.0013154-0.0002282i,-0.00063494-0.0008397i,-0.00031268-0.00080248i,-0.001166-0.00041706i,-0.0009275-0.00077602i,4.5389e-05-0.00060448i,0.00015941-2.446e-05i,-0.00050314+2.8153e-05i,-0.00047958-0.00025218i,0.00010016-0.00071007i,0.00029708-0.0013726i,-0.00037523-0.0014756i,-0.00086245-0.00088102i,-0.00024358-0.00015782i,0.00025481-0.00027871i,-5.1586e-06-7.42e-05i,-0.00045709+6.0862e-05i,-0.00081294-0.00064653i,-0.00048218-0.00087185i
0.001529-0.00044833i,0.0029974-0.00011145i,0.0033938-0.00044176i,0.0015185-0.0013494i,-0.00052825-0.0019254i,-0.0013835-0.0020448i,-0.0013538-0.0014134i,-0.00097229-0.0006173i,-0.0004819-8.2791e-05i,0.00010433-0.00020398i,0.00038222-0.00035187i,-2.6897e-06+1.8868e-05i,-0.00015417-0.00017916i,0.00015873-0.00017306i,8.2726e-05+0.00018572i,0.00072066+0.00016553i,0.00080547-5.6654e-05i,0.00054096+0.00018221i,0.00051698+0.00040627i,0.00066009-0.00028089i,0.00014718-0.0005976i,-0.0010714-0.00019231i,-0.00064443+2.6127e-05i
-0.00079746-0.0018868i,-0.0005615-0.0024184i,-0.0011773-0.0028254i,-0.0012682-0.0018046i,-0.0002821-0.0017479i,0.00094105-0.0019244i,0.00092355-0.0014081i,0.00066156-0.0012301i,0.00058262-0.0016481i,-3.0165e-05-0.00099179i,-0.00069411+0.00036649i,-6.6815e-05+0.00051765i,0.00069222+0.00016257i,0.00045956-0.00026444i,0.00053223-0.00059689i,0.00087197+0.00022433i,0.00047294+0.00043436i,2.809e-05+8.7954e-05i,-0.00054804+0.00052129i,-0.0004109+0.0003258i,0.00025494-0.00036502i,9.3492e-05-0.0008387i,-0.000303-0.00072347i
0.00097186+0.00068771i,0.00055548+0.0013713i,-0.00083396+0.00070351i,-0.0019553+0.00025828i,-0.0015671-6.5763e-06i,-0.001155-0.0011376i,-0.00073552-0.0011395i,-0.00048934-0.00057933i,-0.0006016-0.0005003i,-0.00015582-0.00042722i,4.8348e-05+5.3134e-05i,0.00020992+0.00077486i,0.00023102+0.00092649i,0.00026311+0.00024428i,0.00012793-0.0002903i,-0.00043098-1.5055e-05i,-0.0007236-0.00010311i,-0.00059149+0.00029419i,-6.1673e-05+0.00066638i,0.00032752+0.00031904i,0.00043101-0.00018888i,0.00022939-0.00028915i,-0.000189-0.00036749i
-0.0016521-0.0003276i,-0.0019344+0.0003064i,-0.0010719+0.0016936i,-0.00044292+0.0018294i,-0.00015671+0.00054021i,-0.00021338-0.0016235i,-0.00055178-0.002552i,-0.0008512-0.0021397i,-0.00082533-0.00057328i,-0.00024121+0.00050057i,-0.00019038+0.0008741i,-0.0002109+0.00098764i,0.00060417+0.00020932i,0.00030008-0.00014874i,-0.00046629-0.00034338i,-0.0009454-0.00092685i,-0.00079233-0.00050575i,-0.00022704-0.00011555i,-0.00028124+6.2234e-05i,-0.00036605+0.00027716i,-0.00066135+0.00012163i,-0.0007433-0.0004575i,-5.7799e-05-0.00039681i
0.0032078-3.3894e-05i,0.0029293-0.00068199i,0.0016387-0.0030865i,8.1874e-05-0.0040276i,-0.00071929-0.0029156i,-0.00084867-0.0022304i,-0.00052981-0.0013282i,-0.00063446-0.00017577i,-0.00074513-0.0007324i,-0.00041174-0.0010986i,-0.0012182+8.2425e-05i,-0.0012242+0.00013688i,-1.9148e-05-1.7952e-05i,0.00043144+0.00068067i,0.00028694+0.00022394i,-0.00021885-0.00038272i,-0.00052926-0.00036751i,0.00018794+0.00029315i,0.00027459+0.00077664i,0.00052578-3.8037e-05i,0.00085179-0.0011331i,0.00026739-0.0011225i,0.00028467+0.00031785i
9.2578e-05+0.00083656i,-0.0003371+0.001112i,-1.5169e-05+0.00039611i,-0.00052048-0.0010932i,-0.0007349-0.0021824i,-0.00040479-0.001901i,-0.00079316-0.0013344i,-0.00083019-0.0010644i,-0.0005254-0.001378i,-0.00027268-0.00085594i,-9.592e-05+0.00058624i,0.00023705+0.0014179i,0.0005644+0.0014297i,0.00064131+0.00059084i,0.00093895-0.00027437i,0.0014112-0.00042856i,0.0010144-6.0298e-05i,0.00050337+0.00044297i,-0.00018825+0.0006574i,-0.001189-5.4062e-05i,-0.0010148-0.001099i,-0.00026649-0.00092627i,0.00014297-0.00056375i
-0.0010633-0.0018243i,-0.0017452-0.0010614i,-0.0021844-0.00070605i,-0.0013947-0.00081565i,-0.00053713-0.00062152i,-7.8666e-05-0.00043611i,-0.00017429-0.00012688i,-0.00010876+0.00024011i,0.00038618+3.4901e-06i,-0.00029156+1.7786e-05i,-0.00073202-5.007e-05i,-0.00056941-0.00071023i,-3.0774e-05-0.00052858i,0.00015336-0.00033915i,7.3843e-05-0.00019263i,-5.0274e-05+2.2475e-05i,-0.00036176+0.00010027i,-0.00027777+0.00054146i,0.00010533+0.0010632i,6.1835e-05+0.00089394i,-0.00022434+4.2764e-05i,-0.00053703-0.00044196i,1.7272e-05-0.0006998i
-0.00025733-0.00061199i,0.0001015+2.8774e-05i,0.00023883-0.00044885i,-0.00018127-0.00083711i,-0.00068776-0.0014296i,-0.00071514-0.0015449i,-0.00041536-0.0016931i,-0.00032785-0.001274i,0.00021509-0.00034813i,-2.2721e-05+0.00017349i,-0.00087717+0.00025903i,-0.00064895-1.1036e-05i,0.00023744-0.00053627i,0.00061773-0.0011577i,0.00017593-0.0011831i,-0.00022445+7.3627e-05i,0.00040953+0.00057465i,0.00088362-0.00023589i,0.00048547-0.00085241i,0.00067986-0.00049023i,0.00093596+0.000415i,0.00083548+0.00039113i,4.6173e-05+7.5452e-05i
0.0016504-0.0017829i,0.0010805-0.0011543i,6.9393e-05-0.0014067i,-0.0013348-0.0013902i,-0.0025376-0.0012638i,-0.0015521-0.0010153i,-0.00060549-0.00052913i,-0.00023158+8.1846e-05i,-0.00043807-0.00044165i,-0.0010109-0.00063911i,-0.000636+0.000154i,-0.00063913+0.00020842i,-0.0011741+0.0003989i,-0.00039372+0.00011438i,0.00028337-0.00019747i,0.00054822+0.00014278i,0.0011193+0.00033824i,0.00038996+5.3346e-05i,-0.0002376+4.2568e-05i,0.0002843+0.00041845i,0.00015728+0.00052303i,-0.00044285+0.00066848i,-0.00056005+0.0002008i
-5.0435e-05+0.0017593i,0.0010165+0.0017344i,0.0020515+0.0013809i,0.0013962+0.00022361i,0.00023925-0.0011305i,-0.00050643-0.0029395i,-0.00072105-0.0031621i,-0.00040414-0.0018922i,-0.00018318-0.00084474i,-1.7059e-05+5.0677e-05i,0.00065014+0.00020127i,0.00020728-0.00020899i,-0.0005901-0.00078951i,-0.00043372-0.00095051i,-0.00019064-0.00099101i,-0.00041346-0.0010518i,-0.0010827-0.00034416i,-0.0013516+8.4852e-06i,-0.00040415-7.4132e-05i,0.00027804-0.0003189i,7.8615e-05-0.00064539i,-0.00027118-0.00034884i,-0.00040787+0.00060233i
0.00071477-0.00010298i,0.00052058-3.7258e-05i,0.00094022-0.00029001i,0.00074967-0.00083363i,-8.6697e-05-0.0016288i,-0.00011127-0.0027512i,0.00017376-0.0023829i,6.3052e-05-0.00095912i,0.00039102-0.00050595i,0.00042878-0.00026235i,7.0792e-05+0.00050005i,-0.00025723+0.00030769i,-0.00024949+0.00038732i,-0.00026147+0.00090569i,-0.00016195+0.00048654i,0.00017681+0.00038517i,0.00059578-4.153e-07i,0.00086075-0.00015816i,0.00063834-0.00043569i,0.00050283-0.00049322i,-5.1569e-05-0.00055258i,-0.00080822-0.00046857i,-0.0001705+0.00027445i
0.00048374-0.0010935i,0.00032128-0.00086006i,5.5887e-05-0.0010518i,-0.00046282-0.0014723i,-0.0010023-0.001503i,-0.00072224-0.0022847i,-9.1293e-05-0.0026452i,-0.00035302-0.0012965i,-0.00057315-0.00022952i,-2.6457e-05+0.000615i,0.00051582+0.0010101i,0.0005485+0.00060864i,0.00023144-3.858e-05i,-0.00061214-0.00010025i,-0.0010486+0.00051646i,-0.0005844+0.00023516i,5.4947e-05+0.00012055i,0.00064565+0.001296i,0.00083767+0.0014266i,0.00033157+0.000783i,-0.00077839+0.00026305i,-0.00095362+0.00016196i,-0.00021355+0.0013522i
-9.658e-05-0.00080362i,-0.00089888-0.001011i,-0.00078148-0.0016925i,-0.001315-0.0010045i,-0.0016685-0.00031962i,-0.0013021-0.0011053i,-0.00079335-0.0014281i,-0.00019139-0.0004559i,-0.00032947+0.00030785i,-2.9229e-05+0.00050354i,0.00058869+0.00098465i,0.0011999+0.00086326i,0.0013457+0.00012133i,0.00096792-7.0557e-05i,0.00024054-0.00025388i,-0.00057081-0.00056405i,-0.00083069+1.606e-06i,-0.00051678-0.00013145i,-0.00050571-0.00069475i,-0.00013365-0.00086295i,0.00025224-0.00057745i,0.00015912+0.00037483i,0.00029498+0.0012476i
