-0.0013532-0.00063584i,0.00023578+0.0004372i,7.6554e-05+0.0014478i,-6.7527e-05+0.0020865i,0.0014016+0.0016071i,0.0019358+0.00019466i,7.4666e-05-0.00028075i,-0.0012547+0.00087639i,-0.0013344+0.0013674i,-2.3988e-05+0.00079073i,0.0015182+0.00020124i,0.00085334-0.00044659i,-0.00043181-0.0010609i,-0.00071034-0.0013687i,3.1541e-05-0.00053224i,0.00052075-4.4148e-06i,8.8361e-05-1.2101e-05i,-0.00033904+0.00047331i,-4.2166e-05+0.0006004i,-0.00016067+0.00027499i,-0.00018474-1.9417e-06i,-7.6978e-05-0.00015118i,9.1221e-05-0.00020302i
0.0024717-0.00026375i,0.0011982-0.00085848i,0.0017885-0.00018475i,0.0025223+0.00041469i,0.0027483+0.0010178i,0.0023722+0.00051883i,0.00031955+1.9429e-05i,-0.0012803+0.00053776i,-0.0011346+0.00054115i,-0.00021616+0.00043004i,0.00014937+0.00068657i,0.0003953+0.00028918i,0.00048046-0.0002409i,-0.00052083-0.000304i,-1.1673e-06-0.00014028i,0.001082+0.00013122i,0.00072364-0.00034431i,0.0010061-5.5578e-05i,0.0011848+0.00082769i,0.00049625+0.0012088i,0.00062196+0.0007471i,0.00094735-0.00049416i,0.00045206-0.00068743i
0.0011283+0.00019757i,0.0014873-5.7936e-05i,0.0013485-7.9781e-05i,0.0016705+0.00041829i,0.0022708+0.00059053i,0.001809+0.00011815i,0.00089767-0.00037818i,0.00035526+7.4305e-06i,7.5669e-05+0.0010413i,-0.00027274+0.0011632i,-0.00014062+0.001223i,-0.00026285+0.0010855i,-0.00088611+0.00024443i,-0.00061478-4.6033e-05i,-0.00038437+7.443e-05i,-0.00052118+0.00016927i,-0.00030791-0.00017326i,-0.00040908+1.2569e-05i,-0.00041368+0.000418i,0.00037922+0.00018174i,3.1027e-05+0.00052263i,-0.00024041+0.00078635i,0.00031229+0.00022452i
3.5719e-05+0.0024219i,0.0010243+0.00088493i,0.0030178-0.00011887i,0.0034614-0.00026927i,0.003166-0.0010704i,0.0015254-0.0015402i,8.4978e-05-0.00097621i,1.1628e-05+3.1218e-05i,-0.00010466+0.00032708i,-0.0001471-2.4733e-05i,-0.00065678+0.00023768i,-0.00055901+0.00084927i,1.513e-05+0.0011749i,0.00014099+0.00057776i,0.00076317+0.00024558i,0.00090536+0.00018628i,0.00018111+0.00057678i,-0.00063733+0.0011408i,-0.00088004+0.00070682i,-0.00078713-0.00018788i,-0.00070696-0.00042751i,-0.00027869-0.00049928i,-0.00020374+2.9197e-05i
-0.0001702+0.00075486i,-0.0003597+0.001016i,-0.00057498+0.001172i,0.0011188+0.00097899i,0.00262+0.00083897i,0.0016917+0.00012482i,-0.00044295-0.00040114i,-0.0015754+0.00020968i,-0.0011961+0.00052449i,-0.00088502+0.00056316i,-0.00091225+0.00059131i,-0.00049464+0.0003153i,7.7767e-05+0.00019208i,8.1807e-05-0.00045709i,-0.00048974-0.0013365i,-0.00058124-0.00068483i,-0.00081615-5.9341e-06i,-0.0009072-0.00088892i,-0.0010175-0.0014126i,-0.00095686-0.00090022i,0.00048542+0.00010657i,0.0011981+0.001006i,-0.00015667+0.00055778i
0.0004984-0.00012901i,0.0021688-0.00037856i,0.0033885-0.00053046i,0.0033935+0.00016705i,0.0030338+0.00017213i,0.0017113-0.00027922i,0.000317-0.00022031i,-0.00040033-0.0003932i,-0.00024056-0.00086123i,0.00048207+6.6813e-05i,0.00054461+0.0009888i,0.00018954+0.00080456i,-0.00011746+0.00031971i,0.00031744+6.894e-05i,0.00076098+0.00099521i,-0.00011546+0.00076447i,-0.00060834-0.00017809i,-0.00032645-0.00040497i,-0.00019918-0.00030442i,0.00022147-0.00021137i,0.00021689-0.00014543i,2.2112e-05+2.995e-05i,0.0004783+0.00080532i
-0.0021327+0.00101i,-0.0019483+0.0014654i,-0.0013974+0.0018841i,-0.00031781+0.003051i,0.0012731+0.0027671i,0.0022714+0.00085321i,0.0010452-0.00063228i,-0.00041357-0.0011235i,-0.0007697-0.00031378i,-0.0010177+0.00028648i,-0.00091769-7.4605e-05i,-0.00022002-0.00081093i,0.0006232-0.00079911i,0.00068877-0.00011116i,0.00022195+0.00031898i,-0.00027757-0.0002135i,-0.00014358-0.0003535i,0.00026007+0.00014676i,0.00041093+3.6255e-05i,0.00012513-0.00017092i,-0.00012232-0.00057991i,0.00017289-0.0010042i,0.00087239-0.00071777i
-0.0022711-0.00033788i,-0.00075867-0.00026943i,0.0017004+0.00047551i,0.0026745+0.0013574i,0.0026108+0.00078631i,0.0024027-0.00071477i,0.0013174-0.0013776i,0.00011101-0.001479i,-9.1459e-05-0.00063626i,0.00013861+0.00037709i,-0.00014195+0.00050296i,-0.0002534-0.00028899i,0.00016034-0.00037328i,0.00049618+9.0832e-05i,0.00030861+9.3489e-05i,4.2066e-05+0.00047396i,-0.0002871+0.00024224i,-0.00039095-0.0010941i,-0.00014276-0.001707i,-0.00025473-0.000882i,-0.00035342-0.00073832i,-0.00025885-0.0010838i,-0.00056063-0.00020887i
0.0013611+0.00010206i,0.00072579+0.00012744i,0.00073566-0.00015019i,0.0013319+9.8908e-05i,0.0017219-0.00034291i,0.0013114-0.0011329i,0.00050679-0.00071578i,-0.00018037-0.0003426i,0.00010379+0.00013505i,-1.3003e-05+0.00098054i,-4.0151e-05+0.001636i,0.00030948+0.00086799i,0.00043775+0.00029241i,0.00013734+0.00024813i,-0.00045924+0.00019053i,-0.00071662+0.00028735i,-0.00025625-0.00017063i,-0.00028136-0.0012255i,-0.00041232-0.0010879i,2.6768e-05-0.00014458i,0.00020955-0.00016331i,-0.00028574-0.00021264i,-0.00027257-0.00021487i
0.0022874+0.00053071i,0.0015959-0.0022949i,0.0017131-0.0023334i,0.0024831-0.001578i,0.0032555-0.001347i,0.0022325-0.0011164i,0.0002342-0.0008018i,-0.00061877+7.0133e-06i,-0.00093278+0.00048185i,-0.00092423+5.546e-05i,-0.00017667+0.00025351i,0.00041938+0.00037466i,0.0003237-6.5875e-05i,4.51e-05+0.00011756i,-5.3309e-05-7.7389e-05i,0.00055868-0.00048995i,0.00086003-0.00024684i,0.00042234+0.00017164i,-9.529e-05+0.00070878i,-0.00031826+0.00063494i,-0.0002363-0.00011631i,-4.0132e-05+0.00015525i,0.0001355+0.00054066i
-0.0002743-0.0011499i,-0.00088177+0.001167i,-0.0014679+0.0024116i,-0.00026939+0.0027172i,0.0011118+0.0028453i,0.001733+0.001664i,0.0015439+0.00017036i,-0.00054241-0.00025051i,-0.0018691-9.0807e-05i,-0.0013544+0.00012025i,-0.00017943+0.00088156i,0.0013614+0.00095179i,0.0013107+0.00031557i,0.00017878+3.3638e-05i,-0.00017747-0.00021316i,-0.00011415-0.00015414i,-0.00032905-3.9319e-06i,-0.00044288-5.3327e-05i,-0.00042383+3.9192e-05i,-0.00017604-0.00023974i,0.0003098-0.00060175i,0.00129-0.00073465i,0.0012341-0.00043486i
0.00051138-0.00059685i,0.00095737-0.0010161i,0.00072375-0.00092986i,0.00075591-0.00042458i,0.0009754-0.00021946i,0.00085691-0.0010339i,-2.0185e-05-0.0014273i,-0.0014643-0.00030785i,-0.0013045+0.00034475i,-0.00079247-0.00043982i,-0.00055544-0.00057775i,0.00020506+0.00031145i,0.00045783+0.00059546i,0.00037731+0.00025191i,4.4143e-07-0.00015757i,-5.9802e-05-0.00053923i,0.00080997-0.00071813i,0.00092282-0.00037605i,-9.5913e-05-0.00042549i,-9.0651e-05-0.00019818i,0.00019655+0.00030729i,-5.3352e-05+0.00021144i,0.00045146+0.00021527i
-0.00019487+0.0018162i,-0.00014465+0.0017168i,0.00092427+0.0020238i,0.0022337+0.0021845i,0.0030037+0.00041305i,0.002243-0.0011635i,0.00056417-0.00082439i,-0.0011155+0.00024922i,-0.001799+0.00047749i,-0.0011908+3.8259e-05i,5.0187e-05+0.00031256i,0.00013829+0.00074362i,0.0001078+5.7734e-05i,-0.0001457-0.00034164i,-0.00075636+0.00027339i,-0.0012679+0.0002387i,-0.00053966-0.00073908i,0.00061266-0.00095635i,0.00060411-0.00051705i,-0.00028045-0.00036059i,-0.00024302+0.0001483i,-0.00035565+0.00058775i,-0.00069733+0.00061261i
0.00069795-0.0016536i,8.7162e-05-0.00039081i,-0.00057649+0.00063819i,9.9087e-05+0.00012317i,0.0012141-0.00021533i,0.00079083-0.00076314i,-0.00050697-0.00055524i,-0.00081638+0.00046868i,-0.00034135+0.0012923i,0.00040761+0.00080733i,0.00061874+0.00039532i,0.00013878+0.00042047i,-0.00019026-8.4366e-05i,-0.00042474-0.00070606i,-0.00053799-0.00071089i,-0.00051023-0.00047018i,0.00022917-0.00057235i,0.0010616-0.00074784i,0.00078708-0.00050451i,-7.0953e-05-0.00017421i,-0.00065558-0.00033503i,-3.8721e-05+0.00010134i,4.0559e-06+0.00019219i
-0.00058895-0.0010196i,-0.0014411-0.00031559i,-0.00094953+0.00055816i,0.00064808+0.0015823i,0.0025519+0.0016057i,0.0028672+0.00039517i,0.00062932-0.0012559i,-0.001001-0.0006903i,-0.00098978+0.00017768i,-0.00050715+0.00080573i,1.2693e-05+0.0011392i,0.00065776-5.844e-05i,0.00070329-0.00019067i,-7.2298e-05+2.1558e-05i,-0.00052453-0.00053133i,-0.00055779-0.00035608i,-0.00045694+1.979e-05i,-0.00037322-0.00034834i,-0.00073159-0.00041288i,-0.0012995-2.8299e-05i,-0.00022813+0.00014421i,0.00053792+0.00017446i,0.00044386+0.00010888i
0.0010667-0.00068311i,0.0017054-0.00088483i,0.0011246-0.0018905i,0.0010337-0.0023937i,0.0012421-0.0008857i,0.00073169-0.00080984i,-0.0008743-0.00097072i,-0.0014522+0.0001276i,-0.00038764+0.00039275i,0.00037277-0.00021528i,0.00049272+5.9198e-05i,-0.00028155+0.00042587i,-0.00036936+0.00031459i,-0.00039097+0.0008226i,-1.8771e-06+0.00067451i,0.00083098+0.0001395i,0.00054026+0.00018351i,-0.00030761+0.00059186i,-0.00027407+0.00031587i,-0.00014542-0.00033762i,-1.4821e-05-0.00016286i,0.00020552+0.00045445i,5.0797e-05+0.00031715i
0.00046735+0.00063724i,-0.00024275+0.00026975i,-0.00013342+0.0005024i,0.0013544+0.0012308i,0.0027138+0.0010513i,0.0025263-0.0006736i,0.00063821-0.0020182i,-0.0015522-0.0011899i,-0.0017527-0.00013528i,-0.001163+3.2968e-05i,-0.00066637-0.000231i,-0.00041899+0.00015262i,-0.00039376+0.00033513i,-7.7124e-05-0.00012615i,0.00059438+0.00022641i,0.0015169+0.00058943i,0.0013475+0.00070271i,0.0003795+0.0009512i,0.00057643+0.00064432i,0.00032432+0.00035348i,-0.00039384+0.0003658i,3.279e-05-0.00023395i,6.0208e-05-0.00045987i
0.00010905-0.0011199i,-0.00043969+0.00050341i,-0.0007312+0.00069936i,0.00059249+0.00030209i,0.0017496-0.00055592i,0.0019116-0.00084821i,0.0010807-0.00096465i,0.00017109-0.00010782i,-3.668e-05+0.0013606i,-0.00049679+0.0013698i,-0.0010448+0.00085485i,-0.00090558+0.00077031i,-0.00023995+0.00019276i,-0.00034704-0.0007965i,-0.0010024-0.00074765i,-0.00084359-0.00074077i,-0.00045431-0.00084691i,-5.0421e-06-0.00042648i,5.67e-05-0.00037669i,-0.00033028-0.00043731i,-0.00055944+6.1527e-05i,-0.00010807+0.00077647i,0.00071624+0.00061273i
-0.00082159+0.00061173i,-0.00017983+0.00037149i,-0.00010127+0.0015918i,0.0010002+0.0029226i,0.0025932+0.002335i,0.0031054+0.0008283i,0.001781-0.00064052i,0.00039057-0.00060648i,-2.4855e-05+0.00069111i,0.00037618+0.001106i,0.0011378+0.00071661i,0.0013801+0.00028882i,0.0011632+6.0769e-05i,0.00041037-0.00013155i,0.00043088-0.00015845i,0.00030491-8.9964e-05i,-0.00024861-0.00017481i,-0.00024895-0.00075578i,0.00027322-0.00058387i,0.00063615+0.00026744i,0.00036645+0.00048725i,-0.00043412+0.00023499i,-0.00069362+0.00025451i
0.0010077-0.0016052i,0.0016518-0.0013449i,0.0020757-0.00064488i,0.0029171+0.00040328i,0.0030996+0.0013859i,0.0028641+0.00035217i,0.001282-0.00050655i,-0.0005195+0.00023216i,-0.00093073+0.00087981i,-0.0012945+0.00088711i,-0.001268+0.00067305i,0.00010092+0.00044148i,0.0007993-8.3783e-05i,0.00027236-0.00083862i,0.0001315-0.00081507i,0.00026029-0.00081916i,7.9436e-05+2.108e-05i,0.00064674+0.00058192i,0.00099862+4.8678e-05i,0.0010016-2.076e-05i,0.0013887+0.00021627i,0.00087701+0.00047153i,0.00043219+7.2639e-05i
-0.0003743+0.0022628i,-0.00070671+0.0020825i,-0.00045073+0.0020852i,0.0012998+0.0016194i,0.0031667+0.00022656i,0.0027339-0.00067394i,0.00041886-0.00088429i,-0.0013075-0.00048505i,-0.00082261+0.00069205i,-0.00057348+0.0011505i,-0.0003211+0.00018301i,0.00020196+5.5583e-06i,-0.00049568+0.00054426i,-0.00084547+0.00014186i,-2.2646e-05-0.00041866i,0.00051956-0.00074451i,0.00034985-0.0011001i,-2.7557e-05-0.00083378i,-0.00048964-0.00061937i,-0.00057402-0.00032194i,-0.00053259-0.0004154i,-0.00052979-0.00070146i,0.00014272+0.0003342i
0.0010146-0.0024325i,0.00033313-0.0033955i,0.00011088-0.003147i,0.0011224-0.0010656i,0.0024671+0.00010326i,0.0023471-0.00038639i,0.00032428-0.0013157i,-0.0010085-0.0013212i,-0.0010402-0.00053743i,-0.00054501-0.00011987i,5.9478e-05-0.00016357i,0.00045419-0.0006286i,0.00014259-0.00046147i,-0.00030466+0.00028718i,-0.00032535+0.0001823i,0.00016205-0.00077015i,0.00072965-0.0011838i,0.00077307-0.00083056i,0.00092134+0.00063268i,0.00030927+0.0020229i,-0.00053923+0.0014286i,-0.00062457+0.00081987i,2.7831e-05+0.0010492i
-0.0022084+0.00061897i,-0.0010853+0.00099506i,0.00072767+0.002044i,0.001531+0.0018277i,0.0019474+0.0018653i,0.0018002+0.0008948i,0.00045169-0.00087868i,-0.0015013-0.00054411i,-0.0015413+0.00042461i,-0.00044833+6.9766e-05i,0.00035853-0.00050829i,0.00042755-0.00019899i,0.00015516+2.0854e-05i,-0.00015758+0.0003182i,0.00018421+0.00024428i,0.00027423-0.00069471i,0.00025082-0.00088389i,-0.00019734+0.00022592i,-0.00098275+0.00067758i,-0.00046461+0.00055362i,0.00027584+0.00026523i,-0.00030999-6.8681e-05i,-0.00076241-4.8403e-05i
0.0013381-0.0023674i,0.0008185-0.002037i,0.00087905-0.0015821i,0.0017155-0.00082832i,0.0017096+0.00037891i,0.00073217+0.00044005i,-0.00027973-0.00048444i,-0.00086719-0.00060082i,-0.00089124-4.3371e-05i,-1.1175e-06-0.00040354i,0.00022456-0.00066284i,0.00027821-0.00080508i,0.00074658-0.00034398i,0.0013511+0.00022007i,0.0011548-0.0001501i,0.00027609-0.00034075i,0.00014446-3.0365e-05i,0.00079371+0.0004751i,0.0012223-0.00038223i,0.00046749-0.00032158i,-0.00032068+0.00074511i,-0.00043224-1.2966e-05i,-8.1501e-05-0.001439i
0.00091082-0.0011717i,0.00082693-0.0006613i,0.0015591-0.00012749i,0.0018579+8.1252e-05i,0.001761-0.00054556i,0.0020829-0.00065563i,0.0020887+8.0635e-05i,0.0016058+0.00033326i,0.000296+0.00043258i,-0.00032531+0.00042581i,-9.9461e-05+0.00018134i,-6.4274e-05-0.00023491i,-0.0001656+0.00024233i,-1.4325e-05+0.00070775i,0.0003369+0.00035063i,0.0006541+0.00017424i,0.00061501+0.00018531i,0.00028587-0.00030642i,0.00041116-0.00079102i,0.000346+0.00043754i,-0.00031784+0.0010901i,-6.6717e-05+0.00046304i,0.00019791+0.00066097i
0.00010818-0.00040085i,-0.00052677-0.00013097i,-0.00070049-0.00046278i,-0.00053884-0.0011449i,0.00099035-0.001598i,0.0014678-0.0011906i,0.0010531-0.00061921i,0.00066837-0.00026197i,8.5664e-05+9.0562e-05i,-0.00022763+0.00010135i,-0.00017835+0.00052093i,-0.00027499+0.0013766i,-0.00033418+0.0015325i,1.0221e-05+0.0011621i,-0.00014974+0.00070229i,-0.0003238-8.5419e-05i,0.00057658-0.00019082i,0.00074833+0.00026142i,0.00076186-9.0765e-06i,0.000656-0.00080543i,3.303e-05-0.0004044i,0.0001327+0.00048634i,4.5754e-05+8.9823e-05i
0.00033398+0.001744i,0.0010937+0.0011234i,0.001708+0.0010174i,0.0011304+0.00088695i,0.000313+1.9121e-06i,0.00085602-0.0012081i,0.00069158-0.0015536i,-0.00018357-0.00063136i,-0.00071457+0.00016797i,-0.0010289-2.2486e-06i,-0.0008041-0.00052064i,-0.00017797-0.00032112i,0.00066786+0.00033439i,0.00074007-0.00034173i,0.00084699-0.0009079i,0.0012643-8.6125e-05i,0.0011796+0.00065176i,0.00048086+7.5848e-05i,3.6815e-05-0.0006221i,0.00033533-0.00045512i,0.00029601-7.4511e-06i,-0.00013991-0.0002832i,-0.00012766-0.00046669i
-0.0017848-0.00016298i,-0.0017675-0.00023515i,-0.00095647-0.00022007i,0.00037766+0.00095081i,0.0020709+0.0018944i,0.0030745+0.00042919i,0.0022196-0.0015357i,0.001418-0.00146i,0.00041147-0.00027767i,-0.00059062+0.00025325i,-0.00025365-0.00024797i,0.00072398-0.0004761i,0.00085449-0.00041187i,0.0003742-0.00029327i,-0.00031414-4.5079e-05i,-4.4806e-05-0.00054216i,0.0006155-0.00064051i,0.00063516-7.2687e-05i,0.00064166+0.00025194i,0.00043226-9.1977e-05i,0.00013212-0.00017713i,0.00012858+0.00031881i,-6.6294e-05-1.6115e-05i
0.00030938+0.00061153i,0.0017903+0.00071234i,0.0022892+0.00029647i,0.0025854+0.0013713i,0.0024353+0.0014671i,0.0026001+0.00079649i,0.0010947+0.00016049i,-0.00059259-0.00061004i,-0.00098842+0.00035902i,-0.0005429+0.00093586i,7.2402e-06+0.00036366i,-0.00041949+7.4866e-05i,-0.0010209-0.00023424i,-0.0011774-0.00039593i,-0.00079708-0.00016996i,8.5267e-05-0.00047052i,0.00038491-0.00072354i,5.3949e-05-0.00067991i,-0.00024598-0.00027708i,-0.00058598-0.00013059i,-0.00062116-3.3374e-05i,-0.00052684-3.9076e-06i,-0.00075243-0.00048245i
-0.00091863+0.0027187i,-0.00088875+0.0023917i,0.00040228+0.0030037i,0.0019724+0.0020069i,0.0036167+0.00049707i,0.0033371-0.00082414i,0.0005437-0.0018792i,-0.00093085-0.00062298i,-0.0002826+0.0012424i,0.00039276+0.00067596i,-0.00017695-2.0914e-05i,-0.00014403-0.00052191i,2.6536e-05-0.0008741i,-0.00045012-0.0005354i,-0.00026557-0.00033547i,0.00023681-0.00041855i,0.00031345-0.00021254i,0.00011836+0.00030077i,0.00041894-0.00042472i,0.0003674-0.00083382i,-8.2295e-05-0.0001314i,0.00058011+3.1018e-05i,0.0010252-8.2912e-05i
-0.00035696+0.00022945i,0.00037082+0.00018853i,0.0013529+0.00075991i,0.0022973+0.0014808i,0.0028645+0.0013875i,0.0022288-9.7161e-05i,0.00078007-0.0013528i,-1.5199e-05-0.00070916i,-6.1242e-05+0.00012476i,-0.00028202+0.00062724i,-0.00026671+0.00061167i,-0.00047549-0.00026734i,-0.00063851-0.00049424i,-6.9427e-06-0.00039012i,-1.2274e-05-0.00056255i,-0.00015954-0.0012493i,0.00076057-0.0011262i,0.00067366+0.00015912i,-5.8762e-05+0.0008872i,0.00022188+0.00024625i,0.00029132+0.00051623i,0.0006122+0.00082391i,0.00060688+0.00090565i
-0.00047503-0.0018874i,-0.00070783-0.0013665i,-0.00016452-0.00046371i,0.00059676+0.00065747i,0.00078998+0.0014759i,0.0002503+0.0012451i,-0.00034107+0.0010585i,-0.00043482+0.00043754i,-0.00024234-0.00049045i,-0.00034492+4.0476e-05i,0.00031653+0.0005418i,0.00048396+0.00068804i,5.8882e-05-3.7567e-05i,0.00032836-0.00026987i,8.5486e-05+0.00070603i,3.3075e-06+0.00075153i,0.00013238-0.00080559i,4.7862e-05-0.0010332i,-0.00036158-5.6542e-05i,-0.00055375+0.00059929i,-0.00058466+0.00092916i,-0.00076511+0.00071963i,-0.00074411+0.00092026i
0.00023652-0.00016294i,0.00012584-0.0015987i,0.00042127-0.0020081i,0.0011521-0.00095086i,0.0023504-1.2036e-05i,0.0027682+0.00023512i,0.001277-0.00042919i,-0.00032091-0.00040965i,-0.00038122+9.1192e-05i,2.7024e-05+0.00012558i,0.00019123+8.1836e-05i,0.00040634+9.8794e-05i,0.00074277-5.9599e-05i,0.00059793+0.00061639i,0.00021996+0.00079708i,0.0004514-3.3968e-05i,0.00014405-0.00020677i,-0.00016473-0.00028686i,0.00044825-0.00073322i,0.00018112-0.00037432i,-0.00018798+0.00036976i,-0.00043279+0.00023439i,-0.00064837+0.00072267i
0.00036931+0.0019509i,0.0004828+0.0017169i,0.0014+0.0015521i,0.0034835+0.00056918i,0.003922-0.00045876i,0.0025899-0.0012778i,0.0011934-0.0019481i,-0.00011375-0.00050944i,-0.00077135+0.0010812i,-0.0010366+0.0008403i,-0.00031181+0.00037191i,-0.00021738-9.411e-05i,-0.00079918-0.00093428i,-0.00080386-0.00065511i,-0.00076645-0.00046953i,-0.00078201-0.00052407i,-0.0011363-0.00026454i,-0.00063912-0.00024185i,-1.6376e-05+0.00041588i,5.1787e-05+0.00072958i,0.00053894+7.0646e-05i,0.00058059-0.00091897i,-0.00038677-0.00038187i
-0.00030804+0.0011454i,0.00036863+0.00017623i,0.0013608+8.9656e-05i,0.0019244+0.00045887i,0.0022912-8.6075e-06i,0.0021907-0.001064i,0.0012131-0.00075378i,-6.5265e-05+1.7762e-05i,-0.00092008+0.00039434i,-0.00059066-1.9987e-05i,0.00010355-0.00039942i,0.00041954-0.0002459i,0.00018692+0.00049995i,-0.00023169+0.00058442i,2.627e-05+0.00035645i,6.796e-05-2.9232e-05i,2.7006e-05+0.00022509i,0.00029591+0.00047875i,0.00034773-0.00037036i,0.0005915-0.00050836i,0.00029742-0.00022859i,-0.0004843-6.0469e-05i,-0.00060175+0.00023422i
-0.00094043-0.001478i,-5.4013e-06+0.00012645i,0.00020795+0.0012026i,0.00098241+0.0012199i,0.0023505+0.0020123i,0.0025824+0.0015713i,0.0014902-7.1208e-05i,-0.00025841-8.8349e-05i,-0.00080925+0.00095886i,-0.00050048+0.00092354i,-0.00056641+0.00044058i,-0.00050572+0.00031122i,-0.0004478+0.00011791i,-0.00022714-0.0004175i,0.00013107-0.00029433i,0.00031573+0.00026671i,0.00055351+0.00056373i,0.00039124-0.00011101i,0.00023268-0.00038501i,-0.00035624+7.4085e-05i,-0.00022044-0.00020217i,0.00076092-0.00024053i,0.00033468-0.00034351i
0.0005428+0.0014481i,0.00020376+0.00079483i,0.00047691+0.00012231i,0.0012984+0.00034799i,0.0022715-0.00015266i,0.0021845-0.0015518i,0.00086398-0.0020114i,0.00030011-0.00093667i,0.0002717+3.1089e-05i,-0.00037206+4.6201e-05i,-0.0013494+0.00043731i,-0.0010226+0.00062921i,-0.00034903+0.0004705i,0.0003644+0.00027046i,0.00033551+0.0010606i,0.00013609+0.00092831i,0.00027695+0.00024758i,0.00018875+0.00026321i,0.00051556+0.00041961i,8.5344e-05+0.00076173i,-0.00039003+0.00095529i,-0.00056871+0.00088902i,-0.0004441+0.00042823i
5.7917e-06+0.00087212i,0.00096132+0.00066429i,0.0011193+0.00059384i,0.00061393+0.0010016i,0.0016507+9.0419e-05i,0.0020968-0.00057637i,0.00052873-0.0010546i,-0.00032495-0.0009782i,-0.00019306-1.3738e-05i,-0.00026784+0.00017223i,-0.00013085+0.00041478i,-0.00064589+0.0010247i,-0.001451+0.00055489i,-0.0015488+0.00054183i,-0.00094642+0.00086168i,-0.00079796+0.00030834i,-0.00054447-0.00020397i,9.8728e-05+0.00010331i,0.00027242+0.00046105i,0.00026633-0.00012195i,0.00032947-0.00038518i,-0.00021842+0.00010203i,-0.00013564+0.00061534i
-0.0008324-0.00046171i,-0.0017434+0.00067992i,-0.0022568+0.00142i,-0.00077086+0.00054015i,0.0010482-0.00061415i,0.0015434-0.0014589i,0.0011492-0.00084247i,0.00013856+0.00031683i,-0.00041564-3.9792e-05i,-0.00072807-0.00027733i,-0.001393+0.00028238i,-0.00089651+0.00053995i,0.00069608+0.0008007i,0.00083685+0.00029924i,2.7348e-05-0.00069629i,5.7853e-05-0.00091299i,0.0003852-9.1915e-05i,0.00059262+0.00014391i,0.00015789-3.3988e-05i,0.00010608-8.7285e-05i,0.00025531-0.0002942i,0.00013845-0.00062004i,0.00021462-0.00097487i
0.00083841+3.4491e-05i,-0.0003344-0.00023985i,9.0405e-05+0.00015903i,0.00097065+0.00039942i,0.0021661-0.00061868i,0.0021945-0.0012623i,0.00039196-0.00095718i,-0.0013927-0.0001122i,-0.0017883+0.00069428i,-0.00097245+0.00045959i,-0.00066121-0.00022798i,-0.0010414+0.00022126i,-0.0011163+0.00078925i,-0.00039196+0.00084672i,0.00076094+0.00060126i,0.001274+0.00010116i,0.00023828+0.00026821i,-0.00046293+0.00042299i,-2.7316e-05+0.0004335i,0.00015131+0.00022154i,0.00032075+0.00088413i,-0.00012048+0.00089398i,-0.00029295+0.00056407i
-0.0016085-0.001218i,-0.0021694+0.00021046i,-0.0015859+0.00078437i,0.00062278+0.0015834i,0.0018529+0.0022592i,0.00089648+0.0018486i,0.00028833+0.00057278i,0.00013115-0.00046223i,-0.00020832-0.00058474i,-0.00087371+0.00060059i,-0.0010307+0.0011461i,-0.0003742+3.488e-05i,0.00046569-9.4224e-05i,0.0010849+5.1665e-05i,0.0013992-0.0007908i,0.0009849-0.0012686i,0.00090199-0.0011004i,0.00099333-0.00093696i,0.00057911-0.00062616i,0.00070598-8.2876e-05i,0.0011714+0.00042353i,0.0011555+0.00029615i,0.00032965-0.0002223i
-0.0012039-0.001283i,-0.0010105-0.0022486i,-0.00016079-0.00092192i,0.00066342+0.00032121i,0.0017933-0.0001335i,0.002645-0.00043021i,0.0019714-0.00028974i,0.00080407+0.00051763i,-2.2731e-05+0.0014997i,-0.00038064+0.0011739i,-0.00045165+0.00030104i,-0.0002985-0.0001889i,-9.8859e-05-0.00043138i,-0.00017036-0.00051595i,0.00026816-0.00072483i,0.00092042-0.0010801i,0.00097735-0.0011484i,0.00022563-0.00092026i,-0.00046291-0.00015835i,-0.00019722+0.00032201i,0.00028677+0.00025863i,0.00038054+0.00048331i,0.00016746+0.00042492i
0.00075574+0.0015718i,0.0014942+0.0025447i,0.0019497+0.0024448i,0.00088861+0.0013823i,0.0010712+0.00062389i,0.0018051-0.00057281i,0.0013174-0.00068576i,0.00050732+3.6772e-05i,-0.00020789+0.00020058i,-0.00034778+0.00017391i,3.3016e-05+0.00013563i,-0.00018566+0.00041558i,-0.00050471+0.00095103i,-0.00013789+0.00082095i,-9.3597e-05+0.00068126i,-0.00013019+0.00045397i,0.00017433+0.00017737i,0.00047363+9.8006e-06i,0.00078395-0.00040973i,0.0010106-0.00013964i,0.0011096+0.00066338i,0.00082656+0.0010033i,0.00040486+0.00058366i
-0.0013448-0.0013238i,-0.0017227-0.0010912i,-0.00084539-0.00059479i,0.00074837+0.00017164i,0.0023237+0.0013928i,0.0015818+0.00038622i,0.00010995-0.00099487i,-0.00072482-0.00052366i,-0.00071527+0.00033406i,0.00016005+0.00015437i,0.00042046-0.00032443i,0.00055324-0.00043529i,0.00023218-0.00053947i,-0.00027167-0.00055689i,-1.8318e-05-0.0002529i,0.00031584-0.0002109i,0.00055744-0.0001518i,0.00070021+6.0854e-05i,0.00097628+1.7492e-06i,0.00047762-0.00078447i,-0.00071443-0.0010079i,-0.00068323-0.00055444i,0.00042191-0.00088595i
