-0.00018202+0.00077052i,0.00084668+0.00055416i,0.00012366+0.00082953i,-0.00054247+0.00042529i,-0.0014585+1.7296e-05i,-0.0021191+0.00044537i,-0.0016002+0.0013741i,-0.00062427+0.0013317i,0.00063995+0.00040335i,0.00099224+0.00012298i,0.0007339-0.00036343i,0.00030911-0.00082758i,-0.00023933-0.00026912i,-0.00055142-0.00020473i,-0.00044234-0.00038972i,-0.00013535-0.00040335i,0.0003691-0.0006628i,0.00064689-4.331e-05i,-0.00024439+0.00095901i,-0.00082396+0.00084957i,4.94e-05-9.3521e-05i,-3.2139e-05-1.8577e-05i,-0.00074492+0.00021858i
0.13938+0.029941i,0.27177+0.070316i,0.31641+0.076702i,0.204+0.035273i,0.060086+0.017925i,-0.009057+0.035309i,-0.075081+0.029242i,-0.15866+0.018168i,-0.15583+0.016234i,-0.080735-0.0031529i,-0.031891-0.017138i,-0.015025-0.0051793i,-0.0074322+0.011756i,-0.0055722+0.017712i,-0.0062935+0.015152i,-0.0094071+0.011397i,-0.0096734+0.010356i,-0.0049047+0.0096394i,-0.00024263+0.007462i,-0.00036334+0.0083805i,-0.0052347+0.010443i,-0.0092672+0.0059692i,-0.0068763-0.0033876i
-0.13356+0.042282i,-0.26599+0.071209i,-0.31146+0.088015i,-0.19876+0.074296i,-0.069371+0.024156i,-0.021586-0.012405i,0.037468+0.0019688i,0.12125+0.019561i,0.12543+0.018343i,0.062977+0.025947i,0.023641+0.029755i,0.014148+0.010319i,0.0094246-0.01405i,0.0064147-0.024831i,0.005586-0.022821i,0.0076098-0.017592i,0.008087-0.013934i,0.004378-0.010672i,-0.00042738-0.0093371i,-0.0009585-0.012041i,0.002309-0.014902i,0.0035852-0.011106i,0.00062299-0.00090656i
0.085083-0.092449i,0.18767-0.17874i,0.22444-0.21809i,0.13827-0.15913i,0.051907-0.057847i,0.032666-0.011713i,-0.014539-0.031268i,-0.088671-0.048563i,-0.096439-0.045248i,-0.050253-0.045659i,-0.021471-0.03841i,-0.01606-0.012399i,-0.010688+0.014095i,-0.0045095+0.027142i,-0.0028106+0.027968i,-0.0056627+0.021814i,-0.0085791+0.014439i,-0.0062964+0.0096428i,-0.00017974+0.008728i,0.0032915+0.012034i,0.0040911+0.016851i,0.0056407+0.013847i,0.0083262+0.0031962i
-0.030664+0.11665i,-0.079371+0.23998i,-0.095231+0.29609i,-0.050748+0.21071i,-0.028991+0.081385i,-0.051181+0.036237i,-0.022854+0.064274i,0.043782+0.080545i,0.056175+0.071996i,0.025821+0.064413i,0.012893+0.044013i,0.014899+0.0084752i,0.0096625-0.020601i,0.0010939-0.033586i,-0.00067327-0.032917i,0.0038398-0.024616i,0.0078207-0.016408i,0.006577-0.010979i,0.0014035-0.0086747i,-0.004117-0.011474i,-0.0080795-0.015907i,-0.010938-0.012658i,-0.013584-0.0026154i
-0.029256-0.11188i,-0.04388-0.24029i,-0.055285-0.29985i,-0.055066-0.2103i,-0.012146-0.083732i,0.048806-0.051928i,0.044047-0.08467i,-0.0079597-0.098352i,-0.022981-0.085562i,-0.005847-0.06751i,-0.003454-0.038202i,-0.0074945-0.0011013i,-0.0018786+0.025334i,0.0048003+0.035627i,0.0057601+0.035146i,0.00012316+0.026919i,-0.0070801+0.016945i,-0.0072568+0.0098405i,-0.00096371+0.0070081i,0.0067454+0.010439i,0.013302+0.014552i,0.017584+0.012i,0.020119+0.0045989i
0.071674+0.08055i,0.14246+0.18612i,0.18308+0.24019i,0.14531+0.16678i,0.041506+0.068424i,-0.054551+0.059161i,-0.072952+0.099864i,-0.040971+0.11911i,-0.023019+0.10537i,-0.021596+0.077367i,-0.010888+0.041343i,-0.0014795+0.0016986i,-0.0057655-0.024652i,-0.013247-0.035037i,-0.014402-0.034441i,-0.0071118-0.026187i,0.0022546-0.017098i,0.0047283-0.011063i,0.00071155-0.0071878i,-0.0058161-0.0072518i,-0.014078-0.009905i,-0.02152-0.0089774i,-0.024272-0.0039311i
-0.099356-0.041804i,-0.20703-0.10096i,-0.26952-0.13248i,-0.20997-0.086706i,-0.06991-0.038133i,0.045961-0.05929i,0.082913-0.1047i,0.071092-0.12159i,0.050434-0.10495i,0.032175-0.07327i,0.015654-0.036147i,0.0068942+0.00011516i,0.010034+0.021193i,0.017135+0.028548i,0.018889+0.027711i,0.010482+0.020304i,-0.0010339+0.012098i,-0.0043412+0.0070287i,3.8046e-05+0.0050421i,0.0071308+0.0052137i,0.015908+0.0066408i,0.0229+0.0053534i,0.025387+0.0025122i
0.096098-0.0083589i,0.21664-0.0017454i,0.28954+0.0032149i,0.22252-0.010246i,0.070337-0.0021751i,-0.053286+0.052439i,-0.1075+0.10738i,-0.11114+0.12245i,-0.088618+0.10282i,-0.057221+0.069522i,-0.029158+0.031991i,-0.014171+0.0003193i,-0.013667-0.017226i,-0.019193-0.023376i,-0.019896-0.021921i,-0.010545-0.015861i,0.0014107-0.010743i,0.0046247-0.0073706i,0.00090677-0.0045131i,-0.005522-0.0026413i,-0.014643-0.00090528i,-0.023035+0.00066192i,-0.025941-0.00010739i
-0.078557+0.050896i,-0.18691+0.096453i,-0.2573+0.12281i,-0.19742+0.10674i,-0.061522+0.04259i,0.051706-0.042116i,0.1177-0.10195i,0.13468-0.11515i,0.11094-0.091999i,0.071304-0.058753i,0.038479-0.026895i,0.022712-0.0033687i,0.018486+0.0069667i,0.019374+0.011538i,0.018453+0.013376i,0.0093041+0.011058i,-0.0016468+0.0077921i,-0.0047459+0.0051154i,-0.0012145+0.0023849i,0.0036908+0.00048071i,0.010842-0.0014533i,0.018608-0.0026372i,0.022555-0.00091432i
0.044315-0.07929i,0.1202-0.16342i,0.17493-0.21724i,0.13353-0.18145i,0.030819-0.078091i,-0.062236+0.024788i,-0.13288+0.088391i,-0.16117+0.10444i,-0.13652+0.081216i,-0.08913+0.050334i,-0.047156+0.027516i,-0.024713+0.010741i,-0.018197+0.00042209i,-0.017519-0.0041546i,-0.01667-0.0059734i,-0.0078497-0.0066177i,0.0025021-0.0061195i,0.004455-0.003815i,0.0010493-0.00056078i,-0.0024633+0.0012766i,-0.0083797+0.0029266i,-0.016552+0.0041294i,-0.020513+0.0010303i
-0.0061645+0.085674i,-0.038068+0.19175i,-0.067975+0.26534i,-0.050375+0.22256i,0.0038916+0.10055i,0.066042-0.0068044i,0.13391-0.065598i,0.17147-0.078734i,0.14727-0.056973i,0.091758-0.031731i,0.044924-0.019662i,0.020667-0.012297i,0.01294-0.0061105i,0.010809-0.0027394i,0.0094584-0.00083987i,0.0026345+0.001258i,-0.0061806+0.0026193i,-0.0073763+0.0018177i,-0.0044061+3.4488e-05i,-0.0008124-0.0021563i,0.0049201-0.00496i,0.013128-0.0058959i,0.01868-0.0014123i
-0.026552-0.070304i,-0.041371-0.17652i,-0.04077-0.2585i,-0.036234-0.22464i,-0.04299-0.11137i,-0.079936-0.013488i,-0.14762+0.042738i,-0.18867+0.056469i,-0.16248+0.039197i,-0.098821+0.022007i,-0.045212+0.016057i,-0.017087+0.012314i,-0.0076024+0.0075561i,-0.0055997+0.0035141i,-0.0032856+0.00034182i,0.0025043-0.0029647i,0.0071764-0.0042719i,0.0060877-0.0030872i,0.0048392-0.0013297i,0.0048667+0.00051826i,0.00095643+0.0033569i,-0.0071933+0.0047042i,-0.013198+6.8306e-05i
0.051935+0.048781i,0.10632+0.13606i,0.13653+0.21278i,0.11516+0.19317i,0.076607+0.10445i,0.084324+0.028351i,0.14384-0.016146i,0.18429-0.025603i,0.15938-0.012222i,0.096337-0.0062763i,0.041238-0.0093284i,0.012881-0.011797i,0.0031289-0.010384i,-0.0010268-0.0056678i,-0.0029061-0.00050918i,-0.0056481+0.0044104i,-0.0085064+0.0059934i,-0.0076804+0.0040398i,-0.0057653+0.0027971i,-0.0045322+0.0013275i,-0.00097057-0.0013926i,0.0053711-0.0027138i,0.0099826+0.00083964i
-0.06623-0.020605i,-0.14832-0.073363i,-0.20572-0.13008i,-0.1788-0.13049i,-0.11291-0.08295i,-0.099803-0.038287i,-0.15074-0.0083242i,-0.18969-0.00092852i,-0.16653-0.0084369i,-0.10273-0.004511i,-0.042047+0.0058427i,-0.0085496+0.0092817i,0.0033954+0.0067232i,0.0069673+0.0018476i,0.0058434-0.0031887i,0.0055761-0.0070443i,0.0063408-0.0077694i,0.0042494-0.0048638i,0.0037969-0.0019882i,0.0058318-0.00046307i,0.0039865+0.00077921i,-0.0029865+0.0010456i,-0.00896-0.0026368i
0.061634-0.0092559i,0.15333+0.0063304i,0.22595+0.039188i,0.20284+0.058106i,0.12799+0.054653i,0.1045+0.045879i,0.1466+0.034271i,0.18189+0.031519i,0.15656+0.032442i,0.091617+0.01992i,0.033691+0.0039471i,0.0050711-0.002895i,-0.0029744-0.0038873i,-0.00697-0.00047493i,-0.0071852+0.0045593i,-0.0052363+0.0081536i,-0.0053197+0.0081192i,-0.0053888+0.0045658i,-0.0060734+0.0020003i,-0.0079697+0.0012417i,-0.0058999+0.00071276i,0.00060574+0.00058796i,0.006525+0.0031431i
-0.052106+0.027925i,-0.13853+0.049878i,-0.21828+0.047622i,-0.20798+0.016664i,-0.14067-0.0226i,-0.1182-0.050077i,-0.15236-0.056437i,-0.17909-0.057446i,-0.15415-0.051688i,-0.091942-0.03078i,-0.035852-0.0098895i,-0.0067705-0.0010842i,0.0033661-0.00016832i,0.0065735-0.003664i,0.0058537-0.0080596i,0.0025535-0.010075i,0.0012589-0.0094557i,0.0022852-0.0061695i,0.0050215-0.0031446i,0.0081394-0.0026115i,0.0068258-0.0033781i,0.0013025-0.0041106i,-0.0041883-0.0048627i
0.031309-0.042433i,0.098678-0.092288i,0.17196-0.11761i,0.1776-0.079739i,0.1309-0.0061064i,0.11611+0.052398i,0.14647+0.078929i,0.16834+0.08745i,0.14277+0.0755i,0.082748+0.044113i,0.031818+0.01762i,0.0080908+0.005088i,-0.0012185+0.00090251i,-0.004841+0.0033251i,-0.0032971+0.0072699i,0.00050759+0.008442i,0.001937+0.0074393i,0.0003494+0.0046971i,-0.003427+0.002614i,-0.0068219+0.003287i,-0.0056563+0.0044651i,-0.00022386+0.0047515i,0.0047004+0.004732i
-0.0093126+0.051245i,-0.048829+0.11916i,-0.10462+0.16497i,-0.12774+0.12674i,-0.11602+0.028237i,-0.12041-0.054721i,-0.14892-0.096211i,-0.16424-0.10794i,-0.13688-0.087899i,-0.079782-0.048003i,-0.033376-0.019892i,-0.012331-0.0087709i,-0.0028641-0.0050748i,0.0004852-0.0069163i,-0.0019792-0.0083979i,-0.0052231-0.0072146i,-0.0060422-0.0055452i,-0.0044593-0.0025292i,0.0010489-0.00058304i,0.00645-0.0023726i,0.0065193-0.0047359i,0.0010926-0.006357i,-0.0052977-0.0059683i
-0.012638-0.050748i,-0.0030923-0.12364i,0.029663-0.18246i,0.064975-0.15168i,0.086645-0.045798i,0.11083+0.054282i,0.13918+0.11267i,0.14825+0.12863i,0.12054+0.10121i,0.069122+0.054759i,0.02875+0.022664i,0.013025+0.0094764i,0.0069633+0.0054161i,0.0032724+0.0052363i,0.0042614+0.0053139i,0.0071208+0.00389i,0.0075001+0.002016i,0.003808+0.00027585i,-0.0033887+0.0002904i,-0.0076061+0.0038284i,-0.0056206+0.0068831i,-0.0010276+0.0065916i,0.0033944+0.0044418i
0.02932+0.039053i,0.046956+0.10694i,0.039101+0.17101i,-0.004728+0.15195i,-0.058977+0.051908i,-0.10567-0.053079i,-0.13822-0.1215i,-0.14511-0.13973i,-0.11636-0.10653i,-0.067851-0.055301i,-0.031876-0.02014i,-0.016792-0.0068689i,-0.010348-0.0059822i,-0.0077648-0.006102i,-0.0087226-0.0033416i,-0.0097213+9.7681e-05i,-0.0092462+0.0015055i,-0.0062677+0.0020937i,0.0011822+0.001029i,0.0072424-0.0034107i,0.0064096-0.0062389i,0.00077568-0.0060044i,-0.0049775-0.0036362i
-0.036046-0.021168i,-0.073606-0.075012i,-0.086504-0.13531i,-0.042833-0.13398i,0.030148-0.05438i,0.089218+0.04813i,0.12297+0.1268i,0.12938+0.15029i,0.10186+0.11169i,0.056981+0.054414i,0.02659+0.017582i,0.014252+0.0030227i,0.0083602+0.00076163i,0.0068295+0.00062455i,0.0067476-0.0022693i,0.0066202-0.0049877i,0.0071491-0.0053942i,0.0044707-0.0040182i,-0.0021184-0.0011581i,-0.0062323+0.0022282i,-0.0038217+0.0033554i,0.00073859+0.0019416i,0.0051174-0.00059342i
0.038847+0.0072598i,0.090554+0.040569i,0.12324+0.090204i,0.083171+0.1008i,-0.007086+0.042544i,-0.082325-0.04887i,-0.11907-0.12635i,-0.12158-0.14997i,-0.094042-0.10952i,-0.052862-0.050554i,-0.024051-0.015731i,-0.013336-0.0040061i,-0.0093222-0.0020106i,-0.0066683-0.0006677i,-0.0046826+0.0027468i,-0.0044575+0.0051819i,-0.0055452+0.0056036i,-0.0030452+0.0049099i,0.0040626+0.0019224i,0.0082246-0.0016828i,0.0052147-0.0024901i,-0.00089736-0.0009288i,-0.0061923+0.0020751i
-0.035988+0.0099015i,-0.091104-0.0008703i,-0.1347-0.034974i,-0.10543-0.059202i,-0.015697-0.029367i,0.064836+0.04869i,0.10503+0.12868i,0.10593+0.15306i,0.077712+0.11215i,0.041607+0.053503i,0.018109+0.017324i,0.010995+0.0045231i,0.010884+0.00033758i,0.0088121-0.0027475i,0.0036241-0.0055093i,0.00082525-0.0070203i,4.8551e-05-0.0073968i,-0.0021959-0.0060167i,-0.0055856-0.0019257i,-0.006283+0.0024129i,-0.0022225+0.0027068i,0.0036918-0.00050854i,0.0086108-0.0042055i
0.027928-0.021872i,0.081009-0.031145i,0.13091-0.016106i,0.11344+0.013253i,0.02766+0.0073209i,-0.056586-0.054001i,-0.09911-0.12787i,-0.10034-0.14775i,-0.07207-0.10514i,-0.036629-0.049625i,-0.015689-0.015369i,-0.0097948-0.0034409i,-0.0093121-0.00047461i,-0.0072155+0.0025454i,-0.0022889+0.00566i,0.00090129+0.0078335i,0.0012003+0.0082309i,0.0018245+0.0055504i,0.0049188+0.0011531i,0.0058827-0.0012648i,0.0022312+0.00037357i,-0.0049141+0.0040195i,-0.010548+0.0072896i
-0.014387+0.028748i,-0.057877+0.05416i,-0.10974+0.055604i,-0.10944+0.025308i,-0.041457+0.013876i,0.035055+0.059895i,0.077967+0.12856i,0.081442+0.14802i,0.054834+0.10427i,0.022409+0.049852i,0.0067123+0.019355i,0.006541+0.0067904i,0.0078258-0.00023795i,0.0050932-0.0045516i,0.00039713-0.0060274i,-0.0026511-0.0054803i,-0.0034743-0.0055553i,-0.0046951-0.0043662i,-0.0060662-0.00045748i,-0.0051052+0.0013878i,-0.0012865-0.0010231i,0.0043077-0.0060561i,0.0087445-0.0092296i
0.0023278-0.028244i,0.030699-0.065167i,0.077911-0.083172i,0.092012-0.058213i,0.042365-0.036424i,-0.027271-0.068972i,-0.071146-0.12621i,-0.073578-0.14069i,-0.0475-0.10003i,-0.019124-0.048995i,-0.0065635-0.020376i,-0.0075594-0.0091294i,-0.0097267-0.0025208i,-0.0062555+0.00043717i,-0.0010953+0.0010156i,0.0017269+0.0011944i,0.0024865+0.0012025i,0.0036202+0.00076951i,0.0049317-0.00061376i,0.0044772-0.00071992i,0.0012967+0.0023589i,-0.0043827+0.0074881i,-0.0089602+0.010664i
0.0071194+0.02549i,-0.0060094+0.066003i,-0.044142+0.097813i,-0.069824+0.083772i,-0.042192+0.057249i,0.014909+0.078311i,0.055721+0.12644i,0.057783+0.1359i,0.034681+0.097756i,0.011901+0.052113i,0.0049496+0.023507i,0.0098986+0.0097024i,0.012103+0.00029219i,0.0071341-0.0043552i,0.00068535-0.0028318i,-0.0018731-0.0012045i,-0.0024498-0.00076907i,-0.0029187+0.00081305i,-0.0035276+0.0028602i,-0.0036173+0.0026954i,-0.00072206-0.0014421i,0.0050334-0.0073533i,0.0093251-0.010352i
-0.015424-0.017291i,-0.016655-0.05572i,0.007334-0.096172i,0.038298-0.096646i,0.029822-0.074373i,-0.014563-0.087808i,-0.051364-0.12545i,-0.054358-0.12779i,-0.034449-0.090427i,-0.014625-0.049668i,-0.0085808-0.023189i,-0.011654-0.0074416i,-0.010994+0.0011111i,-0.0056119+0.0025578i,-0.0017566+0.00057522i,-0.00074851-0.0012103i,0.0010885-0.0017158i,0.003352-0.0030057i,0.0044697-0.0050693i,0.0044393-0.0038329i,0.0019721+0.0011538i,-0.0028066+0.007215i,-0.0069182+0.010206i
0.020572+0.0095697i,0.032318+0.041963i,0.021045+0.085037i,-0.011218+0.098293i,-0.020555+0.084417i,0.0071605+0.095042i,0.036799+0.12518i,0.041302+0.12406i,0.025227+0.088637i,0.0086625+0.050468i,0.0068377+0.022976i,0.011411+0.0056541i,0.010859-0.0026522i,0.006983-0.0030978i,0.0028633-0.00078469i,0.00070275-0.00039859i,-0.00015125+0.00051348i,-0.0020815+0.0028134i,-0.0037+0.0042649i,-0.0032437+0.0041319i,-0.00065283+0.00046641i,0.0032997-0.0065735i,0.0064217-0.0092641i
-0.016626-0.0013949i,-0.035661-0.027577i,-0.038509-0.073022i,-0.012299-0.10133i,0.0042382-0.099925i,-0.01617-0.10815i,-0.042041-0.12595i,-0.041896-0.11738i,-0.025751-0.082782i,-0.013352-0.04617i,-0.011817-0.019277i,-0.013726-0.0015656i,-0.012327+0.0062927i,-0.0091782+0.0050252i,-0.0066108+0.0016682i,-0.0035255+3.0309e-05i,-0.00053927-0.00057942i,0.0010587-0.0022905i,0.0025658-0.0040184i,0.0033615-0.0041586i,0.0020649-0.00086841i,-0.0013759+0.0053446i,-0.0046285+0.0079822i
0.015756-0.0051216i,0.041176+0.011095i,0.055192+0.051487i,0.034956+0.08989i,0.01006+0.10272i,0.017799+0.11407i,0.035442+0.12666i,0.033256+0.11301i,0.019731+0.078844i,0.010169+0.043624i,0.0084391+0.016329i,0.0098294-0.0011963i,0.0093311-0.0084226i,0.0070277-0.0080366i,0.0048872-0.0052982i,0.0022048-0.0018605i,0.00073202+0.0001072i,0.00080577+0.0020297i,0.00020675+0.0048809i,-0.00060907+0.0059504i,0.00037649+0.0037112i,0.0022645-0.0014402i,0.0044166-0.0057297i
-0.011496+0.0024077i,-0.039049-0.0038439i,-0.065789-0.036639i,-0.058524-0.080694i,-0.034881-0.10544i,-0.03354-0.11804i,-0.0416-0.12268i,-0.035886-0.10391i,-0.023321-0.069222i,-0.014834-0.036761i,-0.010876-0.010904i,-0.0068307+0.0050868i,-0.0037149+0.0088965i,-0.0032809+0.0072017i,-0.0036578+0.0053061i,-0.0026963+0.0027708i,-0.0019066-0.00028268i,-0.0028464-0.0024474i,-0.0022454-0.0045921i,-0.00016418-0.0063558i,0.00023928-0.0042961i,-0.00055291+0.0014329i,-0.0024955+0.0052756i
0.010271-0.010868i,0.033618-0.011769i,0.062351+0.01135i,0.065562+0.059557i,0.046114+0.098673i,0.040356+0.1169i,0.041862+0.11845i,0.032791+0.097159i,0.018276+0.063778i,0.0073295+0.032913i,0.0036287+0.0093705i,0.0021924-0.0045121i,0.0024857-0.0085516i,0.004657-0.0075194i,0.0041706-0.0053113i,0.0016334-0.0029098i,0.00059154-0.0016032i,0.0009434+0.0003725i,0.00067541+0.0047967i,0.00072211+0.0088481i,0.0013832+0.0075313i,0.0017368+0.0012408i,0.0028011-0.0031967i
-0.0052351+0.0085902i,-0.026109+0.014817i,-0.060325-0.0010289i,-0.078052-0.046922i,-0.068086-0.092351i,-0.059042-0.11387i,-0.052243-0.11166i,-0.036432-0.088192i,-0.02093-0.05686i,-0.010664-0.028052i,-0.0037762-0.0061618i,0.0010105+0.0051396i,0.0011574+0.0081877i,-0.0013724+0.0081539i,-0.0017481+0.0070252i,0.00056637+0.0036146i,0.0010822+0.00036416i,-0.00016436-0.00094666i,-0.0014566-0.0041666i,-0.0026752-0.0083606i,-0.0037976-0.0086737i,-0.0031423-0.0038711i,-0.0026317+0.0013501i
-0.0017086-0.0084109i,0.016106-0.018882i,0.051188-0.011702i,0.079115+0.031487i,0.078441+0.081584i,0.067306+0.1053i,0.05369+0.10325i,0.033704+0.081273i,0.015326+0.052871i,0.0034095+0.028121i,-0.0028449+0.0095996i,-0.0052673-0.00067495i,-0.0030611-0.0058905i,0.00024761-0.007493i,-0.00037815-0.0056257i,-0.0024889-0.0013316i,-0.0020386+0.0010997i,1.2949e-05+0.001258i,0.0019113+0.0038193i,0.0044586+0.0076845i,0.0061097+0.0081132i,0.0042983+0.0030393i,0.0015418-0.001873i
0.00094916+0.006934i,-0.012154+0.020711i,-0.04675+0.021333i,-0.083232-0.013326i,-0.092677-0.064051i,-0.083329-0.092668i,-0.065896-0.091263i,-0.042998-0.069998i,-0.022387-0.045235i,-0.0078162-0.024285i,0.001632-0.0090163i,0.0065618-0.0012417i,0.0052332+0.0027098i,0.0021636+0.0049119i,0.0020531+0.0033594i,0.0028286-0.00029134i,0.0016277-0.0016314i,0.00032805-0.0012413i,-0.0014631-0.0027219i,-0.0050185-0.0063839i,-0.0067941-0.007352i,-0.0042708-0.0026726i,-0.00069931+0.0021598i
-0.0028546-0.0076787i,0.0043877-0.022334i,0.034919-0.031538i,0.077216-0.0049769i,0.095972+0.047127i,0.08805+0.079837i,0.066246+0.079669i,0.040381+0.062248i,0.018618+0.04268i,0.0031888+0.025131i,-0.0047419+0.012417i,-0.0056792+0.0046955i,-0.0022066-0.0014694i,-0.00019698-0.0046062i,-0.0017675-0.002222i,-0.0032301+0.002349i,-0.0029771+0.0035753i,-0.0018293+0.0026448i,0.00083934+0.0041052i,0.0053762+0.007409i,0.0076002+0.0071267i,0.0045168+0.0019227i,0.00010036-0.0029715i
0.0058765+0.0075304i,0.0029647+0.021496i,-0.023162+0.035192i,-0.069557+0.018202i,-0.099132-0.028838i,-0.097727-0.06407i,-0.076094-0.067125i,-0.04822-0.050898i,-0.025299-0.034772i,-0.0092648-0.021777i,-0.00062675-0.012396i,0.0020737-0.0073398i,0.0012489-0.0013996i,0.00018756+0.0031537i,0.00073746+0.0010888i,0.00060351-0.0034021i,0.00028157-0.004646i,0.00061569-0.0034815i,-0.0017121-0.0038854i,-0.00703-0.0052387i,-0.0092139-0.0040303i,-0.0047409-4.9026e-05i,0.00043951+0.0033608i
-0.0054829+0.001003i,-0.0049352-0.012232i,0.017569-0.03096i,0.064932-0.027455i,0.10033+0.0093943i,0.098348+0.043601i,0.07276+0.050944i,0.045253+0.041133i,0.022948+0.031531i,0.0079449+0.022558i,0.0017795+0.013454i,-0.00045674+0.0051381i,-0.0024684-0.0027231i,-0.0041744-0.004833i,-0.0040219-0.00037197i,-0.0018293+0.004518i,-0.0004833+0.0054539i,5.7519e-06+0.0038736i,0.0025309+0.0034401i,0.0081092+0.0036922i,0.010941+0.0018329i,0.006454-0.0014052i,-0.00014622-0.0037199i
0.0060977+0.00043042i,0.0089073+0.011646i,-0.0081967+0.032654i,-0.053633+0.038192i,-0.095324+0.007592i,-0.10089-0.027093i,-0.077799-0.036514i,-0.050073-0.030855i,-0.0278-0.024499i,-0.013036-0.016877i,-0.0058312-0.0095942i,-0.001441-0.0044279i,0.00239+2.3889e-05i,0.0034266+0.0010459i,0.001558-0.0027306i,-0.00073748-0.0058226i,-0.0014795-0.0052635i,-0.001771-0.0036547i,-0.004256-0.0023116i,-0.0078996-0.00097301i,-0.0086708+0.0012541i,-0.0042216+0.0034963i,0.00098782+0.004955i
-0.0023024-0.0012788i,-0.006885-0.011378i,0.0028702-0.033399i,0.041651-0.047345i,0.085315-0.024931i,0.093318+0.0104i,0.070544+0.024718i,0.044738+0.023001i,0.024059+0.019699i,0.010123+0.014867i,0.0053874+0.0086074i,0.0025911+0.0034896i,-0.0011398-0.00089914i,-0.0026843-0.0017742i,0.00014522+0.0013072i,0.0026417+0.0038529i,0.0010239+0.0046576i,-0.00068783+0.0043632i,0.0018534+0.0031636i,0.0075797+0.0010393i,0.0088043-0.0019197i,0.0032444-0.0049365i,-0.0033804-0.0053894i
0.0065054-0.0011222i,0.012895+0.0075272i,0.0080729+0.029814i,-0.028566+0.049033i,-0.077651+0.03616i,-0.092936+0.0045215i,-0.07241-0.011226i,-0.046985-0.012202i,-0.028054-0.012153i,-0.015527-0.0085802i,-0.0087776-0.0032877i,-0.0031114-0.00020333i,0.0016402+0.0014444i,0.0018911+0.00071567i,-0.0012734-0.0019803i,-0.0035261-0.0031365i,-0.0025091-0.0033896i,-0.0012026-0.0037793i,-0.0032165-0.0020225i,-0.0071344+0.00069664i,-0.0074836+0.0035003i,-0.0022777+0.0052629i,0.0029707+0.0042233i
-0.0036184-0.00076931i,-0.011377-0.0070045i,-0.013893-0.028418i,0.013365-0.052899i,0.058964-0.047141i,0.076571-0.017407i,0.060275+0.0006878i,0.039319+0.0047121i,0.021903+0.0070003i,0.0087608+0.0043694i,0.0033482+0.00014092i,0.00022636-0.00095525i,-0.0027444+0.00033329i,-0.0032321+0.0019646i,0.00046059+0.0024538i,0.0033348+0.0025994i,0.003047+0.0037446i,0.0019885+0.004649i,0.0038562+0.0020045i,0.0073944-0.0026961i,0.0077576-0.0060911i,0.0028582-0.0064215i,-0.0032152-0.0043654i
0.0014368-0.0030997i,0.009981+0.0011673i,0.016285+0.021193i,-0.0035463+0.050544i,-0.047936+0.054775i,-0.070074+0.030055i,-0.057828+0.01049i,-0.039646+0.0031222i,-0.024809-0.0017654i,-0.011921-0.00097256i,-0.003454+0.0024511i,0.0019007+0.0017323i,0.0048541-0.0018277i,0.0034917-0.0037549i,-0.00026518-0.002883i,-0.0021826-0.0026448i,-0.0017963-0.0035568i,-0.0019011-0.004579i,-0.0040962-0.0017382i,-0.0064502+0.004019i,-0.0053779+0.0082073i,-0.00037463+0.00811i,0.0044485+0.0038582i
-0.0032392+0.0020448i,-0.012457+0.00080069i,-0.022778-0.012896i,-0.010228-0.043384i,0.02976-0.056541i,0.055593-0.036505i,0.048238-0.015627i,0.031885-0.0060524i,0.017072+0.00086732i,0.00436+0.0021507i,-0.001654-0.00030869i,-0.0036233+0.00017899i,-0.0038617+0.0024426i,-0.0015925+0.0025396i,0.0017779+0.00038105i,0.0034339-1.063e-05i,0.0018566+0.0026571i,0.00040715+0.0034863i,0.00275+0.00096495i,0.0055248-0.003564i,0.0051578-0.0082662i,0.00080133-0.007924i,-0.0033543-0.0032071i
-0.0020476-0.0041294i,0.0053168-0.0037154i,0.017366+0.0082266i,0.013962+0.038304i,-0.019877+0.05639i,-0.046784+0.041488i,-0.043154+0.022168i,-0.031441+0.012263i,-0.019789+0.0026762i,-0.0069408-0.00059753i,0.0011021+0.0014436i,0.004037+0.00038805i,0.0033206-0.003348i,0.00029602-0.0035734i,-0.0018862+0.00012806i,-0.0013798+0.0011298i,5.0503e-05-0.0019972i,-0.00027631-0.0043606i,-0.0021205-0.0010772i,-0.0041216+0.005325i,-0.0033778+0.0094465i,0.00061738+0.008019i,0.003763+0.0032096i
-0.0012393+0.0010171i,-0.0074369+0.0026241i,-0.020806-0.0039674i,-0.022831-0.030196i,0.0047363-0.052762i,0.031631-0.04308i,0.031983-0.023775i,0.022818-0.012322i,0.012124-0.0020919i,0.00041913+0.0032039i,-0.0049169+0.0035105i,-0.0039064+0.0039789i,-0.0019467+0.0047482i,-0.0002975+0.0029592i,0.00038423-0.00033258i,-0.00059614-0.00082012i,-0.0010683+0.002459i,-0.00028706+0.0050974i,0.0014393+0.0022375i,0.0030301-0.0045125i,0.0023286-0.0097368i,-0.0010112-0.0090933i,-0.0033478-0.0044849i
