0.0010057+0.00036165i,0.00047663-0.0012949i,-0.00098875-0.0033281i,-0.0018749-0.004467i,-0.0021837-0.0034259i,-0.0026941-0.00090116i,-0.0017084+0.0012315i,-0.00032148+0.0014916i,0.00088353+0.00030411i,0.00074681-0.001298i,-5.3722e-05-0.0018616i,0.0004943-0.00089236i,0.00075969-3.0424e-05i,0.00067875+3.5623e-05i,0.0014311+0.00047013i,0.00070498+0.0011409i,-0.00028518+0.001203i,0.00010437+0.00083574i,0.00021243+0.00035549i,0.00023729-0.00034345i,0.00039972-0.00087433i,0.00043391-0.00073226i,-0.00039382-0.00039513i
-0.017084+0.014331i,0.0055752+0.013854i,0.078951+0.0092722i,0.15294+0.0016697i,0.12411+0.0078158i,0.018422+0.036581i,-0.038572+0.058919i,-0.027904+0.041108i,-0.013354-0.0032282i,-0.015852-0.020053i,-0.00968-0.0055867i,0.011643-0.002631i,0.025584-0.014683i,0.023437-0.018459i,0.014377-0.013311i,0.0082577-0.011174i,0.0089986-0.017275i,0.011263-0.023249i,0.0093006-0.01794i,0.0046587-0.0083713i,-0.00044726-0.0032i,-0.0066221+0.001897i,-0.011222+0.007593i
0.021056+0.019748i,0.056637+0.022735i,0.081735-0.024006i,0.032211-0.096122i,-0.065238-0.090793i,-0.097072-0.00099712i,-0.044421+0.058491i,-0.0080093+0.043093i,-0.02606+0.017849i,-0.035569+0.018072i,-0.016845+0.016046i,-0.012377-0.0011359i,-0.025983-0.014786i,-0.029845-0.015863i,-0.02395-0.0078089i,-0.022078+0.00089865i,-0.027108+0.0041355i,-0.031485+0.0048597i,-0.024991+0.0046235i,-0.011064+0.0015844i,-0.0027508-0.003982i,-0.0018093-0.0068303i,-0.0025596-0.0067022i
0.016603-0.00072785i,-0.01416-0.031324i,-0.082839-0.070379i,-0.11244-0.066715i,-0.023894-0.022762i,0.10174-0.0035488i,0.13214-0.027689i,0.083178-0.034574i,0.047378-0.0016956i,0.042002+0.013468i,0.027172-0.0039037i,-0.0022878-0.0069641i,-0.020927+0.0094182i,-0.021842+0.019005i,-0.011842+0.019957i,-0.0018254+0.022373i,-0.0016745+0.028043i,-0.003449+0.031064i,-0.00078287+0.022911i,-0.00060709+0.0085877i,-0.0031238+0.0029059i,0.00052662+0.0050934i,0.0099035+0.0064513i
0.031403-0.013776i,0.058006-0.016808i,0.067275+0.021658i,0.046858+0.1026i,0.026873+0.13811i,0.021781+0.070329i,0.0040485-0.019135i,-0.01427-0.045331i,-0.0040194-0.037448i,0.0070367-0.034405i,-0.0016503-0.020432i,-0.0044669+0.0089442i,0.0046357+0.034598i,0.010896+0.044111i,0.018328+0.038654i,0.0328+0.027991i,0.050081+0.019355i,0.056037+0.010856i,0.0418+0.003486i,0.020983+0.0011954i,0.0067231+0.00063254i,-0.0014931-0.00047876i,-0.0081735-0.0013815i
-0.011081-0.0088466i,-0.028725+0.020452i,-0.022841+0.066131i,0.025868+0.040959i,0.037256-0.072549i,-0.038583-0.13462i,-0.09551-0.075798i,-0.074849-0.0159i,-0.050913-0.020048i,-0.050438-0.023114i,-0.032915-0.003854i,0.0034317+0.0014037i,0.030591-0.012155i,0.035905-0.020105i,0.02624-0.021637i,0.016508-0.026962i,0.011546-0.036349i,0.0069431-0.041006i,0.0002009-0.030543i,-0.001701-0.010984i,0.0032967+0.0013741i,0.00531+0.00066808i,0.0013822-0.0049593i
-0.018076-0.045306i,-0.02523-0.10802i,-0.0047325-0.1865i,0.027249-0.20135i,0.038016-0.10782i,0.037247+0.013639i,0.035263+0.069969i,0.019522+0.075085i,0.0031973+0.071127i,0.0026598+0.055688i,0.010631+0.026139i,0.011949-0.0043622i,0.009566-0.02355i,0.013111-0.030803i,0.009963-0.032801i,-0.0073989-0.035517i,-0.029797-0.038128i,-0.043123-0.032735i,-0.035804-0.018777i,-0.017466-0.0082397i,-0.0073772-0.0041322i,-0.0025382+0.0029219i,0.0051233+0.014282i
0.0026201+0.026539i,0.016378+0.070491i,-0.001635+0.10339i,-0.088657+0.10251i,-0.1671+0.10055i,-0.13779+0.10449i,-0.032346+0.058685i,0.03798-0.007059i,0.044683-0.024228i,0.036307-0.012959i,0.019145-0.014734i,-0.015362-0.01607i,-0.046703-0.0057084i,-0.055312+0.004571i,-0.044399+0.012291i,-0.033799+0.02166i,-0.031035+0.034095i,-0.02425+0.044338i,-0.0070158+0.039199i,0.0069781+0.018333i,0.0094598-0.00069423i,0.0057548-0.0085907i,0.002342-0.0087318i
-0.029924+0.016732i,-0.08984+0.038887i,-0.14812+0.067599i,-0.11888+0.094986i,-0.011693+0.068769i,0.061176-0.014935i,0.046724-0.069226i,0.014885-0.079401i,0.0046871-0.083667i,-0.011533-0.071529i,-0.026062-0.030529i,-0.017996+0.0089655i,-0.0038814+0.023752i,-0.0040005+0.02241i,-0.0081193+0.022239i,-0.002125+0.031156i,0.012036+0.03889i,0.026015+0.03139i,0.024666+0.013208i,0.011098+0.0029235i,0.0040196+0.0026158i,0.0064589-0.0033124i,0.009421-0.015884i
0.055796-0.0073041i,0.14805-0.03074i,0.25245-0.032047i,0.30052+0.022776i,0.26641+0.092626i,0.16965+0.11393i,0.049309+0.087053i,-0.045409+0.062556i,-0.081124+0.054029i,-0.063229+0.047793i,-0.024013+0.039328i,0.008615+0.033716i,0.030027+0.033483i,0.039058+0.029258i,0.033134+0.019086i,0.026537+0.010271i,0.028809-0.0017059i,0.026513-0.018179i,0.013202-0.026892i,0.00073338-0.021221i,-0.0053786-0.011663i,-0.0099225-0.0041645i,-0.013928+0.0028578i
0.013464+0.01673i,0.0066216+0.033623i,0.0070572+0.022907i,0.012436-0.060127i,-0.018658-0.13605i,-0.058353-0.10939i,-0.037151-0.026229i,0.0025359+0.023474i,0.01051+0.045008i,0.020074+0.049568i,0.034148+0.022819i,0.029189-0.0148i,0.011106-0.038297i,-0.0026972-0.038069i,-0.0028243-0.023239i,0.0025951-0.018238i,-0.003428-0.022014i,-0.020863-0.017643i,-0.028057-0.003518i,-0.016431+0.004763i,-0.0048806+0.0016546i,-0.005371-0.000574i,-0.011324+0.0032664i
-0.0083108-0.048169i,-0.036627-0.15164i,-0.096194-0.25317i,-0.12926-0.26208i,-0.056606-0.2027i,0.055088-0.15778i,0.10135-0.1231i,0.10665-0.072513i,0.10868-0.046844i,0.080472-0.056644i,0.027589-0.05518i,-0.0069144-0.035519i,-0.016906-0.019337i,-0.015991-0.006755i,-0.0036719+0.0053802i,0.0086567+0.0093769i,0.0073523+0.0082074i,0.0014273+0.014934i,0.00059401+0.020119i,-0.00078878+0.012877i,-0.0028406+0.0057663i,0.0021899+0.0048022i,0.012739+0.0066269i
0.002622+0.026932i,0.017458+0.10556i,0.029663+0.21524i,0.00048486+0.27266i,-0.051436+0.24889i,-0.063568+0.17266i,-0.049421+0.069241i,-0.04702-0.016952i,-0.051895-0.047992i,-0.050994-0.037781i,-0.043764-0.013493i,-0.03741+0.009921i,-0.033423+0.032306i,-0.02343+0.044524i,-0.01254+0.036611i,-0.010289+0.025616i,-0.0029159+0.025147i,0.016323+0.022837i,0.02941+0.013704i,0.02618+0.0080285i,0.016293+0.0051719i,0.0080465+0.0012586i,0.0042688-0.00063503i
-0.046467+0.010797i,-0.10943+0.025322i,-0.13887+0.057441i,-0.080377+0.082294i,-0.027693+0.035136i,-0.080937-0.030703i,-0.12987-0.023588i,-0.1022-0.00068709i,-0.076088+0.0014725i,-0.061823+0.022458i,-0.024363+0.037567i,0.011816+0.025209i,0.030838+0.0051249i,0.035714-0.014549i,0.023791-0.029828i,0.0079354-0.034108i,-0.00045511-0.032886i,-0.0035604-0.031106i,-0.0059397-0.023251i,-0.0056718-0.0092837i,-0.0015554+0.0010191i,0.0004805-0.00048239i,-0.0042083-0.0097888i
0.053813-0.013467i,0.17332-0.058327i,0.31778-0.14003i,0.34814-0.19926i,0.25653-0.14917i,0.18031-0.034729i,0.13251+0.0276i,0.07539+0.040284i,0.051535+0.039309i,0.058628+0.015755i,0.047902-0.010275i,0.02851-0.017827i,0.022736-0.017973i,0.021912-0.016776i,0.018624-0.0089733i,0.019044-0.0011828i,0.018335-0.0023614i,0.0074549-0.0088301i,-0.0023851-0.012371i,-0.0026946-0.014266i,-0.0023352-0.016348i,-0.0040392-0.0076109i,-0.0026352+0.0073443i
-0.0069509+0.054329i,-0.042077+0.1128i,-0.12474+0.13701i,-0.18622+0.10125i,-0.16686+0.078284i,-0.094621+0.10183i,-0.0099655+0.087327i,0.025946+0.026161i,0.009095-0.011909i,-0.0057323-0.022624i,-0.014987-0.02604i,-0.027924-0.020259i,-0.044368-0.01157i,-0.059338-0.00014563i,-0.054644+0.017414i,-0.038022+0.029002i,-0.025966+0.028931i,-0.015745+0.028282i,-0.0033807+0.026678i,0.0068268+0.016194i,0.0088047+0.0049936i,0.0054229+0.00088024i,0.0028594+0.0034077i
-0.019585-0.074454i,-0.069851-0.18718i,-0.15325-0.25692i,-0.20153-0.17998i,-0.14856-0.069707i,-0.04389-0.075267i,-0.010642-0.10627i,-0.023704-0.075331i,-0.036211-0.035806i,-0.056159-0.010354i,-0.050371+0.01437i,-0.024903+0.023689i,-0.0094015+0.02252i,0.001597+0.019144i,0.0065946+0.006029i,-0.0015721-0.0093781i,-0.01165-0.011534i,-0.0063608-0.0068588i,0.0011337-0.0071172i,-0.0033285-0.0034723i,-0.0038414+0.0044776i,0.005+0.00069862i,0.012973-0.011753i
0.05519+0.024284i,0.1536+0.11631i,0.25324+0.24521i,0.29591+0.29117i,0.26714+0.21274i,0.17785+0.10546i,0.082829+0.036589i,0.029606+0.015546i,0.024532+0.022513i,0.037192+0.030866i,0.040991+0.028999i,0.040348+0.022668i,0.041678+0.020568i,0.040832+0.019561i,0.032703+0.016191i,0.023885+0.016681i,0.020137+0.017717i,0.010947+0.0079387i,0.00043245-0.0044786i,-0.00062253-0.010919i,-0.00025082-0.011089i,-0.0040379-0.0056166i,-0.0067404-0.0006749i
-0.084088-0.0044966i,-0.20485+0.007038i,-0.25312+0.021041i,-0.15553+0.010256i,-0.068869-0.020533i,-0.083353-0.019879i,-0.082738+0.020079i,-0.031514+0.023069i,0.0022739-0.0074258i,0.015603-0.020255i,0.016084-0.026285i,0.0042863-0.02929i,-0.00094773-0.031002i,-0.0042474-0.033269i,-0.0064907-0.016539i,0.0026772+0.0094038i,0.012465+0.018538i,0.011085+0.014294i,0.0030563+0.0082479i,-0.0026472+0.0022045i,-0.0047306-0.0053553i,-0.010466-0.0090844i,-0.018226-0.0035092i
0.059373-0.053489i,0.15905-0.16367i,0.22611-0.30442i,0.15744-0.35647i,0.060398-0.26195i,0.051537-0.12061i,0.059985-0.054871i,0.01615-0.042895i,-0.034935-0.030599i,-0.046285-0.023971i,-0.033247-0.023326i,-0.025513-0.018605i,-0.027222-0.0058062i,-0.020838+0.010216i,-0.0026769+0.015182i,0.011117+0.0024374i,0.012883-0.009441i,0.009378-0.0053265i,0.0065813+0.0055103i,0.0036138+0.012123i,0.0012622+0.012593i,0.0053725+0.0093082i,0.012999+0.0065721i
-0.0119+0.10602i,-0.030641+0.24991i,-0.043609+0.36489i,-0.039233+0.34983i,-0.027313+0.25574i,-0.0029434+0.16493i,0.023806+0.084519i,0.027906+0.034048i,0.017614+0.026496i,0.0048682+0.031384i,-0.0062237+0.036049i,-0.0068069+0.03988i,-0.0057899+0.035912i,-0.010875+0.027365i,-0.010147+0.012444i,-0.0090769-0.0057002i,-0.014403-0.013179i,-0.018132-0.0081851i,-0.014096+0.0034153i,-0.0049188+0.015077i,0.0026681+0.020037i,0.0065576+0.016517i,0.0087518+0.0070505i
-0.031332-0.068755i,-0.088309-0.16351i,-0.15077-0.20036i,-0.13636-0.11076i,-0.045199-0.044921i,0.0026824-0.084091i,-0.019733-0.083776i,-0.0070845-0.027245i,0.042715-0.012861i,0.052306-0.029922i,0.026796-0.030598i,0.012041-0.016532i,0.021167-0.0073929i,0.034788-0.010472i,0.027849-0.014916i,0.010772-0.0043308i,0.0053951+0.010107i,0.0095486+0.0086223i,0.014199-0.0040446i,0.015169-0.016445i,0.011847-0.024766i,0.0037368-0.026005i,-0.0084282-0.021141i
0.10936+0.014566i,0.24776+0.028078i,0.368-0.0065707i,0.35939-0.089256i,0.24042-0.10329i,0.12693-0.023946i,0.069563+0.012207i,0.017531-0.02453i,-0.037523-0.051196i,-0.046863-0.034755i,-0.012519-0.01408i,0.01025-0.014756i,0.0059597-0.013648i,0.00084378+1.7321e-05i,0.0039706+0.015877i,0.014957+0.023886i,0.029168+0.01825i,0.036028+0.010556i,0.034289+0.0045654i,0.02611-0.0058434i,0.012854-0.012638i,0.0021033-0.0083512i,-0.0037354+0.0030494i
-0.074282-0.0029191i,-0.19723-0.0028339i,-0.29554+0.0036092i,-0.29406+0.0020968i,-0.25485-0.0094128i,-0.21395-0.0088238i,-0.12774+0.0005111i,-0.054216-0.0092354i,-0.055476-0.0063849i,-0.067515+0.018789i,-0.051816+0.027125i,-0.032768+0.018111i,-0.025003+0.0028414i,-0.026381-0.012184i,-0.023187-0.018066i,-0.015137-0.024444i,-0.020299-0.03311i,-0.029754-0.031609i,-0.030673-0.019604i,-0.030921-0.0027086i,-0.029075+0.012282i,-0.018686+0.018492i,-0.00031441+0.018046i
0.029969-0.075591i,0.066992-0.14519i,0.034478-0.16086i,-0.043506-0.079108i,-0.013273-0.0044001i,0.091566-0.02077i,0.086076-0.059311i,0.022913-0.021119i,0.037964+0.032647i,0.070372+0.018823i,0.048535-0.013213i,0.012122-0.013767i,-2.0567e-06+0.00078372i,0.0021258+0.0093173i,0.0013764+0.0066185i,-0.011866+0.0015359i,-0.029676+0.0025006i,-0.034993+0.00032755i,-0.027664-0.0050631i,-0.013246-0.004196i,0.0027452-0.00076377i,0.012539-0.0019015i,0.014215-0.0091262i
-0.034243+0.087839i,-0.050257+0.23903i,0.0051053+0.38701i,0.11479+0.42625i,0.14134+0.38373i,0.064955+0.31912i,0.008613+0.22713i,0.0052761+0.10637i,0.002605+0.0098709i,-0.0066653-0.018308i,-0.0040502-0.0030389i,0.0032587+0.0082552i,-0.0022935+0.010773i,-0.014772+0.020933i,-0.019583+0.036653i,-0.01155+0.054703i,0.0090762+0.069226i,0.02671+0.068014i,0.030664+0.05063i,0.029652+0.027093i,0.026585+0.0086032i,0.018115-0.0028774i,0.0038785-0.010712i
-0.017567-0.068598i,-0.027794-0.17298i,-0.010851-0.24862i,0.024877-0.25555i,0.014848-0.26921i,-0.051674-0.25501i,-0.059687-0.14518i,-0.006548-0.053182i,-0.013499-0.043037i,-0.057742-0.032498i,-0.055227-0.0093018i,-0.029949-0.0005503i,-0.009166+0.0039271i,0.015325+0.0050603i,0.035701+0.0051234i,0.048976+0.0048953i,0.05269-0.0042261i,0.041283-0.013308i,0.024777-0.015653i,0.0079517-0.018594i,-0.0082143-0.018931i,-0.016694-0.012412i,-0.017009-0.0012076i
0.10559+0.048816i,0.23895+0.055529i,0.34463-0.047833i,0.32399-0.21026i,0.26476-0.21991i,0.28632-0.11618i,0.2635-0.096723i,0.12627-0.093527i,0.03287-0.010355i,0.040703+0.044266i,0.049242+0.028094i,0.032588+0.0059249i,0.021242+0.0013689i,0.021344+0.0035506i,0.026293-0.0014992i,0.023948-0.022648i,0.0067349-0.045857i,-0.013278-0.055826i,-0.021084-0.047546i,-0.015634-0.024689i,-0.0049633-0.0075536i,-0.00022969-0.0024485i,0.0020493+0.0019077i
-0.074248+0.0060879i,-0.19785+0.033898i,-0.34333+0.11444i,-0.4064+0.23949i,-0.36929+0.30818i,-0.30125+0.2742i,-0.2037+0.16077i,-0.10098+0.034525i,-0.034778-0.028616i,-0.0044618-0.035285i,-0.0094592-0.020597i,-0.01799+0.0044897i,-0.011482+0.012341i,-0.016908-0.0055183i,-0.034379-0.02173i,-0.049999-0.016219i,-0.056208+0.010001i,-0.05+0.03653i,-0.036577+0.04166i,-0.020794+0.029225i,-0.0092583+0.017189i,-0.0012266+0.010157i,0.0047661+0.0020927i
0.056219-0.085765i,0.063947-0.17236i,0.012702-0.22086i,-0.058464-0.18709i,-0.064608-0.16741i,-0.055797-0.20774i,-0.10205-0.13907i,-0.094845+0.0037898i,-0.032812+0.017156i,-0.023911-0.032537i,-0.024096-0.02899i,-0.011417-0.016857i,-0.014096-0.008687i,-0.010038+0.007993i,0.00073803+0.02126i,0.010576+0.033487i,0.024811+0.043043i,0.03659+0.047281i,0.035017+0.042776i,0.021094+0.025405i,0.0059862+0.0081584i,-0.0021636+0.0039817i,-0.0029043+0.0066776i
0.0047818+0.050449i,0.060707+0.11026i,0.20495+0.15953i,0.36576+0.15639i,0.41197+0.15002i,0.34317+0.17316i,0.24732+0.13464i,0.13229+0.052074i,0.026775+0.03009i,-0.0040869+0.043718i,0.013585+0.035185i,0.034498+0.010982i,0.03556-0.0067245i,0.019016+0.0024912i,0.010341+0.027942i,0.022568+0.035414i,0.043498+0.01295i,0.053634-0.020814i,0.047907-0.033841i,0.032768-0.020638i,0.018802-0.0046119i,0.0082377-0.0037352i,-0.0014319-0.0077993i
-0.029936-0.039433i,-0.077243-0.045208i,-0.14105+0.00051173i,-0.19494+0.038854i,-0.22742+0.024532i,-0.20237+0.011426i,-0.075871-0.0064151i,0.034217-0.066178i,0.03855-0.093408i,0.019769-0.064008i,0.0044111-0.044888i,-0.021297-0.025978i,-0.01884-0.0039548i,-0.0012984-0.010033i,0.0029287-0.024144i,-0.0073657-0.03383i,-0.033162-0.038275i,-0.052124-0.033131i,-0.041749-0.025244i,-0.014569-0.017885i,0.0051463-0.012911i,0.012652-0.010318i,0.013307-0.011216i
0.029598+0.052414i,0.038872+0.030255i,0.010011-0.072423i,-0.015841-0.15513i,0.050045-0.14717i,0.11883-0.13182i,0.053307-0.10771i,-0.034783-0.037912i,-0.041699+0.00084597i,-0.036168-0.010249i,-0.041642-0.011716i,-0.04678-0.013576i,-0.059376-0.0093826i,-0.046905+0.015466i,-0.0051103+0.027728i,0.021889+0.020044i,0.019265+0.0142i,0.0020054+0.016368i,-0.010907+0.012915i,-0.0066892-0.0020004i,0.00033722-0.01717i,-0.0025387-0.01544i,-0.0054447-0.0018855i
-0.020948-0.0043363i,0.031695+0.026433i,0.16708+0.12434i,0.25552+0.23324i,0.18934+0.26194i,0.073487+0.21486i,0.0074284+0.12106i,-0.034231+0.045215i,-0.059376+0.033872i,-0.054265+0.048168i,-0.027741+0.055401i,0.0095435+0.05607i,0.032359+0.044349i,0.024098+0.029705i,0.002024+0.025716i,-0.0051233+0.035859i,0.015438+0.048598i,0.045414+0.049212i,0.0513+0.036956i,0.027442+0.02254i,0.002585+0.01513i,-0.0075857+0.010092i,-0.011435+0.0099133i
0.049369-0.00085517i,0.0429+0.026966i,-0.022754+0.038043i,-0.044192-0.039231i,-0.01408-0.17103i,-0.02262-0.2131i,-0.0072719-0.11568i,0.064209-0.030926i,0.099095-0.029093i,0.093862-0.03386i,0.073629-0.030241i,0.036897-0.014672i,0.023056+0.007801i,0.030088-0.0027757i,0.018981-0.035363i,-0.0088133-0.05868i,-0.034689-0.069262i,-0.045093-0.068697i,-0.036512-0.048467i,-0.022919-0.014866i,-0.01205+0.0097185i,-0.0040248+0.016307i,0.0034448+0.012482i
-0.018515-0.073343i,-0.030487-0.2441i,-0.037578-0.46633i,-0.04699-0.49878i,-0.017761-0.28396i,0.047491-0.075071i,0.050908-0.032713i,-0.015133-0.058471i,-0.059322-0.054322i,-0.056762-0.03637i,-0.037316-0.025022i,-0.014507-0.034827i,-0.0093323-0.054067i,-0.014659-0.043375i,-0.0053396-0.0045143i,0.0083878+0.019041i,0.0035403+0.014829i,-0.019183-0.0019618i,-0.03268-0.018942i,-0.022319-0.025294i,-0.008962-0.021779i,-0.0020437-0.014573i,0.0066457-0.014343i
0.11762+0.0089942i,0.24578+0.092666i,0.28396+0.23688i,0.10711+0.30911i,-0.14333+0.28528i,-0.19925+0.24818i,-0.084377+0.16359i,-0.010845+0.049254i,-0.022618-0.0053872i,-0.038261-0.0094626i,-0.032976-0.0026236i,-0.024014+0.013463i,-0.01917+0.027742i,-0.025385+0.037455i,-0.028604+0.055984i,-0.01492+0.081959i,0.0076551+0.10163i,0.0273+0.10926i,0.032461+0.094399i,0.024445+0.052417i,0.015432+0.012912i,0.012259-0.0055978i,0.0071583-0.014251i
-0.18523+0.10705i,-0.41287+0.24023i,-0.56597+0.36028i,-0.39356+0.37202i,-0.060166+0.22482i,0.056211+0.026586i,-0.0016941-0.02083i,-0.0066398+0.036321i,0.03444+0.052195i,0.043666+0.046916i,0.028714+0.046271i,0.00072688+0.038665i,-0.023526+0.047901i,-0.016294+0.060275i,0.008264+0.038264i,0.021314+0.0043742i,0.024823-0.0079819i,0.031115-0.0049579i,0.031818+0.0010025i,0.02277+0.0068373i,0.018259+0.0058469i,0.010124-0.0013584i,-0.0065207+0.0038266i
0.035303-0.23247i,0.13705-0.4923i,0.28945-0.64774i,0.33273-0.50099i,0.2523-0.17762i,0.19023+0.0058915i,0.12001-0.021041i,0.012754-0.083284i,-0.038706-0.092704i,-0.02334-0.094802i,-0.0032566-0.089575i,0.013732-0.06446i,0.029809-0.043078i,0.034752-0.030666i,0.030937-0.018397i,0.0302-0.011375i,0.029437-0.018599i,0.015627-0.041001i,0.0046353-0.050449i,0.012944-0.03169i,0.020795-0.014512i,0.01347-0.010173i,0.0061567-0.011352i
0.15114+0.20471i,0.3075+0.46139i,0.37798+0.59835i,0.28216+0.40152i,0.12272+0.095722i,0.040588-0.0142i,0.076971-0.028433i,0.08676-0.067606i,0.0059208-0.065141i,-0.047387-0.017053i,-0.045385+0.011204i,-0.028361+0.022684i,0.0010454+0.01867i,0.023507-0.0027535i,0.029071-0.010765i,0.025743-0.0044159i,0.011648+0.0039529i,-0.0054609+0.023566i,-0.01322+0.040079i,-0.014+0.031919i,-0.013116+0.02014i,-0.0056253+0.021458i,0.0039886+0.025217i
-0.21976-0.041323i,-0.48718-0.1528i,-0.6909-0.23856i,-0.57727-0.13341i,-0.24587+0.02469i,-0.060196+0.055224i,-0.091737+0.062482i,-0.10001+0.11694i,-0.013639+0.12954i,0.035318+0.082052i,0.026856+0.04043i,0.011077+0.0047771i,-0.0084438-0.023911i,-0.014465-0.014393i,0.0035194+0.011367i,0.025265+0.012286i,0.035856-0.011943i,0.038964-0.030959i,0.028239-0.032483i,-0.00070899-0.023625i,-0.023011-0.013896i,-0.02651-0.012935i,-0.017024-0.012788i
0.24149-0.11917i,0.54666-0.23179i,0.76952-0.27024i,0.668-0.18821i,0.39392-0.057218i,0.25036+0.0086074i,0.20212-0.021509i,0.11104-0.088355i,-0.01031-0.12323i,-0.078104-0.081108i,-0.060382-0.0088921i,-0.02112+0.027504i,-0.0061218+0.038393i,-0.014194+0.035995i,-0.043142+0.023442i,-0.06996+0.01446i,-0.077128+0.0057247i,-0.061113-0.007998i,-0.020771-0.013918i,0.021233-0.014863i,0.032875-0.021488i,0.016184-0.017502i,0.002141-0.0035098i
-0.066649+0.16937i,-0.16216+0.39188i,-0.16656+0.55236i,0.02469+0.47203i,0.18832+0.27091i,0.10843+0.17016i,0.014161+0.16605i,0.02494+0.12136i,0.0043553+0.042802i,-0.017169+0.0039927i,-0.0081283-0.018312i,-0.021436-0.025115i,-0.035979-0.00075442i,-0.031389+0.015545i,-0.023453+0.012274i,-0.01892+0.012583i,-0.013813+0.016938i,-0.018007+0.014585i,-0.028677+0.0048676i,-0.025423-0.0081312i,-0.011894-0.016574i,0.0014064-0.022216i,0.0060715-0.031041i
0.016575-0.30344i,-0.048119-0.65288i,-0.2473-0.86948i,-0.48616-0.71235i,-0.53226-0.44046i,-0.34106-0.33893i,-0.13193-0.34274i,-0.031058-0.32597i,-0.0030974-0.23243i,-0.0036876-0.11605i,-0.0061257-0.053336i,-0.00056686-0.031699i,0.0066832-0.017818i,0.020581+0.003198i,0.051584+0.029781i,0.083223+0.049159i,0.091109+0.070605i,0.089475+0.087651i,0.083979+0.068227i,0.05727+0.029776i,0.033735+0.016033i,0.032087+0.017226i,0.02669+0.011601i
0.16788+0.32207i,0.44555+0.60533i,0.68683+0.63988i,0.57313+0.33793i,0.21464+0.13681i,0.025144+0.18259i,-0.0011164+0.19209i,-0.026323+0.16224i,0.044062+0.13548i,0.14024+0.032512i,0.10577-0.039036i,0.031821-0.013176i,0.0072398+0.0073662i,0.0040089-0.001083i,0.013496+0.0040578i,0.02537+0.02156i,0.02362+0.026946i,0.0094122+0.0090472i,-0.014694+0.0017298i,-0.022117+0.026404i,-0.011384+0.036877i,-0.011903+0.019113i,-0.015437+0.015985i
-0.46072-0.11559i,-0.93231-0.058349i,-1.0914+0.21684i,-0.59445+0.42827i,0.013282+0.24521i,0.14668-0.039974i,0.07365-0.10805i,0.04547-0.16446i,-0.085308-0.24822i,-0.20713-0.16232i,-0.15078-0.012319i,-0.045885+0.036167i,-0.0014855+0.039081i,0.023546+0.070445i,0.04886+0.11282i,0.065945+0.12893i,0.056584+0.10156i,0.023166+0.059143i,0.017287+0.020258i,0.038342-0.033951i,0.028591-0.083867i,-0.010979-0.092858i,-0.036555-0.063648i
0.38183-0.35906i,0.71072-0.8566i,0.79934-1.2287i,0.60314-0.98139i,0.50318-0.33012i,0.49191+0.03953i,0.31456+0.036383i,0.064657+0.04318i,-0.061788+0.14584i,-0.038167+0.15818i,-0.014889+0.064603i,-0.053162+0.02942i,-0.055646+0.062454i,-0.024861+0.063937i,-0.0033173+0.038911i,0.0060746+0.00803i,-0.0077672-0.019181i,-0.011772-0.018597i,-0.0035746+0.0043104i,-0.0064119+0.032493i,0.0072385+0.052585i,0.043154+0.058134i,0.071716+0.041355i
0.16301+0.26723i,0.39059+0.54907i,0.64436+0.81686i,0.81792+0.88469i,0.77552+0.81174i,0.60452+0.57053i,0.3329+0.12094i,-0.039666-0.23758i,-0.31228-0.30646i,-0.34326-0.18193i,-0.21311-0.050164i,-0.089527-0.032878i,-0.045181-0.039858i,-0.0031779+0.020547i,0.062636+0.056135i,0.094766+0.0070207i,0.069472-0.073744i,0.025492-0.10989i,0.028363-0.080002i,0.055961-0.052302i,0.03279-0.044788i,-0.019771-0.016485i,-0.023242+0.019889i
0.59515+7.7955i,3.257+6.3051i,6.6227+5.0016i,7.1611+2.2409i,5.5931-0.63613i,2.8264-2.4007i,0.35055-1.7174i,-0.43242-0.15852i,0.05687+0.54263i,0.7098+0.21698i,0.54162-0.52079i,-0.30863-0.94706i,-1.1431-0.8665i,-1.5767-0.40446i,-1.4257+0.125i,-0.92669+0.42417i,-0.41951+0.39385i,-0.038272+0.1511i,0.20397-0.084816i,0.30816-0.21578i,0.31459-0.30627i,0.22764-0.29411i,0.14054-0.11735i
0.37428+0.11165i,0.81814+0.017641i,1.1414-0.1957i,1.0952-0.30281i,0.80643-0.13945i,0.50819-0.013294i,0.22015+0.013917i,0.04816+0.15729i,0.043989+0.28319i,0.087005+0.25043i,0.09136+0.13988i,0.050411+0.079817i,0.036763+0.091317i,0.069121+0.082312i,0.096309+0.028031i,0.11333-0.036487i,0.1109-0.098035i,0.073839-0.12055i,0.025849-0.088176i,-0.0081748-0.057591i,-0.029572-0.052111i,-0.043701-0.038315i,-0.029121-0.0032197i
-0.098427-0.048757i,-0.19669+0.042048i,-0.22988+0.17017i,-0.23997+0.10878i,-0.36906-0.11024i,-0.45841-0.2192i,-0.41756-0.25357i,-0.37266-0.23833i,-0.27177-0.11036i,-0.094128-0.017148i,0.019618-0.031149i,0.057586-0.071848i,0.067109-0.10597i,0.063654-0.096363i,0.085771-0.05445i,0.13616-0.043722i,0.16898-0.06089i,0.15911-0.071233i,0.12043-0.074057i,0.058303-0.070856i,-0.017036-0.046538i,-0.063708+0.0058893i,-0.051472+0.054229i
