0.0010057+0.00036165i,0.00047663-0.0012949i,-0.00098875-0.0033281i,-0.0018749-0.004467i,-0.0021837-0.0034259i,-0.0026941-0.00090116i,-0.0017084+0.0012315i,-0.00032148+0.0014916i,0.00088353+0.00030411i,0.00074681-0.001298i,-5.3722e-05-0.0018616i,0.0004943-0.00089236i,0.00075969-3.0424e-05i,0.00067875+3.5623e-05i,0.0014311+0.00047013i,0.00070498+0.0011409i,-0.00028518+0.001203i,0.00010437+0.00083574i,0.00021243+0.00035549i,0.00023729-0.00034345i,0.00039972-0.00087433i,0.00043391-0.00073226i,-0.00039382-0.00039513i
0.052687-0.10313i,-0.041538-0.27312i,-0.39621-0.36786i,-0.76497-0.14031i,-0.68738+0.21606i,-0.31694+0.34344i,-0.085005+0.35418i,0.040328+0.37982i,0.15465+0.27072i,0.12893+0.09579i,0.028786+0.044195i,-0.021194+0.074924i,-0.026205+0.091888i,0.015237+0.044881i,0.059176-0.076415i,0.03403-0.19117i,-0.033348-0.22246i,-0.091664-0.16883i,-0.11878-0.078599i,-0.10339-0.010014i,-0.068747+0.019902i,-0.032801+0.024222i,0.001582+0.0086602i
-0.067625+0.051272i,0.017744+0.11335i,0.31087+0.14429i,0.63112+0.08471i,0.70941-0.020232i,0.57709-0.10566i,0.40288-0.11269i,0.28877-0.045033i,0.22103+0.012782i,0.14789+0.0048852i,0.097573-0.025357i,0.11895-0.044989i,0.14004-0.07934i,0.065842-0.1109i,-0.052706-0.092836i,-0.11989-0.020577i,-0.11411+0.083313i,-0.052248+0.16065i,0.018864+0.15251i,0.041469+0.090799i,0.029185+0.048333i,0.022623+0.025534i,0.012159-0.0039452i
0.0056572-0.0099412i,-0.018681-0.0093665i,-0.061547-0.059388i,-0.10553-0.29256i,-0.19557-0.5891i,-0.3017-0.62445i,-0.302-0.46636i,-0.24413-0.33583i,-0.18981-0.19351i,-0.11078-0.059725i,-0.049542-0.018851i,-0.041063-0.034285i,-0.056608-0.042635i,-0.037676-0.02072i,0.032934-0.019296i,0.10163-0.082818i,0.14504-0.16614i,0.14501-0.21153i,0.072532-0.17733i,-0.0087778-0.068122i,-0.03059+0.031566i,-0.017182+0.074872i,-0.004054+0.085439i
-0.072978+0.0417i,-0.23783+0.044012i,-0.55574+0.069163i,-0.84797+0.28553i,-0.80936+0.56638i,-0.52082+0.58198i,-0.33359+0.45384i,-0.23863+0.39753i,-0.11623+0.28219i,-0.068014+0.1248i,-0.063844+0.057918i,-0.033693+0.025733i,-0.017708+0.0037987i,-0.028827-0.025374i,-0.088214-0.073187i,-0.17393-0.075042i,-0.22797-0.05084i,-0.23645-0.030628i,-0.17539+0.0031694i,-0.063+0.020122i,0.024341-0.0021862i,0.056821-0.041667i,0.053505-0.070237i
0.073336+0.036409i,0.27998+0.096684i,0.6375+0.14692i,0.89947+0.075905i,0.77251-0.069318i,0.42852-0.12616i,0.22765-0.090789i,0.18936-0.043266i,0.14803+0.020705i,0.098115+0.075383i,0.057482+0.059302i,0.0085657+0.022307i,-0.011905+0.010606i,-0.0087239+0.030726i,0.0067626+0.08529i,0.044795+0.12389i,0.071719+0.13465i,0.075343+0.13527i,0.070128+0.086092i,0.042965-0.00010078i,-0.0080754-0.049691i,-0.060814-0.042154i,-0.083741-0.013837i
-0.15525+0.027342i,-0.3462+0.057682i,-0.467+0.010491i,-0.396-0.20733i,-0.25869-0.4195i,-0.22278-0.37441i,-0.23155-0.18047i,-0.18183-0.037874i,-0.063525+0.022837i,0.025599+0.022254i,0.031296+0.042599i,0.024676+0.094398i,0.03086+0.10007i,0.045191+0.054324i,0.0687-0.021409i,0.066559-0.080712i,0.065154-0.092361i,0.078644-0.092779i,0.0489-0.087745i,-0.019695-0.054861i,-0.057952-0.0013827i,-0.034371+0.044966i,0.0040637+0.054755i
0.017249-0.21853i,-0.088847-0.41622i,-0.35901-0.41304i,-0.62555-0.092415i,-0.60685+0.22493i,-0.35189+0.29626i,-0.1111+0.27932i,0.024766+0.21634i,0.045805+0.083024i,0.018628-0.012273i,0.036756-0.062927i,0.071759-0.10504i,0.086667-0.12127i,0.057996-0.12587i,-0.023383-0.1117i,-0.094564-0.072387i,-0.13396-0.038751i,-0.15497-0.009663i,-0.12606+0.032948i,-0.050837+0.067715i,0.01578+0.064168i,0.045084+0.021694i,0.038948-0.018412i
0.098009+0.31071i,0.37961+0.57557i,0.77535+0.5595i,0.92473+0.17941i,0.6728-0.11665i,0.39302-0.13613i,0.28638-0.15395i,0.19195-0.17711i,0.086617-0.096415i,0.025723-0.012549i,-0.018575+0.0017727i,-0.062094-0.020382i,-0.11072-0.042044i,-0.14065-0.02161i,-0.11246+0.044904i,-0.046056+0.099631i,0.015628+0.12709i,0.059691+0.13832i,0.074671+0.10328i,0.052309+0.037443i,0.015047-0.0071514i,-0.027886-0.013364i,-0.056053+0.01034i
-0.2812-0.061465i,-0.6058-0.031876i,-0.84427+0.14574i,-0.73981+0.37864i,-0.40371+0.40696i,-0.20312+0.23218i,-0.20751+0.10462i,-0.20062+0.081648i,-0.10124+0.045582i,-0.03181-0.0066302i,-0.025961+0.0071898i,-0.018486+0.057035i,0.0021755+0.090491i,0.040457+0.091901i,0.097104+0.035942i,0.12991-0.05424i,0.13171-0.14219i,0.11277-0.2024i,0.063114-0.18709i,0.013347-0.10636i,0.0011155-0.030935i,0.024102+0.012428i,0.056604+0.023496i
0.27117-0.067679i,0.5339-0.22575i,0.6362-0.43069i,0.4663-0.51497i,0.2349-0.41242i,0.1262-0.23449i,0.11131-0.063779i,0.10212+0.034142i,0.039824+0.056137i,-0.00064741+0.066085i,0.029354+0.053945i,0.063814+0.028325i,0.085131+0.01243i,0.078849-0.024291i,0.012349-0.073003i,-0.078311-0.084946i,-0.15327-0.049202i,-0.19149-0.00039218i,-0.1618+0.028663i,-0.089854+0.025665i,-0.042535+0.0029951i,-0.028878-0.021353i,-0.027624-0.044371i
-0.11327+0.16467i,-0.1752+0.28917i,-0.18598+0.26315i,-0.22183+0.060956i,-0.29681-0.063945i,-0.25602-0.040886i,-0.13257-0.064504i,-0.068715-0.074985i,-0.012261+0.014561i,0.040799+0.055803i,0.026556+0.015231i,-0.002835-0.027672i,-0.01778-0.061049i,-0.043475-0.058665i,-0.066852+0.010801i,-0.047438+0.11426i,0.023844+0.19571i,0.093342+0.2162i,0.1064+0.15995i,0.065054+0.073637i,0.020179+0.029992i,0.00097415+0.029217i,-0.015519+0.037357i
0.011035-0.08649i,-0.025538-0.095335i,-0.059505+0.078961i,0.032649+0.29945i,0.16414+0.26474i,0.11512+0.087386i,-0.0071133+0.06534i,-0.000433+0.07274i,0.047799-0.033177i,0.04088-0.10528i,0.021394-0.080892i,-0.0022857-0.043333i,-0.036238-0.013905i,-0.036222+0.018222i,0.021169+0.026978i,0.083082-0.022566i,0.097465-0.11124i,0.076791-0.16479i,0.044083-0.13511i,0.024123-0.05903i,0.029588-0.017178i,0.036429-0.019986i,0.040157-0.018675i
0.033293+0.00019678i,0.06735-0.083072i,0.080807-0.27285i,0.042282-0.39508i,0.014583-0.27367i,0.081448-0.096158i,0.14069-0.06656i,0.082635-0.068446i,-0.014294-0.011197i,-0.058039+0.029011i,-0.055863+0.027882i,-0.03686+0.026783i,-0.012512+0.03124i,0.0097548+0.01021i,0.010748-0.050174i,-0.02798-0.10145i,-0.090302-0.10135i,-0.13176-0.070998i,-0.12086-0.046585i,-0.07963-0.040741i,-0.059813-0.035585i,-0.061888-0.017257i,-0.053269-0.011825i
0.035559-0.071112i,0.028018-0.080337i,-0.053046+0.012003i,-0.18196+0.12895i,-0.24832+0.099474i,-0.25414-0.019709i,-0.24956-0.0434i,-0.17669+0.028085i,-0.044436+0.073009i,0.031537+0.06224i,0.042127+0.041371i,0.053321+0.031078i,0.077007+0.023503i,0.069841+0.010761i,0.017637+0.004413i,-0.02316+0.023053i,-0.013579+0.057553i,0.0090505+0.083168i,0.0074035+0.09025i,-0.0073214+0.085799i,-0.0031389+0.081044i,0.021114+0.070008i,0.023297+0.053124i
-0.10239+0.097475i,-0.14554+0.22514i,-0.031261+0.25287i,0.18588+0.094253i,0.26-0.039388i,0.1928+0.016292i,0.16388+0.088509i,0.13555+0.044402i,0.065648-0.011733i,0.02494-0.019198i,0.011604-0.012661i,-0.0041633-0.02434i,-0.031337-0.056856i,-0.050732-0.06458i,-0.041732-0.023458i,-0.015699+0.023088i,0.011674+0.040137i,0.039466+0.032952i,0.062968+0.0073717i,0.067622-0.023004i,0.050581-0.044171i,0.026088-0.052571i,0.017927-0.041213i
-0.069059-0.19027i,-0.21243-0.37977i,-0.42244-0.41894i,-0.54875-0.20018i,-0.47227+0.0006514i,-0.31827-0.02113i,-0.23582-0.077727i,-0.15584-0.039218i,-0.063376-0.0058984i,-0.027886-0.014169i,-0.025212-0.024098i,-0.028248-0.010722i,-0.030316+0.02488i,-0.016635+0.048711i,0.014439+0.040739i,0.040634+0.015808i,0.048181-0.0073127i,0.042762-0.020467i,0.02436-0.025073i,-0.0010215-0.026854i,-0.023106-0.018006i,-0.037142-0.00098629i,-0.039159+0.0015197i
0.137+0.21916i,0.38037+0.42619i,0.67247+0.45733i,0.76141+0.19625i,0.56108-0.0578i,0.31653-0.054013i,0.19506+0.039563i,0.11246+0.056067i,0.040151+0.038872i,0.010983+0.035882i,0.01189+0.039993i,0.027927+0.035205i,0.044894+0.021171i,0.04076-0.0026124i,0.012873-0.040719i,-0.02137-0.074448i,-0.051176-0.08721i,-0.070495-0.086413i,-0.074372-0.063822i,-0.062331-0.015819i,-0.030862+0.021802i,0.0026899+0.034116i,0.015364+0.035401i
-0.19371-0.053233i,-0.45754-0.13466i,-0.71937-0.16591i,-0.76666-0.070964i,-0.56097+0.044996i,-0.31478+0.04743i,-0.16586-0.0068227i,-0.082941-0.023851i,-0.040933-0.016413i,-0.028206-0.023078i,-0.02825-0.03761i,-0.028135-0.046493i,-0.024497-0.049673i,-0.019341-0.040714i,-0.023326-0.018222i,-0.039093+0.0090963i,-0.048061+0.034508i,-0.045034+0.053299i,-0.028205+0.053554i,-0.0005665+0.035247i,0.017927+0.01297i,0.027029-0.0059653i,0.035041-0.021568i
0.19966+0.036782i,0.43203+0.082774i,0.61805+0.11176i,0.59786+0.073659i,0.39155+0.0019844i,0.1821-0.012939i,0.083738+0.031837i,0.072764+0.064255i,0.079076+0.071801i,0.069478+0.084387i,0.058551+0.086666i,0.045316+0.070067i,0.027614+0.049702i,0.014589+0.035246i,0.021013+0.039499i,0.053952+0.051819i,0.089713+0.05024i,0.10352+0.044362i,0.088724+0.033334i,0.055682+0.010095i,0.021411-0.010026i,-0.012764-0.021624i,-0.045192-0.021748i
-0.0939-0.0053856i,-0.23422-0.062241i,-0.36703-0.15654i,-0.39443-0.17007i,-0.28996-0.060563i,-0.12811+0.028001i,-0.045286+0.0053648i,-0.052041-0.027493i,-0.033133-0.024337i,0.0079064-0.043245i,0.005167-0.062549i,-0.016435-0.050144i,-0.02439-0.028824i,-0.017117-0.022535i,-0.0045961-0.043021i,-0.0072339-0.06916i,-0.017555-0.077615i,-0.016817-0.081027i,-0.016381-0.074697i,-0.026647-0.051029i,-0.036866-0.025966i,-0.035698+0.0019857i,-0.013117+0.029544i
0.11169-0.022625i,0.23654+0.019899i,0.31863+0.12596i,0.2926+0.16433i,0.19164+0.056138i,0.075855-0.049018i,0.022751-0.035783i,0.031747-0.010942i,0.0090927-0.029721i,-0.032357-0.02602i,-0.025766-0.0020615i,0.0091529+0.015347i,0.031951+0.021779i,0.023495+0.017011i,-0.0085134+0.014193i,-0.036729+0.014765i,-0.057175+0.012817i,-0.073889+0.012269i,-0.067153+0.014194i,-0.036493+0.02087i,-0.0041825+0.033395i,0.026015+0.034905i,0.043684+0.01328i
-0.11945-0.0016316i,-0.24567-0.055853i,-0.32041-0.15447i,-0.25725-0.19284i,-0.11622-0.10319i,0.0029981-0.017158i,0.039106-0.013091i,0.011518-0.00077958i,0.00068955+0.039772i,0.011946+0.049746i,0.0083507+0.026376i,-0.0024729-0.010457i,-0.012558-0.042235i,-0.016984-0.04389i,-0.010735-0.021802i,0.0036663+0.002729i,0.028543+0.025766i,0.048163+0.043587i,0.043293+0.041816i,0.029175+0.018022i,0.023125-0.0089967i,0.011661-0.032301i,-0.013384-0.041538i
0.068011-0.067533i,0.14294-0.076732i,0.1626+0.018271i,0.091711+0.12086i,0.0051231+0.058739i,-0.07517-0.065531i,-0.12785-0.08169i,-0.091635-0.037083i,-0.0093084-0.023823i,0.035112-0.035327i,0.035921-0.033917i,0.023553-0.010634i,0.015918+0.015009i,0.016765+0.019993i,0.0251+0.0049576i,0.030361-0.023315i,0.021473-0.058742i,0.0074994-0.07828i,-0.0038808-0.059777i,-0.01622-0.022998i,-0.029188-0.00093724i,-0.040377+0.012858i,-0.03865+0.028669i
-0.073351+0.10046i,-0.1285+0.16083i,-0.090946+0.087843i,0.010042-0.075015i,0.042307-0.083632i,0.040528+0.059207i,0.070828+0.13842i,0.066964+0.10768i,0.0080642+0.055646i,-0.040987+0.033724i,-0.046578+0.0276i,-0.036634+0.0083674i,-0.036454-0.010431i,-0.036239-0.011995i,-0.033817-0.0069372i,-0.034662+0.0057409i,-0.037668+0.029542i,-0.034805+0.046954i,-0.017081+0.037742i,-0.00065264+0.017168i,0.0042773+0.014621i,0.018644+0.025218i,0.042375+0.027058i
-0.023641-0.082491i,-0.06489-0.13727i,-0.14068-0.062998i,-0.19424+0.091425i,-0.16885+0.084103i,-0.12125-0.068641i,-0.10271-0.14869i,-0.076045-0.10966i,-0.02773-0.038152i,0.0094242-0.0062482i,0.0074923-0.011605i,-0.0069059+0.002776i,0.0065772+0.030336i,0.023556+0.032739i,0.019976+0.017412i,0.012641+0.0043369i,0.017284-0.00086974i,0.029676-0.0019334i,0.029611+0.0023755i,0.025295+0.011598i,0.032632+0.006425i,0.032666-0.024156i,0.013185-0.055886i
0.041033+0.12407i,0.13107+0.21195i,0.23942+0.1384i,0.25734-0.059729i,0.16611-0.097701i,0.076828+0.0415i,0.047775+0.13348i,0.036945+0.1122i,0.01945+0.049478i,-0.0029102+0.020573i,-0.0018748+0.03209i,0.02047+0.015228i,0.017549-0.030164i,-0.0020209-0.049014i,-0.014373-0.041352i,-0.025369-0.03083i,-0.038196-0.025237i,-0.047935-0.028523i,-0.040567-0.037631i,-0.02287-0.044637i,-0.024649-0.042574i,-0.048387-0.017036i,-0.061986+0.020276i
-0.049306-0.074071i,-0.15885-0.13492i,-0.28498-0.090007i,-0.31815+0.054686i,-0.23267+0.10105i,-0.12052+0.022181i,-0.044117-0.039573i,-0.006402-0.041105i,-0.0012087-0.0067774i,0.0098269+0.018842i,0.021723+0.0088994i,0.006334+0.014285i,-0.0028755+0.044439i,0.0076797+0.053918i,0.021139+0.046151i,0.034214+0.043033i,0.045846+0.047491i,0.048984+0.053407i,0.029306+0.045009i,-0.0052747+0.028223i,-0.016572+0.029841i,0.010807+0.041886i,0.044484+0.040741i
0.11514+0.080676i,0.27361+0.14666i,0.42491+0.1168i,0.43968-0.019968i,0.31778-0.10225i,0.1661-0.072206i,0.044321-0.022337i,-0.011743+0.013364i,0.017402+0.017981i,0.039441-0.0086338i,0.02177-0.013966i,0.023697-0.01072i,0.033131-0.024326i,0.02297-0.035002i,0.0062562-0.04107i,-0.0021093-0.050837i,0.00071034-0.06665i,0.0052747-0.076869i,0.0093544-0.053985i,0.018093-0.013605i,0.025702-0.0045602i,0.021938-0.030176i,0.012298-0.052749i
-0.10622-0.076451i,-0.27957-0.15698i,-0.4737-0.15552i,-0.52522-0.017682i,-0.38602+0.12471i,-0.17908+0.14652i,-0.026005+0.10382i,0.028717+0.0499i,-0.0029253+0.0070476i,-0.030131-0.0066134i,-0.022923-0.025136i,-0.029763-0.046972i,-0.043295-0.044766i,-0.041251-0.029957i,-0.035876-0.013918i,-0.040673+0.0053181i,-0.05612+0.032057i,-0.067278+0.053784i,-0.056926+0.044694i,-0.035178+0.013661i,-0.027479-0.0029819i,-0.033098+0.0041336i,-0.039329+0.010019i
0.10814+0.032415i,0.29904+0.089663i,0.50261+0.10109i,0.54213-0.018784i,0.38527-0.17505i,0.19222-0.22507i,0.069258-0.18825i,0.012125-0.10865i,0.0068442-0.022073i,0.0094177+0.027734i,0.0078639+0.055777i,0.027293+0.067738i,0.045234+0.053234i,0.042378+0.035572i,0.040072+0.025247i,0.059712+0.010797i,0.093328-0.014523i,0.109-0.037157i,0.081762-0.036701i,0.035169-0.0163i,0.01275+0.0046346i,0.012899+0.016135i,0.01177+0.028947i
-0.14302-0.042116i,-0.35327-0.095673i,-0.56039-0.097482i,-0.55846+0.012714i,-0.36016+0.1312i,-0.19862+0.1546i,-0.14085+0.13309i,-0.092388+0.087898i,-0.039728+0.020525i,-0.0087474-0.02686i,-0.007025-0.048938i,-0.029164-0.052803i,-0.045866-0.041177i,-0.043408-0.033272i,-0.044314-0.040224i,-0.073022-0.046187i,-0.11513-0.03175i,-0.12673-0.0072248i,-0.087823+0.0065029i,-0.035308+0.0046752i,-0.011998-0.0049717i,-0.0069222-0.011852i,0.007288-0.019203i
0.095384+0.021585i,0.27636+0.069433i,0.47182+0.090631i,0.47607+0.0072488i,0.29048-0.10862i,0.15238-0.14215i,0.12256-0.11011i,0.10618-0.048361i,0.075325+0.0036049i,0.043379+0.019193i,0.03013+0.022409i,0.03298+0.022423i,0.028293+0.018327i,0.013607+0.021605i,0.011177+0.039446i,0.03755+0.056749i,0.070634+0.055047i,0.075805+0.04214i,0.050806+0.028623i,0.024185+0.022649i,0.017804+0.024554i,0.01916+0.019351i,0.0065111+0.0051939i
-0.11618+0.0040834i,-0.30887-0.022676i,-0.49462-0.056111i,-0.48941-0.026148i,-0.32504+0.055579i,-0.19978+0.098399i,-0.15465+0.076876i,-0.12713+0.026015i,-0.092589+0.0015094i,-0.052405+0.0046541i,-0.031413-0.0019719i,-0.02766-0.0089536i,-0.012168-0.0062306i,0.0090634-0.011303i,0.012045-0.036869i,-0.008231-0.064965i,-0.032875-0.071676i,-0.03719-0.058818i,-0.02387-0.041008i,-0.0091206-0.031934i,-0.0072077-0.034056i,-0.01886-0.030485i,-0.024331-0.011877i
0.092387+0.011315i,0.26507+0.053808i,0.44333+0.091875i,0.44205+0.0579i,0.28308-0.034407i,0.14704-0.087272i,0.092341-0.057781i,0.080694-0.0056271i,0.066848+0.0027268i,0.03015-0.0091593i,0.0065336+0.0023321i,0.012403+0.015611i,0.010907+0.010229i,-0.0047686+0.009248i,-0.012315+0.031939i,0.00027404+0.066971i,0.023062+0.085687i,0.032686+0.072269i,0.022553+0.037725i,0.0021143+0.014839i,-0.011389+0.02035i,-0.0033724+0.036155i,0.014054+0.037163i
-0.074865+0.0043516i,-0.23095-0.014024i,-0.40816-0.054778i,-0.4299-0.040659i,-0.294+0.059571i,-0.15159+0.14686i,-0.066179+0.12881i,-0.040889+0.055238i,-0.043331+0.025514i,-0.024662+0.032522i,-0.0052251+0.021435i,-0.0091642+0.0067988i,-0.0094479+0.0078597i,0.0042982+0.0035844i,0.016236-0.023128i,0.010151-0.062323i,-0.0097385-0.077636i,-0.020924-0.052954i,-0.017612-0.014329i,-0.0020629+0.0060208i,0.018201-0.0011977i,0.025849-0.022716i,0.019868-0.037295i
0.077003-0.016142i,0.21314+0.0028741i,0.36248+0.040713i,0.36905+0.025433i,0.23297-0.090906i,0.10334-0.19455i,0.026223-0.17753i,-0.00027665-0.082569i,0.023658-0.022499i,0.03297-0.019516i,0.021296-0.01119i,0.030377-0.00014145i,0.04124-0.01079i,0.028582-0.021447i,0.0024121-0.0071884i,-0.010243+0.023313i,-0.0020736+0.029996i,0.0052861+0.0042119i,0.0036273-0.020041i,-0.0048183-0.022499i,-0.018582-0.012028i,-0.030419-0.00066418i,-0.037429+0.0058006i
-0.04413-0.002499i,-0.16348-0.02649i,-0.30357-0.067095i,-0.31843-0.051373i,-0.19638+0.07572i,-0.069316+0.20682i,-0.00073531+0.22406i,0.017562+0.14508i,-0.006745+0.067148i,-0.021545+0.03693i,-0.013003+0.012812i,-0.022721-0.013252i,-0.042912-0.010104i,-0.038513+0.0083599i,-0.0099014+0.0037006i,0.0091614-0.020852i,0.0072751-0.02579i,0.0030777-0.0038544i,0.001373+0.014838i,-0.0015804+0.016658i,-0.00090078+0.012835i,0.0054352+0.013902i,0.012829+0.017859i
0.034609-0.0038632i,0.13188+0.0097916i,0.25038+0.045467i,0.26631+0.039712i,0.17317-0.0708i,0.091978-0.20913i,0.060287-0.25149i,0.047624-0.17595i,0.052966-0.073257i,0.053416-0.022947i,0.036346-0.0023503i,0.032777+0.018841i,0.044526+0.017165i,0.039284-0.0046464i,0.011568-0.0077636i,-0.0087871+0.01446i,-0.0074269+0.028211i,0.0019946+0.017757i,0.0075264+0.0037869i,0.0087611+0.00017068i,0.0065759+0.0010296i,0.0045691-0.00065872i,0.0060388-0.0057208i
-0.035888-0.0023102i,-0.11569-0.023445i,-0.21185-0.061076i,-0.22927-0.06407i,-0.16587+0.018651i,-0.13444+0.12673i,-0.14555+0.17059i,-0.13554+0.12482i,-0.10525+0.049881i,-0.074475+0.0093345i,-0.051157-0.0070866i,-0.043728-0.022865i,-0.047412-0.022156i,-0.038958-0.0058672i,-0.017929-0.0035217i,-0.0075999-0.022816i,-0.017726-0.038334i,-0.036919-0.034304i,-0.042396-0.021254i,-0.028394-0.0095433i,-0.0092706-0.0042842i,-1.3687e-05-0.0058548i,-0.0050177-0.0085932i
0.00777+0.019055i,0.055621+0.042274i,0.12729+0.084725i,0.15486+0.084939i,0.12722-0.004345i,0.12525-0.09516i,0.16327-0.10204i,0.18003-0.05075i,0.14987-0.01297i,0.098784-0.0086804i,0.057717-0.0064784i,0.036004+0.0075007i,0.027963+0.012193i,0.017501+0.0012353i,0.0029531-0.0012387i,0.00097512+0.014758i,0.018129+0.028833i,0.040743+0.029615i,0.046845+0.020013i,0.032118+0.0054768i,0.010991-0.0020873i,-0.0023339+0.0022255i,-0.003903+0.010465i
-0.017683-0.0098876i,-0.054209-0.042607i,-0.10245-0.096683i,-0.12369-0.11793i,-0.12266-0.060168i,-0.15271+0.00049159i,-0.21363-0.006114i,-0.23481-0.029388i,-0.18058-0.018972i,-0.10487-0.002011i,-0.057087+0.0026898i,-0.026503-0.0008892i,-0.0072252-0.0071963i,-0.00073637-0.0043462i,0.006036+0.00014764i,0.010998-0.011593i,0.0021102-0.027265i,-0.015342-0.027484i,-0.026126-0.014548i,-0.025143-0.0012007i,-0.015546+0.0048672i,-0.0029208+0.0054269i,0.007676+0.0038173i
0.010427+0.030681i,0.03182+0.084554i,0.071854+0.14683i,0.098299+0.15293i,0.096435+0.085212i,0.11009+0.041753i,0.15701+0.077486i,0.17887+0.10247i,0.13329+0.071091i,0.067669+0.040699i,0.029233+0.026323i,0.0023505+0.015515i,-0.016854+0.012575i,-0.018485+0.0073036i,-0.019507-0.00067596i,-0.027291+0.0087442i,-0.028238+0.029679i,-0.016026+0.03879i,0.00069779+0.029834i,0.010524+0.015339i,0.012142+0.0037548i,0.0075147-0.006848i,0.00027039-0.015609i
0.0015397-0.027428i,-0.019259-0.082134i,-0.059736-0.15082i,-0.096505-0.15651i,-0.093113-0.073777i,-0.061207-0.012624i,-0.046729-0.050024i,-0.052911-0.0874i,-0.040302-0.060238i,-0.015244-0.030788i,-0.00087282-0.019432i,0.01784-0.011768i,0.033887-0.010147i,0.031948-0.0029451i,0.029906+0.0025561i,0.036427-0.013227i,0.040786-0.039004i,0.033495-0.053717i,0.014845-0.048295i,-0.0017027-0.029758i,-0.0072146-0.011267i,-0.006712+0.00093852i,-0.0082087+0.0085874i
0.015544+0.036037i,0.030784+0.091813i,0.056668+0.1503i,0.068567+0.13724i,0.027247+0.03884i,-0.059301-0.024309i,-0.11717+0.023381i,-0.10108+0.081462i,-0.056798+0.070311i,-0.028557+0.042354i,-0.013124+0.031635i,-0.015669+0.022506i,-0.025774+0.01164i,-0.022362-0.0042547i,-0.019913-0.014994i,-0.02932-0.0023486i,-0.03564+0.023546i,-0.028446+0.040495i,-0.012385+0.037902i,-0.0011045+0.020864i,-0.0020016+0.0046674i,-0.0065651-0.001834i,-0.0042955+3.553e-05i
-0.014675-0.048457i,-0.026031-0.10968i,-0.038817-0.17031i,-0.035242-0.15926i,0.020671-0.066207i,0.13337+0.0056611i,0.21117-0.013332i,0.18946-0.04805i,0.11853-0.038307i,0.065557-0.026183i,0.034601-0.029066i,0.021192-0.022388i,0.022599-0.0064191i,0.021852+0.007656i,0.020189+0.014911i,0.024427+0.010253i,0.028115-0.0036557i,0.021148-0.015781i,0.0050836-0.018007i,-0.0060859-0.0085091i,-0.0055525+0.0073701i,0.0021142+0.016832i,0.010233+0.011387i
0.01673+0.035199i,0.019044+0.098702i,0.010524+0.16453i,-0.0036837+0.16041i,-0.035842+0.071725i,-0.10872-0.020797i,-0.16931-0.046236i,-0.15116-0.032646i,-0.083538-0.024171i,-0.035626-0.016342i,-0.016974-0.0041979i,-0.01126-0.0050722i,-0.01321-0.018377i,-0.014904-0.028218i,-0.016315-0.03314i,-0.023157-0.034683i,-0.031414-0.029861i,-0.028974-0.019167i,-0.014175-0.0064495i,0.0016669-0.0012083i,0.01106-0.0080106i,0.010967-0.018634i,0.002982-0.021515i
-0.024615-0.029761i,-0.026532-0.10121i,-0.01553-0.17829i,-0.0099659-0.1781i,-0.0075951-0.073427i,0.020513+0.05694i,0.051631+0.12872i,0.042266+0.13775i,0.012838+0.11752i,0.0018516+0.080172i,0.0043703+0.042634i,0.0098021+0.028313i,0.016078+0.030931i,0.015427+0.03103i,0.01236+0.030509i,0.01954+0.035066i,0.031915+0.035295i,0.030509+0.024444i,0.013597+0.0083598i,-0.0050607-0.00023345i,-0.018615+0.0040485i,-0.024648+0.013864i,-0.023267+0.020332i
0.0056373+0.044255i,0.012864+0.1224i,0.0097275+0.21365i,0.014057+0.20272i,0.023553+0.051184i,0.015722-0.12297i,0.014292-0.20834i,0.031064-0.20795i,0.031966-0.16938i,0.0082951-0.11438i,-0.013112-0.065366i,-0.026145-0.043018i,-0.033856-0.040518i,-0.031804-0.036292i,-0.024687-0.033105i,-0.023465-0.036305i,-0.025786-0.033017i,-0.019073-0.017975i,-0.0037683-0.00051825i,0.010781+0.0049661i,0.021544-0.0016246i,0.028456-0.010028i,0.030643-0.013431i
-0.022833-0.029686i,-0.041611-0.10138i,-0.040603-0.18987i,-0.029147-0.19i,-0.030704-0.066754i,-0.048199+0.080096i,-0.091548+0.16424i,-0.11623+0.18587i,-0.078801+0.15918i,-0.024099+0.10371i,0.0062317+0.060923i,0.024537+0.042146i,0.032934+0.03057i,0.026431+0.019868i,0.016175+0.016323i,0.0088154+0.019099i,0.00052129+0.017243i,-0.0091557+0.0083246i,-0.014549+0.00074472i,-0.017454+0.0015991i,-0.022664+0.008542i,-0.027629+0.011801i,-0.026587+0.0063122i
0.031618+0.03489i,0.052456+0.10239i,0.061386+0.17824i,0.045379+0.17184i,0.030765+0.078724i,0.053985-0.012846i,0.11826-0.057415i,0.15282-0.069171i,0.11564-0.058257i,0.062025-0.037641i,0.024871-0.031457i,-0.0047116-0.029905i,-0.018215-0.019248i,-0.014204-0.0084026i,-0.0047958-0.0077866i,0.0042445-0.014513i,0.015048-0.017507i,0.026494-0.013617i,0.028415-0.0088832i,0.024521-0.0090156i,0.025593-0.010938i,0.02703-0.010066i,0.021076-0.0043091i
