-0.0050768+0.00034501i,-0.0037281+0.0013997i,-0.0030166+0.0023059i,-0.0033784+0.002982i,-0.0036124+0.0023011i,-0.0021438+0.0014381i,-0.0011091+0.0012306i,-0.00062473+0.00062873i,-0.00030617+0.00084901i,-4.0451e-05+0.0015632i,0.00074551+0.00028136i,0.00097901-0.0013691i,0.00023794-0.0014728i,0.00016329-0.0014488i,-0.00019144-0.00073604i,-0.00078485-0.00011263i,-0.00078058-0.00032145i,-0.00052145-0.00051234i,0.00027018+0.00043985i,-4.3815e-05+0.00021931i,-0.00050569-0.00043327i,-0.00018824-0.00032176i,-0.00011082+0.00022144i
-0.0086458-0.059136i,-0.0017767-0.12938i,0.019234-0.18306i,0.035167-0.16611i,0.043638-0.14224i,0.0077352-0.17724i,-0.085937-0.15414i,-0.11788-0.048453i,-0.063167+0.0066197i,-0.020917-0.00058312i,-0.0052984-0.0020877i,0.0061981-0.0019292i,0.0074287-0.0023559i,0.0054308+0.0053706i,0.0028348+0.008042i,-0.0047155+0.0059944i,-0.01398+0.007638i,-0.018939+0.010354i,-0.012176+0.0080793i,0.00039301-4.299e-05i,0.00444-0.0047356i,0.0020026-3.0726e-05i,0.0026052+0.0061974i
0.049811+0.056675i,0.089802+0.1362i,0.084025+0.2218i,0.012544+0.25449i,-0.06627+0.24231i,-0.079627+0.21406i,-0.019133+0.12421i,0.023708+0.023105i,0.0197+0.001412i,0.015717+0.015648i,0.0076679+0.008476i,-0.0091841+0.0020679i,-0.015801+0.0067416i,-0.011572+0.0089856i,0.00047958+0.007654i,0.014517+0.0021432i,0.022477-0.0047171i,0.021798-0.0066586i,0.011819-0.0023845i,0.0011469+0.0066204i,-0.0018332+0.0087254i,-0.001315+0.00070809i,-0.0032875-0.0073207i
-0.084098-0.024853i,-0.18237-0.053175i,-0.22544-0.08225i,-0.14995-0.095951i,-0.037863-0.085197i,0.020815-0.036932i,0.047777+0.044886i,0.079539+0.071106i,0.075304+0.023116i,0.034221-0.011062i,0.010108-0.012717i,0.00036349-0.012606i,-0.0066784-0.012478i,-0.0045879-0.01066i,-0.002493-0.0096709i,-0.0026832-0.0055262i,0.0019712-0.0025187i,0.0073721-0.0016959i,0.0053374-0.0009707i,0.00045651-0.0015428i,0.0013102-0.00050625i,0.0059262+0.00094284i,0.008985+0.00033054i
0.089532-0.022651i,0.21265-0.065017i,0.32246-0.10035i,0.35006-0.092873i,0.31716-0.067017i,0.23012-0.066053i,0.07863-0.075097i,-0.043377-0.049093i,-0.055236-0.016272i,-0.023352-0.015415i,-0.013997-0.010955i,-0.0034232+0.0056884i,0.0096353+0.0065347i,0.0064165-0.0028942i,-0.0058091-0.0095278i,-0.017602-0.011553i,-0.021826-0.010165i,-0.015579-0.010364i,-0.001436-0.0093796i,0.010913-0.0061542i,0.011653-0.0050682i,0.0029237-0.0023261i,-0.0060014+0.0029661i
-0.058814+0.067427i,-0.12893+0.16827i,-0.17906+0.24198i,-0.19734+0.17542i,-0.2239+0.0041678i,-0.21076-0.11087i,-0.11072-0.12025i,-0.022265-0.10597i,-0.018388-0.080603i,-0.030086-0.027546i,-0.013234+0.0042584i,-0.0025235+0.0064535i,-0.0049082+0.0089468i,-0.0091807+0.013568i,-0.010042+0.015809i,-0.0070103+0.014165i,-0.0077171+0.012598i,-0.0090464+0.015157i,-0.0058108+0.014317i,-0.0028451+0.0063108i,-0.0010442-0.0016684i,0.00025991-0.0059752i,0.0013063-0.0084289i
0.0043327-0.083115i,-0.018149-0.21826i,-0.080901-0.35164i,-0.13759-0.34884i,-0.12409-0.19401i,-0.076069-0.0073577i,-0.025853+0.11279i,0.032207+0.14028i,0.057032+0.097724i,0.035701+0.050213i,0.019688+0.024132i,0.014272-0.001271i,-0.0019991-0.014975i,-0.010384-0.0052832i,-0.0050053+0.0074397i,0.0042848+0.011769i,0.011133+0.0086536i,0.0059466+0.001525i,-0.0052226-0.0052141i,-0.010705-0.0079238i,-0.011417-0.005965i,-0.0077257-0.0012924i,-0.0010821+0.0029517i
0.040913+0.054416i,0.13461+0.13187i,0.25353+0.20576i,0.27625+0.23855i,0.16605+0.25657i,0.048832+0.23852i,-0.011353+0.1411i,-0.055033+0.050036i,-0.057924+0.029871i,-0.013014+0.014856i,0.0038376-0.014352i,-0.0040574-0.015889i,0.0059327-0.0045376i,0.018688-0.0044335i,0.019438-0.0096276i,0.012524-0.011857i,0.011958-0.0072526i,0.021244-0.0038906i,0.021468-0.0016356i,0.013061+0.0050773i,0.0089558+0.009022i,0.005782+0.0050956i,-0.00017146-0.00042836i
-0.058184+0.0018582i,-0.1728+0.030508i,-0.29419+0.10317i,-0.24979+0.14349i,-0.011546+0.037767i,0.1895-0.12481i,0.19959-0.18308i,0.12136-0.16014i,0.058978-0.12332i,0.017925-0.074701i,-0.0021861-0.027552i,-0.013579-0.0012294i,-0.018254+0.012878i,-0.012353+0.013715i,-0.0097251+0.00015536i,-0.01397-0.012859i,-0.01959-0.016653i,-0.020457-0.0092723i,-0.013316+0.0030072i,-0.0047995+0.008118i,-0.0011036+0.0070548i,0.00054116+0.0045928i,0.0010366-3.041e-05i
0.026269-0.047414i,0.07915-0.14732i,0.12552-0.29498i,0.097832-0.36874i,0.019472-0.28589i,-0.03145-0.14586i,-0.03021-0.03444i,0.0093954+0.044531i,0.039225+0.054058i,0.019134+0.026535i,0.0001519+0.025295i,0.01279+0.020188i,0.013202-0.005253i,-0.0043079-0.019793i,-0.018316-0.013862i,-0.019956+0.0006571i,-0.011245+0.0036429i,-0.0044929-0.0042063i,0.0024243-0.0083835i,0.011649-0.011551i,0.011097-0.017154i,0.0026548-0.015335i,-0.0015367-0.004757i
0.028669+0.058534i,0.094214+0.15864i,0.19568+0.24804i,0.24058+0.17377i,0.087475-0.036974i,-0.16239-0.13609i,-0.23878-0.061006i,-0.1597+0.012752i,-0.092304+0.027884i,-0.04312+0.027171i,-0.0034667+0.010137i,0.0092979-0.0023133i,0.012511+0.0026944i,0.0081864+0.011958i,0.0013758+0.019871i,-0.0019388+0.024139i,-0.0022522+0.0302i,0.00041146+0.031982i,-0.00013692+0.023323i,-0.0040754+0.01492i,-0.0040792+0.012366i,-4.2206e-05+0.01033i,0.0010495+0.0073801i
-0.079277-0.024713i,-0.20847-0.055808i,-0.35139-0.029307i,-0.36891+0.12292i,-0.19378+0.30083i,0.032625+0.31186i,0.11196+0.15057i,0.068895-0.01133i,0.025725-0.063055i,0.016409-0.047567i,0.016227-0.039318i,-0.00454-0.044495i,-0.028723-0.031425i,-0.024682-0.0065023i,-0.004446+0.0047626i,0.010996-0.0025659i,0.015166-0.017454i,0.011105-0.022932i,0.0029725-0.021151i,-0.0087785-0.016558i,-0.014098-0.0075765i,-0.009045-0.002398i,-0.0028945-0.0038684i
0.083957-0.033137i,0.19537-0.10933i,0.22877-0.25998i,0.093947-0.38819i,-0.060808-0.32472i,-0.062182-0.12102i,0.032557+0.0019096i,0.074752+0.016007i,0.060007+0.0047786i,0.027463-0.0054869i,-0.0036845+0.0021383i,-0.0032579+0.018113i,0.010537+0.014273i,0.014243+0.00059365i,0.012747-0.010455i,0.0068423-0.013931i,0.0058696-0.0089095i,0.012423-0.0032171i,0.020064+0.0037209i,0.02898+0.0074948i,0.03014+0.0012043i,0.022605-0.0061294i,0.014015-0.0081822i
-0.067274+0.083999i,-0.11266+0.20355i,-0.0009351+0.33673i,0.28695+0.31054i,0.45335+0.060452i,0.30989-0.16826i,0.055256-0.13301i,-0.054704+0.020658i,-0.045722+0.069199i,-0.034325+0.043322i,-0.032844+0.030569i,-0.029411+0.032173i,-0.021409+0.029781i,-0.012987+0.015422i,-0.016416-0.0029771i,-0.028421-0.0099415i,-0.038065-0.0058504i,-0.039084-5.2252e-05i,-0.031051+0.0060297i,-0.020169+0.0080327i,-0.013985+0.0062119i,-0.014219+0.0065819i,-0.013248+0.0080927i
0.026293-0.10904i,-0.0037138-0.19821i,-0.18567-0.19275i,-0.42833+0.0053996i,-0.46458+0.22461i,-0.29295+0.22448i,-0.12413+0.074513i,-0.055286-0.025542i,-0.045181-0.031307i,-0.023142-0.0032583i,0.020063-0.0044331i,0.036316-0.028077i,0.022024-0.03134i,0.0041378-0.017053i,-0.0053153+0.0015296i,0.0017662+0.016458i,0.014615+0.016108i,0.018141+0.0034276i,0.011611-0.013356i,0.00085326-0.023705i,-0.0065132-0.023455i,-0.0093943-0.01904i,-0.0104-0.013358i
0.013424+0.11415i,0.06387+0.16231i,0.17956+0.049975i,0.22653-0.23505i,0.097433-0.38414i,-0.0033787-0.20359i,0.069938-0.00066122i,0.15425-0.0015501i,0.13375-0.049208i,0.076774-0.039763i,0.038163-0.01558i,0.022666-0.0028885i,0.013248-1.7024e-06i,6.8937e-06+0.008087i,-0.0060827+0.015328i,-0.0070186+0.014384i,-0.0071052+0.017637i,-0.0011876+0.022913i,0.0048267+0.021464i,0.0044639+0.01785i,0.0077271+0.019584i,0.016846+0.019457i,0.01972+0.012128i
-0.055757-0.12i,-0.089611-0.1486i,-0.061729-0.03848i,0.098126+0.16182i,0.28125+0.22148i,0.25876+0.07414i,0.077301-0.032381i,-0.024854+0.0067676i,-0.0061686+0.043419i,0.010505+0.018119i,-0.015342-0.0063116i,-0.036332-0.0026964i,-0.030574+0.0010628i,-0.013405-0.007232i,0.0044413-0.017657i,0.015043-0.028672i,0.016738-0.038545i,0.0092222-0.038794i,-0.0011995-0.020234i,-0.00012318+0.00065471i,0.0010505+0.0029598i,-0.0054449+0.00086557i,-0.0043976+0.0040287i
0.096378+0.10268i,0.13813+0.12988i,0.076026+0.063726i,-0.083731-0.037846i,-0.17823-0.090197i,-0.12763-0.10624i,-0.081045-0.11957i,-0.11292-0.1011i,-0.13099-0.057129i,-0.094601-0.019952i,-0.039244+0.00030351i,-0.0047787-0.0015478i,0.0032828-0.00050182i,0.010093+0.00892i,0.0091286+0.0098832i,-0.0051251+0.014222i,-0.011349+0.024811i,-0.0015012+0.029926i,0.011912+0.023094i,0.016906+0.0081981i,0.015439-0.0051384i,0.0097966-0.014614i,0.00023311-0.015374i
-0.14954-0.094031i,-0.23945-0.12684i,-0.23118-0.10909i,-0.15205-0.073585i,-0.12451-0.025047i,-0.13943+0.065471i,-0.089215+0.13531i,0.0031089+0.10419i,0.036925+0.028014i,0.020847-0.0017013i,0.015773+0.0049333i,0.016629+0.0057899i,0.00023068-0.00033203i,-0.021196-0.0019015i,-0.03265-0.004408i,-0.036028-0.0090224i,-0.037888-0.010227i,-0.035084-0.010353i,-0.024412-0.012678i,-0.01603-0.015209i,-0.015139-0.0090529i,-0.010692+0.0020389i,-0.0043781+0.0019614i
0.19006+0.047882i,0.29841+0.038579i,0.27793-0.030555i,0.14855-0.11818i,0.045872-0.15121i,0.014727-0.096559i,0.046355+0.0024129i,0.10194+0.059865i,0.10653+0.060837i,0.067748+0.039587i,0.028246+0.011379i,0.0056982-0.00068069i,0.0079998-0.004669i,0.011629-0.015519i,0.010183-0.0091164i,0.021824+0.0081158i,0.040524+0.0082049i,0.045372-0.0064398i,0.031563-0.018055i,0.014533-0.015088i,0.0058156-0.0063524i,0.0020836-0.001585i,0.0034057+0.0022442i
-0.21288+0.013253i,-0.32023+0.086004i,-0.22889+0.21099i,0.05255+0.29396i,0.28918+0.22966i,0.32312+0.061078i,0.19607-0.060063i,0.063769-0.070973i,0.015363-0.040393i,0.0048045-0.021871i,-0.0025514-0.0090006i,-0.0066024+0.00021539i,-0.0076956+0.013686i,-0.00049418+0.028076i,0.0039187+0.020372i,-0.0050502+0.0026422i,-0.016075+0.00085857i,-0.018023+0.013724i,-0.013623+0.029095i,-0.0038119+0.034709i,0.0073188+0.027927i,0.0083622+0.016965i,3.0754e-05+0.0098534i
0.21163-0.093022i,0.27886-0.19561i,0.1164-0.25264i,-0.21289-0.17332i,-0.40706-0.018074i,-0.34591+0.031281i,-0.20609-0.052812i,-0.14684-0.12604i,-0.12696-0.10901i,-0.078827-0.052634i,-0.027461-0.019423i,-0.0061455-0.017887i,-0.016794-0.02388i,-0.029333-0.018199i,-0.0215-0.010666i,-0.0080335-0.013034i,-0.0055012-0.019362i,-0.012825-0.02014i,-0.015729-0.011845i,-0.0096903-0.0070947i,-0.0062053-0.010599i,-0.0070817-0.01305i,-0.0042635-0.011761i
-0.16861+0.16141i,-0.18106+0.2609i,0.0020384+0.18653i,0.21754-0.10239i,0.19102-0.32224i,-0.0046832-0.21277i,-0.07636+0.03704i,-0.0073112+0.12015i,0.024872+0.058203i,0.0080231+0.0094201i,0.0010826-0.0034113i,0.0032972-0.0045487i,0.01359-0.0020778i,0.017219-0.0055413i,-0.00032856-0.0035608i,-0.020596+0.010707i,-0.023412+0.024393i,-0.0049513+0.027258i,0.018052+0.011457i,0.022397-0.0097456i,0.015557-0.014275i,0.014049-0.0085417i,0.012975-0.0050615i
0.10457-0.21703i,0.083402-0.32267i,-0.012513-0.21357i,-0.0097919+0.069004i,0.15611+0.22819i,0.25164+0.16137i,0.16303+0.092612i,0.075966+0.13252i,0.073499+0.15217i,0.064079+0.094491i,0.024998+0.039526i,-0.0026147+0.023471i,-0.010984+0.026142i,-0.0075622+0.027365i,0.0017585+0.015394i,0.0089714+4.6979e-05i,0.012334-0.0083004i,0.0088247-0.014516i,-0.00076611-0.011094i,-0.0040065+0.0026884i,-0.0042325+0.0071252i,-0.0072909+0.0034686i,-0.0078138+0.0010997i
-0.026048+0.22778i,0.015536+0.30595i,0.042441+0.17581i,-0.034898-0.031037i,-0.095014-0.082424i,0.017204-0.052667i,0.14654-0.098337i,0.12239-0.14396i,0.044285-0.10808i,0.0068959-0.044373i,0.0014423-0.0016709i,0.0087607+0.0061519i,0.0053952-0.0079469i,-0.0037514-0.011151i,-0.0025325+0.00051393i,0.0082633+0.012521i,0.024781+0.014681i,0.033034+0.0070963i,0.022727+0.00044346i,0.0068884+0.00019304i,-0.00019891+0.00096358i,-0.002429-0.0026003i,-0.0052144-0.0040233i
-0.039059-0.19928i,-0.11399-0.24492i,-0.15712-0.12007i,-0.13812+0.00075799i,-0.17083-0.052263i,-0.26059-0.12284i,-0.23832-0.10523i,-0.11223-0.10607i,-0.039231-0.12694i,-0.019272-0.098219i,0.00088282-0.057377i,0.0092148-0.041238i,0.0034663-0.029729i,-0.002091-0.017515i,-0.0070889-0.014569i,-0.016552-0.018816i,-0.031412-0.016161i,-0.039476+0.0030371i,-0.025283+0.019568i,-0.005133+0.013916i,-0.0013353+0.0033949i,-0.0053962+0.0038285i,-0.0060851+0.0043952i
0.07539+0.16256i,0.13716+0.16718i,0.15027+0.024286i,0.11259-0.13876i,0.077883-0.19032i,0.022554-0.14635i,-0.055937-0.042234i,-0.074703+0.041018i,-0.044414+0.043859i,-0.019162+0.018559i,6.9851e-05+0.0020219i,0.0014551-0.0088922i,-0.0085754-0.0074213i,-0.009683-0.0023467i,-0.0074171-0.00023228i,-0.0075162-0.003151i,-0.009663-0.01512i,-0.010131-0.032299i,-0.0096494-0.039454i,-0.0067943-0.02974i,0.0014813-0.016963i,0.0072827-0.0085082i,0.009818-0.00061097i
-0.078964-0.11969i,-0.075683-0.095402i,0.02865+0.055603i,0.19796+0.22438i,0.31009+0.304i,0.28462+0.27116i,0.1573+0.18627i,0.043978+0.15124i,0.011184+0.13491i,-0.0014457+0.080637i,-0.029903+0.039778i,-0.037815+0.03353i,-0.025261+0.031838i,-0.015296+0.023518i,-0.0099233+0.010995i,-0.0056328+0.010648i,0.009414+0.022485i,0.030104+0.02366i,0.033272+0.013669i,0.021876+0.010917i,0.014274+0.015668i,0.014286+0.01399i,0.012448+0.0052i
0.057793+0.11117i,0.014753+0.10848i,-0.11947+0.027042i,-0.26642-0.049264i,-0.31507-0.063116i,-0.20716-0.040056i,-0.032289-0.039234i,0.045214-0.070643i,0.023145-0.060984i,0.010272-0.015968i,0.020466+0.0010751i,0.023547-0.0049726i,0.015665-0.011698i,0.005518-0.011826i,0.0016234-0.0087055i,-0.0009938-0.0028307i,-0.0064986+0.010228i,-0.01431+0.026695i,-0.018571+0.036597i,-0.013062+0.027181i,-0.0078852+0.0041835i,-0.0070609-0.011762i,-0.004171-0.016297i
-0.063182-0.13624i,-0.013619-0.21022i,0.088788-0.26541i,0.12813-0.3355i,0.061243-0.37166i,-0.046979-0.27302i,-0.074892-0.096349i,-0.002532-0.019913i,0.030896-0.047903i,0.0081679-0.039385i,0.014397-0.0048293i,0.02483-0.0037695i,0.013425-0.0036824i,0.0027072+0.0029773i,-0.008776+0.0029306i,-0.014181-0.0070087i,-0.015017-0.026491i,-0.016132-0.032837i,-0.0060649-0.021239i,0.010284-0.013934i,0.015436-0.015406i,0.0059867-0.014571i,-0.0049202-0.0081271i
0.071156+0.1723i,0.050931+0.29638i,0.0079834+0.34392i,0.04195+0.28234i,0.13315+0.16162i,0.16608+0.043014i,0.10017-0.022572i,0.018228-0.0098229i,0.0059038+0.016464i,0.02005-0.0049851i,0.0052527-0.033784i,-0.010613-0.034014i,-0.014339-0.024376i,-0.020656-0.015298i,-0.022557-0.0027153i,-0.016512+0.010632i,-0.0036089+0.01546i,0.01481+0.0041862i,0.019732-0.013038i,0.0043189-0.018222i,-0.012296-0.0099571i,-0.016792-0.0021816i,-0.016261+0.0015586i
-0.15017-0.19858i,-0.20958-0.33331i,-0.20581-0.30647i,-0.14796-0.072655i,-0.039485+0.15603i,0.074531+0.1814i,0.10847+0.080398i,0.069176+0.01913i,0.028983+0.028061i,0.018289+0.038564i,0.0054212+0.030475i,-0.0047396+0.030802i,0.003526+0.0303i,0.014419+0.021805i,0.016394+0.012127i,0.0050264+0.0098759i,-0.0032743+0.019927i,0.0036871+0.023758i,0.011747+0.010917i,0.013137-0.0012001i,0.010045-0.00084935i,0.010226+0.0084633i,0.013758+0.013548i
0.22736+0.18082i,0.35635+0.31759i,0.32783+0.29496i,0.11617+0.096475i,-0.13425-0.07612i,-0.2448-0.11016i,-0.19034-0.088484i,-0.11148-0.076829i,-0.072535-0.067916i,-0.0535-0.045772i,-0.033982-0.018552i,-0.019329-0.013027i,-0.021921-0.014848i,-0.018199-0.0057691i,0.00096971-0.0040375i,0.019119-0.013253i,0.022186-0.019848i,0.0050293-0.013764i,-0.015241+0.0090961i,-0.016446+0.031181i,-0.0048934+0.032506i,-5.91e-06+0.021327i,0.0029112+0.01487i
-0.31722-0.13028i,-0.5108-0.22304i,-0.44931-0.23278i,-0.13298-0.22518i,0.095344-0.28319i,0.057054-0.24983i,-0.039282-0.072031i,-0.0063438+0.032665i,0.033408+2.126e-05i,0.021776-0.020224i,0.032819-0.0064655i,0.043662-0.013632i,0.03428-0.024788i,0.02041-0.028189i,-0.0008588-0.026523i,-0.014131-0.018847i,-0.010693-0.016648i,-0.0027683-0.0193i,0.0037219-0.022862i,0.0065485-0.029158i,0.0079509-0.030978i,0.010339-0.029886i,0.0062006-0.030129i
0.35811+0.0078527i,0.59122+0.0089448i,0.58195-0.019153i,0.36283+0.0072599i,0.24288+0.10626i,0.23789+0.11333i,0.16567+0.044191i,0.066258+0.038321i,0.033457+0.048013i,0.015843+0.02145i,-0.011917+0.0046654i,-0.02297+0.0081i,-0.025975+0.01256i,-0.030687+0.0091148i,-0.037152-0.00010212i,-0.043889-0.0023409i,-0.042461-0.00023799i,-0.030435+0.00099674i,-0.0078433+0.0070209i,0.013161+0.0075284i,0.015584-0.0010037i,0.0084623-0.004049i,0.0044388-0.0044627i
-0.35241+0.099924i,-0.57362+0.19212i,-0.56545+0.24247i,-0.36802+0.18663i,-0.22189+0.096749i,-0.12116+0.088063i,0.021019+0.074691i,0.084565-0.0024292i,0.051111-0.027921i,0.031186-0.0097586i,0.021859-0.011261i,0.0023409-0.010908i,-0.011775-0.0045116i,-0.01554+0.0011854i,-0.0073488+0.0052757i,-0.0014025+0.0063577i,-0.00059772+0.012323i,0.0045916+0.01594i,-0.00035223+0.0070117i,-0.01442-0.00084648i,-0.016461-0.0028236i,-0.014157-0.006066i,-0.015787-0.002234i
0.28222-0.20699i,0.41354-0.37825i,0.32018-0.43756i,0.067464-0.33721i,-0.13846-0.23386i,-0.24626-0.19071i,-0.26588-0.11839i,-0.19983-0.033239i,-0.13068-0.000559i,-0.08737+0.018471i,-0.037651+0.025789i,-0.010488+0.011225i,-0.0061963+0.010385i,0.0012862+0.022482i,0.011611+0.027899i,0.020422+0.021492i,0.022119+0.014557i,0.022151+0.015032i,0.026761+0.014238i,0.025088+0.011811i,0.013655+0.01284i,0.0043202+0.013888i,0.0022786+0.0088201i
-0.1816+0.25447i,-0.23393+0.42859i,-0.10639+0.40913i,0.081722+0.15542i,0.16877-0.062502i,0.18136-0.085278i,0.16702-0.025369i,0.13403-0.016256i,0.086947-0.048158i,0.043684-0.054546i,0.026013-0.037605i,0.023648-0.028546i,0.014877-0.023682i,0.0019287-0.017033i,-0.016648-0.016713i,-0.029636-0.014366i,-0.021366-0.013949i,-0.01156-0.017964i,-0.0089201-0.0069789i,-0.0036561+0.0033357i,-0.0016133-0.0028823i,-0.0040681-0.0052149i,-0.0024226-0.00030566i
0.099545-0.23507i,0.093102-0.37963i,0.0075957-0.33442i,0.0084064-0.11625i,0.141+0.030122i,0.1767+0.04867i,0.11148+0.072131i,0.10281+0.1119i,0.13133+0.10268i,0.10231+0.057367i,0.036254+0.032953i,0.010653+0.027912i,0.012679+0.013834i,0.0065919-0.0028535i,-0.0028785-0.014191i,-0.011456-0.010398i,-0.0083062+0.0047196i,0.0051767+0.010189i,0.013643+0.0017905i,0.017087-0.0081292i,0.015236-0.0096672i,0.0081259-0.0070994i,-0.0017805-0.0061735i
-0.02433+0.18757i,0.010212+0.26206i,0.078631+0.22541i,0.053501+0.13232i,-0.049096+0.082631i,-0.056469+0.025616i,-0.027104-0.090752i,-0.066348-0.13783i,-0.084621-0.080971i,-0.038057-0.034186i,-0.006668-0.028202i,-0.020183-0.025327i,-0.036585-0.011656i,-0.028029+0.0024962i,-0.0069858+0.0081071i,-0.00040609+0.0027366i,-0.017026-0.0057848i,-0.033905-0.01136i,-0.040187-0.014001i,-0.037796-0.0084719i,-0.022534+3.6594e-05i,-0.0046856+0.0010197i,0.0057196-0.0011459i
0.022576-0.13316i,-0.0083418-0.1485i,-0.077862-0.097049i,-0.13403-0.058062i,-0.18935-0.053048i,-0.22578-0.018392i,-0.16302+0.043458i,-0.077169+0.037804i,-0.069684-0.0081968i,-0.07268-0.0071187i,-0.033054+0.0031733i,-0.0086705-0.0060273i,-0.014227-0.0071786i,-0.024903+0.0076046i,-0.024422+0.025291i,-0.002781+0.025657i,0.029137+0.01274i,0.054337+0.0037811i,0.063975+0.0021845i,0.056434+0.0025684i,0.037869-0.00019747i,0.020911-0.0025822i,0.011261-0.003251i
-0.060326+0.095372i,-0.071058+0.056655i,-0.0016911-0.086586i,0.10847-0.26058i,0.18095-0.3768i,0.15225-0.35711i,0.068924-0.19518i,0.055148-0.053744i,0.056155-0.035421i,0.0077949-0.04024i,-0.014731-0.010701i,0.0066078+0.0051785i,0.023541-0.00045938i,0.024128-0.010362i,0.0024495-0.021292i,-0.027041-0.01495i,-0.032117+0.00091259i,-0.024647+0.011385i,-0.015528+0.021057i,-0.0029867+0.017518i,-0.0026348+0.002367i,-0.0092678-0.0021726i,-0.009957+0.00082031i
0.094708-0.10799i,0.17233-0.10099i,0.17784-0.015893i,0.1721+0.05441i,0.22263+0.059894i,0.21511+0.0464i,0.13478+0.057131i,0.11559+0.08451i,0.15255+0.06787i,0.13767+0.016887i,0.080814-0.0094372i,0.039268-0.020891i,0.0003856-0.027572i,-0.027722-0.02246i,-0.02472-0.028966i,-0.020469-0.038354i,-0.028629-0.026534i,-0.03358-0.013128i,-0.032899-0.0076796i,-0.020907-0.0011559i,-0.0038997+0.0012398i,-0.0010303-0.0053147i,-0.0082307-0.0097014i
-0.16951+0.15792i,-0.32041+0.21897i,-0.36758+0.1963i,-0.31563+0.15783i,-0.27091+0.14702i,-0.2136+0.091344i,-0.15813-0.02633i,-0.16004-0.099993i,-0.16663-0.065702i,-0.11564-0.0047278i,-0.058069+0.0095744i,-0.031293-0.00030793i,-0.01747-0.011919i,-0.0072247-0.014707i,0.010214+0.00095468i,0.030597+0.01368i,0.034513+0.012368i,0.027277+0.0036648i,0.01432-0.0090673i,-0.0033234-0.015118i,-0.010506-0.012642i,-0.0065574-0.011242i,-0.0015504-0.0081002i
0.19132-0.22972i,0.35929-0.36049i,0.35999-0.33884i,0.17765-0.1933i,0.0078495-0.071871i,-0.060929+0.0091922i,-0.041257+0.088135i,-0.0012869+0.098691i,-0.0097987+0.049747i,-0.015038+0.026601i,0.0059596+0.012369i,-0.013292+0.0068258i,-0.038236+0.037963i,-0.029328+0.06015i,-0.032041+0.052517i,-0.047557+0.034353i,-0.046446+0.0058371i,-0.03146-0.015148i,-0.0058699-0.014754i,0.018339-0.011461i,0.024531-0.0087157i,0.025079-6.4484e-05i,0.02999+0.0024927i
-0.18556+0.3139i,-0.31956+0.52745i,-0.26863+0.48718i,-0.054124+0.1361i,0.05387-0.21899i,0.031164-0.28953i,0.062184-0.12202i,0.16508+0.015342i,0.19527+0.017396i,0.11513-0.013545i,0.028916-0.012835i,0.00029548-0.0017403i,-0.0046227+0.0031591i,-0.023858+0.0069521i,-0.050167+0.0021381i,-0.054904+0.0041213i,-0.016335+0.0308i,0.039366+0.060582i,0.066276+0.07355i,0.063182+0.061139i,0.042103+0.029287i,0.0089227+0.0060281i,-0.018969+0.0042596i
0.065406-0.38945i,0.14264-0.67158i,0.19145-0.69568i,0.30392-0.4638i,0.50739-0.26577i,0.53063-0.20966i,0.30771-0.17612i,0.093818-0.12844i,-0.01708-0.092564i,-0.041814-0.024486i,0.02576+0.023586i,0.080249-0.020636i,0.044908-0.078117i,0.0047792-0.088306i,-0.0013035-0.089479i,-0.018292-0.079751i,-0.048443-0.046179i,-0.069789-0.018433i,-0.061964-0.005123i,-0.032554-0.0019844i,-0.013845-0.005719i,-0.0045205-0.014039i,0.0044351-0.033466i
0.038348+0.38589i,0.057906+0.62077i,0.02204+0.57614i,-0.14951+0.35807i,-0.36041+0.3095i,-0.41858+0.36925i,-0.31466+0.29324i,-0.18124+0.15837i,-0.081039+0.096813i,-0.017043+0.038331i,-0.019568-0.01812i,-0.028527-0.0039889i,-0.0015907+0.016134i,0.010025+0.0058865i,0.020674+0.0072729i,0.04838+0.0055777i,0.056248-0.014156i,0.034074-0.031487i,-0.0061274-0.032603i,-0.03473-0.011489i,-0.027449+0.0098096i,-0.014287+0.014919i,-0.016475+0.028782i
-0.15836-0.38935i,-0.32591-0.56401i,-0.47133-0.42334i,-0.50232-0.10577i,-0.4116-0.0034993i,-0.20562-0.10327i,0.0070173-0.22002i,0.039736-0.28958i,-0.032941-0.23647i,-0.044212-0.11135i,-0.021472-0.029665i,-0.024449+0.0089189i,-0.022414+0.047831i,0.013308+0.079151i,0.033699+0.078964i,0.018178+0.061826i,0.0063369+0.028126i,0.013757-0.010354i,0.033075-0.035757i,0.040847-0.058697i,0.019832-0.065583i,-0.00088599-0.041045i,0.0034663-0.012264i
0.18331+0.35654i,0.35261+0.52603i,0.45758+0.39096i,0.39057-0.0011413i,0.151-0.34127i,-0.10696-0.38387i,-0.17501-0.11029i,-0.037153+0.14747i,0.057318+0.16857i,0.024176+0.096363i,-0.016015+0.016781i,-0.069684-0.048655i,-0.12913-0.034821i,-0.15782+0.015226i,-0.18401+0.04972i,-0.18128+0.078271i,-0.12011+0.087842i,-0.036206+0.06004i,0.024148+0.017506i,0.045046-0.0049219i,0.03939+0.0020592i,0.024551+0.012812i,0.0024681+0.0028484i
