-0.0012318+0.00072036i,5.0234e-06+0.00039177i,0.00090215-0.00067652i,0.00066821-0.00076205i,-0.0011318+0.0004384i,-0.0023509+0.00074848i,-0.0017889+0.00072453i,-0.00068431+0.00075076i,0.00014325+0.00083423i,0.00069329+0.00049206i,0.00091413+0.00064128i,0.00043721+0.00066899i,-0.00030154-0.00010076i,-0.0004577-0.00050036i,-0.00083501-0.00054404i,-0.00069865-0.00035809i,0.00027866+0.00048925i,0.00021869+0.00088462i,-0.00023208+8.3853e-05i,-0.00032456-0.00090333i,0.00020939-0.0011531i,-5.9905e-05-0.00096328i,-0.00042066-0.0011286i
2.5237e-05-0.00059499i,0.00016558-0.00059129i,-0.00035149-0.00064565i,-0.0018561-0.0004206i,-0.0019986-0.00084228i,-0.0014265-0.00088479i,-0.00095165-0.00048556i,-0.0012918-0.00045064i,-0.0013984+0.00012542i,-0.0016583+0.00043982i,-0.001364-1.6943e-05i,-0.0011746-0.00092782i,-0.0012067-0.0011734i,-4.8188e-05-0.00082499i,0.0013281-0.00061982i,0.0016208-0.00029412i,0.0014034-6.5965e-05i,8.2854e-06-0.00013502i,-0.00054695-8.2677e-05i,0.00012004+7.1006e-06i,-0.00022176-0.00044068i,-0.00035956-0.00086919i,-0.00028276-1.9494e-05i
-2.75e-06-0.0019425i,-0.0012424-0.0020992i,-0.0022405-0.0023704i,-0.00274-0.002993i,-0.0024079-0.0030943i,-0.0012472-0.0017093i,-0.00047948-0.00081876i,-0.00046769+0.00030987i,-0.00061583+0.0011302i,-0.0010727+0.0011157i,-0.0011583+0.00092094i,-0.00095378+0.00071086i,-0.00071269+0.001456i,0.00033839+0.0014414i,0.0010582+8.2044e-05i,0.00066766-2.3921e-05i,0.0001703+0.00024966i,0.00034055+0.000288i,0.00043353+0.00070687i,-3.5317e-05+0.00079206i,-0.00050959+8.8574e-05i,-0.0003613-0.00077522i,-0.00026932-0.00077004i
1.431e-05-0.0012832i,0.0011582-0.0014546i,5.9256e-05-0.0012877i,-0.0014498-0.0002283i,-0.00078579-0.00033175i,-0.00017869-0.0013023i,-0.00066654-0.0010725i,-0.0004026-0.00014885i,0.000701+2.1235e-05i,0.00087157+0.00036828i,0.00084307+0.00092381i,0.00072839+0.001022i,0.0005057+0.00093167i,0.00025642+0.00041297i,-7.9545e-05-6.4372e-05i,0.00022232-0.0003452i,0.00015548-0.00021102i,-0.00014113+0.00067694i,0.00025363+0.0012601i,0.00044702+0.0012093i,-0.00015813+0.00058657i,-0.00023423-0.0002046i,0.00013574-0.00049041i
-0.001124+0.0012304i,-0.0015148+0.0014283i,-0.00034629+0.0019986i,0.00078342+0.0016035i,0.00098417+0.00082035i,0.00061371+0.0005736i,-0.00011424+0.00068899i,-0.00035516+0.00015151i,-0.00033625-0.00074033i,-0.00019451-0.00094411i,0.00019874-0.0006255i,0.0010646-0.00071052i,0.0014369-0.00053165i,0.00056289-0.00053436i,5.4244e-06-0.00014244i,0.00033588+0.00056163i,0.00049713-0.0003858i,0.00030413-0.0010615i,0.00033192-0.00084901i,0.00067587-0.00079172i,0.0013535-0.00072961i,0.0010089-6.2729e-05i,0.00024074-3.5239e-05i
-0.00064366+0.0010262i,-0.00093724+5.2453e-05i,-0.00067569-0.00076184i,-0.00045259-0.00055355i,0.0005596-0.00071949i,0.00021229-0.0014849i,-0.0020585-0.0018666i,-0.0025106-0.0023554i,-0.001694-0.0020301i,-0.0010438-0.0019426i,-0.00011966-0.0025103i,0.00016077-0.0020394i,0.00038736-0.0015522i,0.00081976-0.0011023i,0.00098163-0.00035698i,0.00050803+1.5686e-05i,-0.00023594-8.9239e-05i,-0.00034805-0.00050858i,-0.00035097-0.00036738i,0.00010184-0.00035784i,0.00024687-0.00010839i,-0.00035603+0.00022183i,-0.0003072+0.00072362i
-0.0011354+0.0020953i,0.0004762+0.0016149i,0.0014453+0.0016356i,0.0017275+0.00070539i,0.0023097-0.00021424i,0.001307-0.00062871i,-0.00077828-0.0010101i,-0.00245-0.0007303i,-0.0027111+0.00098062i,-0.0018603+0.0022167i,-0.0011656+0.0012737i,-0.00095961-0.00017333i,-0.00094308-0.0010016i,-0.00023233-0.0016002i,0.00062289-0.0011108i,0.00031005-0.0004887i,0.00014472-0.00080825i,-8.6331e-05-0.00091985i,-0.0008128-0.00052724i,-0.00084071+0.00014691i,0.00012389+0.00013123i,0.0016311-7.8757e-05i,0.0013528+0.00019299i
-0.00020922-9.0628e-05i,-0.0012766-2.4652e-05i,-0.001715+0.00042423i,-0.0013975+0.00018164i,-0.00097429+0.00013481i,-0.0010347+0.00010593i,-0.00081729-0.00054242i,-0.00039629+0.00010232i,-0.00059423+0.0018864i,-0.0013151+0.0026314i,-0.0013352+0.0018028i,-0.0014458+5.5479e-05i,-0.0007732-0.00058833i,-0.00032311-0.00042319i,-0.0010107+0.00019418i,-0.0011561+0.0008275i,-0.00037742+0.0003612i,-0.00021617-0.00043862i,-0.00049186-0.00043545i,-0.00010528-9.2622e-05i,-1.6809e-05+0.00034086i,-5.4235e-05+0.00041957i,0.00054359+0.00027144i
0.00036804+0.0017834i,0.00051508+0.001251i,0.0014045+0.00095103i,0.0014413+0.00050235i,0.00017797-0.00095023i,-4.6248e-05-0.00093487i,1.3948e-05+0.00022384i,0.00013782+0.00031346i,0.0011314+0.00025126i,0.0018137+0.00058871i,0.0016966+0.00082626i,0.00070031+0.00096125i,-0.0004187+0.00099284i,-0.0007927+0.00093297i,-0.00022+0.00032563i,0.00070038+0.0006916i,0.00076728+0.001236i,0.0010065+5.9048e-05i,0.001041-0.00019704i,0.00049959+0.00036789i,0.00069707+0.00040702i,0.00065217+0.00046352i,-9.6402e-05+0.00029338i
-9.3881e-05+0.00094283i,-8.6788e-05+0.0013177i,0.00012212+0.0015167i,8.755e-06-9.5948e-05i,0.00078692-0.0010312i,0.0013759-0.00092804i,0.00082848-0.0018348i,0.00060221-0.0017021i,0.00017107-0.001099i,-0.00019954-0.0012056i,0.0012204-0.0014226i,0.0021726-0.00033598i,0.0013926+0.00053036i,0.00027052+0.000746i,-0.0004934+0.00051987i,-0.00065246-0.00065482i,-0.00030325-0.00074256i,-0.00026741-0.00074174i,-0.00028905-0.0016261i,9.3797e-05-0.0014098i,-0.00023877-0.0001759i,-0.00040793+7.9735e-05i,-3.5346e-06+0.00018046i
-0.00044806+0.00079831i,-0.00079202-0.00014728i,-0.001678+0.00046939i,-0.0019376+0.0016219i,-0.001226+0.0010445i,-0.0006852-0.00017626i,-0.0009354-0.00047357i,-0.0015333-0.00028084i,-0.0016149-0.00074908i,-0.00085187-0.0015937i,0.00012844-0.0016646i,0.0017774-0.0015675i,0.0024423-0.0015617i,0.0012718-0.0014779i,0.00015719-0.00082463i,8.9414e-05-0.00075783i,0.00044244-0.00070784i,0.00036406-0.00099937i,-0.00019012-0.0013669i,-0.00012595-0.0011008i,0.00031552-0.00058548i,0.00038215-0.00029477i,0.00075217-0.00022573i
0.00083407-0.00021624i,2.5355e-05-0.00015814i,-0.0010679-0.00025663i,-0.00032875-6.9593e-05i,0.00027536+0.00017633i,2.289e-05-0.00041021i,-0.0011111-0.00063469i,-0.0024014+0.00026936i,-0.0030901+0.0010317i,-0.0025093+0.00096307i,-0.0016293+0.00072856i,-0.00090897-0.0010257i,0.00057262-0.0017882i,0.00096806-0.00060176i,0.0006119-0.00022563i,0.0004741-0.00074496i,0.00044016-0.00072865i,5.5303e-05+0.00052627i,-0.00027517+0.00090741i,-0.00073621+0.00012875i,-0.0014852-0.00075753i,-0.0013046-0.0015366i,-0.0010012-0.0012535i
0.00049773+0.0010135i,0.00044964+0.0018297i,0.00042619+0.0030052i,0.0014707+0.00067443i,0.0015634-0.0019992i,0.00069893-0.0016591i,-0.00022268-0.00070662i,-0.00063156+0.00013133i,-0.0005608+0.0017522i,-0.00090504+0.0026233i,-0.0012088+0.0022118i,-0.001671+0.00094247i,-0.0017268-0.00061531i,-0.0014481-0.00081345i,-0.0013487-0.00014646i,-0.00025491+0.00038916i,0.00050155+0.00052994i,0.0007796+5.1913e-05i,0.00067365-0.00020991i,-4.1475e-05+6.3675e-05i,0.00012052+0.00024273i,0.00092507+0.0001058i,0.001346-0.00020487i
-9.9854e-06+0.0014968i,0.00023257+0.0015061i,0.00065163+0.0011254i,0.001638+0.00050784i,0.0020868-2.4734e-05i,0.0013411-0.0011141i,0.00012982-0.0017643i,-0.00039496-0.0010659i,1.3365e-05-3.9559e-05i,0.00087713+0.0011781i,0.0015521+0.0021112i,0.0010985+0.0012417i,0.00028869+0.00043671i,2.3166e-05+0.00038936i,-0.0006081+0.00049869i,-0.00069898-0.00035788i,-0.00025254-0.0010108i,-0.00039743-0.00028729i,-3.1677e-05+0.00038939i,0.00067505+0.00018386i,0.00039605-8.3636e-05i,-0.00057845-0.00019538i,-0.00089237-0.00045677i
0.001976-0.00046464i,0.0027287-0.001424i,0.0028861-0.0015139i,0.0015874-0.0016463i,0.00076873-0.0021818i,0.00057459-0.0025274i,-0.00013748-0.001224i,-0.00018558-0.00017724i,0.00032036+8.3019e-05i,2.4323e-05-7.2351e-05i,0.00069838-0.0010988i,0.0018385-0.0011916i,0.0011567+0.00048412i,-0.0001007+0.0015391i,0.00013282+0.0015192i,0.0011+0.00091336i,0.00076321-0.00052641i,-0.00023588-0.00067056i,-0.00044909+0.000405i,3.9112e-05+0.00060967i,0.00042271+0.00042061i,0.00046183+0.00040804i,8.8837e-05-7.8042e-05i
-0.0014355-0.00020751i,-0.0021351-0.001127i,-0.0020929-0.0013247i,-0.0024926-0.00080495i,-0.0012284-0.0011957i,-0.000416-0.0010791i,-0.00069513-0.00047767i,-0.00084591-0.00052614i,-0.0018491-0.00067572i,-0.0023397-0.0011079i,-0.0016086-0.0019494i,-0.00054048-0.0019052i,0.00012888-0.0008871i,0.00059796-3.1304e-05i,0.0016182-0.0004964i,0.0011367-0.00055807i,-0.00021324-0.00086662i,-0.00065475-0.0012819i,8.2531e-05-0.00093844i,0.00080206-0.00084449i,0.00099702-0.00086599i,0.00078448-4.4662e-05i,5.1418e-05+9.1483e-05i
-0.0002839+0.0013289i,-5.6646e-05+0.0011748i,0.00085235+0.00024797i,0.00095856-0.0011708i,0.00025641-0.0016932i,-0.00067807-0.0011469i,-0.0020122-0.00076824i,-0.0027016-0.00042564i,-0.0028093+0.00057853i,-0.0029574+0.00045032i,-0.0023348-0.00038295i,-0.0012478-0.0010461i,2.1741e-05-0.0015079i,0.00023041-0.0014893i,0.00044321-0.0009053i,0.00097957-0.00064273i,0.00071347-0.00061806i,0.00093867-0.00046964i,0.00036423-8.3765e-05i,-0.00013935+0.00028219i,0.00032331+0.00030162i,0.0010351-9.7887e-06i,0.001172-0.00029614i
0.001456+0.0011824i,0.00087008+0.00068306i,0.00096411+0.0006393i,0.00024011+0.00049315i,-0.00076115+3.0933e-05i,-0.0010703-0.00032948i,-0.0011831+8.7724e-05i,-0.0010402+0.001394i,-0.00099743+0.001493i,-0.00063942+0.0016997i,-0.0010146+0.0019122i,-0.001494+0.00064199i,-0.0010189-6.7567e-05i,-0.00040216+0.0010351i,-0.00030956+0.0015676i,6.1904e-05+0.00048852i,0.0006618-0.00054206i,-0.00019065-0.00044047i,-0.0014735-0.0003134i,-0.00096033-0.0010159i,-1.473e-05-0.0014052i,0.00049032-0.0012821i,0.00088256-0.0010799i
-0.00085163+0.001527i,-0.0011559+0.0018562i,0.00013653+0.0018718i,0.0021059+0.0020881i,0.0015941+0.00135i,0.00061366-0.00036901i,0.00037509-0.0006126i,-9.7786e-05+7.806e-05i,0.0002569+0.0007851i,0.0013762+0.0011584i,0.0015921+0.0019863i,0.00091006+0.0025731i,0.00038953+0.0011496i,-0.00011026-0.00056899i,2.4378e-05-0.0005626i,0.00020934-0.00084565i,0.00031566-0.00072191i,0.00061869+0.0001704i,7.9694e-05+4.9909e-05i,-0.00027382+0.00021568i,3.2039e-05+0.00047742i,2.7951e-05+0.00025837i,-0.00022207-3.2934e-05i
-4.8749e-05-0.00052844i,-0.00012058-0.0010654i,-0.00053566-0.0010161i,-0.00045489-0.0011231i,-0.00074418-0.0011982i,-0.00055026-0.0012131i,0.00041278-0.001308i,0.00015809-0.0016343i,-0.00088662-0.0015019i,1.6348e-05-0.0010374i,0.0017327-0.00084512i,0.0014054-0.00081026i,0.00026053-0.00080415i,3.4622e-05-0.00062337i,0.00011304-0.00078571i,0.00046351-0.00088456i,0.00053567-0.00019051i,0.00037024+0.0002563i,0.00044874-0.00037349i,0.00044729-0.00023417i,-0.00050055+0.00039272i,-0.0013154+0.00034741i,-0.001079+0.00019669i
-0.0010649+8.4056e-05i,-0.00082846+0.00066789i,-0.00067832+0.0013295i,-5.8328e-05+0.00094202i,0.00022525+7.6054e-06i,-4.52e-05-0.00089482i,-0.00047138-0.0012072i,-0.0010812-0.0010889i,-0.0013296-0.001653i,-0.00062123-0.0023977i,-0.00014546-0.0027321i,0.00042123-0.0018711i,0.0012501+0.00031037i,0.0014203+0.00081579i,0.001211-0.00082265i,0.00046504-0.0013588i,0.00024195-0.00086484i,0.00039717-0.00034177i,-2.7231e-05-0.00038582i,-1.4784e-05-0.00051268i,0.00013564-0.00036536i,-0.00013898-0.00029838i,-0.00031613-0.00065163i
-0.00017038+0.00062166i,-0.00065457-0.00059861i,-0.0017568-0.00014356i,-0.00098806-6.0264e-05i,0.00019036-0.00072116i,-0.00062845-0.0014636i,-0.00088218-0.0011424i,-0.00012004-0.00035608i,-0.00068947-0.00022184i,-0.0021302-0.0003782i,-0.0028161-0.00054788i,-0.0020724-0.0012109i,-0.00027535-0.0015258i,0.00038495-0.00086395i,5.5129e-05-0.00054711i,-0.0001123-0.00040164i,-0.00027101-0.0004678i,-0.00016558-0.0006646i,0.00064669-0.00021374i,0.00056864-0.00025204i,-0.0002866-0.0003689i,-0.00057985+0.00018712i,-0.0010983+0.00040737i
0.0007405+0.00034063i,0.0010794+0.00068784i,0.00041658-0.00079035i,6.0894e-06-0.0021649i,0.001182-0.0021223i,0.00092202-0.0007021i,-0.00041905-0.0002467i,-0.00076028-0.00022641i,-0.00094596+0.00038818i,-0.0011693+0.0013934i,-0.0013869+0.0014647i,-0.00080459+0.001339i,-0.00043363+0.00077779i,-0.00031289-0.00044581i,9.1456e-05-0.00054998i,0.00051908-0.00016266i,0.00063217+0.00017612i,-0.00035387+0.00043446i,-0.0017088-0.00016677i,-0.0014178-0.00053419i,-0.00084775+0.00031925i,-0.00089972+0.00012989i,-0.00054488-0.00082799i
0.0020218-0.00017427i,0.0013359-0.00073489i,0.00052468-0.00090807i,-1.6755e-05-0.0013515i,8.6845e-05-0.0012726i,0.00034723-0.00070509i,1.7063e-05+0.00019096i,-0.0015082+6.2021e-05i,-0.0021962-0.00080702i,-0.00054697-0.00088372i,0.0012969+0.00053975i,0.0015391+0.0012735i,0.00068382+0.00056736i,0.00048209+0.00024681i,0.00094468+0.00036002i,0.0013877+0.00030833i,0.001282-0.00013593i,0.00078273-0.00063708i,0.00028416-4.5402e-05i,-0.00047897+0.00063828i,-0.00043416-0.0006641i,0.0007629-0.0016294i,0.0010665-0.00069987i
0.00023158+0.0029665i,0.0011528+0.0018215i,0.0024322+0.00058078i,0.0025415-0.001627i,0.0015362-0.0028974i,0.00033926-0.0028469i,-0.0011478-0.0018774i,-0.0018954-0.00099383i,-0.0015672+2.4499e-05i,-0.00054362-0.0002628i,0.0010187-0.0010713i,0.0024122-0.0011708i,0.0019651-0.00031714i,0.00047943+0.0012563i,0.00013091+0.00096285i,0.00050133-0.00041222i,0.00044467-0.00015561i,-0.00062995-1.6572e-05i,-0.00090738-0.00059034i,-0.00062796-0.00071491i,-6.2722e-05-0.00067141i,0.00066676-6.3721e-05i,-2.1915e-05+0.0003651i
0.00071734+0.00076313i,7.2183e-05+0.00082269i,0.0014323+0.0016279i,0.001984+0.00044107i,0.00040332-0.0016221i,-0.0012258-0.002029i,-0.002447-0.00069192i,-0.0028744+0.00070344i,-0.0027489+0.00084159i,-0.0021028-0.00047159i,-0.0012539-0.0018794i,-0.00079463-0.0021212i,-0.00030265-0.0010961i,0.00018852-4.677e-06i,0.0004964+0.00040031i,0.00081731+0.00065173i,0.00024892+0.00035047i,-0.00063178+0.00014768i,-0.00062061+0.00034626i,-0.00023147+0.00049891i,-0.00031012-0.00017484i,-0.0010554-0.00048648i,-0.0015594+5.1469e-05i
-0.00081267+0.0012749i,-0.00064987+0.0007684i,-0.00019472+0.0012853i,0.0012241+0.0011508i,0.0018211-0.00023343i,0.0015893-0.00074714i,0.00068395-0.00088629i,-0.00018915-5.1657e-05i,-0.0005165+0.00076111i,-0.00079632+0.00017954i,-0.0018287-0.0002483i,-0.0027083+0.00019659i,-0.0019006+0.00019828i,-0.00053025-0.00017074i,0.00075428-0.00043241i,0.00098178-0.00060567i,0.00058955-0.00059711i,8.955e-05-0.00093407i,0.00022146-0.00049491i,0.00050433+0.00013682i,0.00068465-0.00028894i,0.00086349-0.00010569i,0.00049913+0.00023532i
-0.00012227+0.00096909i,-0.00042873+0.0016608i,9.0294e-05+0.0021591i,-2.802e-05+0.00092479i,-0.00031409-0.00055278i,0.00040667-0.0014454i,0.0010295-0.0014267i,0.00086073-0.00052667i,0.00091174+0.00046056i,0.0006424+0.001347i,-0.00039799+0.0026761i,-0.0010094+0.0034588i,-0.0013059+0.0023287i,-0.001138+2.0788e-05i,-0.00069477-0.00060111i,-0.00041385-0.00011989i,-5.7834e-05-0.00029914i,-1.5449e-05-0.00059366i,9.7538e-05-0.0010326i,0.00014497-0.00050542i,0.0002095+0.00041445i,-0.00011687+0.00069858i,-0.00040554+4.4159e-05i
-0.00039343+0.00098467i,-0.00027463+0.0010516i,-0.0011401+0.0010537i,-0.00095849+0.0010394i,0.00019534+0.00024277i,0.00044861-0.00083757i,-1.345e-05-0.0020559i,-0.00024248-0.0032035i,-0.0001183-0.0030718i,0.0006143-0.0016094i,0.0017234+0.00038103i,0.0022784+0.001525i,0.0015838+0.00061827i,0.00020975-0.00062483i,-0.00035701-0.00023566i,-0.00022081+0.00012858i,0.00025408+0.00060478i,0.00017268+0.00074415i,0.00018643-0.000229i,0.00030293-0.00044286i,0.00019875-0.00094575i,-0.00060773-0.0007186i,-0.0011626+9.7866e-05i
0.00070892+0.00062093i,0.0013119+0.00020773i,0.0022432-0.00058657i,0.0016888-0.00069119i,0.00090722-0.00073878i,0.00025961-0.0018131i,-0.00053775-0.0016509i,-0.0015861-0.0012612i,-0.0019337-0.0017275i,-6.0161e-05-0.0016742i,0.0025889-0.0015127i,0.0030535-0.0017317i,0.0020622-0.0011037i,0.00098232-4.2286e-05i,0.00065771+0.00018185i,0.0013098-0.00010154i,0.00045242-0.00013663i,-0.00084885-0.00077316i,-0.00079856-0.00044247i,-0.0004863-1.1078e-05i,-1.4793e-05-1.1604e-05i,0.00043533+0.00084553i,0.00087261+0.00036654i
-0.0009411-0.0014975i,-0.0015367-0.0010997i,-0.0020166-0.00092906i,-0.0017333-0.0015697i,-0.0015579-0.0018059i,-0.0012588-0.00076528i,-0.0012261-0.00012776i,-0.0025061+8.5021e-05i,-0.003297+0.00043926i,-0.0030417-0.00034413i,-0.0025568-0.0019723i,-0.0017494-0.0031597i,-0.00022059-0.0024612i,0.0012434-0.00081239i,0.0015084-0.00015828i,0.0013875-0.00025637i,0.0010837-0.00035511i,9.2724e-05-0.0008572i,-0.00033402-0.00030011i,-3.7514e-05+0.00045614i,0.00030057+0.00011914i,0.0001576+0.00020116i,-0.00026945+0.00030782i
-0.0013661+0.0025831i,-0.00010892+0.0021909i,0.00025634+0.0011568i,0.00055118+7.2125e-05i,0.0011326-0.00052381i,0.00062827-0.00076693i,-0.00021124-0.00036215i,-0.001428+0.00096411i,-0.0022748+0.0025704i,-0.00177+0.0022611i,-0.0021982+0.001165i,-0.0034392+0.0010104i,-0.002431+0.0011584i,-0.00035115+0.00038529i,0.00013951-0.0010044i,0.00019672-0.0011494i,0.0004569-0.00035219i,0.00040223-5.8224e-05i,0.0005265-0.00081966i,0.00047722-0.0012574i,0.00063168-0.00015513i,0.00040989-0.00019454i,-0.00037753-0.00098485i
-0.00026471+7.233e-05i,-0.00010811-0.00026833i,0.00046535-0.00019906i,0.00055523+6.0978e-05i,-0.00044137+0.00022896i,-0.00050316+0.00021266i,-0.00090768+8.1006e-06i,-0.0001916+0.00083255i,0.0017009+0.0015669i,0.0018481+0.0017506i,0.00091186+0.0028364i,0.00032117+0.0037228i,0.00017825+0.0025139i,0.00047955-0.00042554i,0.00038418-0.0021317i,-8.7193e-05-0.0015688i,0.00010613-0.0012124i,-0.00011455-0.0010422i,-0.00030492-0.00056732i,-2.5685e-05-0.00070584i,-0.00017297-0.00098757i,0.00027206-0.00051477i,0.0011352-0.00017723i
-0.00074689+0.00094456i,0.0014344+0.0014895i,0.0012107+0.0017009i,0.00053222+0.00043108i,0.0014522-0.00089536i,0.0013824-0.0011606i,0.00013828-0.00073568i,-0.00014011-0.0015451i,0.0006065-0.0016907i,0.0016542-0.00065345i,0.0028982+0.00027329i,0.003502+0.00016139i,0.0020591+7.6159e-05i,0.0003783+0.00046006i,-0.00058789+6.5506e-05i,-0.00085871-0.00040422i,-0.0004511-0.0003005i,-0.00056449-7.7111e-05i,0.00020023-0.00027097i,0.0011522-0.0010298i,0.0010267-0.0011743i,0.00037876-0.00084605i,6.3771e-05-0.00095472i
0.00032379+0.0020626i,-0.00013749+0.00099689i,-0.00015272-0.00013198i,0.0010387-0.0011379i,0.0014742-0.0023221i,0.0011257-0.0031063i,-0.00016112-0.002424i,-0.0016906-0.002112i,-0.0014351-0.0020755i,-0.00068381-0.0020667i,0.00082854-0.0031358i,0.0027137-0.0034731i,0.0024327-0.0011108i,0.0013218+0.00038432i,0.0012817+0.00069658i,0.00099673+0.00052639i,0.00024291-0.00048301i,-0.0004939-0.0011003i,0.00019279-0.00082974i,0.00084494+2.9969e-05i,0.00014616+0.00034022i,-0.00016984+3.1054e-05i,-0.00020932-5.4659e-05i
0.00095946+0.00034962i,0.00012497-3.1096e-05i,-2.76e-05-0.00016399i,-0.00028271-0.0014342i,-0.0014513-0.0023379i,-0.0020831-0.0018929i,-0.0021658-0.0018939i,-0.0016883-0.0016372i,-0.0020957-0.0011908i,-0.003032-0.0011257i,-0.0028006-0.0015275i,-0.0024145-0.0021465i,-0.0013027-0.0012382i,-4.8592e-05+1.8822e-05i,0.00028754+8.1038e-05i,-0.00018177-0.00023195i,-0.0002543-0.00015752i,0.00031532+0.00035232i,0.00095266+0.00018166i,0.0014202-0.00015576i,0.0012331-0.00024547i,0.0012304-0.00063041i,0.0012442-0.00059588i
0.00051063+5.4985e-05i,-0.00074529+0.00052386i,-0.0011897+7.6249e-05i,-0.0009775-0.0013385i,-0.0010402-0.0010294i,-0.00098991-1.9887e-05i,-0.0021718+0.00096672i,-0.0030676+0.0017351i,-0.0030179+0.0023102i,-0.0031544+0.0032166i,-0.0031096+0.00274i,-0.0023741+0.0010055i,-0.0011792-0.00050433i,-0.00036688-0.0012999i,-0.00035886-0.00069812i,-1.3949e-05-0.00048857i,0.00068618-0.00038851i,0.001158-7.3428e-05i,0.0013211+0.00011645i,0.00041222+0.0005818i,-0.00011024+0.00067249i,-0.00050938+6.2336e-06i,-0.0011935-0.00048409i
0.00087727+0.0010379i,0.00045087+0.00055309i,0.0006246-0.0003573i,0.00074013-0.0011187i,-1.3975e-05-0.00071709i,-0.0012624-0.00040694i,-0.0010923+7.7129e-05i,-0.00019686+0.0012811i,0.00032787+0.0022982i,0.00058724+0.003247i,0.0011038+0.0038832i,0.0016528+0.0036755i,0.001861+0.0028153i,0.00091004+0.0010671i,-0.00029246-3.6742e-05i,4.0387e-05+5.8067e-05i,0.00065754-0.00013709i,0.00014459+0.00042107i,-0.00044411+0.00027414i,-2.4038e-05-0.00046232i,-4.7183e-05-0.00048328i,-0.00019648-0.00070989i,2.1988e-05-0.00066873i
0.001799+0.0002351i,0.0014837+0.000571i,0.00046457-0.00047029i,-0.00048757-0.001583i,0.0001282-0.0016183i,0.00093743-0.001578i,0.00064417-0.0016578i,-6.7515e-05-0.00095419i,0.00098654-0.00039332i,0.0026396+0.00042657i,0.0044781+0.0017496i,0.0046365+0.0014452i,0.0028244+0.00078906i,0.0005314+0.00082287i,-0.00027281+0.00055637i,0.00080535+0.00022007i,0.0013166+0.0001163i,0.00043967-0.00025382i,-0.00036657-0.00035914i,-0.00014714-0.00021995i,0.00033204-0.00011673i,0.00060384+9.5112e-05i,-0.00019244-0.00035235i
-0.0013472+0.0018035i,-0.0004706+0.0017851i,0.00086309+0.0021135i,0.001411+0.00096166i,0.00119-0.00044309i,-0.00032749-0.001078i,-0.0020201-0.0015318i,-0.0027821-0.0016633i,-0.002929-0.00078674i,-0.0012178-0.00089635i,0.000852-0.0028187i,0.0017436-0.0036552i,0.00070748-0.0020682i,0.00042793-0.00053047i,0.00082227-0.00040891i,0.00093806-0.0009774i,0.0014461-0.0011934i,0.00079549-0.00054792i,0.00064421-1.8743e-05i,0.0011577+0.00081531i,0.00095275+0.0010581i,0.00064223+0.00083739i,-0.00012532+0.00079524i
0.00072929-0.00054622i,-0.0005106-0.0018046i,-0.0017621-0.0023954i,-0.003179-0.0022327i,-0.0033011-0.0017058i,-0.0021569-0.00015537i,-0.0020024+0.00071776i,-0.0030984+0.0012286i,-0.004183+0.0014911i,-0.0043551-0.00060726i,-0.0041064-0.0022354i,-0.0039252-0.0012174i,-0.0021138-0.00043484i,0.00099995-0.00072343i,0.0017412-0.0010316i,0.00049312-0.00064096i,0.00047836-7.605e-05i,0.0012904+0.00012852i,0.00082197+7.8604e-05i,0.00064-1.6886e-05i,-2.3293e-05-0.00021759i,-0.00021176-0.0010073i,0.00021789-0.0014188i
0.00081623+0.00039094i,0.00096304+0.00062634i,0.0010947-0.00014653i,0.00035114-0.0005963i,-0.00022374-0.0012451i,-0.00030061-0.0018813i,-0.00031816-0.00078297i,-0.00045949+0.00072784i,-0.00093904+0.0018462i,-0.0013124+0.002997i,-0.0026665+0.0036027i,-0.0034529+0.0035704i,-0.0017195+0.002588i,0.0007021+0.0010474i,0.0013611-0.00032947i,0.0012963-0.0012522i,0.0011119-0.0016643i,0.00054234-0.0015017i,-0.00023018-0.00074382i,0.00015647+0.00012482i,0.00058477+1.5343e-05i,0.00045626+9.523e-05i,0.00052647+0.00029454i
0.00073771+0.00053949i,-0.00027847+0.00082595i,-0.0010634+0.0008938i,-0.00034313-0.0002009i,-9.4849e-05-0.001109i,-0.0010394-0.0017094i,-0.000921-0.0012609i,3.9401e-05-0.00074766i,0.00091003+0.00031789i,0.00094836+0.0029179i,0.00078352+0.0043865i,0.0012254+0.0035783i,0.00094463+0.0014502i,0.00039195-0.00073594i,-0.00023961-0.0016784i,-0.00038095-0.0011782i,5.9681e-05-0.0010368i,-0.00029523-0.0012901i,-0.00054175-0.00070043i,4.3906e-05-0.0001968i,0.00029009+0.00033849i,-0.00069453+9.9854e-05i,-0.0012711-0.00052914i
0.0016837+0.0011757i,0.0023166-9.1684e-05i,0.0030875+0.00048285i,0.0026482+0.001331i,0.0012794-0.00012005i,-0.00085984-0.0016999i,-0.0015049-0.0024775i,-0.00052928-0.0025833i,0.0004798-0.0026233i,0.0022888-0.0021171i,0.0043452-0.0010264i,0.0048852-0.0016937i,0.0035327-0.0020794i,0.0010626-0.00043773i,0.00027092+0.0012419i,0.0006977+0.00079394i,0.00029544-0.00026732i,-0.00043647-0.00044369i,-0.00050036-0.00049268i,0.00013355+9.4954e-05i,0.00033616+0.00029595i,0.00031752-0.00015051i,0.0009011-0.0003353i
