0.0032577+0.0019347i,0.0032449-1.1208e-06i,0.0028563-0.0025057i,0.0014016-0.0039139i,-0.0010364-0.003216i,-0.0026909-0.00030543i,-0.0012291+0.0015898i,0.00043735+0.0014102i,0.0010072+9.4013e-05i,0.00090695-0.00050081i,-0.00010877-0.00084691i,-0.00019336-0.00072976i,-4.811e-05-4.7964e-05i,-0.00063591+0.00059208i,-0.0011891+0.00050198i,-0.0012349-0.00012594i,-0.00035805-0.00092853i,-2.2261e-05-0.0010975i,-0.00036096-0.00092857i,-0.00039449-0.00062514i,0.00035579-0.00018537i,0.00087441-0.00019207i,0.00077935-5.3256e-05i
0.00042589+0.0005832i,0.00051235+0.00084819i,0.0011357-0.00081178i,0.00065024-0.0017042i,0.00030618-0.0016944i,0.00041192-0.00062523i,-2.5122e-05-0.00041476i,-0.00039952-0.0010024i,-0.00010187-0.00060864i,-3.3275e-05-0.00036504i,-0.00016448+3.7667e-05i,7.5314e-05+0.00026815i,0.00054311+0.00041232i,0.00030418+0.00080308i,0.00018555+0.00039524i,3.2235e-05+7.2468e-05i,-0.00044233-0.00051077i,-0.00056718-0.00042078i,-0.0002298+0.00039067i,0.00036558+0.001051i,0.00032885+0.00094514i,0.0001247+0.00044859i,4.6143e-05+0.00051879i
-0.00096967-0.0011331i,-0.00069756-0.0019283i,-1.0371e-05-0.00095867i,0.00013949-0.00088127i,9.6836e-05-0.0016481i,-0.00032562-0.00046766i,-0.00012817-0.00025566i,0.00045158-0.00060431i,0.00084678-0.00025043i,0.00064108-0.00022942i,0.00015926-0.00012155i,0.00026474-8.0392e-05i,-0.00017206+7.5625e-05i,-0.00036234+0.00079151i,0.00025679+0.0010375i,0.0006637+0.00032009i,0.00049685-0.00017731i,0.00088917-0.00020666i,0.0012273-0.00010096i,0.0011188-5.2827e-06i,0.00050267-0.0004285i,-0.00053027-0.0011608i,-0.00090832-0.00122i
-0.00099756-0.00022884i,-0.0012732-0.00047881i,-4.0746e-05-0.00027887i,0.00059762+0.00015783i,-4.6037e-05+0.00073848i,-8.73e-05+0.0012293i,0.00050001+0.00074647i,0.00051166+0.00017005i,-0.00020512+0.00035788i,-0.00012999+0.00071294i,0.00030473+0.00024639i,0.00027213-0.00035392i,7.391e-05-0.0011757i,-9.9659e-05-0.00036419i,-0.00045227+0.00088558i,-0.00046826+0.00048365i,0.00040743+0.00025899i,0.00081715+0.0011798i,-0.00017423+0.0011006i,-0.00021189+0.00032i,0.00039473+8.1257e-05i,0.00091968+0.0001279i,0.0010521+0.00012672i
-0.00089467-6.411e-05i,-0.0010359+0.00018073i,-8.8763e-05+3.7087e-05i,0.0014776-6.0223e-05i,0.0018783-1.4175e-05i,0.00040698+0.00016394i,-0.0010568+0.00057707i,-0.00154+0.00042826i,-0.0016729+0.00076845i,-0.0019362+0.00063182i,-0.0011585+8.1084e-05i,0.00053836+9.4925e-05i,0.00071763+0.00064188i,-0.00018498+0.0011802i,-0.00073216+0.00067349i,-0.00075336+0.00059334i,-0.0001303+0.00035808i,4.7212e-05-0.00052769i,-0.00021677-0.00023144i,-0.00021674+0.00045462i,7.3731e-05+0.00042294i,-0.0002015+3.7563e-05i,-0.00032648+0.00034182i
-0.00052445-0.0006176i,-0.00030263-0.00050478i,4.2336e-05-0.00020634i,0.0014064-0.00043872i,0.0018114-0.00033254i,0.0012282-0.00078258i,0.00020125-0.00075886i,-0.00022107-0.00081486i,0.00057901-0.00027351i,0.0010482+0.00039602i,0.00052608-9.1269e-05i,-0.00024891-0.00076912i,-0.00060612-0.00091188i,-0.00065964-0.00068661i,-0.00010916-0.0005983i,2.0061e-05-2.7418e-07i,-0.00046564+0.001168i,-0.00087746+0.0010163i,-0.00068263+0.0003622i,-0.00031506+0.00038966i,0.00030633+0.00019329i,0.00086196-4.6758e-05i,0.00028172+0.00010468i
0.0002054+0.0010657i,0.00044527+0.0012623i,0.0011382+0.00041402i,0.0019629-0.00055617i,0.0011022-0.00062488i,-0.00025996-0.00052479i,-0.00055917-0.00056145i,-0.00051493-0.00057364i,-0.00011639+7.4354e-05i,-0.00035634+0.00073993i,-0.00030761+0.00076147i,0.000501+0.00075243i,0.0005876+0.00065821i,0.0005358+0.00041367i,1.6735e-05+0.00016178i,-0.00085565-0.0004444i,-0.00073282-0.00074621i,-0.00087427-0.00046528i,-0.0011766-0.00047743i,-0.00027056-0.00057259i,0.00037921-0.00059847i,0.0010045-0.0005861i,0.0014081+0.00041825i
-0.00015073-0.0014746i,0.00024652-0.0016241i,0.001104-0.0014976i,0.0013628-0.0013999i,0.00025552-0.0015631i,-0.00023141-0.00081402i,0.00012565+0.00071333i,-0.00046727+0.0010836i,-0.0010612+0.00018981i,-0.00063326-0.00025875i,-0.0013303+0.00044921i,-0.0014922+0.00041365i,-0.00090938-0.00053207i,-0.00028438-0.00046103i,0.00053699+0.00021103i,0.00091325+0.00014311i,0.00066796-0.00024301i,-0.00035145-7.4151e-05i,-0.00027661-0.00090971i,-5.8383e-05-0.00087142i,-8.3458e-06+0.00011042i,0.00022623+0.00051144i,0.00018531+2.6593e-05i
0.00037217+0.00069071i,0.00081869-0.0003402i,0.0014749-0.0014976i,0.0011064-0.0018517i,0.00029615-0.0012886i,-0.00081453-0.00097851i,-0.0010428-0.001117i,-0.00071033-0.00044946i,-0.00057411+0.00060545i,-0.00020396+0.0011409i,-0.00020889+0.0011454i,0.00027049+0.00070723i,0.0001779+0.00021872i,-0.00014628-0.00024059i,3.0237e-05+0.00013288i,-3.8214e-05+0.0004473i,-0.00014925+0.00028475i,9.1268e-05+0.00015418i,9.4341e-06+7.6092e-05i,-0.00047578-0.00048438i,-0.00047405-9.1644e-05i,-0.00033809+0.00088679i,-0.00052209+0.00048303i
0.00048067+0.00025669i,-0.00014402-0.00033502i,0.0005339-0.0013606i,0.00094172-0.00083574i,-0.00045176-0.000259i,-0.0012113+0.00013652i,-0.00070668+0.00072793i,-0.00055805+0.00022586i,-0.0012881+8.5881e-05i,-0.00088445+5.7344e-05i,0.00029127-0.00049544i,-0.00014577-0.00044323i,-0.00059177-0.0002246i,-0.00064427-0.00047336i,-0.00084583-0.00051529i,-0.00042549-0.00052438i,0.00017657-0.00029568i,-0.00068341+0.00058933i,-0.00077665+0.0011473i,-0.00069345+0.00056217i,-0.00046351+0.00016313i,0.00048072-0.0002803i,0.00051207-0.00095914i
0.00018383-0.00032038i,0.00011534-0.0012104i,0.00033672-0.0014312i,0.00094962-0.00059319i,0.0006461-0.00024386i,0.000175-0.00042871i,-0.00029649-0.0012358i,-0.00058688-0.001846i,-0.00092837-0.0011397i,-0.0014098+0.00015347i,-0.001074+0.00048548i,-0.00095816+0.00064723i,-0.00026132+0.00019701i,6.5762e-05-2.0091e-05i,-0.00012435+0.00060134i,0.00025239+0.00056852i,0.00020629+0.00015535i,-0.00026408-7.6342e-05i,-0.0004193-7.7122e-05i,-0.00071997+0.00012861i,-0.00059874+0.00041974i,-0.00058115+0.00056737i,-0.00033143+5.7507e-05i
0.00020482-0.0036503i,0.00016765-0.0038796i,-0.00040188-0.0042173i,-0.00066517-0.0024891i,-0.0020612-0.00046205i,-0.0019618+0.00036247i,-0.00085711+0.00040066i,-0.0010082+0.0002243i,-0.0011713+0.00013142i,-0.0013065+0.00043868i,-0.0010047+0.00047295i,-0.00018653+0.00025209i,0.00037095+4.0255e-05i,0.00053378-0.00077467i,0.00020426-0.0010637i,-0.00022046-0.00049638i,-0.0006635+3.2417e-05i,-0.00057048-0.00020997i,-0.00034328+3.0869e-05i,-0.00018861+0.00058234i,-0.000305+0.00064992i,-0.00028644-6.3322e-05i,-2.8763e-05-0.00054801i
0.0012908-0.0007714i,0.0013024-0.0012347i,0.0014031-0.0017701i,-0.0006579-0.002347i,-0.0019629-0.0012021i,-0.0017586+0.00040541i,-0.001211+4.613e-05i,-0.00020905-0.0002104i,0.00024956-3.9758e-05i,-0.00023585-0.00067547i,-0.0002038-0.00035501i,0.00011593+0.00032647i,-0.00068361+0.00033885i,-0.0012349+1.47e-05i,-0.0008998-0.0006111i,-0.0012008-0.0003349i,-0.00073703+0.00064019i,-0.00038999+0.00084053i,-0.00031084+0.0001764i,0.00022192-0.00050874i,0.00015149-0.0003269i,1.1837e-05-0.0001421i,-0.00043429-0.00019672i
-0.00089741+0.00045338i,-0.00068197+0.00025984i,0.000985-0.00075539i,0.0020036-0.0017362i,0.0009442-0.0014984i,-0.00047861-0.00043666i,-0.00047949-0.00080009i,-1.3694e-05-0.00092942i,0.00020672-2.8963e-05i,0.00015691+0.00043394i,2.9387e-05+0.00015944i,-6.554e-07-2.2748e-05i,-0.00034372+0.00024123i,-0.0010841+0.00088394i,-0.00075106+0.0004485i,-3.3832e-05+6.6432e-05i,-0.0001716+0.00028977i,-0.00055142+0.00020567i,-0.00033278-0.00029625i,0.00033496-0.00047921i,0.00019952-0.00031009i,0.00044531-0.00015067i,0.00052224+0.00076007i
-0.0015252+8.5295e-05i,-0.002039+0.00021633i,-0.00064902+0.00047768i,0.0010317+0.00025939i,0.0010965+0.00016297i,0.00081028+0.00066356i,-1.7458e-05+0.00035639i,-0.0004853-0.0005018i,-0.00035603-0.00073776i,0.00065933-0.00053547i,0.00070757+0.0001009i,-0.00041916+0.0002047i,-0.00098381+0.00017855i,-0.00067017+0.00044696i,-0.00051414+0.00077994i,-0.00048155+0.00054091i,-0.00062846-0.00041326i,-0.0011932-6.4243e-05i,-0.0016994+0.00029649i,-0.0011605-5.8105e-05i,3.7932e-06-5.4498e-05i,-0.00014058-5.2324e-05i,0.00039-0.00038663i
0.00034551+0.00079039i,0.00098977+0.00026607i,0.0017725-0.001869i,0.0018036-0.0030787i,0.0010366-0.0020051i,-0.0012215-0.0005152i,-0.0019344-0.000241i,-0.00084127-0.0009395i,-0.00042758-0.0017562i,-0.00010435-0.0013749i,0.00031389-0.0010398i,0.00063899-0.0013898i,0.00087087-0.0011686i,0.00082197-0.0007276i,0.00094735+5.6008e-05i,0.00067427+0.00040336i,-0.0002325+0.00047782i,-0.00051259+3.593e-05i,-0.00060114-0.00015455i,-0.00056584-0.00010544i,-0.00014087-0.00029859i,0.00018412+0.00016889i,-0.00013331+0.00044766i
-0.0004809-0.00077814i,0.00014153-0.00072954i,-1.205e-05-0.00067104i,0.00040642-0.001548i,0.00025924-0.0019877i,-0.00069796-0.0013339i,-0.00043205-0.00042314i,-0.00026042-0.00011042i,-0.00051037-0.0003004i,-0.00035181+0.00011515i,-0.00015848+0.0002699i,-2.17e-05+0.00024535i,0.00041333+0.00054415i,7.2131e-05+7.755e-05i,-0.00057571-0.00025668i,-0.00088133-0.00024925i,-0.00070226-0.00031533i,-0.00044943-6.6273e-05i,-0.00067407+0.00015015i,-0.00082574-0.00034929i,-0.00014572-0.00099375i,0.00062915-0.00042631i,0.00065141+0.00020844i
0.00072011+0.0019225i,0.0008894+0.00051553i,0.0011453+0.00016916i,0.00097441-0.00082481i,0.00017681-0.0010211i,-0.00063455-0.00034809i,-0.0010865-0.0005054i,-0.00091314-0.00040064i,-0.00064339-0.00042308i,-0.00043235-0.0001486i,-0.00091103-0.00032766i,-0.00083057-0.00054805i,0.0002942-3.6461e-05i,0.00076403-9.0578e-05i,0.00018603+0.00015672i,-0.00028083+0.00027043i,-0.00087597-0.00058172i,-0.00072554-0.00058947i,-0.00015026+6.947e-05i,7.2948e-05+0.00050731i,0.00022277+0.00046386i,6.8143e-05+7.6873e-05i,-0.00011749+0.00021174i
-0.0024574-0.00060624i,-0.0024464-0.0011107i,-0.0003701+0.00017866i,0.0012069+0.00079695i,0.0011881+0.00077775i,-0.00013798+0.00043774i,-0.0001683-0.00055646i,-0.00031865-0.0011972i,-0.00032853-0.00054703i,0.00021308+0.00019222i,0.00028733+0.00028948i,0.00013248+0.00042235i,0.00013773-0.00024963i,-0.00053253-0.00099086i,-0.0010434-0.00058503i,-0.00066687+0.00042115i,-0.00088975+0.00016893i,-0.0011705+3.5749e-05i,-0.001226+0.00036466i,-0.0017463+4.7368e-05i,-0.0014334-0.00050505i,-0.00028031-0.000343i,8.0784e-05+0.00027884i
-0.00057863+0.002223i,-0.00029179+0.0018028i,0.0010381-3.2422e-05i,0.0014095-0.00094015i,0.00015599-0.00072671i,-0.00066927-0.0007051i,-3.638e-05-0.00071607i,1.6412e-05-0.00028605i,-0.00038425+0.00046887i,-5.5735e-05+0.0012495i,0.00014294+0.0013107i,-0.00022466+0.00059516i,-0.00015686-0.00041572i,-0.00011899-0.00084234i,-0.00071883-0.00024006i,-0.00060856+0.00012403i,0.00044534+7.6083e-05i,0.00091119+0.00043961i,0.001051+0.00032325i,0.0011072-0.00020756i,9.5291e-05-4.3638e-05i,-0.00057122-0.00069628i,-0.00061814-0.0010016i
0.001696+0.0015819i,0.0007402-2.4166e-05i,0.0019109-0.00096265i,0.0020287-0.002024i,-0.00017815-0.0023025i,-0.0010029-0.00094285i,-0.00024472-0.00035377i,0.00052736-0.00070923i,0.00023554-0.00062332i,-0.00033938-0.00064195i,6.2824e-05-0.0005108i,-7.7811e-06-0.00018005i,-0.00037265+0.00011583i,0.0003333+0.00030863i,1.7467e-05+0.00036906i,-0.00047513+0.0010439i,-0.0010129+0.00061732i,-0.0013265-0.00077053i,-0.00063752-0.0012065i,0.00028502-0.00041002i,-5.8747e-05+4.9402e-05i,-0.00094745-0.00021099i,-0.00089266-0.00016085i
-0.00039224+0.0023068i,0.00088397+0.001087i,0.0014449+0.0010549i,0.0016643+3.1309e-05i,0.0013695-0.00033176i,0.00091457+3.6887e-05i,0.00083285-0.00016371i,0.00011782-0.00068467i,-0.00044079-0.00044183i,-0.0003643+4.7145e-05i,-6.0591e-05+0.00029806i,2.139e-05+0.00032816i,0.00012921+0.00081347i,-0.00016258+0.00085246i,-8.3313e-05+0.00052366i,-0.00034211+0.00095419i,-0.0013388+0.0012827i,-0.001085+0.00053891i,-0.0010856-0.00042887i,-0.0015504-0.00024513i,-0.0010772-0.00018921i,-0.00047861-0.0008362i,0.00030104-0.00064017i
-5.474e-05-0.00049791i,0.0005048-0.0012078i,0.0012654-0.0021387i,0.00097723-0.0020601i,-0.00020942-0.0017345i,-0.00051265-0.0012112i,0.00016184-0.00043418i,0.00042604-0.00011939i,-0.00015436-0.00028029i,-0.00095664-0.001028i,-0.00031737-0.0007055i,0.00045917+0.0005553i,0.00078167+0.0005142i,0.000871+0.00013013i,0.00013923+0.00013237i,0.00044924-0.00024102i,0.00054892-0.00043685i,0.0001553-0.0005303i,-0.00026666-0.0003946i,-0.00015876-0.00027308i,-1.0048e-05-7.0518e-05i,-0.0008794+0.00033i,-0.00129+0.00024981i
0.00015784+0.002701i,0.00020597+0.00086073i,0.0018876-1.9511e-05i,0.0036914+0.00013243i,0.0025875+0.00055917i,0.00033793+0.00032265i,-0.00047387-0.0001733i,-0.00099919-0.00014659i,-0.0011663-0.00033475i,-0.00045106-0.00019991i,0.00035549+0.00046794i,0.00010214-2.0112e-05i,-0.00011816-0.00019416i,6.4038e-05+0.00042086i,-0.00038308-0.00024992i,-0.00064434-0.00039595i,-0.00036653+0.00025879i,-0.00031491+0.0005574i,3.2799e-05+0.00063692i,8.9592e-05+0.00041111i,-6.1725e-05-0.00019941i,-9.3903e-05-0.00014306i,-0.00035399-8.7925e-05i
-0.0038158+0.0019492i,-0.0026816+0.0019119i,-0.0010618+0.0010492i,0.0011812+0.00047467i,0.0018698+0.00018802i,0.00088768+0.00021185i,-5.7701e-05+0.00015321i,-0.00039103-0.00016342i,0.00014787+0.0004994i,0.00016472+0.00054786i,0.00050714-0.00023249i,0.0010863+0.00014478i,0.0010908+0.00068836i,0.00064744+0.00079372i,0.00039351+0.00038264i,-0.00014144+0.00014938i,-0.00062285+0.00088319i,-0.00086182+0.001296i,-0.00074068+0.00057354i,-0.00016643-0.00012091i,-0.00025447-0.00034733i,-0.00084331-0.00035936i,-0.00020231-7.1528e-05i
0.0012046+0.0013726i,0.0011352-0.00015102i,0.0017001-0.00090073i,0.0020858-0.00095263i,0.0017284-0.0013225i,0.00042991-0.0014859i,-0.0001421-0.00096197i,-0.00016295-0.00023665i,-0.00040161-0.00045251i,-0.0002107-0.00039701i,-0.00014212+3.5408e-05i,-9.8562e-05+0.00063238i,-0.00018704+0.00092849i,-0.00036195+0.00047526i,-0.00025241-0.00019789i,0.00023891-0.00021243i,0.00078528-0.00016043i,0.00077661-4.6208e-05i,0.00077493+0.00037028i,0.00037824+6.1848e-05i,0.0001474+8.947e-05i,0.00050508+0.00013489i,0.00063616-0.0002811i
0.00053858+0.00051475i,-8.3011e-05+0.00016016i,0.00081824-0.00073092i,0.0015689-0.00025468i,0.00070223+0.00020788i,0.00021123+5.4689e-05i,0.0003041+4.5769e-06i,0.00051398-0.00025291i,0.00049097-0.00052981i,0.00071608+1.4631e-05i,0.00053332+0.00014015i,0.00039819+0.00017456i,0.00084445+0.0006525i,0.0011608+0.00050089i,0.00059765+0.00048411i,-0.00081696-1.3753e-05i,-0.00073971-0.00037717i,-0.00016025+0.00046533i,-0.00042463+0.0012749i,-0.00074462+0.0012665i,-0.00086256+0.00046639i,-0.0006488-0.00041405i,-0.00013413-0.00059616i
-4.9173e-05-0.00072181i,0.0011355-0.0010006i,0.0017212-0.0010816i,0.0010217-0.0015343i,0.00068218-0.002065i,0.00020341-0.0011366i,-5.6488e-05-0.000257i,1.6914e-05-0.00020859i,0.00018887-0.00039403i,0.00022171-0.00065313i,0.00010951-0.00050904i,-0.0003588-0.0006457i,-0.00031482-0.00081272i,0.00036505-0.0010012i,0.0004844-0.0011012i,0.0004417-0.00092909i,0.00052012-0.00071267i,-0.00010332-0.00035605i,-0.0012787-0.00025158i,-0.0012678-0.00011369i,-0.00061158-8.7546e-05i,-0.00036475-0.00011502i,-7.2839e-05+0.00012202i
-0.0003982+0.00087111i,-0.00062187+0.00086934i,0.00012325+0.00088781i,0.0014005+0.00035533i,0.00061812-0.0010564i,-0.00027335-0.00065286i,-0.00019733+0.00041617i,-0.00042142+5.0303e-05i,-0.00075996-0.00041447i,-0.00030162-0.00018938i,0.00020495-0.0002316i,-0.00014639-0.00038863i,-0.00043393-3.1006e-05i,-0.00015591-7.6652e-05i,0.00022746-0.00050591i,0.0005204-0.00058908i,0.0011021-0.0006843i,0.0011136-0.00037513i,-9.3284e-06-0.0004669i,-9.2449e-06-7.3762e-05i,0.00036946+0.00032844i,0.00051918-0.00040338i,0.00034282-0.0008424i
-0.00089855+0.0012219i,0.0002646+0.0003303i,0.0011203+0.0011071i,0.0015298+0.00084541i,0.00075314-0.00073048i,-0.00090517-0.0011662i,-0.0013603-0.00063846i,-0.00050638-9.4788e-05i,-0.00013466+0.00046362i,2.3906e-05+0.00056983i,5.9387e-05+0.00068888i,-0.00021276+0.00042255i,-0.00025534-0.00013849i,-0.0001533+0.00016609i,-0.00033771+0.0013866i,-0.0011168+0.0014219i,-0.00096886+0.00046434i,-8.663e-05+0.00022718i,-0.00042677+0.00042558i,-0.00068137+1.2668e-05i,-0.0002794-8.2644e-05i,-0.00016049-5.7781e-05i,-8.8236e-05+0.00010474i
0.0014089+0.0018314i,0.0017752+0.0017574i,0.00299-0.0007185i,0.002873-0.0017006i,0.0014861-0.0011724i,7.5732e-05-0.00042847i,-0.00041576+0.00029669i,0.00027991+0.00049812i,0.00074356+0.00027333i,0.00054096+0.00038109i,-8.809e-05+0.00061176i,-0.00022546+0.00011683i,-0.00024925-0.00020093i,-0.00023216+1.765e-05i,0.00025404+0.00025953i,0.000442+4.5285e-06i,0.00087548-0.00062324i,0.0008092-0.00031033i,0.00028781+8.0622e-05i,4.4868e-05+0.00043432i,-0.00022097+0.000985i,-3.6875e-05+0.001278i,0.00029942+0.0010989i
-0.0019533+0.0012812i,-0.00017915+0.0011486i,0.001288+0.0018466i,0.0016492+0.0016057i,0.0015236+0.00015281i,0.00063766-0.00047521i,-2.9819e-05-0.0007304i,-0.00037073-0.0005223i,-0.0003832+0.00042818i,-0.00039106+0.00062183i,-0.00035121+9.3158e-05i,-0.00014369+0.00015774i,-0.00017278+0.00045685i,-0.00060482+0.00021459i,-0.00088253-0.00021621i,-6.6273e-05+0.00013113i,0.00048558+0.00027745i,0.00051166+0.00020004i,0.0005354+0.00062383i,0.0008147+0.00065013i,0.00038184+0.00020639i,-0.00044143+0.00023792i,-0.00040074-0.00011904i
0.0014135-0.0019523i,0.0010034-0.0020183i,0.00012338-0.002014i,-0.00052518-0.0015527i,-0.00043034-0.0010824i,-0.00018579+4.3143e-05i,-0.00038204+0.00086852i,-0.00038778+0.0010515i,-0.00054433+7.4748e-05i,0.00033596-0.00023551i,0.00025057+0.00071667i,-0.00095072+0.00091963i,-0.0003835+0.00040506i,0.00025828+0.00011757i,-0.00026963+0.00018452i,-0.00050224+0.00025069i,-6.8998e-05+0.00039763i,-6.5408e-05-0.00031051i,-0.00027722-0.0011739i,-0.00091933-0.00056716i,-0.0008873+0.00044654i,-1.3453e-05+0.00059686i,0.00040463+0.000702i
0.0012457-0.00010572i,0.0017109+2.9276e-05i,0.0017924-3.5644e-05i,0.00059822-0.0010102i,-0.0011096-0.0011176i,-0.0014154-0.00014694i,-0.00031365+0.0002818i,0.00034457-0.00011461i,0.00035352-0.00099507i,0.00054244-0.0011697i,0.00055391-0.00024021i,0.00083066+0.00073784i,0.00088815+0.0005839i,-5.3605e-05+0.00015341i,-0.0010851+0.00054499i,-0.00088958+0.00038244i,-0.0002596-0.00023128i,-3.4823e-05-0.00035969i,-0.00034449-0.00025011i,-0.00069297-0.000223i,-0.0010585-2.764e-05i,-0.00067208+0.00072337i,0.00012955+0.00089456i
-0.00086592-0.00039194i,0.0002082-0.00081241i,0.0013727-0.0011706i,0.0010229-0.00042683i,-7.9895e-05+0.00091332i,-0.00098884+0.0012246i,-0.0001536+0.00070264i,0.0003943+0.00072323i,-8.0829e-05+0.00039909i,-0.00029681+5.4068e-05i,-0.00076155-0.00057019i,-0.00025861-0.0012374i,0.00030647-0.0004078i,0.00025228+0.00011285i,-0.00015751-0.00028281i,0.00020775-0.00083022i,0.0012129-0.0004506i,0.0012471+0.00014758i,0.00030924+0.00021581i,-0.0003482+2.8661e-06i,-0.0004846-0.00028426i,-0.00015191-1.6345e-05i,4.8663e-05+0.00046186i
-0.00070655+0.00054572i,-0.00048309+0.0010183i,0.00042472+0.00036335i,0.0014563-0.000922i,0.00094743-0.0011158i,-2.3879e-05-0.00036344i,-0.00020369-0.00039447i,-3.8029e-05+3.2313e-05i,-0.00040988+0.00020344i,-0.00061894-0.00048734i,-3.0072e-05-5.5046e-05i,0.00031411+0.00052021i,0.00020346+0.00052728i,-0.00015867+0.00043129i,-0.00010421+0.00096762i,-0.00016992+0.0011665i,-9.1728e-05+0.00053571i,0.00012538+0.00043929i,0.00010185-4.7959e-05i,6.7481e-06-0.0004712i,0.00035707+4.9415e-05i,0.00010373+0.00052293i,-0.00022664+0.00059026i
-0.00077176+2.9758e-05i,-0.00018413+0.000482i,0.00038487+0.00031676i,0.0011235-8.3855e-05i,0.0010948+2.9546e-05i,0.00046279+0.00045587i,0.00021014+0.0012082i,-0.0001884+0.0010658i,-0.0010756-0.00038391i,-0.00098745-0.00057106i,-0.00042439-0.000102i,2.3121e-06-0.00016471i,-7.8662e-05-9.9508e-05i,-5.6096e-05+0.00015724i,0.0003596+0.00070844i,0.00024663+0.00037153i,-0.00037475-0.00016237i,-0.0012314-4.4855e-05i,-0.0012981+0.00038294i,-0.00064926+0.00061494i,-0.00016701+0.00018215i,-0.00013083+3.0424e-05i,-0.00038732-0.00021984i
-0.0010198-0.00093554i,-0.00086942-0.0011727i,0.00025408-0.0012038i,0.00070383-0.0014459i,0.00055191-0.0013998i,0.00034057-0.0013399i,-0.0002842-0.000647i,-0.00059635-0.00034781i,-0.0006096-0.00026102i,-0.00047641+0.000198i,7.3011e-05-0.00010413i,0.00035305+8.6658e-05i,-8.588e-05+0.0004448i,-0.00027368+0.00058125i,5.975e-06-0.00012354i,-0.0004079-0.00078075i,-0.00099649-0.00033211i,-0.00094038-0.00024883i,-0.00045811-0.00068562i,-0.00015047-0.00031286i,-0.00031149+0.00087494i,-0.00045405+0.0011522i,-5.1925e-05+0.0004275i
0.0013705-0.00055016i,0.00098505-0.0014009i,0.0013416-0.0029452i,-1.8118e-05-0.0030437i,-0.0016592-0.0014555i,-0.0024968+0.00097443i,-0.0023557+0.00095222i,-0.0013652-0.0002274i,-0.00038651-0.00058621i,0.00017011-0.00078699i,-0.00035175-0.00010402i,-0.00044078+0.0010694i,0.00037086+0.0014567i,5.7011e-05+0.00112i,-0.0004882+0.00052398i,-0.00017722+9.5103e-05i,-0.00070091-0.00021445i,-0.001059-0.00056831i,-0.00032647-0.00022044i,0.0003399-0.00048913i,0.00082377-0.0003853i,8.0871e-05+0.00030842i,-0.00012159-0.0001932i
0.0025147+0.00066977i,0.0026927-0.0010628i,0.0023308-0.0030227i,0.00073203-0.0031744i,-0.00063245-0.0026026i,-0.00078421-0.00049589i,0.00027841+0.00097218i,-3.9938e-05+8.6553e-05i,-0.00012782-0.00047254i,-0.00081198+0.00025809i,-0.0014818+0.00077791i,-5.0069e-05+0.00089229i,0.00040685+0.00080179i,-0.00061537+1.597e-05i,-0.0010759-0.0005563i,-0.00061005-0.00063944i,-0.00073514-0.00021947i,-0.00053956+0.0002655i,0.00039027+4.7901e-05i,0.0005519+0.00030857i,-5.7403e-05+0.00074216i,-0.00059533+0.00089849i,-0.00022479+0.0010708i
-0.0026592+0.0036556i,-0.0012894+0.0037864i,0.0012562+0.0039196i,0.0031623+0.0020998i,0.0026367-0.001007i,0.00043439-0.0020463i,-7.9082e-05-0.0010659i,-0.00024108+0.00024952i,-0.00070951+0.00089201i,-0.00031862+0.00032871i,0.00039545-6.9853e-05i,0.00036317-0.00036461i,-0.00016224-0.0009446i,-0.0001936-0.0016117i,-0.00028287-0.00094747i,-0.00017691+7.7161e-05i,2.1163e-05+0.00036284i,0.00013634-0.00020728i,0.00036195-0.00052378i,8.8064e-05+0.00046433i,3.7806e-05+0.00083856i,0.00033886+0.00027261i,0.00043961-1.9427e-05i
-0.00033515-0.0014596i,-5.1744e-05-0.0019062i,0.0009454-0.0019365i,0.00074349-0.0023934i,-0.00070495-0.0022271i,-0.0012293-0.00092237i,-0.0014696+2.2103e-05i,-0.0012914+0.0004256i,-0.0013236+0.00033527i,-0.0013319+0.00019588i,-0.0003996+0.00012692i,-0.00015828-3.0177e-05i,-0.00053972-0.00060132i,-1.7293e-05-0.00011336i,9.6204e-05+0.00086724i,0.00028405+0.001094i,0.0002145+0.0012199i,-0.00063308+0.00061827i,-0.00045673-0.00011998i,-1.4761e-05+0.00015642i,0.00028878+0.00095158i,0.00011938+0.00054273i,3.2143e-05+0.00051086i
0.00082257-0.0011947i,0.00044358-0.0015909i,0.0013162-0.0015149i,0.001192-0.0022894i,-0.00049592-0.0021075i,-0.00089119-0.00093942i,-0.00013908-0.00046508i,6.3111e-05-0.00078679i,0.00056723-0.00093651i,0.00042365-0.00025941i,-0.00023071+0.0001715i,-3.7164e-05+0.00066638i,0.0004642+0.00078552i,0.00056984+0.00050222i,0.00081094+0.00053576i,4.3073e-05+7.438e-05i,-0.00044504-0.00030586i,-1.6342e-06-0.00025063i,-0.00045196-0.00046008i,-0.0016213-0.00052144i,-0.001843-0.00024076i,-0.00076499-0.00048239i,-0.0002357-0.0010299i
