5.4704e-05+0.0018925i,-0.00064933+0.0019398i,-0.0017921+0.0017898i,-0.0011811+0.00087066i,0.0005217+0.00026142i,0.00044984+0.00024028i,7.2988e-05+0.0016737i,0.00035339+0.0022334i,0.00081249+0.0025449i,0.0012456+0.0018211i,0.0012709+3.0184e-05i,0.0012836-0.00039124i,8.3498e-06-0.00020454i,-0.0014424+8.3243e-05i,-0.0012462-0.00016616i,1.2898e-06-0.00018417i,0.00050324-0.00050476i,0.00014859-0.00085166i,7.642e-05-0.00023878i,-0.00019196-1.7765e-05i,0.00011057-7.0929e-05i,0.00072527-0.00015851i,5.549e-05-0.0002577i
-0.10068+0.12063i,-0.254+0.28481i,-0.37925+0.4373i,-0.32697+0.44221i,-0.16527+0.29854i,-0.052383+0.15882i,0.0090553+0.11245i,0.046551+0.087765i,0.043729+0.045205i,0.020361+0.018157i,0.0082075+0.0077041i,0.0048007-0.0035686i,0.0041381-0.013639i,0.0066756-0.014383i,0.0076718-0.0081032i,0.0065662-0.003262i,0.0059626-0.001969i,0.0059099-0.00033144i,0.0055421+0.0026729i,0.0046567+0.0034177i,0.0030381+0.0018733i,0.0027702+0.002632i,0.0040709+0.0068111i
0.13181-0.075719i,0.33057-0.16793i,0.50437-0.25308i,0.4663-0.26755i,0.2668-0.19957i,0.10817-0.12613i,0.03735-0.11191i,-0.0010386-0.10243i,-0.015646-0.059693i,-0.0085408-0.023382i,-0.0035496-0.0084184i,-0.0054165+0.0022381i,-0.0089486+0.010136i,-0.010857+0.0093579i,-0.010082+0.0039114i,-0.0084052-0.00046221i,-0.0068704-0.0031253i,-0.0053297-0.0047774i,-0.0040589-0.0057213i,-0.0039565-0.0047999i,-0.0036134-0.002564i,-0.0025147-0.0025759i,-0.001228-0.0070759i
-0.14081+0.022104i,-0.3538+0.028929i,-0.54496+0.028022i,-0.52255+0.041453i,-0.32442+0.054758i,-0.15581+0.05945i,-0.083339+0.083223i,-0.041954+0.09166i,-0.010495+0.058493i,-0.0011494+0.023877i,0.0011137+0.009469i,0.0069018+0.00049649i,0.013289-0.0050036i,0.016792-0.0038294i,0.013902-0.00048361i,0.0078458+0.002574i,0.0036451+0.0048869i,0.0016548+0.0057391i,0.0011944+0.0062475i,0.0011371+0.006177i,0.0026084+0.0056184i,0.0031003+0.0063419i,-0.0001397+0.0098129i
0.13724+0.02612i,0.32669+0.095441i,0.4934+0.1739i,0.4739+0.16567i,0.29822+0.082642i,0.1508+0.011107i,0.099467-0.036424i,0.070152-0.057227i,0.032225-0.041362i,0.008963-0.01671i,-0.0012285-0.0058065i,-0.0092561+4.9153e-05i,-0.015455+0.0030571i,-0.016406+0.00062807i,-0.0114-0.0011243i,-0.0053778-0.0019402i,-0.0012043-0.0040583i,0.0012846-0.0062976i,0.0023518-0.0073966i,0.0020774-0.0069974i,0.00041743-0.0054072i,0.00067688-0.0050614i,0.0056716-0.0070136i
-0.11172-0.065458i,-0.25355-0.1981i,-0.36841-0.33882i,-0.34934-0.33702i,-0.22778-0.20257i,-0.13013-0.082782i,-0.10205-0.02057i,-0.081879+0.0097847i,-0.042779+0.014341i,-0.013391+0.0079252i,-0.00020836+0.0053657i,0.0091297+0.003589i,0.016057+0.0028824i,0.016407+0.0049108i,0.010971+0.00478i,0.0033044+0.0028322i,-0.0029196+0.0030144i,-0.0058524+0.0040132i,-0.0057017+0.0041789i,-0.0035767+0.0041635i,-0.0014751+0.0042317i,-0.0016165+0.0044505i,-0.0067687+0.0050289i
0.075462+0.094906i,0.14773+0.26113i,0.1884+0.43039i,0.16304+0.42631i,0.10467+0.26448i,0.068589+0.12593i,0.073998+0.067787i,0.074147+0.035686i,0.043469+0.011984i,0.013486+0.0038085i,0.00018348+0.00066103i,-0.0078882-0.0029548i,-0.013798-0.0065268i,-0.013752-0.0083005i,-0.0090735-0.0049413i,-0.0028659+0.00023344i,0.002705+0.0023007i,0.0055749+0.0009055i,0.0051664-0.0016659i,0.0027984-0.0029162i,0.0005926-0.0032665i,0.0015333-0.0025214i,0.0071471-0.0010046i
-0.031723-0.10852i,-0.033977-0.28269i,-0.0030375-0.44616i,0.024007-0.43197i,0.012507-0.2709i,-0.015224-0.14222i,-0.04408-0.097192i,-0.054606-0.068708i,-0.036113-0.032582i,-0.011874-0.0096065i,9.3854e-05-0.00037335i,0.006529+0.0051323i,0.011493+0.0091138i,0.011593+0.010163i,0.0089743+0.0068587i,0.0052891+9.8733e-05i,0.0013223-0.0036316i,-0.0021676-0.0028789i,-0.0035458-0.00075251i,-0.0025855+0.0014582i,-0.0019772+0.0031944i,-0.0035725+0.0025951i,-0.0074802-0.0010707i
-0.011418+0.10248i,-0.073245+0.25241i,-0.16723+0.38126i,-0.19454+0.35641i,-0.12606+0.21965i,-0.048511+0.12265i,0.00044566+0.099742i,0.023837+0.080079i,0.021325+0.040915i,0.0084008+0.014068i,0.00061763+0.0036777i,-0.0043777-0.0040087i,-0.0079392-0.0092264i,-0.0070729-0.010024i,-0.0053262-0.0076626i,-0.0056691-0.0016671i,-0.004885+0.0035988i,-0.00069582+0.0034774i,0.002345+0.0017714i,0.0027751-0.00017527i,0.0024268-0.0010498i,0.0030076+0.0014786i,0.0051412+0.0062114i
0.042767-0.087105i,0.15056-0.19451i,0.28105-0.26737i,0.29781-0.22894i,0.18607-0.13612i,0.079854-0.086223i,0.030077-0.085456i,0.005473-0.07573i,-0.004794-0.040059i,-0.0031394-0.010136i,0.00042696+0.0021564i,0.0030595+0.0077979i,0.00314+0.010383i,0.0011125+0.0095255i,0.0011427+0.0075192i,0.0035736+0.0035705i,0.00512-0.0012653i,0.0035129-0.0031637i,0.0007737-0.0024418i,-0.0010024-0.0013686i,-0.001095-0.0016255i,-0.00040698-0.0037979i,-0.00058107-0.006939i
-0.069046+0.056315i,-0.20178+0.10755i,-0.34328+0.11694i,-0.34618+0.072576i,-0.21699+0.034649i,-0.1072+0.034579i,-0.063386+0.053406i,-0.0365+0.05354i,-0.013051+0.028383i,-0.002234+0.0063391i,0.00040458-0.0022565i,0.00040583-0.0071011i,0.0013683-0.0097344i,0.0043417-0.0090243i,0.0042858-0.0083735i,-1.3845e-05-0.0067225i,-0.0036593-0.0030511i,-0.0030902-0.00014618i,-0.00094133+0.00053416i,0.00053856+0.00028964i,0.00024697+0.0011182i,-0.00089436+0.0036667i,-0.0018263+0.0070823i
0.078867-0.026783i,0.20764-0.022273i,0.32958+0.02376i,0.31346+0.06649i,0.18707+0.051986i,0.095048+0.011655i,0.070475-0.017897i,0.053481-0.026368i,0.025786-0.014827i,0.0072456-0.0010118i,0.0010471+0.0050887i,-0.0014782+0.0079469i,-0.004522+0.0094359i,-0.0070013+0.0078155i,-0.0070045+0.0062416i,-0.0037139+0.0065573i,0.0010424+0.0055708i,0.0017307+0.0023606i,-0.00057384+7.6719e-05i,-0.0022742+0.00015135i,-0.0024399+0.0002327i,-4.3424e-05-0.0014717i,0.0039761-0.0040852i
-0.075178-0.0080181i,-0.18456-0.061822i,-0.27051-0.14975i,-0.23893-0.18284i,-0.13966-0.12247i,-0.083222-0.05165i,-0.074972-0.016827i,-0.060832-0.0027307i,-0.031408+9.3074e-06i,-0.0098668-0.0025968i,-0.00099971-0.0037718i,0.0040884-0.0050327i,0.0083803-0.0053712i,0.011425-0.0034075i,0.012135-0.002981i,0.0082304-0.005293i,0.0029602-0.0061251i,0.00047342-0.0033962i,0.00028071-0.0011509i,0.0018043+0.00033785i,0.0019578+0.0018218i,-0.0014446+0.0029491i,-0.0054676+0.0043041i
0.059707+0.028875i,0.13149+0.1146i,0.16657+0.22306i,0.12115+0.24116i,0.057507+0.15297i,0.040183+0.072866i,0.052186+0.041518i,0.049556+0.024564i,0.027166+0.011226i,0.0076454+0.0062472i,-0.00059005+0.0059019i,-0.0055249+0.0066664i,-0.0089005+0.0048811i,-0.010614+0.00065248i,-0.011801-0.0010164i,-0.0099563+0.0014815i,-0.0055708+0.0032721i,-0.0023634+0.002003i,-0.0014432+0.00031476i,-0.0020732-6.47e-05i,-0.0013158+0.00050971i,0.0019596+0.00036941i,0.0057625-0.00087197i
-0.041496-0.048996i,-0.071683-0.14959i,-0.05965-0.25447i,-0.013007-0.2516i,0.0044059-0.15296i,-0.013799-0.079873i,-0.032654-0.058127i,-0.032579-0.042155i,-0.01736-0.020576i,-0.0040089-0.0075319i,0.0028822-0.0045143i,0.008119-0.0029107i,0.010494-0.00079725i,0.0098529+0.0023895i,0.0091436+0.0042236i,0.0088335+0.0019718i,0.006982+0.00057343i,0.0041136+0.00098232i,0.0024348+0.0010573i,0.0026378+0.00095696i,0.0021803+0.00036955i,-0.00072675-0.00071942i,-0.0045745-0.0013998i
0.02077+0.056066i,0.010501+0.14936i,-0.041644+0.2303i,-0.08526+0.20803i,-0.065801+0.11857i,-0.023213+0.066586i,0.004443+0.05995i,0.013772+0.049307i,0.0081839+0.025073i,8.4728e-05+0.0090924i,-0.0046231+0.0052011i,-0.0080812+0.0033322i,-0.0088652+0.00053486i,-0.0060817-0.0034789i,-0.0041699-0.0068506i,-0.0053642-0.0075519i,-0.0053987-0.0063291i,-0.0031805-0.0043425i,-0.0023584-0.0031008i,-0.0025168-0.0029485i,-0.0024471-0.0018852i,-0.0018067+0.00089725i,0.00080984+0.0035006i
0.00014141-0.058931i,0.040397-0.13433i,0.11295-0.18327i,0.14151-0.1451i,0.091537-0.076311i,0.035387-0.051376i,0.011538-0.055967i,0.0043131-0.049171i,0.0024982-0.026626i,0.0045214-0.009014i,0.0069125-0.0030894i,0.0082876-0.00023185i,0.0075814+0.0022524i,0.0028137+0.0042413i,3.5934e-05+0.0073856i,0.001197+0.0091068i,0.0018082+0.0069723i,0.0010085+0.0044462i,-0.00038818+0.0036918i,2.9922e-05+0.0032138i,0.0010985+0.0023433i,0.00046669+0.00080607i,-0.00062999-0.0013508i
-0.015734+0.049355i,-0.075512+0.097168i,-0.1561+0.10915i,-0.17084+0.063158i,-0.1071+0.022392i,-0.052099+0.023172i,-0.032801+0.036989i,-0.021312+0.035287i,-0.010599+0.01939i,-0.0061726+0.0068021i,-0.0062341+0.0020664i,-0.0068942-0.0016199i,-0.0044322-0.0031915i,0.001069-0.002868i,0.0055082-0.0047176i,0.00527-0.0063865i,0.0031852-0.0051314i,0.002334-0.0032174i,0.0012067-0.0028487i,-0.0004375-0.0029604i,-0.00099312-0.0018671i,-0.00057577+0.0013386i,-0.00051489+0.0045911i
0.031071-0.031934i,0.098351-0.052632i,0.16965-0.032908i,0.16314+0.0097601i,0.090915+0.016545i,0.043227-0.0037043i,0.034103-0.016736i,0.027028-0.015654i,0.014591-0.007201i,0.006766-0.0017609i,0.0051686+0.000944i,0.0050207+0.0048067i,0.0021592+0.0063325i,-0.0031517+0.0032065i,-0.0073106+0.0016586i,-0.0081579+0.0026275i,-0.0071757+0.0010505i,-0.005285-0.00065728i,-0.0029272+0.00078519i,-0.00069086+0.0021232i,0.00088125+0.0019399i,0.0018582+0.00096746i,0.0029925-0.0012587i
-0.033+0.017418i,-0.094763+0.0061454i,-0.14823-0.039149i,-0.12967-0.073245i,-0.070628-0.052976i,-0.042696-0.01969i,-0.04032-0.0052964i,-0.031801-0.0022215i,-0.016433-0.0023501i,-0.0062471-0.0019474i,-0.0029594-0.0024744i,-0.001748-0.0050425i,-8.528e-05-0.0051776i,0.0031279+0.00063597i,0.0064094+0.0047874i,0.0068266+0.0030798i,0.0049177+0.0026318i,0.0028479+0.0033288i,0.0022485+0.0011978i,0.0022199-0.0010595i,0.001083-0.0019694i,-0.00062506-0.0014438i,-0.0019758+0.00070553i
0.029716-0.0018875i,0.075585+0.027015i,0.10162+0.083055i,0.073684+0.1043i,0.033872+0.065687i,0.024777+0.027138i,0.031053+0.016802i,0.0281+0.014748i,0.015137+0.010005i,0.0064795+0.005937i,0.0040937+0.005336i,0.0007002+0.0077176i,-0.0021436+0.0070196i,-0.0026269+0.00040459i,-0.0032628-0.0052948i,-0.0036676-0.0062274i,-0.0028325-0.0059372i,-0.0016625-0.005025i,-0.0020322-0.0021375i,-0.0023256+0.00068307i,-0.0020404+0.0018019i,-0.0015393+0.0016839i,0.00019167+0.00077722i
-0.025217-0.0098614i,-0.052689-0.051125i,-0.054524-0.10674i,-0.024144-0.11464i,-0.0078322-0.069003i,-0.017429-0.034866i,-0.027047-0.027767i,-0.023092-0.02339i,-0.011924-0.013906i,-0.0046041-0.0051484i,-0.0018545-0.0032975i,0.0013221-0.0058446i,0.0032537-0.0053626i,0.0019139-0.00016931i,-5.837e-05+0.0059867i,-0.00041287+0.0078626i,-0.00055749+0.0062352i,-0.0010051+0.0040815i,0.00015569+0.0018003i,0.0013572+0.0003116i,0.0013717+5.9677e-05i,-0.00016179+0.00074936i,-0.0017362+0.00075077i
0.019467+0.018222i,0.02628+0.059974i,0.008121+0.10422i,-0.022892+0.096123i,-0.024758+0.050403i,-0.0061406+0.028329i,0.0071516+0.030092i,0.010293+0.026724i,0.0072948+0.01445i,0.003655+0.0057114i,0.0008191+0.0044816i,-0.0030459+0.005621i,-0.0043533+0.0052641i,6.4927e-05+0.0015395i,0.0045839-0.0034611i,0.0052095-0.0048701i,0.0048971-0.0032844i,0.0039559-0.0020368i,0.001063-0.0013913i,-0.0014739-0.00015009i,-0.0016921+0.0010623i,-0.00065469+0.0011479i,0.0012129+0.0015996i
-0.0064796-0.020495i,0.0038242-0.06049i,0.036063-0.092742i,0.056753-0.074681i,0.036907-0.037839i,0.01059-0.026973i,0.0017174-0.029722i,0.0014311-0.025368i,0.0013798-0.013773i,0.00018113-0.0047287i,0.00092823-0.0025989i,0.0043174-0.002558i,0.0049319-0.0022649i,1.4926e-05-0.0024366i,-0.0056063-0.001398i,-0.0071066-0.00017116i,-0.0067789-0.0014614i,-0.0055684-0.002302i,-0.0025938-0.00013487i,-0.00013346+0.00091163i,0.0012569-0.00016879i,0.0011601-0.0011647i,-0.0008538-0.0012092i
-0.0024724+0.020284i,-0.025383+0.047551i,-0.06233+0.060308i,-0.073586+0.035926i,-0.046624+0.011314i,-0.023508+0.012861i,-0.016037+0.020563i,-0.012197+0.018286i,-0.0071559+0.010012i,-0.0020134+0.0045041i,-0.00085069+0.0034536i,-0.0039629+0.0022043i,-0.0058245+0.0024341i,-0.0010816+0.0047729i,0.005205+0.0051808i,0.0059612+0.0045512i,0.0046986+0.0047744i,0.0040168+0.0047279i,0.0010416+0.0022987i,-0.0014903-0.00015137i,-0.0015416+0.0002278i,-0.00057357+0.0011976i,0.0010608+0.0019537i
0.0091806-0.016484i,0.036963-0.032773i,0.070651-0.029384i,0.069686-0.0063427i,0.034731+0.0023146i,0.013134-0.0067376i,0.01203-0.012404i,0.010683-0.0095833i,0.0043233-0.0046752i,-0.00040117-0.0019966i,-0.00058242-0.0010209i,0.0026222+0.00063443i,0.0045931+0.00026552i,0.0016673-0.0035059i,-0.0021181-0.0065933i,-0.0035411-0.0069673i,-0.0030302-0.0061515i,-0.0016263-0.0049644i,-0.00055019-0.0023292i,0.00035145-0.00078075i,0.00016086-0.00056551i,-0.00058338+6.9556e-05i,-0.00090617-0.00038188i
-0.01288+0.011914i,-0.040768+0.015052i,-0.06738-0.0010481i,-0.059566-0.022828i,-0.030423-0.018547i,-0.01767-0.0023819i,-0.017378+0.0031357i,-0.012504+0.0019055i,-0.0042819+0.00034511i,0.00096965+0.00089039i,0.0019497+0.00089087i,-0.00056909-0.0018014i,-0.0031297-0.0021127i,-0.0022571+0.0032274i,-0.00051844+0.0082224i,0.00012709+0.0086516i,-0.0011784+0.0072861i,-0.0028131+0.0053885i,-0.0017445+0.0024615i,-0.00062126-0.00013781i,-0.00064458+0.00015741i,-0.00036794+0.0014205i,-0.00040711+0.0015585i
0.013922-0.0068334i,0.037833+1.9851e-05i,0.051502+0.023536i,0.036494+0.038639i,0.014278+0.024319i,0.0089198+0.0068571i,0.011525+0.0038014i,0.0096981+0.0045565i,0.0032153+0.0027524i,-0.0016716+0.0016264i,-0.0029333+0.0018946i,-0.0026202+0.0045556i,-0.00056645+0.0042311i,0.0015539-0.00079653i,0.0028697-0.0055554i,0.0030315-0.0068383i,0.0031635-0.0043718i,0.0035778-0.0026707i,0.0024933-0.0015502i,0.0014795+1.6691e-05i,0.001641+0.00076761i,0.0017197+0.0007555i,0.001691-1.4057e-05i
-0.012709-0.0063514i,-0.031398-0.020349i,-0.038846-0.045162i,-0.023603-0.049773i,-0.01163-0.02806i,-0.013414-0.013076i,-0.015536-0.012267i,-0.011441-0.012266i,-0.0047718-0.0062805i,-0.00082899+0.00035807i,0.0015535+0.0014335i,0.0025911-0.0017952i,0.0019932-0.0042954i,-0.00040559-0.0021252i,-0.0037481+0.0019005i,-0.0045201+0.0035145i,-0.0039958+0.001786i,-0.0038172-0.00030609i,-0.002754-0.00098441i,-0.0014109-0.0012352i,-0.00090332-0.00090987i,-0.00074983-0.00046983i,-0.0010038-0.00028796i
0.01341+0.0037568i,0.021036+0.018386i,0.013922+0.039173i,-0.0040942+0.039395i,-0.0087099+0.020408i,-0.0020485+0.01099i,0.0039921+0.013045i,0.0056739+0.012254i,0.0027643+0.0062434i,0.00010145+0.00088382i,-0.00066631+0.00012915i,-0.0020559+0.0030316i,-0.0024635+0.0056783i,0.0010652+0.0046191i,0.0053768+0.0012467i,0.0054626+2.7148e-05i,0.0029497+0.0013402i,0.0019845+0.0013693i,0.0017804+0.00093889i,0.00023121+0.00075176i,-0.00054811+0.00019304i,0.00049696-7.1071e-05i,0.0016536-0.00013108i
-0.0097085-0.0060744i,-0.0093442-0.022263i,0.0041835-0.038603i,0.016401-0.032122i,0.010035-0.014501i,-0.00084204-0.009422i,-0.0029898-0.011845i,-0.0014601-0.010068i,-0.00085961-0.0036986i,-0.00096257+0.0017318i,5.7926e-05+0.0035718i,0.0031181+8.2541e-05i,0.0042068-0.0040876i,0.00022952-0.0046021i,-0.0044662-0.0035962i,-0.0051034-0.0033652i,-0.0022256-0.003873i,-0.0012472-0.0035447i,-0.0016342-0.0025778i,-0.00089672-0.0014298i,-0.001249-0.00086058i,-0.0023266-0.00053616i,-0.001843-0.00026828i
0.0014933+0.0076228i,-0.0052058+0.019665i,-0.021357+0.028507i,-0.029237+0.019143i,-0.018006+0.0053092i,-0.0072386+0.0030042i,-0.0046798+0.0060204i,-0.0037573+0.0054107i,-0.0010982+0.0016862i,0.0017628-0.0011513i,0.0018574-0.0032448i,-0.0010925-0.0030875i,-0.0040836+0.00058541i,-0.0024247+0.0044824i,0.0016719+0.0061693i,0.0022678+0.0056859i,-0.00014821+0.0034602i,-0.00046905+0.0017841i,0.00065065+0.0020859i,0.0010229+0.0019956i,0.00063383+0.0016865i,0.00018093+0.0015388i,-8.6326e-05+0.0012736i
0.0020256-0.0073315i,0.011475-0.017325i,0.026223-0.019574i,0.025786-0.0080542i,0.0099827-0.0018583i,0.0014512-0.004936i,0.0027466-0.0068157i,0.0027092-0.0049125i,-0.00040695-0.0012805i,-0.0030232+0.0027864i,-0.0026097+0.0060888i,0.0012079+0.0064864i,0.0050226+0.0032551i,0.004876-0.0011812i,0.0021009-0.0044672i,-9.6715e-05-0.0046674i,0.00025091-0.0029431i,0.0012683-0.0025591i,0.00097117-0.0020482i,8.8101e-05-0.00093587i,-9.4367e-05-0.00051174i,-0.00038896-0.00028204i,0.00028326-0.00022745i
-0.0056711+0.0040539i,-0.017252+0.007i,-0.029159+0.0023225i,-0.026005-0.0063448i,-0.014006-0.0057492i,-0.0087309+0.00026275i,-0.008023+0.0034045i,-0.0047523+0.002663i,0.00085179-0.00017473i,0.0040009-0.0024388i,0.0037154-0.0042804i,0.0010981-0.0060102i,-0.0023625-0.0054555i,-0.0034908-0.00078145i,-0.0021023+0.0046916i,-0.00049114+0.0046526i,0.00030357+0.0017497i,-0.0004839+0.00097363i,-0.00097502+0.00084399i,0.00022273+0.00078451i,0.00097497+0.0009914i,0.0012667+0.00032436i,0.0016381-0.00039181i
0.0074171-0.0039269i,0.016344-0.0048595i,0.023446+0.0011669i,0.016577+0.0079292i,0.0041961+0.0041068i,0.0006347-0.0011923i,0.0023695-0.0010178i,0.0017464+0.0011511i,-0.0020849+0.0027137i,-0.0044444+0.0037253i,-0.0042686+0.005241i,-0.0023932+0.007409i,0.00045771+0.0076855i,0.002757+0.0041558i,0.0035724-0.00025236i,0.0022317-0.0019264i,0.00065612-0.0010054i,0.00047415-0.00029266i,0.00082943-0.00093151i,0.00089222-0.00098215i,0.00065441-0.00041318i,3.6988e-05-0.00037084i,-0.0004784-8.8952e-06i
-0.0063246-1.7386e-05i,-0.015335-0.0039539i,-0.020069-0.012864i,-0.01387-0.017848i,-0.0077656-0.01091i,-0.0086882-0.004264i,-0.0083831-0.0050806i,-0.0039274-0.0065064i,-0.00019482-0.0049773i,0.0022576-0.0027959i,0.0046706-0.0023584i,0.0041674-0.0054282i,0.0015235-0.0074954i,-0.0014003-0.0050592i,-0.003243-0.0020026i,-0.0024884+0.00054161i,-0.00060643+0.0015875i,0.00053225+0.0011443i,-0.00037815+0.0007656i,-0.0012243+0.0010039i,-0.0010376+0.0015456i,-0.00063574+0.0010957i,0.00013222+0.00039824i
0.0082219-0.00056293i,0.012788+0.0040162i,0.010893+0.013276i,0.0030553+0.013856i,-0.00036203+0.0047449i,0.0017587+0.0022564i,0.0040876+0.0057652i,0.0038819+0.0075167i,0.0010946+0.0055861i,-0.0017991+0.0028215i,-0.0047739+0.0027676i,-0.0058673+0.005756i,-0.0039775+0.0082599i,-0.00030987+0.0072772i,0.0027721+0.0046425i,0.0024723+0.0012561i,0.00013257-0.0014815i,-0.00078378-0.0021119i,0.00036224-0.0015547i,0.0016606-0.00089249i,0.001451-0.00056575i,0.00068525+0.00045671i,-2.0026e-06+0.0012337i
-0.0041252+0.0010427i,-0.0045242-0.0061807i,-0.00022109-0.014781i,0.0033494-0.014341i,-0.00080361-0.0081561i,-0.0063052-0.0063541i,-0.0066432-0.007156i,-0.0049525-0.0066639i,-0.0023336-0.0031303i,0.0013914+0.0014799i,0.0056292+0.002569i,0.0077467-0.00099164i,0.0069807-0.00437i,0.0039395-0.0038335i,0.00069895-0.0022205i,-0.0015965-0.00085519i,-0.0024971+0.0011114i,-0.0019016+0.0011376i,-0.0011538-8.0309e-05i,-0.0011102+0.00025817i,-0.0013012+0.00095895i,-0.0005461+0.00078618i,0.00064458+0.00065209i
0.0024763-8.3642e-05i,0.002101+0.0043291i,-0.00325+0.0076877i,-0.0070056+0.0056693i,-0.0048531+0.0013349i,-0.0016065+0.00022212i,0.00027903+0.0015726i,0.0016125+0.0015449i,0.00018787+0.0001938i,-0.0030406-0.0023217i,-0.00549-0.0035566i,-0.0077981-0.0011151i,-0.0086843+0.0024795i,-0.0058753+0.0040324i,-0.0017612+0.0032762i,0.0010507+0.0015559i,0.002047-0.0007207i,0.0011094-0.0010507i,0.00079528+0.00061528i,0.0011914+0.0011334i,0.00039113+0.00055373i,-0.00039906+0.00072264i,-0.0010224+0.00039079i
-0.002166-0.0021861i,-0.0010866-0.0055297i,0.0046917-0.0078643i,0.0068465-0.0050137i,0.0013512-0.0023378i,-0.002575-0.0020126i,-0.0017515-0.00087362i,-0.00071634+0.0014358i,-7.1019e-05+0.004347i,0.0018464+0.0067638i,0.0053501+0.0077584i,0.0087576+0.0059567i,0.0097834+0.0024872i,0.0077387-0.00044588i,0.0040404-0.0022281i,-0.00021366-0.0025271i,-0.0031434-0.0015095i,-0.0026571-0.00026938i,-0.0017591-0.00027439i,-0.0016989-0.00087161i,-0.0019547-0.00038339i,-0.0021052+0.0006843i,-0.00097284+0.0019443i
-0.00096172-0.0015152i,-0.0042345+0.00015649i,-0.009522+0.00013769i,-0.0089921-0.0019783i,-0.0055624-0.002515i,-0.0046338-0.002714i,-0.0052655-0.0025756i,-0.004552-0.0033097i,-0.0033978-0.0045951i,-0.0034253-0.0052368i,-0.0045623-0.0066283i,-0.0066504-0.0076104i,-0.00786-0.0051769i,-0.0068616-0.002169i,-0.0043805+0.00026109i,-0.0022559+0.0018706i,6.0946e-05+0.0016264i,0.0017841+0.0013869i,0.001967+0.0021003i,0.0012095+0.00151i,0.00068105+0.0006554i,0.00081577+0.00095282i,0.0013654-6.5886e-05i
-0.0016098+0.0024504i,0.0036051+0.0028617i,0.0081282+0.0037828i,0.0055497+0.0024498i,0.00065338-0.00039415i,-0.00073507-0.0022224i,0.001143-0.00057294i,0.002569+0.0025537i,0.0016913+0.0037498i,0.0013052+0.0057303i,0.0033782+0.0096443i,0.0057855+0.010869i,0.0062968+0.0084873i,0.0046223+0.0050906i,0.0025305+0.0015142i,0.0010101-0.0023492i,-0.00066546-0.0044171i,-0.0021245-0.0042128i,-0.0014244-0.0031879i,-0.0015433-0.0021306i,-0.0028782-0.0014697i,-0.0032458+0.00023326i,-0.0025426+0.0018941i
-0.0010007-0.0033597i,-0.005481-0.0077808i,-0.0095421-0.01064i,-0.0075519-0.0085584i,-0.0037879-0.0046357i,-0.0041771-0.0022998i,-0.0056559-0.0010927i,-0.0042523-0.0016959i,-0.0017753-0.0034101i,-0.00018724-0.0052607i,0.00023784-0.0082631i,-3.7029e-05-0.0099492i,-0.00085123-0.008654i,-0.0013583-0.0062774i,-0.0020973-0.0027967i,-0.0027209+0.00035621i,-0.0021932+0.0027825i,-0.00076093+0.0033159i,-0.00028514+0.002259i,5.5158e-05+0.0016765i,0.0011384+0.0017814i,0.0021845+0.001472i,0.0016357+0.00085152i
0.0046742+0.0028396i,0.0077636+0.0041084i,0.0087588+0.0063243i,0.0040874+0.0050448i,-0.00091104+0.0011083i,-0.0019922-0.00032323i,-0.00056028+0.00053852i,0.0014446+0.0014189i,0.00137+0.0018572i,-0.00094048+0.004267i,-0.0024197+0.0085043i,-0.0013481+0.010513i,-0.0006764+0.0094833i,-0.00085843+0.0068814i,0.00039122+0.0042519i,0.0024377+0.0010192i,0.002885-0.0017487i,0.0018483-0.0023963i,0.0011964-0.0017451i,0.00075161-0.001587i,9.9878e-05-0.001977i,-0.00070721-0.00066761i,-0.0014289+0.00048878i
-0.006867-0.0037667i,-0.0098071-0.0083503i,-0.0077313-0.011596i,-0.0024451-0.0098795i,-0.0021403-0.0058963i,-0.00443-0.0040553i,-0.0038591-0.0030833i,-0.0017658-0.0028741i,0.00016352-0.0028452i,0.0025496-0.003367i,0.0049944-0.005707i,0.0056295-0.0076027i,0.0037958-0.0069133i,0.0021696-0.0050978i,0.00055139-0.0037158i,-0.0019517-0.002554i,-0.0023773-0.00061716i,-0.0020294+0.00035489i,-0.0014924-0.00051704i,-0.0013682-0.00030691i,-0.0015583+0.0012732i,-0.00058036+0.0025639i,0.00048959+0.0026618i
0.0024349+0.0028163i,0.0037175+0.0059892i,0.0010554+0.0083608i,-0.0028343+0.0067073i,-0.0030922+0.0036667i,-0.0017909+0.0015669i,-0.00077302+0.0014108i,6.9381e-05+0.0020184i,-0.0018616+0.0032565i,-0.0044946+0.0054496i,-0.0064695+0.0070867i,-0.0075605+0.0066883i,-0.0075541+0.0048584i,-0.006288+0.002957i,-0.0038249+0.0022277i,-0.00070379+0.0023496i,0.00099355+0.0016641i,0.0011372+0.00069411i,0.0016835-0.000264i,0.0019216-0.0011689i,0.001545-0.0021276i,0.00043073-0.0029213i,-0.00054473-0.0025025i
