5.4704e-05+0.0018925i,-0.00064933+0.0019398i,-0.0017921+0.0017898i,-0.0011811+0.00087066i,0.0005217+0.00026142i,0.00044984+0.00024028i,7.2988e-05+0.0016737i,0.00035339+0.0022334i,0.00081249+0.0025449i,0.0012456+0.0018211i,0.0012709+3.0184e-05i,0.0012836-0.00039124i,8.3498e-06-0.00020454i,-0.0014424+8.3243e-05i,-0.0012462-0.00016616i,1.2898e-06-0.00018417i,0.00050324-0.00050476i,0.00014859-0.00085166i,7.642e-05-0.00023878i,-0.00019196-1.7765e-05i,0.00011057-7.0929e-05i,0.00072527-0.00015851i,5.549e-05-0.0002577i
0.002235+0.0023058i,0.0023528+0.0021154i,0.0021139+0.00048319i,0.001626-0.0017666i,0.00089272-0.0027717i,0.00033205-0.0022175i,0.00064105-0.00079219i,0.0007748+6.0082e-05i,-0.00028831-0.00030058i,-0.0011818-0.00010166i,-0.00064806+4.6669e-05i,0.00013544+0.00034571i,0.00054983+0.00022004i,0.00048532+3.5849e-05i,0.00053269+3.1841e-05i,0.00056882-6.6008e-05i,0.00052449+0.00026165i,-0.00030048+0.00071598i,-0.00075309+0.00048115i,-0.00049636+0.00037026i,-8.0329e-05+0.00016364i,0.0013194+0.00078727i,0.0017573+0.0015547i
-0.00091195-0.002438i,4.958e-05-0.003059i,0.00016734-0.0028669i,-0.00057008-0.0020802i,-0.00013441-0.0020281i,0.00020701-0.001426i,-0.0004355-0.00041436i,-9.7392e-05+5.752e-06i,0.00051745-0.00011007i,0.0001587+3.3168e-05i,-0.00011504+3.2916e-05i,-0.00033848-0.00020209i,-0.00033504-0.00057486i,-0.00027623-0.00037422i,-0.00025672-0.00035996i,0.00018766-0.00062547i,0.00020025+0.00020239i,0.00026859+0.00042792i,0.00017639+0.00011514i,-0.00055112-0.00038594i,-0.0006945-0.00063856i,-0.00084876+0.00018614i,-0.00079005+0.0005219i
0.0013476-8.5518e-05i,0.0019149+0.00030586i,0.00025886-0.00087596i,-0.00097256-0.001272i,-0.00080713-0.000771i,0.00022127-0.00088489i,0.00015139-0.00089734i,-0.00026217-0.00026866i,-9.4153e-05+0.00028972i,-0.00044167+9.9707e-05i,-0.00076603+0.00026742i,-0.00068571+7.9613e-05i,-0.00029196-0.00093417i,0.00010158-0.0012273i,0.00058642-0.0008832i,0.00095477-0.00022759i,0.0005927-6.0193e-05i,4.4261e-05-0.00022697i,0.00046648-0.0010244i,0.00089378-0.0010004i,0.00055243+3.1742e-05i,0.00027577+0.00054524i,-0.00022285+0.00060966i
0.0010035-0.00035027i,0.00089974-0.0010122i,0.0010273-0.0017479i,0.00033226-0.0025623i,-0.0008346-0.003219i,-0.0010488-0.0029483i,-0.00067681-0.0023423i,-0.0003917-0.0013315i,-0.00032573-0.00038563i,-0.00039297+0.0002716i,0.00015242+0.00066924i,0.00075607+0.00089803i,-6.8282e-05+0.0006443i,-0.0006205-0.00041291i,0.00018504-6.3685e-06i,0.0001713+0.00061878i,0.00037096+0.00050363i,0.00071396+0.00068051i,0.00021283+0.00051348i,8.8491e-05-0.00068003i,0.00043221-0.00083867i,0.00050577-0.0001633i,0.00027711-0.0003189i
0.0014771+0.0013981i,0.0016646+0.00085505i,0.0012381+0.00019977i,0.0009527-0.00073889i,0.00072144-0.00151i,0.00066929-0.0016831i,0.00039603-0.00092198i,0.00043208+0.00027046i,0.00054677-0.00064316i,0.00069287-0.001555i,0.00064698-0.00089179i,8.18e-05-0.0002434i,-9.7626e-05-4.9411e-05i,-0.00055882-7.2288e-05i,-0.00052571+0.00020012i,0.00018953+2.4596e-07i,-3.138e-05+0.00016357i,-0.00035063+0.00033621i,0.00010344-0.00029835i,0.00059846-0.00070812i,0.00016009+0.00041962i,-0.00032256+0.0011782i,1.468e-05+0.00091359i
0.0016776-0.0001138i,0.0015183-0.00078975i,0.0015726-0.00073584i,0.0013562-0.0016929i,0.00022334-0.0024702i,-0.0013406-0.0023551i,-0.0012612-0.0020646i,-0.0002429-0.0013863i,0.00022581-0.00029793i,-0.00051659-0.00023337i,-0.00075475-0.0010739i,-0.00036192-0.0011726i,-0.00089319-0.00012927i,-0.00081865+0.00094549i,4.5937e-05+0.001447i,-0.00015438+0.0012532i,-1.3965e-05+0.00053058i,0.00084012+0.00039794i,0.00063034+0.0003727i,0.00029057-0.00035015i,-0.00061799-0.00051148i,-0.0012475-0.00036203i,-0.00086793-3.9403e-05i
0.0005156-0.0010334i,0.00047341-0.001531i,0.00010771-0.0018122i,-0.00051666-0.0010323i,-0.0014777-0.000999i,-0.0016495-0.0012081i,-0.0013533-0.00086349i,-0.0009399-0.00089689i,-0.00061962-0.00061573i,-0.00077491+0.00080572i,-0.00084932+0.0015118i,-0.00049017+0.00079305i,-0.00026568+5.5628e-05i,-0.00059012-0.00034149i,-0.00056106-0.00038414i,4.7601e-05-0.000466i,0.00071657-0.00038246i,0.0013935+8.659e-05i,0.0015795+4.8665e-05i,0.00059098-0.0005457i,-0.00027692-0.0006144i,-8.4287e-05-0.00055134i,-0.0003974-0.00030463i
-0.00089375+0.00025951i,-0.00089738-0.00092802i,0.00048397-0.00087058i,0.00075187-0.00041132i,0.00017408-0.00019482i,-0.00091981-0.00079254i,-0.0013032-0.0007804i,-0.00065164-0.00045456i,0.00042896-0.00048497i,0.00061797-0.00076955i,-0.00085239-0.0005528i,-0.0011369+8.2787e-06i,-0.00067174-0.00013497i,-0.0011916-0.00015929i,-0.0010448-0.00030514i,-0.0001688-0.0002079i,0.00030903+0.00012967i,0.0009519+0.00051928i,0.00097726-7.6877e-05i,-4.7109e-05-0.00081806i,-0.00054032-0.00051558i,-0.00030704-0.00042798i,-0.00031177-0.00047253i
0.0018117+0.00064507i,0.0016088-0.00041611i,0.001608-0.0015344i,0.00089193-0.0020408i,7.3753e-05-0.0025964i,-0.00024055-0.0023012i,-1.2284e-05-0.001612i,0.00041577-0.0008243i,0.0004084-0.00011586i,-0.00020285-4.6782e-05i,-0.00023432-0.0001425i,1.555e-05+4.5918e-05i,-2.272e-06+0.00027844i,0.0003204+0.00035832i,0.00088637-5.6144e-05i,0.00059166+0.0001005i,0.00012617+0.00021355i,0.00059808+0.00020325i,0.0009732+0.00024863i,0.00068344+0.00051773i,0.00017498+0.00051083i,-0.0001338+0.00069301i,-0.00053035+0.00084583i
9.4883e-05-0.0018632i,-0.00058344-0.0014435i,-0.00081143-0.00091621i,-0.00047238-0.00089326i,-0.00032571-0.0014313i,-0.00052927-0.001344i,-0.00040227-0.00044261i,-0.0002579-0.00063266i,0.00068253-0.0013267i,0.00058404-0.0011101i,-0.00043073-0.00070098i,-0.0005525+2.4107e-05i,-0.00025346+0.00036684i,0.00014202-0.00011482i,0.00085596+1.3684e-05i,0.00027314-7.1346e-05i,-1.8005e-05-2.3096e-05i,0.00023286+0.00021557i,0.00028566+0.00025335i,-0.0001606+0.00060695i,-0.00042937+0.00073369i,-0.00019015+0.00071384i,-0.00022271+0.00061661i
0.0017969+0.00083227i,0.00094351-0.0002428i,0.00070015-0.0016921i,0.00061185-0.001375i,-0.00031157-0.0015366i,-0.00057415-0.0021846i,-0.00094912-0.0013649i,-0.00092409+2.0618e-07i,-0.00041184+0.00065741i,-0.00028062+0.0010361i,-0.0008737+0.0012864i,-0.00080554+0.0007156i,0.00019351+0.00015148i,0.00080495+0.00022154i,-0.00015122-7.6348e-05i,-0.00075747-0.0005858i,-0.00040859-0.000702i,-0.0003279-0.00050125i,-9.2034e-05-9.3208e-05i,-0.00027234+0.00015068i,-0.00061553+0.00035104i,8.5004e-05+0.00047267i,0.00053909+0.00052418i
0.0014037+3.4952e-05i,0.0021976-0.0014025i,0.0018258-0.0017686i,0.00062857-0.0010809i,-0.00033254-0.0015421i,-8.4616e-05-0.0023478i,7.7314e-05-0.0010945i,-0.00025246+0.00010004i,0.00012133+9.905e-05i,6.5888e-05-0.00023706i,-0.00020859-0.00018551i,0.00032954+0.00023228i,0.00074354+0.00072367i,0.0009271+0.00077128i,0.0004908+0.00015085i,3.1828e-05+0.00010509i,0.00019373+5.7955e-05i,-1.4079e-05+0.00039906i,-6.9702e-06+0.00052206i,0.00040804-0.00043788i,0.00018288-0.00024178i,-0.00037964+0.00058829i,-0.00075361+0.00061104i
0.00076821+0.00090067i,0.00096405-0.00022345i,0.0010278-0.0011855i,0.0014452-0.0015731i,0.0016297-0.0018743i,0.0008435-0.0019565i,-7.7431e-05-0.0013048i,-0.0001768-0.00024011i,-7.1307e-05+0.00021618i,-0.00041292+0.00061031i,-0.0004976+0.00019514i,-0.00052361-0.00012142i,-0.00069448+0.00012459i,2.0579e-05+0.00095326i,0.00048408+0.0012306i,0.00018163+0.00056303i,7.1526e-05+0.00038514i,-0.0003638+0.00088124i,-0.00048365+0.000685i,-0.00093455+0.00093574i,-0.001266+0.0011444i,-0.00047102+0.00051342i,-0.00031789-3.2014e-05i
0.0012898+0.00033264i,0.0011195-0.0001793i,0.00048734-6.7407e-05i,-0.00025283-0.00064551i,-0.00019177-0.001272i,0.00012126-0.0015273i,-0.00017347-0.00099756i,-0.00039777+0.0001684i,-0.00019303+0.00064859i,-0.00035303+0.00036289i,-0.00032162+0.00047394i,-0.00031491+0.00063614i,-0.00020113-0.0005829i,3.7007e-05-0.0010907i,0.00019191-0.00036901i,0.00029665+0.00023158i,-0.00014165+6.2831e-05i,-0.00072142-0.00074975i,-0.00039365-0.0014505i,0.00039184-0.0013581i,0.00015541-0.0010542i,-0.00057349-0.0008685i,-0.00048592-0.00039357i
-0.0018149-0.00073456i,-0.0011904-0.0008077i,-0.00045136-0.001172i,-2.5359e-05-0.0012713i,0.00025095-0.00096266i,0.0002463-0.00096108i,1.2972e-06-0.00037071i,-0.00018424+0.00019591i,0.00028699-0.00077049i,0.00016362-0.0009979i,-4.8231e-05-0.00012592i,0.00040453+0.00024073i,0.00070818-0.00017189i,0.0007827-0.00014071i,0.00079374+0.00043868i,0.00075188+0.00024901i,0.00067523-0.00018666i,0.00027318-0.00042915i,-0.00010607-0.00082242i,0.00060869-0.00093516i,0.00090996-0.00048232i,0.00044784-0.00033317i,0.00020094-0.00046156i
-0.00066891+0.0015383i,0.00038439+0.00027632i,0.00049976-0.00037863i,0.00058823-0.00073335i,0.00057438-0.00090672i,-0.00034485-0.0012235i,-0.00053756-0.0013351i,1.3221e-05-0.0002611i,3.8853e-05+0.00052791i,-0.00043396+0.00013729i,-0.00049288-0.0002236i,-0.00029446-0.00015333i,-0.00086774+0.00050186i,-0.0011238+0.00053984i,-0.00066548+0.00011449i,-0.00060865+0.00035145i,-0.0007517+0.00055693i,-0.00077742+4.5053e-05i,0.00014719-0.00077439i,0.00011827-0.00065605i,-0.00090059+1.9283e-05i,-0.0011535-3.7187e-05i,-0.00080442-0.00033279i
-0.001805-0.00032916i,-0.0013562-0.00024671i,-0.00010529-4.424e-05i,0.00035641-0.00097196i,0.00042706-0.0021709i,0.00084288-0.0025067i,0.0004778-0.0016858i,2.7649e-05-0.00018085i,3.3227e-05+0.00089097i,0.00019026+0.0012062i,-0.00049843+0.00067785i,-0.0010478+8.7025e-05i,-0.0013225+0.00045529i,-0.0013956+0.00078051i,-0.00099339-7.5297e-05i,-0.00035499-0.00033229i,-0.00013874+0.00054951i,-0.00017476+4.034e-05i,-9.2276e-05-0.0014464i,-4.9668e-05-0.00079109i,-6.5983e-05-0.00023151i,-0.00048348-0.0004672i,-0.001168-7.8033e-05i
-0.00035131+0.00044001i,0.00031926-0.00079801i,0.00041622-0.0010209i,0.0014758-0.0013469i,0.0020172-0.0013252i,0.0012524-0.00088829i,-0.00020038-0.00070534i,-0.00041792-0.00038496i,-0.00026714+0.00043068i,-0.00085042+0.00041875i,-0.00099268+8.0014e-05i,0.00019266-0.00025116i,0.00021631+0.00023472i,-0.00072829+0.0011726i,-0.00023934+0.00083876i,-9.0479e-05-0.00021844i,-0.0002735-0.00011791i,-5.4787e-05+0.0005499i,-0.0010145+0.00064651i,-0.0010956+0.00018223i,-0.00062878-0.00027914i,0.00013568+8.9132e-05i,0.00049108+0.00071775i
-0.001092+0.00058422i,-0.0010179+0.00017153i,0.00013005-0.00022893i,0.00066388-0.0010321i,0.00080235-0.0019022i,0.0010779-0.0022114i,0.00097411-0.001577i,-0.00010356-0.00040915i,-0.00041537+0.0005194i,-0.00039954+0.00047392i,-6.4589e-05+0.00010308i,0.00027169+0.00020997i,-0.00092776+0.00025299i,-0.0014527+0.00017819i,0.00019595-0.00028387i,0.0011678-3.9284e-06i,0.00059448+0.00034348i,0.00061407+0.00014225i,0.00063004-0.00032739i,0.00054282-0.00039659i,0.00026971-0.00013692i,-0.0006349-7.9687e-05i,-0.00081446+0.00045002i
0.0005667+0.0011822i,0.00069734+0.00019737i,0.00088519-1.8984e-05i,0.00036753-0.00039443i,-0.00091526-0.0013162i,-0.001415-0.0016759i,-0.00076314-0.0003728i,-0.00050642+0.0013819i,-0.00040173+0.0010797i,-8.9625e-05-1.9909e-06i,-0.00019572-0.00074163i,0.00046538-0.00013757i,0.00084068+0.00010312i,0.00049436-0.00034849i,0.00024839+5.8977e-05i,-0.00035338+0.0003154i,-0.00061716-0.00061033i,-0.00018563-0.00083603i,0.00019464-0.00050152i,6.2356e-05-0.00037339i,-0.00023649+0.00018317i,-0.00026668+0.00070246i,-0.00045054+0.00065495i
0.00017796+0.0028419i,0.0012656+0.0039221i,0.0020458+0.0035733i,0.0021988+5.0259e-05i,0.0019889-0.0028217i,0.0011369-0.0020087i,-0.00018053-0.00054281i,-0.00047774+0.00020949i,0.00012611+9.4046e-05i,0.0002035-0.00023072i,-0.00013136-0.00024126i,-0.00065146-0.00053479i,7.7713e-05-0.0002837i,-3.5469e-05+0.00090686i,-0.00086005+0.0011718i,-0.00042984+6.9437e-05i,-9.4566e-05-0.00024907i,4.1724e-05+0.00019132i,-0.00013567+0.00018738i,-0.00011394-9.5861e-06i,-0.00063112+0.00039579i,-0.00080053+0.00036556i,-0.00018985-6.1537e-06i
0.00087096+0.00086377i,0.0017343-5.3949e-05i,0.0020586-0.0007536i,0.0017714-0.00099073i,0.0013845-0.0010577i,0.0010318-0.0019384i,0.0007773-0.0018734i,0.0010521-0.00051197i,0.00099097+0.00054102i,-6.9638e-05+0.00072757i,-0.00041949+9.7616e-05i,-9.5896e-05-0.00040108i,-0.00045052-0.00038543i,-0.00059895+4.7998e-05i,-0.00022414+6.6287e-05i,-0.00049888-0.00073328i,-0.00098841-0.0011675i,-0.00028687-0.0011171i,0.00023338-0.00090629i,-0.00018496-0.00044271i,-0.00083368+0.00024666i,-0.0010936+2.2904e-06i,-0.0006145-0.00023714i
-0.00066493+0.00073927i,-0.0011106+0.0013398i,-0.0010884+0.00027809i,-0.00028968-0.0010971i,0.00042138-0.0012183i,-8.8231e-05-0.0012905i,-0.00076421-0.00085634i,-0.00091355+8.7913e-05i,-0.0012357+0.00071644i,-0.0014431+0.00043769i,-0.0010429-8.3771e-05i,-0.00032679+0.00041211i,0.00016163+0.0013186i,0.00016624+0.00046189i,9.029e-05-0.00092696i,-0.00011043-0.0011296i,1.5022e-05-0.0002318i,0.00031956-0.00013073i,-9.2661e-05-0.00020587i,0.00034049+0.00012833i,0.0012191-0.00025984i,0.00071062-0.00057244i,0.00025806-0.00085335i
0.0021286-0.0013878i,0.0017302-0.0021417i,0.0015321-0.0026456i,0.00054795-0.0020134i,-0.0011505-0.0018087i,-0.0019241-0.0024489i,-0.0010599-0.001532i,0.00044588-0.00056689i,0.00084914-0.00036905i,0.00047361+4.4684e-06i,0.00017551+0.00057809i,0.000164+0.00096044i,0.00014144+0.00085933i,0.00042532+0.00056785i,0.00028096+0.00059653i,-7.8935e-05+0.00025661i,-0.00015248-0.00013885i,0.00043136-0.00030552i,0.0011165+0.00039437i,0.00028731+0.0003854i,-0.00065996-0.00015769i,-0.00040151-0.00012907i,-0.00013462+0.00038582i
0.00093032+6.3524e-05i,0.00025033+3.2536e-05i,-0.00020249-0.0010726i,-0.00038693-0.0011841i,-0.00026044-0.00088726i,0.00016696-0.00033947i,0.0010333-0.0001858i,0.0013945-6.2317e-05i,0.00060488+4.019e-05i,-0.00021901+2.0867e-05i,-0.00026528-0.00015981i,0.00019466+5.4475e-05i,0.00064609+0.00087078i,0.0011437+0.00083868i,0.0011955+0.00083091i,-6.2248e-05+0.001189i,-0.00039145+0.0010481i,0.00027032+0.00042314i,0.00036065-0.00038636i,-0.00022468-0.0004228i,-0.00051424+0.00023152i,-0.0006847+0.00049462i,-0.00094951+0.00041353i
-0.00032229-0.00057402i,0.0012477-0.0010894i,0.001955-0.00073401i,0.0018635-0.00079095i,0.0014383-0.0015747i,0.00046549-0.0018762i,-0.00071785-0.00059009i,-0.000796+0.00054636i,-0.00022291+7.7094e-05i,0.0001552-0.00054404i,-0.00041777-0.00039306i,-0.00043629-0.00033959i,-2.7211e-05-0.00023867i,-0.00043253+2.6605e-05i,-0.00047601+6.5045e-05i,-0.00034098+0.00084871i,2.9082e-05+0.00056752i,0.0002889-0.00036139i,0.00043451-5.2591e-05i,0.00014063+0.00013075i,-0.00013941+0.00028949i,-0.00014682+0.00036404i,-0.00015547-0.00019039i
0.0011413+0.00028336i,0.00155+1.3605e-05i,0.002089+0.0001202i,0.0021554-0.00082389i,0.0016618-0.0019524i,-9.6136e-06-0.002002i,-0.00041562-0.0013285i,0.00084449+1.5065e-05i,0.00081243+0.00042747i,0.00037959-8.2704e-05i,0.00020241+0.00020557i,0.00029806+0.00042228i,-0.00025747-8.2802e-06i,-0.00036081-1.2935e-05i,0.00066244+0.00075396i,0.00048062+0.00070634i,-0.00030314-0.00015845i,-0.00016003-0.00049451i,0.00041516-0.00038849i,0.0010072-0.00015306i,0.0010366-0.00036186i,0.00019228-0.00042486i,-0.00036308-0.00040879i
-0.00046326-0.0016872i,-0.0018127-0.0019829i,-0.0010299-0.0013466i,-0.00061676-0.0010707i,-0.00085681-0.0013527i,-0.0002242-0.0013878i,5.6664e-05-0.001359i,-0.00087876-0.00078982i,-0.00064555+9.0134e-05i,7.4639e-06+0.00052253i,-0.00014189+2.239e-05i,-0.00040455-0.00069584i,-0.00049065-0.00023825i,-5.0861e-05+0.00062976i,0.0004707+0.0011604i,9.3378e-05+0.00086733i,-0.00031512+0.00014138i,-3.2455e-05+0.00014268i,0.00034582+0.00058916i,0.00040794-4.5789e-05i,-5.1883e-05-0.00077751i,-0.00043118-0.0006907i,-0.00018865-5.4571e-05i
0.00037875+0.00038867i,0.0020086+0.0006037i,0.0016469+0.00057048i,0.00082258+0.00024304i,0.00029919-0.00031473i,-0.00021759-0.0003877i,-0.0003961+2.1632e-05i,-0.00027098+0.00010614i,0.00061068-0.00065913i,0.00082716-0.0012586i,0.00033558-0.00041663i,-0.00053737+3.3629e-05i,-0.0015131-0.0006914i,-0.0016146-0.0010565i,-0.00095307-0.00061546i,-0.00026842-0.00049388i,0.0001346-0.00051889i,0.00018471+0.00041764i,0.00022039+0.0016735i,-0.00059949+0.0015968i,-0.00096087+0.00074322i,-0.00053466-9.9835e-05i,-0.00026259-0.00049561i
-0.0019933-0.0012633i,-0.0015837-0.0024865i,-0.001989-0.0018573i,-0.0014446-0.00093187i,-0.0003254-0.0014675i,-7.5209e-05-0.0024386i,0.00020026-0.0015793i,0.00046101-4.6819e-05i,0.00058152+0.00066703i,0.00013846+0.00073913i,-0.00049032+0.00064737i,-0.00037455+0.00015486i,0.00038313-0.00011491i,0.0010259-0.00035447i,0.0004343-0.00087933i,0.00054921-0.00061094i,0.00096415+0.00028558i,0.00050069+0.00083617i,0.00044393+0.00045141i,0.00056309+0.00014917i,0.00037628+0.00029821i,0.00028761+0.00027426i,0.00023291+7.2294e-05i
0.00092586+5.4121e-05i,0.0010699+0.00070938i,-7.3203e-05+0.00072392i,-0.00057372-0.00054509i,-0.00020711-0.0016398i,-5.9741e-07-0.0014775i,-0.00042817-0.00066669i,-0.00098641-0.00037982i,-0.00069466+0.00013809i,-0.00058038+0.00056262i,-0.00023385+0.0010261i,0.00034062+0.00073912i,0.00049056+0.0001183i,0.00041413-0.00021095i,-5.8293e-06+6.3753e-05i,-0.00043123+0.00052001i,-1.4673e-06+0.00021391i,9.5506e-05-0.00015595i,-6.5401e-05-5.9978e-05i,0.00011943+8.6194e-05i,-0.00053501+2.3242e-05i,-0.00066871-5.6195e-05i,-0.00032403+0.00028511i
0.0017628+0.0006468i,0.0023498-0.00047529i,0.0028106-0.0013955i,0.0024845-0.0014644i,0.0016504-0.0019663i,0.00060365-0.0022048i,0.00037829-0.0019769i,0.0010433-0.00059832i,0.0013172+0.00018099i,0.00076631-0.00023831i,0.00027045-0.00011832i,0.00030823+0.00025011i,-9.5666e-05+0.00084234i,-0.0002643+0.0010219i,-3.375e-05+0.00080705i,-4.2159e-05+0.00041464i,-0.00029073-0.00043496i,0.00027915-0.000633i,0.00078327-0.00014657i,0.00029416-0.00025727i,-0.00022163-0.00021754i,-0.00045426+9.6179e-05i,-0.00057136+0.00089893i
0.00058461-0.00082399i,0.001394-0.001665i,0.0016787-0.0025284i,0.00084124-0.002536i,-0.00026545-0.002468i,-0.00037218-0.0020926i,-0.00030329-0.001166i,-0.00063181-0.00081961i,-0.00066374-0.00075298i,-0.00084987-0.00064573i,-0.0014506-0.00037666i,-0.00094685-0.00017949i,-0.00047695+0.00023612i,-0.00039429+0.00049363i,-0.00034042-0.00030193i,-0.00075127-0.00085971i,-0.00020899-0.00076617i,-2.6064e-05-0.00033764i,-0.00054276+0.0005105i,-0.00063332+5.3855e-05i,-0.00029245-0.00082686i,-0.00063444-0.00082211i,-0.00077774-0.00069484i
-0.00088155-0.00017872i,-0.00016446-0.00036076i,-0.00033583-0.0016975i,0.00038262-0.0019876i,0.00061281-0.0014205i,0.00034122-0.00075352i,0.00042687-0.00051343i,6.6558e-05-0.00063512i,-0.00040877+5.725e-05i,-0.0010593-0.00026295i,-0.00090842-4.6183e-05i,-0.00039899+5.9952e-05i,9.1072e-05-0.00064786i,0.00058995-0.00011093i,0.00041359+0.00083738i,0.00036759+0.0011447i,0.00089487+0.00068952i,0.0010164+0.00031584i,0.00078345+0.00063309i,-9.5581e-05+0.0004429i,0.00012943+0.00017442i,0.00087605-6.9878e-05i,9.5385e-05-3.2473e-05i
-0.0001892+8.3261e-05i,0.00016517-0.00034278i,-0.00053353-0.0011982i,-0.0004731-0.0018881i,0.00049831-0.0013656i,0.0010494-0.00074504i,0.00064996-0.00071873i,2.994e-05-0.00059596i,-0.00011193-0.00017201i,-8.3774e-05-6.2467e-06i,-0.00064011-7.7592e-05i,-0.00067114-8.0784e-05i,-0.0002896-0.00040452i,0.00020647-0.0006521i,4.4435e-05-0.00013656i,-0.00046948-0.00066849i,0.00045128-0.001239i,0.00080171-0.00073345i,0.00050297-0.0004908i,-0.00026711-0.00067266i,-0.0012146-0.00085931i,-0.0010173-0.0002839i,-0.00030349+1.2956e-05i
-0.000573-0.00039946i,-0.001485+4.0462e-05i,-0.00054207-0.00054106i,0.00031222-0.0013469i,0.00013095-0.0015197i,-0.00053188-0.0010063i,-0.00050792-0.00036158i,-0.00028887-0.00012988i,-0.00039668-0.00011021i,6.8425e-05-0.00049093i,-0.00064287-0.00022578i,-0.0011817+0.00020954i,-0.00061487+0.0008498i,-0.00017237+0.00088579i,-0.00030632-0.00023503i,0.00032038-0.00072044i,0.00080546-0.00059858i,-3.4929e-06+2.3941e-05i,-1.5475e-05+0.00038174i,0.00043725+8.3473e-05i,0.00047811-0.00025568i,-0.00016121-0.00039299i,-0.00045472-0.00026597i
0.0011723-0.0010049i,0.00089585-0.0014029i,0.00039705-0.0020415i,0.00012965-0.0014829i,0.00048125-0.00090626i,0.00040398-0.00090536i,-7.6844e-05-0.00088714i,-3.4151e-05-0.00021884i,-0.00020095+0.00067536i,-0.00098931+0.00034702i,-0.0013441-0.00016618i,-0.00074155+0.00031403i,-5.2437e-05+0.00049135i,-0.00052345+0.00058903i,-0.00028776+0.00014117i,0.00047299+0.00032734i,0.00051336+0.00083677i,0.0003891+0.00044784i,-9.5586e-05+0.00027001i,4.4925e-05+0.00013276i,-3.5242e-06-0.00021823i,-0.00074064-0.00046598i,-0.00017941+0.00021795i
0.0005312-0.001889i,0.00055312-0.0019576i,0.001335-0.0024686i,0.00042758-0.002325i,-0.0012316-0.0026569i,-0.0017723-0.0031943i,-0.0010993-0.0027535i,-0.0005192-0.001581i,-0.00089273-0.00095116i,-0.0011962-0.00065465i,-0.00053964-0.000612i,-0.00019782-0.00078102i,0.00030161-0.00068657i,0.0014271-3.882e-05i,0.0013953+0.00017917i,0.0010672-0.00049068i,0.00068166-0.00058246i,0.00015113-0.0012599i,5.7595e-06-0.0015279i,-0.00023748-0.00013197i,-0.00061241+3.1133e-05i,-0.0012623+0.00023863i,-0.0010309+0.00055013i
0.0014273+0.00045276i,0.0023109-0.00013342i,0.0018457-0.00057717i,0.0014454-0.00060993i,0.0010413-0.001119i,0.00030508-0.0024154i,-0.00033265-0.0015197i,-0.0011925+0.00011181i,-0.00084511+0.00053791i,-0.00053321+0.00051894i,-0.00045064+1.0902e-05i,0.00014114-0.00020267i,0.00021796+0.00057634i,-5.4845e-06+0.00063356i,0.00041359+0.00021486i,0.0003532+0.00025458i,-0.00090617-0.00018853i,-0.0016255-0.0010653i,-0.00054935-0.0014069i,0.00015739-0.0012672i,-0.00071806-0.00073612i,-0.0006701+0.00019582i,2.7625e-05+0.00065696i
0.0010812-0.0011395i,0.00028613-0.0013584i,0.00025455-0.0017872i,0.00037551-0.0017708i,0.00021556-0.0018897i,0.00017336-0.0023639i,0.00021049-0.0015787i,0.0003476-0.00012631i,0.00015834-1.9905e-05i,-0.00067438-0.00010086i,-0.00091992+0.00023984i,-0.00050988+0.00047813i,3.7044e-05+0.00011023i,0.00078446+0.00032162i,0.0011755+0.00056058i,0.00057173-0.00010317i,0.00073353+8.4817e-05i,0.0010793-5.1419e-05i,0.0010532-0.0004123i,0.00085981-0.00019781i,-1.5574e-05-6.536e-05i,-0.000813-0.00050496i,-0.00018712-0.0002821i
0.0014512+0.00039532i,0.0019579-2.2297e-06i,0.0016307-0.0011349i,0.00051556-0.00139i,-0.00046458-0.0010665i,-0.00054181-0.0011957i,7.4416e-05-0.0011102i,0.00032294+0.00043219i,2.9411e-05+0.001404i,-0.00069351+0.00070522i,-0.0004824-3.8845e-05i,3.9361e-05+0.00061821i,-0.00032022+0.0011196i,0.00027279+0.00030137i,0.00071247+0.00058247i,-0.00041795+0.0011674i,-0.00051889+0.00085629i,-0.00014073+0.0002833i,-0.00030864+4.3507e-05i,-0.00046835+0.00023932i,-0.000193+0.00058084i,-0.00082776+0.00042205i,-0.0012124+0.00016594i
0.0012628+0.00050573i,0.00037707+0.00085049i,0.001032+0.00032342i,0.0017716-0.00081546i,0.0012492-0.0016667i,0.00042462-0.0010577i,-0.00037041-0.00037226i,0.00011389+0.00022235i,-1.905e-05+0.00054356i,-0.00089743+0.00052705i,-0.0008249-3.9382e-06i,-0.00042727-0.00031507i,0.00036777+0.00052144i,0.00081257+0.0011636i,0.0006946+0.00057072i,0.0004653-0.00016256i,-0.0002196-0.00030542i,-0.00032435+0.00049917i,0.00015767+0.00036096i,0.00036247-0.00041497i,-0.00036507-0.00054184i,-0.00061449-0.00047674i,-7.8673e-05+0.00016271i
