0.000132+0.00024705i,0.00041949-0.00048324i,-0.00090267-0.00012886i,-0.0014521+0.00051768i,-0.0007691+0.00082205i,-9.5977e-05+0.0013783i,-0.00015207+0.0020309i,-0.00011946+0.0021705i,0.00046163+0.0012519i,0.00031665-7.388e-05i,-0.00033482-0.00068712i,-0.00082588-0.0005809i,-0.0010003-0.00032846i,-0.00076489+0.00015453i,-0.00055471+0.00046074i,-0.00053694+0.00067345i,-2.6022e-05+0.00091442i,0.00037532+0.00049037i,-0.00016263+0.0002684i,-0.00048076+0.00049526i,-7.5542e-05-7.7131e-06i,0.00077015-0.00071628i,0.00098184-0.00012098i
0.23892+0.12484i,0.55746+0.20574i,0.77816+0.14263i,0.59663-0.042119i,0.20801-0.11368i,0.01108-0.090863i,-0.051726-0.14147i,-0.12505-0.15268i,-0.12141-0.083577i,-0.030758-0.037506i,0.046761-0.020369i,0.073168-0.014242i,0.049365-0.0015332i,0.0067307+0.022662i,-0.030887+0.031871i,-0.059502+0.025977i,-0.066706-0.0058946i,-0.058637-0.077003i,-0.053444-0.13904i,-0.055829-0.12924i,-0.048806-0.063041i,-0.026197-0.011167i,-0.0099217+0.0022664i
-0.25608-0.0019059i,-0.54682+0.079071i,-0.70898+0.23533i,-0.53635+0.32413i,-0.28383+0.24391i,-0.22656+0.15443i,-0.20133+0.15736i,-0.097691+0.12805i,-0.043927+0.09275i,-0.072923+0.1077i,-0.1024+0.094427i,-0.10933+0.029924i,-0.10395-0.029737i,-0.068851-0.054107i,-0.037587-0.067954i,-0.063801-0.084362i,-0.12046-0.077902i,-0.14384-0.044265i,-0.11547-0.0066228i,-0.057498+0.022345i,-0.0021895+0.03529i,0.018065+0.039347i,0.0079832+0.043687i
0.20691-0.11004i,0.40295-0.28587i,0.45903-0.45032i,0.29109-0.39538i,0.16371-0.15467i,0.21673+0.015405i,0.23702+0.056625i,0.16875+0.07853i,0.13237+0.043382i,0.13988-0.087005i,0.14122-0.17872i,0.14514-0.16313i,0.15631-0.11199i,0.11562-0.068314i,0.047692-0.028212i,0.028963-0.018115i,0.038108-0.033819i,0.044522-0.016954i,0.053695+0.028828i,0.054033+0.041718i,0.03422+0.018772i,0.0066009-0.0039706i,-0.0049392-0.015791i
-0.12863+0.16864i,-0.23279+0.38381i,-0.23445+0.52078i,-0.13358+0.39415i,-0.084702+0.13532i,-0.067353-0.015457i,-0.010448-0.10517i,-0.060993-0.18651i,-0.19084-0.15772i,-0.22659-0.029252i,-0.16079+0.078238i,-0.092043+0.10425i,-0.073816+0.065178i,-0.068055+0.012356i,-0.034842-0.012257i,0.031036+0.0096791i,0.1051+0.053269i,0.13303+0.063436i,0.096724+0.033938i,0.037727+0.01175i,0.0055308+0.011331i,0.017427+0.0095339i,0.042089+0.00094606i
0.053777-0.1971i,0.077942-0.41107i,0.073421-0.50186i,0.096553-0.32041i,0.16062-0.061579i,0.11449+0.037322i,-0.037849+0.062567i,-0.047131+0.1048i,0.092876+0.08898i,0.16717+0.024579i,0.11066-0.0014403i,0.024338+0.026494i,0.00070999+0.079964i,0.038348+0.1097i,0.071994+0.088921i,0.040565+0.05481i,-0.042484+0.039101i,-0.11483+0.024137i,-0.14141+0.0099638i,-0.12146+0.008265i,-0.083563+0.0076624i,-0.055452+0.01018i,-0.032265+0.0076967i
0.025471+0.19416i,0.079129+0.38586i,0.10072+0.44912i,-0.024235+0.27905i,-0.2758+0.10458i,-0.39275+0.15247i,-0.22294+0.27631i,0.015711+0.26229i,0.054186+0.1753i,-0.084388+0.14386i,-0.18337+0.092527i,-0.21007-0.022905i,-0.22506-0.11442i,-0.20798-0.12239i,-0.1736-0.06199i,-0.15703-0.0021812i,-0.14399+0.035189i,-0.10282+0.079405i,-0.027792+0.10411i,0.040563+0.071779i,0.057825+0.00081592i,0.027224-0.047899i,-0.0068818-0.035011i
-0.11315-0.17087i,-0.24373-0.31227i,-0.30746-0.30261i,-0.12579-0.072719i,0.24931+0.10183i,0.48797-0.045633i,0.33735-0.2906i,0.011835-0.30112i,-0.10279-0.23292i,-0.041833-0.29565i,0.017481-0.29075i,0.1059-0.17012i,0.1667-0.13179i,0.11045-0.15469i,0.018812-0.13941i,-0.041239-0.11121i,-0.078363-0.10004i,-0.080959-0.096346i,-0.051511-0.092115i,-0.026211-0.085378i,-0.020812-0.05605i,-0.014267-0.0091096i,-0.0091742+0.015387i
0.15071+0.10103i,0.32859+0.1894i,0.40091+0.16926i,0.18471+0.035525i,-0.15486-0.025155i,-0.2779+0.0031864i,-0.21844-0.045276i,-0.21992-0.074587i,-0.26294+0.045286i,-0.2038+0.12792i,-0.12021+0.053911i,-0.10307-0.040287i,-0.083637-0.068067i,-0.035768-0.028289i,0.0069778+0.055258i,0.050621+0.10434i,0.08666+0.074474i,0.062735-0.0048234i,-0.0030128-0.053685i,-0.015521-0.023092i,0.039851+0.015004i,0.069635+0.007031i,0.050507+0.0057965i
-0.15355-0.017954i,-0.37539-0.052493i,-0.56492-0.026829i,-0.5658+0.094404i,-0.43802+0.24021i,-0.30677+0.34031i,-0.15638+0.33499i,-0.0029515+0.16407i,0.090735-0.060753i,0.12503-0.16604i,0.14192-0.1371i,0.18413-0.091384i,0.21669-0.099941i,0.16866-0.11409i,0.060075-0.10746i,-0.036613-0.10854i,-0.083725-0.10679i,-0.065599-0.070716i,-0.011785-0.011537i,0.018196+0.036184i,0.020954+0.048804i,0.0064794+0.025468i,-0.024082+0.0025532i
-0.48769+8.9994i,0.82515+9.0287i,4.901+8.8616i,6.9159+4.8922i,5.7257+0.63713i,2.9944-1.4926i,0.74454-1.2589i,-0.11693-0.18098i,0.37623+0.63021i,1.5128+0.34952i,1.835-0.89946i,1.172-1.9393i,0.28698-2.2362i,-0.46763-1.8501i,-0.82685-1.2159i,-0.853-0.77503i,-0.75848-0.48969i,-0.49376-0.20474i,-0.034921-0.083787i,0.38849-0.24103i,0.61519-0.50909i,0.59939-0.69511i,0.38549-0.67764i
-0.11756+0.10174i,-0.28245+0.22527i,-0.40489+0.28375i,-0.4069+0.17375i,-0.36069-0.016134i,-0.2767-0.11463i,-0.087707-0.16216i,0.054747-0.2329i,0.03119-0.23652i,-0.026119-0.1362i,-0.01782-0.026298i,0.033357+0.012495i,0.052858-0.015526i,0.005594-0.030567i,-0.04806-0.013844i,-0.056698+0.002498i,-0.026808-0.0028314i,-0.0023654-0.021363i,-0.0099907-0.022835i,-0.023276+0.0040622i,-0.015741+0.039092i,-0.006581+0.041632i,-0.013459+0.017649i
0.092891-0.15952i,0.17432-0.36047i,0.16979-0.4529i,0.086808-0.2626i,0.075081+0.043188i,0.11124+0.16722i,0.060411+0.12179i,0.0085966+0.10188i,0.083977+0.15385i,0.22948+0.15752i,0.2734+0.061382i,0.19392-0.019352i,0.13499-0.016454i,0.12468+0.0062293i,0.10376+0.014499i,0.073749+0.024491i,0.047649+0.054945i,0.031151+0.091881i,0.036647+0.095396i,0.05623+0.068195i,0.064509+0.03905i,0.050915+0.022915i,0.031291+0.020437i
-0.041835+0.20425i,-0.027505+0.42705i,0.064144+0.53094i,0.19641+0.34921i,0.28114+0.10111i,0.34836+0.049475i,0.39869+0.073638i,0.32654+0.023344i,0.18869-0.066455i,0.088389-0.14364i,0.022826-0.14999i,-0.0093686-0.0767i,-0.0042971-0.018861i,0.0090433+0.0051278i,0.023531+0.023532i,0.043959+0.018783i,0.049098-0.01722i,0.012-0.066922i,-0.033919-0.091673i,-0.028741-0.071325i,0.010379-0.045772i,0.023324-0.042444i,0.014366-0.040768i
-0.054218-0.19463i,-0.15553-0.39857i,-0.26333-0.47156i,-0.23488-0.29274i,-0.0085016-0.12297i,0.19972-0.21361i,0.16619-0.36142i,-0.0065867-0.318i,-0.12003-0.16925i,-0.1393-0.07889i,-0.090177-0.046279i,-0.011726-0.05142i,0.0042807-0.081792i,-0.026842-0.086845i,-0.025285-0.054481i,-0.014548-0.020688i,-0.025454+0.013435i,-0.045255+0.047933i,-0.057877+0.049633i,-0.054751+0.015593i,-0.052566-0.0035525i,-0.047934+0.015866i,-0.031188+0.031004i
0.12486+0.16381i,0.2982+0.32617i,0.46001+0.39269i,0.47781+0.26428i,0.36149+0.07469i,0.18387-0.040316i,-0.01301-0.038393i,-0.066259+0.09493i,0.059591+0.18394i,0.1305+0.12426i,0.063999+0.028103i,-0.050906-0.02191i,-0.14858+0.0013149i,-0.1668+0.058555i,-0.11553+0.082373i,-0.057674+0.091926i,-0.016552+0.12637i,0.011868+0.17637i,0.038047+0.19639i,0.057338+0.13868i,0.053091+0.044592i,0.038692-0.0087984i,0.03434-0.020538i
-0.17129-0.1053i,-0.37534-0.19666i,-0.46809-0.229i,-0.26751-0.20759i,0.042517-0.24524i,0.14497-0.2358i,0.14061-0.059174i,0.20026+0.021134i,0.18006-0.077369i,0.033459-0.096355i,-0.064006+0.0064203i,-0.065621+0.1034i,-0.025677+0.16093i,0.028066+0.17933i,0.064214+0.15832i,0.075119+0.12742i,0.088612+0.11286i,0.12713+0.093255i,0.14492+0.0382i,0.10101-0.018483i,0.038629-0.037984i,0.0030354-0.033853i,-0.0068165-0.028233i
0.20201+0.03709i,0.42731+0.033555i,0.54228-0.042509i,0.36346-0.17411i,0.082892-0.25058i,0.0098576-0.24391i,0.069668-0.21647i,0.035086-0.15463i,-0.08967-0.035412i,-0.14766+0.091874i,-0.097577+0.12088i,-0.042619+0.064614i,-0.027263+0.039894i,0.0065686+0.040496i,0.057873+0.0049542i,0.065351-0.036678i,0.033294-0.065151i,-0.015213-0.10691i,-0.061647-0.12387i,-0.071577-0.079531i,-0.053134-0.02156i,-0.031976+0.0053273i,-0.013028-0.001064i
-0.20669+0.04765i,-0.41713+0.13261i,-0.51809+0.22764i,-0.37608+0.22092i,-0.21199+0.077068i,-0.25424-0.058594i,-0.3371-0.066353i,-0.25066+0.019954i,-0.025315+0.11773i,0.16075+0.14425i,0.17701+0.10071i,0.092781+0.062818i,0.04059+0.045066i,0.030702+1.8334e-05i,0.026803-0.04773i,0.040088-0.029832i,0.079536+0.039993i,0.10907+0.10926i,0.097672+0.13033i,0.051517+0.087015i,0.0017838+0.039449i,-0.017134+0.024855i,-0.019578+0.014744i
0.17202-0.11597i,0.34504-0.27511i,0.41539-0.41436i,0.2768-0.37602i,0.11819-0.16764i,0.10954+0.03048i,0.14893+0.10634i,0.14989+0.035609i,0.10463-0.10607i,0.056859-0.1614i,0.050259-0.095313i,0.062824-0.00044008i,0.061424+0.051981i,0.017623+0.057811i,-0.036669+0.041775i,-0.021808-0.0054924i,0.036147-0.087322i,0.070256-0.13831i,0.07956-0.12192i,0.064871-0.073848i,0.033873-0.032354i,0.0042503-0.0082871i,-0.014416+0.014973i
-0.12106+0.16128i,-0.23922+0.36268i,-0.2785+0.49636i,-0.18249+0.36658i,-0.085698+0.060518i,-0.036486-0.14788i,0.015244-0.20558i,-0.035527-0.17675i,-0.18423-0.081299i,-0.25027+0.013364i,-0.16994+0.023855i,-0.048107-0.037125i,0.020033-0.086628i,0.055611-0.063913i,0.079344-0.015266i,0.050448-0.0067491i,-0.014387-0.019115i,-0.057267-0.036468i,-0.072178-0.058921i,-0.066274-0.055011i,-0.038567-0.023132i,-0.0076829+0.0030998i,0.014366+0.0082803i
0.059743-0.19924i,0.09553-0.42056i,0.056592-0.54308i,-0.060836-0.37055i,-0.16556-0.075655i,-0.26345+0.05745i,-0.32313+0.12382i,-0.19394+0.2434i,0.039757+0.31553i,0.15046+0.27039i,0.091525+0.15226i,-0.039139+0.054623i,-0.11886+0.023489i,-0.10541-0.00065849i,-0.064057-0.036344i,-0.053421-0.030042i,-0.070146+0.019816i,-0.090172+0.066549i,-0.09058+0.081286i,-0.059265+0.064627i,-0.019653+0.033186i,0.0038813+0.011816i,0.010305-0.00078916i
0.020251+0.20689i,0.063147+0.43763i,0.16512+0.56705i,0.23709+0.43012i,0.18794+0.26378i,0.13609+0.3102i,0.1805+0.34722i,0.23426+0.19067i,0.24279-0.014367i,0.21274-0.11347i,0.13515-0.086498i,0.058517+0.0023579i,0.014042+0.053093i,-0.034201+0.049723i,-0.064575+0.052086i,-0.024016+0.083226i,0.061828+0.10764i,0.1209+0.10737i,0.12024+0.085526i,0.082261+0.042505i,0.039636+0.0013414i,0.013135-0.018824i,0.001298-0.017635i
-0.081108-0.18342i,-0.18901-0.40262i,-0.30236-0.52003i,-0.25452-0.39239i,0.0079653-0.24585i,0.25687-0.28105i,0.30104-0.35866i,0.15579-0.34812i,-0.027472-0.26132i,-0.10962-0.15579i,-0.08-0.071064i,-0.0087269-0.0050837i,0.044774+0.050729i,0.070388+0.084343i,0.08977+0.062893i,0.098764-0.024745i,0.083118-0.12044i,0.056309-0.17002i,0.020542-0.1616i,-0.025787-0.10516i,-0.052103-0.040053i,-0.04697-0.0055793i,-0.02947+0.0022791i
0.13494+0.15857i,0.30838+0.33062i,0.4456+0.37659i,0.33111+0.18519i,0.0015948-0.034001i,-0.26518-0.1321i,-0.35903-0.14127i,-0.30936-0.07379i,-0.20375+0.0067482i,-0.1349+0.052555i,-0.083159+0.063657i,-0.028468+0.02606i,0.0087682-0.019511i,0.041399-0.039279i,0.041069-0.049476i,-0.015101-0.037875i,-0.074261+0.0012952i,-0.097659+0.043848i,-0.076022+0.073899i,-0.022846+0.073109i,0.011504+0.042684i,0.0063426+0.015385i,-0.0042881+0.0063166i
-0.17969-0.10668i,-0.41161-0.21608i,-0.57449-0.20131i,-0.44534-0.014438i,-0.15974+0.1747i,0.011377+0.33333i,0.095025+0.4515i,0.15737+0.39363i,0.15196+0.21601i,0.10984+0.090171i,0.067162+0.03422i,0.013866+0.013094i,-0.033858+0.0025001i,-0.073146-0.0089822i,-0.089423+0.0060393i,-0.057001+0.052377i,0.0059451+0.089369i,0.065029+0.092495i,0.094948+0.059751i,0.078934+0.011147i,0.030441-0.0094625i,-0.0010053+0.0090054i,-0.00040601+0.02435i
0.20673+0.039293i,0.46967+0.072942i,0.62748+0.019667i,0.48922-0.079711i,0.29456-0.11949i,0.27547-0.20719i,0.24745-0.34133i,0.093968-0.29378i,-0.0076795-0.077502i,0.0066792+0.053087i,0.031133+0.041373i,0.028727+0.009382i,0.019775+0.01954i,0.026143+0.05701i,0.057289+0.069093i,0.083857+0.025702i,0.070499-0.042361i,0.019911-0.097011i,-0.041141-0.11267i,-0.073924-0.074491i,-0.048346-0.013571i,0.0054198+0.01184i,0.031202-0.0017865i
-0.2113+0.027063i,-0.47924+0.08272i,-0.60468+0.18406i,-0.4158+0.19665i,-0.21456+0.041437i,-0.25013-0.096253i,-0.31272-0.070208i,-0.18884-0.0073649i,-0.013243-0.03813i,0.030917-0.07248i,-0.0069348-0.032232i,-0.018581+0.01169i,0.0092505+0.0055984i,0.042695-0.038769i,0.033452-0.083456i,-0.022831-0.081112i,-0.070154-0.027606i,-0.080251+0.037583i,-0.063233+0.077814i,-0.027456+0.073865i,0.0051979+0.033481i,0.0079563-0.0073353i,-0.0071457-0.019922i
0.20196-0.083078i,0.44861-0.22258i,0.55587-0.35295i,0.38187-0.29585i,0.18582-0.050278i,0.15137+0.18309i,0.17466+0.24591i,0.13896+0.14019i,0.045804-0.0051557i,-0.013837-0.060559i,-0.0027452-0.041552i,0.00047545-0.020999i,-0.042155-0.010162i,-0.09101-0.0018705i,-0.095294+0.022515i,-0.034113+0.058894i,0.054145+0.065064i,0.11736+0.038983i,0.14051+0.009245i,0.11746-0.015619i,0.05657-0.029121i,0.0020919-0.018396i,-0.017319+0.0026877i
-0.16298+0.14982i,-0.34847+0.35807i,-0.38627+0.50091i,-0.18307+0.3576i,0.022038+0.02708i,0.071744-0.20984i,0.030671-0.2371i,-0.046664-0.11534i,-0.11275+0.05512i,-0.10819+0.13959i,-0.059551+0.10028i,-0.018463+0.045405i,0.0077288+0.050841i,0.033623+0.088257i,0.059427+0.079616i,0.059739+0.011955i,0.02319-0.04743i,-0.025479-0.069605i,-0.064216-0.068731i,-0.081181-0.046008i,-0.06585-0.010311i,-0.026879+0.0085273i,0.0035043+0.0031106i
0.1057-0.1855i,0.22329-0.45161i,0.22935-0.63378i,0.064383-0.52207i,-0.11702-0.25955i,-0.21293-0.063519i,-0.20362+0.040447i,-0.051806+0.084171i,0.1246+0.074127i,0.16822+0.055039i,0.10143+0.040584i,0.027013+0.020764i,0.0089089+0.0013749i,0.026513-0.025929i,0.013653-0.042679i,-0.027477-0.021458i,-0.049444+0.025694i,-0.043006+0.074416i,-0.020423+0.10023i,0.0078159+0.084456i,0.024255+0.04067i,0.015116+0.0031385i,-0.0026069-0.0072134i
-0.049847+0.21505i,-0.089354+0.50123i,-0.069897+0.66581i,-0.0047264+0.50827i,0.035174+0.27005i,0.092679+0.20385i,0.18206+0.17543i,0.16834+0.029404i,0.084519-0.12917i,0.049364-0.18283i,0.035561-0.12965i,0.020834-0.044344i,0.0051278-0.015152i,-0.029966-0.024997i,-0.040275-0.0094687i,0.00053687+0.018984i,0.055625+0.013203i,0.09202-0.028315i,0.093499-0.063868i,0.063929-0.064337i,0.022947-0.035748i,0.0010558+0.0036889i,0.0046802+0.02054i
-0.016997-0.22322i,-0.068542-0.50691i,-0.15659-0.65712i,-0.19648-0.47251i,-0.1201-0.22878i,-0.014533-0.2267i,-0.032428-0.28977i,-0.12694-0.18075i,-0.19082-0.0055912i,-0.19067+0.080221i,-0.11884+0.074593i,-0.034879+0.037538i,0.0037371+0.031053i,0.024187+0.049527i,0.043459+0.032378i,0.035493-0.019592i,-0.0094034-0.05203i,-0.064942-0.052179i,-0.094044-0.043331i,-0.087075-0.031832i,-0.057384-0.015047i,-0.022015-0.011038i,-0.0070865-0.016697i
0.078746+0.20639i,0.20579+0.47358i,0.32116+0.62533i,0.28538+0.47962i,0.083344+0.26206i,-0.12122+0.22231i,-0.14507+0.24784i,-0.032021+0.19843i,0.070131+0.13377i,0.094588+0.10289i,0.06075+0.070463i,0.013895+0.026643i,-0.0098486-0.0031859i,-0.0072519-0.017458i,-0.012368-0.014399i,-0.02147+0.017832i,-0.0046102+0.059881i,0.023514+0.087637i,0.033363+0.095684i,0.027019+0.080201i,0.016791+0.043297i,0.00089441+0.0096191i,-0.0098329+0.0036679i
-0.13379-0.17688i,-0.32608-0.39496i,-0.45975-0.48922i,-0.33596-0.29997i,-0.013507-0.051695i,0.2411+0.014155i,0.27505-0.017706i,0.19426-0.056357i,0.12919-0.11383i,0.090332-0.15236i,0.046668-0.1202i,0.010076-0.043051i,-0.010776+0.010427i,-0.025386+0.026673i,-0.014421+0.023686i,0.012452+0.00036875i,0.026639-0.028762i,0.038762-0.042438i,0.055255-0.041962i,0.053821-0.033923i,0.028546-0.017457i,0.0098276+0.0067069i,0.013234+0.017166i
0.18267+0.13285i,0.43326+0.291i,0.61978+0.34674i,0.52348+0.16759i,0.22916-0.085915i,-0.03226-0.2161i,-0.16433-0.22094i,-0.20448-0.11618i,-0.20224+0.019692i,-0.17192+0.091642i,-0.09835+0.080288i,-0.021079+0.024056i,0.013397-0.00794i,0.025813-0.0064854i,0.01913-0.0081502i,-0.0073592-0.0059978i,-0.02766+0.0032231i,-0.045642-0.0044578i,-0.067799-0.019819i,-0.068761-0.015046i,-0.037086+0.0079182i,0.0021459+0.011426i,0.014438-0.007923i
-0.20763-0.080676i,-0.48596-0.17423i,-0.66895-0.20911i,-0.53258-0.11242i,-0.24386+0.029526i,-0.081878+0.14276i,-0.010612+0.22509i,0.081371+0.19373i,0.13266+0.10327i,0.11919+0.067599i,0.067297+0.053771i,0.0025306+0.035218i,-0.026145+0.021487i,-0.021972+0.0013582i,-0.012081-0.0025795i,0.0072215+0.012509i,0.022575+0.021054i,0.022533+0.034857i,0.022539+0.052982i,0.029732+0.042127i,0.032372-0.00060622i,0.012258-0.03125i,-0.011026-0.024025i
0.21771+0.026567i,0.51159+0.039576i,0.70781+0.0084622i,0.56641-0.083163i,0.28285-0.14715i,0.17778-0.14005i,0.16621-0.14541i,0.087963-0.14434i,0.026134-0.12543i,0.020491-0.11729i,0.02234-0.075201i,0.024208-0.00887i,0.019921+0.031758i,0.010147+0.049523i,0.013187+0.039168i,0.020227+0.0035049i,0.023944-0.022215i,0.040044-0.036413i,0.058506-0.051866i,0.043132-0.058587i,-0.0037917-0.0407i,-0.029902-0.00033045i,-0.017103+0.02498i
-0.21564+0.028445i,-0.508+0.082531i,-0.71783+0.14071i,-0.60757+0.15054i,-0.36019+0.062589i,-0.27203-0.042785i,-0.2498-0.031216i,-0.16798+0.036925i,-0.10644+0.076034i,-0.081983+0.079384i,-0.046498+0.036151i,-0.015532-0.015775i,0.0040601-0.034093i,0.018006-0.039862i,0.007265-0.036245i,-0.020258-0.0095327i,-0.035061+0.015555i,-0.046516+0.01598i,-0.066125+0.0058163i,-0.068246+0.01145i,-0.036452+0.024608i,0.0045774+0.014183i,0.019694-0.0079192i
0.20205-0.087384i,0.46514-0.20696i,0.6358-0.30607i,0.4785-0.25358i,0.19726-0.031589i,0.11896+0.1653i,0.15484+0.17202i,0.15164+0.081196i,0.13195+0.02091i,0.10247+0.0043584i,0.042352+0.0078346i,-0.0099966+0.018164i,-0.034857+0.020735i,-0.043464+0.018983i,-0.022738+0.022829i,0.018595+0.018697i,0.038999+0.0084795i,0.030688+0.021041i,0.021796+0.050027i,0.023773+0.052465i,0.020723+0.022673i,0.0016653-0.0034592i,-0.018653-0.01248i
-0.16222+0.12718i,-0.39253+0.30855i,-0.54278+0.46327i,-0.3895+0.4133i,-0.10343+0.14849i,0.017702-0.11224i,0.0028632-0.19786i,-0.036542-0.16522i,-0.066553-0.12538i,-0.069151-0.083296i,-0.031394-0.017021i,0.022752+0.026713i,0.048368+0.026626i,0.04256+0.015483i,0.022266-0.0030795i,-0.005039-0.022309i,-0.01496-0.024196i,0.011841-0.028548i,0.043534-0.048206i,0.035614-0.054759i,0.003264-0.029233i,-0.010041+0.0097264i,1.8858e-05+0.036654i
0.12627-0.1639i,0.31007-0.38955i,0.43038-0.56498i,0.30201-0.47158i,0.058241-0.1686i,-0.083628+0.064148i,-0.11884+0.13394i,-0.086947+0.1443i,-0.037255+0.15i,-0.004184+0.1258i,0.011827+0.047715i,-0.0096496-0.028687i,-0.044406-0.037133i,-0.045443-0.0053734i,-0.022235+0.024149i,0.0023759+0.038641i,0.0085438+0.026054i,-0.02252-0.0013408i,-0.06524-0.011485i,-0.065388+0.0066005i,-0.023577+0.021831i,0.010735+0.0090457i,0.019606-0.013898i
-0.080353+0.1938i,-0.20166+0.45416i,-0.25661+0.65516i,-0.11554+0.54893i,0.08943+0.24679i,0.18582+0.056304i,0.1915+0.0076631i,0.15187-0.027428i,0.11144-0.059916i,0.080694-0.064204i,0.024851-0.034781i,-0.014009+0.018784i,0.00043561+0.046216i,0.022662+0.02466i,0.025013-0.012881i,0.012926-0.026866i,0.0044557-0.0020223i,0.019249+0.046417i,0.050674+0.077955i,0.067872+0.055941i,0.052651+0.0040168i,0.019567-0.023864i,-0.0069031-0.022062i
0.029678-0.19536i,0.091248-0.47834i,0.12165-0.70066i,0.052702-0.61883i,-0.038496-0.36986i,-0.088068-0.2241i,-0.12384-0.15946i,-0.12288-0.0859i,-0.10428-0.049963i,-0.094996-0.041312i,-0.050168-0.013612i,0.0094687-0.0063267i,0.021951-0.019927i,0.0042317-0.016141i,-0.011724-0.0014484i,-0.015049+0.0031323i,0.0011708-0.013103i,0.019945-0.053413i,0.017928-0.094898i,-0.0093902-0.096865i,-0.032873-0.054247i,-0.028035-0.0071639i,-0.010441+0.016137i
0.01498+0.19181i,0.017672+0.47025i,0.02468+0.6787i,0.043125+0.56359i,0.026738+0.29161i,-0.012651+0.1725i,0.0032666+0.16072i,0.027115+0.12892i,0.017894+0.12779i,0.026584+0.13942i,0.034077+0.083874i,0.0029443+0.024351i,-0.023482+0.016477i,-0.021801+0.019443i,-0.004931+0.017022i,0.0091404+0.015741i,-0.0050213+0.01266i,-0.04446+0.021582i,-0.072286+0.046709i,-0.058624+0.061526i,-0.023118+0.044253i,-0.0017519+0.014492i,0.0054635-0.005791i
-0.059329-0.18389i,-0.12462-0.44971i,-0.18105-0.658i,-0.17819-0.5514i,-0.077383-0.27442i,0.0655-0.1345i,0.1173-0.1079i,0.10571-0.080294i,0.11273-0.079325i,0.089779-0.089819i,0.028631-0.046357i,0.0068037+0.014509i,0.025951+0.028442i,0.033647+0.015182i,0.021105+0.0040179i,0.0087192+0.00018077i,0.018015+0.012769i,0.05236+0.030712i,0.082208+0.02749i,0.070775+0.0047795i,0.026942-0.0093517i,-0.0041725-0.0039101i,-0.012169+0.0037729i
0.096575+0.15706i,0.2088+0.39705i,0.29247+0.58961i,0.2431+0.48393i,0.054421+0.19656i,-0.13676+0.032097i,-0.18756-0.0018792i,-0.15619-0.016486i,-0.14748-0.019739i,-0.12311-0.00092404i,-0.052211+0.0079236i,0.00031935-0.014474i,-0.0030692-0.036302i,-0.018965-0.030646i,-0.01581-0.0090615i,-0.0018191+0.004184i,0.0080848-0.011298i,0.0010326-0.048009i,-0.020374-0.067256i,-0.033134-0.043625i,-0.021095-0.0032228i,0.0011406+0.011891i,0.014491+0.0058372i
-0.12003-0.11898i,-0.27417-0.32273i,-0.39397-0.48027i,-0.33435-0.36032i,-0.11293-0.071326i,0.082494+0.092269i,0.13169+0.11013i,0.1103+0.10291i,0.10608+0.10178i,0.098653+0.07207i,0.052506+0.015672i,-0.0064617-0.0077059i,-0.028773+0.017778i,-0.013954+0.032954i,0.004758+0.012649i,0.0018639-0.012355i,-0.025549-0.0068951i,-0.053708+0.031627i,-0.054918+0.065654i,-0.025516+0.060261i,0.0030364+0.026311i,0.0017596-0.00021109i,-0.016129-0.0069642i
0.13604+0.09505i,0.32575+0.26021i,0.48298+0.39421i,0.43529+0.29231i,0.22212+0.040164i,0.044311-0.12195i,-0.011242-0.15258i,-0.0097304-0.14176i,-0.0059428-0.13078i,-0.0082601-0.094626i,-0.0023905-0.028535i,0.017692+0.01168i,0.028028+0.0022686i,0.012642-0.012183i,-0.0087574-0.0050806i,-0.0043578+0.013607i,0.036031+0.023345i,0.086963+0.0095838i,0.10859-0.016622i,0.083561-0.0317i,0.039819-0.024882i,0.018579-0.0041443i,0.022398+0.009509i
-0.14838-0.060677i,-0.35692-0.17958i,-0.52039-0.27946i,-0.45204-0.20942i,-0.23977-0.025698i,-0.10341+0.10059i,-0.071876+0.13194i,-0.064819+0.11164i,-0.071277+0.08124i,-0.069979+0.060069i,-0.042117+0.036245i,-0.023677+0.016951i,-0.02334+0.021651i,-0.0086413+0.034021i,0.017435+0.026058i,0.018717-0.0030737i,-0.012364-0.036106i,-0.056257-0.056681i,-0.084746-0.056459i,-0.075599-0.038425i,-0.041965-0.020619i,-0.016559-0.018462i,-0.0090819-0.020249i
0.14533+0.01669i,0.36381+0.086424i,0.53791+0.15325i,0.48209+0.11496i,0.30017+0.0049337i,0.18343-0.0619i,0.13045-0.068741i,0.088306-0.030903i,0.081143+0.013776i,0.084464+0.012687i,0.048838-0.01415i,0.015706-0.017641i,0.018025-0.010513i,0.017547-0.019954i,-0.0040452-0.024162i,-0.018746+0.001247i,-0.013135+0.046779i,0.0050427+0.092132i,0.023511+0.10987i,0.027697+0.08245i,0.014394+0.038498i,-0.0039614+0.016831i,-0.011331+0.014618i
