0.000132+0.00024705i,0.00041949-0.00048324i,-0.00090267-0.00012886i,-0.0014521+0.00051768i,-0.0007691+0.00082205i,-9.5977e-05+0.0013783i,-0.00015207+0.0020309i,-0.00011946+0.0021705i,0.00046163+0.0012519i,0.00031665-7.388e-05i,-0.00033482-0.00068712i,-0.00082588-0.0005809i,-0.0010003-0.00032846i,-0.00076489+0.00015453i,-0.00055471+0.00046074i,-0.00053694+0.00067345i,-2.6022e-05+0.00091442i,0.00037532+0.00049037i,-0.00016263+0.0002684i,-0.00048076+0.00049526i,-7.5542e-05-7.7131e-06i,0.00077015-0.00071628i,0.00098184-0.00012098i
-0.0010349+3.6667e-05i,-0.001756+0.00099244i,-0.0025834+0.00092121i,-0.0018408+0.00083934i,-0.00045573+0.00089413i,0.00081737+0.00088808i,0.0012748+0.001037i,0.00037298+0.0010068i,5.4359e-05+0.00090576i,0.00083419+0.00092217i,0.00089579+0.0012638i,0.00038292+0.0009064i,0.00021367-0.00053813i,-0.00012438-0.00087199i,-3.4653e-05+6.4194e-05i,-0.00031399+0.00043283i,-0.0012476+0.0012145i,-0.0013952+0.0011857i,-0.0003358+0.00052721i,0.00051697+0.00034843i,0.00042239-0.00021951i,-3.2322e-05-0.00085279i,-0.00038863-0.00042687i
0.0013982+0.00048822i,0.00049542+0.00025545i,0.00081801+0.00011395i,0.0017704+0.00048486i,0.0013155+0.00033576i,0.00047009+0.00014681i,0.00016177+0.0001837i,0.00026553+0.00018252i,-0.0002298-0.00016833i,-0.00084809-0.00036121i,-0.00067447-0.00022559i,-0.0011692-0.00063319i,-0.0017865-0.0013399i,-0.0012553-0.00075403i,-0.0007582+0.00013653i,-0.00073835+0.00045749i,0.00016851+0.00068356i,0.00092471+0.00039834i,0.00056341-0.0004017i,-0.00020653-0.00033084i,-0.00049979-0.00055769i,-0.00054753-0.00028447i,6.2492e-07+0.00019295i
0.0017344+0.00067245i,0.0014839+0.00050717i,0.0010529-0.00049339i,5.4515e-05-0.0011261i,0.00057026-0.00081594i,0.0018909-0.00059814i,0.0009832+2.4273e-05i,-0.00046327+0.00070948i,-0.00063332+0.00094315i,-0.0002864+0.00039216i,-0.00011524+2.7762e-06i,-0.00078446-0.00054941i,-0.0012428-0.0014587i,-0.0011396-0.00075604i,-0.00081423+0.00072589i,0.00025905+0.0014458i,-0.00025438+0.0016733i,-0.001195+0.00099781i,-0.0017462+0.00063091i,-0.0018945+0.00031428i,-0.00081687-0.00015999i,0.00062906-0.00038226i,0.00078798-0.00069158i
0.00081734-0.00021091i,0.0009581-0.0011063i,0.0001568-0.0011316i,-3.8889e-05-0.0011336i,0.00038164-0.0017309i,0.00044231-0.0012022i,0.000188-0.00035496i,-0.0001254-0.00037851i,0.00011664-0.00055393i,-4.2835e-05-0.0011123i,-0.00058095-0.0010787i,-0.00023611-1.4515e-06i,-8.3443e-07-0.00017211i,-0.00060636-0.00041257i,-0.00045988-0.0005434i,3.1796e-05-0.0005337i,0.00030663+0.00035395i,0.00067228+0.0018809i,0.00038094+0.0016241i,5.8861e-05+0.00040331i,0.00025412-8.7096e-06i,0.00052628+0.00025903i,0.00016402+0.00052757i
0.0011105-0.00013602i,0.001683-4.0402e-06i,0.0012015-0.00055732i,0.00029333-0.00080864i,0.0013319-0.0011271i,0.0020219+0.00018745i,0.0012133+0.00034103i,7.4971e-05+0.00021748i,0.00011273+0.0013654i,-4.4274e-05+0.00072516i,-0.00070313-0.00022121i,-0.00072001-0.00016497i,-0.00030372+0.00031708i,-6.5276e-05+0.00066785i,-0.00014512+0.00059408i,-9.1221e-05+6.8634e-05i,-8.0869e-05-0.00040058i,-0.00050835-9.5821e-05i,-0.00053544+0.00084182i,-0.00012984+0.00021248i,0.00031258-0.00075627i,-1.9264e-05-0.00079274i,-0.00047354-0.00018749i
-0.00076175+0.00076857i,-0.00065838+0.00067607i,-4.8838e-05+0.00096459i,0.0018391-0.00019981i,0.0016693-0.0015176i,0.00044925-0.00079269i,2.5188e-05+0.00052752i,-0.00089211+0.0012961i,-0.000326+0.0007237i,6.6956e-05+0.00074437i,-0.00091878+0.00058514i,-0.00091013-0.00059253i,-0.0002436-0.0007956i,-8.481e-05-0.0011061i,-0.00014452-0.0014622i,-0.00035882-0.00012707i,2.8632e-05+0.00053504i,0.00044399-6.6899e-05i,0.00010541-0.00037446i,-5.7164e-05-0.00026183i,-3.1649e-05-0.00015421i,0.00038069-0.00051309i,0.00056275-0.00053814i
0.0012691-0.0018005i,9.8495e-05-0.0016967i,-0.0010033-0.0018793i,-0.00082012-0.001593i,-0.00040164-0.0011903i,-0.00033561+0.0002436i,-0.00018884+0.00086213i,0.00061493+0.00044835i,0.0012362+0.00034348i,0.00039611+0.00046114i,-0.00026329+0.00025829i,-2.9477e-05+0.00022094i,-0.00074386-0.00021843i,-0.0016883-0.00038744i,-0.001389+0.00013015i,-0.00033275+0.00026791i,-0.00019255+0.00023745i,-0.0003079+0.00061762i,4.9406e-05+0.00036176i,0.00065735-0.00012469i,0.00076112+0.00010635i,0.00040887+2.8115e-05i,-0.00010118-0.00057894i
1.6085e-05-0.0019622i,-0.00053643-0.0015451i,-0.0013055-0.0018371i,-0.00050003-0.00061832i,0.00070761+7.1293e-05i,0.0017097-0.0010073i,0.00094254-0.0013649i,-0.00029411-0.0011907i,-0.00020379-0.00066609i,-0.00050268-7.9567e-05i,-0.00078214-0.00063636i,0.0001795-0.00073135i,0.00057533+0.000136i,-6.7221e-05+1.1728e-05i,-4.6936e-05-0.00045906i,-8.7112e-05-0.00028052i,-0.00025336+0.00041799i,-0.00031972+0.00030259i,-0.00024904-6.7074e-05i,-0.00052897+8.5911e-05i,-0.00058604-0.00046501i,-0.00088456-0.00073279i,-0.00094417-0.00067065i
0.0011634-0.0013634i,0.00059646-0.0013031i,0.000547-0.0010706i,-0.00024492-0.0004712i,-0.00058192-0.00020435i,-0.00077378-0.00035286i,-0.00058081-0.00036016i,-0.00038544+0.00042667i,-0.00062806+0.00088282i,-0.00082795+0.00049548i,-0.0010365-0.00018703i,-0.00055213-0.00042541i,0.00011588-0.00038222i,-0.00011208+4.2976e-06i,-0.0010695+0.00041991i,-0.0016499-6.8666e-05i,-0.0010569-4.5448e-05i,2.9937e-05+0.00062472i,7.081e-05+0.00061941i,-0.00051107+0.00075714i,-0.00036265+0.0010271i,-0.00041513+0.00067012i,-0.00046366+0.00026725i
0.00065646+0.00037734i,-2.2201e-05-0.0005625i,8.4464e-05-0.00016484i,0.0010177+0.00045654i,0.0011366+0.00020964i,0.00062282+5.3396e-05i,-5.0023e-05+0.0007509i,-0.00062677+0.00046546i,-0.00022664-0.00062539i,0.00028734-0.00039734i,0.00020418+6.4964e-05i,-0.00069538+0.00024061i,-0.0014836+0.00013766i,-0.00087684-0.00018317i,-3.9664e-06-0.00050818i,0.00050367-0.00051029i,0.00047841+0.00049491i,-9.0212e-05+0.0015141i,-0.00017157+0.0011035i,0.00017661+5.5103e-05i,0.00022846-0.00026888i,4.9148e-05-0.00020148i,-0.00061788+0.00012293i
-0.0015682+0.0026252i,-0.00091671+0.0030131i,-0.00020904+0.0031252i,0.0011702+0.002432i,0.0023911+0.0014648i,0.0029584+0.00062027i,0.0013886+0.00028799i,0.00023018+0.00035472i,-8.8715e-05+0.00048908i,0.00023843+0.00022691i,0.00076039+0.00011055i,0.00030949-8.7212e-05i,-0.00027013-0.00041866i,-0.00037038-0.00063471i,-0.0010299+6.012e-05i,-0.00072058+0.0004444i,6.4341e-05+0.00035189i,-0.0002692-1.8391e-05i,-0.0010025-0.00058446i,-0.0010649-0.0003069i,-0.00085054+8.6336e-05i,-0.0011768+0.00032563i,-0.00076007-2.3543e-05i
-0.0014933-0.00048113i,-0.0011223-0.00071335i,-0.0015225-0.00019267i,-0.0014063+0.0017018i,2.9931e-05+0.0023374i,0.00084387+0.0015i,0.00021962+0.00085042i,0.00033428+5.1598e-05i,0.00078243-0.00050249i,-0.00029577+0.00016103i,-0.0012725+0.00081996i,-0.0011542+0.0007694i,-0.00034441+0.00040399i,0.00059967+0.0001548i,0.00040578+0.0001145i,-0.00048575-0.0001477i,-0.00064913+2.6252e-05i,-0.00097373+0.00091492i,-0.00071071+0.00089474i,-0.00023202-0.00039013i,-0.00024323-0.00068513i,-0.00020829-0.0004363i,-0.00041994-0.00019515i
-0.00031168+0.00057079i,-0.00055415+0.00053053i,-0.00020222+0.0012344i,0.0005218+0.00090179i,0.00047568-0.00039514i,6.1004e-05-0.00018773i,-0.00037594+0.00036091i,-0.0005448+0.00024769i,-0.00044406+0.00047309i,-0.00089256+0.00042228i,-0.0013239-9.6348e-05i,-0.0011468-0.0011469i,-0.00020022-0.0012764i,0.00014052-3.9424e-05i,9.374e-05+0.00065134i,9.4938e-05+0.00048121i,-0.00022623-0.00019016i,-0.0010299+5.0299e-05i,-0.0010358+0.00060343i,-0.0008204+0.00090784i,-0.00048111+0.00068618i,0.00016221+0.00030334i,-0.00023139+0.00039862i
0.002475+0.0030281i,0.0019841+0.0018296i,0.0018015+0.0016316i,0.0020113+0.0011216i,0.0026129+1.1513e-05i,0.0022977-0.00050395i,0.0013934-0.00047587i,0.00063952-0.00011389i,0.00026376+0.00017175i,-0.00025301-0.0002464i,-0.00088811-0.00083905i,-0.0010133-7.706e-05i,-0.00049743-8.0264e-05i,-0.00062149-0.00040154i,-0.0010717+0.00049676i,-0.00092611+0.00090477i,-0.00081196+0.00084861i,-7.8981e-05+0.0006181i,0.00031106+0.00027946i,0.00014785-0.0004786i,0.00033134-0.00092511i,9.6356e-05-4.7162e-05i,-0.00073135+0.00012313i
-0.00076623-0.00019964i,-0.0010366+0.00061972i,-0.0012544+0.00046977i,-0.00053036+0.0010068i,-0.00012435+0.0015654i,0.00034872+9.0441e-05i,0.00032697-0.001229i,-0.00015997-0.0015234i,-0.00085927-0.00033064i,-0.00088009-0.00042928i,0.00011958-0.0010517i,0.00044268-0.00038885i,0.00025772-0.00024369i,7.3377e-05-0.00039554i,7.122e-05+0.00040563i,0.00010448+0.00031752i,-0.00030433-0.00069317i,-0.00016734-0.00043967i,2.8976e-05-0.00031673i,-8.3587e-05-0.00028726i,3.6466e-06+1.7263e-06i,-0.00056946+0.00037926i,-0.00045632+0.00038387i
-0.00016866+0.00033137i,0.000212-0.00054195i,0.00083277-0.00013286i,0.00096945-0.00025568i,0.0011022-0.0011506i,0.0015108-0.0010334i,0.0010645-3.4601e-05i,0.0002159+0.00048598i,0.00011884+0.00092022i,9.9583e-05+0.00069767i,-0.00022873+1.7432e-05i,-1.6281e-05-0.00019157i,-0.00016394+9.8038e-05i,-0.00020283-7.124e-06i,0.00020393+7.012e-05i,-0.00014073+0.00062392i,-0.00020514+0.00084696i,-0.00039852+0.00064748i,2.4359e-05+0.00036422i,0.0007759+0.00030698i,0.00091097+0.00056327i,0.00076307+0.00015625i,0.0004409+0.00027934i
-0.00047366+0.0020979i,-0.00047662+0.0017695i,0.00011694+0.0028306i,0.0010527+0.0021686i,0.0013077+0.00026762i,0.0013648-0.00022751i,8.5768e-05-4.2661e-05i,-0.00084506-0.0002923i,-0.0010317+0.00036934i,-0.00073928+0.0010341i,8.9642e-05+0.00050119i,0.00051639-0.00082363i,0.00054554-0.00089021i,-0.00026148-0.00055362i,-0.0010299-0.00054799i,-0.000851+4.5496e-05i,-0.00059846+0.00048793i,1.154e-05-0.00023431i,0.00016328-0.00096901i,-0.00024553-0.00080341i,-0.00074437-0.00068504i,-0.0011976-0.00052389i,-0.00076358-0.00020848i
-0.00056304+0.00089479i,-0.00078594+0.0016157i,-1.8428e-05+0.0014908i,0.001379+0.0018001i,0.0017704+0.0020064i,0.0011049+0.0014082i,0.00070006+0.00040218i,0.0005528+0.00046732i,0.00021938+0.001295i,-0.00057363+0.0015939i,-0.00066935+0.0012918i,5.2946e-05+0.0003653i,7.0458e-05-0.00055794i,-0.00014609-0.00051687i,0.00070476+0.00034387i,0.0011567+0.0008627i,0.00092944+0.00024541i,0.00021204+0.00021989i,-0.00032906+0.0009101i,0.00029169+0.00043121i,0.0012229-0.00033167i,0.00029866-0.00076279i,-0.00094427-0.00029517i
-0.00019843-0.0017366i,-0.00071815-0.0010397i,-0.002293-0.0017448i,-0.0023478-0.0016129i,-0.00068661-0.0001175i,0.00048459+0.00057734i,-2.5363e-05+0.00010042i,-0.0004888-0.00033497i,-0.0007943-0.00014756i,-0.0012817+9.8442e-05i,-0.0012025+0.00018322i,-0.0011357+4.3777e-05i,-0.0013477+0.00019101i,-0.0005379+0.00065937i,0.00026806+0.00089241i,-5.391e-05+0.00014557i,-0.0010242-0.00027824i,-0.00080816+0.00017556i,0.00076712+0.00072313i,0.0016535+0.00099223i,0.00067407+0.00086844i,-0.00028272+0.00034135i,-0.00042854-0.00017821i
-0.0023993-0.00067664i,-0.0029929+0.00012894i,-0.0015394+0.00058417i,4.9804e-05+0.0010116i,0.00053105+0.00066061i,0.0011326-8.9891e-05i,0.00090184-0.00039105i,0.00029072+0.00028012i,-0.00011978+0.00078571i,-0.00054673+0.0001344i,-0.00055231+0.00061878i,-0.00035257+0.0011391i,-0.00042296+0.00021483i,-0.00059893-0.00018655i,-0.0018384+0.00032605i,-0.0018023-0.00022413i,-0.00023365-0.00019732i,-0.00031046+0.0007129i,-0.0004979+0.00059749i,-0.00022897-0.00011266i,0.00021536-0.00038979i,0.00060957-0.00070427i,0.00052805-0.001002i
0.00093548+0.00088895i,0.0011753+0.00035194i,0.0016508-8.6932e-05i,0.00081129-0.00027725i,0.00060286-0.00077079i,0.00097947-0.00036614i,0.00079058+0.00021983i,0.00054381+0.00032629i,-8.1115e-05+0.00065909i,-0.00059336+0.00094893i,-0.00044573+0.00048547i,-0.00020505-4.6452e-05i,-0.00010007-0.00030927i,-0.00025598-0.00028551i,-0.00029227+0.00038154i,-0.00029495+0.0001861i,-0.00093254-8.0494e-06i,-0.00052301+0.00021191i,0.0001144+0.00067397i,-0.00037596+0.00051196i,-0.00042952-0.00025614i,-4.2888e-05-0.0007657i,0.00048293-0.000638i
-8.9654e-05+0.0010862i,-0.00040845+0.0016946i,0.00010803+0.0028955i,0.0012096+0.002463i,0.0019221+0.0011733i,0.0012124-0.00033865i,0.00026297-0.00067888i,-0.00066625-0.0001856i,-0.00089257-0.0001958i,-0.00035591+0.00075513i,-0.00037778+0.0014506i,-4.5324e-05+0.00020259i,6.3875e-05-0.00045488i,-0.00077877+0.00019947i,-0.001329+6.3598e-05i,-0.00096872-0.00089768i,0.00027233-0.00049151i,-0.00013505+3.5009e-05i,-0.00057588+0.00022852i,0.00010624+0.00044628i,0.0002506+0.00019922i,0.00013382+9.1677e-05i,0.00055026-0.00030347i
-0.0025419+0.0024553i,-0.0023251+0.0018185i,-0.0015613+0.0023183i,0.00029256+0.0018381i,0.0020216+0.0012084i,0.0019979+0.0010854i,0.00049492+0.0012551i,-0.00087592+0.0011562i,-0.0006603+0.0010581i,0.00030676+0.001496i,0.00061236+0.0011616i,0.0006215+4.8298e-05i,-0.00024231-0.00075626i,-0.0013716-0.00029597i,-0.0011959+1.7659e-07i,-0.0010159-0.00049721i,-0.0014823-0.00070629i,-0.0010286-0.00088768i,0.00033718-0.00044403i,0.00076824+0.00070639i,0.00086823+0.00055561i,0.00094698+0.00011545i,0.00018771+0.0010423i
-0.00048987-0.00048273i,-0.00054372+0.00011889i,-0.0010561+0.00055222i,-0.0007679+0.00076287i,0.00035771+0.0014267i,0.00086258+0.00074459i,0.0005454-0.00012503i,0.00051428+0.00016862i,0.00010947+0.00073265i,-0.00075446+0.0013131i,-0.0010601+0.0011976i,-0.00089979+0.00069427i,-0.001346-0.00040004i,-0.00090562-0.0013941i,5.4868e-05-0.00058099i,0.00015407+0.00016364i,5.9023e-05-0.00010632i,-0.00013364+0.0001347i,9.3349e-05+0.00038523i,-8.7324e-06+0.00060123i,-0.00043656+0.00097126i,-0.00029868+0.00043826i,-0.00017064-0.00040622i
0.00014667-0.00074288i,-0.00068385-0.000963i,-0.00075643-0.0009778i,-0.00017311-0.00071911i,0.00028589-0.00018528i,0.00081572-8.1233e-05i,0.0010015+1.1794e-05i,0.00061848+0.00033468i,5.8918e-05+0.00058054i,1.8103e-05+0.00076124i,-0.00081635+0.00033101i,-0.0016918+3.5377e-05i,-0.0014502+0.00013806i,-0.00035202+4.2899e-05i,0.00040756-0.00025012i,0.00015333+3.5097e-05i,-0.00018707+0.00066237i,6.9605e-05+0.0010392i,0.00016353+0.00075479i,0.00020725+0.00053346i,0.00059331+0.00083936i,0.0011566+0.0007696i,0.0011474+0.0010279i
0.00069175-0.00031307i,0.00092432-0.00062558i,0.0011481-0.00090114i,0.00063995-0.00074533i,0.00016273-0.00031665i,-9.754e-05+0.0001992i,-0.00028012+0.00075566i,-0.00069924+0.00091388i,-0.0011984+0.00067745i,-0.00094237+0.00026936i,-0.00054528-0.00015064i,-0.00047384+0.00013759i,-0.00021965-0.00013933i,-1.2594e-06-0.0005756i,-0.00039365-4.687e-05i,-0.000597+0.00082069i,-0.00035966+0.00075554i,0.00018832+0.00020361i,0.00025298+0.00011867i,0.00047278-1.2058e-06i,0.00079837-8.2164e-05i,0.00062846-0.00031602i,1.714e-05-0.00091231i
0.00093363+0.00084136i,9.4191e-06+0.00096078i,0.00080636-0.00027715i,0.0018047-0.00058532i,0.0016284+0.00048584i,0.00080623+0.0012209i,7.8443e-05+0.00032943i,-0.00032941-0.00022012i,-0.00043786-0.00019805i,7.9325e-05-1.4167e-05i,-0.00014664+0.00037899i,-0.00041296-0.00022151i,-0.00013496-0.00040076i,0.00039751-0.00045885i,0.000431-1.2778e-06i,3.2245e-05+0.00080039i,7.7737e-05+0.00047043i,-0.00017328+0.00044234i,0.00017066+0.00057063i,0.0012737+0.00046748i,0.0012667+0.0007145i,0.00022255+0.00075585i,-9.9386e-05+0.000118i
0.0003733+0.0017453i,0.0007236+0.0015313i,0.0010374+0.0021332i,0.00072121+0.00113i,0.0013881+1.4586e-05i,0.0015178-0.00016591i,0.0013507+0.0005277i,0.000783+0.00080136i,8.8788e-06+0.00076895i,0.00031369+0.0010429i,0.00012007+0.00079872i,-0.0012786+2.2207e-05i,-0.0013542-0.0003926i,-0.00017654-6.1097e-05i,0.0001286+0.0003258i,3.3575e-05+0.0007771i,5.683e-05+0.00097247i,0.0003251+0.0018507i,0.00063327+0.0021941i,-0.00021561+0.0010022i,-8.1379e-05-0.00027851i,0.00062807-0.00066031i,0.00048761-0.00081055i
0.0016821+0.00020733i,0.0016811+0.00052841i,0.0007137+1.3084e-05i,0.00061452-8.0801e-05i,0.0014808+0.00041349i,0.0011883+0.00049724i,0.00047323+0.0010934i,-0.00023021+0.0014264i,6.4317e-05+0.00020777i,0.00024795-0.00030259i,-0.00037149-0.00081481i,-0.00034134-0.0006923i,-0.00082662-0.0002388i,-0.0010291+0.00016212i,-0.00044979+0.00029383i,0.00017385-6.3807e-05i,0.00092532+1.7958e-05i,0.00089761+0.0004191i,0.00090765+0.00062463i,0.0010648+0.00077925i,0.00070808+0.00077315i,6.1498e-05+0.00045175i,-0.00043222-0.00019267i
0.0033434-0.00064385i,0.0019607-0.0023847i,0.001289-0.0040498i,0.0012417-0.0030375i,0.0011654-0.0023338i,0.00073021-0.0019641i,4.2495e-05-0.00053439i,-0.00021471+0.00057027i,-0.00027335+0.00041845i,-0.00039313-9.6058e-05i,-0.00058843+6.0924e-05i,-0.00076451-9.3159e-06i,-0.0010768-0.0004298i,-0.0012798-0.00044145i,-0.00093038-0.00010761i,-0.00062762+0.00022428i,-0.00063114+0.001078i,-0.00068443+0.0010789i,-0.00063078+0.0004543i,-0.0001232+0.00057962i,0.00015555+0.00033112i,-0.00060525-0.00024049i,-0.00011963-0.00085856i
0.00033513+0.00081173i,-3.4574e-05+0.0015924i,0.00048029+0.0025026i,0.00078486+0.0017741i,0.0010957+0.00054185i,0.00061777+0.00016746i,-0.00090569+0.00031237i,-0.0016851+0.00085617i,-0.0014046+0.0010488i,-0.0016905+0.00027975i,-0.0014662-2.5607e-05i,-0.0010411+0.00042035i,-0.00096978+0.00049614i,-0.00083246+0.00024284i,-0.00092923-4.1333e-05i,-0.0010595+0.00011867i,-0.001196+0.00085371i,-0.00057722+0.00070568i,0.00019872-7.4406e-05i,0.00061459-0.00024276i,0.0006045-0.00028973i,0.00045415-0.0011541i,0.00043723-0.00082341i
0.00050395-0.00022904i,0.0011471+0.0006107i,0.0013346+0.00087793i,0.0013054+0.00069202i,0.0010815+0.001232i,0.00062105+0.00085257i,0.00043384+0.00021013i,0.00027327+0.00086525i,-8.693e-05+0.0010429i,-0.00089587+0.00032097i,-0.0011088-0.00022938i,-0.00054403-0.00049122i,-0.001313+3.7684e-05i,-0.0018496-0.00041249i,-0.00056363-0.00064379i,0.00030147+0.00012766i,-0.00016555+0.00059947i,-0.00055544+0.00054716i,-0.00063798+0.00044757i,-7.107e-05-0.00022631i,0.00039346-9.1564e-05i,-0.00016167+0.0002538i,-0.00030291+4.2326e-05i
0.0022393+0.001168i,0.0019828+0.00091535i,0.0019352+0.0010467i,0.0013229+0.00043874i,0.0013913-0.00030815i,0.0017153-0.00028513i,0.0012671-0.00047766i,0.0007089-0.001043i,-0.00011588-0.00053907i,-0.00010863-5.377e-05i,0.00032895-4.0055e-05i,-0.00018105-0.00043665i,-0.00094528-0.00062055i,-0.0011416-0.00055011i,-0.0010087-0.0007298i,-0.0011565-0.00025274i,-0.0011439+0.00084293i,-0.00023715+0.0015902i,0.00089718+0.0014993i,0.0010509+0.00070071i,0.00018434+0.0001599i,-0.00018513-9.3609e-05i,2.7464e-05-0.00065401i
-0.00044871+0.00021637i,-0.00079044+0.00040939i,-0.0012043+0.001234i,-0.00036515+0.00063916i,0.00057931+0.00021923i,0.00039906+0.00045492i,-9.2838e-05-5.5227e-06i,-0.0010363-0.00023583i,-0.0013355+0.00019728i,-0.00078316-0.0001798i,-0.001002-0.00034033i,-0.00088794+5.1225e-05i,-0.00077668+0.00049626i,-0.0002668+0.00058328i,0.00031981+0.00084981i,0.00042672+0.00046536i,0.00050618+0.0010084i,-0.00010295+0.0014342i,-0.00041218+0.00016711i,0.00013155-0.00045861i,0.0004417-0.00036151i,-0.00016175-2.5966e-06i,-0.00043721+0.00040407i
-0.0013687+0.00051519i,-0.00049206+0.00080453i,0.00024226+0.0020463i,0.00064495+0.0023323i,0.00097324+0.0017622i,0.0011687+0.00063798i,0.0005511-0.00021529i,-2.668e-05-0.00019491i,-0.00017925+0.00035258i,-0.00044688+0.00036329i,-0.00024316-0.00044134i,0.00034146-0.00063407i,4.4919e-06-0.00031566i,-0.00028673+0.00028754i,0.0002569+0.0010982i,0.00020636+0.0010652i,-0.00095178+0.00069694i,-0.0012875+0.00073961i,-0.00058594+0.00032365i,3.3719e-05+0.00025198i,7.4958e-05+0.00011172i,0.00011824-0.00011937i,8.2113e-05+0.00039396i
0.00037901-7.6193e-06i,0.00052433+0.0012826i,-8.0293e-05+0.00099781i,1.1527e-05+0.00056272i,0.0010589+0.00058768i,0.0012659-0.00014832i,6.1023e-05-0.00057913i,-0.00063233-0.00063i,-0.0005549+9.914e-06i,0.00012933+0.00079247i,0.00025078+0.00039843i,-0.0001973+0.00025659i,-0.00032667-0.00026485i,-0.0005993-0.00060759i,-0.00098501-0.00023032i,-0.0012329-0.00036573i,-0.0001864+0.00011894i,0.00057172+0.000416i,0.00024092-0.00076075i,0.00081337-0.0011675i,0.00071123-0.00012196i,-0.00065853+0.00080347i,-0.00067491+0.000764i
-1.8684e-06-0.0013738i,0.00063189-0.0014827i,6.8524e-05-0.00052965i,-0.00080809+0.00026355i,-0.00075596+0.00019499i,-0.00023002-3.8077e-05i,0.00057532-0.00032556i,0.00078805+0.0002506i,-9.0086e-05+0.00023754i,-0.00078969+0.00022701i,-0.0012713+0.00055086i,-0.0018419+0.00017335i,-0.0020717+0.00045829i,-0.0016724+0.00027487i,-0.0010884-8.9148e-05i,-0.00054713+0.00054864i,-0.00023525+0.00080708i,0.00058059+0.0004979i,0.00083099+0.00022558i,0.00065659+0.00023727i,0.00018727+0.00031757i,0.00032523+0.00043982i,0.00054422+0.00059344i
-0.0017395-0.00052135i,-0.0025992-0.0011137i,-0.0031301-0.00095583i,-0.0017475+0.00017843i,-6.9928e-05+0.001679i,0.0010364+0.0020056i,0.00061937+0.0011305i,-0.00011403+0.00054598i,-0.00056015+0.00073383i,-0.00090597+0.00055733i,-0.0009374+7.5311e-05i,-0.00091869+0.00017381i,-0.00068367-4.7335e-05i,-0.00084204-0.00017465i,-0.00027504-0.00018751i,0.00044668+0.0004837i,0.00036634+0.00080744i,0.0005956+0.00047387i,0.00044948+0.00032372i,-9.7996e-05-0.00021474i,-0.000156-0.00010287i,-6.0976e-05+0.00048557i,-0.00033124+0.00035065i
-5.0158e-05+0.0012411i,0.00065374+0.0013103i,0.0012883+0.0015135i,0.0015206+0.00033795i,0.0012394-0.00076625i,-1.2264e-05-0.00044562i,-0.00027974-0.00046889i,-0.00019705+7.3276e-05i,-0.00013737+0.0011606i,-0.00036017+0.00075033i,-0.0014689+0.00033638i,-0.0016194-0.00010781i,-0.0012276-0.00025589i,-0.0008047+0.00014705i,-0.00028619+0.00041094i,0.00017831+0.00033919i,-0.00024353+0.00038289i,-0.000563+0.00113i,-0.00077926+0.0010021i,-0.0014706-1.094e-05i,-0.0011187-0.00019758i,-0.00010978-0.00074805i,0.00030096-0.00080123i
-0.0012649-0.00010707i,-0.0014189-0.00012391i,-0.00095896+0.00050737i,6.7096e-05+0.00073395i,0.00080257+0.0013584i,0.0011599+0.0019104i,0.0011914+0.00089534i,0.00038442+0.00021747i,0.00011163+0.0005505i,0.00020602+0.0007176i,0.00022885+0.0009749i,0.00038761+0.0010111i,0.00020925+0.00034359i,-0.0002304+1.2223e-05i,-0.00078206+6.3905e-05i,-4.2855e-05-7.7981e-05i,0.00085059+0.00015036i,0.00063469+0.00083287i,0.00010013+0.00059744i,0.0003979+0.00077648i,0.001246+0.00071649i,0.0014675-0.00040884i,0.0012254-0.00087418i
-0.00012726-0.00086595i,-0.0004434-0.00092727i,-0.00037584-0.00043851i,-0.0006299+0.0011086i,-0.00010594+0.0014905i,0.0010241+0.00043899i,0.0014606-0.00046458i,0.00097658-0.00069544i,0.00048307-0.00034632i,7.6403e-05-0.00049084i,0.00018247-0.00039412i,-1.3309e-05+0.00031555i,-0.00073118+0.00030422i,-0.00081282-0.00027262i,-0.00028304+0.00013592i,-0.00038365+0.00014327i,-0.00027921-0.00013491i,0.00020693+0.00024105i,0.00064291-0.00016537i,0.00039593+0.00026683i,8.3457e-05+0.0014668i,-0.00061385+0.0007845i,-0.00066175-0.00040599i
-0.001637-0.0003345i,-0.0017898+0.00055544i,-0.0015218+0.0010107i,-0.00040322+0.0011265i,0.0011174+0.0010748i,0.001479+0.0013124i,0.00071213+0.0007694i,-1.423e-05+0.00011553i,-0.0006908+0.00031233i,-0.0010859+0.00022338i,-0.00062247+0.00060869i,-0.00054898+0.00079895i,0.00013002+0.00075245i,0.00029233-2.4014e-05i,-6.4104e-05+0.00046647i,1.8387e-05+0.001559i,0.00018058+0.0010607i,-0.00025773+2.9492e-05i,-0.00057704-0.00030047i,-7.7342e-05+1.1367e-05i,0.00027719+0.00017178i,0.00015441+0.00080863i,0.00027957+0.00054121i
