-0.0028782-0.00027875i,-0.0024014-0.0013134i,-0.0023139-0.0020922i,-0.002189-0.0020412i,-0.0018483-0.0017334i,-0.001655-0.0016923i,-0.00031383-0.0011449i,0.00098525-0.00066796i,0.0016734-0.00015386i,0.00163+0.00014734i,6.476e-05-0.00026765i,-0.00064003-0.00034298i,-0.00073537-0.00011277i,-0.00066321-8.053e-05i,-0.00033281-0.00029004i,-0.00022812-8.4969e-06i,0.0001242-4.5171e-05i,0.00034678-0.00067813i,-0.00047351-0.00090539i,-0.0011443-8.2245e-05i,-0.0006399+0.00083477i,4.577e-05+0.00028956i,0.00042334-0.00017112i
-0.00034397+0.00013125i,-0.00022917+0.00038298i,-0.0015441+0.00029941i,-0.0016529+2.0868e-05i,-0.00083143-0.0004246i,0.00023973-0.0011569i,0.0011678-0.0015676i,0.00134-0.00094077i,0.00037064-0.00017784i,-0.0003331+0.00014001i,-0.00027014+7.9072e-05i,-0.00028934-0.00025753i,-0.00065341+0.00021463i,0.0003341-0.0002781i,0.00087741-0.00073688i,0.0001531+3.9492e-05i,-0.00025429+0.00017401i,0.00018508+6.5735e-05i,0.00027825+0.00060835i,3.5636e-05+0.00081593i,0.00012885+0.0010019i,0.00044658+0.00079007i,0.00023755+0.00042319i
0.00025882+0.001319i,0.0011649+0.00036459i,0.0020477+0.00015055i,0.00052297-0.00030916i,-0.00045734-0.001141i,-0.0012548-0.0012096i,-0.00068893-0.00082843i,0.00026477-0.00033506i,0.0005868-0.00040424i,0.00076854-0.00074901i,0.0006472-0.00077733i,9.605e-05-0.0002328i,-0.00051179-0.00027638i,-0.0005282-0.00040689i,-0.00051419-5.6639e-05i,-0.0001479+0.00055584i,0.0003776+0.00077503i,1.9398e-05+0.00054843i,0.00020522-0.00016319i,0.00032787-0.00087644i,0.00024812-0.0006182i,0.00017862+7.0675e-06i,-0.00041771+0.00079005i
0.00076919+0.00081789i,0.0007161+0.00042047i,0.00075813-0.00018267i,-0.00065829-0.0011238i,-0.0011345-0.001592i,-0.00076732-0.0014257i,-0.00062766-0.00091803i,-0.00027969-0.00068727i,0.00040756-0.00077707i,0.000552-0.0010136i,0.00023498-0.0012651i,0.00040408-0.0012027i,0.0004632-0.00038869i,-0.00024465+0.00011417i,-5.0724e-05-0.00046215i,0.00074724-0.0010211i,0.00029157-0.00078019i,-4.9032e-05-0.00033241i,0.00011942+4.5284e-05i,0.00011678-0.00042014i,0.00022821-0.00073476i,0.00078785-1.7192e-06i,0.00086645+0.00077786i
-0.001034-0.00032197i,-0.0011607-0.0010034i,-0.00076234-0.0019145i,-0.00077682-0.002238i,-0.00097302-0.0014464i,-0.00079259-0.00062169i,-0.00065648-0.00049906i,0.00032604-0.00081218i,0.00020646-0.00072074i,1.7933e-05-0.00083246i,-0.00021948-0.00047278i,-0.0013915-5.8688e-05i,-0.0010532-0.0003426i,-0.00058172-0.00010249i,-0.00066473+0.00013708i,-0.00014831-0.00019608i,0.00029648-0.00030623i,0.00071297-0.00012654i,0.00097368+5.0548e-05i,0.00062039+2.2318e-05i,0.00020961-3.3268e-05i,0.00031331-0.00071747i,0.00098417-0.00057223i
-0.00027112-0.00035428i,-0.00049248-0.00073838i,-0.0014066-0.00039445i,-0.0018102-0.00078011i,-0.00093335-0.0012401i,3.466e-05-0.0010363i,0.00036862-0.00056675i,-0.00039438-0.00055523i,-0.00054022-0.00036773i,-0.00031085+0.00016518i,-0.00010059+0.00012738i,-4.6884e-05+9.7855e-05i,-0.00012727-5.6161e-06i,0.00034768+0.00019741i,0.00051736+0.00018869i,0.00022574+0.00012667i,-0.0002366-0.0002463i,-0.00017544-0.00019867i,0.00036084+8.8404e-05i,0.00011346+6.2121e-05i,0.00024873-9.9678e-05i,0.001099-0.00012593i,0.00072666+5.6713e-05i
-0.0024343-0.00031177i,-0.0024195-0.00035609i,-0.0026462-0.00072142i,-0.0021404-0.00047779i,-0.0016817+0.00022983i,-0.0011032-0.00016669i,9.3417e-05-0.0013272i,0.00068207-0.0016871i,0.0011288-0.00095559i,0.0011874+4.6896e-05i,0.0011042+0.00043678i,0.00025952+0.00051574i,-0.00014645-0.00032169i,0.00054007-0.00045042i,0.00061965-2.0105e-05i,0.00065091-1.8125e-06i,0.00033018-0.00026103i,0.00024476-0.0006518i,0.00019569-0.001021i,-0.00026797-0.00018359i,-0.00059317+0.00075608i,-4.6466e-05+0.00042861i,0.00059424-9.9014e-05i
0.0013033+0.0010527i,0.0015628+0.0010702i,0.00037617+0.00015668i,-0.0010387-0.00089446i,-0.001508-0.0016606i,-0.0016515-0.002008i,-0.00063914-0.0016085i,0.0001538-0.00093342i,0.00045673-0.00051892i,0.00012285-0.00021666i,-0.00018652-0.00069179i,0.00015453-0.0013359i,0.00024319-0.00080195i,0.00010326+8.8886e-06i,-0.00032931+0.0010011i,-6.783e-05+0.0010194i,-0.00037002+0.00016909i,-0.00091666-0.00026807i,-0.00041599-0.00055287i,-0.00041964-0.00068158i,-0.00039449+0.00019415i,-0.0001086+0.00070383i,0.00041982-0.00020345i
0.0016231-0.00036593i,0.00092625-0.00098773i,9.1406e-05-0.0027727i,-0.0013204-0.0025721i,-0.0026333-0.0014007i,-0.001795-0.00054765i,0.00025467-0.00036367i,0.00071332-0.00066293i,-0.0001201-0.00042917i,-0.00012039-0.00037608i,0.00087993-0.00040723i,0.00070523+3.0903e-05i,-0.00044014+0.00043727i,-0.0010748+0.00050263i,-0.00051887-9.1111e-05i,0.00027767-0.00085226i,-4.0548e-05-0.0011596i,-0.00074596-0.00095912i,-0.0005513-0.00036858i,0.00038914+4.9986e-05i,0.00037183+0.00013248i,5.4598e-05-7.293e-05i,0.00040262-0.00034315i
0.00042934-0.00033161i,0.00070083-0.00067585i,-7.4128e-05-0.00096178i,-0.00088533-0.00095487i,-0.0018691-0.00067283i,-0.0017911-0.00041135i,-0.00057094-0.00086326i,-0.00034235-0.0009971i,-0.00066958-0.00081911i,-0.00066067-0.0011089i,0.00011066-0.0013836i,0.00083968-0.0004905i,0.00067206+0.00017044i,-5.4547e-05-0.00053214i,-0.00045809-0.00070202i,-0.00033498-0.00019437i,0.00016823+0.00023133i,0.00029122-3.2714e-05i,4.8684e-05-0.00060037i,-0.00064046-0.00044596i,-0.0010442-0.00073425i,-0.00046412-0.00071087i,2.7261e-05-0.00027243i
0.0010653-0.00083726i,0.00054501-0.0019081i,-0.00017349-0.0026267i,-0.001373-0.0015388i,-0.0024677-0.0010278i,-0.0018039-0.0011086i,-0.00046022-0.0011379i,5.2368e-05-0.0015147i,0.00020918-0.0013803i,0.00016607-0.00096356i,-0.00065518-0.00041017i,-0.0014235+0.00016572i,-0.00093852+0.00068498i,-7.6291e-05+0.0004222i,0.000259-0.00011746i,-0.00044581+3.1132e-05i,-0.0010466+0.00012578i,-0.00073328-0.00055431i,-0.00023687-0.0006209i,0.00015004+0.0001384i,0.00065256+0.00072126i,0.00047402+0.00057043i,-0.00072596-0.00026731i
0.00056375-0.0021833i,0.0014106-0.0011502i,0.001453-0.00036758i,0.00068283-1.4282e-05i,-0.00092982-0.00013586i,-0.0011858-0.0002354i,8.7006e-06-0.00025446i,0.0003559+9.8466e-05i,-0.00033918+0.00017191i,-0.00031629-0.00030308i,-0.00018668-0.00095904i,-0.00062199-0.00095388i,5.4194e-05-3.4342e-05i,0.00070434+0.00054639i,0.001021+0.00099229i,0.00090227+0.00086391i,0.00019919+0.00018914i,1.3243e-05-0.00073131i,0.00054598-0.0010849i,-0.00021265-0.00065866i,-0.0010334+0.0002044i,-0.00047561+0.00016906i,3.7666e-05+4.1377e-05i
3.0803e-05+0.0004331i,-2.9734e-05-0.0012482i,-0.00034914-0.0034504i,-0.0011768-0.0027316i,-0.0019736-0.0015028i,-0.0015967-0.0010361i,-0.00052847-0.00099232i,0.00039902-0.00065546i,0.00048298+4.2512e-05i,0.00020516+0.00030234i,0.00044206+0.00030629i,-0.00011168+0.00015645i,9.5845e-05-0.00019598i,0.00041286-0.000186i,3.1294e-05+0.00037447i,0.00033413+9.8957e-05i,-0.0001754-0.00069324i,-0.0012416-0.0005i,-0.0012161-0.00017231i,-0.00059123+3.7044e-05i,0.00017258+0.00017907i,0.00050052+0.00033026i,0.0010098-0.00035349i
0.0023024+0.00036279i,0.0016224+0.00092188i,0.0010487+0.00076489i,-0.0004172+0.00021843i,-0.0019709-2.203e-05i,-0.001375+3.044e-05i,-8.2444e-05-0.00014523i,-4.8954e-05-0.00057151i,-0.0013137-0.0011671i,-0.0015058-0.0012692i,-0.0004208-0.0011176i,8.4647e-05-0.00054123i,-0.00010169+8.2081e-06i,0.00068251-4.9697e-05i,0.00085593+4.8172e-05i,0.00053834+0.00012863i,0.00066946-0.00016626i,8.392e-07-0.00052852i,-8.7749e-05-0.00033945i,8.467e-05-0.00011806i,0.00019152-0.00029579i,0.00043027-0.00031937i,0.00039438-5.153e-06i
-0.00092199-0.00065674i,-0.0012441-0.0019199i,-0.0015749-0.0030675i,-0.001126-0.0021254i,-0.0010395-0.00073888i,-0.0013562-0.00089623i,-0.00077574-0.0012753i,-9.5635e-05-0.00093553i,7.7154e-05-0.00026935i,0.00011032+0.00047601i,-0.00014441+0.00057083i,-0.00038363+0.00051841i,-0.00072684+0.00051255i,-0.0010936-0.00013268i,-0.00089325-0.00081852i,-0.00036989-0.00014119i,-0.0002448+0.00085444i,0.00044236+0.00045022i,0.00064032+0.00028345i,0.00016346+0.00070573i,2.0952e-05+0.00060561i,-0.0001246-0.00072232i,-6.5123e-05-0.0011881i
-9.6396e-05+0.00064271i,-0.00035111+0.0013782i,-0.0001293+0.002245i,-0.0003845+0.0013458i,-0.0011799-0.00021858i,-0.0012248-0.00080325i,-0.00034219-0.00089445i,0.00012868-0.00098674i,0.00045787-0.00046792i,0.00078799+0.00027415i,0.00042814+0.00023907i,-0.00012433-0.00029132i,-0.00060197-0.00060661i,-0.00025812-0.0004682i,0.00015286-0.00051077i,0.00065913-0.0006531i,0.00050163-0.00077846i,-0.00017479-0.00080122i,-0.00014726-0.0006426i,0.00013832-0.00031662i,-0.0001884-0.00010042i,-0.00047719+0.00056085i,0.00016353+0.00057156i
-0.00011873-8.062e-05i,0.0012916-0.0013148i,0.0014159-0.0020597i,9.5813e-05-0.0017637i,-0.00053171-0.0018069i,-0.0002195-0.0020213i,0.00029241-0.0024225i,-0.00027561-0.0010136i,-0.00023879+0.00033613i,0.00036912-0.00030459i,0.00017923-0.0004155i,0.00037678+0.00023077i,0.00050994+0.0009326i,-0.00010298+0.00095224i,1.1885e-05+0.00049062i,0.00045151+0.00051236i,-0.0001009+0.00020275i,-9.7349e-05-0.00011723i,0.0001581-6.2853e-05i,-0.00037832-0.00062987i,-0.00011549-0.00062872i,0.00053132+0.00041054i,0.0007621+0.00090153i
0.00024129-0.0022659i,-0.0015296-0.0010433i,-0.0029634-0.0010892i,-0.0036778-0.0012733i,-0.003819-0.00053795i,-0.0019937+0.00015014i,-0.00040452+3.4974e-05i,0.00020068-0.00012417i,0.00032333+0.00014249i,-0.00034645+0.00060162i,-0.00090406+0.00089253i,-0.0011562+0.00056908i,-0.0012671+0.00036806i,-0.00068404+0.0007145i,0.00078504+0.0012619i,0.00060273+0.0002493i,-0.00067867-0.00037324i,-0.00099831-0.00016917i,-0.0010139-0.00071689i,-0.00047215-0.0011142i,4.7271e-05-0.00064586i,-0.00043421-0.00021783i,-0.00058406+0.00014653i
2.7937e-05+0.00079026i,0.00020218-0.00079529i,0.00052656-0.0014154i,-0.00080396-0.0017319i,-0.0017276-0.0011822i,-0.0012123-0.00020433i,-5.5044e-07-0.00050709i,-0.00028876-0.0012795i,-0.0011821-0.001241i,-0.00086547-0.00039626i,-0.00020356+3.4198e-05i,0.00013948+0.00026308i,-0.00023579-4.5778e-05i,-0.00079031-0.00069315i,-0.00050852-0.00042296i,-0.00017092-0.00013641i,0.00031814-6.797e-05i,0.00015609+0.00014143i,-0.00012693-0.00060944i,-0.0004636-0.00044823i,-0.00062917-1.5403e-05i,-0.00076634-0.00069288i,-0.00082584-0.00040799i
-0.00020032-0.00023587i,0.00045221-5.4666e-05i,0.00046005-0.00040899i,0.00013152-0.00069227i,-0.00091806-0.00035505i,-0.0012653-0.00073699i,-0.0014077-0.00077786i,-0.0010169-0.0010133i,-0.00037622-0.00083849i,-0.00012524+0.00022139i,-9.7665e-05+0.00039185i,2.6586e-05+1.5974e-05i,-6.603e-05-8.7119e-05i,0.00027007+7.4008e-05i,0.00053383+1.1237e-05i,-0.00011402+4.4999e-05i,3.9698e-05+0.00018454i,0.00053145-0.00036224i,-0.00016701-0.00074212i,-1.8861e-05-8.9109e-05i,0.00066215+0.0010255i,0.00027722+0.00045834i,-0.00013324-0.00058345i
-0.0025275-0.0017599i,-0.0021368-0.0010795i,-0.0025246-0.00079078i,-0.0024919-0.00046995i,-0.0015124+0.00017959i,-0.00063611-0.00026882i,0.0003686-0.0017615i,0.00025099-0.0021128i,-0.00038059-0.0010979i,-0.0004619+9.6293e-05i,-0.00037693-5.285e-05i,-0.00022669+0.0002271i,-0.0001368+0.00028544i,-6.6401e-05+5.8724e-05i,0.00019043+0.00019707i,-0.00023437+0.00026521i,-0.00055171-0.00010167i,-0.00032232-2.5776e-05i,0.00035929+0.00018373i,0.00061939+0.00038077i,0.00049049+0.00026071i,0.00043127-0.00039075i,8.2658e-05-0.00083296i
-0.00031368-0.0033129i,-0.00097531-0.0026594i,-0.0017449-0.0013156i,-0.002716-0.00042677i,-0.0025598-0.00020701i,-0.0011877-0.00036336i,0.00021663-0.0012085i,0.0011965-0.0013447i,9.9647e-05-0.00042471i,-0.00072055+0.00036948i,-0.00038324-0.00010783i,1.1092e-05-0.00027502i,0.00044687+5.274e-05i,0.00047319+0.00037492i,0.00011957+0.00057558i,-0.00051081-2.9853e-05i,-0.00094527+0.00026384i,-0.00069183+9.0917e-05i,0.00034831-0.00033739i,0.00049495+1.7604e-05i,-0.00016986-9.1226e-05i,-0.0005949-0.00062649i,-0.00062369-0.0005049i
0.001254-0.00060918i,0.00069369-0.00092265i,2.229e-05-0.0011219i,-0.0014814-0.0021163i,-0.0021819-0.0023983i,-0.0011017-0.00098816i,0.00062817+5.6065e-05i,0.00061814+3.7749e-05i,-0.00018015-0.00054823i,-0.0002372-0.00077437i,-0.00026108-0.0010561i,-0.00029292-0.00085034i,2.7037e-05-0.00034038i,0.00044791-0.00072265i,-0.00025182-0.00070288i,-0.00081485-3.9978e-05i,-0.00073899-0.00050415i,-0.00028108-0.00055006i,0.00024264+0.000473i,0.00050127+0.00080432i,0.00085227+0.00010513i,0.00063175-6.5579e-05i,-0.00025303-0.000403i
-0.00055618-0.00051636i,-0.00043191-0.0011203i,-0.00041406-0.00045203i,-0.0001368-0.00014915i,-0.0010048-0.00048201i,-0.00082145-0.0011496i,1.8568e-05-0.00078291i,-0.00048538-0.00044734i,-0.00048194-0.00088603i,-0.00053956-0.00064972i,-0.00021663-0.00034328i,3.7415e-05-0.00035983i,0.00029805+0.00030825i,-0.00020305+0.001005i,-0.00045964+0.00067175i,0.00076546+0.00025099i,0.00090277-0.00070255i,0.00010817-0.00077152i,0.00025335-0.00056422i,7.727e-05-0.00087168i,-2.6372e-05-0.0003653i,0.00042923+1.6465e-05i,0.00048522+0.00012366i
0.00059881+0.0011366i,0.0007503+0.0010897i,0.0017472-4.7553e-05i,0.0013908-0.0014355i,5.1934e-05-0.0022837i,-0.0010758-0.0022805i,-0.00043882-0.0011617i,0.001148-0.00046349i,0.00081316-0.00033576i,-9.2429e-05+7.0342e-05i,-0.0004428+0.00034641i,-0.00075699-0.0002404i,-0.00051373-0.00058107i,-0.00034849+2.7905e-05i,-0.0001055-8.1416e-05i,0.00011784-0.00045329i,0.00053686+2.4849e-05i,0.0006076+0.00085201i,0.00036937+0.00080842i,0.00031605-9.7103e-06i,-1.7847e-05-0.00074102i,0.00015579-0.00046179i,-0.00025583+0.00059998i
0.00026479-0.00086411i,2.9835e-05-0.00012921i,-0.00070961-0.0015302i,-0.00067811-0.0023558i,-0.00061298-0.0016646i,-0.0010659-0.0012484i,-0.00011919-0.00097256i,-9.2619e-05-0.00053251i,-0.00081547-4.5623e-05i,-0.00073986+3.7489e-05i,0.00018802-0.0001329i,0.0010995+7.3376e-05i,0.00091479+0.00055214i,0.00049947+0.00056154i,0.00027313+0.00025298i,0.00038314+0.00024303i,0.00039106+0.00038922i,-0.0001814+0.00024485i,-6.1997e-05-0.00041436i,0.00013111-0.00072052i,-5.8851e-05-3.206e-05i,-0.00024195+0.00046837i,-6.123e-05-0.00045779i
-0.0015906-0.0013774i,-0.00093471-0.0027223i,-0.0014688-0.0019097i,-0.0025998+0.00013118i,-0.002615+0.00095992i,-0.00074787+0.00023435i,0.00065974-0.00046995i,0.00041846-0.00040091i,-8.4384e-05-4.5359e-05i,-0.00041113-0.00027844i,-0.0002183-0.00029949i,0.00066872+0.0002853i,0.00078222+0.00014257i,-0.00026077-2.3418e-05i,-0.0006126-0.00043353i,-0.00084426-0.0011557i,-0.00017164-0.00095948i,0.00063205+0.00011282i,0.00066831+0.00010004i,0.00050921-0.00066757i,-3.6821e-06-0.00051116i,-0.00034483-0.00096208i,0.00021359-0.00076902i
0.00080817-0.00028761i,0.0011383+0.00016712i,0.00041332-5.8546e-05i,-0.00085155-0.0018604i,-0.0014504-0.0025876i,-0.0015751-0.0012124i,-0.0011747-0.00043162i,-0.00064668-0.00033084i,-0.00028717-0.00013492i,-0.00040757-0.00046406i,-0.00052286-0.00065678i,-0.00015243-0.00015901i,0.00033311+0.00045102i,-3.684e-05+0.00021078i,-0.00068596-0.00046975i,-0.00073442-0.00051617i,-0.00014209+0.00023648i,0.0001326+0.0007903i,-0.00037863+0.00071601i,-0.0013158-0.00011839i,-0.0017061-0.00078289i,-0.001052-0.00063411i,-0.00028979-0.00026361i
0.00015578-0.00050363i,-0.00011794-0.00027206i,2.2665e-05-0.00043948i,-0.00080834-0.0014412i,-0.0018848-0.0010539i,-0.0014832-0.00085721i,0.00022336-0.0010466i,0.00089568+4.4932e-05i,0.00053866+0.00062471i,-6.6671e-05+0.0002008i,-0.00040318+0.00052496i,-0.00029566+0.00082905i,-0.00078517+0.00025514i,-0.0012073-0.00026299i,-0.00070587+0.00027988i,-0.00038264+0.00026196i,-0.00030474-0.00027805i,0.0001861-0.00038877i,0.00061226-0.00064501i,0.0012266-7.8513e-05i,0.0014206+0.00049523i,-9.154e-05+0.0002538i,-0.00093523-0.00018436i
0.0021494+0.00034139i,0.002342-0.00032005i,-0.00024423-0.00063446i,-0.0015973-0.0011948i,-0.0017176-0.001884i,-0.0018763-0.0012118i,-0.0010528-0.00086045i,-0.00033404-0.0009424i,-0.00067524-0.00082319i,-0.0009059-0.0010528i,-0.00050158-0.00059523i,-0.00019589+0.0001432i,0.00048227-7.7565e-06i,0.00022353-3.0626e-05i,-0.00036653-0.00034234i,-9.5883e-05-0.0005682i,0.00011935-6.1588e-05i,0.00052172+0.0005238i,3.4396e-05+0.0014335i,-0.0004117+0.0016588i,0.00010629+0.00060057i,-5.7343e-05-7.5817e-05i,-0.0003183-8.8818e-05i
-0.00060244+0.00041986i,-0.00035129-0.00099426i,4.9432e-05-0.0019978i,-0.00059735-0.0014849i,-0.0017773-0.00070593i,-0.0018231-0.00099291i,-0.00067473-0.0013107i,-0.0006229-0.0016695i,-0.00098753-0.0015907i,-0.00080993-0.00024025i,-0.00067794-0.0001252i,-0.00031403-0.00058948i,0.00071827-0.00071126i,0.0012436-0.00017802i,0.0011947+0.00030578i,0.00033298-0.00037776i,-0.00018427-0.0011586i,6.5217e-05-0.00050154i,-0.00061608+0.00029135i,-0.00095492+0.0005696i,-0.00046376+0.00045047i,0.00039354+0.00037384i,0.00064992+0.0002175i
-0.0010855+0.00042135i,-0.0016045+0.00046352i,-0.0019292+0.0010473i,-0.0020052+0.0013216i,-0.0011568+0.00018924i,0.00029508-0.00094903i,0.00042135-0.0014277i,-0.00012704-0.0014519i,0.00020019-0.0010243i,-0.00012635-0.00035675i,-0.0013644-0.00050403i,-0.00084078-0.00052259i,-6.0559e-05-0.00036958i,-0.00046183-0.00071109i,-0.00097571-0.00096389i,-0.00059873-0.00091345i,0.0001461-0.00064458i,9.8738e-05-0.00050986i,0.00063649-0.00064666i,0.00094847-0.00018128i,-0.00012679+0.00061029i,-0.00057032+0.00053896i,0.00011951+9.3071e-06i
0.0022038-0.0012256i,0.0022-0.0012282i,0.0021534-0.0020101i,0.00068044-0.0026616i,-0.00092646-0.0014792i,-0.00096945+8.0597e-05i,-9.6259e-05+0.00026131i,0.0004203-0.00078285i,0.00041348-0.0013263i,-0.00026168-0.0015745i,-0.0006428-0.0013495i,-0.00075554-0.00043348i,-0.00069078+0.00020701i,-0.00065823+0.00032413i,-0.00057104+6.9716e-05i,-0.00044967-0.00097547i,-0.00033573-0.0013438i,0.00023908-0.00078255i,0.00079145+6.5744e-06i,0.00049411+6.3026e-05i,-6.0731e-05-0.00029081i,-0.00027219-5.6314e-05i,-0.00031732-2.2464e-05i
3.9393e-05+0.00052771i,7.0649e-05+0.00056221i,-0.00064934-0.00054231i,-0.00061307-0.0020399i,-8.0323e-05-0.0024497i,9.4472e-05-0.0015217i,0.0005248-0.0011996i,0.00077445-0.001218i,-5.4221e-05+5.2508e-05i,-0.0009593+0.00035942i,-0.00040039-0.00078776i,-0.00016006-0.00095725i,-0.00080812-0.00077948i,-0.00054709-9.5921e-05i,-0.00035089+0.00041684i,-6.6525e-05+0.00022371i,0.00023362-8.0941e-05i,3.558e-05+0.00034293i,0.0001435+0.00027028i,0.00049633-0.00030792i,0.00036838-0.00038975i,0.00032089-0.00010395i,0.00047854-0.00011105i
0.00051453+0.00039913i,0.0012908-0.00041599i,0.0017399-0.0011672i,0.00015746-0.0012465i,-0.0015696-0.0013919i,-0.0018364-0.0019012i,-0.00096443-0.0017248i,-0.00038792-0.0018288i,-0.00010433-0.00093846i,0.00045193+5.9572e-05i,-0.00029266+0.00054468i,-0.0014369+0.00044105i,-0.0010854+0.00012137i,-0.00014863+6.8828e-05i,0.00085871-0.00022882i,0.00065073-0.00018735i,-2.9979e-06-0.00018894i,0.00033929-0.00037776i,-0.00024798-0.0003346i,-0.0014117+7.0284e-06i,-0.0012753-8.1656e-05i,-0.00093287-0.00035309i,-0.00071933-0.00045078i
-0.0016562-0.00019006i,-0.0012947-0.00011546i,-0.0012508-0.00025372i,-0.0022076-0.00042496i,-0.0021179-0.00099321i,-0.0011373-0.0018298i,-0.0006367-0.0014762i,-0.00032062-0.00060801i,-0.00030374-0.00052422i,-9.773e-05-0.00088468i,0.00038124-0.00081882i,0.00039563-0.00023059i,0.00024457+0.00059705i,-0.00010833+0.0010059i,-0.00022307+0.00063691i,-1.4665e-05-0.00029036i,0.00014865-0.00069406i,-0.00039751-0.00057716i,-0.00090505+0.00018568i,-0.00065366-7.0343e-06i,0.00019538-0.00017097i,8.8692e-05+3.6459e-05i,8.0984e-05-0.0001148i
0.0020148-0.00045711i,0.0025637-0.001045i,0.0018772-0.0019255i,-0.00033058-0.0018237i,-0.0016616-0.00086071i,-0.0018922-0.00058232i,-0.0009786-0.00108i,0.00016389-0.0012391i,0.00022014-0.00099862i,0.00013612-0.00072213i,-0.00012351-0.00074393i,-0.00040232-0.00059044i,-0.00033146+0.00016255i,0.00031191-0.0007248i,0.00053615-0.0012803i,0.00060181+0.00051473i,0.0011449+0.00093805i,0.00095491-3.9815e-05i,0.00041694-0.00056943i,0.00074924-0.00068656i,0.00053797-0.00011565i,-5.5439e-05+0.00011808i,-0.00030535-0.00052328i
0.0019125-0.0007624i,0.00096984-0.0016961i,-0.00044329-0.0028576i,-0.00086462-0.0028709i,-0.0024309-0.0021246i,-0.0030189-0.0012812i,-0.0015364-0.00045012i,-0.0003623-0.00081832i,-0.00016001-0.0011719i,-0.00055026-0.00058681i,-0.00099248-0.00037733i,-0.00065709-0.00023063i,0.00016599+0.00024772i,0.00055789+0.00074128i,0.00025767+0.0013533i,-8.1913e-05+0.001082i,0.00026394+0.00011131i,0.00027226-0.00050514i,0.00042126-0.00047545i,0.00045965-3.1315e-05i,0.00028933+0.00014162i,3.9207e-05-0.00014676i,-0.00037974-0.00090837i
0.0018544-0.00074788i,0.0011451-0.00099669i,0.00049551-0.0016755i,-0.00086003-0.0018689i,-0.0022493-0.0015977i,-0.0026579-0.00067937i,-0.00091852+0.00026087i,9.4619e-05-0.00021749i,-0.00043407-0.00042316i,-0.00046731-0.00012303i,-0.00083133-0.00018597i,-0.0015814-6.3899e-05i,-0.0015925+0.00054559i,-0.0011394+0.00081373i,-0.00016531+0.0007838i,0.0007757+0.00053423i,0.00069347-0.00016i,0.00045467-0.00025923i,-0.00015016-0.000837i,-0.00031828-0.00098678i,-0.00030291+4.7427e-05i,-0.00050146+0.00097197i,-0.00054424+0.00044253i
-0.00043798-0.00092646i,-0.00093228-0.0007066i,-0.0014294-0.00046077i,-0.0012454-0.0010667i,-0.00057547-0.00096074i,-0.00031041-0.0011347i,-1.7215e-05-0.001048i,-0.00031817-0.00057346i,-0.00068694-0.00043705i,-0.00045198-0.00061995i,-0.00030196+0.00028553i,-2.2964e-05+0.00075693i,0.00012081-8.0844e-05i,7.6479e-05-0.00058362i,0.00069635+0.00012262i,0.00043045+0.00034892i,-0.00020146-5.2094e-05i,-5.3281e-05-0.0003173i,-0.00012416-0.00048913i,-7.6326e-05-0.00055451i,0.0001458-0.00022757i,0.00029996+3.5389e-05i,0.00090956+9.1982e-05i
0.0015541+0.00040238i,0.0015636+0.00018659i,0.00082713+0.00032789i,-0.00064014-0.00078265i,-0.0019465-0.0015666i,-0.0021846-0.00021782i,-0.00064949-0.00016826i,0.00025993-0.0010955i,-0.00027557-0.0010034i,-0.00081274+1.4236e-05i,-0.00097599+0.00069778i,-0.00025243+0.00065317i,0.00043385+0.00096393i,0.00012584+0.00082171i,7.2569e-06+0.00059669i,-0.00029065+0.00035018i,-0.00086794-0.00061944i,-0.00056064-0.00080684i,0.00017212-0.00054945i,0.00067986-0.0005374i,0.00052642-0.00057194i,0.00059551-0.0003988i,0.00020311+0.00019243i
-0.00047413-0.0012494i,-0.00027983-0.0018771i,-0.00095839-0.0016985i,-0.0017675-0.0011381i,-0.0020219-0.0013634i,-0.0013381-0.0013523i,-0.00061458-0.0008798i,-0.00037873-0.0011161i,-9.8925e-05-0.00088836i,0.00029469-0.00087732i,0.00067264-0.00034436i,-0.0001371+0.00038484i,-0.00087744-7.0245e-05i,-0.00060555-0.00073751i,-0.00031947-0.00017718i,-0.00017652+0.00035552i,-0.0002003+0.00015962i,-0.00039135+0.00047759i,-0.00016754+0.00029171i,0.00013265-0.00026763i,-0.00013945-0.00039299i,-0.00048607+0.00029881i,-0.0012497+0.00036406i
1.6733e-05+0.0010172i,-4.5409e-05+0.0019614i,4.0358e-05+0.0013625i,0.00052811-0.00052196i,0.00023236-0.0017065i,-0.00066925-0.0018654i,-0.00018275-0.001425i,0.00042701-0.00044475i,0.00032593+0.00037022i,-0.00027941+0.00032139i,-0.00057532-0.00096784i,-0.00040882-0.0011018i,-0.00054535+0.00012663i,-0.00029261-4.366e-05i,0.00014246-0.00029461i,-0.00055347+0.00047569i,-0.00027237+0.00028971i,0.00018882-0.00011922i,-0.00081547-0.00037317i,-0.0013159-0.00061329i,-0.00080814-0.00083296i,3.2326e-05-0.0011693i,0.00037223-0.0010772i
