0.0041217-0.00090234i,0.0048168-0.0021393i,0.003956-0.0050097i,0.00019394-0.0054317i,-0.0037424-0.0039014i,-0.0048198+0.00013079i,-0.002506+0.0030414i,-0.00046187+0.0022767i,0.0002505+0.00031121i,0.0003877-0.0015488i,0.00020464-0.0019278i,-0.00016824-0.00046997i,-0.0011295+0.0010864i,-0.0011553+0.0013394i,-0.0003606+0.00099514i,-0.0002583+0.00031712i,-0.00035871-0.00045897i,0.00012089-0.00031406i,-8.1162e-07-3.7126e-05i,-0.00055011-0.00040786i,-0.00057973-0.00072399i,-0.00044488+0.00044288i,-9.4398e-05+0.001151i
7.2901e-06-0.0022194i,-0.00048018-0.0024901i,-0.0015759-0.0029281i,-0.0024938-0.0015959i,-0.0029328+0.00016376i,-0.0025421+0.0016867i,-0.0012143+0.0021358i,0.00055618+0.0020968i,0.00083371+0.0017669i,0.00011855+0.00079108i,0.0002702+0.00030902i,0.00077423+5.265e-06i,0.00076699+0.00011719i,0.00064519-2.2671e-05i,0.00024224-0.00054866i,0.00054616-0.0010722i,0.00041852-0.001609i,-0.00027251-0.0010464i,5.6865e-05-0.00045591i,0.00040526-0.00060755i,0.00083768-0.00069309i,0.0011392-0.00023523i,0.00016018+0.00029947i
0.00088873-0.00026738i,0.0014484-0.00030741i,0.00025186-0.00054553i,-0.0016166+0.00049602i,-0.0027482+0.0020149i,-0.0015196+0.0018945i,0.00017953+0.00032748i,0.00061018-0.00036306i,0.00049134-0.0015069i,-0.00020416-0.0018963i,-0.00095082-0.00068888i,0.00012848+0.00050043i,0.0012727+0.00018179i,0.00040431-4.5988e-07i,-0.00013085+0.00064068i,-0.00011198+0.00016258i,-0.00015332-0.00026485i,0.00054095+1.7343e-05i,-8.7135e-05+0.00020002i,-0.00069238+0.00021994i,0.00031635+0.00023816i,0.00034012+0.00034919i,7.1164e-05+0.00029878i
-0.0016091-0.0011909i,-0.0014204-0.00024295i,-0.0021521+0.00015687i,-0.0020486+0.00080459i,-0.0014417+0.0017894i,-0.00098876+0.0025066i,-0.00084469+0.0012506i,-0.00079983-0.0002349i,-0.0014069-0.00098312i,-0.0018843-0.00092624i,-0.0013314-6.9683e-05i,-0.00031017+0.00045081i,0.000382-4.778e-05i,2.6254e-05-0.00048889i,-0.00065443+1.9374e-05i,-0.00098245+0.0005174i,-0.001548+0.00015297i,-0.0017491-0.00027953i,-0.00092341-0.00034828i,-1.2945e-05-0.00042211i,0.00013588-0.00041389i,-0.00032206-0.00015661i,-0.0011115-0.00051089i
-0.0011702-0.0010071i,-0.001404+0.00041697i,-0.0021315+0.0020333i,-0.0023754+0.0015343i,-0.0022625+0.0013075i,-0.0014572+0.0011509i,-0.00067186+0.00088178i,-0.00083097+0.00043698i,-0.0007678+4.1733e-05i,-0.0019905+0.00070879i,-0.002205+0.0011282i,-1.2409e-05+0.0012626i,0.0012534+0.00078895i,0.0013412+0.00032409i,0.0012017+0.00063016i,0.0017003-9.2411e-05i,0.0016073-0.00028102i,0.00015515+0.0010717i,-0.00041329+0.001268i,-0.00031056+0.00063049i,-0.00036543-8.2767e-05i,-0.00053596+0.00032887i,-0.00056362+0.0013174i
0.001367-0.00031909i,0.0011809-0.00065437i,0.00079714-0.0014339i,0.0012295-0.0010974i,0.00057144+0.0011419i,-0.00040145+0.0022904i,-0.00041283+0.00157i,-0.00058786+0.0012678i,-0.00087147+0.0015013i,-0.001048+0.0017258i,-0.0011184+0.0015558i,-0.00013884+0.000594i,0.0014996-0.00011076i,0.0015009+0.00037178i,0.00027191+0.00026644i,-0.00032155-0.00021862i,-0.00032678-7.2354e-05i,0.00026508+0.00016344i,0.00030463-0.00023014i,-0.0002539-0.00027969i,-6.4411e-05+8.6421e-05i,0.00019259+0.00011487i,0.00016695-3.8446e-05i
0.00068395-0.0037746i,0.00042886-0.0033008i,-0.0012844-0.0026543i,-0.0027525-0.001832i,-0.0019006+2.7784e-05i,-0.00056884+0.00098683i,-0.00013893+0.00049423i,-0.00032203+0.00055177i,-0.00023436+0.0019432i,0.00037537+0.0025617i,0.00084541+0.0016158i,0.00096958+0.00080879i,0.00058955+0.00063712i,-0.00037738+7.4865e-05i,-0.00031122-0.00056819i,7.4094e-06-0.00050167i,0.0003945-0.00037404i,0.00033928-0.00039129i,2.029e-05+0.00019771i,0.00020644+0.00048819i,-0.00051519+1.1448e-05i,-0.00097397+6.3564e-05i,-0.00097574+0.00019486i
0.00070802-0.00031809i,0.00020678+1.2328e-05i,-0.0012494+0.0011617i,-0.0029124+0.0015039i,-0.0036033+0.001891i,-0.0034173+0.0017416i,-0.0018853+0.00080577i,-0.00012089+0.00084766i,0.0003602+0.00053594i,0.00046928-0.00056797i,0.0012599-0.00022118i,0.0016949+0.00032274i,0.0012479+0.00033914i,0.00076596+0.00015959i,0.00087032+9.3466e-05i,0.00085339+0.00043225i,0.00031774+4.5618e-06i,-0.0002551-0.00049872i,-0.00058039-0.00064471i,-0.00055853-5.2166e-05i,4.5198e-05+0.00035416i,0.00017058+0.00033932i,7.2777e-05-0.00044721i
0.0018+0.0007288i,0.0033411+0.0008184i,0.0035982-0.00024081i,0.0011803-0.0010041i,-0.0020558-0.00090764i,-0.0034485+0.00058496i,-0.0024425+0.0010777i,-0.0009764-5.3869e-05i,-0.00079478-0.0014885i,-0.00053773-0.0016207i,-0.00057315-0.0011373i,-0.00092789-0.0007633i,-0.00043435-0.00020156i,-0.00055935-0.00015914i,-0.0010852-5.3043e-05i,-0.00095947+0.00039921i,-0.00025428+0.00015533i,-2.9235e-05+0.00017147i,-6.2507e-05+0.00029884i,-0.00014549+0.00039983i,0.00031137+0.00049139i,0.00035821+4.8301e-05i,0.00031553-0.00038578i
1.5705e-05+0.00043848i,-0.00051958-0.00024083i,-0.00083413-0.0013731i,6.5794e-05-0.0010785i,0.00044241+0.00036054i,-0.00057814+0.00097424i,-0.0010984+0.00041947i,-0.00049527+0.00026382i,-0.00064434+0.00045262i,-0.00057881+0.00074179i,-0.00069067+0.00097344i,-0.001474+0.00047079i,-0.00054447-0.00021761i,0.00039586-0.0004346i,-0.00026702-0.00025046i,-0.00010573-0.00021067i,0.0009289+4.3008e-06i,0.00051591+0.00019177i,0.00047434+0.00024947i,0.00077074+5.5286e-05i,0.00018154-0.00011309i,-0.00033128-0.00017881i,-9.2802e-05-0.00023812i
0.00028973+0.0023221i,-0.00020208+0.0023127i,6.3042e-05+0.0019081i,-0.00011634+0.00061154i,-0.0011061-0.0002995i,-0.0014873-8.7844e-05i,-0.0010555+0.00040302i,-0.00011211+0.0013182i,-0.00041627+0.0013657i,-0.0011076+0.00042999i,-0.0006795+0.00022312i,0.00041174+6.4153e-05i,0.00055527+0.00025076i,-0.00063599+0.00040029i,-0.00039949+0.00042179i,0.00013393+0.0005754i,0.0002678+0.0007677i,0.0009614+0.00093292i,0.00097319+0.00098216i,0.00058945+0.00028333i,0.00010126-0.00040109i,-0.00013526-0.00072995i,-0.00083837-0.00035925i
0.00053359+0.00047229i,0.00031612-0.0002519i,0.00059867-0.00085095i,-0.00029062-6.2359e-05i,-0.00079394+0.0003143i,-0.00049379+0.0001686i,0.00024703+0.00037899i,-1.8779e-05+0.00032006i,-0.00079622+0.00069428i,-0.00088629+0.0017006i,-6.15e-05+0.0020342i,0.00052979+0.00094224i,0.00026174-9.0379e-05i,0.00032932-0.00026564i,0.00037706+0.00018096i,0.00024137+8.7226e-05i,0.00032398-0.0011263i,-0.00016381-0.0016902i,-0.00072501-0.0011012i,-0.00029496-0.0013546i,9.2915e-05-0.0012024i,-0.00035674+3.8536e-05i,-0.00054608+0.00062086i
-0.00079616-0.001184i,-0.00099491-0.00072962i,-0.0011869-0.00032409i,-0.0016703+0.0013595i,-0.0020921+0.0026542i,-0.0025335+0.0023251i,-0.0019872+0.00070657i,-0.00038286+0.00024459i,-0.00049574+0.0010004i,-0.00081539+0.0014776i,7.9076e-05+0.0010434i,0.0011279-4.8397e-05i,0.0016048-0.00097298i,0.0019876-0.00056115i,0.0022095-0.00010361i,0.0011546+0.00029893i,-0.00012675+0.00067932i,-0.00074764-6.1255e-05i,-0.00085043-0.00055619i,-0.00063032-0.00031133i,-0.00034068+0.00010365i,0.00071511+0.00048035i,0.0009387+0.00061144i
0.00087973-0.0028445i,0.0010551-0.0033521i,0.00053778-0.0025863i,-0.00036736-0.0012714i,-0.00094014+0.00050676i,-0.0011702+0.0018888i,-0.0014745+0.0016226i,-0.00072126+0.0012389i,0.00037437+0.00081954i,0.0011335+0.00041941i,0.00039413+0.00052625i,-0.00060179+0.00029166i,-0.0003697+0.00018683i,-0.00023269+0.00025825i,9.0218e-05+0.00062902i,-0.00053756+0.0012278i,-0.0011513+0.00070394i,-0.00041784-0.00038859i,-0.00015136-0.0012616i,-0.00012688-0.0013793i,1.6674e-05-0.0004584i,0.00019747-3.8668e-05i,0.00010116+0.00025059i
0.00012064+0.00050342i,0.0015969-0.00013736i,0.0018303-9.1936e-05i,0.00168-0.00045519i,0.0011294-0.00020072i,-0.00017864-0.00013659i,-0.00064518+0.00020172i,-0.00037183+0.00086356i,-9.9977e-05+0.00074708i,-0.00034851+0.00027145i,-0.00074155-0.00013498i,-0.00026155-0.00070834i,0.00083629-0.00086552i,0.00042007-0.0012281i,-0.00010466-0.001789i,0.00052969-0.0011145i,0.00046951-8.5377e-05i,-0.0001739-0.00011226i,-0.00028266-0.00089362i,1.0409e-05-0.00094765i,7.8505e-05-0.00067471i,-0.00019112-0.00051497i,-0.00029971-0.00031947i
-0.0016699+0.0017373i,-0.0017417+0.00055909i,-0.00089107+0.00017519i,-8.4647e-05-0.0011146i,0.00031921-0.0013708i,-9.0948e-05-0.0016455i,-0.00052398-0.0011035i,-0.00096465-0.00060001i,-0.0010513-0.00019979i,-0.00048528+0.00091197i,0.00024783+0.0013943i,0.00055727+0.0013945i,0.00030517-0.00024861i,-0.00066498-0.001006i,-0.0012598+0.00059177i,-0.00048657+0.0011975i,0.00042039+0.00042693i,0.00015361+3.7022e-05i,-0.00056285-0.00010143i,-0.0010222+0.00023132i,-0.00057601+0.00096821i,0.00020226+0.00085541i,-0.00014983+0.00041965i
-0.0023647+0.0010562i,-0.0019642+0.0010048i,-0.0018371+0.0021102i,-0.0024845+0.002994i,-0.0026192+0.0032066i,-0.0026801+0.0020948i,-0.001577-0.00011524i,-0.00035623-0.00082904i,-0.00040344-0.00033649i,-0.00017582+0.00034479i,0.00073904+0.00093198i,0.00098988+0.0010936i,-0.00060161+0.00032303i,-0.002156-0.00012779i,-0.0016297+0.00055084i,-0.00076171+0.00048729i,-0.00074271-0.00012272i,-0.00048154-0.00019477i,-0.00018775-0.00028083i,-0.00069207-0.00035048i,-0.0010307+1.1947e-06i,-0.00090458+0.00041471i,-0.00071781+0.0012017i
-0.00048891+2.2519e-05i,-0.00049659-0.00034379i,0.00068069+0.00011937i,0.0015526+0.002523i,0.0017325+0.0048087i,0.0013321+0.0043081i,0.00038975+0.0021671i,-0.0010744+0.00037168i,-0.001954-0.00029013i,-0.0014923-0.00015315i,8.5147e-05-0.00018513i,0.001255-0.00043065i,0.0012948+0.00019217i,0.0017024+0.00079277i,0.001543+0.00020056i,0.00077974-0.0002628i,-0.00041604+0.00016341i,-0.00082392+0.0010743i,-0.00024399+0.0010997i,0.00018923+0.00052587i,0.00052401+0.00039709i,0.00027156+0.00035933i,-7.8142e-05+2.7032e-05i
0.0026184-0.00099297i,0.0025301-0.0014266i,0.001689-0.00166i,0.0006865-0.0020121i,0.00020264-0.00054707i,-0.00030618+0.0002237i,-0.00093973+0.00065751i,-0.0015298+0.0013972i,-0.0018892+0.00077052i,-0.001453+0.00021718i,-0.00075479+0.00015725i,-0.00011273+0.00034364i,-0.00031865+0.0011012i,0.00013118+0.00099729i,0.00039921+0.0003088i,-0.00017376-0.00029545i,0.00033427+2.9842e-05i,0.00086534+0.0007946i,0.00045142+0.00031839i,-0.00029714-0.00035102i,-0.0005794+0.00054333i,4.9992e-05+0.0013903i,0.00046452+0.00088717i
0.0028689-0.002673i,0.0020766-0.0032266i,0.00064798-0.0037042i,-0.00080882-0.0039124i,-0.0020448-0.0020647i,-0.0022619-0.00027243i,-0.0010954+0.00028756i,-0.000402+0.00073224i,-0.00048709+0.0010126i,-0.00071882+0.0010037i,-0.00085546+0.00027016i,-0.00021801-4.8678e-06i,0.00080011-7.1252e-05i,0.0014709-0.00092849i,0.0016068-0.0017914i,0.0006053-0.0018159i,-0.00044158-0.00094439i,-0.00029012-0.00061414i,0.00047385-0.0005641i,0.00052373+4.6852e-05i,-0.00028439-0.00064391i,0.00020987-0.0014384i,0.00035736-0.00064735i
0.00017024+0.00057476i,0.00038217+0.00012392i,-0.0022822-7.6833e-05i,-0.0039833-3.5619e-05i,-0.0042713+0.00012379i,-0.0037305+0.001165i,-0.0017311+0.0012255i,-0.00019011+0.00052565i,0.00058219+0.00050034i,0.0001079+0.00048762i,-0.00071836+0.0012747i,-0.00051183+0.0014954i,-5.9801e-06+0.00045148i,-0.00064429-0.00010279i,-0.00048435-4.7493e-06i,-4.2424e-05+0.00019688i,-0.0005414-0.00039013i,-0.00035082-0.00088388i,-0.00020489-0.00058902i,-0.00043399+1.788e-05i,0.00019272+0.00038503i,0.00062949-0.00014717i,3.0281e-05+0.00031822i
-0.00034617+0.0016552i,0.00092868+0.0019679i,0.001916+0.0022333i,-6.0343e-05+0.0020145i,-0.0010596+0.0022775i,-0.00098828+0.0021716i,-0.0015784+0.0013757i,-0.00092587+7.3315e-05i,-3.5958e-05+5.4805e-05i,0.0001061+9.9649e-05i,0.00030342+0.00044585i,0.00066251+0.0010921i,-8.5346e-05+0.00069836i,-0.0019302+1.8995e-05i,-0.0019194-0.00018447i,-0.00048991+0.00035758i,0.00027664+0.00093728i,-1.464e-05+0.0010954i,-0.00015495+0.00028489i,-7.8031e-05-0.00025994i,0.00011311+6.9372e-05i,0.00016099+0.00070328i,-0.00043758+0.0010934i
0.00040711-0.0031004i,0.00059946-0.0023592i,0.00045366-0.00090553i,4.7282e-05+0.0014759i,-0.00035901+0.0037306i,-0.00042578+0.0039765i,-0.0010254+0.0027511i,-0.0017189+0.00053507i,-0.0024039-0.0010802i,-0.0026959-0.001151i,-0.0011209+0.00011028i,0.0012251+0.00086605i,0.0018241+0.0003857i,0.00097066+0.00094434i,6.903e-05+0.0022589i,-0.00077885+0.0016347i,-0.00046804-0.00048706i,0.0005482-0.0010217i,0.0010052-0.00086736i,0.0011337-0.0010761i,0.00067961-0.0005019i,-0.00026375+0.00012572i,-0.00068106+4.3945e-05i
-0.0031468+0.0007204i,-0.0010442+0.00062986i,0.00082271+0.00051243i,0.0024079+0.00026126i,0.002153-0.00097533i,0.00041423-0.0011683i,-0.00017225-0.00012916i,-0.00019545+0.0012646i,-0.0013277+0.0012286i,-0.0013336+0.0012587i,0.00021347+0.00053193i,0.0007205+7.8749e-05i,-0.00031477+0.00091771i,-0.00076833+0.0012919i,-0.0002208+0.0010507i,-4.6336e-05+0.0001069i,7.8971e-05-8.9909e-05i,1.8994e-05-0.0002539i,4.1296e-05-0.00060043i,-0.00030284-0.0004264i,-0.00031741-0.00022456i,1.2419e-05+0.0001181i,0.00032672+0.00050254i
0.0013107-0.0021869i,0.00093381-0.0027747i,-0.00098331-0.0037808i,-0.0034425-0.0026458i,-0.0039701-5.9324e-05i,-0.0035291+0.0013999i,-0.0025419+0.00064184i,-0.001601+0.00093267i,-0.0016664+0.0027601i,-0.00094639+0.0030881i,-0.00033885+0.0022925i,-0.00024483+0.00058601i,0.00040667-0.00082915i,0.0017096-0.00048213i,0.0020058+7.4742e-05i,0.0013718+3.3884e-05i,0.0004927-0.00023255i,-0.00061555-0.0008081i,-0.00042851-0.0013748i,-1.3075e-05-0.00098885i,-0.00021387-0.00051643i,-0.00025942-0.0010263i,-0.00039255-0.0016026i
-0.0014295-0.0012861i,-0.0025388-0.0011943i,-0.0040029+3.8112e-05i,-0.0049195+0.0011546i,-0.0044759+0.0027762i,-0.0024153+0.0043291i,-0.00037423+0.0032986i,0.00068604+0.0023202i,0.0015447+0.0029853i,0.0010868+0.0030373i,-0.00010138+0.0014089i,-0.00049002+0.0005465i,-0.00073019+0.00028269i,2.785e-05-0.00035831i,0.00091896-0.00084676i,0.00037451-0.00066682i,-0.0002045-0.00039867i,-0.00019191-0.00025254i,0.00028429+0.00016592i,0.00039122-0.00011211i,-0.0001187-0.00061637i,-0.00028108+0.00017746i,0.00040469+0.00019442i
0.00047133+8.816e-05i,0.0013655+0.0010325i,0.0017657+0.0012453i,0.00079316+0.0014864i,-0.00059804+0.0014949i,-0.00081727+0.0020805i,-0.00092089+0.0013548i,0.0004913-0.00035414i,0.0021056-0.0008812i,0.0016049-0.00089916i,0.00086461+0.00032566i,0.00070545+0.0012382i,4.2685e-05+0.00021756i,-0.0013056-0.00062962i,-0.0017332-0.00040575i,-0.0011581+0.00020719i,-0.00078043+0.00060657i,-0.0012543+0.0010182i,-0.0007171+0.00098686i,-6.2621e-05+0.00023338i,7.343e-05-0.00042851i,0.0011536-0.00057898i,0.00030778-0.00022488i
-0.001523+0.0020335i,-0.00029213+0.0014008i,0.0015398+0.0011122i,0.0027767-1.7821e-05i,0.0022004-0.0014429i,1.2368e-05-0.0021374i,-0.00068579-0.0019165i,7.0825e-05-0.0019458i,6.7488e-05-0.0026827i,-0.00040182-0.0024255i,-0.00018907-0.00069613i,-0.00019226+0.00056525i,-0.00023042+0.00066878i,-0.00028907+0.0011398i,-0.00040983+0.0013638i,-3.5073e-05+0.0015221i,0.00050926+0.0017809i,0.0005046+0.001488i,0.00047346+0.00017222i,0.001017-0.00081523i,0.0012861-0.00071474i,0.0011274-0.00026407i,0.0005209+2.7781e-05i
-0.0021215+0.00099052i,-0.0012816-0.00023642i,-0.00092448-0.00012752i,-0.0010976+0.00039052i,-0.0018273+0.00027375i,-0.0034792-0.00032878i,-0.0033802-0.00055713i,-0.0024753-0.00097543i,-0.0026887-0.0016107i,-0.0020328-0.0011412i,-0.0003122-0.00052726i,0.00047111-0.00083419i,6.7234e-05-0.00051666i,-0.00021633+0.0012143i,0.00037016+0.0015877i,0.0011521+0.00095228i,0.0014959+0.00042645i,0.0014358-9.4732e-05i,0.00088158-0.00066627i,0.00085377-0.00088346i,0.0010445-0.00033504i,0.00077484+3.8113e-06i,0.00039314-0.00073523i
-0.002364+0.002085i,-0.0021552+0.0028451i,-0.00083401+0.0037705i,0.00046447+0.0027097i,0.00041078+0.0017712i,-0.0005302+0.001981i,-0.0019246+0.0023534i,-0.0034884+0.0022232i,-0.0041857+0.0022305i,-0.0031415+0.0024211i,-0.0010123+0.0014069i,0.00029488-0.00042682i,0.0010996-0.0016368i,0.0015621-0.0014526i,0.0015628-0.0010742i,0.00090433-0.00041129i,0.00040585+0.00014673i,0.00029771+0.00046994i,-0.00012067+6.6166e-05i,-0.00011371-0.00059996i,-9.0119e-05-4.64e-05i,-0.00084105+0.00029706i,-0.00086082+3.7288e-05i
0.0031856-0.0021179i,0.0027342-0.0022174i,0.00011588-0.0021562i,-0.0024691-0.0014767i,-0.0022111+0.00022271i,-0.0011108+0.0017778i,-0.00094838+0.001966i,-0.0016352+0.0025526i,-0.0019828+0.003269i,-0.0018049+0.0031735i,-0.0011123+0.0017196i,-9.4759e-05+0.00023786i,0.00030048+0.00025433i,0.00041301+0.00069982i,0.0004927+0.00050589i,0.00012737-0.00023837i,-0.00038833+0.00016876i,-0.0007003+0.00093726i,-0.00074349+0.00095546i,-0.0002973-6.2182e-05i,0.00018287-0.00083674i,0.00037745-0.0012577i,-1.3591e-05-0.0014581i
0.00050296-0.00079205i,-0.00042724-0.0015028i,-0.0013487-0.0017755i,-0.00211-0.00070703i,-0.0028704+0.00014477i,-0.0018645+0.0008808i,-0.00030124+0.0022478i,0.0012355+0.0028968i,0.0025978+0.0024565i,0.002176+0.0020513i,0.00085292+0.001238i,0.000184+0.0002769i,0.00034689-0.00043483i,0.00025557-0.0010019i,5.7929e-05-0.00069998i,-0.00032817-0.00047172i,-0.00095443-0.00082638i,-0.00040704-9.1473e-05i,-0.00023217+0.00092601i,-0.00029149+0.00046441i,0.00054818+0.00025312i,0.00082616+0.0010061i,0.00054897+0.00076205i
0.00078264+0.00063876i,0.0010306+0.000978i,0.0007971+0.0013465i,-0.00034914+0.0014457i,-0.0020641+0.0018842i,-0.0018334+0.001203i,1.6014e-05-0.00064676i,0.0016817-0.0022017i,0.0023965-0.002777i,0.0022364-0.0028179i,0.0018188-0.0018368i,0.0013594-0.00033751i,0.00049229-0.0003933i,-0.00068421-0.00057944i,-0.000999+0.00031935i,-0.00044393+0.00056946i,0.00060794+0.00033957i,0.00049967+0.00023768i,-0.0003231-0.00026924i,0.00031649-0.00065877i,0.0003081-0.00030912i,-2.1041e-05-0.00024416i,-2.6304e-07+3.0236e-05i
-0.0014776-0.0039812i,-0.0025974-0.0029162i,-0.0043027-0.0013317i,-0.0036448+0.00055432i,-0.0018826+0.0021074i,-0.00082784+0.0024496i,-0.00044591+0.0014919i,-0.0011484-0.0011148i,-0.0023239-0.0031064i,-0.0028474-0.0033141i,-0.0022426-0.0016776i,-0.00033597-0.00013658i,0.00061178+0.00026523i,0.00055848+0.00031738i,0.00028127+0.00048473i,-0.000378+0.00051405i,-0.0010528+0.00042437i,-0.001506+0.00012982i,-0.00081641-0.0003746i,0.00043949-0.00064633i,0.00066735-0.00065738i,0.00077288-0.00087181i,0.001096-0.00023052i
0.00093091+0.00088513i,0.0014214+0.00060769i,0.0010566-0.00045924i,0.0013808-0.0015847i,0.00073608-0.0015627i,-0.00084445+4.4899e-05i,-0.001737-0.00020383i,-0.0034329-0.00084182i,-0.0050215-0.00031392i,-0.0045532+0.0001289i,-0.002898+0.00040505i,-0.0013441+0.00038267i,-0.00024564+0.00083472i,0.00050666+0.0009645i,0.00096656+0.00072741i,0.00097443+0.00089408i,-8.5192e-05+0.00056129i,-0.00043199-0.00054539i,-2.3895e-06-0.0010189i,-0.00028485-0.00087928i,-0.00072747-0.00065144i,-0.0012391-0.00036221i,-0.00092312-0.00011516i
-0.0010028+0.0016529i,-5.6222e-06+0.00086066i,0.00042406+0.0011723i,6.5807e-05+0.00098333i,-0.0016591+0.0010956i,-0.0028671-7.5899e-05i,-0.0031402+2.4626e-05i,-0.0034343+0.001585i,-0.0028676+0.0030307i,-0.0015075+0.0038385i,-0.00046935+0.0026355i,0.00013533+0.0013651i,0.00040823+0.00091634i,0.00080553-0.00032419i,0.0011144-0.00055292i,0.0013063-0.00016153i,0.0017197-0.00028572i,0.0017229-0.0004996i,0.00049759-0.00031221i,-0.00024428+4.3079e-05i,-0.00031097-5.437e-05i,-0.00046171-0.00037265i,-0.00024497-0.00027671i
0.001479-0.00083603i,0.00030654-0.0024643i,-0.0011226-0.0039173i,-0.002886-0.0017708i,-0.0039434+0.0016623i,-0.0033081+0.0037178i,-0.0021025+0.004301i,-0.00024252+0.0037909i,0.0016412+0.003696i,0.0023909+0.0030432i,0.0021685+0.0014493i,0.0018762+0.00089324i,0.0010457+0.00059011i,-9.0306e-05-0.00012269i,0.00040014-0.00024766i,0.00078428+7.2069e-05i,7.4484e-05+0.00025313i,0.00020397+1.7627e-05i,0.00021809-0.00030932i,-0.00085578+3.0269e-05i,-0.0010775-0.00015966i,-0.00061475-0.00024455i,-0.00046218+0.00061388i
0.0066777-0.002237i,0.0058576-0.002423i,0.0040922-0.0039552i,0.00074816-0.0037176i,-0.0020298-0.0015569i,-0.0025679+0.0012135i,-0.00044715+0.0027475i,0.001967+0.0014244i,0.003057-0.00094038i,0.0027046-0.0024185i,0.0018894-0.0018117i,0.00073126-0.00042168i,7.2352e-05-0.0004219i,-0.00012054-5.3186e-05i,-0.00028712+0.00045522i,0.00039832-7.648e-05i,0.0011088-0.0012682i,0.00077992-0.0019174i,0.00075117-0.0015656i,-0.00021299-0.00047947i,-0.0010482+0.00091255i,4.7086e-05+0.0011924i,0.0013196+0.0012475i
-2.5379e-05+0.0023213i,-3.3316e-06+0.0034254i,0.0008605+0.0038542i,0.0020038+0.0028673i,0.0022846+0.00078715i,0.0015185+0.00027395i,0.0010341+0.00071462i,0.00083981-0.00045538i,0.00067546-0.0027836i,0.00043467-0.0040108i,-1.4079e-05-0.0036577i,-0.00026231-0.0025211i,-0.0004125-0.0012232i,-0.0012298-0.00022559i,-0.0019805+0.00010549i,-0.0019014+2.6791e-05i,-0.001218-4.3419e-06i,-0.00073819+3.5654e-05i,-0.00033203+0.0010048i,0.00031571+0.00098077i,0.00047576+0.00037538i,0.00063397-3.4585e-06i,0.00089102+0.00020536i
0.00021885-0.00093268i,0.0017633-0.0020887i,0.0021952-0.0022053i,0.001138-0.0025246i,-0.0009092-0.0023385i,-0.0016558-0.0018818i,-0.00083264-0.001644i,-0.0013128-0.0021239i,-0.0035151-0.0028771i,-0.0044241-0.003072i,-0.0029536-0.0012801i,-0.0010765+0.00012212i,-4.528e-05+0.00029152i,7.319e-05+0.00030364i,0.00066347-4.5023e-05i,7.0361e-05+0.00060168i,-0.0015287+0.00054311i,-0.0016073+0.00025097i,-0.0012874-7.3473e-05i,-0.0010059-0.00083268i,-0.00067204-0.0010524i,-0.00019691-0.001366i,0.00021171-0.0015127i
-0.00087039-0.0028542i,-0.0015666-0.0020197i,-0.0029166-0.0012423i,-0.0040408+0.00027048i,-0.0036435+0.0023674i,-0.0027164+0.0024318i,-0.0029213+0.0011895i,-0.0043738-0.00064465i,-0.0056193-5.3246e-05i,-0.0048565+0.002105i,-0.0028308+0.0024244i,-0.0011183+0.0013236i,0.00018076+0.0011456i,0.00085837+0.0014818i,0.0011048+0.0017798i,0.0010692+0.0018493i,0.00053996+0.0015491i,0.00032465+0.00083076i,0.001128+0.00020794i,0.001576+9.4057e-05i,0.00094938+2.223e-05i,0.00048913+2.2382e-05i,-7.2217e-05+0.00015059i
-0.00081954+0.00021964i,-0.00081359-0.00066856i,-0.0022524-0.00060906i,-0.0028591+0.00057589i,-0.0020533+0.0023723i,-0.0010966+0.0025845i,-0.001618+0.0015708i,-0.0026677+0.002769i,-0.0024614+0.0044502i,-0.00066037+0.0043773i,0.00064123+0.0035205i,0.0011339+0.0021731i,0.0022587+0.00017416i,0.0024085-0.0010751i,0.0015555-0.0010656i,0.0003703-0.00030828i,-0.00067268+0.00012696i,-0.00099807+0.0001015i,-0.0010366-0.00025643i,-0.00072234-0.00036555i,-0.00069225-0.00045124i,-0.00048998+4.4016e-05i,-0.00024656+0.00090406i
-0.0022405+0.000314i,-0.00068463+0.0011134i,-0.00057479+0.0034874i,-0.00078471+0.0037731i,-0.0009134+0.0035088i,-0.0012758+0.0033021i,-0.0013733+0.0034552i,0.00013493+0.0042414i,0.0020999+0.0041186i,0.0033102+0.0029437i,0.0027156+0.0021065i,0.0014213+0.0018635i,0.0012559+0.00050749i,0.00099044-0.0013268i,0.00010945-0.001032i,0.00033083-0.0008735i,0.00030945-0.0015039i,-0.00045719-0.0011519i,-0.00093146-0.00075275i,-0.00063187-0.00048557i,-0.00020928-4.5341e-05i,-0.0001276+7.8939e-05i,0.00023219+0.00035875i
0.0020571-0.00024194i,0.0025236-0.00126i,0.0015267-0.0012323i,-0.00017547-0.0011564i,-0.0017136-0.00098723i,-0.0026075-0.00039855i,-0.0019326+0.00032126i,0.0011063-0.0001222i,0.0034822-0.0015113i,0.0034476-0.0026184i,0.0019925-0.0022358i,0.00010214-0.00065203i,-0.00016552-0.00041026i,-0.00047244-0.00076136i,-0.0013598-0.00078548i,-0.0021562-0.0007701i,-0.0026465-0.00045376i,-0.0018474-0.00021101i,-0.0011066+9.48e-05i,-0.00072827+0.00018005i,-5.2299e-05+0.00013908i,0.00049642-0.00012996i,-0.00010681-0.00039426i
