-0.0034796+0.0017738i,-0.0026186+0.002077i,-0.0029228+0.0022895i,-0.0010202+0.00096669i,-0.00017873+0.0006166i,1.6741e-05+0.0021217i,0.00017182+0.0030108i,0.00084723+0.0028212i,0.0010243+0.0015473i,0.00053121+0.000596i,0.00019346+0.00039106i,-0.0003071-0.00055462i,-0.00079499-0.0010241i,-0.0013727-0.00076975i,-0.0011713-0.00034486i,-0.00045227+4.8855e-05i,-0.00018797-0.00053343i,0.00065907-0.0010828i,0.0011795-0.00096969i,0.00076821-0.0001566i,3.4427e-05+0.00084058i,-0.00065695+0.00081246i,-0.0005686+0.00054094i
0.030021+0.026892i,0.025406+0.012135i,0.016404-0.0057196i,0.015446-0.0097236i,0.022717-0.007013i,0.020978-0.00074918i,0.013754+0.0034598i,0.0082784+0.0020914i,0.0037565+0.0032931i,0.00235+0.008585i,0.0019912+0.011566i,0.0034543+0.012844i,0.0093476+0.012564i,0.014415+0.0085994i,0.013408+0.0023647i,0.010585-0.0028036i,0.009221-0.0046964i,0.0063363-0.0033775i,0.0030899-2.2857e-05i,0.0012319+0.0020368i,-5.7391e-05+0.0011086i,-0.00074947-0.00028738i,0.00025712-0.00053519i
-0.028112-0.010434i,-0.024952-0.01497i,-0.025753-0.0087205i,-0.024681-0.003019i,-0.022679-0.0099766i,-0.017735-0.012922i,-0.010588-0.0069179i,-0.0033895-0.00092533i,0.0011551-0.0020653i,0.002695-0.0066395i,0.0039605-0.0081567i,0.0034405-0.0095191i,-0.00016904-0.011716i,-0.0034127-0.011103i,-0.0043813-0.0071697i,-0.005106-0.002497i,-0.0062242-0.0022978i,-0.0051736-0.0041506i,-0.0013489-0.0037871i,0.0012253-0.0027963i,0.0015339-0.0020918i,0.00065542-0.0014652i,-0.0002856-0.0010452i
0.027826+0.0024576i,0.025018+0.014207i,0.031585+0.018208i,0.033524+0.010714i,0.021094+0.0068353i,0.013626+0.0063444i,0.010751+0.0012754i,0.0063704-0.0025801i,0.0015813+0.00023011i,-0.00376+0.0038179i,-0.0091953+0.004966i,-0.011472+0.0068i,-0.0097099+0.0088136i,-0.0058306+0.008549i,-0.0024807+0.0069852i,-0.00055913+0.0055596i,-0.00064476+0.0051228i,-0.0025902+0.0046339i,-0.0045733+0.0026277i,-0.0050744+0.0011645i,-0.0040418+0.001649i,-0.0010777+0.0018572i,0.0011506+0.0012804i
-0.0172+0.0085177i,-0.017362-0.0028702i,-0.017086-0.01833i,-0.017081-0.024421i,-0.012768-0.015096i,-0.0087102-0.0057536i,-0.0043747+0.0021013i,0.0031221+0.0047164i,0.0073671+0.0032344i,0.0098034+0.0032374i,0.012761+0.0040173i,0.01261+0.0034789i,0.011704+0.0019674i,0.010312-9.3288e-05i,0.0072133-0.0021682i,0.0046425-0.0027481i,0.003994-0.0029667i,0.0050647-0.0031894i,0.0053973-0.0023643i,0.0044463-0.0012786i,0.001619-0.0021922i,-0.0011844-0.0026602i,-0.0020694-8.2632e-05i
0.0074834-0.0041476i,0.012768+0.0066379i,0.0040605+0.011733i,-0.004463+0.011121i,0.002229+0.005737i,0.0073999-0.0034508i,0.0055743-0.0086532i,0.001203-0.0084428i,-0.0025536-0.0080263i,-0.0057741-0.0080989i,-0.006578-0.0074102i,-0.0051673-0.0062648i,-0.0050082-0.0048273i,-0.0063699-0.002585i,-0.0061478-0.00034537i,-0.0046713-4.4689e-05i,-0.0049415-0.00045854i,-0.0057809-0.00090594i,-0.0050502-0.002111i,-0.0038822-0.0016199i,-0.002098+0.0015346i,0.00053656+0.0033647i,0.0024401+0.0021227i
-0.0022415+0.0063587i,0.0017683-0.0015811i,0.0054848-0.00018076i,0.0052797+0.0050663i,0.0012012+0.0035853i,-0.0018376+0.0079856i,0.0030773+0.01022i,0.0083809+0.006422i,0.0077085+0.0065205i,0.0065858+0.00967i,0.0044703+0.007908i,0.00044606+0.0045879i,-8.3624e-05+0.0033795i,0.0022399+0.0030987i,0.0035386+0.0035351i,0.0023826+0.0042216i,0.0020021+0.0047914i,0.0018891+0.0044536i,-0.00058437+0.0038402i,-0.0028192+0.0022181i,-0.0026363+0.0004887i,-0.0020675-0.0012331i,-0.002483-0.0010737i
0.014466-0.00296i,0.0023268-0.0057052i,-0.0062574-0.0063861i,-0.0012707-0.010229i,0.002146-0.016699i,0.0027755-0.018751i,0.001269-0.013456i,-0.0005169-0.0077217i,-0.0010963-0.00794i,-0.0014873-0.010813i,-0.00035986-0.0094012i,0.0018739-0.0047999i,0.0030868-0.0011501i,0.0026263-0.00035812i,0.0033169-0.0016722i,0.0044406-0.0020668i,0.0056539-0.0028002i,0.0064544-0.0042147i,0.0059477-0.0033855i,0.0054468-0.00051861i,0.0043733+0.0010158i,0.0024236+0.0015564i,0.0014131+0.00038039i
-0.015221+0.006477i,-0.0056151+0.016087i,0.010437+0.015526i,0.01225+0.0090854i,0.0050997+0.013421i,0.005452+0.014598i,0.0080413+0.0072205i,0.006221+0.0029597i,0.0022592+0.0051255i,-0.00085999+0.0070172i,-0.0034178+0.0055411i,-0.0048374+0.0022308i,-0.0037218-0.00078509i,-0.0035651-0.0010151i,-0.0046879-0.00013036i,-0.0054117-0.0011252i,-0.0068321-0.0019263i,-0.0074224-0.0014236i,-0.0075216-0.0015945i,-0.0066043-0.0022304i,-0.0040279-0.0017229i,-0.00097633-0.0013985i,0.00035295-0.0018274i
0.021558-0.010507i,0.018615-0.0083395i,0.0067637-0.013849i,-0.0050877-0.020716i,-0.0064846-0.022144i,-0.0068085-0.018239i,-0.0060562-0.0080398i,-0.0013881-0.0015435i,0.0023288-0.00093075i,0.0039628-0.0013136i,0.0045467-0.0029984i,0.0011863-0.0015689i,-0.0017475+0.0027004i,0.00094205+0.0034474i,0.0047521+0.0029492i,0.0054044+0.0041012i,0.0049795+0.0050124i,0.0048006+0.0036844i,0.0041937+0.0026373i,0.0034872+0.0030941i,0.0023814+0.0012682i,0.00045326-0.0016007i,-0.0018272-0.00168i
-0.019716+0.012525i,-0.012531+0.0049237i,-0.0091941+0.0014167i,-0.0064492+0.0091841i,0.002443+0.013213i,0.007781+0.010516i,0.0065846+0.004674i,0.0039009+0.00010398i,0.0015337-0.0017537i,-0.0036397-0.0005261i,-0.0054897+0.0034815i,0.0011036+0.0076518i,0.0074312+0.0084421i,0.0059042+0.0054247i,0.0025119+0.00085209i,0.002044-0.0029256i,0.0011288-0.0051281i,-0.0021243-0.0053182i,-0.0040419-0.0037961i,-0.0029625-0.0031368i,-0.0013511-0.0012799i,-0.00068443+0.0014792i,0.00054346+0.0013577i
0.011997-0.011054i,0.012863-0.007855i,0.0090649+0.000329i,0.0045868+0.00059401i,-0.0055927-0.0070244i,-0.010941-0.0060799i,-0.0054946-0.00083716i,0.00099128+0.0014454i,0.0037954+0.0034458i,0.0073642+0.0049483i,0.008197+0.0011731i,0.0029505-0.0062941i,-0.0011769-0.010164i,-0.00076703-0.0068956i,0.00054913-0.0020538i,-0.001441+0.00050902i,-0.0035352+0.0026217i,-0.0034126+0.0035479i,-0.0026325+0.0026106i,-0.0021965+0.00034217i,-0.0018325-0.00076355i,-0.0011556-0.00070191i,-0.0017346-3.0589e-05i
-0.004922+0.018829i,-0.012695+0.011833i,-0.0098164+0.0049859i,0.0020731-5.5265e-05i,0.010528-0.0016528i,0.015359-0.0020441i,0.014262-0.0016333i,0.0092183-0.0039167i,0.0025272-0.0075772i,-0.004376-0.0076738i,-0.0072926-0.0032919i,-0.0064624+0.0033033i,-0.0046542+0.0080734i,-0.0026582+0.0071356i,-0.00017326+0.0040613i,0.0033111+0.0031616i,0.0049954+0.0019836i,0.004696+0.00037201i,0.0028688+0.00055081i,0.001024+0.0015928i,-0.00039198+0.0025297i,-0.0017023+0.0027426i,-0.001136+0.0019742i
0.0026803-0.011642i,0.011351-0.0025861i,0.013825-0.0012155i,0.0038075-0.0030228i,-0.0063204+0.0037147i,-0.0080669+0.0074386i,-0.0040873+0.0051178i,-0.00063723+0.0042829i,0.0012658+0.005365i,0.0036082+0.0058959i,0.0065071+0.0058098i,0.0092802+0.0030874i,0.01122-0.00057676i,0.0091628-0.0019829i,0.0048214-0.0026459i,0.002089-0.0050955i,-3.6401e-05-0.0067861i,-0.0011262-0.0064303i,-0.0014697-0.0056341i,-0.0007551-0.0041798i,0.00047106-0.0024161i,0.0015722-0.0010354i,0.0012981-0.0005775i
0.0050296+0.017278i,0.0035896+0.012995i,-0.00080287+0.0048267i,-0.00043898-0.0032707i,0.009052-0.013186i,0.012994-0.017275i,0.010285-0.012934i,0.0068701-0.0079217i,0.0036741-0.0055682i,0.001176-0.0061374i,-0.0016032-0.0090464i,-0.0074285-0.009757i,-0.011587-0.0049545i,-0.0092275+4.0095e-05i,-0.0057129+0.0021575i,-0.0045879+0.0036233i,-0.0038951+0.0054008i,-0.0028005+0.0061362i,-0.0020485+0.0054339i,-0.0017045+0.004183i,-0.0016521+0.003053i,-0.00072621+0.0009651i,-0.00015053-0.00055669i
-0.00019081-0.014283i,0.0029808-0.012203i,0.0015561-0.00079651i,9.1207e-05+0.011521i,-0.0021242+0.015916i,-0.0040056+0.016632i,-0.0019163+0.013017i,0.0014889+0.0080695i,0.0010444+0.0041673i,-0.0032171+0.0043267i,-0.0035797+0.0087856i,0.0021175+0.012448i,0.0069217+0.010853i,0.0063705+0.0056592i,0.0051257+0.002458i,0.0061598+0.00064693i,0.0066835-0.0030015i,0.0050914-0.0048572i,0.0035981-0.0039906i,0.0032959-0.0024889i,0.0023376-0.00072921i,0.00047423+0.00059177i,-0.00024374+0.00067609i
-0.0012762+0.0053153i,-0.0042582+0.0036213i,-0.00042625-0.0028144i,0.0036187-0.011519i,0.000511-0.015919i,-0.00061024-0.01463i,0.0012984-0.010456i,0.002173-0.0062926i,0.0030314-0.0014289i,0.0059302+0.0010129i,0.0066742-0.0017504i,0.0032799-0.0062067i,-0.00011873-0.0058097i,-0.00058746-0.002456i,-0.0008305-0.0015448i,-0.0015363-0.0024262i,-0.0030681-0.0017362i,-0.0044689-7.5978e-05i,-0.0048905-2.7296e-05i,-0.0040096-0.00089021i,-0.002555-0.00035296i,-0.00078306+0.00024588i,0.00094519+0.00075067i
-0.00473-0.0034846i,-0.0022782+0.0023374i,-0.0024946+0.0048309i,0.00055339+0.0028215i,0.0066283+0.0051851i,0.0095119+0.007602i,0.0090011+0.0075049i,0.0075626+0.004395i,0.0036838+0.0002381i,-0.001072-0.00090663i,-0.0029994+0.0004083i,-0.0027481+0.003003i,-0.0025035+0.0040337i,-0.0022324+0.0028983i,-0.0014524+0.0020443i,-0.00033949+0.003041i,0.00063734+0.0027764i,0.0013806+0.00265i,0.001506+0.0037186i,0.001014+0.0032219i,3.8419e-05+0.0017925i,-0.00087066-0.00012945i,-0.0014854-0.0011009i
-0.0020489+0.012704i,0.0028658+0.011204i,0.0021832+0.0039734i,-0.0056994+1.1947e-05i,-0.0096177-0.0010251i,-0.0085434-0.0035311i,-0.0052227-0.0040496i,-0.0028934-0.0010592i,2.6674e-05+0.0016607i,0.0038249+0.00316i,0.0061787+0.0042305i,0.0075162+0.0041491i,0.0070284+0.0024063i,0.0060672+0.00067058i,0.0064954+0.00054007i,0.0061204+0.00055584i,0.0040169-0.00082635i,0.0021215-0.0031694i,0.0015682-0.0044167i,0.0011187-0.0033649i,0.00012999-0.0013769i,-0.00035277+0.00018523i,0.00033366+0.00068314i
0.0012315-0.0072336i,0.0027426-0.011507i,0.00060841-0.0089765i,0.0016825-0.0047995i,0.0079882-0.0061708i,0.011789-0.0036539i,0.012439-0.0016203i,0.011109-0.0028964i,0.0062282-0.0041749i,0.0012197-0.005355i,-0.0016496-0.007827i,-0.0048048-0.0084536i,-0.0064467-0.0047527i,-0.0046345-0.0010866i,-0.0030936-0.0019046i,-0.0032286-0.0037166i,-0.0036498-0.0030968i,-0.0045525-0.0012244i,-0.0047617+0.00026622i,-0.0039602+0.00048729i,-0.0026397+0.00044668i,-0.00058216+0.00027304i,0.000384+0.00045853i
0.010881+0.013019i,0.0044981+0.010119i,0.00093843+0.011762i,0.00088757+0.012628i,-0.0025579+0.0073837i,-0.0053595+0.0022166i,-0.0050513+0.0020364i,-0.0018785+0.0043932i,0.00065805+0.0037988i,0.00093953+0.0039621i,0.0024679+0.0065332i,0.0052704+0.0071342i,0.0064442+0.0040415i,0.0050438+0.0011346i,0.0016418+0.0017941i,0.00028191+0.0033619i,0.002465+0.0036608i,0.0045934+0.0026305i,0.0049574+0.0017249i,0.0037927+0.0014109i,0.0013689+0.00078453i,-0.00026013+1.0423e-05i,-0.0007252-1.5437e-05i
-0.010176-0.012906i,-0.0076513-0.0079488i,0.00031477-0.0063543i,0.0050535-0.010655i,0.0045557-0.010381i,0.0065298-0.0075555i,0.0083337-0.0064475i,0.0067773-0.0062954i,0.0036884-0.0042239i,0.00171-0.0030534i,-0.0017905-0.0052459i,-0.0065714-0.0060636i,-0.0079559-0.0036055i,-0.005061-0.0012173i,-0.00018834-0.00059283i,0.0030212-0.00031221i,0.0020626-0.0014501i,-0.001459-0.0033645i,-0.0038352-0.0048706i,-0.0032894-0.0042531i,-0.0011361-0.0018654i,0.00073432+0.00025387i,0.00048608+0.0020441i
0.011951+0.0016896i,0.00775+0.0081685i,0.0027175+0.0050528i,-0.00087125+0.00023901i,-0.00068228+0.0023909i,-0.0016274+0.0041155i,-0.00080304+0.0050501i,0.0022789+0.0038147i,0.0029689+0.0016214i,0.0012526+0.0029157i,0.001225+0.0054803i,0.0041735+0.0069204i,0.0069389+0.0055867i,0.0047865+0.002461i,-0.00079699+0.00039419i,-0.0031717-0.0007652i,-0.001844-0.00017798i,-0.00022155+0.0026099i,0.00011155+0.0050004i,0.00018221+0.0047709i,0.00045317+0.002986i,0.0003125+0.0014964i,-0.00011623-0.00030301i
-0.013513+0.00010855i,-0.0033799-0.0019235i,0.00081848-0.0025177i,-0.0023041-0.0023096i,-0.0013441-0.0047625i,0.00030374-0.0070525i,0.00023343-0.0066091i,-0.00056193-0.0042832i,0.00021819-0.0015095i,0.0023289-0.00087155i,0.0023534-0.0026215i,7.861e-05-0.0046199i,-0.0027526-0.0043754i,-0.003606-0.0011008i,-0.0013241+0.0031156i,0.00026428+0.004964i,0.00031932+0.0029361i,0.0005976-0.00089164i,0.0016898-0.0032277i,0.002163-0.0037923i,0.0011415-0.002682i,0.0001788-0.00048761i,-0.00022657+0.001126i
0.0079472+0.0031178i,0.0059998+0.002137i,0.0019754-0.0010076i,0.0020483-0.0018273i,0.0030663-0.00161i,0.0031091+0.0020859i,0.0045517+0.0030631i,0.0060175+0.0009762i,0.00336+2.4124e-05i,-0.00088882+0.00060825i,-0.0037564+0.0023703i,-0.0043103+0.0037536i,-0.00242+0.0050351i,0.0015428+0.0043776i,0.0050081+0.0011731i,0.005785-0.0019755i,0.0047788-0.0026012i,0.0012938-0.0013981i,-0.0019998-0.00041684i,-0.0028957+0.00079839i,-0.0016714+0.0012531i,0.00043081+0.00092359i,0.00077404+0.00094266i
-0.0034696+0.0004293i,-0.0047856-0.003007i,-0.0040431-0.001854i,-0.0032977-5.0316e-06i,-0.0044284-2.218e-05i,-0.003292-0.0010797i,-0.0013474+0.00020066i,-0.00058236+0.0028938i,0.00014673+0.0031745i,0.0031421+0.0026781i,0.0078852+0.0020396i,0.010791+5.0199e-05i,0.0091109-0.0021027i,0.0039429-0.0040931i,-0.0018079-0.0038745i,-0.0059086-0.0017552i,-0.0062363-0.00031919i,-0.0033046+0.0011796i,1.3095e-05+0.0023728i,0.00057076+0.0015607i,-6.6334e-05+2.6906e-05i,-0.00020738-0.00027081i,-0.00027705-0.00073277i
0.011586+0.0049446i,0.0069375+0.0078961i,0.0057151+0.0057728i,0.0067645-0.00067247i,0.0062844-0.0028642i,0.0061776-0.0019727i,0.0057768-0.0017504i,0.0044172-0.0029498i,0.0020962-0.0039994i,-0.00061552-0.0046271i,-0.0048075-0.0058621i,-0.010279-0.0057907i,-0.010524-0.0017236i,-0.0047269+0.0031327i,0.0018232+0.0059609i,0.0051376+0.0063085i,0.0053514+0.0034805i,0.0038479-0.0013439i,0.00085067-0.0049467i,-0.00074174-0.0041576i,-0.00035321-0.001331i,3.7957e-06-0.00029345i,0.00035619-0.00046388i
-0.0056971-0.0062214i,-0.0052414-0.0021466i,-0.0051409-0.0021537i,-0.0043236-0.0035235i,-0.0021254-0.0017912i,-0.0014216-2.5247e-05i,0.0011294+0.0018586i,0.0035084+0.0027951i,0.0022703+0.0025346i,0.00050625+0.0045485i,0.0011972+0.0083495i,0.0052029+0.010402i,0.0087984+0.0075286i,0.0073765+0.0011539i,0.0036638-0.004236i,0.0011723-0.0061529i,-0.00087242-0.0038435i,-0.0023363+0.00018758i,-0.0022316+0.0024576i,-0.00080814+0.0023849i,0.00017758+0.0023156i,0.00040381+0.002391i,-0.0001913+0.0017284i
0.0082478-0.002539i,0.0083194-0.0030238i,0.0040842-0.003588i,0.00066789-0.0026211i,0.001061-0.0026093i,0.0015692-0.0019107i,0.0015533-0.0022697i,0.00019557-0.0029141i,-3.4664e-05-0.0025043i,0.0017318-0.0031831i,0.003149-0.0065806i,0.0018403-0.010243i,-0.0018046-0.0095448i,-0.0049063-0.0044357i,-0.0063542+0.00076172i,-0.0052986+0.0031314i,-0.0029999+0.0028738i,-0.0019103+0.00070133i,-0.0011029-0.001877i,-0.00035585-0.0025206i,0.00025379-0.0022567i,-2.274e-05-0.0019642i,-0.00078391-0.0009236i
-0.0058076+0.0039331i,-0.0071947+0.0019763i,-0.0055695+0.00033523i,-0.002841-0.0012445i,-0.0027321-0.0035352i,-0.00061265-0.0025867i,0.0026882+0.00013435i,0.0040375+0.00035292i,0.0023852-0.00067642i,-0.00091289+0.0013697i,-0.0052244+0.0048932i,-0.0076508+0.0085275i,-0.0044773+0.010976i,0.0014378+0.01018i,0.0056771+0.0068393i,0.0082142+0.0026991i,0.0084698+4.1728e-05i,0.0052983+0.00012278i,0.0003564+0.00051352i,-0.002749+0.00076103i,-0.002828+0.0010709i,-0.0015976+0.0011738i,-0.00050678+0.00076856i
0.0067448-0.0032572i,0.007952+2.353e-05i,0.0061727+0.00087453i,0.0043892-3.8995e-05i,0.0032734+0.00084404i,0.002789+0.00060438i,0.0012274+0.0013445i,0.0007365+0.0019468i,0.0010161+0.0012096i,0.0031987+0.0010808i,0.0077968-0.00016872i,0.011036-0.0027876i,0.0093644-0.0054974i,0.0038305-0.0077826i,-0.00059395-0.0083394i,-0.0046183-0.0077278i,-0.0067986-0.006488i,-0.0052352-0.0032895i,-0.0018052-0.00033552i,0.0012982-0.000141i,0.0017005+0.00017459i,0.00053568+0.00086716i,-0.00010689+0.00019019i
-0.0086046+0.0037673i,-0.0087962+0.0035195i,-0.0072402+0.0013283i,-0.0051331-7.4096e-05i,-0.0020672+0.0016433i,0.00015246+0.0024198i,0.00304+0.00071134i,0.0039303-0.0015474i,0.001854-0.0028661i,-0.00040442-0.0034247i,-0.0039369-0.0029224i,-0.0086-0.0017328i,-0.010164+0.0015001i,-0.0074328+0.0070721i,-0.0032071+0.010742i,0.0010167+0.010031i,0.0031967+0.0076562i,0.0021861+0.004183i,-0.00054899+3.2389e-05i,-0.0033186-0.0019863i,-0.0034618-0.0013711i,-0.0023675-0.0006438i,-0.0021314-0.00065226i
0.0072577-0.0045998i,0.0073544-0.002719i,0.0035723-0.0033533i,0.00076472-0.0057993i,0.0016316-0.0071242i,0.0021855-0.0053558i,0.0022492-0.0013018i,0.0024502+0.0017138i,0.0017232+0.0030338i,0.0008727+0.0047267i,0.0013683+0.0063229i,0.0037912+0.0080503i,0.0069652+0.0069131i,0.0097876+0.0012176i,0.0095934-0.0046879i,0.0063925-0.0076072i,0.0034355-0.0077021i,0.0015472-0.0057888i,0.0014045-0.0019458i,0.0019238+0.00088169i,0.0014228+0.001454i,0.00077545+0.0014813i,0.00086923+0.0019042i
-0.00032301+0.0071271i,-0.00035162+0.0047742i,-0.00022409+0.0031124i,-0.00084646+0.0037276i,-0.00036993+0.0033569i,0.0018152+0.0022118i,0.0036755+8.3621e-05i,0.0037909-0.002993i,0.0030486-0.0044985i,0.0026581-0.0049211i,0.0030554-0.0064404i,0.0030983-0.008593i,1.1234e-05-0.0085399i,-0.0045492-0.0053003i,-0.0072436-0.0019046i,-0.0077455+0.00049876i,-0.0067181+0.0022344i,-0.0051652+0.0025631i,-0.0038038+0.00079251i,-0.0022201-0.00085431i,-0.00037174-0.00090635i,0.00057914-0.00028194i,0.00091245-0.00034455i
0.00072504-0.0019253i,0.00062797-0.0010715i,0.00033774+0.00020627i,0.00036365-0.0016034i,-3.0708e-05-0.0032165i,0.0003336-0.002094i,0.0019671+0.00098512i,0.0032513+0.0027052i,0.0020735+0.0021268i,-0.00074145+0.00237i,-0.0041977+0.003672i,-0.006461+0.0051876i,-0.0047887+0.007268i,0.0005911+0.0083191i,0.005571+0.0069636i,0.0080261+0.0042588i,0.0084645+0.002005i,0.0065473+5.1736e-06i,0.0020969-0.00096444i,-0.0019639-0.00068311i,-0.0029119-0.00032245i,-0.0017565-0.00033399i,-0.00092677-0.00023616i
0.0045223+0.0030605i,0.0025702+0.0011461i,0.0023534-0.0025054i,0.0033664-0.0054722i,0.0038156-0.0053299i,0.0021988-0.0043722i,0.0014679-0.0032288i,0.0012397-0.0022765i,0.0010841-0.0014094i,0.0022782+0.00012732i,0.0048811+0.0010443i,0.0076506-0.00075108i,0.0085314-0.0042345i,0.0064389-0.0069905i,0.00271-0.0084262i,-0.0014138-0.0078017i,-0.0042671-0.0067291i,-0.0047096-0.0056378i,-0.0020643-0.002545i,0.0013371+0.00052635i,0.0021022+0.0010965i,0.001426+0.0012493i,0.0013114+0.0011792i
-0.0012287-0.0053809i,0.00065718-0.00092945i,-0.00051768+0.0026847i,-0.0037382+0.0024323i,-0.004062+0.0018217i,-0.0016949+0.0030432i,0.0015561+0.0033245i,0.0030523+0.00267i,0.0022855+0.00082022i,0.0010273-0.0012268i,-0.0011969-0.0028757i,-0.0047145-0.0032508i,-0.0079228-0.00013501i,-0.0088964+0.0042934i,-0.0075567+0.0065416i,-0.0035936+0.0074238i,-0.00012716+0.0073161i,-0.00028364+0.0057994i,-0.0025333+0.003434i,-0.0039589+0.00058045i,-0.0028513-0.00077436i,-0.0014978-0.00099218i,-0.00042492-0.00087089i
-0.0036672+0.0034336i,-0.0057014+0.0034825i,-0.0047631-0.0009329i,-0.0024753-0.0040852i,-0.00079385-0.0047512i,-0.00028467-0.0034616i,-0.0010471-0.001412i,-0.00070772-0.0010418i,3.8648e-05-0.00056328i,-0.00067524+0.001258i,-0.00047243+0.0032818i,0.0017563+0.0050848i,0.005276+0.0057473i,0.0079768+0.0040342i,0.0086738+0.0010544i,0.0077013-0.001961i,0.0062154-0.0040892i,0.0053767-0.0043779i,0.0048861-0.002195i,0.0035835+2.3347e-05i,0.0015388+0.00083276i,6.4275e-07+0.0012515i,0.00010405+0.0015915i
0.0037902-0.0051853i,0.0050054-0.005061i,0.0050021-0.0045038i,0.0029298-0.0025878i,0.0012067-0.00047464i,0.0018041+0.0005763i,0.0042769+0.00096809i,0.0053417+0.00085708i,0.0043146-0.00048347i,0.0028582-0.0022681i,0.0016218-0.0033965i,0.00065092-0.0052269i,-0.0012389-0.0066143i,-0.0039771-0.0060062i,-0.0058292-0.0046396i,-0.0065315-0.0024696i,-0.0066807-0.00044596i,-0.0059618+8.798e-05i,-0.0041557-0.0003237i,-0.0020095-0.00071481i,-0.00063536-0.0011587i,-0.00036132-0.00062781i,-0.00012063-0.00041361i
-0.0011787+0.0084846i,-0.00022531+0.0078776i,-0.00080014+0.0036679i,-0.0024464+0.00017293i,-0.0030225+0.00011405i,-0.0025014+0.0015565i,-0.0011121+0.001986i,0.00018625+0.00060466i,6.5604e-05+6.4795e-05i,-0.00077801+0.0011862i,-0.0022688+0.0030567i,-0.002932+0.0046394i,-0.0017582+0.0070828i,-0.00015801+0.009142i,0.00186+0.0090105i,0.0039107+0.0077309i,0.0053916+0.0048071i,0.0044808+0.0027498i,0.0016984+0.0016173i,-0.00085987+0.00012653i,-0.0019226-0.00041824i,-0.0011962-0.00018869i,-0.0005114-0.00010879i
0.001638-0.0062919i,0.00054061-0.0060501i,-0.00068562-0.0042596i,4.859e-05-0.0031748i,0.0030701-0.0043715i,0.0043358-0.0055224i,0.0050016-0.00374i,0.0055051-0.0013277i,0.0039294-0.001033i,0.0018025-0.0015645i,0.0020291-0.0020702i,0.0037052-0.0025263i,0.0056879-0.0035821i,0.0066621-0.0055388i,0.0051772-0.0062472i,0.0013936-0.0055951i,-0.0019892-0.0056456i,-0.0019051-0.0056836i,0.00047497-0.0042409i,0.0011548-0.0013564i,0.00056353+0.0010952i,0.0011405+0.001583i,0.0021782+0.00058307i
0.0062032+0.0055989i,0.004486+0.0061374i,0.0035886+0.0049771i,0.0021005+0.0017451i,0.00024591-0.00052864i,-4.7818e-05+0.0013828i,0.00050382+0.0038681i,0.0010103+0.0037886i,0.00085372+0.0028006i,0.00033841+0.0020219i,-0.00028868+0.00087948i,-0.0010682+0.00054232i,-0.0031419+0.00065475i,-0.0051807+0.0019416i,-0.0048374+0.003876i,-0.0027082+0.0047791i,-0.0016989+0.0053215i,-0.0023374+0.0044995i,-0.0030306+0.0026654i,-0.0030349+0.00067863i,-0.0016027-0.00076085i,-0.00038805-0.0010549i,7.9725e-05-0.0011444i
0.0017696-0.0063327i,-5.7225e-05-0.0053375i,-0.0016618-0.004212i,-0.0016561-0.0057035i,-0.0010955-0.0078556i,-0.0009718-0.0075703i,0.00055856-0.0060179i,0.0020986-0.00471i,0.0017075-0.0033048i,0.00014956-0.0019841i,-0.00047801-0.00015458i,-0.00015561+0.0015508i,0.0015433+0.0034272i,0.0037737+0.0043151i,0.0051+0.0029857i,0.0053156+0.00026604i,0.0050092-0.0027783i,0.0049542-0.0039217i,0.0037478-0.0020353i,0.0017201-7.746e-05i,0.00015121+0.00054233i,-0.0002387+0.00052273i,-5.2177e-05+1.5325e-05i
0.0046168+0.0068715i,0.0042508+0.0049599i,0.0044295+0.00095748i,0.0037639-0.001681i,0.0038364-0.0014157i,0.0044641+0.00049454i,0.0042012+0.0032085i,0.0038144+0.0040822i,0.004115+0.0031634i,0.0043559+0.001987i,0.0034686+0.00033762i,0.0016672-0.0031986i,0.00037666-0.0051213i,-0.00016959-0.0048807i,-0.0010563-0.0039826i,-0.0030429-0.0018536i,-0.0046358-0.0011094i,-0.0049149-0.0017123i,-0.0039362-0.0018898i,-0.0016697-0.0016053i,0.00019775-0.00086959i,0.00046081-0.00044985i,-0.00012061-0.00012474i
0.0019564-0.0032357i,0.0023481-0.0034904i,0.0024375-0.0036424i,-0.0018924-0.0035115i,-0.0054377-0.0039045i,-0.0062121-0.0029145i,-0.0048922-0.0006179i,-0.0027236-0.00063785i,-0.002077-0.0010384i,-0.0015252+1.3621e-05i,-0.0013212+0.0012922i,-0.0020082+0.0041033i,-0.0024069+0.0077485i,-0.002794+0.0086388i,-0.002149+0.0064307i,0.00028087+0.0039847i,0.0022019+0.0028575i,0.0021589+0.0032544i,0.00053278+0.0027653i,-0.00072836+0.0014986i,-0.00092575+0.0010302i,-0.00088634+0.00019436i,-0.00087094+0.00012507i
