-0.001021-0.0014135i,0.001113-0.0023389i,0.00056848-0.002204i,-0.00075917-0.00087989i,-0.0010429+0.00036044i,-0.0014067+0.00056464i,-0.0016874-6.3282e-05i,-0.0012742+8.432e-05i,-0.0010275+0.00041544i,-0.00019241+0.00065984i,0.0012656+0.0011156i,0.001676+0.00074914i,0.00088506-0.00039338i,0.00015938-0.00039745i,-0.0001841-0.00040342i,-0.0008949-0.00046504i,-0.00080217+1.5677e-05i,-0.00074781+0.00032358i,-0.0011136+0.00024354i,-0.00078013-0.0003218i,0.00028237-0.00035632i,0.00085936+3.2565e-05i,0.00093249+0.00045473i
-0.00053046-0.00011459i,-0.0021356-0.0018476i,-0.0025748-0.005337i,0.0031107-0.011035i,0.014778-0.0074022i,0.015593+0.0037021i,0.0050922+0.0080488i,0.0018913+0.005876i,0.0051555+0.0008017i,0.0051024-0.0017638i,0.00099998-0.0016046i,-0.0018831-0.0016212i,-0.0010628-0.0009357i,0.00044558+0.0017867i,0.00016098+0.003197i,-0.0022669+0.0022079i,-0.0048437+0.00085751i,-0.0050321-7.5225e-05i,-0.003156+0.00082198i,-0.0012205+0.0024393i,-0.0013759+0.0026069i,-0.0013158+0.0011647i,-0.00040795-0.00043436i
-0.00014135+0.00017378i,0.00040596+0.0015987i,-0.00062425+0.004297i,-0.0081941+0.0061852i,-0.016438-0.0033838i,-0.011334-0.017287i,0.0018015-0.018672i,0.0063806-0.01174i,0.0047173-0.0072712i,0.0030502-0.0049299i,0.00331-0.0018628i,0.0042854+0.00067823i,0.0024094+0.00034303i,-0.00075024-0.0025403i,-0.0034254-0.003354i,-0.0037545-0.00048003i,-0.0023187+0.0024326i,-0.0013939+0.0031115i,-0.00069892+0.0021826i,-0.00034127+5.1309e-05i,0.00089087-0.00020047i,0.0019345+0.0010089i,0.0022631+0.0011964i
-0.0027717-0.0026964i,-0.0043836-0.0033153i,-0.0054164-0.0050505i,-0.0014227-0.0039952i,0.0037356+0.0055269i,-0.0012004+0.014915i,-0.0079984+0.011664i,-0.0056689+0.00048115i,-0.0036001-0.0043402i,-0.0046679-0.0027623i,-0.0047234-0.0012319i,-0.004381-0.0011421i,-0.0028982-0.00047316i,-0.00076998+0.0019701i,-0.00057799+0.0038699i,-0.0013796+0.0035548i,-0.0019039+0.0026209i,-0.0020511+0.0020172i,-0.0014925+0.0017329i,-0.0016068+0.0016585i,-0.0018516+0.00058148i,-0.00085863-0.001202i,-0.00088283-0.0029949i
-0.00095812-0.00141i,-0.00047646+0.0010265i,-0.0029727+0.0047606i,-0.0077021+0.007298i,-0.0083045+0.0026662i,0.00041337-0.0048075i,0.0059917-0.0068194i,0.001249-0.003448i,-0.0014453-0.00079864i,0.00078378-0.0014081i,0.0037857-0.0028108i,0.0042688-0.0031927i,0.0022174-0.0019128i,0.00063633-0.0015771i,0.00053147-0.0018182i,0.00094642-0.0003726i,0.0014247+0.002332i,0.0014471+0.003635i,0.0011715+0.0036826i,0.0016198+0.0028321i,0.0020585+0.0015106i,0.0011036+0.0012205i,-0.00033969+0.0016367i
-0.00032275+0.00085152i,-0.00045103-5.9856e-05i,0.001306-0.0026991i,0.0056893-0.0012905i,0.0053844+0.0063925i,-0.0018204+0.0087361i,-0.0075468+0.0041649i,-0.0080234+0.0015056i,-0.0045835+0.0025044i,-0.0018354+0.0030745i,-0.002511+0.0024771i,-0.0041038+0.0023931i,-0.0036931+0.0035942i,-0.0019277+0.0050416i,-0.0010696+0.0050082i,0.00019049+0.0028544i,0.0018427+0.00033185i,0.0023582-0.0008188i,0.00078284-0.00026187i,-0.00066742+0.00018345i,-0.00053284-0.00090192i,-0.00015243-0.0025467i,0.00060515-0.0033811i
0.00096815-0.00051202i,0.0014239-0.00022058i,0.00047471+0.00050713i,0.00021083-0.00015123i,0.0055784-0.0035767i,0.010795-0.0044142i,0.008062+0.00034105i,0.0044554+0.0046074i,0.0036516+0.0028956i,0.0033731-0.00056554i,0.0028544-0.0022637i,0.002566-0.0014928i,0.0024944-0.0016212i,0.0027728-0.0035411i,0.002548-0.0054012i,0.00089054-0.0052425i,-0.001081-0.0028064i,-0.0011621-0.0012229i,-0.00037804+0.00031152i,0.0010365+0.0022046i,0.0020773+0.0031553i,0.0010688+0.0025074i,-0.00048507+0.0028402i
-0.00079332+0.0011329i,-0.0015513-0.0017291i,-0.00055782-0.0038537i,0.0011623-0.0013529i,-0.0012781+0.0019513i,-0.0039194+0.00019473i,-0.0024909-0.0027843i,0.00071975-0.0027377i,0.0034121-0.0022058i,0.0030246-0.001773i,0.0013796-0.0004721i,-0.00039988+0.0010984i,-0.0013992+0.002055i,-0.0010662+0.0023175i,-0.00096718+0.0024532i,-0.0012351+0.0019012i,-0.00088857+0.00088338i,-0.00069014+7.1093e-05i,-0.00090415-6.7312e-05i,-0.0011125-0.00086662i,-0.00075891-0.0025122i,0.00085535-0.003171i,0.00278-0.0030656i
0.00089578-0.001091i,-0.00021047-6.5563e-05i,-0.0032375+0.00049517i,-0.0043892-0.0018474i,-8.3432e-05-0.006288i,0.0052745-0.0044892i,0.006605+3.6112e-05i,0.0047162-0.001649i,0.0025064-0.0037673i,0.0019653-0.0030085i,0.0033564-0.0016723i,0.0045091-0.00066298i,0.0040342-0.0014615i,0.002215-0.0040629i,-0.00046043-0.0052044i,-0.0030866-0.0032945i,-0.0043886-0.0016528i,-0.004387-0.0012302i,-0.0037438+0.00038107i,-0.0028839+0.0026991i,-0.0016279+0.0034004i,-0.0017791+0.0025319i,-0.0026254+0.0013516i
-0.001403-0.0011947i,-0.0025196-0.0021633i,-0.002425-0.0014764i,-0.0032933+0.0011045i,-0.0077741+0.0028683i,-0.0083892-0.0033079i,-0.004181-0.0098024i,-0.0015462-0.0078305i,-0.001592-0.005004i,-0.002476-0.0043644i,-0.0023327-0.0029009i,-0.0022661-0.00075227i,-0.002669+0.00079702i,-0.0038917+0.0022544i,-0.0049029+0.0041809i,-0.0034579+0.0054166i,-0.0022266+0.0057219i,-0.001329+0.0049131i,0.00021093+0.0024843i,0.0015408-0.00048114i,0.001904-0.002607i,0.0021689-0.0026776i,0.003254-0.001642i
0.00021716+0.0017372i,-8.1171e-05+0.0020403i,-0.0013611+0.0025613i,-0.0010148+0.0029589i,0.0017502+0.0039844i,0.0020001+0.0051707i,-0.0013268+0.0034949i,-0.0043495+0.00048561i,-0.003745+2.1478e-05i,-0.0007167+0.00019232i,0.0024187-0.00050689i,0.0029179-6.7862e-05i,0.0016767+0.00037866i,0.0018463-0.0010511i,0.002279-0.0016875i,0.0011712-0.00085952i,-0.00045823+0.00044865i,-0.0010618+0.0011772i,-0.0017327+0.00050877i,-0.0024805+0.00059029i,-0.0030552+0.0019826i,-0.0034441+0.0016171i,-0.003553-0.00070985i
0.00052029+0.0011713i,0.0003275+0.0017179i,0.0016161+0.00155i,0.002067+0.0012114i,0.00059787-2.25e-05i,-0.0015058-0.0030025i,-0.0033238-0.0038442i,-0.0029211-0.0011852i,-0.00083547+0.0013451i,-0.00056354+0.0013519i,-0.002018+0.00014243i,-0.0027912-0.00060983i,-0.0034335-0.00035527i,-0.0039325+0.0015234i,-0.0033359+0.0034869i,-0.0014128+0.0036964i,0.0011173+0.0028931i,0.0019159+0.0023653i,0.0010793+0.0023798i,0.0023253+0.0018226i,0.0035344+0.00093394i,0.0032868+0.00045772i,0.0026776+0.00072394i
-0.00040561-0.00058977i,-0.0013358-0.00088284i,-0.0028326-0.0011465i,-0.0015847-0.0012293i,0.002236+0.00032453i,0.0032588+0.0028907i,0.0003354+0.0044581i,-0.00098882+0.0049139i,0.0010423+0.0040646i,0.001902+0.0018265i,0.00069548-0.00010843i,0.00068852+0.00022666i,0.0026278+0.0018792i,0.0053553+0.0020002i,0.005393+2.6723e-06i,0.0028726-0.0023487i,0.0016193-0.0024386i,0.0020399-0.0016376i,0.002069-0.00089141i,-0.0004821-0.00053018i,-0.0035117-0.00010963i,-0.0038615-3.964e-05i,-0.0030681-0.0012507i
-0.00056796-0.00061768i,-0.00055632-0.00017954i,-0.0017555+5.3589e-05i,-0.0019011-7.8729e-05i,0.00066389-0.0018695i,0.0040404-0.0037375i,0.0058334-0.0023656i,0.0055352-0.00056824i,0.0048622-2.7789e-05i,0.0034042-0.0012211i,0.0010911-0.001913i,-0.00085704-0.0014242i,-0.00088949-0.00027885i,-0.0010225-0.00029934i,-0.0026493-0.0014952i,-0.0032544-0.0017746i,-0.0026315-0.0021609i,-0.0021093-0.00148i,-0.0022079+0.00083573i,-0.0007622+0.0025716i,0.0026994+0.0023644i,0.0037183+0.0015468i,0.0024078+0.0015567i
0.00093628-0.00014976i,-0.0001735-0.0019138i,-0.00020104-0.00319i,-0.00029021-0.0030474i,-0.00081193-0.002614i,-0.0013179-0.0026328i,-0.0016927-0.0030566i,0.0010117-0.0033588i,0.0028025-0.0038495i,0.0019389-0.0020132i,0.001603-6.0356e-05i,0.0020659+5.9032e-05i,0.0019243+0.00048935i,0.0019235+0.00037257i,0.001663-0.0009566i,0.00041981-0.00085068i,-0.00096509+5.0796e-05i,-0.001331+0.00039278i,-0.00052627-0.00014254i,-0.00042014-0.0013727i,-0.0015859-0.0021564i,-0.0023334-0.0023811i,-0.0016757-0.002846i
-0.00047474+0.00021129i,0.00082616+0.0016079i,0.00031427+0.0028167i,-0.0011211+0.0019076i,-0.0014669-0.00033016i,0.00097054-0.0030893i,0.0025996-0.0040907i,0.00072874-0.0026369i,-0.00068714-0.0016834i,-0.00038549-0.0022166i,-9.1414e-05-0.0019754i,-0.0010146-0.00070878i,-0.0019547-0.0012368i,-0.0030302-0.0021349i,-0.0050866-0.00097418i,-0.0056652-3.5425e-05i,-0.0038178+0.00055607i,-0.001844+0.00065818i,-0.0016089+0.00084705i,-0.00025153+0.001948i,0.0024808+0.0024203i,0.0030293+0.0025772i,0.0010155+0.0029112i
-0.00091216+0.00043273i,-0.0019704-0.00016274i,-0.0029896-0.00019826i,-0.0019018+0.0018862i,-0.0016801+0.0031249i,-0.0039698+0.00186i,-0.0055929-0.0010383i,-0.0044883-0.003644i,-0.0026612-0.0034674i,6.9303e-05-0.0014375i,0.0021646-0.001051i,0.0022647-0.0019361i,0.00061847-0.0013787i,-0.00067244+0.00016623i,0.00029173+0.00096431i,6.3998e-05+0.00096674i,-0.0026476+0.0014134i,-0.0036752+0.0014834i,-0.0017816+0.00027069i,0.00012259-0.0013513i,0.00017723-0.0024619i,6.7141e-05-0.0030363i,-1.9277e-06-0.0026641i
-0.0014185-0.001461i,-0.00075307+0.00030165i,-0.0011304+0.0020635i,-0.00099508+0.0028801i,0.0016061+0.003735i,0.0040198+0.0036659i,0.0021353+0.0019327i,-0.0013391+0.001647i,-0.0022568+0.0013714i,-0.0016782+0.00095863i,-0.0013563-2.0324e-05i,-0.0025631+0.00025156i,-0.0030713+0.0017737i,-0.0023681+0.0014647i,-0.0027583+0.00090988i,-0.0021025+0.0020141i,-3.6767e-05+0.0033277i,0.0012276+0.0035394i,0.00041075+0.0024575i,-0.00061415+0.0021124i,-5.5826e-05+0.0029701i,0.00051121+0.0031538i,1.6148e-05+0.0029208i
-0.0012675-0.0006745i,-0.0022262-0.00052345i,-0.002068-1.0142e-05i,-0.0015166+0.00086971i,-0.0016437+0.0002565i,-0.0013326-0.00050362i,-0.00016606-0.00034493i,0.00044291+0.0010545i,0.0020728+0.0010221i,0.0026339-0.00089114i,0.0020031-0.0011645i,0.0015258-6.6004e-05i,0.0017014+0.00042394i,0.0025883+0.0011013i,0.002692+0.0019585i,0.0013947+0.0010491i,0.00072908-0.0003978i,0.00063465-6.1801e-05i,0.00092821+0.00077976i,0.0013796-0.00017659i,0.0015822-0.0018717i,0.0010597-0.0025406i,0.0005966-0.0027738i
0.0019499-0.0019906i,0.0025882-0.0028895i,0.0025945-0.0028884i,0.0025942-0.0024774i,0.0026232-0.0010296i,0.0025513+0.00022134i,0.0012565+0.00095295i,0.0015482+0.00082449i,0.0039932+0.00021123i,0.0032735-0.00014098i,0.00041836-0.0002875i,-0.0019318+0.00029139i,-0.0027859+0.00021065i,-0.0017511+1.7415e-05i,0.00026863-0.0010352i,0.0016127-0.0012325i,0.0017373-0.00037398i,0.00096071-0.00011961i,0.00017648-0.00012535i,-0.00010962+0.00088525i,-0.00048681+0.0026766i,-0.00086392+0.0026013i,-0.00077926+0.00086017i
-0.0002877+0.0014003i,-0.0014807+0.0025568i,-0.0022565+0.0014173i,-0.0027035-0.00038024i,-0.0021598-0.0019691i,-0.00061878-0.0047648i,0.0014644-0.0057021i,0.003273-0.0042253i,0.0027665-0.0032789i,0.00043952-0.0020208i,-0.00064494-5.5238e-05i,0.0013718+0.0020846i,0.0034214+0.0029759i,0.0028493+0.0022151i,0.00069514+0.0010171i,-0.0012363-0.00094618i,-0.001568-0.0025477i,-0.0012917-0.0023526i,-0.000752-0.00102i,0.00076912-0.00039371i,0.0024504-0.0015402i,0.0023829-0.0023415i,0.0011859-0.0027022i
-0.0018812-0.0025619i,-0.0022958-0.0022947i,-0.0028023-0.0012998i,-0.0021738-3.487e-05i,-0.00054425+0.00093679i,-0.00082118+0.0013681i,-0.0014486+0.00020334i,-0.0010936-0.0026486i,0.00023978-0.0031662i,0.0016514-0.0024596i,0.001546-0.0031912i,-0.00051265-0.0043711i,-0.0023487-0.0051405i,-0.0016738-0.0060836i,-0.0011471-0.0053558i,-0.0022738-0.002869i,-0.0025078+4.8922e-05i,-0.001969+0.0012604i,-0.0025832+0.00031261i,-0.0023151+0.00022227i,-0.0014543+0.00099969i,-0.0017009+0.0014011i,-0.0019838+0.0013405i
0.00179+0.0031696i,0.0012603+0.0028968i,0.0011309+0.0015176i,-0.0007041-0.00041954i,-0.0019738-0.001558i,-0.00048283-0.0025059i,-8.6655e-05-0.003003i,-0.0024548-0.0018123i,-0.002838+4.0512e-05i,0.00016266+0.00050673i,0.002158+0.00096065i,0.0019371+0.0025018i,0.00044902+0.0040875i,-0.001226+0.0041205i,-0.0020491+0.0028985i,-0.0028342+0.0012981i,-0.0026475+1.2693e-05i,-0.0015524+0.00055485i,-0.00032421+0.0019764i,0.0018167+0.0013192i,0.0034253-0.0004356i,0.0033862-0.0011386i,0.0021214-0.00094224i
-0.0016442-0.0024074i,-0.0015189-0.0024576i,-0.001576-0.00017993i,-0.0010154+0.0029493i,-0.00067417+0.0040945i,-0.00066178+0.0023509i,-0.0008582-0.00042789i,-0.0020376-0.0015876i,-0.0014211-0.00042591i,-0.00050213+0.00039766i,-0.0011019-0.0010727i,-0.0017878-0.0033599i,-0.001329-0.0040211i,-0.00022397-0.0023659i,-0.00047627+0.00046475i,-0.0016151+0.0029925i,-0.0021147+0.003975i,-0.0023936+0.0024044i,-0.0025421+0.00022496i,-0.0025052-0.00016408i,-0.0026729+0.00022684i,-0.0022525-0.00052403i,-0.001959-0.0012506i
2.2946e-05-0.00033067i,0.0010162+0.00031886i,0.0013641-0.00056477i,0.0010941-0.00048131i,0.001685+0.00053012i,0.002151+0.00030544i,0.00072373+0.00070017i,0.00081457+0.0022569i,0.0019034+0.0016565i,0.0017256-0.00064186i,0.00086484-0.0011561i,-0.0004045+0.00072388i,-0.002159+0.0024465i,-0.0030521+0.0027553i,-0.0024144+0.0011837i,-0.00023756-0.0003933i,0.0016647-0.00024959i,0.0011657+0.00041978i,0.0002103+0.001331i,0.0013192+0.0022332i,0.0029509+0.0017393i,0.0033129+0.00027412i,0.0024113-0.00018448i
-0.00057695-0.0039872i,-0.0027185-0.0044713i,-0.0035886-0.0035303i,-0.0033915-0.0020959i,-0.0026746-0.001131i,-0.0018437-0.0012714i,-0.00073368-0.0018693i,0.0009271-0.00059953i,0.0026093+0.0015257i,0.002715+0.0019524i,0.0021618+0.0010062i,0.0026388+0.00043893i,0.0049349+0.00088863i,0.0058858+0.0012785i,0.0035818+0.0018765i,0.0013664+0.0026099i,0.0008027+0.0025294i,0.0017085+0.0013516i,0.0028208-0.0010224i,0.0013711-0.002609i,-0.00031696-0.002195i,-0.00036361-0.0010337i,-0.0010956-0.00059301i
0.0019261+0.002979i,0.0037332+0.0032437i,0.0032033+0.0010238i,0.0019956-0.0007008i,0.0024672-0.00060317i,0.002551+0.0006548i,0.0014194+0.001106i,0.0011071-0.0014543i,0.0010352-0.0031158i,0.00044439-0.0026156i,-0.00093452-0.0016116i,-0.0029587-0.0003957i,-0.0045156-0.00054879i,-0.0046323-0.0015718i,-0.0032545-0.0031589i,-0.0010194-0.0046779i,0.00037979-0.0043915i,-2.9762e-07-0.0026559i,-0.0010399+0.00043665i,-0.0015382+0.0027562i,-0.00066095+0.0024783i,-0.00050286+0.0015596i,-0.0005047+0.0009691i
-0.0012616-0.00038567i,-0.0023326-0.00044677i,-0.0019843+0.00081518i,-0.0016476+0.0019947i,-0.002679-4.5199e-05i,-0.0018054-0.0027314i,-0.00024506-0.0027399i,-7.9438e-05-0.0019756i,0.00024153-0.002056i,0.0018574-0.0027074i,0.003125-0.0025259i,0.0037894-0.00067502i,0.0045507+0.0010102i,0.003513+0.0021077i,0.00060284+0.0025281i,-0.0023627+0.0022413i,-0.0028401+0.0020345i,-0.00044961+0.00083679i,0.0021296-0.000778i,0.0025858-0.0014842i,0.00064637-0.00098296i,-0.0012911-0.00061207i,-0.0013863-0.0011262i
-0.00041119-0.00091151i,0.00068302+0.00056692i,-0.00083682+0.00023177i,-0.0021461+0.00039759i,-0.0018448+0.0021703i,-0.00094183+0.0012476i,-0.0019614-0.0018397i,-0.003722-0.0032843i,-0.0023334-0.002552i,0.00067895-0.0013928i,0.0017273-0.0010939i,0.00011943-0.0016345i,-0.0021013-0.0032733i,-0.002403-0.0051422i,-0.0016535-0.0044237i,-0.0011613-0.0020734i,-0.00074604-0.00084934i,-0.0016856-6.0902e-05i,-0.0025172+0.0016065i,-0.0023464+0.0024115i,-0.0010836+0.0012708i,0.00015511+0.00074934i,0.00049293+0.0013199i
-0.0010886-0.00015786i,-0.001445-0.00097913i,-0.0012762-0.0013461i,-0.00053367-0.00038272i,0.00069602+8.7079e-05i,0.0011895-0.00045525i,0.00075224-3.9453e-05i,0.00062176+0.00082569i,-0.00060542+0.00053608i,-0.0021171-0.00021537i,-0.0017138-0.00015058i,-0.001544+0.00059525i,-0.0022104+0.0021663i,-0.0030349+0.0034006i,-0.0035472+0.0033025i,-0.0043684+0.0031079i,-0.0041908+0.0032277i,-0.0020124+0.0031142i,0.000988+0.0021195i,0.002756+0.0012899i,0.0026774-9.5541e-06i,0.0013087-0.0010707i,3.336e-05-0.0014286i
-0.00021454-0.00078906i,0.00025862-0.0010861i,-0.00086329-0.00093399i,-0.00071813+0.00016816i,1.9913e-05+0.0012317i,-0.00025288+0.00042138i,-3.4787e-05+2.8741e-05i,0.0013603-9.161e-05i,0.0025749+0.00020693i,0.0028225-0.0010159i,0.0029902-0.0033243i,0.0026704-0.0038085i,0.0024818-0.0031747i,0.0021614-0.0028409i,0.0024841-0.0027733i,0.0040436-0.0021708i,0.0042956-0.0012906i,0.0024927-0.00090115i,-0.00035678-0.0010487i,-0.0022828+4.3624e-05i,-0.0019356+0.0010878i,-0.00062587+0.00079887i,-0.00018255+0.0004873i
-0.00039318+0.0030221i,0.00023734+0.0016568i,0.001173+1.1742e-05i,0.00074728-0.00048344i,0.00026697-0.001122i,0.00032795-0.0022777i,-0.00037314-0.0030201i,-0.00018559-0.0025346i,0.00087882-0.00015152i,0.001197+0.0018865i,0.00020888+0.0017945i,-0.0019721+0.0021482i,-0.0025935+0.0042694i,-0.0023741+0.0057867i,-0.0037425+0.0044021i,-0.0052245+0.001938i,-0.0050544+0.0017571i,-0.0037338+0.0034308i,-0.0012465+0.0043722i,0.0007315+0.0041356i,0.00021376+0.0023245i,-0.00084586+0.0011365i,-0.00088112+0.00010597i
0.0003736-0.0020868i,0.00060079-0.0016401i,-0.00042936-0.0026035i,-0.00092304-0.0021689i,-0.00021576-0.00089951i,-0.00012832-0.00060072i,0.0003702-0.0015777i,0.0019284-0.0031102i,0.0028851-0.003922i,0.0023964-0.0032414i,0.0011758-0.0018331i,0.00077054-0.0012046i,0.0022149-0.0016295i,0.0035654-0.0012458i,0.0037251-0.0010567i,0.0031086-0.00079725i,0.0033374-0.00022797i,0.0032212-0.00042901i,0.0013972-0.0010713i,-0.00082646-0.0010244i,-0.00093293-0.00081206i,-5.3181e-05-0.0017713i,-0.00038933-0.0029083i
-0.0027208-0.00034798i,-0.0040603+0.0008186i,-0.0058193+0.0012599i,-0.004714+0.0022218i,-0.0018369+0.0034041i,0.0010003+0.0022971i,0.0014799-6.6077e-05i,0.00080193+8.543e-05i,0.0021764-0.0010513i,0.0033561-0.0031744i,0.0025287-0.0030134i,0.0012975-0.0019541i,0.000184-0.00086453i,-0.0016535-0.00072039i,-0.0030774-0.0019675i,-0.0037248-0.0033153i,-0.0048387-0.0035491i,-0.0045152-0.0021864i,-0.0027292+0.00034635i,-0.0010738+0.0021903i,0.00025518+0.0019915i,0.00083833+0.00042982i,0.00096423+9.5745e-06i
0.017407-0.0026308i,0.016835-0.010878i,0.01552-0.020209i,0.0072716-0.018628i,-0.0025331-0.014167i,-0.009999-0.0074419i,-0.0083017+0.00011709i,-0.0020385+0.0017246i,0.0024597-0.00056844i,0.0029544-0.003104i,0.0011073-0.001655i,-0.00021738+0.0020092i,-0.00084875+0.0037746i,0.0015265+0.0039602i,0.0041243+0.002996i,0.0035354+0.0022389i,0.0025241+0.0020756i,0.0014371+0.0017031i,6.5307e-05+0.00096579i,-0.00021833+0.00027648i,-0.00022384+0.00039149i,-0.00064473+0.000555i,-0.001554-0.00010265i
-0.0021082+0.0015493i,-0.00068089+0.0013902i,-0.00015614-0.00020154i,-0.0010766-0.00028814i,-0.0014697-0.00014624i,-0.0004408-0.00091371i,-5.1878e-05-0.0013679i,0.00026016-0.0016367i,0.00050867-0.0017349i,-0.00042842-0.0026984i,-0.0014347-0.0035815i,-0.0014128-0.0035377i,-0.0022303-0.0028063i,-0.0041322-0.0023937i,-0.0045359-0.0024793i,-0.0042403-0.0024875i,-0.0041921-0.0027643i,-0.0038618-0.0018549i,-0.0027748-0.00049546i,-0.00099437+0.00023416i,-0.00041748+0.00022919i,-0.00093108+0.00020218i,-0.0007605+0.00025853i
-0.00048494-0.0020612i,-0.00089351-0.0019107i,-0.0016303-0.00051791i,-0.0017375+0.0021671i,-0.00078158+0.0034215i,-0.00011476+0.0024144i,-1.7574e-05+0.0015159i,0.00028698+0.0012327i,0.0010623+0.00081965i,0.0014613-1.2644e-05i,0.00064656+0.00010593i,-0.00031839+0.0019385i,-0.00018596+0.0035485i,0.00059783+0.0032662i,0.00087883+0.0027976i,0.00010606+0.0042389i,-0.0001309+0.0054077i,-1.6708e-05+0.005051i,0.00021105+0.0026662i,0.00053175-0.00029277i,0.00041676-0.0012496i,0.0005778-0.00089523i,0.00080385-0.00059582i
0.0020008-0.0028746i,0.0022145-0.0032305i,0.0010763-0.0037648i,-0.00033813-0.002639i,-0.0006987-0.0011912i,0.00050515-0.00065559i,0.0016398-0.00076769i,0.0015007-3.9771e-05i,0.0010079+0.00040647i,0.00071123+0.00012789i,0.00020025-5.3124e-05i,-0.00060519+0.00054522i,-0.0010048+0.0012396i,-0.0013078+0.00090719i,-0.00047529-0.0002196i,0.00020114-0.00076648i,-0.00010659-0.0011268i,-0.00047353-0.00067715i,-0.00035707+0.00054192i,-0.00024783+0.00093743i,8.4908e-05+0.0013291i,0.00032024+0.0010164i,-1.3696e-05-6.4453e-05i
-0.0020191-0.00038458i,-0.0027664-8.4159e-06i,-0.0024211+1.7095e-05i,-0.0017034+0.00078569i,-0.00085983+0.00066686i,-4.268e-05-0.00097509i,-0.00030775-0.0017018i,-0.00096765-0.0015076i,-0.0010462-0.00088414i,-0.0013484-0.0003509i,-0.0011599-5.8441e-06i,-0.0004852+0.00029793i,-0.00024865+0.00064317i,0.00078309+0.00068527i,0.0019175+0.0011084i,0.0015027+0.0021283i,0.00023474+0.0025668i,-0.00024504+0.0021931i,0.00098372+0.0014104i,0.001713+0.00039465i,0.00070757-0.00040151i,0.00010627-0.0012719i,0.00035814-0.0011476i
0.00073109+0.0017645i,0.0016136+0.0013866i,0.001368+0.0013298i,0.0014634+0.00079503i,0.0022777+4.4967e-05i,0.0023386-0.00014053i,0.0011029-0.00052995i,0.00040908-0.00034461i,0.0020563-0.00045673i,0.0038264-0.0012677i,0.0036183-0.0016453i,0.0028971-0.00085544i,0.0022153-0.00040412i,0.0006872-0.0016423i,-0.00010917-0.002872i,-0.00071291-0.0025123i,-0.0011376-0.0017612i,-0.00067535-0.00078664i,-0.00083731+0.00035709i,-0.00099868+0.0011796i,-0.00061429+0.001466i,-0.00041+0.00082762i,-0.00060479-0.0002218i
-0.00092678+0.00084566i,-0.00092726+0.0001639i,-0.0010583+0.0010409i,-0.00068365+0.0009197i,-7.4657e-05-0.00064361i,-0.0008832-0.0028358i,-0.0018503-0.0032851i,-0.0017145-0.002269i,-0.0016698-0.0010326i,-0.001357+0.00017915i,-0.00034874+0.00023378i,-0.00061948-0.00017436i,-0.0010498-0.0002601i,-0.00011503+0.00043807i,8.9344e-05+0.0013304i,-0.00089147+0.0014337i,-0.0017986+0.0011431i,-0.0014891+0.0010669i,-0.00062318+0.00053355i,-0.00018175-0.00055924i,0.00043415-0.00088142i,0.00018992+0.00021004i,-0.00012603+0.00056502i
0.0023544-0.0021663i,0.0011802-0.0043736i,6.001e-06-0.0043943i,-0.0010878-0.0017295i,-0.0016633-0.00028326i,-0.0023254+0.00065934i,-0.0020906+0.00030721i,-0.00086314-0.0001739i,8.2965e-06-0.00075722i,-4.5366e-05-0.0018792i,-0.00074289-0.0012896i,-0.0011074-0.00016492i,-0.0023655-0.00044462i,-0.0033143-0.002051i,-0.0016182-0.0039095i,-0.00028775-0.0038188i,-0.00044988-0.0024583i,-0.0011195-0.00070004i,-0.001734+0.00066733i,-0.0013891+0.00098468i,-0.00088059+0.00046299i,-0.00088572-2.2671e-05i,-0.00045911-0.00038297i
-0.0017115+0.0013596i,-0.0016453+0.0018966i,-0.0017888+0.0031056i,-0.0016684+0.003297i,-0.00032192+0.0019957i,0.0019652+0.00040201i,0.002123-1.8927e-05i,0.00076446+0.00078113i,0.00077418+0.001361i,0.0015103+0.00022609i,0.00097407-0.0012058i,-0.00037249-0.0017536i,-4.7674e-05-0.0006613i,0.00028971+0.0018378i,-0.0014+0.0032778i,-0.0025215+0.0022635i,-0.0022202+0.0019477i,-0.0019203+0.0028494i,-0.00042193+0.0017572i,0.001626-0.00031305i,0.0026961-0.0013466i,0.002473-0.0011335i,0.0013801-0.00062132i
-0.0010155-0.00071i,-0.00061423-0.00093049i,0.00019921+8.8566e-05i,0.0012891+0.0011685i,0.0022091+0.0010446i,0.0015867-0.00069279i,0.0011222-0.0015053i,0.0011935-0.0011288i,0.00093609+0.00040221i,0.00093213+0.0014114i,0.00048921+0.0005564i,-0.000823+0.00021042i,-0.0021474+0.00083922i,-0.0014519+0.00045952i,0.00011465-0.0003049i,0.00022295-0.0007004i,2.4824e-06-0.00030208i,-0.00063288+0.0001685i,-0.0020567+0.00032367i,-0.0027804+0.00012348i,-0.001979+0.00025217i,-0.00080535+0.00020207i,-0.00065139+3.0177e-05i
